Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LANK,LWRA,RTHI
454,0,0.0200983,0,0,0,0,0.052417,0,0,0,0,0,0,0.0373123,0,0.0676843,0,0,0.019079,0,0,0.0421148,0.0733581,0.0179877,0.00991862,0.0153411,0.0352634,0.0405454,0.0865749,0.0453972,0.0992185,0.0139366,0.0135025,0.0275844,0.03002,0.00760561,0.0117671,0.0159571,0.0365724,0,0.0153293,0.0640407,0.0268889,0,0,0.018768,0,0,0.0485596,0.0534184,0.0268244,0.0235421,0.00879448,0.0487859,0.0435748,0.0769402,0.0718809,0.0262148,0.0615644,0.0392939,0.0472006,0.0799589,0.0146212,0.0258348,0.024138,0.0186553,0.0352117,0.0322091,0.0170119,0.024904,0.0466509
455,0,0.0201552,0,0,0,0,0.0524199,0,0,0,0,0,0,0.0372897,0,0.0678168,0,0,0.0187098,0,0,0.042012,0.0735212,0.0178193,0.00983296,0.0154873,0.0351444,0.0407797,0.0863572,0.0452712,0.0992324,0.0140289,0.0136732,0.0276724,0.0300596,0.00759364,0.011868,0.0157546,0.0360118,0,0.0154051,0.063843,0.0268122,0,0,0.0183491,0,0,0.0483118,0.0537207,0.0268382,0.0233379,0.008901,0.0486758,0.0437669,0.078076,0.0718537,0.0262114,0.0617317,0.0393957,0.0474335,0.0800963,0.0149027,0.0256349,0.0235188,0.0187053,0.0353975,0.0320786,0.0171793,0.0241165,0.0464164
456,0,0.0201933,0,0,0,0,0.0524284,0,0,0,0,0,0,0.0371906,0,0.0677655,0,0,0.0183855,0,0,0.0418532,0.0736879,0.0176265,0.00977665,0.0154634,0.0349746,0.0410168,0.0861057,0.0452269,0.0991016,0.0141021,0.0141333,0.0277655,0.0300471,0.00763848,0.012021,0.0156224,0.0356095,0,0.015325,0.0636517,0.0267016,0,0,0.0179225,0,0,0.0480906,0.0539687,0.0267066,0.0232082,0.00902655,0.0485718,0.0438108,0.0788622,0.0718551,0.0261478,0.0618673,0.0394417,0.0475656,0.0801639,0.0151256,0.0254406,0.0228675,0.0187222,0.0355304,0.0319465,0.0173435,0.0231577,0.046211
457,0,0.0202508,0,0,0,0,0.0524393,0,0,0,0,0,0,0.0371556,0,0.0678092,0,0,0.018193,0,0,0.0416979,0.073795,0.0173608,0.00978613,0.0154103,0.0348195,0.0412793,0.085854,0.0451706,0.0989715,0.0142391,0.0147108,0.0278113,0.0300695,0.00769902,0.0121315,0.01571,0.0355652,0,0.0150536,0.0634938,0.0266511,0,0,0.0174691,0,0,0.0479387,0.054058,0.0267184,0.0233013,0.0090555,0.0484698,0.0438675,0.078525,0.0719227,0.0260636,0.0619067,0.0394744,0.0476207,0.0801296,0.0151665,0.025274,0.0224909,0.0193031,0.0356048,0.0318393,0.0175876,0.0220343,0.0460209
458,0,0.0203083,0,0,0,0,0.0524223,0,0,0,0,0,0,0.0372462,0,0.0679547,0,0,0.0180772,0,0,0.0416254,0.0737673,0.0172551,0.00988648,0.0154778,0.0347232,0.041501,0.0856862,0.0450997,0.0988217,0.0143524,0.0150529,0.0278423,0.030073,0.00768233,0.0121254,0.0158985,0.0353323,0,0.0148583,0.0633561,0.0266336,0,0,0.0169783,0,0,0.0477896,0.0541436,0.0268825,0.0234558,0.00909565,0.0484097,0.0438844,0.0781791,0.0719722,0.0259975,0.0619557,0.0394853,0.0477234,0.0801342,0.0153098,0.0252719,0.0219702,0.0200886,0.035564,0.031764,0.0178645,0.0208757,0.0457314
459,0,0.0203359,0,0,0,0,0.0523828,0,0,0,0,0,0,0.0373013,0,0.0679592,0,0,0.0179778,0,0,0.0414328,0.0736518,0.0172088,0.0099835,0.0156246,0.0346245,0.0417019,0.0856052,0.0450754,0.0986104,0.0144519,0.0151672,0.0279336,0.0300473,0.00766862,0.0120889,0.0163396,0.0347746,0,0.0147966,0.0631981,0.026609,0,0,0.0164927,0,0,0.0474383,0.0543316,0.0271001,0.0235102,0.00911597,0.0483467,0.0438354,0.0781244,0.0720364,0.0259919,0.0619995,0.0395222,0.0477897,0.0801962,0.0157197,0.0252083,0.020916,0.0203268,0.0353647,0.0317091,0.0180731,0.0194511,0.0457646
460,0,0.0203487,0,0,0,0,0.0523217,0,0,0,0,0,0,0.037195,0,0.0680912,0,0,0.0178771,0,0,0.0412149,0.0735033,0.0171129,0.0100242,0.0158041,0.034556,0.0419139,0.0855711,0.0449823,0.0984248,0.0145655,0.0150967,0.0278694,0.0299776,0.00775767,0.0120664,0.0169951,0.0341122,0,0.0146875,0.0630869,0.0265695,0,0,0.0160216,0,0,0.0470378,0.0545713,0.0271569,0.0235088,0.00917156,0.0482911,0.0437847,0.0782529,0.0722003,0.0260835,0.0620304,0.0395601,0.0478199,0.0802146,0.0162517,0.0249872,0.0196392,0.0204685,0.0349921,0.0316656,0.0183407,0.0177718,0.0457534
461,0,0.0203415,0,0,0,0,0.052247,0,0,0,0,0,0,0.0369819,0,0.0683056,0,0,0.0177412,0,0,0.04107,0.0733537,0.0170115,0.0100106,0.016044,0.0345044,0.0421344,0.0855485,0.0448292,0.0981782,0.0147662,0.0148901,0.0276514,0.0299077,0.00790865,0.0120395,0.0178213,0.0334541,0,0.014565,0.0629566,0.026538,0,0,0.0155256,0,0,0.0467166,0.0548209,0.0273869,0.0234484,0.00930232,0.0482663,0.0437287,0.0782226,0.0724545,0.0262721,0.0620607,0.0396132,0.0478447,0.0802107,0.0168504,0.0246599,0.018291,0.0209818,0.0345572,0.0316229,0.0186765,0.0160233,0.0456504
462,0,0.0203219,0,0,0,0,0.0521514,0,0,0,0,0,0,0.0367828,0,0.0685372,0,0,0.0175537,0,0,0.0409858,0.0732378,0.0169772,0.00998709,0.0164083,0.0344439,0.04231,0.0855232,0.0447016,0.0979007,0.0149925,0.0145941,0.0274459,0.0298844,0.00800839,0.0120206,0.0188037,0.0327499,0,0.0144308,0.0628096,0.0265218,0,0,0.0149934,0,0,0.0465026,0.0551269,0.0276921,0.0233125,0.00937602,0.0482903,0.0434869,0.0781529,0.0727323,0.0265113,0.0620907,0.0396756,0.0478551,0.0801752,0.0175302,0.0242985,0.0169588,0.0218591,0.0340353,0.0316015,0.0190312,0.0142251,0.0454909
463,0,0.0203131,0,0,0,0,0.0520534,0,0,0,0,0,0,0.0366515,0,0.0687372,0,0,0.0172978,0,0,0.0408709,0.0731419,0.0170484,0.00995871,0.0169395,0.0343605,0.0424367,0.0854459,0.0445594,0.0976779,0.015258,0.0143049,0.0273058,0.0299123,0.00806119,0.0119979,0.0199759,0.0318433,0,0.0143535,0.0626561,0.0265123,0,0,0.0144589,0,0,0.0462906,0.0555668,0.028042,0.0230568,0.00933818,0.048343,0.043117,0.0781867,0.0730191,0.0267771,0.0621231,0.0397172,0.0478621,0.0801088,0.0184364,0.0238822,0.0155313,0.0225321,0.0333857,0.0316024,0.0193348,0.0123513,0.0452599
464,0,0.0202919,0,0,0,0,0.0519497,0,0,0,0,0,0,0.0366725,0,0.0689729,0,0,0.0169762,0,0,0.0405394,0.072996,0.0172207,0.00987474,0.0174538,0.0342406,0.042571,0.0852941,0.0444311,0.0974785,0.0155945,0.0142587,0.0272883,0.0299971,0.00801781,0.0119623,0.0211094,0.0307763,0,0.0143149,0.0623933,0.0265071,0,0,0.0139441,0,0,0.0460095,0.0560747,0.0284414,0.0227481,0.00917997,0.0483832,0.0427671,0.0782265,0.0733211,0.0270925,0.062115,0.0396859,0.0478255,0.0800228,0.0195532,0.0234502,0.0139487,0.022685,0.0327132,0.0316302,0.0195992,0.0104824,0.0451951
465,0,0.0202816,0,0,0,0,0.0518329,0,0,0,0,0,0,0.0368631,0,0.0692683,0,0,0.0166556,0,0,0.0402244,0.0728017,0.0174067,0.00968226,0.017845,0.034139,0.0427104,0.0850841,0.0443856,0.0972791,0.0159622,0.014586,0.0274158,0.0301224,0.00787214,0.011945,0.0220536,0.0296729,0,0.0142842,0.0620148,0.0265417,0,0,0.0134757,0,0,0.0457536,0.0566045,0.028956,0.0224204,0.00917355,0.0483758,0.0425993,0.0783172,0.0736277,0.0274397,0.0620861,0.0396211,0.0477856,0.0799085,0.0208134,0.0229703,0.0124852,0.022858,0.0321192,0.0316334,0.0198626,0.00911774,0.0451422
466,0,0.0202133,0,0,0,0,0.0517225,0,0,0,0,0,0,0.0370482,0,0.0695694,0,0,0.0164906,0,0,0.0399544,0.0727001,0.0175533,0.00941775,0.0181392,0.0340347,0.0427922,0.0848279,0.0443963,0.0972163,0.0162786,0.0149943,0.0275334,0.030303,0.0077326,0.0119341,0.0223526,0.0285916,0,0.014273,0.0616793,0.0265326,0,0,0.0131254,0,0,0.0456239,0.0571288,0.0295482,0.021942,0.009091,0.0482907,0.042331,0.0784112,0.0738584,0.0276908,0.0620222,0.0396609,0.0477452,0.0797497,0.0221856,0.0226121,0.0113151,0.0231795,0.031587,0.0316765,0.0200719,0.00885747,0.0450474
467,0,0.0201146,0,0,0,0,0.0516248,0,0,0,0,0,0,0.0370809,0,0.069751,0,0,0.0163982,0,0,0.0394924,0.0726694,0.0178634,0.00915375,0.0184608,0.0339521,0.042804,0.0845571,0.0444875,0.0972932,0.0165331,0.0152258,0.0277235,0.0304953,0.0077293,0.0118798,0.0221952,0.0274981,0,0.0143205,0.0614115,0.0264896,0,0,0.0128881,0,0,0.0456236,0.0576126,0.0301556,0.0213443,0.00894507,0.0482071,0.0420425,0.0784876,0.0740385,0.0278328,0.0619159,0.0397194,0.047647,0.079516,0.0236782,0.0223054,0.010439,0.0236231,0.0311037,0.0317417,0.0201591,0.00895297,0.0449409
468,0,0.0199939,0,0,0,0,0.051538,0,0,0,0,0,0,0.036999,0,0.0698473,0,0,0.0162317,0,0,0.0391575,0.072623,0.0181478,0.00894835,0.01882,0.0339316,0.0427824,0.0843819,0.0445398,0.0973003,0.0167931,0.0153523,0.027762,0.0306566,0.00785515,0.0118778,0.0223503,0.0264814,0,0.0143719,0.0611938,0.0265162,0,0,0.0127863,0,0,0.0457502,0.0580308,0.0307623,0.0208041,0.00869373,0.0480993,0.0419657,0.0785612,0.074203,0.0279001,0.0618181,0.0398323,0.0474912,0.0792584,0.0250644,0.0219307,0.00976649,0.0240249,0.030655,0.0317944,0.0202788,0.00888679,0.0449555
469,0,0.0198506,0,0,0,0,0.0514373,0,0,0,0,0,0,0.0368223,0,0.0698835,0,0,0.0160633,0,0,0.0388161,0.0725346,0.0183822,0.00876544,0.0191143,0.0339665,0.042721,0.0842802,0.0445976,0.0972218,0.0170513,0.0155162,0.0277637,0.0307358,0.00809373,0.0116824,0.0224074,0.0257712,0,0.0143462,0.0610509,0.0265643,0,0,0.0127651,0,0,0.0458818,0.0583607,0.0313604,0.0203728,0.00852077,0.0479821,0.0419098,0.0786673,0.07426,0.0278406,0.0617497,0.0396278,0.0473869,0.0790274,0.0261691,0.0215192,0.00923277,0.0243869,0.0302288,0.0318624,0.0205108,0.0089282,0.0447879
470,0,0.019697,0,0,0,0,0.0513384,0,0,0,0,0,0,0.0366588,0,0.0699497,0,0,0.0158595,0,0,0.0384695,0.072464,0.018559,0.00862216,0.0193032,0.0339975,0.042581,0.0842056,0.0446536,0.0971659,0.0172304,0.01557,0.0277795,0.030819,0.00831453,0.0113919,0.0225612,0.0250465,0,0.0143199,0.060959,0.0266753,0,0,0.0128075,0,0,0.0459914,0.058603,0.0319184,0.0200296,0.00836148,0.0479,0.0417525,0.0787126,0.0742801,0.0277068,0.0616647,0.0394659,0.0473052,0.0788978,0.0272351,0.0211079,0.00879639,0.0247122,0.0298212,0.0319191,0.020751,0.00884239,0.0446634
471,0,0.0195528,0,0,0,0,0.0512385,0,0,0,0,0,0,0.0365408,0,0.0700261,0,0,0.0156645,0,0,0.0381751,0.0724239,0.0186508,0.00851298,0.0194692,0.0339806,0.0423931,0.0841653,0.0446773,0.0972318,0.0173333,0.0156546,0.0277554,0.0308867,0.00846592,0.0112642,0.0227313,0.0240733,0,0.0144493,0.0608388,0.0268047,0,0,0.0129176,0,0,0.046096,0.0587739,0.0324463,0.0196851,0.00830569,0.0478605,0.041566,0.0787587,0.074252,0.0275528,0.0615858,0.0394514,0.0472381,0.0788197,0.0284265,0.0206292,0.00843529,0.0250472,0.0295065,0.0319751,0.0208817,0.0087905,0.0446401
472,0,0.0194174,0,0,0,0,0.0510767,0,0,0,0,0,0,0.0365392,0,0.0700908,0,0,0.015439,0,0,0.0380075,0.0724175,0.0185989,0.00844755,0.0195762,0.0339158,0.0422151,0.084104,0.044681,0.0973086,0.0173764,0.0157981,0.0277582,0.0309165,0.0085126,0.0113047,0.022935,0.0229521,0,0.0146714,0.0606189,0.026958,0,0,0.0131041,0,0,0.0462082,0.0588557,0.0329258,0.0193566,0.00830629,0.0478111,0.0413216,0.0787817,0.0741469,0.0272969,0.0614808,0.0394839,0.047118,0.0786997,0.0297718,0.020112,0.00811053,0.0254464,0.0295449,0.0320214,0.0208494,0.008781,0.0445063
473,0,0.0192771,0,0,0,0,0.0509483,0,0,0,0,0,0,0.0366139,0,0.0701342,0,0,0.0152689,0,0,0.0378744,0.0724242,0.0185429,0.00845139,0.0196034,0.0337847,0.0420288,0.084049,0.0446557,0.0973301,0.0173956,0.0159811,0.0278674,0.0309178,0.00846979,0.0113853,0.0230315,0.0221032,0,0.014932,0.0604281,0.027108,0,0,0.0133118,0,0,0.0463123,0.0588011,0.0333667,0.0191219,0.00841273,0.0477666,0.041068,0.078779,0.0739795,0.0269704,0.0613503,0.0394343,0.0469489,0.0785487,0.0313317,0.0195605,0.00778338,0.0259411,0.0296129,0.0320518,0.0207963,0.00885839,0.0442541
474,0,0.0191178,0,0,0,0,0.0508722,0,0,0,0,0,0,0.0366821,0,0.0702838,0,0,0.0151446,0,0,0.0378522,0.0724414,0.0186422,0.00860981,0.0196813,0.0337237,0.0418181,0.0840505,0.0445894,0.0972978,0.0174301,0.0161469,0.0279137,0.030928,0.00838111,0.0115111,0.0230964,0.0215077,0,0.0151279,0.060394,0.0272175,0,0,0.0135371,0,0,0.0462875,0.058706,0.0336363,0.0189264,0.00857942,0.0477737,0.0407082,0.0787499,0.073797,0.0267889,0.0612595,0.0393448,0.0468093,0.0784236,0.0325099,0.0189522,0.0075311,0.0263895,0.0295856,0.0321283,0.020797,0.00899957,0.0443301
475,0,0.0190139,0,0,0,0,0.0508323,0,0,0,0,0,0,0.0367851,0,0.0704127,0,0,0.0150488,0,0,0.0379694,0.0724635,0.0186762,0.00875194,0.019793,0.0336464,0.0416555,0.0840666,0.0444903,0.0972356,0.0175163,0.0162147,0.0278585,0.0309003,0.00831886,0.0116932,0.0232583,0.0211762,0,0.0152566,0.0603624,0.0272999,0,0,0.0138463,0,0,0.0462036,0.058812,0.0338349,0.0188006,0.00859082,0.047746,0.0403396,0.0787526,0.0736026,0.0266095,0.0611822,0.0392431,0.0467487,0.0783327,0.0330955,0.0184381,0.00740872,0.026492,0.0295109,0.0321871,0.0208221,0.00914541,0.0445194
476,0,0.018953,0,0,0,0,0.0508314,0,0,0,0,0,0,0.0368166,0,0.0705256,0,0,0.0149495,0,0,0.0381851,0.0724819,0.0186598,0.00888389,0.0198195,0.0335647,0.0415745,0.0840888,0.0443986,0.0971182,0.0175406,0.0162333,0.0278144,0.030834,0.0082932,0.0118771,0.0236096,0.0210658,0,0.0152936,0.0603546,0.0273584,0,0,0.0141742,0,0,0.046132,0.0589858,0.0339764,0.0187477,0.00864732,0.0477429,0.0398755,0.0787491,0.0733815,0.0263951,0.0611927,0.0391431,0.0467552,0.0783075,0.0333035,0.0180969,0.00728717,0.026742,0.0294463,0.0322413,0.0208317,0.00928336,0.0447059
477,0,0.0189456,0,0,0,0,0.0508373,0,0,0,0,0,0,0.0367803,0,0.0706441,0,0,0.0148853,0,0,0.0383718,0.0724868,0.0186416,0.00900172,0.0196989,0.0335046,0.0415956,0.0840884,0.0443736,0.0970173,0.017533,0.0162758,0.0278626,0.0307907,0.00830228,0.0120903,0.0239224,0.0210819,0,0.0152137,0.0603034,0.0274131,0,0,0.0144487,0,0,0.0460453,0.059121,0.0340326,0.0188308,0.00862819,0.0477888,0.0394153,0.0786939,0.0731695,0.0262147,0.0612859,0.039078,0.046855,0.0783325,0.033089,0.0178416,0.00717912,0.0271635,0.0294122,0.0322758,0.020825,0.00939801,0.0450694
478,0,0.0190082,0,0,0,0,0.0508115,0,0,0,0,0,0,0.0367582,0,0.0707854,0,0,0.0147993,0,0,0.038554,0.0725111,0.0186279,0.00918196,0.019634,0.033545,0.0416642,0.0840369,0.0444169,0.0969802,0.0174937,0.0163226,0.0278879,0.0308134,0.00836287,0.0123815,0.0241006,0.0213057,0,0.0151493,0.0601768,0.0274411,0,0,0.0146957,0,0,0.0459401,0.0592225,0.0340437,0.0191221,0.00856556,0.0478997,0.0389301,0.0786372,0.0729634,0.0261045,0.0613431,0.0390981,0.0469263,0.0783697,0.032543,0.0175567,0.00704395,0.0274442,0.0294267,0.03228,0.0208363,0.00951791,0.0452739
479,0,0.0190706,0,0,0,0,0.0507926,0,0,0,0,0,0,0.0366844,0,0.0708313,0,0,0.0147534,0,0,0.0387986,0.0725295,0.0186372,0.00933031,0.0196328,0.0335751,0.0417424,0.0839648,0.0445222,0.0970187,0.0174454,0.0163463,0.0279009,0.0308742,0.00851285,0.0127008,0.0242777,0.0216958,0,0.0151133,0.0601278,0.0274749,0,0,0.0149573,0,0,0.0458001,0.0592936,0.0340171,0.0194547,0.0086047,0.0479783,0.0385532,0.0786743,0.0727633,0.0260033,0.0613723,0.0391026,0.0469812,0.0784346,0.0319197,0.0172288,0.0069644,0.027695,0.029418,0.0322175,0.02084,0.00963806,0.0453658
480,0,0.0191634,0,0,0,0,0.0507551,0,0,0,0,0,0,0.036484,0,0.070764,0,0,0.0147628,0,0,0.0390913,0.0725135,0.0187069,0.0093952,0.0195962,0.0335558,0.0419494,0.0838375,0.0447142,0.0971541,0.0174742,0.0163256,0.0279968,0.0309136,0.0087638,0.0130215,0.0245931,0.022113,0,0.0151283,0.0601127,0.0274983,0,0,0.0152179,0,0,0.0457935,0.0593635,0.0339375,0.0198105,0.00870997,0.0480369,0.0381422,0.0786904,0.0726118,0.0259178,0.0613879,0.0388822,0.0469995,0.078504,0.0314012,0.0169663,0.00689863,0.0280144,0.0294067,0.0321611,0.0208243,0.00973692,0.045426
481,0,0.019241,0,0,0,0,0.0507379,0,0,0,0,0,0,0.0362139,0,0.0706045,0,0,0.014822,0,0,0.0393015,0.0724874,0.018817,0.00937081,0.0195349,0.0334359,0.0422393,0.0836635,0.0449444,0.0973261,0.0175528,0.0162824,0.0280773,0.0309743,0.00910522,0.0133218,0.0247887,0.0224354,0,0.0151031,0.060084,0.0275308,0,0,0.015446,0,0,0.0458067,0.0593818,0.0338205,0.0201773,0.00866682,0.048082,0.0378058,0.0786679,0.0725254,0.0258414,0.0613571,0.0387966,0.0469593,0.0785138,0.0306958,0.0167528,0.00677951,0.02829,0.0294392,0.0320589,0.0207953,0.00984342,0.0454361
482,0,0.0193486,0,0,0,0,0.0507446,0,0,0,0,0,0,0.0359449,0,0.0705205,0,0,0.0149004,0,0,0.0394864,0.0724678,0.018923,0.00936196,0.0195023,0.0333236,0.0424776,0.083509,0.0452151,0.0974686,0.0176461,0.0163691,0.0281228,0.0310615,0.00945666,0.0137237,0.0247617,0.023043,0,0.0149692,0.0601573,0.0275929,0,0,0.0157082,0,0,0.045872,0.0593821,0.0336392,0.0205505,0.00854205,0.0481624,0.0376827,0.0785022,0.0725015,0.0258496,0.0613268,0.0388666,0.0468817,0.0785405,0.0296478,0.0165481,0.0064989,0.0284763,0.0294745,0.0319278,0.0208039,0.0100712,0.0453153
483,0,0.0195088,0,0,0,0,0.0507726,0,0,0,0,0,0,0.0357503,0,0.0704643,0,0,0.0149449,0,0,0.0396811,0.0724925,0.01895,0.00936587,0.0195084,0.0332361,0.0426052,0.0834071,0.045497,0.0975854,0.0176885,0.0165307,0.0282139,0.0311456,0.00970129,0.0141375,0.024716,0.0239595,0,0.0148167,0.0603353,0.0276929,0,0,0.0158285,0,0,0.0459601,0.0593363,0.0334392,0.0209837,0.00846464,0.04827,0.0374994,0.0782665,0.0724783,0.0258944,0.0612638,0.0389758,0.0468514,0.0786238,0.028281,0.0165371,0.00651782,0.028585,0.0295183,0.0318014,0.020849,0.0101138,0.0450338
484,0,0.0196856,0,0,0,0,0.0508014,0,0,0,0,0,0,0.0355763,0,0.0704204,0,0,0.0149677,0,0,0.0398241,0.0725488,0.0189745,0.00939316,0.019502,0.0331724,0.0428736,0.0833397,0.0457309,0.0976957,0.017717,0.0166062,0.0282674,0.0312308,0.00993217,0.0145543,0.0246129,0.0251788,0,0.0146708,0.0605382,0.0277824,0,0,0.0159621,0,0,0.0459571,0.0592994,0.0331862,0.0214355,0.00835872,0.0483521,0.0374112,0.0783484,0.0724451,0.0259792,0.0612523,0.0389982,0.0469209,0.078778,0.0266947,0.0167134,0.00661438,0.0286362,0.0295992,0.0316675,0.0209089,0.010102,0.0448363
485,0,0.0198528,0,0,0,0,0.0508331,0,0,0,0,0,0,0.0353437,0,0.0703351,0,0,0.0149627,0,0,0.0400156,0.0726517,0.0193347,0.00945152,0.0194786,0.033214,0.0431503,0.0832618,0.0459229,0.0978135,0.0177622,0.0166655,0.0283491,0.0313042,0.0101755,0.0149724,0.0245155,0.026563,0,0.0144528,0.0607423,0.0278771,0,0,0.0160777,0,0,0.0457994,0.0592457,0.0328489,0.0218739,0.00824432,0.0484083,0.0374761,0.0783658,0.0724127,0.0260322,0.0613084,0.0389197,0.0470144,0.0789464,0.0249229,0.0168521,0.00670188,0.0286074,0.0297181,0.0315064,0.0210117,0.0100926,0.044881
486,0,0.020019,0,0,0,0,0.0508679,0,0,0,0,0,0,0.0352026,0,0.070147,0,0,0.0147731,0,0,0.0401619,0.0727996,0.0196413,0.00949025,0.0194818,0.0332937,0.0434093,0.0831317,0.0460395,0.0978922,0.0178302,0.0167219,0.0284093,0.0313612,0.0103018,0.0153285,0.0244694,0.0279924,0,0.0141752,0.0610501,0.028004,0,0,0.016134,0,0,0.0456738,0.059168,0.0321541,0.0223572,0.00808937,0.0484293,0.0374827,0.0783073,0.0724257,0.0261387,0.0613817,0.0388325,0.0470866,0.0790684,0.0230625,0.0170787,0.00693461,0.0285386,0.0298073,0.0312744,0.0210733,0.00994028,0.0450102
487,0,0.0201678,0,0,0,0,0.0509188,0,0,0,0,0,0,0.0350552,0,0.0699575,0,0,0.014506,0,0,0.0401578,0.0729672,0.0198988,0.0093353,0.0194808,0.0333118,0.0435745,0.0829739,0.0461397,0.097897,0.017914,0.0167898,0.0284627,0.0314047,0.0104704,0.0157454,0.0243582,0.0293828,0,0.0137515,0.0614081,0.0281221,0,0,0.01622,0,0,0.045606,0.0591343,0.031389,0.0228216,0.00787714,0.048404,0.0375957,0.0781831,0.0725321,0.0263801,0.0614368,0.038823,0.047165,0.079131,0.0212824,0.0173905,0.00711184,0.0284417,0.029923,0.0309973,0.0211276,0.00975985,0.045015
488,0,0.0203211,0,0,0,0,0.0509733,0,0,0,0,0,0,0.0349573,0,0.0698108,0,0,0.0142203,0,0,0.0400772,0.0731048,0.019985,0.00912404,0.0195144,0.0332755,0.0437009,0.0828256,0.0462116,0.0978648,0.0179572,0.0168604,0.0285494,0.031418,0.0106017,0.0160768,0.0241032,0.0304768,0,0.0133913,0.0617784,0.0282173,0,0,0.0162446,0,0,0.0455975,0.0589615,0.030732,0.0232341,0.00781338,0.0483408,0.0378196,0.0779866,0.0727188,0.0267805,0.0615578,0.0388458,0.0473006,0.0792459,0.0199892,0.0177991,0.00728278,0.0282957,0.0300816,0.0307101,0.0212284,0.00960629,0.0447945
489,0,0.0204411,0,0,0,0,0.0510367,0,0,0,0,0,0,0.0349871,0,0.0697064,0,0,0.0139463,0,0,0.0398988,0.073177,0.0200159,0.00912664,0.0195537,0.0333064,0.0437313,0.0827518,0.0462639,0.097906,0.017991,0.0169001,0.0285945,0.031443,0.0106287,0.0163043,0.023694,0.0311284,0,0.0132426,0.0620383,0.028285,0,0,0.016195,0,0,0.0456023,0.058515,0.0301669,0.0235686,0.0079673,0.0483392,0.0381585,0.0778005,0.0729731,0.0272087,0.0617779,0.0390288,0.0475439,0.07948,0.0193983,0.0182405,0.00741183,0.0282073,0.0302906,0.0304504,0.0213593,0.00951448,0.0445853
490,0,0.0204993,0,0,0,0,0.0511032,0,0,0,0,0,0,0.0350639,0,0.069602,0,0,0.0136322,0,0,0.0395771,0.073156,0.0200277,0.00937883,0.0195229,0.0333387,0.0436556,0.0827108,0.046312,0.0979717,0.0180247,0.0169446,0.0285871,0.0314676,0.0105784,0.0164344,0.0232132,0.0309334,0,0.0133161,0.0622011,0.0283352,0,0,0.0161171,0,0,0.045589,0.0582459,0.0296769,0.0238073,0.00811867,0.0484481,0.0385117,0.0777976,0.0732513,0.0275011,0.0619953,0.0393376,0.0477725,0.079742,0.0195313,0.0186647,0.00749875,0.0281223,0.030502,0.0302532,0.0214428,0.00940223,0.0445854
491,0,0.0205283,0,0,0,0,0.0511441,0,0,0,0,0,0,0.0350599,0,0.0695915,0,0,0.0133616,0,0,0.0393756,0.0731273,0.0200397,0.00954257,0.01946,0.0333104,0.0434951,0.0826654,0.0463247,0.0979833,0.0180763,0.0169426,0.0285444,0.0314809,0.0105438,0.01655,0.0228154,0.0302061,0,0.0136179,0.0622737,0.0283872,0,0,0.0160448,0,0,0.0455847,0.058132,0.0292745,0.0238651,0.00825111,0.0484972,0.0388283,0.0778882,0.0734403,0.0275919,0.0621614,0.0397526,0.0479023,0.0799401,0.0200076,0.0191148,0.0075769,0.0280378,0.0307298,0.0300725,0.0214496,0.00934083,0.0444926
492,0,0.0205706,0,0,0,0,0.0511719,0,0,0,0,0,0,0.0350673,0,0.0696132,0,0,0.0131212,0,0,0.0391054,0.0731448,0.0200079,0.00960588,0.0194029,0.033244,0.0433069,0.0826433,0.0462821,0.0979228,0.0180794,0.0168387,0.028507,0.0314824,0.0105234,0.0165586,0.022398,0.0297223,0,0.0139077,0.0623409,0.028429,0,0,0.0159972,0,0,0.0455632,0.0580595,0.0289975,0.0237959,0.0084107,0.0484245,0.0390143,0.0778938,0.0734151,0.0275507,0.0622314,0.0400781,0.0479583,0.0800756,0.0203056,0.0194852,0.00763187,0.0279375,0.0309474,0.0299042,0.0214877,0.00928093,0.0442572
493,0,0.0206129,0,0,0,0,0.0512001,0,0,0,0,0,0,0.0350974,0,0.0695825,0,0,0.0128859,0,0,0.0389655,0.0732521,0.0199702,0.00969044,0.0193702,0.0331748,0.0430707,0.0826368,0.0461682,0.0978636,0.0180134,0.0166766,0.0284995,0.0314532,0.0105019,0.0165268,0.0220188,0.0299247,0,0.01398,0.0624609,0.0284569,0,0,0.0159432,0,0,0.0455298,0.0580079,0.0288464,0.0236625,0.00844421,0.0482345,0.0393804,0.0777223,0.0731887,0.0274191,0.0622281,0.0401587,0.0479716,0.0801626,0.0201211,0.0196959,0.00769117,0.0278404,0.0312044,0.029764,0.0215654,0.0092568,0.0441441
