Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LANK,LWRA,RTHI
All Timesteps RMSE,0,0.0223805,0,0,0,0,0.050294,0,0,0,0,0,0,0.0424442,0,0.067377,0,0,0.0239799,0,0,0.0355553,0.0715687,0.0184757,0.00814774,0.0162151,0.040766,0.0396337,0.0858541,0.0447986,0.0997941,0.0148695,0.0149611,0.0285525,0.0302011,0.011727,0.0138741,0.0224735,0.0286282,0,0.0156178,0.0610955,0.0350728,0,0,0.0230367,0,0,0.0483432,0.0568126,0.0335272,0.0210397,0.00967162,0.0517696,0.0454854,0.0797788,0.0717769,0.0256621,0.0603645,0.037708,0.0459602,0.0779632,0.0280832,0.0181053,0.0197131,0.0232856,0.0315231,0.0316706,0.0170542,0.0248018,0.0467041
0,0,0.0248756,0,0,0,0,0.0542091,0,0,0,0,0,0,0.0550635,0,0.0680814,0,0,0.0133292,0,0,0.0233701,0.0726875,0.0190842,0.00729066,0.0173645,0.0419305,0.0237833,0.0852759,0.0394543,0.0964848,0.0156977,0.0178643,0.0294182,0.0295369,0.018485,0.0138749,0.0177744,0.0228314,0,0.0146039,0.0580054,0.043968,0,0,0.0158147,0,0,0.04452,0.060398,0.0375879,0.0137109,0.0115699,0.0507133,0.0466783,0.0818809,0.0696579,0.0229633,0.0598524,0.0360135,0.0456032,0.0766876,0.0313839,0.0201932,0.0110479,0.0231724,0.0420976,0.0349113,0,0,0
1,0,0.0249143,0,0,0,0,0.0541298,0,0,0,0,0,0,0.0549931,0,0.0680426,0,0,0.0127467,0,0,0.023326,0.0726777,0.0191039,0.00735444,0.0173878,0.0418824,0.0236592,0.0852468,0.0395109,0.0964384,0.0157978,0.0177868,0.029444,0.0295182,0.0183967,0.0138745,0.0177352,0.0227915,0,0.01458,0.058001,0.0439745,0,0,0.0160589,0,0,0.044593,0.0603995,0.0375329,0.0137497,0.0114784,0.0507366,0.0467143,0.081862,0.0697022,0.0230081,0.0597782,0.0359517,0.0454892,0.0766287,0.031045,0.020178,0.0107221,0.0231289,0.0420502,0.03495,0,0,0
2,0,0.0249123,0,0,0,0,0.0540551,0,0,0,0,0,0,0.0549803,0,0.0679935,0,0,0.0127966,0,0,0.0232795,0.0726462,0.0191158,0.00736347,0.0173576,0.0418439,0.0236735,0.0852074,0.0395476,0.0964765,0.015843,0.0177908,0.0294629,0.0295226,0.0183538,0.0137918,0.0177458,0.022928,0,0.0144852,0.058129,0.0439851,0,0,0.0160777,0,0,0.0445936,0.0604053,0.0374801,0.0137368,0.0114419,0.050709,0.0467291,0.081889,0.0697081,0.0230564,0.0597829,0.0359649,0.0454369,0.0765992,0.0310557,0.0201456,0.0106269,0.0231704,0.0420308,0.0349813,0,0,0
3,0,0.0249108,0,0,0,0,0.0539924,0,0,0,0,0,0,0.0550083,0,0.0679836,0,0,0.0128435,0,0,0.0232702,0.0726319,0.0190984,0.00736341,0.0172825,0.0418223,0.0237282,0.0851729,0.0395347,0.0964974,0.0158415,0.0177976,0.0294718,0.0295501,0.0183047,0.0137489,0.0177554,0.0233354,0,0.0143736,0.0581633,0.0439919,0,0,0.0160914,0,0,0.0445846,0.0604002,0.0373881,0.0137287,0.0114357,0.0507029,0.0467334,0.0818438,0.0697032,0.0230945,0.0598017,0.0360993,0.0455379,0.0765545,0.0312394,0.0200062,0.0106018,0.0231772,0.0419889,0.0350099,0,0,0
4,0,0.0249166,0,0,0,0,0.0539525,0,0,0,0,0,0,0.0551127,0,0.0679696,0,0,0.0128702,0,0,0.02327,0.0726314,0.0190794,0.0073821,0.0172557,0.0417775,0.0237873,0.0851511,0.0395898,0.0964505,0.0158363,0.0177824,0.0294859,0.0295877,0.0182272,0.0137195,0.0177527,0.0234403,0,0.0144361,0.0582471,0.0439942,0,0,0.0161279,0,0,0.0445735,0.0603882,0.0373322,0.0137685,0.0112483,0.0506972,0.0467166,0.081739,0.0696881,0.0231474,0.0597962,0.036375,0.0458639,0.076525,0.03069,0.0198427,0.0106356,0.0231723,0.0420084,0.0350037,0,0,0
5,0,0.024938,0,0,0,0,0.0539448,0,0,0,0,0,0,0.0553284,0,0.0678962,0,0,0.0128828,0,0,0.0232892,0.0726147,0.0190526,0.00739833,0.0172733,0.0417225,0.0238458,0.0851455,0.0396391,0.0963954,0.0159304,0.0177375,0.0295134,0.0296123,0.0181407,0.0137139,0.0177577,0.0237477,0,0.0145209,0.0583067,0.0439862,0,0,0.0161524,0,0,0.044568,0.0603978,0.0372532,0.0138093,0.0110329,0.050723,0.046668,0.0817095,0.0697261,0.023227,0.0597727,0.036483,0.0460085,0.0765334,0.0302007,0.0197706,0.0107039,0.0231079,0.0420785,0.0349735,0,0,0
6,0,0.0249543,0,0,0,0,0.0539894,0,0,0,0,0,0,0.0554286,0,0.0677379,0,0,0.0129091,0,0,0.0232821,0.072606,0.0190301,0.00741014,0.0173104,0.0417114,0.0239293,0.0851415,0.0396681,0.0964664,0.0161472,0.0177099,0.0295529,0.0296402,0.018089,0.0136933,0.0177335,0.023949,0,0.0145263,0.0581853,0.0439684,0,0,0.0161725,0,0,0.0445623,0.0604247,0.0371843,0.0138049,0.0111282,0.050762,0.0465989,0.0816779,0.069759,0.0233112,0.0597895,0.0364843,0.0458813,0.0765479,0.029978,0.0198473,0.0107703,0.0230171,0.0421286,0.0349587,0,0,0
7,0,0.0249456,0,0,0,0,0.0540279,0,0,0,0,0,0,0.0553976,0,0.067597,0,0,0.0129261,0,0,0.023259,0.0726089,0.0190788,0.00742093,0.017325,0.0417036,0.023966,0.0851045,0.0396922,0.0965948,0.0162935,0.0177281,0.0295739,0.0296556,0.0180429,0.0136834,0.0176675,0.0239896,0,0.0144824,0.0581148,0.0439393,0,0,0.0161328,0,0,0.0445645,0.0604623,0.037147,0.0137911,0.0111271,0.050763,0.0465558,0.0815639,0.0697792,0.0233713,0.0597616,0.036473,0.0455235,0.0765733,0.0299373,0.0199107,0.0108009,0.0229843,0.0421837,0.0349467,0,0,0
8,0,0.0249668,0,0,0,0,0.0540729,0,0,0,0,0,0,0.0552421,0,0.0677386,0,0,0.0129231,0,0,0.0232442,0.0726178,0.0191583,0.00741084,0.0173239,0.0417373,0.0239649,0.0850777,0.0396924,0.0965152,0.0161913,0.0177979,0.0295745,0.0296447,0.0180288,0.0136805,0.0176426,0.0240096,0,0.0144298,0.0581141,0.0439104,0,0,0.0160694,0,0,0.0445681,0.060488,0.0371628,0.0137704,0.0110364,0.0507517,0.0465238,0.0814737,0.0698029,0.0234116,0.0597154,0.036452,0.0453352,0.0765618,0.0298676,0.0199053,0.0107508,0.0230716,0.0422816,0.0349144,0,0,0
9,0,0.0250069,0,0,0,0,0.0541344,0,0,0,0,0,0,0.0551477,0,0.0678012,0,0,0.0129274,0,0,0.0232447,0.0726492,0.0191859,0.00740905,0.0173253,0.0417493,0.023922,0.0850296,0.0396924,0.0965153,0.0160086,0.0178723,0.0295841,0.0296828,0.017979,0.0136586,0.0176842,0.0241639,0,0.014444,0.0581922,0.0438784,0,0,0.0160104,0,0,0.0445616,0.0604919,0.0371409,0.0137594,0.0109368,0.0507456,0.046512,0.08139,0.0698465,0.0234534,0.0596947,0.0364235,0.0453027,0.0765208,0.0293831,0.019905,0.0106249,0.0231301,0.0423185,0.0348693,0,0,0
10,0,0.0250421,0,0,0,0,0.0542159,0,0,0,0,0,0,0.0551298,0,0.0677027,0,0,0.0129093,0,0,0.0232011,0.0726984,0.0191944,0.00743418,0.0173312,0.041737,0.0238857,0.0849766,0.0397084,0.0966024,0.015943,0.0178805,0.0296273,0.0297372,0.0179019,0.0136514,0.0177002,0.0243782,0,0.014416,0.0583501,0.043841,0,0,0.0159679,0,0,0.0445464,0.0604956,0.0370793,0.0137654,0.0108522,0.050765,0.0465122,0.081352,0.069885,0.0235155,0.0596046,0.0363927,0.0453192,0.0765161,0.0289664,0.0198987,0.0106841,0.0230613,0.0423662,0.0348274,0,0,0
11,0,0.0250518,0,0,0,0,0.054285,0,0,0,0,0,0,0.0551673,0,0.0675676,0,0,0.0128479,0,0,0.0231899,0.0727513,0.0192025,0.00745378,0.0173279,0.0417479,0.0238262,0.0849345,0.0397257,0.0965771,0.0160554,0.0177878,0.0296591,0.0297465,0.0178592,0.0137264,0.0177243,0.0246543,0,0.014341,0.0585076,0.0438102,0,0,0.0159037,0,0,0.0445745,0.0605066,0.0370235,0.013783,0.010808,0.0507924,0.0464496,0.0812893,0.0699064,0.0235743,0.0595647,0.0363752,0.0453078,0.0765804,0.0286544,0.0198908,0.0110734,0.0229792,0.0424713,0.0347907,0,0,0
12,0,0.0250644,0,0,0,0,0.0543335,0,0,0,0,0,0,0.0552699,0,0.067704,0,0,0.0128191,0,0,0.0231893,0.0727641,0.0192396,0.00743122,0.0173031,0.0417486,0.0237865,0.0849365,0.0397558,0.0965732,0.0162291,0.0177169,0.0296533,0.0297501,0.0178502,0.0137271,0.0177629,0.0247107,0,0.0142558,0.0585833,0.0438097,0,0,0.0158352,0,0,0.0446226,0.0605133,0.037042,0.01375,0.0108111,0.0508149,0.0463313,0.0812529,0.0699125,0.0235903,0.0595819,0.0363635,0.0452962,0.0765964,0.0286049,0.0199005,0.0113134,0.0229685,0.0425731,0.0347489,0,0,0
13,0,0.0250661,0,0,0,0,0.0542884,0,0,0,0,0,0,0.0554978,0,0.0676571,0,0,0.0129005,0,0,0.0231877,0.0727455,0.0192637,0.00739868,0.0172447,0.0416562,0.0237499,0.0849362,0.0397971,0.0966213,0.0163724,0.017727,0.0296489,0.0297497,0.0178183,0.0136909,0.0178319,0.0245264,0,0.0141673,0.0585545,0.0437992,0,0,0.0159399,0,0,0.0446472,0.0605346,0.0371024,0.0136743,0.0107641,0.0507477,0.0462877,0.0812292,0.0699149,0.0235675,0.0596113,0.0363344,0.0452821,0.07656,0.028675,0.0198683,0.0113388,0.0229265,0.042557,0.0347168,0,0,0
14,0,0.0250576,0,0,0,0,0.0542628,0,0,0,0,0,0,0.0556215,0,0.0674448,0,0,0.012963,0,0,0.0232219,0.0727303,0.0192893,0.00737364,0.0171854,0.0415575,0.0237249,0.0849153,0.0398378,0.0966268,0.0164192,0.0177486,0.0296788,0.0297518,0.0177708,0.0137012,0.0178659,0.0244293,0,0.0141521,0.0585403,0.0437739,0,0,0.0159887,0,0,0.0446532,0.0605487,0.0370697,0.013649,0.010719,0.0506824,0.0462507,0.0811892,0.0699407,0.0235682,0.0596196,0.0362841,0.0452611,0.076536,0.0284342,0.0197727,0.0113092,0.0228908,0.0425142,0.0346737,0,0,0
15,0,0.0250422,0,0,0,0,0.054257,0,0,0,0,0,0,0.0556438,0,0.0674213,0,0,0.0130081,0,0,0.0232662,0.0726959,0.0193131,0.00735739,0.0171666,0.0414907,0.0237257,0.0848819,0.0398307,0.096604,0.016359,0.0177605,0.0297216,0.0297682,0.0177425,0.0137353,0.017884,0.0245705,0,0.0141847,0.0585383,0.043737,0,0,0.0159629,0,0,0.0445686,0.0605272,0.037009,0.0136579,0.0106814,0.0506455,0.0461922,0.0811335,0.0699563,0.0235713,0.0595337,0.0362547,0.0452536,0.0765545,0.0283447,0.0195455,0.0111858,0.022758,0.0424731,0.0346444,0,0,0
16,0,0.0250125,0,0,0,0,0.0542725,0,0,0,0,0,0,0.0556002,0,0.0676051,0,0,0.0130434,0,0,0.0233169,0.0726858,0.0193519,0.00735505,0.0172034,0.0414326,0.0237334,0.0848822,0.0398693,0.0966592,0.0162847,0.017714,0.0297908,0.0297902,0.0177564,0.013772,0.0179137,0.0245715,0,0.0142095,0.0585229,0.0436986,0,0,0.015897,0,0,0.0445217,0.0604874,0.0370192,0.0136531,0.0106653,0.0506082,0.0461022,0.0811465,0.069958,0.0235728,0.0594843,0.0362721,0.0452695,0.0765702,0.0283892,0.0192291,0.0112705,0.0226624,0.0423999,0.034624,0,0,0
17,0,0.0249682,0,0,0,0,0.0542987,0,0,0,0,0,0,0.0555174,0,0.0676343,0,0,0.0130739,0,0,0.0233799,0.0726747,0.0194118,0.00737924,0.0172604,0.0413295,0.0237144,0.0848891,0.0399382,0.0967532,0.01639,0.0176555,0.0298432,0.0298175,0.0178265,0.0137844,0.0179545,0.0245414,0,0.0142719,0.0584827,0.0436415,0,0,0.0158637,0,0,0.0445536,0.0605125,0.0371034,0.0136333,0.0106628,0.0505436,0.0459624,0.0811615,0.0699573,0.0235598,0.0594686,0.0362822,0.0452367,0.0765494,0.0284856,0.019105,0.0115743,0.022599,0.0423273,0.0345974,0,0,0
18,0,0.0249143,0,0,0,0,0.0543186,0,0,0,0,0,0,0.0555867,0,0.0674579,0,0,0.013097,0,0,0.0234144,0.0726469,0.0194851,0.00739834,0.0172457,0.0411668,0.0236567,0.0848622,0.0399597,0.0967125,0.016413,0.0176928,0.0298765,0.0298481,0.0179174,0.0138366,0.0179592,0.0244691,0,0.0142938,0.0584814,0.0435774,0,0,0.0158514,0,0,0.0446165,0.0605557,0.0371656,0.0136556,0.0106662,0.0504706,0.0457376,0.0811384,0.0699379,0.0235164,0.05951,0.0362585,0.0451963,0.0765291,0.0285304,0.0192073,0.0117047,0.0225923,0.042281,0.0345595,0,0,0
19,0,0.0248563,0,0,0,0,0.0543024,0,0,0,0,0,0,0.0558555,0,0.0674923,0,0,0.0131155,0,0,0.0234432,0.0726247,0.0195788,0.0074117,0.0172038,0.0410376,0.0235841,0.084847,0.0399399,0.0966423,0.0163109,0.0177684,0.0299159,0.0298679,0.0180611,0.0139318,0.0179819,0.0243638,0,0.0142558,0.0585192,0.0435489,0,0,0.015787,0,0,0.0446327,0.060602,0.0371223,0.0136512,0.0106891,0.0504146,0.045479,0.0811542,0.0698957,0.0234678,0.0595351,0.0362722,0.0451815,0.0765266,0.0286775,0.0192348,0.0116581,0.0225617,0.0422639,0.0345305,0,0,0
20,0,0.0276795,0,0,0,0,0.0550105,0,0,0,0,0,0,0.0590673,0,0.0687178,0,0,0.0119818,0,0,0.0231714,0.0705783,0.0181394,0.0069847,0.0196414,0.0407656,0.021577,0.0847799,0,0.100492,0.0155777,0.0170488,0.0293008,0.0291321,0,0.0153729,0.017662,0.0272551,0,0,0.0603844,0.0442111,0,0,0.0151446,0,0,0.0443875,0.0563217,0.0403753,0.0180269,0.0160443,0.0511327,0.043838,0,0.0734204,0.0245105,0.0551117,0.034912,0.0406137,0.0721394,0.0237049,0.0184316,0.0118724,0.0223051,0.0433642,0.032269,0,0,0
21,0,0.024831,0,0,0,0,0.0541929,0,0,0,0,0,0,0.0570028,0,0.0679373,0,0,0.0131659,0,0,0.0234455,0.0725917,0.0198709,0.00747791,0.0172691,0.0407821,0.0234192,0.0848894,0.039955,0.0965561,0.0163723,0.0180142,0.0299963,0.0299033,0.0187355,0.013944,0.0181487,0.0241784,0,0.01414,0.0584569,0.043583,0,0,0.0156246,0,0,0.0446092,0.0606886,0.0372396,0.0136106,0.0108635,0.0503483,0.0450864,0.0811902,0.0698287,0.0233905,0.0596632,0.0363013,0.0452979,0.0765057,0.0289567,0.0189792,0.012026,0.0223134,0.0422302,0.0345104,0,0,0
22,0,0.0248549,0,0,0,0,0.0542264,0,0,0,0,0,0,0.0576905,0,0.0679702,0,0,0.013164,0,0,0.0234811,0.0725805,0.0200186,0.00755447,0.0173428,0.0406377,0.0233189,0.0848611,0.0399428,0.0965494,0.0165998,0.0181488,0.0300186,0.0298828,0.0192637,0.0140142,0.0181853,0.0242302,0,0.0141953,0.0583685,0.0435726,0,0,0.0156057,0,0,0.0446053,0.0607208,0.0373556,0.01364,0.0108892,0.0503268,0.0448837,0.0810436,0.0697952,0.0233307,0.0596061,0.036159,0.0454508,0.0764677,0.0287103,0.0187958,0.0123096,0.0222586,0.0421353,0.034431,0,0,0
23,0,0.0248965,0,0,0,0,0.0542214,0,0,0,0,0,0,0.0581399,0,0.0680708,0,0,0.0131489,0,0,0.0234966,0.0725383,0.020101,0.00764573,0.0174338,0.0404914,0.0232778,0.0848203,0.0399014,0.0964865,0.0167023,0.0182133,0.0300093,0.0299217,0.0196105,0.0140755,0.0181869,0.0242177,0,0.0142583,0.0583237,0.0435731,0,0,0.0155985,0,0,0.0446327,0.060757,0.0374054,0.0136409,0.010688,0.0502911,0.044681,0.0810259,0.0697425,0.0232486,0.0595414,0.0360182,0.045214,0.0764411,0.028768,0.0186603,0.0125595,0.0222549,0.0420528,0.0343483,0,0,0
24,0,0.0248686,0,0,0,0,0.0541196,0,0,0,0,0,0,0.0584279,0,0.0681532,0,0,0.0131784,0,0,0.0235049,0.0724886,0.0201782,0.00766523,0.0175135,0.0403338,0.0233169,0.0848015,0.0399161,0.0965254,0.0166525,0.0183343,0.029981,0.0299961,0.0198229,0.0140545,0.0182245,0.0241805,0,0.0142922,0.0583044,0.0435354,0,0,0.0156699,0,0,0.0446386,0.0607943,0.0373924,0.0135392,0.010539,0.0501389,0.0445814,0.0812012,0.0697043,0.0231856,0.0595444,0.0359493,0.0450351,0.0764063,0.0287822,0.0185395,0.0125544,0.0222371,0.041975,0.0343064,0,0,0
25,0,0.0248294,0,0,0,0,0.0539933,0,0,0,0,0,0,0.0586597,0,0.0682083,0,0,0.0132318,0,0,0.0235077,0.0724546,0.0202934,0.00764675,0.0175402,0.0401837,0.0233298,0.0848177,0.0399732,0.0966001,0.0167151,0.0183042,0.0299749,0.0300788,0.0199712,0.0140032,0.0182784,0.0240548,0,0.0142869,0.0582979,0.0435115,0,0,0.0157318,0,0,0.0445803,0.0608732,0.0374225,0.0134294,0.0107005,0.0499613,0.0444594,0.0812653,0.0696488,0.023159,0.0595507,0.0359574,0.0450177,0.0764046,0.0289056,0.0185082,0.0122915,0.0223172,0.0418847,0.0342977,0,0,0
26,0,0.024778,0,0,0,0,0.0538722,0,0,0,0,0,0,0.0590297,0,0.0682198,0,0,0.0132992,0,0,0.0235085,0.0724419,0.020415,0.00764432,0.017574,0.0400334,0.0233255,0.0848529,0.0400173,0.0967376,0.0168256,0.0183257,0.0300039,0.0301197,0.0202427,0.0139746,0.0183377,0.0241153,0,0.0143063,0.0583385,0.0434952,0,0,0.0158098,0,0,0.0445654,0.0609703,0.0374641,0.0133627,0.0107668,0.0497756,0.044305,0.0812402,0.0695945,0.0231476,0.0595372,0.0359297,0.0450608,0.0763876,0.0290389,0.018482,0.0122331,0.0223231,0.0417485,0.0343162,0,0,0
27,0,0.0247216,0,0,0,0,0.0537636,0,0,0,0,0,0,0.0595651,0,0.0682083,0,0,0.0133428,0,0,0.0235618,0.0724419,0.0204805,0.00766419,0.0176405,0.0399061,0.0233322,0.0848792,0.0400493,0.0968073,0.016867,0.0183449,0.0300689,0.0301513,0.020466,0.0139752,0.0183871,0.0243281,0,0.0143287,0.0583164,0.0434701,0,0,0.0158258,0,0,0.0445642,0.0610387,0.0374753,0.0133075,0.0107786,0.0496154,0.0441716,0.0811969,0.0695414,0.0231338,0.0595676,0.0358857,0.0450257,0.0763644,0.0291091,0.0182396,0.0123598,0.0222735,0.0416517,0.0343239,0,0,0
28,0,0.024674,0,0,0,0,0.0536713,0,0,0,0,0,0,0.0598421,0,0.0682546,0,0,0.0133864,0,0,0.0236028,0.0724437,0.0205425,0.00768394,0.0177295,0.0397992,0.0233462,0.084882,0.0400617,0.0967546,0.0169145,0.0183222,0.0300993,0.0302081,0.0205612,0.0139605,0.0184566,0.0244538,0,0.0144059,0.0582301,0.0434355,0,0,0.0158265,0,0,0.0445268,0.0610666,0.0375147,0.0132687,0.0108382,0.049492,0.0440621,0.0812538,0.069498,0.0231123,0.0597247,0.0358435,0.0449771,0.0763373,0.0291066,0.0179485,0.0123857,0.0222087,0.0415528,0.0342931,0,0,0
29,0,0.0246386,0,0,0,0,0.053604,0,0,0,0,0,0,0.0598583,0,0.0683615,0,0,0.013458,0,0,0.0236378,0.0724087,0.0206538,0.00769266,0.017756,0.0396517,0.0233408,0.0848205,0.0400336,0.096707,0.0170148,0.0183387,0.0301266,0.0302694,0.0206314,0.0139894,0.0184975,0.0245055,0,0.0144862,0.0582715,0.0433834,0,0,0.0159239,0,0,0.0444913,0.0610923,0.0375888,0.0132307,0.0109317,0.0494045,0.0439981,0.0812942,0.069462,0.0230784,0.0599204,0.0358063,0.044935,0.0762684,0.0291424,0.0178585,0.0126118,0.0219868,0.0414849,0.034216,0,0,0
30,0,0.0246075,0,0,0,0,0.0535725,0,0,0,0,0,0,0.0598493,0,0.068488,0,0,0.0135334,0,0,0.0236848,0.072345,0.0208394,0.00769413,0.0177899,0.0394901,0.0233233,0.0847284,0.0400258,0.0966238,0.0172006,0.0184531,0.0301407,0.0303058,0.0207189,0.0140418,0.0185157,0.0244183,0,0.0145327,0.0583746,0.0433138,0,0,0.0160516,0,0,0.0444176,0.0611296,0.037612,0.01317,0.0109192,0.0493326,0.0439112,0.0812742,0.0694222,0.0230748,0.0597233,0.0357645,0.0449204,0.0762218,0.0293314,0.0178355,0.0127748,0.0216587,0.0414153,0.0341131,0,0,0
31,0,0.0270966,0,0,0,0,0.0541818,0,0,0,0,0,0,0.0649717,0,0.0693411,0,0,0.0125843,0,0,0.0234783,0.0703732,0.0196293,0.00783235,0.0192665,0.0391236,0.0216345,0.0842224,0,0.100272,0.0159586,0.0163519,0.028944,0.0294232,0.0277254,0.0153275,0.0182027,0.0300643,0,0.0141681,0.0601537,0.0437892,0,0,0.0155043,0,0,0.0441748,0.057263,0.0418053,0.0171493,0.0169226,0.0498011,0.0425376,0,0.0725959,0.0237544,0.0551521,0.0342201,0.0401635,0.0716713,0.0226419,0.0172491,0.0122896,0.0217403,0.0423101,0.0319768,0,0,0
32,0,0.0247731,0,0,0,0,0.0535642,0,0,0,0,0,0,0.0609656,0,0.068673,0,0,0.0136283,0,0,0.0237695,0.071687,0.0213551,0.00684404,0.0185058,0.0394392,0.0232433,0.0849572,0.0405089,0.0966176,0.0183468,0.0195422,0.0301967,0.0309035,0.0212758,0.0141204,0.0185693,0.0246395,0,0.0144743,0.0583978,0.0432092,0,0,0.0158135,0,0,0.044339,0.0611741,0.0377805,0.0128411,0.0109342,0.0491527,0.0435263,0.0813402,0.069404,0.0230997,0.0594469,0.0358601,0.0447282,0.0760633,0.0297453,0.0176388,0.0118879,0.0220349,0.0413209,0.0337538,0.0138309,0,0
33,0,0.0247671,0,0,0,0,0.053583,0,0,0,0,0,0,0.0611775,0,0.0687935,0,0,0.0136461,0,0,0.0238268,0.0716572,0.0213689,0.00691956,0.0186166,0.0393457,0.0231808,0.0849047,0.0405937,0.096498,0.0184003,0.0196332,0.0302453,0.0309387,0.0213582,0.0141794,0.0184909,0.0249083,0,0.0144228,0.0582387,0.0431708,0,0,0.0157612,0,0,0.044288,0.0611804,0.037837,0.0128743,0.0109511,0.0491806,0.0435188,0.0813816,0.0694097,0.0230763,0.0594013,0.036054,0.0447106,0.0759982,0.0295246,0.0174007,0.0119183,0.0220346,0.0412421,0.0336747,0.0137712,0,0
34,0,0.0247584,0,0,0,0,0.0536118,0,0,0,0,0,0,0.0612062,0,0.0687505,0,0,0.0136521,0,0,0.0239123,0.0716435,0.0213782,0.00700261,0.0187079,0.0392924,0.0231313,0.0848421,0.0407355,0.0964199,0.0184856,0.0196261,0.0302801,0.0309847,0.021329,0.0142111,0.0184359,0.0249428,0,0.0144344,0.0579941,0.0431148,0,0,0.0157366,0,0,0.044301,0.0612362,0.037798,0.012869,0.0108168,0.0492113,0.0434819,0.0812682,0.0693734,0.0230635,0.0593814,0.0359591,0.0447437,0.0760235,0.0291558,0.0173403,0.0118215,0.0220854,0.0412479,0.0336121,0.0137345,0,0
35,0,0.0247637,0,0,0,0,0.0536278,0,0,0,0,0,0,0.0613653,0,0.0687626,0,0,0.0136741,0,0,0.023982,0.0716237,0.0213941,0.00709194,0.0187772,0.0391964,0.0230468,0.084806,0.0408093,0.0965316,0.0185468,0.0196671,0.0303325,0.0310283,0.0213815,0.0142181,0.0184192,0.0251369,0,0.0144496,0.0579468,0.0430732,0,0,0.0157398,0,0,0.0443056,0.0613184,0.0378049,0.0128813,0.0107461,0.0492267,0.0434675,0.0811602,0.0692892,0.0230121,0.0592955,0.0359304,0.0447405,0.0759803,0.0287933,0.0174702,0.0114435,0.0222999,0.0411869,0.0335421,0.0136469,0,0
36,0,0.0247442,0,0,0,0,0.0536114,0,0,0,0,0,0,0.0616216,0,0.0688416,0,0,0.0137557,0,0,0.0240354,0.0715789,0.0214417,0.00721275,0.0188295,0.0390778,0.0229732,0.0847744,0.0408661,0.0968432,0.0186669,0.019737,0.0304002,0.0310755,0.0214263,0.0142002,0.0184354,0.025259,0,0.0144673,0.0580516,0.0429999,0,0,0.0159125,0,0,0.0442488,0.0614811,0.0378122,0.0128779,0.010566,0.0491929,0.0435126,0.0810276,0.0691618,0.0229866,0.0592619,0.0356722,0.0447415,0.0759519,0.028647,0.0176241,0.011163,0.0223413,0.04116,0.0334769,0.0135726,0,0
37,0,0.0247264,0,0,0,0,0.0535724,0,0,0,0,0,0,0.0616834,0,0.0688538,0,0,0.0138341,0,0,0.0241066,0.0715356,0.0214548,0.00735404,0.018857,0.0389704,0.0229277,0.0847003,0.0409721,0.0970365,0.0186845,0.0198152,0.0304724,0.0311417,0.0214268,0.0141575,0.0184363,0.0255071,0,0.0144206,0.0582207,0.0429123,0,0,0.0160919,0,0,0.0442585,0.0616591,0.0378733,0.0129205,0.0103715,0.0491703,0.0435408,0.0810525,0.0690234,0.0229529,0.0592305,0.0355131,0.0447594,0.0759164,0.028441,0.0176559,0.0110839,0.0223363,0.0412253,0.0333937,0.0135111,0,0
38,0,0.0247129,0,0,0,0,0.0535576,0,0,0,0,0,0,0.0617181,0,0.0688224,0,0,0.0139152,0,0,0.0242743,0.0714975,0.0214475,0.0074492,0.0188332,0.0389085,0.0228947,0.084621,0.0410324,0.0971297,0.0186974,0.019949,0.0305416,0.031208,0.0213964,0.0140684,0.0184937,0.0258318,0,0.0143395,0.0582304,0.0427951,0,0,0.016208,0,0,0.0443141,0.0618174,0.0379894,0.0129628,0.0102444,0.0491854,0.0435104,0.0809654,0.0689172,0.0229305,0.0591219,0.0354523,0.0447315,0.0758446,0.0282079,0.0175883,0.0110874,0.0224015,0.0412614,0.0332905,0.0134332,0,0
39,0,0.0247149,0,0,0,0,0.0535278,0,0,0,0,0,0,0.0615509,0,0.0687836,0,0,0.0140586,0,0,0.0245203,0.0714553,0.0214583,0.00755664,0.0187348,0.0388399,0.0229019,0.0845582,0.0410402,0.0972314,0.0186697,0.0201055,0.0305547,0.0312391,0.0212903,0.013899,0.0186116,0.0262474,0,0.0142952,0.058133,0.0426914,0,0,0.0163137,0,0,0.0443596,0.0619743,0.0380216,0.013019,0.0101009,0.0492138,0.0434264,0.0808712,0.0688167,0.0229396,0.0590274,0.0353932,0.0446779,0.0758068,0.0279398,0.0174672,0.0111815,0.0224096,0.0412155,0.0331748,0.0133563,0,0
