Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRB,STRN,T10,RTIBA,RWRA
40,0.019628,0,0,0,0,0.0472325,0,0,0,0,0,0,0.0359177,0,0.0208343,0.0728309,0,0,0.0129248,0,0,0.0370158,0.0711995,0.0268583,0.0115768,0.0175731,0.0237193,0.0365218,0.0438589,0.0531562,0.0369018,0.0119469,0.0130856,0.0232935,0.0253341,0.0164595,0.0139906,0.00888998,0.0188347,0.0403755,0,0.0185681,0.065374,0.0301646,0,0,0.0149798,0,0,0.0373564,0.0599773,0.0235951,0.0197806,0.011656,0.0414366,0.0369684,0.0430692,0.0753989,0.0696196,0.0266034,0.065964,0.0517241,0.0841202,0.012186,0.0165051,0.0245319,0.0269507,0.0289311,0,0
41,0.0196218,0,0,0,0,0.0472168,0,0,0,0,0,0,0.0359028,0,0.0208229,0.0728185,0,0,0.0129513,0,0,0.037031,0.0711555,0.0267853,0.0115447,0.0175627,0.0237335,0.0364611,0.0438323,0.0531505,0.0369087,0.0118947,0.0131031,0.0232846,0.0253246,0.0165631,0.0139203,0.00888362,0.0188632,0.0404023,0,0.0185486,0.0653694,0.0302408,0,0,0.0150423,0,0,0.0372228,0.05997,0.0235878,0.0198063,0.0116643,0.041446,0.0370179,0.0430196,0.0753705,0.0696418,0.0265974,0.0659652,0.0517184,0.0841075,0.012169,0.0165151,0.0244416,0.0269526,0.0288931,0,0
42,0.0206429,0,0,0,0,0.0477198,0,0,0,0,0,0,0.0350091,0,0,0.0746284,0,0,0.0123147,0,0,0.0375781,0.069541,0.018883,0.0126972,0.0160394,0.023239,0.0357954,0,0.0542441,0.0364384,0.0107957,0.0112517,0.0277237,0.0287791,0.00875815,0.0142566,0.00850537,0.0181558,0.0374913,0,0.0173891,0.064722,0.0304763,0,0,0.0151116,0,0,0.0371191,0.0604147,0.023876,0.019281,0.0108732,0.0403322,0.0361965,0.0425819,0.074811,0.0696137,0.0268183,0.0664526,0.0523296,0.0847312,0.0126745,0.0164929,0.0233726,0.0276296,0.0279739,0,0
43,0.019632,0,0,0,0,0.0471435,0,0,0,0,0,0,0.0356621,0,0.0208698,0.0728142,0,0,0.0130341,0,0,0.0371882,0.071137,0.0261783,0.0115031,0.0174686,0.0237429,0.03629,0.0438564,0.0531188,0.0369282,0.0118543,0.013052,0.0234836,0.0255446,0.0163834,0.0138282,0.00891931,0.0189546,0.0404924,0,0.0184971,0.0652818,0.0303034,0,0,0.015017,0,0,0.0370176,0.0599091,0.0235958,0.0197956,0.0116323,0.0414769,0.0370231,0.0429742,0.0753565,0.0696728,0.0266122,0.0660151,0.051746,0.0841066,0.0121767,0.0167571,0.0241153,0.0269145,0.0288503,0,0
44,0.0196362,0,0,0,0,0.0470644,0,0,0,0,0,0,0.0355705,0,0.0208935,0.0728142,0,0,0.0130689,0,0,0.0371916,0.0711452,0.026217,0.0115253,0.017425,0.0237451,0.0362336,0.0438769,0.0531202,0.0369445,0.0118796,0.0129717,0.0236206,0.0256689,0.0161221,0.0137571,0.00888669,0.0189834,0.0404163,0,0.0185308,0.0653091,0.0303009,0,0,0.0149759,0,0,0.0371415,0.0599001,0.0235754,0.0197931,0.0117237,0.0414633,0.0370704,0.0429846,0.0753593,0.0696521,0.0266062,0.0660191,0.0517322,0.0841231,0.012172,0.0168898,0.0243075,0.027006,0.0288465,0,0
45,0.0196396,0,0,0,0,0.0469971,0,0,0,0,0,0,0.0354782,0,0.0209212,0.0728006,0,0,0.0130681,0,0,0.0371738,0.071122,0.0260895,0.0115293,0.0173937,0.023755,0.0361635,0.0438819,0.0531672,0.0369445,0.0119012,0.0129538,0.0237568,0.0257906,0.0158963,0.0136862,0.00888085,0.0189567,0.0404066,0,0.0185438,0.0653341,0.0302883,0,0,0.0148423,0,0,0.0372429,0.0599313,0.0235788,0.0198158,0.0117571,0.0414736,0.0371614,0.0429867,0.0754098,0.0696265,0.0265891,0.0660351,0.0517205,0.0841538,0.0121718,0.0170373,0.0244567,0.0270258,0.0288457,0,0
46,0.019653,0,0,0,0,0.0469562,0,0,0,0,0,0,0.0353711,0,0.0209647,0.072792,0,0,0.0130122,0,0,0.0369402,0.0710746,0.0258148,0.0115212,0.0173651,0.0237825,0.0360907,0.0438733,0.0532006,0.0369682,0.0119139,0.0129262,0.0239095,0.0259062,0.0156833,0.0136087,0.00882666,0.0188503,0.0404196,0,0.0185531,0.065348,0.0302834,0,0,0.0148105,0,0,0.0371294,0.0599571,0.023596,0.0198128,0.0117669,0.0415026,0.0373009,0.0429971,0.0754227,0.0696254,0.0265922,0.0660244,0.0517112,0.084143,0.0121947,0.0171719,0.024317,0.0269545,0.0288305,0,0
47,0.0196634,0,0,0,0,0.0469109,0,0,0,0,0,0,0.0352494,0,0.0210078,0.072797,0,0,0.0130409,0,0,0.0368556,0.0710229,0.0255292,0.0114906,0.0173095,0.0238044,0.0359909,0.0438355,0.0532269,0.0369971,0.0119211,0.0129215,0.0240662,0.0260292,0.0154819,0.0135622,0.00881725,0.0188228,0.0404196,0,0.0185513,0.0653338,0.03028,0,0,0.0146753,0,0,0.0372849,0.0599758,0.0235922,0.0197714,0.0117531,0.041521,0.0373048,0.0430265,0.0754133,0.0696259,0.0265923,0.0659994,0.0517166,0.0841411,0.0121987,0.0173835,0.0244621,0.0268404,0.0288238,0,0
48,0.0196871,0,0,0,0,0.0468386,0,0,0,0,0,0,0.03516,0,0.021012,0.0727761,0,0,0.0130795,0,0,0.036958,0.0710035,0.0254726,0.0114737,0.0172981,0.0238185,0.0359085,0.0438945,0.0532182,0.0370003,0.0119122,0.0129395,0.0241263,0.0260793,0.0155007,0.0135156,0.00882341,0.0188957,0.0404023,0,0.0185418,0.065314,0.0302921,0,0,0.0145677,0,0,0.0373736,0.0599613,0.0235714,0.0197497,0.0117484,0.0415138,0.0372985,0.0430298,0.0753862,0.0696346,0.0265755,0.0659962,0.0517271,0.0841273,0.0121877,0.01753,0.0245368,0.0268889,0.0288207,0,0
49,0.0197339,0,0,0,0,0.0467753,0,0,0,0,0,0,0.0351248,0,0.020994,0.0727439,0,0,0.0130943,0,0,0.0370108,0.070991,0.0254573,0.0114366,0.0172951,0.02385,0.0358881,0.0439647,0.0532138,0.0369901,0.0118993,0.0129155,0.0241725,0.0261195,0.0155407,0.0134865,0.00880995,0.0189265,0.0403907,0,0.0185268,0.0652962,0.0302799,0,0,0.0145162,0,0,0.0373538,0.0599366,0.0235682,0.0197549,0.0117561,0.0414975,0.0372658,0.043048,0.0753552,0.0696465,0.0265654,0.066,0.0517284,0.0841113,0.0121872,0.0176051,0.0245012,0.0269429,0.0288329,0,0
50,0.0197671,0,0,0,0,0.0467793,0,0,0,0,0,0,0.03509,0,0.0209919,0.0727401,0,0,0.0131234,0,0,0.0369963,0.0709618,0.025466,0.0113787,0.0172988,0.0238926,0.035971,0.0439914,0.0532204,0.0369954,0.01189,0.0129064,0.0242033,0.0261406,0.0155511,0.0134786,0.00884771,0.0189289,0.0403645,0,0.0185113,0.0652977,0.0302773,0,0,0.0145054,0,0,0.0372573,0.0599308,0.0235767,0.0197579,0.0117431,0.0414875,0.0373747,0.0430522,0.0753057,0.0696654,0.0265725,0.0659835,0.0517068,0.0841128,0.0121974,0.0176631,0.0244108,0.0269234,0.0288233,0,0
51,0.0197922,0,0,0,0,0.0467712,0,0,0,0,0,0,0.0350627,0,0.0209755,0.0727447,0,0,0.0131504,0,0,0.036966,0.0709372,0.0255019,0.011317,0.0173249,0.0239499,0.0359651,0.0439789,0.0532484,0.0370165,0.0118952,0.0129092,0.0241625,0.026143,0.0156048,0.0134387,0.00881397,0.0189268,0.0403376,0,0.0185059,0.0652962,0.0302869,0,0,0.0144816,0,0,0.0371278,0.0599187,0.0235962,0.0197572,0.0117274,0.0414947,0.0375636,0.043031,0.075282,0.0696683,0.0265865,0.0659901,0.0516738,0.084116,0.0122061,0.0177219,0.0242876,0.0269136,0.0288067,0,0
52,0.0198125,0,0,0,0,0.0467198,0,0,0,0,0,0,0.0351024,0,0.0209435,0.0727548,0,0,0.0131156,0,0,0.0369171,0.070967,0.0256316,0.0113036,0.017361,0.0239914,0.0358263,0.0439939,0.0533062,0.0370257,0.0118778,0.0128887,0.0241396,0.026065,0.0157151,0.0134243,0.00877536,0.0188963,0.0403413,0,0.0184972,0.0653011,0.0302981,0,0,0.0144264,0,0,0.0371457,0.0598861,0.0236064,0.019761,0.0117326,0.0415007,0.0375898,0.0430318,0.075255,0.0696608,0.0265705,0.0660182,0.0517103,0.0841084,0.0122066,0.0178054,0.0242786,0.0268864,0.0288127,0,0
53,0.0198063,0,0,0,0,0.0466768,0,0,0,0,0,0,0.0352028,0,0.0208991,0.0727582,0,0,0.01313,0,0,0.0369604,0.0709721,0.0258448,0.0112749,0.0174212,0.0240462,0.035705,0.0440232,0.053338,0.0370521,0.0118675,0.0129128,0.0240496,0.0259157,0.015878,0.0134101,0.00879415,0.0189136,0.0403529,0,0.0184836,0.0652894,0.0303137,0,0,0.0144638,0,0,0.0370185,0.0598796,0.0235782,0.0197452,0.0117616,0.0414966,0.0375206,0.0430356,0.0752712,0.0696644,0.0265573,0.0660339,0.0517385,0.0841084,0.0121979,0.0178443,0.024123,0.0268472,0.0288409,0,0
54,0.0198019,0,0,0,0,0.046675,0,0,0,0,0,0,0.0352822,0,0.0208482,0.0727724,0,0,0.0131286,0,0,0.036973,0.0709451,0.0260934,0.0112363,0.0174735,0.0241131,0.035703,0.04403,0.0533489,0.0370748,0.0118379,0.0129755,0.023915,0.0258133,0.0160829,0.0133811,0.00876732,0.0189291,0.0403348,0,0.0184715,0.0652984,0.0303258,0,0,0.0145244,0,0,0.0369056,0.0599148,0.0235657,0.0197045,0.0117872,0.0414909,0.0375483,0.043011,0.0752931,0.0696639,0.0265852,0.0660411,0.0517099,0.0841222,0.012216,0.0178883,0.0239934,0.0268422,0.0288639,0,0
55,0.019806,0,0,0,0,0.0466631,0,0,0,0,0,0,0.0353503,0,0.0208131,0.0727642,0,0,0.0131218,0,0,0.0369824,0.0709646,0.0264101,0.0112332,0.0175412,0.0241212,0.0357153,0.044036,0.0533511,0.0370725,0.0118091,0.0129744,0.0237435,0.0257086,0.0163933,0.0133713,0.00878001,0.0189316,0.0402946,0,0.018473,0.0652955,0.0303076,0,0,0.0144543,0,0,0.0370146,0.0599237,0.0235605,0.0196966,0.0118025,0.0415011,0.0374673,0.042978,0.0752888,0.069656,0.0265853,0.0660151,0.0517018,0.0841394,0.012229,0.0179613,0.0240793,0.0268303,0.0288603,0,0
56,0.02082,0,0,0,0,0.0471708,0,0,0,0,0,0,0.0347763,0,0,0.0745337,0,0,0.0125383,0,0,0.0376103,0.0693876,0.0191686,0.0124479,0.0161476,0.0236169,0.035087,0,0.0544701,0.0365848,0.0107544,0.0110682,0.0279235,0.0289289,0.00889337,0.0138025,0.00843343,0.0182846,0.0373784,0,0.017352,0.064622,0.0305077,0,0,0.0143649,0,0,0.037403,0.0604046,0.023842,0.0191446,0.0109533,0.040388,0.0365314,0.0425836,0.0747361,0.0696036,0.0267668,0.0664483,0.0523225,0.0847642,0.0127669,0.0180435,0.0235159,0.0274891,0.0279702,0,0
57,0.020345,0,0,0,0,0.0468382,0,0,0,0,0,0,0.035631,0,0.0207434,0.0733107,0,0,0.0130516,0,0,0.0370565,0.0710933,0.0265198,0.0124152,0.0178849,0.0234602,0.0347152,0.0439384,0.0534715,0.0376501,0.0119364,0.0129372,0.0238101,0.0258325,0.0160642,0.0137242,0.00888482,0.0184487,0.0351438,0,0.0177721,0.0662026,0.0307595,0,0,0.0141525,0,0,0.037335,0.0587535,0.0249157,0.0223996,0.0129704,0.0418634,0.0371986,0.0443113,0.0762949,0.0708161,0.0278595,0.0644649,0.0504471,0.0832641,0.0147506,0.0183534,0.0243235,0.0272623,0.0280842,0.0418386,0
58,0.0198171,0,0,0,0,0.0465837,0,0,0,0,0,0,0.0353419,0,0.0207938,0.0727083,0,0,0.0132288,0,0,0.0370037,0.0709837,0.0262875,0.0112811,0.0175356,0.0239112,0.0356708,0.044055,0.0532918,0.0371051,0.0118541,0.012914,0.0238723,0.0258172,0.0162537,0.0133859,0.00878647,0.0189985,0.0396622,0,0.0187193,0.0652288,0.0302888,0,0,0.0141903,0,0,0.0374155,0.0599173,0.0235956,0.0199181,0.0122192,0.0413845,0.0373709,0.0431295,0.075246,0.0695643,0.0265065,0.0659919,0.0516713,0.0841724,0.012268,0.0181987,0.0244316,0.0268386,0.0288386,0,0
59,0.0203856,0,0,0,0,0.0468656,0,0,0,0,0,0,0.035365,0,0.0208273,0.0732959,0,0,0.01298,0,0,0.0368905,0.0710389,0.0259777,0.0123442,0.0177952,0.023504,0.0347751,0.0439858,0.0535223,0.0376707,0.011967,0.0129203,0.024136,0.0260866,0.0157322,0.0137029,0.00883412,0.0183914,0.0351793,0,0.0178089,0.0662168,0.0307757,0,0,0.0140812,0,0,0.037321,0.0587176,0.0249053,0.0224028,0.0129691,0.0418783,0.037338,0.044296,0.0763338,0.0708554,0.0278798,0.064423,0.0503844,0.0832463,0.014774,0.0184114,0.0242793,0.0273573,0.0280447,0.0418955,0
60,0.0203741,0,0,0,0,0.0469069,0,0,0,0,0,0,0.0352749,0,0.0208931,0.0733256,0,0,0.0129853,0,0,0.0369361,0.0710459,0.0257689,0.0123668,0.0177579,0.0236009,0.0347905,0.0439557,0.0535288,0.0377001,0.0119941,0.0129124,0.0242105,0.0261826,0.0155944,0.0136925,0.0088134,0.0184109,0.0351691,0,0.017782,0.0662963,0.0307655,0,0,0.0140715,0,0,0.0371296,0.0587481,0.0248675,0.0223552,0.0130139,0.0419047,0.0373851,0.0442704,0.0763116,0.070874,0.0279316,0.0643937,0.0503864,0.0832498,0.0147708,0.0184151,0.0240364,0.0273133,0.0280698,0.0417887,0
61,0.0203612,0,0,0,0,0.0468986,0,0,0,0,0,0,0.0352343,0,0.0209177,0.0733249,0,0,0.0130273,0,0,0.0370504,0.071029,0.0256537,0.0123734,0.0177388,0.0236272,0.0347828,0.0439287,0.0535396,0.0377199,0.0119786,0.0129242,0.0242744,0.0262593,0.0154777,0.0137019,0.00885089,0.0184471,0.0351318,0,0.0177411,0.066325,0.0307492,0,0,0.0140349,0,0,0.0371174,0.0588069,0.0248571,0.0223297,0.0130527,0.0419098,0.0373181,0.0443135,0.0763305,0.0708603,0.0279441,0.0644089,0.0503917,0.083266,0.0147905,0.0184326,0.0239661,0.0272574,0.0280944,0.0417405,0
62,0.0203634,0,0,0,0,0.0468618,0,0,0,0,0,0,0.0352154,0,0.0209242,0.073313,0,0,0.0129951,0,0,0.0370526,0.0710119,0.0256332,0.0123591,0.0177405,0.0236223,0.0347742,0.043927,0.0535341,0.0377175,0.0119507,0.0129039,0.0243292,0.0262775,0.0154438,0.0136907,0.00881945,0.018438,0.0351073,0,0.0177369,0.0663332,0.0307307,0,0,0.0140594,0,0,0.037204,0.0588317,0.0248906,0.0223277,0.0130673,0.0419108,0.0371733,0.0443017,0.0763378,0.0708609,0.0279373,0.0644133,0.0504159,0.0832646,0.0148104,0.0184556,0.0240333,0.0272198,0.0281175,0.0417335,0
63,0.02038,0,0,0,0,0.0468463,0,0,0,0,0,0,0.0352408,0,0.0209111,0.0733226,0,0,0.012941,0,0,0.0369474,0.0710228,0.0256333,0.0123482,0.0177604,0.0236284,0.0347902,0.0439634,0.0535222,0.0377161,0.0119568,0.0128784,0.0242913,0.0262105,0.0155306,0.013671,0.00878426,0.0184034,0.0350715,0,0.0177524,0.066336,0.0307271,0,0,0.0140806,0,0,0.0372754,0.0588276,0.0249192,0.0223202,0.013051,0.0419157,0.0370763,0.0443127,0.0763059,0.070864,0.0279354,0.0644074,0.0503969,0.0832475,0.0148184,0.0184676,0.0241412,0.027206,0.0281341,0.0417244,0
64,0.0203954,0,0,0,0,0.0468693,0,0,0,0,0,0,0.035317,0,0.0208919,0.0733534,0,0,0.0129355,0,0,0.0369505,0.0710283,0.0255541,0.0123165,0.0177446,0.0236209,0.0348163,0.0439861,0.0535207,0.0377226,0.0119414,0.0128906,0.0241881,0.0261219,0.0156961,0.0136872,0.00878261,0.0184191,0.0350545,0,0.0177431,0.0663267,0.030728,0,0,0.0140271,0,0,0.0374059,0.0588429,0.0249026,0.0223096,0.0130389,0.0419105,0.0370584,0.0443554,0.0762893,0.070872,0.0279484,0.0643933,0.0503768,0.0832488,0.0148216,0.0184936,0.0242511,0.0272249,0.0281411,0.0417496,0
65,0.0203968,0,0,0,0,0.0469041,0,0,0,0,0,0,0.0354246,0,0.0208419,0.0733576,0,0,0.0129709,0,0,0.0370497,0.0710496,0.0258393,0.0122852,0.0177066,0.0236263,0.0348318,0.0440011,0.0535524,0.0377216,0.0119374,0.0128899,0.0240553,0.0260151,0.01584,0.0136841,0.00879353,0.0184779,0.0350532,0,0.0177226,0.0663232,0.0307383,0,0,0.0139664,0,0,0.0374283,0.0588633,0.0248879,0.0222989,0.0130458,0.0419225,0.0371075,0.0443699,0.0763147,0.0708775,0.0279548,0.0643773,0.0503506,0.0832384,0.0148229,0.018495,0.0242291,0.0272429,0.0281364,0.0417814,0
66,0.0203877,0,0,0,0,0.0469161,0,0,0,0,0,0,0.035488,0,0.0208028,0.0733382,0,0,0.0129731,0,0,0.0370228,0.0710959,0.0261869,0.0122976,0.017801,0.0236204,0.0348485,0.0439891,0.0535579,0.0376919,0.011924,0.0128792,0.0239385,0.0259216,0.0160425,0.0136585,0.00877511,0.0184925,0.0350904,0,0.0177169,0.0663222,0.0307254,0,0,0.0139593,0,0,0.0373671,0.0588585,0.0248436,0.0223153,0.0130339,0.0419395,0.0370683,0.0443902,0.0763313,0.0708854,0.0279567,0.064364,0.0503182,0.0832202,0.0148117,0.0184702,0.0241058,0.0272494,0.0281491,0.0418298,0
67,0.0212479,0,0,0,0,0.0471825,0,0,0,0,0,0,0.0426295,0,0,0.0748442,0,0,0.0128146,0,0,0.0369411,0.0695715,0.0283652,0.0129707,0.0187762,0.0234105,0.0343692,0,0.0553366,0.037453,0.00936084,0.00901265,0.0218499,0.0235474,0.00897048,0.0140412,0.00884148,0.0181109,0.03529,0,0.0176932,0.0655285,0.0311582,0,0,0.0138708,0,0,0.037156,0.0588996,0.0247631,0.0218975,0.0125724,0.0414512,0.0362518,0.0444435,0.0762954,0.0707285,0.027743,0.0645213,0.0504388,0.0832623,0.0146358,0.0186466,0.0237015,0.0276946,0.0273225,0.0419625,0
68,0.0203985,0,0,0,0,0.0469533,0,0,0,0,0,0,0.03545,0,0.0208682,0.0733255,0,0,0.0129652,0,0,0.0369596,0.0711375,0.0261562,0.0122743,0.0178353,0.0236443,0.0348287,0.0440196,0.053557,0.0376729,0.0119636,0.0128913,0.0240033,0.025956,0.0160099,0.0136702,0.00877684,0.0184582,0.0351866,0,0.0175875,0.0663194,0.0307373,0,0,0.0139406,0,0,0.0372813,0.0588335,0.0247309,0.0223353,0.0129838,0.0419826,0.0371466,0.044307,0.0763275,0.0709033,0.0279523,0.0644053,0.0503273,0.0832323,0.0147481,0.0185068,0.0239944,0.0272713,0.0281659,0.0417454,0
69,0.0203989,0,0,0,0,0.0469403,0,0,0,0,0,0,0.0354223,0,0.0209171,0.0733606,0,0,0.0129752,0,0,0.0370839,0.071112,0.0258636,0.0122921,0.0177717,0.0236367,0.0348384,0.0440243,0.0535174,0.0376795,0.0119705,0.0129107,0.0241834,0.0260957,0.0157175,0.0136861,0.00881575,0.0184745,0.0351215,0,0.017628,0.0663538,0.0307381,0,0,0.0139765,0,0,0.0372473,0.0588605,0.0247101,0.0223345,0.0130628,0.041972,0.0371963,0.044325,0.0763056,0.0708967,0.0279625,0.0643897,0.0503151,0.0832367,0.014786,0.0184816,0.0239683,0.0272625,0.0281625,0.0417067,0
70,0.0203981,0,0,0,0,0.0469274,0,0,0,0,0,0,0.0353716,0,0.0209256,0.0733678,0,0,0.0129759,0,0,0.0371341,0.0710661,0.0256358,0.0122852,0.0177118,0.0236248,0.0348592,0.0440114,0.0534809,0.0376715,0.0119624,0.01293,0.0243107,0.0262176,0.0155058,0.0136828,0.0088324,0.0184992,0.0351122,0,0.017636,0.0663694,0.0307181,0,0,0.0139613,0,0,0.0372719,0.0588876,0.0246943,0.0223203,0.0130468,0.0419752,0.0371178,0.0443921,0.076289,0.0709016,0.0279963,0.0643817,0.0503116,0.0832365,0.0147766,0.018461,0.0239807,0.027256,0.0281733,0.0417009,0
71,0.0203913,0,0,0,0,0.0469228,0,0,0,0,0,0,0.0353341,0,0.0209348,0.0733839,0,0,0.0129922,0,0,0.0370761,0.0710505,0.0255116,0.0122774,0.0176487,0.0236069,0.0348851,0.0439938,0.0535,0.0376767,0.0119745,0.0129285,0.0244024,0.026303,0.0153247,0.0136783,0.00883137,0.0184879,0.0351081,0,0.0176276,0.0663953,0.0307019,0,0,0.0139516,0,0,0.0373133,0.0589102,0.0246793,0.0223007,0.0130438,0.0419647,0.037125,0.0444046,0.0762811,0.0709002,0.0280324,0.0643807,0.0503336,0.0832497,0.0147698,0.0184763,0.0240213,0.0272678,0.0281885,0.0417196,0
72,0.0203859,0,0,0,0,0.0469285,0,0,0,0,0,0,0.0353547,0,0.0209086,0.0733804,0,0,0.0129667,0,0,0.0370397,0.0710553,0.0254755,0.0122736,0.0175634,0.0235753,0.0348921,0.0439994,0.053488,0.0376717,0.0120135,0.012888,0.0243493,0.0263367,0.0152852,0.0136592,0.00881533,0.0184656,0.0350994,0,0.0176139,0.0663711,0.0307125,0,0,0.0139971,0,0,0.0372811,0.0589161,0.0246804,0.0222895,0.0130536,0.0419627,0.0372087,0.044366,0.0763035,0.0709041,0.0280323,0.0643639,0.0503744,0.0832428,0.0147762,0.0184436,0.0239943,0.0272876,0.0281927,0.0416994,0
73,0.0203748,0,0,0,0,0.0469343,0,0,0,0,0,0,0.0353884,0,0.0209115,0.0733896,0,0,0.0129405,0,0,0.0369171,0.0710715,0.0254111,0.0122767,0.0175947,0.0235701,0.0348474,0.0440225,0.0534893,0.0376674,0.0120147,0.012867,0.0243441,0.0263359,0.0152974,0.0136287,0.00877446,0.0184283,0.0350613,0,0.0176144,0.0663342,0.0307186,0,0,0.0139939,0,0,0.0372715,0.0588865,0.024679,0.022289,0.0130605,0.0419613,0.0372243,0.044339,0.0763341,0.070911,0.0280126,0.0643808,0.0503844,0.0832235,0.0147965,0.0183974,0.0239538,0.0272654,0.0281888,0.0416878,0
74,0.0203606,0,0,0,0,0.0469245,0,0,0,0,0,0,0.0354453,0,0.0209318,0.0734015,0,0,0.0129226,0,0,0.036936,0.0710729,0.0252614,0.0122763,0.0176129,0.0235621,0.0347801,0.044029,0.0535014,0.037678,0.0119889,0.0128625,0.0243062,0.026335,0.0153208,0.0136336,0.00874992,0.0184258,0.0350835,0,0.0176118,0.0663257,0.0307103,0,0,0.01395,0,0,0.0373031,0.0588542,0.0246576,0.0223028,0.0130615,0.0419543,0.0371607,0.0442699,0.0763191,0.0709166,0.0280236,0.0643888,0.0503743,0.0832176,0.0147745,0.0183788,0.0239499,0.0272917,0.0282052,0.041685,0
75,0.0203478,0,0,0,0,0.0469341,0,0,0,0,0,0,0.0354496,0,0.0209425,0.0734071,0,0,0.0129038,0,0,0.0369205,0.0710946,0.0251984,0.0122892,0.0176313,0.0235368,0.0348379,0.0439869,0.053498,0.037672,0.0119817,0.0128745,0.0243833,0.0263805,0.0151969,0.0136221,0.00874945,0.0184226,0.0351188,0,0.017587,0.066328,0.0306943,0,0,0.0139506,0,0,0.0373215,0.0588554,0.0246202,0.0223192,0.0130371,0.0419377,0.0371163,0.0442486,0.076298,0.0709239,0.0280503,0.064351,0.0503451,0.0832273,0.0147834,0.0183833,0.0240028,0.0273234,0.0282132,0.0417077,0
76,0.0203415,0,0,0,0,0.0469433,0,0,0,0,0,0,0.0354272,0,0.0209689,0.0734244,0,0,0.0128863,0,0,0.0369135,0.0710822,0.0250917,0.0122926,0.0176031,0.0235015,0.0348643,0.043838,0.0535022,0.0376658,0.0119958,0.0128629,0.0244928,0.0264408,0.0149633,0.0136044,0.00875345,0.0183928,0.0351106,0,0.0175789,0.0663406,0.0306833,0,0,0.0139189,0,0,0.0374118,0.0588853,0.0246148,0.0222946,0.0130444,0.0419217,0.0370977,0.0442522,0.0763292,0.0709327,0.0280709,0.0643502,0.0503236,0.0832508,0.0147678,0.0184238,0.0241602,0.0273023,0.0282273,0.0417602,0
77,0.0203238,0,0,0,0,0.0469232,0,0,0,0,0,0,0.0355221,0,0.0209838,0.0734574,0,0,0.0128837,0,0,0.0368475,0.0710822,0.0253701,0.0123168,0.0175686,0.0234719,0.0348627,0.043616,0.0535048,0.0376582,0.0120214,0.0128237,0.0245214,0.0264574,0.0146906,0.0135862,0.00875889,0.0183374,0.0351139,0,0.0175597,0.0663276,0.0306785,0,0,0.013822,0,0,0.0374707,0.058922,0.0246286,0.0222633,0.0130863,0.0419192,0.0370924,0.0442534,0.0763125,0.0709198,0.028086,0.0643938,0.0503519,0.0832848,0.0147231,0.0184083,0.0242577,0.0273233,0.0282655,0.0417145,0
78,0.0203002,0,0,0,0,0.0468949,0,0,0,0,0,0,0.0356207,0,0.0209663,0.0734435,0,0,0.0128654,0,0,0.036822,0.0711346,0.025483,0.0123567,0.0175783,0.0234443,0.0348315,0.0436625,0.0534781,0.0376443,0.0120212,0.0128268,0.0244288,0.0264043,0.0147965,0.0135628,0.00872459,0.0182994,0.0351421,0,0.0176013,0.0663448,0.0306787,0,0,0.0137334,0,0,0.0374347,0.0589051,0.0246135,0.0222516,0.0130997,0.0418975,0.0370126,0.0442709,0.0763064,0.070927,0.0281129,0.0643914,0.0503372,0.0832911,0.014743,0.0184126,0.0242178,0.0273098,0.0283082,0.0416908,0
79,0.0202313,0,0,0,0,0.0468505,0,0,0,0,0,0,0.0357218,0,0.0209406,0.0734582,0,0,0.0128694,0,0,0.036824,0.0711438,0.0254395,0.0123782,0.017561,0.0233854,0.0348004,0.0435748,0.0534434,0.0376315,0.0120182,0.0128371,0.0243953,0.026398,0.0147704,0.0135406,0.00872413,0.0182503,0.0351821,0,0.0176505,0.0663523,0.0306714,0,0,0.0136551,0,0,0.0373316,0.0588752,0.0245773,0.0222191,0.0130803,0.0418716,0.036918,0.0442252,0.0763115,0.0709511,0.0281524,0.0643374,0.0502994,0.0832902,0.0147283,0.0183885,0.0240955,0.0272766,0.0283848,0.0417271,0
80,0.0201197,0,0,0,0,0.0467772,0,0,0,0,0,0,0.0358063,0,0.020877,0.0734844,0,0,0.012912,0,0,0.0368071,0.0712039,0.0256651,0.0124169,0.0175759,0.0233279,0.0347843,0.0436627,0.053419,0.0376314,0.0120306,0.0128911,0.0242257,0.026312,0.0149678,0.0135191,0.00875744,0.0181796,0.0351779,0,0.0176447,0.0664111,0.0306485,0,0,0.0135769,0,0,0.0372842,0.0588053,0.0245474,0.0222054,0.0130409,0.0418277,0.0368563,0.0442428,0.0762576,0.0709697,0.0281767,0.0643199,0.0503305,0.0832756,0.0147325,0.0183604,0.0240124,0.0272165,0.0285135,0.041733,0
