Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LANK,LTHI,RTIB
171,0,0.0257197,0,0,0,0,0.0481003,0,0,0,0,0,0,0.029627,0,0.070258,0,0,0.0205924,0,0,0.0448309,0.0727476,0.0200627,0.00845306,0.0175164,0.0312134,0.0315667,0.0411634,0.0508311,0.0333773,0.0106183,0.0114677,0.0288978,0.0292076,0.0159167,0.00896769,0.0426503,0.022224,0.0454215,0,0.0140495,0.0686182,0.031512,0,0,0.017985,0,0,0.0484654,0.0537208,0.0292401,0.0277279,0.0146262,0.0477402,0.0367923,0.0361853,0.0639641,0.0610567,0.023193,0.0341108,0.0449279,0.0782592,0.0144779,0.0202235,0.0288289,0.0176705,0.0280057,0.0251411,0.0222104,0.0328118,0.0584749
172,0,0.0257175,0,0,0,0,0.0481534,0,0,0,0,0,0,0.0295391,0,0.0702352,0,0,0.0206537,0,0,0.0448923,0.0727119,0.0201331,0.00842436,0.0175002,0.0312503,0.0315573,0.0412543,0.0508784,0.033366,0.0106233,0.0113752,0.0289367,0.0292026,0.0160267,0.00897063,0.0428687,0.0223451,0.0455232,0,0.0139864,0.0686116,0.0314651,0,0,0.0180834,0,0,0.0485615,0.0537524,0.0292528,0.0276823,0.0146262,0.0477755,0.0368833,0.0361753,0.0639715,0.0610386,0.0232209,0.0340831,0.0449215,0.0782674,0.0144775,0.0202968,0.0291149,0.0176871,0.0280452,0.0251002,0.0222421,0.032821,0.0584929
173,0,0.0257124,0,0,0,0,0.0482256,0,0,0,0,0,0,0.0294938,0,0.0702162,0,0,0.0207148,0,0,0.0449302,0.0726699,0.0202125,0.00838505,0.017429,0.0312602,0.0315423,0.041313,0.0509405,0.0333568,0.0105979,0.0112217,0.0289708,0.0291952,0.0161233,0.00891374,0.0430033,0.0224412,0.0456229,0,0.0139229,0.0685813,0.0314063,0,0,0.0181964,0,0,0.0486467,0.0537417,0.0292781,0.0276265,0.0146041,0.0478229,0.0369698,0.036161,0.0639571,0.0610278,0.0232107,0.0340934,0.0448766,0.0782644,0.0144911,0.0204071,0.029421,0.0176677,0.0280586,0.0250837,0.0222757,0.0328727,0.0585514
174,0,0.0256908,0,0,0,0,0.0482538,0,0,0,0,0,0,0.0294054,0,0.0702547,0,0,0.0207951,0,0,0.0449217,0.0726186,0.0202356,0.00834189,0.0174466,0.0312573,0.0315599,0.0413699,0.0509438,0.0333006,0.0105623,0.0111507,0.0289887,0.0292312,0.0162418,0.0088454,0.0430146,0.0224533,0.0457312,0,0.0138474,0.0685464,0.0313468,0,0,0.0183898,0,0,0.048772,0.0537091,0.0292996,0.0275769,0.0145639,0.0478546,0.036989,0.0361388,0.0639282,0.061031,0.0231843,0.0341067,0.0448497,0.0782355,0.0145084,0.0204992,0.0297845,0.0176433,0.0280704,0.025115,0.0222579,0.0328866,0.0585824
175,0,0.0256178,0,0,0,0,0.0482207,0,0,0,0,0,0,0.02929,0,0.070369,0,0,0.0209006,0,0,0.0448532,0.0725567,0.0201982,0.00833939,0.0175412,0.0312396,0.0316149,0.0414211,0.0509137,0.0332015,0.010548,0.0111542,0.0289884,0.0292978,0.0163579,0.00875934,0.0429059,0.0223757,0.0457542,0,0.0137735,0.0684876,0.0312741,0,0,0.0185455,0,0,0.0488608,0.0537471,0.0293472,0.0275382,0.0145074,0.0478579,0.036931,0.0361353,0.0639712,0.0610309,0.0231701,0.0340777,0.0448665,0.0781799,0.0144953,0.0205979,0.0301147,0.0176511,0.0280524,0.025207,0.0222431,0.0328809,0.0585611
176,0,0.0255121,0,0,0,0,0.0481882,0,0,0,0,0,0,0.0292631,0,0.0704384,0,0,0.0210595,0,0,0.0447471,0.072467,0.0202503,0.00834437,0.0176246,0.0312371,0.0316334,0.0414328,0.0509369,0.0331216,0.0105754,0.0110592,0.0289834,0.0293767,0.0163929,0.00870708,0.0426969,0.0222555,0.0457267,0,0.0137141,0.0683778,0.0312062,0,0,0.0186825,0,0,0.048885,0.0538035,0.0294552,0.0274875,0.0144273,0.0478739,0.0370967,0.0360515,0.0640677,0.0610571,0.0231168,0.0340852,0.0448165,0.0780933,0.0144643,0.0206344,0.0303523,0.0176578,0.0280417,0.0253313,0.0222532,0.0328306,0.0585655
177,0,0.0254174,0,0,0,0,0.0481603,0,0,0,0,0,0,0.0293248,0,0.0704806,0,0,0.0212384,0,0,0.0446337,0.0723471,0.020366,0.00833125,0.0176963,0.0312696,0.0316239,0.0414286,0.0509626,0.0331104,0.0107168,0.010917,0.0289372,0.0294414,0.0163716,0.00866225,0.0425222,0.0221756,0.0457229,0,0.0135578,0.0682201,0.0311496,0,0,0.0188389,0,0,0.0488946,0.0538231,0.0294998,0.0274044,0.0142619,0.0478992,0.0373315,0.0359283,0.0641212,0.0611119,0.023032,0.0341425,0.0447326,0.0779979,0.0144253,0.0206119,0.0304236,0.0175807,0.0280899,0.02548,0.0222716,0.0327715,0.0585571
178,0,0.025303,0,0,0,0,0.0480953,0,0,0,0,0,0,0.0293702,0,0.070543,0,0,0.0214331,0,0,0.0445784,0.0722019,0.0205336,0.00831038,0.0178395,0.0312885,0.0316377,0.0414407,0.0509532,0.0330967,0.010889,0.0108075,0.0288936,0.0294978,0.0163452,0.00840204,0.0425374,0.0222819,0.0455799,0,0.0133638,0.068027,0.03107,0,0,0.0190637,0,0,0.0488768,0.0539115,0.0296297,0.0272479,0.0140361,0.0479493,0.0374816,0.0357802,0.0641509,0.0611884,0.0229425,0.0341607,0.0446927,0.0778936,0.0143429,0.0204915,0.0304254,0.0176113,0.0280504,0.0256622,0.0223303,0.0327658,0.0585553
179,0,0.0251663,0,0,0,0,0.0480654,0,0,0,0,0,0,0.0294288,0,0.0706695,0,0,0.0216639,0,0,0.044657,0.0720223,0.0207353,0.00824696,0.0179993,0.0312738,0.0316787,0.0414712,0.0509332,0.0330745,0.0110601,0.0107991,0.0289717,0.0295443,0.0163098,0.00816648,0.0428278,0.0225498,0.0452473,0,0.0131763,0.0678026,0.0309519,0,0,0.0192716,0,0,0.0488201,0.0540637,0.0298601,0.0269993,0.0137812,0.0480172,0.0376704,0.0356816,0.0641525,0.0612764,0.0228996,0.0340203,0.044586,0.0777867,0.0142341,0.0203541,0.030399,0.0177112,0.0278448,0.0258707,0.022458,0.0328266,0.0584832
180,0,0.0249925,0,0,0,0,0.0480642,0,0,0,0,0,0,0.0294806,0,0.0708647,0,0,0.0218566,0,0,0.0446852,0.0718142,0.0209339,0.00816547,0.0180953,0.0312481,0.0316193,0.0415146,0.0509397,0.0330595,0.011243,0.0108753,0.0290572,0.0296236,0.0162977,0.00805849,0.0429092,0.0227711,0.044702,0,0.0130053,0.0674973,0.0308008,0,0,0.0194675,0,0,0.0487563,0.0541971,0.0301872,0.0267003,0.0135258,0.0480889,0.0379506,0.035553,0.0642072,0.0613908,0.0228928,0.0339245,0.0444909,0.0776484,0.014099,0.020218,0.0303807,0.0178881,0.0273795,0.0260857,0.0225584,0.032888,0.0583751
181,0,0.0243326,0,0,0,0,0.0469682,0,0,0,0,0,0,0.0295875,0,0.0710609,0,0,0.0185,0,0,0.0261946,0.0716868,0.0211015,0.00813222,0.0181343,0.0310946,0.0308133,0.0414426,0.0508486,0.0329478,0.0114076,0.0109567,0.0290961,0.0296773,0.0161932,0.0101768,0,0.0204069,0.0442791,0,0.0125653,0.0671096,0.0319626,0,0,0.0193798,0,0,0.0486055,0.0544985,0.0305785,0.0261362,0.0130981,0.0479941,0.0379812,0.0352179,0.0642471,0.0615593,0.0229558,0.0341749,0.0444242,0.0774662,0.0140332,0.0200153,0.0303344,0.0179172,0.026329,0.0261171,0.0226107,0.0328811,0.0583063
182,0,0.024104,0,0,0,0,0.0468761,0,0,0,0,0,0,0.0296837,0,0.0712944,0,0,0.0186965,0,0,0.0261602,0.071485,0.0211656,0.00800771,0.0183658,0.0311044,0.0309384,0.0413727,0.050817,0.0328714,0.0116073,0.0111371,0.0291632,0.0297487,0.0159873,0.0100739,0,0.0204916,0.0427324,0,0.0126723,0.0667181,0.0318986,0,0,0.0195746,0,0,0.0486707,0.0548735,0.0311173,0.0257289,0.0130899,0.0480507,0.0382501,0.0349878,0.0642248,0.0616439,0.0228851,0.0340112,0.0442889,0.0772409,0.0137962,0.0201094,0.0301834,0.0178044,0.0265697,0.0262682,0.0226383,0.032914,0.0581802
183,0,0.0247274,0,0,0,0,0.0470101,0,0,0,0,0,0,0.0326737,0,0.0725483,0,0,0.0184637,0,0,0.026054,0.0699939,0.0199875,0.00834032,0.0191951,0.0311964,0.0306894,0,0.0523171,0.0321741,0.00869765,0.00859344,0.0298393,0.0290562,0.0108137,0.0101818,0,0.0204706,0.0408798,0,0.0128404,0.0658179,0.032139,0,0,0.0193688,0,0,0.0484447,0.0552363,0.0320688,0.0249009,0.0127953,0.0477545,0.0378177,0.0350276,0.0643266,0.0616967,0.0225634,0.0338594,0.044053,0.0767854,0.0138719,0.0200796,0.0299793,0.0176502,0.0270262,0.0257224,0,0.0347929,0.0579811
184,0,0.023736,0,0,0,0,0.0468541,0,0,0,0,0,0,0.0295965,0,0.0717528,0,0,0.0191166,0,0,0.0263245,0.0710761,0.0213059,0.00754228,0.018541,0.0311775,0.0311323,0.041689,0.050731,0.0325134,0.0119048,0.0113871,0.0293332,0.0298376,0.0159032,0.0100458,0,0.0205414,0.0390624,0,0.0129308,0.0657229,0.031577,0,0,0.0197991,0,0,0.0486624,0.0558277,0.0329425,0.0245217,0.0129749,0.0482509,0.0387957,0.034372,0.0643057,0.061963,0.022636,0.0338617,0.0438978,0.0764615,0.0145263,0.0203773,0.0297689,0.0175345,0.0266076,0.0265458,0.0228,0.0328645,0.0577971
185,0,0.02354,0,0,0,0,0.0468569,0,0,0,0,0,0,0.029775,0,0.0719537,0,0,0.0194222,0,0,0.0263942,0.0709172,0.0214422,0.00733392,0.0183962,0.0311326,0.0311873,0.0418167,0.0506449,0.0323361,0.0120489,0.011426,0.0293897,0.0299018,0.0157635,0.00992038,0,0.0205965,0.0364218,0,0.0132939,0.0652368,0.0313436,0,0,0.0200057,0,0,0.0486794,0.0563305,0.0339376,0.0239155,0.0132,0.0482482,0.0391252,0.0341634,0.0644454,0.0621769,0.0225237,0.0337449,0.0436249,0.0760222,0.0158047,0.0206276,0.0296049,0.0173939,0.0263743,0.0267054,0.0228838,0.0327315,0.0575662
186,0,0.0233674,0,0,0,0,0.0468221,0,0,0,0,0,0,0.0297146,0,0.0720382,0,0,0.0196579,0,0,0.0263814,0.0707556,0.0216348,0.00703071,0.0184041,0.0312612,0.0312641,0.0418264,0.0505602,0.0320239,0.012108,0.0114168,0.0294352,0.0299329,0.0158531,0.0097839,0,0.0206086,0.0336483,0,0.0136416,0.0646686,0.0311277,0,0,0.0201516,0,0,0.0486328,0.0568916,0.0349722,0.0232039,0.0134337,0.0483109,0.0394089,0.0338772,0.0646285,0.0624849,0.022446,0.0337046,0.043356,0.0754994,0.0177319,0.0208473,0.0294423,0.0172792,0.0264064,0.0269215,0.0230328,0.0325587,0.0573401
187,0,0.0231731,0,0,0,0,0.0467586,0,0,0,0,0,0,0.0295435,0,0.072147,0,0,0.0198391,0,0,0.0263656,0.0706752,0.0220305,0.00684369,0.0185621,0.031349,0.0313336,0.0416962,0.0504797,0.0317335,0.0120996,0.0113974,0.0295089,0.030013,0.0159751,0.00967207,0,0.0205893,0.0305935,0,0.014075,0.0641635,0.0309343,0,0,0.0203159,0,0,0.0485923,0.0574281,0.0357989,0.0226222,0.0137431,0.0483016,0.0396873,0.0335597,0.0648771,0.0628042,0.0223321,0.03363,0.0431431,0.0750078,0.0204315,0.0209529,0.0292522,0.0172376,0.0262871,0.0271493,0.0231786,0.0323495,0.0571386
188,0,0.0229527,0,0,0,0,0.0466395,0,0,0,0,0,0,0.029293,0,0.0721195,0,0,0.020007,0,0,0.0263807,0.0706357,0.0223318,0.00656727,0.0185917,0.0315037,0.0313318,0.0418366,0.0503657,0.0314942,0.0121181,0.0114073,0.0294966,0.0300777,0.0162413,0.00954919,0,0.0205937,0.0274926,0,0.0145321,0.0637461,0.0307901,0,0,0.0204403,0,0,0.0485979,0.0579614,0.0366268,0.0220165,0.0140327,0.0483129,0.0400317,0.0333378,0.0651053,0.0631286,0.0222342,0.0335186,0.042866,0.0744919,0.0237736,0.0210378,0.0291166,0.017178,0.0263713,0.0273948,0.0233042,0.0321435,0.056882
189,0,0.0226811,0,0,0,0,0.0465204,0,0,0,0,0,0,0.0290592,0,0.0721082,0,0,0.0201349,0,0,0.0264087,0.0705915,0.0225802,0.00631293,0.0184815,0.0316366,0.0313053,0.0419382,0.0502508,0.0313081,0.0121486,0.0114683,0.0295181,0.030086,0.0164993,0.00945954,0,0.020612,0.0245654,0,0.0150746,0.0634043,0.0306181,0,0,0.0205705,0,0,0.0486755,0.0585207,0.0374174,0.0213629,0.0142692,0.0482114,0.0402246,0.0332192,0.065197,0.0634121,0.0222156,0.033368,0.0424878,0.0739455,0.0273677,0.0211458,0.0289458,0.0170773,0.0262616,0.0276763,0.0234013,0.0320103,0.056456
190,0,0.0223944,0,0,0,0,0.046458,0,0,0,0,0,0,0.028955,0,0.0720333,0,0,0.0202122,0,0,0.0264048,0.0705617,0.0225896,0.00610577,0.0183143,0.0317754,0.0313349,0.0419668,0.0501916,0.0311146,0.012149,0.0115476,0.0295505,0.0300643,0.016674,0.00942014,0,0.0206177,0.0220765,0,0.0155926,0.063095,0.0304127,0,0,0.0207077,0,0,0.0487366,0.059039,0.0381354,0.0206967,0.014448,0.0479867,0.0404691,0.0330822,0.0651082,0.0636373,0.0222558,0.03321,0.0420839,0.073402,0.0308593,0.021217,0.0287516,0.0170331,0.025875,0.0279758,0.0234552,0.0319102,0.0559353
191,0,0.022117,0,0,0,0,0.0463925,0,0,0,0,0,0,0.0289851,0,0.0719164,0,0,0.0202229,0,0,0.0263489,0.0705604,0.0224429,0.00593459,0.0182325,0.0319009,0.0313533,0.0419419,0.0501474,0.0310026,0.0121772,0.0116381,0.0295496,0.0300828,0.0167345,0.00938614,0,0.0206311,0.0202166,0,0.0160967,0.0628802,0.0302406,0,0,0.0208562,0,0,0.0487712,0.0594329,0.0389105,0.0200873,0.0146121,0.0477882,0.0408619,0.0328644,0.0649896,0.0637863,0.0222894,0.0331541,0.0417202,0.0729522,0.0339054,0.0213001,0.0285911,0.0170919,0.0256517,0.0282226,0.0235134,0.0318184,0.0556048
192,0,0.0218861,0,0,0,0,0.0462969,0,0,0,0,0,0,0.0289751,0,0.071887,0,0,0.0202135,0,0,0.0263006,0.0705925,0.0223922,0.00588352,0.018236,0.0319245,0.031291,0.0419014,0.0500629,0.0309674,0.012219,0.0117365,0.0295867,0.0301427,0.0167771,0.00932208,0,0.0206391,0.0188824,0,0.0165012,0.0627544,0.0301247,0,0,0.0210249,0,0,0.0487428,0.0596968,0.0396032,0.0196285,0.0147114,0.0476242,0.0412737,0.0327735,0.0649484,0.0638718,0.0223096,0.033066,0.0415227,0.072708,0.0363186,0.0214331,0.0283722,0.0171539,0.0255327,0.0283903,0.0235442,0.0317618,0.055451
193,0,0.0217343,0,0,0,0,0.0462498,0,0,0,0,0,0,0.028955,0,0.0718017,0,0,0.0201982,0,0,0.0262548,0.0705939,0.0223997,0.00579519,0.0182818,0.0320157,0.0311554,0.0418824,0.0499777,0.0309415,0.0122444,0.0117855,0.029669,0.0302027,0.0167878,0.00924282,0,0.020677,0.0180886,0,0.0167081,0.0626524,0.0300693,0,0,0.0211459,0,0,0.0488123,0.0599354,0.0402705,0.0192532,0.0146891,0.0475504,0.041653,0.0327609,0.0648521,0.0639496,0.022345,0.0328816,0.0414657,0.0724999,0.0380497,0.0215404,0.0281907,0.0170365,0.025491,0.0284921,0.023537,0.0317322,0.0553215
194,0,0.0216246,0,0,0,0,0.046215,0,0,0,0,0,0,0.0288495,0,0.0717611,0,0,0.0201693,0,0,0.0262035,0.0706092,0.0224007,0.00573864,0.0183046,0.0321286,0.0309802,0.0418595,0.0499687,0.0309437,0.0122568,0.0117484,0.0297401,0.0302169,0.0168323,0.00916823,0,0.0207438,0.0177652,0,0.0168646,0.0625971,0.0300419,0,0,0.0213012,0,0,0.0488807,0.0601143,0.0407673,0.0190041,0.0146254,0.0475031,0.0420358,0.0327284,0.0648244,0.0640363,0.0223621,0.0326764,0.0415853,0.0723281,0.0390642,0.0216824,0.0280616,0.0170249,0.025506,0.0285554,0.0235272,0.0316955,0.0552449
195,0,0.0215529,0,0,0,0,0.0461109,0,0,0,0,0,0,0.0287372,0,0.0716883,0,0,0.0201176,0,0,0.0261086,0.0706157,0.022414,0.00570878,0.0182678,0.0322231,0.0307545,0.0418919,0.0500129,0.0309768,0.0122273,0.0116792,0.0297859,0.030188,0.0169396,0.00910576,0,0.020776,0.0176334,0,0.0170548,0.0625926,0.0300527,0,0,0.0214828,0,0,0.0488899,0.0602399,0.0411442,0.0188557,0.0145606,0.0474863,0.0423415,0.0326689,0.0647336,0.0641667,0.0224474,0.0324879,0.041708,0.0722077,0.0396205,0.0218556,0.0279627,0.0170175,0.0256227,0.0286082,0.0235431,0.0317073,0.0552153
196,0,0.0215307,0,0,0,0,0.0460253,0,0,0,0,0,0,0.0287155,0,0.0716017,0,0,0.0200868,0,0,0.0259946,0.0705712,0.0223842,0.0056929,0.018248,0.0323417,0.0307059,0.0419021,0.0500798,0.0310099,0.0121824,0.011652,0.0298227,0.0302028,0.0169585,0.00905081,0,0.0207767,0.0174186,0,0.0171616,0.0626301,0.0300965,0,0,0.0216489,0,0,0.0488762,0.0603365,0.0413368,0.018788,0.0145217,0.0475223,0.0426844,0.0324722,0.0645565,0.0643307,0.0226135,0.0323713,0.0415101,0.0721797,0.0401422,0.0220073,0.0278974,0.01695,0.0259667,0.0286424,0.0235287,0.0317399,0.0551814
197,0,0.0215059,0,0,0,0,0.0460401,0,0,0,0,0,0,0.0287087,0,0.0714764,0,0,0.0200886,0,0,0.0258971,0.0705305,0.0223438,0.0056898,0.0182911,0.0324631,0.0306703,0.0418407,0.050117,0.0310125,0.0121404,0.0116505,0.0298345,0.0302283,0.0169388,0.00900319,0,0.020779,0.0172685,0,0.0171743,0.0627029,0.0301198,0,0,0.0217959,0,0,0.0488672,0.0603962,0.0414563,0.0187805,0.0145356,0.0475611,0.0430975,0.032239,0.0644402,0.0645031,0.0228087,0.0322656,0.0413959,0.0721641,0.0406305,0.0221039,0.0278735,0.0169561,0.0261878,0.028665,0.0234924,0.0317707,0.0551839
198,0,0.0214775,0,0,0,0,0.0461063,0,0,0,0,0,0,0.0287392,0,0.0713542,0,0,0.0201185,0,0,0.0258533,0.0705062,0.0222681,0.0056738,0.0183016,0.0325528,0.0305281,0.0418391,0.0501348,0.0309901,0.0120865,0.0116586,0.029855,0.0302222,0.017032,0.00892074,0,0.0207859,0.0171882,0,0.0171869,0.0627896,0.0301043,0,0,0.0219033,0,0,0.0488944,0.060427,0.041584,0.0187851,0.0146118,0.0475734,0.0434525,0.0320313,0.0643852,0.0646299,0.022991,0.0321716,0.041411,0.072141,0.0411057,0.0222493,0.0278356,0.0169294,0.0261413,0.0286686,0.0234506,0.0318008,0.0551794
199,0,0.0214539,0,0,0,0,0.0461219,0,0,0,0,0,0,0.0286868,0,0.0712265,0,0,0.0201698,0,0,0.0257909,0.0704993,0.0221604,0.00563938,0.0183025,0.0326149,0.0303291,0.0419548,0.0501662,0.0309334,0.0119973,0.0116894,0.0298855,0.0302008,0.0171864,0.00886407,0,0.0207795,0.0171365,0,0.0172071,0.0628139,0.0300871,0,0,0.0219921,0,0,0.0489145,0.060508,0.0417249,0.018765,0.0147057,0.0475352,0.043753,0.0319691,0.0643584,0.0646417,0.0230679,0.0320936,0.0414214,0.0721233,0.0417047,0.0223091,0.0277947,0.0169127,0.0259544,0.0286737,0.0233829,0.0318433,0.0551982
200,0,0.0214359,0,0,0,0,0.0460866,0,0,0,0,0,0,0.0286855,0,0.0711495,0,0,0.0202096,0,0,0.0257096,0.0704707,0.0220455,0.00561074,0.0183364,0.0326709,0.0301355,0.0420174,0.050204,0.0308577,0.0118731,0.0117068,0.0299401,0.0302133,0.017192,0.00882434,0,0.0207966,0.017067,0,0.0172525,0.0627206,0.030087,0,0,0.0220824,0,0,0.04895,0.06063,0.0419268,0.0187176,0.0147976,0.0474684,0.0439587,0.0320682,0.0643672,0.0645154,0.0229813,0.0320628,0.041404,0.0720851,0.0423307,0.0222645,0.0277699,0.0169568,0.0257944,0.0286658,0.0233013,0.0318464,0.0551905
201,0,0.021427,0,0,0,0,0.0460439,0,0,0,0,0,0,0.0287704,0,0.0711184,0,0,0.0202086,0,0,0.0255626,0.070442,0.0219149,0.00562517,0.0183543,0.0327128,0.0300741,0.0420191,0.0502382,0.0307921,0.0118264,0.0117425,0.0299556,0.030223,0.0170499,0.00879717,0,0.0208229,0.0169896,0,0.0173173,0.0626751,0.0300856,0,0,0.0221467,0,0,0.0489415,0.0607137,0.0421681,0.0186543,0.0148608,0.0474563,0.0440811,0.0321365,0.0643867,0.0643013,0.0227795,0.0320477,0.041335,0.0720039,0.042831,0.0222938,0.0276964,0.0169848,0.0258327,0.028657,0.0232332,0.0318055,0.055171
202,0,0.0214426,0,0,0,0,0.0459956,0,0,0,0,0,0,0.0289022,0,0.0711139,0,0,0.0201844,0,0,0.02548,0.0704265,0.0217973,0.00567407,0.0183744,0.0327542,0.0299674,0.0420257,0.0502857,0.0307456,0.0117544,0.0117886,0.0299281,0.0301964,0.0168835,0.00876796,0,0.0208259,0.0169776,0,0.0173994,0.0626515,0.0301113,0,0,0.0221617,0,0,0.0489779,0.060756,0.0424451,0.018641,0.0148471,0.0475151,0.0441445,0.0319752,0.0644036,0.0640374,0.022524,0.0320196,0.0412751,0.071909,0.0432947,0.0223226,0.0275856,0.0168276,0.0260098,0.0286535,0.0232112,0.0317241,0.055208
203,0,0.0214622,0,0,0,0,0.0459872,0,0,0,0,0,0,0.0290083,0,0.0710877,0,0,0.0201333,0,0,0.0254213,0.0704112,0.0216459,0.0057034,0.0184004,0.0327857,0.0298095,0.0420135,0.0503768,0.0307103,0.0116463,0.0117681,0.0299294,0.030168,0.016703,0.00873394,0,0.0207983,0.0170279,0,0.0174342,0.0625657,0.0301285,0,0,0.0221615,0,0,0.0490169,0.0607927,0.042687,0.0186542,0.0148467,0.0475778,0.0441777,0.0319186,0.0644355,0.0637446,0.022252,0.0320368,0.0412442,0.071849,0.0436958,0.0223836,0.0273286,0.0165164,0.0261203,0.0286612,0.0231801,0.0316418,0.0552142
204,0,0.0214789,0,0,0,0,0.0460193,0,0,0,0,0,0,0.0291138,0,0.0710799,0,0,0.0200954,0,0,0.0253497,0.0703967,0.0214876,0.00575469,0.0184422,0.0327423,0.0297032,0.0419644,0.0504593,0.0306781,0.011576,0.0115697,0.0299294,0.0301651,0.0165453,0.00868823,0,0.0207872,0.0170818,0,0.0173832,0.0624266,0.0301099,0,0,0.0221804,0,0,0.049012,0.060809,0.0427923,0.018684,0.0148591,0.0476195,0.0441628,0.032069,0.064474,0.0634838,0.0220063,0.0320644,0.0412572,0.0717928,0.0440016,0.0223552,0.0271961,0.0165021,0.0259554,0.0286539,0.023128,0.0315885,0.0552436
205,0,0.0215144,0,0,0,0,0.045988,0,0,0,0,0,0,0.0292668,0,0.0710938,0,0,0.0200503,0,0,0.0253112,0.070385,0.0213718,0.00583913,0.0184754,0.0326923,0.0296105,0.0419012,0.0505104,0.0306734,0.0114872,0.01141,0.0299096,0.0301431,0.0163573,0.00867342,0,0.0208092,0.0171352,0,0.0173748,0.0623672,0.0300875,0,0,0.0221883,0,0,0.0489477,0.0607489,0.04297,0.0187388,0.0149471,0.0477197,0.0441078,0.0322748,0.0645553,0.063306,0.0217957,0.0321372,0.0413796,0.0717964,0.0441371,0.0222083,0.0271949,0.0167735,0.0260027,0.0286347,0.0231113,0.0315454,0.0553048
206,0,0.021554,0,0,0,0,0.0459532,0,0,0,0,0,0,0.0293879,0,0.071097,0,0,0.0200261,0,0,0.0252554,0.0703807,0.0212331,0.00591841,0.0183933,0.0326495,0.0294681,0.0418645,0.0505169,0.0306919,0.0113891,0.0113537,0.029914,0.0301094,0.0161732,0.00868277,0,0.0208082,0.0171847,0,0.0173291,0.0623969,0.0300912,0,0,0.0221598,0,0,0.0488778,0.0606638,0.0430202,0.0188397,0.0150508,0.047875,0.0440425,0.0323512,0.0646752,0.0631862,0.0216685,0.0321854,0.0415301,0.071894,0.0442046,0.022137,0.0270735,0.0168997,0.0260804,0.0285859,0.0230909,0.031492,0.0553922
207,0,0.0216021,0,0,0,0,0.0459613,0,0,0,0,0,0,0.0294451,0,0.0710881,0,0,0.0200031,0,0,0.0251944,0.0703864,0.0210494,0.00593249,0.0182052,0.0326183,0.0293691,0.0418756,0.0505273,0.0307262,0.0113234,0.0114013,0.0299361,0.0300883,0.0160482,0.00869752,0,0.0208202,0.0173313,0,0.0171454,0.0624577,0.03009,0,0,0.0221275,0,0,0.0488329,0.0605766,0.0429521,0.0189678,0.0151587,0.0480413,0.0439443,0.0323191,0.0647518,0.0631167,0.0216076,0.0322328,0.041668,0.072033,0.0441451,0.0221449,0.0268659,0.0168289,0.0261055,0.0285266,0.0230459,0.0314498,0.0555469
208,0,0.0216653,0,0,0,0,0.0459926,0,0,0,0,0,0,0.0295608,0,0.07105,0,0,0.0199701,0,0,0.0251306,0.0703773,0.0208615,0.00593004,0.0181142,0.0325786,0.0293278,0.0418774,0.0505483,0.0307499,0.0112357,0.0114638,0.0299608,0.0300703,0.0159096,0.00866722,0,0.0208139,0.0176219,0,0.0169143,0.0624959,0.0300657,0,0,0.0221011,0,0,0.0488574,0.0604757,0.0426174,0.0191292,0.0152382,0.0482111,0.0438552,0.0323368,0.064817,0.0631108,0.0216281,0.03239,0.0417799,0.0721336,0.0439213,0.0221524,0.0266678,0.0166506,0.0261316,0.0284607,0.0230016,0.0314317,0.0557269
209,0,0.0217305,0,0,0,0,0.0459888,0,0,0,0,0,0,0.0297071,0,0.0710069,0,0,0.0199609,0,0,0.0250664,0.0703526,0.0206543,0.0059262,0.0181139,0.0325267,0.0292647,0.0418484,0.0505936,0.0308024,0.0111899,0.0114597,0.0299806,0.0300478,0.0157723,0.00865208,0,0.0208198,0.0177864,0,0.0167142,0.0625497,0.0300524,0,0,0.0220859,0,0,0.0488127,0.0603438,0.0423008,0.019304,0.0152669,0.048384,0.0438108,0.0323571,0.06492,0.0631266,0.0217297,0.0325857,0.0418979,0.0722536,0.0435751,0.0221064,0.0266978,0.0168978,0.0261001,0.0283824,0.0229245,0.0314482,0.0558889
