Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,LWRA
33,0.0291735,0,0,0,0,0.0424076,0,0,0,0,0,0,0.0204731,0,0.0232134,0.0682895,0,0,0.0235699,0,0,0.038727,0.0732822,0.0179501,0.00986214,0.0137523,0.0375217,0.0495388,0.0326649,0.0419468,0.0497123,0.0352787,0.00995875,0.0102707,0.0246941,0.0263383,0.0302224,0.0106813,0.0203499,0.0481576,0,0.016445,0.0667399,0.0364218,0,0,0.0212216,0,0,0.0467912,0.0557596,0.037554,0.022469,0.0147131,0.0477131,0.0467988,0.0328956,0.0599687,0.0560074,0.0245748,0.0571251,0.032434,0.0429273,0.0753183,0.0160427,0.0150014,0.0210113,0.0216343,0.0236497,0.0251926,0.0212215
34,0.0291906,0,0,0,0,0.0424088,0,0,0,0,0,0,0.0204114,0,0.0232575,0.0684152,0,0,0.0229997,0,0,0.0389473,0.0732029,0.017979,0.00987432,0.013643,0.0376198,0.0491803,0.0327264,0.0420036,0.0497821,0.0352428,0.0103418,0.0101652,0.0246073,0.0262872,0.030354,0.0108945,0.0203811,0.048104,0,0.0163912,0.0667179,0.0363416,0,0,0.0211522,0,0,0.0468457,0.0557514,0.0375496,0.0224836,0.0146947,0.0478123,0.0469863,0.0330361,0.0599489,0.0560249,0.0245631,0.0570795,0.0324288,0.0429265,0.0753055,0.0160283,0.0150183,0.0209618,0.0216225,0.0238994,0.0251914,0.0221517
35,0.0291293,0,0,0,0,0.0424067,0,0,0,0,0,0,0.0203023,0,0.0232927,0.068891,0,0,0.0230001,0,0,0.0389342,0.0731634,0.0180334,0.00973372,0.013611,0.0376226,0.0491226,0.0328083,0.0422495,0.0498275,0.0352036,0.0104332,0.0101949,0.0246159,0.0262964,0.0307014,0.010813,0.020417,0.0479188,0,0.0163195,0.0667789,0.0362842,0,0,0.0211257,0,0,0.0468611,0.055725,0.0375395,0.0224869,0.0147063,0.0477265,0.0471176,0.0330307,0.0600444,0.0560313,0.0244524,0.0570775,0.032448,0.0429565,0.0753097,0.0159531,0.0150514,0.0208753,0.0216809,0.0240336,0.0252233,0.0222713
36,0.0290522,0,0,0,0,0.042387,0,0,0,0,0,0,0.0201374,0,0.0233518,0.0690679,0,0,0.0230667,0,0,0.038915,0.0731323,0.0181103,0.0096929,0.0135767,0.0375912,0.04914,0.0329241,0.0426423,0.0498922,0.0351405,0.0103407,0.0102336,0.024685,0.0263477,0.0311314,0.0107967,0.0204493,0.0477391,0,0.01617,0.0667678,0.0362723,0,0,0.0211065,0,0,0.0468571,0.0556768,0.0375534,0.0224767,0.0147378,0.0475997,0.0472608,0.0330099,0.0600793,0.0560501,0.0243669,0.05708,0.0324588,0.0429173,0.0752771,0.0159313,0.0150876,0.0207887,0.0217159,0.0240227,0.0252942,0.022288
37,0.0290088,0,0,0,0,0.0423588,0,0,0,0,0,0,0.020049,0,0.0234086,0.0691287,0,0,0.0231078,0,0,0.0389049,0.0731014,0.018154,0.00968999,0.0134942,0.0376121,0.0491034,0.033016,0.0427587,0.0499269,0.0350942,0.0101598,0.0102633,0.0247686,0.02639,0.0313699,0.0107923,0.0205225,0.0476392,0,0.0159344,0.0667626,0.0363082,0,0,0.0210857,0,0,0.0468215,0.0556414,0.0376252,0.0224896,0.0147795,0.0475716,0.047455,0.0329964,0.0600844,0.0560416,0.0242717,0.0571146,0.0324693,0.0429249,0.0752307,0.0159861,0.0151406,0.0206946,0.0215574,0.0239729,0.0253725,0.0223181
38,0.0289952,0,0,0,0,0.0423342,0,0,0,0,0,0,0.0199837,0,0.023394,0.0693031,0,0,0.0231439,0,0,0.0388761,0.0730769,0.0181292,0.00966051,0.0133958,0.0376463,0.0490722,0.0330614,0.0426325,0.0499159,0.0350703,0.0100151,0.010245,0.0248277,0.0264452,0.031475,0.0107954,0.0204994,0.0476402,0,0.0158133,0.0668036,0.0363634,0,0,0.0210723,0,0,0.0467944,0.0555939,0.0376215,0.022491,0.014804,0.047573,0.0476524,0.0330048,0.0600734,0.0560226,0.0241093,0.05714,0.032464,0.0429291,0.0752226,0.0160136,0.0151329,0.0205911,0.0212755,0.0239279,0.0254437,0.0223233
39,0.0289451,0,0,0,0,0.0422924,0,0,0,0,0,0,0.0199242,0,0.0234065,0.0695031,0,0,0.0231628,0,0,0.038852,0.0730894,0.018135,0.00964877,0.013355,0.0377111,0.0490587,0.0330069,0.0425479,0.0499057,0.0350803,0.0097299,0.0102495,0.0248505,0.0264894,0.031587,0.0107986,0.0204599,0.0476448,0,0.0157509,0.0668133,0.0364707,0,0,0.0211206,0,0,0.0468154,0.05551,0.0375528,0.0224716,0.0148209,0.0475548,0.0477828,0.0330398,0.060052,0.0560145,0.0239598,0.0571467,0.0324528,0.0428898,0.0752225,0.0159715,0.0150477,0.0206006,0.0214362,0.023856,0.0255245,0.0223283
40,0.0288575,0,0,0,0,0.0421644,0,0,0,0,0,0,0.0198688,0,0.0234338,0.069405,0,0,0.0231259,0,0,0.038878,0.0731144,0.0181717,0.00962234,0.0133199,0.0377514,0.0490576,0.0328814,0.0425738,0.049925,0.0350821,0.00952937,0.010259,0.0248368,0.0265087,0.0317104,0.010812,0.020385,0.0476764,0,0.0157549,0.0668109,0.0366103,0,0,0.0211787,0,0,0.0467994,0.0554262,0.0375132,0.0224332,0.0148419,0.0475388,0.0479289,0.0330414,0.0600574,0.0560316,0.0239462,0.0571447,0.0324321,0.0428529,0.0752257,0.0159684,0.0149695,0.0206009,0.0215842,0.0237202,0.0256082,0.0223626
41,0.0287137,0,0,0,0,0.0420355,0,0,0,0,0,0,0.0198447,0,0.0234317,0.0693983,0,0,0.0230518,0,0,0.0388861,0.07317,0.0182073,0.00961513,0.0132685,0.0377632,0.0490347,0.0328334,0.0426566,0.0499384,0.0350754,0.0094953,0.0102913,0.0248182,0.0265177,0.0317702,0.0108283,0.0202742,0.0477239,0,0.0157862,0.0668131,0.0367493,0,0,0.0212347,0,0,0.0467505,0.0553507,0.0374955,0.0223865,0.0148683,0.0474836,0.0480495,0.0330623,0.0601088,0.0560646,0.0239761,0.0571246,0.0324135,0.042873,0.0752422,0.0159872,0.0149844,0.0205808,0.0216183,0.0235398,0.0257112,0.0224158
42,0.0285389,0,0,0,0,0.0419186,0,0,0,0,0,0,0.0198862,0,0.0234168,0.0696738,0,0,0.0228152,0,0,0.0389084,0.0732182,0.0182762,0.00954628,0.0131963,0.0377593,0.0489665,0.0328258,0.0427673,0.0499371,0.0350828,0.00941465,0.0103195,0.0248284,0.0265375,0.0317504,0.0108791,0.0201278,0.0477557,0,0.0157452,0.0668221,0.0369021,0,0,0.0213279,0,0,0.0467834,0.0552643,0.037459,0.0223293,0.0148411,0.0473921,0.0481737,0.0330695,0.0600988,0.0560728,0.0237725,0.0570901,0.0324115,0.0429049,0.0752668,0.0159474,0.0149399,0.0205561,0.0215989,0.0234074,0.0257906,0.0225346
43,0.0283731,0,0,0,0,0.0418086,0,0,0,0,0,0,0.0200031,0,0.0233928,0.0695808,0,0,0.0225951,0,0,0.0388859,0.0732114,0.0183177,0.00953355,0.0131878,0.0377841,0.0488641,0.0327785,0.0428221,0.0499384,0.0350688,0.00961993,0.0104171,0.0248763,0.0265844,0.0315578,0.0108945,0.0200022,0.047743,0,0.0157052,0.0668059,0.0370284,0,0,0.021384,0,0,0.0468289,0.0552363,0.037447,0.0222405,0.0148068,0.047345,0.0482639,0.0330303,0.0600931,0.0560454,0.0236701,0.0570763,0.0324188,0.0429134,0.0752892,0.0159172,0.014917,0.0205671,0.0215798,0.0233348,0.0257967,0.0225573
44,0.0282895,0,0,0,0,0.0417545,0,0,0,0,0,0,0.0202172,0,0.0233925,0.0689232,0,0,0.0224297,0,0,0.0388282,0.073195,0.0183502,0.00965937,0.0131861,0.0378621,0.0487393,0.0327284,0.0427983,0.0499184,0.0350406,0.0099397,0.0105492,0.0249501,0.0266359,0.031196,0.0109049,0.0198947,0.0477625,0,0.0156669,0.0667763,0.0370957,0,0,0.0214181,0,0,0.046889,0.0552445,0.0374482,0.0221386,0.0147995,0.0474105,0.0483553,0.0330915,0.0600692,0.0560533,0.0237721,0.0570587,0.0324263,0.0429212,0.0752805,0.0159152,0.0149501,0.0205481,0.0214544,0.0232345,0.0257534,0.0225425
45,0.0283423,0,0,0,0,0.041719,0,0,0,0,0,0,0.0203606,0,0.0233583,0.0692136,0,0,0.0223374,0,0,0.0387855,0.0732008,0.0183789,0.00957909,0.0131808,0.0378243,0.0487395,0.0327939,0.0427384,0.0498913,0.035048,0.00986239,0.0107298,0.0251015,0.02674,0.0308395,0.0109834,0.0197746,0.0476646,0,0.0156533,0.0667829,0.0371133,0,0,0.0214573,0,0,0.0469211,0.0551811,0.0374432,0.022091,0.0148111,0.0473504,0.0484652,0.0331518,0.0600744,0.0560509,0.0239328,0.0570607,0.032438,0.042965,0.0752648,0.0158326,0.0149666,0.0204953,0.0212094,0.0231527,0.0256869,0.0225479
46,0.0284584,0,0,0,0,0.041695,0,0,0,0,0,0,0.0204776,0,0.0232945,0.0692033,0,0,0.0222992,0,0,0.0387625,0.0732015,0.0183885,0.00953511,0.0131598,0.0378034,0.0487811,0.032828,0.0426151,0.0498968,0.0350549,0.00983699,0.010839,0.0252238,0.0268069,0.030458,0.0110276,0.01968,0.0475588,0,0.0156518,0.0667485,0.0371158,0,0,0.0215143,0,0,0.0468466,0.0551184,0.0374408,0.022075,0.0148194,0.0473461,0.0485914,0.0330785,0.06007,0.0560458,0.0241084,0.0570645,0.0324647,0.0429586,0.075223,0.0157846,0.0149685,0.0205499,0.0214299,0.0231272,0.0256493,0.022513
47,0.0285853,0,0,0,0,0.0416652,0,0,0,0,0,0,0.0207198,0,0.0232739,0.0684775,0,0,0.0223077,0,0,0.0387825,0.0731682,0.0183679,0.00966834,0.013128,0.0378707,0.0487568,0.032836,0.0425482,0.0498684,0.0350414,0.00996039,0.0109311,0.0252541,0.026829,0.0300578,0.0110008,0.019607,0.0474669,0,0.0156531,0.0667045,0.0370949,0,0,0.0215352,0,0,0.0467949,0.0551,0.0374387,0.0220263,0.0147849,0.0474987,0.0487184,0.032894,0.0600488,0.0560478,0.0240391,0.0570546,0.0324843,0.0428682,0.0751689,0.0157998,0.0150148,0.0205647,0.0216244,0.0232984,0.0256695,0.0225224
48,0.0286793,0,0,0,0,0.0416093,0,0,0,0,0,0,0.0210585,0,0.0232339,0.0684398,0,0,0.022311,0,0,0.0388211,0.0731049,0.0183592,0.0096817,0.0131288,0.0378879,0.0487683,0.0329208,0.0425977,0.0498671,0.0350281,0.0102273,0.0111143,0.0253188,0.0268549,0.0296963,0.0109659,0.0195631,0.0474167,0,0.0157093,0.0666676,0.0370754,0,0,0.0215307,0,0,0.0467694,0.0551,0.0374289,0.0219363,0.0147576,0.0475587,0.0488897,0.0330659,0.0601239,0.0560409,0.0239855,0.0570701,0.0324977,0.0428225,0.0751357,0.0157017,0.0150085,0.0205188,0.0216583,0.0235655,0.0257017,0.0225555
49,0.0287057,0,0,0,0,0.0415827,0,0,0,0,0,0,0.0213483,0,0.0232075,0.0692131,0,0,0.0223182,0,0,0.038823,0.0730598,0.0184164,0.00950017,0.0131258,0.0377633,0.0488973,0.0331085,0.0426387,0.0499097,0.0349986,0.0104581,0.011322,0.0254501,0.0269445,0.0293358,0.0109668,0.0194607,0.0472169,0,0.0157647,0.0666401,0.0370779,0,0,0.0215459,0,0,0.0467879,0.0550155,0.0374467,0.0218498,0.0147486,0.0474494,0.0490337,0.0332024,0.0602864,0.0560198,0.0239298,0.0570587,0.0324938,0.042812,0.0751078,0.0155711,0.0149358,0.020438,0.0216059,0.0231219,0.025702,0.0225962
50,0.0286896,0,0,0,0,0.0415381,0,0,0,0,0,0,0.0216492,0,0.0231649,0.0697111,0,0,0.0223377,0,0,0.0388088,0.0730541,0.0184632,0.00933537,0.0131046,0.0376634,0.0489656,0.0332154,0.0426743,0.0499595,0.034963,0.0107531,0.011535,0.0255581,0.0270235,0.0289289,0.0109234,0.0194302,0.0470745,0,0.0158064,0.0666212,0.0371089,0,0,0.0215915,0,0,0.0468001,0.0549368,0.0374541,0.0217465,0.0147153,0.0473707,0.0491257,0.0332687,0.0603496,0.0560156,0.0239458,0.0569976,0.0324778,0.0427646,0.0750821,0.0155139,0.0149159,0.0203558,0.0215748,0.0227608,0.0256824,0.0226159
51,0.028666,0,0,0,0,0.0414639,0,0,0,0,0,0,0.0219375,0,0.0231145,0.0698064,0,0,0.0223344,0,0,0.038793,0.0730636,0.0185034,0.00924644,0.0130524,0.0376244,0.0488987,0.0331097,0.0427417,0.0500001,0.0349343,0.0111474,0.0117052,0.0256456,0.0270733,0.0285197,0.0108251,0.0194935,0.0470279,0,0.0158655,0.0666265,0.0371779,0,0,0.0216881,0,0,0.0468359,0.0548716,0.0374409,0.0216593,0.0146627,0.0473739,0.0491784,0.0332978,0.060349,0.0560323,0.024057,0.0569212,0.0324399,0.0427275,0.0750517,0.0154907,0.0150162,0.0203088,0.021566,0.022753,0.0256314,0.022644
52,0.0288438,0,0,0,0,0.0413071,0,0,0,0,0,0,0.0199591,0,0.0216454,0,0,0,0.0223674,0,0,0.0387307,0.0703499,0.0171876,0.0103956,0.0138448,0.0333398,0.0482469,0,0.0476691,0.0519618,0.0323942,0.0100836,0.0115162,0.0253123,0.0263677,0.0317629,0.0104862,0.0195717,0.0499304,0,0.0172439,0.0597064,0.0375502,0,0,0.0219202,0,0,0.0470518,0.0563579,0.038392,0.0228666,0.0136927,0.0464313,0.05141,0.0347193,0.0610978,0.0573426,0.0273328,0.0553689,0.0309778,0.0411585,0.073794,0.0174054,0.0154151,0.0201696,0.0217094,0.0238427,0.0244513,0.0225959
53,0.0292726,0,0,0,0,0.0409116,0,0,0,0,0,0,0.0231347,0,0.0227099,0.0685533,0,0,0.0222228,0,0,0.038812,0.073221,0.0173046,0.00758865,0.0141873,0.0377542,0.0485806,0,0.0447231,0.0509492,0.0358316,0.0107021,0.0113923,0.0249733,0.0260927,0.0260272,0.0107465,0.0196632,0.0456822,0,0.0159896,0.0674967,0.0375301,0,0,0.0216061,0,0,0.0467753,0.0539017,0.0376965,0.0220379,0.0146196,0.0465928,0.0486659,0.033636,0.0605958,0.0559432,0.0230156,0.0568692,0.0321793,0.0426996,0.0749396,0.0149193,0.0151825,0.0204193,0.0214432,0.0229661,0.0249466,0.0228021
54,0.0287534,0,0,0,0,0.0407246,0,0,0,0,0,0,0.0226774,0,0.0230388,0.0696534,0,0,0.0222998,0,0,0.0389295,0.0730886,0.0185089,0.00902782,0.0127943,0.0375922,0.0482136,0.0339354,0.0427986,0.0499611,0.0348543,0.010793,0.011983,0.0260078,0.0273858,0.0277941,0.0105177,0.0196476,0.0472722,0,0.0158186,0.0664605,0.0373199,0,0,0.0216698,0,0,0.0468527,0.0547788,0.0372926,0.0212945,0.0145533,0.0474876,0.049671,0.0333954,0.0602084,0.0560214,0.0238898,0.057005,0.0323975,0.0428243,0.0750596,0.0155508,0.0152871,0.0204028,0.0215376,0.0229912,0.0252305,0.0229568
55,0.0295174,0,0,0,0,0.0406731,0,0,0,0,0,0,0.0234385,0,0.0227004,0.0690597,0,0,0.0222585,0,0,0.0390071,0.0732914,0.0173665,0.00759683,0.0141058,0.0377586,0.0481553,0,0.044674,0.0509431,0.0359639,0.0106276,0.0115238,0.025146,0.0262678,0.0259273,0.0105719,0.0195099,0.0460159,0,0.0160525,0.0674932,0.0375203,0,0,0.0215955,0,0,0.0467865,0.0537089,0.0375488,0.0218735,0.0146264,0.0464469,0.0489917,0.0335621,0.0606541,0.0559153,0.0227229,0.0569238,0.0321988,0.0428623,0.0749311,0.0149712,0.0152253,0.0204372,0.0213929,0.0231107,0.0246694,0.0232126
56,0.0290551,0,0,0,0,0.0406712,0,0,0,0,0,0,0.0227652,0,0.0230635,0.0699638,0,0,0.0223938,0,0,0.0390318,0.0731558,0.0185843,0.00897541,0.0126413,0.0376596,0.0477979,0.0337702,0.0427965,0.0499878,0.0350285,0.0109566,0.0121036,0.0261225,0.0274781,0.0278063,0.0103228,0.0193917,0.0477965,0,0.0161593,0.066583,0.037269,0,0,0.0216824,0,0,0.0469217,0.054492,0.0371528,0.0212373,0.0146297,0.0473332,0.0498707,0.0330971,0.0604085,0.0559874,0.0237049,0.05706,0.0324727,0.0429689,0.0750865,0.0156813,0.01527,0.0203641,0.0213929,0.0230873,0.0249946,0.0233611
57,0.0291236,0,0,0,0,0.0406509,0,0,0,0,0,0,0.0225383,0,0.0231012,0.0695696,0,0,0.0224305,0,0,0.0391532,0.0732037,0.0186375,0.00877155,0.0125728,0.0376092,0.0477017,0.0331944,0.0428115,0.0500108,0.035119,0.0110647,0.0121695,0.0261327,0.0274881,0.0280823,0.0102263,0.0192975,0.0481457,0,0.0162877,0.0667026,0.0371958,0,0,0.0217974,0,0,0.0468985,0.0543278,0.0371039,0.0212489,0.0146824,0.0471261,0.0501121,0.0331362,0.060359,0.0560076,0.0236801,0.0570727,0.0324195,0.0429764,0.0751306,0.015868,0.015182,0.0202136,0.0213772,0.0230885,0.0249337,0.0235559
58,0.0298109,0,0,0,0,0.0405912,0,0,0,0,0,0,0.0229705,0,0.0228743,0.0682487,0,0,0.022337,0,0,0.0391113,0.073317,0.0175696,0.0071131,0.013793,0.037803,0.0476576,0,0.0450002,0.0510567,0.036089,0.0107333,0.0116169,0.0252508,0.0263453,0.0265959,0.010243,0.0191791,0.0468801,0,0.0164741,0.0675518,0.0373951,0,0,0.0216699,0,0,0.0467811,0.0532882,0.0373331,0.0219847,0.0147245,0.0461305,0.0494784,0.0336335,0.0605766,0.0559067,0.0226153,0.0570016,0.0321288,0.0429635,0.0750672,0.0152409,0.0150177,0.0202172,0.0213005,0.0230991,0.024458,0.0234032
59,0.0292392,0,0,0,0,0.0404811,0,0,0,0,0,0,0.0222789,0,0.023243,0.0691072,0,0,0.0224,0,0,0.0390319,0.0732186,0.0187479,0.00881702,0.0123958,0.0379732,0.0473977,0.0331576,0.0429609,0.050022,0.0352867,0.01093,0.0121876,0.0262233,0.0275736,0.0286216,0.0100426,0.0191767,0.0486217,0,0.0162789,0.0669823,0.0371706,0,0,0.0217198,0,0,0.0468234,0.0541549,0.0368761,0.0212947,0.0146941,0.0470679,0.0502655,0.0333455,0.060275,0.0560438,0.0236457,0.0570729,0.0322731,0.0430431,0.0752194,0.0161343,0.0150195,0.0201022,0.0214294,0.0228605,0.0249408,0.0232301
60,0.0292345,0,0,0,0,0.0403169,0,0,0,0,0,0,0.0222864,0,0.0232293,0.0691692,0,0,0.0223456,0,0,0.0389858,0.073229,0.0186956,0.00913813,0.0122801,0.0381553,0.0473886,0.033165,0.0429623,0.0500282,0.0354037,0.0107889,0.0120577,0.0262649,0.0276262,0.0286726,0.0100525,0.0190926,0.0488762,0,0.0162973,0.0672204,0.0371787,0,0,0.0218211,0,0,0.0467859,0.054138,0.0367724,0.0212753,0.0148002,0.0470244,0.0502085,0.0334026,0.0602955,0.0560661,0.0236948,0.0570689,0.0322311,0.0430852,0.0753054,0.0162831,0.0150237,0.0199655,0.0215299,0.0226622,0.0250201,0.0232738
61,0.0297702,0,0,0,0,0.0395357,0,0,0,0,0,0,0.0221084,0,0.0232205,0.0690226,0,0,0.0147344,0,0,0.0247125,0.0731534,0.0186995,0.00951041,0.0121842,0.0385251,0.0441776,0.0332011,0.043122,0.0500812,0.035346,0.0106843,0.0120137,0.0263387,0.0277198,0.0290141,0.0145527,0.0218137,0.0490761,0,0.0164494,0.0673605,0.0369433,0,0,0.0218662,0,0,0.0466857,0.0539226,0.0368434,0.0216435,0.0147976,0.0474305,0.0509265,0.0333421,0.0604815,0.0561064,0.0236625,0.0569405,0.0320565,0.0429902,0.0752553,0.0163772,0.0145425,0.0198017,0.0215703,0.0216001,0.0251435,0
62,0.0291687,0,0,0,0,0.0401009,0,0,0,0,0,0,0.0221106,0,0.0232693,0.0687505,0,0,0.0227716,0,0,0.0384965,0.073265,0.0187313,0.00934222,0.012024,0.0383544,0.0476471,0.0332531,0.043172,0.0500403,0.035317,0.0108374,0.0119905,0.0263517,0.027752,0.029074,0.00991795,0.0193314,0.0494291,0,0.0164035,0.0676788,0.0372566,0,0,0.0216012,0,0,0.0467084,0.0540251,0.0366244,0.0213222,0.0149493,0.0468616,0.0503079,0.0331201,0.0603372,0.0560841,0.0237233,0.057036,0.0321052,0.0430931,0.0754177,0.016561,0.0152271,0.0198461,0.0213658,0.0222296,0.0250923,0.0222059
63,0.0291764,0,0,0,0,0.0399621,0,0,0,0,0,0,0.0219988,0,0.0232777,0.0685361,0,0,0.0222619,0,0,0.0382273,0.0732986,0.0187632,0.00943658,0.0118618,0.0385085,0.0475038,0.0332941,0.0432441,0.050004,0.0352057,0.0110107,0.0119652,0.0263733,0.0277602,0.0293628,0.0102457,0.019648,0.0495829,0,0.0164841,0.067807,0.0372686,0,0,0.0214179,0,0,0.0466745,0.0540136,0.0366113,0.0213904,0.0150155,0.0468276,0.0504659,0.033402,0.0603751,0.0561093,0.0238009,0.0570338,0.032019,0.0430588,0.0754637,0.0166147,0.0152307,0.0197808,0.0212238,0.0219946,0.0251111,0.0222521
64,0.0291813,0,0,0,0,0.0399761,0,0,0,0,0,0,0.0218618,0,0.0232736,0.06839,0,0,0.0223261,0,0,0.0386233,0.0733481,0.0189804,0.0094539,0.0117099,0.0386792,0.0477551,0.0332955,0.0433153,0.0499747,0.035131,0.0111637,0.0119686,0.026378,0.0277693,0.0296035,0.0102913,0.0192488,0.0496902,0,0.0165637,0.0679996,0.0371737,0,0,0.0212819,0,0,0.046687,0.0540334,0.0365941,0.0214489,0.0151305,0.0467771,0.0505078,0.0335826,0.0604741,0.0561117,0.0238516,0.0570665,0.0319853,0.0430661,0.0755082,0.0166652,0.0152722,0.019716,0.0211353,0.0218444,0.0251695,0.0225624
65,0.0292331,0,0,0,0,0.0399278,0,0,0,0,0,0,0.0217199,0,0.0232635,0.0683018,0,0,0.0223914,0,0,0.0388709,0.0733852,0.0192984,0.00957215,0.0115728,0.0388616,0.0480415,0.0332926,0.0433777,0.0499755,0.0350558,0.0110656,0.0120336,0.0263971,0.0277939,0.0298237,0.0103077,0.0189491,0.0498213,0,0.0166328,0.0682485,0.0371014,0,0,0.0211567,0,0,0.0467074,0.0540507,0.0365612,0.0215134,0.0152023,0.0467743,0.0504753,0.0336322,0.0604347,0.0561119,0.0239081,0.0570858,0.0319266,0.0430612,0.0755344,0.01679,0.0153597,0.019616,0.0210213,0.0218432,0.0252403,0.0228068
66,0.0293158,0,0,0,0,0.0398594,0,0,0,0,0,0,0.0216829,0,0.0232841,0.0682248,0,0,0.0223987,0,0,0.0388622,0.0734039,0.0194119,0.00972575,0.0114829,0.0390022,0.0483322,0.0333015,0.0434029,0.0499998,0.0349645,0.0110148,0.0120691,0.0264337,0.027792,0.0300331,0.0103709,0.01887,0.0499438,0,0.0166452,0.0684387,0.0370689,0,0,0.0209902,0,0,0.0466241,0.0540553,0.0365196,0.0215834,0.0152425,0.0467613,0.0504071,0.0336087,0.0603305,0.0561129,0.0239601,0.0570939,0.0318826,0.0430557,0.0755627,0.0168767,0.0154705,0.0195071,0.020903,0.0218203,0.0253204,0.0227318
67,0.0293948,0,0,0,0,0.0398014,0,0,0,0,0,0,0.021614,0,0.0233462,0.0681173,0,0,0.0224005,0,0,0.0387792,0.0734186,0.0194232,0.00981458,0.0114461,0.0391079,0.0486489,0.033347,0.0434505,0.0500315,0.0348769,0.0110413,0.0120567,0.0264475,0.0277839,0.0302588,0.010473,0.0188233,0.050103,0,0.0166347,0.0686073,0.0370576,0,0,0.0208393,0,0,0.0465406,0.054039,0.0365247,0.0216907,0.015278,0.0467489,0.0503987,0.0336181,0.0602026,0.0561145,0.0239895,0.0570776,0.0318549,0.043106,0.075614,0.0169549,0.0155671,0.0194149,0.0208407,0.0217163,0.0253534,0.0225537
68,0.0294862,0,0,0,0,0.0397592,0,0,0,0,0,0,0.0214655,0,0.0234006,0.0679113,0,0,0.0224211,0,0,0.0387978,0.0734513,0.0194372,0.00975802,0.0114244,0.0392114,0.0489758,0.0333922,0.0434651,0.0500627,0.0347707,0.0109928,0.0120121,0.0264308,0.0277815,0.0304904,0.0105976,0.0188721,0.0503399,0,0.0166477,0.068733,0.0370633,0,0,0.0207397,0,0,0.0464625,0.0539822,0.036549,0.0218213,0.0153443,0.0467289,0.0504526,0.0336472,0.0599191,0.0561026,0.0239658,0.0570544,0.0318062,0.0431084,0.0756562,0.0171122,0.0156142,0.0193144,0.0208649,0.0215564,0.0252797,0.0224245
69,0.0296129,0,0,0,0,0.0396963,0,0,0,0,0,0,0.0213368,0,0.0234105,0.067629,0,0,0.022476,0,0,0.0388524,0.0734816,0.0194533,0.00963208,0.0114432,0.0393216,0.0492978,0.0334664,0.0434924,0.0500875,0.0346515,0.010903,0.0119818,0.026413,0.027779,0.0307572,0.0107117,0.0189674,0.0505972,0,0.0166891,0.0687757,0.037133,0,0,0.0207291,0,0,0.0463953,0.0539005,0.0365776,0.0219538,0.0153915,0.0467165,0.0504823,0.0337002,0.0595963,0.0560849,0.023885,0.0570307,0.0317412,0.043076,0.0756497,0.0173264,0.0157101,0.0191625,0.0209469,0.0216174,0.0252153,0.0223165
70,0.0297469,0,0,0,0,0.0396582,0,0,0,0,0,0,0.0212687,0,0.0233819,0.0674902,0,0,0.0225446,0,0,0.0388451,0.0734507,0.019432,0.00967849,0.0114787,0.039464,0.0495839,0.0334752,0.0434746,0.0501551,0.0347083,0.0108248,0.0118985,0.0263951,0.0277516,0.0309771,0.0107624,0.0189584,0.0506011,0,0.0167829,0.0687959,0.0372902,0,0,0.0207757,0,0,0.0463365,0.0539539,0.0365851,0.0219991,0.0154568,0.0467599,0.0505886,0.0337163,0.059853,0.0561119,0.0238854,0.0570303,0.0316741,0.0430821,0.0756802,0.0173153,0.0157999,0.0189678,0.0210424,0.0217172,0.02515,0.0222271
71,0.0298981,0,0,0,0,0.0396067,0,0,0,0,0,0,0.0212746,0,0.0233705,0.0675471,0,0,0.0225687,0,0,0.0388007,0.0734168,0.0193792,0.00993654,0.011476,0.0396566,0.0498396,0.0334466,0.0433983,0.0501873,0.0347898,0.0108077,0.011804,0.0263682,0.0277237,0.0310691,0.0108022,0.0188294,0.0506394,0,0.0168281,0.0688654,0.0375316,0,0,0.0209337,0,0,0.0463408,0.0539841,0.0364789,0.0220349,0.0155005,0.0468763,0.0507134,0.0337894,0.0600478,0.0561735,0.0239324,0.0570357,0.0316347,0.0430772,0.0757068,0.0172652,0.0155536,0.0187757,0.0211286,0.0217911,0.0252365,0.0221436
