Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,RTHIA,LTHI,
374,0.0360367,0,0,0,0,0.0524453,0,0,0,0,0,0,0.0295229,0,0.0180778,0.0703701,0,0,0.0253446,0,0,0.0459216,0.0706299,0.0211803,0.00687796,0.0137701,0.0455055,0.029135,0.0412286,0.0503115,0.036639,0.0110032,0.0132847,0.0271748,0.0283542,0.0154274,0.00455572,0.047171,0.0289478,0.0404067,0,0.017153,0.0696861,0.0374962,0,0,0.0212198,0,0,0.0509184,0.053828,0.0363982,0.0251734,0.0156215,0.0491766,0.0375203,0.0300706,0.056766,0.0248453,0.0520953,0.0328006,0.037633,0.0703436,0.0178408,0.020647,0.0396945,0.0230145,0.031875,0.0159269,0.0586108,0.0312705,0
375,0.0361052,0,0,0,0,0.0525116,0,0,0,0,0,0,0.0281907,0,0.0183806,0.0705914,0,0,0.0252286,0,0,0.0458831,0.0702302,0.0211162,0.00685399,0.0137375,0.045614,0.0290086,0.0419622,0.0506303,0.0364362,0.0108935,0.0130822,0.0273317,0.0285672,0.0171145,0.00454145,0.0472278,0.028995,0.0402686,0,0.0169699,0.0696657,0.0376566,0,0,0.0212101,0,0,0.0509455,0.0536184,0.0365918,0.0248303,0.0156624,0.0487515,0.0374482,0.0301064,0.0566478,0.0245238,0.0519892,0.0324315,0.0375635,0.0701708,0.0179674,0.0205707,0.0398201,0.0230568,0.0320013,0.0158178,0.0585908,0.0317282,0
376,0.0361025,0,0,0,0,0.0525122,0,0,0,0,0,0,0.0272784,0,0.0186317,0.0708131,0,0,0.0250842,0,0,0.0458847,0.0698383,0.0210766,0.00711219,0.0134717,0.045993,0.0289635,0.0428551,0.050942,0.0362272,0.0110479,0.0135759,0.0272698,0.0285856,0.0186496,0.00454357,0.047252,0.0289897,0.040027,0,0.016752,0.0696927,0.0378091,0,0,0.0211761,0,0,0.0509773,0.0533288,0.0369054,0.0244261,0.0156473,0.0483024,0.037349,0.0301813,0.0565187,0.0241509,0.0518801,0.0320632,0.0374733,0.0699536,0.01809,0.0204923,0.0399025,0.0230552,0.0320492,0.0157335,0.0586062,0.0322454,0
377,0.0360539,0,0,0,0,0.0524373,0,0,0,0,0,0,0.0265028,0,0.0186573,0.0710044,0,0,0.0249298,0,0,0.0459141,0.0695988,0.0210511,0.00752677,0.0129507,0.0464929,0.0289908,0.0437123,0.0511213,0.0356442,0.0112811,0.01436,0.0270665,0.0284857,0.0195268,0.00455856,0.0473401,0.0290285,0.03963,0,0.0166554,0.0698538,0.0379465,0,0,0.0210616,0,0,0.0509586,0.053071,0.0373809,0.0239477,0.0156363,0.0479006,0.0372375,0.0302191,0.0564536,0.0237597,0.0517938,0.0317484,0.0373609,0.0697295,0.0183121,0.0204478,0.0399247,0.023029,0.0319863,0.0157402,0.0586219,0.0326459,0
378,0.0360464,0,0,0,0,0.0523485,0,0,0,0,0,0,0.0257566,0,0.0183178,0.0714073,0,0,0.0247777,0,0,0.0459633,0.0693694,0.0210092,0.00881408,0.012378,0.0469696,0.0289897,0.0443465,0.0510621,0.0344931,0.0112748,0.0145535,0.0270328,0.0284642,0.0205251,0.00458577,0.0474834,0.0290872,0.039306,0,0.0165748,0.06999,0.0380869,0,0,0.0209181,0,0,0.0509254,0.0532179,0.0378463,0.0229886,0.0156466,0.0477214,0.0370332,0.0301668,0.0566247,0.0236754,0.0516538,0.0314729,0.0371797,0.0694734,0.0187019,0.020448,0.0399468,0.0229583,0.0319179,0.0157853,0.0586175,0.0323967,0
379,0.0359622,0,0,0,0,0.0522675,0,0,0,0,0,0,0.0252081,0,0.0178645,0.0713944,0,0,0.0248373,0,0,0.0460028,0.0697079,0.0211406,0.0096918,0.011736,0.0471071,0.0291361,0.044788,0.0507435,0.0334929,0.0112291,0.0142702,0.0274085,0.0288414,0.0219441,0.00461164,0.0474938,0.0290879,0.0383628,0,0.0166211,0.0702224,0.0381539,0,0,0.0208587,0,0,0.0508793,0.0533977,0.0384578,0.0221733,0.0158213,0.0476221,0.0368412,0.0299776,0.0567927,0.0234855,0.0515208,0.0311782,0.037021,0.0692128,0.0192948,0.0204943,0.0400282,0.0229531,0.0318212,0.0159151,0.0586461,0.0320852,0
380,0.0358519,0,0,0,0,0.0523014,0,0,0,0,0,0,0.0244269,0,0.017297,0.0712494,0,0,0.0250155,0,0,0.0459903,0.0702997,0.021481,0.0103566,0.0111009,0.0469913,0.0293812,0.0449974,0.0503911,0.0328663,0.0111192,0.0139108,0.0278889,0.0293737,0.0234406,0.00463741,0.0473461,0.0290053,0.0371043,0,0.0166413,0.0703567,0.0381318,0,0,0.0208438,0,0,0.050805,0.0537003,0.0392019,0.0213837,0.0160811,0.0475563,0.0366565,0.0296803,0.0569793,0.0233104,0.0513685,0.0308407,0.0368392,0.0689022,0.0200906,0.0205011,0.0401495,0.0229718,0.0317962,0.0160989,0.0587023,0.0320528,0
381,0.0357038,0,0,0,0,0.0524268,0,0,0,0,0,0,0.0235261,0,0.0168994,0.0710278,0,0,0.0251994,0,0,0.0459813,0.0709057,0.0218274,0.0107472,0.0105693,0.0467294,0.0296236,0.0450677,0.0501482,0.0325907,0.0109816,0.0137605,0.0281856,0.0297516,0.0245833,0.00469493,0.047246,0.0289334,0.0354564,0,0.0165382,0.0702962,0.0380433,0,0,0.0208853,0,0,0.0507515,0.0541093,0.0399834,0.0207377,0.0163684,0.0475464,0.0364821,0.0293875,0.0571701,0.0230811,0.0512054,0.0304441,0.0366491,0.0685545,0.0212422,0.0204281,0.0402067,0.0229928,0.0318289,0.0163343,0.0587422,0.0320195,0
382,0.0355093,0,0,0,0,0.0525312,0,0,0,0,0,0,0.023089,0,0.0168652,0.0709789,0,0,0.0253481,0,0,0.0458679,0.071187,0.0217596,0.0111456,0.0102822,0.0464392,0.0298611,0.0450956,0.050073,0.0325563,0.010757,0.0136258,0.0281432,0.029777,0.0253044,0.00476303,0.0470267,0.028852,0.0337017,0,0.0165221,0.0699827,0.03791,0,0,0.0209211,0,0,0.0507369,0.05469,0.0407108,0.0200397,0.0166263,0.0475357,0.0363213,0.0291657,0.0573297,0.0228425,0.0510871,0.0300445,0.0364831,0.0681959,0.0226659,0.0203265,0.0402955,0.0230049,0.0318599,0.0165582,0.0587187,0.0319162,0
383,0.0352469,0,0,0,0,0.0525389,0,0,0,0,0,0,0.0230327,0,0.0172055,0.0711011,0,0,0.0254901,0,0,0.0457141,0.0709996,0.0212345,0.0115216,0.0103334,0.0462314,0.0300124,0.0449136,0.0502361,0.0325562,0.0103384,0.013386,0.027918,0.0295578,0.0251909,0.00480602,0.0466618,0.028697,0.0319479,0,0.0165096,0.0693346,0.0377541,0,0,0.0209053,0,0,0.0507642,0.0553757,0.0415734,0.0193712,0.0168872,0.0475678,0.0361977,0.0290146,0.0574642,0.0226365,0.0510589,0.0296796,0.0363894,0.067892,0.0243668,0.0202646,0.0403959,0.0230099,0.0318286,0.016814,0.0586794,0.0323528,0
384,0.0349089,0,0,0,0,0.0524674,0,0,0,0,0,0,0.0234771,0,0.017769,0.0712518,0,0,0.025681,0,0,0.0457028,0.0704873,0.0205248,0.0117541,0.0108204,0.0461034,0.030169,0.0446839,0.0505966,0.0323767,0.00999918,0.0130899,0.0277219,0.0293214,0.0245378,0.00480375,0.0464945,0.0285994,0.0300029,0,0.0163118,0.0684672,0.0375487,0,0,0.0208802,0,0,0.0507903,0.0560241,0.0425001,0.0189021,0.0171298,0.0476456,0.0361871,0.0289131,0.0576645,0.0224304,0.0511149,0.0294045,0.0363823,0.067664,0.0264883,0.0202638,0.0403913,0.0230065,0.031729,0.0171045,0.0586923,0.0332118,0
385,0.0345511,0,0,0,0,0.0523583,0,0,0,0,0,0,0.0240258,0,0.0183138,0.0712084,0,0,0.0259121,0,0,0.0457071,0.069886,0.0200121,0.0118772,0.0116948,0.0460591,0.0303727,0.0446393,0.0511589,0.0322501,0.00983301,0.012852,0.0276415,0.0291344,0.0238713,0.0047834,0.0463749,0.0285614,0.0278087,0,0.0160674,0.0676569,0.037325,0,0,0.0209234,0,0,0.0507989,0.0566214,0.0434276,0.0186577,0.0173052,0.047765,0.0362761,0.0288111,0.0579526,0.022273,0.0512134,0.0291685,0.0364156,0.0674637,0.0290409,0.0202975,0.0402869,0.0229756,0.031575,0.0174323,0.0587523,0.033454,0
386,0.0341904,0,0,0,0,0.0522718,0,0,0,0,0,0,0.0243218,0,0.0187481,0.07095,0,0,0.0262151,0,0,0.0457985,0.0693196,0.0197493,0.011976,0.0126098,0.0461043,0.0306745,0.0447198,0.0518092,0.0322122,0.00971207,0.0126414,0.0275814,0.0289792,0.0234453,0.00473972,0.0463592,0.0285582,0.0256425,0,0.0159614,0.0670297,0.0370943,0,0,0.0210332,0,0,0.0508201,0.0571364,0.0443295,0.0185157,0.017388,0.0479309,0.0364293,0.0286655,0.0583541,0.0221778,0.0512786,0.0289003,0.0364167,0.0672678,0.031949,0.0203687,0.0401615,0.0229367,0.0313993,0.0177934,0.0587716,0.0333186,0
387,0.0338161,0,0,0,0,0.0521748,0,0,0,0,0,0,0.0243587,0,0.0190636,0.070677,0,0,0.0265887,0,0,0.0458815,0.0688502,0.0194982,0.0120021,0.0133032,0.0460668,0.0311231,0.0447231,0.0523732,0.0321965,0.00954432,0.0123481,0.0274543,0.0287644,0.0234786,0.0047966,0.046286,0.0285161,0.0237147,0,0.0159806,0.066573,0.03687,0,0,0.0211812,0,0,0.0508391,0.0576172,0.0451464,0.0183527,0.0173007,0.0480715,0.0366341,0.0285029,0.058807,0.0221994,0.051303,0.0286465,0.0363561,0.0671034,0.035157,0.0204457,0.0401861,0.0229775,0.0311922,0.0181688,0.058807,0.0329793,0
388,0.0335233,0,0,0,0,0.0520988,0,0,0,0,0,0,0.0242054,0,0.0193404,0.0702712,0,0,0.0269574,0,0,0.0459523,0.0686417,0.0192255,0.0120388,0.0135853,0.0460295,0.0315936,0.0446432,0.0526411,0.032081,0.00931012,0.0119423,0.0272854,0.0285363,0.0238263,0.00491689,0.0462456,0.0285427,0.0219443,0,0.0160529,0.0663123,0.0367172,0,0,0.0212558,0,0,0.0508526,0.058072,0.0461211,0.018266,0.0169387,0.0483212,0.0367692,0.0282793,0.0593293,0.0224108,0.0512843,0.0284012,0.0362211,0.066834,0.0386314,0.0205212,0.0401752,0.0229789,0.0310235,0.018511,0.0588018,0.0326249,0
389,0.0330884,0,0,0,0,0.0507377,0,0,0,0,0,0,0.0239076,0,0.0196131,0.0696003,0,0,0.0242382,0,0,0.0257819,0.0688772,0.0190593,0.0120671,0.0133554,0.0460113,0.0319157,0.044477,0.0525023,0.031711,0.00906647,0.0115022,0.0271205,0.028346,0.0245343,0.0102021,0,0.0224306,0.0206035,0,0.0162035,0.0661132,0.0379427,0,0,0.0210168,0,0,0.0506923,0.0585708,0.0473106,0.018127,0.0164109,0.0486833,0.0364631,0.0278759,0.0599671,0.0228368,0.0512057,0.0282349,0.0359872,0.0664772,0.0424094,0.020294,0.0400095,0.0229112,0.0297131,0.0185409,0.0586492,0.0320535,0
390,0.0331426,0,0,0,0,0.0519633,0,0,0,0,0,0,0.0233388,0,0.0196953,0.0690184,0,0,0.0278361,0,0,0.0459837,0.0691873,0.0188098,0.0121234,0.0131872,0.0460427,0.0326411,0.0443885,0.0523791,0.031429,0.00869384,0.0110815,0.0270967,0.0282415,0.0255541,0.00518602,0.0459324,0.0287336,0.0199201,0,0.016444,0.0660193,0.0365973,0,0,0.0212945,0,0,0.0508239,0.0589789,0.0484773,0.0179077,0.0159011,0.0490426,0.0367785,0.0276645,0.0606575,0.0232378,0.0510438,0.0281136,0.0356544,0.066159,0.046342,0.0205221,0.0399887,0.0229916,0.0307868,0.0190928,0.0586344,0.0314774,0
391,0.0329137,0,0,0,0,0.0518353,0,0,0,0,0,0,0.0230401,0,0.0197097,0.0685592,0,0,0.0278607,0,0,0.0461108,0.0696107,0.0186225,0.012268,0.0129379,0.0458092,0.0332333,0.0442438,0.0521586,0.0311138,0.00833826,0.0109284,0.0271238,0.0282115,0.0261994,0.00572398,0.0460021,0.0286318,0.019714,0,0.0167204,0.0659769,0.0365422,0,0,0.021341,0,0,0.0508156,0.059557,0.0494816,0.0175854,0.0154158,0.0492478,0.036833,0.0275059,0.0613495,0.0237,0.0508626,0.0280644,0.0353778,0.0659425,0.0499715,0.0204474,0.0400048,0.0229843,0.0306252,0.0193633,0.05865,0.031139,0
392,0.0326384,0,0,0,0,0.0516996,0,0,0,0,0,0,0.0229253,0,0.0196888,0.06808,0,0,0.0280943,0,0,0.0462239,0.0699156,0.0185799,0.0124391,0.0128038,0.0456676,0.033827,0.0442805,0.0520379,0.0308658,0.00812338,0.0109111,0.0272546,0.0283093,0.0264988,0.00610225,0.0459833,0.0286966,0.0197346,0,0.0171188,0.0659122,0.0364714,0,0,0.0213814,0,0,0.0507994,0.0601784,0.0505671,0.0173314,0.0148123,0.0494905,0.0368197,0.0273272,0.061933,0.0241446,0.0506432,0.0279936,0.0351711,0.0657611,0.0532934,0.0203665,0.0399888,0.0230012,0.0304546,0.0197021,0.0586668,0.0312249,0
393,0.0323166,0,0,0,0,0.0514933,0,0,0,0,0,0,0.0230562,0,0.0196584,0.0676383,0,0,0.0283176,0,0,0.0463342,0.070047,0.0185896,0.0125377,0.0128188,0.045601,0.0344108,0.044373,0.0520349,0.0307727,0.00811478,0.0109972,0.0274121,0.028448,0.0264244,0.00649261,0.0459674,0.0287804,0.0200282,0,0.017556,0.0658598,0.0363553,0,0,0.021367,0,0,0.0507655,0.0606854,0.0515149,0.01712,0.0141266,0.0496776,0.0367945,0.0272252,0.0624652,0.0247916,0.0506648,0.0279091,0.0350265,0.0656168,0.0564584,0.0202757,0.0399298,0.0229939,0.0302727,0.0201165,0.058516,0.0312819,0
394,0.0319584,0,0,0,0,0.0512075,0,0,0,0,0,0,0.0233751,0,0.0196829,0.0672938,0,0,0.0285323,0,0,0.0464045,0.0700235,0.018562,0.0125389,0.012902,0.0455814,0.034961,0.0444156,0.0521554,0.0307765,0.0082797,0.0113125,0.0275706,0.0285458,0.0257925,0.00684482,0.0458318,0.0286353,0.0206689,0,0.0180632,0.0657322,0.0362289,0,0,0.0213279,0,0,0.0507434,0.0611311,0.0521808,0.0169596,0.0135218,0.0498279,0.0367589,0.0270477,0.0629498,0.0254111,0.0502666,0.0279673,0.0349876,0.0655364,0.0597888,0.0201875,0.0398428,0.022982,0.0300672,0.0205773,0.0584117,0.0311619,0
395,0.0315896,0,0,0,0,0.0509871,0,0,0,0,0,0,0.0238215,0,0.0197422,0.0670464,0,0,0.0287119,0,0,0.0464372,0.0699076,0.0185047,0.0125301,0.0130737,0.0455841,0.0354223,0.044348,0.0522969,0.0308811,0.00846098,0.0115351,0.0276827,0.0285695,0.0248312,0.00711207,0.045792,0.0286814,0.0215784,0,0.018807,0.0655461,0.0361401,0,0,0.0212212,0,0,0.0507117,0.061541,0.052578,0.016865,0.0130872,0.0499623,0.0367272,0.0268907,0.0634667,0.0259404,0.0501989,0.0280363,0.0349889,0.0654187,0.0633555,0.0201576,0.0397901,0.0230447,0.0298311,0.0210342,0.0581436,0.0310175,0
396,0.0312551,0,0,0,0,0.0508306,0,0,0,0,0,0,0.0243227,0,0.0198233,0.066923,0,0,0.0288439,0,0,0.0464278,0.0697826,0.0184966,0.0124547,0.0132959,0.0455191,0.035778,0.0442917,0.0524246,0.0309815,0.00857324,0.0115397,0.0276934,0.0285456,0.0240801,0.00731217,0.0458864,0.0290193,0.0226259,0,0.0198273,0.0653107,0.0360846,0,0,0.0211436,0,0,0.050689,0.061922,0.0528228,0.0168047,0.0128717,0.0501172,0.0367186,0.0268298,0.0638805,0.0263489,0.0503899,0.0280672,0.0351797,0.0655474,0.0671121,0.0201282,0.0397575,0.023109,0.0295977,0.0214364,0.0581163,0.0308662,0
397,0.0309447,0,0,0,0,0.0506887,0,0,0,0,0,0,0.0247655,0,0.019887,0.0668752,0,0,0.0289099,0,0,0.0464287,0.0696609,0.0185135,0.012288,0.0135522,0.0454168,0.0360182,0.0441981,0.0524886,0.031042,0.00860774,0.0114046,0.0276383,0.0284994,0.0233963,0.00739968,0.0459108,0.0291762,0.0237363,0,0.0208828,0.0650308,0.0360226,0,0,0.0211123,0,0,0.0506931,0.0622428,0.0532975,0.0167985,0.0128391,0.0503075,0.0368062,0.026803,0.0642527,0.0267568,0.0507259,0.0281252,0.0355624,0.066018,0.0703617,0.0200875,0.0396992,0.0231278,0.0293826,0.021756,0.0582177,0.0309151,0
398,0.0306835,0,0,0,0,0.0505792,0,0,0,0,0,0,0.0250831,0,0.019939,0.0669134,0,0,0.0289486,0,0,0.0464611,0.0695764,0.0184798,0.0120037,0.0137279,0.0452629,0.0361657,0.0440988,0.0525188,0.0309849,0.00864729,0.0113542,0.0276239,0.0284996,0.0227863,0.00745626,0.0458285,0.0290979,0.0249228,0,0.0215228,0.0647645,0.0359114,0,0,0.0211371,0,0,0.0506806,0.0624009,0.0541229,0.0168505,0.012924,0.050516,0.0368948,0.0266776,0.0647049,0.0272399,0.0511476,0.0281695,0.0359804,0.0665611,0.0726229,0.0200269,0.0396215,0.023152,0.0292059,0.0220097,0.0583823,0.030953,0
399,0.0305279,0,0,0,0,0.0505231,0,0,0,0,0,0,0.0253132,0,0.0199254,0.0667619,0,0,0.0289492,0,0,0.0464519,0.0695408,0.0183981,0.011957,0.0138718,0.0452122,0.0362378,0.0439336,0.0525054,0.0309313,0.00866422,0.0112073,0.027576,0.0284435,0.022141,0.00744278,0.0456791,0.0289983,0.0258563,0,0.0218635,0.0647324,0.0358905,0,0,0.0211792,0,0,0.0507113,0.0624493,0.0549502,0.0169222,0.0131345,0.0507521,0.0369208,0.0265091,0.0653453,0.0277742,0.0516901,0.0281294,0.0362779,0.0669229,0.0740661,0.0199617,0.039455,0.0230671,0.0290967,0.0223124,0.0585263,0.0308964,0
400,0.0304172,0,0,0,0,0.0504657,0,0,0,0,0,0,0.0255514,0,0.0198841,0.0667082,0,0,0.0289088,0,0,0.0463894,0.0695477,0.0182838,0.0118067,0.01397,0.0450407,0.0362671,0.0437494,0.0524934,0.0308869,0.00866033,0.0110127,0.0275228,0.0283459,0.0216465,0.00741275,0.0457005,0.0291827,0.0263961,0,0.0220716,0.0647133,0.0359422,0,0,0.0212264,0,0,0.0507703,0.062412,0.0554732,0.0170179,0.0134594,0.0509049,0.0369639,0.02643,0.0659889,0.028205,0.0524116,0.0280067,0.0365245,0.0671346,0.0752625,0.019865,0.0391905,0.0228728,0.0290242,0.0226839,0.0586702,0.0309083,0
401,0.0303265,0,0,0,0,0.0503712,0,0,0,0,0,0,0.025803,0,0.0198033,0.0666461,0,0,0.0288698,0,0,0.0463411,0.0695901,0.0181414,0.0116205,0.0140095,0.0448281,0.0362733,0.0435459,0.0524601,0.0308433,0.00858,0.0108889,0.0275142,0.0282896,0.0213216,0.00738856,0.04567,0.0292597,0.0269594,0,0.0221899,0.064656,0.0359701,0,0,0.0212703,0,0,0.0507488,0.0623512,0.0557763,0.0170854,0.0138214,0.0510623,0.0369638,0.0264353,0.0662317,0.0284124,0.0526982,0.0278474,0.0367074,0.0672614,0.076352,0.0197587,0.0390459,0.0228296,0.0289277,0.0227904,0.0588118,0.0309928,0
402,0.0302397,0,0,0,0,0.0502467,0,0,0,0,0,0,0.0260805,0,0.0196783,0.0665488,0,0,0.0288687,0,0,0.0463303,0.0696329,0.0179771,0.0113705,0.0140774,0.0445804,0.0363015,0.0433772,0.0524303,0.0307795,0.00853747,0.0108021,0.0275474,0.0282535,0.0210923,0.00736547,0.0455495,0.0291531,0.0277742,0,0.0221525,0.0645759,0.0359605,0,0,0.0213051,0,0,0.0506735,0.0623253,0.0558519,0.0171317,0.0141107,0.0512328,0.0369149,0.0264594,0.0662833,0.0285374,0.0519142,0.0276789,0.0369252,0.0675672,0.0774588,0.0196629,0.0389984,0.0229111,0.028776,0.0226942,0.0588798,0.031025,0
403,0.0301433,0,0,0,0,0.0501819,0,0,0,0,0,0,0.0264378,0,0.0195891,0.0664095,0,0,0.0289024,0,0,0.0463167,0.0696907,0.0178572,0.011187,0.0142011,0.0443068,0.0363476,0.0432504,0.05235,0.0307554,0.00849828,0.0106909,0.0275964,0.0281876,0.0208433,0.00739202,0.045544,0.0292285,0.0284811,0,0.0220982,0.0645634,0.0358928,0,0,0.0212494,0,0,0.0506089,0.0623683,0.0558516,0.0171943,0.0142799,0.0513708,0.0368654,0.0264934,0.0662599,0.0285868,0.0509023,0.0276015,0.0371559,0.067836,0.0786499,0.0195929,0.0389623,0.0230302,0.028636,0.0229231,0.0588661,0.0310478,0
404,0.0300038,0,0,0,0,0.050535,0,0,0,0,0,0,0.0273109,0,0.0197238,0.0678225,0,0,0.0291819,0,0,0.0458874,0.0693767,0.0180888,0.0113579,0.0140315,0.0432742,0.0357418,0.0436478,0.0524109,0.029982,0.0076843,0.0099801,0.0275122,0.0280497,0.0201921,0.00656884,0.0454303,0.0291215,0.0195698,0,0.0273918,0.0634667,0.0363569,0,0,0.0200147,0,0,0.0508971,0.0614367,0.0582241,0.0186139,0.0152055,0.0525469,0.0371596,0.0275809,0.0681879,0.0289535,0.0514138,0.0311748,0.0370211,0.0669845,0.0679064,0.0197714,0.0380978,0.0240971,0.0289902,0.0224993,0.0609521,0.0305496,0
405,0.0299272,0,0,0,0,0.050533,0,0,0,0,0,0,0.0275774,0,0.0196207,0.0678193,0,0,0.0292646,0,0,0.0459018,0.0693982,0.0180039,0.0111183,0.0141519,0.0429084,0.0358386,0.0435131,0.0523751,0.0299082,0.00769054,0.0102082,0.0275799,0.0281254,0.019835,0.0065706,0.0453639,0.0291206,0.0197868,0,0.0277337,0.0632753,0.0362424,0,0,0.0200009,0,0,0.0508345,0.0614264,0.0587979,0.018589,0.0156345,0.0526394,0.0371252,0.0277892,0.0680293,0.0286648,0.0518826,0.0313313,0.0369347,0.0668055,0.0685367,0.0197507,0.0381121,0.0241712,0.0288531,0.0226214,0.0610703,0.0305622,0
406,0.0298726,0,0,0,0,0.0504798,0,0,0,0,0,0,0.0277234,0,0.0194909,0.0679064,0,0,0.0294375,0,0,0.0459444,0.0694521,0.0179309,0.0108778,0.0141971,0.0425355,0.0359581,0.043327,0.0522931,0.0298001,0.00781643,0.0105231,0.0277038,0.0282251,0.0193922,0.00653955,0.045393,0.0292568,0.0200717,0,0.0282425,0.0630007,0.0361397,0,0,0.0199908,0,0,0.0508179,0.0614641,0.0593845,0.0184857,0.015999,0.0527857,0.037116,0.0280103,0.0676061,0.0281681,0.0519244,0.0313973,0.0367887,0.066564,0.0690952,0.0196878,0.038028,0.0242114,0.0286804,0.0227143,0.0610664,0.0304761,0
407,0.0298371,0,0,0,0,0.0504568,0,0,0,0,0,0,0.0280092,0,0.0192606,0.0678959,0,0,0.0295509,0,0,0.0459542,0.0695081,0.0177581,0.0108298,0.0143503,0.0423955,0.0360928,0.0430171,0.0521878,0.0297869,0.00793234,0.0107608,0.027728,0.0281874,0.0188928,0.00654809,0.0452917,0.0291961,0.020437,0,0.0285386,0.0629009,0.036026,0,0,0.02,0,0,0.0508105,0.0614647,0.0598952,0.0184489,0.0163103,0.0529096,0.0370611,0.0282379,0.0670104,0.0274753,0.0517105,0.031429,0.0366646,0.0663756,0.0696149,0.0195902,0.0380199,0.0242329,0.028586,0.0226653,0.0610544,0.0302189,0
408,0.0298367,0,0,0,0,0.0506162,0,0,0,0,0,0,0.0285237,0,0.0189722,0.0679275,0,0,0.0295191,0,0,0.0459304,0.0695243,0.0178805,0.01055,0.0146494,0.0420803,0.0362524,0.0428388,0.052148,0.0297283,0.00795986,0.0108191,0.02745,0.0279498,0.0184209,0.00670862,0.0452814,0.0293879,0.0206864,0,0.0285479,0.0628267,0.0358708,0,0,0.0199651,0,0,0.0507867,0.0612348,0.060422,0.018677,0.0164678,0.0529288,0.0369364,0.0287703,0.066315,0.0264479,0.0518693,0.0315242,0.0366498,0.0663131,0.0699509,0.0193988,0.0380263,0.0241513,0.0286524,0.0224875,0.061157,0.0301253,0
409,0.0297631,0,0,0,0,0.0504134,0,0,0,0,0,0,0.0285681,0,0.0190605,0.0680733,0,0,0.0297323,0,0,0.0458854,0.0696503,0.0174074,0.0105272,0.0146198,0.0419688,0.0362863,0.0422796,0.051882,0.0296814,0.00817323,0.0109943,0.0277325,0.0282683,0.0179594,0.0066579,0.0452703,0.0295217,0.02107,0,0.0290044,0.0625044,0.0357328,0,0,0.019953,0,0,0.0507438,0.0612824,0.0609488,0.0186843,0.0167253,0.053244,0.0369142,0.0289737,0.0659024,0.0257901,0.0517033,0.0312062,0.0363799,0.0660157,0.0703543,0.01958,0.0378337,0.0241231,0.0284498,0.0228228,0.0611692,0.0295099,0
410,0.0297367,0,0,0,0,0.0502738,0,0,0,0,0,0,0.0285942,0,0.0189684,0.0680306,0,0,0.0297755,0,0,0.0459032,0.0698453,0.0171026,0.0101877,0.014768,0.0418869,0.0363835,0.041713,0.0516245,0.0297447,0.00857921,0.0113004,0.0277989,0.0283939,0.0177345,0.00674249,0.0450366,0.029431,0.0212473,0,0.0295295,0.0624647,0.0355114,0,0,0.0200786,0,0,0.0506869,0.0610861,0.0617143,0.0186606,0.0171786,0.0533959,0.0368801,0.0291661,0.0654737,0.0250313,0.0517555,0.0312021,0.0363322,0.0658867,0.0706503,0.0194673,0.0378254,0.0238907,0.0282856,0.0231328,0.0612994,0.029169,0
411,0.0297061,0,0,0,0,0.0502752,0,0,0,0,0,0,0.0289043,0,0.0188844,0.0682365,0,0,0.0298215,0,0,0.0459099,0.0699403,0.0170352,0.00996585,0.0148988,0.0416918,0.036419,0.0413251,0.0514637,0.0297311,0.00870577,0.0113403,0.0277665,0.0283753,0.0173441,0.00672616,0.044898,0.0293075,0.0218065,0,0.0296056,0.0622909,0.0354169,0,0,0.0200047,0,0,0.0506342,0.0608379,0.0620809,0.0189621,0.0175424,0.0537145,0.0368073,0.0294879,0.0648637,0.0242769,0.0519836,0.0314091,0.0364289,0.0659622,0.0711752,0.0194137,0.0377706,0.0239357,0.0282696,0.0231978,0.0615075,0.0287815,0
412,0.0296936,0,0,0,0,0.0502716,0,0,0,0,0,0,0.0292429,0,0.0188047,0.068434,0,0,0.0298278,0,0,0.0458971,0.0699956,0.0171216,0.00979572,0.0150232,0.041552,0.036466,0.0410009,0.0513304,0.0297331,0.00880589,0.0113226,0.0277112,0.0282652,0.0170324,0.00672629,0.0448402,0.0293006,0.0222351,0,0.0294817,0.0621658,0.0353345,0,0,0.0199692,0,0,0.0505829,0.0605229,0.0623837,0.0192879,0.0179887,0.0540448,0.036717,0.0299314,0.0643005,0.023553,0.0521321,0.0316168,0.0366355,0.0661274,0.0717366,0.019318,0.037744,0.0239593,0.0282177,0.0231978,0.0617534,0.0283384,0
