Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,LTHIA,RWRB,RTIBA,LWRA,
33,0.0309345,0,0,0,0,0.0426032,0,0,0,0,0,0,0.029073,0,0.0149325,0.0708681,0,0,0.0176449,0,0,0.0261145,0.0719509,0.0178175,0.0104443,0.021979,0.0318765,0.0336839,0.0553916,0.0394324,0.0127493,0.0154654,0.0252209,0.0265421,0.0151852,0.0140446,0.0205594,0.0596786,0,0.0181719,0.074664,0.0328393,0,0,0.0251618,0,0,0.0495973,0.0465284,0.0367164,0.0322737,0.0170999,0.0418719,0.0410428,0.0351301,0.0587374,0.0513877,0.0226899,0.0663509,0.0395639,0.102037,0.0251899,0.0248402,0.0285568,0.0223843,0.022238,0.0440733,0,0,0,0
34,0.0309591,0,0,0,0,0.0426337,0,0,0,0,0,0,0.029235,0,0.0149458,0.0708482,0,0,0.0175864,0,0,0.026102,0.0719848,0.0177383,0.010437,0.0220008,0.0318816,0.0335268,0.0553729,0.0394489,0.0128459,0.0155314,0.0252372,0.0265592,0.0149756,0.0139433,0.0205549,0.059699,0,0.0182524,0.0746585,0.0328969,0,0,0.0251846,0,0,0.049522,0.0465342,0.0368407,0.0322379,0.0171417,0.0418389,0.0410359,0.035148,0.058735,0.0513606,0.0227302,0.0663847,0.0396117,0.102053,0.0252894,0.0246949,0.0285088,0.0223179,0.02228,0.0440518,0,0,0,0
35,0.0310096,0,0,0,0,0.0427067,0,0,0,0,0,0,0.0293941,0,0.0149035,0.0708911,0,0,0.0175291,0,0,0.0260889,0.0719777,0.0175488,0.0103962,0.0221064,0.0318961,0.03335,0.0553705,0.0395019,0.0129123,0.0155564,0.0252261,0.0265436,0.0147925,0.0139066,0.0205649,0.0596033,0,0.0183236,0.0745733,0.0330144,0,0,0.0252239,0,0,0.049435,0.0465343,0.0369744,0.0321953,0.0171456,0.0418177,0.0409916,0.0350989,0.0587411,0.0513356,0.0227167,0.0663622,0.0396559,0.102059,0.0253453,0.0246627,0.0284656,0.0221906,0.0222942,0.044025,0,0,0,0
36,0.0310805,0,0,0,0,0.0427072,0,0,0,0,0,0,0.0295897,0,0.0148963,0.0709709,0,0,0.01746,0,0,0.0260631,0.0719413,0.0174018,0.0103084,0.0221933,0.0319597,0.0331899,0.0553867,0.0395883,0.0129079,0.0155273,0.0252227,0.0265191,0.0145675,0.0138622,0.0205847,0.0593886,0,0.018272,0.0745145,0.0332088,0,0,0.0253229,0,0,0.0494356,0.0465411,0.036798,0.0321167,0.0171153,0.0418203,0.0410434,0.035197,0.0587424,0.0513697,0.0227105,0.0662922,0.0396194,0.102076,0.0251054,0.0246677,0.0284847,0.0222168,0.0222494,0.0439321,0,0,0,0
37,0.0311451,0,0,0,0,0.0425243,0,0,0,0,0,0,0.0296414,0,0.0149628,0.0709402,0,0,0.0180158,0,0,0.0261742,0.0717529,0.0177028,0.00996122,0.0223562,0.0324352,0.0325643,0.0555837,0.0398079,0.0128934,0.0155334,0.0252787,0.0265287,0.0145121,0.0130516,0.0208175,0.0590467,0,0.018269,0.0743962,0.0344919,0,0,0.0242296,0,0,0.0461105,0.0464839,0.0367985,0.0320667,0.0170848,0.0421063,0.0419126,0.0353609,0.0588328,0.0514082,0.0226322,0.0662436,0.0395359,0.102081,0.0247852,0.0168293,0.0559672,0.0225052,0.0219194,0.0440868,0.0529784,0,0,0
38,0.0312176,0,0,0,0,0.0428915,0,0,0,0,0,0,0.0297853,0,0.0150747,0.0709276,0,0,0.0176356,0,0,0.026154,0.0716917,0.0177731,0.00987089,0.0223995,0.0326239,0.032569,0.0556969,0.0399313,0.0129323,0.0155563,0.0252855,0.0265505,0.0143675,0.0133082,0.0206898,0.0587184,0,0.0182213,0.0744312,0.0344414,0,0,0.0215231,0,0,0.0505824,0.0465185,0.0367941,0.0318817,0.0171201,0.0419706,0.041123,0.0354053,0.0588635,0.0514175,0.0225516,0.0661756,0.0395495,0.102098,0.0245885,0.0233474,0.0286322,0.0228301,0.0217383,0.0440347,0,0,0,0
39,0.0312696,0,0,0,0,0.0428949,0,0,0,0,0,0,0.0298988,0,0.0150693,0.0709432,0,0,0.017494,0,0,0.026116,0.071683,0.0174996,0.00982169,0.0223909,0.0327206,0.0324093,0.0557058,0.0399389,0.012975,0.0155637,0.0252747,0.026559,0.0142437,0.0131725,0.0206656,0.0584737,0,0.0182144,0.0744995,0.0345571,0,0,0.0216174,0,0,0.0505768,0.0465125,0.0369034,0.0318469,0.0171186,0.04194,0.0410961,0.0352536,0.0589116,0.0514224,0.0224764,0.0661443,0.0395312,0.102099,0.0245072,0.0234701,0.0286085,0.0228029,0.02172,0.044009,0,0,0,0
40,0.0312843,0,0,0,0,0.0428712,0,0,0,0,0,0,0.0299614,0,0.0149933,0.0709549,0,0,0.0173416,0,0,0.026034,0.0717006,0.017356,0.00979696,0.0223948,0.0327773,0.0322324,0.0556672,0.0399377,0.0129951,0.0155481,0.025287,0.0265653,0.0141595,0.0131376,0.0206141,0.0583514,0,0.0182448,0.0745069,0.0346557,0,0,0.0216695,0,0,0.0505372,0.0464764,0.037056,0.0318594,0.0171359,0.0418971,0.0410814,0.0350668,0.0589147,0.0513811,0.0224673,0.0661399,0.0395727,0.102128,0.0244184,0.0231955,0.0285747,0.0226817,0.0217189,0.0439692,0,0,0,0
41,0.0312778,0,0,0,0,0.0427719,0,0,0,0,0,0,0.0300276,0,0.015024,0.0709866,0,0,0.017219,0,0,0.0260024,0.0717168,0.0173699,0.00979127,0.0224347,0.0327906,0.0320727,0.0556422,0.0399497,0.0129906,0.0155239,0.0252967,0.0265973,0.0141259,0.0131772,0.0205768,0.0582471,0,0.0182244,0.0745119,0.0347464,0,0,0.0217297,0,0,0.0505404,0.046437,0.0369968,0.0319006,0.0171293,0.0418635,0.0411549,0.0349804,0.0588989,0.0513488,0.0225274,0.066148,0.0396059,0.102134,0.0242362,0.0223052,0.0285608,0.0225308,0.0217587,0.0440259,0,0,0,0
42,0.0312699,0,0,0,0,0.0427476,0,0,0,0,0,0,0.0301473,0,0.0150379,0.071015,0,0,0.0170645,0,0,0.0259782,0.071735,0.0173436,0.00979062,0.0225208,0.032821,0.0319001,0.055663,0.0399513,0.0129783,0.0155563,0.025305,0.0266161,0.0139892,0.0131318,0.0205126,0.0581112,0,0.0182882,0.0745387,0.0348597,0,0,0.0218023,0,0,0.050544,0.0464415,0.0371342,0.0318491,0.0171514,0.0418303,0.0411463,0.0350758,0.0588568,0.0512979,0.0226057,0.0662208,0.0396376,0.102147,0.0241927,0.0222191,0.0285467,0.0225319,0.0218246,0.043967,0,0,0,0
43,0.0312655,0,0,0,0,0.0427221,0,0,0,0,0,0,0.0303502,0,0.0149085,0.0710035,0,0,0.0169309,0,0,0.0259577,0.0717654,0.0172458,0.00978208,0.0226125,0.0328645,0.0317532,0.0556671,0.0399881,0.0130334,0.0155975,0.0253256,0.0266283,0.0137199,0.0130309,0.0204353,0.0579706,0,0.0184359,0.0745596,0.0350606,0,0,0.0218684,0,0,0.0505131,0.0464771,0.0374771,0.0317375,0.0172829,0.0418125,0.0411165,0.0352432,0.0588409,0.0512023,0.0227644,0.0662528,0.0396832,0.102186,0.0242365,0.02283,0.0285374,0.0225951,0.0218786,0.0438,0,0,0,0
44,0.0312861,0,0,0,0,0.0426296,0,0,0,0,0,0,0.0306898,0,0.0149047,0.0710216,0,0,0.0167695,0,0,0.0259188,0.0717767,0.0171903,0.0097907,0.0227419,0.0328799,0.0315718,0.0556982,0.0400796,0.0131631,0.0156764,0.0253512,0.0266272,0.0132642,0.0130031,0.0203614,0.0578984,0,0.0185153,0.0745431,0.0353117,0,0,0.0219229,0,0,0.0505185,0.0464651,0.0375353,0.0316774,0.0174098,0.0417842,0.0410696,0.0352115,0.0588745,0.0511432,0.0230524,0.0661814,0.0397002,0.102213,0.0242948,0.023075,0.0285402,0.0225729,0.0219301,0.0437188,0,0,0,0
45,0.031334,0,0,0,0,0.042455,0,0,0,0,0,0,0.0310867,0,0.0149532,0.0710961,0,0,0.0166099,0,0,0.0258361,0.071762,0.0171037,0.00976075,0.0229316,0.0328707,0.0314365,0.0557337,0.0401621,0.0133351,0.0158519,0.025418,0.0266304,0.0127788,0.0130016,0.0203264,0.0579406,0,0.0185381,0.0744321,0.0355593,0,0,0.0219781,0,0,0.0505423,0.0465243,0.0375687,0.0315806,0.0173558,0.0417521,0.0410782,0.0350885,0.0588297,0.0511455,0.0231609,0.0662222,0.0397519,0.102213,0.0243625,0.0226976,0.028543,0.0223994,0.0220305,0.0437371,0,0,0,0
46,0.0314012,0,0,0,0,0.042304,0,0,0,0,0,0,0.0315256,0,0.0150454,0.0711659,0,0,0.0164435,0,0,0.0257737,0.0717476,0.0170521,0.00971731,0.0232264,0.0328548,0.0313254,0.0557588,0.0402334,0.0135023,0.016117,0.0254969,0.026668,0.0122218,0.0130228,0.0203104,0.0579783,0,0.0185665,0.0743088,0.035749,0,0,0.0220557,0,0,0.0505654,0.0466385,0.0376548,0.0314447,0.0172499,0.0417153,0.041151,0.0351638,0.0586968,0.0511758,0.0230701,0.0663203,0.0397815,0.102214,0.0243845,0.0218905,0.0285203,0.0222825,0.0221513,0.0438305,0,0,0,0
47,0.0314817,0,0,0,0,0.0422419,0,0,0,0,0,0,0.0320439,0,0.0151482,0.0712382,0,0,0.0162952,0,0,0.025778,0.0717474,0.01716,0.00969171,0.0235887,0.0328852,0.0312425,0.0557774,0.0403716,0.0136754,0.0163631,0.0255659,0.0267175,0.0116095,0.0130312,0.0202724,0.0579948,0,0.0186028,0.074223,0.035933,0,0,0.0221043,0,0,0.05057,0.0467279,0.0377163,0.0313693,0.0172093,0.0416959,0.0412108,0.0352902,0.0585736,0.0511753,0.0231061,0.0663819,0.0397784,0.102211,0.0243995,0.0217372,0.0284952,0.0223845,0.0222472,0.0438438,0,0,0,0
48,0.0315434,0,0,0,0,0.0421928,0,0,0,0,0,0,0.0326136,0,0.0152565,0.0713042,0,0,0.0162207,0,0,0.0257383,0.0717974,0.0174493,0.0096903,0.0238654,0.0328832,0.031207,0.0558625,0.0405673,0.0138434,0.0165627,0.025632,0.0267756,0.0110209,0.0131042,0.0202098,0.0579899,0,0.018664,0.0741338,0.0361045,0,0,0.0220649,0,0,0.0505868,0.0467678,0.0377904,0.031366,0.017238,0.0416808,0.0411617,0.0351921,0.0586127,0.051125,0.0231954,0.0664497,0.0398026,0.102227,0.024433,0.0222195,0.0284929,0.0224691,0.0223152,0.0437965,0,0,0,0
49,0.0315948,0,0,0,0,0.0421464,0,0,0,0,0,0,0.033182,0,0.0153017,0.0713518,0,0,0.0161566,0,0,0.0256118,0.0718298,0.0175425,0.00968993,0.0241212,0.0328398,0.0311838,0.0559097,0.0407081,0.0140413,0.0166909,0.0256764,0.0268351,0.0104639,0.0131771,0.0201109,0.0579778,0,0.0187379,0.0740816,0.0362513,0,0,0.0219788,0,0,0.0505738,0.0468114,0.0378937,0.0313403,0.0172573,0.0416645,0.0411546,0.0350067,0.0588041,0.0510527,0.0232891,0.0665128,0.0398737,0.102216,0.0244158,0.0224107,0.0284829,0.0223782,0.0223565,0.0437588,0,0,0,0
50,0.0316617,0,0,0,0,0.0420976,0,0,0,0,0,0,0.0337375,0,0.0153295,0.0714226,0,0,0.0160694,0,0,0.0255862,0.0718404,0.0175141,0.00967314,0.0243485,0.0327787,0.0311584,0.0559189,0.0407767,0.0143442,0.0167281,0.0256826,0.0268727,0.0100152,0.0132162,0.0201062,0.0579395,0,0.0187898,0.0740562,0.0363311,0,0,0.0219195,0,0,0.0504862,0.0468615,0.037967,0.0312618,0.0172462,0.0416724,0.0410094,0.0349738,0.0588432,0.0510057,0.0234276,0.066582,0.039853,0.102186,0.0243309,0.022376,0.0284331,0.0221999,0.022391,0.043647,0,0,0,0
51,0.0317473,0,0,0,0,0.0420517,0,0,0,0,0,0,0.0343141,0,0.0153473,0.0714717,0,0,0.0160276,0,0,0.025622,0.0718815,0.0174644,0.00963511,0.0245082,0.0327361,0.0311602,0.0559271,0.0409106,0.0144906,0.016697,0.0256516,0.0268834,0.00999949,0.0133139,0.0201519,0.0578957,0,0.0188312,0.0740389,0.0363817,0,0,0.0218734,0,0,0.0504034,0.0469092,0.0379941,0.0312102,0.0172399,0.0417421,0.0409222,0.0350047,0.0588121,0.0509724,0.023583,0.0666856,0.0398158,0.102138,0.0242166,0.0222604,0.028397,0.0222309,0.0224018,0.0434789,0,0,0,0
52,0.0318619,0,0,0,0,0.0420277,0,0,0,0,0,0,0.0348616,0,0.0153678,0.0715013,0,0,0.016014,0,0,0.0256347,0.0719327,0.0174649,0.0096182,0.0246385,0.0327167,0.0311627,0.0559451,0.0410343,0.0143918,0.0166434,0.0255844,0.0268606,0.00983469,0.013415,0.0201651,0.0577904,0,0.0189244,0.0739768,0.0364231,0,0,0.0218636,0,0,0.0503678,0.046921,0.0380364,0.03121,0.0172739,0.04181,0.0408828,0.0350306,0.0588281,0.0509305,0.0236596,0.0668354,0.0397913,0.102108,0.0240995,0.0221231,0.0283625,0.0222713,0.0224072,0.0434372,0,0,0,0
53,0.0319842,0,0,0,0,0.0420072,0,0,0,0,0,0,0.0352824,0,0.0154156,0.0714552,0,0,0.0160349,0,0,0.025592,0.0719686,0.0174667,0.00960876,0.0247129,0.032718,0.0311747,0.0559635,0.0410341,0.0144078,0.0165826,0.0255249,0.0268105,0.0095516,0.0134739,0.0201615,0.0575926,0,0.0190651,0.0738253,0.0364785,0,0,0.0219131,0,0,0.0503771,0.0469073,0.0382119,0.0312056,0.0173142,0.0418266,0.0408479,0.0351059,0.0588885,0.05089,0.0237275,0.0669232,0.0398053,0.102108,0.0240263,0.0220652,0.0283444,0.0222626,0.0224028,0.0435068,0,0,0,0
54,0.0321043,0,0,0,0,0.0419871,0,0,0,0,0,0,0.0355642,0,0.0154842,0.0714348,0,0,0.0160835,0,0,0.0255839,0.0719326,0.0174287,0.00949363,0.0246465,0.0327873,0.0311829,0.0559259,0.0411137,0.0145073,0.0164911,0.0254596,0.026751,0.00933081,0.0134469,0.0201895,0.0572701,0,0.019119,0.0736448,0.0365524,0,0,0.0219729,0,0,0.0503977,0.0469524,0.0383248,0.0311408,0.017237,0.0418538,0.0409153,0.0352545,0.058914,0.0508738,0.0239387,0.0668422,0.0398666,0.102069,0.0238077,0.022011,0.0283421,0.0221915,0.0223765,0.0435769,0,0,0,0
55,0.0322307,0,0,0,0,0.0420382,0,0,0,0,0,0,0.0357016,0,0.0155308,0.0714437,0,0,0.0161794,0,0,0.0255806,0.0718618,0.0173946,0.00936112,0.0244853,0.0329061,0.0311778,0.0558063,0.0411768,0.014478,0.0163819,0.0254077,0.0266891,0.00926329,0.0133859,0.0202054,0.0569581,0,0.019123,0.0736075,0.0366435,0,0,0.0220654,0,0,0.0504175,0.0469568,0.0383764,0.0310895,0.0171718,0.0419268,0.0410292,0.0353216,0.0589421,0.0508349,0.0241506,0.0668018,0.039872,0.102023,0.0236185,0.0218991,0.0283347,0.0221314,0.0223094,0.0435833,0,0,0,0
56,0.0323318,0,0,0,0,0.0421327,0,0,0,0,0,0,0.0356897,0,0.0153643,0.0714624,0,0,0.0162606,0,0,0.0255133,0.0718281,0.0172296,0.0092523,0.0245124,0.0330503,0.0311568,0.055691,0.0411301,0.0143414,0.0163068,0.0253898,0.0266797,0.00921905,0.0133392,0.0201841,0.0565962,0,0.0191174,0.0735174,0.0367062,0,0,0.0221938,0,0,0.0504512,0.046933,0.0384655,0.0310661,0.0171502,0.0420523,0.0411656,0.035346,0.058935,0.0508046,0.0239348,0.0668403,0.0398651,0.10202,0.0234438,0.0218876,0.028312,0.0222457,0.0222799,0.0434421,0,0,0,0
57,0.0323889,0,0,0,0,0.0421591,0,0,0,0,0,0,0.0355446,0,0.0152064,0.0714898,0,0,0.0162876,0,0,0.0255402,0.0718009,0.0168793,0.00918833,0.0244824,0.0331856,0.0310883,0.0555935,0.0410457,0.0142399,0.0162832,0.0253701,0.026694,0.00924237,0.0132779,0.0202487,0.0562141,0,0.0191411,0.0734568,0.0367517,0,0,0.0222773,0,0,0.0504963,0.0468977,0.0385814,0.0310771,0.0171703,0.0421595,0.0413129,0.0354038,0.0589169,0.0507732,0.0237324,0.0668509,0.0398633,0.102051,0.0232191,0.0218792,0.0283124,0.0223018,0.0222442,0.0433257,0,0,0,0
58,0.0323935,0,0,0,0,0.0421601,0,0,0,0,0,0,0.0353622,0,0.0151342,0.0714716,0,0,0.0163255,0,0,0.0255812,0.0717654,0.0167745,0.00918776,0.0243499,0.0333034,0.030962,0.0555046,0.040955,0.014155,0.0162894,0.0253613,0.0266722,0.00948487,0.0132344,0.0202338,0.0559798,0,0.0190837,0.0735461,0.0367795,0,0,0.0223686,0,0,0.0505573,0.0468334,0.0385743,0.0311177,0.0171519,0.042214,0.0415122,0.0354648,0.058996,0.0507832,0.0236573,0.0668272,0.0398495,0.102039,0.0229557,0.0217491,0.0283428,0.0223526,0.0221562,0.0433029,0,0,0,0
59,0.0324206,0,0,0,0,0.042221,0,0,0,0,0,0,0.0352146,0,0.0151109,0.0713915,0,0,0.0162626,0,0,0.0255604,0.0717056,0.0169443,0.00916683,0.0240876,0.0334167,0.0307256,0.0554283,0.0408784,0.0140137,0.0162662,0.0253649,0.026591,0.0097792,0.0132608,0.0201306,0.055761,0,0.0190436,0.0735992,0.0368131,0,0,0.0224366,0,0,0.0505971,0.0467424,0.038568,0.0311477,0.0171498,0.0422138,0.0416529,0.0354352,0.0590232,0.0508072,0.0235242,0.0667613,0.0398639,0.102044,0.0227645,0.0216583,0.0283338,0.0224872,0.0220303,0.0433188,0,0,0,0
60,0.0324717,0,0,0,0,0.0422349,0,0,0,0,0,0,0.0349632,0,0.0149934,0.0713457,0,0,0.016106,0,0,0.0255047,0.0716517,0.0168071,0.00913723,0.023711,0.0334727,0.0305183,0.0555114,0.0407822,0.0138421,0.0162721,0.0253794,0.0265159,0.00994318,0.0132216,0.0200905,0.0554781,0,0.019021,0.0736662,0.0368189,0,0,0.0224677,0,0,0.0505501,0.0466722,0.0385784,0.0311192,0.017199,0.0421215,0.041643,0.035372,0.0590072,0.0508129,0.0232643,0.0666826,0.0398785,0.102082,0.0226422,0.021579,0.028299,0.022448,0.0219166,0.0433703,0,0,0,0
61,0.032505,0,0,0,0,0.0422303,0,0,0,0,0,0,0.0345414,0,0.0148721,0.0713048,0,0,0.0159019,0,0,0.0254192,0.0716707,0.0167047,0.00915902,0.0234017,0.0335316,0.0303443,0.055751,0.0406022,0.0137211,0.0163152,0.0254006,0.0264882,0.0101543,0.0131929,0.0200659,0.0551048,0,0.0189973,0.0737933,0.0368136,0,0,0.0225356,0,0,0.0506537,0.0465724,0.0386063,0.0310929,0.0172657,0.0419992,0.0415452,0.0352692,0.0589683,0.0508045,0.0229083,0.0666224,0.0398889,0.102133,0.0224976,0.0217414,0.0283451,0.0223373,0.0217864,0.0433681,0,0,0,0
62,0.0325747,0,0,0,0,0.0419413,0,0,0,0,0,0,0.0340283,0,0.0148019,0.0713128,0,0,0.016029,0,0,0.0253733,0.0716662,0.0167395,0.0091495,0.0228062,0.0335794,0.0300914,0.0558145,0.0403151,0.0134925,0.0163545,0.0253799,0.026421,0.0104964,0.0128429,0.0201671,0.0549003,0,0.0190001,0.0738513,0.0371469,0,0,0.0258649,0,0,0.0460924,0.0464443,0.0387024,0.0311548,0.0172803,0.0420223,0.0422217,0.0352922,0.0589566,0.0508286,0.0225673,0.0665385,0.0398473,0.10215,0.0224059,0.0151219,0.0561261,0.0221145,0.0217003,0.0434026,0.0564268,0,0,0
63,0.0326598,0,0,0,0,0.0422891,0,0,0,0,0,0,0.0335468,0,0.0147102,0.0711738,0,0,0.0156224,0,0,0.0253276,0.0716475,0.0169435,0.00915829,0.0223043,0.0337067,0.0301432,0.0558112,0.0400538,0.0132579,0.0163081,0.0253824,0.0263629,0.0109552,0.013241,0.0200912,0.0548863,0,0.0189657,0.073979,0.0368462,0,0,0.0226638,0,0,0.0505634,0.0463313,0.0387609,0.0310803,0.0173574,0.0418659,0.0416121,0.035282,0.0589017,0.0508493,0.0222491,0.066445,0.0398682,0.102214,0.0222952,0.0216378,0.0282689,0.022365,0.0214545,0.0434417,0,0,0,0
64,0.0327704,0,0,0,0,0.042335,0,0,0,0,0,0,0.0328887,0,0.0146784,0.071007,0,0,0.0156092,0,0,0.0253074,0.0716299,0.0170178,0.00910669,0.0218546,0.0338543,0.0301848,0.0557332,0.0397276,0.0130304,0.0161312,0.0253449,0.026273,0.0114995,0.0132659,0.0201415,0.0547508,0,0.0189493,0.0740497,0.0368443,0,0,0.0227262,0,0,0.0504423,0.0461918,0.0387414,0.0311658,0.0174239,0.0418891,0.041756,0.0353488,0.0588785,0.050879,0.0220595,0.0664172,0.0399537,0.102236,0.0221557,0.0212396,0.0281826,0.0225218,0.0213228,0.0435296,0,0,0,0
65,0.0329026,0,0,0,0,0.042292,0,0,0,0,0,0,0.0320772,0,0.0145548,0.0708467,0,0,0.0156622,0,0,0.0253142,0.0716118,0.0169654,0.00901556,0.0213489,0.034018,0.0302973,0.0556373,0.0393889,0.01287,0.0158745,0.0252516,0.0261799,0.0120996,0.013256,0.0202418,0.0545497,0,0.0189316,0.0741442,0.0368362,0,0,0.0227987,0,0,0.0502917,0.0460373,0.0387199,0.0313018,0.0174647,0.0419734,0.0417991,0.0354335,0.0588639,0.0509015,0.0220052,0.0663875,0.0399837,0.102254,0.0219888,0.0209816,0.0280787,0.0227085,0.0212111,0.0435508,0,0,0,0
66,0.0330424,0,0,0,0,0.0422702,0,0,0,0,0,0,0.0313043,0,0.0145801,0.0707686,0,0,0.0157539,0,0,0.025361,0.0715762,0.0168047,0.00892837,0.0208102,0.0341517,0.0304228,0.0555478,0.0390035,0.0126524,0.0156228,0.0251136,0.0260892,0.012765,0.0130946,0.0203977,0.0542023,0,0.0189051,0.0742659,0.0368327,0,0,0.0228698,0,0,0.0501905,0.045895,0.0387565,0.0314408,0.0174525,0.0420752,0.0418286,0.0354912,0.0588947,0.0509455,0.0219983,0.0663374,0.0399124,0.102268,0.0218458,0.0206593,0.0280005,0.0227346,0.0211093,0.04354,0,0,0,0
67,0.0331617,0,0,0,0,0.0423488,0,0,0,0,0,0,0.0305398,0,0.0147401,0.0707121,0,0,0.0159322,0,0,0.0254059,0.0715226,0.0166159,0.00887512,0.020537,0.0342382,0.0305075,0.0554897,0.0387693,0.0124295,0.0154064,0.0250249,0.0260272,0.0135209,0.0129708,0.0204799,0.0538524,0,0.0188734,0.0743712,0.0368371,0,0,0.0228707,0,0,0.0500674,0.0457956,0.0388484,0.0315455,0.0174459,0.0421911,0.041983,0.0354245,0.0589419,0.0509986,0.021707,0.0662607,0.0398502,0.102268,0.0217566,0.0205504,0.0279218,0.0226333,0.020986,0.0436232,0,0,0,0
68,0.033256,0,0,0,0,0.0423578,0,0,0,0,0,0,0.0298664,0,0.0148989,0.070574,0,0,0.0161121,0,0,0.0254403,0.0714761,0.016632,0.00885815,0.0205853,0.034278,0.0305639,0.0554022,0.0385144,0.0123295,0.0152156,0.0250881,0.0260249,0.0142555,0.0129142,0.0205515,0.0533791,0,0.018896,0.0743751,0.0368168,0,0,0.0228242,0,0,0.0500094,0.0457745,0.0389612,0.0316036,0.0174753,0.0422979,0.0420045,0.0353921,0.0591197,0.0510734,0.0213497,0.0660546,0.0398228,0.102309,0.0215968,0.0204982,0.0278782,0.0226299,0.0209537,0.043663,0,0,0,0
69,0.0333467,0,0,0,0,0.042351,0,0,0,0,0,0,0.0294131,0,0.0150423,0.0705036,0,0,0.0162569,0,0,0.0254753,0.0714584,0.0164066,0.00878859,0.0206614,0.0343223,0.0306415,0.0552497,0.038257,0.0122425,0.0150659,0.0251409,0.026088,0.0148079,0.0129491,0.0207048,0.0527732,0,0.0189257,0.0743134,0.0368189,0,0,0.022734,0,0,0.0500975,0.0458102,0.0389111,0.0316304,0.0175284,0.0423843,0.0420108,0.0353969,0.059609,0.0511603,0.0211197,0.0658154,0.039775,0.102363,0.0212609,0.0205707,0.0278991,0.0228184,0.0209153,0.0436692,0,0,0,0
70,0.0334355,0,0,0,0,0.0423955,0,0,0,0,0,0,0.0291393,0,0.0152144,0.0705029,0,0,0.0163235,0,0,0.0255424,0.0714331,0.0162631,0.00869906,0.0205183,0.034337,0.0307282,0.0551244,0.0380954,0.0121693,0.0150238,0.0251125,0.0261371,0.0152036,0.0129792,0.0209978,0.0523102,0,0.0189969,0.0742457,0.0368261,0,0,0.0226504,0,0,0.0500984,0.0458204,0.0388787,0.0316526,0.0175629,0.0424379,0.0420547,0.0353907,0.0598518,0.0512525,0.0210192,0.0656366,0.0397132,0.102378,0.021041,0.0206764,0.0279082,0.0229559,0.0208551,0.0437512,0,0,0,0
71,0.0335249,0,0,0,0,0.0424797,0,0,0,0,0,0,0.0290758,0,0.0153548,0.0705106,0,0,0.0163305,0,0,0.0255247,0.0714396,0.0163456,0.00865039,0.0205166,0.0342894,0.0308337,0.0550254,0.0379824,0.0121487,0.0150883,0.0251527,0.0261892,0.0153976,0.0130466,0.0210333,0.0521363,0,0.0191017,0.0742111,0.0367888,0,0,0.0225502,0,0,0.0499957,0.0457703,0.0388674,0.0317054,0.0175746,0.0424757,0.0420326,0.0355492,0.0597041,0.0513397,0.020975,0.0654509,0.0396147,0.102372,0.0209634,0.0208829,0.0278615,0.0229767,0.0207688,0.0438337,0,0,0,0
72,0.0336257,0,0,0,0,0.0425588,0,0,0,0,0,0,0.0290601,0,0.015462,0.0704819,0,0,0.0163136,0,0,0.0255234,0.0715039,0.0166225,0.00866887,0.0205007,0.0342016,0.0309076,0.0549657,0.0378986,0.0121866,0.0152167,0.0252214,0.0262391,0.0154219,0.0130904,0.020984,0.0521778,0,0.0191561,0.0741929,0.0367647,0,0,0.0223409,0,0,0.0500164,0.0456741,0.0388489,0.0317678,0.0175764,0.0425127,0.0419048,0.0358864,0.0593552,0.0514002,0.0208967,0.0652424,0.0394647,0.102381,0.0209687,0.0209693,0.0278902,0.0229539,0.0207097,0.043857,0,0,0,0
73,0.0336674,0,0,0,0,0.0425905,0,0,0,0,0,0,0.0290404,0,0.0154041,0.0704621,0,0,0.0163158,0,0,0.0255241,0.0715428,0.0167214,0.00865868,0.0204396,0.0340991,0.0309812,0.0548937,0.0378325,0.01224,0.0153601,0.0252843,0.026248,0.0153857,0.013102,0.0208574,0.0519332,0,0.0191154,0.0740705,0.0367601,0,0,0.0221983,0,0,0.0499716,0.0457292,0.0388439,0.0316904,0.0174433,0.0425595,0.0418242,0.0360781,0.0593677,0.0514664,0.0206729,0.0653117,0.0394799,0.102322,0.020879,0.0209296,0.0278393,0.0229723,0.0206971,0.0438261,0,0,0,0
