Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,LTHIA,RWRB,RTIBA,LWRA,
115,0.0370635,0,0,0,0,0.0405484,0,0,0,0,0,0,0.0280783,0,0.0167552,0.0729644,0,0,0.0101253,0,0,0.0237259,0.0723144,0.0160196,0.00982083,0.0172523,0.0286235,0.0255915,0.0526335,0.0356336,0.0124316,0.0151696,0.0254429,0.0261753,0.0169146,0.0143552,0.0188744,0.0414838,0,0.0209509,0.0761408,0.0378976,0,0,0.0218022,0,0,0.0495139,0.0421229,0.0449617,0.034798,0.0158459,0.0424533,0.0415233,0.0379369,0,0.0572278,0.0194005,0.0587878,0.0332703,0.0989306,0.0213469,0.0141211,0.0262439,0.0229781,0.0146835,0.0437326,0,0.0310308,0,0
116,0.0371935,0,0,0,0,0.0404511,0,0,0,0,0,0,0.0279407,0,0.0167461,0.0728668,0,0,0.0099827,0,0,0.0236804,0.072329,0.0160167,0.00981345,0.0172196,0.0286087,0.025386,0.0526698,0.0353463,0.0124298,0.0152103,0.0254351,0.0261921,0.0170447,0.0143455,0.0187899,0.0412372,0,0.0209632,0.0762532,0.038061,0,0,0.0219038,0,0,0.0495972,0.0422313,0.0449417,0.0346887,0.0158858,0.0423978,0.0415868,0.0382046,0,0.057282,0.019627,0.05872,0.0331961,0.0990054,0.0213381,0.0137892,0.0262554,0.0231558,0.0146482,0.0437787,0,0.0310185,0,0
117,0.0373087,0,0,0,0,0.0404047,0,0,0,0,0,0,0.027812,0,0.0166749,0.0728193,0,0,0.00979981,0,0,0.0236479,0.0723842,0.0160258,0.00980436,0.0171448,0.0285622,0.0251881,0.0526854,0.0352059,0.0125479,0.0152235,0.0254937,0.0262366,0.0171965,0.0143091,0.018721,0.0410793,0,0.0209079,0.0763535,0.0382405,0,0,0.0219787,0,0,0.049556,0.0423165,0.0448987,0.0345954,0.015932,0.0423246,0.0417311,0.0382362,0,0.0573466,0.0194367,0.0586535,0.0330055,0.0990584,0.0213234,0.0135242,0.0262014,0.023167,0.0145891,0.0438857,0,0.0310011,0,0
118,0.037433,0,0,0,0,0.0403706,0,0,0,0,0,0,0.0278401,0,0.0169289,0.0728,0,0,0.00960981,0,0,0.0235999,0.0724019,0.0162184,0.0097967,0.0170938,0.0284984,0.0249947,0.0527276,0.0352087,0.0126025,0.015162,0.0254882,0.0262321,0.0172619,0.014254,0.018638,0.0410464,0,0.02092,0.0763793,0.0384397,0,0,0.0220821,0,0,0.0494785,0.0423711,0.0449217,0.0345501,0.0160252,0.0422352,0.0419651,0.0380392,0,0.0573943,0.0192897,0.0586061,0.0329491,0.099123,0.0213888,0.0131636,0.0261406,0.0229646,0.0144566,0.0439973,0,0.0310447,0,0
119,0.0375891,0,0,0,0,0.0402388,0,0,0,0,0,0,0.027765,0,0.0171075,0.0727407,0,0,0.00942261,0,0,0.0235474,0.0724065,0.0164372,0.00980627,0.0171179,0.0284689,0.0248298,0.0527044,0.0351855,0.0124583,0.0151276,0.0254871,0.0262094,0.017335,0.0142842,0.0185907,0.0410668,0,0.0209285,0.0763474,0.0386366,0,0,0.0222427,0,0,0.0493671,0.0423998,0.0449647,0.034536,0.0161217,0.0421728,0.0421395,0.0377001,0,0.0574238,0.0192389,0.0585433,0.0330077,0.0991758,0.021459,0.0128113,0.0261111,0.0230564,0.0143602,0.0439999,0,0.0310791,0,0
120,0.0377823,0,0,0,0,0.0400798,0,0,0,0,0,0,0.027672,0,0.0171112,0.0726796,0,0,0.00926326,0,0,0.0235155,0.0723721,0.0162872,0.0097343,0.0171554,0.028512,0.0246332,0.0527067,0.0351436,0.0123359,0.0151023,0.0254614,0.0261635,0.0174466,0.0143775,0.0185402,0.0410918,0,0.0209141,0.0763182,0.0388359,0,0,0.0223805,0,0,0.049331,0.0424515,0.044936,0.0344788,0.0161844,0.0421577,0.042303,0.0376522,0,0.0574422,0.0192139,0.0587312,0.0330746,0.0991939,0.0214592,0.0125184,0.0260256,0.0239488,0.0143512,0.0440045,0,0.0311083,0,0
121,0.037941,0,0,0,0,0.0399681,0,0,0,0,0,0,0.0275673,0,0.017113,0.0726308,0,0,0.00908029,0,0,0.0234785,0.0723497,0.0161642,0.00970676,0.0171208,0.0285259,0.0244199,0.0526812,0.0350888,0.0123327,0.0150774,0.0254554,0.026152,0.0176209,0.0143891,0.0185026,0.0411292,0,0.0209742,0.0763343,0.0390201,0,0,0.0224954,0,0,0.0492515,0.0424949,0.0449942,0.034406,0.0162371,0.0421332,0.042492,0.0378509,0,0.0574424,0.0191695,0.059296,0.0331284,0.0992141,0.0214992,0.0121923,0.0259589,0.0241237,0.0143186,0.044063,0,0.0311623,0,0
122,0.0380479,0,0,0,0,0.0399892,0,0,0,0,0,0,0.0274838,0,0.0171169,0.0725356,0,0,0.00888257,0,0,0.0234594,0.0723402,0.0161158,0.00970137,0.0170226,0.0285231,0.024227,0.0527216,0.0349931,0.0123244,0.0150592,0.0254246,0.0261549,0.0178462,0.0143944,0.0184393,0.0411451,0,0.0210399,0.0763941,0.0391877,0,0,0.0226065,0,0,0.049229,0.0425251,0.0450136,0.034329,0.0162393,0.0420808,0.0426565,0.037958,0,0.0574814,0.0191635,0.059306,0.0331785,0.0992037,0.0215212,0.0118478,0.0259185,0.0234259,0.0141991,0.0441417,0,0.0311848,0,0
123,0.0381356,0,0,0,0,0.0399872,0,0,0,0,0,0,0.0274055,0,0.0170952,0.0725503,0,0,0.00877577,0,0,0.0234716,0.0723513,0.0160974,0.00965612,0.0169254,0.0285509,0.0240643,0.0527738,0.0348997,0.0123276,0.0150591,0.0253511,0.0261699,0.0180515,0.0143952,0.0183988,0.0410758,0,0.021045,0.0764134,0.039333,0,0,0.0227591,0,0,0.0491675,0.0425766,0.044936,0.0342973,0.0161833,0.0420523,0.0428207,0.0379578,0,0.057525,0.0192133,0.0588352,0.0330633,0.0991936,0.0214972,0.0115943,0.0258618,0.0229456,0.0140871,0.0442073,0,0.03111,0,0
124,0.0382378,0,0,0,0,0.0399084,0,0,0,0,0,0,0.0272574,0,0.0169836,0.0725001,0,0,0.00873182,0,0,0.0234703,0.0723724,0.0160618,0.00960026,0.016874,0.0286013,0.023894,0.0527365,0.0347861,0.0122941,0.015071,0.025332,0.0261927,0.0182076,0.014326,0.0183625,0.0410702,0,0.0210142,0.0764256,0.0394535,0,0,0.0229043,0,0,0.0490858,0.0426535,0.0448586,0.0342578,0.0161518,0.0420463,0.0430017,0.0379925,0,0.0575605,0.0193039,0.0586389,0.0330143,0.0991898,0.0214797,0.0114992,0.025801,0.0229871,0.0140072,0.0442206,0,0.0310497,0,0
125,0.0383264,0,0,0,0,0.0398025,0,0,0,0,0,0,0.0272595,0,0.0171405,0.0724851,0,0,0.00862027,0,0,0.0234482,0.0723539,0.0161183,0.00957613,0.0168565,0.0285963,0.0236971,0.0525748,0.0347558,0.0122523,0.0150327,0.0252974,0.0262165,0.0182546,0.0143207,0.0182934,0.0410936,0,0.020992,0.0764328,0.0395507,0,0,0.0229763,0,0,0.0490103,0.04273,0.0448668,0.0342149,0.016157,0.0419995,0.0432398,0.038068,0,0.0575979,0.0193692,0.0587024,0.0330454,0.0991955,0.0215222,0.0113249,0.0257446,0.0228356,0.0138935,0.0442584,0,0.0310646,0,0
126,0.0384443,0,0,0,0,0.0397453,0,0,0,0,0,0,0.0273278,0,0.0172075,0.0726792,0,0,0.00848996,0,0,0.0233697,0.0723494,0.0161702,0.00962957,0.0167885,0.0285837,0.0235141,0.0524823,0.0348181,0.0122586,0.0149921,0.0253227,0.0262551,0.0183973,0.0143277,0.0182122,0.0411174,0,0.0210119,0.0764506,0.0396987,0,0,0.0230888,0,0,0.0489636,0.0427702,0.0449054,0.0341966,0.0161625,0.0419234,0.0433945,0.038111,0,0.0576241,0.0193987,0.0587479,0.0330345,0.0992023,0.0215694,0.0109028,0.0257197,0.0226655,0.0137931,0.0443448,0,0.0310789,0,0
127,0.0386067,0,0,0,0,0.0396774,0,0,0,0,0,0,0.027353,0,0.0172095,0.0730667,0,0,0.00837218,0,0,0.0233,0.0723905,0.0161994,0.00975153,0.016731,0.0285751,0.0233568,0.0525369,0.0349039,0.0122798,0.0150073,0.0253473,0.0262785,0.0185344,0.0143496,0.0181543,0.0411013,0,0.0210135,0.0764904,0.0398445,0,0,0.0232178,0,0,0.0488707,0.0427593,0.0449274,0.034233,0.0161701,0.0418467,0.0434684,0.0380986,0,0.057621,0.0193463,0.0587038,0.0330095,0.0992283,0.0216064,0.0106617,0.0256613,0.0226371,0.0137373,0.0444083,0,0.0310762,0,0
128,0.0387595,0,0,0,0,0.0395924,0,0,0,0,0,0,0.0273262,0,0.0172005,0.0730612,0,0,0.00826433,0,0,0.0232734,0.0724277,0.0161853,0.00977917,0.0166956,0.028561,0.0231797,0.0525529,0.0349539,0.0122215,0.0150309,0.0253646,0.0262729,0.0186249,0.0143607,0.0181019,0.0411536,0,0.0209826,0.0765224,0.0399777,0,0,0.0233332,0,0,0.0487084,0.0427563,0.0448894,0.034203,0.0161778,0.0418126,0.0435774,0.0380873,0,0.0576179,0.0193155,0.0586188,0.0330078,0.0992432,0.0216192,0.0105893,0.0255633,0.0228075,0.0137298,0.0445076,0,0.0310009,0,0
129,0.0389165,0,0,0,0,0.0394599,0,0,0,0,0,0,0.0273137,0,0.0172486,0.0728455,0,0,0.00818204,0,0,0.0232735,0.0724347,0.0161795,0.0096945,0.0166766,0.0285788,0.0229911,0.0525474,0.0349282,0.0121429,0.0149671,0.0253552,0.0262734,0.0186834,0.0143918,0.0180562,0.0412527,0,0.0209578,0.0765829,0.0401287,0,0,0.0234297,0,0,0.0486124,0.0428207,0.0448469,0.0341124,0.0161678,0.0417895,0.0437273,0.0380789,0,0.0576306,0.0193419,0.0585477,0.0330606,0.0992609,0.0216397,0.0101811,0.0254999,0.023238,0.0137462,0.044545,0,0.030959,0,0
130,0.0381238,0,0,0,0,0.0399468,0,0,0,0,0,0,0.0271054,0,0.0173916,0.0723227,0,0,0.0207523,0,0,0.0407647,0.0724052,0.0161739,0.00930647,0.0164662,0.0287666,0.0272248,0.052385,0.0345584,0.012086,0.0147841,0.0253126,0.0262084,0.0189568,0.0136433,0.0199228,0.0483727,0,0.0200142,0.0756559,0.0397554,0,0,0.0234996,0,0,0.0485325,0.0432237,0.0433644,0.0319342,0.0182147,0.0407672,0.0434711,0.0380778,0,0.0571458,0.0186678,0.0579239,0.0335003,0.0997991,0.0252325,0.00984272,0.0254211,0.0240578,0.0137156,0.0444186,0,0,0.0322541,0
131,0.0392005,0,0,0,0,0.0393152,0,0,0,0,0,0,0.0272804,0,0.017305,0.0724469,0,0,0.00795597,0,0,0.0231615,0.0724276,0.016155,0.00959097,0.0167129,0.0286413,0.0227309,0.0525472,0.0349298,0.0120869,0.0147462,0.0253329,0.0262418,0.0185976,0.0144113,0.0180407,0.0413291,0,0.0209095,0.0765079,0.040491,0,0,0.0235896,0,0,0.0483382,0.042932,0.0447648,0.0339871,0.0161639,0.041745,0.0439558,0.037958,0,0.0576519,0.019342,0.0584948,0.0331393,0.0992934,0.021613,0.00950642,0.0252905,0.0235841,0.0136727,0.0443243,0,0.0310287,0,0
132,0.0393345,0,0,0,0,0.0392459,0,0,0,0,0,0,0.0271944,0,0.0172678,0.0723299,0,0,0.00779766,0,0,0.0231976,0.0724453,0.0161964,0.00953152,0.0167202,0.0286658,0.022531,0.0525544,0.0349275,0.0120798,0.0148512,0.025321,0.0262339,0.0185911,0.0144781,0.0179541,0.0414297,0,0.0209804,0.0764869,0.0406352,0,0,0.0237552,0,0,0.0482146,0.0429616,0.0447955,0.0339326,0.0161432,0.0417396,0.0441453,0.0378346,0,0.0576681,0.0193327,0.0584937,0.0333845,0.0992793,0.0216729,0.00950109,0.0252267,0.0235737,0.0136668,0.0442588,0,0.0311586,0,0
133,0.0389337,0,0,0,0,0.0397532,0,0,0,0,0,0,0.0273055,0,0.0173484,0.0722448,0,0,0.0204222,0,0,0.0409492,0.0725742,0.0161941,0.00978595,0.0167114,0.0285501,0.0261591,0.0525168,0.0349958,0.0120912,0.0149636,0.0252974,0.0262111,0.0183474,0.0141678,0.019787,0.0417323,0,0.0208487,0.0766479,0.0405925,0,0,0.0238587,0,0,0.0481212,0.0431372,0.0446479,0.0334778,0.0162264,0.0410518,0.0438595,0.0375534,0,0.0576229,0.0193616,0.0585116,0.0336593,0.099422,0.0217336,0.00963681,0.0251595,0.0241877,0.0133404,0.0441894,0,0.0313154,0.0326286,0
134,0.0390502,0,0,0,0,0.0396483,0,0,0,0,0,0,0.0273453,0,0.0174142,0.0721685,0,0,0.0198783,0,0,0.0409967,0.0725865,0.0162204,0.00976471,0.0167227,0.0285799,0.0259629,0.052524,0.0349808,0.0121551,0.0150286,0.0253133,0.0262111,0.0182624,0.0142226,0.019778,0.0419812,0,0.0208081,0.0766888,0.0407725,0,0,0.0239156,0,0,0.0479951,0.0431273,0.0446145,0.0335015,0.0161355,0.0410403,0.0440829,0.0375687,0,0.057594,0.0193701,0.058471,0.0335887,0.099422,0.0217504,0.00928347,0.0251723,0.023941,0.0132925,0.0442419,0,0.0312208,0.0330369,0
135,0.0391147,0,0,0,0,0.0396278,0,0,0,0,0,0,0.0273558,0,0.0174703,0.0721049,0,0,0.0197871,0,0,0.040956,0.0725943,0.0162193,0.00975339,0.0167202,0.0285932,0.0259143,0.0525493,0.0349513,0.012199,0.0151499,0.0253372,0.0262291,0.0181671,0.014269,0.0197895,0.0422263,0,0.0207505,0.0767374,0.0409277,0,0,0.0240197,0,0,0.0479575,0.0431308,0.0445402,0.0335072,0.0160662,0.04102,0.0442372,0.0375083,0,0.0575709,0.0193923,0.0584724,0.0335346,0.0994062,0.0217468,0.00904406,0.025069,0.0235227,0.0131727,0.044154,0,0.0311224,0.0330434,0
136,0.0403724,0,0,0,0,0.0396371,0,0,0,0,0,0,0,0,0,0.073362,0,0,0.0197445,0,0,0.0408849,0.0706869,0.0174821,0.0115907,0.0168588,0.0290606,0.0252123,0.0554927,0.0355663,0.00771839,0.00831286,0.0224475,0.0241001,0,0.0147412,0.0196572,0.0382705,0,0,0.077007,0.0417018,0,0,0.0237936,0,0,0.0478026,0.0428959,0.042795,0.0345247,0.0157189,0.0410681,0.0438117,0.0377492,0,0.0578302,0.0191146,0.0593827,0.0333913,0.0988576,0.0228933,0.00888601,0.0249582,0.0236106,0.012546,0,0,0.030626,0.0330736,0
137,0.0396244,0,0,0,0,0.0395271,0,0,0,0,0,0,0,0,0.0151226,0.0722076,0,0,0.0197234,0,0,0.0409208,0.0722723,0.0226923,0.00977905,0.0160705,0.0288173,0.0257235,0.0525058,0.0349114,0.011731,0.0155484,0.0229691,0.0253347,0,0.0143556,0.0196258,0.0420541,0,0.0209392,0.0768961,0.0412753,0,0,0.0239932,0,0,0.0477356,0.0432389,0.0444191,0.0335785,0.0159672,0.041067,0.0444328,0.0376724,0,0.0573901,0.0194662,0.0590433,0.0334851,0.0994522,0.0215222,0.00872508,0.02497,0.0233548,0.012914,0.0432361,0,0.0309284,0.0329929,0
138,0.0397379,0,0,0,0,0.0394557,0,0,0,0,0,0,0,0,0.015005,0.072271,0,0,0.0197819,0,0,0.0408946,0.0722079,0.0228866,0.00980416,0.0161481,0.0289691,0.0257837,0.0525259,0.0348855,0.0116748,0.015468,0.0229534,0.0253467,0,0.0143281,0.019569,0.042829,0,0.0207219,0.0767338,0.0413586,0,0,0.0240786,0,0,0.0474877,0.0432539,0.0444093,0.0334048,0.0158436,0.0410367,0.0445985,0.0377745,0,0.0574284,0.0196466,0.0591852,0.0334374,0.0993792,0.0218348,0.00861916,0.0249035,0.0238382,0.0128584,0.0432765,0,0.0309928,0.0328251,0
139,0.0398398,0,0,0,0,0.0394243,0,0,0,0,0,0,0,0,0.0147779,0.072239,0,0,0.0198876,0,0,0.0408595,0.0721796,0.0230092,0.00976746,0.0161969,0.0290826,0.0258269,0.0525542,0.034918,0.0117003,0.0154135,0.0229922,0.0254114,0,0.0143654,0.0194772,0.0431466,0,0.0206734,0.0766994,0.0414627,0,0,0.0242051,0,0,0.0474629,0.0432592,0.0444119,0.0333985,0.0157615,0.0410877,0.0446498,0.037767,0,0.057432,0.0196978,0.0590928,0.0334628,0.0993735,0.0219413,0.00849006,0.0248026,0.0241128,0.0128064,0.0432287,0,0.0309086,0.0325422,0
140,0.0399223,0,0,0,0,0.0393922,0,0,0,0,0,0,0,0,0.0147403,0.0722137,0,0,0.0198928,0,0,0.0408506,0.0721813,0.0229559,0.00972676,0.0163228,0.0291238,0.0258819,0.0525913,0.0349793,0.011782,0.0154894,0.023088,0.0254494,0,0.0143986,0.0193762,0.0432679,0,0.0206827,0.0766872,0.0415627,0,0,0.0242577,0,0,0.0474841,0.0433011,0.0444037,0.0334187,0.0156659,0.041133,0.0447315,0.0377736,0,0.057426,0.0197466,0.0588925,0.0335079,0.0993919,0.0219719,0.00846346,0.0247927,0.0239744,0.0127628,0.0431673,0,0.030901,0.0323986,0
141,0.0405349,0,0,0,0,0.0387979,0,0,0,0,0,0,0,0,0.0147863,0.0721604,0,0,0.00726725,0,0,0.0230407,0.0720716,0.0229049,0.00944163,0.0163765,0.0293262,0.0222884,0.0526963,0.0350631,0.0117947,0.0156853,0.0231058,0.0254344,0,0.0146169,0.0180221,0.0431872,0,0.0207882,0.0765069,0.0418123,0,0,0.0243016,0,0,0.0473591,0.0431647,0.044559,0.0338208,0.0155101,0.0417724,0.0452788,0.0380173,0,0.057456,0.0197403,0.0587867,0.033378,0.0992982,0.0219143,0.00811188,0.024669,0.0233926,0.0130514,0.0433359,0,0.0307828,0,0
142,0.0400956,0,0,0,0,0.039305,0,0,0,0,0,0,0,0,0.0148778,0.0721513,0,0,0.0205997,0,0,0.0406518,0.0721672,0.0229928,0.00959601,0.0161541,0.0291564,0.0262068,0.0526277,0.0351299,0.0118304,0.0156885,0.0230243,0.0253729,0,0.0143695,0.0194176,0.0434376,0,0.0206465,0.0766182,0.0417711,0,0,0.0243539,0,0,0.0472796,0.0433461,0.0443538,0.0334161,0.0156077,0.0411359,0.0447844,0.0377971,0,0.0574524,0.0197781,0.058844,0.0335301,0.0994555,0.0220091,0.00839537,0.0246062,0.0239643,0.0126731,0.0433512,0,0.0309243,0.0315121,0
143,0.0402134,0,0,0,0,0.0393328,0,0,0,0,0,0,0,0,0.0147851,0.0721571,0,0,0.0199817,0,0,0.0407379,0.072141,0.0230538,0.009542,0.0161131,0.0291423,0.0260666,0.0526276,0.0351077,0.0119495,0.0156634,0.0230383,0.0254102,0,0.0142707,0.0193665,0.0435163,0,0.020611,0.0766084,0.0417986,0,0,0.0244161,0,0,0.0472419,0.0433532,0.0443056,0.0335224,0.0155651,0.0412192,0.0448359,0.0378946,0,0.0575046,0.0197595,0.0588663,0.0335839,0.0994608,0.0219928,0.00821432,0.0245609,0.0237012,0.0125941,0.0434136,0,0.0309075,0.0320051,0
144,0.0403183,0,0,0,0,0.0393588,0,0,0,0,0,0,0,0,0.0147424,0.0721482,0,0,0.0200163,0,0,0.0406981,0.0721273,0.0230158,0.00949202,0.0161939,0.0292065,0.0260978,0.0526778,0.0351126,0.0120304,0.0155226,0.023101,0.0254584,0,0.0141937,0.0193933,0.0435794,0,0.0205705,0.07655,0.0418275,0,0,0.024502,0,0,0.0471956,0.0433847,0.0442568,0.0335513,0.0155498,0.0412971,0.0450443,0.0379378,0,0.0575258,0.0197398,0.0588751,0.0335739,0.0994753,0.0219883,0.00820753,0.0244901,0.0239165,0.0124961,0.0433725,0,0.0309194,0.0319415,0
145,0.040399,0,0,0,0,0.0393004,0,0,0,0,0,0,0,0,0.0147868,0.0720973,0,0,0.0200315,0,0,0.0405995,0.0721096,0.0231036,0.00942097,0.0162523,0.029294,0.0261262,0.0527253,0.0350989,0.0120421,0.0154406,0.0231312,0.0254849,0,0.0141936,0.0193932,0.043624,0,0.020538,0.0765019,0.0418695,0,0,0.0245669,0,0,0.0471373,0.0433859,0.0442335,0.0335832,0.0155351,0.041373,0.0452126,0.0378893,0,0.0575352,0.0197096,0.0588441,0.0335143,0.0994922,0.0219988,0.00834914,0.0244354,0.0241157,0.0124024,0.0433455,0,0.0309372,0.0317807,0
146,0.0404511,0,0,0,0,0.0392327,0,0,0,0,0,0,0,0,0.0148029,0.0720602,0,0,0.0200208,0,0,0.0405595,0.0720794,0.0232063,0.00935339,0.016258,0.0293577,0.0261234,0.0527445,0.0351296,0.0120688,0.0154566,0.0231405,0.0254896,0,0.0142241,0.0194113,0.0437149,0,0.0205259,0.0764705,0.0419243,0,0,0.0245579,0,0,0.0471017,0.043387,0.0442361,0.033618,0.0155534,0.0414391,0.0452707,0.0378232,0,0.0575201,0.0196863,0.0588357,0.0335562,0.0994962,0.0220181,0.00811452,0.0244374,0.0241455,0.0123379,0.0434087,0,0.0309298,0.0316909,0
147,0.0404898,0,0,0,0,0.0392051,0,0,0,0,0,0,0,0,0.0148292,0.0720402,0,0,0.0200523,0,0,0.0405319,0.0720429,0.0232631,0.00929646,0.016268,0.0293899,0.026101,0.0527402,0.0352321,0.012109,0.015506,0.0231292,0.0254823,0,0.0142448,0.019488,0.0438526,0,0.0205263,0.0763723,0.0419935,0,0,0.0244282,0,0,0.0471307,0.0433655,0.0442435,0.0336625,0.0155351,0.0415108,0.0453819,0.0378391,0,0.0575213,0.0196314,0.0588541,0.0336847,0.0995068,0.0220428,0.00730834,0.0244872,0.0239556,0.0122654,0.0435195,0,0.0309171,0.0317074,0
148,0.0405429,0,0,0,0,0.0392463,0,0,0,0,0,0,0,0,0.0148234,0.0720165,0,0,0.0200954,0,0,0.0405295,0.0720146,0.023293,0.00919929,0.0162977,0.0294181,0.0260968,0.0527243,0.0352752,0.0121224,0.0155369,0.0231375,0.0255019,0,0.014225,0.0195608,0.0440017,0,0.0205327,0.0762283,0.0420557,0,0,0.0243489,0,0,0.0471272,0.0433174,0.0442415,0.0337066,0.0154997,0.0415791,0.045464,0.0379836,0,0.0575528,0.0195986,0.0589475,0.0339317,0.0995007,0.0220702,0.0070886,0.0244614,0.0235722,0.0121739,0.0435528,0,0.0308887,0.0317142,0
149,0.040605,0,0,0,0,0.0392805,0,0,0,0,0,0,0,0,0.0148198,0.0720114,0,0,0.0201548,0,0,0.040551,0.0720073,0.0233722,0.00912303,0.0163715,0.0295071,0.0261134,0.0527913,0.035325,0.0121235,0.0155485,0.0231717,0.0255228,0,0.0141535,0.0195829,0.0441497,0,0.0204994,0.0762671,0.0420775,0,0,0.0243801,0,0,0.0469996,0.043286,0.0442038,0.0337117,0.0154548,0.0416613,0.04551,0.0380108,0,0.0575706,0.0195753,0.0590685,0.0340251,0.0994911,0.0221042,0.00756331,0.0243598,0.0236216,0.0120833,0.0435005,0,0.0308597,0.0316851,0
150,0.0406589,0,0,0,0,0.0393534,0,0,0,0,0,0,0,0,0.014842,0.0719578,0,0,0.0202109,0,0,0.0405675,0.0719964,0.0234763,0.00904837,0.016504,0.0296157,0.0261138,0.0528257,0.0353513,0.0121212,0.0156353,0.02323,0.0255557,0,0.0140788,0.019685,0.0442594,0,0.0204744,0.0762785,0.0420865,0,0,0.0244868,0,0,0.0468534,0.0432613,0.0441731,0.0337761,0.0153844,0.0417491,0.0456126,0.037851,0,0.0575917,0.0195597,0.0589306,0.0340277,0.0995068,0.0221331,0.00841246,0.0242599,0.0237242,0.0119979,0.043529,0,0.0308469,0.0316798,0
151,0.0407124,0,0,0,0,0.039402,0,0,0,0,0,0,0,0,0.0148946,0.0719216,0,0,0.0202551,0,0,0.0405637,0.071958,0.0234956,0.00897425,0.0165256,0.0297598,0.0261352,0.0529041,0.0352853,0.0121585,0.015779,0.0232533,0.0255689,0,0.0140011,0.0197224,0.0443424,0,0.0204839,0.0763677,0.0420971,0,0,0.0245804,0,0,0.0467817,0.0432216,0.0441335,0.0338357,0.0153483,0.0418259,0.0457839,0.0376996,0,0.0576231,0.019589,0.0588469,0.03397,0.0995472,0.0221785,0.00876608,0.0242084,0.0237675,0.0119697,0.043611,0,0.0308293,0.0316248,0
152,0.0407476,0,0,0,0,0.0393552,0,0,0,0,0,0,0,0,0.0149353,0.0718881,0,0,0.0202828,0,0,0.040535,0.0719068,0.0235209,0.00882184,0.0164713,0.0298907,0.0261407,0.0529791,0.0352868,0.0121746,0.015841,0.0232884,0.0256089,0,0.0138978,0.0196982,0.0444111,0,0.0204653,0.0762948,0.0421116,0,0,0.0246092,0,0,0.0467036,0.0431619,0.0441301,0.0338755,0.0153396,0.041865,0.0459716,0.0377492,0,0.0576366,0.0195943,0.0589413,0.0339123,0.0995886,0.0221884,0.00858226,0.0241566,0.023944,0.012059,0.0437253,0,0.0308072,0.0314895,0
153,0.0407396,0,0,0,0,0.0392286,0,0,0,0,0,0,0,0,0.0148658,0.0718474,0,0,0.0202691,0,0,0.0404665,0.0718847,0.0233751,0.00868766,0.0164101,0.0299359,0.0261825,0.0530097,0.0353154,0.0121595,0.0158888,0.023289,0.0256191,0,0.0137751,0.019687,0.0444622,0,0.0204296,0.0760485,0.0421512,0,0,0.0245883,0,0,0.0466331,0.0430862,0.0441294,0.0339445,0.0153444,0.0418752,0.0461154,0.0378612,0,0.0576351,0.0195611,0.0591592,0.0338298,0.0996027,0.0221578,0.00825071,0.0241136,0.0239367,0.0122118,0.0438082,0,0.0307277,0.0313389,0
154,0.0407093,0,0,0,0,0.0391082,0,0,0,0,0,0,0,0,0.0148013,0.0718291,0,0,0.0202908,0,0,0.0404026,0.0718478,0.0233303,0.00858554,0.0163348,0.0299391,0.0262915,0.0530751,0.03535,0.0120392,0.0158776,0.0232574,0.0255894,0,0.0136126,0.0196753,0.0445766,0,0.0204417,0.0758257,0.0422012,0,0,0.0245925,0,0,0.046518,0.0430312,0.044123,0.0339861,0.015306,0.0418744,0.0461896,0.0379889,0,0.0576345,0.0194726,0.0592318,0.0338345,0.0995758,0.02215,0.00873929,0.0240458,0.0237015,0.012389,0.0438885,0,0.0306182,0.0312222,0
155,0.0406619,0,0,0,0,0.0389925,0,0,0,0,0,0,0,0,0.0147986,0.0718563,0,0,0.0203713,0,0,0.0403449,0.0718488,0.0234042,0.00856137,0.0165401,0.029951,0.0264502,0.0530596,0.0353381,0.0118767,0.0159437,0.0232623,0.0256091,0,0.0134103,0.0196952,0.0447492,0,0.0204183,0.0759435,0.0422543,0,0,0.0245446,0,0,0.0465064,0.0430059,0.0441199,0.0339877,0.0152468,0.0418998,0.046231,0.0381052,0,0.0576058,0.0194143,0.0591304,0.0337446,0.0995438,0.0221459,0.00915162,0.0240646,0.0234961,0.0125819,0.043886,0,0.0304869,0.031149,0
