Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,RILC,LASI
37,0,0,0,0,0,0,0.0230166,0.0585125,0,0,0,0.155254,0.0157087,0.0103152,0,0,0.0178257,0,0.0311896,0.00587904,0.0191532,0.217255,0.0290712,0.00604215,0.155814,0.0411442,0.0317927,0.0307748,0.0281763,0.0189847,0.00523025,0.00454058,0.00661533,0.00969224,0.10493,0.027738,0.0192893,0.00332606,0.0374807,0.00869628,0.037589,0.109775,0.0343472,0,0,0.0337657,0,0.00836413,0.0161871,0.0584971,0.0469189,0.023213,0.137122,0.0245154,0.0193706,0.0236997,0.0118991,0.0169259,0.02095,0.0309883,0.0166825,0.0210024,0.0604136,0.0319239,0.0106208,0,0.0749176,0.0426586,0,0,0,0.0399615,0.0758255
38,0,0,0,0,0,0,0.0228886,0.0583518,0,0,0,0.154081,0.0157314,0.0105423,0,0,0.0178454,0,0.0311496,0.00587889,0.0189814,0.217841,0.0291021,0.00526871,0.154808,0.0414829,0.0317437,0.030726,0.027986,0.0186095,0.0057395,0.0051431,0.00690364,0.00950717,0.103284,0.0279334,0.0193151,0.00337315,0.0401294,0.00850526,0.0411603,0.109995,0.0343321,0,0,0.0335139,0,0.00849899,0.0159006,0.0578247,0.0491123,0.0265126,0.137042,0.0244704,0.0197216,0.0245529,0.011352,0.0165997,0.0225918,0.0304276,0.0163412,0.0226394,0.0634385,0.0317075,0.010307,0.0104998,0.0747916,0.042067,0,0,0,0.0407128,0.0761179
39,0,0,0,0,0,0,0.0229887,0.0580991,0,0,0,0.152847,0.0157644,0.0109534,0,0,0.017865,0,0.0310905,0.00587963,0.0190258,0.21812,0.0289725,0.00456468,0.15467,0.0417461,0.031593,0.0306294,0.0275588,0.0182517,0.00632252,0.00591993,0.00718603,0.00943025,0.101584,0.0280459,0.019296,0.00335152,0.0400121,0.008528,0.0427218,0.110354,0.0345117,0,0,0.033414,0,0.00847791,0.0158618,0.0570483,0.0494922,0.030115,0.137418,0.0244898,0.0193324,0.0243019,0.0120543,0.0168545,0.0233009,0.0306389,0.0164072,0.0233014,0.0637232,0.0316217,0.0102638,0.0103205,0.0746576,0.0418084,0,0,0,0.0414168,0.0761518
40,0,0,0,0,0,0,0.0231846,0.0577636,0,0,0,0.151781,0.0158021,0.0112202,0,0,0.01769,0,0.0309736,0.00585279,0.0192961,0.217854,0.028759,0.00346697,0.154965,0.0418632,0.0314896,0.0306425,0.0268928,0.0180031,0.00683224,0.00679654,0.00743584,0.00952023,0.0998924,0.028025,0.0192531,0.00329288,0.0373577,0.00853376,0.0412463,0.110848,0.0346752,0,0,0.0333034,0,0.0084647,0.0158319,0.0566466,0.0488208,0.0319961,0.138141,0.0245142,0.0184669,0.022967,0.0139611,0.0182132,0.0223924,0.0310116,0.0167712,0.022409,0.0611285,0.0316554,0.0101107,0.0102949,0.0744272,0.0416615,0,0,0,0.042092,0.076057
41,0,0,0,0,0,0,0.0232558,0.0573816,0,0,0,0.151072,0.0157994,0.0114324,0,0,0.017637,0,0.0309007,0.00584456,0.0197121,0.21693,0.0285191,0.00235388,0.1545,0.0419916,0.031504,0.0308919,0.0261573,0.0179419,0.0072387,0.0078202,0.00767065,0.00982291,0.0984399,0.0280707,0.0192038,0.00330452,0.0333875,0.00850904,0.0381397,0.110917,0.0345431,0,0,0.0332844,0,0.00846138,0.0158221,0.057033,0.0482768,0.0302333,0.138711,0.0245908,0.017846,0.0210978,0.0164821,0.0201529,0.0208228,0.0313066,0.0174568,0.0209767,0.057293,0.031775,0.0101031,0.0103517,0.0740564,0.0413069,0,0,0,0.0428277,0.0761698
42,0,0,0,0,0,0,0.023315,0.0570268,0,0,0,0.150703,0.0157612,0.0114159,0,0,0.0176164,0,0.0308511,0.00568485,0.0201618,0.215453,0.0281391,0.00299174,0.153884,0.0419931,0.031632,0.0314982,0.0254509,0.017975,0.00768479,0.00898902,0.00781504,0.0103447,0.0970581,0.0280054,0.0191635,0.00340292,0.0299799,0.00846535,0.0356925,0.110729,0.0343782,0,0,0.0332853,0,0.00845536,0.01586,0.0576209,0.0485725,0.0256981,0.138958,0.0246005,0.0173259,0.0193489,0.0186812,0.0216263,0.0197153,0.0315611,0.0182524,0.0201938,0.0543826,0.0318609,0.0102072,0.0104437,0.0735298,0.0409869,0,0,0,0.043289,0.0763227
43,0,0,0,0,0,0,0.023516,0.0567339,0,0,0,0.150758,0.015752,0.01139,0,0,0.0173712,0,0.0307994,0.00550013,0.0206702,0.21325,0.0276729,0.00505277,0.15391,0.0418115,0.0316761,0.0322232,0.024731,0.0179911,0.00823894,0.0106107,0.00802053,0.011133,0.0957394,0.027744,0.0191355,0.00356684,0.0282879,0.00839206,0.0347857,0.110597,0.0344208,0,0,0.0332497,0,0.00842806,0.015901,0.057663,0.0487631,0.0224762,0.139055,0.0245107,0.0167383,0.0182616,0.0197148,0.0220867,0.0191758,0.0315073,0.0185321,0.0197622,0.0534856,0.0319252,0.0103033,0.0104719,0.0730744,0.0408033,0,0,0,0.0434247,0.0766261
44,0,0,0,0,0,0,0.0238561,0.0567399,0,0,0,0.151627,0.015711,0.0119541,0,0,0.0169697,0,0.0307431,0.00542095,0.0212755,0.210502,0.0272862,0.00790066,0.15488,0.0415999,0.03168,0.0329639,0.0240037,0.0180558,0.00905458,0.0130504,0.00839155,0.0121512,0.0948847,0.0275372,0.019111,0.00372171,0.0283995,0.00826994,0.0346695,0.110682,0.0347198,0,0,0.0331605,0,0.00835382,0.0159395,0.0569645,0.0476818,0.0226917,0.139376,0.0243699,0.0163861,0.0178804,0.0192465,0.0216948,0.0186107,0.0308558,0.0178685,0.0188882,0.0543768,0.03197,0.0103473,0.0105009,0.0730245,0.0408901,0,0,0,0.0434029,0.0771917
45,0,0,0,0,0,0,0.0241542,0.0569674,0,0,0,0.153264,0.0156058,0.0135264,0,0,0.0166393,0,0.0307468,0.00540895,0.022019,0.207637,0.0271915,0.0112444,0.156111,0.0414304,0.0315332,0.0339108,0.0233232,0.018274,0.0103808,0.0163847,0.00893943,0.013377,0.0950401,0.0274732,0.0191125,0.00372378,0.0296584,0.00811677,0.0346917,0.11066,0.0350825,0,0,0.033178,0,0.00825863,0.0160898,0.0559874,0.0452148,0.0251825,0.139841,0.0242853,0.0165762,0.0181828,0.0184397,0.0214164,0.0179602,0.0294647,0.016637,0.0178455,0.0560286,0.0321464,0.0103913,0.0105608,0.0734697,0.0411323,0,0,0,0.0434606,0.0780963
46,0,0,0,0,0,0,0.0244159,0.0572715,0,0,0,0.15585,0.0154986,0.0161661,0,0,0.0164305,0,0.0307644,0.00536371,0.0229538,0.204864,0.0273305,0.0146636,0.157674,0.0412312,0.0309541,0.0349184,0.0229085,0.0187763,0.0120913,0.0198906,0.00944445,0.0147597,0.0965388,0.0273476,0.0191359,0.00372736,0.0300911,0.00807009,0.0339487,0.11039,0.0355778,0,0,0.0333832,0,0.00824231,0.0162866,0.0553261,0.0423642,0.0271669,0.140572,0.0241525,0.0170609,0.0188689,0.0181091,0.0217488,0.0173194,0.0277934,0.0157782,0.0172785,0.0566061,0.0323518,0.0105899,0.010734,0.0743435,0.0416137,0,0,0,0.0432145,0.0789729
47,0,0,0,0,0,0,0.0244224,0.0575297,0,0,0,0.159266,0.0153954,0.0193896,0,0,0.0163436,0,0.0307966,0.00528783,0.023966,0.201745,0.0276681,0.0174586,0.158659,0.0410748,0.0302824,0.0357855,0.0228354,0.0195956,0.0137937,0.0229864,0.00980099,0.0162324,0.0996345,0.0272728,0.0191727,0.00388194,0.0291359,0.00791999,0.0324718,0.10962,0.0358805,0,0,0.0336707,0,0.00820824,0.0165634,0.0552736,0.0397374,0.0271443,0.140963,0.0241048,0.0174883,0.0193147,0.0182663,0.0224389,0.016543,0.0263138,0.0154785,0.016853,0.0558469,0.0325233,0.0108314,0.0109211,0.0753881,0.0419426,0,0,0,0.0428937,0.0797099
48,0,0,0,0,0,0,0.0243099,0.0577054,0,0,0,0.16266,0.0152631,0.0224004,0,0,0.0162749,0,0.0308379,0.00525838,0.0248915,0.19961,0.0280819,0.0199775,0.159436,0.0408976,0.029728,0.0360906,0.0229755,0.0206963,0.0149799,0.025157,0.0100278,0.0176813,0.104414,0.0271776,0.0191964,0.00400845,0.027759,0.00769722,0.0310089,0.108941,0.0360946,0,0,0.033887,0,0.00808682,0.0168661,0.0554428,0.0376387,0.0258279,0.140981,0.0240975,0.0176927,0.0194469,0.0185114,0.0228591,0.0157589,0.0251246,0.0153591,0.016373,0.0548794,0.0325942,0.0110204,0.0110611,0.0763584,0.0421131,0,0,0,0.0423959,0.0802604
49,0,0,0,0,0,0,0.0240862,0.0580175,0,0,0,0.165049,0.0151271,0.0243716,0,0,0.0160045,0,0.030829,0.00524948,0.0255844,0.198929,0.0285137,0.022642,0.16006,0.040701,0.0292164,0.0357909,0.0232407,0.0218408,0.0157676,0.0268156,0.010042,0.0189608,0.111442,0.0269663,0.0192157,0.00399187,0.0269479,0.0075859,0.0301847,0.108553,0.0361677,0,0,0.0340884,0,0.00800487,0.0170699,0.0553761,0.0361172,0.0243976,0.14069,0.0239717,0.0177045,0.0196026,0.0184679,0.0228743,0.0152087,0.0241141,0.0153337,0.0161145,0.0547121,0.0325772,0.0111307,0.0111342,0.0771076,0.0421886,0,0,0,0.0417698,0.08067
50,0,0,0,0,0,0,0.0237448,0.0583106,0,0,0,0.165256,0.015031,0.0246864,0,0,0.0156718,0,0.03081,0.00526123,0.0259543,0.199761,0.0288606,0.0250759,0.160354,0.0404369,0.0287397,0.035337,0.023549,0.0228299,0.0167018,0.0282171,0.0101299,0.0200156,0.121044,0.0266554,0.0192423,0.00378557,0.027191,0.00756271,0.0301565,0.108177,0.0360295,0,0,0.0343883,0,0.00800959,0.0172103,0.0552077,0.0351295,0.0234404,0.139923,0.0237945,0.0176516,0.0200204,0.0180169,0.0224504,0.0150004,0.0232937,0.015393,0.0162809,0.0555428,0.032556,0.0112388,0.0112299,0.0775266,0.0421176,0,0,0,0.0411412,0.0809595
51,0,0,0,0,0,0,0.0233004,0.0582956,0,0,0,0.163537,0.014987,0.0232883,0,0,0.0153843,0,0.030794,0.0053029,0.0261358,0.201317,0.0290096,0.0274606,0.160522,0.0402293,0.0281601,0.0345997,0.0237092,0.0238005,0.0174671,0.0288908,0.0101426,0.0207319,0.133193,0.0263497,0.0192584,0.00384692,0.0281103,0.00759121,0.0305473,0.108297,0.0357337,0,0,0.034702,0,0.00804384,0.0173505,0.0551424,0.0344136,0.0231607,0.139021,0.0235566,0.0174488,0.0206434,0.0172558,0.0217063,0.0151068,0.0226445,0.0154375,0.016771,0.0567964,0.0324329,0.0113665,0.0113518,0.0776537,0.0419619,0,0,0,0.0407186,0.0811668
52,0,0,0,0,0,0,0.0228433,0.0583297,0,0,0,0.161881,0.0149125,0.0202334,0,0,0.0151661,0,0.0307587,0.00530007,0.0262287,0.202376,0.0289662,0.0292849,0.160773,0.0401303,0.0274956,0.0337326,0.0237393,0.0248771,0.0177065,0.0281779,0.00984142,0.021109,0.143252,0.0260298,0.0192519,0.00411899,0.029401,0.00743074,0.031128,0.109044,0.0353101,0,0,0.0349275,0,0.00798385,0.0174232,0.05539,0.0337753,0.0235483,0.138239,0.0233839,0.0172904,0.0212549,0.0165221,0.0211142,0.0153956,0.0221594,0.015396,0.017289,0.0581337,0.0322958,0.0114981,0.0114213,0.0775521,0.0418438,0,0,0,0.0406416,0.0811973
53,0,0,0,0,0,0,0.0223809,0.058409,0,0,0,0.161125,0.0148513,0.0169762,0,0,0.0150252,0,0.0307923,0.00527083,0.0262443,0.202401,0.0288315,0.0303194,0.16059,0.0402095,0.0269243,0.0329706,0.0239658,0.025931,0.0171923,0.0262757,0.00922616,0.0210247,0.145523,0.0257009,0.019282,0.00413047,0.0305257,0.00749446,0.0315897,0.110134,0.0347303,0,0,0.0354121,0,0.00804327,0.0176179,0.055879,0.0331486,0.02417,0.137315,0.0232515,0.0174689,0.0217399,0.0162372,0.0210665,0.0155247,0.021899,0.015207,0.0174474,0.0592936,0.0323496,0.0115492,0.0115416,0.077156,0.0417171,0,0,0,0.0409592,0.0810805
54,0,0,0,0,0,0,0.021977,0.0584433,0,0,0,0.161199,0.0148101,0.0147665,0,0,0.0148512,0,0.0308267,0.00524556,0.0261933,0.202028,0.0284855,0.0308569,0.160071,0.0403512,0.0265903,0.0324872,0.0247257,0.026842,0.0159808,0.024374,0.00827575,0.0206152,0.143188,0.0254759,0.0193295,0.00423056,0.031286,0.00773581,0.0318679,0.111514,0.0341545,0,0,0.0358804,0,0.00822029,0.0178468,0.0563357,0.0324821,0.0248233,0.136351,0.0230969,0.0179915,0.0220278,0.0163703,0.0215408,0.0153691,0.0217548,0.0149062,0.0172373,0.0602132,0.0324735,0.0115555,0.0117477,0.0765541,0.0417267,0,0,0,0.041616,0.0808552
55,0,0,0,0,0,0,0.0216636,0.0584467,0,0,0,0.16151,0.0147685,0.0144098,0,0,0.0146671,0,0.0308824,0.00526561,0.02614,0.202034,0.0281166,0.0313571,0.159368,0.0404905,0.0264586,0.0321318,0.0256438,0.0276486,0.0148948,0.0226752,0.00716957,0.0201479,0.140754,0.0253724,0.0193841,0.0044416,0.0316358,0.00778715,0.0319671,0.112864,0.0335925,0,0,0.0362088,0,0.00831091,0.0179318,0.0564225,0.031894,0.0253952,0.135329,0.0230418,0.0186236,0.0221078,0.0167038,0.0221943,0.0150442,0.0216819,0.0146541,0.0168818,0.0608231,0.0326342,0.011681,0.0119558,0.0758564,0.0418175,0,0,0,0.0425228,0.0806758
56,0,0,0,0,0,0,0.021345,0.0584488,0,0,0,0.161468,0.014736,0.0142434,0,0,0.0146106,0,0.0309256,0.00540068,0.0260718,0.202825,0.0277988,0.0319061,0.158612,0.0407157,0.0264839,0.0317731,0.0264162,0.028458,0.0140144,0.0215531,0.00654056,0.0196593,0.139128,0.025318,0.0194312,0.00456393,0.0318949,0.00774157,0.0320846,0.113855,0.0330171,0,0,0.03652,0,0.00834164,0.0179963,0.0560711,0.0313211,0.0257808,0.13424,0.0230907,0.0191068,0.022072,0.0170182,0.0226286,0.0147882,0.0216285,0.0144161,0.0165962,0.0613157,0.0328344,0.0118539,0.0121196,0.0752411,0.0418607,0,0,0,0.0436378,0.0805469
57,0,0,0,0,0,0,0.0209928,0.0585405,0,0,0,0.160901,0.0147131,0.0130644,0,0,0.0146886,0,0.0309784,0.00562108,0.0259133,0.204223,0.0275232,0.0325435,0.157886,0.0410668,0.026633,0.0313554,0.0270353,0.0292035,0.0136001,0.020877,0.00623611,0.0190789,0.137323,0.0253687,0.0194774,0.00482065,0.0325702,0.00770987,0.0324846,0.114293,0.0324878,0,0,0.0368937,0,0.00836536,0.0181678,0.0555575,0.0305837,0.0259648,0.133262,0.0232338,0.0192949,0.0220418,0.0171679,0.0226498,0.0148292,0.0215875,0.014244,0.016546,0.0620468,0.033088,0.0120085,0.0122349,0.0747978,0.0418582,0,0,0,0.0448069,0.0799717
58,0,0,0,0,0,0,0.0209114,0.0589328,0,0,0,0.160354,0.0146885,0.0112329,0,0,0.0149678,0,0.0310591,0.00586187,0.0252412,0.205444,0.0271931,0.033366,0.157323,0.0416706,0.0269932,0.0309296,0.0276499,0.0298332,0.0131643,0.0203524,0.00574805,0.0183652,0.134779,0.0256258,0.0195457,0.0050783,0.0337647,0.007729,0.0330677,0.114404,0.0324754,0,0,0.0370389,0,0.00840696,0.0182735,0.0558577,0.0303298,0.0259341,0.133084,0.0234426,0.0195136,0.0219127,0.0172191,0.0225301,0.0146225,0.0216797,0.0140514,0.016447,0.063338,0.0332663,0.0120098,0.0122468,0.0747188,0.0421009,0,0,0,0.0464618,0
59,0,0,0,0,0,0,0.0206744,0.0592366,0,0,0,0.160603,0.0147148,0.0102138,0,0,0.0152581,0,0.0311955,0.00612206,0.0249383,0.206199,0.0267934,0.0336656,0.157002,0.0422198,0.0272487,0.0304345,0.0279269,0.0304668,0.0121286,0.0192914,0.00504771,0.0175103,0.132672,0.0257761,0.0196151,0.00518752,0.0350005,0.00775889,0.0337395,0.114104,0.0322114,0,0,0.0372741,0,0.00847412,0.0185342,0.0561505,0.0306007,0.0260044,0.132621,0.0236956,0.0195042,0.0218756,0.0171254,0.0223139,0.0146802,0.0217786,0.013977,0.0166277,0.064578,0.0334867,0.012027,0.0122786,0.0747539,0.041994,0,0,0,0.0467168,0
60,0,0,0,0,0,0,0.0206088,0.0595708,0,0,0,0.161524,0.0147091,0.0104952,0,0,0.0155182,0,0.0312781,0.00639369,0.0246118,0.206272,0.0265305,0.0332839,0.157008,0.042706,0.0276868,0.0299942,0.0280668,0.0311713,0.0112318,0.0179725,0.00415049,0.0167307,0.131656,0.0258821,0.0196764,0.00501014,0.0361992,0.0078216,0.0342846,0.113651,0.0320122,0,0,0.0374717,0,0.00853054,0.0188571,0.0564787,0.0305209,0.0260376,0.132397,0.0239827,0.0193479,0.0218443,0.0170117,0.0220354,0.0147953,0.0217291,0.0140223,0.0167928,0.0659592,0.0336995,0.0120032,0.012277,0.0749696,0.0418189,0,0,0,0.0464973,0
61,0,0,0,0,0,0,0.0206582,0.0600219,0,0,0,0.162041,0.0147435,0.0111011,0,0,0.0157796,0,0.031309,0.00666266,0.0243291,0.20653,0.0264164,0.032481,0.157521,0.0431303,0.0282513,0.0296964,0.0284019,0.0319354,0.0106871,0.0167048,0.0031851,0.0160415,0.130745,0.0259956,0.0197191,0.00474538,0.037318,0.00783286,0.0346697,0.113338,0.0319674,0,0,0.0376214,0,0.0085522,0.0188876,0.0568403,0.0299805,0.025973,0.13257,0.0242008,0.0190525,0.021799,0.0170082,0.0217413,0.0147834,0.0216225,0.0139995,0.0167845,0.0673626,0.0338816,0.0120028,0.0122665,0.075391,0.041628,0,0,0,0.0458681,0
62,0,0,0,0,0,0,0.0207986,0.0609408,0,0,0,0.161197,0.0148013,0.0128427,0,0,0.0159792,0,0.0313672,0.00683424,0.0241906,0.206898,0.0260458,0.0340503,0.160116,0.0433512,0.0287052,0.0320815,0.0304029,0.0341438,0.0134247,0.0188596,0.00337329,0.0158665,0.131361,0.0260181,0.0197544,0.00482874,0.0386077,0.00786208,0.0350617,0.115053,0.0322117,0,0,0.0377359,0,0.00859893,0.0191741,0.0579177,0.0296038,0.0258835,0.134593,0.0243941,0.0192075,0.0219102,0.0171393,0.0214465,0.0149253,0.0214201,0.0141059,0.016901,0.0687811,0.0341069,0.0120276,0.0122754,0.0765078,0.0416777,0,0,0,0.0451524,0
63,0,0,0,0,0,0,0.0209836,0.061245,0,0,0,0.160046,0.0148464,0.0109306,0,0,0.0160745,0,0.0313687,0.00690038,0.0238601,0.20852,0.0266131,0.0308992,0.161174,0.0433816,0.0293943,0.0294957,0.0291148,0.0335801,0.0102961,0.0143919,0.00166865,0.0148783,0.128611,0.0259686,0.0197455,0.00513711,0.039302,0.00787052,0.0348639,0.114104,0.0323958,0,0,0.0375188,0,0.00863826,0.0194154,0.0574239,0.0288631,0.025538,0.134668,0.0244795,0.0188331,0.0215852,0.0172472,0.0212885,0.0144373,0.0214073,0.0137244,0.0163519,0.0695517,0.0342566,0.012028,0.0122756,0.0769815,0.0416091,0,0,0,0.0434853,0
64,0,0,0,0,0,0,0.0209908,0.0617784,0,0,0,0.158676,0.0148386,0.0112394,0,0,0.0162957,0,0.0314214,0.00710143,0.0235715,0.209082,0.0268379,0.0297247,0.162546,0.0434848,0.0300476,0.0294769,0.029425,0.0342194,0.0098763,0.0130176,0.00174836,0.0143968,0.127851,0.0260024,0.0197585,0.00527356,0.0398937,0.00782674,0.0346942,0.114039,0.0325106,0,0,0.0377766,0,0.00862169,0.0195953,0.0574905,0.0282505,0.0252718,0.135141,0.024739,0.0188247,0.0215157,0.0172408,0.0211635,0.0139901,0.0212525,0.0134876,0.0160221,0.0704488,0.0344326,0.0121189,0.0122812,0.0777612,0.0414724,0,0,0,0.0423197,0
65,0,0,0,0,0,0,0.0210828,0.0622305,0,0,0,0.157286,0.0148481,0.0119155,0,0,0.0164658,0,0.0314761,0.00724538,0.0233895,0.209739,0.0270897,0.0283488,0.163801,0.0435656,0.030604,0.029513,0.0296836,0.0347317,0.0096118,0.0120696,0.00248635,0.0141486,0.127347,0.02604,0.019777,0.00513598,0.0406882,0.0078118,0.0347068,0.114222,0.0327327,0,0,0.0376535,0,0.00866496,0.0196673,0.0574809,0.0278771,0.0252252,0.135656,0.024942,0.0187132,0.0216091,0.0171695,0.0210728,0.0138097,0.0210433,0.0133174,0.0159013,0.0714877,0.0346579,0.0121351,0.0122785,0.0786062,0.041384,0,0,0,0.0413526,0
66,0,0,0,0,0,0,0.0211745,0.0626621,0,0,0,0.156714,0.0149009,0.0119874,0,0,0.0166234,0,0.0315196,0.00728836,0.0232371,0.209708,0.0272979,0.0267367,0.165006,0.0436431,0.0311508,0.0296144,0.0300192,0.0351527,0.00935308,0.0116249,0.00333247,0.0143137,0.127368,0.0261293,0.0197758,0.00505794,0.0416994,0.00788157,0.0350062,0.11445,0.0328574,0,0,0.0378435,0,0.00872097,0.0194773,0.057403,0.0279126,0.025278,0.136168,0.0250768,0.018468,0.0217662,0.0170441,0.020977,0.0136871,0.0209076,0.0131997,0.0159833,0.0726286,0.0347869,0.01214,0.0122773,0.079544,0.0414079,0,0,0,0.0404896,0
67,0,0,0,0,0,0,0.021212,0.0630353,0,0,0,0.157496,0.0149576,0.0112426,0,0,0.016795,0,0.0315309,0.0072708,0.023082,0.208658,0.027477,0.0251257,0.16597,0.0436666,0.0317175,0.0297494,0.0303436,0.035547,0.0091359,0.0117812,0.00399214,0.0150115,0.128606,0.0262427,0.0197546,0.0051414,0.0426775,0.00792921,0.0354635,0.114673,0.0328729,0,0,0.0383171,0,0.00872315,0.0193692,0.0571064,0.0283088,0.0255602,0.136519,0.0251725,0.0183397,0.0219486,0.016919,0.0209054,0.0138415,0.0208043,0.0131267,0.0161941,0.0736199,0.0347947,0.0122346,0.0123111,0.0805065,0.0415194,0,0,0,0.0397992,0
68,0,0,0,0,0,0,0.0212469,0.063319,0,0,0,0.15968,0.0149805,0.0106841,0,0,0.0169557,0,0.0315267,0.00724835,0.0230785,0.206582,0.027629,0.0236314,0.166682,0.0435685,0.0322988,0.0297445,0.0305768,0.0358623,0.00905583,0.0121081,0.00435016,0.0162159,0.130934,0.0263194,0.0197295,0.00514999,0.0435147,0.00795182,0.035924,0.114892,0.0328765,0,0,0.0385138,0,0.00873879,0.0194243,0.0567026,0.0289064,0.0260099,0.136599,0.0252633,0.0182896,0.022163,0.0166998,0.0208355,0.0141001,0.0206903,0.0129954,0.0163978,0.0744202,0.0347665,0.0122786,0.0123232,0.0813746,0.041706,0,0,0,0.0393003,0
69,0,0,0,0,0,0,0.0212142,0.0635251,0,0,0,0.16311,0.01501,0.0115782,0,0,0.0171063,0,0.0314862,0.00726051,0.0231967,0.203499,0.0277397,0.0224071,0.167192,0.0434247,0.0327523,0.0296769,0.0306097,0.036131,0.00927327,0.0127538,0.00437384,0.0177469,0.133981,0.0264115,0.0196972,0.00510141,0.0442201,0.00796752,0.0362618,0.115111,0.0328404,0,0,0.0385737,0,0.00877154,0.0194972,0.0562951,0.0293901,0.0264448,0.136408,0.0253517,0.0182382,0.0224031,0.016523,0.0207791,0.0141593,0.0205644,0.0128515,0.0165546,0.0752093,0.0347227,0.0122703,0.0123012,0.0820939,0.0419549,0,0,0,0.0390228,0
70,0,0,0,0,0,0,0.0211306,0.063699,0,0,0,0.167055,0.0150186,0.0141416,0,0,0.0172331,0,0.0314951,0.00727618,0.0234476,0.199781,0.0278229,0.0213391,0.16745,0.0432394,0.0329367,0.0297471,0.030509,0.03634,0.00979898,0.0137717,0.00408842,0.0193976,0.137556,0.0264797,0.0196831,0.00500903,0.0446282,0.00797358,0.0364098,0.115233,0.0326824,0,0,0.0387137,0,0.00880545,0.0195592,0.0560526,0.0296982,0.0265967,0.136004,0.0255021,0.0181201,0.0225983,0.016395,0.0207153,0.0141601,0.0204438,0.0127694,0.0166435,0.0757154,0.0347523,0.0122757,0.0122932,0.0826391,0.0422165,0,0,0,0.0390502,0
71,0,0,0,0,0,0,0.0209747,0.0638356,0,0,0,0.170737,0.0150358,0.017312,0,0,0.0174243,0,0.0315013,0.00737312,0.0238021,0.196222,0.0278456,0.0204545,0.167435,0.0431262,0.0327785,0.0297079,0.0303713,0.0364916,0.0106208,0.0152601,0.0036554,0.0209686,0.141271,0.0265585,0.019687,0.00510819,0.044626,0.00796695,0.036382,0.115329,0.0323592,0,0,0.0389389,0,0.00883903,0.0196387,0.0559433,0.0298671,0.026651,0.135457,0.0256966,0.0179655,0.0227511,0.0163544,0.0206752,0.0141964,0.0202988,0.0127445,0.0166983,0.0757475,0.0348225,0.0123373,0.0123129,0.0829613,0.0424422,0,0,0,0.0396293,0
72,0,0,0,0,0,0,0.020773,0.0639966,0,0,0,0.173614,0.0150519,0.0199551,0,0,0.0176226,0,0.0314761,0.00749593,0.0240949,0.193507,0.0277433,0.0194133,0.167463,0.0430164,0.0322439,0.0298455,0.0303469,0.0366648,0.0116481,0.0174549,0.0026915,0.0223908,0.145067,0.0265874,0.019695,0.00504795,0.0443582,0.0079774,0.036332,0.115625,0.0318758,0,0,0.039235,0,0.00888798,0.0197906,0.055888,0.0300304,0.0266673,0.13497,0.0259751,0.0178385,0.0228686,0.0162682,0.0206469,0.0143195,0.0201042,0.0128391,0.016825,0.0754519,0.0349617,0.0124484,0.012369,0.0831496,0.0426197,0,0,0,0.0408018,0
73,0,0,0,0,0,0,0.0206887,0.0642022,0,0,0,0.175586,0.0150826,0.021798,0,0,0.0176974,0,0.0314566,0.0074971,0.024149,0.19124,0.0275198,0.0180019,0.167972,0.0428438,0.0315503,0.0305718,0.0306091,0.0367432,0.0126974,0.0202604,0.00177564,0.0238274,0.149145,0.0265393,0.0197009,0.00472268,0.0442335,0.00805901,0.0363789,0.116636,0.0315674,0,0,0.0394691,0,0.00896246,0.0199393,0.0559904,0.0303727,0.0266395,0.135218,0.0261249,0.0178367,0.0230796,0.016207,0.0205319,0.0145436,0.0198808,0.0129908,0.0170937,0.0755423,0.0350819,0.0124983,0.0124057,0.0833127,0.0429477,0,0,0,0.0418045,0
74,0,0,0,0,0,0,0.0225647,0.0686061,0,0,0,0.175967,0.015187,0.0251309,0,0,0.0170952,0,0.0312307,0.00707737,0.0128803,0.194089,0,0.0141041,0.192627,0.0411895,0.0376435,0.0365474,0.0325662,0.0334553,0.0114701,0.0179841,0.00569941,0.0226712,0.145558,0.0257438,0.0195962,0.00443799,0.0451549,0.00807962,0.0363326,0.119852,0.0340779,0,0,0.0406984,0,0.00906633,0.0205888,0.0597113,0.0304536,0.0255715,0.143213,0.0265655,0.0184487,0.0240367,0.0155754,0.0193001,0.0150465,0.0186725,0.0139475,0.0182023,0.0772482,0.0358798,0.0128165,0.0125971,0.090078,0.0471009,0,0,0,0.0413847,0
