Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,RILC,LASI
113,0,0,0,0,0,0,0.0204455,0.0574966,0,0,0,0.165904,0.0145236,0.0240472,0,0,0.0153034,0,0.0307756,0.00554285,0.0208299,0.201882,0.026121,0.0124482,0.146831,0.0394163,0.032842,0.0296415,0.029611,0.0282846,0.0136566,0.0150593,0.0114971,0.0217501,0.137974,0.0237775,0.0195421,0.00448833,0.0151468,0.00718588,0.0256632,0,0.0333781,0,0,0.0366629,0,0.00829004,0.0194483,0.0594134,0.0302625,0.0143804,0.122397,0.0203984,0.0208585,0.0382721,0.0220664,0.0191108,0.0194939,0.00601224,0.0199604,0.0184652,0.0164964,0.0321737,0.0143291,0.0144277,0.0739766,0.0426157,0,0,0,0.0407296,0
114,0,0,0,0,0,0,0.0205422,0.0572211,0,0,0,0.165247,0.0145084,0.0233806,0,0,0.0152564,0,0.0308811,0.00564411,0.0200878,0.202864,0.0262948,0.0126152,0.146262,0.0394824,0.0333332,0.0302142,0.0297896,0.0281773,0.0135824,0.0147548,0.0114693,0.0213566,0.136432,0.0234395,0.0196242,0.00473339,0.015385,0.00714855,0.0258802,0,0.0332608,0,0,0.0372121,0,0.00833478,0.019728,0.0590858,0.0318874,0.0155719,0.121721,0.0205395,0.0225509,0.038693,0.0222175,0.0210227,0.0194678,0.00584403,0.0201583,0.0189729,0.0159663,0.0325405,0.0146136,0.0146019,0.0730803,0.0432512,0,0,0,0.0407955,0.0731646
115,0,0,0,0,0,0,0.0207172,0.0571539,0,0,0,0.164753,0.0144954,0.0227786,0,0,0.0152885,0,0.030942,0.00574124,0.0195021,0.203657,0.0258599,0.012719,0.146217,0.0397049,0.0337935,0.0306424,0.0300356,0.0280168,0.0135209,0.0145174,0.0114219,0.0209869,0.135225,0.0233118,0.0196764,0.00515073,0.0150642,0.00731985,0.0266765,0,0.0336053,0,0,0.037458,0,0.00847906,0.0198976,0.0594929,0.0337289,0.0166415,0.122198,0.0204843,0.0241906,0.039144,0.0224673,0.0230106,0.019538,0.00561158,0.0203835,0.0195861,0.0163477,0.0327038,0.0146436,0.0147017,0.0725612,0.0440877,0,0,0,0.0419535,0
116,0,0,0,0,0,0,0.0205288,0.056876,0,0,0,0.163896,0.0144854,0.0216767,0,0,0.0153444,0,0.0311118,0.00585317,0.0193086,0.204789,0.0261515,0.0125579,0.144862,0.0397613,0.0339194,0.0308944,0.0299896,0.0277736,0.0132844,0.0140539,0.0111626,0.0205053,0.133603,0.0231309,0.01974,0.00497783,0.0150904,0.0073123,0.0275502,0,0.0331972,0,0,0.0378568,0,0.00856741,0.020289,0.0595391,0.0361274,0.0176867,0.121178,0.0206081,0.0257807,0.0394085,0.0227731,0.0248243,0.0196492,0.00528523,0.0206901,0.0203183,0.0164831,0.0329984,0.0148155,0.0148845,0.071782,0.0439249,0,0,0,0.0418741,0.0742468
117,0,0,0,0,0,0,0.020399,0.0566881,0,0,0,0.163586,0.0144834,0.0209783,0,0,0.0153409,0,0.031267,0.00588105,0.0190087,0.205295,0.0263911,0.0121677,0.143898,0.0399596,0.0339365,0.0309716,0.0298536,0.0274087,0.0129081,0.0135764,0.0108308,0.0200957,0.13277,0.0230041,0.0198002,0.00489168,0.0148053,0.00723289,0.0283382,0,0.0330201,0,0,0.0381093,0,0.00855453,0.0205186,0.0598593,0.0386035,0.0183941,0.120838,0.0207501,0.0271694,0.0396911,0.0230522,0.0266567,0.0197689,0.00507097,0.0211144,0.0209673,0.0171172,0.0331889,0.0149362,0.0150036,0.0714041,0.0437544,0,0,0,0.0423148,0.0746315
118,0,0,0,0,0,0,0.0202135,0.0564619,0,0,0,0.163277,0.0144399,0.0201399,0,0,0.0152831,0,0.0311989,0.00590424,0.0186091,0.205885,0.0267772,0.0116752,0.14345,0.0400972,0.03395,0.0311249,0.0295922,0.0270632,0.0124494,0.0131249,0.0105481,0.0195701,0.131794,0.0228425,0.0197928,0.0050845,0.0147463,0.00708264,0.0287834,0,0.0328312,0,0,0.0383822,0,0.00848026,0.0206741,0.0598924,0.0409566,0.0189257,0.120575,0.0208571,0.0282773,0.0400843,0.0233238,0.02828,0.0200327,0.00497803,0.0216295,0.0216859,0.0174909,0.0332906,0.0150199,0.0150288,0.071307,0.0433702,0,0,0,0.0423786,0.0746875
119,0,0,0,0,0,0,0.020035,0.0562887,0,0,0,0.163156,0.0144361,0.0190617,0,0,0.0152551,0,0.0311138,0.00593,0.0182601,0.206317,0.0272563,0.0111053,0.143593,0.040269,0.033829,0.0312476,0.0292488,0.0266681,0.0118432,0.0126083,0.0100292,0.0189476,0.130965,0.0227414,0.0197609,0.00539919,0.0145638,0.00701144,0.0292455,0,0.0327247,0,0,0.0387015,0,0.00847107,0.0208482,0.0597072,0.0431261,0.0194288,0.120668,0.0209292,0.029241,0.0404568,0.0236213,0.0298331,0.0204197,0.00503203,0.0222266,0.0224943,0.0180664,0.0334552,0.0150659,0.015022,0.0715096,0.0429155,0,0,0,0.042207,0.0748219
120,0,0,0,0,0,0,0.0199281,0.0562361,0,0,0,0.162999,0.0144291,0.0183182,0,0,0.0152863,0,0.0310953,0.00594418,0.0181196,0.206831,0.0277984,0.0104147,0.144304,0.040473,0.0335396,0.031224,0.0288968,0.0262882,0.0111769,0.0119084,0.00935852,0.0183548,0.130121,0.0227329,0.019748,0.00519115,0.0144208,0.00699819,0.0296971,0,0.0327197,0,0,0.0390732,0,0.00849367,0.0210411,0.0594412,0.0448425,0.019883,0.121165,0.0210216,0.0301159,0.0407508,0.0238298,0.0312556,0.0208797,0.00525501,0.0228487,0.0232733,0.0186323,0.0336738,0.0150759,0.0150284,0.0719611,0.0424267,0,0,0,0.0419163,0.0751091
121,0,0,0,0,0,0,0.0199045,0.0562936,0,0,0,0.162934,0.0144364,0.0178637,0,0,0.0153827,0,0.0311426,0.00595294,0.0180806,0.207317,0.0284022,0.00966685,0.145432,0.040661,0.0331755,0.0311071,0.0285717,0.0258281,0.0105238,0.0112272,0.00871261,0.0177716,0.129453,0.0228008,0.0197499,0.00508832,0.0142582,0.00700809,0.029886,0,0.0328072,0,0,0.0394858,0,0.00852916,0.0211264,0.0591995,0.0458935,0.0202263,0.121988,0.0211245,0.0309959,0.0409692,0.0239077,0.0322842,0.0213511,0.00566439,0.0233913,0.0239516,0.0192565,0.0338846,0.0150677,0.0150453,0.0725673,0.0421079,0,0,0,0.0414161,0.0754911
122,0,0,0,0,0,0,0.0198937,0.0564359,0,0,0,0.162746,0.0144454,0.0172757,0,0,0.0155171,0,0.0311545,0.00598676,0.018221,0.207691,0.0289741,0.00886135,0.146821,0.0408129,0.0327347,0.0308407,0.028214,0.0253617,0.00987281,0.0105439,0.00813495,0.0172794,0.128769,0.022885,0.0197393,0.00525687,0.0139352,0.00700344,0.0300387,0,0.0329185,0,0,0.0399235,0,0.00855753,0.0210247,0.0590302,0.0466736,0.0203692,0.123083,0.0211989,0.0317513,0.0410964,0.0237061,0.0329376,0.0218618,0.00611025,0.0239713,0.0246959,0.0201301,0.0340489,0.015088,0.0150912,0.073292,0.0419807,0,0,0,0.0409022,0.0759326
123,0,0,0,0,0,0,0.019979,0.0566305,0,0,0,0.162579,0.0144464,0.0165789,0,0,0.0156552,0,0.0311628,0.00597559,0.018389,0.20795,0.0294753,0.00823666,0.14797,0.0410245,0.0323833,0.0305935,0.027926,0.0248782,0.00929314,0.00995539,0.00786337,0.0168196,0.128165,0.0230275,0.0197342,0.00550103,0.013514,0.00698686,0.0300255,0,0.0331034,0,0,0.0400339,0,0.00852723,0.020962,0.0590217,0.0469498,0.0202279,0.124146,0.021265,0.0321982,0.041153,0.023198,0.0334124,0.0222847,0.00668723,0.0244542,0.025366,0.0212538,0.0341136,0.0150595,0.0150872,0.0739439,0.0420936,0,0,0,0.0402274,0.0765465
124,0,0,0,0,0,0,0.0201896,0.0568663,0,0,0,0.162472,0.0144717,0.0161,0,0,0.0157358,0,0.0311545,0.00597543,0.0185715,0.208203,0.0297302,0.00776154,0.149066,0.0411457,0.0321188,0.0302318,0.0277408,0.0244308,0.00880406,0.00944535,0.00756804,0.016446,0.127661,0.0231543,0.0197052,0.00531201,0.0131941,0.00699332,0.0302845,0,0.0332562,0,0,0.0398835,0,0.0084881,0.0209582,0.0590393,0.0472041,0.0199243,0.125199,0.0212657,0.0322774,0.041024,0.0223778,0.0333504,0.0228824,0.00711868,0.0249951,0.0262376,0.0226353,0.034094,0.015014,0.0150375,0.074502,0.0424306,0,0,0,0.0398546,0.0770912
125,0,0,0,0,0,0,0.0205441,0.0570897,0,0,0,0.162466,0.0144921,0.0158685,0,0,0.0157231,0,0.0311235,0.00593431,0.0186722,0.208396,0.0298337,0.0074356,0.149994,0.0412339,0.0319294,0.0300602,0.0276468,0.0241369,0.00841565,0.00900584,0.00724356,0.0161701,0.127254,0.0232631,0.0196724,0.00531226,0.0128131,0.0071445,0.0305452,0,0.0334381,0,0,0.0396133,0,0.00854431,0.0209941,0.0591492,0.0471967,0.0195633,0.126247,0.0210951,0.0321934,0.0407906,0.021422,0.0328751,0.023556,0.00758218,0.0253945,0.0271665,0.0243245,0.0339504,0.0148626,0.0149869,0.0749666,0.0430234,0,0,0,0.0395365,0.0776174
126,0,0,0,0,0,0,0.0204019,0.0573047,0,0,0,0.162622,0.0145053,0.0157494,0,0,0.0156495,0,0.0311333,0.00585502,0.0186745,0.20834,0.0297674,0.00721503,0.150543,0.0412275,0.0317877,0.030003,0.0276295,0.0238978,0.00805873,0.00864241,0.00700164,0.0159259,0.126981,0.0232912,0.0196428,0.00549412,0.0125351,0.00718032,0.0307347,0,0.0336267,0,0,0.0393646,0,0.00852667,0.0210304,0.059282,0.0472271,0.0191238,0.12716,0.0209743,0.0319124,0.0404803,0.0203997,0.0321074,0.0240768,0.00808692,0.0254324,0.0278956,0.0261102,0.0337338,0.0147549,0.0149217,0.0753385,0.0436351,0,0,0,0.0393489,0.0780349
127,0,0,0,0,0,0,0.0203318,0.0573826,0,0,0,0.16283,0.0145387,0.0157905,0,0,0.0155965,0,0.0311201,0.0057902,0.0186082,0.208105,0.0296185,0.00700334,0.1507,0.0411993,0.0317778,0.0300458,0.0277364,0.0237189,0.00774174,0.00833984,0.00683971,0.0157245,0.126889,0.0233278,0.0196156,0.0052294,0.0125699,0.00711188,0.0307726,0,0.0338489,0,0,0.0390498,0,0.00843456,0.0208177,0.0594522,0.0472606,0.0188145,0.127884,0.0208188,0.0315676,0.0401053,0.0193018,0.0312733,0.024421,0.00869851,0.0253971,0.0283048,0.0278686,0.0334129,0.0146742,0.0147898,0.0755545,0.0443474,0,0,0,0.0392568,0.0782783
128,0,0,0,0,0,0,0.020386,0.0573125,0,0,0,0.163088,0.0145838,0.0158064,0,0,0.0155184,0,0.0310695,0.00575843,0.0185185,0.208015,0.0294858,0.00677163,0.150632,0.0411952,0.0318268,0.0301042,0.0278687,0.023565,0.00745594,0.00805748,0.00665571,0.0155313,0.126795,0.023353,0.019575,0.00504021,0.0132642,0.00719349,0.0307594,0,0.0340577,0,0,0.0387726,0,0.00845289,0.0205112,0.0596643,0.0473508,0.0187425,0.128376,0.020566,0.0310987,0.0396363,0.0181358,0.0303023,0.0246914,0.00937668,0.0252184,0.0285111,0.0296237,0.0330014,0.0145419,0.0146774,0.0756886,0.0450499,0,0,0,0.0392219,0.078263
129,0,0,0,0,0,0,0.0204627,0.0571988,0,0,0,0.163277,0.0146212,0.0157772,0,0,0.015394,0,0.0310495,0.00572101,0.0184367,0.208138,0.029385,0.00656946,0.150388,0.0411793,0.0318373,0.0301082,0.0280263,0.0234722,0.00719714,0.00779489,0.00643437,0.0153851,0.12668,0.0233615,0.0195422,0.00500838,0.0145829,0.00725599,0.0308862,0,0.0341932,0,0,0.0384489,0,0.00845146,0.0203703,0.0599178,0.0476468,0.0189091,0.128616,0.0203694,0.0305655,0.0390525,0.016871,0.0291641,0.0248852,0.0100609,0.0250315,0.0287499,0.0314706,0.0325918,0.0143965,0.0145976,0.0757764,0.0455753,0,0,0,0.0392649,0.0780181
130,0,0,0,0,0,0,0.0204985,0.0570233,0,0,0,0.163503,0.0146241,0.015856,0,0,0.0152577,0,0.0310362,0.00564455,0.0183926,0.208165,0.0293655,0.00644888,0.150119,0.0411967,0.031858,0.0301681,0.0282608,0.0234221,0.00697338,0.00757659,0.00629635,0.0152713,0.126698,0.0232519,0.0195162,0.00494991,0.0163284,0.00720653,0.0312916,0,0.0343023,0,0,0.0379168,0,0.0083889,0.0202351,0.0601628,0.0483076,0.0192685,0.128843,0.0202461,0.0298788,0.0383095,0.0154755,0.0277938,0.0250616,0.0106447,0.025229,0.0291075,0.0335245,0.0322329,0.0142546,0.0144631,0.0757789,0.0459445,0,0,0,0.0393907,0.0776189
131,0,0,0,0,0,0,0.0205984,0.0567785,0,0,0,0.163623,0.0146508,0.0158848,0,0,0.0150788,0,0.031013,0.00556853,0.0182536,0.208064,0.0294702,0.00640177,0.149844,0.0412541,0.032001,0.0303516,0.0285635,0.0234165,0.00677407,0.00745341,0.0062766,0.0151705,0.12677,0.0231247,0.0194955,0.00488384,0.0182353,0.00730631,0.0315587,0,0.0344342,0,0,0.0374734,0,0.00842605,0.0199318,0.0604858,0.0490496,0.0198183,0.129007,0.0201055,0.029164,0.0374631,0.0140482,0.0263177,0.0251363,0.0113633,0.0252039,0.0294683,0.0357957,0.0319327,0.0140819,0.0143465,0.0756341,0.0462558,0,0,0,0.0392845,0.0771524
132,0,0,0,0,0,0,0.0206219,0.0565316,0,0,0,0.16372,0.0146995,0.0157799,0,0,0.0148609,0,0.0309468,0.00551655,0.0182789,0.207937,0.029487,0.00628976,0.149647,0.0413522,0.0321207,0.0305103,0.0288253,0.0234262,0.00652787,0.00732497,0.00620347,0.0150767,0.126854,0.0230064,0.0194459,0.00502871,0.0204269,0.00743098,0.0318517,0,0.0344723,0,0,0.037154,0,0.00846663,0.0197094,0.0606468,0.0500274,0.0206125,0.129326,0.019964,0.0282893,0.0365392,0.0125591,0.0247288,0.025265,0.0122505,0.0247292,0.0298208,0.0382698,0.0316407,0.0138824,0.0142452,0.0754194,0.0464337,0,0,0,0.0395553,0.0766275
133,0,0,0,0,0,0,0.0206294,0.0563713,0,0,0,0.163831,0.0147245,0.0155756,0,0,0.0146079,0,0.030928,0.00539429,0.0185006,0.207775,0.0294239,0.0061306,0.149705,0.0414206,0.0321556,0.0305794,0.0289878,0.0234309,0.00623685,0.00705753,0.00603971,0.0150233,0.126893,0.0229252,0.019408,0.00525266,0.0228268,0.00742382,0.032289,0,0.0344266,0,0,0.0367825,0,0.00843101,0.019534,0.06064,0.0513789,0.0216206,0.129792,0.0199184,0.0272596,0.0355127,0.0109961,0.0230954,0.0253256,0.0133406,0.0238624,0.0301308,0.0410796,0.03134,0.0137498,0.0141226,0.0752633,0.0464187,0,0,0,0.0402172,0.076049
134,0,0,0,0,0,0,0.0206921,0.056292,0,0,0,0.163736,0.0147449,0.015403,0,0,0.014356,0,0.0309252,0.00525467,0.0187695,0.207677,0.0294226,0.00590085,0.150108,0.0414934,0.0321401,0.0305832,0.0290692,0.0234044,0.00589687,0.00671158,0.00574959,0.0149703,0.126849,0.0228685,0.0193694,0.00501975,0.0254587,0.00742494,0.032904,0,0.0343882,0,0,0.0363764,0,0.00840058,0.019289,0.0606851,0.0525542,0.0225798,0.130411,0.0198849,0.026136,0.0344314,0.00936475,0.0213925,0.0251823,0.0147579,0.0226423,0.0302748,0.0442075,0.0311254,0.0136061,0.0139565,0.0750628,0.0462981,0,0,0,0.040805,0.0755009
135,0,0,0,0,0,0,0.0208268,0.0563348,0,0,0,0.163527,0.0147906,0.0152629,0,0,0.0141491,0,0.0309027,0.00518026,0.0190227,0.207551,0.0295067,0.00555811,0.150909,0.0416213,0.0320386,0.0305539,0.0290708,0.0233492,0.00551005,0.00654116,0.00551857,0.0149046,0.127065,0.0228512,0.0193334,0.00487163,0.0281918,0.0074287,0.0337279,0,0.0344875,0,0,0.0359368,0,0.00835669,0.019107,0.0608946,0.0531468,0.0236089,0.131379,0.01983,0.0249217,0.0332138,0.00761258,0.019649,0.0248061,0.0166246,0.0212737,0.0300323,0.0475332,0.0308781,0.0134142,0.0137643,0.0749049,0.046139,0,0,0,0.0410526,0.0751022
136,0,0,0,0,0,0,0.0210545,0.0565363,0,0,0,0.163443,0.0148613,0.0150495,0,0,0.0139627,0,0.0309134,0.00517067,0.0192882,0.207513,0.0296345,0.0051463,0.151899,0.0417896,0.0318723,0.0304621,0.0289367,0.0232382,0.00511107,0.00653123,0.00538132,0.0148516,0.127272,0.022844,0.0193227,0.00490202,0.0306301,0.00741232,0.0347901,0,0.0346428,0,0,0.0355434,0,0.00829818,0.018884,0.0612092,0.0534295,0.0246578,0.132545,0.0198237,0.0235787,0.0318291,0.00586712,0.0178098,0.024551,0.0190303,0.0199439,0.0296361,0.0507286,0.0306335,0.013269,0.0136019,0.0748434,0.045854,0,0,0,0.0411593,0.0747716
137,0,0,0,0,0,0,0.0213454,0.0569161,0,0,0,0.163272,0.0148875,0.0146806,0,0,0.0138451,0,0.0309574,0.00516219,0.0196118,0.207565,0.0297711,0.0046894,0.153123,0.0419704,0.0316464,0.03032,0.0286641,0.0230807,0.00473681,0.00666682,0.00526193,0.0147896,0.127363,0.0228507,0.0193213,0.00495524,0.0328784,0.0074678,0.0359828,0,0.0348426,0,0,0.0353572,0,0.00831285,0.0187646,0.0615211,0.053676,0.0251176,0.133832,0.0198405,0.0222423,0.0303849,0.00467518,0.016149,0.024196,0.0220802,0.0185776,0.0289085,0.0536169,0.0304817,0.0131552,0.0135049,0.0748584,0.0455554,0,0,0,0.0412365,0.0745172
138,0,0,0,0,0,0,0.0214145,0.0573975,0,0,0,0.162979,0.0149021,0.0142304,0,0,0.0138036,0,0.0309936,0.00515778,0.0200835,0.207552,0.0298688,0.00421464,0.154578,0.0420761,0.0313089,0.0301697,0.0283011,0.0228874,0.00435641,0.00685133,0.00509267,0.014671,0.127178,0.0228602,0.0193253,0.00496073,0.034122,0.00748412,0.0368237,0,0.0350447,0,0,0.0352364,0,0.00830722,0.0186675,0.0616468,0.0539926,0.0246409,0.13531,0.0199548,0.0208593,0.0288844,0.00471805,0.0147582,0.0237034,0.0254961,0.0177022,0.0278801,0.0553223,0.0304516,0.0130407,0.0134037,0.07504,0.0453281,0,0,0,0.0415358,0.0742672
139,0,0,0,0,0,0,0.0215017,0.0579196,0,0,0,0.162576,0.0148879,0.0136347,0,0,0.0138499,0,0.0310227,0.00514209,0.0206474,0.207621,0.0299585,0.00378623,0.156222,0.0421434,0.0309214,0.0300527,0.0278953,0.0226947,0.00401403,0.00707606,0.00489792,0.0145251,0.126735,0.0229479,0.0193272,0.00491337,0.0337016,0.00747412,0.036884,0,0.035282,0,0,0.0352286,0,0.00826642,0.0186772,0.0616774,0.0542103,0.0232381,0.137082,0.020125,0.0194787,0.0274021,0.0059125,0.013764,0.0233164,0.0290201,0.0180257,0.026945,0.0554085,0.0304785,0.0129045,0.0132842,0.0754502,0.0451831,0,0,0,0.0417398,0.0741925
140,0,0,0,0,0,0,0.0216573,0.0583985,0,0,0,0.16203,0.0148672,0.0129536,0,0,0.0138998,0,0.0310749,0.00513946,0.0212002,0.20782,0.0300664,0.00331318,0.157897,0.0421998,0.0305818,0.029972,0.0274937,0.0225201,0.00370529,0.00730582,0.00473271,0.0143668,0.126034,0.0230888,0.0193292,0.00482707,0.031925,0.00756364,0.0363483,0,0.0355625,0,0,0.0352894,0,0.0083,0.0186203,0.0616442,0.0543917,0.0208889,0.138895,0.0202642,0.0185765,0.0260869,0.00751078,0.0134794,0.0232657,0.0325918,0.0196543,0.0265603,0.0541798,0.0305466,0.0127745,0.0132395,0.0760519,0.0450864,0,0,0,0.0417449,0.0742837
141,0,0,0,0,0,0,0.0219133,0.0588196,0,0,0,0.161525,0.014832,0.0122192,0,0,0.013925,0,0.0311311,0.00516003,0.0217092,0.208073,0.0301655,0.0028114,0.159451,0.042222,0.0303088,0.0299632,0.0271511,0.0223219,0.00350863,0.00750357,0.00462221,0.0141816,0.125158,0.0231782,0.0193352,0.00479253,0.0290989,0.00765283,0.0355221,0,0.0358383,0,0,0.0352868,0,0.00835592,0.0185133,0.0614844,0.0540187,0.0177209,0.140581,0.0203653,0.0183311,0.0250354,0.00902565,0.0136876,0.0240447,0.0360441,0.0221369,0.0270984,0.0519261,0.030594,0.0127337,0.0132297,0.0767582,0.045037,0,0,0,0.0416592,0.0744455
142,0,0,0,0,0,0,0.0221742,0.0591538,0,0,0,0.161004,0.0147901,0.0115399,0,0,0.0139822,0,0.0311691,0.00518079,0.022092,0.208314,0.0302039,0.0024045,0.160695,0.0422168,0.0301694,0.0300746,0.0269112,0.0221263,0.00345681,0.00766967,0.00458691,0.0139596,0.124289,0.0233434,0.0193315,0.00485589,0.0254414,0.00773056,0.0347039,0,0.0360684,0,0,0.0353033,0,0.00839232,0.0184537,0.061209,0.0529357,0.0153046,0.141895,0.0204784,0.0185799,0.0242747,0.01025,0.0141731,0.0257583,0.0390702,0.0249775,0.0286815,0.0490307,0.0306329,0.0126466,0.0132123,0.0774061,0.0450227,0,0,0,0.0415614,0.0746398
143,0,0,0,0,0,0,0.0221834,0.0594395,0,0,0,0.160293,0.0147509,0.0108748,0,0,0.0140078,0,0.0311791,0.00517461,0.0223561,0.20864,0.0301578,0.00208924,0.161563,0.0421173,0.0301691,0.0302677,0.0267642,0.0220173,0.00353501,0.0077998,0.00460535,0.0137488,0.123427,0.0235615,0.0193123,0.00507748,0.0217686,0.00774817,0.034012,0,0.0362043,0,0,0.0352874,0,0.00838466,0.0184064,0.0609077,0.0516899,0.0146731,0.142835,0.0206164,0.0189829,0.0238214,0.0111439,0.0146407,0.0277587,0.0413723,0.0274756,0.0307901,0.0462591,0.0306765,0.0125137,0.0131216,0.0778767,0.0450934,0,0,0,0.041463,0.0748556
144,0,0,0,0,0,0,0.022213,0.059596,0,0,0,0.159558,0.0147262,0.0101356,0,0,0.0140099,0,0.0311597,0.00511355,0.02248,0.209016,0.030042,0.00193264,0.162142,0.0420055,0.0302537,0.0305274,0.0266458,0.0219641,0.00369947,0.00794908,0.00463422,0.0135661,0.122536,0.0235379,0.0192958,0.005431,0.0194396,0.00771289,0.0336349,0,0.0363382,0,0,0.0352821,0,0.00833171,0.0183238,0.0606314,0.0507867,0.0150133,0.143514,0.0206921,0.0193108,0.0235488,0.0116977,0.0148206,0.0291386,0.0427186,0.029074,0.0323263,0.0448654,0.0306651,0.0123999,0.0129665,0.0781457,0.0452468,0,0,0,0.041354,0.0751302
145,0,0,0,0,0,0,0.0223016,0.0596609,0,0,0,0.158758,0.0147199,0.00935315,0,0,0.0139515,0,0.0312075,0.00499919,0.0224845,0.209425,0.0299019,0.00198371,0.16251,0.0419122,0.0303881,0.0308045,0.0265542,0.0219336,0.00387945,0.00805182,0.00460932,0.0133794,0.121434,0.0234996,0.0193192,0.00538395,0.0191732,0.00767866,0.0335007,0,0.0364788,0,0,0.0352032,0,0.00826766,0.0182216,0.0604165,0.0509218,0.0150147,0.144003,0.0207838,0.0194706,0.0234296,0.0118674,0.0147332,0.0293566,0.0431104,0.0295037,0.0325981,0.0451761,0.0306388,0.0122422,0.0128259,0.0783352,0.0453604,0,0,0,0.0412109,0.0754147
146,0,0,0,0,0,0,0.0224063,0.0596754,0,0,0,0.15784,0.0146834,0.00862095,0,0,0.0138143,0,0.0312558,0.00493529,0.0224003,0.209942,0.0297507,0.00215244,0.162702,0.0417702,0.0305475,0.0310525,0.0264815,0.0218493,0.00410353,0.00806684,0.00463274,0.0131472,0.120136,0.0234796,0.0193306,0.00507211,0.0209198,0.00772623,0.0335077,0,0.0366162,0,0,0.0351626,0,0.00826909,0.0181012,0.0602521,0.0515315,0.0146323,0.144249,0.0208289,0.019341,0.0233718,0.0118148,0.0145769,0.0284764,0.0425787,0.0287766,0.0316597,0.0468149,0.0306512,0.0121417,0.0127721,0.0783613,0.0454235,0,0,0,0.0410861,0.0756551
147,0,0,0,0,0,0,0.0224935,0.0595371,0,0,0,0.156885,0.0146652,0.00807175,0,0,0.0136367,0,0.031303,0.00487426,0.0222109,0.210437,0.0296487,0.00240957,0.162555,0.0415809,0.0307435,0.0312845,0.0264644,0.021717,0.00439923,0.00808603,0.0047538,0.0129027,0.118761,0.0234808,0.0193191,0.00509485,0.0253923,0.00776203,0.0341435,0,0.0368046,0,0,0.0349883,0,0.00826607,0.0179736,0.0600303,0.0517722,0.0146629,0.143976,0.0208329,0.0190358,0.0230791,0.0120868,0.0147196,0.0265779,0.0411658,0.0267861,0.0293447,0.0501533,0.0306657,0.012056,0.012712,0.0782243,0.0453944,0,0,0,0.0409909,0.0758666
148,0,0,0,0,0,0,0.022557,0.0593367,0,0,0,0.155842,0.0146589,0.00765955,0,0,0.0135087,0,0.0313121,0.00481372,0.0219287,0.210938,0.0295486,0.00267168,0.16189,0.0413841,0.0309736,0.0316532,0.0264794,0.021596,0.00476006,0.00814386,0.00491257,0.0126694,0.117232,0.0235005,0.019305,0.00538651,0.0306803,0.00776271,0.0353715,0,0.0369332,0,0,0.0347707,0,0.00824515,0.0178868,0.059664,0.0513962,0.0161925,0.143279,0.0208489,0.0190389,0.0228538,0.0124402,0.0152029,0.0244233,0.0389832,0.0239826,0.0265377,0.0538538,0.0307308,0.0119364,0.0125744,0.0780379,0.0453116,0,0,0,0.0410646,0.0759521
149,0,0,0,0,0,0,0.0225944,0.0591474,0,0,0,0.154678,0.0146516,0.00732391,0,0,0.0134906,0,0.0313105,0.00475613,0.0215507,0.211517,0.0295017,0.00292199,0.160605,0.0412313,0.0312732,0.0319684,0.0265027,0.0214571,0.00517976,0.00819771,0.00504392,0.0124418,0.115491,0.0236131,0.0192697,0.00551779,0.0356215,0.00776624,0.0370579,0,0.0369539,0,0,0.0346755,0,0.00822736,0.017824,0.0592473,0.050816,0.0187784,0.142278,0.0208671,0.0196065,0.0230035,0.0123904,0.0159147,0.0227295,0.0362514,0.0210333,0.0242156,0.057488,0.0307888,0.0118148,0.0124056,0.0778179,0.0451276,0,0,0,0.0412572,0.0758772
150,0,0,0,0,0,0,0.022615,0.058987,0,0,0,0.153474,0.0146649,0.00718843,0,0,0.0134663,0,0.0312995,0.0047311,0.0211635,0.212086,0.0294983,0.00311541,0.158974,0.0411504,0.0315254,0.0322336,0.0264725,0.0213073,0.00566146,0.00828962,0.00517899,0.0122654,0.113656,0.0237387,0.0192204,0.00545379,0.0407101,0.00774582,0.0392686,0,0.0368938,0,0,0.0345176,0,0.00818235,0.0176614,0.0588211,0.051044,0.0216189,0.141154,0.0209322,0.0205088,0.0235397,0.0118703,0.016652,0.0221424,0.0335527,0.018569,0.0231565,0.0616175,0.0308075,0.0117718,0.0122922,0.077576,0.0448981,0,0,0,0.0415946,0.0756921
