Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,L5FT,RILC,LILC,LWRB,RASI
126,0,0,0,0,0,0,0.00849056,0.0232838,0,0,0,0.0206762,0.0574072,0,0,0.00643654,0,0.0260267,0.00316866,0.0427151,0.0763388,0.0206031,0.0308705,0.0200868,0.0159378,0.0133294,0.0113582,0.0285871,0.0272023,0.0343616,0.0335343,0.0282515,0.0494223,0.0139763,0.0161982,0.0366852,0.0162792,0.0167341,0.0108414,0,0,0.0251772,0,0.0121509,0.015283,0.0398201,0.0482986,0.0290564,0.027557,0.0296991,0.00944464,0.0236898,0.00935484,0.00722686,0.0201624,0.0281045,0.0166779,0.0231974,0.0203895,0.00575591,0.0157201,0.00979563,0.0278953,0.0121296,0,0,0,0.153415,0.0467866,0.0548697,0.00227922,0
127,0,0,0,0,0,0,0.00923632,0.023634,0,0,0,0.020666,0.0474859,0,0,0.00712577,0,0.025888,0.00327753,0.0439747,0.0752345,0.0156461,0.0316992,0.0200594,0.0137917,0.010775,0.00877877,0.0278135,0.0218196,0.0285018,0.0259345,0.0214433,0.0590426,0.0140613,0.016175,0.0337352,0.016367,0.0152304,0.0114128,0,0,0.0248175,0,0.0120855,0.0150158,0.0391442,0.0456775,0.0267699,0.0285811,0.0296981,0.00915371,0.0236314,0.00947988,0.00679387,0.0178378,0.0266846,0.0149672,0.020634,0.0193802,0.0055694,0.0156347,0.00963958,0.0280809,0.0124906,0,0,0,0.141307,0.0474168,0.056205,0.0021945,0
128,0,0,0,0,0,0,0.00946245,0.023908,0,0,0,0.0205724,0.0299657,0,0,0.00763709,0,0.0257762,0.00333701,0.0447915,0.0723331,0.00743491,0.0319439,0.0200335,0.00991558,0.00797842,0.00634219,0.0263616,0.0130449,0.0190035,0.0129833,0.0122393,0.0754681,0.0139841,0.0161493,0.0307048,0.0163347,0.0140893,0.0119831,0,0,0.0248452,0,0.0120253,0.0150442,0.0390604,0.0427808,0.0242168,0.0295567,0.0298224,0.00846601,0.0238589,0.010237,0.00618935,0.0155069,0.0250651,0.0132363,0.0179739,0.0186109,0.0055909,0.0157464,0.00956578,0.0281556,0.0125926,0,0,0,0.122009,0.0477575,0.0568039,0.00215903,0
129,0,0,0,0,0,0,0.00990756,0.0243457,0,0,0,0.0205503,0.014691,0,0,0.00801774,0,0.0256634,0.00345315,0.0452385,0.07462,0.00773915,0.0324071,0.0202806,0.00623302,0.00886388,0.00964716,0.0258208,0.0106523,0.0151721,0.00647887,0.0131836,0.0947617,0.0140089,0.0160853,0.0282279,0.0163484,0.0135623,0.0126691,0,0,0.0250721,0,0.0120105,0.0150122,0.0393345,0.040291,0.0232552,0.0302844,0.0299067,0.00813062,0.0240349,0.0107159,0.00603197,0.0140741,0.0234607,0.011835,0.0160308,0.0170727,0.00549375,0.0159352,0.00953879,0.0283074,0.0130026,0,0,0,0.105027,0.0477122,0.0571226,0.00209329,0
130,0,0,0,0,0,0,0.0101236,0.0247127,0,0,0,0.0205467,0.0158525,0,0,0.00827552,0,0.0256096,0.00356999,0.0452407,0.0813494,0.00626026,0.0325325,0.0204397,0.00579645,0.00862399,0.00975939,0.0260877,0.00949074,0.0156588,0.00622365,0.0145074,0.103476,0.0140539,0.0160547,0.0260924,0.0163157,0.0135736,0.0132086,0,0,0.0254772,0,0.0119769,0.0150207,0.0396609,0.0382099,0.0232196,0.0306643,0.0300048,0.0085094,0.0241274,0.0108454,0.00644444,0.013503,0.0222133,0.0108694,0.0149413,0.0151436,0.00545092,0.0159425,0.00949909,0.0282639,0.0132846,0,0,0,0.104113,0.0472168,0.056699,0.00211362,0
131,0,0,0,0,0,0,0.0103801,0.0251761,0,0,0,0.0205483,0.016207,0,0,0.00853193,0,0.0255476,0.00369473,0.0450935,0.0873854,0.0055122,0.0327272,0.0208161,0.00528953,0.00814246,0.00973401,0.0261607,0.00876054,0.0162341,0.0063966,0.0156061,0.115069,0.0142324,0.0160277,0.0239446,0.0162806,0.0137955,0.0136824,0,0,0.0257377,0,0.0119369,0.0151044,0.0400101,0.0362754,0.0233667,0.0307935,0.0301286,0.00914386,0.0243472,0.01152,0.00734729,0.0132734,0.0211752,0.0101534,0.014271,0.0138905,0.00535307,0.0157302,0.00947137,0.028241,0.0136144,0,0,0,0.104874,0.0464486,0.0556813,0.00218576,0
132,0,0,0,0,0,0,0.0106714,0.0257082,0,0,0,0.0205874,0.0157556,0,0,0.00884979,0,0.0254504,0.00384487,0.0451187,0.0932607,0.00550367,0.0330423,0.0212071,0.00482779,0.00756458,0.00958725,0.026179,0.00836919,0.0161469,0.00638009,0.0164379,0.128125,0.0145504,0.0159911,0.0219231,0.0163011,0.0140227,0.0141114,0,0,0.0258015,0,0.0118964,0.0152742,0.0400337,0.0345708,0.0232926,0.0309257,0.0301995,0.00943176,0.0248312,0.012624,0.0081463,0.0128378,0.0203367,0.00955311,0.0136323,0.0140991,0.00537581,0.0155669,0.00952623,0.0281659,0.0138818,0,0,0,0.106545,0.0455213,0.0546984,0.00210846,0
133,0,0,0,0,0,0,0.0110158,0.0262127,0,0,0,0.0206422,0.0152194,0,0,0.00924695,0,0.0253316,0.00400066,0.0452543,0.0988782,0.00562183,0.0334588,0.0215523,0.00430064,0.00690443,0.00920251,0.0261282,0.00804257,0.0153303,0.00605473,0.0170206,0.137795,0.014979,0.0159498,0.020031,0.0163222,0.0140736,0.0145233,0,0,0.026192,0,0.0118723,0.0154142,0.0398988,0.0331866,0.0233422,0.0310459,0.030308,0.00970194,0.025363,0.0135601,0.00863032,0.012336,0.0197354,0.00901993,0.013023,0.015193,0.00551225,0.0154554,0.009553,0.0281475,0.0140845,0,0,0,0.106951,0.0446343,0.0536926,0.00209538,0
134,0,0,0,0,0,0,0.0115009,0.0267105,0,0,0,0.0207103,0.0151303,0,0,0.00962358,0,0.0252143,0.00408855,0.0453911,0.10164,0.00627488,0.033963,0.0219426,0.00380396,0.00639018,0.00881256,0.0259757,0.00768363,0.0143805,0.00556128,0.0172455,0.140807,0.015407,0.0158933,0.0186003,0.0163197,0.0139861,0.0148815,0,0,0.0266931,0,0.0118675,0.0154665,0.0400483,0.031933,0.0238289,0.031131,0.0304456,0.0100633,0.0257169,0.0140988,0.00907771,0.0123436,0.0193163,0.00857213,0.0126721,0.0165954,0.00561417,0.0153054,0.00949914,0.0283244,0.0143202,0,0,0,0.105651,0.043942,0.0523784,0.00208024,0
135,0,0,0,0,0,0,0.0121493,0.0272134,0,0,0,0.0207508,0.0154576,0,0,0.00999216,0,0.025105,0.0040936,0.04547,0.100902,0.00729252,0.0344343,0.0221559,0.0034957,0.00591434,0.00886267,0.0258325,0.00722652,0.0135183,0.00509962,0.0172581,0.140541,0.015836,0.015864,0.0177831,0.0163019,0.0137683,0.0152245,0,0,0.0269524,0,0.0118449,0.0155035,0.0406508,0.0305429,0.0244707,0.0314417,0.0305439,0.0102809,0.0257535,0.0145471,0.0095828,0.0128877,0.0189611,0.00825865,0.0125926,0.0179483,0.00569694,0.0152291,0.00944945,0.028855,0.0145154,0,0,0,0.103668,0.0435071,0.0507366,0.00203708,0
136,0,0,0,0,0,0,0.0126969,0.0276141,0,0,0,0.0208132,0.0161832,0,0,0.0102583,0,0.0250447,0.00410452,0.0454526,0.0995705,0.00837291,0.0347302,0.02222,0.00353044,0.00547127,0.00870312,0.0257732,0.00647928,0.0127508,0.00488946,0.0172153,0.138984,0.0162099,0.0158653,0.0173859,0.0163135,0.0134922,0.0155647,0,0,0.0270445,0,0.0118393,0.0154909,0.0414624,0.0289198,0.024899,0.0318242,0.0305505,0.0102131,0.0254812,0.0148671,0.00983114,0.0135222,0.0184921,0.00796386,0.0126878,0.0193171,0.00572426,0.0152599,0.00940813,0.0296706,0.014627,0,0,0,0.102301,0.0433582,0.0489445,0.00195419,0
137,0,0,0,0,0,0,0.0131994,0.0278088,0,0,0,0.0208817,0.0170308,0,0,0.0103815,0,0.0250243,0.00413072,0.0452727,0.0979801,0.00945797,0.0348407,0.0222577,0.00423001,0.00577562,0.00852396,0.0256157,0.00569188,0.0120115,0.00477087,0.0170606,0.136726,0.0164164,0.0158594,0.0169691,0.0163408,0.0131283,0.0158782,0,0,0.0270387,0,0.011831,0.0154036,0.0421542,0.0271308,0.0251949,0.0322007,0.0305258,0.00987289,0.0251088,0.0151246,0.00974413,0.0138194,0.0179052,0.00755441,0.0126863,0.0210935,0.00580064,0.0154023,0.00941135,0.0304288,0.0149283,0,0,0,0.101901,0.0433553,0.0472528,0.00200253,0
138,0,0,0,0,0,0,0.0136045,0.0277735,0,0,0,0.0209271,0.01771,0,0,0.0103643,0,0.0250195,0.00416117,0.0449029,0.0954416,0.0103493,0.0347905,0.0222559,0.00619363,0.00669017,0.00846877,0.0251672,0.00521333,0.0110567,0.00423686,0.0167114,0.133792,0.0166014,0.0158498,0.0161729,0.0163804,0.0126224,0.016109,0,0,0.0270305,0,0.0118981,0.0153223,0.04256,0.0252611,0.025482,0.0325704,0.0305747,0.00959393,0.0249617,0.0151849,0.00957418,0.0138677,0.0172407,0.00712242,0.0125092,0.0234403,0.00596743,0.0152144,0.00938531,0.030913,0.0153358,0,0,0,0.10226,0.0433052,0.0458045,0.00206508,0
139,0,0,0,0,0,0,0.0138239,0.027605,0,0,0,0.0209486,0.0183829,0,0,0.0102877,0,0.0250273,0.00419051,0.0444369,0.0923057,0.0116689,0.0346447,0.0222362,0.00892934,0.0087063,0.00876702,0.0245142,0.00462417,0.00974596,0.0038648,0.0162007,0.130371,0.0167484,0.0158322,0.0151452,0.0163934,0.0122207,0.0162477,0,0,0.0270027,0,0.0119989,0.0152775,0.0425805,0.0234813,0.025934,0.033092,0.0306604,0.0096735,0.0250995,0.0151647,0.00955904,0.0137216,0.0165741,0.00677221,0.0121205,0.0262224,0.00610429,0.0149661,0.0091978,0.0310842,0.0156502,0,0,0,0.1031,0.0431919,0.0446582,0.00200324,0
140,0,0,0,0,0,0,0.0137651,0.0273804,0,0,0,0.0209456,0.0188744,0,0,0.0100994,0,0.0250202,0.00422362,0.0439576,0.0891152,0.0134967,0.0343856,0.022136,0.0120035,0.0120522,0.00968984,0.0237587,0.00437403,0.00803137,0.00375966,0.0155351,0.1272,0.0167947,0.0158187,0.0143677,0.0164116,0.0122867,0.0162525,0,0,0.0266374,0,0.0121018,0.0149637,0.0422971,0.0220757,0.0266117,0.0336246,0.0307082,0.0100952,0.0255655,0.015477,0.00972271,0.0134596,0.0159352,0.00651172,0.0115752,0.0291563,0.00629552,0.0147157,0.00876977,0.0309767,0.015741,0,0,0,0.103708,0.043188,0.0439063,0.00188544,0
141,0,0,0,0,0,0,0.0133436,0.0272585,0,0,0,0.0209068,0.0181087,0,0,0.00984348,0,0.0250127,0.00416409,0.0434799,0.0858972,0.0158859,0.0339421,0.0219108,0.015548,0.0163921,0.0113141,0.0230015,0.00553867,0.00651838,0.00411457,0.0147593,0.125433,0.0167848,0.0158049,0.0140847,0.0163848,0.0131732,0.0159757,0,0,0.0258702,0,0.0121561,0.014434,0.0416739,0.0214991,0.0272926,0.0342951,0.0307046,0.0107623,0.0265874,0.0166455,0.0100917,0.0128636,0.0153797,0.00629459,0.0108657,0.0318535,0.00653215,0.0145113,0.0088894,0.0308443,0.0155904,0,0,0,0.103165,0.0438651,0.0441001,0.00183794,0
