Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LWRB,LILC
79,0,0,0,0,0,0,0.00927028,0.0114899,0,0,0,0.115945,0.0176439,0.0140546,0,0,0.0147728,0,0.0291863,0.00471353,0.0489232,0.0353001,0.0123343,0.022407,0.0100612,0.010084,0.0133125,0.00692983,0.0208986,0.0127217,0.0135055,0.0107845,0.0116372,0.0971833,0.0164046,0.0185063,0.0203659,0.0120823,0.0185908,0.0136257,0,0,0.0127736,0,0.0098572,0.0110029,0.0432086,0.0277337,0.0193316,0.0384585,0.0175975,0.0270851,0.00703272,0.0265921,0.00689982,0.00730623,0.0308788,0.0350538,0.0260075,0.0344181,0.0145711,0.010749,0.0146721,0.0107283,0.0118881,0.00691183,0,0,0,0.00268045,0
80,0,0,0,0,0,0,0.00899718,0.0113921,0,0,0,0.115956,0.0177138,0.0144992,0,0,0.0150959,0,0.0291602,0.00478467,0.0490228,0.0346459,0.012371,0.0229436,0.00998697,0.0102767,0.0135911,0.00692347,0.0208964,0.0132698,0.0140096,0.0109962,0.0114696,0.0959356,0.0166599,0.0185102,0.0145131,0.012138,0.0168753,0.0133844,0,0,0.012671,0,0.00985037,0.0112026,0.0421207,0.0266642,0.0193222,0.0327071,0.0177191,0.0270199,0.00618479,0.0260093,0.00691461,0.00592674,0.0276301,0.0344354,0.024284,0.0306286,0.0202426,0.0105946,0.0148032,0.0108876,0.011711,0.00666949,0,0,0,0.00227451,0
81,0,0,0,0,0,0,0.00863141,0.0112682,0,0,0,0.11605,0.0177853,0.014633,0,0,0.0153658,0,0.0291265,0.00483617,0.0488369,0.0338463,0.0120094,0.0234069,0.00990605,0.0103433,0.0137256,0.00686062,0.0208326,0.0136756,0.0144093,0.0111053,0.0112856,0.0943215,0.016881,0.0184868,0.0103076,0.0122028,0.0159779,0.0130734,0,0,0.0126057,0,0.00985358,0.0115987,0.0407086,0.0259387,0.0190662,0.026234,0.0178518,0.0269332,0.00519043,0.0257414,0.00772951,0.00435972,0.0234814,0.0332479,0.02159,0.025609,0.0266468,0.0104221,0.0149222,0.0109976,0.0115773,0.00636355,0,0,0,0.00214263,0
82,0,0,0,0,0,0,0.00802907,0.0112249,0,0,0,0.116112,0.0178458,0.0148104,0,0,0.0157421,0,0.0290112,0.00495039,0.0486985,0.0331271,0.0116245,0.0240187,0.00973502,0.0103096,0.0137973,0.00679971,0.0206631,0.0140241,0.0147307,0.0111827,0.0110506,0.092385,0.0171495,0.0184416,0.0119452,0.012274,0.017329,0.0125013,0,0,0.0125482,0,0.00988457,0.0116092,0.0394552,0.0273365,0.0186247,0.021663,0.0178687,0.0268138,0.00437725,0.0258416,0.00840514,0.00293796,0.0196846,0.0315608,0.0185343,0.0208509,0.0321471,0.010119,0.0150103,0.0110386,0.0116357,0.00577903,0,0,0,0.00191221,0
83,0,0,0,0,0,0,0.00730953,0.0112521,0,0,0,0.115908,0.0179165,0.014971,0,0,0.0161749,0,0.0288863,0.00505855,0.0486155,0.0327563,0.0112047,0.0248622,0.00949189,0.0102129,0.0139129,0.00681575,0.0204104,0.0143319,0.0150167,0.0112726,0.010784,0.0902783,0.017437,0.0183811,0.0158273,0.0123633,0.020847,0.0117072,0,0,0.0125587,0,0.00994569,0.0118585,0.0384302,0.0306125,0.0183407,0.0193213,0.0177859,0.0266293,0.00393369,0.0261669,0.0085464,0.0017698,0.0174143,0.0303218,0.0162729,0.017786,0.0367497,0.00977145,0.0150475,0.0110259,0.0118804,0.00501395,0,0,0,0.00171662,0
84,0,0,0,0,0,0,0.00655773,0.0114333,0,0,0,0.115409,0.0180153,0.0148776,0,0,0.0165709,0,0.0287511,0.00514273,0.048573,0.0327791,0.0107528,0.0258536,0.00925679,0.0101177,0.0141432,0.00681276,0.0200673,0.0145837,0.0152612,0.0114222,0.0105254,0.0881489,0.0176735,0.0183192,0.0181099,0.0124689,0.0235637,0.0108052,0,0,0.0125117,0,0.0100307,0.0119735,0.0374553,0.033679,0.0185138,0.0180534,0.0176109,0.0264898,0.00330724,0.0263957,0.00852082,0.00138018,0.0170001,0.0301886,0.0155639,0.016896,0.0390248,0.00941682,0.0148137,0.0109936,0.0123824,0.00420766,0,0,0,0.00151335,0
85,0,0,0,0,0,0,0.0058846,0.0117004,0,0,0,0.114332,0.0180435,0.0144297,0,0,0.0170416,0,0.028571,0.00529237,0.0486377,0.0334881,0.00999836,0.0268431,0.00893983,0.0100272,0.0145252,0.00679899,0.0195977,0.0146795,0.0153663,0.0114488,0.0102989,0.0861367,0.017905,0.0182236,0.0189996,0.0125635,0.023514,0.00986358,0,0,0.0127229,0,0.0100797,0.0119459,0.0364241,0.0359436,0.0189978,0.0169387,0.0172744,0.0264024,0.00195885,0.0261868,0.00903125,0.00226493,0.0169607,0.0306179,0.0158549,0.0166614,0.0383324,0.009138,0.0148699,0.0110717,0.0130114,0.00338315,0,0,0,0.00140282,0
86,0,0,0,0,0,0,0.00528496,0.0119194,0,0,0,0.112843,0.0180363,0.0137017,0,0,0.01739,0,0.0284308,0.00544323,0.0489094,0.0349878,0.00881502,0.0275502,0.00861268,0.0099979,0.0149975,0.00671895,0.0192244,0.0146113,0.015287,0.0110962,0.0101389,0.0840855,0.018106,0.0181441,0.0191122,0.0126276,0.0210594,0.0090515,0,0,0.0130357,0,0.0100939,0.0117384,0.0356352,0.0380068,0.0194398,0.0157854,0.0168147,0.026408,0.00130422,0.0255834,0.0100606,0.0037561,0.0168764,0.030824,0.016635,0.0171489,0.0351859,0.00909079,0.0150988,0.0111884,0.0133762,0.00259757,0,0,0,0.00138308,0
87,0,0,0,0,0,0,0.00482073,0.01192,0,0,0,0.111264,0.0180255,0.0128267,0,0,0.0176485,0,0.0283698,0.00555723,0.0493803,0.0370895,0.00730592,0.0278097,0.00838276,0.00996394,0.0154491,0.0065624,0.0192562,0.0143883,0.0150104,0.0105941,0.0101216,0.0819524,0.0182373,0.0181075,0.0189127,0.0126652,0.0186661,0.0084899,0,0,0.013225,0,0.0101066,0.0118063,0.0352154,0.0406534,0.0194554,0.0149815,0.0164123,0.0264532,0.00230793,0.0248865,0.0113307,0.00522869,0.0174882,0.030635,0.0176802,0.0186998,0.0316501,0.00926301,0.0152703,0.0112532,0.0133246,0.00186119,0,0,0,0.00139687,0
88,0,0,0,0,0,0,0.00454753,0.0117459,0,0,0,0.109572,0.0180276,0.0118551,0,0,0.0179149,0,0.0283372,0.00565612,0.050033,0.039874,0.0058809,0.0278396,0.0082092,0.00986922,0.0158312,0.00638187,0.0196042,0.0139708,0.0145824,0.0100259,0.0102996,0.0800566,0.0183538,0.0180909,0.0181005,0.0126843,0.0177619,0.00806373,0,0,0.0132111,0,0.0101196,0.0122601,0.034961,0.0429189,0.0190738,0.0161,0.0159777,0.0264838,0.00324237,0.0241746,0.0120768,0.00622732,0.0180522,0.0302861,0.0182877,0.0198263,0.0290067,0.00944984,0.0154278,0.0112831,0.0130027,0.00126027,0,0,0,0.00147618,0
89,0,0,0,0,0,0,0.00450139,0.0115575,0,0,0,0.107708,0.0180264,0.010786,0,0,0.0180792,0,0.02835,0.00566862,0.0507275,0.04353,0.00496144,0.0276429,0.00816307,0.00975311,0.0162305,0.00627475,0.0201461,0.0132415,0.0143407,0.00931877,0.0107502,0.079118,0.0183758,0.0180957,0.0165554,0.0126917,0.0174255,0.00779254,0,0,0.0130854,0,0.0101246,0.0124885,0.034572,0.0427175,0.0187243,0.0159908,0.0153589,0.0265689,0.00423263,0.0233596,0.0122481,0.00681512,0.0172144,0.0297622,0.0176528,0.0186634,0.0287793,0.00964141,0.0156213,0.0113014,0.0126341,0.00130068,0,0,0,0.00149778,0
90,0,0,0,0,0,0,0.00456543,0.0114656,0,0,0,0.105779,0.0180046,0.00975155,0,0,0.0181104,0,0.0284085,0.00564003,0.0513655,0.0481196,0.0045071,0.0271476,0.00823825,0.00964961,0.0167739,0.0065428,0.0209045,0.0123203,0.0142134,0.0085777,0.0114733,0.0798385,0.0183621,0.018117,0.0153796,0.0127069,0.0169298,0.00766749,0,0,0.0130617,0,0.0101359,0.0124642,0.0342413,0.039607,0.0186704,0.0132898,0.0145714,0.0266815,0.00521271,0.0226548,0.0122293,0.0073583,0.0147108,0.0287821,0.0157818,0.015145,0.0309695,0.00982902,0.0155991,0.0112883,0.0122862,0.00172715,0,0,0,0.00153158,0
91,0,0,0,0,0,0,0.00483526,0.0114376,0,0,0,0.103965,0.017948,0.00878256,0,0,0.0179754,0,0.0285144,0.00559264,0.0518342,0.0535187,0.00426852,0.0262062,0.00844961,0.00958909,0.0172818,0.00729708,0.0218593,0.0113266,0.0142574,0.00770007,0.012382,0.0825449,0.0183063,0.0181609,0.0152087,0.0127057,0.016193,0.007737,0,0,0.0130896,0,0.0101436,0.0123572,0.0340988,0.0350744,0.0186978,0.011127,0.0136662,0.0268063,0.00596125,0.0224152,0.0123219,0.00820518,0.0116009,0.0272949,0.0134466,0.0109566,0.0333045,0.00999079,0.015346,0.0112576,0.0118651,0.0022659,0,0,0,0.00151397,0
92,0,0,0,0,0,0,0.00519013,0.0115223,0,0,0,0.102739,0.0178599,0.00869181,0,0,0.0177746,0,0.0285988,0.00552549,0.0520483,0.0593804,0.00475355,0.0248718,0.00868306,0.00942494,0.017538,0.00784459,0.0229421,0.0102911,0.014496,0.00678156,0.0134597,0.087208,0.018286,0.0182046,0.0149772,0.0127203,0.0147977,0.00789495,0,0,0.0130344,0,0.0101513,0.0122503,0.0340517,0.0307819,0.0185717,0.0102931,0.0125981,0.0268807,0.00627301,0.0224151,0.0126026,0.00892721,0.0090457,0.0255647,0.0114603,0.00770593,0.0338964,0.00998448,0.0151637,0.0112057,0.0114757,0.00286015,0,0,0,0.00163998,0
93,0,0,0,0,0,0,0.00564623,0.011737,0,0,0,0.102778,0.0177848,0.0097357,0,0,0.0176055,0,0.0286655,0.00547173,0.0520017,0.0651114,0.00642663,0.0231969,0.00894576,0.00918493,0.0175255,0.00813154,0.0240207,0.00933361,0.0148487,0.00589903,0.014616,0.0941817,0.0182867,0.0182402,0.0142551,0.0127371,0.0131673,0.00813434,0,0,0.012753,0,0.0101509,0.0121733,0.0340696,0.0272066,0.0181785,0.00961647,0.0114567,0.0269011,0.00600882,0.0223922,0.0129539,0.00929949,0.00727383,0.0239149,0.0100209,0.00567039,0.033504,0.00979888,0.0150803,0.0111359,0.0112808,0.00342571,0,0,0,0.00172887,0
94,0,0,0,0,0,0,0.00606319,0.0119674,0,0,0,0.104449,0.017695,0.0101101,0,0,0.0173937,0,0.0287473,0.00538563,0.0518525,0.0696874,0.00851259,0.0209792,0.00921093,0.00864941,0.0169626,0.008262,0.0249108,0.00853251,0.0150528,0.00529691,0.0155429,0.104092,0.0182298,0.0182792,0.0132887,0.0127165,0.0121577,0.00838003,0,0,0.0125411,0,0.0101252,0.0121515,0.0341121,0.0242848,0.0174894,0.00907154,0.0103489,0.0268524,0.00533483,0.022328,0.0130684,0.00938044,0.00599161,0.0225112,0.00903586,0.00458295,0.0336124,0.00951631,0.0149884,0.0110978,0.0111837,0.00396329,0,0,0,0.00182859,0
95,0,0,0,0,0,0,0.00635436,0.012093,0,0,0,0.107522,0.0176063,0.00965747,0,0,0.0171317,0,0.0287943,0.00527239,0.0518022,0.0728082,0.00970812,0.0185595,0.00937917,0.0077609,0.0162883,0.00846403,0.0255876,0.00804845,0.0150733,0.00506419,0.0161701,0.116086,0.0181023,0.0183088,0.012467,0.0126731,0.0119307,0.00865798,0,0,0.0125211,0,0.0100762,0.012201,0.0341211,0.021866,0.0166663,0.00873743,0.00944395,0.026709,0.00454054,0.0222445,0.0126501,0.00915595,0.00499011,0.0213455,0.00840461,0.0041646,0.0344369,0.0092367,0.0149054,0.0110892,0.0110573,0.00425089,0,0,0,0.00184254,0
96,0,0,0,0,0,0,0.00653302,0.0120997,0,0,0,0.109761,0.0175396,0.00897428,0,0,0.0168077,0,0.0288367,0.00514378,0.0518119,0.0752901,0.0106605,0.0161078,0.00945266,0.00703697,0.0154647,0.00877847,0.0261115,0.00783166,0.0147132,0.00498239,0.0165626,0.125795,0.0179145,0.0183188,0.0121619,0.0126343,0.0122472,0.00890922,0,0,0.0126874,0,0.0100291,0.0123104,0.0340828,0.0198561,0.0158335,0.00861686,0.00884007,0.0264888,0.00386931,0.0222356,0.011889,0.00870819,0.00438226,0.0203736,0.00803323,0.00425704,0.0356406,0.00906022,0.014844,0.0111206,0.010995,0.00433197,0,0,0,0.00189237,0
97,0,0,0,0,0,0,0.00663776,0.0119957,0,0,0,0.109651,0.0174732,0.00885381,0,0,0.0164533,0,0.0288396,0.00500061,0.051743,0.0772051,0.0115947,0.0137363,0.00945594,0.00643584,0.0148729,0.00895227,0.0264863,0.0078123,0.0141236,0.00501393,0.0167426,0.128218,0.017635,0.0182996,0.0123655,0.0126027,0.012781,0.00912392,0,0,0.0128323,0,0.00999385,0.012434,0.0340585,0.0182925,0.0150197,0.00859033,0.00840048,0.0262203,0.00331291,0.0223058,0.0111726,0.00819009,0.00410785,0.0196761,0.00772169,0.00453278,0.0368919,0.00904996,0.014731,0.0111656,0.0110617,0.00435574,0,0,0,0.00195101,0
98,0,0,0,0,0,0,0.00671402,0.0118087,0,0,0,0.108546,0.0174251,0.00915931,0,0,0.0160843,0,0.0288573,0.00479989,0.051703,0.0779844,0.0121963,0.0114801,0.00947324,0.00599902,0.0143008,0.00936408,0.0268933,0.00781463,0.0135091,0.00480402,0.0168644,0.128275,0.017305,0.018311,0.0125906,0.0125845,0.013193,0.00939623,0,0,0.0131132,0,0.00999372,0.0125277,0.0341632,0.0170784,0.0143449,0.00863543,0.00818355,0.0259794,0.00300218,0.0223962,0.0108347,0.00790817,0.00398974,0.0193039,0.00743031,0.00467682,0.0379306,0.00932217,0.0145932,0.0111981,0.0112189,0.00444858,0,0,0,0.00199837,0
99,0,0,0,0,0,0,0.00676212,0.011511,0,0,0,0.106942,0.0174007,0.00976975,0,0,0.0157396,0,0.0288464,0.00461194,0.0518638,0.0777939,0.0124822,0.00980416,0.00943026,0.00578582,0.0134845,0.00969514,0.0274602,0.00752465,0.0129181,0.00449448,0.0169924,0.12792,0.0169958,0.0183244,0.0125639,0.0125656,0.0131528,0.00965288,0,0,0.0135246,0,0.0100029,0.0125485,0.0346126,0.0158932,0.0138968,0.00859115,0.00806444,0.0257598,0.00294505,0.0224035,0.0107594,0.00786122,0.00362645,0.0191218,0.00714598,0.00462436,0.0383797,0.00980313,0.0144021,0.0111881,0.0112532,0.00459701,0,0,0,0.00211533,0
100,0,0,0,0,0,0,0.00678535,0.0112042,0,0,0,0.105656,0.0173937,0.0105022,0,0,0.0153826,0,0.0288542,0.00446093,0.0520791,0.0770623,0.0129104,0.00881473,0.00937094,0.00578989,0.0125174,0.0100771,0.0280706,0.00720219,0.0126389,0.00427383,0.0170151,0.127368,0.0167452,0.0183582,0.0122512,0.012548,0.0127344,0.0100214,0,0,0.0139888,0,0.0100292,0.0125141,0.0351723,0.0146324,0.0136179,0.00847642,0.00804335,0.0256945,0.00333734,0.0222424,0.0107107,0.00794264,0.0033532,0.0189114,0.00690653,0.00465434,0.0384331,0.0104552,0.014149,0.0111435,0.0110837,0.0048102,0,0,0,0.00220898,0
101,0,0,0,0,0,0,0.00685516,0.0109896,0,0,0,0.10512,0.0174012,0.0111231,0,0,0.014909,0,0.0289351,0.00424905,0.0522076,0.0758892,0.0137275,0.00862124,0.00933622,0.00604531,0.0114897,0.0106268,0.0285209,0.00707635,0.0125843,0.00436157,0.016809,0.125872,0.0164817,0.0184328,0.0119054,0.012504,0.0122188,0.0106243,0,0,0.0145146,0,0.0100578,0.0125373,0.0354461,0.0132642,0.0134443,0.00840886,0.00810949,0.025866,0.00381748,0.0219183,0.0104953,0.00804094,0.00338085,0.0185379,0.00668315,0.00513602,0.0385315,0.0112662,0.0140094,0.0110957,0.0106328,0.00510829,0,0,0,0.00219683,0
102,0,0,0,0,0,0,0.00698562,0.0110805,0,0,0,0.105319,0.0173852,0.0116595,0,0,0.0144222,0,0.0290475,0.00400384,0.0521297,0.0744653,0.0142492,0.0088838,0.00953513,0.00664709,0.0109171,0.011287,0.0288585,0.00712826,0.0123937,0.00446222,0.0164462,0.123873,0.0163031,0.0185101,0.0117364,0.0124548,0.0119284,0.0114821,0,0,0.0148657,0,0.0101014,0.0124939,0.0353794,0.0118615,0.0131435,0.0085178,0.00806655,0.0262878,0.00408924,0.0214761,0.0100984,0.00806484,0.00367563,0.0180417,0.00655669,0.00592353,0.0391531,0.0121065,0.0141264,0.0109899,0.010138,0.00552433,0,0,0,0.00222818,0
103,0,0,0,0,0,0,0.0071943,0.0113529,0,0,0,0.105736,0.0173716,0.0115316,0,0,0.0139383,0,0.0291595,0.00377757,0.0518178,0.0729262,0.0140253,0.00955722,0.00990408,0.00767061,0.0106975,0.0118808,0.0291222,0.00720041,0.0118086,0.00467642,0.0158504,0.121989,0.0161968,0.0185933,0.0119904,0.0124048,0.0119989,0.0124025,0,0,0.0150651,0,0.010141,0.0124255,0.0350699,0.0106913,0.012706,0.00892816,0.00803445,0.0268435,0.00432724,0.0210027,0.00966708,0.00793876,0.00411846,0.0174611,0.00656654,0.00667243,0.0404538,0.0128617,0.0141967,0.0108838,0.00969891,0.00602601,0,0,0,0.0022958,0
104,0,0,0,0,0,0,0.00752719,0.0117227,0,0,0,0.106122,0.0173485,0.0112052,0,0,0.013483,0,0.0292855,0.00358612,0.0513086,0.0716114,0.0136087,0.0105565,0.0103394,0.00909279,0.0110313,0.0124882,0.0294878,0.00733704,0.0110547,0.00486065,0.0152124,0.12049,0.0161094,0.018697,0.0127721,0.0123388,0.0122498,0.0132445,0,0,0.0152356,0,0.0101798,0.0123784,0.0346413,0.00965396,0.0122433,0.00959061,0.00799467,0.0274833,0.00459341,0.0205239,0.00937018,0.00775116,0.00461313,0.0167909,0.00666683,0.00730747,0.0423199,0.0135442,0.0139836,0.0107395,0.00949328,0.00660928,0,0,0,0.002365,0
105,0,0,0,0,0,0,0.00803852,0.012107,0,0,0,0.106455,0.0173182,0.0108654,0,0,0.012991,0,0.0293799,0.00339471,0.0507312,0.0706371,0.0131144,0.0117331,0.0106361,0.0107357,0.0119946,0.01318,0.0298987,0.00772762,0.0103628,0.00513435,0.0146567,0.119353,0.0159746,0.0187742,0.0141491,0.0122591,0.0127768,0.014166,0,0,0.0154621,0,0.0102133,0.0124335,0.0341933,0.00893366,0.0118989,0.0104258,0.0080043,0.0281024,0.00473485,0.0200393,0.00923763,0.00768807,0.00530288,0.0160995,0.00693566,0.00804469,0.0446158,0.0141599,0.0137053,0.010602,0.0095419,0.00723465,0,0,0,0.00246589,0
106,0,0,0,0,0,0,0.00866359,0.0125363,0,0,0,0.106965,0.0172777,0.0105034,0,0,0.0124799,0,0.0294311,0.00317523,0.0501518,0.0698342,0.0126546,0.0129702,0.0109073,0.0125259,0.0135014,0.0139265,0.0303714,0.00826482,0.00989231,0.00555754,0.0142548,0.118389,0.0157992,0.0188229,0.0157335,0.0121905,0.0131564,0.0150925,0,0,0.0157422,0,0.0102417,0.012491,0.0340821,0.00839337,0.0117028,0.0113102,0.00807336,0.028642,0.00482187,0.0195925,0.00901608,0.00766849,0.00605312,0.0153723,0.00721843,0.00880312,0.0470087,0.0147822,0.0134353,0.0104716,0.00987877,0.00789195,0,0,0,0.00255694,0
107,0,0,0,0,0,0,0.00940678,0.0130289,0,0,0,0.107699,0.0172291,0.0108297,0,0,0.0118297,0,0.0294744,0.00294518,0.0496005,0.0691573,0.0125269,0.0142726,0.011215,0.0141772,0.015138,0.0145669,0.0307806,0.00882818,0.00981608,0.00612577,0.0139872,0.117718,0.0155265,0.0188588,0.0174863,0.0121141,0.0133832,0.0159885,0,0,0.016085,0,0.0102499,0.0125409,0.03453,0.00840388,0.0117079,0.0122168,0.0082406,0.0291186,0.00501725,0.0193378,0.00883679,0.00746531,0.00683707,0.014683,0.00754976,0.00962343,0.0493293,0.0154389,0.0131843,0.010374,0.0104097,0.00881494,0,0,0,0.00266032,0
108,0,0,0,0,0,0,0.0102512,0.0136177,0,0,0,0.108511,0.0171414,0.0116024,0,0,0.011111,0,0.0295175,0.00268441,0.0489866,0.0685425,0.0128178,0.0156486,0.0116573,0.0157867,0.0168741,0.0150726,0.0311116,0.00934091,0.0100148,0.00680581,0.0138582,0.117087,0.0151637,0.0188948,0.0192493,0.0120282,0.0136366,0.016861,0,0,0.016587,0,0.0102412,0.0125923,0.0354374,0.00943213,0.0119712,0.0130445,0.00835577,0.0295596,0.00523828,0.0192882,0.00871995,0.00729203,0.00765256,0.0141315,0.00797518,0.0106587,0.051547,0.0161473,0.0129245,0.0102891,0.0110498,0.0100452,0,0,0,0.00274013,0
109,0,0,0,0,0,0,0.0111433,0.014283,0,0,0,0.108854,0.0170605,0.0124255,0,0,0.0103723,0,0.0295827,0.00237661,0.0482887,0.0677587,0.0132889,0.0170668,0.0122823,0.0174916,0.0188481,0.0155267,0.0313488,0.00972657,0.0103082,0.00763009,0.0138332,0.116266,0.0147363,0.0189257,0.0207081,0.0119527,0.0137752,0.0177219,0,0,0.0171666,0,0.0102238,0.012651,0.0365375,0.0110038,0.0124906,0.0136835,0.00852681,0.0299582,0.00540828,0.019376,0.00859738,0.00718564,0.00834074,0.0136459,0.00837029,0.0116756,0.0534504,0.0168454,0.0126681,0.010234,0.0118081,0.0111785,0,0,0,0.00288209,0
110,0,0,0,0,0,0,0.0120034,0.0149355,0,0,0,0.1088,0.0170084,0.0132466,0,0,0.00967098,0,0.0296407,0.00205917,0.0475195,0.0665337,0.0138716,0.018448,0.0128787,0.0193017,0.0210721,0.0160394,0.0314879,0.0102109,0.01066,0.00845779,0.0139086,0.115342,0.0142854,0.0189601,0.0218128,0.0119027,0.0137554,0.0185619,0,0,0.0177363,0,0.0102185,0.0127261,0.0376214,0.0127873,0.0131382,0.0141592,0.00869906,0.0303094,0.00554263,0.0195652,0.00843102,0.00706152,0.00891757,0.013194,0.00860767,0.0125161,0.0549719,0.0174798,0.0124505,0.0101795,0.0126903,0.0121068,0,0,0,0.00306586,0
111,0,0,0,0,0,0,0.0127851,0.0155385,0,0,0,0.108258,0.016957,0.0140194,0,0,0.00900289,0,0.0297076,0.00178668,0.046752,0.0646926,0.014771,0.0197432,0.0134075,0.0211004,0.0234353,0.0166403,0.0313786,0.0109244,0.0111654,0.00918696,0.0140511,0.114449,0.013885,0.0189876,0.0226698,0.0118694,0.0138175,0.0193876,0,0,0.0182409,0,0.0102276,0.0128158,0.0385,0.0145244,0.0137611,0.0145386,0.0089056,0.0306582,0.00565723,0.019849,0.00816572,0.00677901,0.0093886,0.0128578,0.00876776,0.0132198,0.0561362,0.0180409,0.0122717,0.0101308,0.0135339,0.012896,0,0,0,0.00319795,0
112,0,0,0,0,0,0,0.0134178,0.0160577,0,0,0,0.107698,0.0169083,0.0149414,0,0,0.00845485,0,0.0297461,0.00157683,0.0460572,0.0626441,0.0160989,0.0208811,0.0139542,0.0228868,0.0258195,0.0172992,0.0310106,0.0118589,0.0118112,0.0100483,0.0142976,0.113458,0.0135965,0.0189998,0.023196,0.0118594,0.0139856,0.0201252,0,0,0.018657,0,0.0102571,0.0128873,0.0390891,0.0160056,0.0142591,0.0148115,0.0090416,0.0309552,0.00535781,0.0201998,0.00780009,0.00640366,0.00964984,0.0126149,0.00892908,0.0135752,0.0568507,0.0184865,0.0121048,0.010075,0.0142663,0.0135721,0,0,0,0.00317984,0
113,0,0,0,0,0,0,0.0138905,0.0166638,0,0,0,0.107112,0.0168937,0.0162204,0,0,0.00792551,0,0.0297714,0.00136211,0.0454717,0.0607132,0.0176562,0.0222007,0.014519,0.0246615,0.027983,0.0179138,0.0303795,0.0128039,0.0126005,0.0108142,0.0146676,0.11204,0.0134119,0.019022,0.0233846,0.0118623,0.0142453,0.0208755,0,0,0.0190169,0,0.0103034,0.0128953,0.0393034,0.0170884,0.0145815,0.0149326,0.00936227,0.0313108,0.0050621,0.0205703,0.00736316,0.00601809,0.00958329,0.0124539,0.00896456,0.0134875,0.0572245,0.0188929,0.0118638,0.00998306,0.0151917,0.0142521,0,0,0,0.00319003,0
114,0,0,0,0,0,0,0.0140652,0.0169591,0,0,0,0.106197,0.016912,0.0171393,0,0,0.00761592,0,0.0297645,0.00126165,0.0450384,0.0588865,0.0192251,0.023187,0.0148487,0.0262744,0.0299776,0.0186277,0.0299194,0.0137723,0.0134879,0.0115987,0.015129,0.11113,0.0133237,0.0190324,0.0234028,0.011897,0.0146139,0.0213116,0,0,0.019112,0,0.0103539,0.0128339,0.0392098,0.018187,0.0146734,0.0149922,0.00954244,0.0314258,0.00498041,0.0209463,0.00687376,0.00569179,0.00944435,0.0123585,0.00900104,0.0134186,0.0573617,0.018971,0.0116288,0.00988667,0.0159171,0.0146797,0,0,0,0.00336814,0
115,0,0,0,0,0,0,0.0140268,0.016987,0,0,0,0.105625,0.0169311,0.0175704,0,0,0.00751112,0,0.0297653,0.00123557,0.0447492,0.0572147,0.0206922,0.023874,0.0149989,0.0274177,0.0317092,0.0193717,0.0295664,0.0147393,0.0143996,0.0123767,0.0155554,0.110644,0.0132912,0.0190434,0.0232062,0.0119461,0.0149884,0.0215176,0,0,0.0190628,0,0.0104123,0.0127553,0.0388207,0.0191753,0.0145829,0.0149649,0.00952298,0.0314162,0.00510536,0.0212351,0.00640977,0.00552581,0.00929243,0.0122949,0.00896337,0.0132987,0.057253,0.0188674,0.0114245,0.00979119,0.0165099,0.0149077,0,0,0,0.00373599,0
116,0,0,0,0,0,0,0.0138737,0.0168221,0,0,0,0.105257,0.0169128,0.0174837,0,0,0.00742304,0,0.0297071,0.00122147,0.0445927,0.0559493,0.0219114,0.0243313,0.0150163,0.0281055,0.033055,0.0199946,0.0291607,0.015629,0.0152046,0.0130814,0.0158916,0.110853,0.0132533,0.0190279,0.0228253,0.0119998,0.0152969,0.0215335,0,0,0.0189405,0,0.0104718,0.0126677,0.0382013,0.0200313,0.0143766,0.014897,0.00934594,0.031326,0.00503525,0.021399,0.00599437,0.00556458,0.00914144,0.0122472,0.00894212,0.0131797,0.0569009,0.0186614,0.0112807,0.00968952,0.0169645,0.0149635,0,0,0,0.00361793,0
117,0,0,0,0,0,0,0.0136701,0.0165529,0,0,0,0.104994,0.0169223,0.0170137,0,0,0.00738684,0,0.029597,0.00127808,0.0445509,0.0550497,0.0228663,0.0245859,0.0150227,0.0283741,0.033828,0.0202763,0.0287531,0.0162256,0.0159446,0.0136399,0.0161123,0.111403,0.013267,0.0189954,0.0223978,0.0120497,0.0153543,0.0213886,0,0,0.0187445,0,0.0105246,0.0126007,0.0375073,0.0206271,0.0141241,0.014885,0.00907202,0.0312127,0.00518062,0.021418,0.00573453,0.00585752,0.00899526,0.0121864,0.00889978,0.012975,0.0565357,0.0184585,0.0111515,0.00960824,0.0173156,0.0149065,0,0,0,0.0036342,0
