Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LWRB,LILC
157,0,0,0,0,0,0,0.0181052,0.0409083,0,0,0,0.106124,0.0160858,0.0178878,0,0,0.0129038,0,0.0314469,0.00456538,0.0440064,0.0424886,0.0109546,0.0700939,0.0267988,0.0097597,0.0115874,0.0124209,0.0310183,0.0113365,0.0164113,0.0089659,0.0163138,0.121654,0.0156531,0.0202252,0.00847693,0.0110222,0.0167999,0.0291244,0,0,0.0324707,0,0.0113912,0.0172521,0.0379644,0.00912679,0.0117924,0.00818983,0.0496585,0.0431666,0.00192298,0.0277867,0.0125253,0.00523645,0.0143203,0.00293666,0.0140172,0.01568,0.0399485,0.0330566,0.00667858,0,0.0468778,0.0236813,0,0,0,0.00483139,0.022674
158,0,0,0,0,0,0,0.0180131,0.0392014,0,0,0,0.105452,0.0160462,0.017091,0,0,0.0123874,0,0.0313062,0.00429005,0.0443121,0.0427821,0.0110542,0.0671321,0.0260903,0.00961294,0.0115041,0.0114723,0.0300679,0.0108722,0.0160053,0.00853904,0.0158228,0.121654,0.0151524,0.0201095,0.0078381,0.0110232,0.0172044,0.0283754,0,0,0.031177,0,0.0113751,0.0167066,0.0384415,0.0151911,0.0120415,0.009577,0.0474267,0.0418826,0.00154075,0.028207,0.0125531,0.00487083,0.0143859,0.00270569,0.0139604,0.0151436,0.0322715,0.0317829,0.00638258,0,0.0450284,0.0233864,0,0,0,0.00493234,0.022171
159,0,0,0,0,0,0,0.0178278,0.0378195,0,0,0,0.104902,0.0160177,0.0165634,0,0,0.0119483,0,0.031219,0.00424628,0.0445175,0.0430583,0.0110578,0.0647716,0.0254625,0.00969049,0.0114592,0.0109131,0.0295961,0.0105895,0.0154627,0.00805376,0.0155032,0.121828,0.0146502,0.0200506,0.0100172,0.011063,0.0189795,0.0276727,0,0,0.0302614,0,0.0113904,0.0162511,0.038578,0.0203905,0.0120781,0.0109158,0.0460181,0.0407976,0.00182229,0.0286896,0.0128091,0.00461208,0.0147919,0.00255918,0.0142062,0.0149088,0.0255148,0.0308515,0.00638942,0,0.0433229,0.023159,0,0,0,0.00483012,0.0217376
160,0,0,0,0,0,0,0.0176553,0.0365248,0,0,0,0.104737,0.0160062,0.0160724,0,0,0.0114119,0,0.0311401,0.00438913,0.0445159,0.0430204,0.0109454,0.0621532,0.0248624,0.00981725,0.0114298,0.010651,0.0294057,0.0102598,0.0148738,0.00752452,0.0151826,0.121837,0.0141481,0.0200333,0.0126204,0.0111851,0.0219884,0.0270269,0,0,0.0292974,0,0.0114724,0.0159204,0.0386324,0.0258417,0.0120998,0.0120332,0.0446101,0.0398289,0.00261408,0.0293221,0.0134008,0.00476596,0.0150152,0.00245942,0.0142204,0.0145599,0.0204383,0.0299443,0,0,0.041402,0.0229418,0,0,0,0.00472248,0.02148
161,0,0,0,0,0,0,0.0175185,0.0347267,0,0,0,0.10496,0.0160522,0.0155034,0,0,0.0104896,0,0.0309857,0.00423387,0.0441396,0.0426731,0.0107808,0.0582618,0.0241222,0.00990027,0.0113784,0.0104582,0.0291306,0.00981649,0.0143572,0.00718099,0.014779,0.12156,0.0135217,0.0199868,0.0170192,0.0112357,0.0237049,0.0262147,0,0,0.0276283,0,0.0114305,0.0151235,0.0389767,0.0318877,0.0124118,0.0129415,0.0422423,0.0384383,0.00353873,0.0299841,0.0141539,0.00526008,0.0152117,0.00227418,0.0142675,0.0144201,0.0156594,0.0283748,0.0075382,0,0.0385913,0.022623,0,0,0,0.00463087,0.0216496
162,0,0,0,0,0,0,0.0173697,0.0339608,0,0,0,0.105211,0.0160978,0.0151313,0,0,0.00999073,0,0.0309263,0.00400478,0.0439023,0.0422201,0.0107876,0.0564485,0.0237741,0.00986875,0.011224,0.010389,0.0288918,0.00944822,0.0141355,0.00715347,0.0144597,0.121217,0.0131085,0.0199955,0.0198666,0.0114076,0.0242081,0.025688,0,0,0.0268507,0,0.0115789,0.014926,0.0389731,0.0370214,0.0124746,0.0142439,0.0414768,0.0377936,0.00473643,0.0305803,0.0146005,0.00610891,0.0151087,0.00208219,0.0144995,0.0147637,0.0145504,0.0276163,0,0,0.0369083,0.0224328,0,0,0,0.00454441,0.0217422
163,0,0,0,0,0,0,0.0171765,0.0334673,0,0,0,0.105436,0.0161051,0.0147039,0,0,0.00980354,0,0.0309035,0.00361996,0.0437141,0.0417467,0.0107329,0.0551085,0.0236285,0.00976732,0.0110294,0.0102562,0.0284542,0.00920844,0.013988,0.00681618,0.0141448,0.12077,0.0129726,0.0200144,0.021323,0.0114117,0.024663,0.0250943,0,0,0.0261163,0,0.0115616,0.0144148,0.0391404,0.0410408,0.0126553,0.0154498,0.0408335,0.0371856,0.00610252,0.0310099,0.0146988,0.00717464,0.0150456,0.0020963,0.0150265,0.0157666,0.0163339,0.0268887,0.00766201,0,0.0355507,0.0221362,0,0,0,0.00450398,0.0220946
164,0,0,0,0,0,0,0.0170669,0.0330509,0,0,0,0.105816,0.0161155,0.0142104,0,0,0.00957107,0,0.0308775,0.00341093,0.0437225,0.0413015,0.0104102,0.0537752,0.0235793,0.00960388,0.0107553,0.0101007,0.0278601,0.00903678,0.013816,0.00655769,0.0138335,0.120295,0.0128757,0.020032,0.0225378,0.0115363,0.0253667,0.0245853,0,0,0.0255169,0,0.0117324,0.0142076,0.0395008,0.0439288,0.012914,0.0164908,0.0402236,0.0367659,0.00746575,0.0313565,0.0147993,0.00857293,0.0153478,0.00206944,0.0157292,0.0172218,0.0175812,0.0263372,0,0,0.0344235,0.0218961,0,0,0,0.0045312,0.0226649
165,0,0,0,0,0,0,0.0170444,0.0329055,0,0,0,0.106395,0.0161811,0.0140121,0,0,0.00941012,0,0.0308904,0.00347447,0.0439203,0.0407043,0.0100462,0.0534516,0.0234311,0.00938238,0.0105195,0.00991817,0.0275859,0.00892988,0.0135947,0.00642494,0.0135993,0.119812,0.0127131,0.0200238,0.0237958,0.0115079,0.0260832,0.0242309,0,0,0.0252179,0,0.0116982,0.0141037,0.0394173,0.0462341,0.0129574,0.0175579,0.0406203,0.0365675,0.00885898,0.0317209,0.0150364,0.00994367,0.015888,0.00189371,0.0165618,0.0188636,0.0183565,0.0261491,0.007527,0,0.0338793,0.0218445,0,0,0,0.00449867,0.0227323
166,0,0,0,0,0,0,0.0171478,0.0332717,0,0,0,0.106673,0.0162094,0.0138897,0,0,0.00945162,0,0.0309749,0.00357888,0.0440175,0.0401731,0.00988477,0.0542472,0.0234751,0.00919523,0.0103592,0.00978672,0.0275514,0.00883607,0.0135872,0.00622442,0.0133794,0.119409,0.0126837,0.0200371,0.0246909,0.0115117,0.0267243,0.0241978,0,0,0.0253938,0,0.0117581,0.0143724,0.0389294,0.0483093,0.0126702,0.0184947,0.0418405,0.0367446,0.0102444,0.0321139,0.0152162,0.0111398,0.0165997,0.0017752,0.0174883,0.0205004,0.0199858,0.0264725,0.0075003,0,0.0341342,0.0220107,0,0,0,0.00440682,0.0222899
167,0,0,0,0,0,0,0.0177618,0.0338182,0,0,0,0.106593,0.0162595,0.0135552,0,0,0.00872839,0,0.0309168,0.00330347,0.0438304,0.0399841,0.00958569,0.0554335,0.0239157,0.00900769,0.0100938,0.00953788,0.0273471,0.00861077,0.0132087,0.00591992,0.0131844,0.119137,0.012604,0.0199577,0.0255657,0.00138612,0.0270749,0.0238968,0,0,0.0250913,0,0,0.018429,0.0385534,0.050078,0.012163,0.0191363,0.0434339,0.0321044,0.0115611,0.0325168,0.015188,0.0124808,0.0176136,0.00180755,0.0186226,0.0221896,0.0218258,0.0215635,0.0147398,0,0.0346894,0.0221232,0,0,0,0.00426445,0.0217578
168,0,0,0,0,0,0,0.0117715,0.0150401,0,0,0,0.106176,0.0170895,0.0113889,0,0,0.00731585,0,0.0283358,0.00220716,0.0490559,0.0441596,0.0073199,0.0191958,0.0137143,0.00505505,0.00468878,0.00568522,0.0273102,0.0067588,0.00809918,0.00643759,0.01455,0.120337,0.0117543,0.0186064,0.0288483,0.00234965,0.026331,0.0160268,0,0,0.0178224,0,0,0.0164265,0.0392648,0.0499045,0.0108334,0.0165907,0.0208541,0.0234268,0.0102451,0.0320673,0.0141408,0.0121503,0.0175728,0.0021482,0.018564,0.0222605,0.023176,0.0122843,0.0154373,0,0.0125186,0.0108867,0,0,0,0,0
169,0,0,0,0,0,0,0.0191296,0.034751,0,0,0,0.106354,0.0161783,0.0132057,0,0,0.00862145,0,0.0308221,0.00341026,0.0439075,0.0400964,0.00885775,0.057434,0.0246788,0.00859943,0.00954052,0.00915142,0.0271311,0.00794195,0.0122527,0.00571175,0.0130537,0.119233,0.0130496,0.0197251,0.0267678,0.00122111,0.0276326,0.025356,0,0,0.0258052,0,0,0.0188167,0.0374384,0.0526036,0.0114612,0.0205297,0.0458973,0.0328842,0.0138833,0.0333702,0.0142598,0.0146224,0.0201794,0.00268274,0.0211064,0.025495,0.0255457,0.0216907,0.0148239,0,0.0360685,0.0232938,0,0,0,0.00479449,0.0211497
