Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LBHD,RILC,LILC
123,0,0,0,0,0,0,0.00393125,0.00807092,0,0,0,0.111453,0.0188737,0.0143869,0,0.00568248,0,0.0267669,0.00249701,0.0448982,0.0437496,0.00808066,0.0207129,0.00542853,0.00933806,0.0126708,0.0143086,0.0370134,0.0168581,0.0177951,0.0164918,0.0269141,0.118147,0.00744896,0.0181106,0,0.00472435,0.0158382,0.017399,0.00584213,0,0,0.00516315,0,0.013564,0.00283217,0.0341865,0.0452987,0.017067,0.00709781,0.00948463,0.00979885,0.0201783,0.0086681,0.0127294,0.014045,0.0110369,0.0139762,0.0190549,0.0398433,0.00843183,0.00588176,0.00237165,0.00924954,0.00352141,0,0,0,0,0.028275,0.0390953
124,0,0,0,0,0,0,0.00377104,0.00822035,0,0,0,0.112473,0.0189136,0.0136429,0,0.00576196,0,0.0267132,0.00258717,0.044795,0.0424822,0.00845819,0.020899,0.00550707,0.00996966,0.0126957,0.0145419,0.036756,0.0168517,0.0175838,0.0167514,0.0270307,0.11738,0.0075991,0.0180858,0,0.00607577,0.0159117,0.0188054,0.00574467,0,0,0.00502734,0,0.0136236,0.0028451,0.033908,0.0480704,0.0180583,0.00719475,0.00953602,0.0102554,0.0203523,0.00943389,0.0133906,0.0152588,0.0106654,0.0151264,0.0203418,0.0416035,0.00828495,0.00601296,0.00231369,0.00965729,0.00337387,0,0,0,0,0.0285491,0.0392261
125,0,0,0,0,0,0,0.00360176,0.00836407,0,0,0,0.111774,0.0189327,0.0135751,0,0.00584344,0,0.0266847,0.00273403,0.0445989,0.0421217,0.00743841,0.0212696,0.00556538,0.0103348,0.0132092,0.0145911,0.0367065,0.0165484,0.0174423,0.0163578,0.0264844,0.11815,0.00769359,0.0180645,0,0.00757898,0.0158649,0.0203794,0.00553437,0,0,0.00543672,0,0.0135744,0.00290625,0.0336385,0.0509336,0.019074,0.00743428,0.00961412,0.0108939,0.0208156,0.0102541,0.0140168,0.0165554,0.0103812,0.0164611,0.0218204,0.0436314,0.00851072,0.00561258,0.00234494,0.0100936,0.00313187,0,0,0,0,0.0289268,0.039245
126,0,0,0,0,0,0,0.00338123,0.00844001,0,0,0,0.10971,0.0189672,0.0134069,0,0.00589932,0,0.0266539,0.00287632,0.0443264,0.0429869,0.00665167,0.0216742,0.00555227,0.0104998,0.0135954,0.014048,0.0365582,0.0157358,0.0167332,0.0153413,0.0256442,0.119017,0.00770852,0.0180455,0,0.00884183,0.0158866,0.0216587,0.00528088,0,0,0.00547182,0,0.0135944,0.00279799,0.0335104,0.0533846,0.0197485,0.00771961,0.00956217,0.0113104,0.0216129,0.010886,0.0143762,0.0177577,0.0102103,0.0177717,0.02314,0.0455777,0.00857634,0.00556443,0.00237711,0.0104399,0.00294169,0,0,0,0,0.0293659,0.0391646
127,0,0,0,0,0,0,0.00313934,0.00845065,0,0,0,0.105985,0.0189771,0.0133405,0,0.00592168,0,0.0266009,0.00298883,0.044155,0.0453563,0.0057401,0.0220357,0.00550418,0.0105683,0.0141477,0.0131263,0.0361515,0.0146418,0.0157809,0.0138356,0.0244479,0.120822,0.00763619,0.0180237,0,0.00946352,0.0158817,0.0220429,0.00494401,0,0,0.0054225,0,0.0135853,0.00260704,0.0335718,0.0543661,0.0193303,0.00799018,0.00940246,0.011497,0.0223465,0.0108552,0.014305,0.0184176,0.00994351,0.0185563,0.0237417,0.0466859,0.0085332,0.0054532,0.00230832,0.0106818,0.00279427,0,0,0,0,0.029817,0.0388651
128,0,0,0,0,0,0,0.00282757,0.00841698,0,0,0,0.101304,0.0189457,0.0134753,0,0.00588875,0,0.0265627,0.00309645,0.0440918,0.0491385,0.00578959,0.022314,0.00541175,0.0109782,0.0145427,0.0119653,0.0352091,0.0135667,0.0146234,0.0123844,0.0234545,0.123322,0.00749416,0.018007,0,0.0103283,0.0159254,0.0222856,0.0045083,0,0,0.00528684,0,0.0135999,0.00233573,0.0337724,0.0547745,0.018682,0.00834707,0.00910402,0.0115766,0.022992,0.0106964,0.0140533,0.0189732,0.00965811,0.0192326,0.0240402,0.0477066,0.0084502,0.00541212,0.00216161,0.010783,0.00257586,0,0,0,0,0.0302853,0.0383825
129,0,0,0,0,0,0,0.0023905,0.00832126,0,0,0,0.0968846,0.0188333,0.0150239,0,0.00581226,0,0.026559,0.00322632,0.0440839,0.0528569,0.00588186,0.022383,0.00525114,0.0119416,0.0151195,0.0115557,0.0339299,0.0131653,0.0139884,0.0113665,0.0227479,0.126689,0.00729045,0.0179951,0,0.0110187,0.016012,0.0224546,0.00407469,0,0,0.00506863,0,0.0136493,0.0020726,0.0340594,0.0549415,0.0178941,0.00878412,0.00868764,0.0115023,0.0236509,0.0102924,0.013642,0.019515,0.00944322,0.0198796,0.024158,0.0483733,0.00832224,0.00532917,0.00209775,0.0106756,0.00234798,0,0,0,0,0.0307617,0.037824
130,0,0,0,0,0,0,0.00231265,0.00849447,0,0,0,0.0945333,0.0188278,0.0175323,0,0.00568008,0,0.0265785,0.00322482,0.0439397,0.0545876,0.00537238,0.0224621,0.00510175,0.0131517,0.0160172,0.0124703,0.0327888,0.0137268,0.0141736,0.0107733,0.0224127,0.128808,0.00711167,0.0180224,0,0.0127967,0.0161129,0.022646,0.00366647,0,0,0.00480634,0,0.0136691,0.0020982,0.0342938,0.0543051,0.016945,0.00903944,0.00855906,0.0112766,0.0240981,0.00958854,0.0131834,0.019981,0.00915711,0.0204368,0.0241952,0.048607,0.0082008,0.00551808,0.00211,0.010696,0.00191418,0,0,0,0,0.0311701,0.0374168
131,0,0,0,0,0,0,0.00225064,0.00850174,0,0,0,0.0951138,0.018859,0.0190189,0,0.0055717,0,0.0265816,0.00329783,0.0435294,0.0534354,0.00666195,0.0222802,0.00492818,0.01399,0.0164842,0.0134074,0.0321531,0.0145301,0.0149412,0.0102653,0.0219465,0.128494,0.00688697,0.0180342,0,0.0135805,0.0160638,0.0225952,0.00365339,0,0,0.00494721,0,0.013636,0.00201343,0.0346311,0.0530599,0.0156249,0.00905309,0.0084999,0.0108277,0.0241196,0.00826273,0.0124999,0.0202223,0.00869824,0.0206851,0.0238257,0.0475823,0.00816619,0.00556602,0.00208119,0.0103643,0.00169833,0,0,0,0,0.0313938,0.0373428
132,0,0,0,0,0,0,0.00215511,0.00844107,0,0,0,0.0983424,0.0188456,0.0175628,0,0.00545913,0,0.0265648,0.00341398,0.0427555,0.0500199,0.00858099,0.0221832,0.004703,0.0144106,0.0159456,0.0137606,0.0324227,0.0144093,0.0152611,0.0102597,0.021573,0.125872,0.00657187,0.0180133,0,0.0142931,0.0160928,0.0226297,0.00399209,0,0,0.00462972,0,0.013711,0.00180571,0.0349982,0.0517532,0.0144419,0.00877494,0.00853861,0.0104508,0.0242888,0.00713265,0.0120638,0.0205053,0.00839711,0.0208119,0.023387,0.0468913,0.0079686,0.00586616,0.00211232,0.00985837,0.00172732,0,0,0,0,0.0314841,0.037638
133,0,0,0,0,0,0,0.00220262,0.00847132,0,0,0,0.10259,0.0188075,0.0149398,0,0.005293,0,0.0265565,0.00345355,0.0419351,0.0461906,0.00818208,0.0222435,0.00449637,0.0144514,0.0147522,0.0143447,0.0337591,0.0133098,0.0147071,0.0105351,0.0214412,0.122307,0.00620225,0.0180011,0,0.015469,0.0160535,0.0225219,0.00417043,0,0,0.00500392,0,0.0136997,0.00184664,0.0354301,0.0496804,0.0130884,0.00847049,0.00875208,0.00992492,0.0243177,0.00597907,0.0115652,0.0206544,0.00798457,0.0207542,0.0227763,0.0458607,0.00808266,0.00567796,0.00213887,0.00944876,0.00161056,0,0,0,0,0.0314954,0.0380568
134,0,0,0,0,0,0,0.00227872,0.00870292,0,0,0,0.106303,0.018757,0.0134475,0,0.00513371,0,0.0266221,0.00342194,0.0415902,0.0432067,0.00586481,0.0224795,0.00432168,0.013969,0.0138414,0.0155829,0.0354517,0.0123099,0.0141113,0.0109128,0.0214425,0.119569,0.00589684,0.0180194,0,0.0180694,0.01603,0.0222207,0.00410347,0,0,0.00508662,0,0.0136872,0.00185043,0.0356593,0.0465098,0.0116065,0.00820134,0.00893801,0.00952999,0.0245222,0.00519454,0.0110479,0.0207972,0.0074792,0.0206347,0.0220686,0.0451042,0.00801741,0.00569972,0.00219221,0.00927559,0.00137454,0,0,0,0,0.0315818,0.0383373
135,0,0,0,0,0,0,0.00230696,0.00898063,0,0,0,0.109637,0.0186953,0.0125973,0,0.0049129,0,0.0266866,0.00338664,0.0419969,0.0410507,0.00412446,0.0224956,0.00419529,0.0132374,0.0135753,0.0159328,0.0362379,0.0119442,0.0140584,0.011312,0.0214135,0.117549,0.00560076,0.0180486,0,0.0201333,0.0159801,0.0216233,0.00415889,0,0,0.00504966,0,0.0136823,0.00182405,0.0358563,0.0423092,0.00971467,0.00801628,0.00922449,0.00896067,0.0246714,0.00496467,0.0101451,0.0205783,0.00667921,0.0200993,0.0208576,0.0438333,0.00787867,0.00569441,0.00226373,0.0092033,0.00130793,0,0,0,0,0.0316698,0.0385432
136,0,0,0,0,0,0,0.00231031,0.00921783,0,0,0,0.112263,0.0186222,0.0122166,0,0.0047096,0,0.0267587,0.00337228,0.042929,0.0390603,0.00570395,0.0219525,0.00418307,0.0129859,0.0137142,0.0150081,0.0358395,0.011908,0.0145662,0.0112056,0.0207282,0.116288,0.00536765,0.0180883,0,0.0233736,0.0159392,0.0200817,0.00442294,0,0,0.00492587,0,0.0136882,0.00196816,0.0365021,0.0349205,0.00737021,0.00780423,0.00973754,0.00772841,0.0246332,0.00666226,0.00813997,0.0193322,0.00465818,0.0183556,0.018285,0.0414353,0.0078199,0.00568926,0.00232663,0.00917571,0.00128199,0,0,0,0,0.0314851,0.0387588
137,0,0,0,0,0,0,0.00226916,0.00942462,0,0,0,0.114085,0.0185629,0.0122354,0,0.00449941,0,0.026835,0.00345843,0.0434872,0.0369476,0.00586439,0.0210594,0.00418539,0.0135313,0.0142319,0.0141296,0.0349016,0.0117168,0.0151173,0.0104496,0.0194426,0.115525,0.00516424,0.0181086,0,0.0268381,0.0159311,0.0189078,0.0048008,0,0,0.00490265,0,0.013727,0.00222733,0.0374021,0.0276445,0.00705987,0.00746702,0.0102918,0.00641346,0.025296,0.00999306,0.00626566,0.0179267,0.00300262,0.0163379,0.0154792,0.0396866,0.00794207,0.00573955,0.00232816,0.00923579,0.00134488,0,0,0,0,0.0312737,0.0390507
138,0,0,0,0,0,0,0.00220859,0.00962036,0,0,0,0.115261,0.0184854,0.0126553,0,0.00428462,0,0.0269265,0.00344721,0.0430703,0.0349977,0.00535742,0.0203994,0.00412152,0.0144324,0.0149819,0.0141328,0.0341524,0.0112938,0.0154423,0.00934342,0.0179354,0.115121,0.00496571,0.0181358,0,0.0285849,0.0158571,0.0189094,0.00516735,0,0,0.00496245,0,0.0137388,0.00240785,0.0380039,0.0236371,0.00705144,0.00710225,0.0109023,0.0054663,0.0260192,0.0115918,0.00568987,0.0171818,0.0025818,0.0154052,0.0139139,0.0379994,0.00812773,0.00593611,0.00241924,0.00950626,0.00156234,0,0,0,0,0.0312778,0.0392631
139,0,0,0,0,0,0,0.00196277,0.00973477,0,0,0,0.116301,0.0183975,0.0128572,0,0.00409549,0,0.0269609,0.00341579,0.0421069,0.0333101,0.0058641,0.0198751,0.00403805,0.0149863,0.0154033,0.0145281,0.0341866,0.0106491,0.0154913,0.00814696,0.0165448,0.114496,0.00481427,0.0181586,0,0.0297452,0.0158444,0.0195629,0.00562622,0,0,0.0043314,0,0.0138121,0.00257147,0.0386144,0.0209152,0.00748256,0.00673524,0.0113338,0.00452203,0.0267665,0.0129334,0.00557749,0.0162559,0.00245076,0.0143955,0.0124096,0.0352594,0.00787515,0.00654172,0.00265264,0.00985158,0.00187218,0,0,0,0,0.0311889,0.0394345
140,0,0,0,0,0,0,0.00194694,0.00964162,0,0,0,0.116883,0.0183095,0.0124876,0,0.00393577,0,0.0269844,0.00339808,0.0411277,0.0321868,0.00643165,0.0193403,0.00396917,0.0149341,0.0153326,0.0148285,0.0345309,0.00997837,0.015318,0.00705599,0.0155032,0.113781,0.00471103,0.0181851,0,0.0306975,0.0156922,0.0206621,0.0055038,0,0,0.00474605,0,0.0136899,0.00249445,0.0393872,0.0197052,0.00823439,0.00655168,0.0113114,0.00349105,0.0274957,0.0139979,0.00600477,0.0151772,0.00257272,0.0132478,0.0111138,0.0320847,0.00824342,0.00612602,0.00282388,0.0102044,0.00204639,0,0,0,0,0.0310629,0.039482
141,0,0,0,0,0,0,0.0019479,0.00942318,0,0,0,0.116819,0.0182452,0.0117825,0,0.00380396,0,0.0270147,0.0033757,0.0407806,0.031737,0.00639132,0.0188286,0.00392409,0.0143848,0.0148155,0.0148274,0.0348184,0.00933421,0.0147886,0.00613455,0.0148961,0.11325,0.0046633,0.018206,0,0.0319613,0.0156092,0.0215148,0.00527692,0,0,0.00475228,0,0.0136231,0.00244258,0.0402596,0.0197322,0.00911007,0.00631011,0.011012,0.00261155,0.0281049,0.0147522,0.00674871,0.0140178,0.00296585,0.0120529,0.0102864,0.026929,0.00820517,0.0060892,0.00290397,0.0105582,0.0022859,0,0,0,0,0.0309758,0.0393436
142,0,0,0,0,0,0,0.0020477,0.00908213,0,0,0,0.116124,0.0182198,0.0109016,0,0.00371106,0,0.027065,0.00327634,0.0409631,0.0318837,0.00615396,0.0182563,0.00397385,0.0136718,0.0141514,0.0144737,0.0347065,0.00869416,0.0139563,0.00526282,0.014491,0.113084,0.0047202,0.0182265,0,0.0336331,0.0155127,0.0225838,0.00489356,0,0,0.00481997,0,0.013537,0.00247699,0.0413702,0.0214449,0.00980031,0.00606628,0.0105216,0.00204978,0.0287887,0.0151656,0.00735483,0.012859,0.00363787,0.0109763,0.0100472,0.0204516,0.00811694,0.00604532,0.00278844,0.0108492,0.00253577,0,0,0,0,0.0307579,0.0389702
143,0,0,0,0,0,0,0.00220369,0.00861972,0,0,0,0.11537,0.0182023,0.00995819,0,0.00365017,0,0.0270828,0.00323405,0.0413308,0.0322617,0.00590933,0.0174647,0.00413665,0.0130187,0.0134901,0.0137672,0.034204,0.00799283,0.0129389,0.0043195,0.0141973,0.113061,0.00488107,0.0182344,0,0.0359064,0.0154552,0.0238295,0.00447843,0,0,0.00477836,0,0.013475,0.00249601,0.0424881,0.0247381,0.0102156,0.00587237,0.00968382,0.00182927,0.0293825,0.015399,0.00780249,0.0120436,0.00439646,0.0102617,0.0103266,0.0129589,0.00782504,0.00606021,0.00275499,0.0109341,0.00282332,0,0,0,0,0.0303239,0.0384512
144,0,0,0,0,0,0,0.00241848,0.00808566,0,0,0,0.114701,0.018214,0.00921685,0,0.00361299,0,0.0270809,0.00324491,0.0418363,0.0326347,0.00576151,0.0165402,0.00439584,0.0124914,0.0129319,0.0129354,0.0336107,0.0072947,0.0119687,0.00351865,0.0139421,0.113195,0.00513511,0.0182409,0,0.0385414,0.0155107,0.0255395,0.0040938,0,0,0.00449958,0,0.0134838,0.00245241,0.0433911,0.0292379,0.0111116,0.00563318,0.00882784,0.00193994,0.0299789,0.0155793,0.00815618,0.011648,0.00502798,0.00980038,0.0106546,0.00988334,0.00733556,0.00597661,0.00268687,0.0107809,0.00312624,0,0,0,0,0.0296676,0.037871
145,0,0,0,0,0,0,0.00266676,0.00747357,0,0,0,0.114284,0.0182656,0.00899652,0,0.00355506,0,0.0270586,0.00327615,0.042305,0.0328075,0.00561623,0.0156436,0.00472608,0.012164,0.0125643,0.0122318,0.0330174,0.00671762,0.0112477,0.00303633,0.0136835,0.113345,0.00545519,0.0182568,0,0.0418631,0.0156294,0.0276075,0.00376926,0,0,0.00396824,0,0.0135141,0.00228221,0.0440625,0.033375,0.0122629,0.00539203,0.00798624,0.00235113,0.0306344,0.0157856,0.00846377,0.0114131,0.00538714,0.00935151,0.0105863,0.0134475,0.00670198,0.00584877,0.00254788,0.0103469,0.0034189,0,0,0,0,0.0287149,0.037305
146,0,0,0,0,0,0,0.00286541,0.00676832,0,0,0,0.114367,0.0183084,0.00913674,0,0.00346646,0,0.0269958,0.00332517,0.0425579,0.0325451,0.00548193,0.0148411,0.00501799,0.011992,0.0123804,0.011757,0.0324177,0.00629947,0.0109681,0.00272597,0.0132679,0.11321,0.00577225,0.0182611,0,0.04464,0.0157014,0.0296023,0.00348734,0,0,0.00334716,0,0.0135441,0.00193903,0.0445266,0.0360481,0.0133548,0.00515922,0.00715582,0.0031501,0.0314189,0.0161796,0.00894094,0.0110145,0.00556547,0.00888089,0.0102968,0.0181169,0.00604243,0.00602021,0.00234131,0.00961718,0.00372297,0,0,0,0,0.0274739,0.0368421
147,0,0,0,0,0,0,0.00325542,0.00605805,0,0,0,0.114954,0.0183319,0.00933005,0,0.00333849,0,0.0269844,0.00330207,0.0423752,0.0318493,0.00543037,0.0140993,0.00519074,0.0120134,0.0123839,0.0115528,0.0318821,0.00602627,0.0110927,0.00240751,0.0127366,0.112659,0.0060165,0.0182408,0,0.0452981,0.0156045,0.0293818,0.00271649,0,0,0.00486596,0,0.0133858,0.0019681,0.0448962,0.03752,0.0144929,0.00498737,0.0064802,0.0040629,0.0321011,0.0170598,0.00952724,0.0109065,0.0057487,0.00877229,0.0105122,0.0181724,0.00651093,0.00512894,0.00208439,0.00866929,0.00398989,0,0,0,0,0.0261377,0.0365057
148,0,0,0,0,0,0,0.00344436,0.00529411,0,0,0,0.115718,0.0183591,0.00960009,0,0.00325602,0,0.0270291,0.00327539,0.0418862,0.0310898,0.00546475,0.0134066,0.00526183,0.0120745,0.0124184,0.0114276,0.0315124,0.00587007,0.011357,0.00216758,0.0121677,0.112029,0.0061544,0.01824,0,0.0442878,0.0155993,0.0285216,0.00236162,0,0,0.00482436,0,0.0133719,0.00182986,0.045192,0.0375581,0.0157217,0.00483385,0.00567095,0.00524837,0.0325809,0.0179293,0.0104216,0.0107827,0.00598713,0.00868186,0.0109585,0.0169999,0.00620507,0.00507472,0.00215297,0.00746369,0.00437904,0,0,0,0,0.0246831,0.0364004
149,0,0,0,0,0,0,0.00361316,0.00464471,0,0,0,0.116207,0.0183805,0.0100555,0,0.00319176,0,0.027084,0.00325,0.0415477,0.0306265,0.00556304,0.0129751,0.00523805,0.0120352,0.0123575,0.0112934,0.0315314,0.00580326,0.0115514,0.00211566,0.0117641,0.111847,0.00612589,0.018266,0,0.0421699,0.0155449,0.0276617,0.00216212,0,0,0.0048727,0,0.0133554,0.00176145,0.0453068,0.0373832,0.0168434,0.00472613,0.00504795,0.00636678,0.0329923,0.0182186,0.0113611,0.0105453,0.00630495,0.00871263,0.0116295,0.0143769,0.00595428,0.00496806,0.00206548,0.00628607,0.00472078,0,0,0,0,0.0234082,0.0365064
150,0,0,0,0,0,0,0.00373259,0.00416245,0,0,0,0.11629,0.0183909,0.0106744,0,0.00311838,0,0.0271454,0.00325863,0.04158,0.0306135,0.0056709,0.0127888,0.00515386,0.0118268,0.0121117,0.0110668,0.0318981,0.0057486,0.0115322,0.00230082,0.0115805,0.112226,0.00587142,0.0182968,0,0.0398255,0.01562,0.0275353,0.0021231,0,0,0.00478655,0,0.0133866,0.00161401,0.045341,0.0371776,0.0177639,0.0045757,0.00460666,0.00745518,0.0334353,0.0181868,0.0122674,0.00992649,0.00657661,0.00874911,0.0123099,0.0114347,0.00568554,0.00492318,0.00195153,0.00529823,0.00492474,0,0,0,0,0.0224232,0.0366311
151,0,0,0,0,0,0,0.00375665,0.00379141,0,0,0,0.116101,0.0183885,0.0112198,0,0.00300826,0,0.0272535,0.0032102,0.0419317,0.0308507,0.00568096,0.0127073,0.00497502,0.0115219,0.0117914,0.0107924,0.0319317,0.0056026,0.0112159,0.00266907,0.0115029,0.112804,0.00561489,0.0183537,0,0.0373223,0.0156779,0.0274038,0.00215178,0,0,0.0045062,0,0.0133652,0.0013762,0.0452448,0.0369968,0.0185506,0.0043953,0.00424817,0.00864637,0.0338434,0.0183278,0.0132645,0.00936133,0.00682871,0.00876077,0.0123792,0.00863563,0.00537108,0.00494535,0.00193027,0.00454681,0.00492156,0,0,0,0,0.0217176,0.0366235
152,0,0,0,0,0,0,0.00363155,0.00349912,0,0,0,0.115826,0.0184196,0.0116641,0,0.00278581,0,0.0274077,0.00307534,0.0424173,0.0311531,0.00581638,0.0125783,0.00477772,0.0111937,0.0114755,0.0104982,0.0316315,0.00547709,0.0107697,0.00315448,0.0114468,0.113314,0.00534231,0.018426,0,0.0349292,0.0157062,0.026874,0.00212049,0,0,0.00419395,0,0.0133841,0.00127153,0.0449429,0.0368778,0.0193293,0.00419495,0.00412967,0.00985578,0.0341661,0.018602,0.0142896,0.00934829,0.00706047,0.00877966,0.0118213,0.00637371,0.00509687,0.00509704,0.00194653,0.00402636,0.00470744,0,0,0,0,0.0211541,0.0364711
153,0,0,0,0,0,0,0.00332543,0.0032648,0,0,0,0.115683,0.0184507,0.0121733,0,0.00240384,0,0.027608,0.00292325,0.042868,0.0314131,0.00621467,0.0123384,0.00452082,0.0108356,0.0111212,0.0101711,0.0315817,0.0054761,0.01045,0.00366818,0.0113991,0.113682,0.00500871,0.0184827,0,0.0328078,0.015747,0.0264034,0.00203874,0,0,0.00370918,0,0.0134546,0.00127868,0.044497,0.037026,0.0200313,0.00402438,0.00428042,0.0112376,0.034495,0.0188172,0.0155868,0.00918621,0.00718392,0.00890831,0.0112588,0.00586179,0.0048984,0.00526532,0.00195315,0.00373716,0.00429468,0,0,0,0,0.0206936,0.036308
154,0,0,0,0,0,0,0.00293255,0.0030612,0,0,0,0.11553,0.0183946,0.0127837,0,0.00214725,0,0.027583,0.00287834,0.0433698,0.0317325,0.0067871,0.0120398,0.00414938,0.0104005,0.0106462,0.00981122,0.0316613,0.00568455,0.0104404,0.00418827,0.0112607,0.114056,0.00463025,0.0184907,0,0.0314468,0.0156787,0.026073,0.00195555,0,0,0.00377113,0,0.0134008,0.00139822,0.0439446,0.0373721,0.0205107,0.00384546,0.00460228,0.0124798,0.0347739,0.0190732,0.0169714,0.00896844,0.00724193,0.00915096,0.0108577,0.00832643,0.00502711,0.00506608,0.00198827,0.00365743,0.00373782,0,0,0,0,0.0204202,0.0363273
155,0,0,0,0,0,0,0.00242571,0.00309024,0,0,0,0.11578,0.0182958,0.0135589,0,0.00192201,0,0.0275952,0.00281918,0.0439546,0.0318402,0.00711535,0.0118564,0.00378152,0.0100756,0.0102281,0.00945265,0.0316367,0.00583722,0.0105037,0.00469441,0.0111725,0.114197,0.00416699,0.0185246,0,0.0304854,0.0156109,0.0256236,0.00198301,0,0,0.00381482,0,0.0133679,0.00173988,0.0432192,0.0383508,0.0208795,0.00396487,0.00522185,0.0135797,0.0349557,0.0193587,0.0181263,0.0090855,0.00722378,0.00954565,0.0105898,0.00769507,0.0051738,0.0049473,0.00214058,0.00395078,0.00312195,0,0,0,0,0.020335,0.0365384
156,0,0,0,0,0,0,0.00192357,0.0029831,0,0,0,0.115854,0.0181053,0.0141687,0,0.00164399,0,0.0276134,0.00278446,0.0444891,0.0320623,0.0075946,0.0115044,0.00348419,0.00968243,0.00977806,0.00882984,0.0315144,0.00608487,0.010714,0.00519761,0.0109714,0.114313,0.00365477,0.0185739,0,0.0300959,0.0155728,0.0253437,0.00220816,0,0,0.00419564,0,0.013414,0.0020802,0.0426317,0.0392121,0.0208852,0.00417886,0.00572741,0.0146323,0.0351329,0.0194961,0.0191204,0.00939718,0.00714091,0.00994478,0.010388,0.00858628,0.00544732,0.0050428,0.00221033,0.00419818,0.00252563,0,0,0,0,0.0204865,0.0369317
157,0,0,0,0,0,0,0.00149256,0.00305124,0,0,0,0.116029,0.0178721,0.0146484,0,0.0015144,0,0.0276468,0.00279059,0.0448532,0.0321217,0.00799072,0.011128,0.00325471,0.00937808,0.00943866,0.00813595,0.0313547,0.00630283,0.0109181,0.00560416,0.0108292,0.114175,0.00319776,0.0186367,0,0.0298899,0.0155197,0.0250756,0.00252985,0,0,0.00447779,0,0.0133883,0.00231387,0.0421375,0.0399636,0.0206345,0.00465212,0.00626465,0.0154469,0.0352314,0.019576,0.0202584,0.00987604,0.00705287,0.0103057,0.0104774,0.00866444,0.00578991,0.00506468,0.00228972,0.00461283,0.0019785,0,0,0,0,0.0208567,0.0373738
158,0,0,0,0,0,0,0.00120077,0.00332182,0,0,0,0.11634,0.0180055,0.0150847,0,0.00161646,0,0.0277342,0.00251655,0.0450951,0.0320839,0.00825764,0.0108263,0.00325288,0.0092025,0.00929262,0.00767017,0.0311102,0.00646696,0.0110565,0.00589563,0.0107724,0.113949,0.00307389,0.0186573,0,0.0295294,0.0154748,0.0246901,0.00296393,0,0,0.00462445,0,0.0133499,0.00234725,0.0416945,0.0401642,0.0202726,0.00527062,0.00678705,0.0161764,0.0352892,0.0196101,0.0214405,0.0103141,0.00701746,0.0107059,0.0105706,0.0077023,0.00615945,0.0051112,0.00240936,0.00520064,0.0016536,0,0,0,0,0.021346,0.0378487
159,0,0,0,0,0,0,0.00121282,0.0035654,0,0,0,0.116541,0.0180832,0.0154855,0,0.00179174,0,0.0278178,0.00235276,0.0452966,0.0320587,0.00855192,0.0105311,0.00333597,0.00902012,0.00919805,0.0073989,0.0307811,0.0066763,0.011183,0.00611849,0.0107054,0.113689,0.00297624,0.0186576,0,0.028883,0.0154707,0.024356,0.00334783,0,0,0.00480026,0,0.013392,0.00240836,0.0412487,0.0399862,0.0197497,0.00587502,0.00726072,0.0167891,0.0351713,0.0195093,0.0221461,0.0105936,0.00710561,0.0111036,0.0108817,0.00750517,0.00645081,0.00526079,0.00252444,0.00565308,0.00165104,0,0,0,0,0.0219691,0.0383037
160,0,0,0,0,0,0,0.00137484,0.00388605,0,0,0,0.116785,0.018072,0.0158072,0,0.001968,0,0.0279005,0.00228361,0.0453824,0.0318111,0.00880594,0.0102609,0.00349951,0.00886792,0.00901485,0.00730523,0.0304154,0.00685205,0.0112656,0.00627254,0.0106572,0.113362,0.00298308,0.0186652,0,0.0281288,0.0155924,0.0237703,0.0037949,0,0,0.00396297,0,0.0135462,0.00245645,0.0408178,0.0397739,0.0190335,0.00650556,0.00751545,0.017288,0.0349393,0.0193361,0.0223303,0.0106951,0.00725988,0.0114797,0.0114361,0.00680264,0.00606473,0.00600216,0.00254288,0.00604442,0.001894,0,0,0,0,0.0225783,0.0386347
161,0,0,0,0,0,0,0.00164916,0.00421604,0,0,0,0.116932,0.0180533,0.0159341,0,0.00211614,0,0.0280029,0.00225982,0.0453297,0.0317922,0.00911871,0.0101742,0.00364259,0.00856881,0.00872776,0.00725294,0.0300197,0.00708625,0.0114948,0.00659687,0.0105507,0.113008,0.00310189,0.01871,0,0.0269508,0.0155771,0.02295,0.00400594,0,0,0.00435092,0,0.0135503,0.00262606,0.0404944,0.0390227,0.0180852,0.00706398,0.00777142,0.0175886,0.0347921,0.0189026,0.0221326,0.0109419,0.00750391,0.0118199,0.0121255,0.00818101,0.0063585,0.0059866,0.00257862,0.00635459,0.00226822,0,0,0,0,0.0232955,0.0391147
