Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LBHD,RILC,LILC
47,0,0,0,0,0,0,0.00347046,0.00644405,0,0,0,0.117694,0.0187086,0.014433,0,0.00853977,0,0.0261864,0.00281039,0.0446427,0.0302572,0.00981051,0.0138105,0.00647097,0.00885733,0.00981895,0.00757314,0.0259296,0.00687637,0.0144881,0.0059622,0.00828913,0.108504,0.00996147,0.017995,0.00253876,0.0320679,0.0152889,0.0199446,0.00198385,0,0,0.00524445,0,0.0129897,0.00193157,0.040863,0.0368035,0.014949,0.0124071,0.00525642,0.0174785,0.0347587,0.0173821,0.0205033,0.0113644,0.00790161,0.0122981,0.0150787,0.014231,0.00623283,0.00649736,0.00350596,0.00612832,0.00123268,0,0,0,0,0.0224845,0.0376725
48,0,0,0,0,0,0,0.00357471,0.00665507,0,0,0,0.117688,0.0187954,0.0143543,0,0.00854797,0,0.0261219,0.00285583,0.0446025,0.0301437,0.00990896,0.0138245,0.00647718,0.00878517,0.00979837,0.00753067,0.0258336,0.00693563,0.0142938,0.00614911,0.0083394,0.10826,0.00998782,0.0179748,0.00307271,0.0311929,0.0152989,0.0184941,0.00199344,0,0,0.00524502,0,0.0129747,0.00187162,0.0406851,0.0354588,0.0141962,0.0129312,0.00526814,0.0175465,0.0344766,0.0169021,0.0201378,0.0116848,0.00837269,0.0123206,0.0157121,0.0155756,0.00640449,0.00638615,0.00347204,0.00608224,0.00133729,0,0,0,0,0.0227242,0.0377616
49,0,0,0,0,0,0,0.00370061,0.00672493,0,0,0,0.117686,0.0188768,0.014614,0,0.00863087,0,0.0260636,0.00292815,0.0449273,0.0303742,0.0100388,0.013723,0.00649011,0.0086226,0.00963957,0.007343,0.0258806,0.00709718,0.0142386,0.00646141,0.00840931,0.108032,0.0100338,0.017944,0.00265469,0.0306175,0.0153118,0.0174664,0.00214786,0,0,0.00527831,0,0.0129692,0.00183326,0.0401944,0.0348454,0.0133401,0.013268,0.00543501,0.0173814,0.0341005,0.0162916,0.0195684,0.0122245,0.00901394,0.0124445,0.0165727,0.0171994,0.00650068,0.00637139,0.00342376,0.00602304,0.00153604,0,0,0,0,0.0228209,0.0376771
50,0,0,0,0,0,0,0.00385285,0.00679901,0,0,0,0.11777,0.0188568,0.0147197,0,0.00872977,0,0.0260118,0.00293172,0.0447875,0.0302217,0.0102209,0.0137274,0.00653511,0.00864583,0.00968942,0.00737967,0.0258326,0.00720922,0.0141693,0.00658302,0.0084279,0.107797,0.0101322,0.0178994,0.00225762,0.0305517,0.0153347,0.0163022,0.00230601,0,0,0.00541134,0,0.0129755,0.00178302,0.0401707,0.033974,0.0126003,0.0136537,0.00554894,0.0172176,0.0336656,0.0156502,0.0191181,0.0126546,0.00963702,0.0123458,0.0171192,0.0187744,0.00654056,0.00617297,0.00331003,0.00608917,0.00172332,0,0,0,0,0.0229879,0.0375495
51,0,0,0,0,0,0,0.00403883,0.00681824,0,0,0,0.117905,0.0189245,0.0148365,0,0.00875297,0,0.0259681,0.0028737,0.0447134,0.0301599,0.010407,0.0137386,0.00652684,0.00864013,0.00974323,0.00742419,0.0257365,0.00732447,0.014042,0.00675452,0.0084712,0.107671,0.010185,0.0178957,0.00207968,0.0311194,0.0153359,0.0152054,0.00255012,0,0,0.00533205,0,0.0129723,0.00177717,0.0401357,0.033389,0.0119851,0.0139203,0.00570989,0.0170177,0.0332227,0.015039,0.018437,0.0129418,0.0102834,0.0121233,0.0174562,0.0211183,0.00662732,0.00598948,0.00324453,0.00616661,0.00191602,0,0,0,0,0.0231861,0.0373915
52,0,0,0,0,0,0,0.00417697,0.00687949,0,0,0,0.117931,0.0190515,0.0146188,0,0.00872612,0,0.0259478,0.00275835,0.0442028,0.0301336,0.0105427,0.0139038,0.00645614,0.0088434,0.0100072,0.00767989,0.025206,0.00737522,0.0137687,0.00691418,0.00850175,0.107377,0.0102068,0.0179355,0.0017364,0.031747,0.0153555,0.0140488,0.00271796,0,0,0.00533291,0,0.0130036,0.00177189,0.0404643,0.0327443,0.0115238,0.0142802,0.00576782,0.0168211,0.0327677,0.014448,0.0177756,0.0130437,0.011125,0.0115994,0.0175222,0.0233376,0.0067188,0.00596024,0.00326346,0.00634622,0.00208066,0,0,0,0,0.0235925,0.0372787
53,0,0,0,0,0,0,0.00428357,0.00689129,0,0,0,0.118101,0.0190349,0.0146583,0,0.00879552,0,0.0259582,0.0027564,0.0440977,0.0298144,0.0105383,0.0141143,0.00650671,0.00891165,0.010127,0.00780102,0.0248595,0.00747514,0.013492,0.0071019,0.00854958,0.107087,0.0102923,0.0179004,0.00118126,0.0328076,0.0154195,0.0131723,0.00303061,0,0,0.00492673,0,0.0130623,0.00166391,0.0403467,0.0327066,0.0109962,0.0146858,0.00596879,0.0164411,0.0322198,0.0137706,0.0170389,0.0131872,0.0121299,0.0111063,0.0177527,0.0259854,0.00661841,0.00620125,0.00323335,0.00648934,0.00233637,0,0,0,0,0.0238634,0.0371334
54,0,0,0,0,0,0,0.00445132,0.00683975,0,0,0,0.118561,0.019004,0.0151943,0,0.00886646,0,0.0259304,0.00269844,0.0444827,0.0295426,0.010591,0.0142986,0.00643545,0.0087968,0.0100791,0.00773644,0.0250732,0.00765521,0.0134636,0.00738968,0.0086075,0.106975,0.0103834,0.0178214,0.00153361,0.0342561,0.0153806,0.0123466,0.00337401,0,0,0.00521092,0,0.0130251,0.00159042,0.0397737,0.0330559,0.0103949,0.0150013,0.00627989,0.0158622,0.0316486,0.0129687,0.0161878,0.0133412,0.0132535,0.0107254,0.0180634,0.0290204,0.00687356,0.00589172,0.00320128,0.0065798,0.00257008,0,0,0,0,0.0240341,0.0369728
55,0,0,0,0,0,0,0.0045789,0.006875,0,0,0,0.118799,0.0190769,0.0155698,0,0.0088057,0,0.025941,0.00270385,0.0443658,0.0296836,0.0106518,0.0146138,0.0063071,0.00892642,0.0102056,0.00783862,0.0248557,0.00775454,0.0134282,0.00774419,0.00861189,0.106532,0.0103538,0.0178068,0.00158043,0.0353828,0.0153843,0.0111817,0.0035435,0,0,0.00514849,0,0.0130279,0.00153649,0.0396404,0.0325855,0.00997053,0.0153992,0.00642783,0.0153275,0.0310342,0.0121893,0.0154764,0.0134074,0.0146072,0.0100057,0.0179049,0.0316059,0.00690583,0.00585201,0.00318407,0.00676243,0.00272879,0,0,0,0,0.0243792,0.0368547
56,0,0,0,0,0,0,0.0046883,0.00696422,0,0,0,0.119093,0.0191063,0.0154873,0,0.00873557,0,0.0259524,0.00273183,0.0437631,0.029314,0.0107226,0.0149997,0.00624671,0.00927583,0.0104974,0.00808684,0.0242253,0.00780352,0.0131898,0.00798234,0.00851213,0.105739,0.0102991,0.0177997,0.00109145,0.0358661,0.0153886,0.00999899,0.00349967,0,0,0.00514508,0,0.0130164,0.00151664,0.0400114,0.031294,0.00983777,0.0157688,0.00638007,0.0147825,0.0303679,0.0114717,0.0148681,0.0132983,0.0163382,0.00890777,0.0173471,0.0333888,0.00693577,0.0056964,0.00318227,0.00703827,0.00277934,0,0,0,0,0.0249229,0.0368002
57,0,0,0,0,0,0,0.00481089,0.0070312,0,0,0,0.119606,0.0190459,0.0157046,0,0.00872695,0,0.0259212,0.00271864,0.0435784,0.0288471,0.0108711,0.0152894,0.0062012,0.00941279,0.0106169,0.00815627,0.0241863,0.00798658,0.0130582,0.00817498,0.00842457,0.104935,0.0102709,0.0177492,0.00136274,0.0363676,0.0154642,0.00936456,0.00360608,0,0,0.00530229,0,0.0130705,0.00152954,0.040011,0.030079,0.00991439,0.0160427,0.00645132,0.0139507,0.0296425,0.0105494,0.0139978,0.0134338,0.0183246,0.00793416,0.017092,0.0351681,0.00711216,0.00552518,0.00305088,0.00728128,0.00287834,0,0,0,0,0.025267,0.0367644
58,0,0,0,0,0,0,0.00497763,0.0071254,0,0,0,0.120256,0.0190363,0.0162624,0,0.00874179,0,0.0258995,0.00269598,0.0437662,0.0284772,0.0110954,0.0154957,0.00613938,0.00937317,0.010598,0.00806449,0.0243497,0.00830765,0.0131739,0.0083945,0.0083365,0.104205,0.0102347,0.0177146,0.00157546,0.0369263,0.0154921,0.00949124,0.0038379,0,0,0.00540732,0,0.0130845,0.00155146,0.0396656,0.0288846,0.0103365,0.0163488,0.00660873,0.0128782,0.0288356,0.00946027,0.0129622,0.0138255,0.0206302,0.00726603,0.0170581,0.0369917,0.00731265,0.00541196,0.00297407,0.00749824,0.00305704,0,0,0,0,0.0253724,0.0367328
59,0,0,0,0,0,0,0.00514839,0.0073272,0,0,0,0.1209,0.019098,0.0167428,0,0.00871315,0,0.0259214,0.00265902,0.0436903,0.0280952,0.0112465,0.0157515,0.00609266,0.00942739,0.0106782,0.00814528,0.0241442,0.00859052,0.0133591,0.00858427,0.00819151,0.103365,0.0101742,0.0177149,0.00155056,0.0367663,0.0154713,0.0105381,0.00402609,0,0,0.0054452,0,0.013046,0.00151264,0.0397045,0.0271579,0.0109736,0.0166603,0.00664423,0.0117795,0.0279913,0.00862352,0.0120299,0.0143058,0.0234516,0.00714005,0.0166714,0.0379561,0.00739017,0.00531352,0.00291528,0.00772624,0.00327273,0,0,0,0,0.025665,0.0367511
60,0,0,0,0,0,0,0.00531692,0.00741569,0,0,0,0.121648,0.0192216,0.0172876,0,0.00869288,0,0.0259432,0.00263047,0.0437685,0.0274965,0.0114759,0.015805,0.00602054,0.00941156,0.0106955,0.008166,0.0238795,0.00899336,0.0135328,0.00885377,0.0080308,0.102513,0.0101372,0.0177204,0.00158758,0.0362303,0.0155418,0.011889,0.00431761,0,0,0.00514736,0,0.0130939,0.0014051,0.0395149,0.0251454,0.0112063,0.0169295,0.0066807,0.0105394,0.027208,0.0080154,0.0110068,0.0152195,0.0266841,0.00840863,0.0164704,0.0380624,0.00737656,0.00551264,0.00287791,0.00774087,0.00357178,0,0,0,0,0.0258187,0.0368419
61,0,0,0,0,0,0,0.00548709,0.00754676,0,0,0,0.122306,0.0192549,0.017627,0,0.00864358,0,0.0259541,0.002549,0.0435611,0.0270673,0.0117576,0.015812,0.00595787,0.00947789,0.0108328,0.00821623,0.0233563,0.00935411,0.0136474,0.00912854,0.0078321,0.101462,0.0100708,0.0176967,0.00155714,0.0351728,0.0155493,0.0136391,0.00443571,0,0,0.00588955,0,0.0130639,0.00140796,0.0394506,0.0228075,0.0110447,0.0172298,0.00666787,0.0092872,0.0265108,0.00797877,0.0100894,0.0165805,0.0302382,0.011018,0.016537,0.0371315,0.00783258,0.00502507,0.00279776,0.00779471,0.00378618,0,0,0,0,0.0260424,0.0370114
62,0,0,0,0,0,0,0.00560747,0.0075959,0,0,0,0.122992,0.0193108,0.0181493,0,0.00860124,0,0.0259446,0.00254235,0.043548,0.0267496,0.0121194,0.015766,0.00589488,0.00945058,0.0109692,0.00821437,0.0232247,0.00977633,0.0138768,0.00944291,0.00770216,0.100384,0.00999552,0.0176724,0.00149644,0.0339489,0.0156117,0.0155587,0.0046924,0,0,0.00600468,0,0.0130991,0.00132293,0.0390946,0.0205849,0.0103467,0.0175342,0.00669635,0.00794995,0.0259953,0.00825954,0.00907051,0.0185069,0.0338366,0.0145517,0.0175574,0.0354086,0.00799308,0.00488306,0.00273705,0.00777255,0.0040549,0,0,0,0,0.0260262,0.0371918
63,0,0,0,0,0,0,0.00565847,0.00770314,0,0,0,0.123563,0.019284,0.0186525,0,0.00853012,0,0.0259183,0.00251978,0.0432016,0.0264615,0.0125563,0.015708,0.00582711,0.0094832,0.0112256,0.00841506,0.0231237,0.0102166,0.0141857,0.00970845,0.0075596,0.0991727,0.00990176,0.0176283,0.00142179,0.0315911,0.0156621,0.0176801,0.0048462,0,0,0.00614796,0,0.0131362,0.00124011,0.038932,0.0185204,0.0089197,0.0178416,0.0066412,0.00690119,0.0256204,0.00875925,0.00826424,0.0209426,0.037416,0.0187164,0.0195814,0.0320031,0.00805247,0.0047986,0.00265112,0.00783317,0.0042531,0,0,0,0,0.0261921,0.0374893
64,0,0,0,0,0,0,0.00565409,0.00775061,0,0,0,0.12419,0.0193428,0.0192532,0,0.00851308,0,0.0259016,0.00254862,0.0429934,0.0261526,0.0130031,0.0154876,0.00569282,0.00948521,0.0114441,0.00861939,0.0230394,0.010722,0.0144263,0.00997648,0.00740429,0.0979399,0.00982117,0.0175968,0.00143639,0.0285621,0.0157293,0.0196088,0.00493122,0,0,0.00640809,0,0.0131902,0.00121553,0.0385701,0.0176318,0.00780054,0.018065,0.00657026,0.00605148,0.0254535,0.00895508,0.00760195,0.0239102,0.040495,0.0229338,0.0229012,0.0271169,0.00815261,0.00468436,0.00252821,0.00784482,0.00433284,0,0,0,0,0.0261211,0.037856
65,0,0,0,0,0,0,0.00557909,0.00779649,0,0,0,0.124915,0.0194956,0.0198161,0,0.00855354,0,0.0258983,0.00260296,0.0428269,0.0257876,0.0134248,0.0152423,0.00563856,0.00949745,0.0116545,0.0087734,0.022958,0.0112649,0.0147028,0.010217,0.00721293,0.0966597,0.00982463,0.017603,0.00150673,0.025543,0.0157869,0.0214842,0.00492111,0,0,0.0066047,0,0.0132254,0.00122205,0.0382034,0.018894,0.00883098,0.0181523,0.00645991,0.00550397,0.0253351,0.00907944,0.00744632,0.0270601,0.0428312,0.0266109,0.0268515,0.0213356,0.00820415,0.00456108,0.00247241,0.00787592,0.00427248,0,0,0,0,0.0259278,0.0382452
66,0,0,0,0,0,0,0.0054298,0.00783092,0,0,0,0.1257,0.0196175,0.0203334,0,0.00860742,0,0.0258439,0.00258694,0.0426359,0.0253765,0.0138827,0.0149985,0.00562876,0.00956674,0.0118715,0.00888943,0.0228684,0.0117724,0.0149727,0.0104111,0.00698285,0.0953345,0.00982034,0.017603,0.00151939,0.0234153,0.0158624,0.0233023,0.00476877,0,0,0.00672605,0,0.0132798,0.00123993,0.0379483,0.0218516,0.0119101,0.0181313,0.00630764,0.00533733,0.025087,0.00924671,0.00766547,0.029992,0.0443465,0.0293586,0.0306917,0.0160508,0.00819233,0.00455024,0.0024267,0.00793688,0.00406484,0,0,0,0,0.0257469,0.0386254
67,0,0,0,0,0,0,0.00526614,0.00784846,0,0,0,0.126439,0.0196729,0.0208551,0,0.00861119,0,0.0257581,0.00256623,0.0426207,0.0250548,0.0142873,0.0148343,0.0056878,0.00967808,0.0120996,0.00886642,0.0228351,0.012227,0.0153022,0.0104873,0.00676566,0.0939742,0.00979564,0.0175954,0.00151192,0.0223895,0.0159335,0.0244484,0.00459211,0,0,0.00671502,0,0.0133498,0.00126163,0.0376608,0.0240662,0.0145165,0.0180723,0.00621236,0.00508184,0.0246361,0.00976427,0.00771634,0.031916,0.0450483,0.0309003,0.0331758,0.013585,0.00811878,0.00465167,0.00238276,0.00806402,0.00383429,0,0,0,0,0.025509,0.0388706
68,0,0,0,0,0,0,0.00514803,0.00790115,0,0,0,0.127107,0.0195859,0.0213133,0,0.00864958,0,0.0257627,0.00259728,0.0426864,0.0246564,0.0146177,0.0146245,0.00580538,0.00982121,0.0123659,0.00908823,0.0227039,0.0126797,0.0156588,0.0105136,0.00652967,0.092462,0.00984128,0.0175426,0.00142276,0.0212687,0.0159136,0.0243721,0.00436881,0,0,0.00714101,0,0.0133037,0.00148641,0.0374036,0.0242339,0.0153062,0.0180412,0.00614152,0.00465297,0.0241852,0.0103823,0.00758021,0.0323611,0.0451186,0.031204,0.0337803,0.0133757,0.00826493,0.00435438,0.0023166,0.00828249,0.00359391,0,0,0,0,0.02549,0.0390817
69,0,0,0,0,0,0,0.00507731,0.00801834,0,0,0,0.12773,0.0195842,0.0218756,0,0.00871271,0,0.0257857,0.00265023,0.042811,0.0243892,0.0149791,0.0143562,0.00587986,0.00987828,0.0125948,0.00926918,0.022867,0.0131981,0.0160828,0.010584,0.00631075,0.0908913,0.00993557,0.0175353,0.00142638,0.0202727,0.015906,0.0231492,0.00427223,0,0,0.00710369,0,0.0132965,0.00137494,0.0372761,0.0222829,0.0141346,0.0181481,0.00612452,0.00422764,0.0238832,0.0109281,0.00740194,0.0312649,0.0445858,0.0302838,0.0324364,0.014698,0.00816451,0.00431821,0.00230086,0.00850721,0.00344565,0,0,0,0,0.0257027,0.0392923
70,0,0,0,0,0,0,0.00503639,0.00815726,0,0,0,0.128248,0.0196536,0.0224656,0,0.00877265,0,0.0257849,0.00269668,0.0431313,0.0239801,0.0152954,0.0140105,0.0059298,0.00983317,0.0127513,0.00918599,0.0230634,0.0137301,0.0164833,0.0106116,0.00609123,0.0893693,0.0100083,0.0175389,0.00148966,0.0202286,0.0158846,0.0214776,0.00427245,0,0,0.00696067,0,0.0132679,0.00113743,0.0370571,0.0200448,0.0116054,0.0182933,0.00618161,0.00407337,0.0237672,0.0115581,0.00744267,0.0288166,0.0433456,0.0281674,0.0293792,0.0174172,0.00806635,0.00424445,0.00227098,0.00867721,0.00335526,0,0,0,0,0.0258899,0.0394342
71,0,0,0,0,0,0,0.0049936,0.00838668,0,0,0,0.128574,0.0196597,0.0229487,0,0.00875465,0,0.0257691,0.002669,0.0433342,0.0235262,0.0155183,0.013778,0.00596331,0.00980357,0.0129113,0.00917492,0.023014,0.0142019,0.0167457,0.0105812,0.0058235,0.087783,0.010011,0.0175165,0.00148494,0.0214636,0.0159063,0.0204803,0.00427539,0,0,0.00687722,0,0.0132901,0.00107909,0.0369456,0.0203118,0.00926029,0.0185544,0.00618742,0.00452192,0.0237688,0.0120974,0.00792999,0.0256502,0.0414791,0.0251493,0.0253941,0.0218518,0.00801278,0.00423078,0.00223037,0.00889719,0.00328212,0,0,0,0,0.0260858,0.0395593
72,0,0,0,0,0,0,0.00490358,0.00863099,0,0,0,0.128743,0.0196741,0.0234055,0,0.00868312,0,0.0257588,0.0026497,0.043434,0.0231591,0.0157077,0.0136393,0.00597818,0.00980744,0.0131129,0.00942126,0.0227231,0.0146219,0.016897,0.0105457,0.00550272,0.0860899,0.00996605,0.017493,0.00129357,0.0241828,0.0159585,0.0207463,0.00422213,0,0,0.0069017,0,0.0133408,0.00114854,0.0368827,0.0236297,0.00884423,0.018824,0.00612795,0.0054234,0.0238913,0.0121366,0.00868125,0.0227885,0.0393447,0.021824,0.021526,0.0273961,0.00794735,0.00425507,0.00217246,0.00911312,0.00320464,0,0,0,0,0.0261944,0.0397272
73,0,0,0,0,0,0,0.0047537,0.00878058,0,0,0,0.128785,0.0196265,0.0238508,0,0.00857664,0,0.0257367,0.00262447,0.0435069,0.0230386,0.0159437,0.0135312,0.00594486,0.00975095,0.0133632,0.0098436,0.0223081,0.0150808,0.0170157,0.0104732,0.00519287,0.0842516,0.00986076,0.0174657,0.000921535,0.0270867,0.0160036,0.0230382,0.00411429,0,0,0.00692701,0,0.0133739,0.00112056,0.036755,0.028213,0.0105797,0.0190354,0.00596082,0.00648576,0.0241529,0.0117487,0.00937531,0.0211167,0.0377402,0.0188529,0.0186769,0.0327402,0.00782616,0.00433542,0.00216319,0.00917925,0.00315234,0,0,0,0,0.0262343,0.0400177
74,0,0,0,0,0,0,0.00460855,0.00881267,0,0,0,0.128894,0.0195882,0.0242147,0,0.00843839,0,0.0257418,0.00260873,0.043579,0.0225659,0.0163667,0.0133423,0.00589796,0.00957911,0.0136136,0.0100667,0.0220562,0.0156549,0.0171096,0.0102448,0.00495592,0.0820323,0.00970219,0.0174553,0.00112913,0.0286061,0.0160454,0.0256904,0.00395453,0,0,0.00675363,0,0.0134237,0.000977954,0.0364229,0.0318033,0.0133822,0.0192004,0.00569684,0.00733582,0.0243572,0.01137,0.00996812,0.0208121,0.0371534,0.0169613,0.0172873,0.0360286,0.00763353,0.00442628,0.00212296,0.00902389,0.00312293,0,0,0,0,0.0262263,0.0404389
75,0,0,0,0,0,0,0.00449793,0.00864581,0,0,0,0.12849,0.0195373,0.0245625,0,0.00828927,0,0.0257684,0.00257705,0.0440134,0.0230794,0.0166855,0.0130421,0.00577896,0.0092445,0.0138115,0.0102622,0.0218181,0.0162356,0.0172093,0.00992905,0.00477347,0.0798598,0.00952772,0.0174363,0.00106112,0.0296125,0.0160535,0.0266721,0.0036605,0,0,0.00723924,0,0.0134191,0.00131689,0.035468,0.0339744,0.0164127,0.0191405,0.00544495,0.007686,0.0241533,0.0116123,0.0107851,0.0208118,0.0370289,0.0160407,0.0165981,0.0369963,0.00768866,0.00418847,0.00196222,0.00865766,0.00292254,0,0,0,0,0.0260822,0.0408173
76,0,0,0,0,0,0,0.00428223,0.00829472,0,0,0,0.128084,0.0195167,0.0249304,0,0.00813992,0,0.025789,0.00259089,0.0448006,0.0232591,0.0168868,0.0125871,0.00559729,0.00881841,0.0141129,0.010633,0.0220521,0.0167288,0.0171728,0.00938423,0.00490601,0.0772909,0.0093597,0.0174294,0.000786483,0.030375,0.0160896,0.0255265,0.00332096,0,0,0.00735517,0,0.0134373,0.00145161,0.0341469,0.0350132,0.0178044,0.0188775,0.00525367,0.00795588,0.0234018,0.0125273,0.0121798,0.0204223,0.0368427,0.0158609,0.0162088,0.0358679,0.00749068,0.00417379,0.0018319,0.0081305,0.00259585,0,0,0,0,0.0258433,0.0411187
77,0,0,0,0,0,0,0.00405466,0.00799312,0,0,0,0.127081,0.0195436,0.0248977,0,0.00797093,0,0.0258122,0.00263928,0.0456731,0.0239402,0.0165108,0.0121919,0.00544018,0.00831881,0.0141756,0.0107268,0.022105,0.0169204,0.0169186,0.0088335,0.005171,0.0745159,0.00911694,0.0174352,0.00110819,0.0307874,0.016101,0.0234361,0.0027829,0,0,0.00742832,0,0.0134361,0.00161214,0.033201,0.0359563,0.0157338,0.0186089,0.00509336,0.00835318,0.0223047,0.0139159,0.013651,0.0198101,0.0365349,0.0162231,0.0161719,0.0333098,0.00727003,0.00411653,0.00175691,0.00774147,0.00209251,0,0,0,0,0.0256891,0.0413834
78,0,0,0,0,0,0,0.00388376,0.00789168,0,0,0,0.125493,0.0195292,0.0243007,0,0.00777356,0,0.0258353,0.00263323,0.0465062,0.025095,0.0158481,0.0120785,0.00529123,0.00787612,0.0140874,0.0106765,0.0219532,0.0167012,0.016282,0.00809707,0.00574638,0.0715705,0.00876213,0.0174381,0.00127734,0.0309085,0.0160779,0.0218718,0.00216878,0,0,0.00743972,0,0.0134173,0.00160714,0.0327351,0.0374778,0.0117733,0.0184077,0.00499061,0.00858235,0.0210433,0.0153131,0.0148259,0.0192888,0.0361546,0.0167763,0.0164424,0.0302507,0.00701675,0.00402665,0.00173714,0.00761047,0.00166566,0,0,0,0,0.0255651,0.0416056
79,0,0,0,0,0,0,0.00384067,0.00790211,0,0,0,0.123355,0.0194926,0.0231562,0,0.00756025,0,0.0258515,0.00262737,0.0474994,0.026768,0.0149404,0.012218,0.00517412,0.00717933,0.0139198,0.0109615,0.0221042,0.0160842,0.0153568,0.00736341,0.00661797,0.0685873,0.00835997,0.0174379,0.00129996,0.0307029,0.0160643,0.0206577,0.00164596,0,0,0.00735725,0,0.0134179,0.00150551,0.0323468,0.0386902,0.00939507,0.0181412,0.00492972,0.00868289,0.0198756,0.016205,0.0155702,0.0186754,0.0356257,0.016941,0.016527,0.0276562,0.00673962,0.00397199,0.00177132,0.00764848,0.00146975,0,0,0,0,0.0255225,0.0417396
80,0,0,0,0,0,0,0.00383878,0.00800833,0,0,0,0.121367,0.0194294,0.0214523,0,0.0073636,0,0.0258951,0.00259784,0.0484172,0.0282652,0.0136136,0.01247,0.00507802,0.00630555,0.0136703,0.0116195,0.0225268,0.0151162,0.0141923,0.00667209,0.00770082,0.0651426,0.00801419,0.0174489,0.00131791,0.02991,0.0160446,0.0193804,0.00134492,0,0,0.00716435,0,0.0134109,0.00140989,0.0322517,0.03835,0.00868532,0.0179197,0.00482364,0.00928558,0.0192157,0.0160212,0.0156026,0.0174096,0.034692,0.0161122,0.0153908,0.0262468,0.00641684,0.00392465,0.00175182,0.0077517,0.0016222,0,0,0,0,0.0258869,0.0419723
81,0,0,0,0,0,0,0.00380431,0.00813189,0,0,0,0.118564,0.0193463,0.0206097,0,0.00714554,0,0.0259614,0.00257553,0.0495459,0.0326164,0.011752,0.0127557,0.00503937,0.00496204,0.0130213,0.0121394,0.0233499,0.0138916,0.0129738,0.0059917,0.00886017,0.0629366,0.00773685,0.0174757,0.00130199,0.0296519,0.0160448,0.0176686,0.00130826,0,0,0.0066655,0,0.013427,0.00123962,0.0323404,0.035878,0.00896602,0.0175923,0.0046959,0.0103308,0.0194205,0.0149936,0.0152654,0.0157123,0.0331054,0.0141744,0.0130603,0.0265081,0.00596358,0.00415193,0.00179891,0.00781144,0.00181224,0,0,0,0,0.0264417,0.042127
82,0,0,0,0,0,0,0.00392318,0.00824966,0,0,0,0.116139,0.0192762,0.02056,0,0.00694423,0,0.0260372,0.00255209,0.0506393,0.0383076,0.00959497,0.0129572,0.00511057,0.00367904,0.0123661,0.0124935,0.0238584,0.0125389,0.0118023,0.00545628,0.0100609,0.0621284,0.00753503,0.0175159,0.00131666,0.0294699,0.0158982,0.0155859,0.00111816,0,0,0.00701899,0,0.0132707,0.00159092,0.0326422,0.0324584,0.00942634,0.0169931,0.00447736,0.0112638,0.0200711,0.0139915,0.0151368,0.0137345,0.0310027,0.0117741,0.010482,0.0267668,0.00597295,0.00373601,0.00180658,0.00794235,0.00200777,0,0,0,0,0.0269117,0.0421633
83,0,0,0,0,0,0,0.00392391,0.00827693,0,0,0,0.114632,0.0192128,0.0203294,0,0.00672687,0,0.0261115,0.00249987,0.0513526,0.0443682,0.00767784,0.012999,0.00521022,0.00313645,0.0119349,0.0123334,0.0241704,0.0111847,0.0108275,0.00510751,0.0113584,0.0637528,0.00740232,0.0175511,0.00134727,0.0292076,0.0158058,0.0131953,0.00115128,0,0,0.00690783,0,0.013174,0.00153097,0.0329009,0.0289657,0.00889484,0.016203,0.0042208,0.0115096,0.020338,0.0131838,0.0150593,0.0115495,0.0288388,0.00975265,0.00856817,0.0254828,0.00584435,0.00366753,0.00182627,0.00811025,0.00208617,0,0,0,0,0.0271016,0.0421203
84,0,0,0,0,0,0,0.00391213,0.00820809,0,0,0,0.11426,0.0191814,0.0204146,0,0.00650007,0,0.026157,0.0024556,0.0517249,0.0505588,0.00592042,0.0130633,0.00532729,0.00300943,0.011476,0.0118898,0.0242793,0.0099473,0.0103791,0.00496497,0.0126059,0.068229,0.00731822,0.0175695,0.00140893,0.0291314,0.0157501,0.0109907,0.00117936,0,0,0.00676403,0,0.0130936,0.00153803,0.0328831,0.0261538,0.0075531,0.0153135,0.00392248,0.0113657,0.0203051,0.012755,0.01511,0.00967366,0.0268533,0.00817157,0.00725188,0.0235262,0.00579979,0.00356035,0.0017681,0.00832848,0.00213461,0,0,0,0,0.0269301,0.0418863
