Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_M,IMU_R,L5FT,LBHD,LEAR,LELB,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,x70,x71,x72,IMU_L,STRN,LTIBP,LANK,LFHD,RHEE,L5HD,LTIBI,RILC,LWRB,LILC
108,0,0,0,0,0,0,0.00128686,0.00557736,0,0,0.116593,0,0,0.00470665,0.023683,0.00162657,0.0399859,0.0895718,0.00847088,0.0141476,0.001846,0.00862435,0.00996557,0.00957295,0.0264861,0.00859141,0.0083542,0.193862,0.0023374,0.015462,0.0311968,0.0144468,0.0233219,0.00246265,0,0,0.00241167,0,0.0120303,0.00181292,0.0407569,0.0206654,0.00914319,0.0054042,0.0110205,0.0329938,0.0172757,0.0156497,0.00770158,0.00838892,0.0078847,0.00997372,0.0082238,0.00298669,0.00273076,0.00242005,0.00361449,0,0,0,0,0.00516847,0.0177164,0.0120489,0,0.0377681,0.0202343,0.00812791,0.0208647,0.00219708,0.0378474
109,0,0,0,0,0,0,0.00128044,0.00550606,0,0,0.117072,0,0,0.0045264,0.0236305,0.00167467,0.0401216,0.0903946,0.00844327,0.0138944,0.00180351,0.00834841,0.00981399,0.00919117,0.0264944,0.00763036,0.00738038,0.193639,0.00235804,0.0154218,0.0295586,0.0144386,0.0232956,0.00282219,0,0,0.00233821,0,0.012056,0.00168722,0.0403444,0.021398,0.00950884,0.00549833,0.0120488,0.0334564,0.0174151,0.0166981,0.00815466,0.00840083,0.00846483,0.00978822,0.00755833,0.00315952,0.00284451,0.0024775,0.00327878,0,0,0,0,0.00498338,0.017066,0.0112302,0,0.0390953,0.0201808,0.00721533,0.0204539,0.00221173,0.0379167
110,0,0,0,0,0,0,0.00119893,0.00552685,0,0,0.117493,0,0,0.00426214,0.0236843,0.0016918,0.0404108,0.091256,0.00855539,0.0137088,0.00169301,0.00807553,0.00953521,0.00854481,0.0272252,0.00649484,0.00617913,0.193361,0.0023933,0.0153909,0.0291679,0.0144275,0.0235744,0.00295981,0,0,0.00234886,0,0.0120753,0.00155297,0.040265,0.0219492,0.00973389,0.00557834,0.01308,0.0337252,0.0175807,0.0179136,0.00891573,0.00831643,0.00934587,0.00986707,0.00765592,0.00333907,0.00294841,0.00254865,0.00293874,0,0,0,0,0.00501773,0.0164642,0.0104374,0,0.0406376,0.0201678,0.00614217,0.0201957,0.00222809,0.0380066
111,0,0,0,0,0,0,0.00111421,0.00560368,0,0,0.117789,0,0,0.00400985,0.0237618,0.00166005,0.0407593,0.0915891,0.00844601,0.0135891,0.00150538,0.00815029,0.0095994,0.00801903,0.0277308,0.00548745,0.00493173,0.193297,0.0024565,0.0153892,0.0297805,0.0145114,0.023905,0.00304148,0,0,0.00130944,0,0.0121905,0.00141267,0.0403425,0.022179,0.0100009,0.00586201,0.0140816,0.0337765,0.017657,0.0191805,0.00974482,0.00811759,0.0100777,0.0101973,0.00653647,0.00305175,0.00354839,0.00284123,0.00281112,0,0,0,0,0.00518485,0.0159364,0.00979031,0,0.042342,0.0202153,0.00517152,0.0200085,0.00225561,0.0381163
112,0,0,0,0,0,0,0.00118167,0.00570499,0,0,0.117915,0,0,0.00389667,0.0236994,0.00166166,0.0411683,0.0919711,0.00797964,0.0134272,0.00141858,0.00858456,0.0101688,0.00785231,0.0278966,0.00474046,0.00392975,0.193483,0.0026063,0.0153925,0.0304976,0.014463,0.024297,0.00284652,0,0,0.00170344,0,0.012158,0.00126804,0.0405111,0.0219418,0.010298,0.00589127,0.0149666,0.0338519,0.0176387,0.0203584,0.0103179,0.0079201,0.0105039,0.010632,0.00845746,0.00334784,0.00344317,0.00277049,0.00270684,0,0,0,0,0.00559275,0.0153993,0.00933082,0,0.0439518,0.0202094,0.00427712,0.0200393,0.00227042,0.0383209
113,0,0,0,0,0,0,0.00143215,0.00588734,0,0,0.117469,0,0,0.00379342,0.0236628,0.00163114,0.0415285,0.0915977,0.00762733,0.0132622,0.0013488,0.00935183,0.0110602,0.0079247,0.0280342,0.00425033,0.00306239,0.194218,0.00279905,0.0153831,0.0310708,0.0144587,0.0242788,0.00268629,0,0,0.00198367,0,0.0121676,0.00112021,0.0405953,0.0213496,0.0107355,0.00595747,0.0156103,0.033965,0.0174902,0.0212141,0.0106492,0.00783769,0.0108212,0.011211,0.00995244,0.00356808,0.00335192,0.00272441,0.00277911,0,0,0,0,0.00617086,0.0149119,0.00914712,0,0.0449816,0.0201961,0.00361618,0.0202533,0.00226729,0.0386863
114,0,0,0,0,0,0,0.00180468,0.00610058,0,0,0.116983,0,0,0.00371407,0.0236715,0.00156037,0.0418861,0.0909688,0.00771315,0.0130499,0.00122484,0.0102019,0.0119716,0.0080056,0.0281701,0.00395257,0.00241557,0.195102,0.00293665,0.0153637,0.0308899,0.0144998,0.0236287,0.00249785,0,0,0.00217263,0,0.0122107,0.00103658,0.0406214,0.0205471,0.0112182,0.00600816,0.015996,0.0339809,0.0171228,0.021644,0.0107999,0.00801359,0.0111244,0.0117466,0.0111191,0.00367416,0.00327506,0.00262903,0.00299402,0,0,0,0,0.006842,0.0144679,0.0091317,0,0.0450151,0.020197,0.00301803,0.0205454,0.00222383,0.0391519
115,0,0,0,0,0,0,0.00225542,0.00631138,0,0,0.116627,0,0,0.00378184,0.0236745,0.0015013,0.0422808,0.090583,0.00830413,0.0128178,0.00112091,0.0109131,0.0128869,0.00807847,0.0283793,0.00373336,0.0020035,0.195934,0.00298918,0.0153454,0.029883,0.0145255,0.0224494,0.00232683,0,0,0.00218629,0,0.0122209,0.0010487,0.0406308,0.0195854,0.0118018,0.00605211,0.0161354,0.0338255,0.0165965,0.021615,0.0107678,0.00846831,0.0112433,0.0124498,0.0119177,0.00367118,0.00325861,0.00257276,0.00328708,0,0,0,0,0.00750831,0.0140955,0.00922298,0,0.0441042,0.0202121,0.00255417,0.0208706,0.00216718,0.0396821
116,0,0,0,0,0,0,0.00272074,0.00652096,0,0,0.116511,0,0,0.00394084,0.0236563,0.00147278,0.0426033,0.0905794,0.00921997,0.0126582,0.000974408,0.0114617,0.0135644,0.00814577,0.0283677,0.00344538,0.0017071,0.196593,0.00295964,0.0153237,0.0289435,0.0145282,0.0209793,0.00246785,0,0,0.00205752,0,0.0122376,0.00115378,0.0405824,0.0185212,0.0124001,0.00612609,0.0160064,0.0335869,0.0159115,0.0211096,0.0106801,0.00905798,0.0113712,0.0135243,0.0123391,0.00354548,0.00328746,0.00256826,0.00365568,0,0,0,0,0.0080851,0.0138029,0.00920515,0,0.0428252,0.0202497,0.00221893,0.0211417,0.00215406,0.0401742
117,0,0,0,0,0,0,0.00300887,0.00672486,0,0,0.116468,0,0,0.00393139,0.0236099,0.00147181,0.0428,0.0907992,0.0103029,0.012421,0.000841875,0.0118619,0.0139377,0.00818218,0.0281477,0.00332948,0.00158038,0.197106,0.00282741,0.0153026,0.0278801,0.0145768,0.0196376,0.00239749,0,0,0.00203812,0,0.0122651,0.00117112,0.040352,0.0173361,0.0128536,0.00616701,0.0156199,0.033242,0.0150056,0.0201853,0.010714,0.00982786,0.0113424,0.0146864,0.0139866,0.00334259,0.00337477,0.00258135,0.00384914,0,0,0,0,0.00842848,0.0135134,0.00900185,0,0.0416355,0.0202835,0.00193982,0.0213471,0.00233477,0.0406847
118,0,0,0,0,0,0,0.0032092,0.00695041,0,0,0.116392,0,0,0.00398214,0.0235675,0.00146086,0.0428632,0.0908044,0.011316,0.0121542,0.000747732,0.0120714,0.0140621,0.00813625,0.0280655,0.00334337,0.001751,0.197572,0.00266259,0.0152867,0.0272555,0.0146719,0.0183942,0.00232293,0,0,0.00190467,0,0.0123294,0.00117685,0.040049,0.0161212,0.013273,0.00624761,0.014991,0.0327751,0.0139604,0.0189263,0.0108574,0.0107295,0.0110171,0.0157829,0.0161601,0.00305498,0.00353909,0.00263739,0.00407498,0,0,0,0,0.00854095,0.0132579,0.00889174,0,0.0407624,0.0203362,0.00189738,0.0214771,0.00283478,0.041137
119,0,0,0,0,0,0,0.00322641,0.00712946,0,0,0.116318,0,0,0.004123,0.0235754,0.00145612,0.042807,0.089671,0.0119727,0.011734,0.000764216,0.0121579,0.0140658,0.00805761,0.0278878,0.00342349,0.0020918,0.197992,0.00253228,0.0152778,0.0276552,0.0146003,0.0171314,0.00184975,0,0,0.00307223,0,0.0122059,0.00124034,0.0399178,0.0150501,0.0135069,0.00619053,0.0141135,0.0322385,0.0128338,0.0173391,0.0109919,0.0116718,0.0103717,0.016646,0.0184339,0.00349775,0.00290687,0.00231944,0.00415857,0,0,0,0,0.00838043,0.0130104,0.00879763,0,0.0399366,0.0204291,0.00181434,0.0215558,0.00255935,0.0414929
120,0,0,0,0,0,0,0.00325099,0.00733721,0,0,0.116307,0,0,0.00425329,0.023592,0.00146944,0.0426631,0.0891438,0.0123116,0.0114277,0.000742957,0.0121301,0.0139333,0.00791853,0.0278315,0.00350254,0.00249065,0.198445,0.00240191,0.0152683,0.0286058,0.0146407,0.0160098,0.00157497,0,0,0.00317198,0,0.0122211,0.00154441,0.0398938,0.0140438,0.0138024,0.00632515,0.0131278,0.0316445,0.0116011,0.0154121,0.0113427,0.0125635,0.010013,0.017388,0.0208403,0.00338093,0.00289464,0.0023208,0.00424757,0,0,0,0,0.008141,0.0128179,0.00882932,0,0.0391585,0.0205429,0.00169531,0.021594,0.00237594,0.0416733
121,0,0,0,0,0,0,0.00322526,0.00755071,0,0,0.116362,0,0,0.00438977,0.0234756,0.00149926,0.0424478,0.089472,0.0123928,0.0112177,0.00075469,0.0120344,0.013732,0.00776617,0.0275434,0.00356143,0.00279431,0.198857,0.00231257,0.015217,0.0300805,0.0147013,0.0149092,0.00131307,0,0,0.00328584,0,0.0122588,0.00171436,0.0398754,0.0130109,0.0141312,0.00646089,0.012041,0.0310292,0.0102659,0.0133567,0.0118382,0.0134787,0.0099391,0.0180012,0.0233641,0.00336526,0.00290056,0.00239793,0.00416942,0,0,0,0,0.00784304,0.0126561,0.00881508,0,0.0384303,0.0205818,0.00181591,0.021618,0.00239482,0.0416603
122,0,0,0,0,0,0,0.00319016,0.00771293,0,0,0.116435,0,0,0.00451889,0.0233713,0.00153766,0.0422298,0.0896955,0.0122601,0.0110844,0.00081073,0.011875,0.0135595,0.00762709,0.0270477,0.00355207,0.00301587,0.199135,0.00222419,0.0151622,0.0318146,0.0148006,0.0135056,0.00113719,0,0,0.00349044,0,0.0123185,0.00156429,0.0398196,0.0119209,0.014504,0.00664531,0.0109213,0.030466,0.00897917,0.01141,0.0120973,0.0146673,0.00956388,0.0182034,0.0265334,0.00350071,0.00293423,0.00251529,0.00402238,0,0,0,0,0.00755174,0.012508,0.00869549,0,0.0375649,0.0206049,0.00212219,0.0216931,0.00249766,0.0414726
123,0,0,0,0,0,0,0.00318811,0.00775881,0,0,0.116462,0,0,0.00465293,0.0233047,0.00159923,0.0419891,0.0892688,0.0121136,0.0110058,0.000887066,0.0116063,0.0132463,0.00742011,0.0267427,0.00352205,0.00325817,0.199267,0.00214151,0.0151151,0.0336166,0.0149042,0.0120772,0.00107396,0,0,0.00366423,0,0.0123987,0.00156456,0.0398092,0.0108562,0.0149182,0.00683634,0.00980675,0.0299419,0.00772773,0.00951227,0.0121813,0.016114,0.0088093,0.0181219,0.0297268,0.00366702,0.00302416,0.00260584,0.00390384,0,0,0,0,0.00732991,0.0124006,0.00862964,0,0.0365721,0.0206687,0.00227001,0.0218324,0.00256602,0.0411724
124,0,0,0,0,0,0,0.0032464,0.00772462,0,0,0.116582,0,0,0.00482137,0.0232549,0.00171924,0.0417073,0.0888288,0.0120082,0.0111057,0.00102423,0.011247,0.0127895,0.00715927,0.0265474,0.00350292,0.00349153,0.199245,0.00210964,0.0150787,0.0353322,0.0149212,0.0107313,0.00109676,0,0,0.00391288,0,0.0124054,0.00167591,0.0397995,0.00996117,0.0154181,0.0069307,0.00867821,0.0293747,0.00647629,0.00769195,0.0123047,0.0177468,0.00790664,0.0178534,0.0325753,0.00387868,0.00306478,0.00266808,0.00383206,0,0,0,0,0.00720893,0.0123309,0.00862255,0,0.0354696,0.020749,0.00244176,0.0220236,0.00265747,0.0407595
125,0,0,0,0,0,0,0.00330566,0.00753692,0,0,0.116534,0,0,0.00498787,0.0231839,0.00181425,0.0414187,0.0885765,0.0120163,0.0112408,0.00118172,0.0109887,0.0123757,0.00690121,0.026034,0.00358468,0.00370444,0.199365,0.00207312,0.0150334,0.0367621,0.0150177,0.00951646,0.00120568,0,0,0.0038064,0,0.0124931,0.00184108,0.0397534,0.00925582,0.0158916,0.00703121,0.0074764,0.0288266,0.00531936,0.00600535,0.0125727,0.0196724,0.00731766,0.017499,0.0348446,0.00387454,0.00340479,0.00288982,0.00379247,0,0,0,0,0.00714356,0.0122204,0.00851981,0,0.0339404,0.0208157,0.00259859,0.0222273,0.00287014,0.040352
126,0,0,0,0,0,0,0.00340316,0.00738144,0,0,0.116663,0,0,0.00507332,0.023122,0.00178883,0.0411072,0.0880202,0.0119867,0.011507,0.00147317,0.0107257,0.0119596,0.00667756,0.0255831,0.00367016,0.00388265,0.199343,0.00210424,0.015002,0.0376859,0.0150385,0.00888097,0.00124921,0,0,0.00428735,0,0.012499,0.00201463,0.0397705,0.00903582,0.0164,0.00698712,0.00629737,0.0282905,0.00442517,0.00442874,0.0130528,0.0219154,0.00727099,0.0171792,0.0366592,0.00417129,0.00330536,0.00282814,0.00373968,0,0,0,0,0.00729153,0.0121125,0.00849261,0,0.0320403,0.0208798,0.00267556,0.0224509,0.0031967,0.0399626
127,0,0,0,0,0,0,0.00351563,0.00728399,0,0,0.116531,0,0,0.00518113,0.023087,0.00176139,0.0408318,0.0879483,0.0120031,0.0117876,0.00186378,0.0105199,0.0115692,0.0064988,0.0253211,0.00377716,0.00407996,0.199595,0.00218406,0.0149842,0.0381078,0.0150395,0.00934903,0.00137229,0,0,0.00454643,0,0.012512,0.002165,0.0398228,0.00915569,0.0168676,0.0069624,0.00520926,0.0278266,0.00440237,0.00322769,0.0135801,0.0244356,0.00774001,0.0167403,0.0378718,0.00440847,0.00329054,0.00280665,0.00376395,0,0,0,0,0.00755044,0.0120617,0.00863656,0,0.0295889,0.0209461,0.00279749,0.0227135,0.00291176,0.0396962
128,0,0,0,0,0,0,0.00362458,0.00727679,0,0,0.116282,0,0,0.00538499,0.0230664,0.00180905,0.0405943,0.0880496,0.0120743,0.0120662,0.00226789,0.0103764,0.0112058,0.00634038,0.0251969,0.00395842,0.00438122,0.200001,0.0023307,0.0149615,0.0380521,0.0150593,0.0106647,0.00154078,0,0,0.00482563,0,0.0125426,0.00211142,0.0398213,0.00947915,0.0173407,0.00695766,0.00422525,0.0273847,0.00541128,0.00265672,0.0145224,0.0273165,0.00919561,0.0164919,0.038187,0.00466063,0.00332398,0.00284818,0.00385357,0,0,0,0,0.00785741,0.0120284,0.00887608,0,0.0266827,0.0209984,0.00303688,0.0229764,0.00274328,0.0395618
129,0,0,0,0,0,0,0.00375545,0.00732808,0,0,0.116082,0,0,0.0055156,0.0230603,0.00181755,0.0404069,0.0876203,0.012301,0.012316,0.00266296,0.0102526,0.010915,0.00615851,0.0251915,0.00428203,0.00481996,0.200404,0.00250246,0.0149425,0.037549,0.0151257,0.0124539,0.00173045,0,0,0.0050657,0,0.0126127,0.00208598,0.0397756,0.00955529,0.017823,0.00699276,0.00359342,0.0270173,0.00702674,0.00303094,0.0160898,0.0305397,0.0117929,0.016844,0.0373776,0.00488389,0.00335055,0.00288942,0.00404514,0,0,0,0,0.00810725,0.0119557,0.00913713,0,0.0233189,0.0210281,0.00328192,0.0232245,0.0027676,0.039567
130,0,0,0,0,0,0,0.00395203,0.00745988,0,0,0.115745,0,0,0.00555096,0.0230463,0.00175098,0.0402685,0.0874123,0.0126785,0.0125169,0.00306568,0.0101829,0.0107589,0.00600301,0.0252232,0.00471246,0.00536214,0.200845,0.00272091,0.0149268,0.036567,0.0151794,0.0147459,0.00195112,0,0,0.00522992,0,0.0126675,0.00207347,0.0396977,0.00940761,0.0183312,0.00705523,0.00353123,0.0267796,0.00886809,0.00380188,0.0183296,0.0339669,0.0152206,0.018189,0.0357192,0.00505905,0.00340069,0.00297344,0.00431627,0,0,0,0,0.00835072,0.0118596,0.00947845,0,0.0199317,0.0210512,0.00350922,0.0234926,0.00276251,0.0396932
131,0,0,0,0,0,0,0.00417897,0.00769579,0,0,0.115381,0,0,0.00558845,0.0230171,0.00171566,0.0401712,0.0870149,0.0130586,0.012622,0.00345537,0.0102945,0.0108033,0.00593214,0.0249611,0.0052273,0.00598883,0.201368,0.00295528,0.0149082,0.0350554,0.015194,0.0173685,0.00220601,0,0,0.00528591,0,0.0126949,0.00206976,0.0395595,0.00947139,0.018748,0.00714361,0.00409654,0.0267689,0.0105515,0.00442977,0.0212795,0.0374155,0.0192488,0.0207581,0.0329474,0.00521419,0.00345364,0.00303184,0.0046098,0,0,0,0,0.00855327,0.0116737,0.00988136,0,0.0170203,0.0210923,0.00386582,0.0237429,0.00271739,0.0399659
132,0,0,0,0,0,0,0.004381,0.00791005,0,0,0.114822,0,0,0.00562774,0.0229824,0.00173089,0.0401019,0.0864572,0.0136624,0.0124538,0.00376575,0.0105051,0.0109534,0.00594429,0.0248241,0.0058799,0.00674435,0.202107,0.00313129,0.0148934,0.0332183,0.0153138,0.0199525,0.00254529,0,0,0.00464997,0,0.0128394,0.00198619,0.0394421,0.0104162,0.0189837,0.00731704,0.00498503,0.0271523,0.0113976,0.00458222,0.0249869,0.0406556,0.0237041,0.0248285,0.0279766,0.00497794,0.00397222,0.0033048,0.00487021,0,0,0,0,0.00852259,0.0114236,0.0105619,0,0.0159455,0.0211409,0.00427532,0.0239061,0.00268938,0.0404771
133,0,0,0,0,0,0,0.00451111,0.00835397,0,0,0.114232,0,0,0.0056655,0.0229756,0.00173523,0.0399455,0.0861819,0.0141682,0.0124193,0.00406572,0.0105987,0.0110078,0.00593346,0.0247786,0.00650484,0.00740538,0.202901,0.00334679,0.014888,0.0318057,0.0153001,0.0228238,0.00262068,0,0,0.00499671,0,0.0128252,0.00199591,0.0391902,0.0128435,0.0192565,0.00729952,0.00573666,0.0274278,0.0119964,0.00473104,0.0287333,0.0432938,0.0276228,0.0291671,0.0226539,0.00516823,0.00378622,0.00317494,0.00505387,0,0,0,0,0.00862529,0.0111848,0.0112388,0,0.0183673,0.0211722,0.00457514,0.0239645,0.00262859,0.0409487
134,0,0,0,0,0,0,0.00451882,0.0085914,0,0,0.113586,0,0,0.00572921,0.022947,0.00172666,0.0398288,0.0858787,0.0148653,0.0121585,0.00422335,0.0106821,0.0110381,0.00602768,0.0249825,0.00717547,0.00809808,0.203773,0.00342859,0.014869,0.0314868,0.0152803,0.0256727,0.00259086,0,0,0.00531221,0,0.0128063,0.0021109,0.0388403,0.017036,0.0192275,0.00728538,0.00652455,0.0278206,0.0117685,0.00492983,0.0325375,0.0451082,0.0310573,0.0338789,0.016313,0.00528711,0.00370035,0.00312703,0.00512517,0,0,0,0,0.00855944,0.0109407,0.0121464,0,0.022848,0.0212068,0.00483558,0.0238483,0.00266571,0.0416053
135,0,0,0,0,0,0,0.004594,0.00897612,0,0,0.112955,0,0,0.00589131,0.022911,0.00170803,0.0397377,0.0854671,0.0153506,0.0122619,0.00435775,0.0106423,0.0109682,0.00606469,0.0252499,0.00766911,0.00854388,0.20457,0.00354705,0.0148531,0.0310422,0.0152542,0.0280556,0.00272095,0,0,0.00524926,0,0.0127892,0.00214578,0.0382816,0.0202894,0.0194231,0.00732148,0.00711583,0.0275327,0.0120138,0.00542044,0.0351393,0.0462368,0.0331949,0.0370116,0.0117415,0.00523156,0.00374699,0.00316169,0.00521945,0,0,0,0,0.00878496,0.0107684,0.0128355,0,0.0267681,0.0212261,0.00495749,0.0238175,0.00285662,0.0420325
136,0,0,0,0,0,0,0.00458026,0.00911165,0,0,0.112635,0,0,0.00629918,0.0230476,0.00219057,0.0397796,0.0856469,0.0156717,0.0121093,0.00459044,0.0106415,0.0109233,0.00616705,0.0252836,0.00817053,0.00901183,0.205054,0.00374498,0.0148517,0.031539,0.0152482,0.0297284,0.00267218,0,0,0.00525164,0,0.0127813,0.00227923,0.037707,0.0234296,0.0194391,0.00732025,0.0076077,0.0272969,0.0115922,0.00577576,0.0369648,0.0465947,0.0343971,0.0393437,0.00850086,0.00521841,0.00383718,0.00322331,0.00519684,0,0,0,0,0.00889134,0.0104938,0.0133908,0,0.0300854,0.02112,0.00523915,0.0237289,0,0.0424932
137,0,0,0,0,0,0,0.00463115,0.00922345,0,0,0.111797,0,0,0.00634227,0.0228116,0.00189227,0.039844,0.0848898,0.0163002,0.0120651,0.00446011,0.0108572,0.0114286,0.00616845,0.0251715,0.00868628,0.00956233,0.205849,0.00370592,0.0148062,0.0314518,0.0152765,0.0294868,0.00280778,0,0,0.00534881,0,0.0127949,0.00223809,0.0373244,0.0239133,0.0195631,0.00733177,0.00766065,0.0270689,0.0116674,0.00588356,0.0371118,0.0466073,0.0344783,0.0395495,0.00952383,0.0053304,0.00375315,0.0031942,0.00519326,0,0,0,0,0.00909331,0.0104586,0.0141416,0,0.0297507,0.0212734,0.00534606,0.0238018,0.00267311,0.0427226
138,0,0,0,0,0,0,0.00463294,0.0092663,0,0,0.111057,0,0,0.00654375,0.0227774,0.00197805,0.0399197,0.0843297,0.0167612,0.0119178,0.0044711,0.0108602,0.0117833,0.00629787,0.0254779,0.00922182,0.0100998,0.206459,0.00380423,0.0147792,0.0309334,0.0152864,0.0282939,0.00283277,0,0,0.00535471,0,0.0127967,0.0021616,0.0372512,0.0230471,0.0197038,0.00734653,0.00729255,0.0269885,0.0114371,0.00558193,0.0362126,0.0462252,0.0338385,0.0385754,0.0110068,0.00536484,0.00375825,0.00321157,0.00519536,0,0,0,0,0.00925974,0.0104008,0.0148327,0,0.0275042,0.0212933,0.00542183,0.0238954,0.00266238,0.0430117
139,0,0,0,0,0,0,0.0046356,0.00941102,0,0,0.110391,0,0,0.00670841,0.022764,0.00204884,0.0399701,0.083797,0.0169927,0.0119104,0.00448648,0.0108749,0.0121602,0.00649354,0.0257086,0.0097448,0.0105763,0.20682,0.0039599,0.0147765,0.0295185,0.0153252,0.0259911,0.00293595,0,0,0.00485941,0,0.0128387,0.0020357,0.0372924,0.0201923,0.0200554,0.0074194,0.00648876,0.02669,0.0117437,0.00501023,0.0340873,0.0456248,0.0323037,0.0360617,0.0132978,0.0051072,0.00408589,0.00336088,0.00522191,0,0,0,0,0.00949785,0.0103481,0.0153269,0,0.0233101,0.0213153,0.0054685,0.0241103,0.00269141,0.0431976
140,0,0,0,0,0,0,0.00448476,0.00962278,0,0,0.109736,0,0,0.00682745,0.022754,0.00207166,0.0399994,0.0832499,0.0170822,0.0119017,0.00453699,0.0109322,0.0125965,0.00676355,0.025703,0.010248,0.0109729,0.207025,0.00412776,0.0147684,0.028959,0.0152343,0.0234659,0.00273577,0,0,0.00545556,0,0.0127257,0.00204911,0.037332,0.0167683,0.0203795,0.00729303,0.00570165,0.026214,0.012328,0.00460714,0.0312549,0.0444455,0.0299702,0.0326789,0.0175509,0.00533183,0.00367693,0.00312305,0.00508333,0,0,0,0,0.00972091,0.0102881,0.0155881,0,0.0190465,0.0213454,0.00545377,0.0243,0.00266612,0.0432815
141,0,0,0,0,0,0,0.00422662,0.0097337,0,0,0.109194,0,0,0.00697589,0.0227193,0.00210748,0.0400753,0.082777,0.0170675,0.0117837,0.00455804,0.0109356,0.013119,0.00699091,0.0255107,0.0107419,0.0113615,0.207034,0.00422245,0.0147403,0.0294748,0.0152203,0.0214925,0.00259672,0,0,0.00555107,0,0.0127051,0.00212079,0.0373453,0.0137886,0.0205776,0.00722655,0.00504222,0.0257171,0.0127772,0.00466882,0.0281712,0.0425245,0.0269725,0.0290273,0.0223927,0.00532583,0.00362705,0.00303096,0.00483161,0,0,0,0,0.00979879,0.0102435,0.015788,0,0.0184743,0.0213663,0.00549649,0.0243668,0.00273082,0.0432721
142,0,0,0,0,0,0,0.00389041,0.00970505,0,0,0.108651,0,0,0.0071282,0.0226866,0.002131,0.0401193,0.0824652,0.0170168,0.0115643,0.0045228,0.0109529,0.0137757,0.00708438,0.0252196,0.0112383,0.0117824,0.207043,0.0042484,0.0146995,0.0301484,0.0152006,0.0204784,0.00238174,0,0,0.00569667,0,0.0126608,0.00216044,0.0374434,0.011921,0.0205509,0.0071491,0.00451844,0.0253008,0.0125481,0.00488271,0.0253456,0.0403028,0.0238065,0.0256348,0.0267351,0.00541047,0.00353607,0.00294547,0.00448878,0,0,0,0,0.00969281,0.0101992,0.0161706,0,0.0211873,0.0213864,0.00542483,0.0242005,0.00277408,0.0431851
143,0,0,0,0,0,0,0.00360513,0.00952083,0,0,0.107896,0,0,0.00720386,0.0226598,0.0021724,0.0401618,0.0819822,0.0170481,0.0113389,0.00448693,0.010897,0.0144727,0.00738982,0.0254053,0.0117621,0.0122034,0.207174,0.00421668,0.0146617,0.0300718,0.0152193,0.0212731,0.00216268,0,0,0.00592273,0,0.012656,0.00232496,0.0375626,0.0111096,0.0203205,0.00705893,0.00422325,0.0250462,0.0117477,0.00501532,0.0232363,0.0385878,0.0211784,0.0228529,0.0301219,0.00549475,0.00347056,0.00289689,0.00422298,0,0,0,0,0.00940041,0.0102222,0.0166785,0,0.0251428,0.0214171,0.00518867,0.0238607,0.00278789,0.0431385
144,0,0,0,0,0,0,0.00343741,0.00928457,0,0,0.106698,0,0,0.00724902,0.0226564,0.00219591,0.0402615,0.0809417,0.0173396,0.0111853,0.00448658,0.0110455,0.0153637,0.00801004,0.0261194,0.0123616,0.0126026,0.207392,0.00418036,0.0146333,0.028847,0.0152613,0.0230833,0.00202677,0,0,0.00609958,0,0.0126735,0.00252365,0.0374152,0.0109526,0.0200548,0.00690608,0.00412493,0.0246405,0.010947,0.00527004,0.0223012,0.0379558,0.0196024,0.0209827,0.0313885,0.00545995,0.00348224,0.00289172,0.0041158,0,0,0,0,0.00903081,0.0104234,0.0173025,0,0.0285813,0.0214424,0.00491608,0.0235381,0.00280023,0.0431847
145,0,0,0,0,0,0,0.00326059,0.0089452,0,0,0.105664,0,0,0.00725347,0.0226618,0.00224763,0.0405089,0.0796843,0.0177008,0.0109727,0.00448622,0.0116533,0.0165162,0.00875571,0.0264313,0.0129614,0.0130207,0.207385,0.00412971,0.0146133,0.0267287,0.015336,0.0242184,0.00195676,0,0,0.0062808,0,0.0127176,0.00264511,0.0367877,0.0112484,0.0198047,0.00667964,0.00399719,0.023658,0.0107018,0.00591124,0.0219164,0.0380251,0.0190508,0.0197663,0.0303399,0.00538861,0.00350084,0.00293159,0.00405756,0,0,0,0,0.00861061,0.0105889,0.0177192,0,0.0311829,0.021438,0.00460046,0.0234158,0.00280639,0.0433313
