Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_M,IMU_R,L5FT,LBHD,LEAR,LELB,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,x70,x71,x72,IMU_L,STRN,LTIBP,LANK,LFHD,RHEE,L5HD,LTIBI,RILC,LWRB,LILC
29,0,0,0,0,0,0,0.00421715,0.0100492,0,0,0.11177,0,0,0.0141336,0.019084,0.00590488,0.0406028,0.0681649,0.00942121,0.0324865,0.00558644,0.010138,0.0127373,0.00443328,0.0187688,0.00640084,0.0088412,0.204645,0.00400933,0.014775,0.0247318,0.0158356,0.0188094,0.00675234,0,0,0.0119708,0,0.0129032,0.00645237,0.0394947,0.0142001,0.0142352,0.0108755,0.0108858,0.0262618,0.01304,0.00868054,0.0214471,0.0355341,0.0205631,0.0224289,0.0168585,0.0098744,0.00509642,0.00450281,0.00877462,0,0,0,0,0,0.0132341,0.0122509,0,0.0211831,0.0203546,0.00528271,0,0,0
30,0,0,0,0,0,0,0.00395525,0.00893517,0,0,0.108313,0,0,0.0135661,0.0192395,0.00576319,0.0407503,0.0636679,0.00956589,0.0316043,0.0049193,0.0109108,0.0139945,0.00402252,0.0189356,0.00708446,0.00994619,0.207176,0.00385308,0.0148352,0.0245601,0.0155501,0.0195986,0.0065472,0,0,0.0121535,0,0.0124967,0.00630801,0.0398073,0.0122487,0.0149405,0.00917437,0.0105074,0.0262787,0.0117741,0.00807498,0.0196827,0.0347926,0.0186972,0.0199519,0.0203536,0.00920051,0.00474054,0.00378861,0.00857888,0,0,0,0,0.0122872,0.0138537,0.015206,0,0.0249837,0.0203474,0.00647271,0,0,0
31,0,0,0,0,0,0,0.00470618,0.00925915,0,0,0.103294,0,0,0.0134118,0.0202329,0.00585961,0.0410014,0.0572198,0.0085742,0.0330194,0.00487424,0.0117354,0.0149481,0.00497604,0.019138,0.00829069,0.0118675,0.211726,0.00424148,0.0149201,0.0250098,0.0163965,0.0218423,0.00616154,0,0,0.0131103,0,0.0138846,0.00831511,0.0395194,0.00872586,0.0149474,0.0122388,0.0100525,0.0256778,0.0121094,0.00801143,0.0185556,0.0346657,0.0171116,0.0174054,0.0239178,0.0114986,0.00642119,0.00555565,0.00826549,0,0,0,0,0,0.0153772,0.0199555,0,0.0287546,0.0206627,0.00964404,0,0,0
32,0,0,0,0,0,0,0.00460572,0.00766593,0,0,0.102745,0,0,0.0125206,0.0223809,0.00567468,0.0412422,0.0541202,0.0101658,0.0314235,0.0038642,0.0124951,0.0170638,0.00395411,0.019295,0.00881881,0.0122333,0.210938,0.00463524,0.0153299,0.0250736,0.0165256,0.022911,0.00593601,0,0,0.0128793,0,0.0141499,0.00848234,0.0387205,0.00726541,0.0155666,0.0117589,0.00940311,0.024057,0.0121901,0.0085691,0.0181418,0.0347751,0.0166161,0.0162585,0.0246239,0.0109202,0.00682509,0.00574058,0.00801821,0,0,0,0,0.0105111,0.014574,0.019442,0,0.0319931,0.021262,0.00839844,0,0,0
33,0,0,0,0,0,0,0.00389903,0.0104379,0,0,0.0895865,0,0,0.0113326,0.0231861,0.00498248,0.0431113,0.0381334,0.0153496,0.0361312,0.00624734,0.0185759,0.0231469,0.0104611,0,0.0179508,0.0231899,0.225554,0.00446454,0.0154969,0.0286626,0.0155183,0.0202881,0.0067981,0,0,0.0122762,0,0.0125108,0.00612633,0.0370501,0.00771317,0.015611,0.00893658,0.00940985,0.0249192,0.0110532,0.00867046,0.01796,0.0332995,0.0172844,0.0180784,0.0179898,0.0084761,0.00471209,0.00375676,0.00867676,0,0,0,0,0,0.0224065,0.0372157,0,0.0337535,0.0217197,0.0217516,0,0,0
34,0,0,0,0,0,0,0.00346576,0.0101192,0,0,0.100992,0,0,0.0114248,0.0232268,0.00515602,0.0418165,0.049124,0.0112579,0.0361405,0.005656,0.0141176,0.0197913,0.00513273,0.01958,0.0108386,0.0146585,0.210478,0.00447431,0.0155547,0.0292339,0.0155931,0.0206524,0.00584603,0,0,0.0124147,0,0.0124586,0.00619235,0.0379281,0.00967617,0.0144644,0.00886632,0.00934357,0.0227741,0.0112892,0.00843597,0.0186842,0.03298,0.0178766,0.0197085,0.0146646,0.0083671,0.00478243,0.00389834,0.00812524,0,0,0,0,0.0127746,0.0159667,0.0236341,0,0.0373716,0.0216474,0.0107241,0,0,0
35,0,0,0,0,0,0,0.00377671,0.0105098,0,0,0.107227,0,0,0.0112479,0.0231184,0.00511568,0.042358,0.050905,0.0131057,0.0359616,0.0060622,0.0143157,0.0218178,0.00408411,0.019887,0.0109681,0.0137422,0.202086,0.00441947,0.0154753,0.0316611,0.0155349,0.0214342,0.00575721,0,0,0.0125532,0,0.0123879,0.00658981,0.0376199,0.0137975,0.0132915,0.00909372,0.00958151,0.0216797,0.0134295,0.00991209,0.0195923,0.032557,0.0182586,0.0211107,0.0117322,0.00849709,0.00465443,0.00383543,0.00799013,0,0,0,0,0.0130158,0.0137026,0.0166833,0,0.0407346,0.0214143,0.00593068,0,0,0
36,0,0,0,0,0,0,0.00415019,0.0107408,0,0,0.11392,0,0,0.0109611,0.0231169,0.00496566,0.042952,0.0522615,0.0163912,0.0354456,0.0064745,0.0150945,0.0246566,0.00559966,0.0207513,0.0129802,0.0152135,0.193114,0.00395995,0.0154241,0.0332685,0.0154554,0.0214412,0.00573413,0,0,0.0127018,0,0.0123299,0.00660309,0.0378641,0.0160573,0.011795,0.00932612,0.0100281,0.0213224,0.014411,0.0108305,0.0199205,0.0322982,0.0182598,0.0214306,0.00949122,0.0085515,0.00441635,0.00370145,0.0079294,0,0,0,0,0.0132823,0.0139645,0.0089995,0,0.0427982,0.0210847,0.00348886,0,0,0
37,0,0,0,0,0,0,0.00433061,0.0109843,0,0,0.116084,0,0,0.0106514,0.0231729,0.00452402,0.0437955,0.0485693,0.0173578,0.0345793,0.00680734,0.0153283,0.0256286,0.00690563,0.0218112,0.0133226,0.0165237,0.190434,0.00321508,0.0153554,0.0333771,0.0153784,0.0197118,0.00587023,0,0,0.0125497,0,0.01225,0.00633964,0.0380425,0.0140014,0.0103554,0.00962304,0.0104259,0.0209495,0.0132795,0.0106767,0.0181164,0.031552,0.0169071,0.0191293,0.0109425,0.00832974,0.0042939,0.00357888,0.00784107,0,0,0,0,0.0136224,0.0147373,0.00772804,0,0.0408846,0.0206467,0.00403626,0,0,0
38,0,0,0,0,0,0,0.0044275,0.0113215,0,0,0.118526,0,0,0.0101841,0.0233131,0.00432776,0.0446928,0.0454801,0.0179159,0.0339485,0.00700422,0.015182,0.02605,0.00815911,0.0230962,0.0134177,0.0179758,0.188054,0.0035676,0.0153542,0.0319414,0.0152743,0.0170269,0.00617818,0,0,0.0124827,0,0.012152,0.00644437,0.0383492,0.0108218,0.00923208,0.0101388,0.0100146,0.0207585,0.0106804,0.00978975,0.0151541,0.0300521,0.0145548,0.0157212,0.0124767,0.00821032,0.00422285,0.00344567,0.00772681,0,0,0,0,0.0138593,0.0156218,0.00701741,0,0.0369904,0.0203659,0.00469194,0,0,0
39,0,0,0,0,0,0,0.00591568,0.0123463,0,0,0.124512,0,0,0.0100786,0.023404,0.00446878,0.0471884,0.0473493,0.00643393,0.0334126,0.00731012,0.00754655,0.0117679,0.00898012,0.0197375,0.00632401,0.0100374,0.189268,0.00349818,0.0153822,0.0308166,0.0153717,0.0149198,0.00840888,0,0,0.0140079,0,0.0121531,0.0075029,0.037981,0.00875033,0.0086852,0.0130503,0.00813064,0.0208521,0.00813572,0.00804259,0.0126914,0.028453,0.0123479,0.0128393,0.0134457,0.00978576,0.00446669,0.00377919,0.0081826,0,0,0,0,0.014272,0.0135466,0,0,0.0337325,0.0202453,0.00380456,0,0,0
40,0,0,0,0,0,0,0.00477865,0.0118886,0,0,0.123391,0,0,0.00966789,0.0235641,0.00430307,0.0458177,0.045373,0.0180025,0.0326791,0.00754571,0.0149529,0.0254585,0.0102312,0.0250042,0.0137388,0.0208767,0.184378,0.00456931,0.0154242,0.029047,0.0151243,0.0128073,0.00751705,0,0,0.012385,0,0.0119432,0.00674227,0.0388916,0.00731589,0.00821933,0.0116779,0.00669908,0.0207996,0.00677661,0.00673744,0.0104634,0.0264078,0.0101564,0.0107671,0.0125023,0.00820828,0.00395562,0.00331452,0.00760087,0,0,0,0,0.0139143,0.0168236,0.00897755,0,0.0308861,0.0200776,0.00611912,0,0,0
41,0,0,0,0,0,0,0.00487121,0.012015,0,0,0.124428,0,0,0.00951467,0.0236448,0.00422113,0.0460939,0.048326,0.01764,0.0316045,0.00783631,0.0146291,0.0244426,0.0109345,0.0260715,0.0138985,0.0216342,0.183899,0.00446968,0.0154102,0.0282998,0.0150642,0.0117909,0.00810544,0,0,0.0122213,0,0.0118614,0.00681625,0.0387729,0.00648304,0.00773316,0.0124111,0.00581303,0.0207358,0.00639325,0.00608732,0.00950394,0.0252001,0.00909126,0.0103307,0.0111584,0.00832668,0.0040072,0.00324914,0.0074994,0,0,0,0,0.0139429,0.0173034,0.010986,0,0.0295749,0.0198987,0.00656258,0,0,0
42,0,0,0,0,0,0,0.00485863,0.012154,0,0,0.123148,0,0,0.00929681,0.0235761,0.0039847,0.0462739,0.0537501,0.0177311,0.0302173,0.0081167,0.0146115,0.0235892,0.0115216,0.0269898,0.0142358,0.0221694,0.184757,0.00313682,0.0153307,0.0278171,0.0149924,0.0116376,0.00859079,0,0,0.0118774,0,0.0117701,0.00682762,0.0387258,0.00589255,0.00710859,0.0131125,0.00587925,0.020922,0.00659022,0.00641135,0.00931158,0.0245877,0.00868002,0.010474,0.0102205,0.00852858,0.00412264,0.003224,0.0073974,0,0,0,0,0.0140488,0.0176176,0.0123706,0,0.0292783,0.0197264,0.00694671,0,0,0
43,0,0,0,0,0,0,0.00489488,0.0122122,0,0,0.120128,0,0,0.00906107,0.0234125,0.00372717,0.0464027,0.0629391,0.0180455,0.0284919,0.00832483,0.014783,0.0227926,0.0119124,0.0275475,0.0145293,0.0222564,0.18679,0.00315069,0.015197,0.0272582,0.0149746,0.0120054,0.00890745,0,0,0.0118449,0,0.0117281,0.00662132,0.0386725,0.00611653,0.0064122,0.0136999,0.00614455,0.0212007,0.00738258,0.00698235,0.00935498,0.0243832,0.00858646,0.0105413,0.0101527,0.008699,0.00415376,0.00323297,0.00726121,0,0,0,0,0.0138658,0.0176017,0.0125449,0,0.0293555,0.019555,0.00719004,0,0,0
44,0,0,0,0,0,0,0.0050348,0.0123141,0,0,0.116409,0,0,0.00916516,0.0233971,0.0039331,0.0464408,0.0747376,0.0186602,0.0266619,0.00852669,0.0149543,0.0224218,0.0121735,0.0277887,0.0147712,0.0217825,0.189568,0.00337706,0.0152499,0.0270126,0.0149528,0.0125436,0.00913809,0,0,0.0119196,0,0.0116786,0.00684125,0.0386563,0.00805602,0.00574439,0.0141312,0.00648065,0.0215306,0.00815814,0.00722102,0.00948859,0.0244769,0.00867724,0.0105863,0.0101388,0.00877188,0.00413923,0.00320627,0.00713879,0,0,0,0,0.013665,0.0173484,0.011855,0,0.0294249,0.019721,0.00747093,0,0,0
45,0,0,0,0,0,0,0.00506758,0.0121254,0,0,0.114727,0,0,0.00922732,0.0233437,0.00398645,0.0466942,0.0810447,0.0187214,0.0244848,0.0085553,0.0148895,0.0221352,0.0124083,0.0277898,0.0144931,0.0201969,0.191725,0.00382572,0.0152752,0.0256912,0.0150107,0.0125822,0.00907718,0,0,0.0114293,0,0.0117166,0.00689608,0.0386695,0.00987169,0.00525833,0.0142681,0.00709107,0.0217042,0.00891391,0.00741557,0.00954254,0.0246842,0.0088074,0.0105006,0.0107643,0.00872444,0.00398654,0.00323701,0.00680139,0,0,0,0,0.0135339,0.0168061,0.0125151,0,0.0294807,0.0198005,0.00728619,0,0,0
46,0,0,0,0,0,0,0.00502312,0.0119577,0,0,0.11446,0,0,0.00919603,0.0234146,0.00390745,0.0470028,0.0822995,0.0185325,0.0225253,0.00864117,0.0145962,0.0220243,0.0125811,0.0278133,0.0139928,0.0183318,0.192386,0.00339861,0.0152702,0.0251737,0.0150221,0.012504,0.00897388,0,0,0.0110104,0,0.0117315,0.00685043,0.0390227,0.0102117,0.00496368,0.0142877,0.00769015,0.0218268,0.00913085,0.00770451,0.00967523,0.0247927,0.00894871,0.0107027,0.0114137,0.00858333,0.00382956,0.00322696,0.00635365,0,0,0,0,0.0140224,0.016167,0.0142894,0,0.0290359,0.0197863,0.00713813,0,0,0
47,0,0,0,0,0,0,0.00512725,0.0117076,0,0,0.114744,0,0,0.00912614,0.0235699,0.00381668,0.0472654,0.0813102,0.0182463,0.0207105,0.00867194,0.0141065,0.0216675,0.0127468,0.0279688,0.0132814,0.0166763,0.192144,0.0033403,0.0152709,0.0241093,0.0150031,0.0120982,0.00901543,0,0,0.0109014,0,0.0117047,0.00680053,0.0393929,0.00883522,0.00503147,0.0141302,0.00751348,0.0215241,0.00886451,0.00762079,0.00951084,0.0246618,0.00880988,0.0106975,0.0121925,0.00830481,0.00372404,0.00314861,0.00607352,0,0,0,0,0.0142059,0.0156939,0.0154248,0,0.0283087,0.0196922,0.00681682,0,0,0
48,0,0,0,0,0,0,0.00525882,0.0114485,0,0,0.11658,0,0,0.00891915,0.0236784,0.00353065,0.0474967,0.0787599,0.0179859,0.0190513,0.00883775,0.0136525,0.0209782,0.012913,0.0281584,0.0121793,0.0153728,0.191667,0.00386452,0.0152614,0.0235421,0.0149744,0.0116717,0.00907881,0,0,0.0107325,0,0.011694,0.00649385,0.0396367,0.00787146,0.00533158,0.0138632,0.00674667,0.0211519,0.00824525,0.0071328,0.00934898,0.0244619,0.00862192,0.0106985,0.0126313,0.00790586,0.00358962,0.00307451,0.00585162,0,0,0,0,0.0143999,0.0154813,0.0161422,0,0.0272691,0.0195995,0.00615379,0,0,0
49,0,0,0,0,0,0,0.00530881,0.0112027,0,0,0.117504,0,0,0.00868141,0.0236015,0.00319707,0.0475035,0.0778562,0.0183586,0.0173397,0.00883154,0.0130842,0.0201484,0.012903,0.0283018,0.0114919,0.0151469,0.191866,0.00387015,0.0151885,0.0224235,0.0149748,0.0111842,0.0088963,0,0,0.0103955,0,0.0117272,0.00638417,0.0395443,0.00803582,0.00566819,0.0135059,0.00621522,0.0207508,0.00797183,0.00680876,0.00925834,0.0243326,0.00848978,0.010645,0.0134646,0.00765077,0.00349073,0.0030079,0.00557465,0,0,0,0,0.0146236,0.0154621,0.0163172,0,0.0262668,0.0194681,0.00613331,0,0,0
50,0,0,0,0,0,0,0.00530993,0.0110809,0,0,0.117986,0,0,0.00849141,0.0235581,0.00306922,0.0473987,0.0775204,0.0188042,0.0159943,0.00885906,0.0125336,0.0191816,0.0126931,0.0283116,0.011242,0.0152997,0.192641,0.00471658,0.0151921,0.0208524,0.0149592,0.0105146,0.00863564,0,0,0.00995588,0,0.0117568,0.00645081,0.0389396,0.00798018,0.0058639,0.0130547,0.00619942,0.0205271,0.00815892,0.00693471,0.00904984,0.0241341,0.00824083,0.0107288,0.0149062,0.00729997,0.0033645,0.00292072,0.005344,0,0,0,0,0.014769,0.0154739,0.0169277,0,0.0249177,0.0194887,0.00639381,0,0,0
51,0,0,0,0,0,0,0.005205,0.0111768,0,0,0.118214,0,0,0.00836226,0.0236568,0.00316518,0.0471682,0.0776856,0.0189403,0.0148648,0.00884768,0.0122034,0.0181223,0.0123874,0.0282224,0.0111238,0.0152476,0.193408,0.00524129,0.0152648,0.0188606,0.0149268,0.00976171,0.0083079,0,0,0.00949469,0,0.0117793,0.00611913,0.0379078,0.00679319,0.00619703,0.0124842,0.0064603,0.0203628,0.00831549,0.00718926,0.00857838,0.0239466,0.00794037,0.0106475,0.0169075,0.00690703,0.00321223,0.00284414,0.00515408,0,0,0,0,0.0147088,0.0154644,0.0175143,0,0.023402,0.0196019,0.00658951,0,0,0
52,0,0,0,0,0,0,0.0049877,0.011361,0,0,0.118545,0,0,0.00812203,0.0237165,0.00317805,0.0469022,0.0786131,0.0187769,0.0138849,0.00875101,0.0120812,0.0169258,0.0120416,0.0280998,0.0108029,0.0148627,0.193847,0.00469321,0.0153354,0.0167513,0.014875,0.00892075,0.0079998,0,0,0.00893691,0,0.0117954,0.00577743,0.0368532,0.00649666,0.00683548,0.0118852,0.00677888,0.0202403,0.00815881,0.0073435,0.00790471,0.0237766,0.00763122,0.0102821,0.0191335,0.00638146,0.00305067,0.0028002,0.00500158,0,0,0,0,0.0143517,0.0153968,0.0173886,0,0.0219501,0.0197162,0.00653264,0,0,0
53,0,0,0,0,0,0,0.00462798,0.0114932,0,0,0.119157,0,0,0.00789996,0.0237955,0.00321355,0.0468039,0.0797684,0.0182601,0.0129314,0.00856343,0.0119989,0.0156613,0.0117308,0.0280758,0.0102909,0.0141419,0.193887,0.00352252,0.0153731,0.0146409,0.0148316,0.00815038,0.00767371,0,0,0.00830207,0,0.0118331,0.0056563,0.0361175,0.00656665,0.00756416,0.0112721,0.00692358,0.0201581,0.00810693,0.00730394,0.00716246,0.0234847,0.00719915,0.00982337,0.0215029,0.00571433,0.00287155,0.00272934,0.00481799,0,0,0,0,0.0140353,0.015287,0.0171812,0,0.0205171,0.0198297,0.00621319,0,0,0
54,0,0,0,0,0,0,0.00414115,0.0114653,0,0,0.119684,0,0,0.00761101,0.0237541,0.00307672,0.0469286,0.0803481,0.0173101,0.0117976,0.00837106,0.0118761,0.0146478,0.0114703,0.0282557,0.00965624,0.0131785,0.19381,0.00363799,0.0152843,0.0127505,0.0149264,0.00771442,0.00726512,0,0,0.00675615,0,0.011989,0.00490383,0.0360436,0.00643418,0.0083697,0.010932,0.00698127,0.0201536,0.0081653,0.00714027,0.00677026,0.0232554,0.00682953,0.00948398,0.0235833,0.00518727,0.00278763,0.00284827,0.00461432,0,0,0,0,0.0136613,0.015044,0.0167443,0,0.0195147,0.0197437,0.00565885,0,0,0
55,0,0,0,0,0,0,0.00376783,0.0114751,0,0,0.120255,0,0,0.00738172,0.0236995,0.00283413,0.047127,0.0800671,0.0160787,0.0106594,0.00822044,0.0117768,0.0136495,0.011185,0.0286011,0.00894561,0.0120301,0.193991,0.00464363,0.0151803,0.011203,0.0148783,0.00743062,0.00707004,0,0,0.00608713,0,0.0119729,0.00451705,0.0363832,0.00608014,0.00937457,0.0104788,0.00699906,0.0201133,0.00808719,0.00686327,0.00673827,0.0230507,0.00657159,0.00952468,0.0257673,0.00467106,0.00263388,0.00265603,0.00453545,0,0,0,0,0.0134184,0.0146804,0.0157862,0,0.0188451,0.0196357,0.00500858,0,0,0
56,0,0,0,0,0,0,0.00345759,0.0113517,0,0,0.120786,0,0,0.0071996,0.0236484,0.00263628,0.0471644,0.0791512,0.0150229,0.00968396,0.00808674,0.0116965,0.012766,0.0109041,0.0290101,0.00829168,0.0110081,0.19422,0.00395366,0.0151373,0.0104051,0.0148476,0.00716855,0.00691865,0,0,0.00535869,0,0.0119952,0.00417172,0.0368795,0.00576765,0.0105117,0.0101621,0.00696232,0.0202413,0.00793497,0.00665698,0.00698681,0.0228408,0.00642766,0.00998289,0.0276754,0.00429284,0.00255969,0.0026449,0.00448252,0,0,0,0,0.0132642,0.0142949,0.0148243,0,0.018486,0.0196364,0.00444698,0,0,0
57,0,0,0,0,0,0,0.00328364,0.0112223,0,0,0.121392,0,0,0.00692914,0.0236091,0.00240164,0.0468253,0.0780128,0.0143635,0.00910872,0.00802765,0.0114589,0.011886,0.0104632,0.0293028,0.00766225,0.010113,0.194118,0.00371872,0.0151108,0.0100142,0.0147466,0.00685316,0.00699798,0,0,0.00533359,0,0.0119329,0.00416827,0.0375457,0.00579153,0.0117921,0.0100406,0.0069714,0.0206289,0.00782998,0.00664689,0.00694291,0.0224998,0.00631463,0.010678,0.0291945,0.00407715,0.00237862,0.00251124,0.00452445,0,0,0,0,0.0133545,0.0139228,0.01411,0,0.018524,0.0196869,0.00397453,0,0,0
58,0,0,0,0,0,0,0.00317031,0.00701034,0,0,0.121643,0,0,0.0061332,0.0238066,0.00202362,0.0456914,0.0785789,0.0155296,0.0122374,0.00649823,0.0105864,0.0108371,0.0090466,0.0294276,0.0071016,0.00968566,0.192541,0.00353792,0.0151904,0.0114133,0.0145834,0.00718839,0.00520071,0,0,0.00230614,0,0.0119905,0.00237205,0.0415972,0.0114681,0.00727528,0.00690053,0.00847473,0.0211625,0.00719312,0.00826528,0.0108432,0.0206695,0.00791996,0.0169936,0.0344004,0.00180248,0.00221966,0.00220161,0.00388665,0,0,0,0,0.0088953,0.0140775,0.01208,0,0.0250425,0.0195599,0.00308203,0.0160777,0,0
59,0,0,0,0,0,0,0.00330572,0.0065202,0,0,0.121632,0,0,0.00613457,0.023866,0.00183132,0.0450827,0.0787643,0.0145502,0.0119255,0.00630971,0.0101782,0.00997304,0.00835628,0.0296809,0.00650893,0.00923185,0.192316,0.00453311,0.0151174,0.0115921,0.0145852,0.00722252,0.00527795,0,0,0.0021175,0,0.0119821,0.00195053,0.0424364,0.0122229,0.00693636,0.00683817,0.00847069,0.0215566,0.0069881,0.00830326,0.0112342,0.0202025,0.00814742,0.0177256,0.0354649,0.00145549,0.00219789,0.00213247,0.00407261,0,0,0,0,0.00873432,0.0140877,0.0122482,0,0.0259545,0.0195003,0.00286373,0.0168162,0,0
60,0,0,0,0,0,0,0.00351547,0.00607511,0,0,0.121743,0,0,0.00613763,0.0238139,0.00159272,0.0446571,0.0799277,0.0131545,0.0119274,0.00627198,0.0098764,0.00930847,0.00771515,0.0299766,0.00594497,0.00895365,0.19197,0.00333861,0.0150265,0.011801,0.0145992,0.00716093,0.00537163,0,0,0.00190211,0,0.0119979,0.00176438,0.0427961,0.0125355,0.00684912,0.00688529,0.00826727,0.0220082,0.00671558,0.00814723,0.0111279,0.0198032,0.00822441,0.0180194,0.0361099,0.00121244,0.00220182,0.00208743,0.00430144,0,0,0,0,0.00871729,0.0142572,0.0127649,0,0.0264186,0.0194208,0.0026631,0.0173085,0,0
61,0,0,0,0,0,0,0.00371817,0.00567377,0,0,0.122586,0,0,0.00629023,0.023791,0.00158422,0.0442744,0.0821257,0.0116954,0.0120545,0.00611864,0.00972164,0.00893387,0.00713214,0.0302026,0.00547463,0.00878047,0.191191,0.0025289,0.0150322,0.0120992,0.0146307,0.00698259,0.00547161,0,0,0.0017153,0,0.0120352,0.00196976,0.0427338,0.0126531,0.0069101,0.00703942,0.00794594,0.0224427,0.00649728,0.00790598,0.0108773,0.0194714,0.00825992,0.0180674,0.0367346,0.00114354,0.00229985,0.00208584,0.00450486,0,0,0,0,0.00879291,0.0146081,0.0130554,0,0.0265799,0.0195084,0.0024416,0.0176411,0,0
62,0,0,0,0,0,0,0.00387329,0.00538198,0,0,0.124188,0,0,0.00664301,0.0238469,0.00185945,0.0440149,0.0849816,0.0102485,0.0122352,0.00604637,0.00969856,0.00888894,0.00677557,0.0304705,0.00521007,0.00891006,0.189806,0.00224783,0.0151228,0.0114636,0.0145795,0.00672548,0.00567639,0,0,0.00235316,0,0.011956,0.00223803,0.0422723,0.0126763,0.00711886,0.00721886,0.00754735,0.0227814,0.006276,0.00761104,0.0107482,0.0192914,0.00837694,0.0178074,0.0372021,0.00139769,0.00199724,0.00189305,0.00466443,0,0,0,0,0.00903092,0.015249,0.0131323,0,0.0265408,0.019752,0.00227742,0.0179196,0,0
63,0,0,0,0,0,0,0.00404032,0.00518435,0,0,0.126183,0,0,0.00690684,0.0238596,0.00198481,0.0440034,0.0880865,0.00914164,0.0123447,0.00612253,0.00978789,0.00916314,0.00666696,0.0308288,0.00510172,0.00919193,0.187922,0.00211519,0.0151476,0.011021,0.0145855,0.0065367,0.0058318,0,0,0.00242806,0,0.0119472,0.00207601,0.0414743,0.0124185,0.00733315,0.00743005,0.00720987,0.0231279,0.00607049,0.00735988,0.0105933,0.0192219,0.00840856,0.0173283,0.0370327,0.00151531,0.00195308,0.00188098,0.00482872,0,0,0,0,0.00927688,0.0160197,0.0131528,0,0.0263037,0.019895,0.00227526,0.0180484,0,0
64,0,0,0,0,0,0,0.00420114,0.00517949,0,0,0.127969,0,0,0.00692537,0.0238619,0.00201186,0.0442384,0.0907799,0.0082111,0.0123166,0.00614003,0.00987864,0.00933834,0.0066861,0.0312774,0.00510459,0.00942715,0.186066,0.00197351,0.0151928,0.0113388,0.0145946,0.00646124,0.00594412,0,0,0.0022011,0,0.0119721,0.00173706,0.0405312,0.0119846,0.00754096,0.00748617,0.00705624,0.0234048,0.00585424,0.00725824,0.0102451,0.0191053,0.0084364,0.0167337,0.0361401,0.00161787,0.00203914,0.00193771,0.00496606,0,0,0,0,0.00970099,0.0167511,0.0130035,0,0.0259744,0.020002,0.00241504,0.018032,0,0
65,0,0,0,0,0,0,0.00427873,0.00537262,0,0,0.129646,0,0,0.0066704,0.0238602,0.00207343,0.0443433,0.0932723,0.00745219,0.0122214,0.00601011,0.00998399,0.00956502,0.00652659,0.0315821,0.00541623,0.00964093,0.18406,0.00183399,0.0153209,0.0109665,0.0146248,0.00625696,0.00603172,0,0,0.00227255,0,0.0119933,0.00172652,0.0400851,0.0115544,0.00775798,0.00745486,0.00703441,0.0234339,0.00571015,0.00733891,0.00969739,0.0189572,0.00826957,0.0160502,0.0356908,0.00177723,0.00201789,0.00193933,0.0049652,0,0,0,0,0.0103351,0.0174254,0.0127879,0,0.0255734,0.0201441,0.00255446,0.0179029,0,0
66,0,0,0,0,0,0,0.00425999,0.00591592,0,0,0.131116,0,0,0.00655148,0.0237839,0.00201084,0.0445005,0.0955722,0.00694129,0.0122237,0.00602293,0.00997479,0.00979743,0.00638746,0.0317881,0.0060056,0.0100068,0.181942,0.00182261,0.0153018,0.00901973,0.0146809,0.00572717,0.00619743,0,0,0.00240553,0,0.0120041,0.00180003,0.0400223,0.0112144,0.0079223,0.00758372,0.00707838,0.0232267,0.00551398,0.00752219,0.00887056,0.0187302,0.00778999,0.0151508,0.0360072,0.00193783,0.00207845,0.00199325,0.00482872,0,0,0,0,0.0105362,0.0181286,0.0123189,0,0.0248525,0.020205,0.00276346,0.0177498,0,0
67,0,0,0,0,0,0,0.00430261,0.00669636,0,0,0.132317,0,0,0.00623364,0.0234949,0.00151357,0.0448393,0.0977523,0.00666181,0.0121784,0.00622034,0.00989127,0.00991168,0.00616485,0.0318918,0.00669625,0.0104056,0.180036,0.00220142,0.0151549,0.0096513,0.0146869,0.00515754,0.00617651,0,0,0.00254773,0,0.012017,0.00228451,0.0399232,0.0110958,0.00800315,0.00747378,0.00708127,0.0230837,0.00525937,0.007643,0.00819605,0.0185599,0.00740821,0.0144135,0.0358692,0.00205745,0.00207204,0.00203119,0.0047535,0,0,0,0,0.0102166,0.0186936,0.0119056,0,0.0240209,0.0202913,0.00283966,0.0174742,0.00219813,0
68,0,0,0,0,0,0,0.00426759,0.00745148,0,0,0.13353,0,0,0.00636353,0.0233985,0.00161382,0.0452911,0.0996726,0.00628213,0.0122051,0.00617585,0.00968006,0.00981057,0.00589275,0.0319106,0.0073461,0.0109809,0.177869,0.00217459,0.0150635,0.00858291,0.0147966,0.00488687,0.00616865,0,0,0.00214033,0,0.0121195,0.00215463,0.0396405,0.0110043,0.00814406,0.00752642,0.00713934,0.0228674,0.00490461,0.00771448,0.00763041,0.0183392,0.00722062,0.0135186,0.0357306,0.00192438,0.0023771,0.0022556,0.00457245,0,0,0,0,0.0100195,0.0193286,0.0116918,0,0.0235501,0.0202981,0.00304384,0.0172214,0.00213782,0
