Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,RASI,LILC,RILC
38,0,0,0,0,0,0,0.00154514,0.00405086,0,0,0,0.137751,0.018123,0.0206424,0,0,0.000990858,0,0.0275127,0.00212787,0.0441217,0.108982,0.0243738,0.0225278,0.00345589,0.0269134,0.0383432,0.0145683,0.029579,0.018269,0.0227675,0.0103669,0.0201533,0.18071,0.0054691,0.0171955,0.00161417,0.122611,0.0117902,0.0213787,0.00822142,0,0,0.0149039,0,0.00934542,0.00667142,0.0316718,0.0289176,0.0182506,0.0245554,0.0146301,0.00929138,0.0196759,0.0109463,0.0138149,0.0102076,0.0175957,0.00613361,0.0128354,0.0368117,0.0146485,0.00317559,0.00183494,0.00631491,0.00585053,0,0,0,0.0201229,0.0315153,0
39,0,0,0,0,0,0,0.00296713,0.0115475,0,0,0,0.135463,0.0185304,0.0146304,0,0,0.00457593,0,0.0265304,0.00157731,0.0462053,0.0992478,0.0143086,0.00945521,0.00270135,0.0205553,0.0261544,0.0120172,0.0304531,0.0139205,0.0132054,0.00976543,0.0239514,0.177294,0.00457918,0.0166964,0.000740779,0.124538,0.0117814,0.0193079,0.00812278,0,0,0.0144022,0,0.00934632,0.00671997,0.0356056,0.0308628,0.0148783,0.0186098,0.0157463,0.00658766,0.0196751,0.00837635,0.0095866,0.00988356,0.0153219,0.00803028,0.0147866,0.0374582,0.0140035,0.00298742,0.00181397,0.014455,0.00237777,0,0,0,0.0025221,0,0
40,0,0,0,0,0,0,0.00289024,0.0114382,0,0,0,0.136361,0.01859,0.015609,0,0,0.00452066,0,0.026381,0.00146383,0.0461789,0.0998984,0.0128769,0.0104146,0.00267231,0.0186255,0.0244228,0.0128502,0.0314125,0.0142492,0.0134664,0.0105912,0.025352,0.176027,0.00456951,0.0166525,0.000545543,0.124892,0.0118534,0.0186451,0.00811098,0,0,0.0145077,0,0.00942637,0.00687566,0.0361533,0.0313285,0.0142861,0.0185473,0.0158931,0.00663224,0.0197773,0.00789188,0.009364,0.00978524,0.0147201,0.00823269,0.0146505,0.0380172,0.014262,0.00273232,0.00182696,0.0143868,0.00228831,0,0,0,0.00187712,0,0
41,0,0,0,0,0,0,0.00270587,0.0115064,0,0,0,0.136156,0.018648,0.015363,0,0,0.00450565,0,0.0263179,0.00128415,0.0461306,0.0990811,0.0105042,0.0115807,0.00287436,0.0164405,0.0223182,0.0138171,0.0321605,0.0142394,0.013224,0.011696,0.0271827,0.175433,0.00447384,0.0166331,0.00050946,0.125339,0.0117742,0.0181964,0.0084118,0,0,0.0138277,0,0.00936644,0.00632441,0.0365602,0.032168,0.0139251,0.01853,0.0159527,0.0066029,0.0198089,0.00752293,0.00910049,0.00991299,0.0142029,0.00849611,0.0147436,0.0385107,0.0136658,0.0030222,0.00193306,0.0146069,0.00244716,0,0,0,0.00239996,0,0
42,0,0,0,0,0,0,0.0026367,0.0115557,0,0,0,0.135188,0.0187261,0.014602,0,0,0.00469303,0,0.0263108,0.00138894,0.0462,0.0976328,0.00884272,0.0126244,0.00281823,0.0149375,0.0208139,0.0149091,0.0324697,0.0140914,0.012971,0.012978,0.0288381,0.175618,0.00438305,0.0166232,0.000515934,0.125718,0.0118327,0.0177355,0.00856031,0,0,0.0141338,0,0.00936131,0.00609794,0.0367998,0.03271,0.0135306,0.0185098,0.0160298,0.00662981,0.0198391,0.00715735,0.00888477,0.0100248,0.0138129,0.00864528,0.0147248,0.0391493,0.0133752,0.00306082,0.00193598,0.0145867,0.00251616,0,0,0,0.00314846,0,0
43,0,0,0,0,0,0,0.0025684,0.0115791,0,0,0,0.133242,0.018785,0.0128672,0,0,0.0049258,0,0.0262585,0.00132801,0.0462873,0.095422,0.00864828,0.0135182,0.00281891,0.014198,0.0195633,0.0156666,0.0322564,0.0138391,0.01258,0.0141252,0.0301135,0.176396,0.00429895,0.0165989,0.000667407,0.125805,0.0118572,0.0175185,0.00869007,0,0,0.0142752,0,0.00934453,0.00601817,0.0368691,0.0335434,0.0132953,0.0184611,0.0161756,0.00679586,0.0197993,0.00698257,0.00885803,0.0103082,0.0134683,0.00898739,0.0149355,0.0398318,0.0132306,0.00291138,0.00189141,0.0145542,0.00261022,0,0,0,0.0037556,0,0
44,0,0,0,0,0,0,0.0025066,0.0115624,0,0,0,0.131793,0.018816,0.0125066,0,0,0.00486839,0,0.0261369,0.00114443,0.0465157,0.0945334,0.00921473,0.0139788,0.00285628,0.0144555,0.0197153,0.0166322,0.0319403,0.0141127,0.0128728,0.014635,0.0304727,0.176732,0.00420532,0.0165658,0.000582231,0.125472,0.0118499,0.0174733,0.00890394,0,0,0.0136238,0,0.00935796,0.00582227,0.0367805,0.0346246,0.0127509,0.0182474,0.0163279,0.00695644,0.0198718,0.00683142,0.00874179,0.0104515,0.0131362,0.00934232,0.0151537,0.0405207,0.0130376,0.00305399,0.00195758,0.0145145,0.00278646,0,0,0,0.00395607,0,0
45,0,0,0,0,0,0,0.00246286,0.0114644,0,0,0,0.128839,0.0188133,0.00927078,0,0,0.00496741,0,0.0260015,0.00126885,0.0464761,0.0912583,0.0114963,0.0145603,0.00287375,0.0145089,0.0187691,0.0166016,0.0316523,0.0138237,0.0118575,0.0143497,0.0315283,0.177674,0.00417637,0.0165351,0.000367872,0.125102,0.0118886,0.0173635,0.00887419,0,0,0.0137181,0,0.00939212,0.00630583,0.0367856,0.0358444,0.0122425,0.0181501,0.0164555,0.00707209,0.0199294,0.00674738,0.00860759,0.0106886,0.0128171,0.0097673,0.0154761,0.041539,0.0134828,0.00246635,0.00186441,0.0144849,0.00280615,0,0,0,0.00415669,0,0
46,0,0,0,0,0,0,0.00245247,0.0114014,0,0,0,0.128228,0.0188072,0.00857159,0,0,0.0050542,0,0.0259007,0.0013725,0.0465691,0.0908495,0.0111751,0.0146777,0.00293428,0.0148424,0.0192417,0.0172254,0.0320491,0.0137486,0.0117198,0.0140728,0.0318747,0.177639,0.00420327,0.0165012,0.000476499,0.124898,0.01187,0.0171877,0.00899862,0,0,0.0136698,0,0.00936814,0.00602265,0.0368217,0.0365956,0.0117844,0.0181825,0.0165433,0.00717907,0.0200589,0.00659842,0.00844176,0.0108123,0.0124535,0.0100311,0.0155621,0.0426866,0.0135194,0.00232231,0.0018041,0.0144791,0.00290548,0,0,0,0.00425598,0,0
47,0,0,0,0,0,0,0.00250079,0.0113303,0,0,0,0.128219,0.0188427,0.00737173,0,0,0.00511892,0,0.0258604,0.00137516,0.0465318,0.0905066,0.0113899,0.0145181,0.00306589,0.014685,0.0189185,0.0170155,0.0325127,0.0133584,0.0111489,0.0138885,0.0322399,0.177979,0.00423944,0.0164488,0.000324156,0.12483,0.0118923,0.0169382,0.00907771,0,0,0.0142198,0,0.00934463,0.00544837,0.0368733,0.0371357,0.0112382,0.0184283,0.0165998,0.00729436,0.0202498,0.0064821,0.00825642,0.010999,0.0120131,0.010319,0.0155962,0.043676,0.013407,0.00220383,0.00179765,0.01442,0.00297145,0,0,0,0.0043277,0,0
48,0,0,0,0,0,0,0.00253438,0.0113433,0,0,0,0.130394,0.0188877,0.00970528,0,0,0.00522311,0,0.0258319,0.00134991,0.046748,0.0927189,0.00941418,0.0138346,0.00311294,0.0142102,0.0190715,0.0167143,0.0329636,0.0131877,0.0112323,0.0133828,0.0316012,0.176661,0.00419256,0.0164012,0.00132209,0.124767,0.0118256,0.0166968,0.00940427,0,0,0.0137182,0,0.0092714,0.00536197,0.0368473,0.0372924,0.0105668,0.0188908,0.0167534,0.00736442,0.0204913,0.00639901,0.00801501,0.0111434,0.0115489,0.0104795,0.0155127,0.0446974,0.0129666,0.00248912,0.00213408,0.0143983,0.00318593,0,0,0,0.00407052,0,0
49,0,0,0,0,0,0,0.00257171,0.0113008,0,0,0,0.132061,0.0188674,0.0103756,0,0,0.0054971,0,0.025786,0.00135508,0.0468524,0.0935753,0.00946825,0.0131317,0.00327258,0.0131635,0.0175875,0.0147994,0.0326459,0.0125173,0.0102408,0.012729,0.0313001,0.173976,0.00408045,0.0163652,0.00050123,0.124564,0.0118352,0.0164091,0.00952124,0,0,0.0136237,0,0.00925254,0.00565274,0.0369543,0.0371673,0.00980409,0.019639,0.0168433,0.00729472,0.0208238,0.00632471,0.00753525,0.0113078,0.0110181,0.0106161,0.0154432,0.0460326,0.0129363,0.00247862,0.00219691,0.0142922,0.00322748,0,0,0,0.00351979,0,0
50,0,0,0,0,0,0,0.00267515,0.0112109,0,0,0,0.135222,0.0188448,0.0126841,0,0,0.00554044,0,0.0257698,0.00142852,0.0471457,0.0954798,0.00859435,0.011901,0.00346476,0.0124509,0.0168144,0.0128269,0.0319951,0.0123278,0.0099822,0.0117534,0.030301,0.169671,0.00401537,0.0163672,0.000423926,0.124101,0.011828,0.0160112,0.00958158,0,0,0.0135489,0,0.00924447,0.00560873,0.0370092,0.0367765,0.00895503,0.0205431,0.0169511,0.00719188,0.021303,0.00654969,0.00693181,0.0114226,0.0103644,0.0106984,0.0152507,0.0476498,0.0128895,0.00250375,0.00242466,0.0140704,0.00319426,0,0,0,0.00271202,0,0
51,0,0,0,0,0,0,0.00277939,0.0111127,0,0,0,0.137987,0.0188517,0.0145557,0,0,0.00559244,0,0.0257298,0.00152553,0.0472666,0.0967529,0.00836113,0.0105595,0.00361319,0.0117067,0.0152103,0.0105198,0.0309472,0.0123913,0.00994789,0.0108852,0.0295013,0.165438,0.00397792,0.0163765,0.000425813,0.123467,0.0118514,0.0156014,0.0095993,0,0,0.0136294,0,0.00925768,0.00551641,0.0369683,0.0361576,0.00814537,0.0215989,0.0170319,0.00702862,0.0220115,0.0070381,0.006244,0.0115314,0.00953896,0.0107563,0.0149151,0.0495453,0.0128516,0.00262619,0.00243394,0.0137927,0.00309797,0,0,0,0.00229296,0,0
52,0,0,0,0,0,0,0.00231443,0.00624039,0,0,0,0.141404,0.0187608,0.0191722,0,0,0.00402614,0,0.0260425,0.00125475,0.0498578,0.100741,0.00736529,0.0147853,0.00241941,0.0100164,0.0114926,0.00735277,0.0297167,0.0147909,0.0121025,0.012344,0.0308269,0.159161,0.0038155,0.0165376,0.000464564,0.121175,0.0115076,0.0159119,0.00553243,0,0,0.0148286,0,0.00934625,0.00602015,0.0382041,0.0371576,0.0135977,0.0140742,0.0113853,0.00443099,0.0227029,0.00685502,0.00279648,0.0149588,0.00554207,0.0131161,0.0169755,0.0567658,0.0108661,0.00316819,0.00258727,0.00790075,0.00119194,0,0,0,0.009654,0,0.0218736
53,0,0,0,0,0,0,0.00246695,0.00600766,0,0,0,0.139946,0.0187958,0.0200353,0,0,0.00391372,0,0.0261024,0.00118967,0.0495973,0.100926,0.00653396,0.0144174,0.00217191,0.00930095,0.00930826,0.0061057,0.0284947,0.0155599,0.0126214,0.0120482,0.0306087,0.158206,0.00375125,0.0165418,0.0004038,0.120036,0.011478,0.0166042,0.00514957,0,0,0.0155644,0,0.009302,0.00640948,0.038292,0.0374664,0.0135861,0.0140925,0.0109574,0.00449615,0.0228951,0.00752072,0.00325753,0.0154396,0.0049108,0.0133807,0.0171015,0.0589333,0.0110383,0.00281824,0.00252378,0.00749149,0.00132918,0,0,0,0.00873469,0,0.0226902
54,0,0,0,0,0,0,0.00307923,0.00536541,0,0,0,0.136914,0.0187688,0.0188459,0,0,0.0038621,0,0.0261305,0.00108745,0.0489974,0.0991062,0.00639354,0.0145853,0.00213984,0.00842466,0.00758574,0.00510437,0.027674,0.0152929,0.0127164,0.0116392,0.0305011,0.158703,0.00396733,0.0165395,0.00050911,0.1188,0.0115823,0.0171964,0.00428796,0,0,0.0171441,0,0.00938142,0.00701409,0.0383891,0.0374242,0.0133175,0.014188,0.0101024,0.00460608,0.0230909,0.00829358,0.00384661,0.0158862,0.0044834,0.0135846,0.0170803,0.061103,0.0115034,0.00207432,0.0023773,0.00690779,0.00186478,0,0,0,0.00787488,0,0.0233137
55,0,0,0,0,0,0,0.00296298,0.00587455,0,0,0,0.133116,0.0187739,0.0164348,0,0,0.00406615,0,0.0261222,0.00105108,0.0482628,0.0959246,0.00623607,0.0143312,0.00226564,0.00769658,0.007234,0.00443973,0.0281639,0.0137776,0.0117669,0.0106008,0.0303122,0.160724,0.00387213,0.0165343,0.0006301,0.11654,0.0116031,0.0180005,0.00456821,0,0,0.0173371,0,0.00934793,0.00656884,0.0381346,0.036958,0.0137623,0.0145527,0.0103711,0.00483,0.0235038,0.00956855,0.00499362,0.0166123,0.00386723,0.0139354,0.0167534,0.0639882,0.0116808,0.00199445,0.00229035,0.0079229,0.00165883,0,0,0,0,0,0.0245715
56,0,0,0,0,0,0,0.00300729,0.00562443,0,0,0,0.130182,0.0187255,0.0149865,0,0,0.00402198,0,0.0261625,0.00105969,0.0473898,0.0935566,0.00529296,0.015066,0.00225363,0.00721347,0.00904244,0.00687773,0.0292757,0.012221,0.0105366,0.0106268,0.0303693,0.162809,0.00393993,0.0165476,0.000722761,0.114864,0.0115721,0.0184161,0.00434262,0,0,0.0173901,0,0.00933583,0.00684978,0.0381825,0.0357263,0.0133189,0.0145826,0.00980487,0.00496975,0.0238951,0.0104809,0.00551198,0.0169854,0.00337171,0.0139802,0.0161908,0.0666966,0.0114807,0.00204403,0.00240774,0.00795516,0.00181605,0,0,0,0,0,0.024751
57,0,0,0,0,0,0,0.00277688,0.00545108,0,0,0,0.127878,0.018621,0.0146757,0,0,0.00391148,0,0.0262341,0.00112833,0.0471578,0.0920856,0.0030501,0.0158851,0.00253031,0.00772559,0.0116627,0.0101263,0.0306776,0.0109226,0.00924257,0.0113845,0.0303396,0.164965,0.00414374,0.0165728,0.000852099,0.113314,0.0114945,0.0185491,0.00427623,0,0,0.0170479,0,0.0093029,0.00657261,0.0383559,0.0330983,0.0125477,0.0144829,0.00940477,0.00514067,0.0242696,0.0113398,0.00599323,0.0171703,0.00309488,0.0138791,0.015458,0.0691592,0.0111464,0.00224576,0.00250101,0.00809027,0.00166846,0,0,0,0,0,0.0247011
58,0,0,0,0,0,0,0.00257246,0.00524499,0,0,0,0.12628,0.0185438,0.0148675,0,0,0.00384169,0,0.0263244,0.00119327,0.0476305,0.0909541,0.00224808,0.0167069,0.00254034,0.00893922,0.0130603,0.0116853,0.0314211,0.010438,0.00893639,0.0118793,0.0298567,0.167281,0.00435482,0.0166252,0.00088279,0.111779,0.0114921,0.018411,0.00419435,0,0,0.0172235,0,0.00931603,0.00601178,0.0386499,0.0302656,0.0116297,0.0142848,0.00921833,0.00526078,0.024717,0.012238,0.00661481,0.0169521,0.00326607,0.0134073,0.0143756,0.0708205,0.0111707,0.00221808,0.00255652,0.00817146,0.00140116,0,0,0,0,0,0.0243967
59,0,0,0,0,0,0,0.00247676,0.00509061,0,0,0,0.125347,0.0184665,0.0153095,0,0,0.00378652,0,0.0263902,0.00115523,0.0485642,0.0902191,0.00369976,0.0174236,0.0025154,0.00940556,0.0127509,0.0115238,0.0312351,0.0106684,0.00956973,0.0119643,0.0287069,0.169441,0.00454288,0.016678,0.000971306,0.109957,0.011479,0.0179413,0.00416078,0,0,0.0172754,0,0.00931575,0.00570726,0.0390672,0.0269585,0.010824,0.0140465,0.00909604,0.00532796,0.0251283,0.0130638,0.00729992,0.016333,0.00364347,0.0126871,0.0129788,0.0722056,0.0112104,0.00219265,0.00259701,0.00820327,0.00110679,0,0,0,0,0,0.0240711
60,0,0,0,0,0,0,0.0025491,0.00495366,0,0,0,0.124778,0.0183904,0.0155537,0,0,0.00366606,0,0.0265039,0.00114449,0.04923,0.0896829,0.00453017,0.0180296,0.00255398,0.00842547,0.0114657,0.0105993,0.0302078,0.0109662,0.0102117,0.0115817,0.0270073,0.171462,0.00474373,0.0167499,0.00108993,0.107457,0.0114654,0.0175535,0.00409396,0,0,0.0173596,0,0.00932403,0.00575854,0.0395874,0.024301,0.0101445,0.013863,0.0088528,0.00550557,0.0254372,0.0136093,0.00799572,0.0155363,0.00411355,0.0120236,0.0115766,0.0729612,0.0112396,0.00219028,0.00257412,0.00810844,0.00103215,0,0,0,0,0,0.0239056
61,0,0,0,0,0,0,0.00300779,0.00464436,0,0,0,0.124146,0.0182863,0.0153199,0,0,0.00361335,0,0.0266216,0.001087,0.0490903,0.089123,0.00498711,0.018565,0.00251903,0.00698636,0.0101682,0.00951521,0.0290122,0.0109102,0.0103476,0.0107792,0.0252225,0.173641,0.00501825,0.0167999,0.00115248,0.104371,0.0115016,0.0172111,0.00382483,0,0,0.0175351,0,0.00941119,0.00610777,0.0401631,0.0217334,0.00986515,0.0138283,0.00838904,0.00575719,0.0258445,0.0141044,0.00885401,0.0146664,0.0045049,0.0113022,0.0102281,0.0738504,0.0112026,0.00221005,0.00262786,0.00773266,0.0014751,0,0,0,0,0,0.0238301
62,0,0,0,0,0,0,0.00302436,0.0048025,0,0,0,0.123124,0.0182081,0.0147281,0,0,0.0035097,0,0.0267165,0.00101417,0.0481494,0.088237,0.00583148,0.0190596,0.00234694,0.00575157,0.00917292,0.00862211,0.0282337,0.0103362,0.0101531,0.00986651,0.0237408,0.176111,0.00499913,0.0168632,0.00118434,0.100412,0.0114779,0.0171337,0.00380069,0,0,0.0177813,0,0.00941502,0.00647116,0.0406959,0.0193411,0.00940072,0.0138948,0.0083069,0.00618561,0.0261094,0.0141575,0.00968207,0.0140028,0.00479184,0.0109003,0.00940815,0.0747511,0.0112501,0.00244209,0.00275436,0.00768065,0.00163587,0,0,0,0,0,0.0237704
63,0,0,0,0,0,0,0.00324575,0.00487564,0,0,0,0.122338,0.0181286,0.0143169,0,0,0.00342927,0,0.0267529,0.000931307,0.0471585,0.0877085,0.00681482,0.0192447,0.00191768,0.00517979,0.00894324,0.0082234,0.0279414,0.00986619,0.0100251,0.00925937,0.0225167,0.178394,0.00495742,0.0168869,0.00130161,0.0958824,0.0113733,0.0173207,0.00368756,0,0,0.0178744,0,0.00933833,0.00638391,0.0412058,0.017358,0.00935169,0.0138851,0.00827821,0.00666442,0.0265093,0.0142562,0.010588,0.0133888,0.00507042,0.0103092,0.00865071,0.075684,0.0112305,0.00236981,0.0027909,0.00758223,0.00206062,0,0,0,0,0,0.0235538
64,0,0,0,0,0,0,0.00353712,0.00495761,0,0,0,0.121557,0.0180586,0.0136266,0,0,0.00344328,0,0.0267706,0.000951643,0.0464387,0.087083,0.00726485,0.0190324,0.00196248,0.00521647,0.00908143,0.00824266,0.027954,0.00958697,0.00990511,0.00881525,0.0215135,0.180639,0.00469466,0.0169215,0.0013385,0.090581,0.0113158,0.0183404,0.00356558,0,0,0.0178117,0,0.00928201,0.00667085,0.041758,0.0163253,0.00972181,0.0137923,0.00845864,0.0070968,0.0270779,0.014572,0.0114381,0.0127674,0.00534823,0.00948827,0.00778466,0.0771109,0.0112555,0.00233389,0.00278454,0.00750965,0.00248249,0,0,0,0,0,0.0231358
65,0,0,0,0,0,0,0.00377065,0.00507487,0,0,0,0.121178,0.0179898,0.0130024,0,0,0.00349727,0,0.0267757,0.00101407,0.0460496,0.0868241,0.00675507,0.0185715,0.00215219,0.00531243,0.00905405,0.00817678,0.0279529,0.00903414,0.00934572,0.00854106,0.0209556,0.18225,0.00441119,0.0169636,0.001387,0.08433,0.0112695,0.0199797,0.00349657,0,0,0.0176575,0,0.00924681,0.00656776,0.0423909,0.0161629,0.0103836,0.0137054,0.00873375,0.0073403,0.0276968,0.0149261,0.0119849,0.0124676,0.00557112,0.00881837,0.00726181,0.0792211,0.0113185,0.00250155,0.00279409,0.00746223,0.00277846,0,0,0,0,0,0.022627
66,0,0,0,0,0,0,0.00393346,0.00530819,0,0,0,0.121069,0.0179479,0.0123217,0,0,0.00358246,0,0.0268225,0.00105464,0.0459632,0.0865958,0.00591216,0.0179622,0.00243266,0.00548458,0.00890605,0.00787754,0.0278633,0.00842598,0.008344,0.00837594,0.0206807,0.183447,0.00407447,0.0169934,0.00164106,0.0773094,0.0112461,0.022553,0.00354093,0,0,0.0176053,0,0.0092243,0.00616956,0.0430541,0.0184016,0.0113177,0.0136839,0.00920994,0.00732487,0.0283573,0.015289,0.0121853,0.0124975,0.00567412,0.00827582,0.00702115,0.0826717,0.0115148,0.00270648,0.00278111,0.00748522,0.00290664,0,0,0,0,0,0.0219308
67,0,0,0,0,0,0,0.00407909,0.00569914,0,0,0,0.121171,0.0179393,0.0115917,0,0,0.00369942,0,0.0268547,0.00104305,0.0460826,0.0862951,0.00517429,0.0175496,0.00269457,0.00588793,0.0088768,0.00748611,0.0277724,0.00783702,0.0072545,0.00805207,0.0206507,0.184245,0.00371459,0.0170206,0.0023846,0.07005,0.0113099,0.0257489,0.00367082,0,0,0.0179452,0,0.00922162,0.00641296,0.0436894,0.0226075,0.0125477,0.0138048,0.00983926,0.00710652,0.0290144,0.015663,0.0120751,0.0128689,0.00565775,0.00784773,0.00708315,0.0880705,0.0119537,0.00243542,0.00273792,0.00765378,0.0029392,0,0,0,0,0,0.0209763
68,0,0,0,0,0,0,0.00366764,0.00655937,0,0,0,0.122337,0.0174782,0.0159316,0,0,0.00181146,0,0.0279355,0.00207789,0.0425546,0.0940437,0.0121512,0.0175413,0.00495002,0.00820739,0.0137146,0.00878098,0.0291053,0.0115466,0.0159139,0.00874592,0.0174761,0.189129,0.00476799,0.0176411,0.00366169,0.0642965,0.0110892,0.0257267,0.00407625,0,0,0.0186029,0,0.00932453,0.0066585,0.0404296,0.0261533,0.0138497,0.00719457,0.00590956,0.00245839,0.028896,0.0139735,0.00781618,0.0113272,0.00649816,0.00761535,0.00674813,0.0923538,0.0126902,0.00268357,0.00298761,0.00727989,0.00605476,0,0,0,0,0.0375603,0.0276876
69,0,0,0,0,0,0,0.0032122,0.00600117,0,0,0,0.122868,0.0175385,0.0154571,0,0,0.00181805,0,0.0279838,0.00219161,0.0430934,0.0944511,0.0122069,0.0172239,0.00489825,0.00805349,0.0133426,0.00874812,0.0288733,0.0111074,0.0152441,0.00803276,0.0174093,0.189323,0.00410634,0.0176916,0.00330005,0.0577699,0.0110126,0.0274259,0.00400696,0,0,0.018365,0,0.00920717,0.00673537,0.0406896,0.0311001,0.0155099,0.00708312,0.00643428,0.00262745,0.02954,0.0146805,0.00789914,0.0114863,0.00644088,0.00778054,0.00713998,0.0983368,0.012798,0.00281413,0.00303943,0.00664253,0.00609611,0,0,0,0,0.0375371,0.0266655
70,0,0,0,0,0,0,0.0031348,0.00545211,0,0,0,0.122823,0.0175229,0.0149738,0,0,0.00167552,0,0.0280085,0.00214196,0.0434037,0.0944133,0.0120856,0.0165649,0.00481041,0.00779947,0.0128461,0.00866824,0.0285766,0.0105143,0.0144142,0.00762201,0.0172335,0.189758,0.00366408,0.0176893,0.00267768,0.0530195,0.0109965,0.0279886,0.00421175,0,0,0.0180861,0,0.00915457,0.00666087,0.0409952,0.0347843,0.0166883,0.0068885,0.00695107,0.00342922,0.030286,0.0153334,0.00845797,0.0111303,0.00634954,0.0081432,0.00743869,0.10318,0.0129025,0.00283305,0.00291972,0.00584761,0.00632813,0,0,0,0,0.0372593,0.0254867
71,0,0,0,0,0,0,0.00312002,0.00506388,0,0,0,0.122321,0.0175197,0.0146972,0,0,0.00153448,0,0.0280599,0.00204857,0.043355,0.0940557,0.0117217,0.0157901,0.00450801,0.00751114,0.0124301,0.008539,0.0282553,0.00997709,0.0138966,0.0073574,0.0168524,0.190512,0.00344649,0.0177078,0.00243736,0.0499891,0.0110798,0.028144,0.00441672,0,0,0.0180175,0,0.00919221,0.00646283,0.0412813,0.037721,0.0175084,0.00678291,0.00745897,0.00482274,0.0309702,0.0157098,0.00929217,0.0105417,0.00634261,0.00865871,0.00813014,0.106336,0.0131666,0.00288568,0.00285108,0.00513831,0.00661366,0,0,0,0,0.0370811,0.0243046
72,0,0,0,0,0,0,0.00318356,0.00495833,0,0,0,0.121597,0.0175532,0.0145517,0,0,0.00141404,0,0.0281722,0.0020249,0.0430297,0.0937194,0.0110937,0.0151927,0.00447538,0.00726867,0.0117248,0.0083829,0.0280887,0.00958222,0.0137135,0.00711124,0.0163274,0.191615,0.00346817,0.0177402,0.00244381,0.0481376,0.0112017,0.0284312,0.00465479,0,0,0.0180817,0,0.00928716,0.00621474,0.0414841,0.0401955,0.0182419,0.00687972,0.0078499,0.00623217,0.0315348,0.0159754,0.0102117,0.0100357,0.0064381,0.00926707,0.00951188,0.108454,0.0135008,0.00307717,0.00287727,0.00480699,0.00686809,0,0,0,0,0.0371931,0.0233149
73,0,0,0,0,0,0,0.00331173,0.00511691,0,0,0,0.120781,0.0175806,0.0145725,0,0,0.00139277,0,0.028267,0.00206615,0.0427205,0.0934879,0.0103021,0.0148299,0.00446354,0.00697606,0.0110314,0.00820921,0.0280548,0.00923772,0.0136611,0.00682552,0.0157845,0.192611,0.00366815,0.0177823,0.00247382,0.0473992,0.0112311,0.0291198,0.00486588,0,0,0.0183232,0,0.00929023,0.00607015,0.0415892,0.0422613,0.0188343,0.00711105,0.00808257,0.00733317,0.0319764,0.0160778,0.0112064,0.0096369,0.00666243,0.00980531,0.0112191,0.109942,0.0138148,0.00309208,0.0028544,0.00485055,0.00697053,0,0,0,0,0.0376026,0.0225989
74,0,0,0,0,0,0,0.00362161,0.0055359,0,0,0,0.120146,0.01755,0.0148059,0,0,0.00142815,0,0.028341,0.002115,0.0425499,0.0932455,0.00921974,0.0146477,0.00465967,0.00649763,0.0101739,0.00789388,0.0281795,0.00883439,0.013182,0.00673249,0.0154875,0.193369,0.0040966,0.01782,0.00251181,0.0473471,0.0111933,0.0286283,0.00512447,0,0,0.0182395,0,0.00926975,0.00608567,0.0415941,0.0440033,0.0194855,0.00733711,0.00823266,0.00852956,0.0323351,0.0161203,0.0122862,0.00962553,0.00696102,0.010399,0.0131553,0.110073,0.0138343,0.00320347,0.00280783,0.00525913,0.00700141,0,0,0,0,0.0381506,0.0221638
75,0,0,0,0,0,0,0.00405577,0.00605555,0,0,0,0.11977,0.0175376,0.0150061,0,0,0.00155494,0,0.0284621,0.00214927,0.0425428,0.0932123,0.00808502,0.0145394,0.00511533,0.00596323,0.00927419,0.00752344,0.0284536,0.00834478,0.0125987,0.00669187,0.015319,0.193879,0.00469507,0.0178255,0.00262768,0.0482963,0.011142,0.0281763,0.00547302,0,0,0.0181211,0,0.00923112,0.00617751,0.0415342,0.0447329,0.0200896,0.00750666,0.00849073,0.00959781,0.0326688,0.0160744,0.0134331,0.0096727,0.00733495,0.0109456,0.0149509,0.109522,0.0139321,0.00320383,0.00266206,0.00592787,0.00696246,0,0,0,0,0.0387406,0.0219016
76,0,0,0,0,0,0,0.0040229,0.00618551,0,0,0,0.120007,0.0175754,0.0150626,0,0,0.00170185,0,0.028587,0.00227267,0.0426432,0.0935599,0.00689263,0.0144493,0.00542043,0.00537335,0.00834596,0.00706642,0.0287656,0.00778026,0.0117987,0.00658934,0.0152944,0.193761,0.00500012,0.017866,0.00260033,0.049955,0.0110336,0.0274645,0.00540131,0,0,0.0179189,0,0.00908207,0.00615488,0.0414021,0.0447121,0.0205776,0.00774958,0.0083854,0.0105273,0.0329968,0.0159939,0.0145378,0.0100016,0.00772648,0.0113901,0.0166739,0.108227,0.0140023,0.0029833,0.00254992,0.0062039,0.00668252,0,0,0,0,0.0393847,0.0217725
