Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LWRB,LILC
146,0,0,0,0,0,0,0.00612318,0.00618936,0,0,0,0.0189114,0.0373457,0,0,0.0116417,0,0.0268087,0.0047444,0.0442951,0.171885,0.00971331,0.0166858,0.00835663,0.00417609,0.014642,0.0128665,0.0373148,0.0134988,0.0173677,0.0118672,0.0187023,0.163125,0.00483206,0.0169548,0.0114604,0.0149821,0.0132876,0.00512182,0,0,0.00350712,0,0.0123999,0.00334803,0.0316157,0.0199869,0.0270316,0.0110234,0.00996433,0.00900145,0.00782878,0.0191646,0.00374078,0.00848201,0.00791489,0.0172613,0.00639465,0.00972226,0.0444385,0.00537228,0.00426764,0.00333313,0.00737743,0.00646581,0,0,0,0,0.00071665,0.0384684
147,0,0,0,0,0,0,0.00622098,0.00623814,0,0,0,0.0189235,0.0368352,0,0,0.0115789,0,0.026813,0.00472965,0.0444195,0.172794,0.00879133,0.0168042,0.00845298,0.00438005,0.0147847,0.0138215,0.037327,0.0139999,0.0180893,0.012868,0.019257,0.162506,0.0048069,0.0169717,0.0115823,0.0149608,0.0137945,0.0050468,0,0,0.0035308,0,0.0123927,0.00329509,0.0315856,0.0221811,0.0272098,0.011391,0.00989956,0.00891179,0.00807757,0.0188727,0.0040495,0.00876094,0.0085134,0.0168432,0.00707938,0.010449,0.0446886,0.00541833,0.0041723,0.00331242,0.0074581,0.00651674,0,0,0,0,0.000727346,0.0386536
148,0,0,0,0,0,0,0.00629527,0.00643866,0,0,0,0.0189326,0.0354385,0,0,0.0114441,0,0.0268081,0.00468063,0.044453,0.174285,0.00755738,0.0170246,0.00855145,0.00475098,0.0145005,0.0143445,0.0373905,0.0142506,0.0183667,0.0134996,0.0198833,0.161433,0.00473606,0.016988,0.0117746,0.0150915,0.0142865,0.00489416,0,0,0.00328344,0,0.0125372,0.00286812,0.0316338,0.0242841,0.0273158,0.0116859,0.00980802,0.00854137,0.00829033,0.018545,0.00431524,0.00894298,0.00908172,0.0163521,0.00751859,0.0112227,0.0449611,0.00552381,0.00368078,0.00323095,0.00770007,0.00652109,0,0,0,0,0.000529604,0.0388345
149,0,0,0,0,0,0,0.00627783,0.00648996,0,0,0,0.0189371,0.0352207,0,0,0.011313,0,0.026807,0.00459117,0.0444321,0.174982,0.00773104,0.0172928,0.00867678,0.00517652,0.014854,0.0147682,0.0376044,0.0143451,0.0184886,0.0136823,0.0200061,0.160872,0.00478304,0.017003,0.0117801,0.015004,0.0147751,0.00481202,0,0,0.00330617,0,0.0124474,0.00300594,0.0317149,0.0264865,0.0275204,0.011976,0.00995307,0.00857031,0.00856362,0.0182312,0.00458864,0.00925775,0.00960606,0.0158321,0.00810238,0.0118644,0.0452099,0.00537448,0.00395496,0.00321462,0.00776973,0.00655141,0,0,0,0,0.000631203,0.0389204
150,0,0,0,0,0,0,0.00627409,0.00651256,0,0,0,0.0189589,0.0345006,0,0,0.011173,0,0.0267771,0.00450355,0.0442197,0.175708,0.00728283,0.0174651,0.00882762,0.00508813,0.0145149,0.0144628,0.0376246,0.0141337,0.0181699,0.0136594,0.0201397,0.160155,0.00488513,0.0169839,0.0116339,0.014926,0.0148241,0.00481231,0,0,0.00331281,0,0.0123381,0.00298606,0.0319575,0.028476,0.027732,0.0120557,0.0101427,0.0084422,0.00876402,0.0180407,0.00459426,0.00935753,0.00992719,0.015314,0.00871981,0.0123445,0.0453314,0.0054281,0.0037746,0.00315766,0.00776945,0.00660351,0,0,0,0,0.000836948,0.0390159
151,0,0,0,0,0,0,0.00623483,0.00661075,0,0,0,0.0189979,0.0341812,0,0,0.0110349,0,0.0267489,0.00441534,0.0439616,0.175564,0.0075746,0.0178281,0.00894638,0.00460744,0.0141813,0.013774,0.0372738,0.0136836,0.0176445,0.0132147,0.0197942,0.159716,0.00491189,0.0169865,0.0123372,0.0148335,0.0154056,0.00478694,0,0,0.003213,0,0.01223,0.00295692,0.0320992,0.0310243,0.0281049,0.0125126,0.0103187,0.00832218,0.00905474,0.0178792,0.00493513,0.00970991,0.0105335,0.0146483,0.00947294,0.0132576,0.0461825,0.00530405,0.00377131,0.00315352,0.00790215,0.00661268,0,0,0,0,0.000762447,0.0389175
152,0,0,0,0,0,0,0.00619999,0.0066699,0,0,0,0.0190456,0.0336211,0,0,0.0109531,0,0.0267691,0.00434626,0.043941,0.17403,0.00787131,0.0181615,0.00902996,0.00372667,0.0133788,0.0125121,0.036585,0.0129014,0.0166486,0.0122561,0.0191557,0.160091,0.00490939,0.0169984,0.0125074,0.0147211,0.0157977,0.00476319,0,0,0.00309221,0,0.0121082,0.00290671,0.032145,0.0330377,0.0286182,0.0126456,0.0103979,0.00820687,0.00934498,0.0178605,0.00495889,0.0099819,0.0108954,0.0139865,0.0100846,0.0139206,0.0464945,0.00521299,0.00376835,0.00315211,0.00801599,0.00659875,0,0,0,0,0.000686097,0.0386379
153,0,0,0,0,0,0,0.00613631,0.00671989,0,0,0,0.0191212,0.0337277,0,0,0.010924,0,0.026818,0.00429484,0.0439468,0.170975,0.00785412,0.0184702,0.00905556,0.00247583,0.0118905,0.0106433,0.0355973,0.0121083,0.0153767,0.0108114,0.0184159,0.161711,0.00488621,0.0170016,0.0124336,0.0146361,0.015991,0.00479276,0,0,0.00280624,0,0.0120038,0.00285197,0.0323668,0.0345266,0.0290829,0.0125088,0.0105977,0.00811353,0.00959501,0.0179748,0.00467711,0.0100715,0.0110788,0.0133606,0.010587,0.014381,0.0465923,0.00512144,0.00379613,0.0031812,0.00813735,0.00659614,0,0,0,0,0.000685613,0.0381911
154,0,0,0,0,0,0,0.00604751,0.00675325,0,0,0,0.0191552,0.0352611,0,0,0.010803,0,0.0268278,0.00422942,0.0440326,0.167736,0.00765304,0.0187436,0.00903139,0.00141253,0.009917,0.00854229,0.0346876,0.0117486,0.0143927,0.00922335,0.0178394,0.164063,0.00483657,0.0170023,0.01219,0.0145852,0.0158385,0.00483138,0,0,0.0025188,0,0.0119368,0.00274751,0.0325204,0.0354564,0.0296801,0.0121407,0.0107732,0.00804324,0.00965726,0.0182046,0.0041226,0.010105,0.0111338,0.0128017,0.0109808,0.0144089,0.0463416,0.00503815,0.0037992,0.00321153,0.00823193,0.00658941,0,0,0,0,0.000620898,0.0376617
155,0,0,0,0,0,0,0.00587144,0.00690959,0,0,0,0.0191808,0.0380562,0,0,0.0106205,0,0.0268244,0.00406644,0.0438736,0.165864,0.0084779,0.0192035,0.00899958,0.00223089,0.00851764,0.00719936,0.0338807,0.012332,0.0144983,0.00803337,0.0175949,0.165505,0.00479819,0.0170173,0.0125729,0.0146463,0.0165394,0.00484904,0,0,0.00250702,0,0.0119988,0.00246885,0.0325646,0.0371959,0.0303555,0.0123524,0.0109956,0.00784037,0.00972355,0.0184605,0.00425334,0.0106082,0.0116949,0.0121115,0.0117088,0.0151301,0.0467791,0.00497599,0.0035902,0.00317407,0.00845941,0.00651452,0,0,0,0,0.00053534,0.0370947
156,0,0,0,0,0,0,0.00572134,0.00697592,0,0,0,0.01922,0.0399717,0,0,0.010498,0,0.0268578,0.00393827,0.043395,0.165617,0.0106969,0.0199399,0.00887226,0.00344573,0.00813603,0.00713529,0.0331145,0.0135251,0.0156465,0.00765215,0.0177369,0.165826,0.0046989,0.0170545,0.0137914,0.0145042,0.0188154,0.004941,0,0,0.00236583,0,0.0118569,0.00254985,0.0323334,0.041018,0.0312384,0.0138609,0.011215,0.00797466,0.0102357,0.01891,0.0062399,0.0119444,0.0133203,0.0112654,0.0131959,0.0170996,0.048542,0.00493418,0.0038352,0.00320822,0.00851411,0.00646185,0,0,0,0,0.000459841,0.0366746
157,0,0,0,0,0,0,0.00563653,0.00706756,0,0,0,0.0192275,0.0406345,0,0,0.0104887,0,0.0268943,0.00386515,0.0428879,0.166964,0.0136654,0.0204602,0.00892206,0.00394076,0.00847008,0.00787004,0.0325619,0.0141299,0.0166142,0.00798149,0.0177006,0.164502,0.00484578,0.0170542,0.0146083,0.0143765,0.0196315,0.00503797,0,0,0.00240392,0,0.011737,0.00255785,0.0323041,0.0423485,0.0318844,0.0142268,0.0112628,0.00810737,0.0106238,0.0194032,0.00703577,0.0125816,0.0141032,0.0105558,0.0140009,0.017795,0.0491433,0.00504908,0.00386666,0.00316667,0.00850235,0.00647558,0,0,0,0,0.000519148,0.036572
158,0,0,0,0,0,0,0.00566477,0.00729915,0,0,0,0.0192016,0.0397254,0,0,0.010623,0,0.0269346,0.00385497,0.0422985,0.169414,0.0157904,0.0209781,0.00902641,0.00397131,0.00873806,0.00881815,0.0325099,0.0137636,0.0166854,0.00852999,0.0176012,0.162391,0.00501898,0.017063,0.0147545,0.0142637,0.0197346,0.00510651,0,0,0.00249305,0,0.0116565,0.00251444,0.0323728,0.0423888,0.0323838,0.0138919,0.0111179,0.00830406,0.0108177,0.0197446,0.00698003,0.0127926,0.0144905,0.00991982,0.0144673,0.0178501,0.0486711,0.0051955,0.00390628,0.00311535,0.00863169,0.00656284,0,0,0,0,0.000573263,0.0367583
159,0,0,0,0,0,0,0.00573853,0.00758231,0,0,0,0.0190904,0.0380534,0,0,0.0108314,0,0.0270066,0.00385695,0.0416238,0.172588,0.0161628,0.0214584,0.00915558,0.00409506,0.00899374,0.0101523,0.0331339,0.0127583,0.0160585,0.00912227,0.0175547,0.160073,0.00524924,0.0170811,0.0149618,0.0141884,0.0195658,0.00516739,0,0,0.00268294,0,0.0116164,0.00254048,0.0324123,0.0417984,0.0328673,0.0133397,0.0108953,0.00848387,0.0108685,0.0200565,0.00665223,0.0128471,0.0147991,0.00925571,0.0148432,0.0178755,0.0478703,0.00538565,0.00394298,0.00309372,0.00889242,0.0066843,0,0,0,0,0.000644136,0.0371028
160,0,0,0,0,0,0,0.00585461,0.00785609,0,0,0,0.0189009,0.0363701,0,0,0.0110819,0,0.027137,0.00383224,0.0410951,0.175994,0.0147806,0.0218233,0.00923321,0.00436587,0.00968479,0.011764,0.0341681,0.0118312,0.0153962,0.00975005,0.0175566,0.157851,0.00544107,0.0171499,0.0153912,0.0141469,0.0192193,0.00527465,0,0,0.00282778,0,0.0115937,0.00263848,0.0323744,0.0407974,0.0333321,0.0126331,0.0106298,0.00859894,0.0108431,0.0203745,0.00617423,0.0126828,0.0150514,0.00853269,0.0151756,0.0177677,0.0471113,0.00558037,0.00399595,0.00311987,0.00926638,0.00677302,0,0,0,0,0.000754969,0.0374279
161,0,0,0,0,0,0,0.00588155,0.00809635,0,0,0,0.0188201,0.0348509,0,0,0.0113012,0,0.0273073,0.00381138,0.0409524,0.17933,0.0123046,0.0220447,0.00920022,0.00464878,0.0106104,0.0128598,0.0348726,0.0113581,0.0150988,0.0102835,0.0173713,0.155875,0.00550933,0.0172701,0.015851,0.0140927,0.0187259,0.00545432,0,0,0.0028544,0,0.0115659,0.00270387,0.032335,0.0394472,0.0336878,0.0117362,0.0103031,0.00868735,0.0107925,0.0206492,0.00547072,0.0124324,0.0152645,0.00778448,0.0154691,0.017564,0.0461358,0.00584462,0.00403459,0.0031152,0.00971866,0.00682187,0,0,0,0,0.000825887,0.0376772
162,0,0,0,0,0,0,0.00579529,0.00849364,0,0,0,0.0187698,0.0337825,0,0,0.0115173,0,0.0274378,0.00381507,0.0413102,0.181939,0.00998487,0.0224045,0.00904296,0.00498531,0.011183,0.0129747,0.0347074,0.0111144,0.0150173,0.0106511,0.0166939,0.154626,0.00549592,0.0173767,0.015487,0.0140578,0.0181606,0.00565571,0,0,0.00397443,0,0.0115686,0.00257578,0.032263,0.0379939,0.0339256,0.0105797,0.0098831,0.00859455,0.0105799,0.0209468,0.00451037,0.0120018,0.015384,0.00705311,0.0156351,0.0172345,0.0446107,0.0064192,0.00350984,0.00281796,0.0103779,0.00679681,0,0,0,0,0.000634396,0.0378667
163,0,0,0,0,0,0,0.00565171,0.00858432,0,0,0,0.0186943,0.0329421,0,0,0.0116432,0,0.0275154,0.0038485,0.0418468,0.184503,0.00909969,0.022609,0.00879813,0.00556152,0.0110734,0.0126595,0.0340283,0.0108839,0.0149891,0.0106781,0.0157222,0.153045,0.00554158,0.0174154,0.0168231,0.0139739,0.0176317,0.0057399,0,0,0.00390335,0,0.0115127,0.00259486,0.0321757,0.0355356,0.0342165,0.00914822,0.00948784,0.00872272,0.0101829,0.0213126,0.00342182,0.01142,0.0154679,0.00619677,0.0157028,0.0168349,0.0429323,0.00654789,0.00368756,0.00292916,0.0106975,0.00672554,0,0,0,0,0.000773307,0.0381723
164,0,0,0,0,0,0,0.00561655,0.00866663,0,0,0,0.0186067,0.0316914,0,0,0.0119269,0,0.0276008,0.00390676,0.042089,0.186653,0.00967659,0.0221012,0.00868004,0.00596172,0.0104372,0.0121454,0.0332904,0.0102482,0.0144692,0.0100255,0.014495,0.151679,0.00566559,0.0174429,0.0181661,0.0140485,0.0157084,0.0058203,0,0,0.00407957,0,0.0115978,0.00272903,0.0329157,0.0299749,0.0340855,0.00596064,0.00902031,0.00879755,0.00897127,0.0213099,0.00220536,0.00956759,0.0142875,0.00559905,0.0143845,0.0145108,0.0397812,0.00668651,0.00360579,0.00301538,0.0109666,0.00664225,0,0,0,0,0.00114943,0.0384941
165,0,0,0,0,0,0,0.00559426,0.00857187,0,0,0,0.0185425,0.0306128,0,0,0.0121931,0,0.0276861,0.003936,0.0417746,0.188548,0.0108718,0.0217034,0.00849369,0.00629443,0.00977156,0.011969,0.0328978,0.00954427,0.0139188,0.00944935,0.0135579,0.150205,0.0057485,0.0174477,0.0213256,0.0140165,0.014979,0.00586203,0,0,0.003973,0,0.0115579,0.00277744,0.0335649,0.0251928,0.0341111,0.00428528,0.00858906,0.00882178,0.00787331,0.0219989,0.00458458,0.00856397,0.0138457,0.00518446,0.0137626,0.0133084,0.0383579,0.00666396,0.00378815,0.0031479,0.0110191,0.00642881,0,0,0,0,0.00134919,0.0386092
166,0,0,0,0,0,0,0.00557489,0.0084362,0,0,0,0.018479,0.0295387,0,0,0.0123371,0,0.0277319,0.00397025,0.0414285,0.189451,0.012008,0.021295,0.00832932,0.00639187,0.00951063,0.0121796,0.0331239,0.00881724,0.0132655,0.00888905,0.0129615,0.149676,0.00570445,0.0174626,0.0214635,0.0139961,0.0147455,0.00595806,0,0,0.00402425,0,0.0115172,0.0028508,0.0341992,0.0222206,0.0339153,0.00331292,0.00821261,0.00870727,0.00687543,0.0229479,0.00653645,0.00805528,0.0133353,0.0052683,0.0132277,0.0123381,0.0377282,0.00655322,0.00387719,0.00316774,0.0110196,0.00612163,0,0,0,0,0.00138187,0.0386107
167,0,0,0,0,0,0,0.00554855,0.00815878,0,0,0,0.0184159,0.0287661,0,0,0.012336,0,0.0277248,0.00398167,0.0413134,0.18997,0.0123554,0.0207728,0.00819301,0.00629354,0.0094187,0.0126065,0.0338193,0.00808753,0.0124362,0.00843951,0.01276,0.149299,0.00557055,0.0174523,0.0220182,0.0140207,0.0144345,0.0060175,0,0,0.00397553,0,0.0115189,0.00289398,0.0349139,0.0192642,0.0334483,0.00268007,0.00789465,0.00867166,0.00606625,0.0238398,0.00813894,0.00786244,0.0126851,0.00552628,0.0126521,0.0116807,0.0363601,0.00637678,0.00399713,0.00319486,0.0108319,0.00580347,0,0,0,0,0.00133388,0.0385532
168,0,0,0,0,0,0,0.00549879,0.00778925,0,0,0,0.018355,0.0282708,0,0,0.0121815,0,0.027706,0.0039834,0.0414908,0.189989,0.0119925,0.0200461,0.0079657,0.00592654,0.00924842,0.0128522,0.0345974,0.00733321,0.0113734,0.0079734,0.0127414,0.149166,0.00528953,0.0174319,0.0222385,0.0140618,0.0140583,0.00607793,0,0,0.00375477,0,0.0115167,0.00286772,0.0355821,0.0170296,0.0326214,0.00286692,0.00768219,0.00853626,0.00540673,0.0247059,0.00947676,0.00787009,0.0119965,0.0059525,0.0120252,0.0114629,0.0339434,0.00611277,0.00413071,0.00323673,0.0104754,0.00558989,0,0,0,0,0.00125974,0.0384014
169,0,0,0,0,0,0,0.00545233,0.00735678,0,0,0,0.0183088,0.0280593,0,0,0.0119021,0,0.0276744,0.00385789,0.0419202,0.189704,0.01135,0.0191063,0.0076552,0.00538102,0.00881124,0.0126269,0.0350859,0.00658407,0.0101424,0.00746271,0.0127795,0.14916,0.0048819,0.0174257,0.0224155,0.0141038,0.0137617,0.00614576,0,0,0.00345859,0,0.0114944,0.00278063,0.0361893,0.0157742,0.0314592,0.00410933,0.00756779,0.00830401,0.00484773,0.0255406,0.0106324,0.00803007,0.0113766,0.00647687,0.0115371,0.0119077,0.0302574,0.00585655,0.00432186,0.0033292,0.00998214,0.00550313,0,0,0,0,0.00121943,0.0381312
170,0,0,0,0,0,0,0.00539132,0.00692098,0,0,0,0.0181913,0.0280662,0,0,0.0113955,0,0.0277735,0.00347113,0.0425373,0.189304,0.0108633,0.018116,0.00752381,0.00477432,0.00812584,0.0119259,0.0351171,0.00599182,0.00901175,0.00694185,0.0127775,0.149269,0.00459355,0.0175149,0.0228416,0.0142289,0.0136877,0.00621559,0,0,0.00327435,0,0.0115858,0.00270749,0.0366983,0.0158952,0.0301036,0.0058819,0.00751979,0.0081701,0.00447249,0.0263358,0.0115596,0.00828062,0.0108956,0.00705752,0.0112203,0.0129846,0.0250212,0.00569925,0.0041451,0.00330027,0.00945519,0.00549968,0,0,0,0,0,0.0378109
171,0,0,0,0,0,0,0.00533302,0.0063407,0,0,0,0.0181407,0.0280154,0,0,0.0110418,0,0.0277855,0.00339528,0.043198,0.188875,0.0109777,0.0171418,0.00727138,0.00412718,0.00752344,0.0110449,0.0348087,0.00555762,0.00816796,0.00658353,0.0125931,0.149603,0.00427192,0.0175303,0.023066,0.0142134,0.0141632,0.0062351,0,0,0.00218648,0,0.0115518,0.00284131,0.0371494,0.0181932,0.0286717,0.00766813,0.00753054,0.00839539,0.00423705,0.0271626,0.012379,0.00862372,0.0104318,0.00777583,0.010876,0.0143596,0.0197402,0.00527142,0.00435688,0.00349615,0.00866177,0.0054629,0,0,0,0,0,0.0375342
172,0,0,0,0,0,0,0.00526308,0.00594804,0,0,0,0.0181761,0.0275523,0,0,0.0106961,0,0.0277622,0.00331309,0.0436579,0.189101,0.0113675,0.0164484,0.00701416,0.00369646,0.0072601,0.0104159,0.0345023,0.00515868,0.00771185,0.00640604,0.0123182,0.149374,0.0038544,0.0175378,0.0244524,0.0144512,0.0149117,0.00624858,0,0,0.00191537,0,0.0117574,0.00302198,0.0375707,0.0219531,0.0272761,0.00941135,0.00753284,0.00844339,0.00412516,0.0279191,0.0130389,0.00895343,0.0101705,0.00841363,0.0106951,0.0160069,0.0129689,0.00499885,0.004474,0.00381322,0.00802611,0.00539734,0,0,0,0,0,0.0373063
173,0,0,0,0,0,0,0.00519959,0.00561949,0,0,0,0.0182024,0.0265179,0,0,0.010402,0,0.0277194,0.00330758,0.043824,0.190087,0.0115915,0.0160009,0.00682276,0.00356683,0.00726592,0.0101341,0.0344031,0.00467339,0.00761362,0.00649454,0.0118925,0.14846,0.00355788,0.0175259,0.026762,0.0144949,0.0162549,0.00619673,0,0,0.00188021,0,0.0117867,0.00322669,0.0380226,0.0274113,0.0260426,0.0110939,0.007539,0.00840043,0.00426214,0.0286578,0.0135014,0.00941106,0.0100482,0.00884205,0.0106787,0.0174992,0.00739538,0.0048395,0.00476947,0.00408048,0.00750329,0.0053259,0,0,0,0,0,0.0371907
174,0,0,0,0,0,0,0.0051601,0.00534881,0,0,0,0.0182242,0.0251192,0,0,0.0101588,0,0.0276546,0.00334382,0.0436976,0.191668,0.011543,0.0156613,0.00665384,0.00363268,0.00738872,0.0100501,0.0341759,0.00421924,0.00779692,0.00670795,0.0113327,0.146955,0.00336529,0.0175101,0.0300057,0.0144249,0.018122,0.00610601,0,0,0.00219003,0,0.0116087,0.00328486,0.038481,0.0334316,0.0249734,0.0126989,0.00750057,0.00824134,0.00464448,0.0293858,0.0139258,0.00998774,0.00991186,0.00901347,0.0107283,0.0182289,0.00809888,0.00480225,0.00494503,0.00408466,0.00705073,0.00527718,0,0,0,0,0,0.0371697
175,0,0,0,0,0,0,0.005141,0.00515959,0,0,0,0.018258,0.0237417,0,0,0.00992623,0,0.0276231,0.00327235,0.0434197,0.193331,0.0110474,0.0153958,0.00653629,0.00375101,0.00741836,0.00997205,0.0338161,0.00388694,0.00805151,0.00690733,0.0107671,0.145516,0.0032688,0.0174873,0.0334388,0.0143958,0.020401,0.00599815,0,0,0.00221172,0,0.0115645,0.00322149,0.0389867,0.0383854,0.0240609,0.0141958,0.00738722,0.00815659,0.00510225,0.0300609,0.0144917,0.010451,0.00964427,0.00903492,0.0107144,0.0183227,0.0121681,0.00478891,0.00481479,0.00393557,0.00668702,0.0052283,0,0,0,0,0,0.037208
176,0,0,0,0,0,0,0.00513305,0.005046,0,0,0,0.0182951,0.0227559,0,0,0.00976405,0,0.0276119,0.00314559,0.0431429,0.194317,0.0103651,0.0152691,0.00650877,0.00372381,0.00734063,0.00977106,0.0333782,0.00374484,0.00818723,0.00701156,0.0103425,0.144652,0.00329529,0.017438,0.0360262,0.0144902,0.0224678,0.0058934,0,0,0.00180109,0,0.0117581,0.00298017,0.0395219,0.041492,0.0233373,0.0155769,0.00724513,0.00820338,0.00559397,0.030623,0.015135,0.0109622,0.00952378,0.00896804,0.01069,0.0182225,0.0150765,0.00476122,0.00443386,0.00367918,0.0064314,0.00521686,0,0,0,0,0,0.0372325
177,0,0,0,0,0,0,0.00512312,0.00498838,0,0,0,0.0183557,0.0222552,0,0,0.00961413,0,0.0275781,0.00304545,0.0429725,0.194543,0.00970761,0.0152442,0.00650061,0.00348888,0.00709428,0.0093816,0.0330327,0.00368724,0.00804804,0.00701289,0.0101065,0.14434,0.00331154,0.0174141,0.0372784,0.0146264,0.0235721,0.00584219,0,0,0.00166432,0,0.0119306,0.0028459,0.0401469,0.0428017,0.0227461,0.0167697,0.00706111,0.00815266,0.00620181,0.031194,0.0156874,0.0117015,0.00972268,0.0089262,0.0107461,0.0181756,0.0171142,0.00476952,0.00436308,0.00356107,0.00621456,0.00524091,0,0,0,0,0,0.0372619
178,0,0,0,0,0,0,0.00510729,0.00482402,0,0,0,0.0184083,0.0221376,0,0,0.00953516,0,0.0275541,0.00297821,0.0429255,0.194148,0.00917597,0.0152468,0.00643175,0.00308883,0.00673447,0.00882413,0.0328054,0.00366285,0.00763522,0.00695793,0.010044,0.144671,0.00333198,0.0174247,0.0373507,0.0145232,0.0233154,0.00585082,0,0,0.00158561,0,0.0118068,0.00299026,0.0408372,0.043071,0.0222809,0.0178856,0.00683331,0.00819071,0.00689618,0.0316893,0.0162318,0.0124576,0.010112,0.00889436,0.0109025,0.0183038,0.0168649,0.00454712,0.00487003,0.00371766,0.00585844,0.00525738,0,0,0,0,0,0.0372765
179,0,0,0,0,0,0,0.00507676,0.00481263,0,0,0,0.0184218,0.0220857,0,0,0.00946293,0,0.027536,0.00286775,0.0429835,0.193595,0.00896966,0.0151863,0.00636519,0.00267012,0.0062722,0.0082305,0.0325033,0.00361759,0.00697484,0.00688897,0.0100644,0.145042,0.00338098,0.0174752,0.0367801,0.0145335,0.0232559,0.00588396,0,0,0.00160653,0,0.0117695,0.0029736,0.0414358,0.0431794,0.0218973,0.0189582,0.0066037,0.00812585,0.00759921,0.0320022,0.0166768,0.0132023,0.0102432,0.00895532,0.0110299,0.0185623,0.0163214,0.00455098,0.0050238,0.0036789,0.00573072,0.00521594,0,0,0,0,0,0.0373217
180,0,0,0,0,0,0,0.00504301,0.0048234,0,0,0,0.01841,0.021916,0,0,0.00951462,0,0.0275274,0.00278726,0.043116,0.193096,0.00930435,0.0150163,0.00637247,0.00234158,0.00584038,0.00768039,0.0320584,0.00361976,0.00629854,0.00687874,0.0100476,0.145322,0.00354062,0.0174908,0.0361608,0.014449,0.0236372,0.00591336,0,0,0.0014602,0,0.0116738,0.00306497,0.0417229,0.0437359,0.0215927,0.0200779,0.00638404,0.00807439,0.00814384,0.0321659,0.0168905,0.0138163,0.010082,0.00905832,0.0110323,0.0186094,0.0154919,0.00459552,0.00505271,0.00368572,0.00571131,0.00513997,0,0,0,0,0,0.0374451
181,0,0,0,0,0,0,0.00499143,0.00483543,0,0,0,0.0184067,0.0217225,0,0,0.00979144,0,0.0275172,0.00284207,0.0433012,0.192922,0.00985244,0.0147562,0.00645844,0.00205915,0.00556981,0.00722934,0.0317754,0.00367683,0.00579857,0.00694582,0.0100136,0.145386,0.00387784,0.0174078,0.0356805,0.014471,0.0242717,0.0059057,0,0,0.00141034,0,0.0117247,0.0030172,0.0415469,0.0446375,0.0213646,0.021117,0.00625585,0.00800067,0.00871902,0.032254,0.0168971,0.014437,0.0097489,0.00910312,0.0109925,0.0182641,0.0147919,0.00462608,0.00493232,0.00371884,0.00580309,0.0050502,0,0,0,0,0,0.0376886
182,0,0,0,0,0,0,0.00499857,0.00480664,0,0,0,0.0184591,0.0213101,0,0,0.00990827,0,0.0274788,0.00291012,0.0435293,0.193246,0.0102814,0.0144286,0.00655243,0.00188258,0.00540343,0.00693522,0.031447,0.00377597,0.00551103,0.00711163,0.00988312,0.144932,0.00426917,0.0172988,0.0352602,0.0143957,0.0251971,0.00590599,0,0,0.00134401,0,0.0116519,0.00308131,0.0408895,0.0455157,0.0212248,0.0219065,0.0061972,0.00799173,0.00937079,0.0323272,0.0169101,0.0151466,0.00945457,0.009099,0.0110322,0.0175328,0.015012,0.00456718,0.00504801,0.00384632,0.00592308,0.00498228,0,0,0,0,0,0.0380787
183,0,0,0,0,0,0,0.00499669,0.00490475,0,0,0,0.0184483,0.020951,0,0,0.00982534,0,0.0274836,0.00281305,0.043778,0.193585,0.0102446,0.0141206,0.00669404,0.00187657,0.00532678,0.00674525,0.0311938,0.00394484,0.00543882,0.00732435,0.00973389,0.144582,0.00465381,0.0173523,0.0351698,0.0143365,0.0256863,0.005899,0,0,0.00147275,0,0.0115914,0.0030497,0.0401309,0.0463028,0.0211434,0.0225015,0.00613873,0.00799258,0.0100565,0.0324117,0.0169544,0.0160411,0.00935668,0.00898135,0.0111309,0.0167223,0.0149027,0.00459944,0.00506118,0.0037239,0.00613975,0.00491384,0,0,0,0,0,0.038536
184,0,0,0,0,0,0,0.00497617,0.00521974,0,0,0,0.0184318,0.0205875,0,0,0.00983783,0,0.0274751,0.0027348,0.0439967,0.193634,0.00978453,0.0138336,0.00690685,0.00199533,0.00516108,0.00657541,0.0309987,0.00418248,0.00548844,0.00756764,0.00962081,0.144484,0.00490123,0.0173971,0.035329,0.0144175,0.0257872,0.00592169,0,0,0.00205019,0,0.0116996,0.00284888,0.0394879,0.0468313,0.0210751,0.0228866,0.00615017,0.00790449,0.0108633,0.0325271,0.0170525,0.016988,0.00944649,0.00874933,0.011214,0.0159688,0.0146654,0.00484778,0.00459777,0.00347373,0.00651891,0.0048538,0,0,0,0,0,0.0390058
