Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LANK,x73,LILC
194,0,0,0,0,0,0,0.00384359,0.00392598,0,0,0,0.117846,0.0185461,0,0,0.00719254,0,0.0245649,0.00114669,0.0450885,0.0299464,0.00571599,0.0107516,0.00164641,0.00482156,0.00479865,0.00576718,0.0326821,0.00527084,0.0114515,0.00530698,0.0112177,0.117426,0.00284103,0.0171688,0.0350199,0.015031,0.0219308,0.00305895,0,0,0.00817723,0,0.0137892,0.00476896,0.0433294,0.0383849,0.022526,0.019799,0.00522115,0.00786186,0.0137416,0.0343604,0.0174349,0.0188779,0.0086081,0.008192,0.00965391,0.0123468,0.0115091,0.00807361,0.00599816,0.00289975,0.00579227,0.00473683,0,0,0,0.013895,0,0.0399248
195,0,0,0,0,0,0,0.0035752,0.00400961,0,0,0,0.11849,0.018473,0,0,0.00718109,0,0.0246089,0.0011672,0.0454038,0.0296364,0.00613936,0.010266,0.0020879,0.00475941,0.00445455,0.00534445,0.0324018,0.00545385,0.0117248,0.00575642,0.0110464,0.116615,0.00266559,0.0171755,0.0335695,0.0150039,0.0213172,0.00288122,0,0,0.0087741,0,0.0137627,0.00508414,0.0432994,0.0379674,0.0230858,0.0194663,0.00551873,0.00799308,0.0142904,0.034669,0.0174324,0.0191288,0.00859751,0.0083995,0.00984606,0.0122749,0.011343,0.00851414,0.00609211,0.00293995,0.00628393,0.00436726,0,0,0,0.0144298,0,0.0406467
196,0,0,0,0,0,0,0.00745375,0.0105448,0,0,0,0.114062,0.0191973,0,0,0.00387428,0,0.0233612,0.00230973,0.0469784,0.0394137,0.00632018,0.0286262,0.00722099,0.00559009,0.00653585,0.00486151,0.0277304,0.00592768,0.00716171,0.00659613,0.0139991,0.118221,0.00518404,0.0164596,0.0356784,0.0153573,0.0213047,0.00364977,0,0,0.00756438,0,0.0137281,0.00330559,0.0482342,0.0351347,0.0126124,0.0166772,0.0133998,0.00169715,0.0136925,0.0343361,0.0176095,0.0203367,0.00836255,0.00816057,0.00856918,0.00932999,0.00900803,0.00545903,0.00474693,0.00229365,0.0108652,0.0081874,0,0,0,0.00875732,0,0
197,0,0,0,0,0,0,0.00738233,0.0107501,0,0,0,0.114232,0.0191905,0,0,0.0040358,0,0.0232937,0.00217264,0.0469552,0.0399095,0.00658296,0.0293676,0.00726683,0.00533226,0.00620501,0.00458216,0.0271049,0.00605419,0.00740187,0.00675689,0.0139003,0.117827,0.00534626,0.0164928,0.0350498,0.0153945,0.0206176,0.00376817,0,0,0.00760894,0,0.0137394,0.00318131,0.0480539,0.0347135,0.0127552,0.0160675,0.0130274,0.00160942,0.013558,0.0343853,0.0171165,0.0200469,0.00844471,0.00823463,0.00873185,0.00938543,0.00899649,0.00524063,0.00473617,0.00234169,0.010714,0.00808486,0,0,0,0.00884997,0,0
198,0,0,0,0,0,0,0.00729178,0.0109067,0,0,0,0.114036,0.0191502,0,0,0.0042234,0,0.0230131,0.00196602,0.0468303,0.0404767,0.00681789,0.0299556,0.0073725,0.00493175,0.00571024,0.00432261,0.0265912,0.00621897,0.00763459,0.00686264,0.0138766,0.117622,0.00560613,0.0165528,0.0342003,0.0154703,0.0198743,0.00390175,0,0,0.00753252,0,0.0137757,0.00312658,0.0474906,0.0345545,0.01283,0.0153129,0.0128252,0.00175345,0.0131598,0.0344073,0.0164903,0.019547,0.00864139,0.00845228,0.00899709,0.00982106,0.0098023,0.00490962,0.00473801,0.00232756,0.0106519,0.00800289,0,0,0,0.00871048,0,0
199,0,0,0,0,0,0,0.00716292,0.0109317,0,0,0,0.113468,0.0191542,0,0,0.00416225,0,0.0228555,0.0018629,0.0466088,0.0411971,0.0070022,0.0303694,0.0074151,0.00448045,0.0050361,0.00406494,0.026093,0.006446,0.00780829,0.00709472,0.0139302,0.117693,0.00569572,0.0165725,0.033546,0.015522,0.019011,0.00403898,0,0,0.00730065,0,0.0137798,0.00318193,0.0466574,0.0344788,0.0128803,0.0143621,0.0126733,0.00207914,0.0130207,0.0343057,0.0157802,0.0186984,0.00887587,0.008695,0.00931619,0.0103164,0.0115727,0.00442988,0.00475282,0.00221325,0.0106588,0.00789444,0,0,0,0.00839183,0,0
200,0,0,0,0,0,0,0.00699797,0.0108066,0,0,0,0.113008,0.0191964,0,0,0.00400219,0,0.0227948,0.00188696,0.0463674,0.0419708,0.00714061,0.030563,0.0073951,0.00416048,0.0044164,0.00387787,0.025634,0.00669643,0.00786224,0.00729976,0.0140222,0.117522,0.00572242,0.0165457,0.0332643,0.0156166,0.0179994,0.00419489,0,0,0.00703621,0,0.013824,0.00306318,0.0457614,0.0341784,0.0129519,0.0132229,0.012242,0.00247091,0.0130514,0.0340864,0.0150357,0.0177362,0.00903851,0.00906668,0.00973113,0.0108658,0.0136267,0.00410143,0.0048306,0.00216674,0.0108509,0.00774308,0,0,0,0.00799675,0,0
201,0,0,0,0,0,0,0.00685217,0.0106253,0,0,0,0.112884,0.0192481,0,0,0.00383865,0,0.0227568,0.00195046,0.046149,0.0424419,0.00727184,0.0305454,0.00738996,0.00397295,0.00400994,0.0038372,0.025263,0.00691849,0.00785746,0.00741259,0.0140977,0.11738,0.0057877,0.0165234,0.0333979,0.0156223,0.0167503,0.00441784,0,0,0.00772592,0,0.0137998,0.0033158,0.0449385,0.0336145,0.0131321,0.0119135,0.0118922,0.00288523,0.0127085,0.0338035,0.0142509,0.0169886,0.00922674,0.00959225,0.0100207,0.0115545,0.0159155,0.00443607,0.00441791,0.00224777,0.0112905,0.0075945,0,0,0,0.00772366,0,0
202,0,0,0,0,0,0,0.00660824,0.0103239,0,0,0,0.112922,0.0193027,0,0,0.00369189,0,0.0227412,0.00197271,0.0459406,0.0427839,0.0074552,0.0302569,0.00731415,0.00391517,0.00384566,0.00388705,0.0249501,0.00711183,0.00797053,0.00757514,0.0141188,0.11709,0.00585007,0.0165178,0.0337005,0.015767,0.015419,0.00443147,0,0,0.00774814,0,0.0139265,0.00337454,0.0442156,0.0332231,0.0133346,0.0104721,0.0117153,0.00302926,0.0123027,0.0335526,0.0133791,0.0161988,0.00932881,0.0103599,0.00997299,0.0123822,0.018852,0.00438814,0.00437446,0.00230522,0.0117244,0.00733898,0,0,0,0.00770631,0,0
203,0,0,0,0,0,0,0.0063355,0.0100743,0,0,0,0.113056,0.0193239,0,0,0.00353621,0,0.0227023,0.00196771,0.0457519,0.0429909,0.00765418,0.0298311,0.00715355,0.00392146,0.00377941,0.00397296,0.0246999,0.00727225,0.00821074,0.00775734,0.0140863,0.116695,0.00581271,0.0165039,0.0344951,0.0158677,0.0140418,0.00441498,0,0,0.007714,0,0.0140042,0.00329894,0.043605,0.0329221,0.0136159,0.00886988,0.0116172,0.0031031,0.0118808,0.0333207,0.0124362,0.015066,0.00936015,0.011322,0.00960228,0.0133124,0.0221028,0.00424626,0.00442974,0.00235831,0.0121616,0.00706584,0,0,0,0.00790111,0,0
204,0,0,0,0,0,0,0.00603747,0.0100138,0,0,0,0.113336,0.0193406,0,0,0.00349077,0,0.0226881,0.00191827,0.0455913,0.042838,0.00787518,0.0292663,0.0069399,0.00400106,0.00381534,0.00408034,0.0244751,0.00737369,0.00836979,0.00785812,0.0139786,0.116191,0.00571259,0.0165107,0.0359318,0.0158835,0.0124636,0.00425666,0,0,0.00781214,0,0.0140071,0.00337474,0.0430829,0.032199,0.0139309,0.00716418,0.0115481,0.00296309,0.0112628,0.0329993,0.011362,0.0136025,0.00963199,0.0124228,0.00908866,0.0143393,0.0252731,0.00439596,0.00432466,0.00239601,0.0125598,0.00675273,0,0,0,0.00815886,0,0
205,0,0,0,0,0,0,0.00570201,0.0101536,0,0,0,0.113656,0.01934,0,0,0.00341143,0,0.022672,0.00188166,0.0454483,0.0425445,0.00798164,0.0285786,0.00671697,0.00414825,0.0039412,0.00416622,0.0242377,0.00743009,0.00842546,0.00791308,0.0138364,0.115605,0.0056177,0.016489,0.0370764,0.015855,0.0104038,0.00410188,0,0,0.00786901,0,0.0139747,0.00349166,0.0426076,0.0310557,0.0141932,0.00527269,0.0114994,0.00278409,0.0104913,0.0326735,0.0103481,0.0120618,0.00983426,0.0140011,0.00832124,0.0152185,0.0286316,0.00466368,0.00425612,0.00235356,0.0128329,0.00641647,0,0,0,0.00844107,0,0
206,0,0,0,0,0,0,0.00534888,0.0104969,0,0,0,0.113929,0.0193159,0,0,0.00333979,0,0.0226563,0.001868,0.045277,0.0422362,0.00803793,0.027805,0.00651055,0.00433422,0.0041598,0.00429853,0.0240025,0.00746467,0.00845493,0.00797208,0.0137094,0.115121,0.00550114,0.0164479,0.0381529,0.0158558,0.00834389,0.00393863,0,0,0.00792494,0,0.013965,0.0034919,0.0421876,0.02963,0.0143234,0.0035204,0.0115448,0.00263392,0.00959831,0.0323978,0.00944185,0.0107413,0.0102582,0.0158425,0.00755079,0.0158087,0.0319874,0.00494994,0.00421364,0.00228789,0.0129345,0.00609792,0,0,0,0.00865971,0,0
207,0,0,0,0,0,0,0.00494834,0.010886,0,0,0,0.114184,0.0193256,0,0,0.00333614,0,0.0226724,0.00184455,0.0451171,0.0417619,0.00807755,0.0269641,0.00636665,0.00452853,0.00448871,0.00446333,0.0236806,0.00752551,0.00869597,0.00806429,0.0135781,0.114648,0.00531912,0.0164676,0.0393369,0.0159859,0.00676879,0.00357088,0,0,0.00704172,0,0.0140992,0.00313509,0.0418996,0.0279251,0.0143974,0.00276519,0.0116688,0.00224798,0.0084619,0.0322985,0.00859453,0.00902035,0.0110062,0.0179251,0.00677672,0.0162288,0.0350851,0.00472423,0.00437977,0.00221085,0.0127814,0.00573869,0,0,0,0.00877127,0,0
208,0,0,0,0,0,0,0.00461851,0.0113244,0,0,0,0.114401,0.0193238,0,0,0.00329055,0,0.0226903,0.0017499,0.044971,0.0414501,0.00811993,0.0261484,0.00619873,0.00477739,0.00495985,0.0046477,0.0233114,0.00757933,0.00878094,0.00816279,0.0134678,0.113977,0.00510083,0.0164863,0.0402433,0.015918,0.00625108,0.00346815,0,0,0.00728951,0,0.0140511,0.00320768,0.041681,0.0257212,0.0145433,0.0035093,0.0117597,0.00221244,0.0073525,0.0320436,0.0081078,0.00717005,0.0117201,0.020227,0.00610042,0.0160276,0.0374043,0.0051159,0.00419467,0.00222147,0.0126195,0.00545553,0,0,0,0.00897764,0,0
209,0,0,0,0,0,0,0.0043173,0.0116242,0,0,0,0.114849,0.0193196,0,0,0.00330893,0,0.022698,0.0017831,0.0448112,0.0409966,0.00812466,0.0255215,0.00602874,0.00505605,0.00534735,0.00481593,0.0230275,0.00762069,0.00887834,0.00822758,0.0133141,0.113141,0.00483831,0.0164935,0.0405336,0.0158023,0.00721398,0.00335691,0,0,0.00748446,0,0.0139567,0.00314197,0.0416166,0.022939,0.0146375,0.00452865,0.0117831,0.00216548,0.00643379,0.0317066,0.0080143,0.00585932,0.0121979,0.0227802,0.00605121,0.0152305,0.0384594,0.00549635,0.00409361,0.0021403,0.0124963,0.00526429,0,0,0,0.00925929,0,0
210,0,0,0,0,0,0,0.00404816,0.0117174,0,0,0,0.115446,0.0193257,0,0,0.00339348,0,0.0226946,0.00176154,0.04471,0.0404847,0.00813337,0.0252269,0.00594329,0.00536093,0.00583722,0.00502056,0.0228234,0.00767857,0.00903914,0.00827092,0.0131095,0.11218,0.00460414,0.016476,0.0401198,0.0156879,0.00905734,0.00323204,0,0,0.00767069,0,0.0138813,0.00321177,0.0417331,0.0195843,0.0147809,0.00555976,0.0118762,0.00214315,0.00582992,0.0313828,0.00859287,0.00513178,0.0125958,0.0256237,0.00732108,0.0140641,0.0380227,0.00561337,0.00407665,0.00206623,0.0124565,0.00517707,0,0,0,0.00965928,0,0
211,0,0,0,0,0,0,0.00387462,0.0116766,0,0,0,0.116111,0.0193201,0,0,0.00348833,0,0.0226858,0.00171511,0.0446269,0.039881,0.00820378,0.0253614,0.00591924,0.00564871,0.00629179,0.0051728,0.0226897,0.00776556,0.0091459,0.00834509,0.0129013,0.111148,0.00443139,0.0164271,0.0389768,0.0157476,0.0109784,0.00315266,0,0,0.00793539,0,0.01394,0.00333318,0.042012,0.0159547,0.0148943,0.00623224,0.0118415,0.00212354,0.00553635,0.0311786,0.00978533,0.00479018,0.0133886,0.0286841,0.00998471,0.0134325,0.0357711,0.0055674,0.00406686,0.00206741,0.0125195,0.0052279,0,0,0,0.0101296,0,0
212,0,0,0,0,0,0,0.00377655,0.0115414,0,0,0,0.116843,0.0193258,0,0,0.00363951,0,0.022721,0.00167999,0.0445176,0.0392781,0.00828054,0.0257501,0.00594397,0.00592469,0.00686926,0.00525039,0.0225445,0.00781917,0.0092664,0.00835817,0.0126572,0.110041,0.00438754,0.0164422,0.0370366,0.0158269,0.0132818,0.00312159,0,0,0.00823786,0,0.0140084,0.00334244,0.0424123,0.0131969,0.0149173,0.00647548,0.0117881,0.00209551,0.00538035,0.0311367,0.0111586,0.00440082,0.0152536,0.0317961,0.0135284,0.014464,0.0321441,0.00559542,0.0040767,0.00203688,0.0126524,0.00529215,0,0,0,0.0106274,0,0
213,0,0,0,0,0,0,0.00378251,0.0114422,0,0,0,0.117674,0.0193558,0,0,0.003746,0,0.0227454,0.00167722,0.044413,0.0386119,0.00836416,0.0265047,0.00600018,0.00612087,0.00737967,0.00532003,0.0224092,0.00787826,0.00943097,0.00834253,0.0123663,0.108864,0.00443023,0.0164653,0.0341021,0.015912,0.0157993,0.00315923,0,0,0.00799529,0,0.0140467,0.00323091,0.0428302,0.0125656,0.0148487,0.00725169,0.0117897,0.0020301,0.00561042,0.031161,0.0122672,0.0040286,0.0183469,0.0348503,0.0176735,0.0177481,0.0264389,0.00563751,0.00399449,0.00198501,0.0129121,0.00526539,0,0,0,0.011175,0,0
214,0,0,0,0,0,0,0.00393243,0.0113888,0,0,0,0.118579,0.0193849,0,0,0.00377304,0,0.0227397,0.00173533,0.0443789,0.0379016,0.00852351,0.0276132,0.00612726,0.00639185,0.00792903,0.00538138,0.0223188,0.00794314,0.009587,0.00831271,0.0120796,0.107681,0.00453982,0.0164768,0.0306079,0.0159867,0.0187952,0.00314519,0,0,0.00744115,0,0.014082,0.00296988,0.0431541,0.0157729,0.0148003,0.0106776,0.012012,0.00205675,0.00621421,0.0311976,0.0126481,0.00405232,0.0224743,0.0374898,0.0219784,0.0230985,0.0183273,0.00528308,0.00410045,0.00198156,0.0132136,0.00527877,0,0,0,0.0117863,0,0
215,0,0,0,0,0,0,0.00430399,0.0114859,0,0,0,0.119401,0.0193991,0,0,0.00364914,0,0.022664,0.00178041,0.0444066,0.0372125,0.00868718,0.0287059,0.00628329,0.00669836,0.00853359,0.00549124,0.0222428,0.00802832,0.00973151,0.00829708,0.011819,0.106547,0.00449882,0.0164211,0.027872,0.0158819,0.0219877,0.0032638,0,0,0.00816891,0,0.013964,0.00311522,0.0433428,0.0217948,0.0146824,0.0155951,0.0121604,0.00221623,0.00700101,0.0309976,0.0123885,0.00496243,0.0268189,0.0394795,0.0256963,0.0286927,0.0106285,0.00551962,0.00378653,0.00210587,0.0134606,0.00538937,0,0,0,0.0124392,0,0
216,0,0,0,0,0,0,0.00449583,0.0114661,0,0,0,0.120125,0.0194246,0,0,0.00354082,0,0.0225844,0.00185862,0.0444782,0.0366165,0.00879069,0.0294322,0.0064006,0.00699541,0.00910539,0.00569574,0.0221561,0.00820829,0.00989066,0.00834735,0.0116209,0.105562,0.004424,0.0163568,0.0263065,0.015889,0.0244376,0.00326838,0,0,0.00821189,0,0.0139442,0.00296538,0.0432417,0.027122,0.0144369,0.0200446,0.012369,0.00225851,0.00771946,0.0305907,0.0118046,0.00644954,0.0304405,0.0408186,0.0283975,0.0332459,0.008531,0.00550205,0.00373144,0.00206318,0.0134878,0.00541542,0,0,0,0.0130521,0,0
217,0,0,0,0,0,0,0.0045064,0.0114,0,0,0,0.120818,0.0194614,0,0,0.00344057,0,0.0225542,0.00192913,0.0444954,0.0361512,0.00883716,0.0298252,0.00647777,0.0072412,0.00945691,0.00605246,0.0220633,0.00843592,0.0100487,0.00845131,0.0114989,0.104853,0.00439185,0.0163158,0.0251788,0.0159397,0.0256965,0.0032377,0,0,0.00827413,0,0.0139884,0.0029422,0.0426743,0.0305462,0.0141952,0.0233033,0.0125583,0.00220803,0.00840215,0.0297691,0.0111038,0.00800085,0.0328517,0.0414894,0.0299488,0.0361858,0.0115687,0.00553482,0.00366935,0.00208435,0.013459,0.00544833,0,0,0,0.0134876,0,0
218,0,0,0,0,0,0,0.0044728,0.0113019,0,0,0,0.121583,0.019506,0,0,0.00334567,0,0.0225693,0.00199653,0.0444623,0.0358912,0.00883082,0.030088,0.00652045,0.00747638,0.00978365,0.00641673,0.021915,0.00869594,0.0102298,0.00849071,0.0114119,0.104279,0.0043925,0.0163202,0.0237658,0.0159593,0.0254641,0.00319182,0,0,0.00835502,0,0.0140054,0.00300766,0.0418204,0.0315949,0.0140781,0.024616,0.0127172,0.00207706,0.00887482,0.0289145,0.0106155,0.00906294,0.0338126,0.0416569,0.030376,0.0373222,0.0137133,0.00556709,0.00364675,0.00202802,0.0134152,0.00547034,0,0,0,0.0138776,0,0
219,0,0,0,0,0,0,0.00445884,0.0111705,0,0,0,0.122159,0.019571,0,0,0.00337052,0,0.0225546,0.00205242,0.0443846,0.0358158,0.00887095,0.0304015,0.00653805,0.00770062,0.0101857,0.00677069,0.0217659,0.00895099,0.0104212,0.00856001,0.011329,0.103574,0.00450867,0.0163246,0.0234204,0.0160132,0.0245511,0.00304369,0,0,0.00782649,0,0.0140547,0.00290502,0.0410386,0.0292544,0.0140991,0.0246176,0.0129839,0.00184287,0.00904762,0.0283015,0.00959166,0.00956926,0.0336106,0.0413478,0.0299831,0.0371504,0.0148784,0.00544796,0.00367106,0.00195978,0.0134866,0.00544639,0,0,0,0.0143086,0,0
220,0,0,0,0,0,0,0.00451183,0.0111259,0,0,0,0.122864,0.0195941,0,0,0.00320788,0,0.0225374,0.00209354,0.0443133,0.0355543,0.00889149,0.0309501,0.00650265,0.00790991,0.0106009,0.00705794,0.0217008,0.00919548,0.0105967,0.00864329,0.011217,0.102643,0.00441077,0.0163185,0.0216506,0.0160604,0.0227296,0.00304482,0,0,0.00763639,0,0.0140815,0.00300276,0.0405098,0.0253373,0.0142264,0.0219419,0.0133315,0.00179208,0.00862196,0.0279388,0.00888477,0.0092155,0.0319268,0.0410092,0.028922,0.0351818,0.0128026,0.00538304,0.00363218,0.00201047,0.0137555,0.00551381,0,0,0,0.0146399,0,0
221,0,0,0,0,0,0,0.00455065,0.0110351,0,0,0,0.123633,0.0196398,0,0,0.00314001,0,0.0224741,0.0021114,0.0443021,0.0353998,0.00910024,0.0316008,0.00652165,0.0080575,0.0110914,0.00727903,0.0217062,0.00943907,0.010809,0.00862001,0.0110543,0.101728,0.00441528,0.0162586,0.02124,0.0161747,0.0207115,0.00299451,0,0,0.00721914,0,0.0141571,0.00302158,0.0402222,0.0204428,0.0143356,0.0186726,0.0136729,0.00167493,0.00808834,0.0278554,0.00830638,0.00851116,0.0294387,0.0402665,0.0273094,0.032285,0.012711,0.00518156,0.00364744,0.00192824,0.0140302,0.00574484,0,0,0,0.0151583,0,0
222,0,0,0,0,0,0,0.00457036,0.0109768,0,0,0,0.124382,0.0196652,0,0,0.00310984,0,0.022468,0.00205946,0.0443339,0.035179,0.00933125,0.0319177,0.00654475,0.00821083,0.0116065,0.00744841,0.0216712,0.00964498,0.0109886,0.00852819,0.0108419,0.100819,0.00440503,0.0162428,0.0213642,0.0161294,0.0186121,0.00306156,0,0,0.0078396,0,0.0141062,0.00361462,0.0399161,0.0163447,0.0144346,0.0151749,0.0138743,0.00161013,0.0076051,0.0275302,0.00769291,0.00750585,0.026255,0.0390352,0.0250378,0.0282877,0.0138077,0.00546313,0.00325891,0.0018246,0.0142461,0.00576747,0,0,0,0.0157802,0,0
223,0,0,0,0,0,0,0.00458252,0.0109621,0,0,0,0.124931,0.019674,0,0,0.00312078,0,0.0225212,0.00200772,0.0443876,0.0349498,0.00954622,0.0318987,0.00652277,0.00845318,0.012107,0.00753051,0.0215763,0.00986102,0.0111496,0.00846172,0.01062,0.0998516,0.00432141,0.0162763,0.0227509,0.0161631,0.0174187,0.00305361,0,0,0.00789283,0,0.0141147,0.00370164,0.0396105,0.015519,0.0142564,0.0129061,0.0139917,0.00148144,0.00710807,0.0272695,0.00718926,0.00648223,0.0228683,0.0372776,0.0221371,0.0240013,0.0177228,0.00544834,0.00306548,0.00176998,0.0143141,0.00579857,0,0,0,0.0163214,0,0
224,0,0,0,0,0,0,0.00470259,0.0111628,0,0,0,0.125258,0.0196853,0,0,0.0031344,0,0.0225767,0.00197609,0.0444581,0.0347419,0.00974478,0.0318614,0.0065728,0.00857091,0.0126172,0.00757147,0.0214906,0.010073,0.0113188,0.00843505,0.0103939,0.0987842,0.0042897,0.0162923,0.0243999,0.0162491,0.0173207,0.00306966,0,0,0.00793731,0,0.0141535,0.00360108,0.0392978,0.0185544,0.0138741,0.0115521,0.0140737,0.00132656,0.00699627,0.0270797,0.00666898,0.0056873,0.0200744,0.0354596,0.0192083,0.0208732,0.0226499,0.00539604,0.00295199,0.00177221,0.0144243,0.00586341,0,0,0,0.016628,0,0
225,0,0,0,0,0,0,0.00489753,0.0113834,0,0,0,0.125465,0.019716,0,0,0.00314519,0,0.0225771,0.00202931,0.0445561,0.0345192,0.0100336,0.0321675,0.00669625,0.00872568,0.0132402,0.0075787,0.0214857,0.0103701,0.01154,0.00825434,0.0101943,0.0975652,0.0042895,0.0162771,0.0248829,0.0163088,0.0182874,0.00320973,0,0,0.0081028,0,0.0142085,0.00354473,0.0389213,0.0227355,0.0133683,0.0110439,0.0141734,0.00125277,0.00767272,0.0267493,0.00585129,0.00559267,0.0185933,0.0342002,0.0171311,0.0189064,0.0258314,0.00531669,0.00291977,0.00166519,0.0146375,0.00588978,0,0,0,0.0169823,0,0
226,0,0,0,0,0,0,0.00504627,0.0114684,0,0,0,0.125457,0.0197561,0,0,0.00323394,0,0.0225239,0.0021473,0.0447221,0.0340125,0.0103209,0.0326464,0.00686733,0.00898531,0.0139621,0.00786527,0.0215799,0.0107652,0.0117618,0.00808142,0.0100123,0.0963499,0.00439667,0.0162306,0.0244255,0.0162791,0.019893,0.0033481,0,0,0.00850371,0,0.0142351,0.00365791,0.038489,0.0265275,0.0130981,0.0100961,0.0144097,0.00111173,0.00792164,0.0263474,0.00561021,0.00518064,0.0181548,0.0338036,0.0159247,0.0172682,0.0273968,0.00536481,0.00293253,0.00153504,0.0147892,0.00614396,0,0,0,0.0174222,0,0
227,0,0,0,0,0,0,0.00526623,0.0116829,0,0,0,0.125176,0.0197635,0,0,0.00320235,0,0.0224781,0.00223921,0.0449146,0.0335816,0.0104599,0.0331404,0.00705514,0.00921495,0.0147307,0.00820777,0.0214481,0.0112909,0.0120847,0.00787467,0.00978656,0.0950695,0.00438983,0.0161576,0.023585,0.0162324,0.0208627,0.00361112,0,0,0.00856686,0,0.0142315,0.00383228,0.0381023,0.0293737,0.0130846,0.00892114,0.0147572,0.00089527,0.00740306,0.0257897,0.00595104,0.00383512,0.0180846,0.0338879,0.0155769,0.0162887,0.0272618,0.00547616,0.00300909,0.00135818,0.0148896,0.00627311,0,0,0,0.0176981,0,0
228,0,0,0,0,0,0,0.00567326,0.0120287,0,0,0,0.124633,0.0197509,0,0,0.00324236,0,0.0224774,0.00227824,0.0450801,0.0332705,0.0105842,0.0336711,0.00727173,0.00933506,0.0154823,0.00838876,0.0211171,0.0117768,0.0124944,0.00752397,0.0095397,0.0936213,0.00447871,0.0161283,0.0233183,0.0162356,0.0204309,0.00377512,0,0,0.00846838,0,0.0142324,0.00391274,0.0378393,0.0315958,0.0130489,0.00769285,0.0149476,0.000748201,0.00636784,0.0251289,0.00715369,0.00217451,0.0178875,0.033828,0.0157448,0.0159035,0.0255782,0.00544258,0.0030329,0.0012697,0.0150451,0.00635339,0,0,0,0.0177487,0,0
229,0,0,0,0,0,0,0.00615711,0.0122739,0,0,0,0.123757,0.0197172,0,0,0.00326005,0,0.0225465,0.00229031,0.0454062,0.033176,0.0106667,0.0342344,0.00752641,0.00929155,0.0161388,0.00851713,0.0211026,0.0121707,0.0128124,0.00704854,0.00939668,0.0921237,0.00453186,0.0161414,0.0249379,0.0163978,0.0189827,0.0038173,0,0,0.00783573,0,0.0143606,0.0036552,0.0375415,0.0337201,0.0130775,0.00673417,0.0151124,0.0005578,0.0052775,0.0245205,0.00841885,0.00182507,0.0177533,0.0335235,0.016209,0.0163728,0.0227423,0.00515778,0.00332175,0.00125877,0.0150868,0.00660316,0,0,0,0.017715,0,0
230,0,0,0,0,0,0,0.00666563,0.012399,0,0,0,0.122797,0.0196866,0,0,0.00337119,0,0.0226464,0.00233038,0.0458204,0.0330724,0.01068,0.0343647,0.00780206,0.00931688,0.0169415,0.0086897,0.0212177,0.0124345,0.0129437,0.0065383,0.00945243,0.0903044,0.00457812,0.0161571,0.0276192,0.0162453,0.0185617,0.00389771,0,0,0.00809539,0,0.0142918,0.00389764,0.0369813,0.0362715,0.0132204,0.00733901,0.015151,0.000655343,0.00427388,0.0237117,0.00955014,0.00311905,0.0178303,0.0331877,0.0166154,0.0175101,0.0205201,0.0054187,0.00324534,0.00133867,0.0149932,0.00706874,0,0,0,0.017355,0,0
231,0,0,0,0,0,0,0.00717914,0.0125388,0,0,0,0.12125,0.0196218,0,0,0.003487,0,0.0227402,0.00242761,0.0464425,0.0336167,0.0105094,0.0344254,0.00805814,0.00930766,0.0176894,0.0090417,0.0213559,0.0124567,0.0129668,0.0059658,0.00970868,0.0882672,0.00460072,0.0161823,0.0296914,0.0160557,0.0181592,0.00401218,0,0,0.00812974,0,0.0142047,0.00401758,0.0362803,0.038114,0.0135338,0.00942385,0.0150972,0.000985994,0.00355828,0.0229656,0.00992167,0.00471048,0.0179597,0.0329544,0.0168235,0.0184995,0.0195471,0.00555098,0.0033611,0.00154255,0.0148869,0.00754798,0,0,0,0.0165441,0,0
232,0,0,0,0,0,0,0.00763221,0.0126337,0,0,0,0.119152,0.0195277,0,0,0.00363729,0,0.02287,0.00244315,0.0472842,0.0346672,0.0101917,0.0345745,0.00821102,0.00923557,0.0182214,0.00966944,0.0217137,0.0121002,0.0129689,0.0054086,0.0101825,0.0862261,0.0047087,0.0162209,0.0300047,0.0159744,0.017224,0.00409218,0,0,0.00802161,0,0.0141778,0.00399899,0.0356777,0.0384634,0.0139758,0.0104374,0.0148008,0.00119768,0.00302183,0.0223305,0.00967433,0.00565297,0.017296,0.032545,0.0163366,0.0179986,0.019479,0.00554694,0.00352126,0.00178855,0.0148345,0.00796128,0,0,0,0.0152632,0,0
