Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,LTHIA,RTHI,IMUR_M,RTHIA,RTHII
37,0.0110329,0.0169338,0,0,0,0,0,0.037035,0.0364164,0.0332153,0.0153642,0,0,0.0170603,0,0.011855,0.00397859,0.0351607,0.0318138,0.0121619,0.0183768,0.017676,0.0226672,0.0104135,0.0152251,0.041934,0.0205207,0.0258309,0.0205349,0.0277066,0.0354174,0.0139308,0.012037,0.00546977,0.0146305,0.0206415,0.0219748,0.0103071,0.0112366,0,0,0.0252012,0,0.0142449,0.0117508,0.0315892,0.023302,0.0139954,0.00498302,0.0195402,0.0143188,0.0187714,0.00975825,0.0163615,0.0118639,0.00919282,0.0419857,0.0126703,0.00809457,0.0075876,0.0176213,0.00985826,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224267
38,0.0117255,0.0175193,0,0,0,0,0,0.0375943,0.0366218,0.0332447,0.0155944,0,0,0.0173936,0,0.0120222,0.00412153,0.0355747,0.0317266,0.012334,0.018604,0.0178322,0.0230922,0.0106367,0.015531,0.0421402,0.0204253,0.0256178,0.0202826,0.0277033,0.0356204,0.0138399,0.0121446,0.0055187,0.0131143,0.0207421,0.0235954,0.0103001,0.0119398,0,0,0.0256847,0,0.0143256,0.0120661,0.0321407,0.0254649,0.0135629,0.00613903,0.0193066,0.0146172,0.0189902,0.0105087,0.0156043,0.0128477,0.009933,0.035434,0.0128817,0.00850113,0.0076453,0.0182261,0.0105188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022612
39,0.012335,0.0179572,0,0,0,0,0,0.0379227,0.0367492,0.033108,0.0157181,0,0,0.0177139,0,0.0121335,0.00427145,0.035767,0.0313289,0.0123837,0.018814,0.0177934,0.0234375,0.0109771,0.0158165,0.0423105,0.0204181,0.0255466,0.0200933,0.0275908,0.0358058,0.0139951,0.012182,0.00553487,0.0124107,0.020771,0.0250036,0.0104352,0.0125398,0,0,0.0260494,0,0.014322,0.012235,0.0325627,0.0277302,0.0132768,0.00821391,0.0187414,0.0148792,0.0190735,0.0111653,0.0151571,0.0137032,0.0108469,0.0262253,0.0130633,0.00860524,0.00758436,0.018646,0.0111544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225321
40,0.012829,0.0182531,0,0,0,0,0,0.0378334,0.0367787,0.0326205,0.0157001,0,0,0.0177984,0,0.0122162,0.00437686,0.0355965,0.0305656,0.0122279,0.018955,0.0176841,0.0236537,0.0112991,0.0159957,0.0424487,0.0206293,0.0257505,0.0201767,0.0274979,0.0358453,0.0140334,0.012227,0.00553166,0.0119736,0.0208348,0.0263739,0.010601,0.0129197,0,0,0.0262066,0,0.0143596,0.0123675,0.0328026,0.0290575,0.0132003,0.0107573,0.0178412,0.0150251,0.018618,0.0115892,0.0149777,0.0143794,0.0117564,0.0187402,0.013186,0.00873562,0.00753456,0.0188901,0.0117646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221777
41,0.0131676,0.0183932,0,0,0,0,0,0.0378296,0.0368112,0.031892,0.0156685,0,0,0.0176021,0,0.0123052,0.00439207,0.0350864,0.0295798,0.011865,0.0191026,0.0175,0.0237103,0.0116143,0.0161064,0.0425013,0.0209909,0.0264207,0.0203926,0.0274633,0.0360003,0.0138913,0.0122639,0.00545495,0.0128797,0.0208861,0.0273567,0.0107718,0.0130907,0,0,0.0262764,0,0.0143706,0.0123534,0.0329001,0.0291256,0.0132964,0.0133776,0.0167247,0.0150962,0.0176994,0.0117264,0.0149828,0.0148347,0.0123542,0.0159574,0.0132836,0.00870095,0.00743771,0.0189055,0.0121037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215177
42,0.0134072,0.0184062,0,0,0,0,0,0.0380959,0.0368191,0.0312401,0.0155909,0,0,0.0172783,0,0.0123804,0.00445896,0.0344283,0.028588,0.0113494,0.0192417,0.0173148,0.0235998,0.011931,0.0161001,0.0424726,0.0213252,0.0272183,0.0205571,0.027463,0.0364717,0.0136477,0.0122082,0.00541436,0.0144762,0.0209028,0.0286067,0.0109859,0.0130684,0,0,0.0263742,0,0.0143388,0.0123034,0.0328814,0.0289318,0.013484,0.0155901,0.0156211,0.0151371,0.0168982,0.0116845,0.015093,0.0151696,0.0126816,0.0148721,0.0133193,0.00857739,0.00734672,0.0187782,0.0122924,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209345
43,0.0135816,0.0184398,0,0,0,0,0,0.0387305,0.0367775,0.0308277,0.0153172,0,0,0.0169436,0,0.0124252,0.0045545,0.0337847,0.0277998,0.0108584,0.0192935,0.0172043,0.0233253,0.0121351,0.015983,0.0424343,0.0215691,0.0275381,0.0204988,0.0274212,0.0370464,0.0133792,0.0121262,0.00538644,0.0168881,0.0209274,0.030203,0.0112249,0.0128788,0,0,0.026434,0,0.0143286,0.012312,0.0327874,0.0291404,0.0137001,0.0175236,0.0147567,0.0151309,0.0164559,0.0114522,0.0151543,0.0154693,0.0126832,0.0163362,0.0133497,0.00858313,0.00730786,0.0186668,0.0123726,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207218
44,0.0136211,0.0184684,0,0,0,0,0,0.0395592,0.0367751,0.0306438,0.0150097,0,0,0.0165435,0,0.0124633,0.0046115,0.0333019,0.0272808,0.0105404,0.0192313,0.0170659,0.0228296,0.0122053,0.0157795,0.0423887,0.0215823,0.0275257,0.0202998,0.0272411,0.0378572,0.013075,0.0120505,0.00534037,0.0197136,0.0209186,0.0309473,0.0115773,0.0126323,0,0,0.0265833,0,0.0142851,0.0124043,0.0326106,0.0298551,0.0138192,0.0193122,0.0141125,0.0149913,0.0164146,0.0112764,0.0151343,0.0157188,0.0124777,0.0191821,0.0133478,0.00871919,0.00735078,0.0185566,0.0122996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208074
45,0.0135053,0.0183674,0,0,0,0,0,0.0404863,0.0368079,0.0306772,0.0149442,0,0,0.0160501,0,0.0124784,0.00463476,0.0330411,0.0269319,0.0101778,0.0191174,0.0171095,0.022231,0.0120768,0.015581,0.042325,0.0214285,0.0273444,0.0200965,0.0270035,0.039112,0.012663,0.0119943,0.00527934,0.021454,0.0209227,0.0307617,0.0120786,0.0123815,0,0,0.0267962,0,0.0142582,0.0124722,0.0323892,0.0305455,0.013872,0.0208455,0.0137416,0.0148649,0.0165959,0.0112956,0.0150703,0.0159181,0.0121813,0.0202591,0.0132142,0.0088063,0.00735756,0.0183447,0.0120947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208492
46,0.0133273,0.018225,0,0,0,0,0,0.0414253,0.0368085,0.0307242,0.0147102,0,0,0.0155464,0,0.0124717,0.00472666,0.0329695,0.026698,0.00981454,0.0189717,0.0172596,0.0215838,0.0120634,0.0154099,0.042258,0.0212313,0.0272362,0.0198844,0.0267181,0.0402814,0.0122031,0.0119016,0.00522635,0.0223645,0.0209962,0.0302579,0.0125842,0.0120966,0,0,0.0270837,0,0.0142752,0.0125161,0.0322138,0.0308755,0.0139688,0.0221338,0.0136583,0.0147357,0.0168629,0.011243,0.0149352,0.0160356,0.0118076,0.0204564,0.012932,0.00879337,0.00732442,0.0180833,0.0117872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214285
47,0.0130693,0.0180727,0,0,0,0,0,0.0422867,0.0368017,0.0306523,0.014359,0,0,0.0150288,0,0.0124894,0.00485838,0.0329795,0.0264055,0.00953263,0.0185643,0.0174034,0.0209103,0.0122967,0.0152434,0.0422414,0.0210285,0.0271645,0.0196994,0.0264252,0.0410498,0.0117327,0.011793,0.00520474,0.0226213,0.0210613,0.029672,0.0129077,0.0117471,0,0,0.027424,0,0.0142782,0.0125361,0.032095,0.0310204,0.0141675,0.0236216,0.0137518,0.0146096,0.0171168,0.0111324,0.0147679,0.0160906,0.0113731,0.0202333,0.0129616,0.00868408,0.00726639,0.0178712,0.0115814,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217359
48,0.0127137,0.0178098,0,0,0,0,0,0.043014,0.0367616,0.030417,0.0141584,0,0,0.0143916,0,0.0125363,0.00489564,0.0329024,0.0259515,0.00912085,0.0182085,0.017463,0.0202149,0.0126013,0.0151004,0.0422794,0.0209601,0.0272812,0.019576,0.0262182,0.0416488,0.0112681,0.0116809,0.0051389,0.0224006,0.0210848,0.0291018,0.0131145,0.0113801,0,0,0.0276296,0,0.0142577,0.0125285,0.0320976,0.0309886,0.0145361,0.0250787,0.0137228,0.014393,0.0170314,0.0110717,0.0146506,0.0160676,0.0109343,0.0198233,0.0129474,0.00870397,0.00721429,0.0175676,0.0112764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204614
49,0.0120324,0.0172286,0,0,0,0,0,0.0432599,0.0365599,0.0299275,0.0139025,0,0,0.0132747,0,0.0124664,0.00467675,0.0330783,0.0253398,0.00846308,0.0177681,0.0171986,0.0192399,0.0121511,0.0147976,0.0424374,0.0208594,0.0273754,0.0194649,0.0259888,0.042375,0.0107055,0.01146,0.00491339,0.0222922,0.0210684,0.0288759,0.0129492,0.0107887,0,0,0.0275012,0,0.0142354,0.0124067,0.0320315,0.0310561,0.0160395,0.0252958,0.0130937,0.0140838,0.0175054,0.0110973,0.0146201,0.0159473,0.0103241,0.0196391,0.0126553,0.00869556,0.00723672,0.0170063,0.010553,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0.0116711,0.0168709,0,0,0,0,0,0.0435764,0.0365236,0.0295453,0.0138003,0,0,0.012493,0,0.0124793,0.00455314,0.0330564,0.0247926,0.00792054,0.0175207,0.0171355,0.0185204,0.0120411,0.0145562,0.0424902,0.0209307,0.0276751,0.0195255,0.0260142,0.043037,0.0102208,0.0113582,0.00475769,0.0217755,0.0210908,0.0285024,0.0129876,0.010511,0,0,0.0276145,0,0.0142284,0.0124662,0.0321534,0.0311785,0.0163256,0.0258114,0.0128258,0.013983,0.0178849,0.0112162,0.0146071,0.0159297,0.0101961,0.0190199,0.0124811,0.00864716,0.0073036,0.0166173,0.0100859,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0.0113278,0.0165151,0,0,0,0,0,0.0419445,0.0364681,0.0288097,0.0134858,0,0,0.0119125,0,0.0124545,0.00442333,0.0329456,0.0242951,0.0074139,0.0155352,0.0168766,0.0178576,0.0110397,0.012896,0.0426164,0.0205475,0.0270683,0.0197585,0.0267778,0.0414555,0.00997371,0.0112758,0.00463343,0.0212646,0.0210929,0.0283861,0.0128938,0.0101533,0,0,0.0277687,0,0.0142023,0.0124736,0.0323098,0.0317713,0.0163939,0.0259289,0.0124452,0.0137867,0.0193815,0.0112563,0.0146987,0.0158982,0.0101713,0.0185917,0.0123624,0.00842828,0.00730109,0.0162613,0.00960391,0,0,0,0,0,0,0,0,0,0.0201659,0,0,0,0
52,0.0118369,0.0169351,0,0,0,0,0,0.0440362,0.0370632,0.0294486,0.0146294,0,0,0.0132398,0,0.012668,0.005069,0.0325693,0.024474,0.00749792,0.0160499,0.018362,0.0178708,0.0114174,0.0130397,0.0422744,0.0212682,0.0282596,0.0203082,0.0273209,0.0435721,0.00972835,0.0114534,0.00517409,0.0128023,0.0212388,0.0222561,0.0145074,0.0107371,0,0,0.0292,0,0.0141878,0.0132827,0.0326307,0.0215111,0.0121859,0.0288101,0.0139836,0.013967,0.0131665,0.013811,0.0136621,0.0173874,0.0136711,0.0122105,0.0130857,0.0086778,0.0072803,0.0165438,0.010441,0,0,0,0,0,0,0,0,0,0.0211199,0,0,0.0275983,0
53,0.0120514,0.017112,0,0,0,0,0,0.0439618,0.0370615,0.0292536,0.0143142,0,0,0.0136158,0,0.0129331,0.00510597,0.0329465,0.0239849,0.00721363,0.0153567,0.0184107,0.0183977,0.0111221,0.0123771,0.0424809,0.0209529,0.0279141,0.0201936,0.0272881,0.0439645,0.0100319,0.0116264,0.00516542,0.0114069,0.0212943,0.0215273,0.0142904,0.010711,0,0,0.0293026,0,0.0142119,0.0132955,0.0329578,0.0216633,0.0122952,0.0286471,0.0136625,0.0137285,0.012724,0.013976,0.0139491,0.0172938,0.0138249,0.0110779,0.0129096,0.00881158,0.00725267,0.0167791,0.0104716,0,0,0,0,0,0,0,0,0,0.0209589,0,0,0.0278138,0
54,0.0119831,0.0171303,0,0,0,0,0,0.0435954,0.0370888,0.0290575,0.0139394,0,0,0.013595,0,0.0130607,0.00505328,0.0334032,0.0234713,0.00701638,0.0144589,0.018072,0.0185092,0.0110943,0.0115879,0.0427086,0.0205145,0.0272897,0.0200922,0.0273131,0.0438471,0.0101192,0.0116752,0.00515581,0.0100825,0.0213593,0.0205627,0.014029,0.0105358,0,0,0.0295303,0,0.0142494,0.0133813,0.0332724,0.0213866,0.0125926,0.0280994,0.0129812,0.0135194,0.012291,0.0141811,0.014337,0.0170293,0.0139774,0.00989995,0.0128952,0.00890224,0.00728859,0.0168799,0.0102835,0,0,0,0,0,0,0,0,0,0.0200315,0,0,0.0274951,0
55,0.0117552,0.0170373,0,0,0,0,0,0.0437703,0.0371422,0.0293288,0.0136266,0,0,0.0134707,0,0.013167,0.00498241,0.0338383,0.0237424,0.00693517,0.0135934,0.0174797,0.0183635,0.0109741,0.0108987,0.0430132,0.0201697,0.0268024,0.0201217,0.0274759,0.0442296,0.0100566,0.0117195,0.00514042,0.0092338,0.0213892,0.0197012,0.0137931,0.0102556,0,0,0.0296764,0,0.0142724,0.0133682,0.0334935,0.0209297,0.0130378,0.0274032,0.012098,0.0134696,0.0119111,0.0146066,0.0148328,0.0168597,0.014324,0.00932036,0.0129795,0.00890864,0.00726011,0.0168706,0.00980927,0,0,0,0,0,0,0,0,0,0.0188295,0,0,0.0269858,0
56,0.0115081,0.01693,0,0,0,0,0,0.0443472,0.0372137,0.0297906,0.013367,0,0,0.0133888,0,0.0132836,0.00493688,0.0342049,0.0244722,0.00687546,0.0127713,0.016877,0.0181241,0.0107176,0.0101742,0.0433534,0.0198428,0.026374,0.0199898,0.0277324,0.045023,0.00997327,0.0117649,0.00518506,0.00890723,0.021369,0.0188722,0.0135505,0.00995032,0,0,0.0297752,0,0.0142467,0.0132972,0.0337694,0.0203626,0.0134679,0.0266251,0.0112093,0.0134673,0.0115138,0.0145912,0.0154161,0.0166729,0.0146419,0.00847226,0.0130935,0.00885426,0.00720655,0.0168119,0.00934732,0,0,0,0,0,0,0,0,0,0.0173249,0,0,0.0266171,0
57,0.0112626,0.0168594,0,0,0,0,0,0.0451146,0.0373229,0.0302203,0.0132378,0,0,0.0134904,0,0.0133866,0.00495759,0.0345252,0.0250725,0.00684696,0.0120345,0.0163822,0.0178915,0.0104934,0.00966278,0.0436822,0.0197074,0.0260678,0.0200043,0.027954,0.0458263,0.009894,0.0118213,0.00524552,0.00902203,0.0213353,0.0179258,0.0134143,0.00965943,0,0,0.0297721,0,0.0141996,0.0131678,0.0342005,0.0192916,0.013753,0.0257847,0.0104595,0.0134321,0.0112617,0.0145776,0.0159195,0.0163386,0.0149025,0.00747909,0.0131874,0.00889406,0.00711055,0.0167066,0.00916573,0,0,0,0,0,0,0,0,0,0.0159808,0.0119628,0,0.0263101,0
58,0.0109705,0.016759,0,0,0,0,0,0.0454924,0.0374098,0.0303824,0.0131371,0,0,0.0136899,0,0.0134487,0.00498344,0.0347337,0.0252105,0.00684299,0.0113704,0.0159473,0.0176036,0.0104353,0.00920441,0.0439095,0.019703,0.0257746,0.019977,0.0281106,0.0461673,0.009824,0.0118781,0.00532922,0.00924639,0.0213182,0.0169922,0.0133573,0.0093886,0,0,0.0296844,0,0.0141705,0.0129052,0.0345447,0.018039,0.0140136,0.0247145,0.00984555,0.0133396,0.0111508,0.0145592,0.0164893,0.0159029,0.0149764,0.00696174,0.0132472,0.00890589,0.00696587,0.0164953,0.00904568,0,0,0,0,0,0,0,0,0,0.0153858,0.0123354,0,0.0262032,0
59,0.0106592,0.0166057,0,0,0,0,0,0.0455488,0.037498,0.0304387,0.0130302,0,0,0.0139024,0,0.0134979,0.00503652,0.0348376,0.0251672,0.0068176,0.0107183,0.0156146,0.0171554,0.0105498,0.00872655,0.0440695,0.0197409,0.0254239,0.0199275,0.0282671,0.0464606,0.00974017,0.0119164,0.00543575,0.00960868,0.0212993,0.016327,0.0132892,0.00909662,0,0,0.0296473,0,0.0141402,0.012793,0.0347731,0.0169952,0.0142948,0.0234659,0.00939996,0.0131863,0.0108446,0.0145195,0.0171928,0.0154823,0.0148973,0.00682573,0.013234,0.00892731,0.00683719,0.0162219,0.00877937,0,0,0,0,0,0,0,0,0,0.0145735,0.0120946,0,0.0260421,0
60,0.010302,0.0163415,0,0,0,0,0,0.0453999,0.0376024,0.0305612,0.0129398,0,0,0.01403,0,0.0135042,0.00503183,0.0348606,0.0252262,0.00678471,0.0101429,0.0154026,0.0166689,0.0104817,0.00830581,0.0441914,0.0194235,0.0250881,0.0199533,0.028359,0.0470492,0.0096066,0.0119618,0.00551071,0.0097752,0.0212739,0.01578,0.0132698,0.00874487,0,0,0.0296293,0,0.0141045,0.0126754,0.0349579,0.0164437,0.0145164,0.0222119,0.00900952,0.0129805,0.0104043,0.0144184,0.017774,0.0149974,0.0147842,0.00688936,0.0131854,0.00888686,0.00680277,0.0157982,0.00841343,0,0,0,0,0,0,0,0,0,0.0131938,0.0118603,0,0.0259695,0
61,0.00990636,0.0159448,0,0,0,0,0,0.0454664,0.0377032,0.0306995,0.0128199,0,0,0.0140867,0,0.0135365,0.00496359,0.034848,0.025221,0.00675827,0.00971362,0.0152388,0.0162288,0.010304,0.00801446,0.0443069,0.019088,0.0250726,0.0200179,0.0283634,0.0478397,0.00951459,0.0119873,0.00559438,0.00936376,0.0212548,0.0150563,0.0132875,0.00835503,0,0,0.0296549,0,0.0140758,0.0125168,0.0351145,0.016404,0.0147286,0.0208661,0.00870477,0.0126941,0.00972827,0.0144809,0.0182933,0.014548,0.0149894,0.00670773,0.0131236,0.00883285,0.00682711,0.0152762,0.00798483,0,0,0,0,0,0,0,0,0,0.011464,0.011544,0,0.0257658,0
62,0.00945226,0.0154561,0,0,0,0,0,0.0461658,0.0377752,0.0307765,0.0127368,0,0,0.0141021,0,0.0135349,0.0048776,0.0347471,0.0250262,0.00674289,0.00935846,0.0151787,0.0157844,0.0101415,0.00773263,0.0443163,0.0189606,0.0249956,0.0200983,0.0284119,0.0484858,0.00944352,0.0120173,0.00568336,0.00854708,0.021247,0.0139959,0.0133986,0.0078768,0,0,0.0297646,0,0.0140586,0.0124493,0.0352885,0.0165827,0.0149749,0.0196298,0.00855694,0.0123476,0.00894283,0.0144133,0.019022,0.0136348,0.0150265,0.00653918,0.0130705,0.00886355,0.00687439,0.0146817,0.0075599,0,0,0,0,0,0,0,0,0,0.0106512,0.011023,0,0.0255634,0
63,0.0089663,0.0148875,0,0,0,0,0,0.0468832,0.0377831,0.0308845,0.0127343,0,0,0.0141307,0,0.0134547,0.00481726,0.0346374,0.0249701,0.00666964,0.00897828,0.0150999,0.0153384,0.0100339,0.00751163,0.044245,0.0188398,0.0247898,0.020082,0.0285251,0.0492457,0.00933841,0.0119956,0.00567461,0.00764063,0.0212308,0.0126477,0.0136065,0.00732359,0,0,0.0299218,0,0.0140366,0.0124685,0.0354432,0.0173391,0.0152606,0.018536,0.00846536,0.0119238,0.00799683,0.0141857,0.0200425,0.0122727,0.0148248,0.00714166,0.0129419,0.00900586,0.00699367,0.0140235,0.00712682,0,0,0,0,0,0,0,0,0,0.010295,0.0102258,0,0.0253884,0
64,0.00846138,0.0142447,0,0,0,0,0,0.0475736,0.0377547,0.0310982,0.0127702,0,0,0.0139754,0,0.0133438,0.00468829,0.0345953,0.0250639,0.00655665,0.00862475,0.0148794,0.0148997,0.00993905,0.00734495,0.0441178,0.0187217,0.0246344,0.0199564,0.0285666,0.0501257,0.00917285,0.0119488,0.0056651,0.00690287,0.0211566,0.0117651,0.0138312,0.00673946,0,0,0.0300588,0,0.0139721,0.0125247,0.0354961,0.0186919,0.0156599,0.0175472,0.00834992,0.0115058,0.00674565,0.0141048,0.0213743,0.010926,0.0149252,0.00881319,0.0128674,0.00921002,0.00716121,0.0133083,0.00658472,0,0,0,0,0,0,0,0,0,0.00995541,0.00907842,0,0.0250607,0
65,0.00789425,0.0135084,0,0,0,0,0,0.0482907,0.0376656,0.0312026,0.0127923,0,0,0.0136286,0,0.0131755,0.00448443,0.0345749,0.0251771,0.006408,0.00852838,0.0144739,0.0143961,0.00979739,0.00715588,0.0439139,0.018667,0.0246323,0.0198294,0.0284222,0.0508557,0.00903978,0.0118705,0.00562599,0.00702532,0.0210562,0.0114672,0.014059,0.00616293,0,0,0.0301841,0,0.0139025,0.0125772,0.0354469,0.0206569,0.0161946,0.0167317,0.00815584,0.0111601,0.0052793,0.0141542,0.02307,0.00968987,0.0152388,0.010948,0.0127902,0.00944603,0.00733866,0.012515,0.00597734,0,0,0,0,0,0,0,0,0,0.00967928,0.00769714,0,0.0247268,0
66,0.00735527,0.012818,0,0,0,0,0,0.0493811,0.0375201,0.0315105,0.0127809,0,0,0.0132173,0,0.0130709,0.00425432,0.0345072,0.0251709,0.00624213,0.0086772,0.0139483,0.0139831,0.00965761,0.0070369,0.0436936,0.0186975,0.0247901,0.0198767,0.0283358,0.0518193,0.00899383,0.0117654,0.00550578,0.00778992,0.020964,0.0117238,0.0142823,0.00572999,0,0,0.0302931,0,0.0138514,0.0125198,0.0354537,0.0228859,0.0167893,0.0156545,0.00807817,0.0109041,0.0039321,0.0141102,0.0251962,0.0086104,0.015536,0.0133238,0.0127196,0.00958394,0.00747953,0.0117936,0.00541175,0,0,0,0,0,0,0,0,0,0.00999875,0.00625884,0,0.0247807,0
67,0.00679271,0.0121246,0,0,0,0,0,0.0504801,0.0373775,0.0318683,0.0128147,0,0,0.0127501,0,0.0129979,0.00406016,0.0344636,0.025225,0.00610202,0.00877179,0.0134128,0.0136012,0.00951178,0.00691955,0.043453,0.018709,0.0249227,0.0197884,0.0283267,0.0529008,0.00895873,0.0116568,0.00537009,0.00892054,0.0209032,0.0116576,0.0144904,0.00534026,0,0,0.0302996,0,0.0138296,0.0122948,0.0355063,0.0242803,0.0174748,0.0139923,0.00809584,0.0107994,0.00315236,0.013562,0.0274007,0.00763816,0.0153567,0.015523,0.0126842,0.00943172,0.00751139,0.0111041,0.00489004,0,0,0,0,0,0,0,0,0,0.0110591,0.00495064,0,0.0249384,0
68,0.00623776,0.0114556,0,0,0,0,0,0.0515605,0.0372016,0.0321829,0.01289,0,0,0.0123,0,0.012891,0.00398128,0.0344044,0.0252788,0.00592254,0.00889237,0.0128483,0.0132716,0.00939744,0.0068659,0.043338,0.0187625,0.0251266,0.0197939,0.0282849,0.0540452,0.00897015,0.0115385,0.00523059,0.0102467,0.0208815,0.011179,0.0147149,0.00498625,0,0,0.0300381,0,0.0138535,0.0120492,0.035471,0.023974,0.018305,0.0116478,0.00819837,0.0108233,0.00314875,0.0129244,0.0297628,0.00764977,0.0150236,0.0172064,0.0125946,0.00908306,0.0075533,0.0104191,0.00446696,0,0,0,0,0,0,0,0,0,0.0115566,0.00381717,0,0.0251764,0
69,0.00569816,0.0108015,0,0,0,0,0,0.0526238,0.037003,0.0323038,0.0129543,0,0,0.0117737,0,0.0127642,0.0040656,0.0343509,0.0251228,0.00568904,0.00897274,0.0123008,0.0129431,0.00924,0.00676843,0.0432465,0.0187252,0.0253915,0.0198145,0.0281421,0.0551561,0.0090247,0.01141,0.00507662,0.011851,0.020867,0.0111617,0.0148608,0.00461456,0,0,0.0295252,0,0.013899,0.0117809,0.0354681,0.0229495,0.0194413,0.00852617,0.00840329,0.0107953,0.00385356,0.0132826,0.0326733,0.00930638,0.0155454,0.0182898,0.0124322,0.00898225,0.00773131,0.00974504,0.00403149,0,0,0,0,0,0,0,0,0,0.0115342,0.00339852,0,0.0255337,0
70,0.00515521,0.0101805,0,0,0,0,0,0.0537268,0.0368104,0.0321682,0.0127864,0,0,0.0112699,0,0.0125956,0.00428626,0.0342319,0.0247586,0.00538814,0.00898107,0.0118768,0.0125185,0.00903493,0.00669985,0.0432055,0.0186233,0.0257805,0.0197331,0.0279408,0.056194,0.00915194,0.011277,0.00492785,0.0143111,0.0208053,0.0120787,0.0147645,0.00421831,0,0,0.0291283,0,0.0138825,0.0115709,0.0355353,0.0214952,0.0209075,0.00493668,0.00870882,0.0107805,0.00481493,0.014824,0.0357252,0.0122087,0.0175317,0.0194703,0.0123532,0.00876292,0.00768769,0.00912354,0.00354053,0,0,0,0,0,0,0,0,0,0.0114208,0.00400385,0,0.0257206,0
71,0.00439008,0.00907936,0,0,0,0,0,0.0527671,0.0360468,0.0312216,0.0118698,0,0,0.0101024,0,0.0120857,0.00552646,0.034334,0.0242678,0.00560505,0.00841656,0.0117995,0.011301,0.00831054,0.0063996,0.0435085,0.0179157,0.0253357,0.019159,0.0272898,0.0550982,0.0100279,0.010723,0.00425448,0.0189593,0.0206637,0.0123661,0.0143941,0.00367785,0,0,0.0279811,0,0.0139296,0.0110123,0.0361571,0.0191426,0.0267441,0.00467174,0.0119782,0.0106111,0.00764751,0.0148462,0.0348582,0.0128025,0.0187586,0.0224426,0.0117421,0.00860046,0.00775946,0.008104,0.00289431,0,0,0,0,0,0,0,0,0,0.0106392,0.00735716,0,0,0
72,0.00427603,0.00862703,0,0,0,0,0,0.0534548,0.0359311,0.0309903,0.011417,0,0,0.00978795,0,0.0119969,0.00570462,0.0339444,0.0237461,0.00546368,0.00842289,0.0115761,0.0107859,0.00823154,0.00641411,0.0436094,0.0179097,0.0252933,0.0191408,0.0270805,0.0560208,0.0100523,0.0105704,0.00415685,0.0232102,0.0206271,0.0161,0.0141371,0.00351315,0,0,0.0276554,0,0.0139317,0.0109886,0.0366151,0.0182997,0.0279131,0.0112405,0.0122773,0.0104447,0.00865309,0.0179383,0.036858,0.0156891,0.0220477,0.0244799,0.011544,0.00878775,0.00774101,0.00767399,0.00292591,0,0,0,0,0,0,0,0,0,0.0107035,0.00731775,0,0,0
73,0.00434157,0.00824413,0,0,0,0,0,0.0540105,0.0358766,0.0305471,0.0109699,0,0,0.00957743,0,0.0120187,0.00580522,0.0335906,0.0232214,0.00533407,0.00840611,0.0113692,0.0104688,0.00817438,0.00654779,0.0436615,0.0178471,0.0252281,0.019005,0.0268327,0.0568308,0.00991326,0.0104914,0.0040408,0.0270163,0.0206403,0.0207278,0.0137702,0.00347503,0,0,0.0274749,0,0.0139562,0.011031,0.0370819,0.0198419,0.0288377,0.017374,0.0123651,0.0102499,0.00985843,0.0212302,0.0384153,0.018215,0.0250704,0.0257701,0.0114455,0.00891448,0.00787126,0.00736769,0.00306892,0,0,0,0,0,0,0,0,0,0.0106434,0,0,0,0
