Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,RTHII,x75
141,0.00616245,0.0104847,0,0,0,0,0,0,0.0335193,0.0330986,0.021612,0.00762199,0,0,0.00563676,0,0.0100357,0.00577404,0.0315606,0.0180029,0.00652714,0.0072107,0.0107271,0.0124468,0.00677737,0.00674741,0.00624871,0.0452584,0.0149463,0.0157789,0.0165709,0.0313823,0.0337918,0.00676548,0.0101619,0.00329388,0.0208085,0.0211648,0.0240865,0.00807807,0.00678095,0,0,0.0352985,0,0.0137755,0.0130541,0.0376333,0.0284587,0.0210341,0.0173421,0.00535855,0.0098084,0.00703468,0.0263284,0.00893519,0.0267931,0.0441982,0.022333,0.0305583,0.0156564,0.0165799,0.0104557,0.0076215,0.00955961,0.00457501,0,0,0,0,0,0,0,0,0,0
142,0.00635306,0.0103814,0,0,0,0,0,0,0.0336926,0.0331121,0.0214558,0.00776921,0,0,0.00563508,0,0.0100428,0.00576497,0.0317614,0.017973,0.00636153,0.00697424,0.010517,0.0126711,0.00706278,0.00698529,0.00620019,0.0452811,0.0147869,0.015692,0.0164619,0.0312703,0.033967,0.00678999,0.0101657,0.00333018,0.0264471,0.0211284,0.0282269,0.0081052,0.0066773,0,0,0.0349779,0,0.0137717,0.0129544,0.0380081,0.0330994,0.0211456,0.0232456,0.00483522,0.00992316,0.00754116,0.0258176,0.0106461,0.0297873,0.0447457,0.0236286,0.0339569,0.0197344,0.0165577,0.010461,0.00762152,0.00939628,0.00474466,0,0,0,0,0,0,0,0,0,0
143,0.00657453,0.0104904,0,0,0,0,0,0,0.0335408,0.0331306,0.0212495,0.00797174,0,0,0.00556201,0,0.0100295,0.00571507,0.0318953,0.0178716,0.00622166,0.00656504,0.0106959,0.0128677,0.00732009,0.00717161,0.00644821,0.0453153,0.0145957,0.0156179,0.0165119,0.0311874,0.0338121,0.00673323,0.0101771,0.00333743,0.0282335,0.0211359,0.0298362,0.00820719,0.0067803,0,0,0.0350205,0,0.0137703,0.0130919,0.0380602,0.0350662,0.0212171,0.0254548,0.00480689,0.0100623,0.00775237,0.0258635,0.0111818,0.0308636,0.0449604,0.0241458,0.0353272,0.0216509,0.0166834,0.010567,0.00760776,0.00951456,0.00492654,0,0,0,0,0,0,0,0,0,0
144,0.0067117,0.0106789,0,0,0,0,0,0,0.0329636,0.0331537,0.0208199,0.00817088,0,0,0.00551546,0,0.00994499,0.00565065,0.0319041,0.0176335,0.0062024,0.00614639,0.0110216,0.0129143,0.00741249,0.00726262,0.00670246,0.0453729,0.0143394,0.0156163,0.0163679,0.0310952,0.0332112,0.00667231,0.0101791,0.0033717,0.028562,0.0211976,0.0302256,0.00834919,0.00700415,0,0,0.0351153,0,0.0137465,0.0132569,0.0378828,0.0359244,0.0214538,0.0260417,0.00516013,0.0100967,0.00745893,0.025925,0.0109825,0.0310669,0.0449155,0.024347,0.0360288,0.0230466,0.0165639,0.0106972,0.00757818,0.00967852,0.00505124,0,0,0,0,0,0,0,0,0,0
145,0.0067895,0.0108468,0,0,0,0,0,0,0.0324827,0.0331443,0.0206294,0.00827454,0,0,0.0054946,0,0.0100044,0.00555298,0.0319333,0.0179724,0.00608954,0.00567525,0.0115382,0.0129717,0.00749018,0.00727367,0.00688655,0.0455093,0.0140057,0.0155551,0.0161836,0.0308949,0.0325247,0.00665812,0.0102,0.00339137,0.0286092,0.0212427,0.0299871,0.00825756,0.00716179,0,0,0.0352989,0,0.0137764,0.0134668,0.0375065,0.0363227,0.021798,0.02547,0.00544211,0.0100801,0.0067637,0.0257005,0.0104302,0.0309611,0.0446476,0.0243373,0.0364493,0.0241521,0.0165591,0.0108343,0.00761691,0.00983913,0.00513634,0,0,0,0,0,0,0,0,0,0
146,0.00683133,0.0110918,0,0,0,0,0,0,0.0319003,0.0331521,0.0204259,0.00825145,0,0,0.00568685,0,0.0101857,0.00561605,0.0319985,0.0181233,0.00585566,0.00522075,0.0120897,0.0133913,0.00755086,0.00725496,0.00682971,0.0456636,0.0137293,0.0153546,0.01608,0.0306681,0.031782,0.00702296,0.0102163,0.00337222,0.0245382,0.0212238,0.0271763,0.0079723,0.00722038,0,0,0.0354151,0,0.0138264,0.0137399,0.0369912,0.0341529,0.0220908,0.020872,0.00550124,0.0101505,0.00608423,0.0258141,0.00840073,0.0293763,0.0446165,0.0239172,0.0348497,0.0212945,0.0166244,0.0111351,0.00766658,0.0101188,0.00506473,0,0,0,0,0,0,0,0,0,0
147,0.00679186,0.0109617,0,0,0,0,0,0,0.0311341,0.0330029,0.0201603,0.00816689,0,0,0.00587122,0,0.0101046,0.00580865,0.0320448,0.018282,0.00566236,0.00486782,0.0122631,0.0134583,0.00759633,0.00715066,0.00655503,0.0457156,0.0134492,0.0151233,0.0157589,0.030486,0.0310429,0.00741691,0.0101912,0.00331047,0.0201783,0.0211353,0.0246437,0.00772737,0.00737212,0,0,0.0349043,0,0.013815,0.0136478,0.0366965,0.0319855,0.0221643,0.0161889,0.00511173,0.0101063,0.00540676,0.0260011,0.00648415,0.0275337,0.0441752,0.0230756,0.0329038,0.0188035,0.0163627,0.011352,0.00763271,0.00992436,0.00496573,0,0,0,0,0,0,0,0,0,0
148,0.00677707,0.0108645,0,0,0,0,0,0,0.030324,0.0328803,0.0198403,0.00812904,0,0,0.00603561,0,0.00995773,0.0059242,0.03202,0.0184911,0.00546149,0.00455995,0.0125932,0.0135378,0.0076625,0.0069471,0.00613177,0.0457336,0.0131057,0.0148959,0.015515,0.0303063,0.0303432,0.00778855,0.0101706,0.00329239,0.0175508,0.0209849,0.0230618,0.0076234,0.00760019,0,0,0.0343415,0,0.0137548,0.0135828,0.0367685,0.0304058,0.0222107,0.0128635,0.00501682,0.010086,0.0048433,0.026067,0.0050816,0.0259763,0.0433712,0.0220545,0.0313265,0.0192847,0.0160978,0.011508,0.00760283,0.00976121,0.0048925,0,0,0,0,0,0,0,0,0,0
149,0.00668327,0.0107117,0,0,0,0,0,0,0.0296206,0.0327921,0.0195129,0.00814503,0,0,0.00621644,0,0.0098721,0.00600894,0.0320594,0.0188477,0.00527344,0.00418698,0.0129795,0.0136164,0.00773908,0.00670768,0.00559593,0.0457903,0.0127304,0.0146489,0.0154057,0.0301037,0.0294762,0.00814721,0.0101762,0.00323941,0.0164425,0.0209869,0.0214082,0.00764291,0.0076397,0,0,0.0339079,0,0.0137923,0.0135741,0.0370229,0.0296038,0.0223348,0.00992277,0.00510076,0.0100336,0.00421004,0.0258047,0.00435281,0.0247047,0.0427568,0.0210427,0.0297027,0.0214842,0.0158402,0.0115958,0.00768605,0.00960108,0.00487782,0,0,0,0,0,0,0,0,0,0
150,0.00652895,0.0104348,0,0,0,0,0,0,0.0290485,0.0326055,0.0193691,0.00817584,0,0,0.00650423,0,0.00978565,0.00617666,0.0322204,0.0192116,0.00510011,0.00372248,0.0131999,0.0135571,0.00778993,0.006473,0.00544969,0.0458577,0.0123584,0.0144137,0.0152762,0.0298863,0.0283622,0.00855452,0.0101398,0.00312386,0.0170744,0.0209841,0.020463,0.00770513,0.00751085,0,0,0.0334164,0,0.0138234,0.0134289,0.0371758,0.0306406,0.0225113,0.00809912,0.00506788,0.00986927,0.00337204,0.0254569,0.00485283,0.0242636,0.042822,0.0205047,0.0286581,0.0237147,0.0154052,0.0116761,0.00780181,0.00932762,0.00474896,0,0,0,0,0,0,0,0,0,0
151,0.00636644,0.0101033,0,0,0,0,0,0,0.0285795,0.0323529,0.0196417,0.00824313,0,0,0.00687795,0,0.00971588,0.00641735,0.0323722,0.01964,0.00496317,0.00326877,0.0131809,0.0134186,0.00786992,0.00629389,0.00507509,0.0458469,0.0119752,0.0141733,0.0150165,0.0296783,0.0270641,0.00905219,0.0100305,0.00307823,0.017703,0.0209572,0.01997,0.00791734,0.00733013,0,0,0.0327811,0,0.0138503,0.013124,0.0372046,0.032347,0.0226756,0.00725126,0.00500115,0.00969031,0.00232448,0.0251807,0.00610143,0.0240124,0.0432957,0.0202471,0.0278448,0.0244069,0.0148718,0.0114543,0.00781658,0.00899507,0.00451713,0,0,0,0,0,0,0,0,0,0
152,0.00620117,0.00997021,0,0,0,0,0,0,0.0279551,0.0321714,0.0199178,0.00837413,0,0,0.00713394,0,0.00966947,0.00651078,0.0323618,0.0201571,0.00492674,0.00288307,0.0132337,0.0133272,0.00789994,0.00601381,0.00451476,0.0457993,0.0115804,0.0139478,0.0147104,0.0294791,0.0256744,0.00942405,0.00995143,0.00307154,0.0183117,0.0209743,0.0198212,0.00841947,0.0072806,0,0,0.0322805,0,0.0138964,0.0128658,0.0372446,0.0339835,0.0227923,0.00734034,0.00540716,0.00962484,0.00164146,0.0249017,0.00746661,0.0235165,0.043452,0.0200208,0.0272284,0.0238357,0.0144674,0.0112923,0.00776613,0.00890372,0.00432871,0,0,0,0,0,0,0,0,0,0
153,0.00597419,0.00985891,0,0,0,0,0,0,0.0272804,0.0320736,0.0201737,0.00854564,0,0,0.00727706,0,0.00970411,0.00658997,0.0323187,0.0209245,0.00489788,0.00255654,0.0132742,0.0134336,0.00788602,0.00565939,0.00396203,0.0456751,0.0111364,0.0137422,0.0145018,0.0291753,0.0243294,0.00976068,0.00988154,0.00305842,0.018973,0.0209792,0.0202058,0.0089508,0.00722078,0,0,0.0317965,0,0.0139286,0.0126488,0.0372699,0.0357348,0.0227518,0.00837079,0.0058501,0.00962772,0.00229468,0.0244756,0.00820417,0.0230699,0.0431127,0.0198323,0.0269273,0.0225569,0.0142034,0.0113098,0.00770054,0.00889283,0.00418392,0,0,0,0,0,0,0,0,0,0
154,0.00559429,0.00963815,0,0,0,0,0,0,0.0267226,0.0319465,0.020632,0.00878624,0,0,0.00740885,0,0.0097476,0.00664785,0.0324109,0.0217282,0.00480836,0.00238169,0.0131615,0.0136483,0.00780753,0.00541413,0.00353312,0.0453847,0.0105847,0.0134656,0.0143124,0.0287044,0.0230355,0.0101413,0.00982029,0.00298579,0.0202524,0.020968,0.0209948,0.00943857,0.00701451,0,0,0.031128,0,0.0139514,0.0123601,0.0370932,0.0375349,0.0225198,0.010155,0.00594718,0.00953155,0.00320343,0.0240354,0.00801849,0.0230609,0.0427885,0.0198526,0.0269344,0.021658,0.0138595,0.0112636,0.00763613,0.00879225,0.00388598,0,0,0,0,0,0,0,0,0,0
155,0.00521252,0.00930298,0,0,0,0,0,0,0.0261432,0.0317633,0.0215032,0.00899253,0,0,0.007645,0,0.00976375,0.00669977,0.0326143,0.022428,0.00472244,0.00237761,0.012995,0.013855,0.00753647,0.00518802,0.00312692,0.0451433,0.00991443,0.0131308,0.0140094,0.0280608,0.0217334,0.0104798,0.00976147,0.00291123,0.0222152,0.0209281,0.0216223,0.00964831,0.00668613,0,0,0.0303749,0,0.0139822,0.0120599,0.0365284,0.0388168,0.0224751,0.011285,0.00584122,0.00938337,0.00390919,0.0239249,0.00735533,0.0229599,0.0427199,0.019794,0.0264314,0.0221864,0.013444,0.0111865,0.00764747,0.00868195,0.00344441,0,0,0,0,0,0,0,0,0,0
156,0.00486459,0.00893379,0,0,0,0,0,0,0.0256565,0.0315302,0.0224145,0.00915482,0,0,0.00781936,0,0.00981513,0.00671899,0.0327545,0.0233324,0.00471338,0.00240373,0.0127237,0.014039,0.00710138,0.00498452,0.00259154,0.0448648,0.00919437,0.0128431,0.0137051,0.0273005,0.0203835,0.0107385,0.0097043,0.00287618,0.0243073,0.0208983,0.0218397,0.00973674,0.00631585,0,0,0.0295991,0,0.0140138,0.011759,0.0357882,0.0391573,0.0225047,0.0107746,0.00564742,0.00917406,0.00427637,0.0235888,0.00734821,0.0222409,0.0427637,0.0194956,0.0250175,0.0245416,0.0129613,0.010978,0.00769191,0.00866413,0.00315501,0,0,0,0,0,0,0,0,0,0
157,0.00472274,0.00874186,0,0,0,0,0,0,0.0256874,0.0314279,0.0233791,0.00935189,0,0,0.00797027,0,0.0100121,0.00685252,0.0327512,0.0246175,0.00475736,0.00262713,0.0124811,0.0143014,0.00659909,0.00490436,0.00199408,0.0444256,0.00843532,0.0126392,0.0131929,0.0263968,0.0188992,0.0110332,0.00960135,0.00302341,0.0254983,0.020864,0.0213024,0.00991369,0.00612219,0,0,0.0291087,0,0.0139976,0.0115675,0.035183,0.0384574,0.022626,0.0091686,0.00557351,0.00900857,0.00482827,0.0231524,0.0082467,0.0207843,0.0424863,0.0187329,0.0228762,0.0278207,0.0126308,0.0106624,0.00767213,0.00885905,0.00309161,0,0,0,0,0,0,0,0,0,0
158,0.00485048,0.00875641,0,0,0,0,0,0,0.0258239,0.0313572,0.0247548,0.00961258,0,0,0.00783117,0,0.0100214,0.00672894,0.0327216,0.0261121,0.00486359,0.00331034,0.0124323,0.0145476,0.00603128,0.00500793,0.00156808,0.0438988,0.00773382,0.0126744,0.0126495,0.0253087,0.0173298,0.0111246,0.00960346,0.00312843,0.0259417,0.0207917,0.0202461,0.0101895,0.00616521,0,0,0.0289162,0,0.0139255,0.0114459,0.0349301,0.0372326,0.0228197,0.00772092,0.00569741,0.008879,0.00577554,0.022509,0.00939693,0.0190937,0.0417556,0.0176522,0.0207235,0.0291722,0.012417,0.0105115,0.00766127,0.00916385,0.00322522,0,0,0,0,0,0,0,0,0,0
159,0.00517096,0.00887114,0,0,0,0,0,0,0.0261794,0.0312896,0.0262393,0.00982261,0,0,0.00749233,0,0.00998892,0.0064515,0.032796,0.027794,0.00508843,0.00435645,0.0126311,0.0147768,0.00532208,0.00537803,0.00131999,0.0434597,0.00728143,0.0130276,0.0122183,0.024072,0.0159039,0.0111299,0.00962516,0.00304967,0.0264564,0.0208138,0.0193963,0.0104021,0.00643625,0,0,0.0290345,0,0.0138974,0.0115395,0.0349574,0.0359726,0.0230317,0.00697458,0.00594105,0.00878427,0.00665995,0.0216369,0.0100961,0.0176679,0.0408108,0.0165652,0.0191404,0.0304138,0.0123404,0.0106047,0.00766799,0.00942475,0.00357733,0,0,0,0,0,0,0,0,0,0
160,0.0055966,0.00916566,0,0,0,0,0,0,0.0265288,0.0313137,0.0278688,0.00991369,0,0,0.0069984,0,0.0100479,0.00604619,0.0329479,0.0299374,0.00530485,0.00550797,0.0128029,0.0151384,0.00459857,0.0063462,0.00133317,0.0430041,0.00728349,0.0138489,0.0119762,0.0227205,0.0149728,0.0110419,0.00968177,0.00289248,0.026162,0.0209025,0.0181561,0.0104669,0.00698482,0,0,0.0292875,0,0.013906,0.0117961,0.0350796,0.034132,0.0231758,0.00638599,0.00604224,0.0088979,0.00719025,0.0208708,0.010425,0.0165131,0.0400132,0.0154745,0.0177514,0.0316326,0.0123426,0.0104983,0.00758136,0.00971366,0.00430105,0,0,0,0,0,0,0,0,0,0
161,0.00611931,0.00964716,0,0,0,0,0,0,0.0271161,0.0314196,0.0298585,0.00977859,0,0,0.00648473,0,0.0101295,0.00562286,0.0332243,0.0320133,0.00550482,0.0068202,0.013109,0.0155949,0.00400194,0.00812966,0.00227285,0.0425876,0.0077197,0.0149001,0.0118382,0.0213396,0.0144737,0.0109621,0.00972088,0.00286653,0.0259184,0.0210094,0.0170988,0.0101794,0.00776386,0,0,0.0297613,0,0.013905,0.0121131,0.0352187,0.0319755,0.0233081,0.00613617,0.00589917,0.00927408,0.0072651,0.0201436,0.0104956,0.0158957,0.0393843,0.0147406,0.0169849,0.0317256,0.0124472,0.0106118,0.00753097,0.0100566,0.00515648,0,0,0,0,0,0,0,0,0,0
162,0.0068569,0.0104911,0,0,0,0,0,0,0.0278722,0.0315757,0.031382,0.00957209,0,0,0.00583258,0,0.0101816,0.00502256,0.0335411,0.0339369,0.00572452,0.00809094,0.0136607,0.016348,0.00386804,0.0104107,0.00380571,0.0421363,0.0082686,0.0159028,0.0116845,0.01998,0.0141006,0.0107966,0.00981204,0.00292502,0.0252824,0.0211028,0.0166332,0.00978802,0.0087792,0,0,0.0306558,0,0.0138939,0.0124415,0.0355271,0.030309,0.0233149,0.00629104,0.00592937,0.00992154,0.0071527,0.0201055,0.0104605,0.0157639,0.0392029,0.0143745,0.0168966,0.0301799,0.0128037,0.0108744,0.00742699,0.0108024,0.00618826,0,0,0,0,0,0,0,0,0,0
163,0.0078215,0.0116641,0,0,0,0,0,0,0.028417,0.0318056,0.0322044,0.00952532,0,0,0.00529204,0,0.0102916,0.00436934,0.0339866,0.0352463,0.00611864,0.00915102,0.0144527,0.0173669,0.00449186,0.0124366,0.00559692,0.0418995,0.00871558,0.0164492,0.0115258,0.0186737,0.0135443,0.0105938,0.00995064,0.00294644,0.0243155,0.0212059,0.0164613,0.00938318,0.00983425,0,0,0.0317853,0,0.0138883,0.0129225,0.036001,0.0290244,0.0232757,0.00647773,0.00630567,0.0107969,0.0072122,0.0200716,0.0104789,0.0158462,0.0391158,0.0141728,0.0170791,0.0283063,0.0134069,0.0111229,0.00737838,0.0119526,0.00742594,0,0,0,0,0,0,0,0,0,0
164,0.00908286,0.0130189,0,0,0,0,0,0,0.0286418,0.0320636,0.0328284,0.00977008,0,0,0.00514057,0,0.0104287,0.00366405,0.0346429,0.0361098,0.00676084,0.010028,0.0153982,0.0185323,0.00570193,0.01389,0.00710911,0.0418182,0.00906464,0.0166995,0.0116269,0.0172993,0.0135645,0.0102711,0.0101201,0.00298761,0.0230562,0.0213949,0.0164362,0.00904453,0.0110249,0,0,0.0332718,0,0.0139298,0.0139829,0.0365332,0.02813,0.0232183,0.00662666,0.00703582,0.0118003,0.00742955,0.0199699,0.0108149,0.0160445,0.0391394,0.0141245,0.0173025,0.0262347,0.014133,0.0114185,0.00742826,0.0133864,0.00883612,0,0,0,0,0,0,0,0,0,0
165,0.0105418,0.0144837,0,0,0,0,0,0,0.0282455,0.0323551,0.0328464,0.0102622,0,0,0.00555806,0,0.0105683,0.00303178,0.035501,0.0359432,0.00755451,0.0107277,0.0163029,0.0198681,0.0069072,0.0149908,0.00829141,0.0419321,0.00942476,0.0164496,0.0120716,0.015923,0.0144453,0.00998784,0.0103089,0.00305932,0.0215978,0.0215413,0.016397,0.00874456,0.0123544,0,0,0.0349878,0,0.0139475,0.0151398,0.0369972,0.0275108,0.0231424,0.00681979,0.00809023,0.0128148,0.00803269,0.0198183,0.0113596,0.0162183,0.0393112,0.014247,0.0173226,0.0238124,0.0149524,0.0118767,0.0074746,0.0150223,0.0102889,0,0,0,0,0,0,0,0,0,0
166,0.0119965,0.0158681,0,0,0,0,0,0,0.0278786,0.0326996,0.0322621,0.0108727,0,0,0.00634511,0,0.0106237,0.00268914,0.0364943,0.0349489,0.00831636,0.0110643,0.0170402,0.0209425,0.00777171,0.0158034,0.0091596,0.0421628,0.00968224,0.0159664,0.0127475,0.0146339,0.0166822,0.00984329,0.0104671,0.00324224,0.0203332,0.0217093,0.0163027,0.0083329,0.0137459,0,0,0.0366674,0,0.0138938,0.0161008,0.0372537,0.0266479,0.0232039,0.00714338,0.00925663,0.0138179,0.00886182,0.019497,0.0119626,0.0162196,0.0396628,0.014461,0.0170088,0.0213758,0.0158439,0.0121432,0.00754721,0.0166048,0.0115989,0,0,0,0,0,0,0,0,0,0
167,0.0135229,0.0172032,0,0,0,0,0,0,0.0276073,0.0329858,0.0310939,0.0116422,0,0,0.00730244,0,0.0108913,0.00260646,0.0375091,0.0336658,0.00922587,0.0108079,0.0176721,0.0221897,0.00834668,0.016062,0.00960713,0.0425771,0.00975275,0.0147307,0.0133004,0.0135974,0.0207628,0.00993563,0.01064,0.00340405,0.019136,0.0218248,0.0161311,0.00803768,0.0151016,0,0,0.0383179,0,0.0139173,0.0171555,0.0374159,0.0255525,0.0232689,0.00757552,0.0105538,0.0147867,0,0.0190602,0.0125404,0.0159156,0.0400621,0.0145713,0.0163051,0.0192885,0.0168101,0.0125173,0.00775362,0.0181042,0.0132529,0,0,0,0,0,0,0,0,0,0
168,0.0149112,0.0183281,0,0,0,0,0,0,0.0279179,0.033198,0.0295908,0.011967,0,0,0.00835327,0,0.0111034,0.00276727,0.0384355,0.0327246,0.0101254,0.0100278,0.0182702,0.0232009,0.00869731,0.0159886,0.00966447,0.0431729,0.00969023,0.0131106,0.013514,0.0129495,0.0265114,0.0100189,0.0107851,0.00354899,0.0185021,0.021913,0.0160547,0.00750754,0.0165174,0,0,0.0398289,0,0.0139417,0.0180798,0.0375893,0.0245632,0.0234905,0.0076513,0.0119236,0.0157449,0.0101615,0.0186629,0.012522,0.0153089,0.0402435,0.0144607,0.0153578,0.0176826,0.0177716,0.0129131,0.0079598,0.0193007,0.0147214,0,0,0,0,0,0,0,0,0,0
169,0.0160838,0.0192541,0,0,0,0,0,0,0.028347,0.03344,0.0282735,0.0119768,0,0,0.00936629,0,0.0113192,0.00304868,0.0392459,0.0329557,0.0107563,0.00937396,0.0188986,0.0240185,0.00890788,0.0158474,0.0094204,0.0436222,0.0095199,0.0115683,0.0136155,0.0125946,0.0320829,0.0101551,0.0109157,0.00372622,0.0185283,0.0219682,0.016031,0.0067854,0.0177662,0,0,0.0411138,0,0.0139493,0.0188198,0.0376245,0.0238622,0.0235943,0.00735259,0.0133804,0.0165757,0.0101206,0.0183659,0.0122136,0.0146821,0.0402471,0.014191,0.0145658,0.0166687,0.0186705,0.0133358,0.00808104,0.0201418,0.0158302,0,0,0,0,0,0,0,0,0,0
170,0.0169871,0.0199041,0,0,0,0,0,0,0.0279344,0.0336196,0.027843,0.0121621,0,0,0.0102845,0,0.0113158,0.00318555,0.0395542,0.0338766,0.0112067,0.00888707,0.0194219,0.0246358,0.00891355,0.0156599,0.00867387,0.0437036,0.00914162,0.0103916,0.0138874,0.0124251,0.0345057,0.0102526,0.0111047,0.00383565,0.0188687,0.0219765,0.0160459,0.00602802,0.0186966,0,0,0.0420165,0,0.0139353,0.0193423,0.0374907,0.0233008,0.0235695,0.0067943,0.0147301,0.0172287,0.0100326,0.0182688,0.0116571,0.0141611,0.0401609,0.0138835,0.014104,0.0163344,0.0193408,0.0137527,0.00814801,0.0206564,0.0165951,0,0,0,0,0,0,0,0,0,0
171,0.0175007,0.0202632,0,0,0,0,0,0,0.0271556,0.0337476,0.0279815,0.0121858,0,0,0.0108972,0,0.0114551,0.00343461,0.0393022,0.0337108,0.0111982,0.00876359,0.0196338,0.0250517,0.00897212,0,0.00804432,0.0435347,0.00898452,0.00977009,0.0142118,0.0123118,0.0343229,0.0103626,0.0111685,0.00389843,0.0186729,0.0219644,0.0161357,0.0053461,0.018974,0,0,0.0424023,0,0.0139638,0.0195631,0.0372295,0.0230486,0.0234269,0.00623683,0.0158127,0.0175383,0.0101465,0.0184374,0.0108751,0.0138343,0.0399154,0.0136018,0.0139555,0.0164931,0.0196957,0.014051,0.00825466,0.0209384,0.016958,0,0,0,0,0,0,0,0,0,0
172,0.0182457,0.0207935,0,0,0,0,0,0,0.0263548,0.0340126,0.0271572,0.0128938,0,0,0.0116684,0,0.0117594,0.00394537,0.0384493,0.0322946,0.0118639,0.00813289,0.0207649,0.0256872,0.00833475,0.0149842,0.00686074,0.0428822,0.00875117,0.00883016,0.0141365,0.0122495,0.0335949,0.010659,0.0111487,0.00419684,0.0185905,0.0220247,0.0163696,0.00491951,0.0196284,0,0,0.042904,0,0.0139546,0.019997,0.0368117,0.0230356,0.0232788,0.00589387,0.0174932,0.017922,0.0100198,0.0185766,0.0101132,0.013797,0.0397014,0.0134801,0.0140964,0.016731,0.0201354,0.0142825,0.00840213,0.0214409,0.0176561,0,0,0,0,0,0,0,0,0,0
173,0.0188648,0.0214221,0,0,0,0,0,0,0.0260563,0.0342227,0.0261164,0.0133826,0,0,0.0122876,0,0.0121864,0.00432402,0.0374506,0.0318797,0.0122076,0.00785925,0.0219836,0.0263881,0.00780393,0.0143638,0.0061735,0.0423371,0.00885827,0.00818773,0.0140202,0.0120896,0.0336319,0.0109276,0.0111844,0.0044323,0.0190733,0.0220194,0.0168522,0.00458224,0.0199575,0,0,0.043457,0,0.0139449,0.0205056,0.0364431,0.0235415,0.0231252,0.00600629,0.0191156,0.0181055,0.00937704,0.0187036,0.00914809,0.0139969,0.0394138,0.0134591,0.0145524,0.0168637,0.0204722,0.0145708,0.0085112,0.0220881,0.0181836,0,0,0,0,0,0,0,0,0,0
174,0.0190467,0.0217299,0,0,0,0,0,0,0.0259455,0.034355,0.0261199,0.01372,0,0,0.0125934,0,0.0123712,0.00440626,0.0365835,0.0324463,0.0121186,0.00780473,0.0228202,0.0268055,0.00741746,0,0.0067099,0.0418378,0.00903568,0.00786351,0.0143938,0.0118988,0.0343225,0.0109411,0.011262,0.004517,0.0197651,0.0219673,0.0172041,0.00442257,0.019761,0,0,0.0437088,0,0.0138896,0.0207116,0.0361997,0.0239151,0.0229356,0.00636544,0.0202304,0.017897,0.00908793,0.018914,0.00845445,0.0141088,0.039048,0.0133685,0.0149235,0.0167959,0.0205738,0.0148132,0.00857716,0.0224092,0.0183546,0,0,0,0,0,0,0,0,0,0
175,0.0194091,0.0221122,0,0,0,0,0,0,0.026159,0.0345539,0.0263067,0.0148109,0,0,0.0130757,0,0.0123176,0.00460007,0.0356432,0.0326859,0.0128959,0.00741272,0.0245223,0.0271406,0.00654655,0.0130465,0.00849769,0.0410444,0.00914809,0.00747004,0.0147924,0.0118451,0.0354898,0.0109238,0.0114165,0.00451898,0.0203337,0.0219657,0.0175209,0.0046227,0.0200207,0,0,0.0442868,0,0.0138176,0.0210151,0.0359051,0.0241031,0.0226641,0.00679228,0.0217657,0.0179183,0.00906616,0.0191977,0.00803581,0.0141505,0.0387462,0.0132395,0.0151351,0.0164422,0.0208767,0.0149926,0.00862683,0.0227524,0.0187609,0,0,0,0,0,0,0,0,0,0
176,0.0194116,0.022377,0,0,0,0,0,0,0.0265387,0.0346781,0.0260288,0.0154582,0,0,0.0134098,0,0.0121539,0.00475561,0.0350187,0.0333158,0.0132545,0.00744088,0.0256651,0.0271762,0.00608649,0.0127356,0.008473,0.0404705,0.00923697,0.00743661,0.0151333,0.0117253,0.0372034,0.0108402,0.0115733,0.00450222,0.0208656,0.0219545,0.0182805,0.00465605,0.020046,0,0,0.0447693,0,0.0137661,0.0212425,0.0357161,0.0248579,0.0223508,0.00781446,0.0230191,0.0177979,0.00869371,0.0194248,0.00744755,0.0142256,0.0384265,0.0130958,0.0154161,0.0161799,0.0210951,0.0152685,0.00868411,0.022971,0.0187224,0,0,0,0,0,0,0,0,0,0
177,0.0193546,0.0225485,0,0,0,0,0,0,0.0271992,0.0347396,0.0255237,0.0159286,0,0,0.0136953,0,0.0121886,0.00497847,0.0346207,0.0344068,0.0134818,0.0076402,0.0266765,0.0271844,0.00587428,0.0131021,0.00806398,0.0399144,0.00927658,0.00739863,0.0154231,0.011654,0.0388174,0.010805,0.0116155,0.00458884,0.0213294,0.0220436,0.0190775,0.00457286,0.0200247,0,0,0.0453219,0,0.0137715,0.0215442,0.0356636,0.0257209,0.0219404,0.00889369,0.0241347,0.0176069,0.00827281,0.0197197,0.00693402,0.0142819,0.0380749,0.0129108,0.0156206,0.0160444,0.021294,0.0155021,0.00886893,0.0231188,0.0188002,0,0,0,0,0,0,0,0,0,0
