Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x76,,x78,x82,x83,x84
233,0.0033725,0.00274516,0,0,0,0,0,0,0.0228418,0.0282436,0.0132619,0.00698803,0,0,0.00309344,0,0.0136216,0.000464642,0.0433461,0.0208975,0.0211037,0.120959,0.00884515,0.00538712,0.0040655,0.00416008,0.00450371,0.0386937,0.0110122,0.00841357,0.0109682,0.0377173,0.0235909,0.00169663,0.0107144,0.00189519,0.00946675,0.0219412,0.0113744,0.00901934,0.00338758,0,0,0.00642667,0,0.0160851,0.00459615,0.0428735,0.0178806,0.0172646,0.00940047,0.00466819,0.00479426,0.00471751,0.0164313,0.00128374,0.00372153,0.00755931,0.0238125,0.00519926,0.00724864,0.00529795,0.00550512,0.00356006,0.000971508,0.00294475,0.00372618,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,0.00346484,0.00274638,0,0,0,0,0,0,0.0248002,0.0281883,0.0130786,0.00741966,0,0,0.00330378,0,0.01365,0.000615593,0.0438452,0.0202786,0.0213543,0.128245,0.00882272,0.00486005,0.00307589,0.00313166,0.00433718,0.0387405,0.00987981,0.00774479,0.0105733,0.0370856,0.0260886,0.00183491,0.010703,0.00197347,0.0106524,0.021883,0.0115369,0.00935147,0.00335396,0,0,0.00675271,0,0.0161034,0.00496631,0.0432039,0.0172123,0.0169294,0.00893479,0.00479745,0.00511699,0.00497489,0.0160766,0.00240199,0.0035257,0.00777168,0.0230999,0.00560102,0.00748165,0.00562461,0.00570146,0.00391473,0.00105517,0.00286958,0.00375058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,0.00371367,0.00289902,0,0,0,0,0,0,0.0253147,0.0281412,0.0123385,0.0062656,0,0,0.00358023,0,0.0136748,0.000760038,0.0438286,0.0195168,0.0224508,0.126057,0.00832039,0.00476014,0.0025136,0.00284513,0,0.0390688,0.00920546,0.00689758,0.00953422,0.0360047,0.0272596,0.00211304,0.0106584,0.00188592,0.0119395,0.0217479,0.0116988,0.0090965,0.00367104,0,0,0.00742012,0,0.0160834,0.00557066,0.0435069,0.0165228,0.0160621,0.00869017,0.00465749,0.00560497,0.00483833,0.0162001,0.00401873,0.00281574,0.00821569,0.0218304,0.00654159,0.00791206,0.00726886,0.00611533,0.0045037,0.00123289,0.00301842,0.00401654,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,0.00410587,0.00394649,0,0,0,0,0,0,0.0259002,0.0286129,0.0120288,0.0067931,0,0,0.00447247,0,0.012845,0.00292523,0.0438357,0.0189546,0.0210824,0.124948,0.00773288,0.00512677,0.00233863,0.00247099,0.00402011,0.0374975,0.00850862,0.0066738,0.00924833,0.0358431,0.0287726,0.00329439,0.0111394,0.00186202,0.0119882,0.0216782,0.0115607,0.00883942,0.00431899,0,0,0.00863799,0,0.0162027,0.00607792,0.0431537,0.015799,0.0160294,0.00801881,0.00463864,0.00626384,0.00531175,0.0157135,0.00508349,0.0028258,0.00847985,0.0209884,0.00699909,0.00813896,0.0100915,0.00670271,0.0052444,0.0016295,0.00441348,0.00446724,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,0.00299397,0.00262005,0,0,0,0,0,0,0.0272492,0.0283633,0.0117982,0.00686404,0,0,0.00290388,0,0.0136452,0.000654754,0.0437253,0.0181418,0.0207392,0.124997,0.00749282,0.00409239,0.0025382,0.00298631,0.0036317,0.0368046,0.0078387,0.00649222,0.00864744,0.035214,0.0297409,0.00195742,0.0107741,0.00162827,0.0147738,0.0216542,0.0118785,0.00855395,0.00310129,0,0,0.00771867,0,0.0160734,0.00597223,0.0424229,0.0159582,0.0153897,0.00655875,0.00457274,0.00583788,0.00323455,0.016898,0.00572467,0.00303659,0.00912783,0.021018,0.00739648,0.00951953,0.015172,0.0061694,0.00550626,0.00162686,0.00280302,0.00301199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,0.00310262,0.00270605,0,0,0,0,0,0,0,0.0283981,0.0124229,0.00697399,0,0,0.00313763,0,0.0137036,0.00071886,0.0434739,0.0171406,0.0204967,0.125314,0.00739394,0.00375641,0.00333311,0.00494265,0.00312091,0.0366763,0.00762951,0,0.00847764,0.0349772,0.0325164,0.00209269,0.0107943,0.00157116,0.0138699,0.0216824,0.0117171,0.00844197,0.00305632,0,0,0.00794966,0,0.0161374,0.00622282,0.0431465,0.0153553,0.0155215,0.0069256,0.00443399,0.00615099,0.00386562,0.0158416,0.00842741,0.00348236,0.00955389,0.0186475,0.00819525,0.00951185,0.0142604,0.00635323,0.00575936,0.0017047,0.00276984,0.00298643,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,0.00240769,0.00251382,0,0,0,0,0,0,0.0262834,0.0288192,0.0117609,0.00682426,0,0,0.00222998,0,0.0137285,0.000536498,0.043558,0.018618,0.0199529,0.125154,0.00686654,0.00318738,0.00304566,0.00447184,0.00290502,0.0366613,0.00710264,0.00653811,0.00789327,0.0342124,0.0300679,0.00174784,0.0108482,0.00129605,0.0209473,0.0218283,0.0133286,0.00799205,0.00256686,0,0,0.00767572,0,0.0162082,0.00596134,0.0416615,0.0156735,0.0143475,0.00379303,0.00440736,0.00612336,0.00484539,0.0194212,0.0103215,0.00654292,0.0107679,0.0214473,0.0105043,0.0116951,0.0244637,0.00607162,0.00579235,0.00171058,0.00265634,0.00222016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,0.00209669,0.0024024,0,0,0,0,0,0,0.0249975,0.0290687,0.0118776,0.00684313,0,0,0.00191323,0,0.0138721,0.000692161,0.0436496,0.0186652,0.0197016,0.124912,0.00668445,0.00299275,0.00332974,0.00479155,0.00290219,0.0370744,0.00708803,0.00642432,0.00781285,0.0340186,0.0294975,0.00176347,0.010799,0.00120698,0.0211169,0.0219216,0.0138147,0.00798921,0.00244057,0,0,0.00741632,0,0.0162567,0.00573505,0.0416384,0.015235,0.013988,0.00313826,0.00419024,0.00609836,0.00574553,0.0203197,0.0114604,0.00780447,0.0118616,0.0207488,0.0118019,0.0127089,0.0266792,0.00580458,0.00596573,0.00172519,0.00252785,0.00195319,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,0.00254504,0.00238296,0,0,0,0,0,0,0.0244751,0.0290155,0.0116008,0.00655369,0,0,0.00206978,0,0.0139789,0.000637727,0.0442288,0.0179186,0.0196984,0.124562,0.00686852,0.00256207,0.00347387,0.00539804,0.003018,0.0378888,0.00689063,0.0061952,0.00736822,0.0336766,0.0287608,0.001756,0.0108226,0.00118512,0.0140958,0.0219726,0.0115403,0.00762528,0.00276622,0,0,0.00745175,0,0.0163051,0.00588986,0.0430828,0.0147564,0.0150728,0.00750451,0.00377961,0.00619656,0.00473543,0.0182305,0.0143867,0.00727137,0.0111907,0.0154803,0.0107614,0.0114472,0.0192682,0.00575808,0.00636845,0.00179637,0.00231077,0.00230971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,0.00138492,0.00219666,0,0,0,0,0,0,0.023368,0.0295036,0.0117678,0.00661171,0,0,0.00172491,0,0.0139224,0.00156096,0.0440467,0.017871,0.0196668,0.125168,0.0065251,0.00282233,0.00331421,0.00455933,0.00359318,0.0375523,0.00699702,0,0.00692256,0.0339468,0.0263733,0.00204952,0.0109772,0.000895225,0.0208298,0.0221691,0.0142212,0.0080439,0.00251727,0,0,0.00668288,0,0.0163974,0.00529359,0.0417796,0.0127609,0.0131731,0.0035187,0.00363026,0.00573932,0.00774906,0.0225334,0.0129373,0.00985272,0.0138934,0.0196217,0.0142013,0.0142059,0.0272697,0.00518511,0.00660294,0.00178075,0.0024143,0.00137775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,0.00100006,0.00227746,0,0,0,0,0,0,0.0233175,0.0296542,0.0117796,0.00608904,0,0,0.00215321,0,0.0139412,0.00191909,0.0438903,0.0175284,0.0200088,0.12504,0.00651424,0.00294354,0.00369908,0.00528469,0.00336196,0.0376051,0.00671126,0.00571208,0.00649875,0.0337032,0.0262922,0.00239149,0.0110521,0.00102483,0.0188526,0.022156,0.014384,0.00796341,0.00231354,0,0,0.00626286,0,0.0163564,0.00501448,0.041895,0.0117037,0.0127962,0.00412243,0.003321,0.00548782,0.00877206,0.0238733,0.0135691,0.0109736,0.0148008,0.019265,0.015279,0.014671,0.0270245,0.0047937,0.00648884,0.00187214,0.00276875,0.0011066,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,0.00205797,0.00226126,0,0,0,0,0,0,0.0217203,0.0294104,0.0108414,0.00383912,0,0,0.00179379,0,0.0140441,0.00122453,0.0440485,0.0165817,0.0214212,0.124441,0.00673353,0.00271019,0.00318055,0.0054825,0,0.0387933,0.00591271,0.00482202,0.00560398,0.032532,0.0244001,0.00209714,0.0109682,0.00120951,0.0122901,0.0220134,0.0115464,0.00572906,0.00258649,0,0,0.00688136,0,0.0163172,0.00555978,0.0433027,0.013824,0.0141779,0.00991807,0.00236968,0.00594448,0.00816709,0.022836,0.0188279,0.0121569,0.0128453,0.0133872,0.0130278,0.0120019,0.0208791,0.0051394,0.00658058,0.00203517,0.0028281,0.00192269,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0.000579269,0.00243386,0,0,0,0,0,0,0.0198577,0.0300547,0.0106343,0.00398173,0,0,0.00332916,0,0.014043,0.00252282,0.0429243,0.0163515,0.0215672,0.125255,0.0062551,0.0039149,0.00287926,0.00409992,0,0.038086,0.0058276,0,0.00594152,0.0327979,0.0210137,0.00332092,0.0111041,0.00128212,0.0139052,0.0221967,0.0144591,0.00745002,0.00235525,0,0,0.00564437,0,0.0163419,0.00446429,0.0422841,0.0092127,0.0124775,0.00528702,0.00289195,0.00522762,0.0116663,0.0266656,0.0162276,0.0141678,0.016134,0.0186098,0.0167579,0.0150726,0.022756,0.00431372,0.00638523,0.00194026,0.0034775,0.00154331,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,0.000403972,0.00266233,0,0,0,0,0,0,0.0192566,0.030262,0.0105118,0.00564483,0,0,0.00432695,0,0.0140003,0.00314676,0.0423874,0.0154198,0.0205689,0.125636,0.0068895,0.00423607,0.00398679,0.00480384,0.00378489,0.0367959,0.00585979,0.00309689,0.00634228,0.0332478,0.0210911,0.00387282,0.0113171,0.00138449,0.0104702,0.0223124,0.0143506,0.00860454,0.00197657,0,0,0.00501659,0,0.0164006,0.0040219,0.0420735,0.00853778,0.0134095,0.00769901,0.00267028,0.00488487,0.0128348,0.0275661,0.0170146,0.0151059,0.0162077,0.0184339,0.0170425,0.0150308,0.0180389,0.00380511,0.00646603,0.00192025,0.00389677,0.00128114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,0.00313871,0.00161677,0,0,0,0,0,0,0.0164574,0.0304503,0.00938114,0.00560359,0,0,0.0023512,0,0.0130097,0.000926752,0.0423874,0.0142914,0.0205176,0.125202,0.00811655,0.00334488,0.00363589,0.00490134,0.00258674,0.0366944,0.00522203,0.00245621,0.00594216,0.0326107,0.0188847,0.00101369,0.0117724,0.000861178,0.00852528,0.0221591,0.0124997,0.00696552,0.0038883,0,0,0.00621717,0,0.0164422,0.00494291,0.0427816,0.014449,0.0158977,0.0136771,0.00297298,0.00575056,0.0121519,0.0259746,0.021094,0.0156079,0.0133464,0.0124064,0.0140114,0.0118033,0.0101238,0.00475471,0.00648951,0.00185059,0.00163809,0.00471404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,0.00128224,0.00323089,0,0,0,0,0,0,0.0143505,0.0304486,0.00917025,0.00602816,0,0,0.00525276,0,0.0141284,0.00380418,0.0404462,0.014113,0.0207574,0.125577,0.0079231,0.00472307,0.00358195,0.00373845,0.00438965,0.0361394,0.00529221,0.00262333,0.00601821,0.0326375,0.016259,0.00446412,0.0114311,0.00135253,0.00556961,0.0223831,0.015852,0.00951847,0.000315186,0,0,0.0052057,0,0.0163085,0.00336563,0.0419534,0.0082447,0.0150395,0.0120312,0.00372911,0.00474867,0.0147367,0.0293226,0.0186605,0.0167351,0.015455,0.018686,0.0167551,0.0134885,0.00693515,0.00385795,0.00556803,0.00146808,0.005139,0.00091642,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,0.000938248,0.00291244,0,0,0,0,0,0,0.0124678,0.0305869,0.00845784,0.00575073,0,0,0.00533875,0,0.0141053,0.00376019,0.0396409,0.0133115,0.020816,0.125508,0.00779073,0.00503252,0.00336934,0.0034589,0.00509954,0.0361672,0.00493681,0.0025567,0.00534149,0.0322009,0.0135566,0.00471489,0.0112873,0.00140547,0.00733887,0.0225055,0.0162671,0.00980765,0.000439476,0,0,0.00518571,0,0.0162468,0.00311826,0.0419108,0.00857024,0.0159839,0.0136089,0.00412958,0.00450554,0.0152306,0.0296194,0.0190477,0.0170701,0.0148257,0.019252,0.0163394,0.0124804,0.00562391,0.00381809,0.0054436,0.00157383,0.00472976,0.00128079,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,0.00152909,0.0022724,0,0,0,0,0,0,0.0111301,0.0301801,0.00732641,0.00541904,0,0,0.00363939,0,0.0141858,0.00269327,0.0399923,0.011938,0.0208112,0.124914,0.00828108,0.00404494,0.00294018,0.00355883,0.00449411,0.0366313,0.00416495,0.00204145,0.00420684,0.0314029,0.01203,0.00336422,0.0112696,0.00112239,0.0119341,0.0223695,0.0142597,0.00813721,0.00133483,0,0,0.0049607,0,0.0163451,0.00378016,0.0427115,0.0144699,0.0182424,0.0172497,0.00515847,0.00501986,0.013325,0.0272519,0.0219281,0.0161039,0.0121916,0.0131586,0.0137072,0.00966509,0.0114012,0.00385149,0.0054846,0.00175697,0.00397619,0.00124201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,0.000388575,0.00233159,0,0,0,0,0,0,0.00997023,0.03064,0.00737487,0.00545415,0,0,0.00487263,0,0.0140359,0.00353027,0.0382505,0.011937,0.0210638,0.125175,0.00736973,0.00524327,0.00318686,0.00304734,0.00450701,0.0364989,0.00426331,0.00236715,0.00503857,0.0314139,0.0101425,0.00449654,0.0114509,0.00111491,0.012258,0.0225151,0.0175762,0.0102753,0.00110271,0,0,0.00463199,0,0.0163992,0.00296897,0.0420134,0.010612,0.0173019,0.0163236,0.0050858,0.00427837,0.0153534,0.0298393,0.0190082,0.0168631,0.014753,0.0201274,0.0158968,0.0117785,0.0116565,0.00362366,0.00516228,0.00175317,0.00384709,0.00151207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,0.000695916,0.00179363,0,0,0,0,0,0,0.00886294,0.0306563,0.00720134,0.00509757,0,0,0.00416499,0,0.0139228,0.00311484,0.037744,0.0116793,0.0210906,0.124954,0.00696386,0.00565918,0.00289055,0.00297529,0.00428326,0.0366814,0.00379841,0.0022121,0.00537319,0.0309606,0.00875752,0.00432261,0.0113994,0.000980593,0.0141651,0.022506,0.0179076,0.0101842,0.00178205,0,0,0.00479385,0,0.0163964,0.00305727,0.0419542,0.0119767,0.0177473,0.017825,0.00540998,0.00437052,0.0156248,0.029887,0.0187425,0.0169088,0.0148472,0.020444,0.015519,0.0113394,0.0136629,0.00385535,0.00535794,0.00188915,0.00283711,0.00229891,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,0.00160535,0.00134286,0,0,0,0,0,0,0.00774994,0.0300816,0.00660063,0.00415895,0,0,0.00279701,0,0.0139895,0.00229141,0.0385392,0.0110587,0.0206104,0.124457,0.00667434,0.00474321,0.00240158,0.0032291,0.00395662,0.0371071,0.00312339,0.00178565,0.00503567,0.0303206,0.00737539,0.00326405,0.0111664,0.00096788,0.016412,0.0224545,0.015044,0.00750324,0.00250508,0,0,0.00464843,0,0.0164434,0.00395615,0.0426772,0.0130162,0.0196972,0.0194918,0.00559995,0.00488124,0.0119731,0.0270068,0.0202992,0.0142673,0.0115446,0.0142157,0.0131002,0.0088097,0.0172641,0.00362013,0.0062429,0.00239454,0.00243093,0.00212566,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,0.00163342,0.00220826,0,0,0,0,0,0,0.00746367,0.0309103,0.00881701,0.00231998,0,0,0.00493428,0,0.0137244,0.00403449,0.0358581,0.0148401,0.0158855,0,0.00390963,0.00612793,0.00557274,0.00382391,0.00393284,0.0348447,0.00730215,0.00532633,0.00831609,0.0330289,0.00139494,0.00496768,0.0112728,0.00140641,0.0165681,0.0230648,0.0176581,0.00849367,0.00105573,0,0,0.00315644,0,0.0161872,0.00196603,0.0396169,0.0135734,0.0192486,0.0200695,0.00444552,0.00292862,0,0.0286793,0.017738,0.0167337,0.0139307,0.0204604,0.0144024,0.0103818,0.0161067,0.00228868,0.00581972,0.00235462,0.00267515,0.00190961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,0.00191278,0.00306563,0,0,0,0,0,0,0.00800121,0.0310643,0.00836122,0.00156858,0,0,0.00560504,0,0.0137071,0.00450126,0.0356391,0.0146997,0.0151207,0,0,0.00617552,0.00583096,0.00417546,0.00388207,0.0351191,0.00765476,0.00577817,0.00793647,0.0332413,0.00294182,0.00546838,0.0115255,0.0013269,0.0168768,0.0231382,0.0179286,0.00789679,0.00117654,0,0,0.00368624,0,0.0163639,0.0013549,0.0389276,0.015317,0.0195502,0.020965,0.00542192,0.00244221,0.0139298,0.0284297,0.0172299,0.0169314,0.0140482,0.0206356,0.0141102,0.0100175,0.0160774,0.00269427,0.00553076,0.00209989,0.00325993,0.00208879,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,0.00180918,0.00310748,0,0,0,0,0,0,0.00816831,0.0309072,0.00825261,0.00124553,0,0,0.00476877,0,0.0137497,0.00413338,0.0358147,0.0143793,0.01529,0,0.00468014,0.00531074,0.00571447,0.00388427,0.00361237,0.0353504,0.00770753,0.0055481,0.00674585,0.0331305,0.0030034,0.00479184,0.011579,0.00106853,0.0161398,0.0230799,0.0177752,0.00771551,0.000505308,0,0,0.00414571,0,0.016436,0.00122597,0.0389039,0.0164104,0.0196259,0.0213016,0.00492707,0.00266183,0,0.0281328,0.0170331,0.0170271,0.0141237,0.0206647,0.0136324,0.00971501,0.0149259,0.0031048,0.00516818,0.00185939,0.00343335,0.00152765,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,0.00343877,0.00348068,0,0,0,0,0,0,0.0080411,0.030964,0.00811227,0.000700349,0,0,0.00337483,0,0.0125967,0.00161856,0.0373975,0.013666,0.014911,0,0.0030915,0.00447986,0.00558189,0.00375947,0.0037329,0.0356857,0.00731732,0.00492081,0.00647645,0.0326889,0.00318196,0.00129631,0.0119662,0.00123406,0.0157075,0.022833,0.0138855,0.00527593,0.0031732,0,0,0.00385473,0,0.0164588,0.0020408,0.0396372,0.0104867,0.0211748,0.0214086,0.0026042,0.00422281,0.0096852,0.0241694,0.0184078,0.0118483,0.0106377,0.0147919,0.0118664,0.00773213,0.0150409,0.00351975,0.0051213,0.00186764,0.00247656,0.00505395,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,0.0020281,0.00322591,0,0,0,0,0,0,0.00831145,0.0308241,0.00832078,0.00154044,0,0,0.00366924,0,0.0136789,0.00363004,0.0362616,0.0139019,0.0151765,0,0.00464298,0.00501557,0.00592186,0.00416121,0.00385576,0.0357336,0.00764802,0.00493161,0.00669064,0.0329982,0.00401152,0.00430326,0.0114166,0.00115662,0.0146961,0.0229118,0.0183844,0.00760213,0.00157807,0,0,0.00809284,0,0.0160784,0.00112224,0.0383646,0.0198674,0.0201319,0.0215875,0.00515275,0.0032878,0.0146275,0.027408,0.0178685,0.0159939,0.0141614,0.0208981,0.0138892,0.00951619,0.0135853,0.0047382,0.00363946,0.00132567,0.00375731,0.00220969,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,0.00189055,0.00307939,0,0,0,0,0,0,0.00865686,0.0308511,0.00807978,0.00203116,0,0,0.00332695,0,0.0137006,0.00346463,0.0366667,0.0131011,0.0150863,0,0.00481328,0.00543589,0.0059808,0.00429799,0.00411743,0.0359739,0.00734571,0.00472349,0.00625042,0.0327455,0.00373616,0.00440504,0.0113662,0.00119909,0.0141146,0.0228699,0.0187789,0.00742039,0.0015206,0,0,0.00790755,0,0.0159847,0.00123856,0.0382562,0.0211868,0.0204681,0.0210383,0.00527723,0.00332392,0.0129798,0.0272218,0.0174057,0.015006,0.0142558,0.0207745,0.0145235,0.00972298,0.0128374,0.0047437,0.0038983,0.00163956,0.003521,0.00219498,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,0.00298488,0.00250015,0,0,0,0,0,0,0.0028011,0.0302365,0.00560812,0.0091603,0,0,0.00159617,0,0.0139288,0.00199403,0.0383982,0.00615973,0.0194573,0,0.00390428,0.00522735,0.00852996,0.00938072,0.00815967,0,0.00171577,0.00321624,0.0029761,0.0274472,0,0.00305171,0.0110801,0.000920856,0.0160087,0.0225611,0.0154856,0.00490681,0.00431311,0,0,0.00620953,0,0.0160449,0.00250656,0.0396178,0.0119169,0.0209177,0.0188946,0.00378376,0.00525573,0.00744996,0.0239987,0.0184918,0.012081,0.0116231,0.0144107,0.0128262,0.00777149,0.0130562,0.00520885,0.00464345,0.00151119,0.00379139,0.00400327,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,0.00173881,0.00285544,0,0,0,0,0,0,0.00977349,0.0308075,0.00825958,0.0028651,0,0,0.00312643,0,0.0139364,0.00338343,0.0374515,0.0124326,0.0149689,0,0.00477108,0.00535542,0.00603722,0.0046105,0.00464709,0.0365325,0.00678437,0.00482006,0.00560692,0.0322881,0,0.00419255,0.0113179,0.00123907,0.0128364,0.0230601,0.0193354,0.007533,0.00190645,0,0,0.0074603,0,0.0162252,0.00117238,0.0384494,0.0232873,0.0210658,0.0195345,0.00493824,0.00321769,0.0120473,0.0266263,0.0161318,0.0165243,0.0144923,0.0205305,0.0152278,0.010831,0.010214,0.00505292,0.00410662,0.00170475,0.00340843,0.00239224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,0.00160485,0.00276001,0,0,0,0,0,0,0.010244,0.0308979,0.00832261,0.00333508,0,0,0.0032715,0,0.0136741,0.003337,0.0372904,0.0122696,0.0152287,0,0.00465029,0.00668247,0.00608629,0.00492031,0.00484398,0.0368578,0.00675678,0.00475183,0.00543622,0.0322013,0,0.00455451,0.0112155,0.00145008,0.0351549,0.0231951,0.026622,0.00831081,0.00140542,0,0,0.00735158,0,0.0161756,0.00114984,0.0381591,0.0230303,0.0211302,0.0297584,0.00491274,0.00308549,0.0184635,0.0299398,0.0295506,0.0281566,0.0298754,0,0.0318962,0.0272751,0.0392745,0.00513736,0.00422468,0.00178846,0.00280503,0.00273452,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,0.00229665,0.0021334,0,0,0,0,0,0,0.00918924,0.0303639,0.00836539,0.00374299,0,0,0.0016821,0,0.0137471,0.00219088,0.0388849,0.0124475,0.0150825,0,0.00205629,0.00615625,0.00683362,0.00703794,0.00591418,0.0373467,0.00674777,0.00369965,0.00510124,0.0320183,0.00486294,0.00309887,0.0112097,0.00112059,0.0127724,0.0229692,0.0135053,0.0052332,0.00293022,0,0,0.00622399,0,0.0162621,0.00136757,0.0397042,0.0115126,0.0228607,0.0187435,0.00270935,0.0038417,0.0102694,0.0214551,0.0188984,0.01341,0.0124853,0.0139016,0.0138021,0.0100972,0.0105468,0.00493242,0.00437807,0.00160302,0.00244655,0.00324157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,0.00144991,0.00250504,0,0,0,0,0,0,0.0118954,0.0307971,0.00847651,0.00435791,0,0,0.00309999,0,0.0137732,0.00314426,0.0379467,0.0124946,0.0152394,0,0.00375659,0.00726223,0.00626702,0.00580063,0.0055737,0.0376818,0.00650695,0.00423264,0.00491814,0.0318181,0,0.00452339,0.0112456,0.00132867,0.00995351,0.0232063,0.0178026,0.00762519,0.00185942,0,0,0.00661029,0,0.0162461,0.00114031,0.038428,0.0227596,0.0224077,0.0174328,0.00447485,0.00301842,0.0124786,0.0253416,0.00791242,0.0146165,0.0146289,0.020054,0.0162482,0.012729,0.00755395,0.00451628,0.00432324,0.00195617,0.00256489,0.00269327,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,0.00152821,0.00264671,0,0,0,0,0,0,0.0103335,0.030696,0.00801478,0.00551053,0,0,0.00299363,0,0.0138539,0.00304276,0.0377284,0.012328,0.015394,0,0.00358969,0.00682734,0.00684569,0.0073906,0.00629422,0.038308,0.00690758,0.00355225,0.00636016,0.0318361,0.0055366,0.00435796,0.0113027,0.0012702,0.0100871,0.0231451,0.0171851,0.00751477,0.00267073,0,0,0.00670641,0,0.0162987,0.00125913,0.0383075,0.0216769,0.0238049,0.0157605,0.00479798,0.00294697,0.0127634,0.0254396,0,0,0.0142972,0.0199148,0.0160116,0.0127204,0.0067321,0.00433844,0.00396327,0.00191717,0.00280801,0.00319025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,0.00302028,0.00278507,0,0,0,0,0,0,0.0100497,0.0302314,0.00803361,0.00676239,0,0,0.00197353,0,0.0138327,0.00201388,0.0389016,0.01206,0.0150757,0,0.00183746,0.00642039,0.00713143,0.00849484,0.00698075,0.0382639,0.00681237,0.00312756,0.00707616,0.0314763,0.00500818,0.00344731,0.0111602,0.00129672,0.0142408,0.0230266,0.0123399,0.0058698,0.00442103,0,0,0.00645105,0,0.0162684,0.00153131,0.0391906,0.0125796,0.026321,0.0159822,0.00443384,0.00340551,0.0109628,0.0204707,0.0740544,0,0.0122697,0.0142714,0.0131277,0.010097,0.0123091,0.00440887,0.00421364,0.00156572,0.00276579,0.00479878,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,0.00459935,0.00584814,0,0,0,0,0,0,0.0107743,0.0311928,0.00788283,0.00721724,0,0,0.00458587,0,0.0123553,0.00238839,0.0374715,0.0118263,0.0153935,0,0.00340123,0.00613143,0.0067682,0.00792724,0.00681937,0.0377976,0.00700536,0.00328529,0.00613992,0.0315853,0.00688766,0.00196255,0.0121024,0.00133922,0.0101336,0.0232712,0.0157161,0.00762885,0.0036494,0,0,0.0041947,0,0.0166142,0.00128527,0.0384842,0.0187904,0.025049,0.0129957,0.00442818,0.00318977,0.0116103,0.0241558,0.0592888,0,0.0151824,0.0183791,0.0164258,0.0139536,0.00663156,0.00398829,0.0047233,0.00217387,0.00443699,0.00683806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,0.00195386,0.0039391,0,0,0,0,0,0,0.0124461,0.0308847,0.00864177,0.00645676,0,0,0.00193509,0,0.0133053,0.00210066,0.0370143,0.0118691,0.0155382,0,0.00221188,0.00889089,0.00648982,0.00738408,0.00670875,0.0371335,0.0069324,0,0.00469703,0.0315926,0.00930708,0.00464674,0.0113731,0.00114398,0.00961524,0.0233129,0.0155052,0.00737995,0.00252916,0,0,0.00725473,0,0.0163698,0.00128743,0.0392018,0.0185174,0.0240507,0.0138233,0.00456186,0.00272864,0.0104672,0.0223257,0.00921663,0,0.0168813,0.0168074,0.0177713,0.0163542,0.00863214,0.00507297,0.00349783,0.00145202,0.00171666,0.00428778,0,0,0,0,0,0,0,0,0,0,0,0,0,0
