Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x76,,x78,x82,x83,x84
All Timesteps RMSE,0.00480248,0.00357255,0,0,0,0,0,0,0.0196637,0.0292366,0.0111775,0.00793184,0,0,0.00486294,0,0.0133175,0.00278803,0.0403253,0.0159049,0.015751,0.037303,0.00522833,0.00588736,0.00822268,0.0119242,0.00837964,0.0369665,0.0111168,0.0107538,0.0100626,0.0308488,0.0232872,0.00450199,0.0112942,0.00197245,0.0148615,0.0228155,0.0133253,0.00501592,0.00542676,0,0,0.00635692,0,0.0162621,0.00398737,0.039198,0.0201801,0.0236455,0.0144809,0.00573294,0.00515401,0.00788566,0.0212477,0.0158031,0.00959325,0.0133431,0.029786,0.0111602,0.0143418,0.0171303,0.00430532,0.00334464,0.00155446,0.00399238,0.00567705,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.00151468,0.00269469,0,0,0,0,0,0,0.008449,0.0306624,0.00990391,0.00310709,0,0,0.00321005,0,0.0115972,0.00232794,0.036188,0.0172006,0.0144833,0.0023203,0.00638832,0.00312566,0.00709388,0.00697819,0.00723123,0.0362825,0.00748207,0.00664461,0.00864113,0.0349145,0.00952449,0.00346271,0.0118556,0.00209895,0.0205815,0.0229823,0.0200113,0.00916047,0.0020763,0,0,0.00336053,0,0.0159512,0.00415511,0.0382355,0.0228483,0.0168807,0.0211045,0.00604167,0.00537524,0.0124095,0.0283506,0.0206151,0.0176013,0.0122766,0.0218977,0.0115742,0.00756842,0.0201975,0.00330599,0.00311254,0.00113899,0.0035035,0.00208598,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.00159937,0.00222829,0,0,0,0,0,0,0.00912988,0.0306214,0.00900328,0.00223329,0,0,0.00362617,0,0.0114044,0.00156691,0.0363965,0.0160642,0.0145236,0.00227841,0.00638728,0.00326647,0.0065492,0.00685867,0.00694381,0.0362252,0.00724281,0.00636992,0.00841303,0.0347942,0.0100984,0.00422241,0.0120012,0.0023833,0.0186009,0.0229943,0.0200279,0.00869533,0.00243249,0,0,0.0033667,0,0.0160562,0.00404597,0.0375379,0.0244695,0.0171868,0.0220577,0.00608919,0.0055772,0.0125676,0.0279254,0.020614,0.0177035,0.0123082,0.0218833,0.0115352,0.0074586,0.0179019,0.00330612,0.00300024,0.00104558,0.00261256,0.00256941,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.00213762,0.00171472,0,0,0,0,0,0,0.0101009,0.0305979,0.00815338,0.00210107,0,0,0.00434748,0,0.0113876,0.00173345,0.0362956,0.0150689,0.0144957,0.00218948,0.0067559,0.00286913,0.00703176,0.00586777,0.00670563,0.036248,0.00712195,0.0061718,0.00822905,0.0345466,0.0112667,0.00414612,0.0122166,0.00270506,0.0173304,0.0230748,0.0202668,0.0085265,0.00292759,0,0,0.00343851,0,0.0160987,0.00390054,0.0371594,0.0261188,0.0177197,0.0223391,0.00626655,0.00581161,0.0124898,0.0275991,0.0202975,0.0174632,0.0123279,0.0219019,0.0115997,0.00738648,0.0163362,0.00366467,0.00317697,0.00101325,0.00168533,0.00359451,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.00287687,0.0039928,0,0,0,0,0,0,0.0107144,0.0300022,0.00754681,0.00233195,0,0,0.00336248,0,0.0124758,0.00356548,0.0361848,0.0140627,0.0144511,0.00193623,0.00695355,0.00245616,0.00727168,0.00437372,0.00635446,0.0363205,0.00703535,0.0058416,0.007975,0.0342376,0.0121509,0.00573526,0.0113265,0.00102347,0.0157506,0.0230571,0.0203468,0.00838383,0.00258013,0,0,0.00328816,0,0.0158979,0.00316374,0.0372149,0.0277393,0.0183111,0.0220659,0.00621363,0.00601691,0.0122035,0.0271965,0.0200692,0.0170789,0.0123151,0.0221294,0.0115766,0.00742772,0.0152264,0.00450155,0.00334664,0.000980769,0.00538835,0.00153495,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.00269019,0.00361255,0,0,0,0,0,0,0.011348,0.0299854,0.00699846,0.00256699,0,0,0.00304086,0,0.0125311,0.00337775,0.0363969,0.0132693,0.0145416,0.00208026,0.00679857,0.0024649,0.007201,0.00386601,0.00626156,0.0364664,0.00681341,0.00546909,0.00766662,0.0336642,0.0133395,0.0055532,0.0112857,0.00111219,0.0153033,0.023065,0.0205271,0.00815879,0.00266132,0,0,0.00345678,0,0.0159201,0.00297774,0.0372406,0.0288114,0.0187129,0.0214777,0.00574563,0.00598632,0.0117871,0.0264213,0.0202294,0.0167674,0.0119923,0.0224086,0.0112247,0.00728373,0.015269,0.00466996,0.00330238,0.000992667,0.00494598,0.00150904,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.00250498,0.00307958,0,0,0,0,0,0,0.0122889,0.0299435,0.0061133,0.00285487,0,0,0.00275632,0,0.0126134,0.00312515,0.0369012,0.0123833,0.0147613,0.0024384,0.00639054,0.0023914,0.00709008,0.00410054,0.00624434,0.0367355,0.00651227,0.00512293,0.00718735,0.0331867,0.0145708,0.00557246,0.0111994,0.00115457,0.0153122,0.0230829,0.0204442,0.00778083,0.00284534,0,0,0.0036508,0,0.0159156,0.00304888,0.0374792,0.0291902,0.0191098,0.0206558,0.00490874,0.00600608,0.0120324,0.025229,0.0203726,0.0165683,0.0117982,0.0226717,0.0109008,0.00743448,0.0157011,0.00473075,0.0035875,0.000993975,0.00427581,0.00162242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.00396125,0.00249669,0,0,0,0,0,0,0.0128724,0.0294382,0.00452714,0.00268513,0,0,0.00202869,0,0.0128228,0.00223421,0.0385434,0.010816,0.0147082,0.00344308,0.00439279,0.00276789,0.00701877,0.00507154,0.00630053,0.0370989,0.00612139,0.00446868,0.00645003,0.032738,0.015159,0.00436481,0.0111639,0.00170089,0.0166985,0.0229043,0.0153131,0.00529286,0.00483177,0,0,0.00403063,0,0.0160352,0.00382567,0.0388584,0.0154274,0.0211317,0.0203212,0.00143712,0.00671917,0.00826121,0.0201795,0.0217384,0.0127701,0.0108379,0.0172666,0.00994262,0.00697171,0.0161741,0.00521079,0.00411306,0.00105925,0.00370567,0.00345135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.0029761,0.00316977,0,0,0,0,0,0,0.0140772,0.0298932,0.00426887,0.00306078,0,0,0.00233768,0,0.0127313,0.00298627,0.0368277,0.0111711,0.0151922,0.00323621,0.00580734,0.00416219,0.00672841,0.00467781,0.00605553,0.0370311,0.00616737,0.00469434,0.00660319,0.0331071,0.0168534,0.00489496,0.011278,0.00141705,0.0148342,0.0231415,0.0203871,0.00787796,0.00366343,0,0,0.0034932,0,0.0161193,0.00279039,0.0378136,0.0293263,0.0202304,0.0188129,0.00362953,0.00595375,0.0129484,0.0239433,0.0194773,0.0159849,0.013022,0.0224652,0.0120755,0.0096919,0.0161639,0.00473796,0.00353243,0.000946119,0.00437597,0.00231831,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.00258411,0.00285808,0,0,0,0,0,0,0.0151518,0.0300008,0.00384607,0.00360467,0,0,0.00262088,0,0.0127303,0.00304553,0.0368414,0.010805,0.0146242,0.00348365,0.00560701,0.00518996,0.00594717,0.00424177,0.00597175,0.0370037,0.00582779,0.00502238,0.00647087,0.0330341,0.0179274,0.00499109,0.0112297,0.00124096,0.0140519,0.0232182,0.0197836,0.00796833,0.00353637,0,0,0.00343038,0,0.0160892,0.00266461,0.03802,0.0282861,0.0209657,0.0176872,0.00328471,0.00572421,0.012969,0.023803,0.0185147,0.0155403,0.0134491,0.0220956,0.0129213,0.0108654,0.0153479,0.00461624,0.00334055,0.000958481,0.00402276,0.00231321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.00369715,0.0022157,0,0,0,0,0,0,0.0154341,0.0296483,0.00322742,0.00462361,0,0,0.00222905,0,0.0128593,0.00239811,0.0383309,0.00983348,0.0140398,0.00429135,0.00389791,0.00498007,0.00546711,0.00452391,0.00612507,0.0370682,0.00569309,0.00518835,0.00619672,0.0326682,0.0181833,0.00429415,0.0112131,0.00153117,0.0151139,0.0230609,0.014378,0.00574287,0.00495696,0,0,0.00335819,0,0.0161585,0.00313214,0.0391609,0.0148053,0.0227821,0.019573,0.00113349,0.00612483,0.00943119,0.0196092,0.0214597,0.0144881,0.0135668,0.0153662,0.0125196,0.0107182,0.0142922,0.00486656,0.00346687,0.000914831,0.00353431,0.00384311,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.0022295,0.00266479,0,0,0,0,0,0,0.0167309,0.0301476,0.00325502,0.00512667,0,0,0.00314017,0,0.0127195,0.00324554,0.0370341,0.0104358,0.0144758,0.00405851,0.0053542,0.00624872,0.00546924,0.0039752,0.00598595,0.0371433,0.00587268,0.00533281,0.0065147,0.0327191,0.0203224,0.00575013,0.0112501,0.00103411,0.0114785,0.0233345,0.0185707,0.00843621,0.00338924,0,0,0.00222762,0,0.0161774,0.00238176,0.0379017,0.0261279,0.0220879,0.0160037,0.00326451,0.00517548,0.0107182,0.0244165,0.0152277,0.0141745,0.0147298,0.020757,0.015493,0.0134479,0.0121464,0.00424853,0.00369514,0.00121987,0.00366418,0.00227167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0.00164434,0.00233604,0,0,0,0,0,0,0.0172859,0.0302633,0.00292152,0.00577561,0,0,0.00303151,0,0.0126282,0.00307592,0.0367796,0.0100764,0.0146491,0.00430554,0.00511232,0.007336,0.00547048,0.00400909,0.00591084,0.0372972,0.00599531,0.00524524,0.00644433,0.0327764,0.0213335,0.00622321,0.01122,0.00106396,0.00988726,0.0232542,0.0178416,0.00853698,0.00307441,0,0,0.00276733,0,0.0161538,0.0021471,0.0378319,0.0251842,0.0224562,0.0155194,0.00323776,0.00496389,0.0112096,0.0242009,0.0145861,0.0140625,0.0152854,0.0201632,0.0162111,0.0142502,0.0100866,0.00422185,0.00335186,0.00112825,0.00316475,0.00227222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.0029579,0.00149557,0,0,0,0,0,0,0.0178691,0.0298201,0.00254305,0.00614598,0,0,0.00226863,0,0.0128204,0.00236104,0.0379028,0.00891067,0.0146574,0.00503697,0.00314363,0.00759659,0.00556177,0.0045554,0.00631191,0.0373278,0.00592319,0.0050948,0.00607494,0.0326293,0.0220448,0.00575875,0.0112308,0.00143731,0.0117524,0.0230382,0.0132094,0.00625692,0.00451281,0,0,0.00277694,0,0.0162393,0.00281258,0.0388894,0.0157212,0.0236739,0.0189196,0.00273131,0.00548862,0.0110793,0.0197189,0.0194761,0.0157807,0.0151911,0.0133261,0.0146268,0.0128044,0.0105596,0.00440548,0.00358276,0.00113503,0.00216606,0.00399237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0.00220642,0.00277657,0,0,0,0,0,0,0.0189373,0.0302733,0.00250616,0.00669741,0,0,0.0032561,0,0.0127147,0.00318124,0.0363621,0.00942456,0.0150866,0.00486329,0.00482498,0.00728808,0.00562574,0.00409361,0.00617119,0.0373356,0.00623597,0.00514741,0.00633104,0.0328439,0.0234908,0.00660455,0.011297,0.00102265,0.00726132,0.0231597,0.016656,0.00830745,0.00393555,0,0,0.00413986,0,0.0161056,0.00176342,0.0383918,0.0234934,0.0228506,0.0151149,0.00313874,0.00506724,0.0122498,0.0231085,0.0137229,0.0136254,0.0164009,0.0186523,0.0174048,0.0158587,0.00662482,0.00465474,0.00280077,0.000902182,0.00375783,0.00292948,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0.00200704,0.00255971,0,0,0,0,0,0,0.0200122,0.0303608,0.00244429,0.00695862,0,0,0.00321029,0,0.0126806,0.00312618,0.0361038,0.00906262,0.0152425,0.00508016,0.00447159,0.00819114,0.00563682,0.00407467,0.00621014,0.037292,0.0062661,0.00512051,0.00627533,0.0327918,0.024538,0.00692443,0.011258,0.00103372,0.00702843,0.0232266,0.0162759,0.00796331,0.00386331,0,0,0.00402444,0,0.016116,0.00181568,0.0388586,0.0228036,0.0230876,0.0152626,0.00292515,0.00501888,0.0115008,0.0225009,0.0121119,0.0131182,0.0171127,0.0178391,0.0179009,0.0169147,0.00443736,0.00467354,0.00295999,0.000971577,0.00333606,0.00279812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0.00345647,0.00192723,0,0,0,0,0,0,0.0200129,0.0299808,0.00248091,0.00733938,0,0,0.00249383,0,0.0127421,0.00234622,0.0368839,0.00804727,0.0152555,0.00575427,0.00264554,0.00772925,0.00572823,0.00478726,0.00654879,0.0372365,0.00624518,0.00503643,0.00594265,0.0326417,0.0241122,0.00594641,0.0112672,0.00134783,0.0115433,0.0231116,0.0127071,0.00529669,0.00528763,0,0,0.003348,0,0.0162269,0.00230678,0.0400402,0.0187711,0.0243939,0.0180454,0.00362434,0.00545488,0.0113659,0.0186621,0.0169139,0.0152323,0.0156921,0.0122469,0.0151809,0.0146794,0.0123743,0.00480609,0.00303749,0.000911452,0.00271687,0.00432374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0.00249585,0.00255681,0,0,0,0,0,0,0.0213672,0.0303349,0.00262788,0.00716705,0,0,0.00337306,0,0.0127043,0.00325598,0.0355896,0.00827365,0.0155072,0.00559378,0.00393216,0.00797944,0.00607064,0.00426359,0.00648401,0.0371459,0.00631775,0.00513473,0.00607238,0.0327671,0.0256158,0.00710318,0.0113004,0.000861069,0.00816269,0.0232768,0.0163104,0.00710291,0.00440569,0,0,0.00300559,0,0.0161676,0.00195468,0.0398964,0.0225878,0.0232538,0.0165818,0.00279932,0.00514086,0.00987618,0.0204655,0.00820888,0.0115312,0.0189058,0.0156189,0.0184937,0.0193812,0.00611629,0.00471728,0.0031712,0.00105669,0.00340745,0.00324702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.00191456,0.00222158,0,0,0,0,0,0,0.0212642,0.0304167,0.00280078,0.00721616,0,0,0.00303232,0,0.0124781,0.00283119,0.0352161,0.0081124,0.0156233,0.00585093,0.00378535,0.0099933,0.00683757,0.00438666,0.00651105,0.037143,0.00653101,0.00502882,0.00614112,0.0327277,0.0258911,0.00754011,0.0111589,0.000932224,0.00891321,0.023232,0.016205,0.00653437,0.00370523,0,0,0.00377283,0,0.0161503,0.00170078,0.040462,0.0225158,0.0235159,0.0167446,0.00243777,0.00464869,0.00905972,0.0201719,0.0066237,0.010608,0.0192019,0.0156015,0.0181512,0.0199032,0.00816855,0.00464659,0.00258986,0.000885146,0.00196092,0.00358096,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0.00356155,0.00171858,0,0,0,0,0,0,0.0204166,0.0299448,0.00300321,0.00779867,0,0,0.00275554,0,0.012581,0.00160839,0.0360338,0.00717289,0.0156903,0.00648111,0.00252348,0.00975637,0.00726662,0.00519263,0.0068743,0.0370819,0.00656463,0.00452915,0.00599439,0.0325568,0.0250316,0.00633116,0.0110744,0.00138116,0.0138178,0.0230885,0.0117135,0.00373758,0.00529016,0,0,0.0032275,0,0.0161592,0.00219739,0.0408277,0.0208503,0.0249434,0.0159403,0.00433518,0.00513506,0.010288,0.0185218,0.0136761,0.0123977,0.0146231,0.0138811,0.0128805,0.0146127,0.0194504,0.004758,0.00274038,0.000837915,0.00112192,0.00525472,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0.00460092,0.00183945,0,0,0,0,0,0,0.020303,0.0297976,0.00314489,0.00798173,0,0,0.00270027,0,0.01286,0.00182418,0.0359589,0.00673749,0.0157887,0.00656966,0.00265038,0.00760035,0.00696538,0.00527687,0.0069994,0.0368114,0.00658608,0.00427311,0.00597979,0.0326673,0.0248064,0.00584692,0.0112242,0.00137781,0.0143768,0.0230485,0.0107837,0.00287932,0.00657986,0,0,0.00386273,0,0.0160712,0.00215281,0.039968,0.0205503,0.0246669,0.0147933,0.0047357,0.00559699,0.00972572,0.0187563,0.0124249,0.0112365,0.0134527,0.0153379,0.0113385,0.0135912,0.0217638,0.00525353,0.00272442,0.000681974,0.00237205,0.00576894,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.00489199,0.00167756,0,0,0,0,0,0,0.0199897,0.0297012,0.00344766,0.00817878,0,0,0.00289943,0,0.0128853,0.00152465,0.0360407,0.00628943,0.015661,0.00676555,0.00277089,0.00774726,0.0066404,0.00554707,0.00711848,0.0366271,0.00662206,0.00450496,0.00573595,0.0326852,0.0243983,0.00575524,0.01117,0.00147551,0.0151201,0.0229856,0.00960147,0.0024222,0.00687594,0,0,0.00408469,0,0.0160565,0.00225015,0.0397676,0.0199616,0.0246005,0.0132819,0.00509006,0.00567469,0.00896798,0.018708,0.011149,0.00977862,0.0117822,0.0172735,0.0094001,0.0120866,0.0233254,0.00530774,0.00255627,0.000629719,0.00210893,0.00618394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0.00518798,0.00147227,0,0,0,0,0,0,0.0197702,0.0295569,0.00377077,0.00819606,0,0,0.00325236,0,0.0128935,0.00116568,0.0360286,0.00586597,0.0157464,0.00698074,0.00279857,0.00803984,0.00663018,0.00594565,0.00730287,0.0365333,0.00668819,0.00515992,0.00562574,0.0326704,0.0241177,0.00561726,0.0110963,0.00161653,0.015631,0.022903,0.00818833,0.00213473,0.00711392,0,0,0.00431483,0,0.0160407,0.00246682,0.0400386,0.0189779,0.0246426,0.0114808,0.0053628,0.00576031,0.00825287,0.0185003,0.00990082,0.00810856,0.00965278,0.0196384,0.00704975,0.0101381,0.0241554,0.00537095,0.00255061,0.000638922,0.00194537,0.00647267,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0.00499409,0.00213493,0,0,0,0,0,0,0.0195737,0.0293824,0.00394474,0.00829725,0,0,0.00359028,0,0.0130416,0.00147086,0.0359731,0.00563597,0.0160407,0.00711889,0.00301369,0.0114544,0.00676127,0.0062509,0.00744882,0.0364819,0.00678068,0.00503341,0.00555826,0.0327009,0.0239937,0.00609897,0.0111124,0.00194508,0.0155162,0.0229203,0.00649765,0.0013515,0.0062312,0,0,0.0034896,0,0.0161937,0.0028995,0.0406448,0.0171947,0.0249388,0.00879668,0.0057283,0.00532705,0.00747357,0.018569,0.00911624,0.00651604,0.00693661,0.0224544,0.0042658,0.0077174,0.0239262,0.00469766,0.00333504,0.000748804,0.00130279,0.00652336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0.00545789,0.00154573,0,0,0,0,0,0,0.0197181,0.0293654,0.00420188,0.008351,0,0,0.00442021,0,0.0127331,0.00121987,0.0358372,0.0053908,0.0163879,0.00728721,0.00316877,0.00946336,0.00701788,0.00672935,0.00763776,0.0364904,0.00690671,0.00529144,0.00553977,0.0327424,0.0241083,0.00530661,0.0109969,0.00205786,0.0148403,0.0228345,0.00501207,0.000808011,0.00689612,0,0,0.00433803,0,0.016082,0.0025555,0.0410901,0.0147048,0.02509,0.00554563,0.00602817,0.00541602,0.0064917,0.0188416,0.00848218,0.00497073,0.0046615,0.0253862,0.0022339,0.00586208,0.0226634,0.00515198,0.00290305,0.000639419,0.000928424,0.00698331,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0.00582998,0.00140202,0,0,0,0,0,0,0.0201648,0.0292114,0.00451288,0.00835518,0,0,0.00500456,0,0.0127684,0.00148893,0.0358309,0.00497338,0.0165656,0.00751168,0.00297349,0.00950584,0.00727513,0.00735047,0.00793285,0.0364514,0.00703141,0.00520073,0.00554167,0.0327391,0.0242254,0.00525388,0.0109976,0.00218847,0.0137908,0.0227435,0.0041998,0.000737215,0.00719838,0,0,0.00420859,0,0.0161116,0.00292783,0.0412756,0.0116561,0.0250563,0.00313932,0.00621595,0.00560111,0.00563785,0.0193338,0.00826844,0.00371591,0.00445362,0.0283927,0.00347694,0.00563955,0.0203911,0.00525623,0.00318173,0.000718072,0.001058,0.00730087,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0.00607111,0.00140386,0,0,0,0,0,0,0.0204256,0.0290923,0.00463991,0.00853191,0,0,0.00521272,0,0.0128644,0.00158481,0.0359235,0.00482223,0.0165045,0.00769073,0.00302202,0.00962691,0.00741197,0.0077377,0.00815261,0.0364271,0.00710572,0.00557219,0.00550281,0.0327281,0.0244097,0.00534207,0.010953,0.0022608,0.0123783,0.0226694,0.00496119,0.000627911,0.00737764,0,0,0.00411526,0,0.0161178,0.0031784,0.0414897,0.00890196,0.0250826,0.00372841,0.00629731,0.00566217,0.00543321,0.0202222,0,0.00298036,0.00665998,0.0312809,0.00621459,0.00761418,0.0174196,0.00529218,0.00299704,0.000772158,0.00125587,0.00758723,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0.00628952,0.00127539,0,0,0,0,0,0,0.0204996,0.0290221,0.00470426,0.00874078,0,0,0.00515957,0,0.0130176,0.00155549,0.0358461,0.00482884,0.0165296,0.00777733,0.00322379,0.00939746,0.00747299,0.0079483,0.00824952,0.0365276,0.00710037,0.00552969,0.00543348,0.0327132,0.0245576,0.00535999,0.0109146,0.00221241,0.0106628,0.0226529,0.00656916,0.000639769,0.00764213,0,0,0.00386905,0,0.0160883,0.00332674,0.0416754,0.00750427,0.0251253,0.00486086,0.00645528,0.00571942,0.00590437,0.0207665,0.0062735,0.00337011,0.00916633,0.0337379,0.00864881,0.00979898,0.014515,0.00534607,0.00288435,0.000779192,0.00143061,0.0077088,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0.00647852,0.00134568,0,0,0,0,0,0,0.0206005,0.0289337,0.00477786,0.00906124,0,0,0.00543604,0,0.013122,0.00164788,0.0357236,0.00476547,0.0167009,0.00785863,0.00341821,0.00940042,0.00760365,0.00814927,0.00824363,0.0366791,0.00708677,0.00487865,0.00527645,0.0325975,0.0246478,0.0052572,0.010876,0.002306,0.00906277,0.0226021,0.00897522,0.00121981,0.00783832,0,0,0.0040198,0,0.016069,0.00334734,0.0417975,0.00899576,0.025567,0.0080702,0.00673266,0.0057137,0.00609511,0.0208691,0,0.00331668,0.0126024,0.0362177,0.01139,0.0134663,0.0109879,0.00539119,0.00277488,0.000783173,0.00164965,0.00788989,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0.006603,0.001471,0,0,0,0,0,0,0.020984,0.0288345,0.00473462,0.0092655,0,0,0.00570904,0,0.0131425,0.00166288,0.0359026,0.00487822,0.0169099,0.00781525,0.00364501,0.00953697,0.00777631,0.0081004,0.00819908,0.036666,0.0070801,0.0048244,0.00524012,0.0325296,0.024908,0.00528918,0.0108084,0.00237164,0.00891735,0.0225541,0.011873,0.00149729,0.00796471,0,0,0.0041326,0,0.0160542,0.00332434,0.0420556,0.0127257,0.0259111,0.0120583,0.00708005,0.00569918,0.00623932,0.020758,0,0.00328281,0.0161597,0.0383661,0.0138606,0.017296,0.00824373,0.00526643,0.00279542,0.000819549,0.00193917,0.00789905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0.00665706,0.00155971,0,0,0,0,0,0,0.021641,0.0287649,0.00464416,0.00946169,0,0,0.00583168,0,0.0131382,0.00169848,0.0363379,0.00526125,0.0171305,0.00764458,0.00392563,0.00959615,0.0079255,0.00778342,0.00814563,0.0364621,0.00703509,0.0053051,0.00531974,0.0325514,0.02551,0.00539995,0.0107664,0.0023411,0.0106888,0.0225162,0.0146732,0.00199903,0.00806451,0,0,0.00420151,0,0.016054,0.00329268,0.0423498,0.0167505,0.026114,0.0163739,0.00739208,0.00566349,0.00643702,0.0206613,0,0.00337347,0.0193402,0.0399503,0.0158325,0.0207618,0.00767892,0.0051786,0.00302201,0.000875485,0.00219885,0.00791907,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0.00662089,0.00158567,0,0,0,0,0,0,0.0222807,0.0287701,0.00455693,0.00963001,0,0,0.00575943,0,0.0131449,0.00172489,0.0366315,0.00575927,0.0173114,0.00740562,0.00406992,0.00963656,0.00799139,0.00731082,0.00807296,0.0362496,0.006882,0.00535929,0.00535971,0.0325811,0.026442,0.00553894,0.0107433,0.00236781,0.0128974,0.0225003,0.0168825,0.00223547,0.00806771,0,0,0.0042135,0,0.0160599,0.00322484,0.0424358,0.0198919,0.0261695,0.019953,0.00756709,0.00563406,0.00663066,0.0207856,0,0.00363418,0.0216797,0.0409047,0.0171693,0.0233629,0.00877193,0.00518668,0.00328474,0.000953871,0.00240497,0.0079157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0.00652769,0.00164692,0,0,0,0,0,0,0.0223959,0.0287474,0.00443982,0.00981583,0,0,0.00549733,0,0.0131668,0.00171325,0.0366911,0.00618582,0.0174427,0.00719697,0.00407221,0.00974215,0.00796981,0.00694323,0.00799029,0.0361729,0.00665415,0.00515926,0.00530807,0.0325129,0.0272053,0.00569424,0.0107253,0.00241958,0.0149923,0.0224775,0.0186588,0.00191893,0.00803396,0,0,0.00426289,0,0.0160342,0.00308818,0.0421155,0.0224855,0.0262083,0.0228746,0.00759912,0.0056287,0.00655564,0.0208435,0,0.00386812,0.0233233,0.0412925,0.0179262,0.0253587,0.0105304,0.00526826,0.00264066,0.000950216,0.00251522,0.00778082,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0.00672264,0.00640262,0,0,0,0,0,0,0.0226202,0.0292049,0.00424268,0.0102728,0,0,0.00996491,0,0.0118791,0.00718935,0.036744,0.00667737,0.0175617,0.00703195,0.00409753,0.00910646,0.00784717,0.00664193,0.00787633,0.0362268,0.00638916,0.00496947,0.0051221,0.0323247,0.0279234,0.00509001,0.0115697,0.00396655,0.0164949,0.0224943,0.0198616,0.00180431,0.0064145,0,0,0.00486315,0,0.0163525,0.00385476,0.0415256,0.0243012,0.0262094,0.024464,0.00725295,0.0059666,0.00624257,0.0204659,0,0.00399315,0.0242359,0.0412581,0.0182662,0.0268155,0.0126654,0.0048736,0.00291259,0.00098875,0.00677996,0.00815621,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0.00661419,0.00163222,0,0,0,0,0,0,0.0226801,0.0287413,0.00389704,0.0104655,0,0,0.00547938,0,0.0131679,0.00178401,0.036739,0.00729551,0.0177309,0.00683866,0.00426974,0.00971615,0.00765936,0.00636803,0.00771414,0.0362523,0.00611048,0.00478388,0.0049812,0.0321691,0.0282906,0.00565097,0.0107073,0.00257047,0.0146058,0.0225469,0.0186885,0.00208091,0.00803152,0,0,0.00384621,0,0.0161166,0.00300007,0.0410455,0.0239316,0.0266251,0.0225026,0.00767505,0.00550268,0.00614493,0.0205349,0,0.00357757,0.0234148,0.0411258,0.0180659,0.0264138,0.0114065,0.00499613,0.00234614,0.000770288,0.00228806,0.00783965,0,0,0,0,0,0,0,0,0,0,0,0,0,0
