Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTHIA,RTHII,,x75,L5FT,LTHIP,LTHII
34,0.0055861,0.00677893,0,0,0,0,0,0,0.0295247,0.0158801,0.00490275,0,0,0.00762991,0,0.0126854,0.00423457,0.0445336,0.0170767,0.0194567,0,0.00281588,0.00524421,0.0130134,0.010246,0.0106523,0.0303223,0.00834354,0.00983448,0.0121823,0.00361366,0.00676792,0.0234147,0.0114535,0.00746366,0.00420736,0,0,0.010203,0,0.0159609,0.00774478,0.038848,0.0252329,0.019301,0.012743,0.00898551,0.00439849,0.00773748,0.0207213,0.00981734,0.010729,0.0287472,0.00550329,0.0155841,0.00957395,0.00425946,0.00783592,0.0070444,0.00670226,0.00415149,0,0,0,0,0,0,0,0,0.0142443,0.00789857,0,0,0.0146719,0,0
35,0.00552623,0.00656701,0,0,0,0,0,0,0.0294817,0.0157341,0.00476671,0,0,0.00812264,0,0.0125164,0.00415263,0.0447489,0.017339,0.0195966,0,0.00261775,0.00532061,0.0136709,0.0105219,0.0102192,0.0313235,0.00972261,0.0103429,0.012248,0.00365978,0.00630523,0.0235291,0.0114943,0.00809705,0.00461528,0,0,0.0106249,0,0.0160176,0.00828424,0.0389248,0.0249859,0.0196407,0.01256,0.00963858,0.00467497,0.00778084,0.0203373,0.00977879,0.0104158,0.0287889,0.00552506,0.0149324,0.00834239,0.00504391,0.00792562,0.00700832,0.00645964,0.00415088,0,0,0,0,0,0,0,0,0.0179465,0.00773214,0,0,0.015581,0,0
36,0.00684561,0.00799628,0,0,0,0,0,0,0.029455,0.0156193,0.00462103,0,0,0.0100567,0,0.0120591,0.00549225,0.0451629,0.0183268,0.0197225,0,0.00271653,0.00501975,0.0149038,0.011316,0.0100864,0.0323105,0.0114982,0.0113539,0.0123228,0.00424519,0.0060022,0.0235564,0.0116877,0.00872967,0.00458503,0,0,0.0098723,0,0.0160989,0.00824811,0.0388805,0.025174,0.0199563,0.012432,0.00990394,0.00447276,0.00790122,0.0199969,0.00971666,0.0102842,0.0287468,0.00560035,0.0146392,0.00751225,0.0047289,0.00798847,0.00690644,0.0083166,0.0055818,0,0,0,0,0,0,0,0,0.021672,0.00759058,0,0,0.0163576,0,0
37,0.00432199,0.00571005,0,0,0,0,0,0,0.0295109,0.0150535,0.00445848,0,0,0.0122337,0,0.0114367,0.00705801,0.0454011,0.0183767,0.0195387,0.0230304,0.00298716,0.00600008,0.0159604,0.0124647,0.00986681,0.0332247,0.0128238,0,0.0118324,0.00504219,0.00548311,0.0234846,0.011646,0.00861731,0.0044924,0,0,0.0101217,0,0.0161077,0.00824407,0.0387674,0.025252,0.0200697,0.0122082,0.00921233,0.00452066,0.00794862,0.0195746,0.00941369,0.0100745,0.0286996,0.00559082,0.0142787,0.00684692,0.00501931,0.00812382,0.00696992,0.00601281,0.00363808,0,0,0,0,0,0,0,0,0.0234368,0.00720331,0,0,0.0171926,0,0
38,0.00584312,0.00737634,0,0,0,0,0,0,0.029247,0.0139134,0.0046074,0,0,0.0102599,0,0.0121396,0.00539625,0.0455384,0.0174522,0.0195895,0.023246,0.00304407,0.00525939,0.0163563,0.0133954,0.00967419,0.0339789,0.0132257,0.0116119,0.0123323,0.00407964,0.00496808,0.0232816,0.0118564,0.00827469,0.0049924,0,0,0.00969372,0,0.0159863,0.00753164,0.0388857,0.0258726,0.0196538,0.0121662,0.00876133,0.00391577,0.00787481,0.0193,0.00908269,0.0102017,0.0284104,0.00577896,0.0144212,0.00663227,0.00404316,0.00773067,0.00715615,0.00760824,0.00563772,0,0,0,0,0,0,0,0,0,0.00667557,0,0,0.0169351,0,0
39,0.00601515,0.00781167,0,0,0,0,0,0,0.0291054,0.0130267,0.00462734,0,0,0.00949182,0,0.0122746,0.0051434,0.0457163,0.0171805,0.0197253,0.0258066,0.00317952,0.00538061,0.0173871,0.0148398,0.00956158,0.0343675,0.0147861,0.0111461,0.0122026,0.00389658,0.00434385,0.0231436,0.0121039,0.00789511,0.00498637,0,0,0.00896336,0,0.0159974,0.00700937,0.039047,0.0266831,0.0191869,0.0121844,0.00798327,0.00364811,0.00763771,0.0191448,0.00858368,0.0103615,0.02802,0.00600928,0.01471,0.006773,0.00334802,0.00769875,0.00719316,0.00814602,0.00512311,0,0,0,0,0,0,0,0,0,0.00597968,0,0,0.0173613,0,0
40,0.00706703,0.0106559,0,0,0,0,0,0,0.0290093,0.0121428,0.0049415,0,0,0.0118653,0,0.0117674,0.00704745,0.0458703,0.0163873,0.0200289,0.0276489,0.00299008,0.00503319,0.0181849,0.0159905,0.00944597,0.034543,0.0161156,0.0126497,0.0122151,0.00486707,0.00390728,0.0236638,0.0123899,0.00804707,0.00388678,0,0,0.00745429,0,0.016807,0.00597956,0.0390966,0.0271908,0.0190229,0.0121346,0.00805212,0.00472408,0.00743745,0.0188892,0.00807253,0.0102945,0.0276773,0.00616034,0.0146059,0.00647899,0.00403567,0.00454816,0.00484864,0.0126577,0.007805,0,0,0,0,0,0,0,0,0,0.00546206,0,0,0.0178598,0,0
41,0.00582495,0.00446913,0,0,0,0,0,0,0.02849,0.0113682,0.00490651,0,0,0.00158441,0,0.0141877,0.00143345,0.0460123,0.015502,0.0198653,0.0286319,0.00287125,0.00618767,0.0187878,0.0169476,0.00944598,0.034572,0.016994,0.0065292,0.0115251,0.00210881,0.00333666,0.0229071,0.0130044,0.00814248,0.00877484,0,0,0.0102408,0,0.0157384,0.00696878,0.039236,0.0280407,0.0186394,0.0123805,0.00776198,0.00508511,0.00718152,0.0187614,0.00755946,0.010416,0.0271738,0.00646465,0.0147566,0.00641968,0.0045475,0.00747395,0.00745292,0.00493467,0.00489205,0,0,0,0,0,0,0,0,0,0.00489588,0,0,0.0181052,0,0
42,0.00591696,0.00463881,0,0,0,0,0,0,0.0283671,0.00686117,0.00536495,0,0,0.00158126,0,0.0140431,0.00130103,0.0459523,0.00845021,0.0205999,0.0208686,0.00340839,0.00615993,0.0143608,0.013023,0.00910336,0.0350104,0.012485,0.00634833,0.0115465,0.0021243,0.00303129,0.0227739,0.013693,0.008544,0.00884073,0,0,0.0084687,0,0.0156379,0.00629641,0.039404,0.0286318,0.0181898,0.0123713,0.00788995,0.00480304,0.00687625,0.0186439,0.00709098,0.0103077,0.0266812,0.00669091,0.0146847,0.00614919,0.00394856,0.00692664,0.00729617,0.00473043,0.00494567,0,0,0,0,0,0,0,0,0,0.00443261,0,0,0.0131811,0,0.0257514
43,0.00663306,0.00499906,0,0,0,0,0,0,0.028317,0.00595912,0.00513962,0,0,0.00219034,0,0.0133216,0.000879119,0.0458127,0.00745016,0.0210557,0.0182878,0.00386066,0.00873165,0.0133313,0.0117123,0.00971404,0.0355529,0.0120401,0,0.0110874,0.00274643,0.00290743,0.0226414,0.0145626,0.00804929,0.00901254,0,0,0.00682427,0,0.0157689,0.00572748,0.0397423,0.0296874,0.018206,0.0122434,0.00742031,0.0043027,0.00660461,0.0183901,0.00676091,0.010704,0.0262584,0.00714507,0.0152036,0.00668365,0.00322346,0.00681581,0.00718986,0.00460118,0.00541326,0,0,0,0,0,0,0,0,0,0.00381944,0,0,0.0134564,0,0.0228094
44,0.0035958,0.00670939,0,0,0,0,0,0,0.0280222,0.0146624,0.00724397,0,0,0.00957958,0,0.0118869,0.00621861,0.0445519,0.017548,0.024494,0.0250385,0.00631177,0.0101708,0.018235,0.0156697,0.0110483,0.0383425,0.0207601,0,0.0112597,0.00428189,0.0032109,0.0224467,0.01497,0.00930197,0.00556848,0,0,0.00330016,0,0.0159276,0.00412647,0.0407215,0.0298858,0.0174006,0.0124749,0.00743453,0.00250068,0.00606077,0.0185332,0.00636017,0.0110228,0.0253555,0.00750334,0.0152732,0.00701378,0.00132946,0.00618389,0.00683432,0.00608403,0.00194561,0,0,0,0,0,0,0,0,0,0.00316138,0,0,0.0202353,0,0.0137088
45,0.00416351,0.00749313,0,0,0,0,0,0,0.0276733,0.0101358,0.00764042,0,0,0.00783349,0,0.0124474,0.00483259,0.0446522,0.0158985,0.0244911,0.0251979,0.00580204,0.00797668,0.019705,0.0184059,0.011046,0.0376174,0.0213405,0.0107447,0.0117637,0.00351902,0.00456431,0.0223002,0.0151906,0.0101932,0.00561635,0,0,0.00320315,0,0.0158381,0.00392629,0.0408146,0.0295938,0.01683,0.0121482,0.00825276,0.0022732,0.00573628,0.0183172,0.00579533,0.010763,0.024901,0.00761034,0.0148532,0.00670535,0.00135683,0.00603701,0.00701429,0.00703705,0.00282245,0,0,0,0,0,0,0,0,0,0.00244353,0,0,0.0186015,0,0.0149313
46,0.00391568,0.00770122,0,0,0,0,0,0,0.0275708,0.00918251,0.00812088,0,0,0.0073102,0,0.0123597,0.00465857,0.0445741,0.0171577,0.0247055,0.0238591,0.00566678,0.00777261,0.0204399,0.0194991,0.0116312,0.0373586,0.0211976,0.0101098,0.0117803,0.00337124,0.00619081,0.0220618,0.0152955,0.0099188,0.0050774,0,0,0.00267253,0,0.0158938,0.00345104,0.0409303,0.0289708,0.0168102,0.0120182,0.00846001,0.00244281,0.00569544,0.0180254,0.00542755,0.0105731,0.0243664,0.00773253,0.0144302,0.00697922,0.00141522,0.00583582,0.00722543,0.00735535,0.00306433,0,0,0,0,0,0,0,0,0,0.00187311,0,0,0.0194033,0,0.0142377
47,0.0039606,0.0078083,0,0,0,0,0,0,0.0275581,0.010532,0.0085118,0,0,0.00679327,0,0.0124348,0.00449675,0.0443619,0.0185517,0.0250706,0.022731,0.00551385,0.0076005,0.019714,0.0190228,0.0116568,0.0372724,0.0221178,0.0099547,0.0116708,0.00346055,0.00713157,0.021945,0.015274,0.00970819,0.00500729,0,0,0.00229299,0,0.0159098,0.00303826,0.0413469,0.0280327,0.0164885,0.0119276,0.00858899,0.0026766,0.00551864,0.0177383,0.00520433,0.0105083,0.023761,0.00790382,0.0140178,0.00821593,0.00176913,0.00576319,0.00727504,0.00741103,0.00293712,0,0,0,0,0,0,0,0,0,0.00136382,0,0,0.0220201,0,0.0124661
48,0.0041628,0.00767735,0,0,0,0,0,0,0.027376,0.0135095,0.00867747,0,0,0.00620337,0,0.0125811,0.00409619,0.0440467,0.0206149,0.0253443,0.0218044,0.00510775,0.00755221,0.0183837,0.0172449,0.0113268,0.0376341,0.0236054,0.00951832,0.0114838,0.00350441,0.00805366,0.0218377,0.0149415,0.00980652,0.00520269,0,0,0.00202999,0,0.0159093,0.0027281,0.0418238,0.0263867,0.0161592,0.0118287,0.00882038,0.00277914,0.00527596,0.0174421,0.00489169,0.0103406,0.0231173,0.00805532,0.0132975,0.00986451,0.00184796,0.00587931,0.00726512,0.00720551,0.00312709,0,0,0,0,0,0,0,0,0,0.00122905,0,0,0.0249602,0,0.0101544
49,0.0041825,0.00747453,0,0,0,0,0,0,0.0271315,0.013242,0.00816242,0,0,0.00559461,0,0.0128006,0.00365076,0.0438298,0.0199443,0.025245,0.0197045,0.00503686,0.00756494,0.0170139,0.0160582,0.0111858,0.0373723,0.0238759,0.00884829,0.0113331,0.00347311,0.0089349,0.0216606,0.0145786,0.00950527,0.00525852,0,0,0.00195858,0,0.0158938,0.00242571,0.042051,0.0245706,0.0157004,0.0117685,0.00869281,0.00295305,0.00508487,0.0171721,0.0045669,0.0103057,0.0224282,0.00819527,0.0125332,0.0116681,0.00204372,0.00580247,0.00726572,0.00688985,0.00271023,0,0,0,0,0,0,0,0,0,0.00180147,0,0,0.0244898,0,0.00750539
50,0.00436973,0.0104607,0,0,0,0,0,0,0.0272609,0.0124192,0.00737315,0,0,0.00979995,0,0.0120575,0.00687016,0.0434419,0.0195246,0.024969,0.0167253,0.00488827,0.00713416,0.0150821,0.0144617,0.0111029,0.0370017,0.0236861,0.0112872,0.0116448,0.00447637,0.00938748,0.0221839,0.0140459,0.0093248,0.00295403,0,0,0.0132525,0,0.0165786,0.00402034,0.0421403,0.0224166,0.0155118,0.0115101,0.00875672,0.0037007,0.00502919,0.0167824,0.00422377,0.0100735,0.0218169,0.00822608,0.0116212,0.0137087,0.0067578,0.00191924,0.00450838,0.0115841,0.00617029,0,0,0,0,0,0,0,0,0,0.00264715,0,0,0.0236567,0,0.0050688
51,0.00423798,0.00561839,0,0,0,0,0,0,0.026535,0.0115736,0.00626615,0,0,0.00222581,0,0.014152,0.00109574,0.0429144,0.0190496,0.0245834,0.0137906,0.00502973,0.00662787,0.0132292,0.0123908,0.0110511,0.0366385,0.023537,0.00348436,0.0107382,0.00328474,0.00995149,0.0220187,0.0135574,0.00918634,0.00503802,0,0,0.00804646,0,0.0161915,0.00324948,0.0421272,0.0202109,0.0156364,0.0112311,0.00863678,0.00170913,0.00469741,0.0164486,0.00390164,0.00988827,0.021101,0.00838125,0.010842,0.0159501,0.0043532,0.00305267,0.00538437,0.00452023,0.00210649,0,0,0,0,0,0,0,0,0,0.00363164,0,0,0.0228217,0,0.0033746
52,0.00381259,0.00572829,0,0,0,0,0,0,0.0266126,0.0106842,0.00470425,0,0,0.0019933,0,0.0139763,0.00122017,0.0422594,0.0182781,0.0238132,0.0108941,0.00493953,0.00619354,0.0116283,0.010027,0.0106344,0.0364008,0.0232457,0.00340097,0.010806,0.00312829,0.0118548,0.0219341,0.00971938,0.00827054,0.00428417,0,0,0.00873137,0,0.0161942,0.00337395,0.0404552,0.0148181,0.014903,0.0109531,0.00860131,0.00187849,0.000707278,0.0186041,0.00352381,0.00713494,0.024671,0.00730912,0.00750544,0.0217347,0.00461838,0.00411721,0.00514203,0.00423878,0.00125036,0,0,0,0,0,0,0,0,0,0.00705801,0,0,0.0217475,0,0.00213148
53,0.00370777,0.00636116,0,0,0,0,0,0,0.0265473,0.00996333,0.00403852,0,0,0.0022068,0,0.0140408,0.000911806,0.0413992,0.017172,0.0235778,0.00906303,0.00535642,0.00634218,0.0103244,0.00845583,0.00940523,0.035518,0.0232674,0.00352699,0.0108352,0.00319548,0.0112174,0.0218073,0.0127531,0.0081318,0.00412203,0,0,0.00943057,0,0.0162192,0.00345366,0.0414947,0.0156486,0.014986,0.0107988,0.00839424,0.00220129,0.00397356,0.0159957,0.00351797,0.0100207,0.0194768,0.00910802,0.00977396,0.0195826,0.00505789,0.00424884,0.00513902,0.00439267,0.00110126,0,0,0,0,0,0,0,0,0,0.00614201,0,0,0.0215692,0,0.00187022
54,0.00303255,0.00632118,0,0,0,0,0,0,0.0269325,0.0102298,0.00265452,0,0,0.00125312,0,0.0137639,0.00119831,0.0399852,0.0166352,0.0228224,0.00709207,0.00534375,0.00572476,0.00920969,0.00748039,0.00953356,0.034723,0.0221331,0.00397455,0.0110894,0.00338921,0.0159426,0.021597,0.0114724,0.00704022,0.00301629,0,0,0.00674199,0,0.0161415,0.00259206,0.0396073,0.0130521,0.0137614,0.0100224,0.00878964,0.00271084,0.00160052,0.018964,0.00499674,0.00891171,0.0232315,0.0094554,0.00892412,0.0261028,0.00385099,0.00463127,0.00585408,0.00456499,0.00164978,0,0,0,0,0,0,0,0,0,0.00863726,0,0,0.020923,0,0.00186794
55,0.00328327,0.00636244,0,0,0,0,0,0,0.0268356,0.0104481,0.00187818,0,0,0.00135994,0,0.0140161,0.00170719,0.0382361,0.0165292,0.0223092,0.00545468,0.00543103,0.00529439,0.00801982,0.00659726,0.0111958,0.0336105,0.0218046,0.0027047,0.0109796,0.00342092,0.0185917,0.0215471,0.0126289,0.00668133,0.00304597,0,0,0.00632818,0,0.0161408,0.00248215,0.0393308,0.0127412,0.0132947,0.00906148,0.00907338,0.00293103,0.00217584,0.0193089,0.00586176,0.00992571,0.022221,0.0104976,0.00991356,0.0285574,0.00361827,0.00475774,0.00594296,0.00416759,0.00229269,0,0,0,0,0,0,0,0,0,0.00943553,0,0,0.0208386,0,0.00201564
56,0.00368073,0.00632377,0,0,0,0,0,0,0.0265489,0.0105793,0.00180558,0,0,0.00185158,0,0.014265,0.00124092,0.0369352,0.0161059,0.0221285,0.00459038,0.00553671,0.00562879,0.00698189,0.00576329,0.0102523,0.0325721,0.0221553,0.00218392,0.0107728,0.00340163,0.0144747,0.0214594,0.0119631,0.00698333,0.00375895,0,0,0.00646596,0,0.0161335,0.00260703,0.0407626,0.0100967,0.0145137,0.00943686,0.00888823,0.00320393,0.00314206,0.016661,0.00548286,0.0101603,0.0166374,0.0102389,0.00873195,0.022674,0.00382982,0.00484811,0.00600938,0.00417255,0.00253559,0,0,0,0,0,0,0,0,0,0.0113269,0,0,0.021095,0,0.0021402
57,0.00392998,0.00554826,0,0,0,0,0,0,0.0267663,0.0111168,0.000958742,0,0,0.00191033,0,0.0142299,0.00106713,0.0356807,0.015992,0.0216764,0.00308142,0.00538968,0.00497238,0.0065145,0.00541945,0.00778554,0.0325882,0.0223839,0.00146822,0.0108347,0.00300997,0.0229381,0.0214937,0.0149331,0.0055186,0.00339258,0,0,0.00573359,0,0.0161192,0.00227068,0.0388667,0.0131798,0.0125619,0.00647927,0.00909462,0.00312733,0.00386507,0.0208157,0.00752491,0.0115779,0.020488,0.0121484,0.0115418,0.0317876,0.00322692,0.00493035,0.00599457,0.00363187,0.00336593,0,0,0,0,0,0,0,0,0,0.0110117,0,0,0.021246,0,0.00296961
58,0.00420359,0.00514596,0,0,0,0,0,0,0.0267548,0.0112197,0.000849438,0,0,0.00230232,0,0.014209,0.00177086,0.0356124,0.0154507,0.0214094,0.00208964,0.00527511,0.00484642,0.00618499,0.00526748,0.00678333,0.0325097,0.0225721,0.00229237,0.0107967,0.00288074,0.02359,0.0214901,0.015881,0.00475147,0.00340552,0,0,0.00543281,0,0.0160902,0.0021537,0.0388591,0.0137888,0.0120838,0.00547892,0.00894206,0.00311679,0.00476204,0.0218596,0.0082127,0.0121687,0.0199736,0.012736,0.0121285,0.0314034,0.00304894,0.00486273,0.00595857,0.00344385,0.00383766,0,0,0,0,0,0,0,0,0,0.0116461,0,0,0.0212258,0,0.00343014
59,0.00412907,0.00525979,0,0,0,0,0,0,0.0264812,0.0107988,0.00166525,0,0,0.00198488,0,0.0142761,0.00289287,0.0368424,0.0144593,0.0213398,0.00175485,0.0049628,0.00524555,0.00564495,0.00499784,0.00707173,0.0321124,0.0220383,0.00249289,0.0105739,0.00312448,0.0146172,0.0213535,0.0124166,0.00484563,0.0036173,0,0,0.00587957,0,0.016058,0.00235091,0.0403713,0.0091299,0.0141405,0.00702607,0.00805398,0.00337003,0.00425896,0.0200395,0.00860111,0.00999861,0.0155128,0.0105885,0.00845166,0.0220277,0.00348256,0.00465425,0.00597274,0.00359905,0.00358913,0,0,0,0,0,0,0,0,0,0.0157727,0,0,0.0201984,0,0.00316773
60,0.00675418,0.00708712,0,0,0,0,0,0,0.0277762,0.0108045,0.00135944,0,0,0.0069703,0,0.0120355,0.00751158,0.0367302,0.0143976,0.0215381,0.000451387,0.00474384,0.00400781,0.00566209,0.00524282,0.00844413,0.0324743,0.0212996,0.00790342,0.0116014,0.00404595,0.0190807,0.0216228,0.0168399,0.00322214,0.00573198,0,0,0.0137,0,0.016468,0.00350282,0.03892,0.0160773,0.0111735,0.00523533,0.00817369,0.00492553,0.00639012,0.0237947,0.00984768,0.013127,0.0195674,0.013913,0.0127933,0.0277661,0.00662451,0.00247167,0.00420891,0.00703756,0.00776625,0,0,0,0,0,0,0,0,0,0.013144,0,0,0.0185639,0,0.00468866
61,0.0049506,0.00403035,0,0,0,0,0,0,0.0272323,0.0102182,0.00232063,0,0,0.00383722,0,0.0142021,0.00127433,0.0371377,0.0138504,0.0215759,0.000834081,0.004696,0.00472529,0.00535221,0.00521926,0.00695058,0.0323785,0.0205068,0.00272948,0.0107592,0.00248934,0.0153564,0.0215213,0.0172847,0.00280394,0.00330542,0,0,0.00628749,0,0.0160915,0.00205397,0.0390091,0.0181994,0.0111205,0.00543208,0.00762552,0.00258001,0.00742485,0.0247353,0.0110067,0.0136461,0.01958,0.0145306,0.0129773,0.0231392,0.00291763,0.00418139,0.00542926,0.00324515,0.00559465,0,0,0,0,0,0,0,0,0,0.0143413,0,0,0.0173813,0,0.00498829
62,0.00700857,0.00290381,0,0,0,0,0,0,0.0276326,0.0150813,0.00372648,0,0,0.0051252,0,0.0140224,0.00288864,0.0372943,0.0207945,0.0165465,0.00593915,0.00405078,0.00579724,0.0105617,0.00955136,0.0120036,0.0368339,0.0136714,0.00371346,0.0109486,0.00205882,0.0105362,0.0218235,0.0176672,0.00422089,0.00576909,0,0,0.00560683,0,0.0160417,0.00281242,0.0384478,0.0203238,0.0120816,0.00757364,0.00697423,0.000617134,0.00792799,0.0245975,0.0114072,0.0136979,0.0200108,0.0145348,0.0130185,0.0162396,0.00335155,0.00406551,0.00509047,0.00266366,0.00814211,0,0,0,0,0,0,0,0,0,0.0148247,0,0,0.0145196,0.0312766,0.00841892
63,0.00738106,0.00270176,0,0,0,0,0,0,0.0277749,0.014403,0.00384419,0,0,0.00567428,0,0.0139743,0.00362997,0.0375253,0.0198201,0.016419,0.00553962,0.00431802,0.00590201,0.0102361,0.00936218,0.0134096,0.0365543,0.0123281,0.00438948,0.0109632,0.00197937,0.00489943,0.0218458,0.0188336,0.00444856,0.00606573,0,0,0.00582705,0,0.0160212,0.0030109,0.0384993,0.0212641,0.0123992,0.00861947,0.00680865,0.000486498,0.00884556,0.0255044,0.0129398,0.0137548,0.0202688,0.0146963,0.0129153,0.00984402,0.00352931,0.00365196,0.00495589,0.00304537,0.00837932,0,0,0,0,0,0,0,0,0,0.0163552,0,0,0.0134155,0.0318708,0.0085038
64,0.00758479,0.00252533,0,0,0,0,0,0,0.0278752,0.0138287,0.00373625,0,0,0.00615347,0,0.0139696,0.00369903,0.0377158,0.0189405,0.0164617,0.00535631,0.00461507,0.00586484,0.00995674,0.00910977,0.0131507,0.0361998,0.0108083,0.00471976,0.0109381,0.00191794,0.00452551,0.0218537,0.0197048,0.00467141,0.00619602,0,0,0.00607522,0,0.0159998,0.00311588,0.03845,0.0211452,0.0128677,0.0100582,0.00667561,0.000489584,0.00948546,0.0261691,0.0143721,0.0138949,0.0206986,0.0147496,0.0128827,0.00584712,0.00363141,0.00286422,0.00479208,0.00311869,0.00857655,0,0,0,0,0,0,0,0,0,0.0177483,0,0,0.0123288,0.0323959,0.00864811
65,0.00765817,0.00218271,0,0,0,0,0,0,0.0280148,0.0132676,0.0036565,0,0,0.00638732,0,0.0138962,0.00362103,0.0379219,0.0182478,0.0165136,0.00550204,0.00491459,0.00557806,0.00976067,0.00871029,0.0116973,0.0357721,0.0092731,0.00455881,0.0110069,0.00190312,0.00978882,0.0219278,0.0202922,0.00482764,0.0061796,0,0,0.00630801,0,0.0160585,0.00310338,0.0382484,0.0208827,0.0135176,0.0117234,0.0066775,0.000519358,0.00979289,0.0267195,0.0154418,0.0139471,0.0210476,0.0147085,0.0125082,0.0102445,0.00363712,0.00270623,0.00458023,0.00285639,0.00874205,0,0,0,0,0,0,0,0,0,0.0187843,0,0,0.0113975,0.0331135,0.0085148
66,0.00761651,0.00215151,0,0,0,0,0,0,0.0281517,0.0123064,0.0035473,0,0,0.00617057,0,0.0137933,0.00360985,0.0380072,0.0177554,0.0164423,0.0057864,0.0053287,0.00476522,0.00968279,0.00837704,0.0117943,0.0353693,0.00776627,0.00400234,0.0110501,0.00182542,0.0148006,0.0219711,0.0206127,0.0048445,0.00607246,0,0,0.00670104,0,0.0160942,0.00316297,0.0379335,0.0209191,0.0142628,0.0135822,0.00684772,0.000632305,0.0103505,0.0270758,0.0163,0.0137498,0.0212323,0.0145136,0.0115562,0.0156913,0.00365344,0.0029477,0.00430127,0.00274312,0.00870011,0,0,0,0,0,0,0,0,0,0.0197209,0,0,0.0106502,0.033858,0.00812881
67,0.0076551,0.00241107,0,0,0,0,0,0,0.0282697,0.00992818,0.00334063,0,0,0.00566556,0,0.0137047,0.00368482,0.038209,0.0161287,0.016319,0.00399566,0.00577655,0.00408495,0.00848945,0.00731687,0.00977798,0.03447,0.0046414,0.00343344,0.0111164,0.00185109,0.0186383,0.0219584,0.0204274,0.00484932,0.00602132,0,0,0.00637905,0,0.0160756,0.00313002,0.0375391,0.0209019,0.0150105,0.0154563,0.00712396,0.001098,0.0110638,0.0273486,0.0169192,0.01341,0.0212844,0.0141993,0.0103884,0.019875,0.00337179,0.00305489,0.0042685,0.00299125,0.0087667,0,0,0,0,0,0,0,0,0.0138002,0.0204165,0,0,0.00877395,0.0347069,0.00764011
68,0.00771809,0.00262306,0,0,0,0,0,0,0.0282085,0.00960729,0.00313946,0,0,0.00512941,0,0.0136612,0.00353876,0.0378829,0.0158422,0.0161789,0.00423179,0.00628757,0.00413455,0.00849733,0.00739619,0.00869814,0.0344395,0.00381307,0.00345745,0.0110971,0.00185437,0.0208383,0.0219699,0.0195399,0.004792,0.00600561,0,0,0.00604104,0,0.016055,0.00311368,0.0369157,0.0203434,0.0156422,0.0172483,0.00745354,0.00172705,0.0115299,0.0275771,0.0173723,0.0131682,0.0212785,0.0137417,0.00962223,0.0221459,0.00309795,0.0027346,0.00426348,0.00321879,0.00870586,0,0,0,0,0,0,0,0,0.0138292,0.0208514,0,0,0.00814632,0.0351641,0.00741025
69,0.00773557,0.0026111,0,0,0,0,0,0,0.028233,0.00965595,0.00289132,0,0,0.00473277,0,0.0137004,0.00333802,0.0375632,0.0154771,0.0160308,0.0044781,0.00679359,0.00419658,0.00854146,0.00741535,0.00845356,0.0344201,0.00301732,0.00337949,0.0111112,0.00188291,0.0220292,0.0219767,0.0185518,0.00464691,0.00591543,0,0,0.00576099,0,0.016028,0.00306353,0.0361495,0.0196417,0.0162005,0.0189534,0.0078307,0.00216131,0.0119543,0.0277504,0.0177689,0.0131431,0.0212288,0.0132023,0.009464,0.0232406,0.0028407,0.00227959,0.00425449,0.00312495,0.0087201,0,0,0,0,0,0,0,0,0.0138998,0.0212566,0,0,0.00759363,0.0354771,0.00699183
70,0.0076252,0.00502983,0,0,0,0,0,0,0.0286411,0.00957769,0.00268236,0,0,0.00915795,0,0.0116227,0.00434806,0.0385632,0.014341,0.0155707,0.00490422,0.00622045,0.0020276,0.00826892,0.0070498,0.00806405,0.0340047,0.00209086,0.00868585,0.0119235,0.00446332,0.022636,0.0219424,0.0137806,0.00278215,0.0060485,0,0,0.0104126,0,0.0163371,0.00265299,0.0368974,0.0120462,0.0190574,0.0195668,0.00633322,0.00308528,0.00756719,0.0241581,0.0139175,0.00920525,0.0157559,0.0105619,0.00768577,0.0257376,0.00429441,0.00165774,0.00314742,0.00562375,0.00820987,0,0,0,0,0,0,0,0,0.0142108,0.0226675,0,0,0.00693877,0.0359458,0.0062445
