Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTHIA,RTHII,,x75,L5FT,LTHIP,LTHII
71,0.00646875,0.00255096,0,0,0,0,0,0,0.0278067,0.00941198,0.00291354,0,0,0.0027008,0,0.013749,0.00223849,0.0383235,0.0136818,0.0155025,0.00507228,0.00671488,0.00385199,0.00820904,0.0068343,0.00797127,0.0339722,0.0018005,0.00250219,0.0108297,0.00222103,0.0216654,0.021785,0.013678,0.00269325,0.00493767,0,0,0.00476712,0,0.0159505,0.00191345,0.0365518,0.0127693,0.0197146,0.0209756,0.00656491,0.00271783,0.00786323,0.0241343,0.0143615,0.00908293,0.0156763,0.0104274,0.00835875,0.0243822,0.00183743,0.002903,0.00433943,0.00239805,0.00698365,0,0,0,0,0,0,0,0,0.0137961,0.0234656,0,0,0.00682508,0.0361221,0.006395
72,0.00605512,0.00230081,0,0,0,0,0,0,0.0279478,0.0087499,0.00329531,0,0,0.00255283,0,0.0137461,0.00208161,0.0382438,0.0130578,0.0154304,0.00516263,0.00731412,0.00359246,0.0080522,0.00659064,0.00768897,0.0336811,0.00327669,0.00230561,0.0108401,0.00227356,0.0207415,0.0218256,0.0139456,0.00269643,0.0045168,0,0,0.00482934,0,0.0159855,0.00168069,0.0365956,0.0136202,0.0204335,0.0219484,0.00691245,0.0027423,0.00812969,0.0239849,0.0147943,0.00930874,0.0154279,0.0106346,0.00887547,0.0226884,0.00169061,0.00281301,0.00422376,0.00212229,0.00650495,0,0,0,0,0,0,0,0,0.0127123,0.0242616,0,0,0.00702572,0.0363637,0.00641945
73,0.0057023,0.00203144,0,0,0,0,0,0,0.0279688,0.00798007,0.00375978,0,0,0.00228014,0,0.0137202,0.00193687,0.038466,0.0124398,0.0153987,0.00523559,0.00775522,0.0034893,0.00786582,0.00651766,0.0073139,0.0331917,0.00504817,0.00220993,0.0108254,0.00233872,0.0200958,0.0218752,0.0144862,0.00291833,0.00416481,0,0,0.00477597,0,0.0160072,0.00161778,0.036535,0.0142863,0.0211456,0.0225291,0.00706094,0.00266594,0.00845951,0.0238355,0.0154678,0.0095546,0.0152286,0.0108988,0.00874705,0.0208621,0.00151193,0.00231269,0.00416891,0.00187436,0.00603946,0,0,0,0,0,0,0,0,0.0110724,0.0244302,0,0,0.00757909,0.0366904,0.00623894
74,0.00536782,0.001862,0,0,0,0,0,0,0.0279956,0.00736979,0.00426142,0,0,0.00182813,0,0.0136993,0.00184524,0.0390804,0.0116363,0.0155828,0.00535396,0.00797479,0.0034712,0.00768433,0.00670252,0.00682243,0.032739,0.00656564,0.00211184,0.0107891,0.00239803,0.019676,0.0219118,0.0151099,0.00330979,0.00388489,0,0,0.00468521,0,0.0160091,0.00162492,0.0364108,0.0147468,0.0217192,0.0228521,0.00686511,0.00260418,0.00903285,0.0234545,0.0164572,0.00973196,0.0152362,0.0110016,0.00789432,0.01922,0.0013447,0.00220852,0.0040719,0.00171982,0.0055643,0,0,0,0,0,0,0,0,0.0104016,0.0251258,0,0,0.00817282,0.0371131,0.00599809
75,0.00523041,0.00180288,0,0,0,0,0,0,0.0281055,0.00657924,0.00449858,0,0,0.00151732,0,0.013833,0.00174389,0.0393665,0.0107453,0.0158113,0.00510868,0.00803829,0.00350605,0.00746474,0,0.00631819,0.0324113,0.00940191,0.0020707,0.010832,0.00248171,0.0196166,0.0219728,0.0158257,0.00363267,0.00397542,0,0,0.00494087,0,0.0160286,0.0017752,0.0362156,0.0151204,0.022275,0.023165,0.00626811,0.00261539,0.010614,0.0223895,0.017778,0.00983895,0.0155538,0.0107698,0.00658055,0.0184818,0.00151412,0.0023948,0.00387031,0.00173599,0.00541874,0,0,0,0,0,0,0,0,0.00996312,0.0261867,0,0,0.00937996,0.0371964,0.0059217
76,0.0050777,0.00165522,0,0,0,0,0,0,0.0281816,0.00589268,0.005426,0,0,0.00121378,0,0.0139061,0.00161396,0.0374821,0.0108209,0.0171919,0.00511851,0.00879635,0.00358702,0.00728193,0.00604953,0.00611565,0.0323318,0.0118464,0.00192761,0.0108097,0.00255577,0.0345721,0.0220033,0.0396128,0.00497278,0.00416797,0,0,0.00443129,0,0.0160072,0.00182436,0.0369066,0.0594265,0.023411,0.0338323,0.0065,0.00242601,0.033451,0,0.0340959,0.0186588,0.0280046,0.010781,0.00858872,0.0312924,0.00136461,0.00243746,0.00394351,0.00178571,0.00526062,0,0,0,0,0,0,0,0,0.00888932,0.0418129,0,0,0.0103703,0.0374281,0.00540223
77,0.00417053,0.0022655,0,0,0,0,0,0,0.0282432,0.0056191,0.00556566,0,0,0.000588053,0,0.0137438,0.00122693,0.0371,0.0114297,0.0171379,0.00615473,0.0081971,0.00433821,0.00810594,0.00688303,0.00656037,0.0326911,0.0135108,0.00130273,0.0106744,0.00276482,0.0332248,0.0220087,0.0401977,0.00499407,0.00306095,0,0,0.00451591,0,0.0160352,0.00165779,0.037369,0.0606376,0.0239899,0.0330666,0.00510953,0.00230029,0.0331854,0,0.0339445,0.0184443,0.0283767,0.0110216,0.00986691,0.0308221,0.00111271,0.00205395,0.00385019,0.00222212,0.00408772,0,0,0,0,0,0,0,0,0,0.0395732,0,0,0.011341,0.0368837,0.00589886
78,0.00367326,0.00299542,0,0,0,0,0,0,0.0275062,0.00383321,0.00675228,0,0,0.0023407,0,0.0140821,0.0017846,0.0394707,0.00953174,0.0163915,0.00540143,0.00467398,0.00482148,0.00655361,0.00636104,0.00535719,0.0317455,0.0140432,0.00260943,0.0105812,0.00321186,0.022346,0.0216981,0.0197822,0.00404591,0.00404446,0,0,0.0040349,0,0.015978,0.00141673,0.0382215,0.020045,0.0270618,0.0245162,0.00370106,0.00337089,0.0151342,0,0.0241745,0.0120928,0.0180761,0.00778807,0.00577738,0.0192677,0.00152099,0.00249605,0.00428929,0.00335289,0.00363052,0,0,0,0,0,0,0,0,0.0101147,0,0,0,0.0120653,0.0367647,0.00553422
79,0.00336884,0.00269606,0,0,0,0,0,0,0.0282661,0.00364722,0.00649678,0,0,0.000490725,0,0.0140076,0.00104509,0.0387282,0.0100053,0.0151696,0.00455779,0.00620562,0.0041747,0.0065397,0.005752,0.00573826,0.0320563,0.0183379,0.00108444,0.0106339,0.00268587,0.0200322,0.0218297,0.0181823,0.00381857,0.00305561,0,0,0.00338989,0,0.0158742,0.00151507,0.0379179,0.01769,0.0251737,0.0230155,0.00218968,0.00340161,0.0137481,0.0202045,0.0212012,0.0137843,0.0162417,0.011133,0.00855786,0.0164305,0.000518811,0.00264488,0.0041267,0.0030691,0.00299745,0,0,0,0,0,0,0,0,0.00930921,0,0,0,0.0154757,0.0363619,0.00583792
80,0.00315022,0.00258975,0,0,0,0,0,0,0.0284799,0.00335208,0.00718484,0,0,0.00083161,0,0.0140288,0.00116458,0.0384415,0.0103056,0.0151975,0.00448377,0.00634675,0.00413364,0.00649514,0.00549283,0.00582836,0.0321004,0.0208902,0.00137706,0.0108067,0.00255608,0.0190552,0.0218191,0.0180823,0.00426139,0.00292925,0,0,0.00347429,0,0.015918,0.00166932,0.0383158,0.0179318,0.0254226,0.0224153,0.00198927,0.00344874,0.015468,0.0217161,0.0203323,0.0152145,0.0154784,0.0126664,0.0105066,0.0158734,0.000588406,0.0028464,0.00407764,0.00290087,0.00276362,0,0,0,0,0,0,0,0,0.00835815,0,0,0,0.0174005,0.036302,0.00586992
81,0.00285441,0.00332053,0,0,0,0,0,0,0.0288317,0.00315515,0.00748226,0,0,0.00243874,0,0.0133852,0.00171315,0.0374671,0.0106564,0.0154699,0.00440325,0.00596066,0.00455785,0.0062245,0.00525944,0.00584744,0.0324188,0.0223234,0.00215495,0.0113656,0.00360169,0.0183318,0.021945,0.017471,0.00436274,0.0011617,0,0,0.00705904,0,0.0161278,0.00261728,0.0385306,0.0178706,0.0255978,0.0217142,0.00145434,0.00239334,0.0147367,0.0224077,0.0204003,0.0155552,0.0154946,0.0131156,0.011463,0.0163211,0.0017962,0.00213399,0.00269946,0.00317839,0.00239214,0,0,0,0,0,0,0,0,0.00775559,0,0,0,0.0183565,0.0365073,0.00593265
82,0.00254784,0.0033866,0,0,0,0,0,0,0.0290659,0.00280215,0.00809765,0,0,0.00113682,0,0.0134659,0.0010029,0.03702,0.0110362,0.016319,0.00467374,0.00563264,0.00495955,0.00665199,0.00519883,0.00609274,0.0322507,0.0255028,0.00130341,0.0113728,0.00320984,0.0176752,0.021914,0.0170748,0.00466169,0.000729909,0,0,0.0063293,0,0.0161341,0.00203267,0.0385431,0.0179793,0.0259224,0.0216441,0.00197821,0.00299377,0.0138388,0.0218677,0.0201596,0.0158755,0.014706,0.013844,0.0120223,0.0151001,0.00127211,0.00223772,0.0033206,0.00283646,0.00226213,0,0,0,0,0,0,0,0,0.00701007,0,0,0,0.0208437,0.0362855,0.00589047
83,0.00227739,0.00344068,0,0,0,0,0,0,0.02917,0.00250729,0.00848638,0,0,0.000443609,0,0.0136665,0.000743755,0.0362084,0.0112945,0.0167906,0.00486322,0.00521459,0.00530147,0.00667234,0.00505059,0.00617389,0.0322459,0.0273166,0.00108118,0.0113956,0.00308468,0.0166908,0.0218885,0.016431,0.00474483,0.000330131,0,0,0.00607136,0,0.0160893,0.00204424,0.0385405,0.0178674,0.0261708,0.0212058,0.00248856,0.00331365,0.0138549,0.0214024,0.0200866,0.0158588,0.0143362,0.0142052,0.0121754,0.0145368,0.0010869,0.00226169,0.00342028,0.0026718,0.00203135,0,0,0,0,0,0,0,0,0.00688318,0,0,0,0.0223301,0.0362965,0.00601125
84,0.00209729,0.00345856,0,0,0,0,0,0,0.0292716,0.00216654,0.00880764,0,0,0.000844677,0,0.0138595,0.000656968,0.0356355,0.0113228,0.0171345,0.0050759,0.00492034,0.00566749,0.00672908,0.0049609,0.00619937,0.032212,0.0290393,0.0013308,0.0113739,0.00296218,0.0154295,0.0218863,0.0157973,0.00472446,0.00024068,0,0,0.0057006,0,0.0160704,0.00206443,0.0385319,0.0177894,0.0263767,0.0206868,0.00297769,0.00368611,0.0138986,0.0211123,0.0198394,0.0157964,0.0139123,0.0146186,0.0122953,0.0136017,0.000939632,0.00228076,0.00352098,0.00270551,0.00197742,0,0,0,0,0,0,0,0,0.00680558,0,0,0,0.0236958,0.0363229,0.00614414
85,0.00190318,0.0035003,0,0,0,0,0,0,0.0292603,0.00185395,0.00906958,0,0,0.00172413,0,0.0140091,0.00092413,0.0352032,0.011123,0.0173598,0.00535578,0.00471002,0.0057754,0.00683246,0.00494282,0.00616817,0.0321719,0.0303308,0.00195318,0.0112589,0.00268093,0.0140097,0.0218744,0.0151459,0.00470698,0.000484965,0,0,0.00536668,0,0.0160508,0.00207442,0.0384767,0.0177189,0.0264413,0.0200817,0.00336971,0.00410967,0.0138163,0.0209184,0.0193784,0.0157578,0.0134361,0.0150166,0.0124808,0.0124677,0.000878475,0.00229968,0.00363072,0.00298998,0.00194476,0,0,0,0,0,0,0,0,0.00689528,0,0,0,0.0247123,0.0363259,0.00635147
86,0.00184834,0.00361501,0,0,0,0,0,0,0.0293215,0.00158903,0.00929678,0,0,0.00232216,0,0.0140782,0.00122642,0.034884,0.0109018,0.0175265,0.00565745,0.0045005,0.00575199,0.00683357,0.00478177,0.00610196,0.0321325,0.0311893,0.0027394,0.0112752,0.00247106,0.0126564,0.0218415,0.0145192,0.00481113,0.000787014,0,0,0.00509595,0,0.0160104,0.00203196,0.0384806,0.0178036,0.026446,0.0194632,0.00363615,0.0045112,0.0135805,0.0206876,0.0187494,0.0157115,0.0128893,0.015369,0.0128629,0.0114808,0.000891708,0.00247169,0.00368634,0.00338571,0.00196074,0,0,0,0,0,0,0,0,0.00704988,0,0,0,0.0254391,0.0363201,0.00659738
87,0.00184847,0.00380107,0,0,0,0,0,0,0.0294725,0.00142627,0.00944851,0,0,0.00276652,0,0.014119,0.00151205,0.0346566,0.0105295,0.0176578,0.00600335,0.00428406,0.0057972,0.00690474,0.0046682,0.00598987,0.0320739,0.0316609,0.00328926,0.0113395,0.00232604,0.0117337,0.0218386,0.0138979,0.00485671,0.00106985,0,0,0.00478302,0,0.0159783,0.00193563,0.0385813,0.0181852,0.0264642,0.0189736,0.00380687,0.00489034,0.0133,0.0201318,0.0180279,0.0156483,0.012412,0.0155323,0.0133545,0.0109723,0.00100069,0.00263196,0.00372029,0.00378271,0.00195941,0,0,0,0,0,0,0,0,0.00738769,0,0,0,0.0258823,0.0362955,0.00685602
88,0.00184466,0.00392283,0,0,0,0,0,0,0.029574,0.00142716,0.00957864,0,0,0.00309506,0,0.0141177,0.0017171,0.0346262,0.0101233,0.017714,0.00632418,0.00406283,0.00578385,0.00697493,0.00466027,0.00591682,0.0320046,0.0314856,0.00337641,0.0113895,0.00227741,0.0115829,0.0218263,0.0134885,0.00479824,0.00131269,0,0,0.00443621,0,0.0159276,0.00190861,0.0387978,0.0188599,0.0263992,0.0184726,0.0038347,0.00518203,0.0129057,0.0195903,0.0171303,0.0156893,0.0121071,0.0155806,0.0139728,0.0117438,0.00127975,0.00270264,0.00374227,0.00402415,0.00203169,0,0,0,0,0,0,0,0,0.00788348,0,0,0,0.0259078,0.0362577,0.00716317
89,0.00180002,0.00405665,0,0,0,0,0,0,0.0296693,0.00143796,0.00957362,0,0,0.00321276,0,0.0141828,0.00176076,0.0347833,0.00981784,0.0176955,0.00670143,0.00389883,0.00576559,0.00703827,0.00489711,0.00579816,0.0319324,0.0306158,0.00327253,0.0114321,0.00220231,0.0120379,0.0218014,0.0132533,0.00471574,0.00154164,0,0,0.00409085,0,0.0158866,0.00193335,0.0390798,0.0196292,0.0262024,0.0178153,0.00381916,0.00539454,0.0124355,0.0189962,0.016095,0.0157015,0.0120606,0.0153911,0.0144831,0.0138121,0.00154611,0.00273206,0.00380433,0.00428383,0.00211496,0,0,0,0,0,0,0,0,0.00853989,0,0,0,0.0255803,0.0362033,0.00753986
90,0.00177612,0.00423461,0,0,0,0,0,0,0.0297235,0.00144782,0.00959559,0,0,0.00319883,0,0.0142947,0.00168228,0.0350671,0.00957907,0.0176689,0.00714161,0.00379757,0.00583153,0.00713614,0.00535005,0.00572898,0.0318729,0.0290883,0.00359713,0.0114563,0.00208578,0.0129419,0.0217622,0.0129694,0.00452273,0.00173647,0,0,0.00373336,0,0.0158475,0.00185383,0.0393943,0.0204363,0.0259854,0.0168794,0.00379698,0.00568018,0.0119144,0.0184059,0.01501,0.0154821,0.0123495,0.0148785,0.0146731,0.016446,0.00172375,0.00284346,0.00390764,0.00449023,0.00222408,0,0,0,0,0,0,0,0,0.00926107,0,0,0,0.0250707,0.036128,0.00796507
91,0.0111227,0.00924672,0,0,0,0,0,0,0.0302857,0.00167204,0.00994372,0,0,0.0101719,0,0.0118288,0.00811927,0.0352972,0.00904085,0.017745,0.00760156,0.00429523,0.00651455,0.00726207,0.0057726,0.00564306,0.0319622,0.0284778,0.00700999,0.0125246,0.00564091,0.0140289,0.0218083,0.0123918,0.00423459,0.00901517,0,0,0.0114925,0,0.0163533,0.00331103,0.0396651,0.0209783,0.0254638,0.0157116,0.00332639,0.00465076,0.0112794,0.0177815,0.0137822,0.0148444,0.0130723,0.0139253,0.0144515,0.0190734,0.0035366,0.00232015,0.00253464,0.00964632,0.012687,0,0,0,0,0,0,0,0,0.0100439,0,0,0,0.02462,0.0360946,0.00833668
92,0.00627904,0.00588156,0,0,0,0,0,0,0.0301119,0.00188266,0.00974139,0,0,0.00225183,0,0.0131183,0.00240151,0.0354958,0.00847837,0.0177597,0.0079181,0.00377459,0.0077302,0.00747652,0.00614404,0.00570055,0.0320662,0.0293019,0.000985705,0.0118319,0.00348674,0.0150561,0.0217792,0.011565,0.00384268,0.00470939,0,0,0.00684202,0,0.0161094,0.0022197,0.0400183,0.0212013,0.0254667,0.0141875,0.00382886,0.00441431,0.0105159,0.0175313,0.0124007,0.0136833,0.0142295,0.012489,0.0137324,0.021367,0.000817713,0.00237205,0.00328608,0.00531507,0.00687691,0,0,0,0,0,0,0,0,0.0108542,0,0,0,0.0241226,0.0359303,0.00869826
93,0.00659302,0.0061777,0,0,0,0,0,0,0.0300686,0.00207925,0.00972928,0,0,0.00283501,0,0.0130143,0.00276001,0.0359607,0.00823297,0.017864,0.00802737,0.00372252,0.00786357,0.00757435,0.00633522,0.00580933,0.0321358,0.0301112,0.00134447,0.0118489,0.0036646,0.0155812,0.0217426,0.0104141,0.00343295,0.00497923,0,0,0.0073339,0,0.0161287,0.00243577,0.0403423,0.0209976,0.0252333,0.0126234,0.00406833,0.00426419,0.00970477,0.0173701,0.0109003,0.0121291,0.0159486,0.0105818,0.0126455,0.0231678,0.0010363,0.00236688,0.00329529,0.00568681,0.00709067,0,0,0,0,0,0,0,0,0.0113069,0,0,0,0.0241239,0.0356703,0.00901575
94,0.00684938,0.00644278,0,0,0,0,0,0,0.0300098,0.00225549,0.00978516,0,0,0.00346121,0,0.0128814,0.00315582,0.0361102,0.00792211,0.017922,0.0081604,0.00372697,0.00787092,0.00763297,0.00647501,0.00581691,0.0321388,0.0300216,0.00234498,0.0118808,0.00372439,0.0156204,0.0216737,0.00913831,0.00298374,0.00524816,0,0,0.00779364,0,0.0161345,0.00262408,0.0405897,0.0203477,0.0250859,0.0110403,0.00430183,0.00415406,0.0088658,0.017369,0.00929664,0.0102412,0.0182067,0.008217,0.0112281,0.0243601,0.00132766,0.00237084,0.00333473,0.0060209,0.00771513,0,0,0,0,0,0,0,0,0.0118117,0,0,0,0.0240382,0.0355924,0.00928153
95,0.00720522,0.00681321,0,0,0,0,0,0,0.0300244,0.00245145,0.00988562,0,0,0.00427796,0,0.012743,0.00364365,0.036045,0.00760428,0.0179958,0.00832853,0.00378758,0.00785381,0.00764062,0.00649061,0.00578377,0.0321256,0.0296536,0.00301763,0.0119501,0.00385853,0.0154009,0.0216319,0.00759867,0.00258763,0.00560216,0,0,0.00835224,0,0.0161593,0.00289313,0.040752,0.0192421,0.0250823,0.00913862,0.00458609,0.0040912,0.00811025,0.0174686,0.00781441,0.00796726,0.0210303,0.00537183,0.00936974,0.024536,0.00150167,0.00244241,0.0033774,0.00647527,0.00845412,0,0,0,0,0,0,0,0,0.0123752,0,0,0,0.023855,0.0356117,0.00950067
96,0.00755594,0.00725395,0,0,0,0,0,0,0.0300306,0.00269759,0.00997218,0,0,0.00498509,0,0.0126275,0.00421926,0.0358789,0.00741583,0.0182185,0.00844972,0.00381808,0.0078376,0.00767439,0.00660042,0.00572287,0.0321748,0.0294489,0.00362032,0.0120158,0.00402491,0.0148713,0.0215876,0.0061908,0.00224401,0.00598193,0,0,0.00890837,0,0.0161909,0.00321455,0.0409396,0.0180897,0.0250912,0.00688486,0.00494667,0.004082,0.00763255,0.01749,0.00670121,0.00581417,0.024184,0.00244636,0.00761943,0.0238675,0.00161354,0.00251669,0.00337853,0.00700656,0.0090944,0,0,0,0,0,0,0,0,0.0128209,0.0086938,0,0,0.0238115,0.0356089,0.00968707
97,0.00713767,0.00740296,0,0,0,0,0,0,0.0299599,0.0029895,0.0101294,0,0,0.00470297,0,0.012705,0.00410837,0.0357381,0.00732576,0.0184855,0.00856323,0.00379373,0.00768466,0.00773355,0.0067101,0.00567203,0.0322471,0.0293865,0.00366332,0.0119886,0.00393724,0.0140867,0.0215146,0.00569539,0.00222402,0.00557501,0,0,0.00848624,0,0.0161512,0.00333598,0.0411304,0.0167434,0.0253562,0.00418295,0.00546457,0.00439027,0.00736611,0.017764,0.0060331,0.00445888,0.0274372,0.00216499,0.00667404,0.0221347,0.00157762,0.00266252,0.00359595,0.00703525,0.00829116,0,0,0,0,0,0,0,0,0.0131161,0,0,0,0.0239581,0.0356017,0.00986621
98,0.00667634,0.00735696,0,0,0,0,0,0,0.0298959,0.00322448,0.0103343,0,0,0.00368821,0,0.0128529,0.00348241,0.0354769,0.00730369,0.0186786,0.00865783,0.00381013,0.00794902,0.00776874,0.00647759,0.00576424,0.032298,0.0294886,0.00282121,0.011922,0.00368174,0.012678,0.0214508,0.00590014,0.00241639,0.00530486,0,0,0.00830253,0,0.0161276,0.00341747,0.0413014,0.0157453,0.0256538,0.00421429,0.00583332,0.00471443,0.00730439,0.0181402,0.00588455,0.00590342,0.0304661,0.00517116,0.00785944,0.019143,0.00155426,0.00269875,0.00376945,0.00699979,0.00758022,0,0,0,0,0,0,0,0,0.0132054,0,0,0,0.0243489,0.03558,0.010004
99,0.006197,0.0072636,0,0,0,0,0,0,0.0298723,0.00333844,0.0105488,0,0,0.00263892,0,0.0130353,0.00278723,0.0350936,0.00737338,0.0188469,0.00873845,0.00387483,0.00802741,0.0078037,0.00638173,0.00599257,0.0323052,0.0298571,0.00202603,0.011866,0.00339386,0.0109781,0.0214059,0.00707478,0.00269796,0.00509939,0,0,0.00815195,0,0.0161133,0.00344642,0.0413572,0.0154061,0.0258878,0.00676985,0.00608554,0.0050656,0.00747488,0.0186694,0.00611163,0.0089117,0.0330708,0.008094,0.0106651,0.015664,0.00140006,0.00260924,0.00390156,0.00697735,0.00752818,0,0,0,0,0,0,0,0,0.0130794,0,0,0,0.0247749,0.0355225,0.0101009
100,0.00571344,0.00722996,0,0,0,0,0,0,0.0298806,0.00334628,0.0108333,0,0,0.00168146,0,0.0132051,0.00223147,0.0347151,0.00758804,0.0190651,0.00872123,0.0041207,0.00803552,0.0078169,0.00627397,0.00627896,0.0322571,0.030595,0.00137041,0.0118507,0.00314308,0.00983093,0.0213692,0.00923718,0.00314052,0.00488308,0,0,0.00797257,0,0.0160953,0.00348679,0.041342,0.0157303,0.0261503,0.0104819,0.00651343,0.00538818,0.00765725,0.018936,0.006166,0.0124988,0.0354025,0.0109152,0.01438,0.0120602,0.00139191,0.00265894,0.00399454,0.00706359,0.00745336,0,0,0,0,0,0,0,0,0.0127115,0,0,0,0.0253221,0.035441,0.0101175
101,0.0113471,0.0106075,0,0,0,0,0,0,0.0300085,0.00355489,0.0115196,0,0,0.0103766,0,0.0117504,0.00880937,0.03435,0.0077921,0.0192103,0.00867224,0.00472425,0.00793733,0.00780598,0.00601786,0.00618805,0.0321868,0.0318074,0.00805451,0.0125208,0.00558636,0.010025,0.0213456,0.0122212,0.0039324,0.00943498,0,0,0.0139984,0,0.016386,0.00541086,0.0413379,0.0170069,0.0263181,0.0143057,0.00654206,0.00416521,0.00774961,0.0188763,0.00564509,0.0162706,0.0374,0.0134922,0.0184112,0.00914434,0.00399238,0.00288986,0.00321185,0.0107811,0.0133562,0,0,0,0,0,0,0,0,0.0122745,0,0,0,0.0261346,0.0354743,0.0100348
102,0.0057666,0.00748453,0,0,0,0,0,0,0.029737,0.00387125,0.0115557,0,0,0.000477218,0,0.0134108,0.00181454,0.0341822,0.00807228,0.0191791,0.0085368,0.00453695,0.0091178,0.00761586,0.00557941,0.00607957,0.03206,0.033251,0.000797434,0.0116988,0.00296556,0.0124928,0.0212767,0.0158571,0.00406347,0.00537676,0,0,0.00923314,0,0.0160937,0.0041137,0.0415499,0.0194924,0.0267365,0.0193067,0.00681983,0.0054658,0.00751336,0.0192387,0.00502329,0.0199523,0.0387652,0.0155206,0.022373,0.00919087,0.00167112,0.00277112,0.00386458,0.00757875,0.00709375,0,0,0,0,0,0,0,0,0.0118101,0,0,0,0.0272152,0.0354721,0.0099606
103,0.00591862,0.00825884,0,0,0,0,0,0,0.0292463,0.00430265,0.0125725,0,0,0.0026784,0,0.0133022,0.00307271,0.0347036,0.00811227,0.0195033,0.00870495,0.00566223,0.00881814,0.00730474,0.00528182,0.00565959,0.0317926,0.0333802,0.00135952,0.0115737,0.00340292,0.0142796,0.021081,0.0196837,0.00654464,0.00616254,0,0,0.0111835,0,0.0161412,0.00525525,0.0417917,0.0259137,0.0293649,0.0244369,0.00947356,0.0056468,0.00699502,0,0.00739904,0.0218614,0.0383852,0.0154244,0.0262269,0.00825665,0.00280283,0.00295592,0.00404341,0.00826617,0.00730143,0,0,0,0,0,0,0,0,0.0117959,0,0,0,0.0272882,0.035548,0.00993023
104,0.00731003,0.00820449,0,0,0,0,0,0,0.0296869,0.00452015,0.0118923,0,0,0.0017717,0,0.0129929,0.00290646,0.0338696,0.0085907,0.0191779,0.00805755,0.00479018,0.00958347,0.00689466,0.0045354,0.00570144,0.0318221,0.0361937,0.000707078,0.0116416,0.00330442,0.0100397,0.0212137,0.0164963,0.00412817,0.00657532,0,0,0.0108496,0,0.0161266,0.0047821,0.041598,0.020532,0.0270026,0.0194532,0.0065493,0.0054658,0.00727056,0.0210603,0.00308485,0.0214714,0.0407543,0.0171109,0.024179,0.00568792,0.00213829,0.0027902,0.00391356,0.0083371,0.00861819,0,0,0,0,0,0,0,0,0.0109075,0,0,0,0.0294824,0.0354947,0.00978555
105,0.00645725,0.00853958,0,0,0,0,0,0,0.0290465,0.00458243,0.0136441,0,0,0.0042866,0,0.0129741,0.00420396,0.0343516,0.00935594,0.0200739,0.00844544,0.00623449,0.00836531,0.00665692,0.00435925,0.00542027,0.0313176,0.0348986,0.00293046,0.0116471,0.00385539,0.00818143,0.020999,0.0130693,0.00708132,0.00662314,0,0,0.0119162,0,0.0161699,0.00569577,0.0417743,0.0183835,0.0302189,0.0162633,0.00922454,0.00550403,0.0092659,0,0.0061548,0.0174747,0.0382513,0.0143901,0.0206788,0.00848432,0.00336443,0.00299985,0.00424245,0.00850961,0.00789677,0,0,0,0,0,0,0,0,0.0109331,0,0,0,0.0280974,0.0357444,0.00949432
106,0.00677334,0.00802122,0,0,0,0,0,0,0.0293962,0.00458181,0.012619,0,0,0.00204831,0,0.0129658,0.00294062,0.0337159,0.00954232,0.0192769,0.00784037,0.00531099,0.00891377,0.0064239,0.00396014,0.0054315,0.0315455,0.0372374,0.000857803,0.0116389,0.00346536,0.0124633,0.0211459,0.0174475,0.00433469,0.00629336,0,0,0.0106741,0,0.0161267,0.00499002,0.0409558,0.0232807,0.0272843,0.0213762,0.00627306,0.00558923,0.00645941,0.0202796,0.00235418,0.0220973,0.0402588,0.0170632,0.0252598,0.00889868,0.00274452,0.00284594,0.00412249,0.0081802,0.00814471,0,0,0,0,0,0,0,0,0.010632,0,0,0,0.029606,0.0354558,0.00960188
107,0.00612618,0.00770944,0,0,0,0,0,0,0.0292755,0.00470601,0.0130571,0,0,0.00188585,0,0.0130613,0.00270318,0.0337036,0.0100591,0.0193818,0.00772926,0.00565385,0.00821417,0.00613946,0.00371956,0.00530715,0.0313136,0.0376631,0.00107758,0.0116279,0.00342919,0.0136537,0.0211693,0.0178487,0.00449592,0.00584308,0,0,0.0105062,0,0.0161482,0.00492229,0.0406713,0.0242869,0.0274936,0.0213648,0.00588166,0.00541686,0.00606865,0.0201023,0.00245658,0.0220216,0.0395441,0.0167049,0.0256567,0.0107143,0.00252261,0.00289834,0.00415096,0.00775639,0.00746807,0,0,0,0,0,0,0,0,0.0103928,0,0,0,0.029502,0.0354963,0.00940465
