Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LHEE,IMUR_M,RTHII,,RTHIA,LTHIA
All Timesteps RMSE,0.00614276,0.00406039,0,0,0,0,0,0.0232593,0.031528,0.016611,0.00700017,0,0,0.00630522,0,0.0138771,0.00377697,0.0412848,0.0140237,0.0183644,0.00488894,0.0060825,0.0134091,0.0144512,0.0398661,0.0162161,0.017388,0.0120187,0.0295341,0.0276048,0.00674147,0.0115305,0.0031994,0.0184787,0.0244234,0.0157401,0.00452962,0.00722841,0,0,0.00656322,0,0.0171091,0.00480321,0.0381565,0.0204141,0.0237195,0.0178062,0.00538335,0.00704773,0.0302002,0.0142887,0.0119679,0.0285567,0.00842134,0.0117111,0.0213184,0.00480471,0.00407115,0.00308736,0.00445369,0.004987,0,0,0,0,0,0,0,0,0.0246176,0,0.0139333,0,0.0259017,0.0210982
0,0.00583944,0.00420323,0,0,0,0,0,0.0150087,0.0324234,0.0196478,0.0120354,0,0,0.00611159,0,0.0135633,0.00403876,0.0487911,0.0118519,0.0305183,0.0101152,0.00532311,0.0273649,0.0238735,0.0355357,0.0249892,0.0228926,0.0165124,0.0195536,0.0107383,0.00849795,0.0115749,0.00292648,0.0306043,0.0248847,0.0167469,0.00516537,0.00751568,0,0,0.0104834,0,0.0165071,0.00797974,0.0342407,0.0262963,0.0224333,0.0213709,0.0106559,0.0079582,0.00902681,0.0142896,0.0125218,0.0272929,0.00492472,0.016195,0.0329405,0.00568957,0.00690715,0.00308047,0.00418673,0.00305299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.00583644,0.0040906,0,0,0,0,0,0.0130467,0.0327152,0.0175232,0.0112656,0,0,0.00603483,0,0.0136473,0.00373937,0.0503094,0.0116987,0.0294133,0.00945922,0.00573171,0.0260882,0.0230193,0.0355063,0.0242278,0.02309,0.0149054,0.0202144,0.00863833,0.00858674,0.0118632,0.00254372,0.0297041,0.0249423,0.0161055,0.00531647,0.00724559,0,0,0.00996229,0,0.0165966,0.00782429,0.0344414,0.0250993,0.0224823,0.0205703,0.0100201,0.00757339,0.00867312,0.0134297,0.0118175,0.0276035,0.00433005,0.0152053,0.0329018,0.00563002,0.0063217,0.00314865,0.00407262,0.00300071,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.00586061,0.00382038,0,0,0,0,0,0.0128327,0.0326313,0.0144004,0.0105659,0,0,0.00606806,0,0.0136289,0.00370964,0.0512069,0.0117733,0.0278743,0.00895523,0.00593031,0.024405,0.0218038,0.0357385,0.0233509,0.0235414,0.0129543,0.0216232,0.0124681,0.00872789,0.0119268,0.00257804,0.0288725,0.0249042,0.015553,0.00548881,0.00706181,0,0,0.00926203,0,0.0166499,0.00757086,0.0347326,0.0240327,0.0225265,0.0199221,0.00952988,0.00721175,0.00838897,0.012773,0.0112503,0.0278945,0.00366542,0.0143224,0.0332401,0.00546735,0.00607475,0.00313679,0.00381405,0.00305201,0,0,0,0,0,0,0,0,0.0234353,0,0,0,0,0
3,0.00665914,0.00335631,0,0,0,0,0,0.00514465,0.032786,0.00518739,0.00983832,0,0,0.00685122,0,0.0137607,0.00429749,0.0474457,0.0133302,0.00989943,0.00637791,0.00674052,0.0130207,0.0087749,0.0353902,0.0106636,0.00998624,0.00619175,0.0274066,0.00637756,0.00951758,0.0119903,0.00276005,0.0489595,0.0248166,0.027941,0.00293446,0.00789405,0,0,0.00702616,0,0.0167423,0.00642617,0.0361417,0.0162818,0.0169863,0.0123502,0.00677146,0.00666708,0.00822221,0.0061603,0.00942819,0,0.0172537,0.00800264,0.0556525,0.00469832,0.00577844,0.00297476,0.00333226,0.00444898,0,0,0,0,0,0,0,0,0.00682433,0,0,0,0,0
4,0.00722379,0.00373702,0,0,0,0,0,0.0200445,0.0331233,0.0103906,0.0108004,0,0,0.00765754,0,0.0139252,0.00485575,0.0511279,0.0127562,0.022954,0.00700077,0.0072202,0.0181133,0.0179883,0.0356904,0.0202832,0.0222165,0.00937334,0.0251772,0.0250523,0.0101272,0.012102,0.00292612,0.0496478,0.0249081,0.0284836,0.00233686,0.00867889,0,0,0.00767067,0,0.0168515,0.00702945,0.0359664,0.0165928,0.0169671,0.012299,0.00766676,0.00729138,0.00827359,0.00603004,0.00962846,0,0.0177496,0.00817736,0.0569815,0.00527769,0.00589241,0.00326604,0.00382557,0.0053368,0,0,0,0,0,0,0,0,0.0136304,0,0,0,0,0
5,0.00698307,0.00175266,0,0,0,0,0,0.00794896,0.0322966,0.0121756,0.00604186,0,0,0.0052668,0,0.0135763,0.00239364,0.0454483,0.0139322,0.0056888,0.0042327,0.00813335,0.00654873,0.00402028,0.0389203,0.00696331,0.00689278,0.00861575,0.0319408,0.00887468,0.00812199,0.0116993,0.00211827,0.029267,0.0246234,0.0151603,0.00581411,0.00798856,0,0,0.00414813,0,0.0168315,0.0049916,0.0368622,0.0212549,0.0228158,0.0186094,0.00498545,0.00651015,0.00751473,0.0116201,0.00994518,0.0287553,0.00190898,0.0117441,0.0336903,0.00298327,0.0050645,0.00296272,0.00247344,0.00458059,0,0,0,0,0,0,0,0,0.0188981,0,0,0,0,0
6,0.0102813,0.00378865,0,0,0,0,0,0.0276663,0.0330753,0.0131519,0.00659512,0,0,0.000699915,0,0.0125599,0.00231121,0.0484643,0.0127857,0.0141966,0.00451429,0.00783469,0.00904117,0.0121208,0.0393089,0.0152253,0.0185688,0.00963479,0.0290688,0.0325166,0.00411836,0.0127039,0.00163304,0.0304307,0.0246475,0.0147716,0.00544867,0.0127864,0,0,0.00344542,0,0.0172546,0.00435816,0.0367163,0.0209584,0.0228439,0.0180304,0.0058858,0.00999165,0.0074855,0.0115019,0.00960128,0.029182,0.00172512,0.0114883,0.0343414,0.00256572,0.00399338,0.00394912,0.00671011,0.00888095,0,0,0,0,0,0,0,0,0.0119787,0,0,0,0,0
7,0.00575898,0.00171317,0,0,0,0,0,0.0124574,0.0321039,0.016797,0.0050474,0,0,0.00552254,0,0.013586,0.00261983,0.0438245,0.0142797,0.00973562,0.00338073,0.00701947,0.00729677,0.0042936,0.0407259,0.0120282,0.0102987,0.012959,0.0355833,0.0128694,0.00765323,0.0117239,0.00226201,0.0296425,0.0242923,0.0143989,0.00582241,0.00585009,0,0,0.00571364,0,0.0164661,0.00497014,0.0374374,0.0203462,0.0230946,0.0175938,0.00375283,0.0051542,0.00719027,0.0111234,0.00922952,0.0292175,0.00133997,0.0107824,0.0338202,0.00356544,0.00515455,0.00243232,0.00171435,0.00331702,0,0,0,0,0,0,0,0,0.0254255,0,0,0,0,0
8,0.00612797,0.00133469,0,0,0,0,0,0.0111091,0.0317561,0.0185904,0.00444915,0,0,0.00541601,0,0.0135463,0.00259024,0.042715,0.0146124,0.0182554,0.00336081,0.00727914,0.0110837,0.00883911,0.0415722,0.0173241,0.0130747,0.0150303,0.0382667,0.00752504,0.00763851,0.0114888,0.00218642,0.0288256,0.0243006,0.0141079,0.00576791,0.00624409,0,0,0.00414365,0,0.016565,0.0042434,0.0374659,0.0202868,0.0231658,0.017171,0.00310609,0.00497219,0.00702925,0.0107851,0.00895949,0.0292035,0.00118595,0.010429,0.0333045,0.00279305,0.00440027,0.00252738,0.00176597,0.00383679,0,0,0,0,0,0,0,0,0.028045,0,0,0,0,0
9,0.00632685,0.00124464,0,0,0,0,0,0.0133399,0.0315398,0.0204159,0.00435814,0,0,0.00540509,0,0.0135135,0.00233011,0.0423912,0.0146524,0.0192772,0.00348026,0.007372,0.0103389,0.00808232,0.0420311,0.0195244,0.0150148,0.016411,0.0388545,0.0102979,0.00767776,0.0114145,0.00217282,0.0283668,0.0243655,0.0137634,0.00550857,0.00637547,0,0,0.0033756,0,0.0167072,0.00376366,0.0373458,0.0203295,0.0232161,0.0166964,0.0027613,0.00492982,0.00677479,0.0102457,0.00874048,0.0291222,0.00113299,0.0101857,0.0327196,0.00251948,0.00398022,0.00253335,0.00201783,0.0040197,0,0,0,0,0,0,0,0,0.0289205,0,0,0,0,0
10,0.00593205,0.00142501,0,0,0,0,0,0.0127392,0.0314709,0.0209402,0.00457159,0,0,0.00540244,0,0.0134306,0.00209626,0.0417301,0.0145564,0.0198123,0.00369535,0.00685711,0.00980797,0.00695217,0.0421724,0.0206834,0.0165807,0.0169992,0.0387008,0.00911452,0.00750279,0.0116043,0.00196237,0.0282492,0.0243882,0.0132978,0.0053783,0.00553531,0,0,0.00437909,0,0.0167232,0.00365366,0.0373396,0.0202738,0.0232977,0.0161576,0.0025459,0.00461244,0.00642632,0.00957908,0.00845597,0.0290459,0.00118171,0.00988365,0.0320622,0.003048,0.00414414,0.00212584,0.00203838,0.00349519,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0.00586349,0.00150698,0,0,0,0,0,0.0178951,0.0313327,0.0248386,0.00438965,0,0,0.00553508,0,0.0133752,0.00207691,0.0413176,0.014642,0.020675,0.0040388,0.00672681,0,0.00711292,0.0423408,0.0215524,0.0178337,0.0179758,0.0383311,0.0147893,0.00741667,0.0115839,0.00199003,0.0275022,0.0242064,0.012775,0.00543587,0.00529734,0,0,0.00470365,0,0.0165661,0.00361718,0.0372341,0.0205043,0.0233078,0.0156911,0.00268294,0.00436566,0.00617833,0.00886562,0.00818598,0.0288479,0.00128453,0.00977117,0.031457,0.00332909,0.00427825,0.00198677,0.00223813,0.00336739,0,0,0,0,0,0,0,0,0.0330383,0,0,0,0,0
12,0.00570339,0.00154827,0,0,0,0,0,0.0177453,0.0312988,0.0252858,0.00438577,0,0,0.00568415,0,0.0134382,0.00199239,0.0405771,0.0148028,0.0212812,0.00435078,0.00647266,0,0.00749279,0.0423388,0.0215088,0.0174974,0.0177618,0.0382041,0.0138886,0.00726353,0.0115366,0.00212616,0.0265203,0.0240397,0.0122901,0.00562138,0.0050983,0,0,0.00521343,0,0.0164042,0.00379899,0.0371897,0.0206959,0.0231999,0.0152738,0.00287638,0.00421722,0.00592095,0.00823543,0.00793337,0.0287555,0.00140395,0.00966151,0.0310161,0.0036503,0.00451068,0.00185273,0.00240622,0.0031185,0,0,0,0,0,0,0,0,0.0345573,0,0,0,0,0
13,0.00548104,0.00154687,0,0,0,0,0,0.0162297,0.0311091,0.024037,0.00435065,0,0,0.00574636,0,0.013466,0.00195095,0.0398445,0.0151482,0.0213445,0.00462073,0.00621158,0,0.00819036,0.0421684,0.0206532,0.0161515,0.0169537,0.038479,0.0114923,0.00718524,0.0114398,0.00217938,0.0255909,0.0240306,0.0118601,0.00593128,0.00501174,0,0,0.00563145,0,0.0163794,0.00399769,0.0372892,0.0209341,0.0229431,0.0147071,0.00314461,0.00410037,0.00550365,0.00748815,0.00757812,0.0284682,0.00153172,0.00957609,0.0306284,0.00389215,0.00448351,0.00170298,0.00241539,0.00288439,0,0,0,0,0,0,0,0,0.0340254,0,0,0,0,0
14,0.00534098,0.00161963,0,0,0,0,0,0.0130796,0.0309698,0.0216536,0.00420235,0,0,0.00582692,0,0.0134296,0.00191018,0.0392654,0.0155012,0.0215631,0.00480668,0.00616527,0.0104863,0.00955564,0.0417955,0.0197076,0.0147324,0.0159784,0.038885,0.00782649,0.00713809,0.0113868,0.00214903,0.0251286,0.0239538,0.0115544,0.00624341,0.00500425,0,0,0.00595739,0,0.016327,0.00405656,0.0374344,0.0212262,0.0225853,0.0139403,0.0034853,0.00406257,0.00503428,0.00648554,0.00702175,0.0279418,0.00167967,0.00945403,0.0304367,0.00410216,0.00459716,0.00156788,0.00233569,0.00281173,0,0,0,0,0,0,0,0,0.0317936,0,0,0,0,0
15,0.00525643,0.00171128,0,0,0,0,0,0.0108195,0.0308662,0.0202193,0.00396384,0,0,0.00579558,0,0.0133456,0.00189287,0.0391132,0.0159129,0.0210139,0.00491511,0.006025,0.0113658,0.0109665,0.0411751,0.0183336,0.0133081,0.0153096,0.0392883,0.00596713,0.00698104,0.011324,0.00209461,0.0240218,0.0239079,0.0110671,0.00658144,0.00497666,0,0,0.00612644,0,0.0163141,0.00399547,0.0376949,0.0216559,0.0221783,0.0132933,0.00372413,0.00393514,0.0047187,0.00566404,0.00672542,0.0274992,0.00205038,0.0094785,0.0299856,0.00420248,0.0047345,0.00146126,0.00220406,0.00275147,0,0,0,0,0,0,0,0,0.0297325,0,0,0,0,0
16,0.00960092,0.00265337,0,0,0,0,0,0.00806478,0.0312653,0.0194424,0.00337855,0,0,0.00318391,0,0.0124015,0.00187648,0.0394102,0.0164903,0.0187164,0.00473795,0.00746774,0.0119225,0.011666,0.0403178,0.0163393,0.0116087,0.0147921,0.0393536,0.00342455,0.00447284,0.0119108,0.00056084,0.0225291,0.024057,0.0109135,0.00686463,0.0119381,0,0,0.00396076,0,0.0171003,0.00150349,0.0378887,0.02306,0.0215483,0.013087,0.00418404,0.00812631,0.00460308,0.00549952,0.00723734,0.0269571,0.00291586,0.0102191,0.0285539,0.00164964,0.00253051,0.00313972,0.00594204,0.00786884,0,0,0,0,0,0,0,0,0.0276333,0,0,0,0,0
17,0.00780355,0.00157357,0,0,0,0,0,0.00624505,0.0307599,0.0191135,0.00311604,0,0,0.00576996,0,0.0131315,0.00178537,0.0400694,0.0168089,0.0141072,0.00476596,0.00799669,0.0115768,0.0108118,0.0392977,0.013932,0.0099673,0.0145035,0.0388105,0.00375821,0.00718028,0.011279,0.00174455,0.021036,0.0239987,0.0109578,0.00684256,0.00910515,0,0,0.000973179,0,0.0168462,0.0021209,0.0381888,0.0239637,0.0212449,0.0128266,0.00421523,0.00587701,0.00462476,0.00530367,0.00748021,0.0263617,0.00361884,0.0106472,0.0272292,0.00157517,0.00298732,0.00254317,0.00339164,0.00537747,0,0,0,0,0,0,0,0,0.0260085,0,0,0,0,0
18,0.00758517,0.0015493,0,0,0,0,0,0.00609049,0.0306792,0.0178289,0.00283813,0,0,0.00584652,0,0.0131542,0.00186799,0.0407222,0.0168822,0.0110559,0.0045137,0.00749804,0.0114065,0.00988609,0.038375,0.0131251,0.0100076,0.0140618,0.0381524,0.00333286,0.00712673,0.0112689,0.0017728,0.0195252,0.0239412,0.0112196,0.00678063,0.00868882,0,0,0.000552115,0,0.0167722,0.00210189,0.0383901,0.0244883,0.0208316,0.0124942,0.00454591,0.00545402,0.00473206,0.00502688,0.00750085,0.0257565,0.00416004,0.0107944,0.0259285,0.00174051,0.00293025,0.00241774,0.00283628,0.00511413,0,0,0,0,0,0,0,0,0.0257181,0,0,0,0,0
19,0.00736937,0.00168772,0,0,0,0,0,0.00666666,0.0305468,0.0166229,0.00263672,0,0,0.00597255,0,0.0132131,0.00177037,0.0410857,0.0170026,0.0118787,0.0044789,0.00701419,0.0116394,0.00964792,0.0377669,0.014332,0.0111091,0.0138195,0.0379817,0.0016894,0.00702446,0.0112519,0.00186503,0.0179994,0.0238222,0.0115363,0.00694316,0.00842663,0,0,0.000405625,0,0.0167104,0.0020104,0.0384881,0.0245968,0.0204722,0.0121014,0.0045908,0.00508641,0.00481966,0.00464333,0.00732287,0.0251838,0.0045648,0.0106311,0.0245878,0.00192806,0.00281734,0.00220331,0.00233741,0.00490768,0,0,0,0,0,0,0,0,0.0263606,0,0,0,0,0
20,0.0071356,0.00193697,0,0,0,0,0,0.0103095,0.0303969,0.0168859,0.00256031,0,0,0.00615621,0,0.0132967,0.00153308,0.041302,0.017113,0.0146475,0.00453387,0.00663865,0.0113067,0.00904818,0.0377171,0.0163832,0.012243,0.0140447,0.0383501,0.00568222,0.00689046,0.0111923,0.00190231,0.0164457,0.0237174,0.0116241,0.00709313,0.00831299,0,0,0.000840025,0,0.0166497,0.00186468,0.038619,0.0246264,0.0201829,0.0116556,0.00440741,0.00487,0.00486468,0.00426437,0.00706992,0.0246754,0.00493145,0.0101722,0.023335,0.00215194,0.00269907,0.00197309,0.00205261,0.00465614,0,0,0,0,0,0,0,0,0.0271064,0,0,0,0,0
21,0.0069702,0.00210807,0,0,0,0,0,0.0122302,0.0301964,0.0176547,0.00272334,0,0,0.0062498,0,0.0133963,0.00133766,0.0415942,0.017033,0.0163956,0.00449446,0.00630361,0.00978713,0.00731109,0.0383343,0.0175603,0.0126709,0.0143486,0.0387313,0.0073127,0.00675305,0.0110917,0.00189332,0.0150715,0.0237192,0.0116162,0.00709788,0.00836812,0,0,0.00120061,0,0.0167103,0.00147099,0.038738,0.0242417,0.0199817,0.0111976,0.00443797,0.00495353,0.0048313,0.00397634,0.00675807,0.0242633,0.00522507,0.00964614,0.0223748,0.00234422,0.00254576,0.00182781,0.00187739,0.00443187,0,0,0,0,0,0,0,0,0.0277483,0,0,0,0,0
22,0.00677045,0.00216598,0,0,0,0,0,0.0138328,0.0300657,0.0180912,0.00301209,0,0,0.00632187,0,0.0133871,0.00126052,0.0418918,0.0166348,0.0171644,0.00440733,0.00599969,0.00799193,0.00593699,0.0395117,0.0180687,0.0128658,0.0147117,0.0390191,0.00841101,0.00661241,0.0110323,0.00198539,0.0138006,0.0236379,0.0119005,0.00700186,0.00829954,0,0,0.00133182,0,0.0166702,0.00130152,0.0388941,0.0235993,0.0198905,0.0107346,0.0046009,0.00522666,0.00469496,0.00386834,0.00651966,0.0238928,0.00546236,0.00914077,0.0218552,0.00243778,0.00220118,0.00175299,0.00175403,0.0042139,0,0,0,0,0,0,0,0,0.0284258,0,0,0,0,0
23,0.0065575,0.00219922,0,0,0,0,0,0.0144056,0.0299775,0.0182657,0.00339267,0,0,0.00649898,0,0.0133292,0.00118256,0.0423033,0.0161542,0.0157226,0.00419518,0.00575478,0.00564612,0.00529157,0.0406668,0.0177834,0.0130433,0.0149847,0.0389458,0.00839906,0.00653847,0.0110313,0.00208744,0.0130721,0.0235563,0.0124222,0.00688017,0.00806639,0,0,0.00127348,0,0.0166128,0.00134648,0.0390377,0.0227456,0.0197936,0.0103661,0.00450207,0.00539887,0.00454164,0.00402018,0.00641052,0.023527,0.00564881,0.00867628,0.0220657,0.00270928,0.00210986,0.00168688,0.00170168,0.00389699,0,0,0,0,0,0,0,0,0.0286329,0,0,0,0,0
24,0.0063715,0.00223714,0,0,0,0,0,0.0151624,0.0299482,0.0186795,0.00353765,0,0,0.00657518,0,0.0134303,0.00102438,0.0423265,0.0158822,0.0146831,0.0039932,0.00552511,0.00412052,0.00589592,0.0411797,0.0177174,0.0134644,0.0152265,0.0389464,0.00931877,0.00645163,0.0109844,0.0020469,0.0129875,0.0234424,0.0122892,0.00681772,0.00785457,0,0,0.0013143,0,0.0165661,0.00130063,0.0391669,0.0214114,0.0196657,0.0103659,0.00418599,0.0055752,0.00455892,0.00471298,0.00636636,0.0231391,0.00582328,0.00800967,0.0226124,0.00283132,0.00212969,0.00160512,0.00167573,0.00363071,0,0,0,0,0,0,0,0,0.0286582,0,0,0,0,0
25,0.00625746,0.00224171,0,0,0,0,0,0.0149433,0.0299209,0.0184699,0.00348345,0,0,0.00672874,0,0.0135997,0.000827772,0.0422002,0.0158351,0.0131344,0.0039026,0.00537825,0.00279561,0.00633272,0.0408312,0.01723,0.0137765,0.0149553,0.0385126,0.00921905,0.00643466,0.0109098,0.00196195,0.0126228,0.0232888,0.0117925,0.00682971,0.00774815,0,0,0.00154039,0,0.0164996,0.00117031,0.0392742,0.0194795,0.0195637,0.0107315,0.00407918,0.00567723,0.00475261,0.00580543,0.00640183,0.0226418,0.00604549,0.00730699,0.0238715,0.00281571,0.00216598,0.00152311,0.00154076,0.00349639,0,0,0,0,0,0,0,0,0.0279748,0,0,0,0,0
26,0.00616789,0.00232876,0,0,0,0,0,0.0118041,0.029921,0.0161802,0.00364137,0,0,0.00682033,0,0.0134707,0.00078234,0.042805,0.0155865,0.00914395,0.00383275,0.00529976,0.00286944,0.00742431,0.039901,0.0158437,0.0152832,0.01348,0.0363947,0.00428931,0.00652208,0.0110006,0.00197154,0.0122287,0.0233067,0.01119,0.00674555,0.00774867,0,0,0.00163757,0,0.0165073,0.0012073,0.0393557,0.0167466,0.0194711,0.0113408,0.00423882,0.0058749,0.00509347,0.00716647,0.00644638,0.0221131,0.00618153,0.00638072,0.0259306,0.00278397,0.00202835,0.0015063,0.00143789,0.00340894,0,0,0,0,0,0,0,0,0.0241253,0,0,0,0,0
27,0.00921176,0.00198133,0,0,0,0,0,0.0116757,0.0302474,0.0130656,0.00402106,0,0,0.00622182,0,0.0126399,0.00220968,0.043719,0.0149143,0.0107514,0.00367078,0.00653691,0.00757343,0.0115862,0.0389345,0.0161068,0.0187796,0.011399,0.0334121,0.00819646,0.00608914,0.0114722,0.000782807,0.0127322,0.0233889,0.0102843,0.00652412,0.0127153,0,0,0.00700693,0,0.0169863,0.00117928,0.0392939,0.0132861,0.0193424,0.0119832,0.0047163,0.00934094,0.00559817,0.00877493,0.00641996,0.0216181,0.00616622,0.00516833,0.028203,0.00473292,0.00151322,0.00290661,0.00492874,0.00701133,0,0,0,0,0,0,0,0,0.0185273,0,0,0,0,0
28,0.00670543,0.0024825,0,0,0,0,0,0.013169,0.0298493,0.0111506,0.00453717,0,0,0.00682591,0,0.0135098,0.000593624,0.0436656,0.0143704,0.0139298,0.00366909,0.00546704,0.010255,0.0139529,0.038328,0.0167899,0.0206718,0.00998934,0.0315732,0.0119653,0.00676157,0.0109383,0.00194582,0.0141527,0.0233294,0.00914094,0.00628025,0.00905392,0,0,0.00336535,0,0.0166804,0.000722171,0.0392447,0.00926398,0.0194565,0.0130706,0.00474833,0.00662583,0.00640545,0.0105548,0.00637915,0.0210806,0.0061154,0.00376812,0.0303693,0.00321629,0.00117765,0.00218183,0.00202435,0.00416367,0,0,0,0,0,0,0,0,0.0154811,0,0,0,0,0
29,0.00659273,0.00272746,0,0,0,0,0,0.0195899,0.0299964,0.00837063,0.00548823,0,0,0.00639718,0,0.0136255,0.000728273,0.0449827,0.0130006,0.0229726,0.00375399,0.0052805,0.0159086,0.0206067,0.0381628,0.0208779,0.0266395,0.00824947,0.0283922,0.0216667,0.00672999,0.0109467,0.00190321,0.0152126,0.0233909,0.00819069,0.00561011,0.00911154,0,0,0.00331881,0,0.0167385,0.000723431,0.0389105,0.00588852,0.0196755,0.0143697,0.00504692,0.00679807,0.00734158,0.0124412,0.00633339,0.0206677,0.00590268,0.00283119,0.032675,0.00327266,0.00117535,0.00226564,0.00224397,0.00411554,0,0,0,0,0,0,0,0,0.0126593,0,0,0,0,0
30,0.00662023,0.00290426,0,0,0,0,0,0.0211864,0.0299712,0.00792855,0.00600021,0,0,0.00632298,0,0.0135288,0.000888022,0.0449652,0.0123656,0.0256006,0.00362385,0.00530994,0.0174176,0.0224614,0.038188,0.0220192,0.0280199,0.00766984,0.0274261,0.0242359,0.00679855,0.0109688,0.00194242,0.0159848,0.0234418,0.0076227,0.00508335,0.00919835,0,0,0.00339008,0,0.0168016,0.000860165,0.0388212,0.00489377,0.0199224,0.0154913,0.00489032,0.00700909,0.00831401,0.0137598,0.00636613,0.0202777,0.00561694,0.0027903,0.0344224,0.00329103,0.00120927,0.00232232,0.00230188,0.00422657,0,0,0,0,0,0,0,0,0.0142345,0,0,0,0,0
31,0.00668414,0.00297834,0,0,0,0,0,0.0217817,0.0299052,0.00786253,0.00623585,0,0,0.00633965,0,0.0133123,0.00106855,0.0449147,0.0120643,0.0263007,0.00342734,0.00540802,0.0176246,0.0230423,0.0382912,0.0221536,0.0280009,0.00736347,0.0271458,0.0247705,0.0068543,0.0110016,0.00205494,0.0170683,0.0234912,0.00778945,0.00473235,0.00936474,0,0,0.00336862,0,0.0168514,0.000828193,0.0389915,0.00796497,0.0202061,0.0163967,0.00457941,0.00729226,0.00919785,0.0151885,0.00661979,0.0199942,0.00532493,0.00340363,0.0355763,0.00345024,0.0012962,0.00241442,0.0023947,0.00439504,0,0,0,0,0,0,0,0,0.0154318,0,0,0,0,0
32,0.00666916,0.00307913,0,0,0,0,0,0.0221824,0.0301176,0.00785416,0.0062758,0,0,0.0060792,0,0.0135302,0.00107111,0.0451897,0.0120638,0.0266769,0.00329034,0.00524539,0.0177746,0.0234,0.0384724,0.0221143,0.0277835,0.00711597,0.026926,0.0249708,0.00679726,0.010984,0.00206773,0.0179845,0.0235484,0.00876777,0.00428058,0.00949466,0,0,0.00338932,0,0.016908,0.000872377,0.0392263,0.0120391,0.020488,0.0170748,0.00424878,0.00753111,0.0099976,0.0170615,0.00705194,0.0197609,0.00513444,0.00389623,0.0364058,0.0035012,0.00146204,0.00254036,0.00249595,0.00447953,0,0,0,0,0,0,0,0,0.0162299,0,0,0,0,0
33,0.00646628,0.00328233,0,0,0,0,0,0.022601,0.0303505,0.00767989,0.00605867,0,0,0.00576121,0,0.0138414,0.00119536,0.0456048,0.0122737,0.0267388,0.00326623,0.00491572,0.0177692,0.0234602,0.038683,0.0219202,0.0274881,0.00693713,0.0267721,0.0249226,0.00672829,0.0109719,0.00206613,0.020029,0.0235532,0.00998386,0.00374566,0.00924531,0,0,0.00286717,0,0.016922,0.000960404,0.0394862,0.0165911,0.020698,0.0177924,0.00398743,0.00750447,0.010799,0.017689,0.00754925,0.0196508,0.00516477,0.00421429,0.0357426,0.00359717,0.00146347,0.00250014,0.00261869,0.00426249,0,0,0,0,0,0,0,0,0.0165933,0,0,0,0,0
34,0.00638846,0.00334664,0,0,0,0,0,0.0229899,0.0304756,0.00744192,0.00570616,0,0,0.00565245,0,0.0139065,0.00133815,0.0460159,0.0125568,0.0263759,0.00331486,0.00482479,0,0.0230953,0.0388134,0.0216564,0.0272781,0.00691284,0.0266573,0.0255166,0.0067731,0.0110023,0.00207427,0.0212264,0.0234834,0.0116372,0.00308753,0.00922503,0,0,0.00263688,0,0.0168863,0.00107967,0.0396873,0.0201047,0.0210118,0.018649,0.00356895,0.00749759,0.0117896,0.0183066,0.00812787,0.019381,0.0052812,0.00409319,0.0358557,0.00375217,0.00142573,0.00249438,0.00282118,0.00414639,0,0,0,0,0,0,0,0,0.0166057,0,0,0,0,0
35,0.00629804,0.00334674,0,0,0,0,0,0.0233468,0.0303624,0.00721642,0.00546728,0,0,0.00569526,0,0.0138904,0.00138429,0.046039,0.0126947,0.0260231,0.00332085,0.00481503,0,0.0228069,0.0389067,0.0213094,0.0269716,0.00661716,0.0266493,0.0262343,0.00690969,0.010964,0.00207405,0.0222116,0.0233411,0.0131417,0.00263308,0.00937148,0,0,0.00257141,0,0.016818,0.00123242,0.0397474,0.0230265,0.0214056,0.0192077,0.00302692,0.00744216,0.0128021,0.0198563,0.00861286,0.018986,0.00537593,0.00401255,0.0346244,0.00380721,0.00127914,0.00243963,0.00308722,0.00406205,0,0,0,0,0,0,0,0,0.0164811,0,0,0,0,0
