Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LHEE,IMUR_M,RTHII,,RTHIA,LTHIA
158,0.00756406,0.00501348,0,0,0,0,0,0.0104643,0.0316533,0.0136218,0.00765688,0,0,0.00636197,0,0.0140835,0.00482295,0.0443182,0.0147769,0.0107522,0.00324335,0.00599376,0.00660409,0.0115839,0.037565,0.0145905,0.0169795,0.010902,0.03304,0.00669791,0.00611088,0.0116063,0.00328161,0.0133955,0.0238234,0.00973027,0.00489809,0.0114997,0,0,0.00271977,0,0.0170194,0.00186073,0.0398867,0.0114086,0.0148735,0.00496774,0.00645713,0.00762942,0,0.00449344,0.00790652,0.0185443,0.00808178,0.00858781,0.0181,0.00427185,0.00249863,0.00272746,0.00380818,0.00601977,0,0,0,0,0,0,0,0,0.018397,0,0.0108358,0,0.0195416,0.0146566
159,0.0105875,0.00326147,0,0,0,0,0,0.0154448,0.0323586,0.0115131,0.00861479,0,0,0.00325197,0,0.0134133,0.002696,0.0467332,0.0136629,0.0181621,0.00340028,0.0068057,0.0107393,0.0176241,0.0380002,0.0175488,0.0214141,0.00942058,0.0305729,0.0150451,0.00345778,0.0122811,0.0027415,0.0125231,0.0238779,0.00949667,0.00455329,0.0155156,0,0,0.00603537,0,0.0173651,0.000812137,0.0397116,0.0119413,0.0143444,0.00571699,0.00687354,0.0102723,0,0.0053641,0.0084402,0.0175279,0.00872151,0.0093689,0.0193334,0.00504247,0.00292111,0.00373545,0.00339428,0.00980045,0,0,0,0,0,0,0,0,0.0137535,0,0.0125993,0,0.0207533,0.0227589
160,0.00701087,0.00569246,0,0,0,0,0,0.0156454,0.0320485,0.0112148,0.00882996,0,0,0.00766023,0,0.0143303,0.00590229,0.0472114,0.013553,0.0183997,0.00343406,0.00606926,0.0107535,0.0181631,0.0383177,0.0174811,0.0213943,0.00930549,0.0303276,0.0152013,0.00693882,0.0118095,0.00366773,0.0105565,0.0239392,0.00940363,0.00451035,0.010915,0,0,0.00197412,0,0.0170401,0.00230839,0.0396104,0.0128182,0.0141498,0.00666895,0.00656853,0.00717948,0,0.00658392,0.00902648,0.0165886,0.00935273,0.00986145,0.0211533,0.00440484,0.00257458,0.00289387,0.00486158,0.00589557,0,0,0,0,0,0,0,0,0.0136963,0,0.0145332,0,0.0219525,0.0226595
161,0.00707355,0.0058699,0,0,0,0,0,0.0157059,0.0322137,0.010901,0.00868893,0,0,0.00826866,0,0.0144388,0.00631292,0.0475584,0.0136204,0.0184062,0.00332217,0.00631646,0.0108497,0.0185121,0.0385786,0.0173129,0.0214009,0.00924773,0.0302634,0.0151974,0.00743145,0.0118979,0.00386375,0.00942424,0.0240088,0.00945376,0.00465311,0.0110425,0,0,0.00184851,0,0.0171001,0.00242064,0.0394228,0.0134341,0.014145,0.00765872,0.00642406,0.0072044,0,0.00811609,0.00963934,0.015888,0.00992266,0.0100881,0.0218324,0.00458048,0.00268816,0.00299691,0.00520959,0.00646105,0,0,0,0,0,0,0,0,0.0138285,0,0.0164497,0,0.0228998,0.022379
162,0.00728776,0.00609601,0,0,0,0,0,0.0159895,0.0324027,0.0106261,0.00844829,0,0,0.00883527,0,0.0145478,0.0067005,0.0476831,0.0137561,0.0183648,0.00338755,0.00659184,0.0111108,0.0186266,0.0386783,0.0172876,0.0214495,0.00907883,0.0301995,0.0155153,0.00789513,0.0119938,0.00399008,0.00892622,0.0240741,0.00968776,0.00488935,0.0112981,0,0,0.0018656,0,0.0171677,0.00264916,0.0392455,0.0139742,0.0143469,0.00875591,0.0060537,0.00731987,0,0.00972165,0.0100962,0.0153585,0.0104602,0.0102553,0.0214271,0.0048829,0.00281293,0.00320612,0.00556137,0.0066851,0,0,0,0,0,0,0,0,0.0140998,0,0.0184535,0,0.02387,0.0223216
163,0.00770827,0.00623244,0,0,0,0,0,0.0165827,0.0325695,0.0104014,0.00821494,0,0,0.00928561,0,0.0146227,0.00692562,0.0474836,0.0138545,0.0185235,0.00396697,0.00690257,0.0114001,0.0184676,0.0385895,0.0173273,0.0215389,0.00890686,0.0301048,0.0163282,0.00828094,0.0120418,0.00408312,0.00816735,0.0241172,0.00998479,0.00515927,0.0118278,0,0,0.00201386,0,0.0172528,0.00282893,0.0390583,0.0146159,0.0147323,0.0100345,0.0054321,0.00771961,0,0.0112809,0.0103456,0.0148802,0.0108496,0.0102855,0.0199739,0.00509193,0.00292028,0.00341173,0.00574909,0.00675451,0,0,0,0,0,0,0,0,0.0140998,0,0.01918,0,0.0248769,0.0224889
164,0.00807394,0.00591439,0,0,0,0,0,0.0175005,0.0326158,0.0100432,0.00770378,0,0,0.00934098,0,0.0146061,0.006871,0.0469857,0.0138092,0.0186871,0.00492878,0.00724914,0.0115411,0.0181275,0.0384089,0.0172384,0.0217165,0.00859297,0.0299435,0.0176316,0.00854311,0.0119803,0.00413953,0.00766751,0.0241249,0.0103513,0.00481383,0.0122812,0,0,0.00210103,0,0.0173444,0.0028349,0.038757,0.016174,0.0159022,0.0115186,0.00449499,0.00810973,0,0.0133611,0.00982058,0.0147474,0.0105969,0.00943518,0.0177464,0.00532956,0.00298618,0.00354727,0.00543068,0.00728107,0,0,0,0,0,0,0,0,0.0121943,0,0,0,0.0264761,0.0227049
165,0.00888188,0.00556914,0,0,0,0,0,0.0189461,0.0327838,0.00971514,0.00733999,0,0,0.00942066,0,0.0143711,0.00680483,0.0460023,0.0136837,0.0186701,0.00474552,0.0082241,0.0115949,0.0177337,0.0380407,0.0171436,0.0222248,0.00825404,0.0299168,0.019487,0.00910602,0.0116531,0.00430172,0.00843318,0.0242085,0.0118171,0.00469343,0.0130707,0,0,0.00232026,0,0.0173237,0.00322956,0.0383708,0.0173017,0.0168312,0.0128517,0.00381759,0.00874998,0,0.0146379,0.00959861,0.0145742,0.0106334,0.00889887,0.0135638,0.00605878,0.00317411,0.00379104,0.00503838,0.00799109,0,0,0,0,0,0,0,0,0.00866451,0,0,0,0.0275839,0.0228728
166,0.00677088,0.00425969,0,0,0,0,0,0.0184162,0.0317454,0.00808107,0.0039083,0,0,0.0065616,0,0.0143764,0.00452451,0.0457142,0.0142243,0.0175454,0.00341971,0.00521135,0.0110272,0.016639,0.0391172,0.0157466,0.0210792,0.00674915,0.0285547,0.0196196,0.00636855,0.0115642,0.00360239,0.0170617,0.0241009,0.0185364,0.00214704,0.0101698,0,0,0.00252879,0,0.0173241,0.00196598,0.0397931,0.0327797,0.0234818,0.0187016,0.0013305,0.00739223,0,0.0210365,0.00663849,0.0171149,0.00637711,0.00649776,0.0115147,0.00431797,0.00303966,0.00383627,0.00365681,0.00494428,0,0,0,0,0,0,0,0,0.00650372,0,0,0,0,0.0223195
167,0.00657781,0.00415164,0,0,0,0,0,0.0199525,0.0317161,0.00807128,0.00364425,0,0,0.00630313,0,0.0143427,0.00426447,0.0448979,0.0141393,0.0176966,0.00397169,0.00498361,0.0108543,0.016434,0.0389543,0.0157655,0.0212402,0.00658658,0.0280982,0.0213987,0.00615352,0.0115327,0.00356145,0.0173205,0.0240966,0.0191185,0.00167156,0.00988618,0,0,0.00211499,0,0.0173073,0.00218771,0.0399593,0.0338117,0.0242301,0.0196523,0.00205965,0.00741247,0,0.0208186,0.00677319,0.0169713,0.00646671,0.00577971,0.0103114,0.00434488,0.0028838,0.00355115,0.00359983,0.00488445,0,0,0,0,0,0,0,0,0.00753176,0,0,0,0,0.0226474
168,0.00633395,0.0039735,0,0,0,0,0,0.0215162,0.0316889,0.0079599,0.00344994,0,0,0.00599124,0,0.0142609,0.00395539,0.044054,0.0140004,0.0180398,0.0039449,0.00476588,0.0109619,0.0164173,0.0389251,0.0159979,0.0217648,0.00662688,0.0277304,0.0234952,0.00591837,0.0115166,0.00353999,0.0180508,0.0241422,0.0190314,0.00124302,0.00940497,0,0,0.00191846,0,0.0173024,0.00239772,0.0401745,0.0332474,0.0247245,0.0204025,0.00288861,0.00728405,0,0.0203455,0.00716087,0.0169333,0.00663835,0.0050389,0.0123312,0.00449893,0.00288086,0.00345319,0.00345781,0.00493358,0,0,0,0,0,0,0,0,0.00650501,0,0,0,0,0.0234373
169,0.00593537,0.00363778,0,0,0,0,0,0.0231754,0.0316317,0.00804224,0.00328448,0,0,0.005583,0,0.0141475,0.00371076,0.0430973,0.0138374,0.0184072,0.00297751,0.00459785,0.0111422,0.0163917,0.0389911,0.0160036,0.0223869,0.00654665,0.0272683,0.0254348,0.00564227,0.0114813,0.00351783,0.0191375,0.0241734,0.0191137,0.00123337,0.00874872,0,0,0.00181914,0,0.0172659,0.00250196,0.0403318,0.0319619,0.0251278,0.0208498,0.00346955,0.00690947,0,0.0199274,0.00754343,0.0170649,0.00676479,0.00457791,0.0144615,0.00453828,0.00290964,0.00336332,0.00316291,0.00445834,0,0,0,0,0,0,0,0,0.00846792,0,0,0,0,0.0242857
170,0.00816274,0.00270764,0,0,0,0,0,0.024525,0.0320247,0.00807563,0.00307022,0,0,0.00294141,0,0.0134628,0.00117334,0.042235,0.0137118,0.0185724,0.00201439,0.00584993,0.0111925,0.0161729,0.0390318,0.0158755,0.0224384,0.00617465,0.0269491,0.0270788,0.0038084,0.0118663,0.0026306,0.0197513,0.0241953,0.0189319,0.00162806,0.0119412,0,0,0.00374702,0,0.0175421,0.00146677,0.0403738,0.0301544,0.0253685,0.021363,0.00368893,0.00952078,0,0.0194419,0.00784939,0.0172583,0.00684918,0.00428884,0.015394,0.00489505,0.00335443,0.00405128,0.00480711,0.00693184,0,0,0,0,0,0,0,0,0.00957812,0,0,0,0,0.0248876
171,0.00471424,0.00298799,0,0,0,0,0,0.0253834,0.03158,0.00805203,0.00294602,0,0,0.00498746,0,0.0140422,0.00305697,0.0414811,0.0137013,0.0183884,0.00182677,0.00398114,0.0110644,0.0157737,0.0389786,0.0155775,0.0215445,0.00563241,0.0268728,0.0282457,0.00501106,0.0114158,0.00331068,0.0196722,0.024131,0.0184263,0.00216513,0.00665335,0,0,0.00420749,0,0.0169991,0.00323296,0.0403252,0.0280019,0.0255574,0.0218846,0.00395512,0.00609716,0,0.019029,0.00802549,0.0174034,0.00695595,0.00409645,0.0155901,0.00519453,0.00285545,0.00269322,0.0023245,0.0036672,0,0,0,0,0,0,0,0,0.0090081,0,0,0,0,0.0248969
172,0.00627269,0.00361784,0,0,0,0,0,0.0283638,0.032807,0.0094321,0.00554353,0,0,0.00638331,0,0.0137216,0.00524906,0.0398679,0.0126562,0.0186656,0.00596383,0.00744896,0.011122,0.0158944,0.0377348,0.0161028,0.0223994,0.00624712,0.0279641,0.0314405,0.00745658,0.0112347,0.00408413,0.0149048,0.0244419,0.0137309,0.00715365,0.00882188,0,0,0.00606224,0,0.0169244,0.00475725,0.0388071,0.0148872,0.0204448,0.0211022,0.00286301,0.00670785,0,0.0135405,0.00966388,0.0154922,0.0106058,0.00755204,0.0135603,0.00679364,0.00323463,0.00311845,0.00294176,0.00457131,0,0,0,0,0,0,0,0,0.00967378,0,0,0,0.0316185,0.0250144
173,0.00508172,0.00176602,0,0,0,0,0,0.0253477,0.0315034,0.00851083,0.00255069,0,0,0.00541728,0,0.0136978,0.0021876,0.0405173,0.0138997,0.0164451,0.00251555,0.00527403,0.0097594,0.0141086,0.0388419,0.0138917,0.0196375,0.00535891,0.0273264,0.0280882,0.00506505,0.0112227,0.00306426,0.0182599,0.024194,0.01754,0.00301337,0.00668042,0,0,0.00345194,0,0.0170244,0.00289251,0.0400306,0.0246631,0.0258596,0.0222861,0.00446582,0.00607656,0,0.0181674,0.00807566,0.0172977,0.00733449,0.00442252,0.0140092,0.00503888,0.00273171,0.00301932,0.00164185,0.00353019,0,0,0,0,0,0,0,0,0.00833026,0,0,0,0,0.0225095
174,0.00521121,0.00180631,0,0,0,0,0,0.0254333,0.0314333,0.00897702,0.00220722,0,0,0.00560248,0,0.0136285,0.00198429,0.0405831,0.01395,0.0155306,0.00222885,0.00529846,0.00914542,0.0134224,0.0388717,0.0130904,0.0185439,0.00527837,0.0275636,0.0281296,0.00505881,0.0112396,0.00303688,0.0175787,0.0242503,0.0172188,0.00296643,0.00678128,0,0,0.00324365,0,0.0171036,0.0028214,0.039814,0.0231057,0.0259589,0.0222565,0.00436992,0.00631135,0,0.0176143,0.00813709,0.017073,0.00767009,0.00463834,0.0131892,0.00472039,0.00282388,0.00307778,0.0018954,0.00443586,0,0,0,0,0,0,0,0,0.00802736,0,0,0,0,0.0213153
175,0.00540075,0.00206308,0,0,0,0,0,0.025399,0.0314008,0.00950727,0.00181131,0,0,0.00583154,0,0.0136363,0.00176152,0.0408795,0.0139737,0.0147072,0.00209734,0.00529609,0.00853931,0.0128448,0.0389624,0.0123146,0.0177264,0.00517448,0.0277997,0.0279692,0.00507264,0.0112161,0.00308579,0.01702,0.0243203,0.0168376,0.00266567,0.00695513,0,0,0.00310989,0,0.0171669,0.00281906,0.0396943,0.0215341,0.0259244,0.0223667,0.0040944,0.0065754,0,0.0170268,0.0083594,0.0168296,0.00804753,0.00463997,0.01249,0.00457972,0.00284181,0.0030946,0.00230349,0.00633762,0,0,0,0,0,0,0,0,0.00733906,0,0,0,0,0.0200546
176,0.00557135,0.00213671,0,0,0,0,0,0.0249662,0.031407,0.0101204,0.00134541,0,0,0.00610296,0,0.0136828,0.00145277,0.0412376,0.0140126,0.0137372,0.00203173,0.00567147,0.00777917,0.0121574,0.0391065,0.0114279,0.0168427,0.0051112,0.0280664,0.02732,0.00511609,0.0111743,0.00302457,0.0165826,0.0243951,0.0165881,0.00229775,0.00699287,0,0,0.00294396,0,0.0172308,0.00279111,0.0395616,0.0201663,0.0258839,0.0222183,0.00396051,0.00654657,0,0.0164567,0.00882787,0.0165845,0.00847684,0.00467156,0.0118626,0.00437826,0.00282888,0.00326557,0.0026796,0.00657724,0,0,0,0,0,0,0,0,0.00650432,0,0,0,0,0.018522
177,0.0053201,0.00197882,0,0,0,0,0,0.0247953,0.0313892,0.0104894,0.000952661,0,0,0.0061484,0,0.0137917,0.00142089,0.0418025,0.0140213,0.013161,0.00204314,0.00574003,0.00725783,0.0117618,0.0392689,0.0107291,0.0161083,0.00501356,0.0282668,0.0271225,0.00506491,0.0111822,0.00316386,0.01625,0.0244452,0.0165807,0.00201964,0.00623794,0,0,0.00361272,0,0.0172092,0.00298521,0.0394401,0.0186985,0.025889,0.0217025,0.00396583,0.00592144,0,0.0160061,0.00926284,0.01625,0.00888668,0.00471067,0.011884,0.00444175,0.00287737,0.00330661,0.00258705,0.00510478,0,0,0,0,0,0,0,0,0.00476344,0,0,0,0,0.0174161
178,0.00526376,0.00185462,0,0,0,0,0,0.0240421,0.0314075,0.0108474,0.000861236,0,0,0.00628835,0,0.0138355,0.00130272,0.0421403,0.014139,0.0120178,0.00194449,0.0060415,0.00644692,0.0109856,0.0394505,0.00974479,0.0149559,0.00501745,0.0286602,0.0261526,0.00508619,0.0111747,0.00305377,0.0156128,0.0244931,0.0161971,0.0019997,0.00582452,0,0,0.00437748,0,0.0171994,0.00321616,0.0394091,0.017055,0.0258118,0.0209233,0.00411904,0.00568555,0,0.015998,0.0096342,0.0160333,0.00925617,0.00490229,0.0114681,0.00475084,0.00290655,0.00335906,0.00264311,0.00478842,0,0,0,0,0,0,0,0,0.00507369,0,0,0,0,0.0156146
179,0.00521946,0.00194941,0,0,0,0,0,0.0238454,0.0313986,0.0113591,0.00113585,0,0,0.00637667,0,0.013844,0.0012633,0.0423098,0.0142422,0.0112447,0.00179384,0.00606719,0.00591774,0.010516,0.0396729,0.00894269,0.0140572,0.00501004,0.0288411,0.0254085,0.00508308,0.0111757,0.00301585,0.0147507,0.0245418,0.0154794,0.00219094,0.00564646,0,0,0.00503918,0,0.0172041,0.00348784,0.0394711,0.0152628,0.0257082,0.0199043,0.00431999,0.00560715,0,0.0163038,0.00990705,0.0157885,0.00977253,0.00539489,0.0112632,0.00473901,0.00290419,0.00339396,0.0027587,0.00537004,0,0,0,0,0,0,0,0,0.00623827,0,0,0,0,0.0142712
180,0.00811712,0.00422727,0,0,0,0,0,0.0260614,0.0328601,0.0126255,0.00226652,0,0,0.00278279,0,0.0131982,0.000596808,0.0413348,0.0133683,0.0107987,0.00542693,0.0069073,0.00604726,0.0104768,0.0394379,0.00908451,0.0145164,0.00570782,0.029625,0.0277553,0.00326109,0.0121713,0.00303781,0.0102331,0.0248894,0.0127815,0.006325,0.0112418,0,0,0.00162082,0,0.0178818,0.00322703,0.0389298,0.0115017,0.0220227,0.0204286,0.00167396,0.00951203,0,0.0116756,0.0114085,0.0145293,0.0122421,0.00928286,0.00803909,0.00432302,0.00419451,0.00507266,0.00664745,0.00874066,0,0,0,0,0,0,0,0,0.00788882,0,0,0,0.0253863,0.0134161
181,0.0029788,0.00285372,0,0,0,0,0,0.0247735,0.0323296,0.0131423,0.00250705,0,0,0.004646,0,0.0141591,0.00394403,0.0412005,0.0136417,0.00914119,0.0050202,0.00456737,0.00535785,0.009338,0.0397945,0.00798682,0.0130056,0.00584298,0.0300698,0.0261919,0.00573793,0.0115603,0.00409523,0.00958552,0.0247459,0.0123718,0.00652119,0.00359916,0,0,0.0100174,0,0.0170186,0.00587803,0.0391346,0.0117757,0.0223159,0.019716,0.00181363,0.00436822,0,0.0111659,0.0120182,0.0143693,0.0127313,0.0101888,0.00733642,0.0067703,0.00355271,0.00308604,0.00246951,0.00518753,0,0,0,0,0,0,0,0,0.0090416,0,0,0,0.0249013,0.0109978
182,0.00301919,0.00264321,0,0,0,0,0,0.0242576,0.0324007,0.0137352,0.00281091,0,0,0.00463486,0,0.0141682,0.00401378,0.0412262,0.013856,0.00838793,0.00467589,0.00495739,0.00516953,0.00886756,0.0402693,0.00736151,0.0120154,0.00596239,0.0303346,0.0256651,0.00590253,0.0115903,0.00409818,0.00918621,0.0248216,0.0122038,0.00678427,0.00343135,0,0,0.00988015,0,0.0170869,0.00597926,0.0392441,0.0127744,0.0224269,0.0192459,0.00220894,0.00428534,0,0.0108129,0.0126863,0.0142508,0.0131891,0.011261,0.00715837,0.00669008,0.00360665,0.00329699,0.00222194,0.00398868,0,0,0,0,0,0,0,0,0.0100606,0,0,0,0.0244198,0.00978482
183,0.00311441,0.00270099,0,0,0,0,0,0.0240957,0.0324691,0.0142227,0.00309023,0,0,0.00458796,0,0.014208,0.0040922,0.0410792,0.0140393,0.00795415,0.00435557,0.00508431,0.00525115,0.00865934,0.0406821,0.00696572,0.0113088,0.00604406,0.0304248,0.0253849,0.00605887,0.0116237,0.0041411,0.00894504,0.0249245,0.0122675,0.00713034,0.00354425,0,0,0.00992344,0,0.0171951,0.00611778,0.039341,0.0141149,0.0225306,0.0189138,0.0026808,0.00443595,0,0.0102372,0.0136015,0.0140017,0.0138222,0.0125904,0.00758243,0.00674635,0.0036556,0.00342883,0.00229471,0.0052019,0,0,0,0,0,0,0,0,0.0103868,0,0,0,0.0238256,0.00913148
184,0.00322324,0.00274249,0,0,0,0,0,0.0242212,0.0325568,0.014363,0.00329366,0,0,0.00456666,0,0.0142861,0.00428332,0.0407596,0.0141737,0.00771398,0.00414454,0.00539236,0.00544436,0.00860599,0.0409149,0.00668236,0.0108828,0.00601124,0.0305309,0.0254775,0.00634452,0.0116601,0.00415635,0.00873723,0.0250253,0.0127923,0.00746644,0.00370576,0,0,0.00989014,0,0.0173082,0.00608681,0.0394116,0.0158467,0.0225994,0.0184985,0.00302192,0.00445352,0,0.00940067,0.0148925,0.0135811,0.0148025,0.0142857,0.00836045,0.00681599,0.00374913,0.00360504,0.00239149,0.00630834,0,0,0,0,0,0,0,0,0.0108886,0,0,0,0.0232968,0.00876433
185,0.00386557,0.00285931,0,0,0,0,0,0.0250252,0.0328952,0.0142218,0.0035545,0,0,0.00481587,0,0.0142645,0.00474843,0.0400316,0.0142612,0.00774633,0.00469175,0.00700245,0.00569478,0.00874825,0.0410293,0.0065784,0.0108557,0.00584207,0.0305884,0.0265582,0.00733436,0.0117118,0.00421733,0.00720941,0.0252218,0.0153076,0.00842051,0.0048901,0,0,0.00849266,0,0.0175629,0.0059843,0.0390663,0.0195507,0.0224731,0.0168562,0.00333567,0.00494037,0,0.00801895,0.0169581,0.0151519,0.0171908,0.0173063,0.0058567,0.00659499,0.00397068,0.00429244,0.00285039,0.00647721,0,0,0,0,0,0,0,0,0.0105184,0,0,0,0.0247133,0.00885903
186,0.0036904,0.0027647,0,0,0,0,0,0.0251595,0.0330287,0.0141668,0.00396152,0,0,0.00507822,0,0.0143011,0.00504517,0.0393689,0.0144065,0.00738396,0.00492809,0.00715066,0.00554614,0.00843839,0.0410949,0.00618648,0.0103596,0.00564955,0.0305908,0.0268574,0.00774991,0.0118135,0.00426784,0.00540961,0.025262,0.0154455,0.0087296,0.00447871,0,0,0.00921693,0,0.0175879,0.00630401,0.0389771,0.0202619,0.0229368,0.0153692,0.00362915,0.00450121,0,0.00882058,0.0167994,0.0181168,0.0173847,0.0172281,0.00344254,0.00686404,0.00399663,0.00426476,0.00270849,0.00560809,0,0,0,0,0,0,0,0,0.010042,0,0,0,0.0272532,0.00842367
187,0.00353929,0.00246758,0,0,0,0,0,0.0253145,0.0330629,0.0139848,0.00403004,0,0,0.00540074,0,0.0143503,0.00528809,0.0388294,0.0145552,0.00719956,0.00467117,0.00748611,0.00531152,0.00813387,0.0409575,0.00591271,0.0100223,0.00547694,0.0305551,0.0272708,0.0081137,0.0118485,0.00454316,0.00465605,0.025246,0.0149734,0.00858621,0.00390959,0,0,0.00980924,0,0.0175278,0.0065816,0.0391455,0.0201387,0.0231671,0.0148178,0.0035447,0.00388623,0,0.00838373,0.0168651,0.0187588,0.0171682,0.0173948,0.00307996,0.0069728,0.00406577,0.00410177,0.00236158,0.0035605,0,0,0,0,0,0,0,0,0.00943329,0,0,0,0.0277598,0.00803241
188,0.00344552,0.00226192,0,0,0,0,0,0.0256909,0.0330559,0.0137873,0.00386471,0,0,0.00558969,0,0.0143748,0.00549449,0.0385345,0.0146649,0.00719261,0.0043453,0.00772209,0.00538592,0.00797916,0.04083,0.0058161,0.00999376,0.00533888,0.0304279,0.0279743,0.0084171,0.0118581,0.00478036,0.00472951,0.0252126,0.0145075,0.00838663,0.00348035,0,0,0.0104053,0,0.0174362,0.00699385,0.039377,0.0203702,0.0231988,0.0151404,0.00339213,0.00345947,0,0.00700963,0.0172901,0.0185956,0.0170031,0.0180719,0.00432812,0.007129,0.00412018,0.00389865,0.00214695,0.00289243,0,0,0,0,0,0,0,0,0.00849311,0,0,0,0.0276421,0.00780306
189,0.00343003,0.00205362,0,0,0,0,0,0.026366,0.0330176,0.0137421,0.00364214,0,0,0.00570941,0,0.0143867,0.00560753,0.0382837,0.0147832,0.00736816,0.00409024,0.00773811,0.00590859,0.0079168,0.0406831,0.00586235,0.0102313,0.00518506,0.030347,0.0292406,0.00858079,0.0118556,0.00484048,0.00585794,0.0252058,0.0141171,0.00829548,0.00324555,0,0,0.0108809,0,0.0173813,0.00714388,0.0395004,0.0209768,0.0231111,0.0159027,0.00340024,0.00316139,0,0.00528937,0.0176806,0.018712,0.0165012,0.0186634,0.00647881,0.00728301,0.00409244,0.00372081,0.00213241,0.00328637,0,0,0,0,0,0,0,0,0.00763932,0,0,0,0.0276622,0.00774658
190,0.00920849,0.00495666,0,0,0,0,0,0.02733,0.0335731,0.0138572,0.00357707,0,0,0.00207442,0,0.0131285,0.00109386,0.0380519,0.0149808,0.00772348,0.00402111,0.00877049,0.00589984,0.00793503,0.0405057,0.00603686,0.0107578,0.0050431,0.0302695,0.0308554,0.00394495,0.0126394,0.0040467,0.00756919,0.0253756,0.0143085,0.00809642,0.0102536,0,0,0.0034563,0,0.0181493,0.00513131,0.0394986,0.0216526,0.0228052,0.0169017,0.00319648,0.00839259,0,0.003426,0.0179,0.0191164,0.0156622,0.0190555,0.00895317,0.00443138,0.0045922,0.00530504,0.0072845,0.00980394,0,0,0,0,0,0,0,0,0.0069727,0,0,0,0.0277656,0.00786788
191,0.0038942,0.0014437,0,0,0,0,0,0.0285218,0.0330204,0.0137249,0.00326958,0,0,0.005619,0,0.0143268,0.00534275,0.0377349,0.0151573,0.00829278,0.00327522,0.00829707,0.00556094,0.00810225,0.0402575,0.00643726,0.0115342,0.00491539,0.0301423,0.0325674,0.00899366,0.0118172,0.00463884,0.00920267,0.0251681,0.0144286,0.007881,0.003497,0,0,0.0119835,0,0.0172677,0.00719747,0.039623,0.021924,0.0229178,0.017623,0.00341449,0.00314123,0,0.00239779,0.0177973,0.0197627,0.014561,0.0190778,0.0112197,0.00773551,0.00401146,0.00342392,0.00266223,0.00577534,0,0,0,0,0,0,0,0,0.00645437,0,0,0,0.0280345,0.00833346
192,0.00422657,0.00106194,0,0,0,0,0,0.0296482,0.0330053,0.0131732,0.00324677,0,0,0.00566436,0,0.0143101,0.00529589,0.0373097,0.0153855,0.00877281,0.00285859,0.00899238,0.00538619,0.00817157,0.0399998,0.00680156,0.0122019,0.00485982,0.0300806,0.0338701,0.00927475,0.0117899,0.00458047,0.0108014,0.0251663,0.014318,0.00752675,0.00382679,0,0,0.01147,0,0.0172904,0.0069911,0.039735,0.0219935,0.0228436,0.0181367,0.00344362,0.00295345,0,0.00296852,0.0172608,0.0207586,0.0132928,0.018687,0.0129433,0.00750664,0.00402975,0.00352052,0.00285225,0.00489962,0,0,0,0,0,0,0,0,0.00581006,0,0,0,0.0283972,0.00880717
193,0.0046119,0.000852247,0,0,0,0,0,0.0307857,0.0329828,0.0129517,0.00332807,0,0,0.00573174,0,0.0142854,0.00528897,0.0368315,0.0154483,0.00939935,0.00257227,0.0095787,0.00558946,0.00839229,0.0396602,0.00711458,0.0127179,0.00476874,0.0301491,0.0350953,0.00950505,0.0117353,0.00466273,0.0122703,0.0251911,0.0139305,0.00712541,0.00420773,0,0,0.0110344,0,0.0173368,0.00684404,0.0398403,0.0220388,0.0227551,0.0182731,0.00355159,0.00306552,0,0.00454918,0.0161927,0.0221364,0.0115714,0.0176246,0.0141496,0.00733566,0.00403621,0.00357886,0.00295203,0.00524805,0,0,0,0,0,0,0,0,0.00499313,0,0,0,0.0289029,0.0093965
194,0.00507049,0.000829007,0,0,0,0,0,0.0319893,0.0329394,0.0130029,0.00328979,0,0,0.0057029,0,0.0141944,0.0051194,0.0362472,0.0156661,0.00981791,0.00227478,0.00994576,0.00582471,0.00856979,0.0393304,0.00731726,0.0130006,0.0046885,0.0301987,0.0362819,0.00953337,0.0116927,0.00456576,0.0139147,0.0251923,0.0135038,0.00679104,0.00473899,0,0,0.0101917,0,0.0173768,0.00653413,0.039929,0.0220398,0.0226065,0.0182515,0.00383303,0.00346156,0,0.00648393,0.0149632,0.0238199,0.00933315,0.0158475,0.0154236,0.00707789,0.00402209,0.00362337,0.00322052,0.00648388,0,0,0,0,0,0,0,0,0.00435715,0,0,0,0.0294966,0.00982447
