Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LHEE,,x75,RTHII
101,0.0665087,0.0143149,0,0,0,0,0,0,0.0625641,0.0400451,0.0520568,0.0214706,0,0,0.0672741,0,0.0173291,0.0438046,0.0372134,0.0148632,0.0531832,0.0185301,0.0689911,0.0378201,0.0592707,0.0468559,0.0425377,0.0324475,0.0364954,0.0176469,0.0150497,0.0527858,0.0404842,0.0147414,0.0236155,0.00925135,0.0242506,0.0189063,0.0236559,0.0767413,0,0,0.00868665,0,0.0174346,0.0114974,0.050404,0.0123211,0.012527,0.0281156,0.0239366,0.0597427,0.010918,0.015917,0.0145484,0.0216332,0.00952212,0.0195183,0.0218521,0.0138007,0.0279971,0.00645701,0.00297947,0.0325077,0.0675802,0,0,0,0,0,0,0,0,0,0,0,0.0134643
102,0.0669574,0.0148423,0,0,0,0,0,0,0.063417,0.0404236,0.0521081,0.0209413,0,0,0.0671662,0,0.0176274,0.04379,0.0367511,0.0143797,0.0526568,0.0188297,0.0697735,0.0374946,0.0589575,0.0462906,0.0425708,0.031924,0.036106,0.0176051,0.0150328,0.0535405,0.0405282,0.0149676,0.0238663,0.00956595,0.0243419,0.0180239,0.0234163,0.0771174,0,0,0.00886101,0,0.0173994,0.0116273,0.0501103,0.00960846,0.0128766,0.0290273,0.0236432,0.0601438,0.0111081,0.0169614,0.0143071,0.0207257,0.00949717,0.0191792,0.0204639,0.00863493,0.0282571,0.00640982,0.00314948,0.0329357,0.0680657,0,0,0,0,0,0,0,0,0,0,0,0.0148709
103,0.0668153,0.0156426,0,0,0,0,0,0,0.0640931,0.0407614,0.0515967,0.0201624,0,0,0.0668919,0,0.0178378,0.0436616,0.0360587,0.0139634,0.0519237,0.0192084,0.070255,0.0371591,0.0585569,0.0455214,0.0426752,0.0314989,0.0359764,0.0175885,0.0150186,0.0544343,0.0403144,0.0150523,0.0239717,0.0103479,0.0243783,0.0176995,0.0226426,0.0769264,0,0,0.00888981,0,0.017458,0.0116858,0.0499665,0.00772724,0.0134677,0.0300704,0.0232918,0.0603467,0.0117477,0.0188576,0.0145533,0.0199855,0.00962691,0.0188991,0.0192351,0.00757383,0.0283454,0.00636249,0.00323883,0.0337962,0.0679626,0,0,0,0,0,0,0,0,0,0,0,0
104,0.066918,0.016003,0,0,0,0,0,0,0.0650148,0.0410009,0.0509234,0.0198797,0,0,0.0667384,0,0.0179229,0.0435752,0.0352952,0.0133834,0.0516109,0.0195714,0.0706069,0.0368969,0.0583019,0.045192,0.0426975,0.0314713,0.0361768,0.0176136,0.0152183,0.0557348,0.0400713,0.0151698,0.0239597,0.0116277,0.0243885,0.0181264,0.0229712,0.0770795,0,0,0.00884324,0,0.0175617,0.0117873,0.0499868,0.00734657,0.0130707,0.031101,0.0229551,0.0607408,0.0121433,0.0199067,0.0146475,0.0193451,0.00975305,0.0186689,0.0186913,0.00966607,0.028738,0.00642987,0.00324991,0.0343042,0.0680949,0,0,0,0,0,0,0,0,0,0,0,0
105,0.0615579,0.0178887,0,0,0,0,0,0,0.0631264,0.0400865,0.0490595,0.0178919,0,0,0.0659542,0,0.0171033,0.0430009,0.0347137,0.014049,0.0498953,0.0188177,0.0672463,0.0361052,0.0567106,0.0438359,0.043544,0.0301285,0.0346021,0.0170706,0.0149607,0.054415,0.0378292,0.0142146,0.0233713,0.0105389,0.0242609,0.0156769,0.020156,0.0716278,0,0,0.00761043,0,0.0176689,0.0100945,0.052148,0.00724488,0.0130746,0.0330662,0.020689,0.0583681,0.0159567,0,0.0171116,0.0204013,0.00878386,0.0189964,0.0178878,0.0101007,0.0274786,0.00589572,0.0029035,0.0368446,0.0625632,0,0,0,0,0,0,0,0,0,0,0,0
106,0.0603419,0.0184902,0,0,0,0,0,0,0.063337,0.0401182,0.0483287,0.0175429,0,0,0.065578,0,0.0170017,0.0428018,0.0341304,0.0138536,0.049429,0.0188705,0.0668075,0.0356312,0.0562532,0.043287,0.0436731,0.0298679,0.0345597,0.0170548,0.0148615,0.0551145,0.0370166,0.0140822,0.0234795,0.012555,0.0243375,0.0162841,0.0203172,0.0702669,0,0,0.00761813,0,0.0176238,0.0101082,0.0525895,0.00910199,0.0134359,0.0345125,0.020053,0.057598,0.0168039,0,0.0174587,0.019897,0.00924332,0.0185015,0.017285,0.0131163,0.0272865,0.00574683,0.00305027,0.0374647,0.0613041,0,0,0,0,0,0,0,0,0,0,0,0
107,0.0591037,0.0191029,0,0,0,0,0,0,0.0638682,0.0399873,0.0482971,0.0172386,0,0,0.0651679,0,0.0168116,0.042626,0.0335943,0.0136866,0.0488943,0.0188901,0.0663048,0.0352608,0.0560273,0.0427194,0.0437584,0.0295606,0.0344812,0.0173763,0.0147956,0.0559895,0.036205,0.0139684,0.0235693,0.0139183,0.0243871,0.0166551,0.0205682,0.0688843,0,0,0.00760944,0,0.0176208,0.00999639,0.0528558,0.0100226,0.0138089,0.0361433,0.0195492,0.0569503,0.0172865,0,0.0175152,0.0197221,0.00956091,0.0182057,0.0169246,0.0153831,0.0268161,0.00567192,0.00316519,0.0380496,0.0600436,0,0,0,0,0,0,0,0,0,0,0,0
108,0.0579084,0.0196937,0,0,0,0,0,0,0.0648551,0.0399604,0.0488224,0.0169624,0,0,0.0648134,0,0.0167027,0.0425405,0.0330574,0.0135365,0.048377,0.018895,0.0657518,0.0350011,0.0559257,0.0421587,0.0437827,0.0290653,0.0341292,0.0176849,0.0147736,0.0570467,0.0354489,0.0138315,0.0235168,0.0140264,0.0244309,0.0164614,0.0208756,0.0675452,0,0,0.00757539,0,0.0176342,0.00984574,0.0529549,0.0102451,0.0141209,0.0371356,0.0191872,0.0564294,0.0175623,0,0.0173614,0.0195617,0.0098759,0.0179877,0.0166254,0.0160091,0.0261482,0.0056833,0.00322094,0.038579,0.0588447,0,0,0,0,0,0,0,0,0,0,0,0
109,0.0567934,0.0202479,0,0,0,0,0,0,0.0660274,0.0399479,0.0493311,0.0167004,0,0,0.064511,0,0.0165865,0.0423639,0.0325096,0.0133663,0.0478363,0.0189727,0.0652189,0.0347139,0.0558467,0.0415806,0.0436679,0.0284836,0.033538,0.017501,0.0147099,0.0582269,0.0347492,0.0137353,0.0232462,0.0134507,0.0244628,0.0159912,0.0211159,0.0662799,0,0,0.0075301,0,0.0176437,0.00973391,0.0529355,0.0100511,0.0144363,0.0380362,0.0189567,0.0558339,0.0176209,0,0.0169292,0.0194854,0.0101589,0.0178137,0.0164938,0.0152892,0.0257209,0.00568321,0.00324213,0.0390078,0.0577514,0,0,0,0,0,0,0,0,0,0,0,0
110,0.0608257,0.0189468,0,0,0,0,0,0,0.0699365,0.041004,0.0505564,0.0177928,0,0,0.0646602,0,0.017133,0.0425646,0.0315918,0.011175,0.0486879,0.021293,0.0680638,0.0348614,0.0572615,0.0419483,0.0428925,0.0291979,0.034919,0.0174468,0.0149099,0.0625871,0.0356884,0.0147428,0.0237437,0.0183974,0.0246824,0.02205,0.0242162,0.070178,0,0,0.00888509,0,0.0175759,0.0113186,0.0489897,0.0165621,0.0148254,0.0351033,0.0217938,0.0571954,0.0122294,0.0219028,0.0117844,0.0174555,0.00962381,0.018654,0.0184466,0.0173976,0.0268185,0.00610723,0.00361645,0.0372664,0.0620062,0,0,0,0,0,0,0,0,0,0,0,0
111,0.0553843,0.0214559,0,0,0,0,0,0,0.0681772,0.03965,0.0501187,0.0161416,0,0,0.0640796,0,0.0162841,0.0419812,0.0316798,0.0128977,0.0470875,0.0194002,0.0646976,0.034385,0.0558716,0.0407994,0.0433228,0.0274214,0.0322538,0.0170504,0.0146284,0.0607633,0.0339002,0.0135182,0.0230736,0.0121852,0.0243971,0.0154654,0.0216114,0.0648562,0,0,0.00732741,0,0.0178178,0.00961424,0.052778,0.00865185,0.0153609,0.0391765,0.0191346,0.0554851,0.0173101,0,0.0161252,0.0192971,0.0104624,0.017774,0.0165361,0.0130203,0.025467,0.00578717,0.00307658,0.03991,0.0564618,0,0,0,0,0,0,0,0,0,0,0,0
112,0.0541572,0.0221835,0,0,0,0,0,0,0.0693374,0.0398295,0.0502618,0.0155891,0,0,0.0638942,0,0.0163814,0.0419693,0.0313821,0.0125645,0.0466214,0.019813,0.0643966,0.0339502,0.0554643,0.0403813,0.0434075,0.027008,0.0320196,0.017343,0.0146521,0.0622879,0.0333253,0.0134809,0.0232345,0.0111202,0.0244909,0.0151063,0.0210856,0.0634972,0,0,0.00711769,0,0.0177214,0.00933917,0.0525892,0.00917676,0.0157756,0.0397198,0.0191585,0.0547271,0.0173909,0,0.0162829,0.0194046,0.0104037,0.0176299,0.0165453,0.0117027,0.0250256,0.00565149,0.00311144,0.0402698,0.0553783,0,0,0,0,0,0,0,0,0,0,0,0
113,0.0617608,0.0202785,0,0,0,0,0,0,0.078361,0.0425835,0.0510904,0.0167319,0,0,0.0637778,0,0.0186684,0.0424867,0.031441,0.00690602,0.0480019,0.0300999,0.0713727,0.0332251,0.0580249,0.0408833,0.0439822,0.0293745,0.0374307,0.0187273,0.0144583,0.0739211,0.0349293,0.0154822,0.0248032,0.0339793,0.0249512,0.056185,0.0243137,0.0704475,0,0,0.00964356,0,0.0172689,0.0118168,0.0370073,0.0752207,0.021655,0.0420667,0.0292143,0.0566069,0.0138461,0.0704258,0.0117394,0.0330122,0.021298,0.0380381,0.0372663,0.0283178,0.026713,0.0059535,0.00387076,0.0372312,0.0636992,0,0,0,0,0,0,0,0,0,0,0,0
114,0.0524946,0.0240721,0,0,0,0,0,0,0.0722701,0.0403099,0.0505561,0.0149283,0,0,0.0632901,0,0.0167134,0.0419462,0.031892,0.0126997,0.04721,0.020745,0.0648307,0.0343298,0,0.0406637,0.0438925,0.0273952,0.0330526,0.0177581,0.0143651,0.0661027,0.0320702,0.0137426,0.0235502,0.00947813,0.0245418,0.0149856,0.020557,0.0611907,0,0,0.00865788,0,0.0173799,0.0104291,0.0524565,0.0101349,0.0171582,0.0396278,0.0196075,0.0540414,0.0179733,0,0.0172442,0.0201527,0.0103124,0.0175802,0.0172793,0.00740052,0.0246084,0.00595303,0.00326802,0.04164,0.053833,0,0,0,0,0,0,0,0,0,0,0,0
115,0.0556916,0.0234947,0,0,0,0,0,0,0.0749577,0.041417,0.0512436,0.0151995,0,0,0.0630019,0,0.0174978,0.0419763,0.031097,0.010832,0.0465162,0.0229865,0.0679498,0.03346,0.0551979,0.0400731,0.044051,0.0269136,0.0336753,0.0177272,0.0149452,0.0691546,0.0324332,0.0145925,0.0239938,0.0132267,0.0247601,0.0231844,0.0224197,0.0640515,0,0,0.0104047,0,0.0172066,0.0117606,0.0482967,0.0238202,0.0183526,0.0352087,0.0221357,0.0548312,0.0112921,0.0213954,0.0130783,0.0194973,0.00791599,0.0201777,0.0209202,0.0104467,0.0251915,0.00626845,0.00380607,0.040728,0.0572252,0,0,0,0,0,0,0,0,0,0,0,0
116,0.0551213,0.0241788,0,0,0,0,0,0,0.0748199,0.0413063,0.0516197,0.0147991,0,0,0.0629513,0,0.0178285,0.0420011,0.0313426,0.0111872,0.0458259,0.0218541,0.0680533,0.0329856,0.0537889,0.0396465,0.0443154,0.026035,0.0327582,0.0176966,0.0151325,0.0688651,0.0322961,0.014561,0.0240075,0.0111244,0.0246034,0.0185603,0.0230259,0.0636929,0,0,0.0103906,0,0.0173683,0.0116702,0.0509165,0.0170278,0.0180081,0.037425,0.0212744,0.0553516,0.0154745,0.0156568,0.0173354,0.0192733,0.0100729,0.0182809,0.0197207,0.00999942,0.0252858,0.00645814,0.00379647,0.0415971,0.0567752,0,0,0,0,0,0,0,0,0,0,0,0
117,0.0546482,0.024772,0,0,0,0,0,0,0.0756138,0.0413369,0.0520361,0.0144214,0,0,0.0627916,0,0.0178354,0.0418912,0.0315215,0.0112019,0.045349,0.0214882,0.0683361,0.0325299,0.0525184,0.0393438,0.0447939,0.0254485,0.0322632,0.0179742,0.015266,0.06985,0.032026,0.0146055,0.0239773,0.0108262,0.0245462,0.0190164,0.0232654,0.0630872,0,0,0.0102177,0,0.0173703,0.0114177,0.0510206,0.0192587,0.0182804,0.0371675,0.0208506,0.0551873,0.0157763,0.0149902,0.0172627,0.0197993,0.00957848,0.0189042,0.0208359,0.00980963,0.0251487,0.00652288,0.00370358,0.0421558,0.0564193,0,0,0,0,0,0,0,0,0,0,0,0
118,0.054231,0.0255541,0,0,0,0,0,0,0.0765073,0.0414213,0.0524417,0.0138284,0,0,0.0624668,0,0.0176193,0.0416891,0.0317526,0.011214,0.0448959,0.0213337,0.0687174,0.0321461,0.0511718,0.0390947,0.0453088,0.0248577,0.0317577,0.0176122,0.0154152,0.0709648,0.0316025,0.0146278,0.0240237,0.0107601,0.0245387,0.019825,0.0230569,0.0623661,0,0,0.0101086,0,0.0173303,0.0112464,0.0507728,0.0218959,0.0191536,0.036832,0.0205583,0.0549087,0.0157346,0.0146364,0.0173593,0.0205603,0.00909774,0.019706,0.022053,0.00967239,0.0249782,0.00656302,0.00360533,0.0428067,0.0560149,0,0,0,0,0,0,0,0,0,0,0,0
119,0.0538454,0.0265803,0,0,0,0,0,0,0.0771656,0.04159,0.0527703,0.0131341,0,0,0.0621027,0,0.017668,0.0415724,0.0319309,0.0114057,0.04429,0.0213557,0.0692187,0.0318079,0.050228,0.0388151,0.0458918,0.0242828,0.0312895,0.0174705,0.0155852,0.07174,0.0310962,0.0146793,0.0240909,0.0103715,0.0245749,0.0199482,0.0224348,0.0616645,0,0,0.0101859,0,0.0173079,0.0112226,0.0506772,0.023227,0.0202815,0.0369638,0.0203826,0.0548959,0.015944,0.013805,0.0180678,0.0215719,0.00904542,0.0202737,0.023033,0.00920863,0.0248498,0.00653287,0.00363319,0.0436798,0.0556494,0,0,0,0,0,0,0,0,0,0,0,0
120,0.0536931,0.0274919,0,0,0,0,0,0,0.0775402,0.0417311,0.0529399,0.0127861,0,0,0.0617816,0,0.0180453,0.0415373,0.0319949,0.0115815,0.0437474,0.02136,0.0698537,0.0316237,0.0495306,0.0385693,0.046423,0.0238629,0.0310483,0.0174926,0.0158047,0.0723417,0.0307642,0.014805,0.0241749,0.0102723,0.0245639,0.0199804,0.0223798,0.0614101,0,0,0.0103025,0,0.0173246,0.0112753,0.050801,0.0244012,0.020765,0.0374747,0.0204867,0.0552499,0.0162941,0.0125631,0.0186517,0.0226443,0.00900758,0.0206808,0.0240554,0.00876022,0.0248016,0.00645828,0.00371772,0.0445157,0.0555148,0,0,0,0,0,0,0,0,0,0,0,0
121,0.0536776,0.0280571,0,0,0,0,0,0,0.0775479,0.0418735,0.0528388,0.0127739,0,0,0.0616952,0,0.0184867,0.0415534,0.0319813,0.0116555,0.0432412,0.0212058,0.0704325,0.03148,0.0487053,0.0383241,0.0468228,0.0235419,0.0308892,0.0175002,0.0159742,0.0728624,0.0305808,0.0149181,0.0243932,0.0109883,0.0245205,0.0204822,0.0230003,0.0614451,0,0,0.0103333,0,0.0173698,0.0113155,0.0510187,0.0258786,0.0207919,0.0380231,0.0206582,0.0556244,0.0166331,0.0111672,0.0188268,0.0238682,0.00889381,0.0212031,0.0253791,0.00885963,0.0248985,0.00631666,0.00373849,0.0450341,0.0556342,0,0,0,0,0,0,0,0,0,0,0,0
122,0.0537506,0.0287759,0,0,0,0,0,0,0.0774674,0.0421961,0.0524305,0.012487,0,0,0.0615586,0,0.0187903,0.0415182,0.0316052,0.0117748,0.0427549,0.0213601,0.0712378,0.0312456,0.0477444,0.0379855,0.0470794,0.0231624,0.0306222,0.0174307,0.016131,0.0731698,0.0303133,0.0150387,0.0245224,0.0123822,0.0245492,0.0214522,0.0230376,0.0612982,0,0,0.0105508,0,0.0173645,0.0112255,0.0510043,0.0274482,0.0216236,0.0384145,0.0207481,0.0556616,0.0165938,0.0104185,0.0189987,0.0254184,0.00860754,0.0219932,0.0270627,0.00989259,0.0248227,0.00637217,0.00376648,0.0455894,0.0558983,0,0,0,0,0,0,0,0,0,0,0,0
123,0.0540234,0.0294521,0,0,0,0,0,0,0.0778525,0.0425562,0.05239,0.0123102,0,0,0.0613514,0,0.0192794,0.041543,0.030803,0.0119013,0.0424206,0.0217268,0.0722024,0.0310839,0.0470603,0.0376274,0.0470861,0.0229019,0.0305342,0.0173293,0.0164475,0.0734881,0.0301161,0.0152584,0.0245823,0.0142402,0.0245554,0.0229397,0.0232545,0.0613845,0,0,0.0108886,0,0.0173682,0.0112806,0.0510231,0.029796,0.0222839,0.0390384,0.0210355,0.0558107,0.0164116,0.010299,0.0195134,0.0270996,0.00856241,0.0229387,0.0290351,0.0115828,0.0249111,0.0065423,0.00386675,0.046093,0.0563039,0,0,0,0,0,0,0,0,0,0,0,0
124,0.0544593,0.0298953,0,0,0,0,0,0,0.0784326,0.0429148,0.0522417,0.0124928,0,0,0.061202,0,0.0196619,0.0415799,0.0299604,0.012034,0.0422734,0.0220953,0.0731315,0.0310641,0.0467196,0.0373544,0.0470087,0.0227904,0.0305636,0.0171926,0.0167966,0.0738264,0.0300114,0.0154731,0.0247551,0.0157682,0.0245032,0.0248706,0.0240786,0.0617215,0,0,0.0111616,0,0.0173413,0.0114666,0.0511459,0.0328871,0.0225137,0.0401476,0.0216129,0.0561487,0.016065,0.0113714,0.0201277,0.02892,0.00906486,0.0239192,0.0312352,0.0126442,0.0250864,0.00686403,0.00395813,0.0464373,0.056886,0,0,0,0,0,0,0,0,0,0,0,0
125,0.0549548,0.0301151,0,0,0,0,0,0,0.0786734,0.0432605,0.0520427,0.0130189,0,0,0.0610736,0,0.0201445,0.0416247,0.029086,0.0122294,0.0422364,0.0226242,0.0738876,0.0311873,0.0467428,0.0371649,0.0469611,0.0227643,0.0306887,0.0171191,0.0170388,0.0743148,0.030005,0.0156927,0.0250254,0.0174407,0.0244656,0.0276056,0.0253906,0.0621834,0,0,0.0112883,0,0.0173278,0.0115322,0.0512438,0.0372008,0.0228224,0.0416697,0.0224841,0.056432,0.0153622,0.0147229,0.0205027,0.0308754,0.0106781,0.024883,0.0337805,0.012971,0.0252649,0.00698454,0.00385,0.0465641,0.0575124,0,0,0,0,0,0,0,0,0,0,0,0
126,0.0550184,0.0305743,0,0,0,0,0,0,0.0784999,0.0435864,0.0518135,0.0130771,0,0,0.0608476,0,0.0205902,0.0416153,0.0282276,0.0125498,0.0421341,0.0231093,0.0743531,0.0313759,0.046828,0.0370119,0.0468798,0.0227388,0.0307037,0.0170734,0.0171844,0.0743283,0.0299326,0.0158218,0.0251424,0.019035,0.0244742,0.0292835,0.025674,0.0621202,0,0,0.0113737,0,0.0173315,0.0115216,0.0512426,0.0400956,0.023759,0.043041,0.0229416,0.0563993,0.0146098,0.0185895,0.0209187,0.0324495,0.0123099,0.0251716,0.0356896,0.0137797,0.0251636,0.00707601,0.00378401,0.0467627,0.057678,0,0,0,0,0,0,0,0,0,0,0,0
127,0.0549597,0.0310022,0,0,0,0,0,0,0.0783058,0.0437521,0.051487,0.0130025,0,0,0.0606664,0,0.0207591,0.0415043,0.0273768,0.0128137,0.0420231,0.0232612,0.0747133,0.0316716,0.0471548,0.0369346,0.0466874,0.0228014,0.0308069,0.0170281,0.0173249,0.0742415,0.0298309,0.0159103,0.0251911,0.0211006,0.0244496,0.0304539,0.0257167,0.0618417,0,0,0.0113853,0,0.017342,0.0116244,0.0512387,0.0420836,0.0241723,0.0444844,0.0231754,0.0563217,0.0141118,0.0217236,0.0218141,0.0334967,0.0137756,0.0247435,0.0370857,0.0155826,0.0249955,0.00715568,0.00376944,0.0469354,0.0576128,0,0,0,0,0,0,0,0,0,0,0,0
128,0.0542419,0.0302553,0,0,0,0,0,0,0.0777207,0.0316674,0.0504825,0.0129519,0,0,0.0534409,0,0.0133695,0.0295202,0.0270001,0.0130295,0.0421041,0.0224054,0.0719601,0.0318715,0.0476825,0.0367982,0.0462986,0.0229373,0.0309819,0.0167431,0.0175707,0.0739082,0.0278611,0.00852652,0.00783587,0.0233688,0.0221665,0.0315077,0.0261208,0.0653611,0,0,0.0121237,0,0.0180274,0.0123221,0.0511347,0.0438078,0.0244196,0.0460152,0.0227926,0.0636641,0.013485,0.0250803,0.0227388,0.0340591,0.0157564,0.0238719,0.0379568,0.0178057,0.0293048,0.00753233,0.00632156,0.0478207,0.0573856,0,0,0,0,0,0,0,0,0,0,0,0
129,0.0539581,0.03044,0,0,0,0,0,0,0.0779355,0.0431283,0.0508427,0.0131829,0,0,0.0606376,0,0.0201827,0.041121,0.025533,0.0132721,0.0424981,0.0224852,0.0736696,0.032522,0.048303,0.0369359,0.0461742,0.0231319,0.0311624,0.0169108,0.0176316,0.0739494,0.0297404,0.0153204,0.0246115,0.0263123,0.0243993,0.033049,0.0263249,0.0609583,0,0,0.0113429,0,0.0173754,0.011642,0.0513539,0.0458907,0.0238942,0.0480341,0.0230017,0.0557332,0.0133156,0.028085,0.0242843,0.0346206,0.0174246,0.0226232,0.0384355,0.0204821,0.0245068,0.00722721,0.00386077,0.0461794,0.0566373,0,0,0,0,0,0,0,0,0,0,0,0
130,0.0537281,0.0306586,0,0,0,0,0,0,0.0775312,0.0435903,0.050968,0.0131636,0,0,0.0605205,0,0.0208672,0.041282,0.0246404,0.0135098,0.0426718,0.0217864,0.0744892,0.0329473,0.0487677,0.0368794,0.0457914,0.0231337,0.0311294,0.0168274,0.0178132,0.0734759,0.0295743,0.0158405,0.0252062,0.0298137,0.0243319,0.0345105,0.0264268,0.0604034,0,0,0.0111665,0,0.0173294,0.0115077,0.0514556,0.0477722,0.0232905,0.0503828,0.0225346,0.0551321,0.0135168,0.0305752,0.0262948,0.0352553,0.019143,0.0209512,0.0385206,0.0238463,0.0242938,0.0069765,0.00383329,0.046348,0.0565119,0,0,0,0,0,0,0,0,0,0,0,0
131,0.0526091,0.0298656,0,0,0,0,0,0,0.0767324,0.0314814,0.0506126,0.0127536,0,0,0.053277,0,0.0132599,0.0294785,0.0243311,0.0137713,0.0425782,0.0205135,0.0715002,0.033031,0.0489675,0.03663,0.045307,0.0230358,0.0309598,0.0164906,0.0180572,0.0727916,0.0274069,0.00841189,0.00794265,0.0340455,0.0220813,0.0359941,0.0259902,0.0635387,0,0,0.01204,0,0.0179424,0.0120398,0.0514131,0.0493602,0.0235271,0.0526597,0.0214003,0.0619963,0.0137529,0.0333294,0.028561,0.0356579,0.0212608,0.0190181,0.03845,0.0279874,0.0284594,0.00714218,0.00605455,0.0472184,0.0560298,0,0,0,0,0,0,0,0,0,0,0,0
132,0.052371,0.0300022,0,0,0,0,0,0,0.0770674,0.0427518,0.0506846,0.0127571,0,0,0.0605159,0,0.0197687,0.0411241,0.0231551,0.0138365,0.0426238,0.0203283,0.0728924,0.0333435,0.0491783,0.0367055,0.0452492,0.0230821,0.0309801,0.016735,0.0180261,0.0729294,0.0293392,0.0150659,0.0246211,0.0390951,0.0242796,0.0379833,0.0258528,0.0591021,0,0,0.0110028,0,0.0172462,0.0112265,0.0517678,0.0514908,0.022743,0.0550938,0.0212222,0.0540206,0.014584,0.0363083,0.0315401,0.035629,0.023913,0.0168966,0.0384512,0.0327912,0.023654,0.00711309,0.00358078,0.0455828,0.0551681,0,0,0,0,0,0,0,0,0,0,0,0
133,0.0519879,0.0301309,0,0,0,0,0,0,0.0766891,0.0431123,0.0502727,0.0129199,0,0,0.0605367,0,0.0204339,0.0412715,0.022803,0.0140049,0.0426027,0.019161,0.073137,0.0333097,0.0490871,0.0366188,0.045131,0.0230646,0.0308081,0.0167373,0.0180199,0.0725368,0.029151,0.0154916,0.0250264,0.0449876,0.0241661,0.0403552,0.0262303,0.0585115,0,0,0.010705,0,0.0171615,0.0108101,0.0522684,0.0535675,0.0216727,0.0573149,0.0204628,0.0534029,0.0158455,0.039334,0.0349767,0.035266,0.0271302,0.0143689,0.0382526,0.038976,0.0236648,0.00708754,0.00356824,0.0456115,0.0548188,0,0,0,0,0,0,0,0,0,0,0,0
134,0.0506379,0.0299529,0,0,0,0,0,0,0.0756178,0.0430496,0.0502372,0.0130394,0,0,0.0604774,0,0.0202385,0.0412466,0.0226685,0.0141633,0.0423414,0.0175638,0.0722076,0.0329189,0.0483561,0.0364912,0.0450901,0.0226894,0.0300714,0.0167239,0.0179873,0.0713251,0.0285893,0.0153559,0.0249643,0.0508898,0.0241134,0.0426702,0.0263277,0.0563734,0,0,0.0115778,0,0.0167634,0.0109196,0.0529071,0.0545795,0.021551,0.0589667,0.0190301,0.0516006,0.0169837,0.042356,0.038249,0.0345377,0.0304163,0.0118867,0.0379427,0.0454624,0.023412,0.00720849,0.00368666,0.0449521,0.0533424,0,0,0,0,0,0,0,0,0,0,0,0
135,0.0501834,0.02993,0,0,0,0,0,0,0.0742766,0.0429227,0.0498125,0.0127062,0,0,0.0604548,0,0.0202228,0.0411928,0.0226866,0.0142967,0.0418848,0.0173593,0.0718046,0.0325167,0.0476715,0.0362341,0.0451407,0.0223377,0.0295057,0.0166525,0.0180015,0.0700726,0.028437,0.0152616,0.0248745,0.0565645,0.0240905,0.0446996,0.0254307,0.0557828,0,0,0.011818,0,0.0167388,0.0109771,0.0535681,0.0564564,0.0211991,0.0606345,0.0182619,0.0513038,0.0175455,0.0455723,0.0418326,0.033895,0.033748,0.0102064,0.0378388,0.0515502,0.0232578,0.00734541,0.00371567,0.0448737,0.0527345,0,0,0,0,0,0,0,0,0,0,0,0
136,0.0498188,0.029706,0,0,0,0,0,0,0.0728249,0.0427155,0.0493332,0.0126024,0,0,0.0604988,0,0.0199312,0.0411463,0.0228373,0.014341,0.0413762,0.0167724,0.0713913,0.0320562,0.0465469,0.0358461,0.0451662,0.02188,0.0288144,0.0165347,0.0179935,0.0684782,0.0283835,0.0151549,0.0247153,0.0625925,0.0240461,0.0468541,0.0249827,0.05532,0,0,0.0121049,0,0.016685,0.0110028,0.0544372,0.0579128,0.0205235,0.0621256,0.0174109,0.0509767,0.0176958,0.0486986,0.0457423,0.0335446,0.0372113,0.00938802,0.0382729,0.0587674,0.0231447,0.00746801,0.0038163,0.0446153,0.0523472,0,0,0,0,0,0,0,0,0,0,0,0
137,0.0495807,0.0294991,0,0,0,0,0,0,0.0713162,0.0426208,0.0488933,0.0123249,0,0,0.0605195,0,0.0197234,0.041116,0.023092,0.0142754,0.0408336,0.0162157,0.0711786,0.0315378,0.0452971,0.0353519,0.0451635,0.0213764,0.0279783,0.0164196,0.017958,0.0667435,0.028339,0.0150892,0.0246041,0.0682291,0.0240005,0.0485838,0.0243889,0.0549851,0,0,0.0124454,0,0.0166407,0.0109585,0.055368,0.0586792,0.0201412,0.062968,0.0165879,0.0506257,0.0185133,0.0511526,0.0495763,0.0337314,0.0401603,0.00953702,0.0390419,0.0656234,0.0231521,0.0074581,0.00393338,0.0443259,0.0522321,0,0,0,0,0,0,0,0,0,0,0,0
