Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LHEE,,x75,RTHII
27,0.0419682,0.0233668,0,0,0,0,0,0,0.0354266,0.0328938,0.0369494,0.0134115,0,0,0.06256,0,0.0118712,0.0398313,0.0247374,0.0211016,0.0288346,0.0169124,0.056154,0.0250041,0.0290062,0.0266208,0.0474343,0.0141867,0.0143013,0.0130259,0.0177064,0.0253454,0.0303256,0.0103854,0.0196777,0.0355286,0.0229308,0.0377218,0.0147138,0.0471219,0,0,0.00859882,0,0.0158487,0.0114554,0.060813,0.0675359,0.0287387,0.0200568,0.0103429,0.0435278,0,0.0648136,0.0287044,0.0243637,0.0392853,0.0157882,0.0438864,0.0542831,0.0207457,0.00833234,0.00539808,0.0379853,0.0427988,0,0,0,0,0,0,0,0,0.0780929,0,0,0
28,0.0417522,0.0224987,0,0,0,0,0,0,0.0335519,0.0326557,0.0369727,0.0137639,0,0,0.0628211,0,0.0118869,0.0398074,0.0241344,0.0214995,0.0271097,0.0169672,0.0551129,0.0241836,0.0271791,0.0257919,0.0471937,0.0130461,0.0122775,0.0131879,0.0174052,0.0212798,0.0306212,0.0101253,0.0195002,0.0322674,0.0230245,0.0392156,0.0150511,0.0471844,0,0,0.00814674,0,0.0159154,0.0113742,0.059971,0.0689507,0.0290657,0.0194278,0.0102995,0.043497,0,0.0648174,0.0281588,0.0251716,0.0394122,0.0164645,0.0459932,0.0500114,0.0207027,0.00832144,0.00518302,0.0374413,0.0424001,0,0,0,0,0,0,0,0,0.0814698,0,0,0
29,0.0415585,0.0217689,0,0,0,0,0,0,0.0321355,0.0322833,0.0371143,0.0141993,0,0,0.0629172,0,0.0118875,0.0395923,0.0233403,0.0219945,0.024844,0.0169613,0.0541019,0.0231238,0.025019,0.0246603,0.0468047,0.0116146,0.0098931,0.0134661,0.0171013,0.0173752,0.0308858,0.00997204,0.0192386,0.0288999,0.0231126,0.0410695,0.0154166,0.0472207,0,0,0.00782405,0,0.0159711,0.011202,0.0592708,0.07077,0.0295583,0.0193163,0.0102444,0.0435252,0,0.0642592,0.027396,0.0265621,0.0393326,0.0175795,0.0482696,0.0448662,0.020627,0.00838542,0.0048484,0.0370307,0.0419423,0,0,0,0,0,0,0,0,0.0845692,0,0,0
30,0.0414803,0.0212568,0,0,0,0,0,0,0.0312374,0.0317726,0.0373973,0.014605,0,0,0.0627963,0,0.011893,0.0392444,0.0225444,0.022464,0.0220838,0.0170195,0.0531928,0.0217204,0.0222996,0.0230058,0.0463217,0.00986458,0.0073804,0.0138433,0.0167378,0.0142994,0.0310649,0.00996113,0.0187797,0.0268978,0.0231469,0.0429405,0.0158557,0.0473727,0,0,0.00761646,0,0.0159859,0.01118,0.0588217,0.0730664,0.0301479,0.019324,0.0102435,0.0437052,0,0.0634575,0.0269598,0.0279739,0.0387095,0.0180437,0.0501343,0.0410355,0.020531,0.00848462,0.00473564,0.0368264,0.0415404,0,0,0,0,0,0,0,0,0.0862578,0,0,0
31,0.0414229,0.0208927,0,0,0,0,0,0,0.0313091,0.0313096,0.0378268,0.0149194,0,0,0.0627019,0,0.0119012,0.0390048,0.0217977,0.0229678,0.0185054,0.0171948,0.0523942,0.0198956,0.0187857,0.0206557,0.0456984,0.00818584,0.0059079,0.0143116,0.0163511,0.0133722,0.0311605,0.0099644,0.0182755,0.026196,0.0231477,0.0436119,0.0163478,0.0475854,0,0,0.00746123,0,0.0159738,0.011222,0.0584574,0.0746855,0.0307983,0.0189714,0.0102218,0.0439853,0,0.0633389,0.0268538,0.0284029,0.0382204,0.0179327,0.0506817,0.040128,0.0205273,0.0086964,0.00486162,0.0368041,0.0411727,0,0,0,0,0,0,0,0,0.0870788,0,0,0
32,0.046497,0.0215638,0,0,0,0,0,0,0.0351601,0.0327969,0.0572465,0.0161521,0,0,0.0627177,0,0.0118398,0.0395759,0.0279667,0.02389,0.0590321,0.0218867,0.0545309,0.0437798,0.0622717,0.0522807,0.0510531,0.0409134,0.0370141,0.0312525,0.0241248,0.0245727,0.0314171,0.0109686,0.0191263,0.0263542,0.0235216,0.0438201,0.0175069,0.0544458,0,0,0.0106706,0,0.016201,0.0131096,0.0567027,0.0753497,0.0337302,0.019945,0.0128225,0.0503975,0,0.0653883,0.0266213,0.0273816,0.0393657,0.0176404,0.0497554,0.0392933,0.0228817,0.0100041,0.00506081,0.0394774,0.0449934,0,0,0,0,0,0,0,0,0.13201,0,0,0
33,0.0453881,0.0211311,0,0,0,0,0,0,0.0341551,0.0322156,0.0496628,0.0156801,0,0,0.0628365,0,0.0119947,0.039494,0.0244155,0.0230968,0.0403397,0.0203355,0.0536126,0.0329525,0.0427536,0.037131,0.0472739,0.0277204,0.0222092,0.0248397,0.0184446,0.01483,0.031469,0.0103889,0.0189843,0.0253782,0.0233665,0.0447495,0.0173522,0.0534159,0,0,0.00924271,0,0.0162753,0.0123906,0.0571774,0.077322,0.0332882,0.0183562,0.0120147,0.0498246,0,0.0653766,0.0270672,0.027582,0.0385255,0.0177364,0.0504242,0.0387156,0.0227061,0.00964377,0.00479999,0.0391743,0.0440133,0,0,0,0,0,0,0,0,0.117754,0,0,0
34,0.0458523,0.0209582,0,0,0,0,0,0,0.0356132,0.0323726,0.0476891,0.0160707,0,0,0.0629777,0,0.0120222,0.0396238,0.0235264,0.0231033,0.0345547,0.0202441,0.0534051,0.0290017,0.0355317,0.031482,0.0459328,0.0255366,0.0195447,0.0246936,0.0181734,0.0162843,0.031675,0.0105906,0.0191522,0.0251563,0.0235232,0.0447459,0.0179166,0.0540487,0,0,0.00951719,0,0.0162494,0.0125418,0.0573943,0.077934,0.0334349,0.0172747,0.012212,0.0504631,0,0.0656252,0.0270662,0.0271405,0.0383143,0.0174222,0.050019,0.0389748,0.0229816,0.00943114,0.00461845,0.039277,0.0442904,0,0,0,0,0,0,0,0,0.121082,0,0,0
35,0.045541,0.0207269,0,0,0,0,0,0,0.0361172,0.031896,0.0412531,0.0162281,0,0,0.0629945,0,0.0121812,0.0394628,0.02236,0.0225974,0.020818,0.019269,0.052807,0.0200145,0.0197894,0.0192777,0.0433574,0.0174748,0.013328,0.0199285,0.0150491,0.0199299,0.0318872,0.0103813,0.0187326,0.0251361,0.0235256,0.0449989,0.0184037,0.0537229,0,0,0.00909335,0,0.0163229,0.0122981,0.0581272,0.0790557,0.0332307,0.0165658,0.0123459,0.0503922,0,0.0651523,0.0268214,0.0269785,0.0379261,0.0171156,0.0498871,0.0401302,0.0229523,0.00937555,0.00444826,0.0392313,0.0438447,0,0,0,0,0,0,0,0,0.11807,0,0,0
36,0.0455217,0.0207226,0,0,0,0,0,0,0.035634,0.0317028,0.0357735,0.016764,0,0,0.0630108,0,0.0123122,0.0394364,0.0224828,0.0222408,0.00969707,0.0188612,0.0524663,0.012634,0.00781942,0.00921875,0.0419896,0.0116616,0.0131922,0.0157613,0.0132415,0.0236394,0.0319962,0.0104101,0.0184579,0.0259645,0.0235753,0.0448795,0.0191598,0.0536764,0,0,0.00910686,0,0.0163012,0.0121721,0.058574,0.0795187,0.0331496,0.0162889,0.0131466,0.0505113,0,0.0648302,0.0263393,0.0267154,0.0379127,0.0164856,0.0495795,0.0423708,0.0230478,0.00931857,0.00455422,0.0394035,0.0436688,0,0,0,0,0,0,0,0,0.114966,0,0,0
37,0.0465125,0.0209526,0,0,0,0,0,0,0.0372884,0.0320991,0.0341974,0.0176699,0,0,0.063084,0,0.0123935,0.039632,0.0232276,0.0222392,0.00724747,0.0191006,0.0527973,0.00867659,0.00328072,0.00463269,0.0416038,0.0119965,0.015777,0.0152225,0.013315,0.0280084,0.0321477,0.0107442,0.0187297,0.0274156,0.0236978,0.0446401,0.0200804,0.0548458,0,0,0.0101073,0,0.0162696,0.0126989,0.0585934,0.0793599,0.0334262,0.0160376,0.0142329,0.0517435,0,0.0648236,0.0260461,0.026492,0.0378826,0.0159517,0.0491948,0.04476,0.0236202,0.00939766,0.00474813,0.0400581,0.0444027,0,0,0,0,0,0,0,0,0.118565,0,0,0
38,0.0473672,0.0211707,0,0,0,0,0,0,0.0373527,0.0321914,0.0312096,0.0183777,0,0,0.0630898,0,0.0125048,0.0396621,0.0240807,0.0222496,0.00713957,0.0190269,0.0531587,0.00388183,0.00717233,0.00202447,0.0413577,0.0120771,0.0186161,0.0132275,0.0140378,0.0315025,0.0321435,0.010896,0.018791,0.0288093,0.0237326,0.0443843,0.0207194,0.0557908,0,0,0.0108314,0,0.0163372,0.0130895,0.0585918,0.0795689,0.0335126,0.0157057,0.0154067,0.052792,0,0.0647257,0.0264027,0.0267394,0.0375311,0.0161381,0.0494366,0.0473231,0.0240148,0.00958416,0.00490548,0.0406494,0.0450493,0,0,0,0,0,0,0,0,0.121605,0,0,0
39,0.0474867,0.0215578,0,0,0,0,0,0,0.0381445,0.0321226,0.0286952,0.0193751,0,0,0.0630531,0,0.0126974,0.0396975,0.0247132,0.022871,0.0201516,0.0181255,0.0535105,0.0094407,0.0241386,0.0135053,0.0410345,0.0189494,0.0278712,0.0104019,0.0169414,0.0396738,0.0320788,0.0108236,0.0187158,0.0300472,0.0236424,0.0435767,0.0214361,0.0558231,0,0,0.0108702,0,0.0164023,0.0131252,0.0591479,0.0793134,0.0333066,0.0155083,0.0160499,0.0532367,0,0.0646185,0.0271657,0.0270256,0.03728,0.0159561,0.049849,0.0499226,0.0241454,0.00972872,0.00505358,0.0412615,0.0451508,0,0,0,0,0,0,0,0,0.126327,0,0,0
40,0.0482091,0.0218702,0,0,0,0,0,0,0.0379834,0.0324987,0.026622,0.0199339,0,0,0.0630642,0,0.0127706,0.0398755,0.0257343,0.0227401,0.0250358,0.0180848,0.0541085,0.0129431,0.0302969,0.0179957,0.0415387,0.021139,0.0300307,0.00863047,0.0184966,0.0458822,0.0321388,0.0110911,0.0187781,0.0314139,0.0236858,0.0430192,0.0219125,0.0565239,0,0,0.011369,0,0.0163657,0.0133383,0.0591098,0.0791501,0.0331135,0.0155157,0.0174561,0.0538025,0,0.065069,0.0279938,0.0274595,0.0372896,0.0155902,0.0507374,0.0522922,0.0243438,0.00992973,0.00514993,0.0416126,0.0456426,0,0,0,0,0,0,0,0,0.137256,0,0,0
41,0.0491457,0.0220616,0,0,0,0,0,0,0.0376743,0.0328594,0.025144,0.0201528,0,0,0.0630736,0,0.012867,0.0399768,0.0264705,0.022304,0.0276045,0.0183764,0.0548059,0.0140449,0.0331473,0.0201774,0.0418499,0.0218702,0.030275,0.00707337,0.0198241,0.0508059,0.0320867,0.0112913,0.0189664,0.0323814,0.0237522,0.0428875,0.0220603,0.0575597,0,0,0.0117272,0,0.0164033,0.0136054,0.058825,0.0794426,0.0328863,0.0153853,0.0190211,0.0545405,0,0.0654592,0.0286527,0.0281576,0.0377324,0.0151278,0.0519043,0.0543042,0.0245867,0.0102201,0.00517674,0.0418346,0.0464229,0,0,0,0,0,0,0,0,0.151949,0,0,0
42,0.0500643,0.0221776,0,0,0,0,0,0,0.0370682,0.0331424,0.0247068,0.0201012,0,0,0.0630819,0,0.012924,0.0400668,0.0267676,0.0217957,0.0297908,0.0188343,0.0556021,0.0153806,0.0350046,0.0216642,0.0418643,0.0222429,0.0301481,0.00565774,0.0210813,0.0521434,0.0320029,0.0114667,0.0191551,0.0331407,0.0237703,0.0429936,0.0220079,0.0585707,0,0,0.0118886,0,0.0164556,0.0137935,0.0584165,0.0800249,0.0325124,0.0150141,0.0206356,0.0551666,0,0.0656689,0.0291929,0.0289745,0.0379426,0.0148631,0.0531114,0.0561178,0.0247818,0.0105227,0.00521369,0.0419636,0.0473406,0,0,0,0,0,0,0,0,0.168429,0,0,0
43,0.0507054,0.0220558,0,0,0,0,0,0,0.035076,0.0333153,0.024127,0.0199021,0,0,0.0630902,0,0.0129035,0.040113,0.0267918,0.0212501,0.0316079,0.019375,0.0561194,0.0171525,0.0366935,0.0227847,0.041668,0.0224606,0.0298474,0.00420242,0.0223795,0.051009,0.0320413,0.0115498,0.0192711,0.0339864,0.0237632,0.0433551,0.0218081,0.0591346,0,0,0.0119335,0,0.0164807,0.0139446,0.0580941,0.0808216,0.0319856,0.0147863,0.0221996,0.0551961,0,0.0656918,0.0296799,0.0297736,0.0376541,0.0152068,0.0542489,0.0574745,0.0247427,0.0106869,0.00523774,0.0416585,0.0480469,0,0,0,0,0,0,0,0,0.185225,0,0,0
44,0.0514227,0.0220495,0,0,0,0,0,0,0.0333176,0.0337103,0.0230236,0.0196324,0,0,0.0630691,0,0.0129029,0.0401946,0.02651,0.0206925,0.0331309,0.0201563,0.05696,0.0192339,0.038296,0.0237638,0.0412917,0.022707,0.0294842,0.00296953,0.0234828,0.0499197,0.0320661,0.0116225,0.0195853,0.0348443,0.0237452,0.0436045,0.0215802,0.0597831,0,0,0.011911,0,0.0165071,0.0140421,0.057732,0.0813986,0.0313633,0.0146526,0.0237358,0.0553095,0,0.0653653,0.0300219,0.0304599,0.0373031,0.0156471,0.055126,0.0587138,0.0247685,0.0107772,0.00525868,0.0413707,0.0489331,0,0,0,0,0,0,0,0,0.203079,0,0,0
45,0.0520037,0.0222186,0,0,0,0,0,0,0.0329156,0.0342562,0.0225488,0.0193784,0,0,0.0630387,0,0.0130356,0.0403759,0.0258841,0.0201841,0.0346942,0.0211138,0.0578316,0.0201251,0.0394317,0.0249107,0.0407912,0.0231499,0.0292195,0.00172462,0.0245947,0.0498251,0.0319738,0.0117027,0.0199733,0.0360109,0.0237395,0.0432112,0.0213713,0.0602889,0,0,0.0118728,0,0.0165462,0.014036,0.057302,0.0813407,0.030712,0.0146827,0.0251878,0.0554025,0,0.0649361,0.0302214,0.030685,0.0372787,0.015523,0.0554164,0.0606142,0.0247564,0.0108476,0.00524866,0.0412391,0.0497226,0,0,0,0,0,0,0,0,0.221712,0,0,0
46,0.0524652,0.0224092,0,0,0,0,0,0,0.0338409,0.0347273,0.0229249,0.019136,0,0,0.0629087,0,0.013188,0.0405131,0.024976,0.0198204,0.0361115,0.0222695,0.0585307,0.0203881,0.0405932,0.0259618,0.0401973,0.023752,0.02909,0.000709148,0.0256077,0.0510797,0.0318216,0.0118563,0.0201929,0.037277,0.0237761,0.0427901,0.0210664,0.060709,0,0,0.0118248,0,0.0166271,0.0140294,0.0568719,0.0813354,0.0300376,0.0148864,0.0266294,0.0554709,0,0.0644519,0.0305212,0.0310165,0.0370507,0.0154949,0.0555811,0.0627407,0.0247658,0.0108694,0.00525388,0.0411792,0.0503359,0,0,0,0,0,0,0,0,0.239858,0,0,0
47,0.0527811,0.0225823,0,0,0,0,0,0,0.035656,0.0350966,0.0233283,0.0189471,0,0,0.0626633,0,0.0132905,0.0405703,0.0241363,0.0194783,0.0369832,0.0233541,0.0590371,0.0203723,0.0415252,0.0266327,0.039553,0.0242018,0.0290685,0.00106494,0.0263989,0.0535185,0.0316389,0.0120065,0.0205474,0.0385131,0.0237858,0.0424665,0.020751,0.061034,0,0,0.0116718,0,0.0166746,0.0140115,0.0565239,0.0815023,0.0293499,0.0152906,0.0278657,0.0555366,0,0.0639328,0.0308108,0.0315468,0.0367888,0.0159155,0.05592,0.0646621,0.024825,0.0108434,0.00532897,0.041152,0.0508519,0,0,0,0,0,0,0,0,0.254751,0,0,0
48,0.0529286,0.0227541,0,0,0,0,0,0,0.0376502,0.0354606,0.0235325,0.0188779,0,0,0.062513,0,0.0134437,0.0406486,0.0235026,0.0191464,0.0375156,0.0242519,0.0594538,0.0204653,0.0417478,0.0269397,0.0388299,0.0244225,0.0289944,0.00156903,0.0268353,0.0566404,0.0313856,0.012141,0.0208377,0.0395927,0.0237543,0.0422605,0.0204513,0.0612299,0,0,0.011394,0,0.0166666,0.0138738,0.0563094,0.0815849,0.0286234,0.0158501,0.0290699,0.0555231,0,0.0633007,0.0308677,0.0321655,0.0366247,0.0166627,0.0565023,0.0663206,0.0248486,0.0109116,0.00526866,0.0411207,0.0512305,0,0,0,0,0,0,0,0,0.264064,0,0,0
49,0.0529479,0.0229052,0,0,0,0,0,0,0.0393642,0.0357463,0.0239236,0.018912,0,0,0.0623867,0,0.0135702,0.040714,0.0230772,0.0189162,0.0379076,0.0248907,0.0597433,0.0206531,0.0417502,0.0273465,0.0379457,0.0243076,0.0287332,0.00190285,0.0270517,0.0598032,0.0311941,0.0122275,0.0210202,0.0406855,0.0237204,0.0421906,0.0201125,0.0612914,0,0,0.011129,0,0.0166567,0.0136963,0.0562515,0.0815098,0.027807,0.0160686,0.0303585,0.055483,0,0.0629877,0.0309039,0.0327644,0.036428,0.0169266,0.0571294,0.068151,0.0248378,0.0110073,0.00523261,0.0411563,0.0514943,0,0,0,0,0,0,0,0,0.27041,0,0,0
50,0.0526829,0.0231095,0,0,0,0,0,0,0.0401083,0.0358995,0.0268151,0.0190623,0,0,0.0622393,0,0.013714,0.040725,0.0226909,0.0189065,0.0412704,0.0249415,0.0599543,0.0229285,0,0.0302555,0.0370359,0.0258287,0.0302637,0.00215022,0.0273984,0.0625686,0.0309513,0.0122096,0.0211776,0.0418142,0.0237003,0.0421449,0.019791,0.0609803,0,0,0.0106646,0,0.0167278,0.0136196,0.0566028,0.081866,0.0269831,0.0161516,0.0309219,0.0552674,0,0.0632868,0.0313965,0.0334808,0.0361439,0.0169782,0.0578309,0.0699943,0.0246717,0.0109481,0.00518367,0.0413291,0.0514273,0,0,0,0,0,0,0,0,0.273521,0,0,0
51,0.0526448,0.0233019,0,0,0,0,0,0,0.0414343,0.0362208,0.0281505,0.0194481,0,0,0.0621444,0,0.013922,0.0408594,0.0224707,0.0188414,0.0414536,0.0251303,0.0603787,0.0230681,0,0.0305596,0.036108,0.0254552,0.0301924,0.00229435,0.0269587,0.0657905,0.0306767,0.0123412,0.02148,0.042563,0.0237732,0.042617,0.0197196,0.0608664,0,0,0.0104465,0,0.0167683,0.0136556,0.0568723,0.0830672,0.026238,0.0166837,0.0313471,0.0550912,0,0.0625151,0.0325731,0.0345277,0.0357343,0.01764,0.0589336,0.0710725,0.0245698,0.0107782,0.00514618,0.0414668,0.0516296,0,0,0,0,0,0,0,0,0.272003,0,0,0
52,0.0573134,0.0210376,0,0,0,0,0,0,0.0478567,0.0373763,0.0283267,0.0200764,0,0,0.0626518,0,0.0148182,0.0416055,0.0214995,0.0175891,0.0379279,0.0227307,0.0631302,0.0220617,0.0428407,0.0279483,0.0322417,0.0231358,0.0281445,0.00277904,0.0258422,0.0739334,0.0320367,0.0133145,0.0223544,0.0464811,0.0239738,0.0475748,0.0209618,0.065958,0,0,0.00935601,0,0.0168378,0.0136016,0.0493324,0.0634409,0.0218237,0.0647454,0.0313896,0.0565966,0,0,0.0539246,0.0428221,0.0249552,0.0201472,0.0505458,0.0417931,0.0255477,0.010421,0.00484256,0.0389693,0.0568396,0,0,0,0,0,0,0,0,0.266988,0,0,0
53,0.0568494,0.021145,0,0,0,0,0,0,0.0480634,0.0372711,0.0288674,0.0206921,0,0,0.0627033,0,0.0151212,0.0416221,0.02168,0.0179606,0.0361798,0.0226194,0.0629125,0.0218323,0.0413254,0.0267154,0.0316086,0.022433,0.0278857,0.00315583,0.0250555,0.0753282,0.0318185,0.0132608,0.0223345,0.0465214,0.0239967,0.047574,0.0208779,0.0653794,0,0,0.00921951,0,0.0168998,0.0134245,0.0494725,0.0643172,0.0216621,0.064097,0.0314615,0.0562048,0.032272,0,0.0530521,0.0424782,0.0249644,0.0202612,0.0507366,0.0420482,0.0251607,0.0104805,0.00484289,0.0391105,0.0564544,0,0,0,0,0,0,0,0,0.261986,0,0,0
54,0.0570302,0.021071,0,0,0,0,0,0,0.0492516,0.0374796,0.0296693,0.021066,0,0,0.0628801,0,0.0154357,0.0417105,0.0218661,0.0179488,0.0342631,0.0221408,0.0633947,0.0211707,0.038926,0.0253144,0.0309043,0.0215687,0.0276442,0.00378452,0.0242412,0.0774131,0.0318496,0.0133727,0.0224411,0.0468812,0.0240754,0.04812,0.020915,0.0654147,0,0,0.00940577,0,0.0169253,0.0134569,0.0494911,0.0654643,0.0211936,0.0648838,0.0314745,0.0560741,0,0,0.0533764,0.0429898,0.0249153,0.0205508,0.0512382,0.0422004,0.0250428,0.0105351,0.00485871,0.0389808,0.0567792,0,0,0,0,0,0,0,0,0.257008,0,0,0
55,0.0570512,0.0211001,0,0,0,0,0,0,0.0511702,0.037642,0.0317427,0.0213924,0,0,0.0628912,0,0.0156884,0.041731,0.021981,0.0180384,0.034371,0.0212562,0.0639312,0.0216318,0,0.0253662,0.0302949,0.0219866,0.0290189,0.00463426,0.0236723,0.0803178,0.0317906,0.0134323,0.0224955,0.0471457,0.0241068,0.048412,0.0211537,0.0653339,0,0,0.00945813,0,0.0169874,0.0133891,0.0497411,0.066352,0.0208957,0.0650074,0.0308527,0.0559915,0,0,0.0532248,0.0431307,0.0249164,0.0205551,0.0514732,0.0424876,0.0250189,0.0104696,0.00480207,0.0390282,0.0569213,0,0,0,0,0,0,0,0,0.252981,0,0,0
56,0.057055,0.0213199,0,0,0,0,0,0,0.0542252,0.0378569,0.0331822,0.0219474,0,0,0.062879,0,0.0159028,0.0417396,0.0220656,0.0182764,0.0317995,0.0209088,0.0644544,0.0203695,0,0.0235614,0.0296382,0.0207566,0.0289625,0.00584902,0.0224229,0.0833201,0.0315865,0.0135833,0.0225776,0.0469913,0.024157,0.0485129,0.0213588,0.0652649,0,0,0.00937406,0,0.0170028,0.0132846,0.0498361,0.0671799,0.0211223,0.0641503,0.0303102,0.0559533,0.0311728,0,0.0523293,0.0427217,0.024998,0.02034,0.0514497,0.0426091,0.0250274,0.0103235,0.00476222,0.0392495,0.0569863,0,0,0,0,0,0,0,0,0.2503,0,0,0
57,0.0620241,0.021604,0,0,0,0,0,0,0.0513589,0.0395533,0.0316494,0.024716,0,0,0.0628242,0,0.0169563,0.042182,0.0278659,0.0200775,0.0308429,0.0291151,0.0683038,0.0285723,0.0332533,0.0290118,0.0357587,0.0184396,0.0116175,0.0141204,0.017858,0.0689128,0.0323156,0.014788,0.0235868,0.0465646,0.0244801,0.0494429,0.018814,0.0706051,0,0,0.0121994,0,0.0170447,0.0151653,0.046027,0.0698749,0.0197349,0.0626988,0.0357722,0.0594322,0.0311029,0,0.0513336,0.0420211,0.0252687,0.0205634,0.0518204,0.0424903,0.0268919,0.0107001,0.00518897,0.0396878,0.0616808,0,0,0,0,0,0,0,0,0.259474,0,0,0
58,0.0627233,0.0221227,0,0,0,0,0,0,0.0530902,0.0397855,0.0355125,0.0248368,0,0,0.0627166,0,0.0173167,0.0421988,0.0270562,0.0200642,0.0318993,0.0284895,0.069488,0.0295725,0.0349781,0.0284615,0.0349022,0.0186527,0.011913,0.0155088,0.0164117,0.068349,0.0323674,0.0149321,0.0238054,0.0471187,0.0244263,0.0496262,0.0186046,0.0713627,0,0,0.0123724,0,0.0171763,0.0153266,0.0460635,0.0703439,0.0198367,0.0629317,0.035497,0.0603048,0.0303812,0,0.0512362,0.042229,0.025302,0.0206974,0.0519569,0.0428619,0.0273041,0.0105805,0.00516789,0.0402949,0.0625908,0,0,0,0,0,0,0,0,0.26199,0,0,0
59,0.0633166,0.0225922,0,0,0,0,0,0,0.0542981,0.0400996,0.0389433,0.0250888,0,0,0.0626854,0,0.0176878,0.0422296,0.0260823,0.0199997,0.0331394,0.027894,0.0706802,0.0307151,0.0369668,0,0.0341482,0.0191709,0.0129852,0.0171638,0.01472,0.0681936,0.0324245,0.0151315,0.0240537,0.0477343,0.0244092,0.0497451,0.0186874,0.07199,0,0,0.0124606,0,0.0172395,0.0153484,0.0462052,0.0705997,0.0198912,0.063273,0.0351132,0.0609668,0.0295338,0,0.0513032,0.0424303,0.0254202,0.0207008,0.0520793,0.0435318,0.0275844,0.0106115,0.00504838,0.0408609,0.0635125,0,0,0,0,0,0,0,0,0.265726,0,0,0
60,0.0636692,0.0230158,0,0,0,0,0,0,0.0550115,0.0403703,0.0418454,0.0252782,0,0,0.0626856,0,0.0180489,0.0422292,0.0251241,0.0198667,0.0345186,0.0274572,0.0716305,0.0319031,0.0391865,0,0.0336681,0.019995,0.0145425,0.0190484,0.0127334,0.0679119,0.0323813,0.0153014,0.0242225,0.0483398,0.0243999,0.0499436,0.0187802,0.0723419,0,0,0.0124084,0,0.0173089,0.0152149,0.0462431,0.0711974,0.0198635,0.0635693,0.0346929,0.0613322,0.0297504,0,0.0512097,0.0426255,0.0255234,0.0207844,0.0522931,0.0442305,0.0276148,0.0105891,0.00489371,0.04133,0.0639415,0,0,0,0,0,0,0,0,0.271458,0,0,0
61,0.0633919,0.0235207,0,0,0,0,0,0,0.0560864,0.0405395,0.0443133,0.0252904,0,0,0.0626378,0,0.0183591,0.0421774,0.024176,0.0197211,0.0351419,0.027047,0.0720314,0.0328542,0.0407616,0.0331826,0.0332266,0.0206446,0.0162732,0.0210372,0.0106151,0.0673366,0.0321773,0.0153555,0.0243305,0.0482164,0.0243611,0.0488554,0.0186487,0.0720544,0,0,0.0119413,0,0.017393,0.0149399,0.04625,0.0703315,0.0198434,0.061534,0.0342453,0.06127,0.0286523,0,0.0496394,0.0415291,0.0258486,0.020131,0.0514659,0.0447536,0.0273328,0.0105103,0.00487537,0.0418284,0.0637206,0,0,0,0,0,0,0,0,0.27953,0,0,0.0557785
62,0.0636903,0.024016,0,0,0,0,0,0,0.057246,0.0409924,0.0470331,0.0253986,0,0,0.0624427,0,0.0187726,0.0422474,0.0234595,0.0194651,0.0358184,0.0268752,0.0727962,0.0344727,0.0426234,0.0337248,0.0325351,0.0218923,0.0184333,0.0235441,0.00896518,0.0663977,0.0320801,0.0156054,0.0246106,0.049065,0.0244301,0.0490614,0.0187657,0.0723295,0,0,0.0118394,0,0.0174037,0.0149048,0.0462112,0.0712918,0.0196895,0.0633532,0.0342603,0.061431,0.029599,0,0.0506834,0.0427909,0.0256037,0.0205985,0.0523348,0.0455295,0.0272801,0.0104669,0.00497208,0.042186,0.0640861,0,0,0,0,0,0,0,0,0.289948,0,0,0
63,0.0632914,0.0245213,0,0,0,0,0,0,0.0591738,0.0411649,0.0505641,0.0253117,0,0,0.0621946,0,0.019029,0.04227,0.023129,0.0194415,0.0362324,0.0267264,0.0730555,0.0355352,0.0441767,0.0337436,0.032017,0.0226594,0.0203935,0.026393,0.00775909,0.0658695,0.0317829,0.0156511,0.0247065,0.0489881,0.0244141,0.0484481,0.0185876,0.0719146,0,0,0.0113918,0,0.0174688,0.0147576,0.0462139,0.0706343,0.019604,0.06173,0.0341181,0.0612559,0.0283733,0,0.0495511,0.0418617,0.0259291,0.0200704,0.0517418,0.0463303,0.0270001,0.0104449,0.00493438,0.0426759,0.0637473,0,0,0,0,0,0,0,0,0.302001,0,0,0.0560208
