Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTHII,LTHIP,,x76,x77
All Timesteps RMSE,0.00654767,0.00570929,0,0,0,0,0,0,0.0206086,0.0310708,0.0178913,0.00775694,0,0,0.00733627,0,0.0144788,0.00392197,0.040244,0.0184081,0.0151466,0.0136302,0.00591482,0.00773747,0.00898029,0.013145,0.0122483,0.0173734,0.0246268,0.0313422,0.0248789,0.00555696,0.0118964,0.00318827,0.016736,0.0229846,0.0175119,0.00605041,0.00759259,0,0,0.00756635,0,0.0160937,0.00371351,0.0392335,0.0255011,0.0242257,0.0169308,0.00687507,0.00659519,0.0106022,0.026171,0.0392491,0.0117083,0.014234,0.0300274,0.012226,0.0155027,0.0189628,0.0061008,0.00293045,0.00169009,0.0070399,0.00722165,0,0,0,0,0,0,0,0,0.0111693,0.0388678,0,0,0
0,0.00786486,0.00992666,0,0,0,0,0,0,0.0102885,0.0286869,0.004229,0.006656,0,0,0.0116572,0,0.0141494,0.00337725,0.047275,0.0112145,0.0260241,0.0110168,0.0127772,0.00669908,0.0109321,0.0159154,0.00769331,0.00503211,0.00729619,0.0314891,0.0136506,0.00530771,0.0109422,0.00396876,0.00512964,0.0238313,0.0151511,0.00504712,0.0150007,0,0,0.00542096,0,0.0154585,0.00364801,0.0427017,0.0267872,0.0167562,0.0135278,0.00337242,0.0172109,0.00471302,0.0213877,0.00753299,0.00589145,0.0121419,0.0257471,0.00944974,0.0144654,0.0142754,0.0118386,0.0029144,0.000306641,0.0127385,0.00756866,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0540144,0.0434868,0,0,0,0,0,0,0.021751,0.0247628,0.0205282,0.00356288,0,0,0.0374942,0,0.0162495,0.0183092,0.0417517,0.0305615,0.0177742,0.0101686,0.000852773,0.0910131,0.00951029,0.0119328,0.0106653,0.0117894,0.0111209,0.0306466,0.0340693,0.0279324,0.00755922,0.0081219,0.0233096,0.0213814,0.0295597,0.0054047,0.0614797,0,0,0.0250764,0,0.017441,0.0105349,0.0397694,0.0461303,0.0113123,0.0237696,0.0110132,0.0608615,0.00824784,0.0287979,0.0179772,0.0156475,0.0188589,0.0231924,0.0114997,0.0261469,0.0225388,0.0356381,0.00257163,0.00318027,0.060289,0.0619103,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.00875066,0.0122105,0,0,0,0,0,0,0.0204146,0.0286177,0.0117555,0.00482279,0,0,0.0110399,0,0.0146855,0.00305938,0.0458382,0.0151309,0.0229615,0.0132686,0.0108863,0.00705605,0.0112297,0.0180257,0.00673077,0.00402849,0.00406074,0.0296364,0.0257804,0.00548215,0.0109906,0.00375955,0.00666631,0.0233318,0.0134618,0.00418017,0.0166712,0,0,0.00915498,0,0.0149766,0.00340364,0.0417193,0.0221205,0.0163513,0.0119286,0.00211839,0.0172622,0.00390223,0.020481,0.0071194,0.00445462,0.0100788,0.0254544,0.00814505,0.011595,0.0159161,0.0117761,0.00556328,0.00255578,0.0138916,0.00740707,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.00828312,0.0114666,0,0,0,0,0,0,0.0208767,0.0289621,0.0117627,0.00401926,0,0,0.010478,0,0.0147039,0.00270181,0.0452526,0.0144678,0.0227368,0.0127415,0.0110556,0.00689733,0.0108324,0.0171444,0.00658907,0.00369678,0.00374621,0.0293743,0.0267434,0.00538443,0.0112237,0.00367226,0.00814858,0.0232538,0.0129781,0.00395037,0.0158429,0,0,0.00757885,0,0.0151269,0.00296578,0.041287,0.0200543,0.0161346,0.0116178,0.00219255,0.0166735,0.00335593,0.0202265,0.0074673,0.00418016,0.00961028,0.0249922,0.00782488,0.0105397,0.0176759,0.0113017,0.00491539,0.00225817,0.0131223,0.00695751,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.00759436,0.0106998,0,0,0,0,0,0,0.0208649,0.0291157,0.0114712,0.00353946,0,0,0.00968469,0,0.0145997,0.00235718,0.0442351,0.0136475,0.022274,0.0126403,0.0106598,0.00631341,0.00989517,0.0161314,0.00666344,0.00378601,0.00336601,0.0291039,0.0270077,0.00503538,0.0113374,0.00357216,0.00929613,0.0231953,0.0115584,0.00379401,0.0147045,0,0,0.00590417,0,0.0152538,0.00275397,0.0415911,0.0163835,0.0161465,0.0116425,0.00238672,0.0161584,0.00320789,0.0201472,0.00807004,0.00388461,0.0084132,0.0241963,0.00710924,0.00830954,0.0191664,0.0108836,0.00456448,0.00195044,0.0124023,0.00621049,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.00698513,0.00924443,0,0,0,0,0,0,0.0207831,0.0297002,0.0110037,0.00320519,0,0,0.00657819,0,0.0135179,0.00253875,0.0428434,0.012887,0.0217848,0.0124954,0.0102897,0.00580645,0.00874679,0.015485,0.00658315,0.00397231,0.00275203,0.0288159,0.0270528,0.0030742,0.0117989,0.00206555,0.00993431,0.0233326,0.0100897,0.00360142,0.0117242,0,0,0.00336884,0,0.0156215,0.00277176,0.0415596,0.0125372,0.0161366,0.0115961,0.00266714,0.0142196,0.00293932,0.0200589,0.00870591,0.00381812,0.00733455,0.0234476,0.00654806,0.00621546,0.0206009,0.0099553,0.00283846,0.000798389,0.00980873,0.00472087,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.00654504,0.0100547,0,0,0,0,0,0,0.0216033,0.0292705,0.0109043,0.0050536,0,0,0.00735083,0,0.0143098,0.00249856,0.0407078,0.0127271,0.0211486,0.012792,0.0108001,0.00500882,0.00762595,0.0153168,0.00708353,0.00457364,0.0026598,0.0288802,0.0281751,0.003793,0.0114052,0.00307529,0.0209737,0.0230922,0.0138153,0.00488402,0.013372,0,0,0.00589304,0,0.0152929,0.00265047,0.0391485,0.0183689,0.0131189,0.0100181,0.00291931,0.0152978,0.00394735,0.0244024,0.00744867,0.00229762,0.00948733,0.024487,0.00821794,0.0112272,0.0285468,0.0107316,0.00429987,0.0019744,0.0125424,0.00505934,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.0063496,0.00959093,0,0,0,0,0,0,0.0220524,0.0292063,0.0101374,0.00571125,0,0,0.00702795,0,0.0142403,0.00258027,0.0390336,0.0121131,0.0211473,0.0110987,0.0110845,0.00511174,0.00645958,0,0.00628327,0.00432391,0.00279288,0.0289864,0.0287626,0.00392193,0.0113414,0.00311303,0.0221969,0.0229001,0.0139524,0.00553424,0.0128248,0,0,0.00567338,0,0.0152842,0.00229447,0.038874,0.0165997,0.012765,0.00903408,0.00315687,0.0145862,0.00399809,0.0242119,0.00727878,0.00188152,0.0104559,0.0233485,0.00942711,0.0118044,0.0286091,0.0104031,0.00413457,0.00212208,0.0124864,0.00490427,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.00695102,0.00903962,0,0,0,0,0,0,0.0218381,0.0289094,0.00920421,0.0043048,0,0,0.00707769,0,0.0142465,0.00197663,0.0382513,0.0112558,0.0210214,0.0103476,0.0105376,0.00574562,0.00638937,0,0.00570464,0.00413481,0.00224704,0.028576,0.0278825,0.00382401,0.0112449,0.00310097,0.0124242,0.0226121,0.00790068,0.00373546,0.0130185,0,0,0.00556962,0,0.0152451,0.00153334,0.0405929,0.00399222,0.0155195,0.0100365,0.00338013,0.0138005,0.00190484,0.0205134,0.0114619,0.00494427,0.00664524,0.0203655,0.0068049,0.00425459,0.0241364,0.00973496,0.00412361,0.00255024,0.0120548,0.00569135,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.00638151,0.00912311,0,0,0,0,0,0,0.0226983,0.0294291,0.00937993,0.00646906,0,0,0.00645102,0,0.0143896,0.00224495,0.0367168,0.0115003,0.0208837,0.0109888,0.0108579,0.00668482,0.00653371,0,0.00649048,0.00457204,0.00246092,0.0289391,0.0286417,0.00366149,0.011432,0.00310202,0.0207739,0.0226562,0.0144451,0.00633589,0.0120915,0,0,0.00702644,0,0.0152819,0.0019661,0.0386564,0.0146453,0.0119164,0.00710455,0.00332224,0.0132722,0.0044711,0.0245094,0.00795395,0.00298932,0.0124673,0.021067,0.0119546,0.0132677,0.0295446,0.0097209,0.00451037,0.00270217,0.012579,0.00486721,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.00650119,0.00908965,0,0,0,0,0,0,0.0227065,0.0296482,0.00931192,0.00655043,0,0,0.00637005,0,0.0145409,0.00240487,0.0364124,0.0114227,0.0207601,0.0109583,0.0107522,0.00756041,0.00681828,0,0.00651044,0.00442784,0.00245086,0.0289799,0.0286571,0.00338921,0.0114872,0.00309773,0.0200726,0.0226501,0.0149249,0.00687132,0.0118407,0,0,0.00759121,0,0.015311,0.00198529,0.0387027,0.0140043,0.0115318,0.00668572,0.00334964,0.0128636,0.00515438,0.0250421,0.00883859,0.00417038,0.0134669,0.0202397,0.0131701,0.0141675,0.0291376,0.00953565,0.00455567,0.00284681,0.0128139,0.00499973,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0.00735646,0.00957732,0,0,0,0,0,0,0.0216615,0.029163,0.00885225,0.0046731,0,0,0.00688169,0,0.0139327,0.00298442,0.0375358,0.0109486,0.0207332,0.0102018,0.0104597,0.0111723,0.00663246,0,0.00572973,0.00363639,0.00213711,0.0286696,0.0275328,0,0.0109169,0.00271388,0.0104013,0.0226185,0.00867019,0.00423427,0.0124545,0,0,0.00764202,0,0.0153437,0.0017405,0.0403779,0.00402197,0.0147671,0.00794182,0.00320186,0.0131375,0.00312158,0.0231486,0.015492,0.00752468,0.00881765,0.0171814,0.00912371,0.00718275,0.0263872,0.00953135,0.00439057,0.00294393,0.0137983,0.00671054,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.00664908,0.00921756,0,0,0,0,0,0,0.0218015,0.0298212,0.009397,0.00622863,0,0,0.00681659,0,0.0146129,0.00262253,0.0372589,0.0116193,0.0207721,0.0111096,0.0102043,0.00837374,0.00659722,0,0.00660129,0.0043273,0.00282731,0.0292187,0.0276222,0.00468089,0.011654,0.0033628,0.0153141,0.0226347,0.0153941,0.00773957,0.0111925,0,0,0.00934705,0,0.0153542,0.00252529,0.0388956,0.0123015,0.0111978,0.0059248,0.00308812,0.0117255,0.00692612,0.0266204,0.0111297,0.00653729,0.0146686,0.0193568,0.0149769,0.0151263,0.02746,0.0090657,0.00452092,0.00309622,0.0131527,0.00522805,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0.00682486,0.0094062,0,0,0,0,0,0,0.0214037,0.0300501,0.00921354,0.00608792,0,0,0.00734422,0,0.0146798,0.00280632,0.0378558,0.0113103,0.0208133,0.0114275,0.00998877,0.00879449,0.00668554,0,0.006702,0.00428808,0.00290527,0.0292175,0.0274055,0.00519064,0.0118085,0.00340662,0.0129145,0.0226664,0.015635,0.00803573,0.0110096,0,0,0.00987024,0,0.0153618,0.00278588,0.0390709,0.0115507,0.0112485,0.00562291,0.00308759,0.0113625,0.00800678,0.0275687,0.0124587,0.00787628,0.0150293,0.0191123,0.0156423,0.0153085,0.0252647,0.00892398,0.00442613,0.00312645,0.0134509,0.00551032,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0.00694122,0.00964771,0,0,0,0,0,0,0.0208398,0.0302523,0.00869373,0.005918,0,0,0.00765094,0,0.0147529,0.00313893,0.0381968,0.0105016,0.0209989,0.0118734,0.00964104,0.00890173,0.00741157,0,0.00684976,0.00436313,0.00283133,0.0291508,0.0271073,0.00523035,0.0118462,0.00338727,0.0106407,0.0227341,0.0154129,0.00817218,0.010892,0,0,0.0104699,0,0.015344,0.00311346,0.0391329,0.0109071,0.0115773,0.00552314,0.0031239,0.0109936,0.00927238,0.02859,0.013844,0.00952183,0.0150767,0.0190239,0.0158774,0.0148646,0.0218761,0.00870119,0.00423363,0.00311174,0.0137044,0.00569608,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0.00173679,0.00663219,0,0,0,0,0,0,0.0201228,0.0315619,0.00765,0.00559017,0,0,0.00625069,0,0.0117327,0.00421074,0.0383309,0.00916108,0.021403,0.0118243,0.00938259,0.0140373,0.00860916,0,0.00664606,0.00430968,0.00268523,0.0290888,0.0271559,0,0.0128236,0.00221608,0.00575529,0.0235895,0.0156549,0.00815826,0.00286707,0,0,0.00562127,0,0.0163389,0.00236787,0.039111,0.0118007,0.0120253,0.00643241,0.00344251,0.00741004,0.0105874,0.0297786,0.0152836,0.0110814,0.0151448,0.0187432,0.0159509,0.0142112,0.0176366,0.0074779,0.00201142,0.00105099,0.00770593,0.00250357,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0.00706266,0.00955591,0,0,0,0,0,0,0.019375,0.0304471,0.00669331,0.00547107,0,0,0.0085425,0,0.0148056,0.00561721,0.0382764,0.008016,0.0214073,0.0119272,0.00870202,0.00960242,0.0102188,0,0.00650946,0.00435604,0.00257717,0.0291273,0.0267305,0.005642,0.0120715,0.00354336,0.00303554,0.0230995,0.0160617,0.00808588,0.00957932,0,0,0.00746176,0,0.0156768,0.00288023,0.0390454,0.0124064,0.012529,0.00796983,0.00385133,0.00999389,0.0116528,0.0307572,0.0165951,0.0124078,0.0147495,0.0186807,0.0156728,0.0132147,0.0117043,0.00838894,0.00206657,0.00196252,0.0135018,0.00582279,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.00709166,0.00938519,0,0,0,0,0,0,0.0186781,0.0305427,0.00589462,0.00547441,0,0,0.00902211,0,0.0147979,0.00597252,0.0382148,0.00706654,0.0214631,0.0117622,0.0081949,0.0097773,0.0116116,0,0.00621384,0.00428359,0.00244716,0.0291101,0.026128,0.0060543,0.0121082,0.00365263,0.00347594,0.0232319,0.0167838,0.00814594,0.00936319,0,0,0.00746991,0,0.0157896,0.00295603,0.0389118,0.0126886,0.0131957,0.00990242,0.00423243,0.00966655,0.0124792,0.0314563,0.0175714,0.0133299,0.0141824,0.0188426,0.0153009,0.0121809,0.0065972,0.0082656,0.00180438,0.00187623,0.0134254,0.00574952,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0.00694466,0.00925137,0,0,0,0,0,0,0.018305,0.0306457,0.00516676,0.00538566,0,0,0.00935318,0,0.0147529,0.00628134,0.0380875,0.00624062,0.0215238,0.0113294,0.00775636,0.00992589,0.0127629,0,0.00573843,0.00408248,0.00250025,0.0290958,0.0254932,0.00633427,0.0121218,0.00381232,0.00672855,0.0233638,0.0174049,0.00814988,0.00904466,0,0,0.00732613,0,0.0159058,0.00295341,0.038834,0.0132395,0.0139699,0.0118252,0.00457027,0.00931912,0.0130234,0.031595,0.0182848,0.0139873,0.0138348,0.0193691,0.0149284,0.0113821,0.00671427,0.00809723,0.00168542,0.0017299,0.0131098,0.00551478,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0.00817523,0.00935873,0,0,0,0,0,0,0.0132391,0.0308563,0.0122162,0.0075028,0,0,0.00968958,0,0.0147101,0.0066133,0.0400448,0.0159248,0.0160421,0.00328331,0.00676174,0.0111206,0.00656254,0,0.00859788,0.00873524,0.00912087,0.0350089,0.0151184,0.00669708,0.0122851,0.00386767,0.00959801,0.0236357,0.0172823,0.0103606,0.00971583,0,0,0.0089941,0,0.0159612,0.00439565,0.0381589,0.0131387,0.0160818,0.0152883,0.00497073,0.00871388,0.0123544,0.0301059,0.0175901,0.0134043,0.0136099,0.0202386,0.0144657,0.0111244,0.00965311,0.00883354,0.00221072,0.00156761,0.0124751,0.00727167,0,0,0,0,0,0,0,0,0.00763589,0.0378904,0,0,0
20,0.00892089,0.00984352,0,0,0,0,0,0,0.0124986,0.0309383,0.0119059,0.0070337,0,0,0.00783163,0,0.0140862,0.00522956,0.0397583,0.0158711,0.0157724,0.00300368,0.00681101,0.0135788,0.00730848,0,0.00838724,0.00867915,0.00912835,0.0350802,0.0145367,0,0.0119382,0.00324501,0.0124759,0.0236688,0.0177641,0.0103957,0.00979485,0,0,0.00853055,0,0.0160047,0.00449663,0.037955,0.0132592,0.0168616,0.016631,0.00525496,0.00887735,0.0118373,0.0303988,0.0175374,0.0136878,0.0135283,0.0206059,0.0141778,0.010689,0.0126662,0.0089674,0.00274746,0.00135763,0.0130141,0.00810594,0,0,0,0,0,0,0,0,0.00716882,0.0382702,0,0,0
21,0.00786809,0.0084375,0,0,0,0,0,0,0.0110888,0.0308661,0.0117386,0.00655167,0,0,0.0093037,0,0.014632,0.00693098,0.0393077,0.0159224,0.0154497,0.00264213,0.006955,0.00998956,0.00790935,0,0.00840257,0.0087094,0.00922922,0.0351567,0.0132373,0.00733616,0.0122666,0.00372258,0.0147401,0.0235455,0.0179737,0.0104104,0.00910407,0,0,0.00793104,0,0.0159855,0.0039696,0.0376237,0.013424,0.0173637,0.0179859,0.0055044,0.00786813,0.0117364,0.0306987,0.0179488,0.0140577,0.0133266,0.0207853,0.0139065,0.0102396,0.0151624,0.00794123,0.00245102,0.00140498,0.0111942,0.0069051,0,0,0,0,0,0,0,0,0.00658638,0.0384751,0,0,0
22,0.0077272,0.00810928,0,0,0,0,0,0,0.00950792,0.0308448,0.0116826,0.00614808,0,0,0.00904288,0,0.0146191,0.00696596,0.0389234,0.0157513,0.0153075,0.00240835,0.00716357,0.00923357,0.00842759,0,0.00852488,0.00858078,0.00929062,0.0351792,0.0113318,0.00694881,0.0121934,0.00370824,0.0155377,0.0234252,0.0175141,0.0102736,0.00905357,0,0,0.00784475,0,0.0159414,0.00369044,0.037207,0.0136435,0.0179746,0.019303,0.00562606,0.00737023,0.0122865,0.0303355,0.0186855,0.0144696,0.0133573,0.0208793,0.0138494,0.0101977,0.0159084,0.00734651,0.00271696,0.00152384,0.010622,0.00680632,0,0,0,0,0,0,0,0,0.00586165,0.0386604,0,0,0
23,0.00745244,0.00790634,0,0,0,0,0,0,0.00795617,0.0306634,0.0113385,0.00554824,0,0,0.00830008,0,0.0144841,0.00631852,0.0387951,0.0153294,0.0152689,0.00244384,0.00718775,0.00878591,0.00887478,0,0.00844834,0.00821087,0.00908891,0.0349992,0.00935447,0.00717328,0.0119724,0.00350926,0.0153928,0.0233205,0.0174361,0.00972399,0.00900711,0,0,0.00790745,0,0.015857,0.00362931,0.0369001,0.0145321,0.0188987,0.020233,0.00566389,0.00708715,0.0125626,0.0289382,0.0192044,0.0148058,0.0138791,0.0207582,0.0143266,0.0106846,0.01568,0.00700368,0.00344731,0.00165306,0.0102125,0.00644749,0,0,0,0,0,0,0,0,0.00509552,0.0389216,0,0,0
24,0.00816795,0.00872527,0,0,0,0,0,0,0.00596839,0.0307361,0.0105391,0.0052239,0,0,0.00606951,0,0.0138093,0.00437993,0.0388492,0.0144164,0.0152458,0.00216497,0.00729836,0.0117713,0.00871176,0.00610169,0.00790991,0.00773559,0.00852511,0.0345048,0.00663709,0,0.0115024,0.0028166,0.0149882,0.0233038,0.0173115,0.00961571,0.00945384,0,0,0.00824952,0,0.0157862,0.00388157,0.0366702,0.0158111,0.0196113,0.0211465,0.00583611,0.00745641,0.012797,0.0288093,0.0178823,0.0151946,0.0138255,0.0209404,0.0141703,0.01053,0.015071,0.00737909,0.00412779,0.00167075,0.0112797,0.00737437,0,0,0,0,0,0,0,0,0.00531654,0.0391818,0,0,0
25,0.00707812,0.00851562,0,0,0,0,0,0,0.00505039,0.0309978,0.0107124,0.00538958,0,0,0.00844404,0,0.0143607,0.00636197,0.038406,0.0146107,0.0150932,0.00275144,0.00793694,0.00902376,0.00887718,0,0.00844289,0.00827807,0.00893228,0.0349348,0.00505014,0.00687349,0.0119935,0.00338242,0.0154457,0.0232906,0.0149304,0.0114214,0.00855746,0,0,0.00882309,0,0.0157495,0.00399492,0.0369594,0.0157458,0.0185584,0.0241682,0.00696246,0.00676438,0.014776,0.040583,0,0.0179876,0.00979059,0.0242917,0.00851201,0.005467,0.0148667,0.00708879,0.00454581,0.00181789,0.0106849,0.00627491,0,0,0,0,0,0,0,0,0.00518004,0.0386779,0,0,0
26,0.00679025,0.00962172,0,0,0,0,0,0,0.0052357,0.0321626,0.0114558,0.00763083,0,0,0.0107923,0,0.0140815,0.00757189,0.0378252,0.0150227,0.0151698,0.00380362,0.00955031,0.0106373,0.00922859,0.00542312,0.00904316,0.00922899,0.00963908,0.0358272,0.00410767,0.00817589,0.0129636,0.00348029,0.0150949,0.0239761,0.0151923,0.0181569,0.00541029,0,0,0.00569807,0,0.0162086,0.00476336,0.0398251,0.0198464,0.0152218,0.0330052,0.0100533,0.00517484,0.0192412,0.0747287,0,0.0233703,0.00907491,0.0323938,0.00485594,0.00831464,0.0133542,0.00729546,0.00295082,0.0010379,0.0109097,0.00686515,0,0,0,0,0,0,0,0,0.00738589,0.0371662,0,0,0
27,0.00941974,0.0116558,0,0,0,0,0,0,0.00607256,0.0319642,0.0116405,0.00861303,0,0,0.0137819,0,0.0148741,0.00989403,0.0370275,0.0148071,0.0152214,0.00435811,0.0101302,0.012752,0.00933903,0.0055036,0.00946079,0.00957825,0.0100116,0.0363296,0.00457651,0.0104028,0.0125839,0.00428865,0.0135146,0.0239601,0.0181566,0.0210876,0.00809168,0,0,0.00861525,0,0.0159829,0.00553232,0.041626,0.0244533,0.0152366,0.037116,0.0112819,0.00679934,0.022847,0.0894716,0,0.0269067,0.0129032,0.0368255,0.00951472,0.0127176,0.0126502,0.00858517,0.00339296,0.00121931,0.0141094,0.00940947,0,0,0,0,0,0,0,0,0.00807467,0.0366299,0,0,0
28,0.0088099,0.0113026,0,0,0,0,0,0,0.00718279,0.0318892,0.0110538,0.00825605,0,0,0.0133702,0,0.0148693,0.00977053,0.0365569,0.0142138,0.0150063,0.00409755,0.0103096,0.0120467,0.00897813,0.00527167,0.00935283,0.00905003,0.00983663,0.0360492,0.00651285,0.0104909,0.0124044,0.00418329,0.0130944,0.0240022,0.0189216,0.0208964,0.00747701,0,0,0.00787184,0,0.0160195,0.00508877,0.0415249,0.0259736,0.0158865,0.0365517,0.0112508,0.00659136,0.0234435,0.0883828,0,0.0272263,0.0133257,0.0366105,0.00911394,0.0126587,0.0135252,0.00829701,0.00262501,0.00110871,0.013734,0.00894574,0,0,0,0,0,0,0,0,0.00788308,0.0367043,0,0,0
29,0.008399,0.0112057,0,0,0,0,0,0,0.00873168,0.0318375,0.0102378,0.00742105,0,0,0.0128094,0,0.0148793,0.00932056,0.0363572,0.0136879,0.0146808,0.00402783,0.0100736,0.0114487,0.00865699,0.00487741,0.00906294,0.00834839,0.00956489,0.0356443,0.0089861,0.0105142,0.0123953,0.00402308,0.0135053,0.0238829,0.0197669,0.0200203,0.00746189,0,0,0.0084363,0,0.0159777,0.00484046,0.0412769,0.0276312,0.0163136,0.035306,0.0106371,0.00686962,0.0236413,0.0860329,0,0.0274777,0.0135299,0.0362193,0.00851168,0.0127975,0.0144837,0.00817838,0.00262526,0.00121423,0.0139109,0.00832527,0,0,0,0,0,0,0,0,0.00772454,0.0366923,0,0,0
30,0.00596216,0.00668519,0,0,0,0,0,0,0.00664219,0.0302521,0.00578735,0.0035508,0,0,0.00571946,0,0.0142048,0.00404827,0.0385642,0.0103153,0.0148585,0.00377504,0.00553187,0.00409131,0.00673552,0.00585269,0.00650911,0.00473693,0.00648422,0.0324697,0.00762344,0.00489311,0.0114144,0.00278485,0.025732,0.0232717,0.0468035,0.00826854,0.00817255,0,0,0.00530488,0,0.0158957,0.00165092,0.0406174,0.0766079,0.0257487,0.0350823,0.00471788,0.00630466,0.0366703,0,0,0.0323281,0.0200874,0.0307582,0.0137722,0.0149588,0.024535,0.00589787,0.00241142,0.00133553,0.00933833,0.00501157,0,0,0,0,0,0,0,0,0.00464701,0.0398742,0,0,0
31,0.00550995,0.00632654,0,0,0,0,0,0,0.00847116,0.0303371,0.00505141,0.00339206,0,0,0.00604048,0,0.0142187,0.00405177,0.0385164,0.0101872,0.0150995,0.00406044,0.00493462,0.00483271,0.00619746,0.00588749,0.0063752,0.00443741,0.00648866,0.0322114,0.00982149,0.00513467,0.0114499,0.00284418,0.0243344,0.023128,0.0468062,0.00807696,0.00790973,0,0,0.00518736,0,0.0158806,0.00141292,0.040632,0.0769321,0.0262102,0.0332493,0.00499763,0.00633918,0.0362276,0,0,0.0308325,0.0197483,0.0305091,0.0143465,0.0163208,0.0240201,0.00571178,0.00314891,0.0014794,0.00913546,0.00453045,0,0,0,0,0,0,0,0,0.00479062,0.0396575,0,0,0
32,0.00503267,0.00616465,0,0,0,0,0,0,0.0105139,0.030456,0.00456712,0.00340541,0,0,0.00640755,0,0.0142642,0.00421933,0.0381583,0.00980348,0.0153457,0.00414902,0.004488,0.00518618,0.005475,0.00613857,0.00623033,0.00431309,0.00650359,0.032291,0.0122564,0.00552223,0.0114654,0.00281894,0.0224735,0.0230544,0.046765,0.0080777,0.00766643,0,0,0.00512366,0,0.0158806,0.00131062,0.0408001,0.0771929,0.0266068,0.0315788,0.00550223,0.00636764,0.0360132,0,0,0.0293845,0.0194985,0.0303087,0.0149842,0.017844,0.02367,0.00561689,0.00324511,0.00158471,0.00898956,0.00412482,0,0,0,0,0,0,0,0,0.00471148,0.0394595,0,0,0
33,0.00472622,0.00613549,0,0,0,0,0,0,0.0128368,0.0304874,0.00428726,0.0034294,0,0,0.0067087,0,0.0142411,0.00427791,0.0373122,0.0096381,0.0154597,0.00412177,0.00405157,0.00378138,0.00471596,0.00550428,0.00611855,0.00424274,0.00663138,0.0326178,0.0149517,0.00572519,0.0114616,0.00278771,0.0202722,0.0230553,0.0464055,0.00808797,0.0074707,0,0,0.00509016,0,0.0159215,0.0011902,0.0410473,0.0768784,0.027003,0.030094,0.00612879,0.006427,0.0359068,0,0,0.0283212,0.019403,0.0300809,0.0156693,0.0193443,0.0234646,0.00561395,0.00298268,0.00158689,0.00887948,0.00389148,0,0,0,0,0,0,0,0,0.00455173,0.0391315,0,0,0
34,0.00452935,0.00626263,0,0,0,0,0,0,0.01465,0.0305429,0.00412485,0.00369466,0,0,0.00686359,0,0.0142306,0.00427632,0.0363518,0.00986831,0.0154847,0.0041728,0.00368818,0.00147752,0.004177,0.00462916,0.00615953,0.00420565,0.00674404,0.0326017,0.0172297,0.0057413,0.0114483,0.00272124,0.0183356,0.023126,0.0460134,0.00809423,0.00727989,0,0,0.00519393,0,0.0159999,0.00118635,0.0413396,0.0764146,0.0273813,0.0290298,0.00673289,0.00657786,0.0350218,0,0,0.0277807,0.0195243,0.0298611,0.0164722,0.0208509,0.023216,0.00571424,0.00269333,0.00145757,0.00891424,0.0037436,0,0,0,0,0,0,0,0,0.00448405,0.0388504,0,0,0
35,0.00608252,0.005151,0,0,0,0,0,0,0.0139065,0.0299339,0.0038453,0.00337489,0,0,0.00616199,0,0.0141408,0.00273349,0.0368979,0.00917908,0.0159331,0.00470297,0.00412778,0.000638952,0.00410862,0.00521197,0.00615383,0.0041209,0.00671255,0.0325622,0.0162814,0.00410172,0.0112486,0.00242208,0.0102934,0.0228256,0.0146621,0.00383758,0.00876793,0,0,0.00403707,0,0.0159707,0.000942951,0.0389061,0.0157776,0.0277701,0.0178797,0.0115252,0.00733235,0.0121216,0,0,0.0161527,0.0156819,0.0146415,0.0133716,0.0128534,0.0119309,0.0058005,0.0019815,0.00169575,0.00788914,0.00578581,0,0,0,0,0,0,0,0,0.0047706,0.0380676,0,0,0
