Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTHII,LTHIP,,x76,x77
251,0.00247419,0.00236239,0,0,0,0,0,0,0,0.0295936,0.0196905,0.00638667,0,0,0.00501428,0,0.0143861,0.00134677,0.0402244,0.0269598,0.0155962,0,0.00572325,0.00218683,0.00793208,0,0.0196832,0.0138495,0.0168829,0.0430671,0.0252099,0.00264215,0.0111398,0.00300685,0.0110126,0.0220011,0.0118253,0.00771623,0.00253345,0,0,0.00567338,0,0.0159272,0.00335085,0.0406462,0.0166311,0.0169066,0.0077331,0.00337169,0.00297739,0.00439094,0.0181907,0.00284481,0.00288692,0.00730418,0.0230206,0.00609266,0.00709655,0.0115022,0.00492015,0.000996447,0.00160867,0.000944003,0.00204,0,0,0,0,0,0,0,0,0.00643097,0.0388483,0,0,0
252,0.00230473,0.0022832,0,0,0,0,0,0,0.0236178,0.0294985,0.0189394,0.00685025,0,0,0.00503762,0,0.0141584,0.00120456,0.0405983,0.0276783,0.0154372,0,0.00595438,0.00219279,0.00530397,0,0.0176242,0.0124401,0.0158795,0.042063,0.0238219,0.00280224,0.0111732,0.00292117,0.0118046,0.0219839,0.0117019,0.00793009,0.00243505,0,0,0.00612705,0,0.0159203,0.00375436,0.0408611,0.0154355,0.0168352,0.00725376,0.0030632,0.00332143,0.00433066,0.0178006,0.00349415,0.00245581,0.00765079,0.0220617,0.00649038,0.00718588,0.0130177,0.00510257,0.00130114,0.00151728,0.000750422,0.00218807,0,0,0,0,0,0,0,0,0.00577775,0.0387372,0,0,0
253,0.00242687,0.00227676,0,0,0,0,0,0,0.022866,0.0290655,0.0141301,0.00757168,0,0,0.00617764,0,0.0142331,0.000934087,0.0429156,0.0196566,0.0188353,0.102919,0.00912398,0.00279094,0.001753,0,0.00975627,0.00706859,0.0105195,0.0370142,0.0253551,0.00383693,0.0110256,0.00288493,0.0146396,0.0216278,0.0117744,0.0100416,0.00275386,0,0,0.00881143,0,0.0160182,0.00559301,0.0421274,0.0149246,0.016254,0.00686058,0.00409072,0.00449999,0.00455801,0.018078,0.00412431,0.0023616,0.00853108,0.0211449,0.00678204,0.00830866,0.0164671,0.00649693,0.00203146,0.00192873,0.00070951,0.00253911,0,0,0,0,0,0,0,0,0.00518669,0.0404214,0,0,0
254,0.00245304,0.0023984,0,0,0,0,0,0,0.0230707,0.0290678,0.0130877,0.00595043,0,0,0.0064679,0,0.0143546,0.000999227,0.0425885,0.0185147,0.0204461,0.106885,0.00898968,0.00265421,0.00161666,0,0.00797974,0,0.00848259,0.0351783,0.0256837,0.00413694,0.0109078,0.00301376,0.0185156,0.0215349,0.0122439,0.0101121,0.00295938,0,0,0.0101059,0,0.0161045,0.0063196,0.0423409,0.0141722,0.0151671,0.0061474,0.00383583,0.00503176,0.00503812,0.0189019,0.00591042,0.00187354,0.00940394,0.0198359,0.00800946,0.00941838,0.0194203,0.00694498,0.00263885,0.00212658,0.00112964,0.00269868,0,0,0,0,0,0,0,0,0,0.04058,0,0,0
255,0.00178923,0.00263395,0,0,0,0,0,0,0.0244651,0.0296759,0.0171948,0.00642038,0,0,0.00490493,0,0.0142102,0.00157662,0.0395482,0.025068,0.0156682,0,0.00525661,0.00192851,0.00451487,0,0.0133675,0,0.0125596,0.038584,0.0253586,0.0030498,0.0110615,0.00323794,0.0178228,0.0219477,0.0115481,0.00815815,0.00188264,0,0,0.0072185,0,0.0159502,0.00470036,0.0410716,0.0122847,0.0155766,0.00647475,0.00343063,0.00395522,0,0.0180287,0.00868865,0.00220922,0.00945151,0.0182759,0.00905958,0.00896986,0.0181437,0.00516336,0.00256919,0.00171313,0.00140556,0.0023889,0,0,0,0,0,0,0,0,0,0.0366261,0,0,0
256,0.00233143,0.00372183,0,0,0,0,0,0,0.0239095,0.0300217,0.0175605,0.0071727,0,0,0.00445478,0,0.0143427,0.00260963,0.0384225,0.0252897,0.0146526,0,0.00445398,0.0027117,0.00549195,0,0.0132623,0,0.0123986,0.038409,0.0247942,0.00304868,0.011271,0.00342466,0.0217608,0.021932,0.0123553,0.00771425,0.00214429,0,0,0.00592202,0,0.0160406,0.00407344,0.0395222,0.0118104,0.0145001,0.00374868,0.00460932,0.00357143,0.00176668,0.0202629,0.00903793,0.0046194,0.0103892,0.0184616,0.00990676,0.0107412,0.025633,0.00426296,0.00247789,0.00160258,0.00292394,0.00316866,0,0,0,0,0,0,0,0,0,0.0359188,0,0,0
257,0.00303094,0.00456426,0,0,0,0,0,0,0.0213294,0.0302419,0.0163396,0.00780742,0,0,0.00465873,0,0.0144557,0.00341022,0.0381085,0.0234544,0.0141309,0,0.00434337,0.00383131,0.00494313,0.00461796,0.0115953,0,0.011184,0.0372988,0.0224636,0.00342072,0.0114656,0.00355244,0.0225303,0.021903,0.0122959,0.00723703,0.00231268,0,0,0.00542266,0,0.016045,0.00399788,0.0389699,0.0103459,0.0138745,0.00234905,0.00495185,0.00346741,0.00375703,0.0218808,0.0109511,0.00682162,0.0108123,0.018647,0.0108563,0.0111838,0.0300194,0.003841,0.00269426,0.0016693,0.00421502,0.00403611,0,0,0,0,0,0,0,0,0,0.0356501,0,0,0
258,0.00329379,0.00484443,0,0,0,0,0,0,0.0204913,0.0302832,0.015758,0.00776037,0,0,0.00497905,0,0.0146771,0.00375386,0.0384633,0.0225436,0.0139519,0,0.00445736,0.00429258,0.00485725,0.00446121,0.0111999,0,0.010685,0.0368863,0.0213916,0.00375241,0.0114669,0.00374036,0.0166517,0.021903,0.0104187,0.00696375,0.00235572,0,0,0.00532448,0,0.0160576,0.00410485,0.0401427,0.00950742,0.0145807,0.0078703,0.00409836,0.00363103,0.00627831,0.0207419,0.0145179,0.0065223,0.0106081,0.0150655,0.0109919,0.010165,0.0245598,0.00385644,0.00296416,0.00184915,0.00474685,0.00442443,0,0,0,0,0,0,0,0,0,0.0356498,0,0,0
259,0.00442288,0.0060795,0,0,0,0,0,0,0.0184877,0.0308067,0.0155698,0.00835016,0,0,0.00627976,0,0.0150068,0.00514321,0.0385085,0.0222813,0.0139827,0,0.00453532,0.00585315,0.00500266,0.00439386,0.0111187,0,0.0108132,0.0369149,0.0189148,0.00479002,0.0116557,0.00407235,0.021412,0.0220417,0.0125973,0.007718,0.00304605,0,0,0.00374182,0,0.0160423,0.00310099,0.0386439,0.00755561,0.013111,0.00237567,0.00485553,0.00311567,0.00724525,0.0251157,0.0139166,0.0101064,0.0124017,0.019448,0.0129183,0.0120571,0.0333916,0.00308701,0.00272408,0.00176909,0.00642853,0.00562007,0,0,0,0,0,0,0,0,0,0.0355612,0,0,0
260,0.00532869,0.00307546,0,0,0,0,0,0,0.0159487,0.0319166,0.0147813,0.00819112,0,0,0.00442066,0,0.0133577,0.00121608,0.0392246,0.0216774,0.0141019,0,0.0043203,0.00795107,0.00480589,0.007271,0.0108415,0,0.0103882,0.0365659,0.0163023,0.00257447,0.0127734,0.00300577,0.0184972,0.022257,0.0130529,0.00749872,0.00745592,0,0,0.00950488,0,0.0164205,0.00413359,0.0388861,0.00698808,0.0130055,0.00381958,0.00492932,0.00405406,0.00903651,0.0263541,0.0148579,0.0113818,0.0130898,0.0192484,0.0136986,0.0123481,0.0327181,0.00381423,0.00493393,0.00273052,0.00266065,0.00859582,0,0,0,0,0,0,0,0,0,0.0358643,0,0,0
261,0.00555506,0.00681106,0,0,0,0,0,0,0.0144299,0.0308333,0.0139618,0.00744307,0,0,0.00725665,0,0.0152839,0.0060963,0.0405021,0.0207302,0.0141974,0,0.00461611,0.00741013,0.00440678,0.0066566,0.0102098,0,0.00963307,0.0359558,0.0142385,0.00543891,0.0116977,0.00428256,0.012752,0.0219953,0.0107068,0.0060607,0.00370432,0,0,0.00186767,0,0.0158698,0.00226728,0.0406798,0.00950631,0.0149539,0.0114996,0.00290285,0.00279963,0.0063953,0.0243932,0.0183998,0.0116163,0.0120017,0.0138096,0.012397,0.0101639,0.0249776,0.00260135,0.00241421,0.00179429,0.00772289,0.00577583,0,0,0,0,0,0,0,0,0,0.0363818,0,0,0
262,0.0066695,0.00784108,0,0,0,0,0,0,0.012944,0.0311827,0.0139442,0.00758464,0,0,0.00915549,0,0.0151229,0.00738734,0.0400798,0.0204897,0.0146444,0.00574277,0.00474446,0.00887573,0.00487381,0.00415946,0.00998192,0,0.00940738,0.0357484,0.0124211,0.00672539,0.0119551,0.004721,0.0137781,0.0222253,0.013896,0.00756662,0.00467988,0,0,0.00108896,0,0.0159475,0.00146194,0.039744,0.00705747,0.0136713,0.00716002,0.00432335,0.00207069,0.0113838,0.0287084,0.0165062,0.0143557,0.0135488,0.0189036,0.0144706,0.0118356,0.0264787,0.00236837,0.00203388,0.00158751,0.00905082,0.00717358,0,0,0,0,0,0,0,0,0,0.0364318,0,0,0
263,0.00680566,0.00782584,0,0,0,0,0,0,0.0109578,0.0313686,0.0135709,0.00753662,0,0,0.00974586,0,0.0150846,0.00760253,0.0398927,0.0201142,0.0144447,0.00384767,0.00511251,0.00876839,0.00532235,0.00515798,0.00970122,0,0.00926063,0.0355042,0.00948913,0.0073629,0.0119444,0.00485205,0.0120921,0.0223676,0.014452,0.0079005,0.0050128,0,0,0.000924903,0,0.015975,0.00117411,0.0396746,0.00826398,0.0143659,0.0092346,0.00421045,0.00162219,0.0128225,0.0295655,0.0168248,0.0152453,0.0133175,0.0189632,0.0145091,0.011262,0.0199975,0.00225595,0.0021772,0.00150872,0.00916517,0.00742437,0,0,0,0,0,0,0,0,0,0.0363186,0,0,0
264,0.00633526,0.007078,0,0,0,0,0,0,0.0107088,0.0312563,0.0127886,0.00674627,0,0,0.00878501,0,0.0153434,0.00693516,0.0400804,0.0187558,0.0142061,0.00518533,0.00546242,0.00798619,0.00549588,0.00518116,0.00840601,0.00563307,0.00859815,0.0348086,0.00910701,0.00658677,0.0119362,0.00447799,0.0102894,0.0223457,0.0132343,0.0066489,0.00435669,0,0,0.000402668,0,0.0160823,0.0017547,0.0405766,0.0130066,0.0167254,0.0160532,0.00310022,0.00193415,0.0119194,0.0270536,0.0198104,0.0143693,0.0117408,0.0133643,0.0128798,0.00873582,0.0102791,0.00217014,0.00260742,0.00166602,0.0083233,0.00653699,0,0,0,0,0,0,0,0,0,0.0366701,0,0,0
265,0.00626797,0.00684322,0,0,0,0,0,0,0.00968933,0.0314166,0.0123192,0.00646652,0,0,0.00845722,0,0.015357,0.00678959,0.0393678,0.0181865,0.0140702,0.00623008,0.00555491,0.00778859,0.00559061,0.00470569,0.00794417,0.00597036,0.00814537,0.0344382,0.00775855,0.00626515,0.012058,0.0042411,0.00933156,0.0223723,0.0140126,0.00672535,0.00431578,0,0,0.000344471,0,0.0161088,0.00172023,0.0402466,0.0142722,0.0175305,0.0173632,0.0039429,0.00173289,0.0121579,0.0272127,0.0206052,0.0144851,0.0116085,0.0134347,0.0127617,0.00832628,0.00693184,0.00215736,0.00251201,0.00156681,0.00785452,0.0064319,0,0,0,0,0,0,0,0,0,0.0366941,0,0,0
266,0.00601738,0.00658382,0,0,0,0,0,0,0.00884377,0.0314934,0.0118512,0.00602644,0,0,0.00791698,0,0.0152184,0.00640829,0.0386769,0.0176758,0.0139884,0.00613789,0.00536325,0.00742496,0.00541363,0.0043103,0.00756797,0.00600315,0.00803081,0.0341213,0.00661354,0.00580497,0.0121003,0.0040845,0.0101603,0.0224122,0.0142301,0.00648185,0.00422353,0,0,0.000506579,0,0.0161175,0.00168652,0.0400239,0.014856,0.0184379,0.0185202,0.00434313,0.00157088,0,0.0274325,0.0209619,0.0146785,0.0114182,0.0137554,0.0124405,0.00791786,0.00765696,0.00207186,0.00243392,0.00157738,0.0072989,0.00624355,0,0,0,0,0,0,0,0,0,0.0368266,0,0,0
267,0.00554413,0.00617461,0,0,0,0,0,0,0.00783225,0.0315293,0.0111709,0.00579745,0,0,0.00735431,0,0.0150427,0.00598251,0.038085,0.0169458,0.0138462,0.0057927,0.00508463,0.00687521,0.00517618,0.00414909,0.00708962,0.00600855,0.00736664,0.0337305,0.00457136,0.00535052,0.0121091,0.00392734,0.0118686,0.0224407,0.0146744,0.00675913,0.00406053,0,0,0.000755817,0,0.0161376,0.00180112,0.0398423,0.0145844,0.0191493,0.0195089,0.00427504,0.00140898,0,0.0273623,0.0213586,0.0142984,0.0113821,0.0141496,0.0123713,0.00795604,0.010418,0.00187051,0.00263613,0.00164404,0.00665114,0.00617537,0,0,0,0,0,0,0,0,0.00387756,0.0368877,0,0,0
268,0.00499233,0.00551323,0,0,0,0,0,0,0.00719451,0.0314446,0.0107105,0.00567173,0,0,0.00661655,0,0.0146322,0.00551269,0.0375628,0.0165376,0.0136105,0.0057182,0.00477856,0.00600645,0.00482052,0.00396499,0.00675979,0.00594734,0.00712686,0.0334372,0.00273407,0.00487779,0.0121031,0.00385293,0.0131265,0.0224539,0.0151227,0.00740273,0.00379674,0,0,0.00116349,0,0.0161884,0.0019776,0.0397037,0.014413,0.0196274,0.020269,0.00443426,0.00133407,0.0160546,0.0271604,0.0215345,0.0135585,0.0113762,0.0145131,0.0124319,0.00819723,0.0119381,0.00156751,0.00276126,0.00163774,0.00579517,0.00579788,0,0,0,0,0,0,0,0,0.00363201,0.0368588,0,0,0
269,0.00486021,0.00527124,0,0,0,0,0,0,0.00689189,0.0312301,0.0102801,0.00515315,0,0,0.00587302,0,0.0144822,0.00511349,0.0373222,0.0162324,0.0134076,0.00570587,0.00422956,0.00574903,0.00437045,0.00380895,0.00628099,0.00566608,0.00754233,0.0330616,0.00199825,0.00432159,0.0120942,0.00387186,0.0141548,0.0224016,0.0159311,0.007262,0.00345257,0,0,0.00116098,0,0.0161133,0.00201103,0.0395121,0.013995,0.0204234,0.020806,0.00441405,0.00161914,0,0.0273911,0.0186308,0.0133204,0.010857,0.0146496,0.0121173,0.00755902,0.0144568,0.00173933,0.00233922,0.00159682,0.00555486,0.00499064,0,0,0,0,0,0,0,0,0.00348693,0.0370602,0,0,0
270,0.00455977,0.00492706,0,0,0,0,0,0,0.00664396,0.0309949,0.00989994,0.0043899,0,0,0.00587941,0,0.0145483,0.00503862,0.0372347,0.0160961,0.0133461,0,0.00394843,0.00450592,0.00365768,0.0030825,0.00618067,0.00555907,0.00821974,0.0327587,0.00239133,0.00466056,0.0118944,0.00395397,0.0150177,0.0223713,0.0157543,0.00656114,0.00307367,0,0,0.000986315,0,0.0160963,0.00202244,0.0394179,0.0144772,0.0214858,0.0217082,0.00432498,0.00180536,0,0.0279279,0,0.0135348,0.010253,0.0149674,0.0114149,0.00641808,0.0148959,0.00181524,0.00199587,0.00148093,0.00517452,0.00419917,0,0,0,0,0,0,0,0,0.0033291,0.0372754,0,0,0
271,0.00511407,0.0045928,0,0,0,0,0,0,0.0326088,0.0320055,0.0336263,0.00791417,0,0,0.00386673,0,0.0130204,0.000902236,0.0357401,0.0424529,0.00898118,0.0109443,0.00399302,0.00535847,0.0110692,0.0105575,0.0138978,0.0102684,0.0160479,0,0.0290332,0.0023257,0.0127728,0.00325578,0.0137277,0.0228666,0.0142602,0.00833823,0.00632297,0,0,0.00536036,0,0.0165306,0.0025023,0.0390857,0.0128902,0.0224038,0.023534,0.00396756,0.00445268,0,0.0266245,0,0.0124191,0.00992253,0.0151634,0.0112144,0.00647205,0.0135139,0.00281036,0.00376739,0.00246928,0.00509124,0.00693059,0,0,0,0,0,0,0,0,0.00890076,0.0327801,0,0,0
272,0.00385976,0.00459843,0,0,0,0,0,0,0.00665286,0.03106,0.00801594,0.00291324,0,0,0.0056452,0,0.0145682,0.00464228,0.0353674,0.016416,0.0135282,0.00528745,0.00558031,0.00312939,0.00343165,0.00438095,0.00540095,0.00587798,0.00805152,0.0321453,0.00554696,0.00469667,0.0113781,0.00411705,0.015752,0.0224496,0.0192078,0.00652791,0.00292102,0,0,0.00241654,0,0.0158236,0.00098138,0.0378231,0.0178691,0.0240793,0.0205478,0.00562445,0.00134245,0,0.0337486,0.099877,0.0207055,0.0133232,0.0222791,0.0121357,0.00748294,0.0150812,0.00190882,0.00143996,0.000756633,0.0047812,0.00370095,0,0,0,0,0,0,0,0,0.00374246,0.0385305,0,0,0
273,0.003662,0.00388609,0,0,0,0,0,0,0.00679293,0.0305958,0.00673203,0.00152023,0,0,0.00459166,0,0.0147004,0.00355318,0.0363971,0.0151564,0.0133251,0.00283223,0.0046681,0.00232112,0.00263815,0.00358172,0.00520043,0.00602743,0.00795458,0.0316269,0.00665933,0.00358009,0.0113111,0.00374731,0.0156054,0.0223368,0.0159745,0.00450792,0.0028284,0,0,0.00143645,0,0.0159191,0.00151164,0.0389371,0.0127409,0.0260323,0.0207649,0.00405462,0.00211663,0,0.0286182,0.114922,0.0149615,0.00966772,0.0153607,0.0110116,0.00560579,0.0149623,0.00211981,0.00153918,0.000844205,0.00419083,0.00261601,0,0,0,0,0,0,0,0,0.00346224,0.0389656,0,0,0
274,0.0031896,0.00428236,0,0,0,0,0,0,0.0078536,0.0309398,0.00680014,0.00306054,0,0,0.0048785,0,0.0144619,0.00411907,0.0351624,0.0154218,0.013556,0.00298355,0.00653947,0.00220177,0.00274011,0.0033792,0,0.00729534,0,0.0317397,0.00871093,0.0043976,0.0113798,0.00385172,0.0145496,0.0226028,0.0195748,0.00763412,0.00239721,0,0,0.00188374,0,0.0159712,0.00112747,0.0373858,0.0203655,0.0255427,0.0208332,0.00619428,0.00148551,0,0.0333232,0.106585,0.0201007,0.0134192,0.0221321,0.0123902,0.0077768,0.0143994,0.00192688,0.00124583,0.00065199,0.00443936,0.00270531,0,0,0,0,0,0,0,0,0,0.0388471,0,0,0
275,0.00254679,0.00383535,0,0,0,0,0,0,0.00777126,0.0308923,0.0063558,0.00319501,0,0,0.00462862,0,0.0143143,0.00379541,0.0354779,0.0151524,0.0136716,0.00266832,0.00646515,0.0017092,0.00268769,0.00378363,0.0058102,0.00683207,0.00808864,0.0315643,0.00804354,0.00447477,0.0113068,0.00386831,0.0139921,0.0226392,0.0198191,0.00802549,0.00190558,0,0,0.00158074,0,0.0159728,0.0011691,0.0372838,0.0213751,0.0259694,0.0203724,0.00607786,0.00156496,0,0.0331054,0.105775,0.0193554,0.0135248,0.0220751,0.0127428,0.00798133,0.0135099,0.00198914,0.00135092,0.000576861,0.0041273,0.00229796,0,0,0,0,0,0,0,0,0,0.0393014,0,0,0
276,0.00314657,0.00337403,0,0,0,0,0,0,0.00770723,0.0303758,0.00587445,0.00229178,0,0,0.00425362,0,0.0143738,0.00278373,0.0369731,0.013813,0.0134303,0.00271206,0.00462007,0.000786022,0.00205987,0.00326142,0.00515697,0.00636381,0.0067636,0.0311082,0.00794932,0.0034603,0.0112666,0.00377632,0.0144924,0.0224449,0.0161242,0.00608865,0.00292348,0,0,0.00164538,0,0.015936,0.00165057,0.0385832,0.0118307,0.0271194,0.0194198,0.00409982,0.00232067,0,0.0273848,0.113518,0.01339,0.0103695,0.0148406,0.0119125,0.00632563,0.0114773,0.00251865,0.00154172,0.000677994,0.00415016,0.00187974,0,0,0,0,0,0,0,0,0,0.0395016,0,0,0
277,0.00268168,0.00385044,0,0,0,0,0,0,0.00863974,0.0307024,0.00640407,0.00392751,0,0,0.00439889,0,0.0143508,0.00343752,0.0360573,0.0141843,0.0137594,0.00294197,0.0061257,0.00141012,0.00268495,0.00342215,0,0.00700412,0.00589247,0.0310662,0.0106961,0.00408676,0.0112922,0.0039597,0.0135073,0.0225777,0.0203067,0.008769,0.0023319,0,0,0.00224162,0,0.015869,0.00118174,0.0374476,0.0235193,0.0268563,0.0190192,0.00598151,0.0016685,0,0.0323437,0.107344,0.0176309,0.0134253,0.0218647,0.0137687,0.00819269,0.0117809,0.00219109,0.00137705,0.000548555,0.00456266,0.00178129,0,0,0,0,0,0,0,0,0,0.0396496,0,0,0
278,0.00287459,0.0039987,0,0,0,0,0,0,0.00810578,0.0307526,0.0065656,0.00462787,0,0,0.00421277,0,0.0145514,0.00327691,0.0363354,0.0144368,0.0140887,0.00235688,0.00580834,0.00123273,0.00285866,0.00322552,0.00519416,0.00612308,0.00693884,0.0311511,0.0103525,0.00385869,0.01135,0.00383778,0.012703,0.022606,0.0199741,0.0090642,0.00254255,0,0,0.00277283,0,0.0159216,0.00113174,0.0376557,0.0242559,0.0273433,0.0183195,0.00582211,0.00160498,0,0.0320165,0.107855,0.0180212,0.0134579,0.0217572,0.0141222,0.00862628,0.0115355,0.0023538,0.00120248,0.000672919,0.00498453,0.00179907,0,0,0,0,0,0,0,0,0,0.0400379,0,0,0
279,0.00306589,0.00317088,0,0,0,0,0,0,0.0100933,0.0304431,0.0061533,0.00425801,0,0,0.00441122,0,0.0147174,0.00224489,0.0382098,0.014369,0.0137223,0.00240914,0.00353524,0.000779953,0.00229329,0.00309723,0.00516413,0.00695502,0.00780685,0.0307744,0,0.00329142,0.0111249,0.00365302,0.0124584,0.0225085,0.0145857,0.00731836,0.00343917,0,0,0.00297053,0,0.0159176,0.00148634,0.0388222,0.0113029,0.0281667,0.0179153,0.00446575,0.00210421,0,0.0252535,0.115704,0.0153703,0.0112203,0.0144068,0.0128802,0.00799158,0.00946854,0.00259189,0.00137318,0.000900058,0.00478051,0.00188426,0,0,0,0,0,0,0,0,0,0.0400216,0,0,0
280,0.00234447,0.0036755,0,0,0,0,0,0,0.0110368,0.0308675,0.0060658,0.0056284,0,0,0.00445208,0,0.0147909,0.00300747,0.0374038,0.0146726,0.0140593,0.00258843,0.00501968,0.00169544,0.00282159,0.00329191,0.00540872,0.00701109,0.00787566,0.0307253,0,0.00401108,0.0111487,0.00389791,0.00989453,0.0226499,0.0185293,0.00990158,0.00297106,0,0,0.00400993,0,0.0158478,0.00101516,0.0376333,0.0235604,0.0280885,0.0172506,0.00592875,0.00153501,0,0.0310434,0.109188,0.0192811,0.013381,0.0215855,0.0146672,0.0100125,0.00911634,0.00252563,0.0010454,0.000952443,0.00503276,0.00126749,0,0,0,0,0,0,0,0,0,0.0403965,0,0,0
281,0.00432164,0.00576026,0,0,0,0,0,0,0.0115206,0.0316358,0.0065543,0.00646279,0,0,0.00482803,0,0.0132562,0.00328004,0.0375282,0.0147827,0.0142262,0.00308436,0.00515425,0.00160192,0.0026989,0.00246419,0,0.00697925,0.00811698,0.0308346,0,0.00285753,0.0121898,0.00271514,0.00853561,0.0229189,0.0178877,0.010561,0.00433208,0,0,0.00620329,0,0.0165561,0.00295888,0.0376069,0.0228205,0.0285209,0.0159477,0.00612417,0.00434192,0,0.0306461,0.10987,0.0180839,0.0135755,0.0213268,0.0149318,0.0109179,0.00758831,0.00282249,0.00360513,0.00319451,0.00797133,0.00695473,0,0,0,0,0,0,0,0,0,0.040687,0,0,0
282,0.00308312,0.00374913,0,0,0,0,0,0,0.0118901,0.0305397,0.00641381,0.00739477,0,0,0.00478493,0,0.0148548,0.00210526,0.038831,0.0140953,0.0141726,0.00439308,0.00355164,0.00180281,0.00287118,0.00312419,0,0.00653944,0.00822855,0.0305607,0,0.00358134,0.0110817,0.00386611,0.014621,0.0224812,0.014998,0.0105861,0.0041239,0,0,0.00368439,0,0.015853,0.000969606,0.0385787,0.0128462,0.031129,0.014305,0.00604117,0.00190094,0,0.0236626,0.116119,0,0.0119069,0.0131197,0.013364,0.00961306,0,0.00273043,0.000785538,0.000829225,0.00538041,0.00229553,0,0,0,0,0,0,0,0,0,0.0411547,0,0,0
283,0.00163244,0.00414496,0,0,0,0,0,0,0.0114768,0.0310051,0.00642779,0.00723678,0,0,0.00441064,0,0.0148159,0.00296639,0.0376318,0.0146649,0.0145018,0.00419391,0.00419464,0.00273839,0.00338312,0.00355521,0.00570495,0.00603816,0.00831876,0.0311504,0,0.00439557,0.0112233,0.00382773,0.00721069,0.022668,0.0161708,0.0111331,0.00249973,0,0,0.00385375,0,0.0158901,0.000802134,0.0378017,0.0197934,0.0293355,0.0133337,0.00651317,0.00124162,0,0.0302534,0.110977,0.0162725,0.0143898,0.0210748,0.0153497,0.0124742,0.00392797,0.00243692,0.0005979,0.000553499,0.00504662,0.00111864,0,0,0,0,0,0,0,0,0,0.0410429,0,0,0
284,0.00119939,0.00408474,0,0,0,0,0,0,0.0113113,0.0311186,0.00620808,0.00718477,0,0,0.00451795,0,0.0148011,0.00282458,0.0373273,0.0133159,0.0145442,0.0045485,0.00358483,0.00339571,0.00348046,0.00434752,0,0,0.00873508,0.0311316,0.0124833,0.00445759,0.0112133,0.00367911,0.00694363,0.0227662,0.0151921,0.0108246,0.00210959,0,0,0.00363135,0,0.0159423,0.000768844,0.0382181,0.0180045,0.0293616,0.012223,0.0066116,0.00114264,0,0.0300422,0.111559,0.0156931,0.014797,0.0211646,0.0157505,0.0130816,0.00344213,0.00229906,0.000691748,0.000440759,0.00468872,0.00174475,0,0,0,0,0,0,0,0,0,0.0413147,0,0,0
285,0.000898678,0.003969,0,0,0,0,0,0,0.011101,0.0311227,0.00565756,0.00744765,0,0,0.00475258,0,0.0147707,0.002634,0.0372507,0.0129518,0.014649,0.00501079,0.00322692,0.00428288,0.00366633,0.0050261,0.00579184,0,0.00834902,0.0311888,0.0124019,0.00456553,0.0111328,0.00362871,0.00683827,0.0228187,0.0143089,0.0105585,0.002318,0,0,0.00319315,0,0.0159603,0.000861955,0.0385789,0.0165848,0.0294532,0.0107231,0.0069245,0.00124551,0,0.0298656,0.111974,0.0148802,0.0148556,0.0214569,0.0158885,0.0135288,0.00475315,0.00230914,0.000784606,0.000726319,0.00430612,0.00237452,0,0,0,0,0,0,0,0,0,0.0414793,0,0,0
286,0.00314703,0.00332529,0,0,0,0,0,0,0.0108026,0.0305262,0.0055202,0.00720185,0,0,0.00537342,0,0.0147373,0.00149852,0.0383173,0.0121727,0.0146452,0.00584516,0.000977398,0.00396887,0.00372577,0.00596414,0.00549962,0,0.00787714,0.0310272,0.0110547,0.00370123,0.0111112,0.00347359,0.0167408,0.0226678,0.0111246,0.00817455,0.00403172,0,0,0.0014254,0,0.01612,0.00189479,0.0401339,0.0181146,0.0303041,0.0133781,0.00767746,0.00212056,0,0.0221165,0.119125,0.0144872,0.0110917,0.0143043,0.0112498,0.00961492,0,0.00275612,0.00115998,0.00124283,0.00397938,0.00349923,0,0,0,0,0,0,0,0,0,0.0409061,0,0,0
287,0.00215359,0.0037112,0,0,0,0,0,0,0.0123042,0.0309274,0.00547358,0.00789507,0,0,0.00492669,0,0.0146892,0.00239454,0.0367893,0.0126979,0.0149638,0.00584737,0.00297804,0.00471164,0.00331647,0.00486921,0.00552338,0,0.00799865,0.0311773,0.0128,0.00449833,0.0111814,0.0036929,0.00450694,0.0228389,0.0123565,0.00987053,0.00299936,0,0,0.00196295,0,0.0160584,0.00130586,0.0388873,0.0152021,0.0295904,0.00768948,0.00679009,0.00167569,0,0.0295245,0.112532,0.0134349,0.0136878,0.022626,0.0152266,0.0134739,0.00306964,0.00254928,0.000846191,0.00100619,0.00377616,0.00274092,0,0,0,0,0,0,0,0,0,0.0408117,0,0,0
