Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUR_B,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUR_T,RTHII,RTHIP,IMUL_R,IMUR_M,RTHIA,LTHIA,RTHI
112,0.00356663,0.00575381,0,0,0,0.0303621,0.0314915,0.0312147,0.00486235,0,0,0.0113413,0,0.0116978,0.00806062,0.0368075,0.0292488,0.0104792,0.00809566,0.0152336,0.0104735,0.00793877,0.0100976,0.0359863,0.00718876,0.0137112,0.0130637,0.0163071,0.0277284,0.0119086,0.00874063,0.00319966,0.0328748,0.0221154,0.0238267,0.00675279,0.00620301,0,0,0.0321088,0,0.0145968,0.0136075,0.0345094,0.0325557,0.0337289,0.0174951,0.00379659,0.00891387,0.0169385,0.0350541,0.0127189,0.0205206,0.0282873,0.0144728,0.00536789,0.00812203,0.00694917,0.00560244,0,0,0,0,0,0,0,0,0,0.0834162,0.0887518,0,0,0,0.0124707,0
113,0.00440245,0.00672134,0,0,0,0.0301243,0.0316738,0.0315478,0.00347417,0,0,0.0107626,0,0.0117142,0.00765848,0.0372455,0.0291034,0.0102695,0.00891275,0.0156397,0.0109614,0.00830251,0.0111413,0.0361555,0.00745819,0.0143201,0.0131918,0.0155884,0.025824,0.0115729,0.0088407,0.0032149,0.0315597,0.0222452,0.0235765,0.00629453,0.00724993,0,0,0.033017,0,0.0146251,0.0141843,0.035029,0.032015,0.033608,0.0170042,0.0044729,0.00966053,0.0166732,0.0350891,0.0126737,0.0202327,0.0263671,0.0148838,0.00548038,0.00798032,0.00800553,0.00645408,0,0,0,0,0,0,0,0,0,0.0834873,0.0884703,0,0,0,0.0142088,0
114,0.00534291,0.00778351,0,0,0,0.029886,0.0319422,0.0315171,0.00210797,0,0,0.0101835,0,0.0117947,0.00727841,0.0378473,0.028464,0.0100866,0.00975472,0.0159414,0.0114464,0.00888639,0.0121879,0.036628,0.00784086,0.014832,0.0134407,0.0149949,0.0243576,0.011247,0.0089868,0.00328886,0.0304718,0.0223695,0.023503,0.00612368,0.0083521,0,0,0.034088,0,0.01465,0.0148417,0.0353485,0.0316155,0.0336916,0.0167628,0.00524225,0.0105215,0.0164594,0.0354649,0.0127434,0.0199884,0.0244036,0.0153951,0.00559592,0.00791906,0.00923122,0.00734375,0,0,0,0,0,0,0,0,0,0.0834822,0.0886087,0,0,0,0.0158425,0
115,0.00629789,0.0088017,0,0,0,0.0297802,0.0322874,0.0309292,0.00093759,0,0,0.00956794,0,0.0119004,0.00694449,0.0387176,0.0274953,0.00985184,0.0107352,0.016083,0.0118867,0.00970973,0.0132361,0.0374127,0.00824999,0.0152778,0.0136411,0.0146998,0.0232781,0.0108892,0.00915176,0.00336029,0.029606,0.0224488,0.0235995,0.00620506,0.00951455,0,0,0.0352039,0,0.0145989,0.0155065,0.0355429,0.0313324,0.0337711,0.0168118,0.0061171,0.0113537,0.0164502,0.0356791,0.0128392,0.0197327,0.0227636,0.0158913,0.0057936,0.00820092,0.0104433,0.00824876,0,0,0,0,0,0,0,0,0,0.083628,0.088957,0,0,0,0.0173726,0
116,0.00727984,0.00983093,0,0,0,0.0301905,0.0325228,0.0303204,0.000915473,0,0,0.00869617,0,0.0119798,0.00641583,0.0398349,0.0267581,0.00962965,0.0116412,0.0162123,0.0124201,0.0106715,0.0141622,0.038291,0.00843226,0.0155184,0.0137553,0.01452,0.0232163,0.0103511,0.00923651,0.00329372,0.0289829,0.022541,0.0239214,0.00643121,0.0107359,0,0,0.0363348,0,0.0145949,0.016202,0.0357327,0.0313213,0.033737,0.0174776,0.00715315,0.012266,0.0165904,0.0357891,0.0129103,0.0194844,0.0216725,0.0164689,0.00599182,0.00838889,0.0116158,0.00916208,0,0,0,0,0,0,0,0,0,0.0839478,0.0893239,0,0,0,0.0187213,0
117,0.00825658,0.010889,0,0,0,0.03114,0.0327083,0.0297287,0.00191998,0,0,0.00771639,0,0.012065,0.00574419,0.0409225,0.0268673,0.00942051,0.0124316,0.0164223,0.0130502,0.011626,0.0148301,0.0391421,0.00831792,0.015449,0.0136402,0.0146768,0.0251706,0.00970921,0.00929615,0.00321698,0.0288305,0.0226354,0.0245387,0.00692478,0.0118807,0,0,0.0373693,0,0.0146327,0.0169326,0.0358725,0.0318275,0.0336253,0.0183162,0.00842434,0.0131781,0.0166997,0.0361925,0.0128255,0.0192257,0.0211939,0.0171355,0.00628913,0.00843646,0.0126814,0.0100585,0,0,0,0,0,0,0,0,0,0.0841612,0.0894225,0,0,0,0.0200678,0
118,0.00913942,0.0118537,0,0,0,0.0317233,0.0329991,0.0292189,0.00302978,0,0,0.0068537,0,0.0122239,0.00517987,0.0417461,0.028687,0.00917453,0.0131527,0.0167405,0.0137118,0.0124306,0.0152456,0.0396749,0.00807443,0.015278,0.0133154,0.015088,0.0283414,0.00917529,0.00948491,0.00328452,0.0289849,0.0226982,0.0250795,0.00754594,0.0128302,0,0,0.0384079,0,0.0146598,0.0177204,0.0359205,0.0323458,0.0333363,0.0191089,0.00996738,0.0140867,0.0166874,0.0363648,0.0126492,0.0190285,0.0208609,0.0178991,0.00671491,0.00858698,0.0135088,0.0107446,0,0,0,0,0,0,0,0,0,0.0841737,0.0893001,0,0,0,0.0214602,0
119,0.00988639,0.0126874,0,0,0,0.031146,0.0333282,0.0289181,0.00408702,0,0,0.00617047,0,0.0124927,0.00476183,0.0421024,0.0314364,0.00892488,0.0139186,0.0172386,0.0144483,0.0131376,0.0155522,0.039747,0.00791702,0.0151595,0.01285,0.0154688,0.0304459,0.00882764,0.00974868,0.0033819,0.0289471,0.0227558,0.0252822,0.00822182,0.0135329,0,0,0.039246,0,0.0147141,0.0183463,0.0358276,0.0324635,0.0328421,0.0198001,0.0117508,0.0148485,0.0165259,0.0361815,0.0123775,0.018847,0.0205192,0.0185733,0.00704032,0.00862012,0.014105,0.0112178,0,0,0,0,0,0,0,0,0,0.0840013,0.089051,0,0,0,0.0224752,0
120,0.0105245,0.0134105,0,0,0,0.0297369,0.0335375,0.0290489,0.00489446,0,0,0.00557422,0,0.0126926,0.00434766,0.0418894,0.0329067,0.00870674,0.0146872,0.0179722,0.0152103,0.013799,0.015758,0.0395385,0.00777143,0.0150089,0.0126748,0.015782,0.0309403,0.00852098,0.00991142,0.00340062,0.028622,0.0227953,0.0252321,0.00883907,0.0140412,0,0,0.0397899,0,0.0147654,0.0187779,0.0356001,0.0322456,0.0322169,0.0204447,0.0136398,0.0153615,0.0162294,0.0357739,0.0120352,0.018616,0.0201359,0.0191075,0.00732507,0.00852281,0.0145828,0.0115743,0,0,0,0,0,0,0,0,0,0.0836166,0.0887823,0,0,0,0.0230885,0
121,0.0110467,0.0140529,0,0,0,0.028329,0.0336433,0.0288446,0.00554841,0,0,0.00513047,0,0.0127988,0.00395911,0.0413503,0.0333989,0.00851946,0.0154165,0.0189451,0.0158446,0.0143421,0.0159804,0.0392259,0.0076368,0.0148193,0.0126786,0.0160343,0.0311511,0.00817693,0.0099443,0.00335548,0.0281832,0.0227851,0.0250612,0.00930865,0.0143929,0,0,0.0402166,0,0.0147721,0.0190775,0.0353653,0.031924,0.0315462,0.0210055,0.0155605,0.0156755,0.0159627,0.0352943,0.0116477,0.0183765,0.0197771,0.0194287,0.00758695,0.00852552,0.0150618,0.0118198,0,0,0,0,0,0,0,0,0,0.0831458,0.0885057,0,0,0,0.0236524,0
122,0.0114248,0.014593,0,0,0,0.0275272,0.0336859,0.0283604,0.00608485,0,0,0.00494831,0,0.0128323,0.00362905,0.040555,0.0343625,0.00842668,0.0161933,0.0200912,0.0162744,0.0147984,0.0163165,0.0388528,0.00758827,0.0145851,0.0126712,0.0162564,0.0318733,0.00783297,0.00994006,0.00331396,0.0278386,0.0227471,0.0249663,0.00964268,0.0145875,0,0,0.0405728,0,0.0147434,0.0192791,0.0350694,0.0317265,0.0309593,0.021576,0.0173873,0.0158007,0.0157009,0.0351239,0.0112143,0.0180778,0.0196322,0.0195414,0.00775007,0.00864956,0.0155073,0.0119674,0,0,0,0,0,0,0,0,0,0.082649,0.0881143,0,0,0,0.0244374,0
123,0.0118084,0.0151537,0,0,0,0.0275183,0.033848,0.0286948,0.00677466,0,0,0.00505123,0,0.0128723,0.00339515,0.0395831,0.0359827,0.00843266,0.0169223,0.0214177,0.0167003,0.0150736,0.0167204,0.0384126,0.00751429,0.0143471,0.0127125,0.0163427,0.0328054,0.00758788,0.0101327,0.00335073,0.0277826,0.0227782,0.0250742,0.00986864,0.0146639,0,0,0.0409074,0,0.0147442,0.0194826,0.0347355,0.0318332,0.0303629,0.02229,0.0190635,0.0157959,0.0155866,0.0349025,0.0108388,0.0179029,0.0199485,0.0195888,0.00782022,0.00869758,0.0159184,0.0121161,0,0,0,0,0,0,0,0,0,0.0822458,0.087719,0,0,0,0.0254199,0
124,0.0120455,0.0155265,0,0,0,0.0276535,0.0340652,0.0296424,0.0077122,0,0,0.00528571,0,0.0129327,0.00338585,0.0385946,0.0380274,0.00857607,0.0175811,0.0225766,0.0171727,0.0153116,0.0171829,0.0379388,0.00737837,0.0141742,0.0128335,0.0163721,0.0341674,0.00745068,0.0103624,0.0033661,0.0278023,0.0228455,0.0252348,0.00987766,0.014563,0,0,0.0412845,0,0.0147371,0.0197428,0.0343848,0.0319092,0.0298262,0.0229234,0.0203301,0.0155004,0.0155747,0.0346237,0.0105631,0.0177743,0.0204013,0.0196558,0.00785588,0.00871903,0.0160871,0.0122448,0,0,0,0,0,0,0,0,0,0.0820496,0.0874025,0,0,0,0.0257153,0
125,0.0118302,0.0154731,0,0,0,0.0273996,0.0341714,0.0309992,0.00827442,0,0,0.00547956,0,0.0129577,0.00345151,0.0376434,0.0422169,0.00856944,0.0197943,0.0229976,0.0172182,0.0168061,0.0187118,0.037446,0.00808338,0.0149321,0.0127927,0.0167698,0.0368473,0.00726927,0.0103856,0.00338854,0.0278095,0.0229205,0.0253414,0.00979051,0.0141459,0,0,0.0415434,0,0.0147348,0.0199264,0.0341703,0.031917,0.0293145,0.0234622,0.0210132,0.0149147,0.0155236,0.0343077,0.0102891,0.0176185,0.0208393,0.0196348,0.0078596,0.00877891,0.0158302,0.0120504,0,0,0,0,0,0,0,0,0,0.081881,0.0870827,0,0,0,0,0
126,0.0116774,0.0155478,0,0,0,0.0269031,0.0342915,0.0308025,0.00948051,0,0,0.00576561,0,0.0129593,0.00348931,0.0369412,0.0438751,0.00868824,0.0197036,0.0237209,0.0172365,0.0167198,0.0184744,0.0368854,0.00763372,0.0146183,0.0130132,0.0166709,0.0389107,0.00702995,0.0103842,0.00348282,0.0278441,0.0229731,0.0254672,0.00981524,0.0138902,0,0,0.0420735,0,0.0147081,0.0201312,0.0341242,0.0318971,0.0288313,0.0239622,0.0218819,0.0145237,0.0154221,0.0340151,0.00986712,0.017463,0.0212327,0.0197966,0.0079788,0.00889363,0.0157556,0.0119354,0,0,0,0,0,0,0,0,0,0.0817716,0.0867864,0,0,0,0,0
127,0.0115122,0.0155857,0,0,0,0.0268486,0.0344771,0.0305243,0.0104399,0,0,0.00597655,0,0.0129821,0.003533,0.0364259,0.0448461,0.00888367,0.0192228,0.0244022,0.0172252,0.0165754,0.018296,0.0362364,0.00704315,0.0141857,0.0132546,0.0165133,0.041276,0.00688308,0.0105058,0.0035908,0.0279127,0.0229969,0.0255101,0.00989763,0.0135543,0,0,0.0426253,0,0.0146613,0.0203771,0.0341226,0.0318554,0.0283445,0.0245096,0.022635,0.0142219,0.0153302,0.0337751,0.00936364,0.0173407,0.0215224,0.0200271,0.00806276,0.00895465,0.0157065,0.0117472,0,0,0,0,0,0,0,0,0,0.0815785,0.0866095,0,0,0,0,0
128,0.0113359,0.0155609,0,0,0,0.0274106,0.0346254,0.0302565,0.0110891,0,0,0.00624217,0,0.0130412,0.00357028,0.0360973,0.0451426,0.00916518,0.0184328,0.0248796,0.0172225,0.0166655,0.0180554,0.0355558,0.00644359,0.0137312,0.0134835,0.0163143,0.0438345,0.00681311,0.010566,0.00364834,0.02798,0.0230747,0.0255091,0.0100853,0.0131986,0,0,0.0430316,0,0.0146821,0.0205765,0.0341204,0.0318961,0.027801,0.0250742,0.0233748,0.0139841,0.0152613,0.0335771,0.0089387,0.017186,0.0218009,0.0201558,0.00806438,0.00892399,0.0156792,0.0115234,0,0,0,0,0,0,0,0,0,0.0812813,0.0864708,0,0,0,0,0
129,0.0111961,0.0155695,0,0,0,0.0281357,0.0346953,0.0294047,0.011907,0,0,0.0065587,0,0.0130876,0.00357948,0.0360544,0.0440224,0.00957723,0.0163475,0.0253715,0.0172288,0.0164038,0.0168832,0.0349285,0.00542735,0.0129215,0.0136958,0.0158891,0.046095,0.00674107,0.0105407,0.00373364,0.0279736,0.0231766,0.0255084,0.0103795,0.0129362,0,0,0.0433651,0,0.0147341,0.0207101,0.0341381,0.0319681,0.0271544,0.0255623,0.0242395,0.0138712,0.0152187,0.033193,0.00870148,0.016991,0.0222551,0.0202971,0.00802054,0.00873048,0.0157268,0.0113154,0,0,0,0,0,0,0,0,0,0.0809346,0.0863457,0,0,0,0.0240541,0
130,0.0110062,0.0155865,0,0,0,0.0291731,0.0346957,0.0292891,0.0126428,0,0,0.00675605,0,0.0130601,0.00357423,0.0361371,0.0439797,0.00990648,0.0151975,0.0253356,0.0172213,0.0163979,0.0163172,0.0342665,0.00481762,0.0127175,0.0136987,0.0158385,0.0481388,0.0066394,0.0105295,0.00379564,0.0279557,0.0232253,0.0253952,0.0107112,0.0126136,0,0,0.0435285,0,0.0147625,0.0207558,0.0343797,0.0319839,0.0265611,0.0259292,0.0248006,0.0136575,0.0151249,0.0328699,0.00820446,0.0168377,0.0226292,0.0203319,0.00801492,0.00867383,0.0157658,0.011051,0,0,0,0,0,0,0,0,0,0.0807186,0.0861218,0,0,0,0.0229348,0
131,0.010844,0.0156226,0,0,0,0.0308541,0.0347824,0.0290929,0.0133162,0,0,0.00694722,0,0.0131103,0.00360697,0.0362681,0.0433771,0.0102718,0.0136745,0.0251943,0.0172515,0.0157294,0.0157298,0.0336563,0.00407886,0.0125435,0.0136821,0.0158793,0.049463,0.00660643,0.0106251,0.00386359,0.0280728,0.0232849,0.025473,0.0110346,0.0122696,0,0,0.0434861,0,0.0147773,0.0206208,0.0346008,0.0323495,0.0259846,0.0265093,0.0251395,0.013474,0.0151225,0.0326617,0.00790589,0.0168161,0.0231744,0.0202755,0.00796185,0.00855833,0.0158281,0.0108374,0,0,0,0,0,0,0,0,0,0.0804336,0.0859725,0,0,0,0.021719,0
132,0.0106837,0.0156257,0,0,0,0.0325672,0.0348281,0.0288583,0.0138935,0,0,0.00712769,0,0.0131616,0.00361537,0.036385,0.042343,0.010552,0.0116885,0.0249662,0.0173555,0.0147276,0.0150088,0.0330422,0.00345861,0.0122398,0.0136352,0.0160211,0.0510322,0.0066559,0.0106629,0.0039024,0.0282015,0.0232857,0.0255677,0.0112423,0.011978,0,0,0.0434412,0,0.0147567,0.0207032,0.0347098,0.0327066,0.0254884,0.0272476,0.0251513,0.0132984,0.0151246,0.032564,0.00780188,0.016801,0.0236899,0.0202818,0.00795547,0.00837323,0.0158744,0.0106385,0,0,0,0,0,0,0,0,0,0.0800781,0.08598,0,0,0,0.0208691,0
133,0.0105974,0.015679,0,0,0,0.0347651,0.0348304,0.0288221,0.0143873,0,0,0.00726248,0,0.0131678,0.00350631,0.0364961,0.0411328,0.0107769,0.00948517,0.0245925,0.0173822,0.0138338,0.0143057,0.0323419,0.00313325,0.0114638,0.0134093,0.0161639,0.0523997,0.006585,0.0106385,0.00390107,0.0283354,0.0232742,0.0256287,0.0113443,0.0117852,0,0,0.0435138,0,0.0147419,0.0207363,0.0348168,0.0329073,0.0250531,0.0278738,0.0251152,0.0132362,0.015155,0.032301,0.00743717,0.0168119,0.0240958,0.0204034,0.00790806,0.00838998,0.0159486,0.0104505,0,0,0,0,0,0,0,0,0,0.0797079,0.0860328,0,0,0,0.0189543,0
134,0.0107285,0.0158114,0,0,0,0.036513,0.0349844,0.0286819,0.0149629,0,0,0.00756891,0,0.0132414,0.00345082,0.0366769,0.0395424,0.0111956,0.00737516,0.024197,0.0176046,0.0130262,0.0137639,0.0316355,0.00405634,0.0100805,0.0134201,0.0160359,0.0522452,0.00665008,0.0107436,0.00400362,0.0284974,0.023346,0.025756,0.0114559,0.0117777,0,0,0.0435406,0,0.0147542,0.0205898,0.0348133,0.0331893,0.0246897,0.0280171,0.0253405,0.0132112,0.0152921,0.0320543,0.00714609,0.0169407,0.0247041,0.0205817,0.0077851,0.00843945,0.0160718,0.0104707,0,0,0,0,0,0,0,0,0,0.0792737,0.0859928,0,0,0,0.0166157,0
135,0.0112014,0.0161745,0,0,0,0.0369921,0.0351734,0.0283141,0.0158513,0,0,0.00812679,0,0.0132635,0.00343036,0.0370241,0.038365,0.0119929,0.00953352,0.0245115,0.018113,0.0131611,0.0147389,0.031107,0.0081249,0.00825466,0.0143437,0.0154684,0.0496635,0.00682829,0.0108543,0.00417542,0.0285703,0.023406,0.0258531,0.0116945,0.0122089,0,0,0.0440178,0,0.014733,0.020873,0.0345511,0.0335728,0.024345,0.028256,0.0257137,0.0134212,0.0155602,0.0317765,0.00703442,0.0171814,0.0254668,0.0209506,0.00796042,0.00851139,0.0164312,0.0109068,0,0,0,0,0,0,0,0,0,0.0788726,0.0856685,0,0,0,0.0165658,0
136,0.0116616,0.0165667,0,0,0,0.0361555,0.0353732,0.0279896,0.0168107,0,0,0.00875039,0,0.0133512,0.0034625,0.0372402,0.0378568,0.0126773,0.0158403,0.0247812,0.0186506,0.0152674,0.0173138,0.0307991,0.0125197,0.00878846,0.0154246,0.0148527,0.046348,0.00707938,0.0110385,0.00428449,0.0285867,0.023487,0.0260091,0.011912,0.012704,0,0,0.0446783,0,0.014763,0.0212877,0.0342801,0.0340436,0.0239347,0.0285217,0.0258749,0.013744,0.0158329,0.0315194,0.00707448,0.0173769,0.0259955,0.0213474,0.00825098,0.00866087,0.016823,0.0114342,0,0,0,0,0,0,0,0,0,0.0785094,0.0852736,0,0,0,0.0198556,0
137,0.0119944,0.0169779,0,0,0,0.0343536,0.0355835,0.0270356,0.0174542,0,0,0.00947176,0,0.0134492,0.00353605,0.0371795,0.0369391,0.0130918,0.0203319,0.0249653,0.0190697,0.0174638,0.0192894,0.0304688,0.0154716,0.0114455,0.0162736,0.0141203,0.0430614,0.00737292,0.0111946,0.00444263,0.0286858,0.0235601,0.0260886,0.0120921,0.0131144,0,0,0.0454851,0,0.0147919,0.0217538,0.0341644,0.0342278,0.0235976,0.0286015,0.0258688,0.0141175,0.0157455,0.0314898,0.00669121,0.017235,0.0261553,0.0217981,0.0084877,0.00883288,0.0172493,0.0118762,0,0,0,0,0,0,0,0,0,0.0782278,0.0857686,0,0,0,0.0217558,0
138,0.0123495,0.0173123,0,0,0,0.0321208,0.0357808,0.0256984,0.0180648,0,0,0.0101095,0,0.0135177,0.00365504,0.0369658,0.0350723,0.0134519,0.0238426,0.0250396,0.019517,0.0197837,0.021649,0.0300163,0.0181103,0.0144872,0.0169835,0.0132625,0.0393309,0.00767768,0.0113406,0.00459963,0.0287484,0.0235439,0.0260354,0.0121559,0.0134221,0,0,0.0462166,0,0.0147501,0.0221604,0.0342096,0.0343984,0.0232902,0.0289759,0.0259613,0.014484,0.0156333,0.0313189,0.00642467,0.0170964,0.026237,0.0222515,0.00858701,0.00878837,0.0175546,0.012034,0,0,0,0,0,0,0,0,0,0.0779499,0.0861557,0,0,0,0,0
139,0.012436,0.017315,0,0,0,0.0296891,0.0359298,0.0245015,0.0181813,0,0,0.0106866,0,0.0135164,0.00370836,0.0367016,0.0335408,0.0135512,0.026319,0.0250476,0.0198501,0.0218771,0.0244295,0.0295573,0.0205313,0.0174716,0.0177115,0.0124447,0.0353289,0.0079818,0.0114825,0.00472249,0.0286021,0.0235062,0.0257189,0.0121642,0.013507,0,0,0.0468497,0,0.014684,0.0224328,0.0342637,0.0344651,0.0229958,0.0292559,0.0259601,0.0145471,0.0155436,0.0309767,0.00635857,0.0169373,0.0264062,0.0225636,0.00871441,0.0088064,0.0175025,0.01204,0,0,0,0,0,0,0,0,0,0.077691,0.0862694,0,0,0,0,0
140,0.0123107,0.0171344,0,0,0,0.0281027,0.036012,0.0240066,0.018243,0,0,0.011104,0,0.0134482,0.00369737,0.036362,0.032483,0.0136038,0.0281132,0.0249471,0.0199618,0.0240172,0.0259771,0.029098,0.0222189,0.0198798,0.0182813,0.0118928,0.032067,0.00820308,0.011557,0.00479074,0.0284537,0.0234838,0.0254652,0.0121399,0.0134805,0,0,0.0474136,0,0.0146175,0.0225883,0.0342641,0.0343699,0.0227427,0.0294387,0.0259375,0.0144703,0.0155153,0.0307492,0.00645463,0.0168409,0.0265488,0.0227474,0.00882694,0.00893897,0.017276,0.0118964,0,0,0,0,0,0,0,0,0,0.0773361,0.0862674,0,0,0,0,0
141,0.0120584,0.0169121,0,0,0,0.0276478,0.0360973,0.0243606,0.0182854,0,0,0.0113921,0,0.0133905,0.00369674,0.0361131,0.0321873,0.0136927,0.029258,0.0247584,0.0198292,0.0255539,0.0261391,0.0287034,0.0233228,0.0213806,0.0186942,0.0117067,0.0297812,0.00835676,0.0116103,0.0048545,0.0283579,0.0234988,0.0252782,0.0121616,0.0134354,0,0,0.0479549,0,0.0145805,0.0227496,0.0342446,0.0342598,0.0224331,0.0296813,0.0260466,0.0143825,0.0155147,0.0306371,0.00638399,0.0167985,0.0266376,0.0229944,0.00887961,0.00901305,0.0170149,0.0117781,0,0,0,0,0,0,0,0,0,0.0769261,0.0862821,0,0,0,0,0
142,0.0117076,0.0165572,0,0,0,0.028518,0.0361636,0.0255703,0.0183098,0,0,0.0115387,0,0.0133504,0.00370457,0.0360952,0.0326504,0.0137357,0.0298316,0.024462,0.0195027,0.0261658,0.0255715,0.0283703,0.0237532,0.022149,0.0185024,0.011916,0.02903,0.00843037,0.0116261,0.00487969,0.0283748,0.0235408,0.0252089,0.0122006,0.0132655,0,0,0.0484148,0,0.0145863,0.0228165,0.034297,0.034253,0.0221002,0.0298927,0.0261403,0.0142614,0.0154564,0.0303848,0.00617586,0.0166911,0.0269056,0.0232042,0.00879017,0.00902407,0.0166259,0.0116129,0,0,0,0,0,0,0,0,0,0.0765309,0.0863678,0,0,0,0,0
143,0.0113149,0.016111,0,0,0,0.0304178,0.0361612,0.0271733,0.0182366,0,0,0.0117202,0,0.013221,0.00371033,0.0363905,0.0335476,0.0137208,0.0298135,0.024354,0.0192291,0.0255773,0.0252383,0.028091,0.0235529,0.0223152,0.0181926,0.0124327,0.0297712,0.00854836,0.0116181,0.00495689,0.0283932,0.0235128,0.0252011,0.0122168,0.0129173,0,0,0.0487395,0,0.0145349,0.0228679,0.034391,0.0342653,0.0218198,0.0301269,0.0261367,0.0140268,0.0154132,0.0300583,0.00593819,0.0165574,0.0272125,0.0233307,0.00884715,0.00908777,0.016154,0.0111084,0,0,0,0,0,0,0,0,0,0.0760888,0.0863937,0,0,0,0,0
144,0.0132987,0.0169968,0,0,0,0.0353863,0.0364874,0.0311072,0.0200209,0,0,0.0135308,0,0.0133387,0.00383087,0.0364364,0.0369134,0.0144866,0.0286246,0.0193494,0.0227286,0.0260645,0.025777,0.0243105,0.0221455,0.0202527,0.017591,0.0141023,0.0350555,0.00962247,0.0120151,0.00533809,0.0306,0.0234688,0.0287052,0.00586146,0.0136676,0,0,0.048862,0,0.0144631,0.0230322,0.0389668,0.0399748,0.010367,0.0419409,0.023777,0.0140489,0.0351548,0.0423501,0.019578,0.0351539,0.0265337,0.0240187,0.00934544,0.00914157,0.0174809,0.0129233,0,0,0,0,0,0,0,0,0,0.0741812,0.102343,0,0,0.0783358,0,0.0951025
145,0.0128098,0.0164259,0,0,0,0.0378646,0.0364678,0.0330291,0.0194924,0,0,0.0134428,0,0.0132605,0.00378572,0.0372339,0.0378284,0.0142149,0.027213,0.0186437,0.0225133,0.0246084,0.0246968,0.024278,0.0211118,0.0195419,0.0167826,0.014975,0.0370879,0.00977698,0.0120066,0.00535656,0.0294837,0.0234175,0.027495,0.00571454,0.013298,0,0,0.0487518,0,0.0143842,0.0226835,0.0393905,0.0377046,0.0101896,0.0417065,0.0232082,0.0137017,0.034836,0.0425492,0.0196674,0.0347674,0.0249587,0.0238771,0.00929328,0.00930924,0.0169593,0.0124891,0,0,0,0,0,0,0,0,0,0.0742791,0.101892,0,0,0.0789886,0,0.0951904
146,0.0123053,0.0157911,0,0,0,0.0405361,0.0363958,0.0345177,0.0188083,0,0,0.0133233,0,0.0131629,0.00374708,0.0380938,0.0386321,0.0138251,0.0253028,0.0179952,0.0220279,0.0227294,0.0228473,0.0244868,0.0198297,0.0191108,0.0161576,0.0160111,0.0398077,0.00980366,0.011935,0.00535734,0.0282822,0.0233964,0.0263304,0.00552549,0.012975,0,0,0.0485807,0,0.0143649,0.0224654,0.0397811,0.0358522,0.0101263,0.041533,0.0224651,0.0134503,0.034918,0.0428703,0.0198805,0.0345739,0.0237157,0.0236492,0.00915796,0.0094254,0.0162996,0.0121473,0,0,0,0,0,0,0,0,0,0.0743334,0.102209,0,0,0.079563,0,0.0950819
147,0.0117483,0.0151076,0,0,0,0.0431559,0.0362693,0.0360381,0.0179402,0,0,0.0131358,0,0.0130339,0.00379832,0.038863,0.0397314,0.0132681,0.0227354,0.0169808,0.0215237,0.0201263,0.0203935,0.0250311,0.0184009,0.0186897,0.0157241,0.0173772,0.0426266,0.00978192,0.0118316,0.00530581,0.0273004,0.0234335,0.0253149,0.00526033,0.0125587,0,0,0.0481472,0,0.0144275,0.0220787,0.0400989,0.0343143,0.01024,0.0412591,0.0214728,0.0132104,0.0348685,0.0430938,0.0200472,0.0343615,0.0228385,0.0232987,0.00884729,0.00931419,0.0156295,0.0115005,0,0,0,0,0,0,0,0,0,0.0744515,0.102505,0,0,0.0795981,0,0.0949185
148,0.00904459,0.0124155,0,0,0,0.0370788,0.0357706,0.035596,0.0146527,0,0,0.0116689,0,0.0126077,0.00454051,0.0373751,0.0442617,0.0113309,0.00590824,0.0108674,0.0190592,0.0124977,0.0112091,0.0269948,0.00931593,0.0145563,0.0145366,0.0245398,0.0447407,0.00928188,0.0114214,0.00497062,0.0272735,0.0232487,0.0255538,0.0048971,0.0102971,0,0,0.0453228,0,0.0143701,0.0200762,0.0410988,0.0338587,0.0108428,0.040654,0.0165548,0.0117085,0.0339958,0.0428111,0.0196238,0.0335989,0.0225898,0.0217554,0.00810388,0.009078,0.0130316,0.00877731,0,0,0,0,0,0,0,0,0,0.0746299,0.102853,0,0,0.0793073,0.00992699,0.0948685
