Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,RTHII,x75,x76
196,0.00947099,0.00330422,0,0,0,0,0,0,0,0.033496,0.00879796,0.00873994,0,0,0.0127388,0,0.0141672,0.00560812,0.0417761,0.0063678,0.011164,0.0055443,0.00342577,0.00997596,0.00680691,0.015102,0.00973375,0.0431133,0.00746811,0.00652764,0.00714462,0.0343937,0.0093401,0.0107017,0.0139722,0.00430193,0.0155473,0.0219213,0.00571185,0.00323424,0.00922144,0,0,0.00238994,0,0.0156019,0.000946624,0.0386054,0.00560023,0.0206193,0.00871323,0.00507023,0.00775435,0.00591032,0.0246922,0.00508563,0.00616889,0.0331452,0.00581802,0.00556309,0.0186733,0.00472301,0.00150378,0.000755572,0.00262435,0.00953046,0,0,0,0,0,0,0,0,0.00781833,0,0
197,0.00943673,0.00349859,0,0,0,0,0,0,0,0.0334647,0.0076298,0.00890495,0,0,0.0127967,0,0.0141431,0.00585068,0.0419915,0.00547991,0.0115665,0.00492863,0.0033431,0.00993352,0.00687516,0.014778,0.0105941,0.0441836,0.00795041,0.007471,0.00799967,0.0358254,0.00900567,0.0108069,0.0139251,0.00436755,0.016091,0.0218833,0.00571036,0.00374451,0.00920023,0,0,0.00195757,0,0.0155634,0.000931528,0.0390257,0.00668139,0.0206865,0.0083958,0.00421185,0.0077659,0.00574324,0.024505,0.00528886,0.00627779,0.0330737,0.00575395,0.00556205,0.0193679,0.00470898,0.00150824,0.000612001,0.00284754,0.00947928,0,0,0,0,0,0,0,0,0.00775532,0,0
198,0.00923439,0.00378369,0,0,0,0,0,0,0,0.0334425,0.0071827,0.00910717,0,0,0.0127451,0,0.0142065,0.00617407,0.0426434,0.00584926,0.0122594,0.00440075,0.0035965,0.00960275,0.00761233,0.0137939,0.0113363,0.0452191,0.00885472,0.00865076,0.00950108,0.0370757,0.0100463,0.0109147,0.0137872,0.00442775,0.0166642,0.0218075,0.00610645,0.00443571,0.00893958,0,0,0.00168042,0,0.0155184,0.001039,0.0395358,0.00794593,0.0206986,0.00829814,0.00321082,0.00765352,0.00555242,0.0243171,0.00557879,0.00638143,0.0329064,0.00572708,0.0056036,0.0199863,0.00468313,0.00142951,0.000524714,0.00319643,0.00924753,0,0,0,0,0,0,0,0,0.00771799,0,0
199,0.00885796,0.00421016,0,0,0,0,0,0,0,0.0333338,0.00711104,0.0093589,0,0,0.012542,0,0.0141763,0.00650998,0.0433972,0.00625264,0.0133646,0.00439294,0.00486185,0.00928479,0.00879892,0.0258135,0.0119672,0.0460894,0.00980681,0.00955344,0.0112206,0.0383739,0.0100097,0.0109711,0.0136855,0.00438993,0.0169554,0.0216609,0.00695572,0.00527624,0.00854226,0,0,0.00155206,0,0.0154345,0.000950901,0.0400603,0.00945482,0.0206863,0.00845216,0.00207776,0.00738944,0.00541671,0.0241995,0.00610044,0.00663296,0.0326694,0.0056357,0.00575457,0.0203694,0.00452265,0.00134184,0.000421746,0.00367588,0.00878446,0,0,0,0,0,0,0,0,0.00785387,0,0
200,0.0085085,0.00444905,0,0,0,0,0,0,0,0.0332108,0.00717439,0.00941543,0,0,0.0122891,0,0.0140931,0.00666047,0.0439352,0.00641897,0.014193,0.00448943,0.00594002,0.00914217,0.00963108,0.0319061,0.0121411,0.0465448,0.0108234,0.0102767,0.0124687,0.0394504,0.0101559,0.0109745,0.013634,0.00422964,0.0165936,0.021576,0.00726143,0.00575107,0.00824991,0,0,0.00149333,0,0.0154019,0.00107618,0.0403364,0.0105922,0.0206322,0.00852843,0.00152776,0.00723079,0.00517062,0.0240318,0.0062222,0.00674485,0.032345,0.00551885,0.00586229,0.0200253,0.00438265,0.00132191,0.000456101,0.00404648,0.00836777,0,0,0,0,0,0,0,0,0.00776952,0,0
201,0.00767073,0.00398604,0,0,0,0,0,0,0,0.0331733,0.00839905,0.00937164,0,0,0.0100461,0,0.0144002,0.00558558,0.0441999,0.00804315,0.0147676,0.00473654,0.00662678,0.00735424,0.00987168,0.0304456,0.0115849,0.0467818,0.0114992,0.0104346,0.0130217,0.0400267,0.0103223,0.00913388,0.013473,0.00339358,0.0159207,0.0218128,0.00732721,0.00602077,0.00813255,0,0,0.00677979,0,0.0157497,0.00298123,0.0405356,0.0116571,0.0205417,0.00850022,0.00137756,0.00709989,0.00507264,0.0238599,0.00607526,0.00668936,0.0318896,0.00538478,0.00591717,0.0193147,0.00599416,0.0024173,0.0017778,0.00455541,0.00802194,0,0,0,0,0,0,0,0,0.00754417,0,0
202,0.00746716,0.00407068,0,0,0,0,0,0,0,0.0330873,0.00841612,0.00950706,0,0,0.0101046,0,0.0142955,0.0056101,0.0441372,0.0106649,0.0149929,0.00525345,0.00709561,0.00765438,0.00972952,0.0294417,0.0114869,0.0469822,0.0116621,0.0107513,0.0129536,0.0399965,0.00977569,0.00935197,0.0134725,0.00326261,0.0152188,0.0218058,0.00737549,0.00635181,0.00784261,0,0,0.00612634,0,0.0157307,0.00276695,0.0407118,0.0126804,0.020361,0.0084076,0.00157063,0.00701272,0.00512143,0.0236005,0.00593302,0.0066893,0.031391,0.00532131,0.00603328,0.0184105,0.00565645,0.00211266,0.00146452,0.00468778,0.00779846,0,0,0,0,0,0,0,0,0.00722249,0,0
203,0.00737336,0.0041351,0,0,0,0,0,0,0,0.0329637,0.00737133,0.00988387,0,0,0.0102637,0,0.0142041,0.00561206,0.0437744,0.0128662,0.0150312,0.00550708,0.00710118,0.0079852,0.00953825,0.0297965,0.0135778,0.0471836,0.011499,0.0105419,0.0128058,0.0399373,0.00883913,0.00953352,0.0134528,0.00327572,0.0148313,0.0217365,0.00750255,0.00675883,0.00777308,0,0,0.00549185,0,0.0156267,0.00230499,0.0408442,0.013695,0.0201463,0.00832226,0.00187727,0.00694749,0.00491614,0.0233365,0.00583133,0.00673133,0.0309255,0.00530418,0.00621721,0.0174382,0.00535578,0.00174177,0.00121626,0.00475552,0.00771135,0,0,0,0,0,0,0,0,0.00690545,0,0
204,0.00735885,0.00411696,0,0,0,0,0,0,0,0.0327314,0.00575836,0.0101559,0,0,0.0104471,0,0.0141609,0.00569325,0.0433388,0.0124162,0.0150495,0.00530707,0.00665578,0.00817208,0.00927974,0.031256,0.015439,0.0472525,0.0110615,0.0103447,0.0123731,0.039668,0.00899688,0.00976684,0.0133909,0.00331909,0.014351,0.0216523,0.00795156,0.00717853,0.00782521,0,0,0.00473487,0,0.0155517,0.00189726,0.0410163,0.0147601,0.019821,0.00826179,0.00212055,0.00692106,0.00474673,0.0231616,0.0056692,0.00685376,0.0304472,0.00527321,0.00651816,0.0166687,0.00508499,0.00158749,0.00104516,0.00472733,0.00766423,0,0,0,0,0,0,0,0,0.00663461,0,0
205,0.00722519,0.00417395,0,0,0,0,0,0,0,0.0325845,0.00502638,0.0095476,0,0,0.0103995,0,0.0141038,0.00582256,0.0429244,0.00951065,0.0156457,0.00554888,0.00648978,0.00825084,0.00913578,0.0336014,0.00667704,0.0471765,0.00980663,0.0095682,0.0113114,0.0387564,0.0102067,0.00988549,0.0133532,0.00320971,0.0136933,0.0215433,0.00825252,0.00736329,0.00781106,0,0,0.00425694,0,0.0155153,0.00183277,0.0413304,0.0156462,0.0192965,0.00821634,0.00230924,0.00673328,0.00455435,0.0231354,0.00530571,0.00691836,0.0298277,0.00520867,0.00690619,0.0161446,0.00486345,0.00156425,0.000928676,0.0046399,0.00758337,0,0,0,0,0,0,0,0,0.00641311,0,0
206,0.00719957,0.00414021,0,0,0,0,0,0,0,0.0325033,0.00660454,0.00901082,0,0,0.0104822,0,0.0139998,0.00566341,0.0428195,0.00864146,0.0157197,0.00816379,0.00621404,0.00864732,0.00863155,0.0367523,0,0.0461501,0.00952289,0.00946685,0.0105504,0.0380096,0.0140825,0.00999803,0.0133448,0.0034022,0.0127798,0.0214943,0.00849112,0.00727207,0.00789531,0,0,0.00384281,0,0.0155126,0.00192493,0.0414623,0.0163872,0.0187771,0.00812919,0.00268267,0.0067432,0.00458132,0.0230704,0.00495343,0.0069846,0.0292319,0.00522624,0.00733477,0.01554,0.00480136,0.00156797,0.000802927,0.00442961,0.00760227,0,0,0,0,0,0,0,0,0.00619525,0,0
207,0.00577467,0.00510088,0,0,0,0,0,0,0,0.032052,0.0124306,0.00697462,0,0,0.00957713,0,0.0140474,0.00631576,0.040535,0.0159272,0.0190041,0.0155461,0.00844531,0.008162,0.0136874,0.0246521,0.0924441,0.0464779,0.0130413,0.0124861,0.0123791,0.0399385,0.0165615,0.00988582,0.0130937,0.0032888,0.0117174,0.0210805,0.00872009,0.00778174,0.00594951,0,0,0.00604317,0,0.01546,0.00373152,0.0420109,0.0168481,0.0178621,0.00836771,0.00306039,0.00527491,0.00452848,0.0233591,0.00462155,0.0068779,0.0281369,0.00503264,0.00741038,0.0146899,0.00502141,0.00196815,0.00106146,0.00485122,0.00601285,0,0,0,0,0,0,0,0,0.00634239,0,0
208,0.0058632,0.00477801,0,0,0,0,0,0,0,0.0320391,0.0147682,0.0075722,0,0,0.00942169,0,0.0139646,0.00605234,0.0398402,0.0190692,0.0178095,0.0180109,0.00751138,0.00864831,0.0151572,0.026298,0,0.0441141,0.0157561,0.0156538,0.0140388,0.0413492,0.021043,0.0100009,0.0131256,0.0033058,0.0109825,0.021073,0.0091992,0.00802768,0.00629455,0,0,0.0055394,0,0.0154409,0.00355554,0.0421776,0.0171696,0.0175661,0.00790087,0.00293502,0.00543817,0.00427238,0.0229599,0.00456729,0.00685907,0.0278607,0.00523986,0.0075893,0.0140858,0.00505694,0.00192853,0.00103256,0.00453532,0.00632854,0,0,0,0,0,0,0,0,0.00592964,0,0
209,0.00564411,0.00477197,0,0,0,0,0,0,0,0.0318847,0.0150332,0.00760825,0,0,0.00909118,0,0.0138932,0.00603798,0.0402676,0.0204108,0.0178481,0.0169783,0.00733435,0.00887544,0.0148264,0.0256408,0.0173547,0.0429354,0.0162393,0.0164855,0.0143741,0.0412673,0.0233601,0.0100425,0.0130891,0.00323031,0.0103423,0.020901,0.00957203,0.00818481,0.00601508,0,0,0.00637594,0,0.0154627,0.00419159,0.0422279,0.0171907,0.0171836,0.00757979,0.00291716,0.00491085,0.00431148,0.022765,0.00414765,0.00667243,0.0273294,0.00526781,0.00741307,0.0133438,0.00538058,0.00202013,0.00136243,0.00442627,0.00616081,0,0,0,0,0,0,0,0,0.00569265,0,0
210,0.00551342,0.00454536,0,0,0,0,0,0,0,0.031751,0.0167103,0.00823986,0,0,0.00886901,0,0.0138816,0.0059118,0.0407279,0.0219132,0.0173707,0.016871,0.00731761,0.00915695,0.0135253,0.0253261,0.0155469,0.0418189,0.0174504,0.0167655,0.0152962,0.0417889,0.0254015,0.0100999,0.0130289,0.00322113,0.00993004,0.0207775,0.00988065,0.0081922,0.00593719,0,0,0.00707645,0,0.0154678,0.00463551,0.0421083,0.0168769,0.0171133,0.00716099,0.0027933,0.00440886,0.00387982,0.0224215,0.00359472,0.00632147,0.0269222,0.00530817,0.00693405,0.0126627,0.00569217,0.00218221,0.00155013,0.00426811,0.00604175,0,0,0,0,0,0,0,0,0.0053968,0,0
211,0.00518945,0.00394243,0,0,0,0,0,0,0,0.031608,0.0176821,0.00854011,0,0,0.00724614,0,0.0141658,0.00520558,0.0408312,0.0223136,0.0173303,0.0172444,0.00797023,0.00818645,0.0118243,0.0251949,0.0126627,0.0421812,0.0184033,0.0159369,0.0157655,0.042137,0.0268096,0.00883962,0.0128379,0.00280573,0.00969881,0.0208245,0.0101491,0.0086511,0.00634945,0,0,0.0122298,0,0.0156569,0.00606502,0.0421483,0.0164903,0.0169665,0.00675861,0.00283687,0.00367375,0.00379182,0.0221233,0.00301483,0.00599175,0.0263067,0.00535358,0.00648241,0.0128763,0.00742131,0.00364572,0.00194921,0.00417706,0.00602828,0,0,0,0,0,0,0,0,0.00528924,0,0
212,0.00373052,0.00334049,0,0,0,0,0,0,0,0.0314622,0.0413862,0.00785154,0,0,0.00242504,0,0.0152257,0.00212128,0.0427241,0,0.0147245,0.0248295,0.00732994,0.00796468,0.0101386,0.0366968,0.0207643,0.0445057,0.0246892,0.0203152,0.0238781,0.0445859,0.039861,0.00517918,0.0125435,0.00131541,0.00828488,0.0207131,0.0110296,0.00757728,0.00456489,0,0,0.0102151,0,0.0154887,0.00577243,0.0397446,0.0166994,0.0175626,0.00660681,0.00295575,0.00496311,0.00430513,0.0223526,0.00278479,0.00551561,0.0250068,0.00594484,0.00570639,0.0121861,0.0059309,0.00325278,0.00179093,0.00396169,0.00583928,0,0,0,0,0,0,0,0,0.00576052,0,0
213,0.00513198,0.00336908,0,0,0,0,0,0,0,0.0315167,0.018677,0.00933879,0,0,0.00647632,0,0.0142349,0.00453335,0.0404999,0.0229447,0.016517,0.0158457,0.00830671,0.00909344,0.00892122,0.0275509,0.0103715,0.0439526,0.0177901,0.0141487,0.0157711,0.0425506,0.0310398,0.00846765,0.0127978,0.0026476,0.010937,0.0205968,0.0103899,0.00953341,0.00644432,0,0,0.011663,0,0.0155894,0.00632479,0.0421235,0.0147694,0.0164429,0.005965,0.00320267,0.0034302,0.00341352,0.0214613,0.00176466,0.00549494,0.0248892,0.00546131,0.00547445,0.0145764,0.00722578,0.00372675,0.00210814,0.00337743,0.00637428,0,0,0,0,0,0,0,0,0.00528612,0,0
214,0.00521775,0.00305866,0,0,0,0,0,0,0.0291157,0.031573,0.017514,0.00937666,0,0,0.00602061,0,0.0143959,0.00388759,0.040663,0.0247915,0.0158226,0.0125997,0.00812431,0.00955142,0.00646428,0.0303394,0.0104838,0.0435691,0.0159031,0.0120928,0.0144019,0.0417481,0.0270471,0.00801622,0.0127678,0.00252477,0.0127765,0.020527,0.00996074,0.00961369,0.00633211,0,0,0.0112,0,0.0155566,0.00637163,0.041672,0.0132088,0.0159444,0.00536759,0.00307375,0.00366648,0.00331719,0.0217014,0.00151636,0.0050848,0.0242087,0.00488963,0.00497278,0.0171461,0.0069694,0.00368701,0.00218341,0.00289752,0.00678139,0,0,0,0,0,0,0,0,0.00577838,0,0
215,0.00527863,0.0030093,0,0,0,0,0,0,0.0276679,0.0316143,0.0163534,0.00921375,0,0,0.0058874,0,0.0144461,0.00350385,0.0406998,0.0240471,0.015596,0.0104063,0.00763247,0.00989035,0.00488778,0.0315016,0.0104749,0.042394,0.0144171,0.0111945,0.0137521,0.0409064,0.0289548,0.00786366,0.0127604,0.00247793,0.0136592,0.0204438,0.0100363,0.00968114,0.00621877,0,0,0.0109689,0,0.0155264,0.00638874,0.0417891,0.0113582,0.0155603,0.00558534,0.00272254,0.00368858,0.00354923,0.0214367,0.00182906,0.00559523,0.0230127,0.0058899,0.004925,0.0176324,0.00682959,0.00368912,0.00220272,0.00273318,0.00697713,0,0,0,0,0,0,0,0,0.00705144,0,0
216,0.00540029,0.00307848,0,0,0,0,0,0,0,0.0317054,0.0156826,0.00903909,0,0,0.00554264,0,0.0145473,0.0029603,0.0403223,0.0207062,0.0159827,0.00971091,0.00750257,0.0101396,0.00455798,0.0308289,0,0.0412119,0.0136748,0.0118203,0.013334,0.0399762,0.0341546,0.00739565,0.0127666,0.00236185,0.0187787,0.0203775,0.00924458,0.00976258,0.00619232,0,0,0.0107525,0,0.0155077,0.00635193,0.0409966,0.00992842,0.0145409,0.00380124,0.00236246,0.00375113,0.00197975,0.0225026,0.00375706,0.00550492,0.0227644,0.00506326,0.00549837,0.0248383,0.00667627,0.00386273,0.00219587,0.00288149,0.00724012,0,0,0,0,0,0,0,0,0.00800486,0,0
217,0.00585494,0.00305965,0,0,0,0,0,0,0.0266671,0.0318939,0.0145928,0.009751,0,0,0.00554157,0,0.014662,0.0020277,0.0400422,0.0215013,0.0150874,0.00729494,0.0068606,0.0108841,0.00348411,0.0318437,0.00827952,0.039804,0.0115261,0.0101629,0.0118563,0.0386376,0.0304755,0.00676812,0.0128435,0.00230934,0.0241822,0.0204399,0.00927776,0.00977962,0.00659841,0,0,0.00976863,0,0.0154721,0.00576118,0.039637,0.00875396,0.013756,0.00266698,0.00226216,0.00415301,0.00503664,0.0243688,0.00657186,0.00631847,0.0235672,0.00649221,0.00650793,0.0325209,0.00611898,0.00394194,0.00202944,0.00320424,0.00789715,0,0,0,0,0,0,0,0,0.0102833,0,0
218,0.0056343,0.00320329,0,0,0,0,0,0,0.0261748,0.0319005,0.0141727,0.01024,0,0,0.00538731,0,0.0147901,0.00166831,0.0396439,0.0219821,0.0147179,0.00658057,0.00699451,0.0111008,0.00344028,0.0310453,0.00696547,0.0395419,0.0105548,0.00965048,0.01093,0.0374827,0.0306702,0.00649155,0.012831,0.00221604,0.0172069,0.020442,0.00932109,0.00988652,0.00644405,0,0,0.00946725,0,0.0154846,0.00573233,0.0412234,0.00810607,0.014006,0.00630271,0.00232175,0.00428875,0.00154449,0.0238188,0.00391042,0.00769089,0.0189392,0.0077426,0.00705882,0.0230325,0.00585248,0.00433317,0.00215076,0.00351448,0.00772463,0,0,0,0,0,0,0,0,0.0115182,0,0
219,0.00649001,0.00370447,0,0,0,0,0,0,0.0255305,0.0322902,0.0143003,0.0113075,0,0,0.00589526,0,0.0150193,0.000747917,0.0390276,0.0219159,0.0141412,0.00609339,0.00691712,0.0122483,0.00306077,0.0308342,0.00542416,0.0392681,0.0104251,0.00959893,0.010766,0.0373242,0.0299414,0.00592729,0.0129653,0.00203973,0.0258596,0.0205108,0.0113279,0.0108254,0.00723714,0,0,0.00830238,0,0.0154665,0.00513805,0.0392329,0.00859991,0.0122976,0.00154203,0.00238876,0.00479761,0.00606109,0.0275921,0.00735801,0.00928126,0.0211086,0.0098996,0.00979651,0.0351773,0.00505341,0.00452343,0.00216709,0.00475944,0.00884428,0,0,0,0,0,0,0,0,0.0113285,0,0
220,0.005924,0.00380246,0,0,0,0,0,0,0.0253192,0.0321667,0.0141237,0.0105737,0,0,0.00530157,0,0.01514,0.000854768,0.0393772,0.0211808,0.0140181,0.00562603,0.00678893,0.0122171,0.00351887,0.0300485,0.00558881,0.0401648,0.0100041,0.00917914,0.010273,0.0368023,0.0299343,0.00580423,0.012911,0.00176238,0.0231659,0.0204286,0.0102688,0.00946769,0.00667173,0,0,0.00796203,0,0.0153855,0.00512332,0.0385033,0.0119946,0.0140799,0.00751017,0.00185019,0.0051036,0,0.0196217,0.0166982,0.00834454,0.0238768,0.00809858,0.00613049,0.0431014,0.00467587,0.00442571,0.0022371,0.00490211,0.008379,0,0,0,0,0,0,0,0,0.0201066,0,0
221,0.00369791,0.00290205,0,0,0,0,0,0,0.0269576,0.031454,0.0142096,0.00660879,0,0,0.0029254,0,0.0152236,0.00169002,0.0402042,0.020661,0.0147746,0.00632995,0.00572125,0.00946334,0.0054809,0.0279489,0.0080564,0.0426619,0.00948308,0,0.00947556,0.0360523,0,0.00563242,0.0124885,0.00145262,0.0266906,0.020314,0.0297899,0.00525266,0.00486113,0,0,0.00827971,0,0.0154026,0.00571537,0.0399749,0.0397388,0.0213364,0.0347522,0.00126025,0.00457768,0,0.0297504,0.0393772,0.0223492,0.0276478,0.00720179,0.0216639,0.0599802,0.00518062,0.00467506,0.0023212,0.00310328,0.00575876,0,0,0,0,0,0,0,0,0.0413399,0,0
222,0.00695392,0.00167335,0,0,0,0,0,0,0.0249359,0.0322072,0.0140642,0.00689839,0,0,0.00915374,0,0.014024,0.00424447,0.0401425,0.0193997,0.0153102,0.00461359,0.0048906,0.0126467,0.00384159,0.0299495,0.00731958,0.042657,0.00917873,0.00835706,0.00957549,0.0357623,0.0298146,0.00958132,0.0132061,0.00341009,0.0181905,0.0206727,0.0413157,0.00539478,0.00854307,0,0,0.00961344,0,0.0156493,0.00520539,0.047077,0.0702945,0.0182581,0.0338381,0.00158736,0.00374366,0,0.0372894,0.0454089,0.0233926,0.034254,0.00705265,0.026268,0.0610332,0.0060525,0.00544028,0.00229363,0.00143358,0.0082612,0,0,0,0,0,0,0,0,0.0508857,0,0
223,0.00622458,0.00241429,0,0,0,0,0,0,0.0243233,0.0320223,0.013956,0.00623247,0,0,0.00660181,0,0.0147286,0.00209768,0.0408482,0.0188075,0.0156682,0.00405231,0.00519063,0.0132179,0.00367921,0.0303574,0.00734731,0.0429948,0.00890485,0.00787868,0.00948036,0.0355997,0.0293996,0.00778815,0.0130439,0.00238501,0.0194834,0.0206911,0.0428507,0.00528235,0.00725886,0,0,0.0055443,0,0.0154741,0.0039002,0.0472596,0.0715964,0.0185028,0.0345318,0.00100724,0.00512564,0,0.0375664,0.0464078,0.0234084,0.0343968,0.00687412,0.0251431,0.0559478,0.00454437,0.00439747,0.00185197,0.00306712,0.0078746,0,0,0,0,0,0,0,0,0.0509347,0,0
224,0.00604168,0.0023022,0,0,0,0,0,0,0.0233572,0.0320183,0.013513,0.00526742,0,0,0.00684928,0,0.0147039,0.00221354,0.041455,0.0179708,0.015677,0.00369383,0.0053144,0.0136133,0.00383993,0.0303115,0.00732528,0.0432111,0.00855137,0.00677752,0.00926079,0.0352917,0.0282036,0.00823228,0.0130673,0.00246301,0.0239918,0.0207124,0.0409708,0.00416304,0.00702101,0,0,0.00562631,0,0.015456,0.00386732,0.0463953,0.0684202,0.0199659,0.0379116,0.000963714,0.00530038,0,0.0331908,0.0493134,0.025093,0.0365881,0.00584303,0.0238319,0.0519439,0.00459426,0.0043562,0.00193986,0.00304789,0.0075987,0,0,0,0,0,0,0,0,0,0,0
225,0.00743322,0.00309727,0,0,0,0,0,0,0.020869,0.0325035,0.0135093,0.00519528,0,0,0.00833482,0,0.014705,0.00148087,0.0413762,0.0180578,0.0146931,0.003797,0.00494625,0.0154519,0.00343616,0.0313888,0.00630208,0.0424556,0.00880228,0.00680907,0.00955665,0.0355922,0.0251652,0.00841585,0.0133563,0.00286891,0.0113727,0.0208467,0.0333244,0.00418168,0.00798998,0,0,0.00527035,0,0.0155196,0.00344508,0.0412632,0.053874,0.0190191,0.0262115,0.00287371,0.00579676,0,0,0.0366225,0.017654,0.0311031,0.012737,0.0133148,0.0290629,0.00446614,0.00424217,0.00198964,0.00434811,0.00901446,0,0,0,0,0,0,0,0,0,0,0
226,0.00763839,0.00292572,0,0,0,0,0,0,0.0198205,0.032591,0.0131704,0.00483002,0,0,0.00873379,0,0.0145937,0.00155311,0.0406914,0.0174977,0.0147831,0.00366346,0.00516549,0.0156415,0.00339002,0.0321093,0.00596007,0.0424541,0.00854785,0.00684469,0.00917617,0.0353543,0.024155,0.00865775,0.0134104,0.00303905,0.0144493,0.0209699,0.0354618,0.00420721,0.00808741,0,0,0.00552122,0,0.0155668,0.0035712,0.0414557,0.0551482,0.0197184,0.0284305,0.00373618,0.00589965,0,0,0.037747,0.017894,0.0312367,0.0123955,0.0128563,0.0244915,0.00469401,0.00467356,0.00207228,0.00414845,0.00924237,0,0,0,0,0,0,0,0,0,0,0
227,0.00851096,0.00297974,0,0,0,0,0,0,0.0192771,0.0327302,0.0129619,0.00541671,0,0,0.00927185,0,0.0144525,0.00134644,0.0396471,0.0170663,0.0150128,0.00364069,0.00542418,0.0159358,0.00318604,0.032849,0.00479712,0.0421912,0.00843654,0.00678998,0.00890585,0.0352094,0.0237166,0.00876548,0.0135443,0.00306198,0.0156312,0.0210721,0.0336194,0.00594313,0.00847019,0,0,0.00551907,0,0.0156599,0.00344098,0.0398135,0.0466891,0.0188199,0.0237995,0.00418008,0.00585601,0,0,0.0320308,0.0158662,0.0267971,0.0138138,0.0119353,0.0187661,0.0048582,0.00494976,0.00217504,0.00417862,0.00981809,0,0,0,0,0,0,0,0,0.0428134,0,0
228,0.0091187,0.00279029,0,0,0,0,0,0,0.0175745,0.0328246,0.0124168,0.00514315,0,0,0.00955163,0,0.0143621,0.00145445,0.0389111,0.0165951,0.0148328,0.00335174,0.0048886,0.0157009,0.00319599,0.0289085,0.00410523,0.0422606,0.00816296,0.00625239,0.00848169,0.034816,0.021738,0.00877586,0.0135861,0.00313441,0.0199477,0.0211108,0.035211,0.00605819,0.00863095,0,0,0.00563623,0,0.0156714,0.00324227,0.0395756,0.0474679,0.0194385,0.0259079,0.00451261,0.0057346,0,0,0.0328617,0.0163397,0.0271605,0.0133492,0.0115298,0.0208242,0.00483744,0.00487075,0.00216561,0.00383528,0.00993701,0,0,0,0,0,0,0,0,0.042809,0,0
229,0.00959092,0.00254031,0,0,0,0,0,0,0.015398,0.03292,0.0124772,0.00501056,0,0,0.0100944,0,0.0142283,0.00159936,0.0382197,0.0171762,0.0138146,0.00358134,0.00400484,0.0154226,0.00326782,0,0.00478532,0.0421981,0.00854993,0.00629078,0.00882428,0.0349307,0,0.00879526,0.0136195,0.0032984,0.0243087,0.0212475,0.0371057,0.00586998,0.00902179,0,0,0.00551775,0,0.0157001,0.00297142,0.0392263,0.0488879,0.0201822,0.0278512,0.00437613,0.0056611,0,0,0.0329919,0.0166884,0.0274775,0.0132645,0.011016,0.0232285,0.00487791,0.00474602,0.00227514,0.00336103,0.0102768,0,0,0,0,0,0,0,0,0.0426299,0,0
230,0.0092006,0.00295661,0,0,0,0,0,0,0.0132461,0.0327908,0.0113173,0.00465715,0,0,0.00874117,0,0.0145617,0.00079668,0.0385597,0.0151138,0.0135405,0.00218896,0.00349125,0.0144014,0.00341681,0.00512153,0.00584241,0.0426884,0.00752575,0.00548438,0.00786095,0.0340789,0.0135511,0.00738163,0.0134434,0.00278008,0.0280403,0.0213478,0.0384515,0.00575788,0.00819717,0,0,0.00505759,0,0.0157126,0.00297261,0.0390233,0.0502217,0.0209265,0.0293123,0.00395692,0.00566705,0,0,0.0328287,0.016829,0.0275865,0.0133466,0.0104654,0.0260109,0.00447691,0.00509716,0.00244355,0.00405194,0.00993456,0,0,0,0,0,0,0,0,0.0429637,0,0
231,0.00844074,0.00257003,0,0,0,0,0,0,0.011168,0.0326999,0.0103863,0.00357737,0,0,0.00802524,0,0.0145984,0.000969734,0.038801,0.0140871,0.0130309,0.00289131,0.00331089,0.0132484,0.00364367,0.00625796,0.00551665,0.0432988,0.00678644,0.00491695,0.00706796,0.0335311,0.0107847,0.00695484,0.0133137,0.00270989,0.0344419,0.0213712,0.043969,0.0042357,0.0074188,0,0,0.00451787,0,0.0156682,0.00281582,0.0402291,0.0614494,0.0230317,0.0371525,0.00396255,0.00552163,0,0,0.0437131,0.0199018,0.0315367,0.0122261,0.0109267,0.0312393,0.00419488,0.00520971,0.00233021,0.00359665,0.00934033,0,0,0,0,0,0,0,0,0,0,0
232,0.00870727,0.00162884,0,0,0,0,0,0,0.00996361,0.0328321,0,0.0023279,0,0,0.0107041,0,0.0137688,0.00336328,0.0384012,0.0140986,0.0127144,0.00420427,0,0.0127706,0.00357136,0.00519462,0.00466514,0.0438521,0.00650169,0.00449803,0.00658958,0.0334002,0.00886458,0.00915596,0.0135536,0.00391996,0.0356788,0.0214817,0.0447349,0.00322714,0.0082536,0,0,0.00614012,0,0.0158437,0.00296462,0.0397821,0.0634787,0.0249661,0.0382136,0.00415029,0.00468959,0,0,0,0.0205835,0.0316046,0.0118323,0.0109535,0.0327616,0.00501951,0.00559776,0.00262548,0.00178893,0.0092649,0,0,0,0,0,0,0,0,0,0,0
