Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,RTHII,x75,x76
233,0.0079879,0.00252518,0,0,0,0,0,0,0.00928452,0.0326153,0.00921676,0.00307863,0,0,0.00636734,0,0.0147445,0.000817812,0.03805,0.0132264,0.0130288,0,0.0035374,0.0111379,0.0030039,0.00409961,0.00441534,0.0432521,0.00663996,0.00463,0.00681882,0.0333994,0.00863535,0.00557851,0.013029,0.00246981,0.0312922,0.0213792,0.0396613,0.00475427,0.00707158,0,0,0.00205337,0,0.0155791,0.0019003,0.0385545,0.0550093,0.0237794,0.0328245,0.00359241,0.00571679,0,0,0,0.017795,0.0280738,0.0124497,0.00936915,0.0291241,0.00386697,0.00388433,0.00156354,0.00343807,0.0089604,0,0,0,0,0,0,0,0,0.0390765,0,0
234,0.00690699,0.00173895,0,0,0,0,0,0,0.00773766,0.032522,0.00822561,0.00202977,0,0,0.00566512,0,0.014661,0.00125436,0.0381545,0.0120128,0.0129987,0,0.00396853,0.0096071,0.0034756,0.00447547,0.0054361,0.0436935,0.0059779,0.00394573,0.00619321,0.0327476,0.00661496,0.00547943,0.0128778,0.00239315,0.0343081,0.0214121,0.0433051,0.00347577,0.00653674,0,0,0.00229235,0,0.0155032,0.00219968,0.0398008,0.0629759,0.0263451,0.0382131,0.0033761,0.00526615,0,0,0,0.0205677,0.0312654,0.0106827,0.00994783,0.0317463,0.00399546,0.00420649,0.00160094,0.0021648,0.00811358,0,0,0,0,0,0,0,0,0.0483279,0,0
235,0.00553152,0.00160284,0,0,0,0,0,0,0.0080327,0.0322075,0.00779022,0.00329658,0,0,0.00558019,0,0.0146282,0.0021069,0.0387893,0.0108737,0.0134712,0.00256935,0.000843072,0.00965081,0.00349565,0.00515239,0.00530783,0.0429118,0.00560522,0.00371935,0.00609439,0.0328212,0.00792497,0.00635095,0.012847,0.00237698,0.0181063,0.0212962,0.0183102,0.00387761,0.00547852,0,0,0.00350645,0,0.0156168,0.00288489,0.0390012,0.0153763,0.0245848,0.0221349,0.0028756,0.00469891,0,0,0.0955606,0.0081649,0.0148192,0.00993248,0.00319312,0,0.00410723,0.00424961,0.0017545,0.00175836,0.00690565,0,0,0,0,0,0,0,0,0,0,0
236,0.0065265,0.00135553,0,0,0,0,0,0,0.00643824,0.0325509,0.00716882,0.00146627,0,0,0.00653737,0,0.0143762,0.00221911,0.0378471,0.0100359,0.0132291,0.00289686,0.00430164,0.00933787,0.00391243,0.00544054,0.00583705,0.0436573,0.00528568,0.00335164,0.00595126,0.0325176,0.00439607,0.00647362,0.0129857,0.00285149,0.0335358,0.0214753,0.0438918,0.00362109,0.00661925,0,0,0.00349978,0,0.0156607,0.00244295,0.0399277,0.0652005,0.0264275,0.0381057,0.00377324,0.00448634,0,0,0,0.0204127,0.0307019,0.0119654,0.00975814,0.0295821,0.00430909,0.00424757,0.00198711,0.00113916,0.00741733,0,0,0,0,0,0,0,0,0,0,0
237,0.00698413,0.0015923,0,0,0,0,0,0,0.00582039,0.032603,0.00710261,0.00130497,0,0,0.00659921,0,0.0142797,0.00237231,0.0378737,0.00977426,0.0131148,0.0031845,0.00385986,0.0088587,0.00373526,0.00544524,0.00558392,0.0433745,0.00539776,0.00358492,0.00605743,0.0326932,0.00359228,0.00639969,0.013007,0.00296006,0.0348172,0.0214739,0.0478761,0.00385934,0.00696814,0,0,0.00327464,0,0.0156712,0.00248991,0.0405705,0.0713267,0.025072,0.0380493,0.0037044,0.00424058,0,0,0.049844,0.0186775,0.029115,0.0121768,0.00932558,0,0.00435231,0.00433343,0.00209063,0.00113245,0.00779623,0,0,0,0,0,0,0,0,0,0,0
238,0.00384239,0.00215475,0,0,0,0,0,0,0.00503957,0.031758,0.00657547,0.00309669,0,0,0.00469892,0,0.014783,0.00301197,0.0398347,0.00922858,0.013497,0.00377625,0.00150177,0.00737198,0.00431701,0.00640237,0.00599402,0.0434637,0.00496568,0.00288969,0.00546829,0.0323667,0,0.00630608,0.0125695,0.00204201,0.0204673,0.0212758,0.0197527,0.00182937,0.00384132,0,0,0.00433775,0,0.0156562,0.00374137,0.0381438,0.0155483,0.0271211,0.0197754,0.00528574,0.00384446,0,0,0.0186189,0.00881845,0.0148388,0.0101756,0.00286037,0,0.00437261,0.00486561,0.00222838,0.00209159,0.00481596,0,0,0,0,0,0,0,0,0,0,0
239,0.0053062,0.00146188,0,0,0,0,0,0,0.00568368,0.0323605,0.00615891,0.00201535,0,0,0.00379291,0,0.0150299,0.00172672,0.0383648,0.00828763,0.0134696,0.0037478,0.0035044,0.00714641,0.00456475,0.00636274,0.00626041,0.0445612,0.00485908,0.00410715,0.00548688,0.032122,0.00262169,0.00476793,0.0126601,0.00195301,0.033508,0.0215492,0.0476884,0.00417617,0.00529124,0,0,0.00221814,0,0.0156588,0.00263703,0.0404854,0.0718919,0.0275234,0.0359468,0.00353196,0.0044948,0,0,0,0.0181041,0.0288581,0.0120764,0.0105406,0,0.00388062,0.00443296,0.00234834,0.00178754,0.00629795,0,0,0,0,0,0,0,0,0,0,0
240,0.00338524,0.00195946,0,0,0,0,0,0,0.00557098,0.0316848,0.00635932,0.00306262,0,0,0.0031729,0,0.0152828,0.00248551,0.0398776,0.00777206,0.0137546,0.00456653,0.00217239,0.00668068,0.00469112,0.00709201,0.00618831,0.0439692,0.00495555,0.00507869,0.00556874,0.0323791,0.00340235,0.00520171,0.012424,0.00154781,0.0149367,0.0213173,0.015669,0.00151319,0.00319741,0,0,0.00316198,0,0.0156025,0.00351517,0.0383516,0.0130497,0.0272416,0.0181953,0.00669676,0.00425765,0,0,0.0201772,0.0105378,0.0149085,0.01093,0.00568262,0.0117605,0.0039079,0.00410042,0.00225965,0.00226364,0.00445094,0,0,0,0,0,0,0,0,0,0,0
241,0.00508596,0.00155408,0,0,0,0,0,0,0.00644359,0.0323909,0.00607165,0.00274884,0,0,0.00305327,0,0.0154859,0.00110947,0.0384632,0.00745373,0.0135168,0.00447879,0,0.00697378,0.00492127,0.00691992,0.00663236,0.0448002,0.00481094,0.0040699,0.00550562,0.0322421,0.00323638,0.00392249,0.0126943,0.00164096,0.0260358,0.0216202,0.042967,0.00514687,0.00486294,0,0,0.0011701,0,0.0155329,0.00194105,0.0401912,0.0674556,0.0278953,0.0334354,0.00424904,0.00530743,0,0,0,0.0185368,0.0295049,0.0139619,0.0130746,0.0220281,0.00337771,0.00344093,0.00212551,0.00271657,0.00606928,0,0,0,0,0,0,0,0,0,0,0
242,0.00694371,0.00332753,0,0,0,0,0,0,0.00654688,0.0327836,0.00618346,0.00310036,0,0,0.00989612,0,0.0140254,0.00530064,0.0384246,0.00717013,0.0137907,0.00513956,0.00311372,0.00913862,0.00501618,0.00708301,0.00673257,0.0447836,0.00502827,0.00345348,0.00560594,0.0323597,0.00392069,0.00916272,0.0134035,0.003974,0.0240744,0.0217317,0.0417952,0.00553493,0.00675472,0,0,0.00595311,0,0.0159406,0.00303642,0.0402763,0.0658331,0.0275522,0.0319003,0.00485136,0.00383289,0.0413889,0,0,0.018002,0.0289266,0.0151164,0.0140219,0.0191105,0.00486108,0.00495948,0.00323306,0.00405167,0.0074332,0,0,0,0,0,0,0,0,0,0,0
243,0.00721831,0.00336052,0,0,0,0,0,0,0,0.0330924,0.00612593,0.00340992,0,0,0.0078571,0,0.0143373,0.00408875,0.0384582,0.00553271,0.0134651,0.00630197,0,0.00793649,0.00493799,0.00718635,0.00689032,0.0450834,0.00498597,0.00388267,0.00564217,0.0323215,0.00648395,0.00720769,0.0132471,0.00344065,0.0213705,0.0216929,0.0400882,0.00609214,0.00659119,0,0,0.00137677,0,0.0155708,0.0016885,0.0401822,0.0633742,0.0279376,0.030187,0.00433463,0.00483355,0.0409369,0,0,0.0176085,0.028536,0.0159655,0.0148071,0.0167716,0.0042677,0.00315183,0.00213728,0.00368748,0.00716533,0,0,0,0,0,0,0,0,0,0,0
244,0.00520381,0.00405342,0,0,0,0,0,0,0.0072394,0.0324543,0.00636867,0.00389045,0,0,0.00862972,0,0.0142925,0.00574878,0.0395861,0.00703171,0.014378,0.0068673,0.00226047,0.00750867,0.00504664,0.00797815,0.00693975,0.0449571,0.0052881,0,0.00573485,0.0325123,0.00387159,0.00865339,0.0130571,0.00331907,0.0156016,0.0214674,0.0158426,0.00199255,0.00448584,0,0,0.00270192,0,0.0156621,0.00269432,0.0379402,0.0125983,0.0283319,0.0144137,0.00850799,0.00388753,0.0177718,0,0,0.0123417,0.0128852,0.0140511,0.00934386,0,0.00443902,0.0035134,0.00226559,0.00432126,0.00454296,0,0,0,0,0,0,0,0,0,0,0
245,0.00781964,0.00358731,0,0,0,0,0,0,0,0.0332655,0.00628111,0.00344137,0,0,0.00905207,0,0.0142664,0.00457647,0.0381387,0.00651758,0.0140833,0.00652259,0.00216373,0.00815419,0.00500515,0.00756682,0.00694514,0.04513,0.00551695,0.00409431,0.00618362,0.0328626,0.00748289,0.00770292,0.0133417,0.0038189,0.0180676,0.0217177,0.0382913,0.00591117,0.00701757,0,0,0.00176879,0,0.0156942,0.00178367,0.0415883,0.0602509,0.0271372,0.0275251,0.00527512,0.00471868,0.0388991,0,0.0294439,0.0181452,0.0277863,0.0191444,0.0179953,0.0122149,0.00427592,0.00294269,0.00234835,0.00330551,0.00750743,0,0,0,0,0,0,0,0,0,0,0
246,0.0081454,0.00403029,0,0,0,0,0,0,0.0092295,0.0333496,0.00611037,0.00384069,0,0,0.00895214,0,0.0142692,0.00474491,0.0379006,0.00718409,0.0144262,0.00680324,0.00166245,0.00737011,0.00536178,0.00804202,0.00724521,0.0451483,0.00557928,0.00369395,0.00625168,0.0331572,0.00775193,0.00734315,0.0132943,0.00383686,0.015873,0.0216989,0.0367924,0.00562238,0.00723029,0,0,0.00206532,0,0.0156995,0.00198615,0.0421222,0.0578602,0.02712,0.0260339,0.00623301,0.00462484,0.0378611,0,0.0280508,0.0185548,0.0276106,0.0197813,0.0191038,0.0107151,0.00429653,0.00289402,0.0024672,0.00345509,0.00790683,0,0,0,0,0,0,0,0,0,0,0
247,0.00613269,0.00489029,0,0,0,0,0,0,0.00816374,0.0326853,0.00632957,0.00483024,0,0,0.00976698,0,0.0141655,0.00634103,0.0389843,0.00671834,0.0150892,0.00719888,0.00389539,0.00671603,0.0052244,0.00873578,0.00721996,0.0445492,0.00575219,0.00350901,0.00621605,0.0333103,0.00597859,0.00875497,0.0131448,0.00374358,0.0141626,0.0214983,0.0136045,0.00163856,0.00511264,0,0,0.0042375,0,0.0157703,0.0032488,0.0392022,0.0140581,0.0275293,0.0142995,0.00952283,0.00364078,0.0147321,0,0.0147345,0.0139739,0.0119629,0.0144553,0.0116889,0,0.0044276,0.00351524,0.00277022,0.00453279,0.00580692,0,0,0,0,0,0,0,0,0,0,0
248,0.00848062,0.00448404,0,0,0,0,0,0,0.0105944,0.033341,0.00655473,0.00478201,0,0,0.0101254,0,0.0140169,0.00515078,0.0372841,0.00718942,0.0149638,0.00682579,0.00190593,0.00730182,0.00524984,0.00815472,0.00757868,0.0453032,0.00592058,0.00363506,0.00628643,0.0331831,0.00994976,0.00775601,0.0134772,0.0043375,0.0127692,0.0217334,0.0357343,0.00549931,0.00744083,0,0,0.00332625,0,0.0158226,0.00234238,0.0431032,0.0577035,0.0274187,0.0237838,0.00573619,0.00432055,0.036071,0,0.024689,0.0183127,0.0271766,0.0201815,0.0199951,0,0.00417447,0.00342983,0.00291208,0.00368953,0.00855812,0,0,0,0,0,0,0,0,0,0,0
249,0.00869187,0.00483908,0,0,0,0,0,0,0.0119005,0.0333703,0.00654874,0.00491908,0,0,0.00983,0,0.0139529,0.00524906,0.0369091,0.00699564,0.0151229,0.00701095,0.00209271,0.00680614,0.00530927,0.0082144,0.00793288,0.0454818,0.00579138,0.00358169,0.00632835,0.0332328,0.0114971,0.00729048,0.0134667,0.00432697,0.0126523,0.0216521,0.0345735,0.00539611,0.0076804,0,0,0.0035059,0,0.0157831,0.00250584,0.043515,0.0516339,0.0274024,0.0230678,0.00537979,0.0042481,0.0347736,0,0.0222712,0.019041,0.0271935,0.0206339,0.0216568,0.00596371,0.00416857,0.00359783,0.00301828,0.00406376,0.00886906,0,0,0,0,0,0,0,0,0,0,0
250,0.00323256,0.00464876,0,0,0,0,0,0,0,0.0323299,0.0062027,0.00619275,0,0,0.00634042,0,0.0147365,0.00461238,0.0386728,0.00381303,0.015531,0.00772341,0.00545378,0.00404677,0.00515589,0.00897246,0.00803533,0.0446812,0.00544207,0.00346214,0.00599498,0.0332203,0.011606,0.00574027,0.0128341,0.00251865,0.0183284,0.0212825,0.0159352,0.00212312,0.0027268,0,0,0.00367336,0,0.0155661,0.00376722,0.0405131,0,0.0293438,0.0123197,0.0123956,0.00457405,0.0128922,0,0.011576,0.00688588,0.0171329,0.00780267,0.0104251,0,0.00359169,0.00354341,0.00243249,0.0042353,0.00302073,0,0,0,0,0,0,0,0,0,0,0
251,0.00646236,0.00321633,0,0,0,0,0,0,0,0.0335346,0.00584571,0.00573817,0,0,0.00571971,0,0.0149976,0.00209473,0.0364698,0.003945,0.0146575,0.00758772,0,0.00563636,0.00562195,0.00825354,0.00818361,0.0455947,0.00520836,0.00430924,0.00593918,0.0329459,0.0174201,0.00381484,0.0132843,0.00285081,0.0171156,0.0217044,0.0391283,0.00562373,0.00559189,0,0,0.00116084,0,0.0155529,0.0016573,0.0453817,0.111967,0.0281622,0.0210172,0.00458615,0.0060421,0.0339383,0,0,0.0179729,0.0254137,0.0193147,0.0255351,0.00404738,0.00349186,0.00240855,0.00217802,0.00240942,0.00662802,0,0,0,0,0,0,0,0,0,0,0
252,0.00870774,0.00498386,0,0,0,0,0,0,0,0.0335323,0.0057411,0.00635647,0,0,0.0111457,0,0.0139926,0.00583842,0.0362363,0.00389403,0.0150122,0.00766493,0,0.00753199,0.00565208,0.00818538,0.00816371,0.0455281,0.00517938,0.00439811,0.00588248,0.0328334,0.0176167,0.00810014,0.0137309,0.00437229,0.0157099,0.0217939,0.0383063,0.00512264,0.00759065,0,0,0.00559911,0,0.0159419,0.00280329,0.045549,0,0.0281023,0.0227823,0.00422776,0.00412126,0.0312354,0,0,0.0195507,0.0254239,0.0205576,0.0269879,0,0.00395391,0.00401361,0.00331904,0.00434532,0.00917465,0,0,0,0,0,0,0,0,0,0,0
253,0.0062086,0.0071194,0,0,0,0,0,0,0.0106519,0.0321877,0.00570502,0.00758243,0,0,0.0111237,0,0.0140455,0.008572,0.0376074,0.00466283,0.0162398,0.00829048,0.0064743,0.0052804,0.00552571,0.00902868,0.00821132,0.0446347,0.0054876,0.0033722,0.00588215,0.033032,0.0111489,0.00970758,0.0129795,0.00357978,0.0243422,0.0212127,0.0109846,0.00279277,0.00473372,0,0,0.00814129,0,0.0157931,0.00507372,0.0405481,0.0367381,0.0301883,0.0100306,0.0125573,0.0024131,0.0119636,0,0.0116542,0.00314266,0.0232126,0.00246423,0.011235,0,0.00540733,0.0041036,0.00308947,0.0072107,0.00628405,0,0,0,0,0,0,0,0,0,0,0
254,0.00769376,0.00553501,0,0,0,0,0,0,0.0134635,0.0329562,0.00602382,0.00637271,0,0,0.00921145,0,0.01419,0.006223,0.0356749,0.00530217,0.0158143,0.00781707,0.00277639,0.00593827,0.00572866,0.007681,0.0077807,0.0450403,0.00564282,0.00405338,0.00620004,0.0331529,0.014979,0.00713137,0.0132886,0.00359498,0.0154592,0.0214232,0.0225438,0.00219709,0.00632252,0,0,0.00532779,0,0.0157581,0.0033914,0.0429348,0.0361954,0.0275586,0.0200288,0.00603066,0.00376786,0.0218063,0,0.00883082,0.0174033,0.0274565,0.0163979,0.020347,0,0.00431829,0.00299181,0.00284447,0.00517961,0.00788893,0,0,0,0,0,0,0,0,0,0,0
255,0.00719492,0.00544823,0,0,0,0,0,0,0.0140099,0.0328228,0.00612492,0.00657723,0,0,0.00915587,0,0.0142105,0.00630236,0.0354173,0.00515462,0.0160493,0.00769516,0.00277339,0.00591228,0.00553606,0.0072501,0.0073459,0.0449275,0.00575413,0.00424816,0.00619363,0.0332895,0.0154548,0.00725672,0.0132736,0.00355303,0.0201913,0.0213392,0.021891,0.00146337,0.00566637,0,0,0.00551299,0,0.0157214,0.00361116,0.042821,0.0339185,0.0273431,0.0209542,0.00624916,0.00377115,0.018529,0,0.00643183,0.0173168,0.0276968,0.015105,0.0203128,0,0.00432221,0.0029765,0.00272189,0.00512901,0.0072303,0,0,0,0,0,0,0,0,0,0,0
256,0.00567309,0.00717665,0,0,0,0,0,0,0.0123062,0.0318711,0.00590863,0.00829921,0,0,0.00997263,0,0.0142986,0.00811292,0.036537,0.00382294,0.0169592,0.00803511,0.00710016,0.00420985,0.00510167,0.00768437,0.00725017,0.0444101,0.00551176,0.00381541,0.00585614,0.0331978,0.0134082,0.00859583,0.0127157,0.00306423,0.0200122,0.0209574,0.00974458,0.0039251,0.0040076,0,0,0.0074927,0,0.0156366,0.00533041,0.0409357,0.0204067,0.0302533,0.0103277,0.0124262,0.00290053,0.0106128,0,0,0.00835143,0.0282827,0.00494844,0.014417,0,0.00543659,0.00355595,0.00281394,0.0072076,0.00518694,0,0,0,0,0,0,0,0,0,0,0
257,0.00651512,0.00561873,0,0,0,0,0,0,0,0.0326505,0.00610413,0.00706001,0,0,0.00750641,0,0.0145487,0.00585346,0.0355186,0.00298587,0.0162076,0.00768891,0.00367677,0.00462189,0.00520513,0.00678217,0.00683571,0.044276,0.00534362,0.00553416,0.00592151,0.0330464,0.0197648,0.00580154,0.0129668,0.00305102,0.0285731,0.0210824,0.0205777,0.00110681,0.00482598,0,0,0.00492861,0,0.0155181,0.00366443,0.041625,0.0280896,0.0274957,0.0226856,0.00721306,0.00400781,0.0131175,0,0,0.016479,0.0290263,0.0117348,0.0183073,0,0.00398504,0.00268225,0.0025947,0.00536688,0.00617927,0,0,0,0,0,0,0,0,0,0,0
258,0.00598156,0.00578794,0,0,0,0,0,0,0.0150808,0.0325226,0.00580087,0.00751524,0,0,0.00756255,0,0.0146015,0.00579585,0.035103,0.00370201,0.0168433,0.00777718,0.00444321,0.00452791,0.00500523,0.00658853,0.00677822,0.0443198,0.00562778,0.00468164,0.00610619,0.0333848,0.0169376,0.0059291,0.0129765,0.00301664,0.0336403,0.0209746,0.0221323,0.00208414,0.00441125,0,0,0.00520241,0,0.0154711,0.0039228,0.0413916,0.0277838,0.0271491,0.0244052,0.00801334,0.00407194,0.0115691,0,0.0133478,0.0163844,0.0300816,0.0101516,0.0179799,0,0.00377165,0.00263077,0.00263663,0.00553294,0.00569092,0,0,0,0,0,0,0,0,0,0,0
259,0.00515115,0.00720918,0,0,0,0,0,0,0.0131591,0.0318909,0.00522459,0.00892093,0,0,0.00825635,0,0.0147613,0.00674078,0.035874,0.00346847,0.0178197,0.00800282,0.00802261,0.00314691,0.00469676,0.0069301,0.00670519,0.0441411,0.0053786,0.00413424,0.00587647,0.0332497,0.015455,0.00663136,0.0125637,0.00255874,0.011501,0.0207858,0.00878534,0.00518631,0.00369164,0,0,0.00693669,0,0.0155032,0.0051607,0.040622,0.0151769,0.029632,0.0108704,0.01293,0.00342288,0.0103042,0,0.0105113,0.0115875,0.0330788,0.00902122,0.0153617,0,0.00461075,0.00289124,0.00256486,0.00710053,0.00441795,0,0,0,0,0,0,0,0,0,0,0
260,0.00515601,0.00699175,0,0,0,0,0,0,0.0132576,0.0320376,0.00505634,0.00924158,0,0,0.00754537,0,0.0148761,0.00625363,0.0357965,0.00323532,0.0179673,0.00772506,0,0.00294294,0.00469884,0.0067331,0.00644395,0.0440699,0.00527401,0.00431656,0.00598197,0.0335313,0.0165008,0.00588317,0.0125586,0.00230697,0.00858437,0.0208588,0.00981555,0.00550416,0.00356845,0,0,0.00644444,0,0.0155064,0.00483773,0.0406954,0.0147518,0.0297307,0.0121853,0.0127372,0.00356584,0.0111911,0,0.0112207,0.0135351,0.0348154,0.0107472,0.0167527,0,0.00435682,0.00267533,0.00210081,0.00692419,0.00440019,0,0,0,0,0,0,0,0,0,0,0
261,0.00731241,0.00841651,0,0,0,0,0,0,0.0140866,0.0319636,0.0045377,0.00951323,0,0,0.0103926,0,0.014279,0.00868836,0.0359024,0.00346672,0.0181015,0.0076814,0.00771553,0.0044307,0.00495825,0.00688783,0.00660737,0.0441775,0.00494677,0.00426053,0.00584488,0.0333849,0.0172634,0.00830377,0.0127153,0.0031422,0.0117209,0.0208534,0.0142604,0.00560022,0.00542714,0,0,0.0105184,0,0.0157406,0.00585468,0.0410718,0.0176701,0.0302588,0.0181367,0.0127711,0.00163404,0.0119638,0,0,0.0172509,0.0359962,0.0130295,0.0207538,0,0.00591438,0.00374153,0.00224874,0.00886474,0.00695686,0,0,0,0,0,0,0,0,0,0,0
262,0.00758833,0.00853333,0,0,0,0,0,0,0.0147813,0.0320288,0.00420673,0.00944065,0,0,0.0104056,0,0.0142309,0.00876676,0.0359161,0.00381364,0.0180165,0.007839,0.00780484,0.00462683,0.00513494,0.0069537,0.00658991,0.0438412,0.00488028,0.00432868,0.00585767,0.0333431,0.01746,0.00822696,0.0127701,0.00320412,0.0115906,0.0208265,0.0150443,0.00595933,0.00564068,0,0,0.0107868,0,0.0157057,0.00582582,0.0413284,0.0195306,0.0300305,0.0197042,0.0130207,0.0016352,0.0120957,0,0.0124943,0.0187482,0.0371238,0.0141823,0.0224419,0,0.00598797,0.00389023,0.00239692,0.00905167,0.00728554,0,0,0,0,0,0,0,0,0,0,0
263,0.00793498,0.00833709,0,0,0,0,0,0,0.0154552,0.032177,0.00407527,0.00933621,0,0,0.00980752,0,0.0142529,0.00838286,0.0363015,0.00399223,0.0173165,0.00767018,0.00724308,0.00485407,0.00518151,0.00682093,0.00639296,0.0436847,0.00533903,0.00457361,0.00591833,0.0333346,0.0180161,0.00752976,0.0127374,0.00317817,0.0124076,0.0208079,0.0239094,0.00619178,0.00604013,0,0,0.0106667,0,0.0156469,0.00572917,0.0399552,0.0323704,0.029628,0.0209283,0.0129277,0.00199437,0.0136581,0,0.0158754,0.0229713,0.0399828,0.0183909,0.0288924,0,0.00573113,0.00385598,0.00245682,0.00892877,0.00771041,0,0,0,0,0,0,0,0,0,0,0
264,0.00744849,0.00849032,0,0,0,0,0,0,0.01454,0.0320109,0.00295186,0.00970137,0,0,0.0100605,0,0.0142855,0.00844655,0.0359461,0.00539926,0.018227,0.00731102,0.00764663,0.00444438,0.00505695,0.00683477,0.00611893,0.0441274,0.00480385,0.00421773,0.00554955,0.0328392,0.0172903,0.00772084,0.0127047,0.00317758,0.00820353,0.0207331,0.0140794,0.00566332,0.00550992,0,0,0.0107728,0,0.0155936,0.00584356,0.0408218,0.0202492,0.030449,0.0186517,0.013197,0.00166316,0,0,0.0121444,0.0186688,0.0376612,0.0144015,0.0228348,0.00826576,0.0057351,0.00381648,0.00301295,0.00919012,0.0071005,0,0,0,0,0,0,0,0,0,0,0
265,0.00745324,0.00835027,0,0,0,0,0,0,0.0142184,0.0319823,0.00241616,0.00978245,0,0,0.00992134,0,0.0142761,0.00833109,0.0360169,0.00594661,0.0182172,0.00711271,0.00769552,0.00454691,0.00477376,0.00661447,0.00574931,0.044194,0.00457626,0.00440563,0.00533437,0.0328067,0.0171287,0.00766268,0.0126454,0.00315423,0.0105635,0.0206965,0.0153022,0.00547527,0.00539199,0,0,0.0108753,0,0.0155788,0.00590932,0.0402232,0.0230555,0.0305201,0.0202536,0.0130891,0.00178887,0.0108082,0,0.0116882,0.0197898,0.0373942,0.0146329,0.0247126,0.00920229,0.0055821,0.00359976,0.00340345,0.00908616,0.0071064,0,0,0,0,0,0,0,0,0,0,0
266,0.00510484,0.00557188,0,0,0,0,0,0,0.015176,0.0324554,0.00229953,0.00879278,0,0,0.00415443,0,0.0151563,0.00364244,0.0350969,0.00696202,0.0177212,0.0072362,0.00515247,0.00350267,0.00516492,0.0060978,0.005502,0.0442327,0.00444848,0.00529808,0.00558814,0.0328098,0.0186523,0.00264898,0.0126837,0.00194191,0,0.0208953,0.0451393,0.00255954,0.00353794,0,0,0.00480324,0,0.0154494,0.00366035,0.0413896,0.0415561,0.0281905,0.0425695,0.00925708,0.00460538,0.0139529,0,0,0.0264075,0.0317956,0.00864303,0.0268048,0,0.00322022,0.0017201,0.00277356,0.006513,0.00475515,0,0,0,0,0,0,0,0,0,0,0
267,0.00694688,0.00652226,0,0,0,0,0,0,0.0146286,0.0322261,0.00188697,0.00919873,0,0,0.00732866,0,0.0143038,0.00562935,0.0351726,0.00778351,0.0177271,0.00703416,0.00530843,0.00418254,0.00511514,0.00595176,0.00570039,0.0443398,0.0041339,0.00509395,0.00560255,0.032521,0.0182827,0.00505424,0.0127265,0.00289015,0,0.0209637,0.0361538,0.00295784,0.00508763,0,0,0.00729734,0,0.0156689,0.00450161,0.0405613,0.0442567,0.0286428,0.0367997,0,0.00308733,0.0123749,0,0,0.023626,0.0318444,0.00732136,0.0224435,0.0535805,0.00441993,0.00192947,0.00300173,0.00728162,0.00664454,0,0,0,0,0,0,0,0,0,0,0
268,0.00570102,0.00765462,0,0,0,0,0,0,0.0125916,0.0313223,0.0012285,0.0103927,0,0,0.00771977,0,0.014306,0.00602273,0.0358237,0.00828725,0.018347,0.00697486,0.00742334,0.00295992,0.00480467,0.00599462,0.00531133,0.0443302,0.0035606,0.00386935,0.00524438,0.0319592,0.0162029,0.00558604,0.0122547,0.00261892,0,0.020749,0.0200746,0.0056015,0.00358727,0,0,0.00820032,0,0.0156152,0.00551953,0.039724,0.0255928,0.0313583,0.0254318,0.0123553,0.00224474,0.01041,0,0.0134068,0.0214937,0.0342776,0.0139822,0.0285884,0.0180678,0.0051775,0.0021293,0.00279401,0.00830327,0.00507971,0,0,0,0,0,0,0,0,0,0,0
269,0.00574824,0.00623409,0,0,0,0,0,0,0.0130453,0.0318194,0.00149603,0.00924208,0,0,0.00664383,0,0.0142927,0.00452347,0.0349093,0.00879729,0.0175439,0.00690052,0.00474454,0.00329652,0.00543173,0.00569163,0.00469182,0.0443245,0.00359834,0.00432135,0.00526104,0.0316619,0.0175897,0.00447195,0.0124628,0.00267256,0,0.0209964,0.0331345,0.0032026,0.00392012,0,0,0.00738404,0,0.0156183,0.00458854,0.040877,0.0405369,0.0286114,0.0326188,0.00840541,0.00289665,0.00930196,0,0.017345,0.021994,0.0304372,0.00960555,0.0216887,0,0.00421836,0.00198889,0.00235263,0.00711856,0.00560721,0,0,0,0,0,0,0,0,0,0,0
