Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,RTIBA,IMUR_M,RTHII,LTHIA,RTHIA
All Timesteps RMSE,0.01582,0.0142275,0,0,0,0,0,0.0285617,0.0352583,0.0267394,0.00993283,0,0,0.0130965,0,0.0123674,0.00744791,0.0370811,0.0298895,0.00924954,0.00798983,0.0178125,0.0188289,0.0100727,0.00828182,0.0360518,0.0163027,0.0187632,0.0183539,0.0285467,0.0335741,0.00968354,0.011249,0.00430155,0.0250875,0.0211462,0.0228017,0.00785671,0.0157547,0,0,0.0338889,0,0.0140552,0.0103763,0.0349196,0.0277559,0.022977,0.0210079,0.0158748,0.00529535,0.0164503,0.0105331,0.015576,0.0123375,0.0173614,0.0267703,0.0104129,0.00825595,0.00910401,0.0163142,0.0159918,0,0,0,0,0,0,0,0,0.0303729,0,0.011628,0.0091386,0.0179069
0,0.0119157,0.0112513,0,0,0,0,0,0.0342522,0.036233,0.0317033,0.00919061,0,0,0.0151233,0,0.0111073,0.00460884,0.0403189,0.0334137,0.00956459,0.00853126,0.0116137,0.0183531,0.0125819,0.00668772,0.0373746,0.0203862,0.0232192,0.0213155,0.0372265,0.0338028,0.0113048,0.0119921,0.00463707,0.0354614,0.0213574,0.0198195,0.00292236,0.011949,0,0,0.0315509,0,0.0138183,0.0105072,0.035552,0.0142085,0.0141691,0.0202235,0.0163001,0.00612046,0.00797191,0.00765988,0.0152229,0.0173982,0.0127571,0.0444062,0.00918024,0.00984282,0.00986151,0.0125921,0.0122632,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0115586,0.0107938,0,0,0,0,0,0.0319429,0.0357763,0.0290613,0.00781859,0,0,0.0133212,0,0.0109576,0.00409932,0.0412695,0.028735,0.0101598,0.00967081,0.0130202,0.0171154,0.0117269,0.00509273,0.0398646,0.0215059,0.0230453,0.0217294,0.0376816,0.031423,0.0101925,0.0118633,0.0043713,0.018949,0.0212878,0.0162332,0.00935052,0.012472,0,0,0.0318436,0,0.0138406,0.0103545,0.0358612,0.0241349,0.0191584,0.0214632,0.0167199,0.0055748,0.00485921,0.00724433,0.00996897,0.00456988,0.0118843,0.021834,0.00884446,0.00973418,0.0100035,0.0122349,0.0120464,0,0,0,0,0,0,0,0,0.0294742,0,0,0,0
2,0.0117982,0.0106678,0,0,0,0,0,0.0294766,0.0355861,0.0275289,0.00724309,0,0,0.0129187,0,0.0110412,0.00400085,0.0410394,0.0268784,0.0103243,0.0112435,0.0121159,0.0168779,0.0115222,0.00482698,0.0400961,0.0226474,0.0234539,0.022327,0.038479,0.0297109,0.00984121,0.0117722,0.00420195,0.0198036,0.0212465,0.017074,0.00923836,0.0127283,0,0,0.031797,0,0.0139434,0.0101854,0.0359512,0.0247022,0.0192709,0.0224417,0.0161418,0.0051891,0.00520539,0.00810429,0.010353,0.00450524,0.0119989,0.021567,0.00876706,0.00993035,0.0100954,0.012222,0.0122335,0,0,0,0,0,0,0,0,0.0292089,0,0,0,0
3,0.0120135,0.0105186,0,0,0,0,0,0.0272496,0.0354329,0.0262736,0.00700253,0,0,0.0125775,0,0.0110907,0.00398538,0.0404529,0.026619,0.0103683,0.0123717,0.0114836,0.0167841,0.0114193,0.00457622,0.0401798,0.0232504,0.0236341,0.0225729,0.0386725,0.0278594,0.00965348,0.0116707,0.00402622,0.0205138,0.0211282,0.0176741,0.00898412,0.0129632,0,0,0.0315939,0,0.013961,0.0100289,0.036054,0.0251962,0.0194014,0.0230121,0.0156647,0.00485572,0.0054337,0.008593,0.0104941,0.00449725,0.0120096,0.0224995,0.00865918,0.0100488,0.0101392,0.0121503,0.0124163,0,0,0,0,0,0,0,0,0.0290585,0,0,0,0
4,0.0121875,0.0105239,0,0,0,0,0,0.0250548,0.0354033,0.0252983,0.00661154,0,0,0.0123137,0,0.0111253,0.00391984,0.0396848,0.0275114,0.0103234,0.012855,0.0112406,0.0167214,0.0109011,0.00409796,0.0401543,0.0233386,0.0235923,0.0225224,0.0385315,0.0260197,0.00946553,0.0116658,0.00392705,0.0211613,0.0210773,0.0182141,0.00889333,0.0131836,0,0,0.0315397,0,0.013984,0.00991391,0.0360857,0.0255934,0.0194071,0.0233867,0.0154106,0.00469469,0.00568187,0.00898153,0.0104067,0.0044019,0.011801,0.024634,0.00865424,0.0100428,0.0101138,0.0121709,0.0126186,0,0,0,0,0,0,0,0,0.0290338,0,0,0,0
5,0.0124129,0.0105708,0,0,0,0,0,0.0237977,0.0354211,0.0248291,0.00610559,0,0,0.0120492,0,0.011191,0.00395976,0.038954,0.0285226,0.0102338,0.012597,0.0112287,0.0167843,0.010445,0.00331497,0.0399033,0.0228714,0.0232598,0.022088,0.0381844,0.0253443,0.00910408,0.0116581,0.00378813,0.0214434,0.0209755,0.0184779,0.00881452,0.0133695,0,0,0.0315001,0,0.0139615,0.00979089,0.0360862,0.0262718,0.0193144,0.023543,0.0152925,0.00456426,0.00583811,0.00926823,0.0104257,0.00426901,0.0117191,0.0260561,0.0087355,0.0100834,0.010217,0.0122558,0.0128689,0,0,0,0,0,0,0,0,0.02901,0,0,0,0
6,0.0125394,0.010639,0,0,0,0,0,0.0242177,0.0353153,0.0252852,0.00589196,0,0,0.0117275,0,0.0111856,0.004046,0.038488,0.0294188,0.0102512,0.0116844,0.0114203,0.0168351,0.0101672,0.00264154,0.0391538,0.021832,0.022611,0.0212439,0.0375795,0.0260942,0.00874748,0.0116164,0.00385,0.0216066,0.0207772,0.0185904,0.00875672,0.0134996,0,0,0.0314135,0,0.0138498,0.00966708,0.0360419,0.0269345,0.0191466,0.0235655,0.0153441,0.00435586,0.00598299,0.00961692,0.0105478,0.00403435,0.0117823,0.0269122,0.0087499,0.0102168,0.0104094,0.0123383,0.0130795,0,0,0,0,0,0,0,0,0.0289377,0,0,0,0
7,0.0125252,0.0107126,0,0,0,0,0,0.0261874,0.0351387,0.0268364,0.00563918,0,0,0.0112629,0,0.0112264,0.00420474,0.0383133,0.0311843,0.0104016,0.010394,0.0116388,0.0166983,0.0100497,0.00274764,0.0380424,0.0203908,0.0216153,0.0202185,0.0367276,0.02839,0.00857308,0.0115083,0.00380394,0.0218496,0.0206809,0.0186787,0.00863363,0.0135468,0,0,0.0312996,0,0.0138291,0.00956502,0.0360216,0.0275186,0.0189481,0.0236085,0.0155705,0.00407551,0.00612952,0.0100068,0.0106846,0.00379345,0.0119032,0.0277338,0.00867216,0.0103089,0.010494,0.0124517,0.0132683,0,0,0,0,0,0,0,0,0.0288156,0,0,0,0
8,0.0126526,0.0107945,0,0,0,0,0,0.0290485,0.0349603,0.0285219,0.00565467,0,0,0.0109988,0,0.0112413,0.00435334,0.0383355,0.0338849,0.010643,0.00902823,0.011909,0.0165828,0.0099867,0.00355288,0.0369167,0.0189497,0.0205914,0.0191101,0.0358334,0.0317085,0.00843829,0.0113813,0.00355648,0.0220709,0.0205777,0.0187668,0.00864834,0.0136762,0,0,0.0312046,0,0.0137986,0.00940827,0.0360316,0.0280071,0.018637,0.023656,0.0159088,0.0037552,0.0062951,0.0104451,0.0107739,0.00357254,0.0119699,0.0285832,0.00860485,0.0102845,0.0104896,0.0126138,0.0135288,0,0,0,0,0,0,0,0,0.0286657,0,0,0,0
9,0.0128719,0.0110487,0,0,0,0,0,0.0313564,0.0349778,0.0304977,0.00663046,0,0,0.0111945,0,0.0111739,0.00440253,0.0384432,0.0368123,0.0102397,0.00815433,0.0131108,0.0167768,0.0102673,0.00482096,0.0358224,0.0183164,0.02042,0.0187679,0.0355255,0.0342335,0.0084762,0.0113551,0.00354256,0.0221043,0.0207012,0.0189204,0.00905624,0.0139182,0,0,0.0313902,0,0.0138694,0.00940429,0.035727,0.0288906,0.0181289,0.0239079,0.0169992,0.00368729,0.00658875,0.0110822,0.0108011,0.00320082,0.0119948,0.0293294,0.00875319,0.0101788,0.0104525,0.0129117,0.0138454,0,0,0,0,0,0,0,0,0.0282807,0,0,0,0
10,0.0130656,0.0113641,0,0,0,0,0,0.0312732,0.0349915,0.0319346,0.00686283,0,0,0.0112592,0,0.0111102,0.00450666,0.0385266,0.0380504,0.0102289,0.00751702,0.013526,0.0169532,0.0104472,0.00538346,0.0349066,0.018145,0.020938,0.0189837,0.035151,0.0345241,0.00836882,0.011412,0.0036009,0.0224454,0.0207029,0.019531,0.00928102,0.0138879,0,0,0.0315391,0,0.0139459,0.00944091,0.0358048,0.0301631,0.0176784,0.0237493,0.0177272,0.00349129,0.0067096,0.0109376,0.0105512,0.00321955,0.0119764,0.0303497,0.0088954,0.0101132,0.0105152,0.013261,0.0139851,0,0,0,0,0,0,0,0,0.027874,0,0,0,0
11,0.0132206,0.0115842,0,0,0,0,0,0.0289286,0.0349804,0.0320258,0.00673972,0,0,0.0110147,0,0.0111539,0.00459413,0.038768,0.0382173,0.0102549,0.00770325,0.0135924,0.0170734,0.0105796,0.00549083,0.0342547,0.018653,0.0218622,0.0198366,0.0352436,0.0326023,0.00824817,0.0114448,0.00343481,0.0240371,0.0206457,0.0218843,0.00927383,0.0137506,0,0,0.0314064,0,0.0140086,0.00937906,0.0357369,0.033113,0.0173922,0.0226248,0.0180324,0.00313247,0.00657816,0.0101718,0.00956139,0.00462423,0.0121325,0.0325664,0.00888493,0.0100485,0.0105712,0.0136332,0.0139215,0,0,0,0,0,0,0,0,0.0271133,0,0,0,0
12,0.0133592,0.0116934,0,0,0,0,0,0.0264096,0.0348815,0.0308133,0.00689248,0,0,0.0105186,0,0.0113004,0.00475528,0.0390633,0.0381711,0.0101642,0.00824411,0.0135383,0.0170323,0.0107328,0.00568219,0.0342991,0.0194181,0.0223789,0.0205533,0.0357159,0.0300176,0.00802135,0.0113733,0.00324928,0.0241709,0.0205537,0.0227592,0.00919065,0.0136717,0,0,0.0309314,0,0.0140007,0.00913555,0.0356179,0.0336698,0.0171437,0.0222323,0.0180367,0.0027153,0.00682694,0.0102682,0.00919864,0.00494402,0.0121009,0.033834,0.0088197,0.00989818,0.0105907,0.0138658,0.014012,0,0,0,0,0,0,0,0,0.026678,0,0,0,0
13,0.0136241,0.011695,0,0,0,0,0,0.0250503,0.0346662,0.0299515,0.00735972,0,0,0.0100861,0,0.0113927,0.00494695,0.0392671,0.0380342,0.00982492,0.00890289,0.0135452,0.0170288,0.0111226,0.00624878,0.0351224,0.0201062,0.0224058,0.0208514,0.0363589,0.0285768,0.0076318,0.0112065,0.00303551,0.0234161,0.0203723,0.0221197,0.00898525,0.013707,0,0,0.0303726,0,0.0139078,0.00888169,0.0355492,0.0328237,0.0169381,0.022375,0.0178483,0.00237179,0.00732028,0.0109755,0.00938126,0.00416846,0.0118484,0.0340446,0.00873327,0.00973634,0.01055,0.0138599,0.0143639,0,0,0,0,0,0,0,0,0.0265529,0,0,0,0
14,0.013967,0.0117858,0,0,0,0,0,0.0243774,0.0344683,0.0301632,0.00729675,0,0,0.00987968,0,0.0114368,0.00509221,0.0393955,0.0382328,0.00936423,0.00944541,0.0135455,0.0172609,0.0115206,0.00667337,0.0363803,0.0205711,0.0223412,0.0210702,0.0369136,0.0280879,0.00731368,0.0111002,0.00302563,0.0215323,0.0203359,0.0202129,0.00870778,0.0138054,0,0,0.0300525,0,0.0139443,0.00874063,0.0354754,0.0310757,0.0167852,0.0228894,0.0176768,0.0022175,0.00799773,0.0119028,0.0100838,0.00281233,0.0115563,0.0334677,0.00857116,0.0097748,0.0104623,0.013928,0.014704,0,0,0,0,0,0,0,0,0.0267716,0,0,0,0
15,0.0143288,0.0119371,0,0,0,0,0,0.0238849,0.034362,0.0306314,0.00700109,0,0,0.00969891,0,0.0114294,0.00514869,0.039341,0.0386895,0.00886679,0.00957813,0.0131997,0.0175334,0.0120008,0.00667304,0.0374728,0.0208837,0.0224832,0.0215891,0.0373995,0.0278018,0.00701631,0.0111022,0.00297908,0.0207056,0.0203935,0.0195118,0.00833818,0.0139226,0,0,0.0298981,0,0.014088,0.00860329,0.0353623,0.0304699,0.0167346,0.0226616,0.0173825,0.00208825,0.0084488,0.0123911,0.0101756,0.00257786,0.0112843,0.0339899,0.0083513,0.00998256,0.0103263,0.0140908,0.0150289,0,0,0,0,0,0,0,0,0.0266872,0,0,0,0
16,0.0147151,0.0120819,0,0,0,0,0,0.0235318,0.0342448,0.0306556,0.00701261,0,0,0.00938355,0,0.0114003,0.00509828,0.0391932,0.0390439,0.00859253,0.00952914,0.012915,0.0177529,0.0127608,0.00663449,0.0379688,0.0210664,0.0227079,0.0220779,0.0376408,0.0281965,0.00685005,0.0109674,0.00299826,0.0205253,0.0204052,0.019342,0.00790071,0.0141086,0,0,0.0294556,0,0.0141264,0.0083238,0.0352637,0.0297143,0.0167265,0.0221654,0.0169746,0.00183486,0.00885711,0.0127487,0.00990329,0.00252121,0.010856,0.0354928,0.00794196,0.00951948,0.0102213,0.0142739,0.01539,0,0,0,0,0,0,0,0,0.026365,0,0,0,0
17,0.0148381,0.0122533,0,0,0,0,0,0.0227699,0.0341428,0.030127,0.00706509,0,0,0.00930644,0,0.0113822,0.005151,0.0388886,0.03884,0.00861471,0.00960709,0.0129506,0.0180617,0.012626,0.00679594,0.0376641,0.0210658,0.0228591,0.0222808,0.0375852,0.0286079,0.00674364,0.0108691,0.00297144,0.0206057,0.0203269,0.0191348,0.00761064,0.0140806,0,0,0.029284,0,0.0141017,0.00818994,0.0351898,0.0285506,0.0165917,0.02179,0.0167807,0.00173297,0.00930852,0.0135469,0.00952566,0.00236358,0.0101794,0.0370804,0.00782349,0.00912079,0.0102059,0.0144237,0.0154853,0,0,0,0,0,0,0,0,0.0259422,0,0,0,0
18,0.0148019,0.0122911,0,0,0,0,0,0.0219296,0.0340841,0.0293139,0.00684817,0,0,0.00923795,0,0.011374,0.00518726,0.0384258,0.0378334,0.00878693,0.00951621,0.0129997,0.0182318,0.0115771,0.00712139,0.036897,0.0207254,0.0226753,0.0219952,0.0370394,0.0288715,0.00659842,0.0108099,0.00299187,0.0207304,0.0202618,0.0188915,0.00733406,0.0139266,0,0,0.0289968,0,0.0140987,0.00803717,0.0351773,0.027174,0.0163565,0.0214418,0.0165852,0.00172648,0.00982821,0.014568,0.00910212,0.00250426,0.009341,0.0387452,0.00780674,0.00889296,0.0102102,0.0145945,0.0154002,0,0,0,0,0,0,0,0,0.0253704,0,0,0,0
19,0.0147178,0.0122496,0,0,0,0,0,0.0212661,0.0341412,0.0284841,0.00682715,0,0,0.00924607,0,0.0113752,0.00517999,0.0378615,0.0364854,0.00909769,0.00898629,0.0130544,0.0184042,0.0109301,0.00739058,0.0361083,0.0201047,0.022159,0.0214133,0.0361508,0.028516,0.00655485,0.0108223,0.00298988,0.0208472,0.0202205,0.0186755,0.00692184,0.0137833,0,0,0.0286735,0,0.0141188,0.00788066,0.0352021,0.0253367,0.0160421,0.0211463,0.0165198,0.00177172,0.010448,0.0151652,0.00873662,0.00282798,0.00840931,0.0405156,0.00784828,0.00884971,0.0102191,0.0148723,0.0152488,0,0,0,0,0,0,0,0,0.0245945,0,0,0,0
20,0.0148143,0.0124095,0,0,0,0,0,0.0205765,0.0341849,0.0276069,0.00712394,0,0,0.00976573,0,0.0114251,0.00545285,0.0369485,0.0346773,0.00945476,0.00817665,0.0136955,0.0188123,0.0108166,0.00740737,0.0357347,0.0193653,0.0213883,0.0207038,0.0351271,0.0271749,0.00681341,0.0108402,0.00300222,0.0239725,0.0203646,0.0243331,0.00652025,0.0137589,0,0,0.0284674,0,0.0142353,0.00787347,0.0351754,0.0271857,0.0154639,0.0222749,0.0172641,0.00172806,0.0124512,0.0173919,0.00859534,0.00488492,0.00946862,0,0.00782256,0.00858277,0.0100086,0.0153158,0.0152432,0,0,0,0,0,0,0,0,0.0233997,0,0,0,0
21,0.0149432,0.0125293,0,0,0,0,0,0.0206345,0.0341005,0.0275305,0.00722365,0,0,0.0100856,0,0.0114557,0.00577749,0.0361574,0.0337336,0.00909557,0.00761387,0.0136541,0.0191326,0.0113603,0.00762435,0.0352532,0.0187098,0.0209004,0.0201103,0.03423,0.0268577,0.00697046,0.0108349,0.00300616,0.0192676,0.0204575,0.0190225,0.00611841,0.0137823,0,0,0.0284571,0,0.0143721,0.00793824,0.035068,0.0211342,0.0153922,0.0196329,0.0170919,0.00176778,0.0121214,0.0169981,0.00763019,0.00418619,0.00635175,0.045328,0.00791893,0.00863369,0.00993766,0.0155728,0.0152959,0,0,0,0,0,0,0,0,0.0225256,0,0,0,0
22,0.0151365,0.0127507,0,0,0,0,0,0.0209803,0.0340531,0.0273805,0.00740918,0,0,0.0104544,0,0.0114638,0.00612937,0.0352145,0.0329032,0.0086453,0.00746823,0.0134797,0.0194841,0.0116742,0.00805678,0.0349195,0.0182056,0.0206071,0.0196606,0.0336494,0.0267717,0.00718445,0.0108691,0.0031125,0.01945,0.0204847,0.0180532,0.00551761,0.0139297,0,0,0.028481,0,0.0144273,0.00805311,0.0349009,0.0192749,0.0152771,0.0180625,0.0167788,0.0018205,0.0126786,0.0175407,0.00685713,0.00472331,0.00480223,0.0445564,0.00787933,0.00879731,0.0099585,0.015775,0.0154496,0,0,0,0,0,0,0,0,0.0215147,0,0,0,0
23,0.0153566,0.0131484,0,0,0,0,0,0.0214825,0.0342129,0.0271637,0.00757669,0,0,0.0107982,0,0.0115369,0.00635108,0.0346452,0.0321122,0.00817758,0.00753144,0.0131412,0.0198457,0.0112083,0.00828927,0.0348302,0.0177728,0.0204531,0.0193811,0.0332973,0.0268945,0.00740285,0.0109571,0.00321657,0.0181982,0.020443,0.0166266,0.0048715,0.0141428,0,0,0.0285785,0,0.0143694,0.00814153,0.0348812,0.0169128,0.0153232,0.01697,0.0163523,0.00188499,0.0131087,0.0180986,0.00683333,0.00507254,0.00364223,0.0434374,0.00790034,0.00879884,0.00993681,0.0160399,0.0156172,0,0,0,0,0,0,0,0,0.0205987,0,0,0,0
24,0.0155275,0.0134383,0,0,0,0,0,0.0219398,0.0343878,0.026894,0.00766286,0,0,0.0112846,0,0.0117092,0.00651587,0.0345245,0.0312028,0.00795301,0.00760015,0.0128938,0.0202853,0.0107298,0.00831063,0.0349346,0.0176028,0.0203859,0.0192629,0.0330501,0.0267472,0.00769316,0.0109325,0.00324119,0.017007,0.0203081,0.0158884,0.00451252,0.0143594,0,0,0.0286943,0,0.0142152,0.00822763,0.0349311,0.0154895,0.0154393,0.0160395,0.0160111,0.00185283,0.012177,0.0183702,0.00703204,0.00539138,0.00292114,0.0425231,0.00797327,0.0087651,0.0100167,0.0163247,0.0157619,0,0,0,0,0,0,0,0,0.0198149,0,0,0,0
25,0.0157017,0.0137034,0,0,0,0,0,0.0220872,0.0344813,0.0265602,0.00762456,0,0,0.0117203,0,0.0117983,0.00668114,0.0348288,0.0303026,0.00801947,0.00763022,0.0127192,0.0206606,0.0103275,0.00834903,0.0350902,0.0175633,0.0201559,0.0192091,0.0328149,0.0265195,0.00805378,0.0109703,0.00325811,0.0170536,0.0202296,0.0162176,0.00457815,0.0145731,0,0,0.0288867,0,0.0141137,0.0083194,0.0351245,0.0149099,0.0156561,0.0153345,0.0156735,0.00169296,0.0107048,0.0184831,0.00698067,0.00578874,0.00235858,0.0423341,0.00816945,0.0086597,0.00998268,0.0166523,0.0159115,0,0,0,0,0,0,0,0,0.0190153,0,0,0,0
26,0.0159005,0.0139411,0,0,0,0,0,0.0221555,0.0345415,0.0264084,0.00790231,0,0,0.0120349,0,0.0118293,0.00675178,0.0352413,0.029596,0.00839871,0.00777435,0.0124681,0.0210604,0.0102288,0.00854813,0.0351501,0.017641,0.0201944,0.0192104,0.032675,0.0263793,0.00827879,0.0110536,0.0033437,0.018269,0.0202834,0.0170771,0.00488161,0.0147799,0,0,0.0290464,0,0.0141543,0.00838716,0.0354884,0.0155802,0.0158199,0.0145572,0.0150928,0.00146645,0.0162233,0.0177304,0.00638261,0.00630347,0.00147023,0.0417951,0.00829004,0.00837263,0.00988378,0.0169578,0.0160778,0,0,0,0,0,0,0,0,0.0180784,0,0,0,0
27,0.0160295,0.0141673,0,0,0,0,0,0.0219027,0.0346196,0.0259536,0.00771885,0,0,0.0121561,0,0.0118263,0.00672917,0.0354043,0.0286356,0.00852951,0.00779804,0.0125786,0.0211606,0.0100532,0.00853731,0.0354477,0.0175844,0.0201178,0.0190284,0.0324047,0.0257405,0.00839577,0.0111303,0.0034581,0.020543,0.0204729,0.0188625,0.00554078,0.0150254,0,0,0.0292761,0,0.0142783,0.0084701,0.0359841,0.0183538,0.0167996,0.0152296,0.0146189,0.00145139,0,0.0188004,0.00659668,0.00667555,0.00197237,0.0399708,0.0084257,0.00803785,0.00973146,0.017262,0.0161652,0,0,0,0,0,0,0,0,0.0174904,0,0,0,0
28,0.0161801,0.0144335,0,0,0,0,0,0.0217197,0.0346717,0.0254894,0.00741956,0,0,0.0123273,0,0.0118449,0.00683518,0.0351148,0.0278637,0.00865066,0.00788727,0.0126118,0.021242,0.0100033,0.00858393,0.0356563,0.0175335,0.0200235,0.0188313,0.0322046,0.0251392,0.0085193,0.0111482,0.0034738,0.0229378,0.0204961,0.0202595,0.00598396,0.015219,0,0,0.0295665,0,0.0142603,0.00852423,0.0373406,0.0237662,0.0176691,0.01776,0.0140088,0.00156425,0,0.0204319,0.00660411,0.00678096,0.0034068,0.0355046,0.00854666,0.00781394,0.00965137,0.0175999,0.0162608,0,0,0,0,0,0,0,0,0.017472,0,0,0,0
29,0.0165647,0.014903,0,0,0,0,0,0.0225457,0.0347824,0.026249,0.00812434,0,0,0.0133864,0,0.0119936,0.00744284,0.0340482,0.0287638,0.00926978,0.00858288,0.0110036,0.0219775,0.010821,0.00967397,0.0347918,0.0178196,0.0204093,0.0191557,0.0326359,0.0263927,0.00918527,0.011223,0.00351096,0.0228619,0.0204695,0.0212527,0.00461527,0.0153779,0,0,0.0297247,0,0.0141831,0.00842394,0.0422064,0.0385,0.014678,0.0254257,0.0126797,0.00169545,0.115006,0.0184565,0.00694168,0.00665517,0.00699479,0.0250117,0.00884084,0.00733549,0.00935146,0.0181059,0.0166344,0,0,0,0,0,0,0,0,0.0209467,0,0,0,0
30,0.016726,0.0150748,0,0,0,0,0,0.0222815,0.0346904,0.0259663,0.00784205,0,0,0.0136218,0,0.012001,0.00764997,0.03339,0.0283164,0.009266,0.00865583,0.0109066,0.0220224,0.0108404,0.00975269,0.0347398,0.0178358,0.0204208,0.0191522,0.0325725,0.0259426,0.00934055,0.0111815,0.00350548,0.0231852,0.0202864,0.0234978,0.00442275,0.0155122,0,0,0.0300466,0,0.0138971,0.00842309,0.0437082,0.0445474,0.0149327,0.0298708,0.0118238,0.00210516,0.122431,0.018998,0.00856956,0.00730055,0.00737204,0.0173691,0.00905847,0.00677563,0.00906142,0.0182636,0.0167454,0,0,0,0,0,0,0,0,0.0218258,0,0,0,0
31,0.0168954,0.0152392,0,0,0,0,0,0.0221163,0.034576,0.0257121,0.00780189,0,0,0.0138032,0,0.0120211,0.00779827,0.0329738,0.0278142,0.00907846,0.00865624,0.0110727,0.0220959,0.010798,0.0096992,0.0346226,0.0178733,0.0205176,0.0192077,0.0324791,0.025398,0.00947888,0.0111839,0.00366486,0.0220848,0.0203123,0.0228645,0.00450967,0.0155938,0,0,0.0301004,0,0.013922,0.00850111,0.0435604,0.0438223,0.0151562,0.0310852,0.0110219,0.00218857,0.120847,0.0178951,0.00937265,0.00772456,0.005612,0.0139315,0.0090298,0.00686966,0.00909613,0.0183841,0.0168575,0,0,0,0,0,0,0,0,0.0207629,0,0,0,0
32,0.0170786,0.0154836,0,0,0,0,0,0.022278,0.0348093,0.0255255,0.00817004,0,0,0.0140098,0,0.0121102,0.0079663,0.0328336,0.0274665,0.00880365,0.00864274,0.0116292,0.0223298,0.0108762,0.00966452,0.0345185,0.0179825,0.020697,0.0192546,0.0323176,0.0250375,0.00958211,0.011261,0.0036523,0.0210664,0.0205405,0.0202474,0.00517652,0.0156243,0,0,0.0300033,0,0.0141609,0.00853572,0.0418381,0.0361049,0.0150105,0.0288938,0.0105715,0.00202663,0.116601,0.0159251,0.00907443,0.00833398,0.00357269,0.0153805,0.00901097,0.0070671,0.00912805,0.0184893,0.0169721,0,0,0,0,0,0,0,0,0.0183185,0,0,0,0
33,0.0167533,0.015093,0,0,0,0,0,0.0218402,0.0347784,0.0242734,0.00741251,0,0,0.0126856,0,0.0119357,0.00729824,0.0336796,0.025712,0.00772361,0.00783311,0.0134018,0.0212431,0.0101515,0.00834867,0.0355615,0.017604,0.0203074,0.0187003,0.0312126,0.0240187,0.00870516,0.0110951,0.00336996,0.0258848,0.0207086,0.0216389,0.00423187,0.0155928,0,0,0.0296391,0,0.014258,0.00822142,0.0367241,0.0207954,0.0192514,0.0188469,0.0102714,0.00183612,0,0.0156938,0.00728018,0.0100019,0.00292352,0.022901,0.00862261,0.00699988,0.00904258,0.0178056,0.0166446,0,0,0,0,0,0,0,0,0.015003,0,0,0,0
34,0.0169401,0.0157533,0,0,0,0,0,0.0226195,0.0350161,0.0242305,0.00819611,0,0,0.0136022,0,0.011982,0.00774733,0.0333928,0.025418,0.00746883,0.00795865,0.0148768,0.0215328,0.0102997,0.00838853,0.0355122,0.0178908,0.0206451,0.0188873,0.0311203,0.0241185,0.00922487,0.0112308,0.00350914,0.0285487,0.0207365,0.0232778,0.00454372,0.0155408,0,0,0.0302402,0,0.0142775,0.00850245,0.0353962,0.0161595,0.0177785,0.0172838,0.0114429,0.0020914,0,0.0149043,0.00690689,0.0110483,0.00490463,0.0270467,0.00907857,0.00724146,0.00894517,0.0181352,0.016848,0,0,0,0,0,0,0,0,0.0150252,0,0.0200505,0,0
35,0.0168737,0.0156098,0,0,0,0,0,0.0231833,0.0349415,0.0241366,0.00825405,0,0,0.0130444,0,0.0119044,0.00748351,0.0337546,0.0250632,0.00697087,0.00763965,0.0156542,0.021102,0.0101963,0.00794867,0.0357976,0.0177854,0.0206214,0.0188284,0.030667,0.0245626,0.00883522,0.011162,0.00354596,0.030906,0.0207187,0.0245898,0.00476634,0.0155469,0,0,0.0300449,0,0.0142243,0.00843504,0.0343784,0.0175386,0.018523,0.0175659,0.0113526,0.00186978,0,0.0156688,0.00706355,0.0113151,0.00521147,0.0291444,0.00892645,0.00744461,0.00890423,0.0177627,0.0168824,0,0,0,0,0,0,0,0,0.0153886,0,0,0,0
36,0.0168721,0.015636,0,0,0,0,0,0.023877,0.034983,0.024203,0.00839838,0,0,0.012766,0,0.0118794,0.00742334,0.0338654,0.0248228,0.00659657,0.00742322,0.0166429,0.020852,0.0104244,0.00772876,0.03597,0.0177941,0.0206645,0.0188246,0.0304641,0.0250468,0.00864237,0.0111374,0.00357868,0.0318044,0.0206823,0.0250731,0.00516627,0.0155474,0,0,0.0301485,0,0.0141462,0.00850116,0.033685,0.0193251,0.0185452,0.0187395,0.0118414,0.00178308,0,0.0161043,0.00706147,0.0114938,0.0051149,0.0297104,0.00895516,0.00737543,0.00891442,0.0176481,0.0169678,0,0,0,0,0,0,0,0,0.0157323,0,0,0,0
