Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTHII,IMUR_M,RTHII,LTHIA,RTHIA
188,0.0114858,0.0099065,0,0,0,0,0,0.0350633,0.0352737,0.0240282,0.00851499,0,0,0.0192273,0,0.0137164,0.0135692,0.0363391,0.0177572,0.0071064,0.00739557,0.0098658,0.0204681,0.0105502,0.0354445,0.0167104,0.0222197,0.0178454,0.0229327,0.0367466,0.0212276,0.0105367,0.00695716,0.01798,0.0217194,0.0164381,0.00910749,0.0101422,0,0,0.0370953,0,0.0143181,0.0125918,0.0333761,0.0182138,0.0229673,0.0171373,0.00299041,0.0146953,0.00895197,0.00989084,0.0173688,0.0125884,0.0173995,0.0175833,0.0200016,0.0215052,0.00381315,0.00634536,0.0104967,0.0124518,0,0,0,0,0,0,0,0,0.00838783,0,0,0.0110822,0.0146263
189,0.0115268,0.00978696,0,0,0,0,0,0.035556,0.0352947,0.0242821,0.00838489,0,0,0.0194476,0,0.0137304,0.0138235,0.0360455,0.0178211,0.00721932,0.00723242,0.00996649,0.0202026,0.0107322,0.0353619,0.0166185,0.0221659,0.0177718,0.0230196,0.037074,0.0212609,0.0105085,0.00698086,0.0184646,0.021679,0.015183,0.0088715,0.010099,0,0,0.0371935,0,0.0143006,0.012517,0.0334234,0.0181479,0.0228576,0.0171951,0.00271825,0.014698,0.00874995,0.00933275,0.0180155,0.0133124,0.0169306,0.0184682,0.0218654,0.0215545,0.00388671,0.00642199,0.010154,0.0125132,0,0,0,0,0,0,0,0,0.00840232,0,0,0.0110004,0.014993
190,0.0114929,0.0095981,0,0,0,0,0,0.0358065,0.0352388,0.0245192,0.00810531,0,0,0.0197162,0,0.0137047,0.014208,0.0357052,0.0185449,0.00742894,0.006975,0.00966159,0.0198148,0.0109195,0.0352789,0.016542,0.0220715,0.0177399,0.0231364,0.0375595,0.0214555,0.0104313,0.00698133,0.0187166,0.0216294,0.0137056,0.00866947,0.00998283,0,0,0.0371134,0,0.0142957,0.0124405,0.0335387,0.0181823,0.0229088,0.0174977,0.00253631,0.0147143,0.00845025,0.00876306,0.0184708,0.0144683,0.0160127,0.0190527,0.0234937,0.0215466,0.00404157,0.00652353,0.00972499,0.0125558,0,0,0,0,0,0,0,0,0.00841412,0,0,0.0109621,0.0154398
191,0.0114119,0.00939241,0,0,0,0,0,0.0359931,0.0351163,0.0246407,0.00780163,0,0,0.0198999,0,0.0136303,0.0145931,0.0353925,0.0191961,0.00768559,0.00672735,0.00919337,0.0195548,0.0111132,0.0351829,0.0165045,0.0220296,0.0177129,0.0232446,0.0378602,0.0217256,0.0103536,0.00692003,0.0186622,0.0215534,0.0125503,0.00843445,0.00986196,0,0,0.0367629,0,0.0142819,0.0122675,0.0336773,0.018559,0.0230004,0.0179305,0.00244894,0.0147,0.00820542,0.00823242,0.0187205,0.0159634,0.0148402,0.0192297,0.0247013,0.0213402,0.00420076,0.00653688,0.00938296,0.0126034,0,0,0,0,0,0,0,0,0.00841835,0,0,0.0109631,0.0161502
192,0.0114957,0.00935196,0,0,0,0,0,0.0362555,0.0351336,0.0249369,0.00791824,0,0,0.0199045,0,0.0135662,0.01468,0.0352493,0.0193865,0.00783539,0.00642101,0.00897363,0.0194166,0.0112794,0.035187,0.0164429,0.0219898,0.0177204,0.0233382,0.038204,0.0218031,0.0103632,0.00687707,0.0183483,0.0215314,0.0116633,0.00793753,0.0099419,0,0,0.0367494,0,0.0142571,0.0122607,0.0336958,0.0196662,0.0226852,0.0182698,0.00210265,0.0146115,0.00795051,0.00772462,0.0186897,0.0176491,0.0135152,0.019157,0.0254388,0.0212784,0.00424844,0.00659713,0.00923649,0.0127729,0,0,0,0,0,0,0,0,0.00837814,0,0,0.0109296,0.0172739
193,0.0115734,0.00928598,0,0,0,0,0,0.0366352,0.0351007,0.0253801,0.00801341,0,0,0.0200353,0,0.0135926,0.0148977,0.0351236,0.0190876,0.00804916,0.00615823,0.00868184,0.0193214,0.0114279,0.0352715,0.0164182,0.0218916,0.0177809,0.0235159,0.0385276,0.0219513,0.0103232,0.00679378,0.0178986,0.0214772,0.0105515,0.00755735,0.00998164,0,0,0.0366464,0,0.0142451,0.0121232,0.0336677,0.0206738,0.0225403,0.0186901,0.00202872,0.0145673,0.00801324,0.00779133,0.018149,0.0198786,0.0119395,0.0185255,0.0253334,0.0212813,0.00433868,0.00676277,0.00902514,0.0129275,0,0,0,0,0,0,0,0,0.00836675,0,0,0.0108638,0.0185298
194,0.011575,0.00917399,0,0,0,0,0,0.037062,0.0349417,0.0255744,0.00797322,0,0,0.0203031,0,0.0135471,0.015233,0.0350366,0.0187565,0.00829286,0.00599709,0.00835965,0.0190242,0.0115578,0.035361,0.0164295,0.0218141,0.0178287,0.0237029,0.0388329,0.0222461,0.0102333,0.00668286,0.0170969,0.0213888,0.00954977,0.00725598,0.00995731,0,0,0.0363712,0,0.0142245,0.0119645,0.0336824,0.020267,0.0226056,0.0188345,0.0019812,0.0145304,0.00829718,0.0083246,0.0171049,0.022548,0.00980272,0.0168695,0.0242086,0.0212702,0.00443625,0.00685249,0.00877287,0.0129802,0,0,0,0,0,0,0,0,0.00839687,0,0,0.0108301,0.0197672
195,0.011518,0.00910522,0,0,0,0,0,0.0372702,0.0347857,0.0260618,0.00789725,0,0,0.0205572,0,0.0134665,0.0156126,0.0350346,0.0189133,0.00847165,0.00577028,0.00782487,0.0187318,0.0116342,0.035368,0.0164067,0.021772,0.0178425,0.0236976,0.0390571,0.0225609,0.0101372,0.00654757,0.0151509,0.0213164,0.00886959,0.00697507,0.00984092,0,0,0.0360228,0,0.014209,0.0117409,0.0338335,0.0184615,0.0228684,0.0184546,0.00188543,0.0144781,0.00855035,0.00924899,0.0157238,0.025556,0.00762119,0.0145112,0.0217342,0.0211736,0.00446233,0.0068954,0.00857644,0.0129287,0,0,0,0,0,0,0,0,0.00844032,0,0,0.0107802,0.0210363
196,0.0114834,0.00903503,0,0,0,0,0,0.0376363,0.0345845,0.0255277,0.00783284,0,0,0.0209872,0,0.0133987,0.0162936,0.0350607,0.0192777,0.00877158,0.00564042,0.00704175,0.0184942,0.0117046,0.0353886,0.0163842,0.0217712,0.0178704,0.0236651,0.0394445,0.0230537,0.0100103,0.00640797,0.0128256,0.0212221,0.00785779,0.00678576,0.00963542,0,0,0.0352073,0,0.0142028,0.0113357,0.0339773,0.0155103,0.0233713,0.0173225,0.00194341,0.0144056,0.00874567,0.0102824,0.0142,0.0288142,0.00656864,0.0119803,0.0183158,0.0207,0.00457405,0.00699397,0.00829681,0.0128457,0,0,0,0,0,0,0,0,0.0085305,0,0,0.0107777,0.0221752
197,0.0113369,0.00900454,0,0,0,0,0,0.0379123,0.0342824,0.0253187,0.00763868,0,0,0.021642,0,0.0133669,0.0170852,0.0350739,0.0193552,0.0091584,0.00562515,0.00614122,0.0182121,0.0117446,0.0353251,0.0163647,0.0217452,0.017879,0.0236514,0.0395957,0.0236735,0.00982486,0.00630129,0.0106885,0.0210851,0.00703202,0.00654913,0.00927799,0,0,0.034121,0,0.0142105,0.010745,0.0340991,0.0116772,0.0243097,0.015501,0.00228841,0.0143669,0.00923122,0.011534,0.0129809,0.0324211,0.00744765,0.00988594,0.0143903,0.0201081,0.00475906,0.00690607,0.00810149,0.0126056,0,0,0,0,0,0,0,0,0.0086352,0,0,0.0107567,0.0230903
198,0.011163,0.00910429,0,0,0,0,0,0.0382251,0.0340236,0.0255052,0.00770434,0,0,0.0222877,0,0.0133449,0.0179357,0.0352324,0.0196372,0.00953506,0.00565051,0.00535324,0.0177303,0.0117049,0.0352838,0.0163285,0.0217579,0.0178347,0.0235759,0.0398123,0.024267,0.00963711,0.00623007,0.00854308,0.0209394,0.00694134,0.00648867,0.00894062,0,0,0.0332059,0,0.0141961,0.0103278,0.0341324,0.00741288,0.025313,0.0127636,0.00301519,0.0143368,0.00894685,0.0126482,0.0127229,0.036102,0.00989996,0.00971717,0.0104239,0.0197146,0.00491213,0.00690025,0.00812032,0.0123334,0,0,0,0,0,0,0,0,0.00868809,0,0,0.0107624,0.0237657
199,0.0110645,0.00932851,0,0,0,0,0,0.0384255,0.0338453,0.0255373,0.00797946,0,0,0.0228069,0,0.0133056,0.0186057,0.0355496,0.0196336,0.0096779,0.00568792,0.00478576,0.017182,0.0115889,0.0352568,0.0163012,0.0217828,0.0177362,0.0233573,0.0400109,0.0247105,0.00949064,0.00614671,0.00594982,0.0208428,0.00848156,0.006573,0.00867942,0,0,0.0324972,0,0.0142028,0.0101544,0.0342415,0.00487191,0.0263792,0.00865903,0.00360024,0.014298,0.0076046,0.0135344,0.0139732,0.0394345,0.0129726,0.0119166,0.00708961,0.0195022,0.00503713,0.00697894,0.0083066,0.0121892,0,0,0,0,0,0,0,0,0.00872603,0,0,0.0108334,0.0239938
200,0.0110706,0.00958053,0,0,0,0,0,0.0385257,0.0337069,0.0253243,0.0083597,0,0,0.023123,0,0.0132972,0.0189265,0.0359229,0.0195987,0.00959106,0.00580252,0.00442927,0.0167076,0.0113898,0.0352484,0.0162682,0.0217641,0.0176198,0.0230653,0.0401963,0.0250051,0.00936391,0.00606977,0.0044876,0.0207849,0.010594,0.00677259,0.00855984,0,0,0.0319711,0,0.0142199,0.0101167,0.0345838,0.00775743,0.0273549,0.00374148,0.00397548,0.0142513,0.00710053,0.0126757,0.016286,0.0419123,0.0158398,0.0153906,0.00592698,0.0193627,0.00513409,0.00703034,0.00851487,0.0121658,0,0,0,0,0,0,0,0,0.00878479,0,0,0.0110262,0.0235405
201,0.0111595,0.00972208,0,0,0,0,0,0.0386274,0.0336618,0.0251167,0.00876506,0,0,0.0232564,0,0.0133021,0.0189135,0.0362521,0.019413,0.00930046,0.00609889,0.00444943,0.0163611,0.0111644,0.0352434,0.0162907,0.0218125,0.0175744,0.0227962,0.0403574,0.0250457,0.00930989,0.0060305,0.00604256,0.0207765,0.0128739,0.0071803,0.00861963,0,0,0.0318265,0,0.0142232,0.0101432,0.0349652,0.0127922,0.0279196,0.00288211,0.00413775,0.0141922,0.00734215,0.010814,0.0184812,0.0432173,0.017806,0.0186671,0.00688476,0.0195404,0.00510145,0.00705436,0.00862564,0.0122534,0,0,0,0,0,0,0,0,0.0088539,0,0,0.0110171,0.0225216
202,0.0112053,0.00971863,0,0,0,0,0,0.0385997,0.0336613,0.0248024,0.00920385,0,0,0.0233464,0,0.0132742,0.0188104,0.0364604,0.0190933,0.00912705,0.00672616,0.0047,0.0162261,0.0110169,0.0352021,0.0163063,0.0219041,0.0174848,0.022555,0.0403384,0.0249263,0.00932144,0.00603709,0.00762762,0.0207819,0.0142281,0.00769624,0.00865002,0,0,0.0319274,0,0.0142237,0.0100449,0.0351118,0.0164676,0.0280831,0.00526598,0.00440231,0.0141431,0.00785297,0.00950462,0.0195751,0.0435041,0.0186255,0.0204475,0.0079226,0.0193279,0.00505948,0.00712323,0.00862207,0.0123224,0,0,0,0,0,0,0,0,0.00872156,0,0,0.010925,0.02148
203,0.0111635,0.00980518,0,0,0,0,0,0.0382049,0.0335979,0.0244236,0.00925817,0,0,0.0234234,0,0.0132238,0.0189342,0.0365107,0.0190097,0.00908105,0.00717913,0.00455323,0.0162942,0.0109207,0.0351334,0.0163009,0.0219498,0.017344,0.0224037,0.0398308,0.0249824,0.00933231,0.00606116,0.00897105,0.0207007,0.0146844,0.00765768,0.00860394,0,0,0.031508,0,0.0142306,0.00990647,0.034976,0.0186278,0.0286842,0.00596646,0.00443284,0.0142321,0.00731325,0.00882632,0.0199357,0.0434385,0.0189093,0.0212321,0.00860032,0.0190911,0.00512227,0.00714405,0.00871535,0.0123578,0,0,0,0,0,0,0,0,0.00851929,0,0,0.0108192,0.0204112
204,0.0112212,0.00995132,0,0,0,0,0,0.0376375,0.0335942,0.0238872,0.00931508,0,0,0.0234353,0,0.0132695,0.0190155,0.0365112,0.0190109,0.00900359,0.00746691,0.00444289,0.016294,0.0108319,0.0351139,0.0163044,0.0218914,0.0171936,0.0222494,0.0390242,0.0249478,0.00930155,0.00610794,0.00962112,0.0206582,0.0144631,0.00753645,0.00871554,0,0,0.0311817,0,0.0142074,0.00993662,0.0347224,0.0193065,0.0291042,0.00568333,0.00438815,0.014279,0.00658911,0.0083028,0.0198858,0.0428996,0.0187521,0.0214663,0.00840924,0.0191369,0.00520057,0.00719276,0.00884092,0.0125447,0,0,0,0,0,0,0,0,0.00847411,0,0,0.0107757,0.0196149
205,0.0113606,0.0099269,0,0,0,0,0,0.0370145,0.0336421,0.0234234,0.00937186,0,0,0.0233215,0,0.0133542,0.018923,0.03645,0.018898,0.00898673,0.0078061,0.00461664,0.0163456,0.0108137,0.035115,0.016299,0.0218047,0.0170518,0.0220441,0.0382432,0.0248046,0.00928854,0.00618093,0.00873882,0.0206999,0.0131038,0.00746364,0.00894276,0,0,0.0312608,0,0.0141873,0.0102236,0.0344971,0.0177182,0.0291612,0.00412214,0.00424657,0.0143002,0.00607999,0.00837261,0.0191915,0.0418682,0.0179653,0.0207073,0.00836037,0.0193948,0.00521564,0.00728601,0.00878298,0.01279,0,0,0,0,0,0,0,0,0.00841654,0,0,0.0108746,0.0193065
206,0.011642,0.00981711,0,0,0,0,0,0.0361441,0.0338252,0.0229888,0.00950528,0,0,0.0229267,0,0.0132635,0.018618,0.0363439,0.0186501,0.00886832,0.00805631,0.00516758,0.0162796,0.0109047,0.0352097,0.0162717,0.0216731,0.0169051,0.0218903,0.0372924,0.0244159,0.00934686,0.00628007,0.00744542,0.0207911,0.0114854,0.00742612,0.00930506,0,0,0.031854,0,0.0141433,0.0105036,0.0344933,0.0154048,0.028915,0.00328379,0.00387572,0.0142521,0.00564927,0.0087239,0.0181188,0.040552,0.0166427,0.0194671,0.00799053,0.0195386,0.0050881,0.00726165,0.00856204,0.0131843,0,0,0,0,0,0,0,0,0.00828775,0,0,0.0108937,0.0191235
207,0.0119866,0.00961029,0,0,0,0,0,0.035216,0.0341168,0.0225119,0.00977586,0,0,0.0222646,0,0.0132161,0.0181136,0.0362407,0.0185871,0.00859493,0.00830317,0.00628853,0.0163428,0.0110102,0.0353683,0.0162355,0.021493,0.0168097,0.0217813,0.0362745,0.0237843,0.00945889,0.00644585,0.00761414,0.0209292,0.00995733,0.00754208,0.00979629,0,0,0.0327779,0,0.014106,0.0108141,0.034723,0.0134919,0.0284314,0.00445414,0.00337872,0.0141147,0.00515975,0.00893358,0.0170133,0.038965,0.0151374,0.0180088,0.00853765,0.0200348,0.00485029,0.00717461,0.00818322,0.0136559,0,0,0,0,0,0,0,0,0.00811508,0,0,0.0110209,0.0189597
208,0.0120683,0.00944327,0,0,0,0,0,0.034093,0.0342311,0.0220897,0.00976237,0,0,0.0219437,0,0.0132297,0.0179629,0.0362509,0.0184557,0.00831833,0.00853968,0.00700195,0.0165795,0.0111147,0.0356073,0.0162736,0.0212842,0.0166902,0.0217433,0.0351038,0.0235693,0.00952844,0.00653296,0.00866258,0.0209839,0.00955103,0.00739143,0.0100063,0,0,0.0332209,0,0.0141365,0.0111384,0.0348806,0.0136594,0.0284214,0.00602156,0.00290938,0.0142078,0.00467794,0.00869387,0.0167893,0.0379323,0.0143885,0.0176176,0.00972349,0.0201255,0.0047426,0.00713096,0.00800012,0.0138899,0,0,0,0,0,0,0,0,0.00798898,0,0,0.0111183,0.0184179
209,0.0118153,0.00917998,0,0,0,0,0,0.0325542,0.03419,0.0214915,0.00956449,0,0,0.0219521,0,0.0132496,0.0177717,0.0363325,0.0180885,0.00814914,0.00875607,0.00744497,0.0169967,0.0111801,0.0358581,0.0162441,0.0209402,0.01641,0.0216601,0.0335278,0.0237665,0.00960029,0.00653921,0.00985635,0.0209474,0.0100634,0.00695489,0.00988562,0,0,0.033253,0,0.0142157,0.0112113,0.034868,0.0148779,0.0287415,0.00791253,0.00243167,0.0143733,0.00462787,0.00902016,0.0168933,0.0377784,0.0138562,0.0169694,0.0111981,0.0201373,0.00473638,0.00718813,0.00784122,0.0138413,0,0,0,0,0,0,0,0,0.00797201,0,0,0.011132,0.0180128
210,0.0114373,0.0090024,0,0,0,0,0,0.0308092,0.034033,0.0210315,0.00933232,0,0,0.0222471,0,0.0132196,0.0178635,0.0364717,0.0178812,0.00808282,0.00898429,0.0076945,0.0174741,0.011225,0.0361142,0.0161512,0.0204844,0.0161454,0.0215531,0.031464,0.0242873,0.00962603,0.00649389,0.00925679,0.0208777,0.0104621,0.00656511,0.00958633,0,0,0.032624,0,0.0142702,0.011009,0.0346482,0.0158988,0.0292051,0.00990872,0.00216772,0.0144063,0.00503771,0.0101452,0.0169445,0.0382989,0.0133586,0.0161374,0.0115034,0.0200046,0.00471076,0.00718153,0.00780532,0.0135461,0,0,0,0,0,0,0,0,0.00810561,0,0,0.0110638,0.0180571
211,0.0113727,0.00883203,0,0,0,0,0,0.0290516,0.0339922,0.0203533,0.00954566,0,0,0.0222933,0,0.013151,0.0178931,0.0366631,0.0175955,0.00795557,0.00915112,0.0084205,0.0175594,0.0112364,0.0364176,0.0160304,0.0199233,0.0158845,0.0214225,0.0288358,0.0244154,0.00961209,0.00650091,0.00720331,0.0209006,0.00943879,0.00686723,0.00957829,0,0,0.0323383,0,0.0142544,0.01094,0.0343237,0.0162168,0.0291874,0.0104868,0.00211798,0.0143124,0.00591884,0.0116471,0.016248,0.0383754,0.0126404,0.0150853,0.0108296,0.0197206,0.0046556,0.00708699,0.00763372,0.0134907,0,0,0,0,0,0,0,0,0.00806153,0,0,0.0110129,0.0183748
212,0.0111494,0.00861706,0,0,0,0,0,0.0275914,0.0339531,0.0196687,0.00966104,0,0,0.0224134,0,0.0131429,0.0179738,0.0368218,0.0177014,0.00785759,0.00935786,0.00907503,0.0179114,0.0112878,0.0366213,0.0158768,0.0194338,0.0157331,0.021179,0.0261362,0.0246813,0.0096352,0.00646883,0.00519211,0.0209389,0.00824502,0.00710021,0.0095463,0,0,0.0321747,0,0.0142949,0.0110772,0.0338634,0.0163183,0.0290725,0.00912012,0.00209664,0.0144031,0.00728938,0.0127679,0.0151505,0.0379775,0.0121458,0.0142268,0.00935949,0.0195531,0.00454033,0.00707831,0.0075045,0.0133581,0,0,0,0,0,0,0,0,0.00808962,0,0,0.0110837,0.0185224
213,0.0107207,0.00851243,0,0,0,0,0,0.026032,0.0338618,0.0192034,0.00968027,0,0,0.0227111,0,0.0132182,0.017931,0.0369136,0.0179767,0.00782752,0.00951542,0.00952183,0.0185008,0.0113347,0.0366704,0.0156827,0.0189475,0.015609,0.0209402,0.0238153,0.0251699,0.00963249,0.00647814,0.00372949,0.0209385,0.00794224,0.00716535,0.00939341,0,0,0.0318177,0,0.0143283,0.0110648,0.0333511,0.0171165,0.028901,0.00704168,0.00197849,0.0144314,0.00841121,0.0133108,0.0144959,0.0374621,0.0121031,0.0138347,0.00815863,0.019265,0.00445962,0.00699534,0.00754948,0.0131076,0,0,0,0,0,0,0,0,0.00818429,0,0,0.0112361,0.0184303
214,0.0102803,0.00849365,0,0,0,0,0,0.024413,0.0337878,0.0190214,0.00972665,0,0,0.0228818,0,0.0130985,0.0178774,0.0369423,0.0184589,0.00782249,0.00968888,0.00991757,0.0189378,0.011297,0.0365316,0.0154056,0.0183139,0.0153706,0.0205973,0.0216336,0.0255439,0.00965478,0.00650636,0.00331431,0.0209498,0.00834674,0.00728647,0.00926791,0,0,0.0314127,0,0.0143454,0.0108642,0.0327533,0.0182733,0.0286436,0.00607848,0.00209525,0.0144282,0.00947731,0.0133555,0.0143874,0.0372542,0.0121629,0.0135321,0.00833792,0.018931,0.00432522,0.00691944,0.00765335,0.0128512,0,0,0,0,0,0,0,0,0.00847483,0,0,0.0113996,0.0182917
215,0.009826,0.00844928,0,0,0,0,0,0.0225612,0.0337415,0.0189631,0.00971035,0,0,0.0229393,0,0.0129778,0.0177655,0.0369748,0.0189033,0.00780809,0.00976892,0.0103536,0.0192257,0.0111452,0.036258,0.0148845,0.0174184,0.0149517,0.020135,0.0190794,0.0257431,0.00968394,0.00650026,0.00369713,0.0210076,0.00869626,0.00747035,0.0090129,0,0,0.0312792,0,0.0143707,0.0108416,0.0321176,0.0192659,0.0283706,0.00660714,0.00265239,0.0144125,0.00950309,0.0131852,0.0143226,0.0372981,0.0120007,0.0128825,0.00952048,0.0187,0.0042248,0.00691749,0.00771632,0.0125438,0,0,0,0,0,0,0,0,0.00894601,0,0,0.011487,0.0181578
216,0.00938614,0.00835145,0,0,0,0,0,0.0211228,0.0336243,0.0192421,0.00962062,0,0,0.0230602,0,0.0129837,0.0177399,0.037079,0.019448,0.00774344,0.00975437,0.0105004,0.0194625,0.0109121,0.035999,0.0141536,0.0163683,0.0146214,0.0195611,0.0163286,0.0260014,0.00964665,0.00644623,0.00430019,0.0210686,0.00832471,0.00764448,0.0086396,0,0,0.0311978,0,0.0144208,0.0106885,0.0316058,0.0196044,0.0282287,0.00765486,0.00307845,0.0144052,0.00985046,0.0130885,0.0139278,0.0372051,0.0115966,0.0120565,0.0111128,0.0184483,0.00416486,0.00686951,0.00772423,0.0120358,0,0,0,0,0,0,0,0,0.00967382,0,0,0.0115254,0.0178623
217,0.00893542,0.00822743,0,0,0,0,0,0.0201386,0.0335266,0.0197594,0.00959492,0,0,0.0232215,0,0.0130456,0.0178156,0.0372558,0.0201199,0.00764459,0.00951199,0.0103872,0.0197124,0.0105571,0.0357372,0.0132262,0.0152634,0.0143185,0.0188848,0.0134688,0.0264022,0.00960682,0.00634119,0.00457346,0.021085,0.00793053,0.00781204,0.00822379,0,0,0.0310568,0,0.0144358,0.0106175,0.0313952,0.0191718,0.028237,0.0086036,0.00290953,0.0144794,0.00996396,0.0135129,0.0133222,0.0366208,0.0111723,0.0111903,0.0123933,0.0181319,0.00410655,0.00686199,0.00769299,0.0114996,0,0,0,0,0,0,0,0,0.0101064,0,0,0.0115697,0.0172614
218,0.00861045,0.00798441,0,0,0,0,0,0.0195418,0.033494,0.020472,0.00966738,0,0,0.0233158,0,0.013078,0.0178385,0.0373558,0.020867,0.00756418,0.00904527,0.0102432,0.0199463,0.010195,0.035441,0.0120918,0.014112,0.0140818,0.01815,0.0104257,0.0268168,0.00961893,0.00625748,0.00426173,0.0211253,0.00724798,0.00790699,0.00794431,0,0,0.031108,0,0.0144249,0.0106981,0.0314092,0.0180631,0.028351,0.0093146,0.00247789,0.0143422,0.0104366,0.01431,0.0126709,0.0360624,0.010723,0.0103673,0.0124471,0.0178782,0.0039812,0.00693653,0.00754168,0.0111675,0,0,0,0,0,0,0,0,0.0103288,0,0,0.0116202,0.0166249
219,0.00846696,0.00769642,0,0,0,0,0,0.0193094,0.0334068,0.0214178,0.00939659,0,0,0.0234023,0,0.0131046,0.0177967,0.0374535,0.0217673,0.00742627,0.00835597,0.0101772,0.0201389,0.00990974,0.0351415,0.0108316,0.0130767,0.0139499,0.0174039,0.00742609,0.0272111,0.00964364,0.00626299,0.0039209,0.0212027,0.00624622,0.00780612,0.00783876,0,0,0.0312702,0,0.014446,0.0106643,0.0314156,0.0164361,0.0283061,0.00919892,0.00215804,0.0142684,0.0110414,0.014975,0.0120253,0.0357894,0.0102471,0.00974471,0.0114857,0.0177084,0.0038045,0.00695062,0.00731618,0.0108111,0,0,0,0,0,0,0,0,0.010614,0,0,0.0113904,0.0162393
220,0.00852138,0.00737453,0,0,0,0,0,0.0194818,0.0333988,0.0226046,0.00873568,0,0,0.0232866,0,0.0132176,0.0176457,0.0374686,0.0228776,0.00723957,0.00763852,0.0102202,0.0204571,0.00974638,0.0348098,0.00953852,0.0123588,0.0138304,0.0167098,0.00503517,0.0274442,0.00967981,0.00626167,0.00433439,0.0212894,0.00568926,0.00754713,0.00796469,0,0,0.0315438,0,0.0144537,0.0106807,0.0316419,0.0147041,0.0281467,0.00832787,0.00226462,0.0141381,0.0113597,0.015087,0.0113715,0.0356199,0.00991386,0.00934342,0.0104378,0.0177111,0.0036533,0.00675357,0.00700232,0.0105891,0,0,0,0,0,0,0,0,0.0108113,0,0,0.0109562,0.0162097
221,0.00873199,0.00705375,0,0,0,0,0,0.0205976,0.0335451,0.0237315,0.00783791,0,0,0.0230383,0,0.0133787,0.0173745,0.0374376,0.0240758,0.00706746,0.00724104,0.0103542,0.0208786,0.00960795,0.0345364,0.00831405,0.0120992,0.0136965,0.0161739,0.00446671,0.027556,0.00970904,0.00620162,0.00520946,0.0214142,0.00542102,0.0072115,0.00833719,0,0,0.0319361,0,0.0144219,0.010767,0.0321614,0.0133285,0.0280043,0.00779819,0.00259472,0.0141476,0.0115584,0.0151096,0.0108671,0.0354084,0.00955753,0.00901561,0.00983214,0.0177242,0.00360934,0.00652676,0.00667314,0.0104774,0,0,0,0,0,0,0,0,0.0110398,0,0,0.0111315,0.0160558
222,0.00900693,0.00672342,0,0,0,0,0,0.0221423,0.0336544,0.0253122,0.00683533,0,0,0.0227166,0,0.0134566,0.0169555,0.0375133,0.0262365,0.00685017,0.0071305,0.0105583,0.0213268,0.00962303,0.0342908,0.00740424,0.012313,0.0136672,0.01556,0.00716516,0.0274734,0.00975535,0.00617505,0.00596392,0.0215335,0.00519371,0.00667608,0.0088485,0,0,0.0327359,0,0.0144124,0.0110653,0.0327125,0.0122961,0.0278735,0.00782032,0.00291242,0.0143076,0.0116845,0.015444,0.0105449,0.0352928,0.00915706,0.00866901,0.00934806,0.0178754,0.00355997,0.00649877,0.00631244,0.01046,0,0,0,0,0,0,0,0,0.0115495,0,0,0.012021,0.015795
223,0.00936941,0.00644266,0,0,0,0,0,0.0238451,0.033798,0.0270767,0.00571907,0,0,0.0224106,0,0.0134057,0.0164086,0.0377855,0.02884,0.00662206,0.0073832,0.0108428,0.0217168,0.00992354,0.0343356,0.00684557,0.0129071,0.0137869,0.0150341,0.0109514,0.027221,0.00983214,0.0062018,0.00628556,0.0216394,0.00508532,0.00593925,0.00944149,0,0,0.0338172,0,0.0143877,0.0115719,0.0331882,0.0115223,0.0277235,0.00798372,0.00342458,0.0145407,0.0119067,0.0159809,0.0104798,0.035224,0.00885257,0.00851382,0.00872056,0.0181323,0.00343716,0.00665515,0.00601326,0.0107048,0,0,0,0,0,0,0,0,0.0123663,0,0,0.0132779,0.0154725
224,0.00968335,0.00628885,0,0,0,0,0,0.0249863,0.0339435,0.0284575,0.00475384,0,0,0.0222122,0,0.0134257,0.0158571,0.0384186,0.0311143,0.00646506,0.00804629,0.0111622,0.022136,0.0104431,0.0344749,0.0066362,0.0139273,0.0139129,0.0146855,0.015191,0.0269321,0.00994267,0.0062908,0.00638537,0.0217517,0.00538046,0.00519412,0.0099974,0,0,0.0349671,0,0.014382,0.0122352,0.0334978,0.0107878,0.0276027,0.00824327,0.00418766,0.0148182,0.0125101,0.0163907,0.0105381,0.0351762,0.00882834,0.00844571,0.00792941,0.0184173,0.00340334,0.00676604,0.00589186,0.0110081,0,0,0,0,0,0,0,0,0.0132995,0,0,0.0147558,0.0151611
