Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTHII,IMUR_M,RTHII,LTHIA,RTHIA
114,0.0136522,0.0123213,0,0,0,0,0,0.0279349,0.034884,0.0306149,0.0107178,0,0,0.0194259,0,0.0134096,0.00960072,0.0374998,0.0443761,0.00757414,0.0185698,0.017416,0.0266845,0.0182903,0.0335099,0.00698462,0.0151156,0.0135019,0.0158065,0.0449573,0.0207035,0.011327,0.00717599,0.00735859,0.0217247,0.016701,0.00720318,0.0138522,0,0,0.0395864,0,0.0142953,0.0161109,0.0300753,0.0269552,0.025267,0.010584,0.0176271,0.0171995,0.0119472,0.0142036,0.00852187,0.0296061,0.00549493,0.0158233,0.00369753,0.0218148,0.00500349,0.00777602,0.0136515,0.0143842,0,0,0,0,0,0,0,0,0.0187682,0,0,0.0271552,0
115,0.0134185,0.0123862,0,0,0,0,0,0.0284507,0.0348926,0.0304883,0.0114201,0,0,0.0194303,0,0.0134327,0.00963219,0.037648,0.0446007,0.00816545,0.017702,0.0178376,0.0264488,0.0181468,0.0330694,0.00658932,0.0148296,0.0136021,0.0156608,0.046596,0.0206646,0.0113098,0.00718346,0.00727059,0.0217753,0.0172618,0.00744144,0.0136477,0,0,0.0395822,0,0.0142987,0.0159571,0.030321,0.028288,0.0248745,0.0102083,0.018253,0.0171126,0.0113464,0.0134934,0.00860769,0.0294271,0.00562763,0.016313,0.00447041,0.0216462,0.00493656,0.00766875,0.0138094,0.0141133,0,0,0,0,0,0,0,0,0.0184304,0,0,0.026198,0
116,0.013175,0.0124521,0,0,0,0,0,0.0293867,0.0349778,0.0300917,0.0119308,0,0,0.0194007,0,0.0135238,0.00973319,0.037882,0.0445116,0.00875432,0.0165253,0.018146,0.026217,0.0181537,0.0327001,0.00606539,0.0142785,0.0138442,0.0155382,0.047614,0.0206372,0.0113894,0.007211,0.00729143,0.0218065,0.0176404,0.00769017,0.0134006,0,0,0.0396224,0,0.0143003,0.0159713,0.0305562,0.0294892,0.0245032,0.00997957,0.0186987,0.0170743,0.0106448,0.0127914,0.00866567,0.0292194,0.0056708,0.0166492,0.00547105,0.0215211,0.00488491,0.00757457,0.0139647,0.0137609,0,0,0,0,0,0,0,0,0.018138,0,0,0.0249014,0
117,0.0129825,0.0124892,0,0,0,0,0,0.0302708,0.0349978,0.0295296,0.0123665,0,0,0.0193946,0,0.0135562,0.00979786,0.0381218,0.0437897,0.00925838,0.0148125,0.0181028,0.0260081,0.0177388,0.0323712,0.00538031,0.0136218,0.0140913,0.0154469,0.0485567,0.0206351,0.0114065,0.00722307,0.00722198,0.0218425,0.0178773,0.00796437,0.0132216,0,0,0.0397265,0,0.014302,0.0160257,0.0307726,0.0304472,0.0241577,0.00990105,0.0190094,0.0170067,0.00998808,0.0121201,0.00873311,0.0290648,0.0057054,0.0169243,0.00649123,0.0214444,0.00483831,0.00758953,0.0141198,0.013544,0,0,0,0,0,0,0,0,0.0176633,0,0,0.0232521,0
118,0.0128987,0.0124729,0,0,0,0,0,0.0312564,0.0349593,0.0290635,0.0128221,0,0,0.0194349,0,0.0135142,0.00971527,0.0383822,0.0424155,0.00960795,0.0125004,0.0177723,0.0257961,0.0167932,0.0320348,0.00473276,0.0128383,0.0142552,0.0154013,0.0496585,0.0205469,0.0113287,0.00724481,0.00697475,0.0218798,0.018001,0.00827786,0.0131647,0,0,0.0398829,0,0.0143091,0.0161494,0.0310148,0.0312848,0.0238373,0.0099361,0.0192651,0.0169086,0.00940682,0.0115442,0.00885487,0.0289575,0.00580235,0.0171904,0.00726698,0.0213225,0.00481614,0.00768669,0.0142117,0.0134442,0,0,0,0,0,0,0,0,0.0168993,0,0,0.021088,0
119,0.0128865,0.0124532,0,0,0,0,0,0.0325156,0.0349877,0.0290061,0.0132886,0,0,0.0195502,0,0.0135524,0.009696,0.0387123,0.0408902,0.00986724,0.0095123,0.0175191,0.0257095,0.0155803,0.0317116,0.00463615,0.0117654,0.0144312,0.0153181,0.0499094,0.0204692,0.0113162,0.0072825,0.00671055,0.021866,0.0180804,0.0085774,0.013192,0,0,0.0400259,0,0.0142691,0.0162922,0.0312379,0.0320566,0.0235475,0.00999459,0.0193966,0.0168651,0.0088549,0.0109085,0.00899278,0.0288819,0.0058961,0.0174433,0.00792145,0.0212484,0.00482011,0.00774075,0.014227,0.0134368,0,0,0,0,0,0,0,0,0.0159884,0,0,0.0182897,0
120,0.0130438,0.0125306,0,0,0,0,0,0.0335962,0.0349983,0.0287564,0.0137592,0,0,0.0197043,0,0.0135862,0.00960167,0.0391767,0.0398224,0.0101839,0.00585845,0.0175234,0.025749,0.0143004,0.0313757,0.00565074,0.0100887,0.0150421,0.0150657,0.0492234,0.0204601,0.0113045,0.00734853,0.00683321,0.021857,0.0182974,0.00883026,0.0134393,0,0,0.0402886,0,0.0142328,0.0162242,0.0312747,0.0329669,0.0232716,0.0101351,0.019561,0.0169657,0.00849184,0.0103423,0.00920685,0.0287984,0.00592333,0.0178428,0.0087222,0.0213277,0.00487385,0.00777147,0.0142785,0.0135852,0,0,0,0,0,0,0,0,0.0150529,0,0,0.01581,0
121,0.0134575,0.0128104,0,0,0,0,0,0.0340249,0.0351968,0.0274955,0.0144914,0,0,0.0198419,0,0.0137062,0.00950544,0.0399588,0.0384401,0.010846,0.00837355,0.0179935,0.0259385,0.0138802,0.0311549,0.0092463,0.00899288,0.0163171,0.0145133,0.0469774,0.0204906,0.0114467,0.00745097,0.00700478,0.0218973,0.0187487,0.00914584,0.0139248,0,0,0.0407779,0,0.0142128,0.016319,0.031069,0.0340294,0.0229271,0.0101518,0.0200648,0.0172249,0.00839988,0.00993345,0.00945197,0.0287017,0.00591404,0.0183308,0.00969269,0.0216062,0.00499092,0.00784889,0.0144716,0.0139963,0,0,0,0,0,0,0,0,0.0152651,0,0,0.0158256,0
122,0.0137977,0.0130384,0,0,0,0,0,0.0336149,0.0352425,0.0267665,0.0150813,0,0,0.0199304,0,0.013722,0.00929017,0.040481,0.0380507,0.0113426,0.0134728,0.0181449,0.0260406,0.0152006,0.0309041,0.0125354,0.00980767,0.0173898,0.0140712,0.0448935,0.0204805,0.0114826,0.00754797,0.00708012,0.0219059,0.0190763,0.00937994,0.0142419,0,0,0.0411386,0,0.0142131,0.0165919,0.0310756,0.0348098,0.0225438,0.0102726,0.0203878,0.0174458,0.0089516,0.00981151,0.00974305,0.0285961,0.00596039,0.0187435,0.0104727,0.0217483,0.00508781,0.00794126,0.0146202,0.0143128,0,0,0,0,0,0,0,0,0.0163407,0,0,0,0
123,0.0139972,0.0132204,0,0,0,0,0,0.0324215,0.0353664,0.0261692,0.0156857,0,0,0.0199435,0,0.0137992,0.00928407,0.0406671,0.036277,0.0116441,0.0173583,0.01811,0.0260867,0.0168819,0.0306479,0.0154819,0.0117973,0.0186853,0.0133426,0.0425542,0.0204663,0.0116092,0.0075284,0.00684029,0.0219253,0.0191411,0.00970027,0.0143805,0,0,0.0412776,0,0.0142219,0.0168425,0.0311191,0.0352669,0.0223214,0.0106638,0.0205306,0.0176523,0.0092571,0.00951503,0.00994988,0.0288255,0.00583337,0.0190111,0.011274,0.0218131,0.00517197,0.00791986,0.0147225,0.0144356,0,0,0,0,0,0,0,0,0.0173803,0,0,0,0
124,0.0141032,0.0132932,0,0,0,0,0,0.0308208,0.0353717,0.0253542,0.0159798,0,0,0.0199714,0,0.0138399,0.0092097,0.0405347,0.0345588,0.0117894,0.0202919,0.0180007,0.0260277,0.0186636,0.0303613,0.0180341,0.0143213,0.019458,0.0124914,0.0396574,0.0204779,0.0116179,0.007544,0.0065872,0.0219233,0.0191397,0.0100473,0.0144404,0,0,0.0413198,0,0.014224,0.0169901,0.0312427,0.0356074,0.0221878,0.010989,0.0205454,0.0177639,0.00906949,0.00909181,0.0101801,0.0290091,0.00573488,0.0192699,0.0120111,0.0218031,0.00534084,0.00793291,0.0147296,0.0144801,0,0,0,0,0,0,0,0,0.0197753,0,0,0,0
125,0.0141456,0.0132618,0,0,0,0,0,0.0288265,0.0353722,0.024642,0.0160918,0,0,0.0200903,0,0.0139168,0.00918744,0.0401263,0.0334732,0.0119121,0.0224145,0.0178294,0.0258888,0.0203305,0.0300083,0.0198973,0.0168008,0.0198444,0.0117751,0.0365156,0.0204952,0.0115885,0.00763202,0.00694631,0.0218988,0.0190966,0.0102679,0.0144629,0,0,0.0414071,0,0.0142017,0.0170307,0.0313958,0.0358074,0.0220489,0.0109776,0.0204684,0.0178365,0.00852496,0.0080924,0.0104078,0.0290001,0.00585276,0.0193211,0.0131751,0.0217389,0.00547882,0.00796353,0.0146312,0.0144677,0,0,0,0,0,0,0,0,0.0224166,0,0.0112899,0,0
126,0.0140899,0.0131149,0,0,0,0,0,0.0273818,0.0353756,0.0244022,0.0160605,0,0,0.020198,0,0.0139912,0.0092677,0.0396014,0.0322734,0.0119552,0.0238226,0.0176151,0.025666,0.0216751,0.0295639,0.0211754,0.0187713,0.0202169,0.0112441,0.0335908,0.0204559,0.0115151,0.00763837,0.00710753,0.0218593,0.0187319,0.0104435,0.0144362,0,0,0.0414341,0,0.0141854,0.0168505,0.0314186,0.0357949,0.0219225,0.0114548,0.0202841,0.0178976,0.00882634,0.00806138,0.0106413,0.0289085,0.00586605,0.0194607,0.0143019,0.0216148,0.00534914,0.00785608,0.0143802,0.0143517,0,0,0,0,0,0,0,0,0.0236355,0,0,0,0
127,0.013829,0.0128028,0,0,0,0,0,0.027035,0.0354461,0.0251575,0.0157547,0,0,0.0202677,0,0.0139951,0.00958723,0.0391596,0.0316949,0.0119992,0.0245564,0.0173102,0.0253,0.0225587,0.0291729,0.0217995,0.0197852,0.0202938,0.0111048,0.031684,0.0204398,0.0115424,0.00761077,0.00760894,0.0218081,0.0184407,0.0107662,0.0142591,0,0,0.0412912,0,0.0141601,0.0164816,0.0315209,0.0356367,0.0220236,0.0118124,0.0201426,0.0179043,0.00873552,0.00720563,0.01081,0.0289595,0.00588584,0.019389,0.0149338,0.0213849,0.00521334,0.00760652,0.0139767,0.014025,0,0,0,0,0,0,0,0,0.0236787,0,0.00988278,0,0
128,0.0136303,0.0125756,0,0,0,0,0,0.027948,0.0354683,0.0260832,0.0154767,0,0,0.0204514,0,0.0138998,0.00978615,0.0388629,0.0322703,0.0120431,0.0247793,0.0171093,0.025036,0.0229394,0.0287638,0.0216189,0.0198737,0.0198336,0.0113505,0.0309232,0.0204485,0.0115256,0.00767871,0.00751787,0.0217805,0.0176609,0.0110421,0.0141671,0,0,0.0413436,0,0.0141262,0.0164823,0.0315631,0.0347565,0.0218446,0.0123353,0.0204476,0.0178552,0.00777458,0.00719866,0.0107093,0.0290642,0.00582816,0.0191507,0.0151508,0.0212858,0.00535185,0.00784995,0.0137063,0.0138278,0,0,0,0,0,0,0,0,0.0229257,0,0,0,0
129,0.0134744,0.012361,0,0,0,0,0,0.0297415,0.035406,0.0274106,0.0152115,0,0,0.0206773,0,0.0137588,0.00988504,0.038839,0.0331069,0.0120915,0.024374,0.0170066,0.0247149,0.0226638,0.0285525,0.0210811,0.0193872,0.0188849,0.0118276,0.0310245,0.0204439,0.0114439,0.00775992,0.00737774,0.0217829,0.0167321,0.0114229,0.014102,0,0,0.0415373,0,0.0140998,0.0165306,0.0316504,0.0335878,0.0215878,0.0127491,0.0205924,0.0177746,0.00686624,0.00684203,0.0105267,0.0288852,0.00584022,0.0186196,0.015425,0.0212842,0.00548162,0.00808921,0.0134653,0.0137663,0,0,0,0,0,0,0,0,0.0215582,0,0,0,0
130,0.0133579,0.0121175,0,0,0,0,0,0.0324055,0.0353837,0.0291573,0.0148758,0,0,0.0208366,0,0.0137739,0.0102569,0.0391347,0.0341367,0.0120433,0.0233619,0.0167051,0.0244809,0.0216409,0.0285001,0.0204257,0.0186575,0.0179755,0.0125925,0.0325775,0.0205842,0.011423,0.00782971,0.00770259,0.0217648,0.0154704,0.0116084,0.0139613,0,0,0.0414814,0,0.0140893,0.0164116,0.031687,0.0321228,0.0213834,0.0130617,0.0203579,0.0177177,0,0.00665529,0.0101234,0.0290126,0.00535299,0.0178819,0.0161831,0.0211719,0.00556796,0.00811884,0.0131694,0.0136167,0,0,0,0,0,0,0,0,0.0206288,0,0,0,0
131,0.0131424,0.011639,0,0,0,0,0,0.0354243,0.0353207,0.0309351,0.0142498,0,0,0.0210305,0,0.0137032,0.0108245,0.0394089,0.0354192,0.0118017,0.0209113,0.0162297,0.0240296,0.0191893,0.028709,0.018791,0.0173428,0.0170375,0.013741,0.0354056,0.020784,0.0113573,0.0078773,0.00777155,0.0216754,0.0150599,0.0118124,0.013719,0,0,0.0412413,0,0.0140271,0.016238,0.0319431,0.0315029,0.0215039,0.0135204,0.0197589,0.0175358,0.00618245,0.00644663,0.0103566,0.0288883,0.00535946,0.0177759,0.0162654,0.0208598,0.00562397,0.00820167,0.0125727,0.0133327,0,0,0,0,0,0,0,0,0.018474,0,0,0.0299632,0
132,0.0130354,0.0111781,0,0,0,0,0,0.0385053,0.0352201,0.0321459,0.013672,0,0,0.0213041,0,0.013514,0.0112084,0.0401354,0.0358915,0.0116448,0.0194558,0.0160694,0.0236275,0.0174699,0.0291713,0.0178398,0.0174596,0.0162394,0.0149325,0.0377077,0.02096,0.0112733,0.00792082,0.00812578,0.0215963,0.0140983,0.0118253,0.0135669,0,0,0.0411116,0,0.0139751,0.0161142,0.0323062,0.0302743,0.0214972,0.0137953,0.019355,0.0173541,0.00606787,0.0063648,0.0101848,0.0290561,0.00519706,0.0172744,0.0166466,0.0206373,0.00569479,0.00835048,0.0119606,0.0133321,0,0,0,0,0,0,0,0,0.0164732,0,0,0,0
133,0.0119736,0.0101919,0,0,0,0,0,0.0330282,0.0348642,0.031068,0.0113554,0,0,0.0212673,0,0.013223,0.0123278,0.0392391,0.0384838,0.0117827,0.00371206,0.0123864,0.022343,0.0111198,0.0308471,0.00802946,0.0116462,0.0137675,0.0214642,0.0377662,0.0213125,0.0109741,0.0078086,0.00805527,0.021409,0.0127094,0.0114896,0.012247,0,0,0.0391872,0,0.013945,0.015082,0.032999,0.0280556,0.0218047,0.0139955,0.0166939,0.0165997,0.00603305,0.00600125,0.0095931,0.0291359,0.0049073,0.0159777,0.0162064,0.0194758,0.00564128,0.00833508,0.010778,0.0123651,0,0,0,0,0,0,0,0,0.00897737,0,0,0,0
134,0.0120004,0.00987706,0,0,0,0,0,0.0333384,0.0347781,0.0315649,0.0105783,0,0,0.021506,0,0.0130875,0.0126379,0.0400599,0.0380337,0.0117264,0.0023997,0.0118121,0.0219712,0.0101577,0.032032,0.00894369,0.0131211,0.0144204,0.0231154,0.0374295,0.0214861,0.0108932,0.00779658,0.00818833,0.0213955,0.0119882,0.0114496,0.0122236,0,0,0.0389228,0,0.0139579,0.0149198,0.0332118,0.0269273,0.0220068,0.0142233,0.0162592,0.0164589,0.00596444,0.00545441,0.00930448,0.0292625,0.00475825,0.0153061,0.0165652,0.0193429,0.00572906,0.00836116,0.0102565,0.012276,0,0,0,0,0,0,0,0,0.00776446,0,0.00736792,0.00885993,0
135,0.0121336,0.00966205,0,0,0,0,0,0.035283,0.0346673,0.03237,0.00999504,0,0,0.0217301,0,0.0130391,0.0127688,0.0408014,0.0379122,0.0115703,0.00307519,0.0116113,0.0218969,0.00896371,0.0333018,0.0107789,0.014873,0.0156125,0.0243947,0.0380793,0.0216126,0.0108115,0.00781109,0.00872275,0.0213922,0.011013,0.0111617,0.0123577,0,0,0.0389873,0,0.0139785,0.015041,0.0334015,0.0259519,0.0218495,0.0141624,0.0161033,0.0164425,0.00536885,0.00564288,0.00915891,0.02959,0.00457502,0.0148537,0.0172955,0.0193161,0.00579268,0.00843501,0.00987551,0.0124746,0,0,0,0,0,0,0,0,0.00727278,0,0,0.00823702,0
136,0.0120302,0.00931511,0,0,0,0,0,0.037693,0.0345995,0.0334562,0.00950054,0,0,0.0219691,0,0.0129863,0.0132109,0.0415113,0.0384178,0.0114064,0.00441003,0.0111685,0.0216997,0.00761168,0.0348825,0.0128215,0.0168496,0.0165513,0.0260688,0.0394962,0.0219166,0.0107778,0.00786534,0.00910181,0.0213699,0.0105635,0.0111294,0.0123258,0,0,0.0388765,0,0.0139794,0.0150856,0.0337415,0.0252784,0.0220564,0.0143196,0.0156238,0.016337,0.00480382,0.00514043,0.00879625,0.0295061,0.0045193,0.0142585,0.0177586,0.0191886,0.0056852,0.0085338,0.00934377,0.0124404,0,0,0,0,0,0,0,0,0.0074682,0,0.00663128,0.0089203,0
137,0.0119297,0.00898955,0,0,0,0,0,0.0405343,0.0345292,0.0348695,0.00905365,0,0,0.0221567,0,0.0129653,0.0135958,0.0421824,0.0388471,0.0114281,0.00599491,0.0104597,0.0215013,0.00659791,0.0363391,0.0150668,0.0190946,0.0176502,0.0280641,0.041378,0.0222777,0.0107206,0.00793881,0.0100582,0.0213315,0.00963981,0.0108707,0.0122316,0,0,0.0386171,0,0.0139772,0.015017,0.0339921,0.0240917,0.0219966,0.0142201,0.0150363,0.0161846,0,0.00476409,0.0080833,0.0295833,0.00418466,0.0132941,0.0187487,0.0190769,0.0055756,0.0086021,0.0088752,0.0123504,0,0,0,0,0,0,0,0,0.00839442,0,0.00627484,0.0101398,0
138,0.0118166,0.0086419,0,0,0,0,0,0.0424375,0.0344449,0.0358946,0.0083339,0,0,0.0222702,0,0.012902,0.0139364,0.0426631,0.038331,0.0116883,0.00681982,0.00968442,0.0211873,0.00616659,0.0375079,0.0172937,0.0214086,0.0193417,0.0300874,0.0426328,0.022615,0.0106477,0.00795154,0.0098463,0.0212754,0.00993125,0.0108701,0.0120708,0,0,0.038096,0,0.0139768,0.0146945,0.0343868,0.024582,0.0220323,0.0143766,0.014524,0.0159717,0.00323368,0.004672,0.00849789,0.0294257,0.00436389,0.0135774,0.0188081,0.0187881,0.00553768,0.00849018,0.00841425,0.0121438,0,0,0,0,0,0,0,0,0.00993234,0,0.00556219,0.011221,0
139,0.0117099,0.00838151,0,0,0,0,0,0.0428244,0.0343715,0.0362092,0.00778599,0,0,0.0222914,0,0.0128428,0.0142662,0.0430383,0.0368718,0.0120141,0.00654002,0.00874082,0.0209686,0.00610015,0.0382103,0.0191282,0.0233757,0.0210517,0.0317625,0.0427865,0.0228791,0.0106107,0.00787326,0.00960508,0.0212108,0.0102241,0.0108649,0.0119161,0,0,0.0375074,0,0.0139785,0.0144046,0.034558,0.0249854,0.0220022,0.0144087,0.0139872,0.0158009,0.00209628,0.00447262,0.00866871,0.0294245,0.00436521,0.0137065,0.0189657,0.018569,0.00554131,0.00840292,0.0080358,0.0120712,0,0,0,0,0,0,0,0,0.0111524,0,0.00505285,0.0116669,0
140,0.0117044,0.00825778,0,0,0,0,0,0.042055,0.0342993,0.0357023,0.00753145,0,0,0.0222382,0,0.0128023,0.0145307,0.0432063,0.0356424,0.0123201,0.00604946,0.00790665,0.0208401,0.006132,0.0382887,0.0201804,0.0246732,0.0222352,0.032672,0.0421245,0.0230654,0.0105862,0.0077706,0.00935232,0.0211491,0.010546,0.0107564,0.0118518,0,0,0.0369313,0,0.0139821,0.0141291,0.0346409,0.0255206,0.021901,0.0142764,0.0135238,0.0156215,0.00177372,0.00411448,0.00862059,0.0289806,0.00436416,0.0136796,0.0193963,0.0183269,0.00554733,0.00833409,0.00769629,0.0120164,0,0,0,0,0,0,0,0,0.0117297,0,0.0048752,0.0116185,0
141,0.0116538,0.0081636,0,0,0,0,0,0.0407476,0.0341918,0.0347756,0.00739875,0,0,0.0221833,0,0.0128327,0.0147668,0.0430692,0.0358831,0.0125205,0.00614683,0.00742156,0.020865,0.00607593,0.0382439,0.020543,0.0251041,0.0225946,0.0328816,0.0412484,0.0232997,0.0105102,0.00766912,0.00903045,0.0210787,0.0110279,0.0105004,0.0116974,0,0,0.0364265,0,0.0139791,0.0137699,0.0347975,0.0261324,0.0218016,0.014032,0.013091,0.0154197,0.0025074,0.00372312,0.00846309,0.0285139,0.00444431,0.0136357,0.0196948,0.0181015,0.00562348,0.00826882,0.00733605,0.0120585,0,0,0,0,0,0,0,0,0.0116316,0,0.00506014,0.0115954,0
142,0.0116376,0.00814318,0,0,0,0,0,0.0396069,0.0341188,0.0337981,0.00721864,0,0,0.0221518,0,0.0128276,0.0148794,0.0425382,0.0368274,0.0126317,0.00643313,0.00744756,0.0209009,0.00601737,0.0380952,0.0203684,0.0247633,0.022253,0.0326902,0.0402755,0.0234525,0.0104279,0.00757738,0.00872705,0.020993,0.0118332,0.0102865,0.0115591,0,0,0.0360706,0,0.0139469,0.0135575,0.0349539,0.0269113,0.0216872,0.0138027,0.0128872,0.0152154,0.00351325,0.00325367,0.0082935,0.0280419,0.00461644,0.0136174,0.0198282,0.0179951,0.00572197,0.00839686,0.00709086,0.0121052,0,0,0,0,0,0,0,0,0.0110504,0,0.00511636,0.0117243,0
143,0.0117233,0.00818674,0,0,0,0,0,0.0389504,0.0340974,0.0329908,0.0070476,0,0,0.0221173,0,0.0127361,0.0149053,0.0416398,0.0367563,0.012778,0.00640306,0.00728556,0.0208638,0,0.037891,0.0198799,0.0237691,0.0215907,0.0325589,0.0393708,0.0234239,0.0103901,0.00749532,0.00847121,0.0209317,0.012713,0.01027,0.0115179,0,0,0.0356514,0,0.0139146,0.0133772,0.0350169,0.0277383,0.021503,0.0136206,0.0128479,0.015132,0.00180312,0.00268548,0.00822837,0.0274809,0.00484944,0.0136409,0.0198757,0.0179692,0.00586188,0.00847398,0.00695752,0.012186,0,0,0,0,0,0,0,0,0.00985028,0,0.0050844,0.0115439,0
144,0.0118432,0.00830876,0,0,0,0,0,0.0388693,0.0341163,0.0326793,0.00703793,0,0,0.0221225,0,0.0126475,0.0149625,0.0407108,0.0366132,0.0130171,0.00597623,0.0074361,0.0208299,0,0.0372483,0.019017,0.0223071,0.0207148,0.032422,0.0396388,0.0233551,0.0103935,0.00749726,0.00824735,0.020913,0.0135635,0.0103955,0.0115498,0,0,0.0353399,0,0.0138925,0.0135099,0.0350023,0.0285626,0.0212641,0.0135562,0.0129329,0.0150634,0.0014748,0.00213633,0.00833674,0.0269906,0.00507273,0.0138265,0.0198918,0.0180226,0.00594465,0.00870309,0.00689722,0.0122544,0,0,0,0,0,0,0,0,0.00855216,0,0.00507536,0.011133,0
145,0.0120076,0.00846783,0,0,0,0,0,0.039729,0.0341387,0.0331488,0.00710102,0,0,0.022183,0,0.0126156,0.0150272,0.0400425,0.0375887,0.0132668,0.00528029,0.00788794,0.0208478,0.00654074,0.0361292,0.0178288,0.0207824,0.0196191,0.0319732,0.0408733,0.0233205,0.0103859,0.00760216,0.00815112,0.0209044,0.0144283,0.0105681,0.0116576,0,0,0.0352726,0,0.013868,0.013535,0.0350016,0.0296877,0.0210158,0.013639,0.0132386,0.0149926,0.0021088,0.00196038,0.00848399,0.0265581,0.00526168,0.0140504,0.0200583,0.0180832,0.00592582,0.00886162,0.00695404,0.0123438,0,0,0,0,0,0,0,0,0.00773497,0,0.0051701,0.0106267,0
146,0.0121879,0.0086548,0,0,0,0,0,0.040967,0.0341616,0.0343468,0.00720389,0,0,0.022288,0,0.01252,0.0151328,0.0396573,0.0391806,0.0135015,0.00483558,0.00833096,0.0210667,0.00693146,0.0348989,0.0166226,0.0195196,0.0186428,0.0312117,0.0419745,0.0233919,0.0103974,0.00771705,0.00824023,0.020866,0.0153579,0.0106713,0.0117142,0,0,0.0353537,0,0.0138557,0.0136288,0.0350661,0.0306531,0.0207209,0.0137995,0.0136619,0.014946,0.00137485,0.00206909,0.0084595,0.0259022,0.00555514,0.0141614,0.0203894,0.0182584,0.00588603,0.0088597,0.00712083,0.0125094,0,0,0,0,0,0,0,0,0.00755848,0,0.00531045,0.010064,0
147,0.0123763,0.00885506,0,0,0,0,0,0.0408505,0.0341714,0.0354201,0.00738958,0,0,0.0224084,0,0.0123563,0.0151752,0.0394394,0.0398071,0.0136874,0.00542138,0.0085807,0.0214826,0.00739135,0.0337552,0.0159415,0.0190885,0.018263,0.03038,0.0415721,0.023545,0.0104581,0.00778662,0.00842179,0.0208299,0.016445,0.0107255,0.0117429,0,0,0.0354342,0,0.0138716,0.0136326,0.0351584,0.0315181,0.020388,0.0140896,0.0139134,0.0149509,0.00147057,0.00241279,0.00855179,0.0253025,0.00599721,0.0142476,0.0208356,0.0184824,0.00589113,0.00873589,0.00742195,0.0127687,0,0,0,0,0,0,0,0,0.00795254,0,0.00551437,0.00960681,0
148,0.0124011,0.0090234,0,0,0,0,0,0.0391487,0.0341685,0.0352526,0.00763322,0,0,0.0225885,0,0.0123187,0.0152368,0.0393358,0.0390327,0.0137992,0.0062579,0.00861033,0.0221376,0.00752761,0.0328504,0.0161063,0.0195593,0.0187072,0.030028,0.0396162,0.0238846,0.0105071,0.00778842,0.00895371,0.0208053,0.0174946,0.0107646,0.0116678,0,0,0.0351545,0,0.0139224,0.0135026,0.0351941,0.0321269,0.0200495,0.014459,0.0140469,0.0150414,0.00172023,0.00296785,0.00858494,0.0248258,0.00645498,0.0141605,0.0214993,0.0186941,0.00587266,0.00875137,0.00779779,0.0130249,0,0,0,0,0,0,0,0,0.00869958,0,0.00587854,0.00926568,0
149,0.0122651,0.00924281,0,0,0,0,0,0.0362527,0.0342172,0.0335015,0.00791369,0,0,0.0227143,0,0.0124434,0.0153187,0.0394069,0.0379562,0.0138033,0.00611589,0.00853079,0.0229198,0.00768543,0.032542,0.0168721,0.0202466,0.0194609,0.0303636,0.0370128,0.0243891,0.0105196,0.00786696,0.00966449,0.0208083,0.0182076,0.0108426,0.0115615,0,0,0.0347337,0,0.0139804,0.0133404,0.0351154,0.0320386,0.0197235,0.0146932,0.0141881,0.0151326,0.00214958,0.00347327,0.00827785,0.0243256,0.00677936,0.0136262,0.0225522,0.0187768,0.00574367,0.00883154,0.00831914,0.0131958,0,0,0,0,0,0,0,0,0.00954712,0,0.00654935,0.00899378,0
150,0.0121922,0.00951325,0,0,0,0,0,0.0333922,0.0342775,0.0316396,0.00800695,0,0,0.0226694,0,0.0125027,0.0152938,0.0396127,0.0362993,0.0137833,0.00588094,0.00846577,0.023687,0.00787178,0.0328989,0.0179823,0.0207829,0.0198907,0.0310803,0.0346054,0.0248253,0.0105399,0.00794685,0.0105816,0.0207932,0.0188214,0.0107616,0.0115981,0,0,0.0344249,0,0.0139919,0.0132782,0.0350618,0.0317267,0.0193934,0.0147312,0.014334,0.0152538,0.00255415,0.00412596,0.00800117,0.023472,0.00704011,0.0129518,0.0235075,0.0188658,0.00558748,0.00874388,0.00890721,0.0133386,0,0,0,0,0,0,0,0,0.0103046,0,0.00740725,0.00915201,0
