Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,,x75,x79
29,0.0122159,0.00957937,0,0,0,0,0,0,0.0318112,0.035339,0.0191045,0.00530944,0,0,0.00846368,0,0.0125996,0.00578589,0.0387115,0.0130489,0.00628072,0.00974417,0.0145085,0.020817,0.00481647,0.0128665,0.00898565,0.0421714,0.00802864,0.00908548,0.0137913,0.0328659,0.0487033,0.0102283,0.0109314,0.00432344,0.0202396,0.0222882,0.0174604,0.00596965,0.0162376,0,0,0.0317723,0,0.0139754,0.0122938,0.0334695,0.0275063,0.0297402,0.00981184,0.00468911,0.00339345,0.00620584,0.0196986,0,0.00819247,0.0147062,0.0368284,0.0129517,0.0169792,0.0162021,0.00969953,0.0162462,0.0109658,0.0125818,0.0146746,0,0,0,0,0,0,0,0,0,0,0
30,0.0132902,0.0101333,0,0,0,0,0,0,0.029422,0.0354097,0.0181189,0.00453895,0,0,0.00806726,0,0.012743,0.0052434,0.0393657,0.0117902,0.00615275,0.00925449,0.0145198,0.021872,0.00586902,0.0138081,0.00913205,0.0420998,0.0098515,0.0102095,0.0144014,0.0319261,0.0445957,0.0101826,0.0110435,0.0042483,0.019366,0.0223551,0.0173509,0.00521495,0.0172143,0,0,0.0328749,0,0.0139549,0.0129722,0.0338598,0.0270335,0.0296125,0.0092053,0.00535077,0.00341256,0.00627348,0.0195921,0,0.00836906,0.014505,0.0367507,0.0128321,0.0168311,0.0148767,0.00958338,0.0165379,0.0110747,0.0130208,0.0157423,0,0,0,0,0,0,0,0,0,0,0
31,0.0143887,0.0107103,0,0,0,0,0,0,0.0263697,0.0355195,0.016907,0.00428897,0,0,0.00769748,0,0.0128933,0.00481236,0.0402288,0.0110957,0.00616634,0.0088243,0.0143397,0.0227132,0.00694677,0.0143018,0.00906541,0.0421974,0.0115873,0.0112002,0.014904,0.0309737,0.0399641,0.0100543,0.0111726,0.00426871,0.0193624,0.0224229,0.0178423,0.0045578,0.0184029,0,0,0.0341637,0,0.0139372,0.0137268,0.0341002,0.0271724,0.0298139,0.00966384,0.00581506,0.00388649,0.00615671,0.0192249,0.00205898,0.00838782,0.0145381,0.0366388,0.012809,0.0169556,0.0143155,0.00969598,0.0166104,0.0112279,0.013501,0.0170694,0,0,0,0,0,0,0,0,0,0,0
32,0.0155392,0.0114375,0,0,0,0,0,0,0.0228793,0.0356574,0.0157724,0.00463806,0,0,0.00731904,0,0.0130998,0.00436799,0.0409886,0.0104872,0.00622396,0.0082904,0.0140159,0.0235083,0.00774511,0.0144928,0.00870034,0.0423726,0.0132492,0.0120754,0.0156074,0.0301893,0.0340604,0.00983439,0.0113115,0.00421656,0.0192814,0.0224863,0.0183152,0.00384053,0.0197002,0,0,0.0356296,0,0.0139169,0.0145231,0.0343309,0.0272334,0.0296866,0.00963391,0.00620159,0.00475612,0.00634033,0.0185875,0,0.00843342,0.014616,0.0368842,0.0129711,0.0168814,0.0131522,0.0100839,0.0166595,0.0114016,0.0141536,0.018497,0,0,0,0,0,0,0,0,0,0,0
33,0.0165695,0.0120202,0,0,0,0,0,0,0.019345,0.0357688,0.0150265,0.0052456,0,0,0.00716935,0,0.0132795,0.00398145,0.041903,0.00968241,0.00632777,0.00803241,0.0136695,0.0240834,0.00842196,0.0145366,0.0083267,0.0427657,0.0147323,0.0127817,0.016571,0.0295847,0.0267245,0.0095626,0.0114078,0.00409873,0.0195714,0.0225497,0.0186974,0.00350714,0.0209493,0,0,0.036913,0,0.0139068,0.0151837,0.0343391,0.0271437,0.0299088,0.00996158,0.00649972,0.00577399,0.00635689,0.0180142,0.000723231,0.00823446,0.0144642,0.0369177,0.0128757,0.0165511,0.0128711,0.0105028,0.0170376,0.0115199,0.0147328,0.0199301,0,0,0,0,0,0,0,0,0,0,0
34,0.0174229,0.01253,0,0,0,0,0,0,0.0163295,0.035869,0.0147725,0.00585851,0,0,0.00720926,0,0.0133823,0.00365375,0.0427018,0.00838867,0.00638456,0.00780169,0.013247,0.0245152,0.00900585,0.0145255,0.00783486,0.0431201,0.0158041,0.0133466,0.0174163,0.0293041,0.0190845,0.00932766,0.0114668,0.00406083,0.0195362,0.0226319,0.0187972,0.00344679,0.022001,0,0,0.0379238,0,0.0138572,0.0156088,0.0342505,0.0267759,0.0299797,0.010115,0.00695164,0.00673493,0.00635657,0.0171314,0.000915363,0.00777246,0.0141554,0.0369752,0.0126555,0.0159828,0.0119747,0.0109223,0.0169514,0.011561,0.0152379,0.021009,0,0,0,0,0,0,0,0,0,0,0
35,0.0181557,0.0131124,0,0,0,0,0,0,0.0134766,0.0359521,0.0151315,0.00649619,0,0,0.00727069,0,0.0135446,0.00334614,0.0431682,0.00627759,0.00647288,0.00772101,0.01296,0.0250469,0.0093048,0.0144002,0.00717302,0.0431015,0.0164645,0.0138142,0.0179144,0.0290302,0.0130419,0.00910782,0.0115454,0.00398116,0.0195036,0.0226406,0.018844,0.0035025,0.0228058,0,0,0.0390121,0,0.0138269,0.0160356,0.0342547,0.0264633,0.0299212,0.0103683,0.00760415,0.00744424,0.00653138,0.0168611,0.00132452,0.00737509,0.0140548,0.0369515,0.0125205,0.015746,0.0116774,0.0113759,0.017029,0.0115472,0.0157547,0.0218354,0,0,0,0,0,0,0,0,0,0,0
36,0.0186798,0.013589,0,0,0,0,0,0,0.0105527,0.036128,0.0153763,0.00713924,0,0,0.00740534,0,0.0136839,0.00315629,0.0432959,0.00438637,0.00647766,0.00760049,0.012837,0.0256751,0.0094161,0.0143059,0.00643597,0.0428518,0.0168774,0.0140674,0.0183308,0.028756,0.00980946,0.00900263,0.0116266,0.00398991,0.0194397,0.0226347,0.0188392,0.00373074,0.0233668,0,0,0.0397565,0,0.0137929,0.0164956,0.0341568,0.0262234,0.0297259,0.0107171,0.00843611,0.00797254,0.0067823,0.0169851,0.00259929,0.0070935,0.0140833,0.0368937,0.0123915,0.0158028,0.0115307,0.011904,0.0172346,0.0116321,0.0162442,0.0222775,0,0,0,0,0,0,0,0,0,0,0
37,0.0191057,0.0140695,0,0,0,0,0,0,0.00816802,0.0363649,0.015931,0.00781898,0,0,0.00748424,0,0.0138604,0.00303908,0.0431663,0.00435904,0.00646437,0.00740495,0.0130283,0.026316,0.00942532,0.0143037,0.00565634,0.0424439,0.0171327,0.0140763,0.0187176,0.0284067,0.0085434,0.00886959,0.0118005,0.00400718,0.0194805,0.0226049,0.0189514,0.0039203,0.023762,0,0,0.0402641,0,0.013782,0.0169146,0.0340304,0.0263086,0.029479,0.01125,0.00945357,0.00836,0.00716145,0.017225,0.00282562,0.0068494,0.0142441,0.0367666,0.0123216,0.0160801,0.0116093,0.0124441,0.0176231,0.0117708,0.0168428,0.0224806,0,0,0,0,0,0,0,0,0,0,0
38,0.0195043,0.0146205,0,0,0,0,0,0,0.00687557,0.0365267,0.0171327,0.00857122,0,0,0.00756939,0,0.0140602,0.00301511,0.0427831,0.00589796,0.0065577,0.00724103,0.013799,0.0268119,0.00937306,0.0142508,0.00488707,0.0419602,0.0173239,0.014043,0.0189926,0.0280106,0.00810793,0.00873971,0.0119404,0.00400556,0.0198846,0.0225813,0.019392,0.00410663,0.0240449,0,0,0.0407706,0,0.0137563,0.017193,0.0339675,0.0267519,0.0292617,0.0121107,0.0106717,0.00853334,0.00778661,0.0173826,0.00228329,0.00677429,0.0145659,0.0365984,0.0123857,0.0165397,0.0121311,0.0127531,0.0178902,0.0118359,0.0175594,0.0225623,0,0,0,0,0,0,0,0,0,0,0
39,0.0198232,0.0151792,0,0,0,0,0,0,0.00578436,0.036618,0.0181005,0.00940102,0,0,0.00784956,0,0.01425,0.00310899,0.0422255,0.00669101,0.00676953,0.00710645,0.0148398,0.0271691,0.00923461,0.0139949,0.00417634,0.0414055,0.017514,0.014027,0.0192795,0.0276318,0.00697453,0.00856342,0.0120402,0.00400102,0.0204965,0.0225644,0.0199748,0.00435585,0.0242289,0,0,0.0413128,0,0.0137333,0.0172797,0.0338586,0.0272439,0.0290541,0.0130899,0.0119608,0.00858231,0.00801364,0.0173952,0.00271911,0.00701662,0.014914,0.03646,0.0124282,0.0170852,0.0127908,0.0130372,0.0180166,0.0118436,0.0182709,0.0227745,0,0,0,0,0,0,0,0,0,0,0
40,0.0198959,0.0156583,0,0,0,0,0,0,0.00461209,0.0366784,0.017979,0.0103305,0,0,0.00806215,0,0.0144324,0.00316388,0.0416244,0.00754169,0.00700382,0.00694988,0.0158217,0.0273263,0.00899105,0.0137578,0.0035635,0.0408297,0.0178286,0.0141041,0.0196794,0.0275204,0.00622044,0.00839613,0.0120825,0.00401742,0.0207967,0.0225462,0.0201429,0.00450829,0.0242629,0,0,0.0418292,0,0.0136892,0.0172465,0.0337856,0.0271844,0.0287772,0.0142272,0.0130784,0.00854908,0.00794397,0.0174644,0.0032748,0.00724583,0.0149926,0.036353,0.012267,0.0171508,0.0130226,0.0133136,0.0179958,0.0118313,0.0188871,0.0229243,0,0,0,0,0,0,0,0,0,0,0
41,0.0198662,0.0159928,0,0,0,0,0,0,0.00416738,0.0366993,0.0172339,0.0112571,0,0,0.00802309,0,0.0145393,0.00321319,0.0410819,0.00820923,0.00716537,0.00708259,0.0165671,0.0273903,0.00880304,0.013553,0.00311235,0.0401299,0.0181179,0.0141996,0.019977,0.0274924,0.00572228,0.00821286,0.0120729,0.00400361,0.0214606,0.022488,0.0206124,0.00450149,0.0242357,0,0,0.042126,0,0.0136234,0.0172035,0.0337756,0.0275156,0.0283663,0.0152578,0.0139457,0.00843062,0.00770009,0.0175905,0.00361837,0.00721712,0.0151647,0.0359929,0.012179,0.017252,0.0138095,0.0135395,0.0183955,0.0119625,0.0193969,0.0227959,0,0,0,0,0,0,0,0,0,0,0
42,0.0194148,0.0158941,0,0,0,0,0,0,0.00476319,0.0366319,0.0182075,0.0119231,0,0,0.00760436,0,0.0145666,0.00320477,0.0407275,0.00912867,0.00694596,0.00762895,0.0166058,0.0269463,0.00899,0,0.0032965,0.0394215,0.0182667,0.0142887,0.0200795,0.0276689,0.00718334,0.00787311,0.0119839,0.00396645,0.022003,0.022401,0.0210657,0.00412105,0.0238358,0,0,0.0420206,0,0.0135522,0.0169751,0.0335819,0.0278384,0.0278995,0.016013,0.0141657,0.00797414,0.00733696,0.0178921,0.00385843,0.00698389,0.0152909,0.0356959,0.0120665,0.017422,0.0144891,0.0135809,0.0186283,0.0121641,0.019449,0.0223445,0,0,0,0,0,0,0,0,0,0,0
43,0.0189368,0.0157931,0,0,0,0,0,0,0.00626008,0.036634,0.0188372,0.0126743,0,0,0.00712857,0,0.0146466,0.00317702,0.0403672,0.00982642,0.00693468,0.00766804,0.0168815,0.0263883,0.00863482,0,0.00328557,0.0388233,0.0183338,0.0143301,0.0200542,0.0278995,0.00944882,0.00745703,0.0119421,0.00391534,0.0220466,0.0223691,0.0211815,0.00374887,0.0234296,0,0,0.0421308,0,0.0134897,0.01688,0.0329903,0.0278599,0.0273873,0.0164291,0.014536,0.00761355,0.00684874,0.0181724,0.00409065,0.00655387,0.0153126,0.0354897,0.0119497,0.0175415,0.0146181,0.0137365,0.0185524,0.0123331,0.0193879,0.0220194,0,0,0,0,0,0,0,0,0,0,0
44,0.0186185,0.0159608,0,0,0,0,0,0,0.00788855,0.0366406,0.01863,0.0129917,0,0,0.00727925,0,0.0147633,0.0033153,0.040226,0.0100993,0.00713461,0.00709382,0.0175916,0.0261012,0.00784177,0.0142099,0.00302908,0.0382195,0.0184775,0.0144978,0.0201185,0.0281557,0.0117088,0.0071528,0.0118867,0.00395712,0.0216816,0.0223855,0.0208368,0.00401705,0.023192,0,0,0.0425127,0,0.0134581,0.017084,0.032936,0.0273866,0.0268113,0.016583,0.0154454,0.00760048,0.00646377,0.0184572,0.00438418,0.00608128,0.0150656,0.0351441,0.0116444,0.0172963,0.0143615,0.0140948,0.018416,0.0124705,0.0196213,0.02162,0,0,0,0,0,0,0,0,0,0,0
45,0.0182042,0.0163121,0,0,0,0,0,0,0.0095446,0.0368355,0.018538,0.0123562,0,0,0.00741295,0,0.0147838,0.00342218,0.0404531,0.0104055,0.00742004,0.00685794,0.0178367,0.0258277,0.00763562,0.0141029,0.00348045,0.0375502,0.0186074,0.0147655,0.0201437,0.0284726,0.0137426,0.0069947,0.0120069,0.00407537,0.021351,0.0224184,0.0203845,0.00406136,0.0229553,0,0,0.043036,0,0.0134134,0.0173526,0.0333474,0.0268725,0.0262397,0.0169414,0.0163107,0.00786436,0.00591273,0.0188499,0.00481247,0.00567051,0.0147003,0.0346848,0.0112053,0.0168573,0.0142042,0.0145813,0.0186306,0.0125426,0.0200748,0.0210672,0,0,0,0,0,0,0,0,0,0,0
46,0.017856,0.0165182,0,0,0,0,0,0,0.0115414,0.0369564,0.0182707,0.0118455,0,0,0.00736678,0,0.0148265,0.00338189,0.0406515,0.0102194,0.00750178,0.00654095,0.0177531,0.025687,0.00769986,0.0137233,0.00409705,0.0369303,0.0186818,0.0150629,0.0199695,0.0288729,0.0165143,0.00699164,0.0120928,0.00412364,0.0212157,0.0224557,0.0201555,0.00401379,0.0227776,0,0,0.0433284,0,0.0134027,0.017421,0.0337828,0.026302,0.0256345,0.0174413,0.0168841,0.00808731,0.00530545,0.0192731,0.00531785,0.0054104,0.014432,0.034243,0.0108414,0.0165445,0.0142392,0.0148695,0.0184208,0.0125171,0.0204253,0.0206735,0,0,0,0,0,0,0,0,0,0,0
47,0.0174822,0.0165804,0,0,0,0,0,0,0.013461,0.0370435,0.0177195,0.0114758,0,0,0.00726627,0,0.0148756,0.00329502,0.040718,0.00949525,0.00738997,0.00658606,0.0171744,0.0254461,0.0080089,0.0133085,0.00498499,0.0365101,0.0186411,0.015292,0.0195672,0.029313,0.0187079,0.00687366,0.0121481,0.00413772,0.0210764,0.0224577,0.0199893,0.00399869,0.022611,0,0,0.0434402,0,0.0133781,0.0172585,0.0341897,0.0260116,0.0250631,0.0178068,0.0169838,0.00823039,0.00485461,0.0196587,0.00576399,0.00530509,0.014145,0.03386,0.0105361,0.0164142,0.0142372,0.0150032,0.0181465,0.0124934,0.0206799,0.0203873,0,0,0,0,0,0,0,0,0,0,0
48,0.0170799,0.0166047,0,0,0,0,0,0,0.0153182,0.0370458,0.0168568,0.01119,0,0,0.0071998,0,0.0149032,0.00321374,0.0406173,0.00872185,0.0071844,0.00708238,0.0161936,0.025139,0.00860171,0.013745,0.00604913,0.0363503,0.0185899,0.0155525,0.0190583,0.0298493,0.02056,0.00673346,0.0121577,0.00411901,0.0208246,0.0224612,0.0197228,0.00425433,0.0223758,0,0,0.0434465,0,0.0133855,0.0170218,0.0345782,0.0256617,0.0246246,0.0180128,0.0166034,0.00840526,0.00450203,0.0199054,0.00607961,0.00527211,0.0138326,0.033514,0.0103027,0.0161416,0.0141455,0.0150783,0.0179744,0.01249,0.020876,0.0201181,0,0,0,0,0,0,0,0,0,0,0
49,0.0167977,0.0164817,0,0,0,0,0,0,0.0174343,0.0369135,0.0155417,0.0111788,0,0,0.0071122,0,0.0149116,0.00309627,0.040307,0.0077691,0.00670931,0.0082556,0.0149443,0.0249071,0.00963004,0.0148923,0.00675075,0.0361651,0.0186186,0.0160011,0.018328,0.0305594,0.0230233,0.00663507,0.0121247,0.00403654,0.0206045,0.0224385,0.0194895,0.00439603,0.0222177,0,0,0.0432593,0,0.0133682,0.0165773,0.0349813,0.0253737,0.0243134,0.0182407,0.0157956,0.00843415,0.00425382,0.0201099,0.00635796,0.00535033,0.013603,0.0332322,0.0100957,0.0158323,0.0141128,0.0149679,0.0176848,0.0124064,0.0209148,0.0196667,0,0,0,0,0,0,0,0,0,0,0
50,0.0166202,0.0164344,0,0,0,0,0,0,0.0194161,0.0367899,0.013982,0.0110955,0,0,0.00697332,0,0.014938,0.00298801,0.0398047,0.00649063,0.00640227,0.0110042,0.0137073,0.0248179,0.0116758,0.0216794,0,0.0356729,0.0189758,0.016906,0.0173142,0.0317093,0.0264547,0.00664658,0.012086,0.00401222,0.0204744,0.0223667,0.0193223,0.00427603,0.0221604,0,0,0.0430282,0,0.0133567,0.0163058,0.0353493,0.0251123,0.0241015,0.0184303,0.0148523,0.00863997,0.00416468,0.0203908,0.00654436,0.00544878,0.0134492,0.0330411,0.00996623,0.0155285,0.0140926,0.0149111,0.017673,0.0123448,0.0210202,0.0194579,0,0,0,0,0,0,0,0,0,0,0
51,0.0166085,0.0164739,0,0,0,0,0,0,0.0215972,0.0367578,0.0125737,0.01123,0,0,0.0071289,0,0.0149487,0.00294883,0.0394506,0.00516393,0.00614599,0.0144739,0.0125147,0.0249259,0.0142916,0.0639472,0,0.0348162,0.0199415,0.0184286,0.0163861,0.0330653,0.0301928,0.00672067,0.0121284,0.00399329,0.0203458,0.0223283,0.0191561,0.00392957,0.0223285,0,0,0.0430643,0,0.0133375,0.0163098,0.0355821,0.0249744,0.0241014,0.0184767,0.0137525,0.00889857,0.00421785,0.020442,0.00663415,0.00542476,0.0133834,0.0329901,0.00994733,0.0155071,0.0141026,0.0149809,0.0177936,0.012357,0.0211878,0.0196889,0,0,0,0,0,0,0,0,0,0,0
52,0.0164169,0.0163853,0,0,0,0,0,0,0.0242569,0.0367335,0.0118936,0.0111251,0,0,0.00701247,0,0.0149407,0.00283498,0.039405,0.00451061,0.00549807,0.0159515,0.0110049,0.0249442,0.0159569,0.0825647,0,0.034305,0.0208132,0.0197734,0.0158386,0.0340856,0.0335749,0.00677492,0.0121692,0.00395361,0.020016,0.0222729,0.0189446,0.00378906,0.0223286,0,0,0.0429136,0,0.0133187,0.01618,0.0356671,0.0246941,0.02403,0.0185607,0.0124495,0.0090079,0.00421697,0.0205455,0.00675553,0.00538632,0.0132365,0.0328656,0.0098364,0.0155265,0.0142153,0.0149459,0.0179589,0.0124562,0.0212547,0.019481,0,0,0,0,0,0,0,0,0,0,0
53,0.016162,0.016389,0,0,0,0,0,0,0.0267437,0.036663,0.0121598,0.010776,0,0,0.00697016,0,0.014926,0.00276798,0.0393655,0.00505282,0.00528556,0.0157824,0.00982753,0.0247848,0.016795,0.0818187,0,0.034291,0.0212042,0.0206671,0.0154,0.0348914,0.0365948,0.00685885,0.0121591,0.00393971,0.0197025,0.022214,0.0187873,0.00410422,0.0222452,0,0,0.0428396,0,0.0133007,0.0161147,0.0357015,0.0243618,0.0236751,0.0188089,0.0116124,0.00923883,0.00417216,0.0208149,0.00697451,0.00568792,0.012988,0.032536,0.00962117,0.0153479,0.0143346,0.0150138,0.0183087,0.01251,0.0213732,0.0188843,0,0,0,0,0,0,0,0,0,0,0
54,0.0159284,0.0163537,0,0,0,0,0,0,0.0290955,0.0366337,0.0131834,0.0106765,0,0,0.00692425,0,0.0149023,0.00274649,0.0393413,0.00646117,0.00539544,0.0157287,0.009016,0.0246286,0.0169813,0.0786171,0,0.0343172,0.021018,0.0211073,0.0149637,0.0355059,0.0389268,0.0068649,0.0121621,0.00395579,0.0196405,0.0221818,0.0186135,0.00451242,0.022267,0,0,0.0428096,0,0.0132898,0.0160317,0.0357814,0.0241503,0.0232909,0.0190291,0.0111837,0.00957041,0.00419466,0.0210009,0.00717359,0.00595984,0.0127009,0.0321802,0.00932108,0.0150489,0.0143498,0.015142,0.0184784,0.0126474,0.0214901,0.0185573,0,0,0,0,0,0,0,0,0,0,0
55,0.0156445,0.0162887,0,0,0,0,0,0,0.0315692,0.0366985,0.0144448,0.010741,0,0,0.0068238,0,0.0148868,0.00269909,0.0394416,0.00837409,0.00562337,0.0157429,0.00850866,0.0244765,0.0168841,0.0773565,0,0.0341623,0.0203692,0.0208495,0.0144773,0.0360093,0.0406739,0.00686415,0.0122559,0.00401247,0.0196959,0.0221765,0.018399,0.00477555,0.0222196,0,0,0.0428615,0,0.0132764,0.016036,0.0358371,0.0240566,0.0229817,0.0192169,0.0110104,0.00989756,0.00440132,0.0210963,0.00734709,0.0060792,0.0124538,0.031919,0.00902898,0.014683,0.0143948,0.0153399,0.0180849,0.0126696,0.0215658,0.0183821,0,0,0,0,0,0,0,0,0,0,0
56,0.0153884,0.016184,0,0,0,0,0,0,0.0340006,0.0367638,0.0155649,0.0108128,0,0,0.00683726,0,0.0149216,0.00264097,0.0396318,0.0102548,0.00598493,0.0157754,0.0083431,0.0243223,0.0167629,0.0768335,0,0.0338996,0.0195079,0.0204141,0.0141115,0.03646,0.0419203,0.0067973,0.0123185,0.00406227,0.019824,0.0221898,0.0182422,0.00494353,0.0222076,0,0,0.0429626,0,0.0132499,0.0159903,0.0358996,0.0240836,0.0226924,0.0195304,0.0110863,0.0101574,0.00457156,0.0212707,0.00756318,0.00620003,0.0122753,0.0316735,0.0087788,0.0143708,0.0145375,0.015526,0.0177153,0.0125743,0.0215938,0.0181799,0,0,0,0,0,0,0,0,0,0,0
57,0.0152461,0.0161297,0,0,0,0,0,0,0.0354143,0.0367866,0.0162246,0.0109176,0,0,0.00701824,0,0.0149663,0.00258849,0.0398958,0.0116952,0.00635159,0.0157793,0.00847892,0.024314,0.0165701,0.0766826,0,0.0336689,0.0189002,0.0203528,0.0144172,0.0370815,0.0424573,0.00681903,0.0123169,0.00406504,0.0200417,0.0221736,0.0182006,0.00519985,0.0222932,0,0,0.0431437,0,0.0132074,0.0159288,0.0359591,0.0241864,0.0224084,0.0197677,0.0113942,0.0104075,0.00466389,0.0214916,0.00789385,0.00641857,0.0121785,0.0314351,0.00859359,0.0142783,0.0146722,0.015678,0.017687,0.0125846,0.0216495,0.0179936,0,0,0,0,0,0,0,0,0,0,0
58,0.0151173,0.0160538,0,0,0,0,0,0,0.0356556,0.0367737,0.0165356,0.0110702,0,0,0.00724529,0,0.0149223,0.00255792,0.0402465,0.012771,0.0066967,0.015488,0.00882272,0.024343,0.016067,0.0766257,0,0.0335034,0.0184687,0.0205222,0.0146904,0.0380558,0.0418187,0.0069852,0.0123036,0.00409372,0.0200832,0.0221615,0.018344,0.00559542,0.02232,0,0,0.0433047,0,0.0131777,0.015859,0.0359473,0.0242676,0.0221185,0.0196993,0.011854,0.0105478,0.0048094,0.0216807,0.00824369,0.00667722,0.0120606,0.0311972,0.00843541,0.0141001,0.014858,0.015785,0.0176114,0.0126357,0.0216891,0.0178171,0,0,0,0,0,0,0,0,0,0,0
59,0.0148487,0.0159285,0,0,0,0,0,0,0.0347176,0.036759,0.0168248,0.0111934,0,0,0.00726232,0,0.0148491,0.00248792,0.0405883,0.0138445,0.00733574,0.0147456,0.00928545,0.0242831,0.014995,0.0752773,0,0.0335325,0.0179053,0.020447,0.0150266,0.0393459,0.039729,0.00710489,0.0122834,0.00412162,0.0198826,0.0221266,0.0183473,0.00605995,0.0222038,0,0,0.0432088,0,0.0131837,0.0157185,0.0359121,0.0241901,0.0217268,0.019836,0.0123741,0.0106978,0.00497246,0.0218774,0.00855435,0.00691274,0.011884,0.0309116,0.00828888,0.0139796,0.0150389,0.0158693,0.0177779,0.0127457,0.0216949,0.0175567,0,0,0,0,0,0,0,0,0,0,0
60,0.0139863,0.0157105,0,0,0,0,0,0,0.0323944,0.0367229,0.0171629,0.0105163,0,0,0.00677925,0,0.0147362,0.00237961,0.0409864,0.0140476,0.00903585,0.0132823,0.00916386,0.0235717,0.0125875,0,0,0.0348384,0.0165596,0.0192809,0.0149408,0.0399008,0.0361843,0.00690727,0.012236,0.00412688,0.0195379,0.0220418,0.018056,0.00697241,0.0216448,0,0,0.0426203,0,0.0131836,0.0152949,0.0362133,0.0240036,0.0210672,0.0203644,0.0129138,0.0108306,0.0050641,0.0223348,0.00905878,0.00718728,0.0114342,0.030381,0.00786219,0.013523,0.0152012,0.0157771,0.0178356,0.0127968,0.0216428,0.0166216,0,0,0,0,0,0,0,0,0,0,0
61,0.0136752,0.0155817,0,0,0,0,0,0,0.0304581,0.0367256,0.0182609,0.0102558,0,0,0.00670291,0,0.0147165,0.0023682,0.0413102,0.0155967,0.00972875,0.0133855,0.00954869,0.023342,0.0114734,0,0,0.0354456,0.0159966,0.0188441,0.0157366,0.0414007,0.0320358,0.00687474,0.0122317,0.00414933,0.0194518,0.0220082,0.0179829,0.00741767,0.0214664,0,0,0.0425378,0,0.0131733,0.0151859,0.0364358,0.0239634,0.0207731,0.0207967,0.0134364,0.0108483,0.00509936,0.022522,0.00936243,0.00739551,0.0113007,0.0301717,0.00761487,0.0133448,0.0153877,0.0158231,0.0178864,0.0127479,0.0215495,0.0162812,0,0,0,0,0,0,0,0,0,0,0
62,0.0133431,0.0154514,0,0,0,0,0,0,0.0283593,0.0367471,0.0200982,0.0099189,0,0,0.00666017,0,0.0146257,0.00236557,0.0416693,0.0178022,0.0102384,0.0142871,0.00971411,0.023178,0.0107184,0,0.0111117,0.0362377,0.0153099,0.0180008,0.0165849,0.0428635,0.0271281,0.00691189,0.0122492,0.00416643,0.0194909,0.0219999,0.0179649,0.00779673,0.0212404,0,0,0.0424298,0,0.0131628,0.014977,0.0366564,0.0239262,0.0205388,0.0211951,0.0137215,0.0108306,0.00517237,0.0226266,0.00966096,0.00763297,0.0111984,0.0299658,0.00743244,0.0131839,0.0155322,0.0158212,0.0177631,0.0127534,0.0214478,0.0158692,0,0,0,0,0,0,0,0,0,0,0
63,0.0130317,0.0152956,0,0,0,0,0,0,0.0269832,0.0367227,0.026612,0.00956083,0,0,0.00670414,0,0.0145165,0.00235771,0.0421182,0.022792,0.00998856,0.0149161,0.00955603,0.0230295,0.0104395,0,0.0115192,0.0370711,0.0134871,0.0152402,0.0189652,0.0447001,0.0206275,0.00700245,0.012244,0.00416986,0.0196249,0.0219468,0.0178683,0.0080099,0.0210101,0,0,0.0422034,0,0.0131537,0.0146793,0.0363677,0.0236563,0.0206689,0.0213951,0.0133895,0.0108559,0.00545113,0.0225653,0.0098694,0.00790849,0.0110466,0.0298682,0.00737286,0.0130191,0.0154249,0.0158202,0.0175503,0.0127572,0.0213798,0.015506,0,0,0,0,0,0,0,0,0,0,0
64,0.0129097,0.0150092,0,0,0,0,0,0,0.0259824,0.036719,0.0263079,0.00908462,0,0,0.00682969,0,0.0143781,0.00239112,0.0423945,0.0236535,0.0102736,0.0160047,0.00952221,0.0228894,0.0104565,0,0.0116878,0.0377237,0.013465,0.0145743,0.0187579,0.045483,0.0195125,0.0071364,0.012219,0.00419164,0.0194374,0.0218858,0.0178011,0.00800651,0.0210094,0,0,0.0421335,0,0.0131149,0.0146076,0.0366397,0.023509,0.0205574,0.0215761,0.0133065,0.0108881,0.00537131,0.0224319,0.0100099,0.00796394,0.0109275,0.0298256,0.00728554,0.0129328,0.0154105,0.0158699,0.0176474,0.0128174,0.0211169,0.015425,0,0,0,0,0,0,0,0,0,0,0
