Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,,x75,x79
101,0.0160635,0.0165962,0,0,0,0,0,0,0.0298078,0.0365556,0.0299353,0.00712741,0,0,0.0039633,0,0.0150562,0.00229861,0.0354135,0.046037,0.0108382,0.0136316,0.0127389,0.0270219,0.00552894,0.00826198,0.00607746,0.0393627,0.013423,0.00748206,0.0134928,0.0433752,0.0296252,0.00724287,0.0119691,0.00338077,0.024322,0.0221978,0.0218618,0.00549922,0.0172141,0,0,0.0355927,0,0.0138177,0.0125665,0.0359561,0.0182993,0.0172784,0.0186285,0.0116572,0.00666254,0.0078977,0.0283197,0.0213612,0.0140045,0.00663505,0.0151303,0.0101146,0.00303988,0.024096,0.0128595,0.0126993,0.0102287,0.0217849,0.0169222,0,0,0,0,0,0,0,0,0,0,0
102,0.0157796,0.0162925,0,0,0,0,0,0,0.0297833,0.0365424,0.0295874,0.0069439,0,0,0.00348951,0,0.0150438,0.00230813,0.0353362,0.0453647,0.0104312,0.0135984,0.0133948,0.026218,0.00555605,0.00794297,0.00628864,0.0395584,0.0133074,0.00741086,0.0130242,0.0431419,0.0302459,0.00695661,0.0118982,0.00341711,0.0237881,0.0221663,0.0210916,0.00566378,0.0173254,0,0,0.0359762,0,0.0137376,0.0125789,0.0358037,0.0175728,0.0177647,0.0196921,0.011851,0.00678775,0.00818582,0.0282349,0.021284,0.0139307,0.00652016,0.0150507,0.0101578,0.00318904,0.0234614,0.0129821,0.0125234,0.0101388,0.0213963,0.0168702,0,0,0,0,0,0,0,0,0,0,0
103,0.0154707,0.0160277,0,0,0,0,0,0,0.0300219,0.0365816,0.0295154,0.00680411,0,0,0.00305707,0,0.0150289,0.00241457,0.035277,0.0451051,0.00998369,0.0137582,0.01401,0.0253853,0.00561096,0.00789386,0.00642282,0.0396634,0.0131315,0.00744119,0.0127641,0.0427388,0.0310261,0.00666866,0.011876,0.00350156,0.0229451,0.0222224,0.0203587,0.00588418,0.0173637,0,0,0.0364271,0,0.0137231,0.0126757,0.0356103,0.0169925,0.0183087,0.0206057,0.0120431,0.00690757,0.00936123,0.0280416,0.0212983,0.0139528,0.00638984,0.014959,0.010222,0.00346208,0.0224332,0.0132087,0.0125811,0.010134,0.0210672,0.0168092,0,0,0,0,0,0,0,0,0,0,0
104,0.0152098,0.0157194,0,0,0,0,0,0,0.030351,0.0365573,0.0295336,0.00666688,0,0,0.00281306,0,0.0150456,0.00238718,0.0353228,0.0449589,0.00953772,0.0138023,0.0145338,0.0245262,0.00553151,0.00805253,0.00649305,0.0398807,0.0130399,0.00718607,0.0125106,0.0424245,0.0318828,0.00638072,0.0118032,0.00352906,0.0220034,0.0223022,0.0198449,0.00614604,0.0174508,0,0,0.0367961,0,0.0137454,0.0127664,0.0353954,0.0166053,0.0188076,0.0212841,0.0122033,0.00699527,0.00970801,0.027816,0.0211606,0.0140984,0.00640019,0.0148354,0.0103323,0.00386094,0.0213265,0.0134135,0.0127181,0.0101574,0.0207599,0.0167761,0,0,0,0,0,0,0,0,0,0,0
105,0.0149862,0.0154675,0,0,0,0,0,0,0.030627,0.0365313,0.029248,0.00656231,0,0,0.00276088,0,0.0151485,0.00240293,0.0355172,0.0446806,0.00907478,0.0136468,0.0150543,0.0238452,0.00543206,0.0080592,0.00651183,0.0401886,0.0129582,0.00732407,0.012156,0.0422209,0.0325867,0.0060835,0.0116823,0.00350276,0.0209864,0.0223821,0.0195138,0.00645326,0.0175519,0,0,0.0370408,0,0.0137837,0.0127986,0.0351451,0.0163432,0.0193395,0.0216041,0.0123531,0.00703704,0.00913553,0.0276735,0.0203213,0.0138097,0.00675741,0.014499,0.0106697,0.00441797,0.0202,0.0135057,0.0126699,0.0101531,0.0205263,0.0166688,0,0,0,0,0,0,0,0,0,0,0
106,0.014759,0.0152424,0,0,0,0,0,0,0.030791,0.036551,0.0285013,0.00650499,0,0,0.00265404,0,0.0151511,0.00235193,0.035851,0.0441842,0.00861725,0.0134451,0.0153744,0.0233073,0.0054059,0.00786386,0.00652788,0.0404773,0.0127664,0.00850605,0.011789,0.0420564,0.0330822,0.00585283,0.0116964,0.00341641,0.0205264,0.0224386,0.0194622,0.00676176,0.0176661,0,0,0.0371987,0,0.0138112,0.0128168,0.034738,0.0163713,0.0199432,0.0215647,0.0121909,0.00710827,0.00900791,0.0270321,0.0192796,0.013751,0.00688178,0.0144634,0.0107537,0.00449727,0.0196699,0.0135486,0.0125458,0.010086,0.0203299,0.0165222,0,0,0,0,0,0,0,0,0,0,0
107,0.0145099,0.0149798,0,0,0,0,0,0,0.0310384,0.0365822,0.028219,0.00667773,0,0,0.00247072,0,0.0151239,0.00226026,0.0362005,0.0439424,0.00826547,0.0134109,0.01537,0.0227382,0.00540173,0.0073117,0.00670176,0.0407283,0.0125968,0.0084595,0.0115298,0.0416758,0.0337295,0.00576653,0.011716,0.00342487,0.0203264,0.022468,0.0193575,0.00721474,0.0177694,0,0,0.0375851,0,0.0138042,0.0128876,0.0344805,0.0163552,0.0205282,0.0212718,0.0116436,0.00716309,0.00909894,0.0263665,0.0188056,0.0136575,0.00710707,0.0144771,0.0108841,0.00460688,0.0190252,0.0136472,0.0126423,0.0100132,0.0200968,0.0163591,0,0,0,0,0,0,0,0,0,0,0
108,0.0143104,0.0147286,0,0,0,0,0,0,0.0312249,0.0365498,0.0280754,0.0069729,0,0,0.00235558,0,0.0151422,0.00220788,0.0365421,0.043558,0.00800625,0.013434,0.0151505,0.022144,0.00541969,0.00704164,0.00689676,0.0409498,0.0125153,0.00798287,0.0112111,0.0413785,0.0343447,0.00567033,0.0116667,0.00340432,0.0200005,0.0225153,0.0191255,0.00770449,0.0178977,0,0,0.0379592,0,0.0138204,0.0129209,0.0344703,0.0161789,0.0211167,0.0207799,0.0108268,0.00717297,0.00916899,0.0258493,0.0182544,0.0134996,0.00752184,0.0143459,0.0111538,0.00494185,0.0181671,0.0137304,0.013041,0.00994193,0.0198306,0.0162232,0,0,0,0,0,0,0,0,0,0,0
109,0.0140223,0.0143534,0,0,0,0,0,0,0.0313992,0.0365047,0.0280051,0.00724647,0,0,0.0022214,0,0.0151252,0.00210729,0.0370277,0.0432047,0.007779,0.0132953,0.0146093,0.021397,0.0055185,0.00741805,0.00702433,0.0412013,0.0123283,0.00751484,0.0108951,0.0410194,0.0349056,0.00555482,0.0115922,0.00333371,0.0199149,0.0225371,0.0188896,0.00807554,0.0180503,0,0,0.0381856,0,0.0138259,0.0128427,0.0345485,0.0162394,0.022114,0.0202287,0.00952452,0.00719138,0.00937485,0.0256917,0,0.0137891,0.00765894,0.0142979,0.0111522,0.00496792,0.0176609,0.0137313,0.0131161,0.00984663,0.0194241,0.0160925,0,0,0,0,0,0,0,0,0,0,0
110,0.0137448,0.0142328,0,0,0,0,0,0,0.0319335,0.0365791,0.028354,0.00738577,0,0,0.0022317,0,0.0150834,0.00203931,0.0372669,0.0437734,0.0076618,0.0129607,0.0139921,0.0208767,0.00569478,0.00857516,0.00703805,0.0413864,0.0120178,0.0071511,0.0109413,0.0405207,0.0358061,0.00542338,0.0116659,0.00337157,0.0192884,0.0225729,0.0183689,0.00838396,0.0181286,0,0,0.0385863,0,0.013806,0.012927,0.034687,0.0157699,0.0225348,0.0196906,0.00848586,0.00723388,0.00967858,0.0252713,0,0.0138603,0.0079961,0.0142646,0.0113708,0.00550046,0.0169715,0.0138506,0.0127847,0.00979521,0.0192745,0.0159238,0,0,0,0,0,0,0,0,0,0,0
111,0.0134732,0.0141517,0,0,0,0,0,0,0.0326426,0.0366511,0.0289012,0.00749741,0,0,0.00225592,0,0.0150701,0.00201576,0.0374325,0.0448408,0.00754294,0.0127174,0.0133657,0.0204328,0.00622749,0.00930723,0.0071236,0.0414735,0.0117361,0.00701289,0.0111211,0.0398754,0.0368452,0.00522014,0.0117281,0.00338858,0.0185183,0.0226322,0.017627,0.00871644,0.0181748,0,0,0.0390977,0,0.0137814,0.0130438,0.0348036,0.0151789,0.0229089,0.0192045,0.00751228,0.00727852,0.0105269,0.0247814,0,0.0139804,0.00827316,0.0143134,0.0114835,0.00602235,0.016297,0.0140012,0.0124451,0.0097176,0.0192087,0.0157341,0,0,0,0,0,0,0,0,0,0,0
112,0.0132432,0.014062,0,0,0,0,0,0,0.0325451,0.036683,0.0282263,0.00771272,0,0,0.00228297,0,0.0151491,0.00204735,0.0375694,0.0438281,0.00752148,0.01296,0.0128634,0.0201234,0.00628908,0.00927203,0.00737581,0.041669,0.0119394,0.0077004,0.0107031,0.0403337,0.0370813,0.00503706,0.0117126,0.00343702,0.0176821,0.0226491,0.0167654,0.00907952,0.0182396,0,0,0.0394475,0,0.0137494,0.0130132,0.0349049,0.014853,0.0232751,0.01873,0.00672745,0.00735821,0.0108809,0.0241542,0,0.0140034,0.00870071,0.014348,0.0116465,0.00674788,0.0161269,0.0140854,0.0122939,0.0095982,0.0192035,0.0155473,0,0,0,0,0,0,0,0,0,0,0
113,0.0129993,0.0140742,0,0,0,0,0,0,0.0326024,0.0368719,0.0278478,0.00786272,0,0,0.00230623,0,0.0152997,0.00204006,0.0376533,0.0427437,0.00750224,0.0132356,0.012455,0.0200165,0.0064786,0.00936136,0.00764432,0.041897,0.0121012,0.00778422,0.0104035,0.0406238,0.0374761,0.0049617,0.0117923,0.00348619,0.0169656,0.0226519,0.0158798,0.00937436,0.0183235,0,0,0.0397553,0,0.0137174,0.0129843,0.0349898,0.0148512,0.0236376,0.0183211,0.00611955,0.00751134,0.0107737,0.0234665,0,0.013855,0.00938831,0.0142817,0.0119157,0.00775577,0.0157895,0.0142547,0.0122464,0.00949972,0.0193002,0.015384,0,0,0,0,0,0,0,0,0,0,0
114,0.012861,0.0141797,0,0,0,0,0,0,0.0329028,0.0369764,0.0279122,0.00787037,0,0,0.00242834,0,0.0153147,0.00206208,0.037594,0.0425636,0.00748632,0.0134307,0.012307,0.0199896,0.0064889,0.00960202,0.0079069,0.0419848,0.0122446,0.00778709,0.0103816,0.0407016,0.0382493,0.00479055,0.0118472,0.00351407,0.016299,0.0226982,0.0150537,0.00947454,0.0183481,0,0,0.0400876,0,0.0137189,0.013054,0.03517,0.0150551,0.0235825,0.0180006,0.00584206,0.00762132,0.0104725,0.0227275,0.0146941,0.013394,0.0104477,0.0140814,0.0123406,0.00915874,0.0152359,0.0145073,0.0122588,0.0093956,0.0194293,0.0152129,0,0,0,0,0,0,0,0,0,0,0
115,0.0127724,0.0140849,0,0,0,0,0,0,0.0332432,0.0369336,0.02812,0.00786286,0,0,0.0025483,0,0.0150319,0.00215706,0.0376923,0.0427212,0.00740871,0.0136047,0.0121394,0.0197773,0.0065338,0.00995201,0.00828251,0.0420116,0.0122934,0.00762491,0.0103524,0.0406794,0.0392613,0.00458225,0.0118248,0.00353706,0.0163982,0.0226804,0.0146489,0.00934179,0.0184813,0,0,0.0402144,0,0.0136877,0.0129467,0.0353451,0.0157734,0.0240367,0.0170553,0.00518729,0.00774317,0.0103891,0.0226704,0,0.0132749,0.0107943,0.0141585,0.0122249,0.00955092,0.0155772,0.014628,0.0122352,0.00931684,0.0193381,0.0150506,0,0,0,0,0,0,0,0,0,0,0
116,0.0126566,0.0139718,0,0,0,0,0,0,0.0336968,0.03677,0.0282413,0.00783617,0,0,0.00286466,0,0.0146886,0.00242809,0.037452,0.0427651,0.0074072,0.0137424,0.012287,0.0194852,0.00651022,0.0102753,0.00860456,0.0419674,0.0123771,0.00677721,0.0103031,0.0406435,0.0400876,0.00437704,0.0116791,0.00359587,0.0161543,0.0226417,0.0143002,0.00916232,0.0184695,0,0,0.0403452,0,0.0136645,0.0128839,0.0357763,0.0168771,0.0239708,0.0164295,0.00507219,0.00787684,0.00998029,0.0222112,0.013547,0.0125698,0.0113952,0.0142615,0.012299,0.0103186,0.016454,0.0147658,0.0122962,0.00938488,0.0192196,0.0147092,0,0,0,0,0,0,0,0,0,0,0
117,0.012348,0.0138636,0,0,0,0,0,0,0.0340718,0.0368266,0.0282222,0.00784082,0,0,0.00276942,0,0.0147451,0.00236803,0.0372934,0.0426783,0.00743101,0.0138805,0.0122859,0.0190501,0.006499,0.0106126,0.00889242,0.0420497,0.012358,0.00646099,0.0101177,0.0405769,0.0406558,0.00431554,0.011673,0.00362649,0.016391,0.0226309,0.0139205,0.00899865,0.0183733,0,0,0.0404135,0,0.0136347,0.0127962,0.0361736,0.0182621,0.0242808,0.0153983,0.0046875,0.00820395,0.00965695,0.0220105,0.012454,0.0119054,0.0112084,0.0148125,0.0117487,0.0105369,0.0176984,0.0149519,0.0124141,0.00947195,0.0190907,0.0143109,0,0,0,0,0,0,0,0,0,0,0
118,0.0119652,0.0136454,0,0,0,0,0,0,0.0344374,0.0368412,0.0281718,0.00778853,0,0,0.00261624,0,0.0146021,0.00231003,0.0371218,0.0423303,0.00749149,0.0139675,0.012137,0.0184642,0.00647201,0.0108308,0.00909713,0.0421184,0.0122932,0.00652477,0.00995608,0.0406,0.0412884,0.00417147,0.011657,0.00362276,0.0165019,0.022627,0.0131345,0.00874724,0.018274,0,0,0.0403766,0,0.0136521,0.0126595,0.0364121,0.0193172,0.0245698,0.0140541,0.00421198,0.00852305,0.00925351,0.0218651,0.0115845,0.0110234,0.0107015,0.015801,0.0107758,0.0106332,0.0191898,0.0150721,0.0124472,0.00953837,0.0188533,0.0139969,0,0,0,0,0,0,0,0,0,0,0
119,0.0114021,0.0134366,0,0,0,0,0,0,0.0348703,0.0369873,0.0282585,0.00765326,0,0,0.00240749,0,0.0146541,0.00217235,0.0369021,0.0421773,0.00757259,0.0140469,0.0117426,0.0177039,0.00641624,0.0109147,0.00939027,0.0421002,0.0122037,0.00661624,0.0098607,0.0403474,0.0423437,0.00406896,0.0117923,0.0035238,0.0166093,0.022594,0.0120546,0.00841988,0.0180788,0,0,0.0404162,0,0.0136357,0.0125308,0.0364879,0.0202614,0.0249481,0.0125164,0.0035621,0.00892995,0.008611,0.021863,0.0111849,0.00982924,0.0100422,0.0173139,0.0095041,0.0107566,0.0209152,0.0152108,0.0124735,0.0096302,0.0185997,0.0135992,0,0,0,0,0,0,0,0,0,0,0
120,0.0109091,0.013172,0,0,0,0,0,0,0.0354623,0.0369592,0.0283118,0.00752904,0,0,0.00251762,0,0.0146194,0.0023379,0.0366286,0.0420221,0.00770304,0.0140895,0.0113993,0.0169701,0.00628017,0.0108354,0.00961954,0.0420477,0.0121429,0.00670434,0.00972627,0.0400516,0.0432504,0.00401633,0.0118092,0.00349909,0.0169582,0.0225047,0.0110166,0.00807036,0.0179579,0,0,0.0403339,0,0.0135846,0.0123387,0.0364301,0.0212598,0.0252871,0.0110155,0.00301841,0.00918423,0.00767039,0.021977,0.0104858,0.00836766,0.00942555,0.0191899,0.00814853,0.0110579,0.0228439,0.015253,0.0122904,0.0096979,0.0182967,0.0132729,0,0,0,0,0,0,0,0,0,0,0
121,0.01058,0.0128298,0,0,0,0,0,0,0.0359878,0.0368423,0.0282346,0.00743011,0,0,0.00271709,0,0.0144225,0.0024937,0.0362908,0.0417559,0.0079123,0.0140897,0.0111116,0.0163974,0.0060949,0.0108045,0.00974095,0.0419514,0.012096,0.00681376,0.00963152,0.0398734,0.0439151,0.00395394,0.0117164,0.00342819,0.0174101,0.0224171,0.0101345,0.007692,0.0178422,0,0,0.0401447,0,0.0135505,0.0121096,0.0362723,0.0224501,0.0254904,0.00936407,0.00266746,0.00923727,0.00658461,0.0221372,0.0095519,0.00675732,0.00903274,0.0212039,0.00699627,0.0116208,0.0245715,0.0152114,0.0120767,0.00973066,0.0179384,0.013034,0,0,0,0,0,0,0,0,0,0,0
122,0.0103322,0.0124851,0,0,0,0,0,0,0.0363758,0.0366277,0.0281231,0.00735343,0,0,0.00280525,0,0.0141846,0.0024718,0.0359041,0.0414302,0.00818043,0.0140475,0.0108503,0.015919,0.00586574,0.0106673,0.00978936,0.0418657,0.0120169,0.00696175,0.00954576,0.0399042,0.0445111,0.0038965,0.0115509,0.00339785,0.0175663,0.0223254,0.00930465,0.00730272,0.0177565,0,0,0.039852,0,0.013532,0.0118828,0.0362371,0.0229304,0.0256075,0.0074495,0.00250123,0.00923607,0.00550889,0.022401,0.00871517,0.0051473,0.00911546,0.0233399,0.00630551,0.0123448,0.0256114,0.0151213,0.0121118,0.00975439,0.0175754,0.0128159,0,0,0,0,0,0,0,0,0,0,0
123,0.010035,0.0123539,0,0,0,0,0,0,0.0367334,0.0366417,0.0281097,0.00726731,0,0,0.00291125,0,0.0142247,0.00254684,0.0354673,0.0408147,0.00847322,0.0140333,0.0104422,0.0156415,0.0056598,0.0104607,0.00991486,0.0417287,0.0119562,0.00711878,0.0094719,0.0399221,0.0451055,0.004078,0.0115498,0.00338025,0.0170003,0.022265,0.0084267,0.00684276,0.0176027,0,0,0.0396701,0,0.0135228,0.011724,0.0362567,0.0222648,0.0256748,0.00547335,0.00234119,0.00934867,0.00438079,0.0228404,0.00801636,0.00355233,0.00946988,0.0257317,0.00623331,0.0129665,0.0253829,0.0151125,0.0121241,0.00976881,0.0174112,0.0125778,0,0,0,0,0,0,0,0,0,0,0
124,0.00985872,0.0121575,0,0,0,0,0,0,0.037086,0.0365022,0.0280944,0.00723543,0,0,0.00296519,0,0.0139876,0.0025048,0.0350368,0.0401929,0.00876625,0.0140402,0.0100421,0.0154007,0.00552056,0.0102831,0.0100161,0.0415562,0.0118479,0.00735633,0.00946772,0.0399117,0.0455947,0.00425784,0.0114333,0.00337893,0.0158088,0.022191,0.00814544,0.00637688,0.0174844,0,0,0.0393987,0,0.0135184,0.0114974,0.0362764,0.0206859,0.0256461,0.00342972,0.00223231,0.00937248,0.00309355,0.0232986,0.00756386,0.00227031,0.00998454,0.0283579,0.00708902,0.0134552,0.0236381,0.0149514,0.0120253,0.00982961,0.0171716,0.0123965,0,0,0,0,0,0,0,0,0,0,0
125,0.00958435,0.0119495,0,0,0,0,0,0,0.0373974,0.0364251,0.0279906,0.00723946,0,0,0.0031001,0,0.0138439,0.00259526,0.03464,0.0396577,0.0090899,0.0139904,0.00956131,0.015016,0.00547,0.0101433,0.0100943,0.0413646,0.0117004,0.00769343,0.00950141,0.039866,0.0461257,0.00440642,0.011336,0.00342542,0.0146097,0.0221258,0.00890117,0.00597693,0.0172956,0,0,0.0390648,0,0.013519,0.0113298,0.0363715,0.0191664,0.0256859,0.00183903,0.00205983,0.009433,0.00239734,0.0237517,0.00775987,0.00184385,0.0109592,0.0310542,0.00885666,0.0142542,0.020726,0.0148141,0.0121097,0.00995574,0.0169107,0.0121135,0,0,0,0,0,0,0,0,0,0,0
126,0.00928278,0.0118253,0,0,0,0,0,0,0.037735,0.0364156,0.0280178,0.00725391,0,0,0.00330282,0,0.013849,0.00277427,0.0343047,0.0393129,0.00943072,0.0138427,0.00908852,0.0146938,0.00550555,0.00997067,0.0100832,0.0411937,0.0116326,0.00777061,0.00949643,0.0397755,0.0468089,0.00449217,0.0112616,0.00347257,0.0133896,0.02208,0.0106681,0.00566944,0.0170314,0,0,0.038776,0,0.0135533,0.0111743,0.0364491,0.0186295,0.0257061,0.00405123,0.00195604,0.00956947,0.00276751,0.0242856,0,0.00235363,0.0127029,0.0337066,0.0111185,0.0158445,0.0167454,0.0147516,0.0123362,0.00996023,0.0167462,0.0118193,0,0,0,0,0,0,0,0,0,0,0
127,0.00894143,0.0116996,0,0,0,0,0,0,0.0381459,0.0363813,0.0282137,0.00734595,0,0,0.00342603,0,0.0137712,0.00288774,0.0341143,0.0391382,0.00976228,0.0136515,0.0086219,0.0144115,0.00566109,0.00983937,0.00997652,0.0410914,0.0115372,0.0079359,0.0093984,0.0396195,0.0475672,0.00445748,0.0112673,0.00342302,0.0131755,0.0220272,0.0137543,0.00552738,0.016786,0,0,0.0383437,0,0.0135857,0.0110466,0.0364749,0.0200918,0.0257914,0.00804855,0.00194078,0.0097159,0.00361837,0.0247995,0,0.00330078,0.0154573,0.0361971,0.0136784,0.0187467,0.0131466,0.0147272,0.0126767,0.00995274,0.0165879,0.0114892,0,0,0,0,0,0,0,0,0,0,0
128,0.0086184,0.011584,0,0,0,0,0,0,0.0386814,0.0363171,0.0283114,0.00750079,0,0,0.0035383,0,0.0137197,0.00300368,0.03406,0.0388157,0.00999828,0.0135746,0.0081733,0.0141149,0.00593535,0.00979462,0.00977408,0.0410574,0.011364,0.00798464,0.00931523,0.03947,0.0484314,0.00434924,0.0112473,0.00345451,0.0148675,0.0219689,0.0174649,0.00549292,0.016572,0,0,0.0378877,0,0.0135946,0.0109839,0.0365538,0.0226832,0.0259622,0.0127311,0.001924,0.00988897,0.00445219,0.0252108,0,0.00409134,0.0189907,0.0384241,0.0162526,0.0225577,0.0116561,0.0147048,0.0128235,0.00999444,0.0164343,0.0110931,0,0,0,0,0,0,0,0,0,0,0
129,0.0082892,0.0115013,0,0,0,0,0,0,0.0392377,0.0363235,0.0281536,0.00771027,0,0,0.00359444,0,0.0136355,0.0030771,0.0341423,0.0384271,0.010044,0.0135384,0.00792374,0.0139211,0.00623034,0.00979454,0.00949088,0.0410398,0.0112446,0.00846558,0.00924536,0.0393342,0.0493168,0.00421805,0.0112496,0.00349079,0.0180216,0.0219318,0.0212528,0.00552351,0.0163498,0,0,0.0375725,0,0.0136012,0.0109875,0.0369089,0.0257223,0.026174,0.0178072,0.00192833,0.0100251,0.0053191,0.0254367,0,0.00493264,0.0226051,0.0401081,0.018445,0.0264702,0.013343,0.0148053,0.0128636,0.0100808,0.0163587,0.0106568,0,0,0,0,0,0,0,0,0,0,0
130,0.00798492,0.0115779,0,0,0,0,0,0,0.0397199,0.0364091,0.0279284,0.00791053,0,0,0.00357936,0,0.0136176,0.0030766,0.0342877,0.0379626,0.00993017,0.0134609,0.00785696,0.0139003,0.00649405,0.00987641,0.00932308,0.0410387,0.0111227,0.00924745,0.00917277,0.0391925,0.0501004,0.00409903,0.0112784,0.00350696,0.0207023,0.021927,0.0240491,0.00558957,0.0160839,0,0,0.0373547,0,0.0136248,0.0110281,0.0374543,0.0282124,0.0263422,0.0218263,0.00187853,0.0101689,0.00613067,0.0254211,0,0.00594975,0.0251554,0.0410163,0.0197666,0.0291843,0.0156861,0.0149598,0.0129178,0.0101307,0.0164917,0.010262,0,0,0,0,0,0,0,0,0,0,0
131,0.00781697,0.0117055,0,0,0,0,0,0,0.0400621,0.0364917,0.0280711,0.00812506,0,0,0.00349115,0,0.013555,0.00298376,0.0344643,0.0375096,0.00978805,0.013355,0.00791019,0.0139697,0.00664914,0.0100387,0.00935046,0.0411099,0.0109371,0.00882088,0.00910315,0.0390335,0.0507291,0.00401275,0.011328,0.00354394,0.0217756,0.0219078,0.0252408,0.00571795,0.0158761,0,0,0.0372659,0,0.0136318,0.011091,0.0377985,0.0295752,0.0265329,0.0234323,0.00178549,0.0103102,0.0066793,0.0250611,0,0.00692551,0.0261655,0.0413061,0.0203014,0.0303665,0.016879,0.015068,0.0129869,0.0101755,0.016703,0.0100026,0,0,0,0,0,0,0,0,0,0,0
132,0.00776178,0.0117576,0,0,0,0,0,0,0.0401843,0.0365309,0.0283774,0.00832956,0,0,0.00343537,0,0.0135416,0.00294257,0.0346064,0.0374553,0.00972819,0.0131784,0.00794553,0.0140119,0.00662313,0.0101385,0.00937801,0.0411849,0.0106858,0.00850938,0.00903937,0.0389061,0.0509911,0.00398977,0.0113553,0.00359208,0.0219891,0.0218995,0.0255337,0.00586715,0.0158766,0,0,0.0372817,0,0.0136241,0.0111958,0.0376939,0.0305537,0.0267675,0.0237074,0.001762,0.0104186,0.00668573,0.0245789,0,0.00742426,0.0263194,0.0412153,0.0204442,0.0308454,0.0174822,0.0151212,0.0130698,0.0102577,0.0168237,0.00987991,0,0,0,0,0,0,0,0,0,0,0
133,0.00779397,0.0117181,0,0,0,0,0,0,0.0400697,0.0366164,0.0282901,0.00858672,0,0,0.00352079,0,0.0135181,0.00295093,0.0347016,0.0372658,0.00972519,0.0128631,0.00812383,0.0140793,0.0064234,0.0100652,0.00928607,0.0412475,0.0103405,0.00853385,0.00896829,0.0387691,0.050943,0.00406886,0.011375,0.00367602,0.0222522,0.0219074,0.0256308,0.00601677,0.0159514,0,0,0.0372602,0,0.0136156,0.0113147,0.0373003,0.031729,0.0271048,0.0237481,0.00179262,0.0103565,0.00617751,0.0241593,0,0.00748903,0.0263206,0.0408894,0.0204523,0.0314104,0.0182785,0.0151525,0.0131938,0.0103851,0.0167674,0.00988921,0,0,0,0,0,0,0,0,0,0,0
134,0.00791654,0.0116423,0,0,0,0,0,0,0.0398345,0.0366512,0.0279059,0.00891293,0,0,0.00367264,0,0.0135003,0.00295593,0.0347739,0.036984,0.00971335,0.0124601,0.0084769,0.0141632,0.0060991,0.00981397,0.00910637,0.041314,0.00992668,0.00875744,0.00885672,0.0385884,0.0508251,0.00422898,0.0113776,0.00374901,0.0212651,0.0219009,0.0251706,0.00618744,0.0159595,0,0,0.0372638,0,0.013605,0.0114546,0.0368241,0.0322608,0.0275645,0.0232154,0.00179229,0.0101298,0.005585,0.0238433,0,0.00714973,0.0261703,0.04044,0.0203416,0.0318941,0.018104,0.0150672,0.0133776,0.0104936,0.0166085,0.00997567,0,0,0,0,0,0,0,0,0,0,0
135,0.00792091,0.011558,0,0,0,0,0,0,0.0393557,0.0366376,0.0275407,0.00921368,0,0,0.00381948,0,0.013483,0.00304901,0.0348535,0.0367266,0.00964266,0.0119715,0.00903701,0.0143519,0.0057418,0.00936292,0.00884372,0.0414181,0.00949065,0.00931449,0.00870964,0.0384052,0.0507093,0.00445045,0.0114175,0.0038186,0.0171992,0.0218824,0.0233675,0.00638226,0.0157063,0,0,0.037352,0,0.0136581,0.0117398,0.0363817,0.0305249,0.0280679,0.0208643,0.00168307,0.00976658,0.00502612,0.0236997,0,0.00602647,0.0253113,0.0399714,0.0199479,0.031424,0.0151209,0.0149675,0.0136953,0.0105247,0.0163909,0.00991776,0,0,0,0,0,0,0,0,0,0,0
136,0.00790997,0.0115262,0,0,0,0,0,0,0.0386814,0.036645,0.0271473,0.00940987,0,0,0.00403142,0,0.0134084,0.00319372,0.0349457,0.0366247,0.00950765,0.0116641,0.00957112,0.0145295,0.00545709,0.00891506,0.0085764,0.0415211,0.00910158,0.00964165,0.00869931,0.0382597,0.0508386,0.00470586,0.0114417,0.00380611,0.0133836,0.0218039,0.021594,0.00649019,0.0155937,0,0,0.0370297,0,0.0136439,0.0118255,0.0361576,0.0283234,0.0284405,0.018381,0.00145814,0.00950739,0.00467938,0.0237465,0,0.00519476,0.024484,0.0393452,0.0194415,0.0309031,0.0116851,0.0148533,0.0139477,0.0104716,0.0162376,0.00991927,0,0,0,0,0,0,0,0,0,0,0
