Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,RTHIA,LTHI
135,0.0341771,0,0,0,0,0.0284284,0,0,0,0,0,0,0.0150133,0.0380716,0.00734288,0.00475034,0,0,0.0569773,0,0.0281897,0.0250379,0.0330607,0.0120648,0.0149231,0.00587598,0.00870389,0.0507883,0.00426338,0.00287099,0.0178438,0.00647165,0.00629656,0.00337021,0.019978,0.0231382,0.0445631,0.0305754,0.0100179,0.0112349,0.0278676,0.0046333,0.0043862,0.0228641,0,0,0.0410006,0,0.0255986,0.0193484,0.0616395,0.0065588,0.0171684,0.0068167,0.00636226,0.0397904,0.00143502,0.00512642,0.00452163,0.00420975,0.0142751,0.00490913,0.00845651,0.0134611,0.0391657,0.00790288,0.0106076,0.0284351,0.0220723,0,0,0,0,0,0.038653,0.00366419
136,0.0347392,0,0,0,0,0.0289519,0,0,0,0,0,0,0.015174,0.0380873,0.00779084,0.00466741,0,0,0.0574574,0,0.0280973,0.0249243,0.0330017,0.0126941,0.0147949,0.00596549,0.00876273,0.0515077,0.00426744,0.00286772,0.0177994,0.00632711,0.00620075,0.00328875,0.0202426,0.0233907,0.0450462,0.030128,0.0101352,0.0112697,0.0281423,0.0046622,0.00422278,0.0233268,0,0,0.041823,0,0.0258107,0.0197239,0.0616167,0.00657549,0.017132,0.00678649,0.00638682,0.0401835,0.00144756,0.00511124,0.0045113,0.00428343,0.0142215,0.00492704,0.00847255,0.0134762,0.0395309,0.00866443,0.011139,0.0289791,0.0223885,0,0,0,0,0,0.0386169,0.00361802
137,0.0353674,0,0,0,0,0.0295416,0,0,0,0,0,0,0.0154146,0.0381336,0.00830518,0.0046974,0,0,0.0579534,0,0.0280322,0.0249283,0.0329568,0.0133518,0.0146015,0.00602817,0.00880327,0.052257,0.00427796,0.00286557,0.0177338,0.00618671,0.00606617,0.0032493,0.0204505,0.0236651,0.0454932,0.0297161,0.0103106,0.0113323,0.0284408,0.00470513,0.00410881,0.02384,0,0,0.0427704,0,0.0260433,0.0201561,0.061621,0.00665603,0.0171069,0.00678898,0.00642381,0.0407639,0.00141318,0.0051222,0.00449512,0.00424347,0.0142374,0.00494986,0.00856489,0.0135378,0.040056,0.00962065,0.0118692,0.0294961,0.0227494,0,0,0,0,0,0.038606,0.00353449
138,0.0358286,0,0,0,0,0.0300186,0,0,0,0,0,0,0.0153826,0.0380974,0.0083192,0.004661,0,0,0.0583011,0,0.0280578,0.0248948,0.0329752,0.0133004,0.0145518,0.00595219,0.00883966,0.0528844,0.00425109,0.00281515,0.0176675,0.00615075,0.00598883,0.00320284,0.0205005,0.0236087,0.0458682,0.0292921,0.0105372,0.0113357,0.0286714,0.00472346,0.00417402,0.0241728,0,0,0.0438057,0,0.0262913,0.0205443,0.0616209,0.00674824,0.0171317,0.00685453,0.00645986,0.0412188,0.00137743,0.00513779,0.00451386,0.00424661,0.0142949,0.00498832,0.00863825,0.0135713,0.0406043,0.0106188,0.0126735,0.0297509,0.0229705,0,0,0,0,0,0.038611,0.00344994
139,0.0362614,0,0,0,0,0.0304674,0,0,0,0,0,0,0.0153199,0.0378667,0.00829599,0.00455537,0,0,0.0587495,0,0.0280934,0.0249149,0.0330436,0.0132081,0.0146071,0.00587149,0.00888177,0.0534998,0.00427032,0.00274384,0.017624,0.0061302,0.00592379,0.0031844,0.0205496,0.0236315,0.0463091,0.0288807,0.0108629,0.0113222,0.0288845,0.00477827,0.00418601,0.0244668,0,0,0.0449445,0,0.0264903,0.020962,0.0615728,0.00680987,0.0171447,0.00697433,0.00648192,0.0416937,0.00141232,0.00512337,0.00443779,0.00430557,0.014376,0.00502014,0.00865254,0.0135577,0.0412257,0.0115768,0.013383,0.0301862,0.0232285,0,0,0,0,0,0.0385953,0.0034081
140,0.0361167,0,0,0,0,0.0304584,0,0,0,0,0,0,0.0152412,0.0377852,0.00827166,0.00437611,0,0,0.058719,0,0.028176,0.0248972,0.0331042,0.0131819,0.0146492,0.00586708,0.0088995,0.0535861,0.00428511,0.00268185,0.0175971,0.00611372,0.00587878,0.00317926,0.0205982,0.0236715,0.0462711,0.0286244,0.0112494,0.0113003,0.0290107,0.00479362,0.00408851,0.0243777,0,0,0.0454793,0,0.026713,0.0210465,0.061507,0.00678303,0.0171191,0.00703761,0.00648102,0.0417826,0.00143605,0.00509482,0.00421633,0.00425702,0.0144166,0.00500087,0.00862614,0.0134818,0.0415781,0.0123191,0.0138621,0.0302015,0.0231664,0,0,0,0,0,0.0385649,0.00337184
141,0.0356699,0,0,0,0,0.030195,0,0,0,0,0,0,0.0152683,0.0378582,0.00822065,0.00453322,0,0,0.0583734,0,0.0283198,0.0249109,0.0331534,0.0132151,0.0146642,0.00585976,0.00892002,0.0533808,0.00417736,0.00261864,0.0175535,0.00610548,0.00581586,0.00317511,0.0206446,0.0237231,0.0460064,0.0284299,0.0115183,0.0113157,0.0290853,0.00478117,0.00408579,0.0240787,0,0,0.0455824,0,0.0269051,0.0209713,0.0614586,0.00670083,0.0170693,0.00701092,0.0065043,0.0416821,0.00143573,0.0050891,0.00421847,0.00410377,0.0144128,0.00496186,0.00855959,0.0134679,0.0417054,0.0128579,0.0141764,0.0299898,0.0228745,0,0,0,0,0,0.0385579,0.00334685
142,0.0351585,0,0,0,0,0.0298635,0,0,0,0,0,0,0.0152225,0.0379759,0.00817041,0.00456078,0,0,0.0580228,0,0.0284832,0.0247006,0.033196,0.0131846,0.0145896,0.00581654,0.00894576,0.0531202,0.0041084,0.00257905,0.0174848,0.00610647,0.00574667,0.0031789,0.0206891,0.0237526,0.0457613,0.0283236,0.0117838,0.0113069,0.0291792,0.00476541,0.00407929,0.0237321,0,0,0.0453875,0,0.0271576,0.0208307,0.0614406,0.00662295,0.0170298,0.00699297,0.00654266,0.041262,0.00143822,0.00508006,0.0044622,0.00400987,0.0143749,0.00492837,0.00847149,0.0134584,0.0414724,0.0131103,0.0143254,0.029749,0.022515,0,0,0,0,0,0.038542,0.00331389
143,0.034411,0,0,0,0,0.0293858,0,0,0,0,0,0,0.015231,0.038213,0.00818074,0.00433887,0,0,0.0574069,0,0.0286364,0.0242386,0.0332305,0.0131932,0.0145283,0.00576538,0.00898243,0.0525491,0.00416718,0.00255222,0.0174233,0.00612484,0.00574738,0.00317607,0.0207179,0.0237615,0.0453496,0.0283283,0.0120036,0.0112772,0.0293428,0.00476473,0.00409503,0.023268,0,0,0.0450553,0,0.0275114,0.0206955,0.0614235,0.00659525,0.0170457,0.00704843,0.00655906,0.0407909,0.00145695,0.0051035,0.00454271,0.0039875,0.0144124,0.00493274,0.0084168,0.013405,0.0412139,0.0128732,0.0142036,0.0293961,0.0220245,0,0,0,0,0,0.038534,0.00324594
144,0.033628,0,0,0,0,0.028911,0,0,0,0,0,0,0.0153305,0.038551,0.00818524,0.00407736,0,0,0.0567168,0,0.0286759,0.0238007,0.0332656,0.0131693,0.0144959,0.0057128,0.00904306,0.0519113,0.00423828,0.00252955,0.0174101,0.00612804,0.00573753,0.00312902,0.0207429,0.0238047,0.0448552,0.028406,0.0121974,0.0112469,0.0294618,0.00475472,0.00417168,0.0227882,0,0,0.0447441,0,0.0277347,0.0206713,0.0613995,0.0065464,0.0170425,0.0070929,0.00662197,0.0405093,0.00149977,0.00510374,0.0044865,0.00389856,0.0144171,0.00491647,0.00837319,0.0133534,0.0410682,0.0121901,0.0139152,0.0289922,0.0215344,0,0,0,0,0,0.0385516,0.00316667
145,0.0328991,0,0,0,0,0.0284857,0,0,0,0,0,0,0.0154642,0.038675,0.00825285,0.00420062,0,0,0.0557569,0,0.0287346,0.0230677,0.0332697,0.0132976,0.0144164,0.00571839,0.00906804,0.0508271,0.00426209,0.002527,0.0173643,0.00616779,0.00576219,0.00308775,0.0207525,0.0238869,0.0442745,0.0284738,0.0123523,0.0112534,0.0295606,0.00474431,0.00431406,0.0224068,0,0,0.0443324,0,0.0277403,0.020724,0.061407,0.00650589,0.0169907,0.00709523,0.00664841,0.040465,0.00150129,0.00507223,0.00447903,0.00393599,0.0144179,0.00491667,0.00836995,0.0133073,0.0408294,0.0113531,0.0134474,0.0286627,0.0210288,0,0,0,0,0,0.0385376,0.00310656
146,0.032113,0,0,0,0,0.0279528,0,0,0,0,0,0,0.0155614,0.0386458,0.0082629,0.00478187,0,0,0.0550055,0,0.0287909,0.022654,0.0332608,0.013327,0.0143879,0.00569074,0.00916355,0.0499958,0.00423328,0.00248055,0.0173165,0.00618665,0.00574064,0.00303997,0.0207742,0.024016,0.0437871,0.0284721,0.0125395,0.0113035,0.0296873,0.00470683,0.00437086,0.0219139,0,0,0.0438286,0,0.0277211,0.0207366,0.0614109,0.00649088,0.0168902,0.00711529,0.00670706,0.0403311,0.00151346,0.00508203,0.0045526,0.00397118,0.0144195,0.00492152,0.00837125,0.0132543,0.04061,0.010447,0.0128251,0.0282394,0.0205027,0,0,0,0,0,0.038541,0.00308311
147,0.0313124,0,0,0,0,0.0274284,0,0,0,0,0,0,0.0155534,0.0387816,0.00824141,0.00504982,0,0,0.0544725,0,0.0291115,0.022308,0.0332987,0.0132646,0.0143557,0.00567247,0.00920399,0.0493085,0.00407669,0.00241855,0.0172688,0.00618157,0.00568952,0.00302948,0.0208076,0.0240965,0.0434023,0.0284835,0.0126967,0.0114376,0.0297805,0.00464598,0.00437104,0.0214366,0,0,0.0433505,0,0.0276972,0.0207681,0.0613951,0.00644575,0.0168386,0.00707226,0.00672408,0.040164,0.00149213,0.00509786,0.00458264,0.00394333,0.0143862,0.00491934,0.00837726,0.0131563,0.0404038,0.00959056,0.0121936,0.0278398,0.0199839,0,0,0,0,0,0.0385738,0.00304809
148,0.0307635,0,0,0,0,0.0270995,0,0,0,0,0,0,0.0155457,0.0390613,0.00818797,0.00497399,0,0,0.0540987,0,0.0294153,0.0219873,0.0333722,0.0131835,0.0143572,0.00563252,0.0092252,0.0489947,0.00390846,0.00238847,0.0172359,0.00617299,0.00562972,0.00301233,0.0208561,0.0240868,0.0431691,0.028464,0.0128896,0.0114513,0.0298159,0.00454981,0.00442754,0.0211073,0,0,0.0428683,0,0.0276804,0.0207705,0.0613673,0.00631726,0.0168072,0.00700821,0.0067364,0.0398769,0.00147235,0.00509075,0.00456103,0.00389303,0.0143404,0.00486207,0.0083116,0.0130849,0.0401454,0.00895402,0.01168,0.0276211,0.0196496,0,0,0,0,0,0.0385686,0.00300166
149,0.0302915,0,0,0,0,0.0267618,0,0,0,0,0,0,0.0155781,0.0392735,0.00816518,0.00467661,0,0,0.0537632,0,0.0297548,0.0218417,0.0334229,0.0132265,0.0143345,0.00560268,0.00925453,0.0487217,0.00381405,0.0023655,0.0172322,0.00617347,0.00556013,0.00297279,0.020874,0.0241544,0.0429805,0.0283801,0.0132519,0.011471,0.0298539,0.00454956,0.00454481,0.0207782,0,0,0.0423609,0,0.0277086,0.0207199,0.0613467,0.00626874,0.0167569,0.00705267,0.00678634,0.0395216,0.00145321,0.0050525,0.00455709,0.00395158,0.0143461,0.00480914,0.00824734,0.0130929,0.0398421,0.0085613,0.0112709,0.0274901,0.0193769,0,0,0,0,0,0.0384974,0.00293524
150,0.0297976,0,0,0,0,0.0263546,0,0,0,0,0,0,0.0156374,0.0394458,0.00817952,0.00490222,0,0,0.0532987,0,0.0301106,0.0217124,0.0334019,0.0133245,0.0143293,0.00553306,0.00934129,0.0483781,0.00376709,0.0023108,0.0172369,0.00620251,0.00549814,0.00297044,0.0208652,0.0242789,0.0427068,0.0282681,0.0137062,0.0115163,0.0298929,0.00470374,0.00453754,0.0203809,0,0,0.0418838,0,0.0278046,0.0206849,0.0613705,0.00643475,0.01673,0.00715901,0.00688203,0.0391498,0.00144558,0.00498655,0.00449764,0.0041525,0.0143141,0.00491822,0.0083577,0.0130919,0.039604,0.00841389,0.0109668,0.0270409,0.0191159,0,0,0,0,0,0.0384368,0.00290327
151,0.0293217,0,0,0,0,0.0259539,0,0,0,0,0,0,0.0157218,0.0397533,0.00817712,0.00512686,0,0,0.0527388,0,0.0303037,0.021321,0.0334105,0.0132815,0.0144909,0.0054691,0.00946634,0.0479118,0.00371944,0.00224982,0.0172286,0.00622401,0.00551816,0.00297018,0.0208395,0.0244404,0.0423421,0.0283128,0.0138862,0.0116648,0.0299468,0.00507608,0.00446816,0.0200172,0,0,0.0416167,0,0.0279582,0.0207545,0.0612969,0.00681878,0.0168143,0.00720134,0.00699623,0.0389118,0.00148105,0.00491196,0.00432591,0.00426626,0.0142594,0.00523453,0.00865009,0.0130489,0.0395361,0.00841035,0.0108159,0.0266023,0.0188342,0,0,0,0,0,0.0384418,0.00290836
152,0.0288299,0,0,0,0,0.0255395,0,0,0,0,0,0,0.0157169,0.040477,0.00815827,0.00523962,0,0,0.0520499,0,0.030284,0.0210717,0.0334671,0.0131286,0.014493,0.0054749,0.00954457,0.0473384,0.00369627,0.00220868,0.017204,0.00621888,0.00559323,0.00294645,0.0208119,0.0244699,0.0418443,0.0288644,0.0134078,0.0116865,0.0299455,0.00516148,0.00442396,0.0196857,0,0,0.0415351,0,0.0281579,0.0208643,0.0612369,0.00696645,0.0166961,0.00720131,0.00704711,0.038678,0.0015126,0.00489317,0.0043044,0.00425192,0.0142852,0.00534017,0.00871953,0.0129919,0.0394329,0.00847841,0.0108194,0.0262795,0.0186137,0,0,0,0,0,0.0384178,0.00291526
153,0.0282373,0,0,0,0,0.0250291,0,0,0,0,0,0,0.0157852,0.041386,0.00817356,0.00508019,0,0,0.0511783,0,0.0301885,0.0210983,0.0335133,0.0130845,0.0143274,0.00546678,0.00956704,0.046594,0.00376379,0.00219662,0.017188,0.00618708,0.00557226,0.00294872,0.0208064,0.0244585,0.0411235,0.0299379,0.0127985,0.0116841,0.0298843,0.00500951,0.00447395,0.0192918,0,0,0.0415128,0,0.0283539,0.02093,0.0612792,0.00678892,0.0165907,0.00726529,0.00707358,0.0383457,0.00149747,0.00491314,0.00452999,0.00413666,0.0143752,0.00519668,0.00857156,0.0130941,0.0394131,0.0085992,0.0109403,0.0258696,0.0183194,0,0,0,0,0,0.0383604,0.00289885
154,0.0276128,0,0,0,0,0.0244825,0,0,0,0,0,0,0.0158764,0.0421314,0.00819938,0.00472043,0,0,0.0502551,0,0.0301829,0.0209509,0.0335998,0.0130903,0.014347,0.00547317,0.0096398,0.0457028,0.0038383,0.00216163,0.0172009,0.00616089,0.00559818,0.00294673,0.0207993,0.0244745,0.0402997,0.0310515,0.0124703,0.0116852,0.0298077,0.00472101,0.00454426,0.01888,0,0,0.0415832,0,0.0285411,0.0209779,0.0613068,0.00654388,0.0165552,0.00739973,0.00714033,0.038077,0.00140832,0.00495276,0.00463713,0.00397156,0.0146038,0.00494586,0.00839916,0.0132768,0.0395305,0.00871134,0.0111215,0.0254289,0.0180233,0,0,0,0,0,0.0382827,0.00287653
155,0.0269741,0,0,0,0,0.023921,0,0,0,0,0,0,0.0159353,0.0425367,0.00824339,0.00479656,0,0,0.0489638,0,0.0301816,0.0204241,0.0336655,0.0131276,0.0144436,0.00555924,0.00976714,0.0446395,0.0039297,0.00215761,0.0172453,0.00617943,0.00566636,0.00291044,0.0207975,0.0244983,0.0392824,0.0317362,0.0122819,0.0117476,0.0296838,0.00462978,0.00461424,0.0183998,0,0,0.0416887,0,0.0287484,0.0209946,0.061291,0.00649179,0.0165164,0.00756384,0.00724803,0.0378182,0.0013845,0.00496937,0.00470776,0.00393315,0.0147995,0.00488921,0.00837044,0.0133624,0.039735,0.00887006,0.0113359,0.0249246,0.0177198,0,0,0,0,0,0.0382263,0.00293596
156,0.0265454,0,0,0,0,0.0236134,0,0,0,0,0,0,0.0159536,0.0427687,0.00825317,0.00527716,0,0,0.047259,0,0.0301213,0.019587,0.0337087,0.0131519,0.0144724,0.00564491,0.00995398,0.0431694,0.00394687,0.00218057,0.0172774,0.00619127,0.00572953,0.00289617,0.0207986,0.0244647,0.0382383,0.0320845,0.0120253,0.01184,0.0295809,0.0046966,0.00467151,0.0181109,0,0,0.0420494,0,0.028941,0.0211623,0.0612641,0.00649853,0.0164343,0.00775356,0.00743351,0.0378755,0.00140522,0.00496697,0.00485199,0.00397692,0.0149223,0.00492043,0.00838116,0.0134426,0.0400133,0.00912409,0.0116053,0.024687,0.0174413,0,0,0,0,0,0.0381485,0.00298281
157,0.0263599,0,0,0,0,0.0234191,0,0,0,0,0,0,0.0159867,0.0428967,0.00823849,0.00530696,0,0,0.0464972,0,0.0301865,0.0192897,0.0337603,0.0130979,0.014476,0.00561228,0.00995679,0.0426704,0.003931,0.00216885,0.0172987,0.00618958,0.00574185,0.002921,0.0207552,0.0244982,0.0377018,0.0323374,0.0115956,0.0119046,0.0295829,0.00470333,0.00466438,0.0179068,0,0,0.0428379,0,0.0291577,0.0215608,0.0612429,0.00650062,0.0163995,0.0078406,0.00743793,0.038005,0.00147052,0.00494992,0.00496045,0.00403556,0.015013,0.00497411,0.00841602,0.0135027,0.040641,0.00930936,0.0118262,0.0244742,0.0174064,0,0,0,0,0,0.0381489,0.00298992
158,0.0266483,0,0,0,0,0.0237354,0,0,0,0,0,0,0.0157923,0.0433165,0.00837662,0.00515111,0,0,0.0453237,0,0.0302102,0.0187176,0.0338328,0.0131198,0.0145286,0.00574626,0.0101094,0.0415988,0.00410047,0.00217297,0.0172581,0.00622329,0.00579686,0.00295538,0.0207396,0.0242902,0.0372272,0.0324776,0.0114932,0.0118258,0.0297077,0.00470736,0.00472286,0.0181334,0,0,0.0437739,0,0.0293778,0.0220882,0.0612004,0.00653639,0.016326,0.00795558,0.00754033,0.0385912,0.00153739,0.00496879,0.00501387,0.00408009,0.0151171,0.00496976,0.00845058,0.0135805,0.0411924,0.00954117,0.0120308,0.0247905,0.0175147,0,0,0,0,0,0.0381547,0.00298369
159,0.0269491,0,0,0,0,0.0239516,0,0,0,0,0,0,0.0157739,0.0437896,0.00841781,0.00540459,0,0,0.0446591,0,0.0301431,0.018507,0.0338289,0.0131011,0.0144256,0.00573302,0.0101637,0.0411794,0.00417833,0.00213371,0.0172561,0.0062185,0.00582799,0.00297337,0.0206991,0.0242452,0.0367868,0.0326966,0.0114558,0.0116068,0.0298908,0.00470731,0.0047549,0.0182556,0,0,0.0449011,0,0.0296442,0.0226487,0.0612076,0.00662196,0.0162487,0.00808101,0.0075896,0.0390362,0.00154332,0.00494444,0.00505655,0.00419061,0.0151954,0.00500197,0.00857526,0.0136801,0.0419539,0.00964497,0.0121653,0.0249169,0.0176463,0,0,0,0,0,0.0381368,0.00296422
160,0.0273638,0,0,0,0,0.0242613,0,0,0,0,0,0,0.0157722,0.0442493,0.00846002,0.00566047,0,0,0.0439817,0,0.0301125,0.0182223,0.0338316,0.0131494,0.0143972,0.00574189,0.0102471,0.0408296,0.00422945,0.0021126,0.0172702,0.00622625,0.00587342,0.00300909,0.0206843,0.0242195,0.0363514,0.0330028,0.0113408,0.0115977,0.0300338,0.00462968,0.00476604,0.01846,0,0,0.0461195,0,0.0298309,0.0231983,0.0612174,0.00669635,0.0161671,0.00821941,0.00766591,0.0394822,0.00151416,0.00491766,0.00508793,0.00433538,0.0152864,0.00502973,0.00866538,0.0137301,0.0427112,0.00982036,0.0123286,0.0251271,0.0178516,0,0,0,0,0,0.0380981,0.00298769
161,0.0279395,0,0,0,0,0.0247135,0,0,0,0,0,0,0.015782,0.0446903,0.00848482,0.00584446,0,0,0.0434928,0,0.0301825,0.0177672,0.0338605,0.0131465,0.0144769,0.00578727,0.0103566,0.0406812,0.00423953,0.0021313,0.017301,0.00624582,0.00588134,0.00303459,0.0206661,0.0242203,0.036047,0.0333599,0.0114714,0.0117799,0.0301478,0.00454755,0.00473261,0.0187923,0,0,0.0473919,0,0.0299347,0.0237457,0.0612299,0.00674342,0.0160907,0.00828756,0.00774237,0.0400309,0.0014766,0.00487938,0.00513877,0.00435769,0.0153584,0.00505246,0.00868932,0.0137191,0.043404,0.0101425,0.0126137,0.0254707,0.0181832,0,0,0,0,0,0.0380345,0.00301724
162,0.0290307,0,0,0,0,0.025569,0,0,0,0,0,0,0.0157564,0.0450501,0.00847503,0.00591244,0,0,0.0432125,0,0.0302266,0.0174372,0.0338807,0.0130516,0.0144543,0.00583328,0.0103533,0.0409025,0.004164,0.00217366,0.017332,0.00623485,0.00585802,0.00303141,0.0206725,0.0242084,0.0359541,0.0337177,0.0116081,0.0117896,0.0302426,0.0045596,0.00472917,0.0195314,0,0,0.0486086,0,0.0300938,0.0242094,0.0612217,0.00679536,0.0160698,0.00836998,0.00772658,0.0408144,0.00148058,0.00485891,0.00519254,0.00442041,0.0154234,0.00506938,0.00871059,0.0137196,0.0439223,0.0107811,0.0129649,0.0262302,0.0187924,0,0,0,0,0,0.0380211,0.00303721
163,0.030077,0,0,0,0,0.0263908,0,0,0,0,0,0,0.0157245,0.0454368,0.00846237,0.00558931,0,0,0.0428693,0,0.0302757,0.0171646,0.0339248,0.0129964,0.0144021,0.00583887,0.0103538,0.0410699,0.00420894,0.00221062,0.0173579,0.00619292,0.00583227,0.0030185,0.020689,0.0241645,0.035849,0.0340687,0.0116339,0.0115658,0.0304255,0.00461886,0.00477668,0.0202749,0,0,0.0497713,0,0.0303225,0.0245668,0.0611889,0.00685805,0.0160775,0.00845659,0.00772903,0.0415784,0.00153005,0.00484345,0.00522071,0.00434555,0.0154823,0.00506868,0.00872669,0.0137069,0.0444179,0.0116221,0.0133468,0.0269645,0.0193946,0,0,0,0,0,0.0380372,0.00307194
164,0.0310653,0,0,0,0,0.0271357,0,0,0,0,0,0,0.0156994,0.0458496,0.00845944,0.00501822,0,0,0.0425112,0,0.0303508,0.0169212,0.033985,0.0130216,0.014252,0.00584786,0.0103691,0.0411875,0.00417769,0.00222586,0.0173786,0.00614737,0.00581057,0.0030311,0.0206951,0.024125,0.0356759,0.0343765,0.0115446,0.0114769,0.0306533,0.00460807,0.00483462,0.0210199,0,0,0.0507803,0,0.0305726,0.0247973,0.0611669,0.00693125,0.0160957,0.00854172,0.00775252,0.0422654,0.00159314,0.00482897,0.00527696,0.00429702,0.0155654,0.00504261,0.00873421,0.0137217,0.0448394,0.0125725,0.0137353,0.0276415,0.0200298,0,0,0,0,0,0.0380368,0.0031173
165,0.0319021,0,0,0,0,0.0277232,0,0,0,0,0,0,0.0157269,0.0462411,0.00845445,0.00502639,0,0,0.0421058,0,0.0304058,0.016792,0.0339836,0.0129972,0.0140628,0.00585709,0.0103958,0.0412115,0.00415062,0.0022177,0.0173741,0.00613135,0.00575349,0.00304597,0.0206959,0.0241738,0.0353602,0.034623,0.0114127,0.0116207,0.030873,0.0045179,0.00487294,0.0216373,0,0,0.0515624,0,0.0308219,0.0249074,0.0611702,0.00698902,0.0160555,0.00854801,0.00779668,0.0428464,0.00161858,0.00478539,0.00534539,0.00431744,0.015676,0.00503122,0.0087624,0.013797,0.0451466,0.0134334,0.0141267,0.0281324,0.0205985,0,0,0,0,0,0.0379695,0.00318303
166,0.0328423,0,0,0,0,0.0283479,0,0,0,0,0,0,0.0157628,0.0466765,0.00845098,0.004934,0,0,0.041713,0,0.030408,0.0167045,0.033998,0.0129173,0.0139815,0.00582278,0.0104106,0.0414057,0.00416801,0.00218744,0.0173482,0.00611144,0.00569248,0.00313297,0.0207014,0.024251,0.0350495,0.034802,0.0113942,0.0118631,0.0310627,0.00440882,0.00486421,0.0222762,0,0,0.0519837,0,0.0310354,0.0248874,0.0611835,0.00704006,0.0160119,0.00857857,0.00781739,0.0432341,0.00157539,0.00473714,0.00536305,0.00437994,0.0157402,0.00499738,0.00876129,0.0137975,0.0452342,0.0140393,0.0145138,0.0285975,0.0212026,0,0,0,0,0,0.0379056,0.00322835
167,0.0340069,0,0,0,0,0.0291964,0,0,0,0,0,0,0.0158154,0.047186,0.00846,0.00522586,0,0,0.0413188,0,0.030378,0.0164402,0.0340177,0.0128907,0.0139355,0.00580775,0.0105863,0.0416556,0.00419261,0.00216408,0.0173246,0.00607522,0.00571021,0.00311186,0.020699,0.0243377,0.0348147,0.0349334,0.0114324,0.0117996,0.0311988,0.00437376,0.0049168,0.0230825,0,0,0.0523552,0,0.0310624,0.0249145,0.0611751,0.00710087,0.0159167,0.00855835,0.00795922,0.0436125,0.0015237,0.00468107,0.00534117,0.00436565,0.0157123,0.0049624,0.00873987,0.0137489,0.0452406,0.0144364,0.0147387,0.0292535,0.0219074,0,0,0,0,0,0.0378945,0.00323208
168,0.0352263,0,0,0,0,0.0300631,0,0,0,0,0,0,0.0158676,0.0477463,0.00839128,0.00526611,0,0,0.0408891,0,0.0303271,0.0161639,0.0340626,0.0128026,0.0139703,0.0058223,0.0107856,0.0420075,0.00411604,0.002148,0.0172953,0.00602649,0.00579182,0.00307765,0.0206396,0.024357,0.0345342,0.0350556,0.0115101,0.0113924,0.0313018,0.00433353,0.00496705,0.0239248,0,0,0.0523523,0,0.0310101,0.0248236,0.061172,0.00721548,0.0158413,0.00858666,0.00812461,0.0438643,0.00152264,0.00459779,0.00531223,0.00439993,0.0156669,0.00493735,0.00870733,0.0135867,0.0450363,0.0146604,0.0148764,0.029985,0.0227143,0,0,0,0,0,0.0378665,0.00323138
169,0.0364306,0,0,0,0,0.0308667,0,0,0,0,0,0,0.0159234,0.0482847,0.00836557,0.00508461,0,0,0.0402457,0,0.0302489,0.0156426,0.0340664,0.0127594,0.0139329,0.00585417,0.0109642,0.0422955,0.00405849,0.00215928,0.0172896,0.00601203,0.00581824,0.00312065,0.0206345,0.0243374,0.0340966,0.0351795,0.0116118,0.0111188,0.0313886,0.00425655,0.00506651,0.0247426,0,0,0.0521561,0,0.0309128,0.024728,0.061145,0.00732681,0.015788,0.00860978,0.00827625,0.0440309,0.0016151,0.00450581,0.00533194,0.00428074,0.0156409,0.00492449,0.00867053,0.0133833,0.0447774,0.0148146,0.0149569,0.0306929,0.023578,0,0,0,0,0,0.0378164,0.00317913
170,0.0378796,0,0,0,0,0.0318298,0,0,0,0,0,0,0.0159192,0.0487737,0.00834616,0.0051614,0,0,0.0395897,0,0.0301155,0.015121,0.0340457,0.0127842,0.0138871,0.00584975,0.0110831,0.0427983,0.00402087,0.0021507,0.0172646,0.00605851,0.00578976,0.00323841,0.02066,0.0243624,0.0337438,0.0352547,0.0116882,0.0111411,0.0315011,0.00421967,0.00518768,0.0257484,0,0,0.0517451,0,0.0308846,0.0245704,0.0611146,0.0074017,0.0157608,0.0086411,0.00837349,0.0442575,0.00171877,0.00441528,0.00535874,0.00420953,0.0156502,0.00493311,0.00867278,0.013216,0.0442405,0.0148815,0.0150076,0.0315096,0.0246219,0,0,0,0,0,0.0377832,0.00307393
