Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,RTHIA,LTHI
564,0.0159192,0,0,0,0,0.010822,0,0,0,0,0,0,0.0174907,0.0586516,0.0111329,0.00426721,0,0,0.02243,0,0.0253328,0.0133671,0.0373631,0.0188814,0.0173034,0.00611044,0.00382751,0.0176828,0.00672427,0.00285363,0.0196002,0.00395998,0.00420323,0.00324859,0.0227496,0.014686,0.0209417,0.0466836,0.0123759,0.0148658,0.0329228,0.00815907,0.0220034,0.01299,0,0,0.0251659,0,0.0309869,0.0110101,0.0586253,0.0103125,0.0148763,0.00695316,0.00547312,0.0266447,0.00434034,0.00536377,0.00618515,0.00743029,0.00631494,0.00812254,0.0120523,0.0211331,0.0241052,0.021291,0.0120703,0.00893986,0.016242,0,0,0,0,0,0.0319898,0.00363112
565,0.0160972,0,0,0,0,0.010709,0,0,0,0,0,0,0.0177857,0.0585549,0.0111872,0.00426726,0,0,0.0221445,0,0.0253656,0.0132362,0.0373245,0.0191073,0.0174232,0.00620132,0.00391336,0.0174267,0.00658985,0.00284605,0.0195782,0.00404484,0.0043098,0.00322017,0.0225937,0.0147306,0.0205825,0.0465755,0.0123634,0.012545,0.0328459,0.00747293,0.0219758,0.0130532,0,0,0.025254,0,0.03097,0.0110693,0.0587117,0.00985721,0.0148544,0.00619621,0.00546077,0.0267756,0.00412675,0.00469439,0.00567228,0.00686556,0.00691204,0.00754214,0.0113371,0.0187485,0.0241399,0.0211994,0.0121558,0.00875377,0.0164282,0,0,0,0,0,0.0319907,0.00354435
566,0.0159429,0,0,0,0,0.0106829,0,0,0,0,0,0,0.0179883,0.0584294,0.0112433,0.00423962,0,0,0.0218797,0,0.0253711,0.0131546,0.0372566,0.0187931,0.017478,0.00625991,0.00408113,0.0170321,0.0064821,0.00282222,0.0195633,0.00409214,0.0043812,0.00323385,0.0224904,0.0147741,0.0200727,0.0464638,0.0124672,0.0104651,0.0328259,0.00658872,0.0219297,0.0128715,0,0,0.0254031,0,0.0309978,0.0111788,0.0588606,0.00941922,0.01489,0.00574585,0.00546052,0.0269453,0.00380538,0.00431664,0.00532331,0.00621977,0.00754955,0.0069351,0.0109691,0.0164819,0.024207,0.0212207,0.0121115,0.00864545,0.0163561,0,0,0,0,0,0.0320771,0.00347789
567,0.0161342,0,0,0,0,0.0107178,0,0,0,0,0,0,0.0180326,0.0582989,0.0112852,0.00419008,0,0,0.021592,0,0.0253849,0.0130902,0.0371785,0.0182887,0.0175026,0.00622795,0.00439326,0.0164763,0.00640399,0.00280118,0.0195318,0.00410936,0.00442642,0.00329598,0.0223994,0.0147905,0.0194437,0.0464007,0.0127062,0.00904662,0.0327779,0.00582677,0.0218964,0.012664,0,0,0.025584,0,0.0310209,0.0112834,0.059096,0.00898896,0.0149733,0.0053217,0.00555462,0.0270493,0.00346052,0.00401717,0.00504461,0.00578072,0.00813494,0.00642071,0.0107729,0.0148969,0.0242758,0.021446,0.0119932,0.00858555,0.0162996,0,0,0,0,0,0.0322731,0.00336209
568,0.0166005,0,0,0,0,0.0106988,0,0,0,0,0,0,0.0180661,0.0581945,0.011289,0.00417443,0,0,0.0212001,0,0.0254143,0.0129629,0.0370825,0.0182072,0.0175174,0.00623346,0.00459282,0.0158373,0.00640008,0.00277363,0.0194653,0.00420109,0.00450545,0.00323225,0.0223031,0.0146547,0.0190096,0.0463177,0.0128295,0.00837543,0.0327457,0.00529842,0.0216436,0.0124364,0,0,0.0256972,0,0.0310433,0.011372,0.059352,0.0083225,0.0150415,0.00496936,0.00562017,0.0270307,0.0032707,0.00388948,0.00480236,0.00543263,0.00863075,0.00584153,0.0102598,0.0138762,0.024334,0.0215804,0.0119314,0.00855032,0.0162242,0,0,0,0,0,0.0325588,0.00325624
569,0.0163364,0,0,0,0,0.0106477,0,0,0,0,0,0,0.0181151,0.0580725,0.011208,0.00417671,0,0,0.0205795,0,0.0254711,0.0126788,0.0369796,0.0181841,0.0175101,0.00630039,0.00453026,0.0153041,0.00641696,0.0027545,0.0193746,0.0043424,0.00463236,0.00307138,0.0222219,0.0144762,0.0186023,0.046185,0.0128925,0.00797147,0.0327461,0.00500284,0.021209,0.0122795,0,0,0.0258421,0,0.0310578,0.0114892,0.0595516,0.0075762,0.0150883,0.00472884,0.0055382,0.0269966,0.00313974,0.00396506,0.0046547,0.00491953,0.00917034,0.00532132,0.009513,0.0131719,0.0243812,0.0215602,0.0119213,0.00853654,0.0159778,0,0,0,0,0,0.0328528,0.00320603
570,0.0163736,0,0,0,0,0.010858,0,0,0,0,0,0,0.0179968,0.0578897,0.0111194,0.00412768,0,0,0.0200444,0,0.0255577,0.0124911,0.0368851,0.0179714,0.0174399,0.00623707,0.00469954,0.0145714,0.00626588,0.00269523,0.0193323,0.00437029,0.00468049,0.00302817,0.0221576,0.0142855,0.0177991,0.0460108,0.0130624,0.00793548,0.0327393,0.0047795,0.021117,0.0120476,0,0,0.0258739,0,0.0310712,0.0116166,0.0595778,0.00705574,0.0151257,0.00437832,0.0056029,0.0269874,0.00295083,0.00411555,0.00458114,0.00463667,0.00954393,0.00482885,0.00876116,0.0128473,0.0244036,0.0215543,0.0119631,0.00872223,0.0157435,0,0,0,0,0,0.033009,0.00309618
571,0.0168508,0,0,0,0,0.0109727,0,0,0,0,0,0,0.0178392,0.0576976,0.0110782,0.004072,0,0,0.0193626,0,0.0256101,0.0122174,0.0367942,0.0178721,0.0174054,0.0061231,0.00471623,0.0138269,0.00616162,0.00262406,0.0192729,0.00443413,0.00477575,0.00308997,0.0220949,0.0142432,0.0170824,0.045815,0.0131295,0.00774866,0.0327537,0.00450307,0.0208321,0.0115475,0,0,0.0259647,0,0.0311069,0.0118049,0.0595666,0.00628245,0.0151801,0.00410979,0.00555218,0.0269124,0.00280979,0.00432529,0.0046043,0.00448892,0.00984702,0.00427495,0.00787453,0.0124536,0.0243644,0.0216778,0.0118451,0.00884593,0.0155141,0,0,0,0,0,0.0330738,0.00297004
572,0.0171251,0,0,0,0,0.0108396,0,0,0,0,0,0,0.0176304,0.0575096,0.0109841,0.00397898,0,0,0.0186609,0,0.0256873,0.0119403,0.0366772,0.0179223,0.0173287,0.0058706,0.00468353,0.0130186,0.00600853,0.00249531,0.019217,0.00445054,0.00485817,0.00314422,0.022034,0.0140669,0.0163859,0.0456546,0.0131759,0.00735926,0.0327794,0.00431045,0.0205055,0.0111196,0,0,0.0261001,0,0.0311391,0.0119504,0.0595204,0.00502295,0.0153109,0.00395006,0.00542795,0.0268516,0.00279588,0.00454029,0.00468288,0.00409774,0.0101064,0.00375386,0.00704279,0.0115074,0.0243556,0.0218718,0.0117861,0.00875212,0.0149613,0,0,0,0,0,0.03301,0.00279113
573,0.0168274,0,0,0,0,0.0102729,0,0,0,0,0,0,0.0173798,0.0573519,0.0108847,0.00386066,0,0,0.0177148,0,0.0257435,0.0114903,0.0364951,0.0179239,0.0172254,0.00549649,0.00458152,0.0123884,0.0057957,0.00228107,0.0191292,0.00452259,0.0050098,0.00311052,0.0219702,0.0138759,0.0155852,0.0454859,0.0131331,0.00650964,0.0328081,0.00421581,0.0200088,0.0107794,0,0,0.0263986,0,0.0311819,0.0121214,0.0595753,0.00307146,0.0154591,0.00396054,0.00517879,0.0267846,0.00280888,0.00476401,0.00473637,0.00362783,0.0102911,0.0032917,0.00615474,0.00984862,0.0244584,0.021978,0.0117717,0.00830453,0.0139701,0,0,0,0,0,0.0328493,0.00258976
574,0.0169836,0,0,0,0,0.0105502,0,0,0,0,0,0,0.0171249,0.0571473,0.0108057,0.00376541,0,0,0.0172788,0,0.0258551,0.0114148,0.0361507,0.0168837,0.0169777,0.00493774,0.00471508,0.0114811,0.00534045,0.00198388,0.0190672,0.00448862,0.00509002,0.00295972,0.0219771,0.0135581,0.0148684,0.0453476,0.0132768,0.00512486,0.032836,0.00440108,0.0196709,0.010433,0,0,0.0266533,0,0.0311701,0.0122689,0.0596879,0.00188761,0.0155408,0.00398139,0.00505259,0.0271728,0.00290347,0.0048831,0.00474529,0.00312645,0.0102879,0.0028976,0.00524742,0.0078673,0.0246646,0.0216662,0.0116896,0.00845726,0.0133648,0,0,0,0,0,0.032491,0.00235583
575,0.0168161,0,0,0,0,0.010337,0,0,0,0,0,0,0.0169829,0.0569109,0.0108488,0.0036124,0,0,0.0165095,0,0.0258617,0.0110567,0.0357767,0.0159056,0.0168429,0.00462917,0.0044749,0.0110557,0.00489459,0.00176326,0.018927,0.00465282,0.00527988,0.00292391,0.0219792,0.0135705,0.0140968,0.0450995,0.0133317,0.00403084,0.0329512,0.00484111,0.0191272,0.0102415,0,0,0.0272614,0,0.0312201,0.0125777,0.0599416,0.00212507,0.0156786,0.004239,0.00463379,0.0276332,0.0031321,0.00486932,0.00465231,0.0026085,0.0103152,0.00253417,0.0039233,0.00610459,0.0250974,0.0210381,0.0115324,0.00823265,0.0129756,0,0,0,0,0,0.0322061,0.00218608
576,0.0165629,0,0,0,0,0.0104703,0,0,0,0,0,0,0.0167449,0.0566554,0.0109281,0.00344785,0,0,0.0160516,0,0.0259522,0.0107867,0.0353495,0.0157678,0.016662,0.00438137,0.00454877,0.0105525,0.0043346,0.00166034,0.0188734,0.00467958,0.0052808,0.00285695,0.0219999,0.013361,0.0135845,0.0449235,0.0134492,0.00438013,0.033032,0.0055245,0.0186049,0.00984844,0,0,0.0276126,0,0.031224,0.0127238,0.0602786,0.00341463,0.0158821,0.00471047,0.00444612,0.0280914,0.0033429,0.00490263,0.00478062,0.00217462,0.0104682,0.00237177,0.00279479,0.00593979,0.0254053,0.0207122,0.0114247,0.00829606,0.0127192,0,0,0,0,0,0.0319397,0.00211418
577,0.0162311,0,0,0,0,0.0106186,0,0,0,0,0,0,0.016438,0.0564533,0.0109947,0.00331716,0,0,0.0156117,0,0.0260601,0.0103597,0.0348252,0.0166152,0.0165195,0.00426484,0.00474486,0.0101293,0.00382263,0.00170473,0.0188751,0.00459095,0.00514134,0.0026931,0.0220021,0.013078,0.012985,0.04475,0.0135006,0.00661965,0.0330919,0.00589695,0.0178282,0.00952003,0,0,0.0278664,0,0.031203,0.0128596,0.0607889,0.00465411,0.0160697,0.00518815,0.00429306,0.0285556,0.00344747,0.00502909,0.00515838,0.00173309,0.0107891,0.00223728,0.00200607,0.00682285,0.0257303,0.0206113,0.0112611,0.00836458,0.0124617,0,0,0,0,0,0.0317605,0.00215328
578,0.0162451,0,0,0,0,0.0107565,0,0,0,0,0,0,0.016044,0.0562756,0.0108161,0.00314461,0,0,0.0151301,0,0.0261284,0.0101308,0.0342785,0.0168044,0.0164057,0.00418313,0.00493802,0.0097601,0.0034944,0.00177674,0.0189093,0.00441348,0.00493586,0.00253904,0.0220222,0.0126433,0.0121876,0.0445642,0.0135318,0.00822474,0.0331417,0.00565249,0.0167299,0.00915282,0,0,0.0280196,0,0.0311768,0.0129974,0.0614361,0.00536135,0.0161847,0.00516709,0.00415033,0.0289503,0.00348447,0.0051443,0.00491712,0.0011947,0.0111666,0.00222088,0.00179842,0.00731535,0.0259866,0.0206089,0.011097,0.00841573,0.0121807,0,0,0,0,0,0.0316075,0.00226479
579,0.0164229,0,0,0,0,0.011241,0,0,0,0,0,0,0.015487,0.0561135,0.01038,0.00293804,0,0,0.0147882,0,0.0262136,0.0102585,0.0337787,0.0163042,0.0162181,0.00400452,0.00531709,0.00931482,0.00331333,0.00183764,0.0189859,0.00413898,0.00468019,0.00241326,0.0220903,0.0120111,0.0116103,0.044435,0.0136792,0.00803211,0.0332062,0.00527054,0.0155332,0.00888417,0,0,0.0282106,0,0.0311584,0.0130774,0.0620972,0.00619819,0.0162408,0.004322,0.00429593,0.0293408,0.0034038,0.00506313,0.00433725,0.000910878,0.0115544,0.00234265,0.0022099,0.00679554,0.02624,0.0203407,0.0109663,0.00873875,0.0121233,0,0,0,0,0,0.0314392,0.0024046
580,0.0162164,0,0,0,0,0.0111847,0,0,0,0,0,0,0.015021,0.0559581,0.00997979,0.00258913,0,0,0.0142207,0,0.0263568,0.0101669,0.0334543,0.0158023,0.016127,0.00395478,0.00533761,0.00898375,0.00326205,0.00188382,0.0189792,0.00398435,0.00454719,0.00234981,0.022185,0.0116697,0.0111818,0.0443779,0.0137328,0.00777973,0.0332608,0.00560343,0.0140256,0.00866314,0,0,0.0283138,0,0.0311359,0.0130935,0.0627546,0.00773501,0.0163302,0.0033302,0.00449548,0.0294229,0.00315493,0.00475774,0.00384022,0.0010579,0.0120091,0.00252134,0.00283465,0.00592776,0.0263779,0.0202771,0.010793,0.00865229,0.0120561,0,0,0,0,0,0.0315051,0.0024661
581,0.0162093,0,0,0,0,0.0110819,0,0,0,0,0,0,0.0146873,0.0558217,0.00961523,0.00220659,0,0,0.0135508,0,0.0264744,0.00996901,0.0333949,0.0154604,0.0160676,0.0038741,0.00526881,0.00855451,0.00328722,0.00188862,0.0188967,0.00385906,0.00445927,0.0023365,0.0222824,0.0114898,0.0104346,0.0443267,0.0138215,0.00767416,0.0333397,0.00655661,0.0123583,0.0086067,0,0,0.0286215,0,0.0311544,0.0132605,0.0633385,0.00923716,0.0164387,0.00306042,0.00468351,0.0294491,0.00269551,0.00449063,0.00384463,0.00108332,0.012376,0.00273721,0.00340395,0.00542632,0.0265969,0.0200867,0.0105276,0.00855344,0.0122195,0,0,0,0,0,0.031798,0.00241149
582,0.0161156,0,0,0,0,0.0107508,0,0,0,0,0,0,0.0144594,0.0556956,0.00924718,0.00189216,0,0,0.0126345,0,0.0265322,0.00954491,0.0335012,0.0152831,0.0161349,0.00378703,0.0049532,0.00815755,0.00328222,0.00185738,0.0187548,0.00379447,0.00443039,0.00232063,0.0223203,0.0114711,0.00945121,0.0442107,0.013856,0.00758307,0.0333993,0.00754003,0.0105785,0.00864453,0,0,0.0286409,0,0.0311443,0.0133277,0.0638065,0.0104495,0.0166524,0.00356421,0.00451783,0.0292808,0.00221498,0.00411571,0.00374361,0.00118704,0.0125082,0.00303252,0.00385302,0.00514759,0.0265586,0.0199819,0.0103305,0.00825966,0.012264,0,0,0,0,0,0.0322796,0.00228159
583,0.0161129,0,0,0,0,0.0108286,0,0,0,0,0,0,0.0142623,0.0555728,0.00876992,0.00186772,0,0,0.0118629,0,0.0266219,0.00916535,0.0335952,0.0149409,0.0161867,0.00362929,0.00489868,0.00766861,0.00314901,0.00183888,0.0186179,0.00359939,0.00425273,0.00226515,0.0223675,0.0113711,0.00859131,0.0441066,0.0140114,0.00753328,0.0333894,0.00759331,0.00954151,0.00870708,0,0,0.0285266,0,0.0310977,0.0132641,0.0639428,0.0109508,0.0169774,0.00427921,0.0043681,0.0291536,0.0018491,0.00375176,0.00346549,0.000953328,0.0123925,0.00311778,0.00385492,0.00503221,0.026303,0.0199559,0.010212,0.00829997,0.0124099,0,0,0,0,0,0.0327267,0.00219072
584,0.0160989,0,0,0,0,0.0109809,0,0,0,0,0,0,0.0140575,0.0554488,0.00838968,0.0019666,0,0,0.0110218,0,0.0267252,0.00869224,0.0335688,0.0141678,0.0162186,0.00353853,0.00483834,0.00731868,0.0029785,0.00191856,0.0184164,0.00338223,0.00407778,0.00218483,0.022416,0.0114383,0.00784753,0.0439855,0.0141757,0.00753172,0.0333638,0.00740015,0.0090601,0.00883893,0,0,0.0286257,0,0.031056,0.0132324,0.0637861,0.010663,0.0172701,0.00448979,0.00403761,0.0292137,0.00169437,0.00356647,0.00351504,0.000912592,0.0121162,0.0031134,0.00379135,0.00531079,0.0263173,0.0195985,0.0100803,0.00843459,0.0125133,0,0,0,0,0,0.0331312,0.00217
585,0.0161394,0,0,0,0,0.0111865,0,0,0,0,0,0,0.0137592,0.05536,0.00829184,0.00204557,0,0,0.0102933,0,0.026836,0.00835008,0.0334423,0.0127648,0.0161787,0.00344156,0.00476173,0.00706358,0.00288234,0.00206339,0.0181619,0.00320991,0.00398217,0.00217489,0.0224333,0.0115808,0.00727323,0.0438964,0.014195,0.00782206,0.0333138,0.00703253,0.00882164,0.0088822,0,0,0.0285342,0,0.0310316,0.0131177,0.0634312,0.00982489,0.0175037,0.00419512,0.00371716,0.0292896,0.00154146,0.00375507,0.003984,0.000959503,0.0118777,0.0031648,0.00399181,0.00593061,0.0263582,0.0194671,0.00987426,0.00863161,0.0124413,0,0,0,0,0,0.0335109,0.00220484
586,0.0164986,0,0,0,0,0.0115757,0,0,0,0,0,0,0.0132273,0.0552615,0.00839327,0.00212004,0,0,0.00975299,0,0.0269403,0.0080047,0.0331778,0.0116276,0.0161021,0.00318091,0.0047173,0.00702173,0.00279462,0.00216894,0.017902,0.00309144,0.00391596,0.0020963,0.0223853,0.0118592,0.00687819,0.043847,0.0140683,0.00824081,0.0333014,0.00674798,0.00863137,0.00894608,0,0,0.0282883,0,0.0309799,0.0130689,0.0630501,0.00864373,0.0175134,0.00370675,0.00347839,0.0294459,0.00135638,0.00397138,0.00432411,0.00119567,0.0117302,0.00319216,0.00411839,0.00673933,0.0264338,0.0190329,0.00970763,0.00894748,0.012339,0,0,0,0,0,0.0338128,0.00228995
587,0.0167189,0,0,0,0,0.0114489,0,0,0,0,0,0,0.0133521,0.0552124,0.00857439,0.00213344,0,0,0.00912609,0,0.0269712,0.00765385,0.0329319,0.0119725,0.0160458,0.00318479,0.00462511,0.00672596,0.00281972,0.00233025,0.0175576,0.00327994,0.00409773,0.00196323,0.0222488,0.0112676,0.0063268,0.0437146,0.0139252,0.00858191,0.0332741,0.00610102,0.00842527,0.00899388,0,0,0.0289275,0,0.0311776,0.0135323,0.0629107,0.00758415,0.0174333,0.00327324,0.00328515,0.0294533,0.00112346,0.00381208,0.00435529,0.00130933,0.0116923,0.0030077,0.00398589,0.00700564,0.0269201,0.0184878,0.00984394,0.00896527,0.0122695,0,0,0,0,0,0.0341255,0.00233429
588,0.0162134,0,0,0,0,0.0106536,0,0,0,0,0,0,0.0134444,0.055104,0.00869065,0.00208499,0,0,0.00837513,0,0.0269752,0.00728919,0.0327104,0.0127654,0.0160012,0.00324082,0.00443775,0.00608079,0.00284195,0.00245567,0.0172793,0.00362848,0.00444436,0.00188419,0.0220693,0.010776,0.00555861,0.0435596,0.0136864,0.00836879,0.0332822,0.00556668,0.00810045,0.00898304,0,0,0.0292341,0,0.0311899,0.0137215,0.0629448,0.00684731,0.0174192,0.002966,0.00297234,0.0292199,0.000945056,0.00352216,0.00402083,0.00116263,0.0117282,0.00280094,0.00384596,0.00693658,0.0271383,0.0181281,0.0099167,0.00836066,0.0118373,0,0,0,0,0,0.0344451,0.00239434
589,0.0157463,0,0,0,0,0.0104633,0,0,0,0,0,0,0.0132532,0.0550168,0.00870967,0.00212009,0,0,0.00811803,0,0.0269907,0.00704373,0.0325151,0.0126802,0.015913,0.00323548,0.00442385,0.00591201,0.00282143,0.0025026,0.0171205,0.00388507,0.00469875,0.00183648,0.0219136,0.0105499,0.0049217,0.0434822,0.0135189,0.00789689,0.0332446,0.00511141,0.00768477,0.00894291,0,0,0.029438,0,0.0311353,0.0137494,0.0629265,0.00638984,0.0174219,0.00284229,0.00288093,0.029017,0.000841901,0.00334298,0.00355585,0.00115978,0.0117513,0.00269913,0.00383858,0.00653045,0.0271961,0.0180733,0.00992238,0.00818102,0.0116915,0,0,0,0,0,0.0346314,0.0025062
590,0.0153554,0,0,0,0,0.010299,0,0,0,0,0,0,0.0129963,0.0549049,0.00868573,0.00212535,0,0,0.00794883,0,0.0269748,0.00691608,0.0323639,0.0128276,0.0158192,0.00329263,0.00435631,0.00597577,0.00277013,0.00250327,0.0169913,0.00405862,0.00489148,0.00183214,0.0217775,0.0103065,0.00451475,0.0433838,0.0132964,0.00731107,0.0331909,0.00501595,0.00704157,0.00888249,0,0,0.0294787,0,0.0310462,0.0137047,0.0628494,0.00633245,0.0174548,0.00279609,0.00285054,0.0288012,0.00088308,0.00323124,0.00310857,0.00137162,0.0118068,0.00269324,0.00401954,0.00584157,0.0272443,0.0181876,0.0100285,0.00807814,0.0116568,0,0,0,0,0,0.0346338,0.00263077
591,0.0149714,0,0,0,0,0.0101515,0,0,0,0,0,0,0.0127334,0.0547319,0.00866539,0.00208796,0,0,0.00780944,0,0.0269176,0.00689668,0.0322679,0.0126401,0.0156753,0.00337674,0.00426434,0.00634932,0.00274057,0.00250093,0.0169258,0.00417246,0.00500201,0.00182606,0.0216903,0.0101507,0.00427495,0.0432096,0.0130254,0.00666909,0.0331516,0.00505173,0.00625613,0.00879638,0,0,0.0292797,0,0.03097,0.0136005,0.0627833,0.00659074,0.0174878,0.00283802,0.00279766,0.0286541,0.000994427,0.00314339,0.00274951,0.00154932,0.0119254,0.00281101,0.00434597,0.00510133,0.0272423,0.0183013,0.0102405,0.00804076,0.0116637,0,0,0,0,0,0.0345269,0.00273885
592,0.0147616,0,0,0,0,0.0100323,0,0,0,0,0,0,0.0124799,0.0544947,0.00856579,0.00205266,0,0,0.00774015,0,0.0268429,0.00682983,0.0322114,0.0127402,0.0155125,0.00341466,0.00433676,0.00689782,0.00277162,0.00249644,0.0169313,0.00426374,0.00510307,0.00185124,0.0216316,0.010027,0.00438359,0.0429566,0.0127019,0.00614586,0.0331081,0.00503994,0.00537292,0.00869103,0,0,0.0288727,0,0.0309318,0.0135052,0.0626961,0.00693761,0.0174946,0.00286719,0.0028027,0.0285226,0.000993531,0.00313092,0.00263068,0.00171423,0.0120923,0.00302322,0.00491268,0.00449393,0.0270558,0.0183276,0.0104717,0.00802443,0.0117312,0,0,0,0,0,0.0344524,0.00277063
593,0.0150091,0,0,0,0,0.0103602,0,0,0,0,0,0,0.0120368,0.0542262,0.00828282,0.00208419,0,0,0.00806917,0,0.0268034,0.00690535,0.0321834,0.0124602,0.0153687,0.00319587,0.00470994,0.00739776,0.00278434,0.00246194,0.0170531,0.00428714,0.00515979,0.00187657,0.0215283,0.00993551,0.00510856,0.0427226,0.0124272,0.00586733,0.0330253,0.0048549,0.00458323,0.00860927,0,0,0.028433,0,0.0309208,0.0134112,0.0625872,0.0070307,0.0175104,0.00293427,0.00300711,0.0284605,0.00077172,0.00320623,0.00268393,0.00180369,0.0122682,0.00326334,0.00543803,0.00418135,0.0267031,0.0183027,0.0107003,0.0083516,0.0120394,0,0,0,0,0,0.0344843,0.00281649
594,0.015087,0,0,0,0,0.0103956,0,0,0,0,0,0,0.0119974,0.0540006,0.00837599,0.00202836,0,0,0.00819078,0,0.0267107,0.00699461,0.0321668,0.012435,0.0152926,0.00324522,0.00498184,0.00824401,0.00288911,0.00249793,0.0170935,0.00447591,0.00535763,0.00194727,0.0214261,0.00990595,0.00589796,0.0424648,0.0119903,0.00548431,0.032959,0.00466837,0.00367649,0.00855851,0,0,0.0279464,0,0.0309059,0.0132625,0.0625585,0.00709573,0.0174885,0.00300526,0.00322563,0.0283224,0.000636319,0.0032991,0.00264799,0.00181084,0.012479,0.00345005,0.00581764,0.00384037,0.026223,0.0182096,0.0109019,0.00836817,0.0121978,0,0,0,0,0,0.0346942,0.00281528
595,0.0151275,0,0,0,0,0.0105543,0,0,0,0,0,0,0.0119468,0.0537984,0.00853204,0.00200526,0,0,0.00854817,0,0.0266078,0.0071111,0.0321656,0.0126385,0.0151841,0.00318333,0.00526661,0.00911974,0.00301151,0.00250261,0.0170934,0.00462594,0.005551,0.00204096,0.0212737,0.00982063,0.00665844,0.0422425,0.0115366,0.00516741,0.0329057,0.00433966,0.00296895,0.00852397,0,0,0.0274628,0,0.0309284,0.013093,0.0625066,0.00694559,0.0174509,0.00321081,0.00354423,0.0281814,0.000516932,0.00344406,0.00269084,0.00194192,0.0126772,0.00353976,0.0059722,0.00378113,0.0257603,0.0181141,0.0111061,0.00841311,0.0122337,0,0,0,0,0,0.0349439,0.00283878
596,0.0148182,0,0,0,0,0.0103593,0,0,0,0,0,0,0.0119323,0.0535575,0.00852116,0.00196372,0,0,0.00898582,0,0.0265342,0.00713837,0.0322107,0.0130899,0.0151379,0.0031667,0.00547122,0.0101985,0.00300799,0.00249071,0.0170397,0.00475502,0.00568955,0.00211108,0.0211184,0.00973834,0.00757719,0.0420118,0.0110185,0.00485699,0.03287,0.00409271,0.00258253,0.00856475,0,0,0.0270366,0,0.0309284,0.0129206,0.0624138,0.00673894,0.017398,0.00341902,0.00375796,0.0278538,0.000402952,0.00366118,0.00273878,0.00223665,0.0128876,0.00357207,0.00618968,0.00387866,0.0252667,0.0180367,0.0112879,0.00806321,0.0120772,0,0,0,0,0,0.0352219,0.00286009
597,0.0145831,0,0,0,0,0.0102862,0,0,0,0,0,0,0.0118457,0.0533506,0.00867568,0.00197389,0,0,0.00953635,0,0.0264723,0.00711648,0.0323124,0.0131832,0.0150361,0.00323607,0.00569544,0.0113841,0.00306256,0.00252856,0.0170414,0.00483032,0.00575395,0.0021545,0.0210351,0.00971619,0.00857943,0.0417815,0.010447,0.00480565,0.0328306,0.0037431,0.00278207,0.00869833,0,0,0.0267484,0,0.0309345,0.0127917,0.062299,0.00625644,0.0173862,0.00378823,0.00396974,0.0274691,0,0.00401276,0.00300434,0.00271691,0.013158,0.00358257,0.00627934,0.00417528,0.0247275,0.0181818,0.0115088,0.00782781,0.0119615,0,0,0,0,0,0.0354364,0.00288565
598,0.013842,0,0,0,0,0.00913097,0,0,0,0,0,0,0.0119751,0.0530954,0.00891648,0.00191914,0,0,0.00953231,0,0.0263239,0.00698251,0.0324029,0.0131472,0.0150486,0.00356682,0.00571299,0.0134684,0.00316733,0.00267127,0.0169367,0.0049662,0.00589003,0.0022257,0.0209875,0.00986098,0.00943759,0.0413811,0.00968497,0.00468201,0.0328229,0.00359633,0.00295964,0.00882392,0,0,0.0264778,0,0.0309971,0.0127469,0.0622485,0.00613621,0.0173494,0.00399635,0.00410533,0.0265716,0,0.00417196,0.00306582,0.00308867,0.0134381,0.00367923,0.00655224,0.0043533,0.0241266,0.0185334,0.0117762,0.00662207,0.0116767,0,0,0,0,0,0.0357126,0.00282299
599,0.0137266,0,0,0,0,0.00912032,0,0,0,0,0,0,0.0118705,0.0528298,0.00898153,0.00192251,0,0,0.00996148,0,0.0262529,0.00708598,0.0324202,0.0130379,0.0150262,0.00365901,0.0057718,0.0148794,0.00328012,0.00277132,0.0168886,0.00501167,0.00592132,0.00222651,0.0209412,0.0099503,0.0103652,0.0410857,0.0093291,0.00466753,0.0328132,0.00342104,0.00301049,0.00901482,0,0,0.026175,0,0.0309874,0.0126216,0.0622136,0.00613279,0.0172535,0.00438111,0.00421526,0.0263732,0,0.00426266,0.00332908,0.00324947,0.0137722,0.00374442,0.00681719,0.00472939,0.0237521,0.0187694,0.0119524,0.00650852,0.0115659,0,0,0,0,0,0.0358957,0.00281203
