Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,RTHIA
All Timesteps RMSE,0.045109,0,0,0,0,0.0480927,0,0,0,0,0,0,0.0313238,0.0519342,0.0223888,0.0131426,0,0,0.0290281,0,0.0330051,0.0166834,0.0375175,0.0258576,0.016166,0.0113701,0.0363323,0.0630208,0.0111061,0.013761,0.0113851,0.0142272,0.0111588,0.0113491,0.0106918,0.0134605,0.0354548,0.0388131,0.0473983,0.0229606,0.024644,0.0326784,0.0145895,0.0137218,0.0320621,0,0,0.0243129,0,0.0370684,0.0201717,0.0654502,0.0176794,0.0103637,0.0174707,0.0364313,0.0457583,0.012821,0.0166335,0.0147917,0.0111345,0.00708195,0.0117031,0.0167365,0.0284694,0.0224761,0.0170562,0.0181996,0.0418816,0.0373258,0,0,0,0,0,0.0293978
0,0.0260849,0,0,0,0,0.0320769,0,0,0,0,0,0,0.0263782,0.017096,0.0141688,0.00870591,0,0,0.0598766,0,0.0367352,0.0388638,0.0396029,0.0110427,0.00939843,0.00492223,0.0168113,0.0615421,0.00866796,0.0067508,0.00500315,0.0170187,0.00661827,0.00723031,0.00784458,0.0170842,0.0225372,0.0505457,0.0139361,0.0290267,0.0191271,0.0153181,0.0116473,0.00584956,0.0248887,0,0,0.043822,0,0.0258865,0.0294832,0.0612472,0.0268237,0.0126355,0.00420103,0.013857,0.0618361,0.016787,0.00677821,0.0162569,0.0121508,0.0157228,0.0134756,0.0252272,0.029818,0.0180541,0.0327838,0.00598485,0.0296111,0.0255258,0,0,0,0,0,0
1,0.0264242,0,0,0,0,0.0313461,0,0,0,0,0,0,0.0410425,0.0186558,0.0213596,0.00874586,0,0,0.0516878,0,0.0376339,0.0336768,0.0395721,0.0183588,0.00848841,0.0105503,0.0161978,0.0598731,0.00493088,0.0100696,0.00818243,0.0187486,0.00365851,0.00186052,0.00649775,0.0145403,0.0359761,0.0437117,0.0158958,0.0269793,0.0169284,0.016333,0.010874,0.00603134,0.0256065,0,0,0.0395993,0,0.0238934,0.0259148,0.0618587,0.0249986,0.0118437,0.00457367,0.0135363,0.0596204,0.0154405,0.00547929,0.0144146,0.0120466,0.0159023,0.0126435,0.023505,0.0266381,0.0153726,0.0305185,0.00734259,0.0286886,0.0258861,0,0,0,0,0,0
2,0.0261144,0,0,0,0,0.0312943,0,0,0,0,0,0,0.0402242,0.0197379,0.0211212,0.00885216,0,0,0.0488616,0,0.0379445,0.0319308,0.0397278,0.0185816,0.00848274,0.0101008,0.0166579,0.0588297,0.00484033,0.00995889,0.00796442,0.0186057,0.00372191,0.00131462,0.00634392,0.014599,0.0343287,0.0411649,0.0179176,0.0261831,0.0159961,0.0168425,0.0112202,0.00610858,0.0253238,0,0,0.0392725,0,0.0231918,0.025085,0.0618158,0.0254041,0.0114791,0.00482583,0.0138966,0.0592875,0.0154895,0.00564271,0.0141131,0.0121696,0.0156182,0.0126405,0.0233678,0.0259215,0.0154779,0.0276243,0.00726382,0.0289569,0.0256883,0,0,0,0,0,0
3,0.0266792,0,0,0,0,0.0318606,0,0,0,0,0,0,0.0390119,0.0207228,0.0210236,0.00932098,0,0,0.0480975,0,0.0377458,0.0315911,0.0397847,0.0187619,0.00850258,0.00965221,0.0177826,0.058454,0.00517562,0.00969821,0.00768522,0.018388,0.00385523,0.00119722,0.00624705,0.0146671,0.0322116,0.0406679,0.0201066,0.0256815,0.0158513,0.0172151,0.0124141,0.00649167,0.0256647,0,0,0.0389231,0,0.0225567,0.0241158,0.0614315,0.0274065,0.0113411,0.00543098,0.0147851,0.0594386,0.0162941,0.0068003,0.0150629,0.012744,0.0152367,0.0132573,0.0243851,0.0266665,0.0157297,0.0237506,0.00763372,0.0295796,0.0262636,0,0,0,0,0,0
4,0.0274863,0,0,0,0,0.0325379,0,0,0,0,0,0,0.037476,0.0216695,0.0207989,0.00982418,0,0,0.0473599,0,0.0373608,0.0313022,0.0398069,0.0188963,0.00849626,0.00913154,0.0189337,0.058327,0.00518152,0.00941416,0.00741103,0.0181538,0.00397872,0.00168418,0.00631575,0.0147262,0.0301918,0.0405832,0.0220698,0.0250457,0.0151258,0.0175507,0.0129482,0.00697856,0.0261903,0,0,0.0388696,0,0.0218729,0.0233183,0.0617164,0.0280979,0.0108666,0.00593501,0.0157893,0.0599968,0.0161334,0.00716286,0.0150607,0.0128422,0.0148692,0.0132961,0.0244237,0.0259197,0.0163723,0.0195496,0.00817921,0.0300935,0.0269604,0,0,0,0,0,0
5,0.0233702,0,0,0,0,0.0324221,0,0,0,0,0,0,0.0338886,0.0222492,0.0200583,0.00814999,0,0,0.0480691,0,0.0377945,0.0322143,0.0390281,0.0187856,0.0107895,0.00844593,0.0202673,0.0584852,0.0062698,0.00986202,0.00752688,0.016549,0.0046913,0.0030115,0.00687507,0.0141687,0.026067,0.0420846,0.0239147,0.0252457,0.00349894,0.0177604,0.0063169,0.0043486,0.0199486,0,0,0.0396509,0,0.0213221,0.022962,0.0667884,0.0119533,0.0123688,0.0079558,0.0177743,0.0562954,0.00624834,0.00654729,0.00543512,0.007639,0.00972311,0.00838667,0.0128545,0.00350253,0.0201649,0.0171303,0.00952399,0.0309116,0.0234437,0,0,0,0,0,0.0296017
6,0.0312395,0,0,0,0,0.0333427,0,0,0,0,0,0,0.0330068,0.023673,0.0198704,0.00877653,0,0,0.0466353,0,0.0374114,0.0309099,0.0391088,0.0186598,0.0109592,0.00823125,0.0216765,0.0579578,0.00623051,0.00979023,0.0075178,0.0161611,0.00482097,0.00349062,0.00698138,0.0141378,0.0249156,0.0416395,0.0261938,0.0235023,0.00351745,0.017794,0.00654406,0.00502889,0.0290456,0,0,0.038396,0,0.021184,0.0218495,0.0670679,0.0115492,0.0117484,0.00818851,0.0190874,0.0597437,0.00688195,0.00715721,0.0052072,0.00757611,0.00907973,0.0084799,0.0124294,0.0027608,0.0159417,0.013643,0.00954468,0.0305832,0.030351,0,0,0,0,0,0.0298849
7,0.0339411,0,0,0,0,0.0342004,0,0,0,0,0,0,0.032383,0.0246853,0.0198204,0.00927244,0,0,0.0454884,0,0.0372363,0.0295771,0.0391966,0.0185071,0.0111167,0.00799399,0.0227291,0.0574988,0.00600537,0.00994047,0.00755366,0.015835,0.0048771,0.00380906,0.00708207,0.0141421,0.0241833,0.0415057,0.0279638,0.0219192,0.00424522,0.0178705,0.00687689,0.00543373,0.0320003,0,0,0.0378963,0,0.0209634,0.0211897,0.0673126,0.0115909,0.0112393,0.00806154,0.0200713,0.061408,0.00737435,0.00735612,0.00511816,0.00760959,0.00859191,0.00855419,0.0121761,0.00275846,0.0152152,0.0122593,0.00951885,0.0310992,0.0325934,0,0,0,0,0,0.0296976
8,0.0362846,0,0,0,0,0.0350436,0,0,0,0,0,0,0.0316106,0.0255046,0.0198672,0.00969196,0,0,0.0441731,0,0.0370275,0.0282074,0.0392895,0.0184465,0.0112818,0.00773614,0.0237087,0.0571309,0.00616587,0.0101878,0.00760954,0.0156321,0.00492933,0.00413166,0.0071827,0.0141958,0.0235157,0.0410559,0.0294427,0.0202272,0.00510493,0.0179185,0.00718377,0.00573056,0.0345936,0,0,0.0371143,0,0.0207928,0.020628,0.0675569,0.011691,0.0107386,0.00792452,0.0210065,0.0628389,0.00765057,0.00747538,0.00508595,0.00765011,0.00814065,0.00859912,0.0119572,0.00320742,0.0144509,0.0117418,0.00940277,0.0317284,0.0346131,0,0,0,0,0,0.0293132
9,0.0325265,0,0,0,0,0.0352426,0,0,0,0,0,0,0.031019,0.0261624,0.0199304,0.00957593,0,0,0.0432778,0,0.0367772,0.0273527,0.0392238,0.0185517,0.0112567,0.00726887,0.0239531,0.0571919,0.00604659,0.0101553,0.00755264,0.0156524,0.00486616,0.00444522,0.0072035,0.0143686,0.0229617,0.0409849,0.0307077,0.0188156,0.00587989,0.0183719,0.00734187,0.0056539,0.0293328,0,0,0.0365409,0,0.020471,0.0200638,0.0677981,0.0117162,0.0105282,0.00785585,0.0213344,0.0609469,0.0077009,0.00762001,0.00516833,0.00766965,0.00777402,0.00862634,0.0117824,0.00388314,0.0181147,0.0116065,0.00935062,0.0326942,0.0307087,0,0,0,0,0,0.0289478
10,0.0328931,0,0,0,0,0.035874,0,0,0,0,0,0,0.0304983,0.0268432,0.0199771,0.00966844,0,0,0.0420788,0,0.036657,0.0264521,0.0393531,0.0185536,0.011411,0.00699133,0.0246674,0.0572286,0.00682204,0.0102787,0.00760486,0.0155043,0.0049447,0.00484074,0.00730474,0.0143822,0.0224142,0.0404663,0.032185,0.0175658,0.00643553,0.0185673,0.00744195,0.00577409,0.0293243,0,0,0.0349346,0,0.0204234,0.019215,0.0679847,0.0115565,0.0101235,0.00783137,0.0220918,0.0607007,0.00773443,0.00781001,0.00528955,0.00772473,0.00755226,0.00866171,0.0116121,0.00449091,0.0182432,0.0106766,0.00949281,0.0332765,0.0308944,0,0,0,0,0,0.0286648
11,0.0334533,0,0,0,0,0.0365126,0,0,0,0,0,0,0.0300192,0.0276418,0.0198387,0.00966431,0,0,0.0411101,0,0.0364084,0.0258654,0.0394589,0.0184297,0.0116156,0.00684129,0.0253103,0.0572229,0.0072005,0.010358,0.00767319,0.0153532,0.00509043,0.00515547,0.00740965,0.0143315,0.0221055,0.0400001,0.0336906,0.0166572,0.00683507,0.0183384,0.00756756,0.00584746,0.0295464,0,0,0.0332358,0,0.020128,0.0181194,0.0681429,0.0114864,0.00983489,0.00788333,0.0227674,0.0604977,0.00799402,0.00795963,0.00543445,0.00780678,0.00734642,0.00870946,0.0115315,0.00497685,0.01826,0.00949263,0.00954431,0.0336301,0.0312474,0,0,0,0,0,0.0285531
12,0.0418983,0,0,0,0,0.0375231,0,0,0,0,0,0,0.0290967,0.0286401,0.0195179,0.00992174,0,0,0.0394973,0,0.0358883,0.0249893,0.0397234,0.0181514,0.0119656,0.00681965,0.0268459,0.0565712,0.00760241,0.0106887,0.00792841,0.0150017,0.00555082,0.00570364,0.00770749,0.0140493,0.0213155,0.0385432,0.035272,0.0157419,0.00730415,0.0177948,0.00771217,0.00640245,0.0403369,0,0,0.0304456,0,0.0201178,0.0164844,0.068381,0.0113736,0.00922825,0.0080212,0.0242287,0.0649853,0.0083736,0.00817985,0.0056324,0.00787868,0.00706112,0.00878836,0.0114682,0.00552131,0.0128567,0.00680705,0.00922767,0.0329433,0.0397053,0,0,0,0,0,0.0283643
13,0.0428628,0,0,0,0,0.0379143,0,0,0,0,0,0,0.028605,0.0297,0.0192345,0.0100999,0,0,0.0384232,0,0.0358799,0.0243603,0.0398361,0.0180491,0.0122398,0.00691483,0.0276424,0.0562372,0.00756851,0.010827,0.0080868,0.0148664,0.00589451,0.00607518,0.00796979,0.0138863,0.0208614,0.0378802,0.0365355,0.0155071,0.00748947,0.0178959,0.00774381,0.0067533,0.0414943,0,0,0.0283017,0,0.0200052,0.0149354,0.0686233,0.0112307,0.00914246,0.00813489,0.0250588,0.0648209,0.00850319,0.00835504,0.00582454,0.00786274,0.00693358,0.00886806,0.0114461,0.00565378,0.0124812,0.00476576,0.00956253,0.0333362,0.0407106,0,0,0,0,0,0.0282256
14,0.0359587,0,0,0,0,0.038043,0,0,0,0,0,0,0.0285936,0.0304434,0.0190353,0.00995623,0,0,0.0384395,0,0.0362472,0.0241826,0.0395963,0.0177619,0.0122416,0.00675929,0.0271792,0.0568131,0.00725058,0.0106004,0.00794267,0.0150462,0.00582103,0.0060385,0.00795729,0.0140099,0.0211989,0.0385515,0.0376383,0.0158042,0.00720415,0.0184459,0.00756876,0.00666621,0.0318128,0,0,0.0267086,0,0.01973,0.0131815,0.0687692,0.0111338,0.00982283,0.00815851,0.0247816,0.0588732,0.00824733,0.00835177,0.00591473,0.00775557,0.0071071,0.00882063,0.0114344,0.00518229,0.0171025,0.00359239,0.0103158,0.0346184,0.0334004,0,0,0,0,0,0.0282582
15,0.0437416,0,0,0,0,0.0389172,0,0,0,0,0,0,0.027907,0.0314783,0.0188111,0.0106332,0,0,0.0366015,0,0.0362985,0.022842,0.0399759,0.0174263,0.0127027,0.00694173,0.0293621,0.0560707,0.00794188,0.0112971,0.0083206,0.0146395,0.00632027,0.00660661,0.00827213,0.0136249,0.0204366,0.0368992,0.0387144,0.0155596,0.00718095,0.018599,0.00746346,0.00781858,0.0423141,0,0,0.0228148,0,0.0201153,0.0113278,0.0688688,0.0109668,0.00919388,0.0083608,0.0268242,0.0629045,0.00852526,0.00852597,0.00602809,0.00782264,0.00707612,0.00880093,0.0113196,0.00531007,0.0126308,0.00152381,0.0108508,0.0344411,0.0417466,0,0,0,0,0,0.0280309
16,0.0439101,0,0,0,0,0.0393042,0,0,0,0,0,0,0.0278299,0.0322423,0.0185897,0.0111979,0,0,0.0358251,0,0.0361752,0.0221051,0.0401333,0.0170678,0.0129492,0.00692623,0.0301015,0.0559344,0.00831089,0.0114869,0.00843898,0.0146255,0.00654565,0.0068966,0.00837649,0.0134941,0.0203308,0.0365397,0.0392985,0.0155229,0.00674442,0.018907,0.007279,0.00821307,0.0423542,0,0,0.0207115,0,0.0202547,0.00992144,0.0688911,0.0107606,0.00904796,0.00850149,0.0275373,0.0618121,0.00860353,0.00859299,0.00620478,0.00788151,0.0072065,0.00873187,0.0113046,0.00526312,0.0131473,0.00237913,0.0111742,0.0348541,0.0419618,0,0,0,0,0,0.0279079
17,0.0436876,0,0,0,0,0.0397241,0,0,0,0,0,0,0.0275209,0.0328829,0.0183309,0.0115801,0,0,0.0352957,0,0.0359622,0.0214119,0.0403385,0.0163974,0.0132765,0.00704862,0.0308011,0.0558663,0.00830395,0.0115087,0.00856448,0.0147066,0.00674883,0.00713121,0.00846864,0.0133877,0.0204696,0.0363,0.0398163,0.0152858,0.00622198,0.0192565,0.00705446,0.0085691,0.0417661,0,0,0.0184606,0,0.0203909,0.00846473,0.0688691,0.0105137,0.00884991,0.00865085,0.0282189,0.0600996,0.00854676,0.00868491,0.00616868,0.00789014,0.00737097,0.00864321,0.0113269,0.00508729,0.0138273,0.00340372,0.0114476,0.0352414,0.0417586,0,0,0,0,0,0.0277631
18,0.0434906,0,0,0,0,0.0401672,0,0,0,0,0,0,0.0270928,0.0333158,0.0180096,0.0115506,0,0,0.0348422,0,0.0356424,0.0207046,0.0405,0.0157911,0.0135109,0.00722421,0.0313903,0.0557279,0.00815359,0.0115137,0.00866545,0.01484,0.00690599,0.00723925,0.00852268,0.0133482,0.0206617,0.0361576,0.0403054,0.0148832,0.0058648,0.0195857,0.00687631,0.00878595,0.0412001,0,0,0.0163576,0,0.0204934,0.00731163,0.0688253,0.0103288,0.0086517,0.00882336,0.028787,0.0583836,0.00872009,0.00881346,0.00617448,0.00791777,0.00751096,0.00860188,0.0113879,0.0048353,0.0145281,0.00418702,0.0116364,0.0358428,0.041557,0,0,0,0,0,0.0276046
19,0.0434729,0,0,0,0,0.0407166,0,0,0,0,0,0,0.0268944,0.0337796,0.0177224,0.0115045,0,0,0.0343848,0,0.0351136,0.0201027,0.0406179,0.0153462,0.0136627,0.00733065,0.0319405,0.0555897,0.00800768,0.0117013,0.00875006,0.0149694,0.00705027,0.00723662,0.00860034,0.0133838,0.0208047,0.0358986,0.0407581,0.0146292,0.00564731,0.0197663,0.00673499,0.00890795,0.0408581,0,0,0.0144874,0,0.0204515,0.00652239,0.0687803,0.0102356,0.00847514,0.00901192,0.0292763,0.0569016,0.00884546,0.00892625,0.00618537,0.00792526,0.00762436,0.0085977,0.0114664,0.00453672,0.0152767,0.00491587,0.011764,0.0362258,0.0414908,0,0,0,0,0,0.0274555
20,0.0436082,0,0,0,0,0.0412787,0,0,0,0,0,0,0.026967,0.0343694,0.0176705,0.0115185,0,0,0.0339508,0,0.0345985,0.0196544,0.0406582,0.0150806,0.0137689,0.00716804,0.0324494,0.0554953,0.00787637,0.0118362,0.00875568,0.0149936,0.0070734,0.00709972,0.00867808,0.0134327,0.0211754,0.0356129,0.041202,0.014785,0.00535286,0.01981,0.00661068,0.00903782,0.040729,0,0,0.0130148,0,0.0203196,0.00580374,0.0688061,0.0101786,0.0084183,0.0092042,0.0297446,0.0557118,0.00887955,0.00907034,0.00626569,0.00788503,0.00776096,0.00859548,0.0115409,0.00410478,0.0160428,0.00589569,0.0119368,0.036699,0.0415587,0,0,0,0,0,0.0273332
21,0.0438148,0,0,0,0,0.0417497,0,0,0,0,0,0,0.0266705,0.0348614,0.0175402,0.0115138,0,0,0.0335544,0,0.0346548,0.0192095,0.0406182,0.0148467,0.0137866,0.00701829,0.0328385,0.0553626,0.00796287,0.011808,0.00869439,0.0150242,0.00715352,0.00704525,0.0087431,0.0133615,0.0213211,0.0354188,0.0417644,0.0151137,0.00469599,0.0198197,0.00646265,0.00920185,0.0407116,0,0,0.0120818,0,0.0202164,0.00496449,0.0688973,0.0101321,0.00841763,0.00938296,0.0301374,0.0548028,0.00889746,0.00923222,0.00637376,0.00788658,0.00792728,0.00855932,0.0116096,0.00350238,0.0165567,0.00709252,0.012026,0.0372939,0.0416919,0,0,0,0,0,0.0272205
22,0.0440567,0,0,0,0,0.0421508,0,0,0,0,0,0,0.0261414,0.0352506,0.0172399,0.0114466,0,0,0.0331492,0,0.0349252,0.0187622,0.0405466,0.01455,0.013796,0.00697226,0.0331405,0.0551522,0.00803616,0.0116927,0.00861899,0.0150538,0.00731046,0.00714603,0.00879585,0.0131916,0.0211759,0.0351648,0.0424794,0.0155903,0.00398156,0.0198734,0.00633222,0.00920868,0.0407993,0,0,0.0114367,0,0.0201042,0.0043823,0.0690318,0.0101392,0.00845308,0.00955598,0.0304777,0.0541585,0.00895857,0.0093625,0.0065061,0.0078868,0.0081056,0.00853205,0.0116859,0.00290171,0.0170473,0.00857656,0.0124917,0.0379559,0.0418933,0,0,0,0,0,0.0271085
23,0.0443901,0,0,0,0,0.0424986,0,0,0,0,0,0,0.0253482,0.0359769,0.0169441,0.0115687,0,0,0.0327355,0,0.0352106,0.0183396,0.0404704,0.0141075,0.0138904,0.00699519,0.0334374,0.0549058,0.00801911,0.0115772,0.00855844,0.0150921,0.00746219,0.00727945,0.00883522,0.0130069,0.0207733,0.0347811,0.0433893,0.0160481,0.00351857,0.0198443,0.00626883,0.00907058,0.0410427,0,0,0.0111956,0,0.0198104,0.00450468,0.0691349,0.0102277,0.00850729,0.00973598,0.0308099,0.0538271,0.00907462,0.00948331,0.0066283,0.00784865,0.00826895,0.00854319,0.0117366,0.00244593,0.0175999,0.010119,0.0133087,0.0387003,0.0421964,0,0,0,0,0,0.0269883
24,0.0447606,0,0,0,0,0.0428103,0,0,0,0,0,0,0.0247965,0.0368398,0.0167894,0.0116367,0,0,0.0323461,0,0.0353007,0.0179629,0.0404262,0.0139008,0.0139446,0.00707475,0.0336655,0.0547023,0.0080844,0.0115162,0.00853559,0.0150866,0.00755231,0.00735062,0.00885536,0.0129374,0.0203359,0.0344474,0.0442512,0.0163536,0.00317605,0.0201692,0.00625382,0.00876153,0.041268,0,0,0.0108274,0,0.019943,0.00466616,0.069221,0.0103653,0.00854147,0.00988618,0.0310676,0.0534775,0.00921777,0.00962588,0.00674231,0.00790654,0.00838233,0.00856297,0.011803,0.00209732,0.018196,0.0113121,0.013802,0.0391978,0.0424882,0,0,0,0,0,0.0268435
25,0.0451505,0,0,0,0,0.0430742,0,0,0,0,0,0,0.0245129,0.0373188,0.0167025,0.0114555,0,0,0.0320549,0,0.035226,0.0176264,0.0404361,0.0137896,0.0140634,0.00720474,0.0338687,0.0545428,0.00829407,0.0115054,0.0085151,0.0150684,0.00761344,0.00736937,0.00885152,0.0129385,0.020028,0.0342864,0.0447276,0.0165391,0.00292439,0.0205554,0.00628012,0.0086401,0.0414773,0,0,0.0105348,0,0.0201667,0.00482591,0.0692736,0.010577,0.00848145,0.0100051,0.0312342,0.0532645,0.00936875,0.00974565,0.00678749,0.00796462,0.00846448,0.00857805,0.0119011,0.00203423,0.0186819,0.012028,0.0140403,0.0394149,0.0427693,0,0,0,0,0,0.0266712
26,0.0455383,0,0,0,0,0.0432646,0,0,0,0,0,0,0.0241735,0.0373769,0.016621,0.0112616,0,0,0.0318192,0,0.0350653,0.0172612,0.0404486,0.0137583,0.0140762,0.00727725,0.0339782,0.0543979,0.00810503,0.0114738,0.00850721,0.0150083,0.00767959,0.00736185,0.00886035,0.0129077,0.0198267,0.0343166,0.0449069,0.0165477,0.00264331,0.0208139,0.00633027,0.00851848,0.0417055,0,0,0.010493,0,0.0202224,0.00515327,0.069339,0.0108519,0.0083318,0.0101176,0.0313059,0.0532401,0.00947896,0.00988058,0.00680739,0.00801206,0.00846757,0.00862386,0.012055,0.00217475,0.0190783,0.0126742,0.0142806,0.0394915,0.0430612,0,0,0,0,0,0.0265193
27,0.046003,0,0,0,0,0.0434102,0,0,0,0,0,0,0.0239352,0.0374598,0.0166009,0.0114782,0,0,0.031662,0,0.0348733,0.0168886,0.0403753,0.0138362,0.0140352,0.00712179,0.0340598,0.0542717,0.0078512,0.0113794,0.00847621,0.0149394,0.007723,0.00736316,0.00885939,0.0128767,0.0195542,0.0344913,0.0450361,0.0164487,0.00237747,0.0208136,0.00642067,0.0084966,0.042021,0,0,0.0106049,0,0.0200675,0.00540113,0.0694455,0.0111708,0.00825493,0.0102216,0.031381,0.0533974,0.0095456,0.00998338,0.00689775,0.00811483,0.00847157,0.00870121,0.0122585,0.00254734,0.0193466,0.0132214,0.0142141,0.0395421,0.0434287,0,0,0,0,0,0.0263908
28,0.0465478,0,0,0,0,0.0435502,0,0,0,0,0,0,0.0237965,0.0376019,0.0165969,0.0121566,0,0,0.0315115,0,0.0346132,0.0165923,0.0402608,0.013996,0.0140811,0.00701946,0.034168,0.0542207,0.00780932,0.0114639,0.00843697,0.0148875,0.00772632,0.00731445,0.00887917,0.0128632,0.0193261,0.0347518,0.0451482,0.0162857,0.00232882,0.0208387,0.00649975,0.00864814,0.0424051,0,0,0.0107342,0,0.0199806,0.0055256,0.0695563,0.0114689,0.00825949,0.0103006,0.031461,0.0537231,0.00960738,0.0100741,0.00700833,0.00813844,0.00851848,0.00876623,0.012441,0.00304805,0.0195967,0.0134622,0.0142021,0.0395816,0.0438512,0,0,0,0,0,0.02628
29,0.0471774,0,0,0,0,0.0436818,0,0,0,0,0,0,0.0236302,0.0378679,0.0164854,0.0122086,0,0,0.0314151,0,0.0344699,0.0163676,0.0401866,0.0140597,0.0140251,0.00694305,0.034196,0.0542737,0.00784017,0.0116169,0.00840315,0.0148668,0.00768233,0.00719702,0.00889101,0.012872,0.0191386,0.0350527,0.0452037,0.0162713,0.00237848,0.0208807,0.00655577,0.00899973,0.0428355,0,0,0.010917,0,0.0199312,0.00560962,0.0696209,0.011712,0.00824822,0.0103435,0.0314891,0.0541701,0.00969302,0.0101595,0.00704743,0.00813471,0.00857762,0.00880614,0.0125441,0.00347526,0.0198431,0.0136581,0.0143257,0.0394184,0.0443276,0,0,0,0,0,0.0261429
30,0.0477292,0,0,0,0,0.0437835,0,0,0,0,0,0,0.023411,0.0381697,0.0164315,0.0116698,0,0,0.0314057,0,0.0343683,0.0161076,0.0401564,0.0140233,0.0139338,0.00684689,0.0342262,0.0542914,0.00795904,0.0116433,0.00835229,0.0148329,0.0075927,0.00708567,0.00887353,0.0128803,0.0189941,0.0353674,0.0452901,0.0163923,0.00237837,0.0209292,0.00659518,0.00936954,0.0431832,0,0,0.0110394,0,0.0198966,0.00571169,0.0696536,0.01189,0.00829,0.0103512,0.031525,0.0545415,0.00973541,0.0102017,0.00701804,0.00816523,0.00860819,0.00882512,0.0125576,0.00380603,0.0198313,0.0139885,0.0143127,0.0392296,0.0447461,0,0,0,0,0,0.0260417
31,0.0482094,0,0,0,0,0.0438844,0,0,0,0,0,0,0.0229142,0.0384161,0.0162722,0.0115122,0,0,0.0314229,0,0.0342954,0.0158826,0.0401853,0.0139676,0.0138755,0.00684196,0.0342941,0.0542807,0.00804911,0.0116217,0.00833908,0.0148098,0.00753847,0.00702977,0.00879221,0.0129268,0.0187103,0.0356943,0.0454374,0.0166834,0.00239357,0.0210247,0.00664552,0.00961062,0.043504,0,0,0.0110889,0,0.0198997,0.00590131,0.0696801,0.0120435,0.00847636,0.0103568,0.031583,0.0548044,0.00970231,0.0101772,0.00699685,0.00822563,0.00868051,0.00881185,0.0125641,0.00408648,0.0197772,0.0143539,0.0141093,0.0391522,0.0451375,0,0,0,0,0,0.0260052
32,0.0486074,0,0,0,0,0.0439494,0,0,0,0,0,0,0.02216,0.038869,0.0161742,0.011811,0,0,0.0314219,0,0.0343481,0.0156764,0.0402295,0.0139796,0.0138908,0.00687237,0.0343798,0.0542572,0.00807797,0.0115631,0.00830227,0.0148051,0.0075426,0.00692751,0.00875644,0.0129407,0.018391,0.0359357,0.0457206,0.0170009,0.0024337,0.021175,0.00669403,0.00973312,0.0438058,0,0,0.0111133,0,0.0200012,0.00605873,0.0697341,0.0123105,0.00854766,0.0103386,0.0316384,0.0550151,0.00972808,0.0101556,0.00700144,0.00822615,0.00872098,0.00882719,0.0125892,0.00429005,0.0197103,0.0147942,0.013831,0.0392087,0.0454713,0,0,0,0,0,0.0259729
33,0.0489434,0,0,0,0,0.0440146,0,0,0,0,0,0,0.0216678,0.0393136,0.0161059,0.0119444,0,0,0.0313901,0,0.0344147,0.0154828,0.0402181,0.0138858,0.0139411,0.00691466,0.034419,0.0543104,0.00797859,0.0114434,0.00822899,0.0147538,0.00759681,0.00676027,0.00875756,0.0129267,0.0180967,0.0361097,0.0460707,0.0172128,0.00253833,0.0213373,0.00675053,0.00977587,0.0440015,0,0,0.0111879,0,0.0201922,0.00606492,0.0698218,0.0127427,0.00845602,0.0102907,0.0316264,0.0552034,0.00975176,0.0101805,0.00703059,0.00819312,0.00871635,0.00889368,0.012667,0.0045746,0.0196126,0.0157971,0.0134948,0.0389322,0.0457238,0,0,0,0,0,0.0259284
34,0.0492349,0,0,0,0,0.0440766,0,0,0,0,0,0,0.0213831,0.0397631,0.0159708,0.0119008,0,0,0.0312753,0,0.0344608,0.0152286,0.0401902,0.0139799,0.0139657,0.00690452,0.0344518,0.0543274,0.00789128,0.0113002,0.00813146,0.0146776,0.00756433,0.00670348,0.00876356,0.0129143,0.0177214,0.0362505,0.0464437,0.0172523,0.00258806,0.0215304,0.00681264,0.0097547,0.0441328,0,0,0.0112295,0,0.0204252,0.00615843,0.0699167,0.0129047,0.00837509,0.0102457,0.0315975,0.055391,0.00975044,0.0102379,0.00706447,0.0082625,0.00870026,0.00897479,0.0127451,0.00495766,0.0195201,0.0163684,0.0130537,0.0387734,0.045943,0,0,0,0,0,0.0259071
