Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,RTHIA
35,0.0494763,0,0,0,0,0.0441327,0,0,0,0,0,0,0.0209682,0.0402253,0.0158718,0.0119546,0,0,0.0310667,0,0.0344623,0.0149147,0.040171,0.013958,0.0140091,0.00679167,0.0344985,0.0542766,0.00782557,0.0111526,0.00803218,0.0146549,0.00750975,0.00669565,0.00876041,0.0129055,0.0173406,0.0363163,0.0468489,0.0172749,0.00262801,0.0217377,0.00690914,0.00971768,0.044282,0,0,0.0112267,0,0.0206773,0.00632905,0.069964,0.013202,0.00839298,0.0101894,0.0316117,0.0556175,0.00976965,0.0103127,0.00705011,0.00831717,0.00868893,0.00905308,0.0127783,0.0052517,0.0194515,0.0164971,0.0125207,0.0387722,0.0461549,0,0,0,0,0,0.0258963
36,0.0496643,0,0,0,0,0.044197,0,0,0,0,0,0,0.020654,0.040712,0.0158357,0.0120409,0,0,0.0308328,0,0.0344149,0.0146683,0.0401031,0.0138895,0.0141494,0.0067043,0.0346085,0.0542066,0.0077091,0.0109895,0.0079731,0.0146605,0.0074691,0.006623,0.00874938,0.0129139,0.0170734,0.0363397,0.047217,0.017313,0.00252583,0.0219303,0.00702712,0.00974396,0.0444329,0,0,0.0112159,0,0.0209337,0.00647099,0.0699905,0.0131153,0.00845074,0.010118,0.0316895,0.0558705,0.00976687,0.010372,0.0070228,0.00832506,0.0087094,0.00903992,0.0128033,0.00541367,0.0193536,0.0163775,0.0119613,0.0388846,0.0463413,0,0,0,0,0,0.0258821
37,0.0498786,0,0,0,0,0.0442903,0,0,0,0,0,0,0.0203345,0.0411624,0.0157388,0.0122015,0,0,0.0306139,0,0.0343368,0.0144706,0.0399839,0.0138868,0.014293,0.00677384,0.0347077,0.0541609,0.00758153,0.0108059,0.00788791,0.0146577,0.00745503,0.00657459,0.00873108,0.0129309,0.0168052,0.0363745,0.0474696,0.0173255,0.00230896,0.0220903,0.00718028,0.00976992,0.0445973,0,0,0.0112245,0,0.0212176,0.00653592,0.0700146,0.0131847,0.00848214,0.0100721,0.0317503,0.0561057,0.00972279,0.0104148,0.00696693,0.00829654,0.00872652,0.00907522,0.0128486,0.00550357,0.0192868,0.0160097,0.0113126,0.0388665,0.0465489,0,0,0,0,0,0.0258766
38,0.050001,0,0,0,0,0.0443362,0,0,0,0,0,0,0.0200873,0.0413506,0.0156505,0.0123989,0,0,0.0304198,0,0.0342051,0.0141567,0.0397883,0.0141152,0.0143788,0.00674178,0.0347374,0.0541139,0.00748731,0.0107275,0.0077842,0.0146339,0.00743667,0.00653577,0.00871002,0.0129405,0.0165745,0.0364165,0.0475797,0.0172226,0.00224262,0.0222067,0.00735546,0.00977617,0.0446139,0,0,0.0109424,0,0.0215232,0.00654412,0.0700621,0.0134715,0.00849561,0.010027,0.0317773,0.0562722,0.00967476,0.0104128,0.00695663,0.00826712,0.00874355,0.00912931,0.0129461,0.00564272,0.019238,0.0157491,0.0105966,0.0388573,0.0466534,0,0,0,0,0,0.0258691
39,0.0500671,0,0,0,0,0.0443284,0,0,0,0,0,0,0.0198465,0.0414706,0.0155883,0.0125689,0,0,0.0302207,0,0.0340126,0.0137858,0.0396073,0.0142546,0.0144296,0.00661685,0.034756,0.0540118,0.00751409,0.0107126,0.00769547,0.0146203,0.00739776,0.00647758,0.00869525,0.0129435,0.0163451,0.0363913,0.0475756,0.0171325,0.00226269,0.0222947,0.007501,0.00974801,0.0446068,0,0,0.0105104,0,0.0218235,0.00649722,0.0700835,0.0137259,0.00851954,0.00999166,0.0317868,0.0563808,0.00962351,0.0104241,0.00696921,0.00830625,0.00869822,0.00917569,0.0129833,0.00580336,0.0192318,0.0152305,0.00981726,0.0390011,0.0467061,0,0,0,0,0,0.0258725
40,0.0501092,0,0,0,0,0.0443001,0,0,0,0,0,0,0.0196959,0.0415695,0.0155341,0.0126493,0,0,0.0300442,0,0.0338191,0.0133062,0.0394248,0.0143135,0.0143461,0.00643838,0.0347556,0.0538438,0.00750799,0.0106947,0.0076272,0.0146027,0.00734724,0.00642078,0.00869619,0.0129489,0.0161796,0.0363859,0.0474256,0.0168781,0.00238335,0.0223699,0.00757502,0.00977764,0.0445936,0,0,0.00997645,0,0.0221395,0.0064323,0.0701299,0.0138567,0.00856943,0.00996205,0.0317877,0.0564235,0.0095589,0.0104951,0.0069849,0.00829881,0.00865284,0.00919842,0.0129236,0.00584788,0.0192995,0.0143927,0.00898989,0.039251,0.0467456,0,0,0,0,0,0.0258377
41,0.0501969,0,0,0,0,0.0443475,0,0,0,0,0,0,0.0194927,0.0417715,0.0154444,0.0126533,0,0,0.0299288,0,0.0336222,0.0127241,0.0393285,0.0143272,0.0142804,0.00638315,0.0347955,0.0537884,0.0075433,0.0106628,0.00761493,0.0145827,0.00732161,0.00637845,0.00871257,0.0129452,0.016108,0.0365425,0.0472774,0.0164011,0.00239027,0.0224721,0.00765847,0.00984826,0.0445944,0,0,0.00935516,0,0.0225037,0.00629071,0.0701706,0.0139675,0.00858685,0.00991883,0.0318257,0.0564069,0.00958148,0.0105397,0.00698152,0.00823903,0.00860479,0.0091934,0.0128087,0.0059088,0.0195104,0.0133643,0.0081148,0.0391891,0.0468232,0,0,0,0,0,0.0257701
42,0.0502785,0,0,0,0,0.0443858,0,0,0,0,0,0,0.0191205,0.0420917,0.0153139,0.0125051,0,0,0.0298386,0,0.0333997,0.012035,0.0392778,0.0143651,0.0142304,0.00642937,0.0348261,0.053752,0.00755221,0.010659,0.00761622,0.0145366,0.00730819,0.00634208,0.00870653,0.012927,0.0160552,0.0368476,0.0471742,0.0157393,0.00236227,0.0225628,0.00773433,0.00987961,0.0445817,0,0,0.00864399,0,0.0229269,0.00627734,0.0702174,0.0140538,0.00861652,0.00992139,0.0318732,0.0562814,0.00980514,0.0104903,0.00698783,0.00821417,0.00856067,0.00916261,0.0127184,0.00600458,0.0195888,0.0121189,0.0071263,0.0392408,0.0468963,0,0,0,0,0,0.0257285
43,0.0503427,0,0,0,0,0.0443615,0,0,0,0,0,0,0.0187198,0.042045,0.015273,0.0124293,0,0,0.0297399,0,0.0331689,0.0112386,0.0392343,0.0144219,0.0142239,0.00650047,0.0348693,0.0537621,0.00764084,0.0106679,0.00761497,0.014473,0.00728682,0.00626144,0.00873896,0.0129073,0.0159207,0.037231,0.0467663,0.015053,0.00233867,0.0226525,0.00780556,0.00991509,0.0445431,0,0,0.00788021,0,0.0234361,0.00654054,0.0703061,0.014121,0.00861282,0.00992131,0.0319265,0.0560394,0.00994386,0.0105119,0.00703853,0.00823963,0.00850706,0.0091197,0.0126488,0.00595751,0.0197357,0.0104725,0.00603023,0.0394143,0.0469661,0,0,0,0,0,0.0257347
44,0.0502414,0,0,0,0,0.044377,0,0,0,0,0,0,0.0186267,0.0416878,0.0152498,0.0125257,0,0,0.0295649,0,0.0329848,0.0103216,0.0392219,0.0144941,0.0142306,0.00656057,0.0349468,0.0539936,0.00770726,0.010681,0.00760148,0.0143978,0.00726779,0.0061662,0.00873045,0.0128887,0.0157454,0.0376107,0.046072,0.0143897,0.00231081,0.0228308,0.00793377,0.00991469,0.0442662,0,0,0.00713936,0,0.0241037,0.00701953,0.0703877,0.0142454,0.00863678,0.00991345,0.0320098,0.0556588,0.0100182,0.0105378,0.00707316,0.00822729,0.00844427,0.00910972,0.0126164,0.00594345,0.0200976,0.0083236,0.0050371,0.0393259,0.0468689,0,0,0,0,0,0.0256978
45,0.0500411,0,0,0,0,0.0444271,0,0,0,0,0,0,0.0185853,0.0413403,0.0152604,0.0126592,0,0,0.029426,0,0.0329665,0.00947338,0.0392223,0.0145975,0.0142912,0.00644991,0.0350607,0.054255,0.00769782,0.0106969,0.00758252,0.0143834,0.00723112,0.00609255,0.00865325,0.0129091,0.0156959,0.0379318,0.0452608,0.0137844,0.00222907,0.0231028,0.00807678,0.00991739,0.0438779,0,0,0.0068596,0,0.0249952,0.00790881,0.0704489,0.0144423,0.00862503,0.00989867,0.0320941,0.0551266,0.010046,0.0105518,0.00710387,0.00823161,0.00832346,0.00913918,0.0126079,0.00597701,0.0206129,0.00588272,0.00483532,0.0392978,0.0466678,0,0,0,0,0,0.0256457
46,0.0497779,0,0,0,0,0.0444837,0,0,0,0,0,0,0.0185474,0.0413129,0.0152462,0.0127214,0,0,0.0295166,0,0.0327891,0.00880591,0.0392038,0.0147412,0.0143471,0.00643008,0.0351602,0.0544513,0.0076912,0.0107016,0.00756606,0.0143649,0.0071944,0.00611092,0.00858869,0.0129244,0.015644,0.0384503,0.0444826,0.0133181,0.00215277,0.0234155,0.00818504,0.00997191,0.0434163,0,0,0.00733944,0,0.026039,0.00930235,0.0705389,0.0146342,0.00863554,0.00987447,0.0321678,0.0544499,0.0100773,0.01057,0.00715176,0.00823538,0.00818138,0.00916989,0.0126287,0.00599263,0.0213508,0.00377509,0.00613574,0.0393993,0.0463832,0,0,0,0,0,0.0256227
47,0.0495005,0,0,0,0,0.0445461,0,0,0,0,0,0,0.0184651,0.0414679,0.0151534,0.0127003,0,0,0.0298373,0,0.0323331,0.00851792,0.0391763,0.0148474,0.0143862,0.00655912,0.0352624,0.0546841,0.0077376,0.010685,0.00756058,0.0143263,0.00716914,0.00616255,0.00856544,0.0129226,0.0155314,0.0391581,0.0436156,0.0132328,0.002157,0.0238143,0.00825553,0.0100565,0.0429451,0,0,0.00864676,0,0.0272188,0.011043,0.0706298,0.0148026,0.00865242,0.009901,0.0322639,0.0536691,0.0101545,0.0106436,0.00723109,0.00827129,0.00811238,0.00920739,0.0126372,0.0061069,0.0223054,0.00373411,0.00861157,0.0394842,0.0460671,0,0,0,0,0,0.0255604
48,0.0490901,0,0,0,0,0.0446317,0,0,0,0,0,0,0.0183918,0.0414218,0.0150808,0.0127241,0,0,0.0302246,0,0.0320644,0.00827704,0.039139,0.0149221,0.0144421,0.0066192,0.035373,0.0550487,0.0077913,0.0106589,0.00757004,0.0142873,0.00715836,0.00614878,0.00854142,0.0129203,0.015461,0.0399184,0.0425591,0.0134306,0.00216897,0.0243001,0.00831732,0.0100905,0.0423233,0,0,0.0105087,0,0.0284648,0.0129012,0.0706957,0.0148949,0.0086822,0.00992507,0.0323314,0.0527023,0.0102234,0.0106965,0.00730498,0.0083524,0.00806558,0.00924839,0.0126314,0.00625665,0.023258,0.00621317,0.0116064,0.0395329,0.0456133,0,0,0,0,0,0.0254942
49,0.0486455,0,0,0,0,0.0447293,0,0,0,0,0,0,0.018264,0.0411526,0.015097,0.0127631,0,0,0.0306387,0,0.0320687,0.00803265,0.039094,0.0150794,0.0145415,0.00662425,0.0354853,0.0553662,0.007828,0.0106423,0.00756833,0.0142692,0.00714562,0.00610175,0.00851033,0.0129134,0.0154232,0.0407481,0.0413797,0.0139885,0.00214802,0.0248706,0.00837973,0.0100881,0.0416965,0,0,0.0124978,0,0.0297426,0.0147398,0.0707463,0.0149108,0.00869745,0.00993483,0.0324031,0.051554,0.010319,0.0106853,0.00734626,0.00840121,0.00798794,0.0092801,0.0126414,0.00633158,0.0242254,0.00942667,0.0147187,0.0395416,0.0451464,0,0,0,0,0,0.0254772
50,0.0482589,0,0,0,0,0.0447076,0,0,0,0,0,0,0.0181787,0.0410568,0.0153151,0.0127752,0,0,0.0311746,0,0.0321437,0.00783002,0.0390399,0.0151964,0.0145566,0.00662132,0.0355421,0.0556623,0.00783335,0.0106812,0.00757979,0.0142804,0.00713583,0.00608281,0.0084725,0.0129273,0.0153713,0.041618,0.0402642,0.0147269,0.00216163,0.0254744,0.00842671,0.0100116,0.0412031,0,0,0.0142751,0,0.0309651,0.0162727,0.0708133,0.0148096,0.00870071,0.00995918,0.0324547,0.0503326,0.0103874,0.010724,0.00740922,0.00837911,0.00793429,0.00930988,0.0126676,0.0063328,0.0251171,0.0126083,0.0178065,0.0397517,0.0447656,0,0,0,0,0,0.0254395
51,0.0479175,0,0,0,0,0.0446572,0,0,0,0,0,0,0.0180321,0.041226,0.0152509,0.0128087,0,0,0.031784,0,0.0321564,0.00765828,0.0390008,0.0153189,0.0145561,0.00649426,0.0355931,0.0559831,0.0077923,0.0107132,0.00758474,0.0143074,0.00711902,0.0060718,0.00846625,0.0129478,0.0152411,0.0424186,0.03934,0.015424,0.00229023,0.0260838,0.00848575,0.0100026,0.0408059,0,0,0.0158484,0,0.0321091,0.0175914,0.0708809,0.0147363,0.00873257,0.0100087,0.0325,0.0490834,0.0104339,0.0107667,0.00747444,0.00845204,0.00790155,0.00935035,0.0126772,0.00624638,0.0259096,0.0154856,0.0207686,0.0399649,0.0444486,0,0,0,0,0,0.0254258
52,0.0477003,0,0,0,0,0.0446348,0,0,0,0,0,0,0.0178729,0.0416287,0.0149992,0.0128511,0,0,0.032315,0,0.0321559,0.00764103,0.038965,0.0154058,0.0144865,0.00651001,0.0356074,0.0564101,0.00784628,0.0107247,0.00757701,0.0142772,0.00711374,0.00603572,0.00848898,0.0129496,0.0150758,0.0432203,0.0386883,0.0161674,0.00239846,0.0266128,0.00850418,0.010015,0.0405127,0,0,0.0171816,0,0.0331126,0.0188302,0.0709646,0.0146943,0.00871187,0.0100794,0.0324988,0.0478847,0.010499,0.0107974,0.00753013,0.00849073,0.0078463,0.00939967,0.012639,0.00629808,0.0265352,0.0180368,0.0234773,0.039975,0.0442263,0,0,0,0,0,0.0253811
53,0.0474717,0,0,0,0,0.0446438,0,0,0,0,0,0,0.0178593,0.0421301,0.0148255,0.0128212,0,0,0.0327568,0,0.0321639,0.00748931,0.0388705,0.0155528,0.0144291,0.0066042,0.0355842,0.0568711,0.00787377,0.0107294,0.00752932,0.0142342,0.00709192,0.00599403,0.00846943,0.0129394,0.0150703,0.0440036,0.0382806,0.0170405,0.00244002,0.0270956,0.008498,0.0100004,0.0401823,0,0,0.0182519,0,0.033977,0.0197898,0.071054,0.0147064,0.00871782,0.0101151,0.0324499,0.0467548,0.0106448,0.0108229,0.00754824,0.00842658,0.00775619,0.00944379,0.0126021,0.00647847,0.0270197,0.020324,0.0259016,0.0402185,0.0439614,0,0,0,0,0,0.0253394
54,0.0471483,0,0,0,0,0.0446583,0,0,0,0,0,0,0.0179276,0.0426472,0.0147706,0.0127688,0,0,0.0332161,0,0.0321867,0.00727195,0.0387186,0.0157328,0.014337,0.00661813,0.0354654,0.0572769,0.00782171,0.01076,0.00746593,0.0142229,0.00703297,0.00592469,0.00840668,0.0129589,0.0150042,0.0448462,0.0379161,0.0180076,0.00236228,0.0275692,0.00849728,0.00995212,0.0396731,0,0,0.0191579,0,0.0347362,0.0204301,0.0711377,0.0146721,0.00875264,0.0101558,0.0323303,0.0456016,0.0107052,0.0108609,0.00758351,0.00838576,0.00773365,0.00939144,0.0125592,0.00671978,0.0274175,0.0223666,0.0280313,0.0403967,0.0435151,0,0,0,0,0,0.0252871
55,0.0468577,0,0,0,0,0.0447348,0,0,0,0,0,0,0.0180187,0.0430854,0.0147187,0.0127386,0,0,0.0337458,0,0.0321988,0.00729377,0.0385958,0.0159302,0.0142488,0.00651485,0.0353289,0.0576456,0.00780269,0.0107025,0.00743172,0.0142405,0.00696865,0.00583801,0.00835983,0.0129986,0.0148867,0.0455543,0.0374381,0.0185836,0.00220437,0.0280218,0.00849545,0.00999944,0.0392246,0,0,0.0201247,0,0.0353984,0.0209139,0.0712218,0.0146492,0.00878582,0.0102006,0.0322417,0.0444214,0.0106693,0.011041,0.0077148,0.0083507,0.00771552,0.00934423,0.0125475,0.00695851,0.0277872,0.0240924,0.0298826,0.0404639,0.0430764,0,0,0,0,0,0.0252296
56,0.0466959,0,0,0,0,0.0448385,0,0,0,0,0,0,0.0178527,0.0434717,0.0147509,0.0127477,0,0,0.0343918,0,0.0321739,0.00764472,0.038507,0.0161098,0.0142478,0.00651071,0.0352578,0.0580886,0.00781011,0.0105625,0.00738824,0.0142887,0.0069059,0.00573507,0.00831477,0.0130317,0.014919,0.0462296,0.0368229,0.019103,0.00227361,0.0284234,0.00850656,0.010205,0.038997,0,0,0.0210187,0,0.0359853,0.0212629,0.0712813,0.0146901,0.00883773,0.010201,0.0322065,0.0432813,0.0106449,0.0114434,0.0078986,0.00833729,0.00769167,0.00934647,0.0125251,0.0071461,0.0281978,0.025583,0.0315869,0.0404687,0.0427724,0,0,0,0,0,0.0251592
57,0.0466058,0,0,0,0,0.0449822,0,0,0,0,0,0,0.0177666,0.0437366,0.0147082,0.0128245,0,0,0.0350424,0,0.0322429,0.00786273,0.0384374,0.0162099,0.0143117,0.0066497,0.0352403,0.0585625,0.00778539,0.0104066,0.00733587,0.0143346,0.00685202,0.00563636,0.00825391,0.0130488,0.014871,0.0467867,0.0362181,0.0195575,0.00225168,0.0288632,0.00860512,0.0100906,0.0387531,0,0,0.0218427,0,0.0365613,0.0214669,0.0713214,0.0148254,0.00885504,0.0101889,0.0321852,0.042077,0.0106112,0.0112101,0.00781748,0.00832952,0.00765936,0.00935448,0.0124726,0.00755971,0.0286625,0.0269098,0.0330635,0.0404438,0.0425744,0,0,0,0,0,0.0251782
58,0.0465132,0,0,0,0,0.0450682,0,0,0,0,0,0,0.0177836,0.0438503,0.0146237,0.0129198,0,0,0.0355379,0,0.0325097,0.00794742,0.0383446,0.0159361,0.0143575,0.00670668,0.0351923,0.0588844,0.00777704,0.01038,0.00730493,0.0143961,0.00677644,0.00551702,0.00820683,0.0130799,0.014933,0.0471831,0.0358037,0.0197597,0.00208747,0.0292422,0.00874045,0.0099818,0.0384841,0,0,0.0225406,0,0.0370469,0.0215089,0.0713396,0.0149744,0.00889598,0.0101299,0.0321418,0.0408227,0.0106001,0.0110571,0.0077416,0.0083356,0.00763362,0.00935861,0.0124565,0.00778283,0.02892,0.0279286,0.0341922,0.0405458,0.042428,0,0,0,0,0,0.0252208
59,0.0465148,0,0,0,0,0.0451467,0,0,0,0,0,0,0.0176161,0.0439666,0.0144412,0.013111,0,0,0.0358882,0,0.0326322,0.00786935,0.0382345,0.0162574,0.014309,0.00658049,0.0351436,0.0591589,0.00772001,0.0104186,0.00727502,0.0144726,0.00669586,0.00540949,0.00811614,0.0131368,0.0149211,0.0474266,0.035659,0.0198039,0.00198861,0.0294899,0.0088787,0.00998483,0.0383248,0,0,0.0228689,0,0.0374013,0.0214604,0.0713479,0.0151103,0.0088855,0.010035,0.0320893,0.0397104,0.010626,0.0110177,0.0077434,0.00832343,0.00755115,0.00937618,0.0124195,0.00780011,0.0289407,0.0285914,0.0349422,0.0404851,0.0423917,0,0,0,0,0,0.025256
60,0.046556,0,0,0,0,0.0451899,0,0,0,0,0,0,0.0174908,0.0440407,0.0143514,0.0132598,0,0,0.0361078,0,0.0326879,0.00797354,0.0381114,0.0166118,0.0142272,0.00652433,0.0350488,0.05939,0.00765275,0.0103857,0.00720823,0.0145549,0.00663837,0.00533249,0.008043,0.0132068,0.0150501,0.0474487,0.0356398,0.0197889,0.00189007,0.0296066,0.00905072,0.00997135,0.0382353,0,0,0.0230406,0,0.0375698,0.0212733,0.0713585,0.0152748,0.00880746,0.00997194,0.0319734,0.0386978,0.010708,0.0110042,0.00774839,0.00831415,0.00741918,0.00936278,0.01241,0.00779806,0.0289591,0.0289675,0.0352467,0.040441,0.0423892,0,0,0,0,0,0.02524
61,0.046578,0,0,0,0,0.0452098,0,0,0,0,0,0,0.017576,0.0440891,0.0143676,0.0131692,0,0,0.0363619,0,0.0326652,0.00804372,0.0380141,0.0165441,0.0141482,0.00648752,0.0349456,0.0596503,0.00758746,0.0103146,0.00715005,0.0146112,0.00658959,0.0052816,0.00802178,0.0132529,0.0151728,0.0474882,0.0355754,0.0200268,0.00175652,0.0295792,0.00924822,0.0100274,0.0381445,0,0,0.0233179,0,0.0375508,0.0209453,0.0713836,0.0154819,0.00875452,0.00992186,0.0318275,0.0377398,0.0107735,0.0109934,0.00774618,0.00829993,0.0073061,0.00937803,0.0123882,0.00778743,0.0287337,0.0291183,0.0351248,0.0404174,0.0423427,0,0,0,0,0,0.0252079
62,0.0466172,0,0,0,0,0.0451636,0,0,0,0,0,0,0.017631,0.0442936,0.0143141,0.0131054,0,0,0.0367657,0,0.0327329,0.00797479,0.0379295,0.0165812,0.0140613,0.0065091,0.0348169,0.0599483,0.00755439,0.0102736,0.00710581,0.0146338,0.00659094,0.00522707,0.00799612,0.0132652,0.0152169,0.0476586,0.0353831,0.0204523,0.00166115,0.0294728,0.00943003,0.0100454,0.0381176,0,0,0.0234683,0,0.0373809,0.0205345,0.0714342,0.0156875,0.0086977,0.00985795,0.0316726,0.0368865,0.0108148,0.0109754,0.00773966,0.00828463,0.00724799,0.00941568,0.0123349,0.00777708,0.0285385,0.028936,0.0346345,0.0403225,0.0423016,0,0,0,0,0,0.0251782
63,0.0466747,0,0,0,0,0.0450323,0,0,0,0,0,0,0.0176246,0.0446388,0.0143114,0.0130171,0,0,0.0371784,0,0.0329695,0.00774324,0.0378145,0.0166814,0.0138906,0.00653158,0.0345921,0.0601256,0.00752751,0.0102343,0.00704352,0.0146241,0.00661091,0.00519346,0.00794068,0.013265,0.015254,0.0478627,0.0352231,0.0207759,0.00161344,0.0293113,0.00960373,0.0100612,0.0381474,0,0,0.0233759,0,0.0370835,0.0201232,0.071559,0.015973,0.00867518,0.00980953,0.0314875,0.0361975,0.0108223,0.0109892,0.0077817,0.0083003,0.00715309,0.00946943,0.0122694,0.00774493,0.0283121,0.0284249,0.0338438,0.0402299,0.0422957,0,0,0,0,0,0.0251868
64,0.0467303,0,0,0,0,0.0448486,0,0,0,0,0,0,0.0176276,0.0449697,0.0143902,0.0128588,0,0,0.0373839,0,0.0330591,0.00743568,0.0376813,0.0164673,0.0137882,0.0065254,0.0344102,0.0600557,0.00745178,0.0101273,0.0069662,0.0146518,0.00661028,0.0051776,0.00791989,0.0132688,0.0153251,0.047993,0.035374,0.0208753,0.00147074,0.0290618,0.00979317,0.0101289,0.0382215,0,0,0.0230291,0,0.0367034,0.0196382,0.0716521,0.016244,0.00861615,0.00973974,0.031342,0.0356898,0.01079,0.0109812,0.00779425,0.00828744,0.00703784,0.0094695,0.0122375,0.00768617,0.0279336,0.0275888,0.0328225,0.0402981,0.0423299,0,0,0,0,0,0.0251551
65,0.0468232,0,0,0,0,0.0447877,0,0,0,0,0,0,0.0177046,0.04538,0.0143897,0.0128489,0,0,0.0373021,0,0.0328821,0.00732862,0.037581,0.0164365,0.0139058,0.00647364,0.0343648,0.0599986,0.00735041,0.00990435,0.00686065,0.0147924,0.00659717,0.00511178,0.00790172,0.0133027,0.0153933,0.0479851,0.0359665,0.0204692,0.00120894,0.0287851,0.01003,0.0102435,0.0382845,0,0,0.0227225,0,0.0363232,0.0191246,0.071635,0.0165014,0.00854792,0.00964661,0.0312708,0.0352302,0.0107422,0.0109078,0.00772211,0.00826303,0.00696141,0.00946705,0.012178,0.00748539,0.0276248,0.0263467,0.0317578,0.0402158,0.0423919,0,0,0,0,0,0.0251294
66,0.0469107,0,0,0,0,0.0448449,0,0,0,0,0,0,0.0177803,0.0459684,0.0144191,0.0129307,0,0,0.0372111,0,0.0328037,0.00723184,0.0375103,0.0163573,0.0140728,0.00645138,0.034368,0.0600309,0.00723486,0.00973001,0.00675948,0.0149523,0.00657848,0.00503377,0.00787725,0.0133515,0.0156345,0.0478695,0.0367967,0.0200174,0.000910675,0.0286604,0.0102861,0.0103561,0.0382925,0,0,0.0225972,0,0.0361382,0.018655,0.0715941,0.0167288,0.00852312,0.00952122,0.0312438,0.0346786,0.0107216,0.0108254,0.00763442,0.00822219,0.00689157,0.00944929,0.0120747,0.00740376,0.0274333,0.0248756,0.0307378,0.0399508,0.0424289,0,0,0,0,0,0.0251578
67,0.0468686,0,0,0,0,0.0448594,0,0,0,0,0,0,0.0178548,0.0464682,0.0144911,0.0129587,0,0,0.0370814,0,0.0327625,0.00723714,0.0374401,0.0164425,0.0141477,0.00643248,0.0343121,0.0600207,0.00708598,0.00972937,0.00667634,0.0150906,0.00655911,0.00495129,0.00780858,0.0134135,0.0158172,0.0478236,0.0375901,0.019833,0.00070476,0.0287882,0.010539,0.0104534,0.0381534,0,0,0.0226932,0,0.0362654,0.0181931,0.0715792,0.0169015,0.00846844,0.00941201,0.0312036,0.0339625,0.010748,0.010766,0.00758562,0.00816276,0.00679539,0.00946225,0.0119839,0.00719077,0.0273113,0.0235561,0.0297093,0.0397452,0.0423658,0,0,0,0,0,0.0251767
68,0.0466724,0,0,0,0,0.0447514,0,0,0,0,0,0,0.017957,0.0468548,0.0144876,0.0128066,0,0,0.0369414,0,0.0327339,0.00716802,0.0373235,0.0165518,0.0139882,0.00644825,0.034131,0.0598754,0.00699976,0.00975353,0.00663848,0.0151623,0.00656512,0.0049081,0.00778913,0.0134275,0.0157434,0.0478234,0.0382033,0.0194874,0.000764616,0.0292578,0.0107665,0.0104963,0.0378589,0,0,0.0230895,0,0.0367417,0.0176306,0.0716351,0.0170596,0.00836833,0.0093493,0.0310684,0.033149,0.0108239,0.0107335,0.00760118,0.00818445,0.00664826,0.0095115,0.0120094,0.00680648,0.0273589,0.0219416,0.0284378,0.0397371,0.04216,0,0,0,0,0,0.0251798
69,0.0464076,0,0,0,0,0.0446139,0,0,0,0,0,0,0.0179443,0.04722,0.0143591,0.0125364,0,0,0.036803,0,0.0327154,0.00705255,0.0371496,0.0166433,0.0137854,0.00643253,0.0339442,0.0596567,0.00698936,0.00974227,0.00661781,0.0151998,0.00657344,0.00490332,0.00779976,0.0134212,0.0156517,0.0478534,0.0386422,0.0188083,0.00101373,0.0298638,0.0109476,0.0105043,0.0374904,0,0,0.023551,0,0.0372858,0.0169832,0.0717813,0.0171695,0.00828381,0.00933057,0.0309401,0.032433,0.0109058,0.0107251,0.00768463,0.00826846,0.00653585,0.00959113,0.0121202,0.00655988,0.0274593,0.019704,0.0268659,0.0397641,0.0418608,0,0,0,0,0,0.025222
70,0.0461411,0,0,0,0,0.044475,0,0,0,0,0,0,0.0179052,0.0476234,0.0141809,0.0124595,0,0,0.0366921,0,0.0327373,0.00703691,0.0370106,0.0168009,0.0137045,0.00639891,0.033817,0.0594399,0.00694138,0.00967458,0.0065837,0.015232,0.00657826,0.00488685,0.00779658,0.0134067,0.015709,0.047917,0.0389144,0.0177233,0.0010093,0.0302882,0.0111569,0.0106101,0.0371848,0,0,0.0237057,0,0.0375621,0.0163803,0.0718922,0.0173345,0.0082202,0.00936316,0.0308289,0.0319689,0.0109373,0.0107587,0.00779204,0.00817867,0.00641281,0.00951548,0.0118757,0.00670333,0.0274387,0.0169092,0.025187,0.0397168,0.0415743,0,0,0,0,0,0.0252577
