Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,RTHII
171,0.0585123,0,0,0,0,0.0405511,0,0,0,0,0,0,0.0113297,0.0609103,0.0269385,0.00764601,0,0,0.00691472,0,0.0311925,0.00965263,0.0460895,0.0346575,0.0231538,0.020941,0.0464969,0.0388111,0.0160629,0.0168578,0.0167253,0.0164819,0.0244071,0.0230243,0.0236653,0.0109257,0.0140017,0.0117244,0.0468012,0.0173531,0.033171,0.0284927,0.0106613,0.0239064,0.0551501,0,0,0.0140372,0,0.0356755,0.00429367,0.0531995,0.0168632,0.0123793,0.0118113,0.051609,0.0457033,0.0148257,0.0268686,0.0146795,0.0124115,0.00268027,0.0125135,0.0208017,0.0447194,0.027653,0.00227517,0.00732829,0.0364096,0.0456951,0,0,0,0,0,0.0148227
172,0.0586155,0,0,0,0,0.040611,0,0,0,0,0,0,0.0114685,0.0609464,0.026971,0.00758281,0,0,0.00687388,0,0.0312035,0.00975256,0.0461158,0.0350231,0.023228,0.0209607,0.046592,0.0395165,0.0160108,0.0167039,0.0167043,0.0166637,0.0245742,0.0231615,0.0238234,0.0111257,0.0139613,0.0117823,0.0467806,0.0174563,0.0335055,0.0285719,0.0105832,0.0238528,0.0550784,0,0,0.0139851,0,0.0357818,0.00406952,0.0532812,0.0165347,0.0126144,0.0119367,0.0518447,0.0454982,0.0152212,0.0266349,0.0148248,0.0123268,0.00263799,0.0124731,0.0206203,0.0447898,0.0277997,0.00198504,0.00736089,0.036498,0.0456172,0,0,0,0,0,0.015071
173,0.0587783,0,0,0,0,0.0407109,0,0,0,0,0,0,0.0115396,0.0610631,0.0271967,0.00760874,0,0,0.00680017,0,0.0311766,0.00987912,0.0461832,0.0351195,0.0232452,0.0209834,0.0466879,0.0402514,0.0159711,0.016635,0.0167346,0.0168538,0.0247637,0.0233553,0.0240143,0.0113648,0.0141465,0.0119323,0.046831,0.0175195,0.0336532,0.0286527,0.0106368,0.023778,0.0550507,0,0,0.0138965,0,0.0358756,0.00390985,0.0532948,0.016139,0.0128438,0.0119694,0.052101,0.0453493,0.0152655,0.0264209,0.014898,0.0123179,0.00243229,0.0125101,0.0205876,0.0445959,0.0278622,0.00181388,0.00740075,0.0366146,0.0456248,0,0,0,0,0,0.0152179
174,0.0590086,0,0,0,0,0.040849,0,0,0,0,0,0,0.0117206,0.0611717,0.0275105,0.00763076,0,0,0.0067791,0,0.0311347,0.0101811,0.0463021,0.0352651,0.0232762,0.0210804,0.0467236,0.0410755,0.0159628,0.0165517,0.0167998,0.0170771,0.024975,0.0235599,0.0242354,0.0115472,0.0143051,0.0122608,0.0468969,0.0176307,0.0337619,0.0287347,0.0110314,0.0237259,0.0550193,0,0,0.0137537,0,0.0359623,0.00375983,0.053254,0.0158929,0.0131292,0.0120516,0.0523236,0.0451843,0.0151188,0.026231,0.0149803,0.0123112,0.00210916,0.0126451,0.0206329,0.0444747,0.0277948,0.00175227,0.00741214,0.0366969,0.0457273,0,0,0,0,0,0.0152605
175,0.0593432,0,0,0,0,0.0410214,0,0,0,0,0,0,0.0118676,0.0612721,0.027731,0.0075335,0,0,0.00689211,0,0.0311141,0.0106931,0.0464328,0.0352938,0.0232174,0.0212779,0.0467319,0.0418159,0.0159977,0.0165743,0.016917,0.0173374,0.0252036,0.0237666,0.0244291,0.0116403,0.0144086,0.0126616,0.0469688,0.0178139,0.0339183,0.0288053,0.0115925,0.0236431,0.0551399,0,0,0.013591,0,0.0360387,0.00355588,0.0532126,0.0161799,0.0134281,0.0122749,0.0525216,0.0450151,0.0151012,0.0260915,0.0152893,0.0123696,0.00179946,0.0128579,0.0206753,0.0446451,0.02757,0.00171938,0.00742165,0.0368028,0.0459194,0,0,0,0,0,0.0153049
176,0.0597053,0,0,0,0,0.0411705,0,0,0,0,0,0,0.0121926,0.0613891,0.0278559,0.00745352,0,0,0.00715026,0,0.0310891,0.0112616,0.0465387,0.0353591,0.0232261,0.0213265,0.0467028,0.0424287,0.0160443,0.0165135,0.0170329,0.0175691,0.0254076,0.0239607,0.0245958,0.0117528,0.0145771,0.0130623,0.047037,0.0180203,0.0342874,0.0288941,0.0117295,0.0235596,0.0553974,0,0,0.0134116,0,0.0361518,0.00329067,0.0530628,0.0165915,0.013696,0.0125722,0.0526574,0.0448829,0.0152355,0.0259471,0.0158134,0.0126011,0.00159001,0.0131071,0.0209497,0.0450472,0.0273062,0.0016386,0.00754638,0.0368732,0.0461945,0,0,0,0,0,0.0154224
177,0.0601369,0,0,0,0,0.0412614,0,0,0,0,0,0,0.0125344,0.061519,0.0281017,0.00741847,0,0,0.00753817,0,0.0310279,0.0117472,0.0465936,0.0354517,0.0232814,0.0212684,0.0467282,0.0428716,0.0161108,0.0164816,0.0170936,0.0176905,0.0255603,0.0240561,0.0247551,0.0119097,0.0147615,0.0134185,0.0471335,0.018213,0.0347513,0.0289677,0.010758,0.0235654,0.0557087,0,0,0.0132641,0,0.0362626,0.00298244,0.0529497,0.0166934,0.0138268,0.0125067,0.0527495,0.0448284,0.0154033,0.02564,0.0159877,0.013087,0.00186362,0.0133077,0.0219413,0.0456241,0.0271841,0.00160283,0.00778579,0.036869,0.0465657,0,0,0,0,0,0.0155164
178,0.060698,0,0,0,0,0.0412287,0,0,0,0,0,0,0.0125117,0.0616298,0.0281636,0.0075895,0,0,0.00814771,0,0.0309667,0.0122313,0.0466688,0.0353713,0.0234841,0.0212626,0.0467508,0.0430981,0.0161504,0.016388,0.0170843,0.0177004,0.0255734,0.0240338,0.0248273,0.0119969,0.0148436,0.0136075,0.0472682,0.0184183,0.0354159,0.0290255,0.00950038,0.0236144,0.0561537,0,0,0.0132141,0,0.0364016,0.00275938,0.0529473,0.0165445,0.0138279,0.0119285,0.0528782,0.0448108,0.0155188,0.025029,0.0159283,0.0136023,0.00265581,0.0133285,0.0235717,0.0469032,0.0270989,0.00168948,0.00799365,0.0367579,0.0470488,0,0,0,0,0,0.0154767
179,0.0611957,0,0,0,0,0.0411883,0,0,0,0,0,0,0.0123953,0.0617776,0.0280228,0.00790248,0,0,0.00874285,0,0.0308689,0.0127299,0.0468701,0.0353344,0.023642,0.0212683,0.046852,0.0431018,0.0162043,0.0163308,0.0170741,0.0177119,0.0255751,0.0240908,0.0248669,0.0120361,0.0147904,0.0138014,0.0474745,0.0185168,0.0365437,0.0291177,0.0094045,0.0236218,0.0565245,0,0,0.0133066,0,0.0365288,0.00269275,0.052852,0.0160983,0.0137978,0.0113078,0.0530444,0.0448521,0.0154607,0.0243763,0.0158076,0.0134461,0.00309003,0.0130486,0.0240747,0.0488135,0.0271176,0.00191648,0.00804979,0.0366827,0.0474332,0,0,0,0,0,0.0152817
180,0.0615647,0,0,0,0,0.0411458,0,0,0,0,0,0,0.0122303,0.0619322,0.028037,0.00830921,0,0,0.00925148,0,0.0307441,0.0131784,0.0470838,0.035295,0.0236273,0.021243,0.0469544,0.0430157,0.0162728,0.0163673,0.0170975,0.0177832,0.0256489,0.024161,0.0248964,0.0121485,0.0143839,0.0139134,0.0477281,0.0185493,0.0376942,0.0292075,0.010008,0.0235974,0.0567496,0,0,0.0134597,0,0.0366461,0.00267228,0.0525327,0.0154355,0.0138887,0.0111204,0.0531632,0.0449206,0.015203,0.0239657,0.0156323,0.0128727,0.00282765,0.0126766,0.0227953,0.04962,0.0272052,0.00220329,0.00804564,0.0366122,0.0477473,0,0,0,0,0,0.0150527
181,0.061684,0,0,0,0,0.0411452,0,0,0,0,0,0,0.0119676,0.0620876,0.0282454,0.00822874,0,0,0.00967844,0,0.0305965,0.0135426,0.0471944,0.0352586,0.0235203,0.0212304,0.0471044,0.0430517,0.0162988,0.0164625,0.0171327,0.0178657,0.0257781,0.0241996,0.0249665,0.012315,0.0136549,0.0139368,0.0479138,0.0186,0.0380824,0.0292789,0.0109213,0.0236127,0.0568223,0,0,0.0135625,0,0.0367453,0.00262751,0.0521377,0.0150865,0.0140725,0.0116122,0.0532474,0.0449634,0.0148569,0.0240518,0.0153283,0.0124928,0.00223394,0.0126208,0.0213868,0.0486973,0.0273516,0.0024639,0.00808897,0.0366277,0.0479126,0,0,0,0,0,0.0148269
182,0.0615685,0,0,0,0,0.0412014,0,0,0,0,0,0,0.0116189,0.0622936,0.0283187,0.0082184,0,0,0.0100029,0,0.0303898,0.0137436,0.0472207,0.0351761,0.0233904,0.0213058,0.0473043,0.0434617,0.0162848,0.0164737,0.0171568,0.0178879,0.0258904,0.0242532,0.0250814,0.0124946,0.0128438,0.0138237,0.0480466,0.0186239,0.0376521,0.0293433,0.0118743,0.0236608,0.0567808,0,0,0.0135788,0,0.0368532,0.00256679,0.051797,0.0155357,0.0142517,0.0123801,0.0533673,0.0449436,0.0145112,0.0246558,0.015016,0.0126927,0.00162793,0.013091,0.0211619,0.0476142,0.0275118,0.00271067,0.00818974,0.0367452,0.0478907,0,0,0,0,0,0.0146249
183,0.0616095,0,0,0,0,0.0412742,0,0,0,0,0,0,0.0113063,0.0624398,0.0281811,0.00843851,0,0,0.0106874,0,0.0303387,0.0142126,0.0472689,0.0350737,0.023256,0.0214091,0.047551,0.0441712,0.0163845,0.016353,0.0172137,0.017898,0.0259706,0.0243566,0.0252176,0.0126489,0.01221,0.0140549,0.0481765,0.0188616,0.0374344,0.0294114,0.0127429,0.0237313,0.0568416,0,0,0.0135623,0,0.036988,0.00253669,0.0514727,0.0166138,0.0143463,0.0126394,0.053513,0.044912,0.0142419,0.0255492,0.0148647,0.0134678,0.00111996,0.0139902,0.0220426,0.047375,0.0276508,0.00294606,0.00831285,0.0368129,0.0479419,0,0,0,0,0,0.0145079
184,0.0619037,0,0,0,0,0.0413345,0,0,0,0,0,0,0.0111251,0.0624947,0.0280513,0.00885055,0,0,0.0118016,0,0.0304277,0.0149721,0.0473466,0.0349779,0.0231028,0.0214624,0.0477324,0.0449415,0.0165929,0.0162139,0.0172936,0.0178798,0.0260081,0.0244594,0.0253225,0.0127443,0.0116032,0.0148066,0.0483683,0.0192735,0.0381726,0.0295219,0.0137763,0.0237843,0.0570444,0,0,0.0135526,0,0.0371456,0.00257281,0.0510973,0.0181982,0.0144485,0.0124034,0.0536904,0.0448867,0.0139147,0.0266036,0.0148014,0.0144548,0.00100665,0.015096,0.0233563,0.0477716,0.02776,0.00323019,0.00839274,0.0367696,0.0481102,0,0,0,0,0,0.0144019
185,0.0624154,0,0,0,0,0.0412601,0,0,0,0,0,0,0.0109163,0.0625515,0.0279784,0.00894922,0,0,0.0131836,0,0.0303366,0.0158289,0.0474896,0.0347922,0.0228987,0.0214893,0.0478333,0.0457041,0.0168065,0.016246,0.0174797,0.0178716,0.0260222,0.0245505,0.0253835,0.0127774,0.0109951,0.0157962,0.0485608,0.0197222,0.0390602,0.0296423,0.0148752,0.0238012,0.0573274,0,0,0.0135671,0,0.0372833,0.00267257,0.0507439,0.0199165,0.0145866,0.0119943,0.0538696,0.0448014,0.013549,0.0275918,0.014733,0.0153342,0.0013664,0.0160919,0.0245031,0.0484929,0.0277846,0.00356875,0.00845491,0.0366217,0.0484259,0,0,0,0,0,0.0145377
186,0.062833,0,0,0,0,0.0412246,0,0,0,0,0,0,0.010693,0.0626516,0.0279122,0.0088739,0,0,0.0143815,0,0.0301872,0.016526,0.0477664,0.0343502,0.0226886,0.0216189,0.0478948,0.0463587,0.017045,0.0165353,0.0177089,0.0178905,0.0260203,0.0245937,0.0254557,0.0127834,0.010298,0.0167458,0.0487128,0.0200536,0.0393558,0.0297363,0.0157446,0.0237211,0.0574972,0,0,0.0135449,0,0.0374163,0.00282901,0.0504023,0.0212629,0.0146875,0.0116074,0.0540232,0.0447212,0.0132674,0.0283214,0.0146164,0.0159364,0.00177302,0.0167728,0.0251372,0.0488213,0.0277202,0.00387776,0.00856274,0.0365826,0.0487013,0,0,0,0,0,0.0146307
187,0.0631561,0,0,0,0,0.0412194,0,0,0,0,0,0,0.0104445,0.0627555,0.0278018,0.00903248,0,0,0.0155032,0,0.0300967,0.0172167,0.0481739,0.0338917,0.0225373,0.0216665,0.0479629,0.0469881,0.0173667,0.01686,0.0179716,0.0179211,0.0259612,0.0246021,0.025482,0.0127945,0.00961462,0.0175619,0.0488125,0.0203875,0.0392054,0.0297993,0.0162314,0.0235752,0.0576327,0,0,0.0135106,0,0.0375301,0.0030222,0.0500555,0.0218124,0.0146894,0.0113176,0.0541169,0.0446615,0.0130513,0.0285842,0.0143855,0.0161159,0.00205505,0.0170507,0.025215,0.0483733,0.0276337,0.0041827,0.00868597,0.0365906,0.0490151,0,0,0,0,0,0.0145539
188,0.0633588,0,0,0,0,0.0412416,0,0,0,0,0,0,0.0103461,0.0628126,0.0276107,0.00914497,0,0,0.0165053,0,0.0300352,0.0178102,0.048602,0.0334346,0.0223943,0.0217763,0.0479507,0.0474332,0.0176316,0.0169587,0.0182153,0.0179339,0.0257748,0.0244532,0.0253722,0.0127551,0.00897967,0.0180647,0.0488521,0.0207045,0.0390416,0.029841,0.0162506,0.0233708,0.0577319,0,0,0.0135133,0,0.0376116,0.00324104,0.04974,0.0213997,0.0146959,0.0111967,0.0540696,0.04462,0.012798,0.0284136,0.014084,0.015859,0.00215943,0.0169043,0.024699,0.04774,0.0275588,0.00448734,0.00878809,0.0366093,0.0493152,0,0,0,0,0,0.0143223
189,0.0634183,0,0,0,0,0.0412352,0,0,0,0,0,0,0.0103453,0.0627843,0.0272866,0.00916303,0,0,0.0173846,0,0.0299827,0.0182896,0.048895,0.0328606,0.0222361,0.0219915,0.0478867,0.0476995,0.017808,0.0171988,0.0184404,0.0178994,0.0254888,0.0241956,0.0251374,0.0126189,0.00832705,0.0184004,0.0488274,0.0209904,0.0390211,0.0298994,0.0160473,0.0232482,0.0576893,0,0,0.0135403,0,0.0377042,0.00345864,0.0494981,0.0204536,0.0147763,0.01132,0.053845,0.0445498,0.0126053,0.0280604,0.0138708,0.0154411,0.00225331,0.0165518,0.0238947,0.0469468,0.0275564,0.00477141,0.00889426,0.0366282,0.0494852,0,0,0,0,0,0.0140209
190,0.0633965,0,0,0,0,0.0411412,0,0,0,0,0,0,0.0104752,0.0627294,0.026948,0.00924917,0,0,0.0181962,0,0.0299333,0.0187625,0.0490774,0.0322308,0.0220762,0.021963,0.0478264,0.0478274,0.0180361,0.0173468,0.0187246,0.0177732,0.0251085,0.023853,0.0248516,0.0124337,0.00778698,0.0186704,0.0487908,0.0212106,0.0391725,0.0299725,0.0157711,0.0231894,0.0575832,0,0,0.0135738,0,0.0378052,0.00364513,0.0493751,0.0193859,0.0148604,0.011686,0.0535288,0.0444791,0.0125005,0.0277144,0.0137903,0.0151248,0.0023422,0.0162082,0.0231688,0.0460721,0.0275681,0.00502426,0.00897366,0.0366031,0.049551,0,0,0,0,0,0.0138226
191,0.0633247,0,0,0,0,0.0410213,0,0,0,0,0,0,0.0107236,0.0626967,0.0265681,0.00937106,0,0,0.0189716,0,0.0298673,0.0191032,0.0491388,0.0315402,0.0219066,0.0219994,0.047788,0.0479469,0.0182942,0.0173787,0.0190221,0.0175131,0.0246169,0.0234326,0.0245044,0.0121899,0.007429,0.0189272,0.0487802,0.021355,0.0389867,0.0300489,0.0154249,0.0231722,0.0574802,0,0,0.0136075,0,0.0378919,0.00384132,0.0493095,0.0183903,0.0149439,0.0120444,0.0532252,0.0444704,0.0123766,0.0275307,0.0137701,0.0148915,0.00231009,0.0159203,0.022755,0.0452789,0.0275278,0.00523613,0.0090184,0.0364468,0.0495578,0,0,0,0,0,0.0136818
192,0.0632595,0,0,0,0,0.040949,0,0,0,0,0,0,0.011092,0.0626709,0.0261636,0.00955328,0,0,0.0197002,0,0.0297522,0.0193967,0.0492002,0.0308004,0.0216961,0.0222523,0.0477427,0.0480858,0.0185695,0.0175512,0.0193235,0.0171507,0.0239985,0.0228907,0.0240595,0.0118722,0.00745427,0.0191828,0.0487936,0.0214482,0.0385106,0.0301222,0.0151564,0.0231632,0.057408,0,0,0.0136221,0,0.03797,0.00406222,0.0492378,0.0176676,0.0150364,0.0121815,0.0529578,0.0445188,0.0121899,0.0275598,0.0137331,0.0148153,0.00228045,0.0157944,0.0226547,0.0444282,0.02748,0.00547066,0.0090818,0.0362352,0.0495352,0,0,0,0,0,0.0135436
193,0.0632206,0,0,0,0,0.0408091,0,0,0,0,0,0,0.0117188,0.0626494,0.0258338,0.00973155,0,0,0.0203241,0,0.0295853,0.0195915,0.0493204,0.0300302,0.0214214,0.0226341,0.0477369,0.048175,0.0189494,0.0179482,0.0197095,0.0167167,0.0232575,0.0222624,0.0234796,0.0114781,0.00807009,0.019467,0.048835,0.0214926,0.0379771,0.0301693,0.0148279,0.0231271,0.0573725,0,0,0.013594,0,0.0380274,0.00419857,0.0491519,0.0170532,0.0150978,0.0121198,0.0527865,0.0446124,0.0120242,0.0277409,0.0136735,0.014777,0.00224131,0.0156872,0.0225168,0.0436288,0.0274174,0.00572259,0.00917974,0.0360261,0.0495264,0,0,0,0,0,0.013406
194,0.0631829,0,0,0,0,0.0406548,0,0,0,0,0,0,0.0128072,0.0625894,0.0255538,0.00994624,0,0,0.0208428,0,0.0294101,0.0197468,0.0495236,0.0291046,0.021151,0.0230234,0.04781,0.0483367,0.0194171,0.0183631,0.020158,0.0162086,0.0224316,0.0215259,0.0227954,0.0110202,0.00937151,0.0197896,0.0488493,0.0215831,0.0374271,0.0302057,0.0145279,0.0231289,0.0573857,0,0,0.0135447,0,0.038062,0.00430887,0.0490443,0.016428,0.0151316,0.0120774,0.0526843,0.0447303,0.011834,0.0279378,0.0135865,0.0146158,0.00230323,0.0155045,0.0221353,0.0428137,0.0273533,0.00600151,0.00923074,0.0358554,0.0495914,0,0,0,0,0,0.0132432
195,0.0631028,0,0,0,0,0.040532,0,0,0,0,0,0,0.0144142,0.0624824,0.0251759,0.0102507,0,0,0.0212961,0,0.0292878,0.0197962,0.0497469,0.0283001,0.0208952,0.0234124,0.0479304,0.0485893,0.0198637,0.0188035,0.0206991,0.0156661,0.0214613,0.0206709,0.0220213,0.0104986,0.0114879,0.0201067,0.0487832,0.0217633,0.0371002,0.0302689,0.0142645,0.023206,0.0573581,0,0,0.0135019,0,0.0381303,0.00441246,0.0489393,0.0155761,0.0152438,0.0120405,0.0525689,0.0448471,0.0116068,0.0280856,0.0134827,0.0142802,0.00250727,0.0151346,0.0213768,0.0421016,0.0273155,0.00627164,0.0092952,0.0357135,0.0496503,0,0,0,0,0,0.0130674
196,0.0630076,0,0,0,0,0.0404356,0,0,0,0,0,0,0.0164312,0.0623532,0.0248886,0.0106322,0,0,0.021745,0,0.0292167,0.0198237,0.0500201,0.0275435,0.0206805,0.0238916,0.0480983,0.0488295,0.0203078,0.0192039,0.0212917,0.0151306,0.020289,0.0196982,0.021128,0.00996209,0.0143215,0.0204313,0.0486672,0.0219664,0.0368906,0.0303498,0.0141397,0.0233307,0.0572558,0,0,0.0134562,0,0.0382261,0.00444483,0.0488807,0.0146806,0.0153813,0.0120261,0.052383,0.0449567,0.0114159,0.0281757,0.0134143,0.0139367,0.00271866,0.0147438,0.0204616,0.0413248,0.0272963,0.00649824,0.00935024,0.0355939,0.0496876,0,0,0,0,0,0.0128691
197,0.062862,0,0,0,0,0.040333,0,0,0,0,0,0,0.0188816,0.0622717,0.0248147,0.0110189,0,0,0.0221694,0,0.0291598,0.0197708,0.0503471,0.0266863,0.0204896,0.0245885,0.0483014,0.049029,0.0208031,0.0196236,0.0219874,0.0145994,0.0189607,0.0185844,0.0201364,0.00949642,0.0179003,0.0207531,0.0485982,0.0220889,0.0368227,0.0303827,0.0138414,0.0234138,0.0570677,0,0,0.0133513,0,0.0382505,0.00444333,0.0488969,0.0135427,0.0154909,0.0119988,0.0521523,0.0449835,0.0112323,0.0282678,0.0132827,0.0134777,0.00294554,0.0141759,0.0193079,0.0407141,0.0272257,0.00668556,0.00933788,0.0354924,0.049639,0,0,0,0,0,0.0127209
198,0.0627363,0,0,0,0,0.0402294,0,0,0,0,0,0,0.0224092,0.0621955,0.0249081,0.0113875,0,0,0.0225363,0,0.0290666,0.0197283,0.0506608,0.0258979,0.0203356,0.0254039,0.0485169,0.0492346,0.0213233,0.0201548,0.0226988,0.0140743,0.0175475,0.0173892,0.01904,0.00921774,0.0223452,0.0210563,0.0485533,0.0221851,0.0365821,0.0304044,0.0138125,0.0235037,0.0568784,0,0,0.0132411,0,0.0382562,0.00448271,0.049027,0.0128311,0.0155671,0.0119609,0.0519047,0.044947,0.0110276,0.0283122,0.0131508,0.0132263,0.00295778,0.0138306,0.0184359,0.0399083,0.0271634,0.00686471,0.00928103,0.0354055,0.049536,0,0,0,0,0,0.012535
199,0.0626561,0,0,0,0,0.0401229,0,0,0,0,0,0,0.0267687,0.0621183,0.0254439,0.0118889,0,0,0.0228833,0,0.0289498,0.0197743,0.0509945,0.0253753,0.0202494,0.0260371,0.0487669,0.0494363,0.0218694,0.0207983,0.0233589,0.0136501,0.0160618,0.0162467,0.0178413,0.00923535,0.0275314,0.0213069,0.0485328,0.0222517,0.0363829,0.0304396,0.0136326,0.0236341,0.0567256,0,0,0.0131711,0,0.038267,0.00455933,0.0491512,0.0122017,0.0156175,0.0119093,0.051662,0.0448711,0.0108269,0.0283976,0.0129334,0.0129042,0.00292971,0.0134338,0.0176106,0.0394089,0.0271076,0.00704643,0.00923365,0.0353308,0.0494394,0,0,0,0,0,0.0122254
200,0.0626753,0,0,0,0,0.0400319,0,0,0,0,0,0,0.0313213,0.0620247,0.0264441,0.0125182,0,0,0.023259,0,0.0288487,0.0198839,0.0513364,0.0251834,0.0203325,0.0265622,0.0490772,0.0496524,0.0224031,0.0213786,0.0239529,0.0133476,0.0144551,0.0152007,0.016588,0.00959099,0.0331721,0.0215411,0.0485035,0.0221736,0.0361696,0.0304775,0.0135764,0.0237889,0.0566281,0,0,0.0131301,0,0.0382726,0.00463893,0.0492442,0.0120071,0.0156204,0.0117893,0.051498,0.0447971,0.0106582,0.0285182,0.0126792,0.0126815,0.00283154,0.013224,0.0171327,0.0390614,0.0270422,0.00726734,0.00926177,0.0352892,0.0494034,0,0,0,0,0,0.0116596
201,0.0628133,0,0,0,0,0.0399218,0,0,0,0,0,0,0.0363795,0.0619603,0.0276382,0.0130144,0,0,0.0236379,0,0.0287667,0.0200143,0.0516787,0.0254148,0.0204335,0.0271398,0.0493625,0.0498842,0.0229219,0.0219387,0.0245474,0.013096,0.0128372,0.0142641,0.0153695,0.0102557,0.0391263,0.0218708,0.0484901,0.0217421,0.0358895,0.0304996,0.0136216,0.0239711,0.0566246,0,0,0.0130448,0,0.0382728,0.00464492,0.0493391,0.0121192,0.015606,0.0116748,0.0513727,0.0447107,0.0104598,0.0287202,0.0124444,0.012617,0.00270281,0.0131669,0.0169638,0.038746,0.0269607,0.00746806,0.00928984,0.0352211,0.0494888,0,0,0,0,0,0.0112808
202,0.06301,0,0,0,0,0.0398072,0,0,0,0,0,0,0.041329,0.0619207,0.0289347,0.013434,0,0,0.0240044,0,0.028655,0.0200671,0.0520688,0.0260305,0.0205735,0.0276781,0.0496584,0.0500829,0.0234384,0.0224559,0.025152,0.0129199,0.0112216,0.013501,0.0141167,0.0111663,0.0451176,0.0222359,0.0485126,0.0212906,0.03571,0.0305394,0.0134842,0.0242548,0.056698,0,0,0.0129572,0,0.0383058,0.00464518,0.0494152,0.01206,0.0156486,0.0115622,0.0512659,0.0446677,0.0102388,0.0289825,0.0121384,0.0125215,0.00264231,0.0130187,0.0167178,0.0385516,0.0268922,0.00760446,0.00927604,0.0351406,0.0497039,0,0,0,0,0,0.0111583
203,0.0632365,0,0,0,0,0.039716,0,0,0,0,0,0,0.0461741,0.0619136,0.0302846,0.0139478,0,0,0.0243644,0,0.0285211,0.0200123,0.0525036,0.0267133,0.0207432,0.0284296,0.0500144,0.0501588,0.023976,0.0228723,0.0257005,0.0128171,0.00965984,0.0129295,0.012895,0.0122444,0.0512177,0.0226438,0.0485955,0.0209328,0.0355592,0.0305904,0.0134442,0.0242779,0.0567791,0,0,0.0128995,0,0.0383444,0.0046605,0.0494902,0.0120551,0.0157591,0.0114401,0.0512206,0.0446812,0.0100423,0.0292403,0.0117682,0.0124411,0.00260176,0.0129509,0.0165433,0.0383436,0.02689,0.00770555,0.00923776,0.0350349,0.0499527,0,0,0,0,0,0.0111784
204,0.0634601,0,0,0,0,0.0396208,0,0,0,0,0,0,0.0505944,0.061887,0.031464,0.0145517,0,0,0.0246815,0,0.0283835,0.0198461,0.0529082,0.0273769,0.0209337,0.0294693,0.0504494,0.0501903,0.0245332,0.0233865,0.0261931,0.0127812,0.0083122,0.0125923,0.011718,0.0134059,0.0577166,0.0230769,0.0486485,0.02062,0.0354766,0.030622,0.013471,0.0238494,0.0568959,0,0,0.0128674,0,0.0383557,0.00463641,0.0495952,0.0120709,0.0159112,0.0113253,0.0511783,0.0447308,0.00988957,0.0294723,0.0115203,0.0123128,0.00255127,0.0128986,0.0163863,0.0381324,0.0269553,0.00784514,0.00924629,0.0349148,0.0501553,0,0,0,0,0,0.0110422
205,0.0635726,0,0,0,0,0.0395279,0,0,0,0,0,0,0.0547272,0.0618249,0.0323534,0.0150015,0,0,0.0247835,0,0.0282918,0.019634,0.0530964,0.0279409,0.0212122,0.029382,0.0510049,0.0501702,0.0251017,0.0239777,0.0266483,0.0127862,0.00734934,0.0125431,0.0106131,0.0145633,0.0646136,0.0233491,0.0486354,0.0203603,0.0354854,0.0306399,0.0132821,0.0237809,0.0569645,0,0,0.0128618,0,0.0383471,0.00472613,0.0497763,0.0118153,0.0160293,0.0112376,0.0511097,0.0448161,0.00974294,0.0296714,0.0116375,0.0121226,0.00252745,0.0126516,0.0159952,0.0380752,0.0270154,0.00796647,0.00929609,0.0348029,0.0502491,0,0,0,0,0,0.0107873
206,0.0636431,0,0,0,0,0.0394246,0,0,0,0,0,0,0.0589646,0.0617232,0.0330264,0.015333,0,0,0.0247352,0,0.0282282,0.0193922,0.0529923,0.0287161,0.0215437,0.0290381,0.0516176,0.0500712,0.0255211,0.0245636,0.026961,0.0127378,0.00689948,0.0128297,0.00971638,0.0156864,0.070965,0.0235142,0.0485575,0.0201361,0.0353691,0.0306537,0.0131626,0.0241815,0.057019,0,0,0.0128872,0,0.0383474,0.00486521,0.0500051,0.0116691,0.0161093,0.01123,0.0510272,0.0448869,0.00964452,0.0298091,0.0117858,0.0121294,0.00244396,0.0124895,0.0156907,0.0378431,0.0270637,0.0081216,0.00932345,0.0346889,0.0503509,0,0,0,0,0,0.0104939
