Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,RTHII
203,0.0160011,0,0,0,0,0.00921521,0,0,0,0,0,0,0.0074216,0.0566116,0.0119332,0.00422091,0,0,0.00530956,0,0.0277542,0.00352317,0.0443049,0.00938567,0.0129412,0.0129818,0.0152326,0.065937,0.00994214,0.0107237,0.00949531,0.0140697,0.0110265,0.0101031,0.0127209,0.00765812,0.00618584,0.0257164,0.0428424,0.000922044,0.00668741,0.0337477,0.0021176,0.0106489,0.0237389,0,0,0.0233348,0,0.0320783,0.00896204,0.0502066,0.00629478,0.00582538,0.00917775,0.0229849,0.0283376,0.0107274,0.0272868,0.00745174,0.00754862,0.0141167,0.00483127,0.00842504,0.0129245,0.0223,0.0136581,0.00771145,0.00894868,0.0272661,0,0,0,0,0,0.0138414
204,0.0161838,0,0,0,0,0.00892624,0,0,0,0,0,0,0.00766281,0.0564968,0.0120832,0.00406279,0,0,0.00522926,0,0.0275768,0.00342704,0.0443231,0.00930888,0.0128767,0.0133533,0.0154103,0.0656672,0.00978151,0.0105495,0.00946154,0.0142492,0.0112703,0.010385,0.0129413,0.00746966,0.00664516,0.025543,0.0427283,0.000877754,0.00631504,0.0337685,0.00244454,0.0106478,0.0237614,0,0,0.0231119,0,0.0320696,0.00890481,0.0503649,0.00638714,0.00564821,0.0097076,0.0233152,0.0287779,0.0108277,0.0270518,0.00760898,0.00779897,0.0145712,0.00484119,0.00849638,0.0121553,0.0220999,0.0135801,0.00764148,0.00855618,0.0272882,0,0,0,0,0,0.0140358
205,0.0163781,0,0,0,0,0.00862525,0,0,0,0,0,0,0.00799869,0.0564164,0.0122336,0.00392737,0,0,0.00513351,0,0.0273999,0.00334382,0.0443898,0.00924503,0.012889,0.0131307,0.0154757,0.0655103,0.00968854,0.0104137,0.00948476,0.0143831,0.01152,0.0106408,0.0131629,0.00727905,0.00731237,0.0253545,0.0426698,0.000933276,0.00600981,0.0337755,0.00261729,0.0106417,0.023813,0,0,0.0229198,0,0.0320364,0.00891164,0.050408,0.00648163,0.00542549,0.0100619,0.0235557,0.0293046,0.0109071,0.0268203,0.00755023,0.00799169,0.0146861,0.00487286,0.00865837,0.0118355,0.0218564,0.0135075,0.0075298,0.00814906,0.0273359,0,0,0,0,0,0.0140936
206,0.0164996,0,0,0,0,0.00835231,0,0,0,0,0,0,0.00848381,0.0563209,0.0123534,0.00394038,0,0,0.00519272,0,0.0273168,0.00340242,0.0445015,0.00915317,0.0131007,0.0129458,0.0155411,0.0652675,0.00959059,0.0102888,0.00947354,0.0145659,0.011719,0.0108674,0.0133408,0.00714353,0.00819388,0.0251641,0.0426196,0.000907893,0.00588778,0.0337875,0.00260369,0.0107108,0.0238482,0,0,0.0227547,0,0.0320229,0.008981,0.050332,0.00663721,0.00519614,0.0102007,0.0237396,0.029798,0.0109224,0.0266195,0.00737496,0.00803789,0.0145251,0.00488621,0.0088127,0.0119651,0.0216313,0.0135375,0.00736957,0.00781962,0.0273348,0,0,0,0,0,0.0139935
207,0.0165648,0,0,0,0,0.00806584,0,0,0,0,0,0,0.0090013,0.0562511,0.0124575,0.00397511,0,0,0.00532173,0,0.0272219,0.00358936,0.0446907,0.00906948,0.0132646,0.0129077,0.015561,0.0649631,0.00959661,0.0101628,0.00944715,0.0147123,0.0118908,0.0110727,0.0134455,0.00702523,0.00910891,0.024984,0.0426045,0.000981553,0.00575391,0.0337939,0.00250257,0.0108125,0.0238597,0,0,0.022669,0,0.0320085,0.00905242,0.0502228,0.00672889,0.00495756,0.010123,0.0238156,0.0302481,0.0108523,0.0264655,0.00719324,0.00795875,0.0141021,0.00485671,0.00892016,0.0122876,0.0214627,0.0132858,0.00719759,0.00754724,0.0273274,0,0,0,0,0,0.0137229
208,0.0166264,0,0,0,0,0.00784807,0,0,0,0,0,0,0.00953722,0.0562969,0.0126025,0.00404726,0,0,0.00535629,0,0.0269351,0.00369706,0.0449484,0.00898369,0.0133845,0.0128507,0.0155131,0.0648326,0.00965309,0.010025,0.00942938,0.0148323,0.0120392,0.0112907,0.0135842,0.00693101,0.00998711,0.0247195,0.0426428,0.00135936,0.00588219,0.0338244,0.00246614,0.0109334,0.0239099,0,0,0.0227011,0,0.0320169,0.00917893,0.0501076,0.00663173,0.00473005,0.00980716,0.0238425,0.0307138,0.0107345,0.0264032,0.00692818,0.00776207,0.0133989,0.00481089,0.00897327,0.0127184,0.0213522,0.0130696,0.00701772,0.00733166,0.0273848,0,0,0,0,0,0.0132476
209,0.0167097,0,0,0,0,0.0077417,0,0,0,0,0,0,0.0100496,0.0564488,0.0127278,0.00411381,0,0,0.00534501,0,0.0264751,0.00374215,0.0452335,0.00884206,0.0135669,0.0127748,0.0154204,0.0650842,0.00958064,0.00990135,0.00945333,0.0149498,0.0122024,0.0114755,0.0137713,0.00686203,0.0108342,0.0244663,0.0426608,0.00194251,0.00646859,0.0339084,0.002664,0.0110254,0.0240404,0,0,0.0227728,0,0.0320767,0.0094148,0.0500063,0.00626648,0.00455121,0.00929159,0.0238132,0.0312506,0.0106025,0.0264522,0.00654644,0.00754986,0.0124476,0.0048357,0.00902988,0.0132631,0.0213046,0.0129656,0.00681661,0.00716451,0.0275014,0,0,0,0,0,0.0126087
210,0.0166628,0,0,0,0,0.00764683,0,0,0,0,0,0,0.0104629,0.0563938,0.012869,0.00412897,0,0,0.00545627,0,0.0263033,0.00392008,0.0454447,0.00869505,0.0136403,0.0127175,0.0152527,0.0652952,0.00950244,0.00981002,0.00945334,0.0150065,0.0123575,0.0116211,0.0138677,0.00673941,0.0115181,0.0243633,0.042671,0.00210503,0.00736266,0.0339981,0.00312632,0.0111209,0.0240491,0,0,0.0228889,0,0.0321842,0.00970271,0.0498967,0.00568003,0.00437665,0.00854692,0.023672,0.0317218,0.0105046,0.0265613,0.0060828,0.00739107,0.0113269,0.00505484,0.0091403,0.0138731,0.0212967,0.0129794,0.00659946,0.00711144,0.0274998,0,0,0,0,0,0.0118356
211,0.0164882,0,0,0,0,0.00761544,0,0,0,0,0,0,0.0108696,0.0561591,0.0131002,0.00411887,0,0,0.00562202,0,0.0264401,0.00410342,0.0456253,0.00877101,0.0137423,0.012764,0.0150435,0.0655123,0.00944051,0.00967477,0.00943594,0.0149806,0.0124874,0.0117858,0.0139576,0.00657525,0.0121552,0.0244836,0.0426753,0.002005,0.00845698,0.0340767,0.00379815,0.0113833,0.0239464,0,0,0.0230265,0,0.0322899,0.00999739,0.0497225,0.00545755,0.00423487,0.00758098,0.0235016,0.0320743,0.010355,0.0267317,0.00564599,0.00739025,0.0101429,0.00545796,0.00935749,0.0150086,0.0212918,0.0130423,0.00637767,0.00712528,0.0274065,0,0,0,0,0,0.0109618
212,0.016343,0,0,0,0,0.00770909,0,0,0,0,0,0,0.0110935,0.055993,0.0133011,0.00409175,0,0,0.0056923,0,0.0264401,0.00425111,0.0457947,0.00884477,0.0139203,0.0130245,0.0148024,0.0658925,0.00940143,0.00966482,0.0094649,0.0148862,0.0125712,0.0118809,0.014007,0.00648533,0.0127104,0.0246621,0.0426141,0.00217455,0.0098262,0.0341691,0.00414145,0.011734,0.0239303,0,0,0.023162,0,0.0324137,0.0102182,0.0495532,0.00586327,0.00414691,0.0067813,0.0233905,0.0324868,0.0101778,0.0269506,0.00537717,0.00781108,0.00916306,0.0060265,0.0100245,0.016804,0.021388,0.0128649,0.00612784,0.00716747,0.0274298,0,0,0,0,0,0.010208
213,0.0162051,0,0,0,0,0.0079654,0,0,0,0,0,0,0.0111547,0.0558678,0.013188,0.00405438,0,0,0.0057204,0,0.0263196,0.00447918,0.0459461,0.00887134,0.0141165,0.0129414,0.0145693,0.0664088,0.00941975,0.00980518,0.00954775,0.0146581,0.0126035,0.0119494,0.0140857,0.00641432,0.0131107,0.0247755,0.0424827,0.00246103,0.0116835,0.0342742,0.00353489,0.0118673,0.0239965,0,0,0.0233041,0,0.0325685,0.0104205,0.04946,0.00660524,0.00405061,0.0066912,0.0233762,0.0328366,0.00992284,0.0270975,0.00524009,0.00892272,0.00887582,0.00672758,0.011718,0.0192541,0.0215282,0.012761,0.00590536,0.00737278,0.0274643,0,0,0,0,0,0.00962592
214,0.016037,0,0,0,0,0.00817804,0,0,0,0,0,0,0.0109162,0.0557402,0.0131122,0.00438793,0,0,0.0057107,0,0.0261733,0.00467922,0.0460894,0.00887008,0.0143638,0.012979,0.0144743,0.0665871,0.00952108,0.00981428,0.00967355,0.0143097,0.0124893,0.011871,0.0140096,0.00640789,0.0132734,0.0246948,0.0423592,0.00279657,0.0136213,0.0343565,0.00306709,0.0118343,0.0239728,0,0,0.023498,0,0.032744,0.0106825,0.0493611,0.00729206,0.00391298,0.00714222,0.0235908,0.0328969,0.00949762,0.0271352,0.00517055,0.0102751,0.00882517,0.00748337,0.0142144,0.0227068,0.0216091,0.012781,0.00570582,0.00770479,0.0273094,0,0,0,0,0,0.00912489
215,0.0164808,0,0,0,0,0.00730784,0,0,0,0,0,0,0.0104637,0.0557857,0.0132284,0.00520661,0,0,0.0050785,0,0.026068,0.0043355,0.0463067,0.00894474,0.0143921,0.0131368,0.014914,0.0640497,0.0097373,0.00996985,0.00985847,0.0138452,0.0123006,0.0116843,0.0139145,0.00639522,0.0130796,0.0236436,0.0423384,0.00292834,0.0163736,0.0344148,0.00312244,0.0118984,0.0238433,0,0,0.0239181,0,0.0329856,0.0110132,0.0492138,0.00770463,0.00344536,0.00707594,0.0243742,0.0330695,0.00906724,0.0270739,0.00570929,0.0107663,0.008322,0.00800512,0.0157069,0.0265069,0.0219868,0.0127602,0.00546255,0.00706136,0.0269292,0,0,0,0,0,0.00866412
216,0.0174209,0,0,0,0,0.00602542,0,0,0,0,0,0,0.00962518,0.0559578,0.0135614,0.00563032,0,0,0.00453015,0,0.0260663,0.00330631,0.0465034,0.00905708,0.0142691,0.0134024,0.0154807,0.0601232,0.00986335,0.0102371,0.0100715,0.0133972,0.0121251,0.0115041,0.0138465,0.00636634,0.013078,0.022452,0.0425358,0.00305783,0.0198913,0.0344713,0.00425484,0.0120445,0.0237542,0,0,0.0243934,0,0.0331416,0.0114224,0.0488506,0.00812857,0.00298275,0.00631669,0.0251008,0.0337921,0.0085609,0.0271888,0.00652666,0.010735,0.0073189,0.00853018,0.0159758,0.0294686,0.0224082,0.0126688,0.00528848,0.00556958,0.0266172,0,0,0,0,0,0.00812474
217,0.0184432,0,0,0,0,0.00521967,0,0,0,0,0,0,0.00906748,0.0562428,0.0137227,0.00573861,0,0,0.00438324,0,0.0260326,0.00254651,0.0465558,0.00923501,0.0140817,0.0136334,0.016108,0.0564496,0.0100281,0.0106733,0.0102853,0.0129071,0.0120204,0.0113475,0.0138518,0.00632305,0.0129964,0.0211481,0.0428252,0.0032514,0.0230746,0.0345112,0.00602795,0.0122745,0.0238683,0,0,0.0251035,0,0.033248,0.0119837,0.0483478,0.0092919,0.00260162,0.00563508,0.0257128,0.0345634,0.00808064,0.0277897,0.00714056,0.0109567,0.0059885,0.00951329,0.0164237,0.0319842,0.023002,0.0125858,0.0051287,0.00431315,0.0265431,0,0,0,0,0,0.00746836
218,0.0195933,0,0,0,0,0.00504263,0,0,0,0,0,0,0.0087346,0.0564972,0.0137987,0.00590684,0,0,0.0048615,0,0.0259885,0.00194545,0.0464493,0.00962784,0.013898,0.0139454,0.0167878,0.0524777,0.010291,0.0109469,0.0105807,0.0123319,0.0119292,0.0111516,0.0139115,0.00630411,0.0130899,0.0199318,0.0431603,0.00358548,0.0251739,0.0345901,0.00776166,0.0125305,0.0241295,0,0,0.02588,0,0.0333543,0.0125498,0.0478336,0.0110814,0.00231907,0.00567939,0.0263008,0.0355215,0.00785035,0.02889,0.00763353,0.0117342,0.00456732,0.0109218,0.0177948,0.0337819,0.0236766,0.0125055,0.00496335,0.00336064,0.0265687,0,0,0,0,0,0.00711186
219,0.0208746,0,0,0,0,0.00581628,0,0,0,0,0,0,0.00882574,0.0567079,0.0143034,0.00627979,0,0,0.00577968,0,0.0259182,0.00189891,0.0462939,0.010017,0.0137054,0.0143371,0.0174686,0.0485599,0.0106032,0.011133,0.0109556,0.0117218,0.0118458,0.0108545,0.0139319,0.00630515,0.0136507,0.0189406,0.0434337,0.00415078,0.0259764,0.034801,0.00926193,0.0127893,0.0245397,0,0,0.0266851,0,0.033605,0.013051,0.0474041,0.0128516,0.00208316,0.00575365,0.0269025,0.0365594,0.00786847,0.0300862,0.00811209,0.0127949,0.00339506,0.0123433,0.0196067,0.0343138,0.0243415,0.0123629,0.00478472,0.0032596,0.0266365,0,0,0,0,0,0.00728747
220,0.0223411,0,0,0,0,0.00731047,0,0,0,0,0,0,0.00948988,0.0568541,0.0149947,0.00647297,0,0,0.00689709,0,0.0258608,0.00232284,0.0462187,0.010396,0.0133986,0.0146662,0.0179897,0.0446891,0.0109263,0.0111778,0.0114026,0.0110895,0.011765,0.0105267,0.0139402,0.0062756,0.0149132,0.0181703,0.0436243,0.00477068,0.0259254,0.0349712,0.0104962,0.0130363,0.0250315,0,0,0.0273938,0,0.0337876,0.0135521,0.0470149,0.0139864,0.00180375,0.00551039,0.0274891,0.0376567,0.00802232,0.030969,0.00831072,0.0136206,0.00253519,0.0133726,0.0208144,0.0342846,0.0250327,0.0122137,0.00451155,0.00402583,0.0267306,0,0,0,0,0,0.00774144
221,0.0240188,0,0,0,0,0.0092892,0,0,0,0,0,0,0.0107854,0.0569473,0.0154893,0.00656977,0,0,0.00811925,0,0.0258289,0.00309278,0.0463131,0.0107465,0.0131216,0.0149898,0.0183434,0.0407897,0.011295,0.0114039,0.0118812,0.0104538,0.0116927,0.0102086,0.0139619,0.00627756,0.0168319,0.0175803,0.0437674,0.00543096,0.0262271,0.0350667,0.0112954,0.0132777,0.0255462,0,0,0.0279196,0,0.0338568,0.0140234,0.0465685,0.0143635,0.00159137,0.00528139,0.0280014,0.0387547,0.00817714,0.0313486,0.00824746,0.0139804,0.00218083,0.0138783,0.0210071,0.0345939,0.0256547,0.0118244,0.0042539,0.00547766,0.0269329,0,0,0,0,0,0.00838662
222,0.0256949,0,0,0,0,0.0112891,0,0,0,0,0,0,0.0127752,0.0570106,0.0159591,0.00664647,0,0,0.0091742,0,0.0257856,0.0038055,0.0466101,0.0112024,0.0128809,0.0152763,0.0186733,0.037132,0.0117022,0.0119775,0.012426,0.0098037,0.0115524,0.00996698,0.0139611,0.00630846,0.0189796,0.0172593,0.0438814,0.00600447,0.0275979,0.0351008,0.0116737,0.0134963,0.0261029,0,0,0.0282971,0,0.0339083,0.0143606,0.0461687,0.0140536,0.00158233,0.00528977,0.0284787,0.0395923,0.00828971,0.0313121,0.0080609,0.0139166,0.00230859,0.013906,0.0204741,0.0351624,0.026245,0.0111757,0.00412854,0.00710844,0.0272882,0,0,0,0,0,0.00880925
223,0.0273521,0,0,0,0,0.0134333,0,0,0,0,0,0,0.0149356,0.0570661,0.0167655,0.00673349,0,0,0.0102858,0,0.0257301,0.0044336,0.0470841,0.0119723,0.0126769,0.0157758,0.0190198,0.0335135,0.0121621,0.0126122,0.0129881,0.00921743,0.0113274,0.00964064,0.0138891,0.00645328,0.021442,0.0170842,0.0440624,0.00663551,0.0290588,0.03512,0.0116846,0.0137026,0.0266606,0,0,0.0284306,0,0.0338713,0.0144961,0.0459683,0.0133708,0.00169861,0.00559197,0.0288911,0.0403163,0.00836917,0.0311167,0.0079199,0.0135774,0.00260059,0.0136432,0.0196371,0.0358247,0.0266506,0.0107118,0.00407169,0.00896043,0.0277796,0,0,0,0,0,0.00895338
224,0.0288504,0,0,0,0,0.0153421,0,0,0,0,0,0,0.0173517,0.0571591,0.0177576,0.00685888,0,0,0.0112202,0,0.0256238,0.00484685,0.0476858,0.0129714,0.0125061,0.0162291,0.0194212,0.0304036,0.0126835,0.0129549,0.0135593,0.00873312,0.0110415,0.00914227,0.0137886,0.0066837,0.0239905,0.0169326,0.0443386,0.0071565,0.0298975,0.0351559,0.0117095,0.0138818,0.0271888,0,0,0.0283743,0,0.0338639,0.0144757,0.0459482,0.0129085,0.00188429,0.00605789,0.0292585,0.0408482,0.00838522,0.0309655,0.0079816,0.0132497,0.00281596,0.013352,0.0188444,0.0360937,0.026975,0.0104001,0.00408704,0.0106751,0.0283995,0,0,0,0,0,0.00894553
225,0.030264,0,0,0,0,0.0171945,0,0,0,0,0,0,0.0200707,0.057271,0.0191755,0.00700236,0,0,0.0120774,0,0.0254944,0.00523038,0.0482802,0.0141573,0.0123749,0.0166777,0.0198354,0.0273457,0.0131075,0.0132525,0.0140653,0.00836645,0.010567,0.00850854,0.0135889,0.00707126,0.0266836,0.0168815,0.0446875,0.00767605,0.0305282,0.0352,0.0119267,0.014032,0.02765,0,0,0.0282702,0,0.0338227,0.0144905,0.0459344,0.012884,0.00214052,0.00663641,0.0295477,0.0413864,0.00830742,0.0309691,0.00825203,0.0130691,0.00291595,0.0132239,0.0183956,0.0361144,0.027138,0.010194,0.00411976,0.0123455,0.0290599,0,0,0,0,0,0.00885349
226,0.0316033,0,0,0,0,0.0188625,0,0,0,0,0,0,0.02337,0.0573408,0.0207722,0.00712538,0,0,0.012651,0,0.0253708,0.00558464,0.0487209,0.0158228,0.0122385,0.0171887,0.020342,0.0246681,0.0135134,0.0134583,0.0145443,0.00809662,0.00993844,0.00782614,0.0133118,0.0076166,0.0294212,0.0166954,0.0449866,0.00815957,0.0310966,0.0352429,0.0121444,0.0141856,0.0280223,0,0,0.0281827,0,0.0338252,0.0145736,0.0458546,0.013038,0.00245405,0.00726571,0.0298585,0.0418607,0.00818127,0.0311318,0.00854322,0.0130593,0.0029404,0.0132853,0.0183882,0.0361428,0.0272275,0.00999871,0.00418632,0.0138342,0.0297045,0,0,0,0,0,0.00881147
227,0.0329436,0,0,0,0,0.0205066,0,0,0,0,0,0,0.0267569,0.0573493,0.0227328,0.00727875,0,0,0.0130873,0,0.0252979,0.00595395,0.0489194,0.0178455,0.0120876,0.017573,0.0208255,0.0224547,0.0139168,0.0138665,0.0150179,0.00785345,0.00919833,0.00718679,0.0130057,0.00832028,0.0320319,0.0164715,0.0451958,0.00851753,0.0314303,0.0352947,0.0120822,0.0142949,0.0283103,0,0,0.0281272,0,0.0338425,0.0147087,0.045751,0.0130028,0.00274842,0.0077983,0.030144,0.0424487,0.0080769,0.0314631,0.00874099,0.0129853,0.00296385,0.0132948,0.0184529,0.0362697,0.0272689,0.00984474,0.00429231,0.0153025,0.0303063,0,0,0,0,0,0.0090931
228,0.0342428,0,0,0,0,0.0220493,0,0,0,0,0,0,0.0299716,0.0573348,0.0245331,0.00745632,0,0,0.0133847,0,0.0252311,0.00618672,0.0489601,0.0200885,0.0119108,0.0180541,0.0213842,0.0207545,0.0143189,0.0141555,0.0154689,0.00747405,0.00835029,0.00662271,0.0125288,0.00905523,0.0344648,0.0163354,0.045374,0.00877274,0.031628,0.0353176,0.0118191,0.0143762,0.0285793,0,0,0.0281424,0,0.0338654,0.0148725,0.045696,0.0126714,0.00310769,0.00818264,0.0304295,0.043011,0.00804226,0.031914,0.00880592,0.0127487,0.00305749,0.0131247,0.0185028,0.0364601,0.0273738,0.00978394,0.00437493,0.0166867,0.0309489,0,0,0,0,0,0.00932846
229,0.0353061,0,0,0,0,0.023355,0,0,0,0,0,0,0.0329987,0.0572868,0.0260792,0.00759604,0,0,0.013735,0,0.02516,0.00637683,0.0488536,0.0221976,0.0116582,0.0184694,0.02166,0.0197579,0.0146654,0.0142028,0.0158869,0.00688031,0.00736395,0.00593863,0.0118703,0.00982922,0.0370875,0.0164667,0.0455405,0.00895135,0.0314267,0.0353458,0.0118667,0.0141805,0.0287986,0,0,0.028192,0,0.0338588,0.015135,0.0457739,0.0126415,0.00335698,0.00842887,0.0303998,0.043511,0.00796626,0.0322216,0.00883742,0.0127092,0.00301565,0.0131706,0.0187377,0.0360075,0.0274393,0.00981368,0.00450099,0.0178627,0.0315877,0,0,0,0,0,0.00953254
230,0.0362795,0,0,0,0,0.0245974,0,0,0,0,0,0,0.0366369,0.0572264,0.0274894,0.00777537,0,0,0.01404,0,0.0250983,0.00654342,0.0488566,0.0239999,0.0113768,0.0189103,0.0220252,0.0192152,0.0150335,0.0143421,0.0163275,0.00616866,0.0064612,0.00531028,0.0111947,0.0106299,0.0400876,0.0167097,0.0456829,0.00911057,0.0312603,0.0353701,0.012177,0.0140007,0.0291043,0,0,0.0283815,0,0.0338677,0.0153139,0.0459446,0.012846,0.00364706,0.00858557,0.030364,0.0438816,0.00788265,0.0323336,0.00879025,0.0126791,0.00292505,0.0132409,0.0187303,0.0352901,0.0275948,0.00988155,0.00459221,0.0190616,0.0323577,0,0,0,0,0,0.00974991
231,0.0372144,0,0,0,0,0.0258799,0,0,0,0,0,0,0.0408205,0.0571449,0.02885,0.00797845,0,0,0.0143988,0,0.0250587,0.00673305,0.048955,0.0254934,0.0110845,0.0192481,0.0224701,0.0189446,0.0153587,0.0145563,0.0167008,0.0054559,0.00570595,0.00502325,0.010547,0.0113365,0.0440284,0.0171341,0.0457929,0.0092498,0.0314355,0.0354182,0.0122702,0.0139443,0.0295198,0,0,0.028614,0,0.0338601,0.0154231,0.0461255,0.0125714,0.00396531,0.00863066,0.0303412,0.0441868,0.00783933,0.0323822,0.00858051,0.0123024,0.0030058,0.0128837,0.0179604,0.034948,0.0277798,0.00996411,0.00466982,0.0203779,0.0331622,0,0,0,0,0,0.0100646
232,0.0379225,0,0,0,0,0.0269378,0,0,0,0,0,0,0.0453888,0.0570731,0.0300832,0.00811229,0,0,0.0147694,0,0.0249958,0.00686782,0.0490621,0.0269986,0.0108058,0.0194478,0.0226117,0.0190702,0.0154979,0.0149185,0.0169539,0.00489252,0.00537265,0.00526505,0.0098685,0.0120458,0.0490657,0.0176218,0.0458899,0.00930015,0.0317635,0.0354854,0.0123855,0.0137886,0.0299976,0,0,0.0287948,0,0.0338214,0.0155223,0.0463475,0.0121633,0.00416089,0.00857921,0.0300875,0.0444471,0.00779341,0.0324172,0.00852606,0.0118658,0.00315562,0.012389,0.016826,0.0347473,0.0279876,0.0100124,0.0047803,0.0214582,0.0338415,0,0,0,0,0,0.0100379
233,0.0386182,0,0,0,0,0.0279819,0,0,0,0,0,0,0.0498652,0.0570125,0.0312938,0.00827267,0,0,0.0150224,0,0.024912,0.00690941,0.0492423,0.0285262,0.010585,0.0195351,0.0228154,0.0195211,0.0155963,0.0151815,0.0171091,0.00458264,0.00536664,0.00602226,0.0093331,0.0127844,0.054839,0.0180485,0.0459519,0.00933628,0.0321178,0.0354904,0.01269,0.0136799,0.0305926,0,0,0.0289541,0,0.0337499,0.0155452,0.0465774,0.0119939,0.00438617,0.00853892,0.0298961,0.0446734,0.00768019,0.0324577,0.00860564,0.0115483,0.0032583,0.0120309,0.0157907,0.034515,0.028224,0.00998194,0.00489337,0.0224849,0.0345179,0,0,0,0,0,0.00965443
234,0.0393077,0,0,0,0,0.0289764,0,0,0,0,0,0,0.0538647,0.0568979,0.0322838,0.00846799,0,0,0.0152047,0,0.0248647,0.0069089,0.0493755,0.0300523,0.0103855,0.0194882,0.0230926,0.0199061,0.0157197,0.0151807,0.01728,0.00454052,0.00571711,0.00685884,0.00886767,0.0135214,0.0609415,0.0183642,0.0459251,0.00940632,0.0323392,0.0354331,0.0130098,0.0136668,0.0312416,0,0,0.0290194,0,0.0336477,0.0155144,0.0468395,0.0119768,0.00459796,0.00855379,0.0297956,0.0448719,0.00748044,0.0325181,0.00865243,0.0113271,0.003318,0.0117445,0.0149517,0.0341914,0.0284538,0.00990071,0.00496545,0.0234413,0.0351709,0,0,0,0,0,0.0093677
235,0.0399638,0,0,0,0,0.0298424,0,0,0,0,0,0,0.0575572,0.0567207,0.0330835,0.0085723,0,0,0.0154157,0,0.0249144,0.00693974,0.049374,0.0312147,0.010202,0.0193336,0.0232707,0.0202423,0.0158845,0.0151345,0.0174457,0.00465249,0.00633837,0.00766663,0.0084854,0.0142056,0.0674032,0.0185556,0.0458512,0.00940433,0.0324371,0.0354148,0.0129994,0.0136589,0.0318563,0,0,0.0290846,0,0.0335642,0.015515,0.0471577,0.0116919,0.00474301,0.00858091,0.0296264,0.0450935,0.00731818,0.032606,0.00860125,0.0110352,0.00339313,0.0113858,0.0141902,0.0339418,0.0286104,0.00980895,0.00507243,0.0242657,0.0357077,0,0,0,0,0,0.00926521
236,0.0405193,0,0,0,0,0.0304621,0,0,0,0,0,0,0.0615803,0.056512,0.0339193,0.00856935,0,0,0.0156672,0,0.0250109,0.0070404,0.0492861,0.0323,0.0100185,0.0191294,0.0234667,0.0204523,0.0160591,0.0152616,0.0175524,0.00471838,0.00716869,0.00867198,0.00817847,0.014855,0.0739516,0.0186829,0.0458408,0.00930619,0.032363,0.0354084,0.0129512,0.0137549,0.0323629,0,0,0.0291523,0,0.033472,0.0155298,0.047518,0.0114115,0.00489663,0.00855525,0.0294759,0.0451977,0.00722055,0.032727,0.00845658,0.0107547,0.00343984,0.0110769,0.0135923,0.0336818,0.0286534,0.00975152,0.00520929,0.0248778,0.0360655,0,0,0,0,0,0.00915083
237,0.0410623,0,0,0,0,0.0309863,0,0,0,0,0,0,0.0659985,0.0562825,0.0348486,0.00882223,0,0,0.0159453,0,0.0252142,0.00721742,0.0490921,0.0332121,0.00975111,0.0190924,0.0236478,0.0205785,0.0162194,0.0155207,0.0175381,0.00472484,0.00823343,0.0100486,0.00793066,0.0155267,0.0799533,0.0187746,0.0458892,0.00916371,0.0322047,0.035382,0.0128433,0.0138508,0.0327963,0,0,0.0292309,0,0.033366,0.015512,0.0478777,0.0112092,0.00505067,0.0084619,0.0293422,0.0453624,0.0070839,0.0327151,0.00830439,0.0104138,0.00344525,0.0107384,0.0130524,0.033553,0.0286593,0.00971307,0.00534346,0.0253476,0.0363664,0,0,0,0,0,0.00865381
238,0.0416835,0,0,0,0,0.031509,0,0,0,0,0,0,0.0701124,0.0561229,0.0360591,0.00929775,0,0,0.0160365,0,0.025212,0.00722663,0.0488346,0.0341652,0.00942865,0.018909,0.0238495,0.020891,0.0163607,0.0156246,0.017493,0.00471271,0.00953781,0.0117651,0.00771896,0.0162611,0.0852092,0.0188304,0.0458539,0.00916341,0.0320192,0.0353639,0.0126604,0.0139219,0.0332619,0,0,0.0292735,0,0.0332338,0.0155711,0.0482354,0.0111571,0.00514835,0.0083651,0.0291535,0.0456895,0.00687757,0.0326409,0.00820293,0.0102075,0.0034203,0.0104461,0.0125832,0.03335,0.0286515,0.00971465,0.00552836,0.0257582,0.0367286,0,0,0,0,0,0.008284
