Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,RTHII
325,0.0274467,0,0,0,0,0.0207016,0,0,0,0,0,0,0.00958091,0.0620184,0.00855726,0.00734324,0,0,0.0133998,0,0.0261383,0.00863501,0.0385656,0.00884631,0.0161722,0.00582917,0.0241687,0.0173578,0.0066824,0.00822024,0.00598871,0.0151448,0.00687523,0.00650355,0.00841781,0.0134755,0.012786,0.0118531,0.0528265,0.0124484,0.0467489,0.0341173,0.0186875,0.0105753,0.0180247,0,0,0.0299374,0,0.0297233,0.0116163,0.0675837,0.024557,0.00745422,0.0283762,0.0227369,0.0354594,0.0128401,0.0373138,0.0243272,0.0124531,0.00461352,0.0147487,0.0311842,0.0548653,0.0309458,0.0151502,0.00928179,0.0163144,0.0179823,0,0,0,0,0,0.0260734
326,0.0269821,0,0,0,0,0.0202516,0,0,0,0,0,0,0.00864263,0.0620672,0.00825306,0.00721124,0,0,0.0128668,0,0.0261829,0.00846457,0.0389202,0.00833077,0.0161407,0.0057234,0.0238103,0.0169178,0.00668204,0.00825432,0.00612687,0.0150449,0.00750068,0.00715946,0.00868924,0.0131935,0.0117879,0.0113247,0.0529042,0.0125204,0.0461396,0.0340859,0.0184168,0.010703,0.0179757,0,0,0.0298365,0,0.0297334,0.0115493,0.0664092,0.0244602,0.00707298,0.0278493,0.0227855,0.0349102,0.0128411,0.0375143,0.0237747,0.012592,0.0043743,0.0150493,0.0312942,0.0544104,0.0306709,0.0154465,0.0095234,0.0159372,0.0179353,0,0,0,0,0,0.0261286
327,0.0268014,0,0,0,0,0.0198299,0,0,0,0,0,0,0.00783034,0.0620902,0.00806807,0.0071,0,0,0.0124074,0,0.0262827,0.00829283,0.0392071,0.00802143,0.0161346,0.00568753,0.0233088,0.0165214,0.0067309,0.00830052,0.00627815,0.0149932,0.00805427,0.00780655,0.00900048,0.0129581,0.010852,0.0108075,0.0529625,0.0125479,0.0457619,0.0340347,0.0183744,0.01084,0.018,0,0,0.0297292,0,0.0297374,0.0114535,0.0651448,0.0244673,0.00665735,0.0273358,0.0227754,0.0344644,0.0128103,0.0377115,0.0231957,0.012666,0.004135,0.0154461,0.0312631,0.0542716,0.0304469,0.0156472,0.00963156,0.015577,0.0178215,0,0,0,0,0,0.026219
328,0.0267938,0,0,0,0,0.0194676,0,0,0,0,0,0,0.00724575,0.062164,0.00800188,0.00697064,0,0,0.0119822,0,0.0264124,0.00809341,0.0394131,0.00789933,0.0161645,0.00563667,0.023005,0.0161533,0.00674935,0.00835161,0.00640085,0.0149561,0.00852144,0.00831808,0.00927879,0.012772,0.0101955,0.0103298,0.0530228,0.0125155,0.0455838,0.0339668,0.0184836,0.0109841,0.0180324,0,0,0.0296044,0,0.0297307,0.011362,0.0638329,0.0247419,0.00625569,0.0267407,0.0227927,0.0340611,0.0127174,0.0378234,0.0226386,0.012608,0.00392756,0.0156918,0.0311633,0.0543305,0.0302472,0.0157306,0.00973758,0.0152178,0.0176295,0,0,0,0,0,0.0260006
329,0.0266604,0,0,0,0,0.0191136,0,0,0,0,0,0,0.00679098,0.0622354,0.00800807,0.00687018,0,0,0.0115771,0,0.0264408,0.00796808,0.0395429,0.00799777,0.0162011,0.0055787,0.0226581,0.01581,0.00676787,0.00836842,0.00652921,0.0149367,0.00893593,0.00873787,0.00953207,0.0126114,0.00971672,0.00983859,0.0530747,0.0124895,0.0455565,0.0339338,0.0186877,0.0111256,0.0179883,0,0,0.02945,0,0.0297402,0.0112516,0.0625816,0.0251827,0.00587911,0.0260861,0.0228233,0.0337018,0.0127535,0.0378744,0.0221499,0.0125598,0.00376725,0.0160441,0.0310448,0.0544919,0.0299811,0.0157237,0.00982777,0.0148748,0.0173921,0,0,0,0,0,0.0257465
330,0.0269102,0,0,0,0,0.0191601,0,0,0,0,0,0,0.00583176,0.0622408,0.00855558,0.00688301,0,0,0.0109316,0,0.0263086,0.00769887,0.039558,0.0086598,0.0164051,0.00586481,0.0224323,0.0155188,0.00697979,0.00845629,0.00684725,0.014567,0.00914154,0.00933922,0.0097437,0.012682,0.00914569,0.00933817,0.0531735,0.0126178,0.0469124,0.0339328,0.018424,0.0112929,0.0184484,0,0,0.0297448,0,0.0297406,0.0114701,0.0613543,0.02461,0.00556232,0.0254178,0.0227416,0.0339037,0.0126996,0.0380893,0.0214028,0.0117984,0.00385023,0.0156581,0.0300564,0.0564542,0.0302233,0.0156062,0.00964553,0.0148103,0.0176742,0,0,0,0,0,0.0255781
331,0.026156,0,0,0,0,0.0184879,0,0,0,0,0,0,0.00607397,0.0623274,0.00816209,0.00680741,0,0,0.0109058,0,0.026382,0.00774844,0.0396187,0.00844152,0.0161814,0.00576415,0.0218522,0.0152987,0.00674893,0.00809502,0.00660146,0.0150134,0.0096579,0.00947629,0.0099134,0.012206,0.00892456,0.00919425,0.0531852,0.0125914,0.0462614,0.0338958,0.0189674,0.0114793,0.0179373,0,0,0.0291059,0,0.0297739,0.0110787,0.060463,0.0259939,0.00521742,0.0246162,0.0228309,0.0329917,0.0128003,0.0379174,0.0212491,0.0126094,0.00355185,0.0167687,0.0306036,0.0559737,0.0294768,0.0157934,0.00994832,0.0141373,0.0171517,0,0,0,0,0,0.0252366
332,0.025957,0,0,0,0,0.0182782,0,0,0,0,0,0,0.00574473,0.0623891,0.00820113,0.00674667,0,0,0.0107079,0,0.0264474,0.00762379,0.0395832,0.00848567,0.0161243,0.00620863,0.0211516,0.0151599,0.00662237,0.00788903,0.0065616,0.0151221,0.0100269,0.00983437,0.0100638,0.0120139,0.00856159,0.00902082,0.0532422,0.0127022,0.0466579,0.0338773,0.0188773,0.0116482,0.0179716,0,0,0.028867,0,0.0298186,0.0109388,0.0596814,0.0260676,0.00500245,0.0236738,0.0228465,0.0326591,0.0127745,0.0377479,0.0208313,0.0127439,0.00339272,0.0170589,0.0303685,0.0569047,0.0292214,0.0156736,0.00998068,0.0138414,0.017128,0,0,0,0,0,0.0246978
333,0.0258333,0,0,0,0,0.0181445,0,0,0,0,0,0,0.00539441,0.0624904,0.00829164,0.00663256,0,0,0.0105687,0,0.0265016,0.00757731,0.0395007,0.00890202,0.0161373,0.00571957,0.0210874,0.0150544,0.00653456,0.00776937,0.0065345,0.0151798,0.0104321,0.0102461,0.0102404,0.0118256,0.00823384,0.00886465,0.053338,0.0128302,0.0469306,0.0338603,0.0185844,0.0117505,0.0179944,0,0,0.0285765,0,0.0298652,0.0107641,0.0590516,0.0259731,0.00482448,0.022675,0.0228821,0.0323261,0.0127623,0.0374283,0.0203381,0.0129322,0.00317472,0.0173169,0.0303243,0.0578469,0.0289274,0.0155006,0.0100102,0.013689,0.0171554,0,0,0,0,0,0.0241987
334,0.0257311,0,0,0,0,0.0180066,0,0,0,0,0,0,0.00520062,0.0626176,0.00852872,0.00651598,0,0,0.0103776,0,0.0265235,0.00755893,0.0393903,0.00971211,0.0161148,0.00539929,0.0210884,0.0149294,0.00649611,0.00769926,0.00650099,0.0152406,0.0108083,0.0105911,0.0104499,0.0116052,0.00807524,0.00867014,0.0534349,0.0129518,0.047061,0.03383,0.0184976,0.0118046,0.0180137,0,0,0.0283159,0,0.0298593,0.0106393,0.0585016,0.0264616,0.00468324,0.0215982,0.0229178,0.0320534,0.0126675,0.037017,0.0198213,0.0134777,0.0029913,0.0178307,0.0308021,0.0587501,0.0286969,0.0154307,0.0100487,0.0135325,0.0171814,0,0,0,0,0,0.0234534
335,0.0256337,0,0,0,0,0.0178079,0,0,0,0,0,0,0.00507559,0.0627229,0.00885496,0.00638909,0,0,0.0100965,0,0.0265251,0.00755297,0.0392123,0.00977449,0.0160503,0.00531991,0.0208567,0.0147778,0.00644324,0.00760884,0.0064735,0.0153493,0.0112076,0.0109468,0.0106952,0.0113773,0.00789514,0.0084711,0.0535129,0.013079,0.0471179,0.033816,0.0181734,0.0118386,0.0180361,0,0,0.0281198,0,0.0298347,0.0105193,0.0579925,0.0269284,0.00462117,0.0205867,0.022908,0.031776,0.0125869,0.0366062,0.0194075,0.0141391,0.00281969,0.0182623,0.0314731,0.0595847,0.0285115,0.0154315,0.0101221,0.0133336,0.0171442,0,0,0,0,0,0.0225564
336,0.0255085,0,0,0,0,0.0176296,0,0,0,0,0,0,0.00497307,0.0628008,0.00917901,0.00627229,0,0,0.00995684,0,0.0265741,0.00751027,0.0389775,0.00984951,0.016013,0.00517328,0.0205548,0.0146711,0.00634938,0.00745471,0.00645738,0.0154866,0.0116112,0.0112909,0.0109173,0.0111288,0.00771381,0.00833472,0.0535762,0.0131797,0.0469652,0.033834,0.0175632,0.0118903,0.0180464,0,0,0.0281035,0,0.0298237,0.0104225,0.0574713,0.027062,0.00455066,0.0194996,0.0228804,0.0315653,0.0124748,0.0360784,0.0189937,0.0147157,0.00259296,0.0185117,0.0320424,0.0602144,0.0284094,0.0155159,0.010196,0.0131355,0.0170888,0,0,0,0,0,0.0215645
337,0.0253457,0,0,0,0,0.017514,0,0,0,0,0,0,0.0048526,0.0628447,0.0095436,0.00617518,0,0,0.00995103,0,0.0265459,0.00754624,0.0387452,0.0100505,0.0160203,0.00499977,0.0201958,0.0146539,0.00617758,0.00730859,0.00641825,0.015627,0.0119272,0.0116658,0.0111622,0.0108887,0.00757435,0.00823819,0.0536195,0.0132076,0.0466209,0.0338647,0.0168036,0.0118891,0.0180324,0,0,0.0281267,0,0.0298294,0.0103744,0.0569659,0.0268475,0.00445602,0.0182935,0.0228392,0.0314413,0.0123655,0.0354792,0.018572,0.0152146,0.00230028,0.0185894,0.0324141,0.0605447,0.0283979,0.015677,0.0102777,0.0129653,0.0169992,0,0,0,0,0,0.0204977
338,0.0250724,0,0,0,0,0.0174089,0,0,0,0,0,0,0.00478929,0.0628581,0.0099483,0.00610728,0,0,0.0100302,0,0.0264919,0.00763782,0.0385975,0.0102179,0.0160332,0.00490142,0.0198257,0.0147569,0.00600842,0.00712374,0.00636942,0.0157717,0.0122528,0.0120167,0.0113886,0.0106436,0.00744854,0.00815487,0.0536152,0.0132131,0.0460361,0.0338851,0.0160713,0.0118524,0.0179977,0,0,0.0281741,0,0.0298501,0.0103695,0.0565359,0.0265467,0.00442864,0.0169838,0.0227697,0.0313973,0.0122415,0.0347896,0.0180322,0.0156932,0.00199594,0.0186067,0.0326413,0.0605722,0.0284318,0.0158064,0.0103228,0.0128803,0.0168684,0,0,0,0,0,0.0193009
339,0.0247336,0,0,0,0,0.01729,0,0,0,0,0,0,0.00496165,0.0628595,0.0104003,0.00601132,0,0,0.0100457,0,0.0264927,0.00765643,0.0384991,0.0105811,0.0160144,0.00489098,0.0195615,0.0148952,0.00588717,0.00693172,0.006356,0.0159113,0.0126087,0.0123583,0.0116272,0.010398,0.00749371,0.00812905,0.0535811,0.0132021,0.0450573,0.0338977,0.0154166,0.0117908,0.0179409,0,0,0.0282243,0,0.0298978,0.010369,0.0562318,0.0257629,0.00447988,0.0157052,0.0226234,0.0314206,0.0121736,0.034011,0.0174531,0.0160233,0.00170907,0.0184711,0.0326355,0.0601114,0.0284714,0.0158234,0.0103135,0.012805,0.0166713,0,0,0,0,0,0.0180235
340,0.0246529,0,0,0,0,0.0171649,0,0,0,0,0,0,0.00528887,0.0628732,0.0108725,0.00586255,0,0,0.00994842,0,0.0265022,0.00761472,0.038406,0.0110649,0.0159976,0.00499101,0.0196304,0.0149542,0.00572476,0.00674608,0.00634694,0.0160608,0.0130161,0.0127316,0.0118996,0.0101528,0.00763143,0.00812353,0.0535494,0.0132402,0.0435927,0.0339058,0.0148676,0.0117222,0.0178659,0,0,0.0281962,0,0.0299642,0.0103461,0.0560184,0.0245572,0.00462444,0.0145071,0.0224099,0.0313923,0.0121608,0.0331616,0.016861,0.0159626,0.0014041,0.018095,0.0320431,0.0587479,0.0284569,0.0158442,0.0102604,0.0126881,0.0165101,0,0,0,0,0,0.0167374
341,0.0244064,0,0,0,0,0.0170417,0,0,0,0,0,0,0.00564551,0.0628558,0.0113676,0.00571972,0,0,0.00981099,0,0.0264916,0.00753285,0.0382826,0.0115972,0.0160022,0.00508756,0.0196131,0.0149883,0.0055235,0.00652155,0.00639826,0.0162368,0.0134296,0.01312,0.0121707,0.00987827,0.00764389,0.0081877,0.0535173,0.0133176,0.0414573,0.0339109,0.014121,0.0116557,0.0178571,0,0,0.0281227,0,0.0300527,0.0103726,0.0558661,0.0230785,0.0048311,0.0132518,0.0221573,0.0313595,0.0121686,0.0322446,0.0162798,0.0154594,0.00103228,0.0174528,0.0306029,0.0560166,0.0284171,0.0158293,0.0101854,0.0125991,0.0164203,0,0,0,0,0,0.0155164
342,0.0240199,0,0,0,0,0.0169259,0,0,0,0,0,0,0.00592237,0.0628206,0.0118968,0.00558731,0,0,0.00972189,0,0.0264913,0.00748309,0.0381346,0.0121278,0.0159823,0.00534268,0.0194124,0.0150561,0.00533774,0.00634125,0.0064363,0.0164665,0.0138242,0.0135282,0.0124296,0.00961667,0.00765361,0.00837546,0.0534784,0.0134292,0.0385556,0.0339614,0.0131494,0.0116071,0.0178443,0,0,0.0280726,0,0.0302061,0.0104283,0.0557866,0.0212272,0.0050617,0.0119535,0.0219224,0.0313762,0.0121716,0.0311632,0.0155653,0.0147376,0.000671103,0.016462,0.0281697,0.0520539,0.0283713,0.0157818,0.0100544,0.0125449,0.016284,0,0,0,0,0,0.014346
343,0.023873,0,0,0,0,0.0168245,0,0,0,0,0,0,0.00625557,0.0628319,0.0124825,0.00544687,0,0,0.00968475,0,0.026553,0.00752637,0.0380454,0.0126812,0.0159514,0.00578559,0.019152,0.0151755,0.00512632,0.00617675,0.00650492,0.0167493,0.0141987,0.0139034,0.0126966,0.00938176,0.00802472,0.00856772,0.0534232,0.0135303,0.0348057,0.0340027,0.0121235,0.0115526,0.0177928,0,0,0.0280462,0,0.0303829,0.0104415,0.0557857,0.018311,0.00530535,0.0106931,0.0217853,0.0313852,0.0121289,0.0299186,0.0145208,0.0137133,0.000837663,0.0150742,0.0247832,0.0470355,0.0283129,0.0157439,0.00992339,0.0125124,0.0161405,0,0,0,0,0,0.0131868
344,0.0236869,0,0,0,0,0.0167437,0,0,0,0,0,0,0.00684288,0.0628343,0.0131013,0.00528839,0,0,0.0096284,0,0.0265426,0.00758921,0.0380089,0.013256,0.0159297,0.00601052,0.0191548,0.0152081,0.00494695,0.00605705,0.00667633,0.0170976,0.0145624,0.0142725,0.0129887,0.00911148,0.00869244,0.00863465,0.0533681,0.0136037,0.0302841,0.0340407,0.0111071,0.0114703,0.0177074,0,0,0.0280204,0,0.0305512,0.0104764,0.0558504,0.0150144,0.00552184,0.00975628,0.0217767,0.0313402,0.0120592,0.0285828,0.0132502,0.0124405,0.00177829,0.0133847,0.0208566,0.0412154,0.0282367,0.0158434,0.0098054,0.0125004,0.0161307,0,0,0,0,0,0.0121295
345,0.023359,0,0,0,0,0.0166857,0,0,0,0,0,0,0.00795973,0.0628116,0.0140636,0.00515805,0,0,0.00952065,0,0.0264765,0.00756798,0.0379071,0.0141984,0.0159158,0.00612784,0.0191788,0.0152158,0.00483318,0.006029,0.00690789,0.0175385,0.0151185,0.0147275,0.013649,0.00867757,0.00981259,0.00862553,0.0533095,0.013688,0.0248596,0.0340883,0.0103378,0.0113745,0.0175709,0,0,0.0280254,0,0.0306758,0.0105801,0.0560035,0.0121523,0.00578981,0.00939522,0.021754,0.0313044,0.0120053,0.0271758,0.0119859,0.0112264,0.00306291,0.01168,0.0171745,0.03417,0.0281712,0.0159547,0.00969125,0.0124642,0.01635,0,0,0,0,0,0.0115805
346,0.0229463,0,0,0,0,0.0166219,0,0,0,0,0,0,0.0108948,0.0628253,0.016048,0.00498498,0,0,0.00948981,0,0.0264381,0.00753596,0.0376854,0.0164376,0.0159097,0.00637748,0.0190604,0.0152753,0.00487712,0.00628287,0.00720165,0.0182181,0.0158309,0.0151688,0.0149286,0.00816733,0.0125845,0.00862678,0.0532486,0.0137648,0.0186696,0.0341588,0.00984072,0.01127,0.0173915,0,0,0.0281003,0,0.0308051,0.0107205,0.0562263,0.0102079,0.00609095,0.00941348,0.0216493,0.0313782,0.0120661,0.0257985,0.010827,0.0101176,0.00440037,0.0101631,0.0142072,0.0261278,0.0281655,0.016013,0.00956306,0.0124248,0.0164054,0,0,0,0,0,0.0115557
347,0.0227352,0,0,0,0,0.0165386,0,0,0,0,0,0,0.0141866,0.0628369,0.0183646,0.00478099,0,0,0.00959746,0,0.0264868,0.00763104,0.0375486,0.0192401,0.0159634,0.00685321,0.0190103,0.0156312,0.00490009,0.0065905,0.00754014,0.0189874,0.0164283,0.0155604,0.0161227,0.00800538,0.0158402,0.00874533,0.0532068,0.0139164,0.0119749,0.0342377,0.0094855,0.011287,0.0170925,0,0,0.0282481,0,0.0310386,0.0108889,0.0564747,0.00850689,0.00610089,0.00955036,0.0218454,0.0314066,0.0123635,0.0247869,0.00985339,0.00857364,0.00591176,0.00873629,0.0113757,0.0171965,0.0282014,0.0161549,0.00945415,0.0124203,0.0163252,0,0,0,0,0,0.0122351
348,0.0226157,0,0,0,0,0.0164652,0,0,0,0,0,0,0.0175578,0.062869,0.0207758,0.00449968,0,0,0.00964688,0,0.0265227,0.00776104,0.037484,0.0221902,0.0160366,0.00757322,0.0190946,0.0159344,0.00494535,0.00689278,0.00795372,0.019696,0.0169833,0.0159337,0.0172374,0.00806224,0.019133,0.00881775,0.0531813,0.014102,0.0061672,0.0343117,0.00922465,0.0112191,0.0168269,0,0,0.0284101,0,0.0312526,0.0110499,0.0567455,0.00816273,0.00615165,0.00983372,0.0219923,0.031485,0.0126956,0.0237519,0.00925132,0.0076574,0.00741904,0.00769076,0.00927551,0.0088833,0.0282943,0.0163009,0.00931181,0.0123954,0.0161762,0,0,0,0,0,0.0132233
349,0.0224496,0,0,0,0,0.0164176,0,0,0,0,0,0,0.0208828,0.062898,0.0231398,0.00425884,0,0,0.00961835,0,0.0265105,0.00788276,0.0374482,0.0251327,0.0161177,0.00821762,0.0190972,0.0161542,0.00506444,0.00717955,0.00840209,0.0203488,0.0174641,0.0162557,0.0182447,0.00825591,0.022261,0.00882682,0.0531499,0.0142755,0.00594526,0.0344152,0.0090121,0.0110039,0.0165953,0,0,0.0285098,0,0.0314475,0.0112298,0.0571022,0.00868941,0.00626589,0.0102419,0.0221481,0.0315714,0.0129863,0.0228521,0.00920455,0.00734896,0.00900975,0.00690167,0.0081174,0.00437958,0.0283602,0.0164248,0.0091608,0.0124011,0.0159826,0,0,0,0,0,0.014504
350,0.0221912,0,0,0,0,0.0163684,0,0,0,0,0,0,0.0237996,0.0629162,0.0253679,0.00417895,0,0,0.00970559,0,0.0264962,0.00810542,0.0374219,0.0279725,0.0162153,0.00891862,0.0191459,0.0165561,0.00525561,0.007435,0.00884327,0.0209992,0.0178757,0.0165391,0.0192058,0.00855678,0.0251597,0.00893438,0.0531354,0.0144837,0.00975012,0.0345154,0.00856249,0.010798,0.0163392,0,0,0.0285757,0,0.0316955,0.0114505,0.0574786,0.00868384,0.00621545,0.0105706,0.0225174,0.0315827,0.0132017,0.0223152,0.00949795,0.00713919,0.0105974,0.00634771,0.00760788,0.00739052,0.0283584,0.0165489,0.00905233,0.0124291,0.0157807,0,0,0,0,0,0.0153842
351,0.0218744,0,0,0,0,0.0163361,0,0,0,0,0,0,0.0262072,0.062939,0.0272666,0.00416352,0,0,0.00984067,0,0.0264824,0.00830428,0.037424,0.0305195,0.0163021,0.00954275,0.0193748,0.0170151,0.0054407,0.00763807,0.00923656,0.0216147,0.0182013,0.0167562,0.0200218,0.0089056,0.0276684,0.00906638,0.0531411,0.0147077,0.013212,0.0346062,0.00801059,0.0105916,0.0160853,0,0,0.0286338,0,0.0319571,0.0116766,0.0577513,0.00797731,0.00610562,0.0109747,0.0229745,0.0315397,0.0133253,0.0220424,0.00994654,0.00712099,0.0118463,0.00595521,0.00754713,0.0109951,0.0283168,0.0167115,0.00894999,0.0125151,0.0155792,0,0,0,0,0,0.0160388
352,0.0217331,0,0,0,0,0.0162752,0,0,0,0,0,0,0.0282703,0.0629768,0.0288544,0.00421924,0,0,0.00994815,0,0.0265147,0.00841979,0.0375223,0.0327296,0.0163614,0.0101115,0.0195963,0.0174184,0.00563491,0.00781629,0.0095701,0.0221381,0.0184977,0.0169672,0.0207154,0.00926414,0.0297746,0.00917488,0.0531694,0.014944,0.0150303,0.03468,0.00766369,0.0103619,0.0157989,0,0,0.0286566,0,0.0322258,0.0119131,0.0578634,0.00736362,0.00596412,0.0115816,0.0234977,0.0314706,0.0133983,0.0220478,0.0104331,0.00727041,0.0126203,0.00571349,0.00768938,0.0127445,0.0282441,0.0168652,0.00884175,0.0125878,0.0153892,0,0,0,0,0,0.0163991
353,0.0215582,0,0,0,0,0.0161902,0,0,0,0,0,0,0.0297602,0.0630046,0.0299408,0.00437116,0,0,0.0100154,0,0.0265664,0.00853887,0.0377243,0.0344168,0.0164324,0.0104627,0.0198141,0.017804,0.00587013,0.00794833,0.00981262,0.0224979,0.0187649,0.0171235,0.0211322,0.00951347,0.0312426,0.00924945,0.0531724,0.0151961,0.0155611,0.0347812,0.00735599,0.010103,0.0155473,0,0,0.028706,0,0.032548,0.0121444,0.0578458,0.00705874,0.00577317,0.0120799,0.0240134,0.0314173,0.0134863,0.0221662,0.0107576,0.00760838,0.0132719,0.00563277,0.00794166,0.0131241,0.0281831,0.0169591,0.00873003,0.012645,0.0152249,0,0,0,0,0,0.0165612
354,0.0212596,0,0,0,0,0.016087,0,0,0,0,0,0,0.0305234,0.0630233,0.0304432,0.00458346,0,0,0.0100549,0,0.0265226,0.00870791,0.0380037,0.0354594,0.0164905,0.010617,0.0200115,0.0180897,0.00606591,0.00805459,0.00990371,0.0226607,0.0189534,0.0172544,0.0213115,0.00957256,0.0319131,0.00931147,0.0531614,0.0154278,0.0154049,0.0348941,0.00695254,0.00990033,0.0153378,0,0,0.0287858,0,0.0328587,0.0124463,0.0577378,0.00659768,0.00553875,0.0124092,0.0244127,0.0314307,0.0134988,0.0224875,0.0106848,0.00794374,0.0136451,0.00549761,0.0080536,0.0128123,0.028151,0.0169236,0.00856924,0.0127469,0.0150155,0,0,0,0,0,0.0164509
355,0.020933,0,0,0,0,0.0159463,0,0,0,0,0,0,0.0305234,0.0630347,0.0303859,0.00484921,0,0,0.0101907,0,0.026477,0.00894385,0.0383113,0.0358067,0.0165362,0.0105658,0.0201152,0.0184496,0.00618818,0.00810779,0.00983779,0.0226304,0.0190329,0.0173362,0.0213559,0.00942222,0.0317441,0.00947804,0.053114,0.0156796,0.0146499,0.0349968,0.00651286,0.00980041,0.0152035,0,0,0.0289929,0,0.0331799,0.0128807,0.0575438,0.00599178,0.00531193,0.0124055,0.024712,0.0315392,0.0134164,0.0228814,0.0102578,0.00814479,0.0137671,0.00536562,0.00810553,0.0119893,0.0282164,0.0167964,0.00835156,0.0127704,0.0147871,0,0,0,0,0,0.0159477
356,0.0208323,0,0,0,0,0.015748,0,0,0,0,0,0,0.0296942,0.0630056,0.0297159,0.00514004,0,0,0.0104893,0,0.0264918,0.0092569,0.0385647,0.0353902,0.0165405,0.01045,0.0200319,0.0189171,0.00623552,0.00804056,0.00968532,0.0224747,0.019051,0.0173532,0.0210939,0.00916307,0.0307453,0.00971856,0.0530173,0.0159024,0.0132829,0.0350848,0.00616514,0.00977106,0.0150899,0,0,0.0292798,0,0.033527,0.0133571,0.0572269,0.00602054,0.00510049,0.0121649,0.0248853,0.0316842,0.013193,0.0233017,0.00961117,0.00822111,0.0136653,0.00532806,0.00830147,0.010634,0.0283381,0.0165785,0.00811728,0.012694,0.0147163,0,0,0,0,0,0.01528
357,0.0206976,0,0,0,0,0.0155749,0,0,0,0,0,0,0.0281709,0.0629845,0.0284548,0.00538073,0,0,0.0109652,0,0.0264675,0.00964894,0.0387489,0.0343083,0.0165259,0.0100582,0.0197437,0.0195112,0.00626421,0.00790968,0.00949157,0.0221795,0.018982,0.0173761,0.0205782,0.00873919,0.0291631,0.0100307,0.0529089,0.0161288,0.0111704,0.0351731,0.00580817,0.00984785,0.0150226,0,0,0.0296643,0,0.0338809,0.013878,0.0568117,0.00582649,0.00490331,0.0116562,0.0249449,0.0319513,0.0129092,0.023744,0.00888735,0.00817186,0.0131889,0.00541377,0.00858903,0.00896492,0.0285976,0.0162691,0.00787962,0.0126281,0.0145474,0,0,0,0,0,0.0145372
358,0.0203583,0,0,0,0,0.0154144,0,0,0,0,0,0,0.0259644,0.0629899,0.0266654,0.00554805,0,0,0.0116291,0,0.0264329,0.0100758,0.0388682,0.0325873,0.0165026,0.00951374,0.019501,0.020281,0.00626014,0.00774478,0.00927114,0.0217639,0.0187901,0.0172903,0.0199326,0.00819363,0.0271021,0.0104698,0.0528015,0.0163525,0.0085603,0.0352575,0.00542814,0.0100146,0.0149408,0,0,0.0301255,0,0.0342244,0.0144384,0.0563657,0.00535234,0.00470604,0.0106077,0.0248782,0.0323896,0.0125675,0.0241617,0.00821496,0.00798123,0.0124794,0.00558894,0.0088432,0.00781407,0.029015,0.0159549,0.00768348,0.0125397,0.0144579,0,0,0,0,0,0.0136603
359,0.0199496,0,0,0,0,0.0152797,0,0,0,0,0,0,0.0232428,0.0629935,0.0245621,0.00563764,0,0,0.0125876,0,0.0264433,0.0106688,0.0389252,0.030443,0.0164631,0.0090436,0.0193259,0.0214138,0.00626155,0.0075106,0.00896487,0.0212003,0.0184914,0.017068,0.0190768,0.00757807,0.0243785,0.011092,0.0527308,0.0166419,0.00624292,0.0353408,0.0052294,0.0101767,0.0148002,0,0,0.0306959,0,0.0345867,0.015056,0.0559594,0.00526728,0.00457204,0.00945189,0.0247358,0.0329409,0.0121604,0.024608,0.00768303,0.00774231,0.011611,0.00583653,0.0090306,0.00796064,0.0295427,0.0156679,0.00754098,0.0124785,0.0142683,0,0,0,0,0,0.0127401
360,0.0197467,0,0,0,0,0.0151302,0,0,0,0,0,0,0.0202756,0.0629974,0.0223789,0.0056687,0,0,0.0136595,0,0.0264424,0.0113561,0.038936,0.0281147,0.0163861,0.00866886,0.0190231,0.0225971,0.00627723,0.00726051,0.00863199,0.0205615,0.0180676,0.0168254,0.0180513,0.0070235,0.0213721,0.0117949,0.0526612,0.0170065,0.00547779,0.0354439,0.00546099,0.0103016,0.0146178,0,0,0.0313121,0,0.034922,0.0156887,0.0555959,0.0054936,0.00446233,0.00844298,0.0245425,0.0334882,0.0117319,0.0250609,0.00742763,0.00757298,0.0105626,0.00621088,0.00918554,0.00918411,0.0301109,0.0153432,0.00746996,0.012443,0.0139143,0,0,0,0,0,0.0117833
