Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x75,x74
All Timesteps RMSE,0.0306905,0,0,0,0,0.0264328,0,0,0,0,0,0,0.0303411,0.0457976,0.0180726,0.00633821,0,0,0.0262057,0,0.0292297,0.0164457,0.0353747,0.0180783,0.0172539,0.0098828,0.0144315,0.0474114,0.00744822,0.00918289,0.00748706,0.0196623,0.012662,0.0130279,0.0104586,0.0235376,0.0344626,0.0237114,0.0368157,0.0211456,0.0239025,0.0270805,0.012228,0.00801571,0.0238807,0,0,0.0252831,0,0.0300369,0.0134931,0.0607128,0.0193393,0.0216193,0.0109618,0.0135573,0.0366246,0.00456485,0.0378304,0.00944729,0.00999606,0.0107057,0.0158113,0.0115632,0.0184817,0.030724,0.0213999,0.0204944,0.0123496,0.025709,0.0221444,0,0,0,0,0
0,0.0342875,0,0,0,0,0.0323955,0,0,0,0,0,0,0.015627,0.0244249,0.0074785,0.0102725,0,0,0.0461459,0,0.0344311,0.030641,0.0346891,0.0104038,0.0223613,0.00437006,0.025271,0.0469162,0.00183078,0.0038187,0.00321108,0.0209695,0.0044094,0.00344847,0.00271163,0.0238722,0.022265,0.0282962,0.023184,0.00816008,0.0239884,0.0169551,0.0184298,0.00925933,0.0264779,0,0,0.017736,0,0.0238531,0.0107338,0.0636402,0.0328865,0.03263,0.003757,0.0268051,0.049079,0.00472336,0.0370216,0.00830624,0.00724304,0.0127063,0.0199375,0.0156932,0.0239759,0.0347706,0.0163185,0.0159972,0.00889988,0.026993,0.0242347,0,0,0,0,0
1,0.0316996,0,0,0,0,0.0299722,0,0,0,0,0,0,0.0162601,0.0235857,0.00756305,0.00974321,0,0,0.0433502,0,0.0347931,0.0283552,0.0345932,0.0108302,0.0222893,0.00462475,0.0244136,0.0476735,0.00184014,0.00393099,0.00327427,0.0211043,0.00419541,0.00353973,0.00254516,0.0237443,0.0226967,0.0275778,0.0230736,0.0105781,0.0237807,0.0164439,0.018263,0.00889698,0.0250968,0,0,0.0193242,0,0.0243727,0.0122162,0.0637428,0.0325355,0.0323377,0.00391824,0.0260206,0.0463096,0.00457411,0.0367739,0.00837237,0.00724565,0.0127506,0.0199867,0.0156691,0.0238358,0.0349658,0.0158894,0.0165039,0.00858007,0.0249819,0.0227578,0,0,0,0,0
2,0.0315924,0,0,0,0,0.0298686,0,0,0,0,0,0,0.0165045,0.0233423,0.00769493,0.00984981,0,0,0.0431642,0,0.0348846,0.0280022,0.0345991,0.0110371,0.0225788,0.00478609,0.0244221,0.0482459,0.00198205,0.00384929,0.00332224,0.0212704,0.00423954,0.00340038,0.00250534,0.0236764,0.0229163,0.0274059,0.0230715,0.0108867,0.0242661,0.0163295,0.0181896,0.00893412,0.025008,0,0,0.0191546,0,0.0243344,0.0121886,0.0638867,0.0323549,0.0324205,0.0040882,0.0260716,0.0461965,0.00445394,0.0369238,0.00840383,0.00726948,0.0127836,0.0201051,0.01571,0.023875,0.0353962,0.0158185,0.0166738,0.00850771,0.0252883,0.0227113,0,0,0,0,0
3,0.0313935,0,0,0,0,0.0297087,0,0,0,0,0,0,0.0168727,0.0230745,0.00776642,0.00997255,0,0,0.0427249,0,0.0350096,0.0274697,0.0345604,0.0109666,0.0224581,0.00473673,0.0244636,0.048734,0.00213201,0.00395047,0.00349402,0.0213762,0.00414899,0.00345835,0.00251862,0.0235756,0.0233957,0.0269752,0.0229581,0.0114726,0.0248103,0.0163191,0.018089,0.00890794,0.024855,0,0,0.0189957,0,0.0243433,0.0120877,0.0640832,0.0321424,0.0324596,0.00429428,0.0261186,0.0461756,0.00435404,0.0369923,0.00843114,0.00733789,0.0127258,0.020201,0.0157276,0.0239252,0.0357171,0.0157181,0.0168468,0.00837884,0.0253053,0.0225406,0,0,0,0,0
4,0.0200948,0,0,0,0,0.0201925,0,0,0,0,0,0,0.0182005,0.018596,0.0080143,0.00781699,0,0,0.0279744,0,0.0318056,0.0212615,0.033589,0.0109189,0.0208133,0.005575,0.0223793,0.0254051,0.00306347,0.00495487,0.00416792,0.0218678,0.00426437,0.00412503,0.0027861,0.0239647,0.0248961,0.0120511,0.0156419,0.0353623,0.0249821,0.0159966,0.0172617,0.00858091,0.0175729,0,0,0.019321,0,0.0250171,0.0126707,0.0648908,0.031311,0.0311768,0.0039939,0.0234714,0.0392995,0.00375481,0.0361037,0.00805313,0.00706057,0.0121536,0.0196185,0.0152114,0.0235474,0.0357364,0.0143175,0.0178159,0.00869368,0.0170975,0.0157192,0,0,0,0,0
5,0.0244981,0,0,0,0,0.0238732,0,0,0,0,0,0,0.0173214,0.0188059,0.0078658,0.00784941,0,0,0.0269653,0,0.0319834,0.0206278,0.033776,0.0110288,0.0206517,0.00488159,0.0212732,0.0264479,0.00278561,0.00418523,0.00386935,0.0216852,0.00430157,0.00346859,0.00248043,0.0237496,0.0238126,0.0124817,0.0159375,0.0355027,0.0250541,0.0158527,0.0170689,0.00812869,0.0207764,0,0,0.019092,0,0.0250869,0.0124499,0.0648879,0.0309624,0.030811,0.00422011,0.0225165,0.0437856,0.00366353,0.0360909,0.00804894,0.00698595,0.0121401,0.0196843,0.0150618,0.0233287,0.0356305,0.0146195,0.0175547,0.00881519,0.0197426,0.0180439,0,0,0,0,0
6,0.0245103,0,0,0,0,0.023926,0,0,0,0,0,0,0.0178669,0.0190827,0.00797023,0.00806979,0,0,0.0254068,0,0.0319779,0.0196922,0.0337535,0.0112091,0.0208344,0.0048118,0.0215892,0.0266574,0.00295899,0.00417586,0.00399268,0.0218414,0.00433321,0.00340371,0.00236604,0.0235867,0.0243802,0.0119207,0.0161172,0.0355596,0.0254676,0.0157582,0.0170127,0.00826189,0.0207571,0,0,0.0191471,0,0.0251906,0.0124811,0.0650117,0.030855,0.0309289,0.00443025,0.0227831,0.0437744,0.00366995,0.0361469,0.00817732,0.00713111,0.0123028,0.0198689,0.015119,0.0234304,0.0360963,0.0145717,0.0179415,0.0086146,0.019735,0.0180311,0,0,0,0,0
7,0.0244951,0,0,0,0,0.0239438,0,0,0,0,0,0,0.0183934,0.0193821,0.00806471,0.0082288,0,0,0.0238335,0,0.0318857,0.0187295,0.0336875,0.0114475,0.0210911,0.00483218,0.0218782,0.0269731,0.00321246,0.00413264,0.00419465,0.0219907,0.00438113,0.00337759,0.00223638,0.0234312,0.0251157,0.0112639,0.0161766,0.0356045,0.0259082,0.0156384,0.0169546,0.008365,0.0207551,0,0,0.0191979,0,0.0252922,0.0124055,0.0651505,0.0306987,0.0310735,0.00465555,0.023,0.043823,0.00373973,0.0362202,0.0082999,0.00733063,0.0124143,0.0200514,0.0152168,0.0235798,0.0364563,0.0145673,0.0184579,0.00846843,0.0198212,0.0180159,0,0,0,0,0
8,0.0244836,0,0,0,0,0.0240215,0,0,0,0,0,0,0.0190056,0.0197043,0.00814695,0.00848545,0,0,0.0223559,0,0.0318027,0.0178473,0.0336377,0.0116244,0.0213203,0.00485115,0.0222333,0.0273948,0.00349058,0.00403492,0.00443768,0.0221552,0.00445044,0.00334472,0.00198911,0.0232829,0.0257527,0.0105941,0.0161835,0.0357514,0.0263896,0.0155,0.0168855,0.00851576,0.0207012,0,0,0.0191718,0,0.0254685,0.0125778,0.0652998,0.0305031,0.0312068,0.00481901,0.0232641,0.0440465,0.00377188,0.0364393,0.00833776,0.0074637,0.0125062,0.0201884,0.0152821,0.0237329,0.0370509,0.0146044,0.019007,0.00833402,0.0200408,0.0179615,0,0,0,0,0
9,0.0244735,0,0,0,0,0.0241572,0,0,0,0,0,0,0.0197092,0.0200298,0.0083981,0.00863314,0,0,0.021071,0,0.0317148,0.0170403,0.0336212,0.0118286,0.0215696,0.00488821,0.0225338,0.0279054,0.00377981,0.00420966,0.00457791,0.0223543,0.00454301,0.00338491,0.00176416,0.0231682,0.0264954,0.00997712,0.016195,0.0359829,0.0267844,0.0153739,0.0167827,0.00872911,0.0206295,0,0,0.0191099,0,0.0257311,0.0127424,0.0654261,0.0302891,0.0313109,0.00498462,0.0235047,0.0443513,0.00374743,0.0366135,0.00835351,0.00759056,0.0125728,0.0203222,0.0152823,0.0237555,0.0374999,0.0146709,0.0195315,0.00817904,0.0202649,0.0179475,0,0,0,0,0
10,0.0243996,0,0,0,0,0.0242261,0,0,0,0,0,0,0.0202448,0.0203272,0.00863996,0.00883292,0,0,0.0200098,0,0.0317187,0.0162189,0.033616,0.0120415,0.0217388,0.00508544,0.0227913,0.0284634,0.00434497,0.00448515,0.0048082,0.0225259,0.00466733,0.0035118,0.00156079,0.0230109,0.0272251,0.00950912,0.0163896,0.0361804,0.0271087,0.0152733,0.0166692,0.00890672,0.0204859,0,0,0.0189838,0,0.0259879,0.0128434,0.0655588,0.0300002,0.0313793,0.00510339,0.023711,0.0446183,0.00369191,0.0366788,0.0083488,0.00773002,0.0126592,0.0204616,0.0153132,0.0237811,0.0377337,0.0147839,0.0200899,0.00792485,0.0202282,0.0178658,0,0,0,0,0
11,0.0241692,0,0,0,0,0.0241126,0,0,0,0,0,0,0.0207238,0.020501,0.00887515,0.00906513,0,0,0.0189774,0,0.0316329,0.015491,0.0335785,0.0121989,0.0218148,0.00540127,0.0230837,0.0290704,0.00541528,0.00472506,0.00513269,0.0227008,0.00485275,0.00368706,0.00136542,0.022834,0.0277242,0.00909532,0.0164436,0.0362991,0.0274345,0.0150605,0.0165789,0.00899407,0.0201815,0,0,0.0187205,0,0.0260992,0.0128474,0.0657469,0.0299009,0.0314645,0.00525484,0.0239156,0.0448329,0.0037103,0.0367095,0.0083008,0.00788067,0.0127788,0.0205751,0.0153756,0.0238973,0.037853,0.0149029,0.0207969,0.0077044,0.0200775,0.0176386,0,0,0,0,0
12,0.0198925,0,0,0,0,0.0207394,0,0,0,0,0,0,0.0223504,0.0206472,0.00941174,0.00932073,0,0,0.0174513,0,0.0315517,0.0147624,0.0333887,0.0123526,0.0220671,0.0058347,0.0245138,0.0286586,0.00623603,0.00536928,0.00560853,0.0231889,0.00499074,0.00401488,0.00119707,0.0227804,0.0294006,0.00804017,0.0164746,0.0363872,0.0280585,0.0149259,0.0165879,0.0095368,0.0168598,0,0,0.0192775,0,0.0264137,0.0136084,0.0660965,0.0301319,0.0319493,0.00543761,0.0250851,0.0407211,0.00383267,0.0368125,0.00839302,0.00816042,0.0130072,0.0207306,0.0155763,0.0242467,0.0385379,0.0148155,0.0223356,0.00741035,0.0175698,0.0152051,0,0,0,0,0
13,0.0236307,0,0,0,0,0.0239721,0,0,0,0,0,0,0.0222241,0.0205635,0.00914978,0.00949294,0,0,0.0175934,0,0.031768,0.015078,0.0335536,0.0118941,0.0220556,0.00590641,0.0237222,0.030111,0.00616435,0.00530167,0.00579017,0.0232631,0.00511665,0.00397274,0.000873454,0.0223347,0.0289019,0.00891343,0.0165299,0.0364223,0.0280874,0.0149631,0.0164193,0.00921854,0.0194009,0,0,0.0187013,0,0.0265072,0.0132172,0.0661052,0.02974,0.0317108,0.00561565,0.0244294,0.0454129,0.00371259,0.0369185,0.00842834,0.00810039,0.0129539,0.0208563,0.0154739,0.0240277,0.0384871,0.0151843,0.0224642,0.00706089,0.0200772,0.0168869,0,0,0,0,0
14,0.0231946,0,0,0,0,0.0237946,0,0,0,0,0,0,0.0228786,0.0207584,0.00848951,0.00969376,0,0,0.0171771,0,0.0316,0.0147386,0.033559,0.00928284,0.0223497,0.00615506,0.0240716,0.0310372,0.00619429,0.00574056,0.00628872,0.0237636,0.00542948,0.00458117,0.00152186,0.0214353,0.029086,0.00840692,0.016419,0.0368568,0.0284257,0.0148689,0.0163307,0.00930142,0.0189045,0,0,0.0188812,0,0.0267333,0.0135926,0.0662663,0.0294882,0.0317899,0.00572316,0.0246952,0.0454359,0.00357158,0.037124,0.00843968,0.00822174,0.0130718,0.0210376,0.015529,0.0240909,0.0387663,0.0150255,0.0244369,0.00730202,0.0200266,0.0164196,0,0,0,0,0
15,0.0226509,0,0,0,0,0.0235029,0,0,0,0,0,0,0.0240317,0.0204315,0.00880014,0.00971158,0,0,0.017151,0,0.0317868,0.0152868,0.0335508,0.00712794,0.0226509,0.00663862,0.0243169,0.0314408,0.00633261,0.00622763,0.00690703,0.0242848,0.00561755,0.00494844,0.00247174,0.0206646,0.0298267,0.00919985,0.0165169,0.0361909,0.0287084,0.0146431,0.0163184,0.0093987,0.0183199,0,0,0.0183518,0,0.0270332,0.0134703,0.0663725,0.0293186,0.0319705,0.00596987,0.0248908,0.0457019,0.00368433,0.0372611,0.00848543,0.00843399,0.0131695,0.0211938,0.0155864,0.0241023,0.0389854,0.0147068,0.0242104,0.00668163,0.0198533,0.0159131,0,0,0,0,0
16,0.0221724,0,0,0,0,0.0232794,0,0,0,0,0,0,0.0254823,0.0203217,0.00983798,0.0096059,0,0,0.0168822,0,0.0318996,0.015272,0.0335008,0.00517415,0.0227302,0.00716865,0.0247017,0.0321879,0.00648267,0.00671493,0.00753108,0.0247762,0.00597333,0.00551349,0.00373667,0.0197974,0.0306525,0.00946864,0.0165773,0.0360542,0.0290095,0.0145197,0.0163104,0.00959491,0.0177665,0,0,0.0181947,0,0.0272045,0.0135615,0.0665146,0.029004,0.0320877,0.00616015,0.0251689,0.0457441,0.00375689,0.0373352,0.00848733,0.00866052,0.0132758,0.0213164,0.0156608,0.0242091,0.0392992,0.0150523,0.0248881,0.00682607,0.0196163,0.015471,0,0,0,0,0
17,0.0218667,0,0,0,0,0.0232553,0,0,0,0,0,0,0.02815,0.0204334,0.0110228,0.00988337,0,0,0.016098,0,0.0319446,0.0147849,0.0333863,0.00550517,0.0227093,0.00799081,0.0253372,0.0331261,0,0.00754781,0.00814828,0.0251939,0.0051499,0.00510358,0.00338185,0.0193361,0.0334603,0.00955278,0.0162733,0.0368375,0.0293876,0.0144517,0.0162474,0.00990709,0.0173045,0,0,0.0182315,0,0.0272147,0.0137413,0.0668263,0.0289237,0.0321356,0.00603562,0.0256694,0.0456288,0.00372966,0.0373389,0.00824264,0.00880885,0.0135357,0.0213924,0.0157943,0.0245656,0.0400035,0.0152321,0.026734,0.00751071,0.0195569,0.0151529,0,0,0,0,0
18,0.0214991,0,0,0,0,0.0230164,0,0,0,0,0,0,0.0296553,0.0202653,0.0136851,0.0097576,0,0,0.016231,0,0.031977,0.0147788,0.0333666,0.00658112,0.022889,0.0083525,0.0254726,0.0339926,0.00679474,0.00780382,0.00853414,0.0256622,0.00678251,0.0065933,0.00635279,0.0180889,0.0332686,0.0103756,0.0164137,0.0361197,0.0295548,0.0143725,0.016251,0.00988462,0.0169679,0,0,0.0177585,0,0.0275286,0.0135758,0.0668101,0.0286668,0.032217,0.006337,0.0257033,0.0456585,0.00380722,0.0373785,0.00835654,0.00895225,0.0135931,0.0216167,0.0157979,0.0245236,0.0400202,0.015208,0.0265614,0.00707678,0.0193199,0.0149448,0,0,0,0,0
19,0.0210986,0,0,0,0,0.022746,0,0,0,0,0,0,0.0323385,0.0202164,0.01641,0.00975478,0,0,0.0164464,0,0.0319075,0.0146341,0.0334377,0.00918386,0.0235293,0.00895323,0.0256202,0.0349122,0.00724267,0.00845967,0.00916182,0.0262621,0.00735598,0.0072173,0.00786776,0.0172905,0.0350134,0.0111385,0.0164301,0.0356919,0.0297135,0.0143558,0.0162343,0.00988224,0.0166048,0,0,0.0176022,0,0.0278598,0.0135216,0.0668061,0.02856,0.0322634,0.00647524,0.0257781,0.0454321,0.00385417,0.037425,0.00831459,0.00900195,0.013716,0.0218274,0.0158768,0.0246131,0.0401004,0.0152188,0.0271678,0.00712552,0.0191015,0.0146939,0,0,0,0,0
20,0.0183519,0,0,0,0,0.0206168,0,0,0,0,0,0,0.0354818,0.0203636,0.0191681,0.00987916,0,0,0.0164476,0,0.0318071,0.014779,0.0334192,0.0118406,0.0238803,0.00931857,0.0262068,0.0351724,0.00778425,0.00924226,0.00985203,0.0269066,0.00778333,0.00783944,0.00921507,0.016779,0.0374741,0.0118038,0.0162792,0.0353969,0.0299432,0.0141625,0.0162443,0.0100642,0.0145909,0,0,0.0178811,0,0.0283551,0.013992,0.0669065,0.0284939,0.032427,0.00658172,0.0261549,0.0425995,0.00396674,0.0374581,0.008248,0.00918729,0.013871,0.0220099,0.0159791,0.0247965,0.0401848,0.0147644,0.0278003,0.00761655,0.0175131,0.0132987,0,0,0,0,0
21,0.0199833,0,0,0,0,0.022034,0,0,0,0,0,0,0.0376453,0.0203265,0.0214917,0.0101686,0,0,0.0177761,0,0.0318514,0.0156024,0.0335583,0.0145029,0.0239101,0.00929006,0.0260128,0.036585,0.00800099,0.00956024,0.0103736,0.0273057,0.00829586,0.00840943,0.0104446,0.0162462,0.038954,0.0131409,0.0160738,0.0348707,0.0299606,0.0140698,0.0162258,0.00987154,0.0156329,0,0,0.0169868,0,0.0282112,0.0132296,0.0668787,0.0283094,0.0322971,0.00670018,0.0259395,0.0451516,0.00396573,0.0374988,0.00820771,0.00925124,0.0139605,0.0221802,0.0160432,0.0248031,0.0399846,0.0150584,0.0277951,0.00790811,0.0184171,0.0139062,0,0,0,0,0
22,0.0196312,0,0,0,0,0.0219606,0,0,0,0,0,0,0.0401521,0.0206662,0.0239575,0.010519,0,0,0.0190649,0,0.0318777,0.0166355,0.0336411,0.0173454,0.0239338,0.0102212,0.0261758,0.0371522,0.00823533,0.00991702,0.0107538,0.0277085,0.00877332,0.00904638,0.0116502,0.0159138,0.0407718,0.0142075,0.0159634,0.034929,0.030066,0.0140839,0.0161735,0.00995333,0.0152333,0,0,0.0166856,0,0.0283602,0.0130766,0.0669587,0.0281236,0.0323126,0.00686406,0.0261293,0.0453215,0.00388352,0.0375411,0.00825334,0.00939898,0.0140048,0.0222694,0.0160946,0.0247944,0.0400338,0.0149985,0.0277221,0.00791495,0.0183202,0.013461,0,0,0,0,0
23,0.0188041,0,0,0,0,0.0214971,0,0,0,0,0,0,0.0423197,0.0210138,0.0258788,0.0105768,0,0,0.020395,0,0.0320113,0.0176914,0.0336626,0.0195056,0.0238255,0.0110861,0.0262594,0.0373289,0.00845405,0.0103058,0.0110655,0.0280531,0.00902824,0.00941399,0.0124961,0.0156233,0.0425425,0.0149903,0.0157984,0.0353242,0.0301413,0.0140632,0.0160712,0.00990551,0.0143896,0,0,0.0163797,0,0.0284695,0.0128618,0.0670653,0.0279745,0.0322784,0.00699762,0.0262141,0.0451541,0.00378493,0.0375687,0.00832443,0.00952787,0.0140872,0.0223529,0.0161392,0.0248508,0.0400635,0.0148263,0.0276815,0.0079463,0.0180428,0.0126478,0,0,0,0,0
24,0.0176508,0,0,0,0,0.0207768,0,0,0,0,0,0,0.044403,0.0211026,0.0278004,0.0104902,0,0,0.0215775,0,0.0321388,0.0185002,0.0336539,0.0216512,0.0237013,0.0115886,0.0262295,0.0371661,0.00871299,0.0106677,0.0113928,0.0283211,0.00940656,0.00988867,0.0134411,0.0154338,0.0441775,0.0154891,0.0155703,0.035726,0.0302721,0.0140372,0.0159818,0.00977731,0.0132769,0,0,0.0160339,0,0.0285376,0.012578,0.0671009,0.0278881,0.0322024,0.00705919,0.0261034,0.044761,0.00375889,0.0375175,0.00829133,0.00959411,0.0141849,0.022479,0.0161822,0.0249315,0.0402912,0.0146166,0.0275789,0.00802565,0.0177381,0.0115468,0,0,0,0,0
25,0.0163674,0,0,0,0,0.0198928,0,0,0,0,0,0,0.0464561,0.0208632,0.0295972,0.0102686,0,0,0.0223603,0,0.0322819,0.0191263,0.0336987,0.0234788,0.0239224,0.0120434,0.0260112,0.0369835,0.00899002,0.0110561,0.0117707,0.0285849,0.00973376,0.0103056,0.0142117,0.0153097,0.0459001,0.0158542,0.015286,0.0361044,0.0303455,0.013977,0.0159384,0.0096202,0.0121221,0,0,0.0156848,0,0.0286011,0.0123364,0.067103,0.0277494,0.0321159,0.00725273,0.0257621,0.0441848,0.00379676,0.0377605,0.00831543,0.00970165,0.0141417,0.0225356,0.0161494,0.0248768,0.0402555,0.0143699,0.027504,0.00821082,0.0170072,0.0104216,0,0,0,0,0
26,0.0152533,0,0,0,0,0.0191718,0,0,0,0,0,0,0.0480854,0.0205581,0.0311738,0.0103105,0,0,0.0227817,0,0.0324669,0.0194589,0.0337393,0.0250914,0.0240085,0.0127503,0.0259,0.0369054,0.00919033,0.0113107,0.0120712,0.0287844,0.0100527,0.0107049,0.0148166,0.0152554,0.0473177,0.0160059,0.0148924,0.0363781,0.0302453,0.0138639,0.0158488,0.00958567,0.0111003,0,0,0.0152777,0,0.0286455,0.0120704,0.0671967,0.027318,0.0320424,0.00769933,0.0255592,0.0438167,0.00394626,0.0384903,0.00864562,0.00987136,0.0137783,0.0224076,0.0158966,0.0244412,0.0398577,0.0141401,0.0272945,0.00845903,0.0161712,0.00937522,0,0,0,0,0
27,0.0142404,0,0,0,0,0.018536,0,0,0,0,0,0,0.0493148,0.0205224,0.032191,0.0103229,0,0,0.0229948,0,0.032646,0.019613,0.033755,0.0260774,0.0239525,0.0138941,0.0258257,0.0368473,0.00926987,0.0114945,0.0122638,0.0289491,0.0102078,0.0109095,0.0152311,0.0151803,0.0484573,0.0159894,0.0144539,0.0367144,0.0301599,0.0137107,0.0157777,0.00956465,0.0101329,0,0,0.0149143,0,0.0287241,0.0117662,0.0672868,0.0268715,0.0319851,0.00822373,0.0254593,0.0434089,0.00416717,0.0392047,0.00903266,0.0100526,0.0133716,0.0222754,0.0156257,0.0239996,0.0393047,0.0139476,0.0271111,0.00868908,0.0154793,0.00833188,0,0,0,0,0
28,0.0134195,0,0,0,0,0.0180458,0,0,0,0,0,0,0.0504565,0.020535,0.0328984,0.0102619,0,0,0.0230819,0,0.0327632,0.0197499,0.0337448,0.0269362,0.0238058,0.0141899,0.0258327,0.0368963,0.00933849,0.0115884,0.0123963,0.0290971,0.0103749,0.0111459,0.015708,0.0152044,0.0493655,0.0158223,0.0141011,0.0367374,0.0301231,0.0136801,0.0157244,0.00951607,0.00925731,0,0,0.0145972,0,0.028926,0.011491,0.0673159,0.0266429,0.0319661,0.00845473,0.0254546,0.043068,0.00434634,0.0394763,0.00922988,0.0101689,0.0131928,0.0222599,0.0154915,0.0238145,0.0388762,0.0137493,0.0269712,0.0088709,0.0152303,0.00733231,0,0,0,0,0
29,0.0125648,0,0,0,0,0.0175005,0,0,0,0,0,0,0.0512214,0.0199912,0.0335208,0.0101111,0,0,0.0228632,0,0.0326707,0.0196328,0.0336223,0.0275938,0.0236994,0.013663,0.0258796,0.0367529,0.00950752,0.0117483,0.0125914,0.0292496,0.010489,0.0113332,0.0159715,0.0152357,0.0500149,0.0151774,0.0139411,0.0363265,0.0301172,0.0137617,0.0157248,0.00942361,0.00824413,0,0,0.0142189,0,0.0292186,0.0112291,0.0672982,0.0265839,0.0319832,0.00849436,0.0255005,0.0428399,0.00439911,0.0395457,0.00927006,0.0102042,0.0131644,0.0223059,0.0154719,0.0237839,0.0387065,0.0135576,0.0269163,0.00900337,0.0149963,0.00612764,0,0,0,0,0
30,0.011047,0,0,0,0,0.0162041,0,0,0,0,0,0,0.0517694,0.0187652,0.0341512,0.00955831,0,0,0.0242523,0,0.0330732,0.0208464,0.0333342,0.0282085,0.0234475,0.0134481,0.0255252,0.0358869,0.00979713,0.0119019,0.0128158,0.0293937,0.0105593,0.0115838,0.0162184,0.0154185,0.0505162,0.0160396,0.0142173,0.0335159,0.0302207,0.0135012,0.0158945,0.00898576,0.00649296,0,0,0.0130424,0,0.0293727,0.0105542,0.0671682,0.0266299,0.0318307,0.00862599,0.0251524,0.0419536,0.00434018,0.0396421,0.0093635,0.0102948,0.0131661,0.0224132,0.0155688,0.0238278,0.0386998,0.0132918,0.0245649,0.00804817,0.0141557,0.00434016,0,0,0,0,0
31,0.0102277,0,0,0,0,0.0154731,0,0,0,0,0,0,0.0520742,0.0191323,0.0341149,0.00928014,0,0,0.0237586,0,0.0332527,0.0205243,0.0332054,0.0281487,0.023277,0.0135136,0.0254294,0.035482,0.00994505,0.0120179,0.0129499,0.0293477,0.0105359,0.0115798,0.0162331,0.0154304,0.0508606,0.015032,0.0139027,0.0337081,0.0302084,0.0133264,0.015915,0.00880749,0.00539922,0,0,0.0126535,0,0.0293016,0.0102337,0.0671747,0.0265724,0.0317365,0.00866701,0.0249703,0.0414046,0.00426019,0.0396929,0.00942765,0.0103624,0.0131106,0.0224099,0.0155568,0.023787,0.038817,0.0131806,0.024186,0.00814621,0.0138907,0.00297896,0,0,0,0,0
32,0.00981304,0,0,0,0,0.0151053,0,0,0,0,0,0,0.0524151,0.0193126,0.0339793,0.00914269,0,0,0.0232227,0,0.0333457,0.0201524,0.0335695,0.0277838,0.0233324,0.0134676,0.0253785,0.0353263,0.0098956,0.0120465,0.0128698,0.0291792,0.0105984,0.0116632,0.0162595,0.0154706,0.0512514,0.0139872,0.0137063,0.0338566,0.0302215,0.0132444,0.0159085,0.00872463,0.00475894,0,0,0.012315,0,0.0293404,0.00992719,0.0672314,0.0264293,0.0316753,0.00875204,0.0248317,0.0412132,0.00424347,0.0397605,0.00947942,0.0104314,0.0130529,0.0223855,0.0154998,0.0237032,0.0388564,0.013324,0.0239114,0.00814867,0.0138083,0.00199932,0,0,0,0,0
33,0.00967805,0,0,0,0,0.0150063,0,0,0,0,0,0,0.0526025,0.0190931,0.0338183,0.00898954,0,0,0.0225169,0,0.0333022,0.0197637,0.0336887,0.0274133,0.0233726,0.0133753,0.0253637,0.0353732,0.00993968,0.012134,0.0127726,0.0290947,0.0106095,0.0117248,0.016262,0.0155118,0.0514554,0.0129027,0.013633,0.0339147,0.0302431,0.013188,0.0158809,0.00871671,0.00450078,0,0,0.0118981,0,0.0293514,0.0095951,0.06732,0.0262635,0.031666,0.0088995,0.0247758,0.0412551,0.00418741,0.0398191,0.00945203,0.0104468,0.0130389,0.0223829,0.0154536,0.0236365,0.0387612,0.01352,0.0237562,0.00811045,0.0138529,0.00143033,0,0,0,0,0
34,0.00961467,0,0,0,0,0.0149185,0,0,0,0,0,0,0.0526903,0.0193088,0.0338039,0.00872665,0,0,0.0206994,0,0.03314,0.018549,0.0334991,0.0273707,0.0233225,0.0132437,0.0253708,0.0354374,0.0100443,0.0121994,0.0127455,0.0290601,0.0106945,0.0118598,0.0164033,0.0155808,0.0514648,0.0107528,0.0134205,0.034764,0.030256,0.0132368,0.0157316,0.00870496,0.00446184,0,0,0.0122076,0,0.0292308,0.00992279,0.067373,0.0260956,0.03164,0.00901196,0.0247658,0.04141,0.00407215,0.0398686,0.00944243,0.0104495,0.0130123,0.0223907,0.0153891,0.0235753,0.0385348,0.0135501,0.0253322,0.00888802,0.0138362,0.00128837,0,0,0,0,0
