Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,LTHI,RTHIA
36,0.0193183,0,0,0,0,0.0159487,0,0,0,0,0,0,0.00980836,0.0243115,0.00896579,0.00698691,0,0,0.0130749,0,0.0269532,0.0142908,0.0344846,0.0119902,0.0175344,0.00991459,0.026214,0.0425894,0.0110441,0.00946633,0.0248362,0.00362871,0.00198259,0.00338533,0.0264203,0.0118028,0.0133278,0.0169373,0.0245673,0.0268393,0.0133218,0.0187698,0.00750615,0.00557837,0,0,0.0130129,0,0.0274646,0.00934796,0.0640373,0.0360095,0.0334688,0.0137378,0.0271503,0.0301316,0.0108436,0.0110851,0.0123732,0.017991,0.0236936,0.0171562,0.0282678,0.0422976,0.0129852,0.0242786,0.00763556,0.0145327,0.00797822,0,0,0,0,0,0,0
37,0.0227197,0,0,0,0,0.0129283,0,0,0,0,0,0,0.00952529,0.0246281,0.00893818,0.00675445,0,0,0.0111509,0,0.0272114,0.0122524,0.034385,0.0120495,0.0171209,0.0101103,0.0251881,0.0372266,0.0111039,0.00953826,0.0248382,0.0035658,0.00201772,0.00331937,0.026391,0.0111566,0.0104709,0.0172707,0.0228299,0.027108,0.0136588,0.018629,0.00706842,0.00917796,0,0,0.0114228,0,0.0276435,0.00828728,0.063924,0.0356595,0.0330863,0.0133479,0.0262349,0.0276405,0.0108013,0.010918,0.01222,0.0178387,0.0237803,0.0170431,0.028052,0.0423431,0.012854,0.0200572,0.00550779,0.011626,0.0112548,0,0,0,0,0,0,0
38,0.0256529,0,0,0,0,0.0109181,0,0,0,0,0,0,0.00922752,0.0251982,0.0089276,0.00652111,0,0,0.0101582,0,0.0273877,0.0101119,0.0343647,0.0121106,0.0167365,0.0101758,0.0240182,0.0330234,0.0110792,0.00954891,0.02488,0.00345413,0.00202748,0.0032494,0.0263721,0.0105473,0.00947132,0.017984,0.0210514,0.0273236,0.0140875,0.0184685,0.00666061,0.0112303,0,0,0.0127416,0,0.027194,0.00955573,0.0638277,0.0352457,0.0326752,0.01297,0.0252052,0.0272404,0.0106553,0.010739,0.012053,0.0176555,0.023849,0.0169396,0.0277881,0.0422449,0.0128737,0.0257782,0.00747609,0.00925692,0.0138335,0,0,0,0,0,0,0
39,0.0295155,0,0,0,0,0.0103243,0,0,0,0,0,0,0.00891921,0.0257394,0.00890271,0.0063178,0,0,0.010538,0,0.0277175,0.00907008,0.0343895,0.0119769,0.0161753,0.0101511,0.0223457,0.0294048,0.0109507,0.0095393,0.0248746,0.00329933,0.0020139,0.00320096,0.0263547,0.00984808,0.00966719,0.0188188,0.0195381,0.0273455,0.0145056,0.018178,0.00612248,0.0142968,0,0,0.0110411,0,0.0269278,0.00860517,0.0638001,0.0347433,0.031961,0.0126945,0.023609,0.0256006,0.0104598,0.0105404,0.0118855,0.0174438,0.023906,0.0167579,0.0274499,0.0419707,0.0126091,0.0218058,0.00425956,0.00891268,0.016973,0,0,0,0,0,0,0
40,0.0324228,0,0,0,0,0.0107397,0,0,0,0,0,0,0.00859276,0.0264126,0.00882787,0.00597116,0,0,0.0111566,0,0.0276261,0.00840631,0.0344837,0.0118246,0.0156416,0.0100498,0.0205405,0.026841,0.0107309,0.00950246,0.0248539,0.00310101,0.00198965,0.00310798,0.0262599,0.00917312,0.0101024,0.0194561,0.0183543,0.0271952,0.0149435,0.0178277,0.00573396,0.0161975,0,0,0.0107431,0,0.0263453,0.00875965,0.0638045,0.0341621,0.0311794,0.0124033,0.021835,0.0253402,0.0103132,0.0103907,0.0117113,0.0172007,0.0239084,0.0165062,0.027028,0.0415699,0.0125292,0.0226119,0.00336605,0.00905852,0.0191867,0,0,0,0,0,0,0
41,0.0344268,0,0,0,0,0.011528,0,0,0,0,0,0,0.00821372,0.0271422,0.00870596,0.00569833,0,0,0.0115309,0,0.0274575,0.00764237,0.0345945,0.011637,0.0151257,0.00975169,0.0186082,0.0252041,0.0104598,0.00939837,0.0248019,0.00282431,0.00191686,0.00309525,0.0261486,0.00859822,0.0103723,0.0202958,0.0173702,0.0269702,0.0152968,0.0174476,0.00549386,0.0172256,0,0,0.0114338,0,0.0254425,0.00994274,0.0637936,0.033527,0.0303334,0.0120568,0.019911,0.0263184,0.0103052,0.010231,0.0115641,0.0168838,0.0237908,0.016205,0.0265345,0.0411181,0.012596,0.028211,0.00650006,0.00969232,0.0206182,0,0,0,0,0,0,0
42,0.0364648,0,0,0,0,0.0129366,0,0,0,0,0,0,0.00787092,0.0277658,0.00862181,0.00555184,0,0,0.011615,0,0.027246,0.00720263,0.0347466,0.0114444,0.0146148,0.00937427,0.0166628,0.0243589,0.0102205,0.00926861,0.0246719,0.00252359,0.00189656,0.00308158,0.0260248,0.00793209,0.0107267,0.0215744,0.0162497,0.0267251,0.0158959,0.0171065,0.00540073,0.0184234,0,0,0.0109545,0,0.0248824,0.0100219,0.0638255,0.0330247,0.0294426,0.0118202,0.0179625,0.0263579,0.0103313,0.0101154,0.011484,0.0166003,0.0236019,0.0159008,0.0260828,0.0407536,0.0124454,0.0279682,0.00614646,0.0114266,0.0220454,0,0,0,0,0,0,0
43,0.0380928,0,0,0,0,0.0144454,0,0,0,0,0,0,0.00760603,0.0283636,0.00849486,0.00553631,0,0,0.0114822,0,0.0271539,0.00726174,0.0349513,0.0112202,0.0142111,0.00910218,0.0148155,0.0241151,0.00997253,0.00914206,0.0244983,0.00224591,0.00197403,0.00302386,0.0259037,0.00728045,0.0112132,0.023017,0.01478,0.026455,0.0166222,0.0168001,0.00540503,0.0192757,0,0,0.0106381,0,0.0245608,0.00994855,0.0638469,0.0327593,0.0285965,0.0116868,0.0161197,0.0262982,0.0103663,0.00999862,0.0114701,0.016414,0.0233893,0.0156675,0.0257327,0.0404031,0.0122825,0.0261798,0.0052953,0.0134854,0.0231435,0,0,0,0,0,0,0
44,0.0387467,0,0,0,0,0.0155153,0,0,0,0,0,0,0.00738417,0.0290687,0.00827775,0.00552862,0,0,0.0113793,0,0.0272074,0.00720742,0.0351607,0.0109096,0.0139649,0.00881471,0.0130864,0.0242649,0.00969858,0.00896411,0.0243069,0.00195012,0.0020682,0.00293007,0.0257341,0.00675076,0.0118257,0.0246528,0.0127219,0.0261544,0.0170367,0.0164908,0.00551448,0.0192743,0,0,0.011324,0,0.0240314,0.0109811,0.063723,0.0324006,0.0278226,0.0115573,0.0144317,0.0274127,0.0103129,0.00979047,0.0114374,0.0162043,0.0231576,0.0154332,0.0253917,0.0399357,0.0120225,0.0302984,0.00826025,0.014766,0.0235793,0,0,0,0,0,0,0
45,0.0393776,0,0,0,0,0.0165038,0,0,0,0,0,0,0.00722359,0.0300287,0.00811819,0.00536937,0,0,0.0112559,0,0.0272597,0.0070108,0.0352878,0.0106723,0.0137233,0.00859049,0.0114792,0.0245878,0.0092895,0.00876052,0.0240528,0.00166607,0.00222022,0.00285733,0.0255452,0.00622908,0.0122936,0.0265593,0.010387,0.0257784,0.0181181,0.0161731,0.00561654,0.0194262,0,0,0.0116748,0,0.0244174,0.0114857,0.0634884,0.0319586,0.0270561,0.0114693,0.0128717,0.027699,0.0101743,0.00956993,0.0113792,0.0160089,0.0229268,0.0152048,0.0250507,0.0393108,0.0119158,0.0293121,0.00824515,0.0157053,0.0240134,0,0,0,0,0,0,0
46,0.0396384,0,0,0,0,0.0172283,0,0,0,0,0,0,0.00718408,0.0311695,0.00809043,0.00521166,0,0,0.0110022,0,0.0275527,0.00684521,0.0354362,0.010562,0.0134037,0.00839048,0.00995878,0.0249964,0.0088214,0.00861058,0.0238108,0.0014163,0.00244621,0.00285337,0.0253827,0.00568713,0.0126111,0.028507,0.00821001,0.0255434,0.0189204,0.0159783,0.00569722,0.0193194,0,0,0.011841,0,0.0244709,0.0118714,0.0635918,0.0317599,0.0262589,0.0114784,0.0113464,0.0277687,0.0102522,0.00947864,0.0114772,0.0158961,0.022759,0.0150417,0.0248626,0.0388871,0.011896,0.027724,0.00816863,0.0166083,0.0241846,0,0,0,0,0,0,0
47,0.0393571,0,0,0,0,0.0176817,0,0,0,0,0,0,0.007366,0.0323576,0.00814789,0.00504087,0,0,0.0107479,0,0.0279226,0.00686644,0.0355803,0.0105795,0.0131492,0.00854308,0.00853509,0.0254484,0.00863719,0.00853929,0.0234863,0.00133091,0.00285056,0.00274329,0.0251385,0.00537204,0.012714,0.0303319,0.00646229,0.0254299,0.0193506,0.0157351,0.00580304,0.0188642,0,0,0.0119561,0,0.0242257,0.0122077,0.0638839,0.0315745,0.0255401,0.0114786,0.00991577,0.0277762,0.0103907,0.00938852,0.0116085,0.0157606,0.0225708,0.0148279,0.0246622,0.0387222,0.0118487,0.0262543,0.00838573,0.017415,0.0239447,0,0,0,0,0,0.00758423,0
48,0.0386896,0,0,0,0,0.0179473,0,0,0,0,0,0,0.007498,0.0335924,0.00820978,0.00515375,0,0,0.010623,0,0.0281619,0.00709424,0.0358427,0.0104603,0.013073,0.00844136,0.00733567,0.0258012,0.00826765,0.00836973,0.0232641,0.00110883,0.00311458,0.00274015,0.0249114,0.00518726,0.0125424,0.0319684,0.00550737,0.0252045,0.0197561,0.0155052,0.00603555,0.0182541,0,0,0.0122556,0,0.0240923,0.0125015,0.0640237,0.031394,0.0248863,0.01148,0.00862043,0.027909,0.0104434,0.0092592,0.0116035,0.0156159,0.022289,0.0145817,0.0244262,0.0384947,0.0118517,0.0249036,0.00881852,0.0180234,0.0234406,0,0,0,0,0,0.00772656,0
49,0.0380527,0,0,0,0,0.0183055,0,0,0,0,0,0,0.00776095,0.0348395,0.00832848,0.00519095,0,0,0.0107283,0,0.0283861,0.00757377,0.0361212,0.0102915,0.0131324,0.00834269,0.00642565,0.0259591,0.00797614,0.00823238,0.0230228,0.000939484,0.00336839,0.00284989,0.0247083,0.00514119,0.0123866,0.0333232,0.00527943,0.0250549,0.019661,0.0153326,0.00630073,0.0177658,0,0,0.0124571,0,0.0234979,0.0127455,0.0641404,0.0312709,0.0243021,0.0115461,0.00756482,0.0282301,0.0104261,0.00911725,0.0115802,0.0155469,0.0220739,0.0144005,0.0242494,0.0383787,0.0120493,0.0238249,0.00912123,0.0186986,0.023026,0,0,0,0,0,0.00764478,0
50,0.036819,0,0,0,0,0.0180575,0,0,0,0,0,0,0.00800764,0.0360088,0.00837927,0.00500425,0,0,0.0113772,0,0.0288135,0.00845682,0.0361222,0.0100754,0.0129809,0.00805046,0.00609431,0.0263833,0.00770725,0.00806296,0.0227637,0.000839521,0.0035993,0.00303726,0.0245349,0.00525363,0.0122263,0.0343784,0.00558537,0.0252575,0.0201247,0.0151878,0.00653567,0.0169286,0,0,0.012965,0,0.0238249,0.0133431,0.0643888,0.0311752,0.0238879,0.0114303,0.00716213,0.0284614,0.010357,0.00897902,0.0116016,0.0154668,0.0219519,0.0143017,0.0242059,0.0386274,0.0122555,0.023204,0.00975492,0.0188877,0.0221763,0,0,0,0,0,0.00738404,0
51,0.0352544,0,0,0,0,0.0176746,0,0,0,0,0,0,0.00838718,0.0368304,0.0083837,0.0046162,0,0,0.0123711,0,0.0289782,0.00926111,0.0360604,0.00993138,0.0119579,0.00741521,0.00587925,0.0269106,0.00747834,0.00789225,0.022456,0.000872742,0.00396273,0.00320829,0.0243627,0.00565696,0.0122402,0.0349705,0.00598082,0.025294,0.0207177,0.0150169,0.00654186,0.0160232,0,0,0.0135174,0,0.024504,0.0138835,0.0646898,0.031107,0.0234204,0.0114435,0.00693975,0.0286759,0.0103607,0.00893632,0.0116931,0.0153949,0.021761,0.0141691,0.0241458,0.0388625,0.0124356,0.0225164,0.0106204,0.0191225,0.0212539,0,0,0,0,0,0.00708895,0
52,0.033541,0,0,0,0,0.0173893,0,0,0,0,0,0,0.00890877,0.0371051,0.00835967,0.004475,0,0,0.0136726,0,0.0283238,0.00991,0.0360305,0.00980217,0.0108752,0.00682611,0.00573158,0.0276479,0.00727215,0.00773819,0.0221588,0.00106973,0.00436576,0.00338413,0.0241819,0.00633888,0.0125922,0.0349687,0.00622193,0.0251982,0.0213728,0.014869,0.00643294,0.0150871,0,0,0.0139487,0,0.0252853,0.0142268,0.0648991,0.0310522,0.0229934,0.0115235,0.00673581,0.0287736,0.0104131,0.00893542,0.0118247,0.0153125,0.0215026,0.0140172,0.0240568,0.0389264,0.012603,0.0216415,0.0113209,0.0192345,0.0201883,0,0,0,0,0,0.00682217,0
53,0.0320204,0,0,0,0,0.0174654,0,0,0,0,0,0,0.00968723,0.0374522,0.00843781,0.00439851,0,0,0.0152594,0,0.0281469,0.0107156,0.036014,0.00949096,0.00953721,0.00704017,0.00585047,0.0284585,0.00702593,0.0075636,0.0217034,0.0014004,0.00483448,0.00364438,0.0239678,0.00734404,0.0134021,0.0351988,0.00615476,0.0251111,0.0216769,0.0147112,0.00616037,0.0144203,0,0,0.0141762,0,0.0256543,0.0143904,0.0651323,0.0309815,0.0226257,0.0116058,0.00681,0.0289402,0.0103995,0.00889303,0.0119724,0.015259,0.0212348,0.0138424,0.023959,0.0389245,0.0128984,0.0206637,0.0116908,0.019384,0.0193016,0,0,0,0,0,0.00647947,0
54,0.0308108,0,0,0,0,0.0179964,0,0,0,0,0,0,0.0100342,0.0381088,0.00852876,0.00422768,0,0,0.0167252,0,0.0284178,0.0115615,0.0361085,0.00938195,0.00950055,0.00744226,0.00567209,0.0294582,0.00696484,0.00756301,0.0215361,0.00153468,0.00499145,0.0037927,0.02394,0.00778632,0.0143371,0.0362994,0.00588883,0.0248959,0.0218521,0.0145216,0.00610895,0.0137481,0,0,0.0144898,0,0.0259485,0.0146476,0.0652174,0.030792,0.0220908,0.0116938,0.00636525,0.0290079,0.0104385,0.00886665,0.0120238,0.0151612,0.0210272,0.0136334,0.0237479,0.0385406,0.0133438,0.0197513,0.0121041,0.0199142,0.0183809,0,0,0,0,0,0.00641158,0
55,0.0299052,0,0,0,0,0.0188182,0,0,0,0,0,0,0.00984502,0.0386524,0.00855744,0.00449547,0,0,0.0180243,0,0.0287495,0.012536,0.0362499,0.00949018,0.0107933,0.00751986,0.00522492,0.0303216,0.00704244,0.0076875,0.0216904,0.00141737,0.0048183,0.00379146,0.0240579,0.0075346,0.0151361,0.0377369,0.00590914,0.0244818,0.0219281,0.0143828,0.00686451,0.0131452,0,0,0.0150159,0,0.0262941,0.0151803,0.065166,0.0305309,0.0214659,0.0117327,0.00536029,0.0292094,0.0105578,0.0088269,0.0119945,0.0150045,0.02086,0.0134353,0.0234647,0.0380128,0.0139343,0.0194302,0.0126585,0.0207276,0.0176268,0,0,0,0,0,0.00658939,0
56,0.0291587,0,0,0,0,0.0197789,0,0,0,0,0,0,0.00980898,0.0389115,0.00848694,0.0048257,0,0,0.0195314,0,0.0288781,0.0137987,0.0363506,0.00950244,0.0113954,0.00739028,0.00522217,0.0310929,0.00700546,0.00770734,0.0217521,0.00141303,0.00478038,0.00382133,0.0240765,0.00756198,0.0159826,0.0386566,0.00647486,0.024239,0.0218445,0.0142243,0.00823191,0.0127182,0,0,0.0153622,0,0.0264243,0.0154966,0.0652321,0.0302883,0.0210557,0.0118038,0.0048858,0.0294573,0.0106153,0.00885885,0.012019,0.0148849,0.0207591,0.0132557,0.0232544,0.0377087,0.0146532,0.0187806,0.0129265,0.0215249,0.0170561,0,0,0,0,0,0.00663094,0
57,0.028468,0,0,0,0,0.0208875,0,0,0,0,0,0,0.0098701,0.0393506,0.00842657,0.00497871,0,0,0.0213055,0,0.0289593,0.0151017,0.0364384,0.00950222,0.0115554,0.00735864,0.00528241,0.031843,0.0069597,0.00770507,0.0217312,0.00145561,0.00481577,0.00382606,0.0240619,0.00771154,0.0170451,0.039299,0.00701113,0.0240394,0.0221182,0.0140572,0.0078908,0.0123296,0,0,0.015598,0,0.026767,0.0153317,0.0653009,0.0301642,0.0208402,0.0117738,0.00466014,0.0296293,0.010601,0.00890013,0.0120107,0.0146294,0.0206201,0.0129542,0.0228923,0.0374981,0.0155807,0.0175342,0.0124006,0.022538,0.0164458,0,0,0,0,0,0.0066101,0
58,0.0280375,0,0,0,0,0.0221412,0,0,0,0,0,0,0.00983457,0.0400002,0.00841106,0.00527175,0,0,0.0229845,0,0.0292885,0.0159635,0.0365689,0.00945278,0.0119547,0.00740533,0.00537978,0.0323865,0.00697618,0.00774404,0.0217704,0.00141782,0.00477811,0.0037559,0.024086,0.00765195,0.0180756,0.040121,0.00751358,0.023671,0.0223169,0.0140014,0.00738729,0.0121209,0,0,0.0160574,0,0.0271055,0.0152482,0.0652698,0.0300766,0.02064,0.0118295,0.00437391,0.0299187,0.010633,0.00898418,0.0120098,0.0144554,0.0204187,0.0127572,0.0226174,0.0370949,0.0165979,0.0165157,0.0118748,0.0237434,0.0160154,0,0,0,0,0,0.00663634,0
59,0.0271377,0,0,0,0,0.0233547,0,0,0,0,0,0,0.00968825,0.0407732,0.00836053,0.0054636,0,0,0.0244716,0,0.029403,0.0166385,0.0366991,0.00936175,0.0121641,0.00725923,0.005635,0.0326521,0.00688616,0.00769225,0.0217727,0.00143651,0.00475716,0.00367501,0.0240498,0.00745187,0.018825,0.0408744,0.00824863,0.0231963,0.0223073,0.013932,0.00696436,0.0122188,0,0,0.0164845,0,0.0273291,0.0153054,0.0652222,0.0298408,0.0204901,0.0118853,0.00427897,0.0309505,0.0106692,0.00900315,0.0119616,0.0143672,0.0202318,0.0126343,0.0224002,0.0364557,0.0178126,0.0155858,0.0115099,0.0248115,0.0155144,0,0,0,0,0,0.00657971,0
60,0.0257367,0,0,0,0,0.0261744,0,0,0,0,0,0,0.0115103,0.0416757,0.00888591,0.00378694,0,0,0.0228993,0,0.0293236,0.0156321,0.0358777,0.00894511,0.0142294,0.0068709,0.0054418,0.0319155,0.00588921,0.00689596,0.0201713,0.00242934,0.0059419,0.00445178,0.0231817,0.00981578,0.0170837,0.0417841,0.00898242,0.0102016,0.0223344,0.00551938,0.00338583,0.0131477,0,0,0.0167459,0,0.0274935,0.014596,0.0709,0.0126369,0.0193883,0.00108819,0.00437922,0.030884,0.00400846,0.00351094,0.00390122,0.00319858,0.0138277,0.00428685,0.00761814,0.0147926,0.0191488,0.0145131,0.010998,0.0280903,0.0148042,0,0,0,0,0,0.00516245,0.0356382
61,0.0253085,0,0,0,0,0.0267956,0,0,0,0,0,0,0.0116798,0.042521,0.00899682,0.00396936,0,0,0.0240672,0,0.0287416,0.0164908,0.035926,0.00896633,0.0142066,0.0070161,0.00598548,0.0324194,0.00593454,0.00690904,0.0200478,0.00248022,0.00604495,0.00458535,0.023141,0.0100351,0.0175213,0.0423274,0.0098621,0.00991203,0.0225533,0.00547246,0.00345322,0.0132217,0,0,0.017772,0,0.0277386,0.0146313,0.0709851,0.0125997,0.0190943,0.00116396,0.00490927,0.0310178,0.00406815,0.00346653,0.00389976,0.00317086,0.0136441,0.0042371,0.00752158,0.0143981,0.0204423,0.0135986,0.0112344,0.028545,0.0141454,0,0,0,0,0,0.00512693,0.0355124
62,0.024717,0,0,0,0,0.027491,0,0,0,0,0,0,0.0117351,0.0432472,0.00908933,0.00396735,0,0,0.0250723,0,0.0281159,0.0170787,0.0359808,0.00894533,0.0142171,0.00705779,0.00649489,0.0325836,0.00594079,0.00689618,0.0199555,0.00254205,0.00609271,0.00464079,0.0230944,0.0101098,0.0178113,0.0428465,0.0107439,0.00962762,0.0225973,0.00541295,0.00369469,0.0136143,0,0,0.0187466,0,0.0278315,0.0145352,0.0710011,0.0124282,0.018879,0.00125218,0.00537987,0.0317674,0.00411766,0.00341196,0.00388203,0.00305782,0.0135061,0.00415964,0.00734448,0.0139931,0.0218148,0.0125398,0.011168,0.0291523,0.0135888,0,0,0,0,0,0.00512548,0.0354295
63,0.024244,0,0,0,0,0.0280953,0,0,0,0,0,0,0.0117641,0.043829,0.00905989,0.00400627,0,0,0.0260288,0,0.0275418,0.0172727,0.0360275,0.00898413,0.014223,0.00706797,0.00695346,0.0324987,0.00594928,0.00685136,0.0198745,0.00260562,0.00614274,0.0046692,0.0230601,0.0101228,0.0180514,0.0433307,0.0114899,0.00937192,0.0226368,0.00536191,0.0038386,0.0140495,0,0,0.0196757,0,0.0279318,0.0147629,0.0710048,0.0122772,0.0186905,0.00131187,0.00580195,0.0324206,0.00413982,0.00341498,0.00385768,0.00294701,0.0133642,0.00408676,0.00720438,0.0136732,0.0230846,0.0115901,0.0108927,0.0298256,0.0131473,0,0,0,0,0,0.00512186,0.0353567
64,0.0239269,0,0,0,0,0.0287944,0,0,0,0,0,0,0.0117319,0.0442329,0.00899844,0.00411018,0,0,0.0269145,0,0.027009,0.0174373,0.0360692,0.00901924,0.0142209,0.00706856,0.00735546,0.0322816,0.00594075,0.00679471,0.0198095,0.00264229,0.00618737,0.00465919,0.0230398,0.0100784,0.0183268,0.043737,0.0120136,0.00918676,0.0227301,0.00527872,0.00389559,0.0144891,0,0,0.0206957,0,0.0280519,0.0149796,0.0710228,0.0121186,0.0185259,0.00138181,0.00616336,0.0329703,0.004167,0.00343676,0.00384633,0.00286499,0.0132624,0.00402077,0.00707872,0.0134309,0.02438,0.0107023,0.0105959,0.0304885,0.0128387,0,0,0,0,0,0.00509947,0.0352569
65,0.0237351,0,0,0,0,0.0294495,0,0,0,0,0,0,0.0116641,0.0446135,0.00895306,0.00420861,0,0,0.0275138,0,0.0267398,0.0177744,0.0360983,0.008913,0.0142208,0.00704683,0.00769628,0.0317592,0.00592301,0.00675088,0.0197498,0.00266398,0.00621971,0.00458351,0.0230149,0.0100105,0.0184265,0.0440576,0.0122857,0.00900487,0.0228847,0.00519888,0.00392391,0.0149253,0,0,0.0218186,0,0.0282078,0.0152196,0.071063,0.0119577,0.0183794,0.00147387,0.006487,0.0334255,0.00419962,0.00344667,0.00385145,0.00277888,0.0131351,0.00395154,0.00693939,0.0131744,0.0256945,0.00988206,0.0103661,0.0310271,0.012635,0,0,0,0,0,0.00506106,0.0351422
66,0.0236844,0,0,0,0,0.0301819,0,0,0,0,0,0,0.0116341,0.0449864,0.00895916,0.00427617,0,0,0.0279284,0,0.0266639,0.0181203,0.0361225,0.0088237,0.0142159,0.00705714,0.00794549,0.0308025,0.00590813,0.00670399,0.0196595,0.00269608,0.00627211,0.00455372,0.0229764,0.00998094,0.0182685,0.0442953,0.0123605,0.00883672,0.0230768,0.00510065,0.00390648,0.0153328,0,0,0.0230794,0,0.0283569,0.0156207,0.0711215,0.011746,0.0182734,0.00159221,0.00675422,0.0339886,0.00424183,0.00349136,0.00388783,0.00271912,0.0130367,0.00388333,0.00681233,0.0129238,0.0270324,0.00910387,0.0101479,0.0316285,0.0126693,0,0,0,0,0,0.00500409,0.0350454
67,0.0235568,0,0,0,0,0.0306053,0,0,0,0,0,0,0.0115591,0.0453096,0.00896363,0.00434664,0,0,0.0282693,0,0.026754,0.0182988,0.0361763,0.00882358,0.0142664,0.00710478,0.00817245,0.0299528,0.00592374,0.00667348,0.0196009,0.00271265,0.00629269,0.00454954,0.0229315,0.00987817,0.0181804,0.0445147,0.0122845,0.0086726,0.0232462,0.00502583,0.00389794,0.0155609,0,0,0.0240417,0,0.0285177,0.0159427,0.0711203,0.0115885,0.0182045,0.00164876,0.00696534,0.0341746,0.00426767,0.00351446,0.00388601,0.00268356,0.0129512,0.00383955,0.0067436,0.0126914,0.0280836,0.0083637,0.00998183,0.0318447,0.0124881,0,0,0,0,0,0.00496122,0.0350238
68,0.0236547,0,0,0,0,0.0309304,0,0,0,0,0,0,0.0114452,0.0455112,0.00897258,0.00437654,0,0,0.028521,0,0.026928,0.0184286,0.0362198,0.008804,0.0143849,0.00710414,0.00834824,0.0286597,0.00594223,0.00662828,0.0195313,0.00273325,0.0063157,0.00455207,0.0228958,0.0097654,0.0180526,0.0445772,0.0122826,0.00847547,0.0234517,0.00496319,0.0038771,0.0156185,0,0,0.0252783,0,0.028574,0.0164982,0.0711014,0.0114522,0.0181679,0.00170544,0.0071219,0.0341803,0.00431655,0.00355242,0.00388088,0.00261297,0.0128454,0.00379173,0.00665987,0.0123894,0.0291915,0.00811663,0.0100646,0.0321197,0.0124581,0,0,0,0,0,0.00492772,0.0349703
69,0.0238491,0,0,0,0,0.0312029,0,0,0,0,0,0,0.0113442,0.0453879,0.00896321,0.00441795,0,0,0.0285161,0,0.0272021,0.0187319,0.0362286,0.00879031,0.0144258,0.00709025,0.00851165,0.0273194,0.00595063,0.00656463,0.0194613,0.00276034,0.00632458,0.00454646,0.0228611,0.00965357,0.017825,0.0444528,0.0124309,0.00825586,0.0236494,0.00491175,0.00386334,0.0155859,0,0,0.0264019,0,0.0286505,0.0169501,0.0711039,0.011306,0.0181123,0.00173568,0.00728814,0.034162,0.00434276,0.00355371,0.00387537,0.00253567,0.0127686,0.00373677,0.00655176,0.0120896,0.0301488,0.008029,0.010321,0.0322405,0.0124185,0,0,0,0,0,0.00490031,0.0348857
70,0.0244427,0,0,0,0,0.0318549,0,0,0,0,0,0,0.0113069,0.045331,0.00894428,0.00451992,0,0,0.0284576,0,0.0275055,0.0191678,0.0362196,0.00875241,0.0143721,0.00710788,0.00862887,0.0259588,0.00595226,0.00649096,0.019401,0.00279415,0.00633652,0.0045384,0.022821,0.00960762,0.0173398,0.0442346,0.0122399,0.00813067,0.0239306,0.00485616,0.00386656,0.0155119,0,0,0.027654,0,0.0287806,0.0175262,0.071117,0.0111246,0.0180466,0.00179106,0.00743888,0.0342852,0.00434211,0.00354201,0.00389295,0.00245732,0.012729,0.00368661,0.00644446,0.0118549,0.0312277,0.00821552,0.0103931,0.0328139,0.012683,0,0,0,0,0,0.00486971,0.0347881
71,0.025067,0,0,0,0,0.0333364,0,0,0,0,0,0,0.011276,0.0453223,0.00899193,0.00454681,0,0,0.0284393,0,0.0277923,0.0193209,0.0361911,0.00878615,0.014151,0.00718317,0.00867688,0.0251499,0.0059511,0.00643091,0.0192986,0.00281511,0.00636224,0.00454633,0.0227879,0.00953058,0.0166453,0.0439138,0.011886,0.00812019,0.0241653,0.00472902,0.0038609,0.0156891,0,0,0.028504,0,0.0290744,0.017834,0.0711293,0.0109257,0.018009,0.00187134,0.00749296,0.0351881,0.00436757,0.00355825,0.00392553,0.00235531,0.0127048,0.00359607,0.00632139,0.0116768,0.0323381,0.00785257,0.0102643,0.0342947,0.0131494,0,0,0,0,0,0.00480402,0.0347806
72,0.0258954,0,0,0,0,0.0341224,0,0,0,0,0,0,0.0111692,0.0450492,0.00899679,0.004544,0,0,0.028478,0,0.0281077,0.0193483,0.0362355,0.0088241,0.0141888,0.00723525,0.00878818,0.0243585,0.00595817,0.0063876,0.0192547,0.00282825,0.00639128,0.00464999,0.0227428,0.00942341,0.016189,0.0435739,0.0117914,0.00798856,0.0243982,0.00462423,0.00390521,0.0154911,0,0,0.0297878,0,0.029243,0.0185427,0.0710892,0.0107201,0.0179622,0.0019597,0.00761141,0.0352477,0.00438588,0.00358167,0.00389052,0.00226754,0.0126792,0.00352629,0.00617695,0.0114815,0.0333592,0.00788193,0.0109953,0.0350665,0.0134534,0,0,0,0,0,0.00478019,0.0347949
