Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75
9,0.044918,0,0,0,0,0.0418559,0,0,0,0,0,0,0.0127479,0.0150286,0.00610778,0.00189262,0,0,0.0757856,0,0.0339986,0.052976,0.0359129,0.0113527,0.0165313,0.00325169,0.00914893,0.100892,0.00305735,0.00207989,0.000815162,0.0185916,0.00641649,0.00470975,0.00593612,0.0266877,0.0132798,0.0666343,0.0146037,0.0401419,0.0130181,0.0154546,0.0157881,0.00884378,0.0292376,0,0,0.033732,0,0.0256193,0.0142118,0.0611061,0.0166964,0.0224645,0.0175975,0.0116863,0.0667106,0.00232007,0.0380472,0.00961874,0.0112125,0.00851235,0.0212845,0.00411944,0.00751358,0.0150918,0.0348068,0.0191857,0.0157768,0.03693,0.0335496,0,0,0,0,0
10,0.0456111,0,0,0,0,0.0423044,0,0,0,0,0,0,0.0122421,0.0150789,0.00592196,0.00216475,0,0,0.0757278,0,0.0339505,0.0527737,0.03578,0.0111881,0.0163201,0.0037641,0.00947305,0.101734,0.0028342,0.00197542,0.000833937,0.0185049,0.00623325,0.00454868,0.00572579,0.0266416,0.012072,0.0669806,0.0143706,0.0400932,0.0134125,0.0155384,0.0161306,0.00906909,0.0296991,0,0,0.0333202,0,0.0253753,0.0142189,0.0611302,0.0170974,0.0223815,0.0176083,0.0118388,0.0665853,0.00231729,0.038144,0.00961583,0.0112427,0.00854679,0.021502,0.00432808,0.00747666,0.0154225,0.0346538,0.0192824,0.0159363,0.0372241,0.0340787,0,0,0,0,0
11,0.0462615,0,0,0,0,0.0427307,0,0,0,0,0,0,0.0120461,0.0150047,0.00575405,0.00210832,0,0,0.0758033,0,0.0339584,0.0527174,0.0358,0.0112538,0.0165456,0.00356687,0.00977179,0.102381,0.00267396,0.00188536,0.000946738,0.0183949,0.00613349,0.00444528,0.00551424,0.0265544,0.011301,0.0672559,0.0142045,0.0400501,0.0136042,0.0156289,0.0163773,0.00961972,0.0302128,0,0,0.0328567,0,0.0251939,0.0141745,0.0611292,0.0174874,0.0224097,0.0174454,0.0120736,0.0664262,0.00234116,0.0382232,0.00949934,0.0112616,0.00860456,0.0217652,0.00464111,0.00746669,0.015519,0.0344375,0.0194045,0.0159452,0.0373356,0.0346128,0,0,0,0,0
12,0.0460575,0,0,0,0,0.0429432,0,0,0,0,0,0,0.0122314,0.0150789,0.00569462,0.00162256,0,0,0.0748104,0,0.0339581,0.0520772,0.0358326,0.0112717,0.0173675,0.00348027,0.00996393,0.103006,0.00266747,0.00173008,0.00105806,0.0183776,0.00619499,0.00449219,0.00551752,0.0264686,0.0111915,0.0671504,0.0139538,0.0399064,0.0139163,0.015408,0.0165729,0.00962939,0.0298101,0,0,0.0337901,0,0.0253387,0.0147982,0.0609774,0.0176953,0.0226864,0.017318,0.0122773,0.0660625,0.00258454,0.0383506,0.00938853,0.0113898,0.0088021,0.0220937,0.00502021,0.00765655,0.0158374,0.0345356,0.018457,0.0157403,0.0377839,0.0346593,0,0,0,0,0
13,0.045781,0,0,0,0,0.0427092,0,0,0,0,0,0,0.0123685,0.0149768,0.00567501,0.0015707,0,0,0.0752874,0,0.034122,0.0521654,0.0359378,0.0115147,0.0178064,0.00369049,0.0102224,0.10307,0.0025052,0.00157566,0.00108166,0.0183206,0.0062696,0.00455068,0.005465,0.0262928,0.0113628,0.0674617,0.013912,0.0397149,0.0142421,0.0154449,0.0169255,0.00952265,0.0296648,0,0,0.0333078,0,0.0251795,0.0146081,0.0609985,0.0181088,0.0228673,0.0173541,0.0124736,0.0656283,0.00270276,0.0385039,0.00950339,0.0115213,0.00893785,0.0222974,0.00522167,0.00768192,0.0161239,0.0342207,0.0184432,0.0155355,0.0378742,0.0344625,0,0,0,0,0
14,0.0455017,0,0,0,0,0.0424838,0,0,0,0,0,0,0.0124139,0.0147323,0.00554243,0.00171929,0,0,0.0756978,0,0.0341463,0.0522095,0.0361064,0.0120623,0.017915,0.00404625,0.0105685,0.103123,0.00233369,0.00134003,0.00119624,0.0182681,0.00632296,0.00463864,0.00537333,0.0260744,0.0116359,0.0676615,0.013944,0.0395335,0.0145358,0.0155346,0.0173745,0.00970124,0.0294794,0,0,0.0327799,0,0.0250839,0.0144324,0.061008,0.0186264,0.022783,0.0177148,0.0127037,0.0651219,0.00258449,0.0386455,0.00984448,0.0116327,0.00900814,0.0224071,0.00528019,0.00757299,0.0164601,0.0339704,0.0184272,0.0152322,0.0378204,0.0341873,0,0,0,0,0
15,0.0451809,0,0,0,0,0.0422998,0,0,0,0,0,0,0.012513,0.0147376,0.00558542,0.00186008,0,0,0.0760482,0,0.0341518,0.0524795,0.0363532,0.0124957,0.018041,0.00441477,0.010843,0.103244,0.00230419,0.00105458,0.00142295,0.0182304,0.00642977,0.00488111,0.00535608,0.0258441,0.0120143,0.0678841,0.0139904,0.039327,0.0149524,0.0157786,0.0177123,0.00986678,0.029315,0,0,0.0321364,0,0.0251729,0.0141898,0.0609493,0.0189597,0.0226615,0.0180573,0.0128396,0.0645483,0.00258231,0.0387559,0.0100835,0.0117328,0.00910349,0.0226169,0.0053797,0.00757844,0.016871,0.0336292,0.0182422,0.0148669,0.0375047,0.033935,0,0,0,0,0
16,0.044719,0,0,0,0,0.0419955,0,0,0,0,0,0,0.0125258,0.01482,0.00575468,0.00191621,0,0,0.0764495,0,0.0342626,0.0528465,0.0365752,0.0127459,0.0181254,0.00477896,0.0110467,0.103289,0.00235567,0.000900357,0.00161798,0.0181923,0.00660092,0.00520793,0.00533802,0.0256722,0.0123916,0.0681509,0.0140669,0.0392239,0.0154666,0.015781,0.0178762,0.00997433,0.0290955,0,0,0.0312037,0,0.0249499,0.0137177,0.0608453,0.0190135,0.0225532,0.0181382,0.0128955,0.0639145,0.00283071,0.0387738,0.010022,0.0117581,0.00921547,0.0228636,0.00558057,0.0077258,0.0172997,0.0330418,0.017921,0.0146136,0.0368735,0.0336209,0,0,0,0,0
17,0.0441883,0,0,0,0,0.0416867,0,0,0,0,0,0,0.0123983,0.0148695,0.00571005,0.00204586,0,0,0.0767871,0,0.034398,0.0531328,0.036675,0.0128697,0.018247,0.00507202,0.011367,0.103283,0.00247524,0.000851688,0.00167391,0.0181928,0.00679451,0.00547657,0.0051616,0.0255809,0.0126746,0.068328,0.0141648,0.0392721,0.015811,0.0157035,0.0179222,0.0101321,0.0287837,0,0,0.0301675,0,0.024752,0.012999,0.060819,0.0189657,0.0225102,0.0181518,0.0130434,0.063289,0.00304011,0.0389293,0.0100032,0.011825,0.00934713,0.0230598,0.00579177,0.00790083,0.0175907,0.0324336,0.0180731,0.0143417,0.0364964,0.0331709,0,0,0,0,0
18,0.0434913,0,0,0,0,0.0413105,0,0,0,0,0,0,0.0122246,0.0147213,0.00550981,0.00224689,0,0,0.0769171,0,0.0342879,0.0532451,0.0366805,0.0130574,0.0184761,0.00522532,0.011699,0.103205,0.00269032,0.000930013,0.00158517,0.0182883,0.00692818,0.00559632,0.00498588,0.0255165,0.0128713,0.068387,0.0143012,0.0393586,0.0161426,0.0156636,0.0179194,0.010343,0.0282987,0,0,0.0291272,0,0.0246771,0.0121694,0.0608446,0.0188192,0.0225252,0.0181238,0.0132078,0.0625863,0.00313273,0.0391878,0.0100224,0.0119291,0.00940046,0.0232449,0.00596311,0.008076,0.0179025,0.0319197,0.0181018,0.014,0.0362214,0.032605,0,0,0,0,0
19,0.042737,0,0,0,0,0.0409472,0,0,0,0,0,0,0.0120487,0.0144832,0.00546633,0.00242441,0,0,0.076971,0,0.0340471,0.0532972,0.0366933,0.0132565,0.0188029,0.00532263,0.0120135,0.103073,0.00267079,0.00109588,0.00142778,0.0184276,0.00697059,0.00560207,0.00490327,0.0254697,0.0131937,0.0684046,0.0144657,0.0393575,0.0163508,0.0158062,0.0178365,0.0105914,0.0277678,0,0,0.0280204,0,0.0248456,0.0116524,0.060919,0.0185678,0.0226111,0.0180966,0.0134063,0.0617478,0.00318213,0.0394589,0.0100304,0.0120151,0.00947527,0.0234018,0.00613722,0.00830509,0.0180663,0.0313258,0.0181132,0.0136428,0.0360593,0.0319754,0,0,0,0,0
20,0.0418771,0,0,0,0,0.0404888,0,0,0,0,0,0,0.0118723,0.014219,0.00549809,0.00254958,0,0,0.0770029,0,0.0339135,0.0533875,0.0366777,0.0136715,0.0191312,0.00539037,0.0123076,0.102832,0.00264251,0.00131572,0.00129989,0.018594,0.00696074,0.00558132,0.00488836,0.0254588,0.0135346,0.0683378,0.0145347,0.0392801,0.0164734,0.0159686,0.0176682,0.0108479,0.02717,0,0,0.0268041,0,0.0251081,0.0110719,0.0610557,0.018264,0.022785,0.0180669,0.0136387,0.0607552,0.00320982,0.0397271,0.0100138,0.0120671,0.00959154,0.0235024,0.00628485,0.00857029,0.0181421,0.0306165,0.0182716,0.0132797,0.0359442,0.031225,0,0,0,0,0
21,0.042684,0,0,0,0,0.0408256,0,0,0,0,0,0,0.0114995,0.0151567,0.00553867,0.00294496,0,0,0.0752056,0,0.0335173,0.0525032,0.0366206,0.0139806,0.0191192,0.00545312,0.0125455,0.10233,0.0027316,0.00145408,0.00118184,0.018629,0.00693314,0.00541851,0.00482079,0.0254251,0.0135721,0.0675248,0.0144276,0.0399514,0.0163167,0.0162928,0.017353,0.0112221,0.0282182,0,0,0.0229621,0,0.0245834,0.00904589,0.0613438,0.0178838,0.0229077,0.0178461,0.013841,0.0596224,0.00311302,0.0398966,0.00983429,0.0120146,0.00967096,0.0235042,0.00639578,0.00884499,0.0179302,0.0286619,0.0209582,0.0135646,0.0361604,0.0318015,0,0,0,0,0
22,0.0420551,0,0,0,0,0.040591,0,0,0,0,0,0,0.0114573,0.0153674,0.00530264,0.00325675,0,0,0.07524,0,0.0334262,0.052618,0.0365574,0.014103,0.019196,0.00552031,0.0129652,0.101997,0.00288111,0.00168944,0.00125686,0.0187114,0.00689824,0.00526644,0.0047426,0.0254147,0.0139166,0.0674279,0.0144678,0.0398587,0.0164298,0.0161594,0.0170891,0.0115536,0.0278245,0,0,0.021754,0,0.0246135,0.00836631,0.061641,0.0173714,0.0230973,0.0176811,0.0142031,0.0587283,0.003026,0.0401317,0.00962417,0.0119737,0.0097289,0.0235593,0.00647298,0.00911049,0.0180414,0.0278455,0.0212113,0.0132833,0.0358836,0.0312424,0,0,0,0,0
23,0.0413893,0,0,0,0,0.0403797,0,0,0,0,0,0,0.0115131,0.0154557,0.00521776,0.00329087,0,0,0.0751687,0,0.0331535,0.0526931,0.0365374,0.0141024,0.0193853,0.00553584,0.0135605,0.101559,0.00306505,0.00192779,0.00136297,0.0187065,0.00684884,0.00515283,0.00469426,0.0253628,0.0143107,0.0671982,0.0144801,0.0398335,0.0164596,0.0160092,0.0167161,0.0119268,0.0274153,0,0,0.020772,0,0.0247248,0.00788348,0.0620225,0.0167448,0.0233791,0.0174361,0.0146986,0.0578641,0.00291591,0.0403452,0.009381,0.0119236,0.00973998,0.0235563,0.00652812,0.00939408,0.0180844,0.0271662,0.0214337,0.0129745,0.0357404,0.0306471,0,0,0,0,0
24,0.0406753,0,0,0,0,0.040158,0,0,0,0,0,0,0.0115613,0.0155251,0.00519903,0.00297584,0,0,0.0749296,0,0.0330605,0.0527289,0.0364934,0.0140853,0.0196465,0.00547996,0.0142867,0.101071,0.00339032,0.00215271,0.00146035,0.0186308,0.0067349,0.0050283,0.00461387,0.0252711,0.0145953,0.0667995,0.014682,0.0398914,0.0163187,0.0159355,0.0162228,0.0122797,0.0269485,0,0,0.0199023,0,0.0249147,0.00744615,0.0624567,0.0160796,0.0237437,0.0171679,0.0152727,0.0570787,0.00279308,0.0405858,0.00912758,0.0118332,0.00979718,0.0234558,0.00657486,0.00967673,0.0179669,0.0264515,0.0217296,0.0126832,0.0357417,0.0299893,0,0,0,0,0
25,0.0398513,0,0,0,0,0.0398506,0,0,0,0,0,0,0.0114347,0.0156454,0.0050363,0.00302483,0,0,0.0744884,0,0.0328936,0.0525887,0.0363686,0.0139581,0.0197829,0.00543725,0.0149534,0.100551,0.00328328,0.00232269,0.00151075,0.018559,0.00662289,0.00487481,0.0044887,0.0252113,0.0145978,0.0663006,0.0148566,0.0398872,0.0159879,0.0159692,0.0156142,0.0124875,0.0264071,0,0,0.0190371,0,0.0251627,0.00701579,0.0629525,0.0154042,0.0241044,0.0168593,0.015752,0.0563102,0.0026984,0.0408747,0.0088357,0.0116959,0.00989013,0.0233186,0.00663341,0.0100157,0.0177447,0.0255513,0.0219202,0.0124442,0.0357262,0.0292777,0,0,0,0,0
26,0.0389987,0,0,0,0,0.0394816,0,0,0,0,0,0,0.0113226,0.0157374,0.0050922,0.0036555,0,0,0.0740261,0,0.0326639,0.0523857,0.0362168,0.0137361,0.0197943,0.00539494,0.0154584,0.10002,0.00315488,0.00246395,0.0015845,0.018535,0.00654085,0.00472625,0.00440061,0.0251439,0.0146357,0.0658829,0.0150268,0.0398565,0.0156689,0.0159088,0.0150533,0.0125591,0.0258231,0,0,0.0183359,0,0.025368,0.00670493,0.063466,0.0148176,0.0244028,0.0165254,0.016094,0.055574,0.00270542,0.0412141,0.00855615,0.0115752,0.00996742,0.0231958,0.0067586,0.0103887,0.0174304,0.0247053,0.0219245,0.0122499,0.0354733,0.0286314,0,0,0,0,0
27,0.0374845,0,0,0,0,0.0381585,0,0,0,0,0,0,0.0111838,0.0161793,0.00505674,0.00419893,0,0,0.073288,0,0.0324745,0.0520655,0.0361463,0.0137266,0.0195982,0.00536073,0.0152258,0.0987003,0.00315573,0.00246775,0.0015871,0.018462,0.00641988,0.00454362,0.00424964,0.0250136,0.0145918,0.0652164,0.0153598,0.0398871,0.0152311,0.015584,0.0145739,0.0122527,0.0248009,0,0,0.0173453,0,0.0259203,0.0073092,0.0638322,0.0142797,0.0243339,0.0160977,0.0157578,0.0534925,0.00273885,0.0414632,0.00824338,0.0113538,0.00998598,0.0231399,0.00690036,0.010609,0.0168807,0.0231399,0.0220779,0.0116099,0.0344604,0.0278689,0,0,0,0,0
28,0.0375474,0,0,0,0,0.038828,0,0,0,0,0,0,0.0115418,0.0161893,0.00491221,0.00469521,0,0,0.0723988,0,0.0324411,0.051696,0.0360739,0.0137242,0.0199614,0.00545069,0.0161532,0.0988862,0.00331181,0.00259082,0.00164599,0.0185247,0.00644425,0.00456248,0.00416887,0.0249759,0.0151385,0.0648424,0.0152435,0.0398647,0.0150095,0.0157127,0.0141773,0.012599,0.0247109,0,0,0.0171483,0,0.0257186,0.00618507,0.0639596,0.013764,0.024685,0.0157163,0.0165295,0.0542411,0.00276457,0.0417089,0.00805011,0.0112192,0.00986191,0.0230872,0.00695882,0.010777,0.0166984,0.0239112,0.0214662,0.0118062,0.03506,0.0276102,0,0,0,0,0
29,0.0370286,0,0,0,0,0.0385594,0,0,0,0,0,0,0.0118452,0.016335,0.00495668,0.00464033,0,0,0.0713913,0,0.0322695,0.0511813,0.036124,0.0135865,0.0200937,0.00548435,0.0162748,0.0982466,0.00342868,0.00257396,0.00162673,0.0185299,0.00639965,0.00455656,0.00402186,0.0248923,0.0156348,0.0642921,0.0152786,0.0398834,0.0146629,0.0156707,0.0138074,0.0127175,0.0242741,0,0,0.0165724,0,0.0259286,0.00593809,0.0638688,0.0133251,0.0246894,0.0153747,0.0165951,0.0537205,0.00274223,0.04193,0.00784789,0.0110107,0.00970214,0.0229978,0.00694857,0.0107858,0.016326,0.0233811,0.0211408,0.0116569,0.0344598,0.0272879,0,0,0,0,0
30,0.0364836,0,0,0,0,0.0382678,0,0,0,0,0,0,0.012231,0.0167077,0.00520736,0.00461106,0,0,0.070162,0,0.0321439,0.0504061,0.0362149,0.0137575,0.020217,0.00553367,0.0163735,0.0974436,0.00353071,0.00246825,0.00161111,0.01853,0.00636323,0.0045702,0.00391664,0.0248037,0.0162783,0.0636312,0.0153833,0.0399451,0.0141883,0.0156321,0.0135372,0.0127951,0.0237515,0,0,0.0159947,0,0.0261202,0.00567054,0.0638941,0.0130971,0.0246695,0.0151316,0.0166807,0.0532233,0.00283318,0.042196,0.00777799,0.0108137,0.00957603,0.0229783,0.006864,0.0106429,0.015829,0.0228068,0.0208086,0.0115583,0.0341027,0.0268909,0,0,0,0,0
31,0.0358105,0,0,0,0,0.037974,0,0,0,0,0,0,0.0127347,0.0171852,0.00521302,0.00497319,0,0,0.0681773,0,0.0317125,0.0491512,0.036305,0.0137315,0.0203297,0.00553492,0.0164778,0.0964838,0.00357624,0.00228041,0.00161373,0.0185196,0.00636016,0.00454346,0.00387762,0.0247345,0.0170201,0.0624931,0.0154414,0.0400358,0.0138528,0.0155515,0.0133002,0.0128596,0.0230688,0,0,0.0154873,0,0.0262822,0.00533822,0.0639189,0.0128158,0.0246728,0.0148441,0.0167993,0.0526624,0.00297561,0.0423767,0.00766439,0.0107159,0.00950295,0.022853,0.00683482,0.0106121,0.0154676,0.0222973,0.020277,0.0114126,0.034057,0.0263902,0,0,0,0,0
32,0.0349482,0,0,0,0,0.0373308,0,0,0,0,0,0,0.0131159,0.0170968,0.00500293,0.00518729,0,0,0.0679546,0,0.0317,0.0489711,0.0363104,0.0135299,0.0204542,0.00550515,0.0166035,0.0956694,0.00372754,0.00234623,0.00159418,0.0185087,0.00632176,0.00442876,0.00385304,0.0246786,0.017593,0.0619365,0.0156576,0.0395892,0.0136199,0.0155007,0.0130478,0.012939,0.02245,0,0,0.0147955,0,0.0263335,0.00498289,0.0639006,0.0124732,0.0246965,0.0145984,0.0169347,0.0522689,0.00312683,0.042527,0.00756534,0.0107133,0.00949576,0.0226641,0.00688211,0.0107342,0.0152249,0.0216999,0.020352,0.011472,0.0337715,0.0257362,0,0,0,0,0
33,0.0343111,0,0,0,0,0.0367999,0,0,0,0,0,0,0.0134652,0.0170897,0.00467438,0.0050116,0,0,0.0674016,0,0.0316206,0.0486162,0.0363488,0.0136664,0.0206558,0.00547801,0.0167702,0.0948838,0.00393385,0.00253488,0.0015806,0.0185059,0.00625277,0.00434054,0.0037644,0.0246148,0.0182131,0.0612473,0.0158495,0.0392493,0.0133706,0.0154574,0.0127979,0.0130524,0.0220217,0,0,0.0142232,0,0.0264083,0.00467472,0.0639183,0.0121837,0.0247214,0.014434,0.0170885,0.0520125,0.00325721,0.0426626,0.00750083,0.0107318,0.00950864,0.022551,0.00691712,0.0108362,0.0149576,0.0211266,0.0203324,0.011473,0.0332458,0.0252936,0,0,0,0,0
