Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70
9,0.016423,0.0330437,0.0318805,0.0110458,0.00465433,0.0309525,0,0,0.0267682,0,0.0238025,0.0139915,0.0419383,0.0126936,0.0245088,0.0266921,0.0520781,0.0165446,0.017406,0.0273782,0.019337,0.0566767,0.0192475,0.0216761,0.0121592,0.0116233,0.0465566,0.0188183,0.00968222,0.00875279,0.0274521,0.0164188,0.015041,0.0331994,0.0092747,0,0,0.0383382,0,0.0181842,0.0246739,0.0479093,0.0357478,0.0159394,0.0157067,0.0463495,0.0189077,0.0221014,0.0689922,0.0229344,0.0286768,0.0155336,0.0183854,0.00837734,0.0263023,0.0433304,0.0240998,0.00883964,0.00963895,0.0402,0.013742,0,0,0,0,0,0,0,0,0,0
10,0.0164987,0.033065,0.0311565,0.0111459,0.00492214,0.0312819,0,0,0.0267297,0,0.0236901,0.0140243,0.0421075,0.0133117,0.0245549,0.0262064,0.0518529,0.0166909,0.0172764,0.0269376,0.0196801,0.0566049,0.0190287,0.0215572,0.0123973,0.0124823,0.0457597,0.0186868,0.00966834,0.00880558,0.028969,0.016489,0.0156835,0.0332057,0.00932665,0,0,0.0390559,0,0.018427,0.0247471,0.0480293,0.0369913,0.0159929,0.015476,0.0464597,0.0185497,0.0221191,0.0689648,0.0229201,0.0287638,0.0167859,0.0187016,0.00892216,0.0279079,0.0452293,0.0246677,0.00941659,0.00942288,0.0403841,0.0140919,0,0,0,0,0,0,0,0,0,0
11,0.0165645,0.0330992,0.0302847,0.0113269,0.00532169,0.0316751,0,0,0.0266257,0,0.0236704,0.0141626,0.0420598,0.0139276,0.0246655,0.0255993,0.0517377,0.0168966,0.0172051,0.0262903,0.0200044,0.0563182,0.0188173,0.0214122,0.0126813,0.0133234,0.0446466,0.0185718,0.00969329,0.00889496,0.0305914,0.0166574,0.0161001,0.0333516,0.00945456,0,0,0.0396837,0,0.0186359,0.0248802,0.0481518,0.0383187,0.0160492,0.015274,0.0466429,0.0182434,0.022002,0.0688366,0.0228092,0.0286396,0.0177937,0.0188938,0.00933067,0.0292599,0.0469387,0.0251506,0.00981375,0.00912005,0.040215,0.0143074,0,0,0,0,0,0,0,0,0,0
12,0.0167257,0.0332014,0.0290503,0.0115213,0.00568691,0.0320048,0,0,0.0263916,0,0.0235979,0.0142399,0.0418172,0.014529,0.0248284,0.0249842,0.0517253,0.0171174,0.0172747,0.0256389,0.0202805,0.0558129,0.0186721,0.0212147,0.013049,0.0140791,0.0429824,0.0184385,0.00972817,0.00896191,0.0321721,0.0168756,0.0163055,0.0335385,0.00967684,0,0,0.0403368,0,0.0187937,0.0251297,0.0483232,0.0396015,0.0160894,0.0151323,0.0469139,0.0179724,0.0217564,0.0686597,0.0226329,0.0283285,0.0185579,0.01895,0.00972532,0.0303199,0.0490681,0.025662,0.010282,0.00882575,0.0398421,0.0144067,0,0,0,0,0,0,0,0,0,0
13,0.016902,0.033243,0.0279423,0.0116662,0.00611609,0.0319689,0,0,0.0261749,0,0.023505,0.0142242,0.0415538,0.0151958,0.0250467,0.0245206,0.0517267,0.0171728,0.0173551,0.0252163,0.0204046,0.0553424,0.0186115,0.0211084,0.0133859,0.014795,0.0414527,0.0183398,0.0097644,0.00894694,0.0339613,0.0171152,0.0164239,0.0336702,0.00990432,0,0,0.0408893,0,0.0189048,0.0254121,0.0485461,0.0408821,0.0161521,0.0150161,0.0472126,0.0176964,0.0214142,0.0684179,0.0224284,0.0278841,0.0191521,0.0189132,0.0101765,0.0311921,0.0513458,0.0261447,0.0104942,0.00850349,0.0392499,0.0143992,0,0,0,0,0,0,0,0,0,0
14,0.0170363,0.0333512,0.0269513,0.0117804,0.00664553,0.031864,0,0,0.0259607,0,0.0234586,0.0141557,0.0413221,0.015635,0.0252399,0.0240988,0.0517082,0.0171956,0.0173835,0.0250057,0.0203331,0.0549756,0.0185937,0.0209069,0.013703,0.0154386,0.0399852,0.0182558,0.0098743,0.00888299,0.0357342,0.0172873,0.0165686,0.033691,0.0101025,0,0,0.0412828,0,0.0189476,0.0256148,0.0487927,0.0421631,0.0163433,0.015003,0.0474711,0.0174212,0.0209376,0.0681108,0.0222229,0.0273396,0.0196301,0.0188491,0.0105223,0.0319404,0.0537429,0.0264357,0.0107703,0.00831832,0.038901,0.0142856,0,0,0,0,0,0,0,0,0,0
15,0.0169573,0.0333307,0.0262193,0.0118961,0.00728582,0.0315446,0,0,0.0257935,0,0.0234612,0.0140928,0.041127,0.0160136,0.0254536,0.0237529,0.0516322,0.0172534,0.0172376,0.0249933,0.0201332,0.0545636,0.0186033,0.0207502,0.0140129,0.0159735,0.0388585,0.0182202,0.0100487,0.00876811,0.0376167,0.0173968,0.0169138,0.0333465,0.0101463,0,0,0.0415398,0,0.018959,0.025728,0.0490442,0.0435088,0.0168158,0.014995,0.0475988,0.0171452,0.0203709,0.0677717,0.0220264,0.0266727,0.0200758,0.0188091,0.0108048,0.0326829,0.0563893,0.0265894,0.0109152,0.00820526,0.0390456,0.0140662,0,0,0,0,0,0,0,0,0,0
16,0.0167368,0.033009,0.0258757,0.0119729,0.00802159,0.0307977,0,0,0.0255858,0,0.0234498,0.014014,0.0410785,0.0164833,0.025719,0.0236871,0.0516025,0.0172608,0.0169197,0.0252409,0.0199234,0.0541101,0.0186995,0.0207325,0.01434,0.0164489,0.0383034,0.0181971,0.0101777,0.00866969,0.0395344,0.0175462,0.0175488,0.0329486,0.0100383,0,0,0.0417883,0,0.0190899,0.0259258,0.0492928,0.0451742,0.0175143,0.0149701,0.0476714,0.0168238,0.0199634,0.0675204,0.021904,0.025911,0.0205665,0.0187562,0.011141,0.0335111,0.0594069,0.0267216,0.0107423,0.00819424,0.0390548,0.0138072,0,0,0,0,0,0,0,0,0,0
17,0.016455,0.0329067,0.0249044,0.0120454,0.00865616,0.0301923,0,0,0.0253256,0,0.0234024,0.0139181,0.0411455,0.0166429,0.0258546,0.0237498,0.0517881,0.0173351,0.0165948,0.0253506,0.0197646,0.0534857,0.0188097,0.0207113,0.0145872,0.0168948,0.0369642,0.0182377,0.0102869,0.00862155,0.0415323,0.0176747,0.0181281,0.0327955,0.00988123,0,0,0.0420786,0,0.0193408,0.0261172,0.0495574,0.0467761,0.01804,0.0149421,0.0479884,0.0165225,0.019669,0.067289,0.021796,0.0252774,0.0210471,0.0185989,0.0114272,0.0342858,0.0622484,0.0267731,0.0101964,0.00828627,0.0390609,0.0136545,0,0,0,0,0,0,0,0,0,0
18,0.0162493,0.0330499,0.0234191,0.0121259,0.00930095,0.0304414,0,0,0.025164,0,0.0233461,0.0138036,0.0412324,0.0167414,0.0258231,0.0237797,0.052037,0.0174981,0.0162281,0.025281,0.0196837,0.0530466,0.0189323,0.0206799,0.0150309,0.0173997,0.0350525,0.0183328,0.0103174,0.00855835,0.0434652,0.0175713,0.018619,0.0327898,0.00972098,0,0,0.0422459,0,0.0194719,0.026166,0.0497759,0.0483186,0.0180749,0.0148703,0.0486102,0.0163614,0.0191945,0.066897,0.0215393,0.0246203,0.0214889,0.01842,0.0116724,0.0349766,0.064712,0.0264852,0.0097862,0.00849109,0.0392387,0.0135971,0,0,0,0,0,0,0,0,0,0
19,0.0160429,0.033258,0.0219695,0.0121269,0.00993226,0.0305741,0,0,0.0249958,0,0.0233119,0.013721,0.0413608,0.0169344,0.0258018,0.0238924,0.0522235,0.0178009,0.0157834,0.0251622,0.0196266,0.0526516,0.0190385,0.0206735,0.0154257,0.0178908,0.0332407,0.0184292,0.0103928,0.00846561,0.0452176,0.0173164,0.018971,0.0327979,0.00945907,0,0,0.0422575,0,0.0195172,0.0260647,0.0499935,0.0497448,0.0181287,0.0148634,0.0491832,0.0162978,0.0187342,0.0664705,0.0212882,0.0240055,0.0217688,0.0181783,0.0118876,0.0355602,0.0668196,0.0258825,0.0094144,0.00871256,0.0394897,0.0135395,0,0,0,0,0,0,0,0,0,0
20,0.0157847,0.0334367,0.0209568,0.0121233,0.0105392,0.030497,0,0,0.0248762,0,0.0232875,0.013735,0.0415296,0.0171212,0.0257685,0.0241141,0.0524355,0.0179737,0.0152438,0.0250229,0.0195788,0.0522776,0.0191518,0.0206818,0.0156675,0.0183151,0.0315312,0.0185519,0.0104724,0.0083882,0.0468475,0.0170056,0.0193532,0.0328186,0.00916001,0,0,0.0421474,0,0.0195578,0.0259211,0.0501412,0.051006,0.018314,0.0149086,0.0496868,0.0162571,0.0184187,0.0660315,0.0211851,0.0235244,0.0218269,0.0178326,0.0119898,0.0359384,0.0689004,0.0251092,0.00884875,0.00892745,0.0396592,0.013523,0,0,0,0,0,0,0,0,0,0
21,0.0154873,0.0335855,0.0196209,0.0121613,0.0111643,0.0303855,0,0,0.0246927,0,0.0232927,0.0137511,0.0417104,0.0173106,0.0256815,0.024289,0.0527574,0.0182191,0.014775,0.0248205,0.019583,0.0518157,0.0193209,0.020634,0.0157933,0.0186819,0.0293756,0.0186643,0.0105543,0.00829378,0.0482639,0.0167282,0.0197476,0.032869,0.00884732,0,0,0.0420044,0,0.0196624,0.025797,0.0502145,0.0522331,0.0185116,0.0150922,0.0501144,0.0162336,0.0182518,0.0656441,0.021157,0.0232095,0.0217439,0.0173776,0.012103,0.0361099,0.0707694,0.0244559,0.00837361,0.00916188,0.0399665,0.0135298,0,0,0,0,0,0,0,0,0,0
22,0.0152835,0.0338358,0.0183522,0.0121643,0.0117653,0.030371,0,0,0.0244679,0,0.0233002,0.0137708,0.041839,0.0176146,0.0256124,0.0245729,0.0530468,0.0185891,0.0144147,0.0246173,0.0198476,0.051413,0.0194792,0.0205964,0.0159372,0.0190279,0.0273202,0.0187313,0.0106267,0.00817162,0.0494335,0.0164587,0.0199992,0.0329065,0.00857196,0,0,0.0418769,0,0.0197717,0.0257682,0.0502974,0.0532573,0.0186873,0.0154463,0.0504635,0.0162631,0.0182134,0.0652999,0.0211848,0.0230567,0.0214306,0.0168515,0.0121404,0.0360507,0.0722174,0.0238276,0.00796773,0.00943157,0.0404204,0.0135076,0,0,0,0,0,0,0,0,0,0
23,0.015077,0.034085,0.0173574,0.0121776,0.012356,0.0302267,0,0,0.024263,0,0.0232839,0.0137981,0.0420618,0.0179855,0.0256566,0.0249512,0.0529908,0.0190293,0.0142428,0.0244999,0.0200975,0.0509494,0.0195222,0.0205484,0.0162019,0.0193638,0.0256128,0.0187814,0.0106701,0.00815672,0.0501773,0.0161953,0.0198355,0.0328545,0.00825627,0,0,0.0417638,0,0.0198689,0.0258926,0.05047,0.0536636,0.0188475,0.0158854,0.0506883,0.0163076,0.0181965,0.064957,0.021266,0.0228884,0.0206952,0.0162627,0.0118213,0.0356895,0.073258,0.0232653,0.00771308,0.00969663,0.0406291,0.0133663,0,0,0,0,0,0,0,0,0,0
24,0.0149177,0.034241,0.0162308,0.0122706,0.0129321,0.0301432,0,0,0.0239757,0,0.0232964,0.0138812,0.0422456,0.0182345,0.0255147,0.0252851,0.0531174,0.0192275,0.014184,0.0244454,0.0202825,0.0504392,0.0195209,0.0204448,0.0164071,0.019659,0.0237057,0.0187976,0.0107272,0.0082521,0.0503368,0.0159508,0.0193801,0.0329391,0.00810716,0,0,0.0417058,0,0.0199295,0.0259672,0.050644,0.0534082,0.0189734,0.0164715,0.0510117,0.0164135,0.018136,0.064603,0.0213424,0.0226961,0.0196419,0.0155309,0.0112878,0.034825,0.0736024,0.0228094,0.00755893,0.00993747,0.0406953,0.013372,0,0,0,0,0,0,0,0,0,0
25,0.0147612,0.0342779,0.015182,0.0123478,0.0134807,0.0299639,0,0,0.0235902,0,0.0232923,0.0138497,0.0423857,0.0184932,0.0252897,0.0255338,0.0532873,0.0193899,0.0141764,0.0242729,0.0204709,0.0500941,0.0194854,0.0202291,0.0165046,0.0198982,0.0218213,0.0187166,0.0108166,0.00826355,0.049947,0.0158021,0.0185404,0.0331125,0.0080259,0,0,0.0416714,0,0.0200108,0.0259869,0.0508724,0.0521489,0.0190059,0.0173155,0.0513274,0.0164963,0.0181257,0.0643213,0.0214949,0.0225963,0.0183186,0.0145387,0.0107885,0.0334417,0.0729563,0.0224756,0.00748223,0.0101234,0.0407773,0.0135044,0,0,0,0,0,0,0,0,0,0
26,0.014671,0.0343848,0.0146158,0.0123944,0.0139241,0.0297077,0,0,0.0231073,0,0.0232447,0.0137188,0.0424728,0.0188292,0.02514,0.025825,0.0533995,0.0195165,0.0142178,0.0242428,0.0206772,0.0498491,0.0194665,0.0200587,0.016528,0.0200885,0.0205512,0.0184918,0.010893,0.00826575,0.0488969,0.0156951,0.0176757,0.0332546,0.00799389,0,0,0.0417192,0,0.020121,0.0260078,0.0512149,0.0500316,0.0189909,0.0182753,0.0515274,0.0165795,0.0180896,0.064059,0.0216657,0.0224816,0.0169483,0.01329,0.0105928,0.0317385,0.0709469,0.0223177,0.0075156,0.0102474,0.0408565,0.0136866,0,0,0,0,0,0,0,0,0,0
27,0.014686,0.0345168,0.0141576,0.0124366,0.014323,0.0293922,0,0,0.0225607,0,0.02319,0.013585,0.0425281,0.0191841,0.0249481,0.0261074,0.0533904,0.019545,0.0142409,0.0243338,0.0209492,0.049569,0.0194249,0.0198342,0.0164676,0.0201931,0.0194027,0.0182235,0.0109494,0.00826074,0.0470019,0.0156284,0.0170509,0.0333569,0.00805985,0,0,0.0418326,0,0.0202349,0.0260918,0.0515975,0.0473541,0.0189711,0.0191356,0.0515713,0.0167079,0.0180096,0.0637995,0.021642,0.0221653,0.0156238,0.0119281,0.0106772,0.0298274,0.0675526,0.0223137,0.00763379,0.0103275,0.0411879,0.0138601,0,0,0,0,0,0,0,0,0,0
28,0.0147639,0.0345789,0.0138156,0.0124885,0.014624,0.0289423,0,0,0.0220612,0,0.0231546,0.0134983,0.0426348,0.0194728,0.0246116,0.0263518,0.053182,0.0194529,0.0142357,0.0243364,0.0212406,0.0491727,0.0191638,0.0194396,0.0163048,0.0201677,0.0183511,0.0180293,0.0109893,0.00824245,0.0442765,0.0156048,0.0166538,0.0334384,0.00813816,0,0,0.0420202,0,0.0203439,0.0261889,0.0519403,0.0444084,0.0189208,0.0195125,0.0514801,0.0168271,0.0176493,0.0633952,0.0211469,0.0213986,0.0143423,0.0105729,0.0105887,0.0276936,0.0631317,0.0224957,0.00786674,0.0103926,0.0414584,0.0139485,0,0,0,0,0,0,0,0,0,0
29,0.0149113,0.0346203,0.0137827,0.0125592,0.0148052,0.0286431,0,0,0.0215643,0,0.0231305,0.0135117,0.042713,0.0196763,0.0242047,0.0264631,0.0529237,0.0194345,0.014179,0.0243092,0.0214767,0.0487419,0.0188818,0.0189453,0.0161229,0.0200667,0.0175978,0.0179526,0.0110089,0.00820329,0.0403807,0.0156245,0.0166271,0.0335405,0.00825172,0,0,0.042263,0,0.0204853,0.0264325,0.0522335,0.0413635,0.0188063,0.019372,0.0513343,0.0169515,0.0170172,0.0628905,0.0202787,0.0202445,0.0130956,0.00932142,0.0104226,0.0252739,0.0575251,0.0227988,0.0082566,0.0104539,0.0416001,0.0140133,0,0,0,0,0,0,0,0,0,0
30,0.015181,0.0347062,0.0139104,0.0126347,0.0149612,0.0285955,0,0,0.0209495,0,0.0230568,0.013433,0.0427088,0.0198504,0.0236945,0.026469,0.0529868,0.0194054,0.0140603,0.0241857,0.0216485,0.0484056,0.0186587,0.0185247,0.0159234,0.0199622,0.0169241,0.0177662,0.0110225,0.0081048,0.0354113,0.015633,0.0170923,0.0337834,0.00846832,0,0,0.0425279,0,0.0206368,0.0267638,0.0524214,0.0384687,0.0186044,0.0189662,0.0512925,0.0171291,0.0162647,0.0623617,0.0190832,0.0187331,0.0118703,0.00830283,0.0102414,0.0224299,0.0509537,0.0231568,0.00884141,0.0105247,0.0417819,0.0141554,0,0,0,0,0,0,0,0,0,0
31,0.0155732,0.0348317,0.0141728,0.0126992,0.0151363,0.0283981,0,0,0.0203176,0,0.0229665,0.0133527,0.0427127,0.0200391,0.0231557,0.0263426,0.0532461,0.0193724,0.0138901,0.0238298,0.0217196,0.0480516,0.0184046,0.0181517,0.0156727,0.0198014,0.0164071,0.0174826,0.0110311,0.00800458,0.0298351,0.0156438,0.0179442,0.0341688,0.00872588,0,0,0.0427887,0,0.0208089,0.0271364,0.0524726,0.036158,0.018384,0.0184957,0.0513251,0.0173913,0.0154313,0.0618729,0.0177629,0.0169682,0.0108794,0.0075718,0.0101353,0.0193239,0.0436639,0.0235254,0.00952666,0.0105877,0.0419124,0.0142424,0,0,0,0,0,0,0,0,0,0
32,0.0159143,0.0349146,0.0143154,0.0127934,0.0152266,0.0282334,0,0,0.0197736,0,0.0229089,0.0132822,0.0427783,0.0201846,0.0226655,0.0261791,0.0535611,0.0192727,0.0136569,0.023243,0.0217495,0.0476202,0.0180199,0.017684,0.0153426,0.0195416,0.0162441,0.0172605,0.0110577,0.00794575,0.0242259,0.0156458,0.0189555,0.0346933,0.00897549,0,0,0.0430516,0,0.0210174,0.027396,0.0524722,0.0344597,0.0181376,0.018038,0.0513612,0.0177056,0.0148577,0.0614071,0.0166367,0.0152274,0.0103422,0.00706367,0.0103371,0.0165187,0.0360053,0.0238494,0.0101448,0.0105809,0.0420326,0.0142441,0,0,0,0,0,0,0,0,0,0
33,0.0162657,0.0349399,0.0144033,0.0128832,0.0151961,0.0284189,0,0,0.0192698,0,0.0228754,0.0131993,0.0429456,0.0203311,0.0222971,0.0259782,0.0539053,0.0191244,0.0133604,0.0224767,0.0217172,0.0471676,0.0176616,0.017141,0.0149793,0.0191939,0.0163797,0.0171182,0.011122,0.0079311,0.0194886,0.0155402,0.0199976,0.0353289,0.00922493,0,0,0.0433106,0,0.0211937,0.0276099,0.0524435,0.0331328,0.0178275,0.0176949,0.0513947,0.0180415,0.0149231,0.0609699,0.0160553,0.0140528,0.0102763,0.00676713,0.0107695,0.0142589,0.0286134,0.0241303,0.0107854,0.0106091,0.0422028,0.0141963,0,0,0,0,0,0,0,0,0,0
34,0.0164827,0.0348125,0.0146121,0.0129105,0.0150347,0.0285341,0,0,0.0188108,0,0.0228808,0.0131269,0.0431595,0.020513,0.0220641,0.0257286,0.0543045,0.0190039,0.0130905,0.0215443,0.0214481,0.0466498,0.0172583,0.0165265,0.0145623,0.0187505,0.016569,0.0169905,0.0112393,0.00794946,0.0184676,0.0153814,0.0222039,0.0359994,0.00928957,0,0,0.0434737,0,0.0214027,0.0276968,0.0523199,0.0333957,0.017537,0.017371,0.0514433,0.0183064,0.0159651,0.0607819,0.0162549,0.0139125,0.0111782,0.0058396,0.0119012,0.0132652,0.0254217,0.0243769,0.0113833,0.0106344,0.0422408,0.0141457,0,0,0,0,0,0,0,0,0,0
35,0.0169641,0.0348637,0.0151053,0.0129154,0.0149051,0.0285181,0,0,0.0184798,0,0.0228488,0.0130923,0.0433991,0.0207122,0.0218138,0.025332,0.0547724,0.0189687,0.0128268,0.0206623,0.0208327,0.046066,0.0168167,0.0160462,0.0141419,0.0182915,0.0169318,0.0168934,0.0112494,0.00794329,0.0308141,0.0152153,0.0315841,0.0366377,0.00961365,0,0,0.0438232,0,0.0216153,0.0279312,0.0518359,0.0415975,0.0172999,0.0168967,0.0515551,0.018654,0.0177058,0.0611257,0.0177119,0.0152066,0.0149531,0.00656996,0.0171485,0.0169615,0.0373766,0.0245797,0.0122902,0.0108071,0.0422745,0.0140571,0,0,0,0,0,0,0,0,0,0
