Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,x68
108,0.0108363,0.0219692,0.0199211,0.0122508,0.00151747,0.0164128,0,0,0.0239385,0,0.0230725,0.0130283,0.0439221,0.00770281,0.0226816,0.0123045,0.0305203,0.0156817,0.00755808,0.0102581,0.00925417,0.0519365,0.0139955,0.0144511,0.0121908,0.0119208,0.0294906,0.0171976,0.00995648,0.00777456,0.0237839,0.0166372,0.0120264,0.015962,0.00657132,0,0,0.0423865,0,0.0196584,0.0262681,0.0551748,0.0206398,0.0166864,0.0152775,0.0241636,0.0162467,0.0241222,0.0666273,0.021131,0.032839,0.0162734,0.0224289,0.00812585,0.0216377,0.0351361,0.0289952,0.00990247,0.00824911,0.0251591,0.00708658,0,0,0,0,0,0,0,0
109,0.0110645,0.021965,0.0185256,0.012291,0.00229826,0.016665,0,0,0.0234955,0,0.0230147,0.0127782,0.0438298,0.00816643,0.0229225,0.0120237,0.0304999,0.0158001,0.0074675,0.00996129,0.00963571,0.0518614,0.0141122,0.0146411,0.0124695,0.0126818,0.0275346,0.0168506,0.00996752,0.00777672,0.0261228,0.0166221,0.0125059,0.016009,0.00625604,0,0,0.0429096,0,0.0199619,0.0264357,0.0546104,0.0231288,0.0166023,0.0148238,0.0245534,0.0159117,0.023701,0.0662043,0.020851,0.0327595,0.017622,0.0227702,0.00856597,0.02349,0.0384474,0.0294236,0.0110262,0.00815156,0.0250778,0.00706745,0,0,0,0,0,0,0,0
110,0.0113319,0.0220308,0.0174404,0.0122644,0.00330368,0.017019,0,0,0.0229401,0,0.0230236,0.0125792,0.0436706,0.00894036,0.0230251,0.0116768,0.0306367,0.0160367,0.0074462,0.00970019,0.00989172,0.0517204,0.0142236,0.0147443,0.012794,0.013521,0.0257542,0.0165435,0.0100167,0.007821,0.0283042,0.0166176,0.0126746,0.0161437,0.00593418,0,0,0.0433331,0,0.0202026,0.0266377,0.0544624,0.025198,0.0165753,0.0145408,0.0249821,0.0155545,0.0231353,0.0659358,0.0206959,0.0321496,0.0186667,0.0229509,0.00893645,0.0250598,0.0414394,0.0297265,0.0120581,0.00802084,0.0250038,0.00711596,0,0,0,0,0,0,0,0
111,0.0115518,0.0220867,0.0164126,0.0122375,0.00429229,0.0171218,0,0,0.0225044,0,0.0231197,0.0125417,0.0435051,0.00976807,0.0232092,0.0113896,0.0307139,0.0161073,0.00750004,0.00953501,0.0101065,0.0514876,0.0143988,0.0148415,0.0131671,0.0143143,0.0239937,0.0161482,0.010069,0.00793515,0.0302166,0.0166256,0.0126577,0.0161628,0.00566474,0,0,0.0435618,0,0.0203844,0.0267772,0.0545135,0.0271266,0.0166225,0.0143983,0.0253996,0.015259,0.0224017,0.0657147,0.02052,0.0310296,0.0194382,0.0229735,0.00927865,0.0263843,0.0442881,0.0299174,0.0126204,0.00782697,0.024877,0.00727071,0,0,0,0,0,0,0,0
112,0.0117456,0.0221897,0.0153538,0.0122381,0.00533277,0.0170338,0,0,0.022005,0,0.0231328,0.012425,0.0434178,0.0105124,0.0234339,0.0112926,0.0307783,0.0159631,0.00759931,0.00954533,0.0102692,0.0512883,0.0146515,0.0150492,0.0135708,0.0150302,0.0223575,0.0156401,0.0101106,0.00795219,0.0318759,0.0166414,0.0126301,0.0161328,0.00550332,0,0,0.0437216,0,0.0204824,0.0269386,0.0545451,0.0290975,0.0167764,0.0142905,0.0258452,0.0148522,0.0215437,0.0654494,0.0203076,0.0296508,0.0199585,0.0227432,0.00961628,0.0273909,0.0470893,0.0298469,0.0132459,0.00776984,0.0247771,0.0074364,0,0,0,0,0,0,0,0
113,0.0120545,0.0223308,0.0143147,0.0122978,0.00624464,0.0170724,0,0,0.0214836,0,0.0230792,0.0122839,0.0433395,0.011005,0.0236376,0.0114802,0.0308837,0.0156713,0.00774144,0.00982448,0.0104656,0.0511413,0.0149669,0.0152717,0.0139793,0.0156967,0.02093,0.015245,0.0101165,0.00787136,0.0335268,0.0166694,0.0126889,0.0161506,0.00546249,0,0,0.0438808,0,0.0205401,0.0270758,0.0546164,0.0310129,0.0170623,0.0141314,0.0263317,0.0144245,0.0205842,0.0651455,0.0200356,0.0280892,0.0203707,0.0225495,0.00980911,0.0281094,0.0499872,0.0296335,0.0138396,0.00777723,0.0247312,0.0074645,0,0,0,0,0,0,0,0
114,0.0124245,0.0224982,0.0131338,0.0123278,0.00706698,0.0172289,0,0,0.0210151,0,0.0230804,0.0120975,0.0432168,0.0113444,0.0237382,0.0116694,0.0310112,0.015473,0.00786214,0.0102052,0.0106899,0.0509463,0.0153132,0.0154464,0.0144118,0.0163314,0.0192758,0.0150512,0.0101758,0.00773011,0.0351023,0.0166654,0.013026,0.0161406,0.00560069,0,0,0.0439488,0,0.020587,0.0271808,0.0547372,0.0328891,0.0172464,0.0139395,0.0268266,0.0140062,0.0196347,0.0648166,0.0197701,0.0264257,0.0206992,0.022359,0.00993543,0.0288469,0.052267,0.0296134,0.0139683,0.00781157,0.0247084,0.00735135,0,0,0,0,0,0,0,0
115,0.0127517,0.0226895,0.0119939,0.0123329,0.00785015,0.0172734,0,0,0.0206893,0,0.0230998,0.0118983,0.0430877,0.0117649,0.0238005,0.0118028,0.0311145,0.0154173,0.00787448,0.0104951,0.0109905,0.0507273,0.0156285,0.0155707,0.0147717,0.0168441,0.0175084,0.014901,0.0102812,0.00759448,0.036486,0.0165561,0.0135616,0.016073,0.00578258,0,0,0.0440043,0,0.0206127,0.0273246,0.0547607,0.0349189,0.0174136,0.013619,0.0273459,0.0136102,0.0187113,0.0643277,0.0193913,0.024948,0.0208683,0.022059,0.01009,0.029487,0.0540718,0.0294558,0.0139823,0.00795149,0.0247406,0.00730691,0,0,0,0,0,0,0,0
116,0.0129983,0.0229297,0.011195,0.0123306,0.00869584,0.0172915,0,0,0.0204164,0,0.0230738,0.0117335,0.0429538,0.0124225,0.0239025,0.0120265,0.0312381,0.0155001,0.00785712,0.0107684,0.0112517,0.0505241,0.0158886,0.0156745,0.0150782,0.0173405,0.0159983,0.0148105,0.0103775,0.0074515,0.0376398,0.0164939,0.0140611,0.015995,0.00597256,0,0,0.0440755,0,0.0206743,0.0274397,0.0548182,0.0368012,0.0176335,0.0132429,0.0278434,0.0132961,0.0178529,0.0637854,0.0189844,0.0237082,0.0209279,0.0216791,0.0102179,0.0299475,0.0557231,0.0290344,0.0137417,0.00818043,0.0248753,0.00731636,0,0,0,0,0,0,0,0
117,0.0130758,0.0231778,0.0108942,0.0123709,0.00954484,0.0173218,0,0,0.0202101,0,0.023101,0.0116678,0.0428123,0.0131048,0.0239872,0.0123563,0.031373,0.0156784,0.00782765,0.0109756,0.0114953,0.0503458,0.0160678,0.0157852,0.0153917,0.0178082,0.0149582,0.0148506,0.0104752,0.00732501,0.0385817,0.0163201,0.0145618,0.0158971,0.0062018,0,0,0.0440693,0,0.0207042,0.0275173,0.0549779,0.0381872,0.0178841,0.0129159,0.028325,0.0130481,0.0171509,0.0632723,0.0186463,0.0223829,0.0208109,0.0212073,0.0102574,0.0302048,0.0570143,0.0284664,0.013075,0.00846915,0.0250788,0.00734392,0,0,0,0,0,0,0,0
118,0.0132359,0.0234643,0.0111071,0.0124032,0.0103851,0.0173546,0,0,0.0200834,0,0.0231265,0.0116747,0.042721,0.0134785,0.0240749,0.0128337,0.0315288,0.0158395,0.00771463,0.0110999,0.0118456,0.0501899,0.0161842,0.0158973,0.01569,0.0182538,0.0144363,0.0149637,0.0105734,0.00720007,0.0394266,0.0160685,0.0149155,0.0157424,0.0064292,0,0,0.0440013,0,0.0206989,0.027618,0.0551757,0.039179,0.0181342,0.0126802,0.0288033,0.0128924,0.0166343,0.0627593,0.018393,0.0209801,0.0205853,0.0206447,0.0101764,0.0301563,0.0579689,0.0278458,0.0124822,0.00879686,0.0253344,0.00743131,0,0,0,0,0,0,0,0
119,0.0135348,0.0237847,0.0116112,0.0124662,0.0111917,0.0174034,0,0,0.0199931,0,0.0231561,0.0117504,0.0426317,0.0141103,0.0241721,0.0134152,0.0316913,0.0159509,0.00752241,0.0111395,0.0122412,0.0500484,0.0164394,0.0160781,0.0159404,0.0186944,0.0143627,0.0151802,0.0106661,0.00709523,0.040176,0.0158962,0.0151893,0.0155897,0.00663484,0,0,0.0438913,0,0.0207282,0.0277413,0.0553903,0.0397534,0.018362,0.0124857,0.0292679,0.0128889,0.0160552,0.0622482,0.0181789,0.0199323,0.020077,0.0199894,0.0100119,0.0297763,0.0588654,0.0271597,0.0120004,0.00922937,0.0256798,0.00758785,0,0,0,0,0,0,0,0
120,0.0138934,0.0241337,0.0124134,0.0125608,0.011983,0.01734,0,0,0.0199363,0,0.0232839,0.0118955,0.0425929,0.014835,0.0242495,0.0140034,0.0317954,0.0160058,0.00731487,0.0110975,0.0127009,0.049924,0.0166618,0.0162532,0.0161477,0.0191225,0.0147498,0.01545,0.0107783,0.00703895,0.0403778,0.015681,0.015432,0.015454,0.00688756,0,0,0.0437892,0,0.0207269,0.0278862,0.0555142,0.0403181,0.0185663,0.0122996,0.0297073,0.0129968,0.015443,0.0616797,0.0179421,0.0192253,0.0192961,0.0192614,0.00981842,0.029274,0.0593782,0.026502,0.0112492,0.00976173,0.0260045,0.00775071,0,0,0,0,0,0,0,0
121,0.0140649,0.0244936,0.0134592,0.0126801,0.0128325,0.0171338,0,0,0.019912,0,0.0234476,0.0120486,0.0426163,0.0155514,0.0243519,0.0145996,0.0319219,0.0159788,0.00715343,0.0110307,0.013157,0.0498192,0.0168465,0.0163104,0.0163316,0.0195661,0.0154874,0.0156388,0.0108983,0.00702199,0.0403186,0.0154301,0.0155834,0.0153182,0.00713602,0,0,0.0435817,0,0.0207007,0.0279931,0.0555417,0.04105,0.0187902,0.0122183,0.0301474,0.0132273,0.0148893,0.0610693,0.0177792,0.0187167,0.0182817,0.0185547,0.0095586,0.0284545,0.0595151,0.0258263,0.0102116,0.0102956,0.0263248,0.00789602,0,0,0,0,0,0,0,0
122,0.0142628,0.024838,0.0147453,0.0127526,0.013725,0.016811,0,0,0.019845,0,0.0235211,0.0121791,0.0426511,0.0161639,0.0244348,0.0152041,0.0320765,0.0160706,0.00704416,0.0109649,0.0134776,0.0497323,0.0170234,0.016292,0.0165304,0.0200128,0.0162913,0.0157257,0.0109899,0.00700595,0.0401896,0.0152365,0.0154102,0.0152096,0.00733729,0,0,0.0434136,0,0.0206907,0.0281177,0.05552,0.0419689,0.0189836,0.0124257,0.0305754,0.0134997,0.0144676,0.0604653,0.0177676,0.0183647,0.0168877,0.0178574,0.00923777,0.0273491,0.0591803,0.0252023,0.0094452,0.0108817,0.026668,0.00804964,0,0,0,0,0,0,0,0
123,0.0144976,0.0251486,0.0160029,0.01279,0.0144882,0.0167179,0,0,0.0197419,0,0.0235621,0.012248,0.042661,0.0167618,0.024363,0.0158051,0.0322781,0.0162001,0.00697116,0.0109384,0.0137969,0.0496326,0.0171751,0.0161877,0.0166018,0.0202961,0.0173109,0.0158057,0.0110905,0.00697928,0.0396864,0.0150821,0.0149179,0.0151323,0.00748292,0,0,0.0432337,0,0.0206867,0.0281689,0.0555761,0.0424364,0.0191596,0.0130278,0.031017,0.0138061,0.0142745,0.0599944,0.0179964,0.0181838,0.0152535,0.0170809,0.00887937,0.025881,0.0586008,0.0246627,0.00891721,0.0115581,0.0270378,0.00820056,0,0,0,0,0,0,0,0
124,0.0145033,0.0254331,0.0173563,0.0128404,0.015146,0.0166074,0,0,0.0196439,0,0.0236898,0.0122653,0.0426539,0.0173308,0.0242635,0.016322,0.032365,0.0161247,0.00685461,0.0109402,0.0141499,0.0495074,0.0172563,0.0160814,0.0166154,0.020506,0.0186156,0.0159001,0.0112459,0.00688449,0.0387973,0.014932,0.0143959,0.0151304,0.00759521,0,0,0.0430696,0,0.0207162,0.0281589,0.055688,0.042389,0.0192753,0.0139853,0.0314095,0.0141667,0.0143377,0.059652,0.0184288,0.0182957,0.0138041,0.0162105,0.00849227,0.0246085,0.0576557,0.0241488,0.0084233,0.0121801,0.0273766,0.00830746,0,0,0,0,0,0,0,0
125,0.0143002,0.0256904,0.0188484,0.0129556,0.0157743,0.0163341,0,0,0.0194373,0,0.0238897,0.0123986,0.0426448,0.0178898,0.0241892,0.0168525,0.0323671,0.0159113,0.00667094,0.011037,0.0145771,0.0493157,0.0172704,0.0159337,0.0167809,0.0207003,0.0198722,0.0159693,0.0113763,0.0067771,0.0374029,0.0147633,0.0139595,0.0151257,0.00768267,0,0,0.0429472,0,0.0207566,0.0281175,0.0558488,0.0413846,0.0193384,0.0152481,0.0316688,0.0145377,0.0145995,0.0594436,0.0190444,0.0187119,0.0124738,0.0152021,0.00808766,0.0235556,0.05607,0.0236645,0.00809605,0.012637,0.0276457,0.00833256,0,0,0,0,0,0,0,0
126,0.0142052,0.0259022,0.020237,0.0129871,0.0164064,0.0159661,0,0,0.0192155,0,0.023894,0.012494,0.0426403,0.0183044,0.0241536,0.0173914,0.0323926,0.0157005,0.00645463,0.0112013,0.0150311,0.0490463,0.0172317,0.0157304,0.0168609,0.020848,0.0211576,0.0160029,0.0114231,0.00667316,0.0356493,0.0146018,0.0135559,0.0151242,0.00775908,0,0,0.0429755,0,0.020819,0.028146,0.0560412,0.0396593,0.0193472,0.0165443,0.0318001,0.0149037,0.014835,0.0592542,0.0196009,0.0189869,0.0111335,0.0141237,0.00773291,0.0224354,0.0536822,0.0233463,0.00793087,0.0129959,0.0278976,0.00824986,0,0,0,0,0,0,0,0
127,0.0142486,0.0260987,0.0214587,0.0129596,0.0170084,0.0155684,0,0,0.0190147,0,0.0237433,0.0124153,0.0426517,0.0186762,0.0241842,0.017786,0.0324753,0.0154288,0.00636198,0.0113244,0.015405,0.0487495,0.0171358,0.0154738,0.0167848,0.0209396,0.0228682,0.015903,0.0113888,0.0065218,0.0334148,0.0145688,0.0133894,0.0152339,0.00784747,0,0,0.0430388,0,0.0209763,0.0282231,0.0562112,0.0378122,0.0192423,0.0175766,0.03183,0.015242,0.0150293,0.0590075,0.0199164,0.0190575,0.0102266,0.0128775,0.00754875,0.0213314,0.050441,0.0230993,0.00786073,0.0132071,0.0281594,0.00806235,0,0,0,0,0,0,0,0
128,0.0143104,0.0262426,0.0228674,0.0130378,0.0175628,0.0153019,0,0,0.0187016,0,0.0237804,0.0123674,0.0427241,0.01892,0.024266,0.0180345,0.0325218,0.0150792,0.00654981,0.0113229,0.0156479,0.0483806,0.0169725,0.0152024,0.0166728,0.0209607,0.0245986,0.0157524,0.0114202,0.00637717,0.0307659,0.0145018,0.01341,0.0154671,0.00791696,0,0,0.0431901,0,0.0211392,0.0283346,0.05634,0.0359242,0.0189659,0.0180986,0.0317832,0.0155582,0.0149015,0.0587344,0.0197485,0.0187357,0.00979954,0.0117112,0.00747975,0.0202208,0.0467246,0.0229069,0.00787436,0.0133656,0.028384,0.00778781,0,0,0,0,0,0,0,0
129,0.0143309,0.026272,0.0242722,0.0131317,0.0178514,0.0150624,0,0,0.0183717,0,0.0238277,0.0124305,0.0428976,0.0191374,0.0242442,0.0181932,0.0324915,0.014682,0.00648539,0.0111473,0.0158656,0.0479799,0.016749,0.0148325,0.0164903,0.0207983,0.0261371,0.0154968,0.0114709,0.0062364,0.0275025,0.0144071,0.0139541,0.0158321,0.00787957,0,0,0.0433411,0,0.0212609,0.0284449,0.0564229,0.0343882,0.0184735,0.0180471,0.0316316,0.0158239,0.0143035,0.0584256,0.0189554,0.0179795,0.00940314,0.0106849,0.00754115,0.0188238,0.0422976,0.0227685,0.00793328,0.0135354,0.0285162,0.00747743,0,0,0,0,0,0,0,0
130,0.0141955,0.0262148,0.0255094,0.01322,0.018082,0.0148124,0,0,0.0179942,0,0.0238045,0.0126919,0.0430476,0.0192693,0.0240273,0.0182365,0.0324139,0.0142521,0.00620349,0.0108088,0.015935,0.0475919,0.0164741,0.0144134,0.0162406,0.0205991,0.0275573,0.0151955,0.0114736,0.00618871,0.0236516,0.0142928,0.0151373,0.0163074,0.00781438,0,0,0.0435065,0,0.0214027,0.0285579,0.0565013,0.0330557,0.0178155,0.0174734,0.0313718,0.0160708,0.0135784,0.0580676,0.017526,0.0166589,0.00903718,0.00983911,0.00791106,0.0172159,0.0373234,0.0226737,0.00807126,0.0136391,0.0285574,0.00716781,0,0,0,0,0,0,0,0
131,0.0140096,0.0260826,0.0267306,0.0132551,0.0182928,0.0146912,0,0,0.0175855,0,0.0236814,0.012778,0.0432046,0.0194071,0.0237672,0.0181639,0.0323815,0.0137532,0.00582538,0.0102869,0.0159132,0.0472041,0.0161227,0.0139861,0.0159628,0.0203262,0.028735,0.0149677,0.0114256,0.00612271,0.0198858,0.0142073,0.0165153,0.0168954,0.00761266,0,0,0.0436357,0,0.0215794,0.0286125,0.0565601,0.0320968,0.0171058,0.0166528,0.031069,0.0161825,0.0130327,0.0577221,0.0157902,0.014863,0.00879417,0.00927159,0.00845602,0.0155182,0.0320534,0.0225746,0.00825816,0.0136471,0.0285128,0.0068483,0,0,0,0,0,0,0,0
132,0.0139252,0.0259092,0.0279428,0.0132594,0.0182974,0.0146307,0,0,0.0171406,0,0.0235167,0.0126491,0.043388,0.0195063,0.0234724,0.0180947,0.0324807,0.0133531,0.00541069,0.00964718,0.0159148,0.0466509,0.0156764,0.0134803,0.0155861,0.0199201,0.0296769,0.0146246,0.0113747,0.00604337,0.0167745,0.0140857,0.0179448,0.0175312,0.00739232,0,0,0.0437891,0,0.0218036,0.0286629,0.0565528,0.0314098,0.0164309,0.0158681,0.0307357,0.0162556,0.0128831,0.0574882,0.0142483,0.0133343,0.00865317,0.00899494,0.00892163,0.0137862,0.0270638,0.0225274,0.00856604,0.0137464,0.0284211,0.00652599,0,0,0,0,0,0,0,0
133,0.0139547,0.0256891,0.029117,0.0133605,0.0182856,0.0146395,0,0,0.0166429,0,0.023539,0.0124226,0.0436218,0.019728,0.0231866,0.0178975,0.0326715,0.0131302,0.00489418,0.00884841,0.0157998,0.0460379,0.0151558,0.012979,0.0151642,0.0194596,0.0306941,0.0141757,0.0113896,0.00603053,0.0149586,0.0139183,0.0192001,0.0182079,0.00715351,0,0,0.0440253,0,0.0220906,0.0287994,0.0563934,0.0307912,0.0158165,0.0153118,0.0303793,0.0162386,0.0134779,0.0574617,0.0136394,0.012826,0.00872802,0.00895976,0.00925975,0.0119948,0.0226467,0.0226309,0.00902669,0.0137108,0.0282747,0.00621918,0,0,0,0,0,0,0,0
134,0.0138325,0.0254191,0.030112,0.0134595,0.0181125,0.014677,0,0,0.0161361,0,0.0235682,0.0121718,0.0438941,0.0200467,0.0229361,0.0175036,0.0329848,0.0128893,0.00437117,0.00788764,0.0154238,0.0453974,0.0147865,0.0125385,0.0146844,0.0189907,0.0317347,0.0140802,0.011389,0.00604725,0.0251312,0.0138012,0.0261918,0.0188509,0.00682681,0,0,0.0442573,0,0.0224772,0.0288651,0.0558518,0.0374287,0.0153165,0.0144705,0.0300956,0.0161799,0.0152071,0.057907,0.0143758,0.0139041,0.0113536,0.00805306,0.0129528,0.013324,0.0320033,0.0229058,0.00954421,0.0136189,0.0281142,0.00595956,0,0,0,0,0,0,0,0
135,0.0138667,0.0254004,0.0307232,0.0134402,0.0180825,0.0147251,0,0,0.0157073,0,0.0235222,0.0119699,0.0441376,0.0203898,0.0226963,0.0169863,0.0333518,0.0127204,0.00402281,0.00689177,0.0149806,0.0447661,0.0144632,0.0121581,0.0143152,0.0185702,0.0325368,0.0145355,0.0113483,0.00597787,0.0394233,0.0136204,0.0359981,0.0193031,0.00701213,0,0,0.0445806,0,0.0228399,0.0290609,0.0551363,0.0463224,0.0150308,0.0146466,0.0299998,0.0163294,0.0178971,0.0587059,0.0173873,0.0169256,0.0149171,0.010961,0.0186652,0.0171358,0.0447833,0.0230258,0.0101594,0.0137781,0.0281516,0.00564981,0,0,0,0,0,0,0,0
136,0.0137902,0.0254014,0.0311389,0.0133348,0.0179824,0.0148347,0,0,0.0154062,0,0.0234388,0.0118187,0.0443272,0.0207186,0.0224931,0.0162931,0.0337262,0.0127444,0.0037655,0.00581374,0.0143724,0.0441294,0.0140911,0.01181,0.0139978,0.0181628,0.0328985,0.0146466,0.0113097,0.00583641,0.0511302,0.0134174,0.0442559,0.0194773,0.00704934,0,0,0.0446795,0,0.0232509,0.0291963,0.0544001,0.0537308,0.01491,0.0154124,0.0300457,0.0164533,0.0206274,0.0596688,0.0211762,0.020455,0.0179475,0.0148978,0.0233583,0.0208589,0.0549342,0.0231874,0.0108103,0.013893,0.0282323,0.00538974,0,0,0,0,0,0,0,0
137,0.0137431,0.0253728,0.0311893,0.0132204,0.0178504,0.0149233,0,0,0.0153101,0,0.0233873,0.0117503,0.0443567,0.0209708,0.022269,0.0153987,0.0340117,0.0129456,0.00358028,0.00468732,0.0135979,0.0435665,0.0137117,0.0115506,0.0137231,0.0177667,0.0327316,0.0145604,0.0112927,0.00583175,0.0589986,0.0132073,0.0497629,0.0194207,0.00697792,0,0,0.0448177,0,0.0236893,0.0293547,0.0538606,0.0589541,0.0148708,0.015931,0.0301315,0.0164936,0.0228296,0.0604313,0.0238414,0.0232092,0.0196958,0.0177477,0.0263279,0.0232396,0.0618313,0.0235899,0.0115274,0.0140857,0.0283214,0.00518922,0,0,0,0,0,0,0,0
138,0.0135752,0.025344,0.0307128,0.0130783,0.0175653,0.0150741,0,0,0.01529,0,0.0233689,0.0117044,0.0442269,0.0211506,0.0221162,0.0143515,0.0342039,0.0133093,0.0035515,0.00359997,0.0127246,0.0431635,0.013357,0.0113339,0.0134543,0.0173419,0.0320633,0.0147478,0.011287,0.00594715,0.0620945,0.0129688,0.0516748,0.0191673,0.00684145,0,0,0.0450157,0,0.0241009,0.0295147,0.0537896,0.061038,0.0149227,0.015915,0.0302151,0.0164949,0.023664,0.0606797,0.0242473,0.0239371,0.0199592,0.0187626,0.0272391,0.023717,0.0646673,0.0241093,0.0121766,0.0141441,0.0283952,0.00506312,0,0,0,0,0,0,0,0
139,0.0133509,0.0252424,0.0294546,0.0128445,0.0167208,0.0153219,0,0,0.0155084,0,0.0233292,0.0117863,0.0439737,0.0211436,0.0221202,0.0132558,0.0343035,0.0138475,0.00379756,0.00266815,0.011759,0.0429231,0.0130869,0.0111559,0.0131464,0.016899,0.0308019,0.0150399,0.0112271,0.00608846,0.0598593,0.0127433,0.049556,0.0187291,0.00645444,0,0,0.0449952,0,0.0245722,0.0294292,0.0542081,0.058979,0.0151304,0.0152839,0.0302903,0.0164144,0.0228397,0.060244,0.0226942,0.0225506,0.0189505,0.0178831,0.0258703,0.0223449,0.0626606,0.0244313,0.0124025,0.0141,0.0284526,0.00511307,0,0,0,0,0,0,0,0
140,0.01311,0.0250494,0.0277726,0.0125196,0.0159996,0.0154539,0,0,0.0160049,0,0.0231726,0.0119452,0.0436663,0.0212181,0.0222384,0.0121564,0.0342943,0.0144504,0.00404509,0.00196218,0.0107647,0.0430088,0.0129254,0.0110831,0.0129481,0.0164775,0.0292095,0.0153294,0.0111479,0.00619718,0.0527746,0.0125982,0.0439346,0.0181574,0.00592687,0,0,0.0452757,0,0.0250119,0.0295502,0.0549009,0.0530172,0.0154772,0.014178,0.0303869,0.0162267,0.0208712,0.0593605,0.0201909,0.01972,0.0170218,0.015641,0.0226162,0.019612,0.0559579,0.0249933,0.0124447,0.0138591,0.0284599,0.00525743,0,0,0,0,0,0,0,0
141,0.0129396,0.0248021,0.0260108,0.0122183,0.0155062,0.0154515,0,0,0.0165876,0,0.0231104,0.012153,0.0434649,0.021212,0.0224696,0.0109562,0.0342396,0.0149937,0.00425253,0.00181667,0.00964092,0.043367,0.012846,0.0111212,0.0129107,0.01611,0.0274357,0.0159074,0.0111102,0.0063151,0.0424645,0.012409,0.0359843,0.0176145,0.0053943,0,0,0.0456798,0,0.0253237,0.0297245,0.0556773,0.044314,0.0158795,0.0131469,0.0305271,0.0159368,0.0184464,0.0583146,0.0174405,0.0163298,0.0146135,0.0128874,0.0182439,0.0161312,0.0458602,0.0259337,0.0123218,0.0135606,0.0283327,0.00538833,0,0,0,0,0,0,0,0
142,0.0128349,0.0245493,0.0240748,0.0120142,0.0149504,0.0154582,0,0,0.0171893,0,0.0231966,0.0123826,0.0431635,0.0212431,0.0226996,0.00985986,0.0341657,0.0155966,0.00447975,0.00241546,0.00854053,0.0439474,0.0128811,0.0112621,0.0128463,0.0156431,0.0251087,0.0163605,0.0111201,0.0065604,0.0317544,0.0122771,0.0274677,0.0171201,0.00494332,0,0,0.0461162,0,0.0255401,0.0298535,0.056398,0.0346675,0.0163505,0.0126648,0.0307089,0.0156085,0.0162489,0.0573607,0.01501,0.01304,0.0121757,0.0107045,0.0136464,0.0125267,0.0345895,0.0268218,0.0119871,0.0133465,0.028092,0.00551601,0,0,0,0,0,0,0,0
143,0.0127173,0.0244261,0.02227,0.0119409,0.0145162,0.0152807,0,0,0.0178738,0,0.023357,0.012595,0.0426561,0.0214731,0.0228671,0.00887527,0.0338976,0.0161619,0.00467782,0.00316185,0.00735758,0.0446766,0.0130798,0.0115792,0.0128854,0.0151446,0.0223894,0.0169112,0.0112144,0.00677288,0.0226617,0.0123155,0.0208067,0.0163374,0.00494696,0,0,0.0466126,0,0.0254755,0.0302683,0.0569237,0.0275039,0.0169746,0.0128243,0.0307308,0.0154032,0.0144654,0.0567108,0.0134668,0.0106573,0.0100955,0.0102948,0.0102704,0.0097776,0.0262538,0.0281821,0.0120477,0.0131971,0.0278025,0.0054684,0,0,0,0,0,0,0,0
144,0.0128254,0.0247741,0.0199357,0.0117733,0.0142675,0.015334,0,0,0.0185978,0,0.0234551,0.0127799,0.0420975,0.0216349,0.022805,0.00811994,0.0339376,0.0166721,0.00509423,0.00414886,0.00624768,0.045449,0.013304,0.0121069,0.0128907,0.0146007,0.0189143,0.0175592,0.0112198,0.00689185,0.0156022,0.0124257,0.0164426,0.0157937,0.00553131,0,0,0.0468231,0,0.0254171,0.0305849,0.0571301,0.0221485,0.0175247,0.0129243,0.0310513,0.0153054,0.0128713,0.0565008,0.012703,0.00952014,0.0080688,0.011362,0.00830326,0.00816836,0.0207964,0.029345,0.0122099,0.0130561,0.0279238,0.00553875,0,0,0,0,0,0,0,0
145,0.0128726,0.024989,0.017674,0.0114769,0.014502,0.0154891,0,0,0.019673,0,0.0234562,0.0130718,0.0415792,0.0218252,0.0225368,0.00787228,0.0341374,0.0173377,0.00568685,0.00538956,0.00581068,0.0463244,0.0134228,0.0127893,0.0129605,0.0139687,0.0146074,0.0184133,0.0112175,0.00707394,0.00953432,0.0125064,0.013888,0.0152209,0.00582995,0,0,0.0472142,0,0.0253762,0.030824,0.0570175,0.0191456,0.0181247,0.012503,0.0313532,0.0153466,0.0113203,0.0565128,0.0119741,0.00829159,0.00713117,0.0124678,0.00759321,0.00865669,0.0170183,0.0302862,0.0119639,0.0128653,0.028084,0.00606323,0,0,0,0,0,0,0,0
