Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,x68
32,0.0140973,0.0285945,0.0323222,0.0123253,0.022803,0.0119103,0,0,0.0218608,0,0.0228181,0.0122075,0.0417397,0.0289665,0.0219492,0.010621,0.0293468,0.0213981,0.00589905,0.00736473,0.00732487,0.0459385,0.0137017,0.0147584,0.0139951,0.0138326,0.0343177,0.0184113,0.0101903,0.00824387,0.00554429,0.0119262,0.0104676,0.012705,0.00472873,0,0,0.0480811,0,0.0262835,0.0302876,0.0576498,0.0166317,0.017682,0.0136601,0.0268314,0.0179842,0.0109496,0.0559892,0.0121176,0.00780588,0.00885033,0.0127762,0.00805913,0.00948424,0.0116466,0.0271687,0.0109414,0.0150289,0.0327023,0.00660811,0,0,0,0,0,0,0,0
33,0.0139351,0.0283313,0.0273119,0.0121058,0.0244797,0.0124725,0,0,0.0232682,0,0.0229811,0.0128795,0.0413807,0.0297168,0.0220266,0.0120068,0.0293434,0.0221064,0.00687823,0.00931587,0.00833479,0.0472798,0.0139569,0.0167598,0.0144045,0.0131923,0.0283659,0.0194672,0.0102079,0.00857942,0.00246523,0.0118208,0.0103303,0.0120354,0.0048348,0,0,0.0480068,0,0.0265124,0.0302478,0.057885,0.0184982,0.0183265,0.0150078,0.0267713,0.0178346,0.00981764,0.0555331,0.0123491,0.00745049,0.010568,0.0131692,0.00856546,0.0109759,0.00792105,0.027259,0.011225,0.0151409,0.0326784,0.00688092,0,0,0,0,0,0,0,0
34,0.0138107,0.0279569,0.0225003,0.0118623,0.0270243,0.0135355,0,0,0.0245361,0,0.023125,0.0134516,0.0410853,0.0306995,0.0225264,0.0140127,0.0295119,0.0226662,0.00797199,0.0117714,0.0103727,0.0488945,0.0145414,0.0196193,0.0150177,0.0126676,0.0217492,0.0203262,0.0102186,0.00879934,0.00405503,0.011751,0.0121953,0.0116879,0.00524617,0,0,0.0477297,0,0.0266277,0.030153,0.05829,0.0210493,0.0188665,0.016746,0.0268689,0.0175767,0.00905098,0.0548489,0.0129056,0.0078935,0.0116946,0.0129442,0.00900559,0.0118915,0.00719848,0.0271512,0.0115888,0.0151666,0.0323727,0.00704967,0,0,0,0,0,0,0,0
35,0.0138966,0.0276115,0.0187226,0.0116465,0.0300554,0.0147192,0,0,0.0254776,0,0.0232353,0.0138319,0.0405653,0.0315039,0.0232351,0.0163093,0.0298389,0.0229683,0.00909212,0.0144105,0.0127414,0.0507144,0.015577,0.023121,0.0157617,0.012188,0.0146576,0.0209097,0.0102215,0.0088704,0.00519987,0.011804,0.0140292,0.0117235,0.00580749,0,0,0.0471252,0,0.0265252,0.0298427,0.0587185,0.0233632,0.0192614,0.0178578,0.0272023,0.0171115,0.00827205,0.0541979,0.0132143,0.00860763,0.0118331,0.0121432,0.00912962,0.0122522,0.0087627,0.0267863,0.0119722,0.0149103,0.031869,0.00750952,0,0,0,0,0,0,0,0
36,0.0140945,0.0274314,0.0175681,0.0114604,0.032579,0.0153519,0,0,0.0260128,0,0.023361,0.0139651,0.0398034,0.031671,0.0237916,0.0184192,0.0302089,0.0230297,0.0102152,0.017182,0.0150173,0.0526589,0.016744,0.0265722,0.016529,0.0116827,0.00861869,0.021117,0.0102864,0.00884083,0.00600354,0.0119811,0.0154353,0.0119787,0.00626083,0,0,0.0463102,0,0.0261913,0.0293279,0.0589805,0.0254112,0.0196415,0.0178343,0.027782,0.0164094,0.00791431,0.0536938,0.0132606,0.0091632,0.0110103,0.011362,0.00913591,0.0120181,0.0112764,0.0262516,0.0122765,0.0143207,0.0314743,0.00833383,0,0,0,0,0,0,0,0
37,0.014386,0.0273318,0.0189322,0.0113164,0.0342447,0.0162327,0,0,0.0261038,0,0.0234737,0.0138703,0.039272,0.0310932,0.024149,0.0201746,0.0307509,0.0226673,0.0113109,0.0199861,0.0170323,0.0547155,0.0177726,0.0294195,0.0171032,0.0111781,0.00847511,0.0210201,0.0104011,0.00868558,0.0069478,0.0123009,0.0163827,0.012431,0.00651913,0,0,0.0454812,0,0.0257427,0.0286836,0.0591664,0.0270491,0.0200076,0.0171512,0.0285674,0.0155837,0.00835308,0.053348,0.0137731,0.0100321,0.0100208,0.0108893,0.0093879,0.0115148,0.0143107,0.0257314,0.0126446,0.0135229,0.0310951,0.00922848,0,0,0,0,0,0,0,0
38,0.0144776,0.0270573,0.0220544,0.011309,0.035457,0.0173118,0,0,0.0257193,0,0.0235898,0.0135203,0.0387555,0.0303282,0.0242488,0.0216921,0.0312154,0.0218662,0.0123948,0.0225894,0.0187664,0.0568279,0.0186935,0.0316119,0.0174774,0.0106378,0.0132525,0.0205303,0.0105037,0.00843769,0.00825353,0.0127359,0.0167459,0.0128674,0.0064962,0,0,0.0447974,0,0.0252273,0.0280983,0.0593595,0.0277762,0.0204141,0.016561,0.0293229,0.0146686,0.00924461,0.053181,0.0146741,0.0110732,0.00961445,0.0106891,0.00995253,0.0111123,0.0167028,0.0255102,0.0135003,0.0126642,0.0304779,0.0098141,0,0,0,0,0,0,0,0
39,0.0142715,0.0266387,0.0253321,0.0115113,0.0362571,0.018384,0,0,0.025022,0,0.023646,0.0130436,0.0379737,0.0296833,0.0241379,0.0230751,0.0315892,0.0207714,0.0135736,0.0249007,0.0201653,0.0588718,0.0195745,0.0332568,0.0178836,0.0101375,0.019697,0.0198775,0.0105234,0.00814103,0.00895568,0.0132254,0.0166235,0.0132661,0.00648796,0,0,0.0440931,0,0.0245931,0.0275952,0.0595494,0.0273832,0.0208269,0.0161547,0.0300345,0.0138236,0.010037,0.0533584,0.0151855,0.011599,0.00979642,0.0108078,0.0104692,0.0109017,0.0181262,0.0253476,0.0146109,0.0118319,0.0297745,0.0099951,0,0,0,0,0,0,0,0
40,0.0138324,0.025951,0.0284594,0.0119004,0.0365901,0.0191402,0,0,0.0242484,0,0.0236719,0.0124843,0.036901,0.0295085,0.0239482,0.0242382,0.0316642,0.0196288,0.014804,0.0270968,0.021186,0.0607094,0.0204047,0.0344657,0.018153,0.00972799,0.0264197,0.0191397,0.0105173,0.00789052,0.00968433,0.01376,0.0166667,0.0134119,0.00653642,0,0,0.043471,0,0.0238632,0.0271909,0.0597023,0.0267871,0.0212274,0.0161675,0.0304237,0.0130754,0.0106606,0.0538423,0.0153785,0.0117674,0.00998456,0.0111543,0.0106119,0.0107972,0.0187178,0.0252713,0.0156532,0.0110808,0.0290631,0.00981313,0,0,0,0,0,0,0,0
41,0.0133388,0.0251318,0.0308546,0.0121986,0.0364661,0.0197116,0,0,0.0236274,0,0.0236443,0.0120988,0.0357635,0.0295568,0.0237818,0.0251153,0.0315936,0.018886,0.0160104,0.029251,0.0218572,0.0621871,0.0211694,0.0352331,0.0183362,0.0094756,0.0334297,0.0185683,0.0105157,0.00773547,0.0101207,0.0142525,0.0168131,0.0134673,0.00665499,0,0,0.0429515,0,0.0231484,0.0268386,0.0597766,0.0265004,0.0214701,0.0164896,0.0305217,0.0125434,0.0110663,0.0545026,0.0153818,0.011806,0.00986898,0.0115169,0.010338,0.0108239,0.019369,0.0251386,0.015926,0.010493,0.0285745,0.00953045,0,0,0,0,0,0,0,0
42,0.0127983,0.0242813,0.0329191,0.0124497,0.0362527,0.0200307,0,0,0.0232623,0,0.0236534,0.0118308,0.0348584,0.0302845,0.0236447,0.025743,0.031303,0.0185104,0.0171783,0.031356,0.0220294,0.0632876,0.0218771,0.0357007,0.0185946,0.0093241,0.040088,0.0182151,0.0104945,0.00754008,0.0106515,0.0146564,0.0173363,0.0133205,0.00668355,0,0,0.0427115,0,0.0225469,0.0266798,0.05975,0.0269047,0.0216057,0.0169709,0.0302295,0.0122036,0.0112184,0.0551337,0.0152648,0.011812,0.00959389,0.011812,0.00999607,0.011221,0.0199219,0.0250979,0.0160307,0.0100846,0.0282291,0.00933585,0,0,0,0,0,0,0,0
43,0.012214,0.0236526,0.0348577,0.012659,0.0359891,0.0201345,0,0,0.0234846,0,0.0237839,0.0120035,0.0344203,0.0312557,0.0235703,0.0262634,0.0308866,0.0184576,0.0181461,0.0332102,0.0217458,0.0639984,0.02235,0.0358624,0.018788,0.0092071,0.0462041,0.0183187,0.0104709,0.00742023,0.0106979,0.0149272,0.0177615,0.0129963,0.00656842,0,0,0.0426695,0,0.0221678,0.0267211,0.0596656,0.0273831,0.0216528,0.0172087,0.0297137,0.0121281,0.0111391,0.0555322,0.0151152,0.0117965,0.00927891,0.0120295,0.00983336,0.0118429,0.0203827,0.0252751,0.0162422,0.00990768,0.0279974,0.0092714,0,0,0,0,0,0,0,0
44,0.0117449,0.023386,0.0373957,0.0127157,0.0356137,0.0201482,0,0,0.023989,0,0.0239093,0.0123515,0.0342897,0.0326286,0.0235325,0.0267057,0.030494,0.0183193,0.0188406,0.0348032,0.0212298,0.064339,0.0227779,0.0360453,0.0191147,0.00900464,0.0511123,0.0185664,0.0104564,0.00741586,0.0107033,0.0150062,0.0183242,0.0126332,0.00643611,0,0,0.042955,0,0.0219358,0.0271171,0.059624,0.0276204,0.0216603,0.0172357,0.0292067,0.0123276,0.011079,0.0557148,0.0151356,0.0118677,0.00909092,0.0121734,0.00980896,0.0124325,0.0203391,0.0256831,0.0163869,0.0100123,0.027956,0.00933037,0,0,0,0,0,0,0,0
45,0.0113504,0.0233522,0.0403332,0.0124741,0.0348959,0.0201887,0,0,0.024696,0,0.0240418,0.0130006,0.0343205,0.0338368,0.023537,0.0274368,0.0302663,0.0183643,0.0193956,0.0363911,0.0207274,0.0645487,0.023583,0.036576,0.0195381,0.00894367,0.0555815,0.0190889,0.0104954,0.0075563,0.0103242,0.0149245,0.0187065,0.0122994,0.00611592,0,0,0.0433974,0,0.0217961,0.0275241,0.0597188,0.0275005,0.0217043,0.0170464,0.0288602,0.0127454,0.0109757,0.0556259,0.0151057,0.0118173,0.00898543,0.0122503,0.00978819,0.0126699,0.0199902,0.0262659,0.0154498,0.0102866,0.0280631,0.00945869,0,0,0,0,0,0,0,0
46,0.0110832,0.023468,0.0433369,0.0121226,0.0342747,0.0203982,0,0,0.0254342,0,0.02434,0.0137127,0.0345416,0.0350605,0.0235586,0.0284743,0.0301659,0.0184524,0.0199407,0.0381442,0.0203244,0.0649122,0.0245279,0.0374144,0.0198908,0.00921445,0.0603413,0.0196442,0.0105885,0.00771497,0.00971485,0.0147895,0.0187575,0.0121293,0.00579532,0,0,0.0439813,0,0.0216821,0.0279564,0.0599401,0.0271324,0.0217214,0.0168923,0.0286049,0.0132973,0.0107069,0.0554166,0.0149719,0.0115745,0.00902637,0.0122066,0.00977539,0.0124594,0.0194166,0.0269257,0.0142819,0.010569,0.0281746,0.00960119,0,0,0,0,0,0,0,0
47,0.0109339,0.0236447,0.0468516,0.0117274,0.0344787,0.0209894,0,0,0.0261983,0,0.0246629,0.0143592,0.035034,0.0365826,0.023574,0.0294537,0.0300974,0.0186205,0.0204256,0.0398725,0.0200724,0.0654829,0.0253854,0.0384224,0.0201702,0.00982238,0.0654526,0.0202575,0.0106953,0.00786649,0.00901452,0.0146404,0.0186035,0.0121636,0.00545825,0,0,0.0444994,0,0.021568,0.0283446,0.0602077,0.0264334,0.0216394,0.0167801,0.0283526,0.013908,0.0104558,0.0551357,0.0147996,0.0112536,0.00923317,0.0120503,0.00988012,0.0118977,0.018539,0.0275478,0.0127958,0.0108697,0.0282178,0.00974246,0,0,0,0,0,0,0,0
48,0.0109288,0.0238926,0.0510273,0.0113827,0.0354985,0.0220843,0,0,0.0269194,0,0.0249721,0.0146494,0.035611,0.0382719,0.0235142,0.0303573,0.0299198,0.0187479,0.0207889,0.041497,0.0199492,0.0661675,0.0261423,0.0396093,0.0204243,0.0106591,0.0706862,0.020706,0.010757,0.00792469,0.00844497,0.0144945,0.0181721,0.0122666,0.0052854,0,0,0.0449907,0,0.0214696,0.0287188,0.0603344,0.025313,0.0214558,0.0163345,0.0280469,0.0145182,0.0102547,0.0547965,0.0143989,0.0109113,0.00945367,0.0118553,0.0100166,0.0111987,0.0175063,0.0281209,0.011392,0.0113972,0.0282095,0.0098873,0,0,0,0,0,0,0,0
49,0.0109229,0.0240503,0.0557484,0.0110454,0.0369934,0.022704,0,0,0.0275105,0,0.0252122,0.0146836,0.0360315,0.0402183,0.023442,0.0310381,0.0297564,0.0186125,0.0214473,0.0428683,0.0198257,0.0667106,0.0268234,0.0409479,0.0207304,0.0115223,0.075921,0.0209918,0.0107922,0.00791774,0.0079578,0.0144213,0.0177404,0.0123821,0.00518626,0,0,0.0454241,0,0.0213773,0.0290387,0.0604252,0.0244032,0.021238,0.0159931,0.0276513,0.0151245,0.0102836,0.0546459,0.0141715,0.0108013,0.00965628,0.0115858,0.0101696,0.0107821,0.0166591,0.0286457,0.0100675,0.0118157,0.0280898,0.00989727,0,0,0,0,0,0,0,0
50,0.0109969,0.0241693,0.0604888,0.0108007,0.0385792,0.0226551,0,0,0.0279472,0,0.0253559,0.0147155,0.0363789,0.0420275,0.0233168,0.0314508,0.0296925,0.0184052,0.0219181,0.0438314,0.0197184,0.0670637,0.0273844,0.042305,0.0209298,0.0123305,0.0811411,0.0212115,0.0107652,0.00786682,0.00750573,0.0143863,0.0173411,0.0124579,0.00525737,0,0,0.0457258,0,0.0211717,0.0293374,0.0605943,0.023609,0.0210927,0.0157521,0.027258,0.0156789,0.0105808,0.0546924,0.0141358,0.0109141,0.00972788,0.0113105,0.0102546,0.0105642,0.0161845,0.028957,0.00903097,0.0121141,0.0279959,0.00981104,0,0,0,0,0,0,0,0
51,0.0109838,0.0242297,0.0650009,0.0106209,0.0402397,0.0222604,0,0,0.0282733,0,0.0254534,0.014714,0.0366769,0.0438436,0.0231558,0.0316007,0.0296695,0.0182393,0.0220483,0.0443306,0.0196662,0.0671767,0.0278112,0.0436073,0.0211094,0.0130157,0.0858814,0.021502,0.0107123,0.00780855,0.00713144,0.0143632,0.017034,0.0124683,0.00541461,0,0,0.0457686,0,0.0208791,0.0295292,0.0608808,0.0226898,0.0209914,0.0154822,0.0268334,0.0162225,0.0109765,0.0549187,0.0141111,0.011149,0.00971107,0.0110748,0.0103254,0.0104572,0.0158467,0.0290853,0.00820445,0.0124267,0.0279374,0.00959176,0,0,0,0,0,0,0,0
52,0.0111141,0.0243032,0.0687553,0.0105504,0.0415131,0.0220278,0,0,0.028476,0,0.0255492,0.0146961,0.0368931,0.0451029,0.0229224,0.0314302,0.0295251,0.0180611,0.0222406,0.044273,0.0196581,0.0671114,0.0280463,0.0446658,0.0211912,0.0135952,0.0903537,0.0216808,0.0106357,0.00781331,0.00701842,0.01443,0.0166648,0.0123965,0.00568009,0,0,0.0455452,0,0.0205486,0.0295141,0.0609942,0.0215801,0.0208549,0.0151266,0.026286,0.0166257,0.0110656,0.0551226,0.0140143,0.0113637,0.00966233,0.0108104,0.0103765,0.0103516,0.0155448,0.0289242,0.00758183,0.0127205,0.0278668,0.00934737,0,0,0,0,0,0,0,0
53,0.0111866,0.024257,0.0723448,0.0105535,0.0421703,0.0218658,0,0,0.0285725,0,0.0255476,0.0147308,0.0368338,0.0461598,0.0226886,0.0311345,0.0290079,0.0178108,0.022429,0.043948,0.0196453,0.0668236,0.0280309,0.0454037,0.0211043,0.014003,0.0943829,0.0217748,0.0105269,0.007874,0.00717944,0.0145907,0.0161079,0.0120132,0.0059876,0,0,0.045002,0,0.0201769,0.0292813,0.0609789,0.0204412,0.020753,0.0147517,0.025485,0.0170177,0.011245,0.0552836,0.01397,0.0115683,0.00973143,0.0105058,0.0103598,0.0101657,0.0150762,0.0286423,0.0071938,0.012813,0.0277508,0.00906326,0,0,0,0,0,0,0,0
54,0.0116096,0.024339,0.0756831,0.0105654,0.0423132,0.0215683,0,0,0.0287518,0,0.0255268,0.0148801,0.0367276,0.046583,0.0224611,0.0304745,0.0285606,0.017582,0.0224907,0.0431766,0.0195423,0.06636,0.027692,0.0456173,0.0208477,0.0143225,0.0979781,0.0219534,0.0104119,0.00805796,0.00761963,0.0148848,0.0154636,0.0116756,0.00606104,0,0,0.0438677,0,0.0198067,0.0286884,0.0609366,0.019087,0.0206469,0.0144555,0.0247824,0.0168709,0.0113459,0.0553426,0.0139369,0.011612,0.00992773,0.0101967,0.0102927,0.00991388,0.0147213,0.027533,0.00699998,0.0127307,0.0276844,0.00887234,0,0,0,0,0,0,0,0
55,0.0118123,0.0245159,0.0780706,0.0107478,0.0423907,0.0211535,0,0,0.0287578,0,0.025573,0.0150618,0.0368409,0.0465969,0.0220094,0.029156,0.0287197,0.0174963,0.0219205,0.0414603,0.0194417,0.0658455,0.0269619,0.0452425,0.0205624,0.0145512,0.101014,0.0219107,0.0103936,0.00827159,0.00840397,0.0151544,0.0148539,0.0114972,0.00627164,0,0,0.0429532,0,0.0194792,0.0282782,0.0608621,0.0176532,0.0204902,0.0142267,0.0244002,0.0170491,0.0112704,0.0553402,0.0138737,0.0115596,0.0101841,0.00989225,0.0102615,0.00965768,0.0145432,0.0270518,0.00700453,0.012713,0.0278928,0.00888806,0,0,0,0,0,0,0,0
56,0.0119764,0.0246642,0.0801083,0.0108651,0.0421728,0.0206277,0,0,0.0286073,0,0.0255891,0.0152128,0.0369724,0.0464,0.0216666,0.0274099,0.0289626,0.0174022,0.0209614,0.0391653,0.0193907,0.0652771,0.0258333,0.0443043,0.0200482,0.0146714,0.10324,0.0218624,0.0104646,0.00843493,0.00938545,0.0154381,0.0144516,0.0113594,0.00650452,0,0,0.041671,0,0.0191103,0.0275755,0.0606731,0.0165447,0.020349,0.0140933,0.0240588,0.0172129,0.0110843,0.0552914,0.013742,0.0113737,0.0104794,0.00958641,0.0103347,0.00950888,0.0145474,0.0265254,0.00703203,0.0125102,0.0280738,0.00887459,0,0,0,0,0,0,0,0
57,0.0122675,0.0248806,0.0814387,0.010911,0.041484,0.0200624,0,0,0.0284703,0,0.0255424,0.0153101,0.0370802,0.0458014,0.021434,0.0256153,0.0292023,0.017368,0.0202122,0.0366872,0.0193523,0.0647525,0.0244428,0.0429926,0.0193234,0.014747,0.104895,0.0218306,0.0104418,0.00858162,0.0105752,0.0157255,0.0140434,0.0112241,0.00676328,0,0,0.0403373,0,0.0187485,0.0268586,0.0603856,0.0156648,0.0202977,0.0140526,0.0237921,0.0172298,0.0109125,0.0551424,0.0135553,0.0111194,0.0108593,0.00933595,0.0105242,0.00946829,0.0150468,0.0258728,0.00711334,0.0122243,0.028251,0.00888257,0,0,0,0,0,0,0,0
58,0.0124143,0.0250732,0.0817733,0.0108614,0.040631,0.0196552,0,0,0.028362,0,0.0253919,0.0152758,0.0369992,0.0449967,0.021297,0.0238617,0.0293714,0.0172928,0.0194448,0.0339845,0.0192443,0.0642972,0.0229733,0.0414366,0.0186593,0.0148209,0.105987,0.0216425,0.0103761,0.0085943,0.0120664,0.0160564,0.0135941,0.0109826,0.0070409,0,0,0.0388646,0,0.0184448,0.0260211,0.0602226,0.0145664,0.0203322,0.0140768,0.0235112,0.0172967,0.0106444,0.0550099,0.013431,0.0109461,0.0113384,0.00913225,0.0107157,0.00952543,0.0157922,0.0253691,0.00704419,0.0118,0.0283577,0.00894276,0,0,0,0,0,0,0,0
59,0.0126425,0.0252651,0.0818206,0.0107817,0.0396213,0.0194174,0,0,0.0282179,0,0.0253888,0.0150275,0.0367331,0.0439332,0.0212156,0.0219435,0.0294427,0.0173256,0.0184823,0.0309172,0.0190631,0.0638184,0.0212672,0.0394901,0.0179232,0.0148534,0.106221,0.0214122,0.0103614,0.0085162,0.0138866,0.0163938,0.0132452,0.0106764,0.00730529,0,0,0.0374255,0,0.0181656,0.02515,0.0602182,0.0132506,0.0203804,0.0140811,0.0231327,0.0173196,0.0103479,0.0548928,0.0132793,0.010869,0.0118453,0.00888385,0.0106602,0.00970276,0.0170909,0.0248601,0.00677457,0.0113291,0.028336,0.00906764,0,0,0,0,0,0,0,0
60,0.01288,0.0253662,0.0813539,0.0107952,0.0386223,0.0191341,0,0,0.0280593,0,0.0254403,0.0146802,0.0366207,0.0425116,0.0211626,0.0198713,0.0293503,0.0173638,0.0168913,0.0273708,0.0189662,0.063357,0.0192834,0.0371507,0.0171018,0.0147806,0.105358,0.0212114,0.0103506,0.00843841,0.015698,0.0167455,0.0133777,0.0101621,0.00761774,0,0,0.0358906,0,0.0179265,0.0242138,0.0601155,0.0125961,0.020338,0.0140154,0.022514,0.0173202,0.0100275,0.0548425,0.0131942,0.0107364,0.0121592,0.00858487,0.01068,0.00993809,0.0186456,0.0242555,0.00635172,0.0108894,0.0283317,0.00921336,0,0,0,0,0,0,0,0
61,0.0131106,0.0254423,0.0804286,0.0108065,0.0376197,0.0189796,0,0,0.0279605,0,0.0254308,0.014577,0.0366509,0.0408628,0.0211696,0.0180319,0.0292764,0.017383,0.015439,0.0238423,0.0188971,0.063001,0.0170611,0.034494,0.0161182,0.0146707,0.103375,0.0210234,0.0103475,0.00832384,0.0175237,0.0170482,0.0135811,0.00980976,0.00785973,0,0,0.0343036,0,0.0177335,0.0233858,0.0600455,0.0122613,0.0203377,0.0139891,0.0219914,0.0173139,0.00981966,0.0548013,0.0131871,0.0106568,0.0124042,0.00827848,0.0107913,0.010112,0.0202796,0.0235899,0.00623201,0.0104844,0.0283794,0.00937704,0,0,0,0,0,0,0,0
62,0.013342,0.0255538,0.0787979,0.0108282,0.0366599,0.0189839,0,0,0.0277193,0,0.0254936,0.0146097,0.0367365,0.0391557,0.0212032,0.0166189,0.0293701,0.0174105,0.0142264,0.0205174,0.0188498,0.0626229,0.0146845,0.0315983,0.0150414,0.0146447,0.100318,0.0207163,0.0103796,0.00824263,0.0195647,0.0172467,0.0138256,0.00947742,0.0080198,0,0,0.0327548,0,0.0175335,0.0226889,0.0599942,0.0119355,0.0204238,0.0141907,0.0215162,0.0172832,0.00966831,0.054662,0.0130995,0.010624,0.0126438,0.00799679,0.0108771,0.0102748,0.0221273,0.0229036,0.00625825,0.0100771,0.0284736,0.00948097,0,0,0,0,0,0,0,0
63,0.0135571,0.0257122,0.0762817,0.0106898,0.035613,0.0190883,0,0,0.0274886,0,0.0255847,0.0145859,0.0369038,0.0373418,0.021228,0.015815,0.0295881,0.0173724,0.0132158,0.01766,0.0188053,0.0621349,0.0121584,0.0284784,0.0140034,0.0146614,0.0963134,0.0203425,0.0104712,0.00815999,0.0217085,0.0174403,0.0140182,0.00912612,0.00814801,0,0,0.0313305,0,0.0173798,0.022031,0.0598823,0.0114929,0.0205757,0.0144332,0.0210239,0.0172302,0.00955838,0.054478,0.0130339,0.0106799,0.0129635,0.00781532,0.0109313,0.0104887,0.0240078,0.0222371,0.00614144,0.00972202,0.028626,0.00955779,0,0,0,0,0,0,0,0
64,0.0137176,0.0257354,0.0727654,0.0105941,0.0342178,0.0189285,0,0,0.027253,0,0.0256692,0.0145126,0.0371636,0.0354691,0.0213568,0.0158022,0.0294884,0.0173853,0.0126377,0.015778,0.0187551,0.0615368,0.00981391,0.0254482,0.0131654,0.0147448,0.0915237,0.020007,0.0105542,0.0081035,0.0239497,0.0176686,0.0142889,0.00873707,0.00833072,0,0,0.0297733,0,0.0172742,0.0213711,0.0597577,0.0113456,0.0206919,0.014676,0.0204511,0.0171266,0.00944912,0.0543659,0.013045,0.0107759,0.0132685,0.00762191,0.0109957,0.0106712,0.0261754,0.0214752,0.00588255,0.00943821,0.0286544,0.00955963,0,0,0,0,0,0,0,0
65,0.0138475,0.0257097,0.0683752,0.0105669,0.0326084,0.0186739,0,0,0.0270619,0,0.0257396,0.0145493,0.037576,0.0336296,0.0215183,0.0161537,0.0292983,0.0174697,0.0123979,0.0149025,0.0186531,0.0608957,0.00815634,0.0227743,0.0125302,0.0148796,0.0861237,0.019765,0.0106041,0.00812791,0.0262091,0.0178749,0.0146845,0.00832335,0.00852595,0,0,0.0281723,0,0.0172027,0.0207399,0.0596917,0.011502,0.020835,0.0148012,0.0199125,0.0170401,0.00930688,0.0542328,0.0129857,0.0108213,0.0134255,0.00742927,0.0110432,0.010846,0.0287801,0.0207197,0.00594877,0.00921497,0.0286352,0.00954313,0,0,0,0,0,0,0,0
66,0.0139273,0.0257185,0.0639464,0.0104205,0.0307666,0.0185191,0,0,0.0269874,0,0.0258059,0.0146171,0.0381396,0.031766,0.0215559,0.0162827,0.029169,0.0175773,0.0121885,0.0145102,0.0183119,0.0600898,0.0072184,0.0205579,0.012041,0.0149603,0.0799573,0.0196388,0.0106298,0.00820019,0.028243,0.0179769,0.0149256,0.00788754,0.00870755,0,0,0.0267263,0,0.01709,0.0201658,0.0596807,0.0115964,0.0210261,0.0148931,0.0194724,0.0170084,0.0092371,0.05405,0.0129398,0.0108889,0.0136559,0.0073059,0.0110927,0.0111959,0.0311138,0.0200924,0.00610876,0.00907043,0.0286363,0.00956121,0,0,0,0,0,0,0,0
67,0.0139936,0.0257345,0.059008,0.0101359,0.0286428,0.0184911,0,0,0.0269635,0,0.025818,0.0146274,0.0388017,0.029493,0.0216323,0.0158876,0.0290739,0.0176287,0.0117705,0.0140637,0.0174473,0.059216,0.00715653,0.019091,0.0117407,0.015043,0.0732756,0.0194515,0.010662,0.00823006,0.0298907,0.018045,0.0150672,0.00748786,0.00886795,0,0,0.0253758,0,0.0169816,0.0195814,0.0596217,0.0115626,0.0211851,0.0150688,0.0191236,0.0169539,0.00920778,0.0539151,0.0129951,0.0110043,0.0139353,0.0072597,0.0111683,0.011585,0.0329322,0.0194666,0.00624785,0.00899878,0.028583,0.00963744,0,0,0,0,0,0,0,0
68,0.0140228,0.0257523,0.0530388,0.0102023,0.0264589,0.0185038,0,0,0.0269106,0,0.025901,0.0144974,0.0395039,0.0269016,0.0217056,0.0153407,0.0289885,0.0177369,0.0113966,0.0135834,0.0165292,0.058382,0.00785555,0.017967,0.0118514,0.0151414,0.0658447,0.019331,0.0106138,0.00822271,0.0313365,0.0181408,0.0152006,0.0072021,0.00898587,0,0,0.0239837,0,0.016925,0.0189143,0.0595608,0.0114587,0.021297,0.0152566,0.0189384,0.0168412,0.00912796,0.053782,0.0130421,0.0110889,0.0141311,0.00732842,0.0112467,0.0117357,0.0344187,0.0187881,0.00637496,0.00896169,0.0285137,0.00976181,0,0,0,0,0,0,0,0
69,0.0142016,0.0258142,0.0463955,0.0102388,0.0243526,0.0185597,0,0,0.0269715,0,0.0260221,0.0145564,0.0401793,0.0243445,0.0217699,0.0146139,0.0288951,0.0178892,0.0109518,0.0128747,0.0153277,0.0575232,0.00923271,0.0173413,0.0122063,0.0153295,0.0575625,0.0193509,0.0105706,0.00827144,0.0326258,0.0182035,0.0152747,0.00700991,0.00912424,0,0,0.0226081,0,0.0168372,0.0182104,0.0595434,0.0113454,0.0213389,0.0153676,0.0187772,0.0166904,0.00898851,0.0536078,0.0130672,0.0111514,0.014216,0.00739772,0.0112653,0.0117705,0.0357218,0.0180861,0.00639221,0.00889301,0.0285472,0.00995633,0,0,0,0,0,0,0,0
