Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70
19,0.0185509,0.0280887,0.0714688,0.00981921,0.0234393,0.00679898,0,0,0.0295312,0,0.0257512,0.0151581,0.0351025,0.0318216,0.0146622,0.0259634,0.0298897,0.0156909,0.0173309,0.0238134,0.0229531,0.061644,0.0139079,0.026777,0.0127369,0.0119457,0.0925867,0.0217501,0.0104524,0.00921953,0.0178183,0.0174685,0.0108202,0.00627247,0.017861,0,0,0.0229864,0,0.0163799,0.0189004,0.0570727,0.01766,0.0247286,0.0106894,0.023566,0.0276624,0.00617252,0.0553974,0.00823826,0.00810192,0.016034,0.00724759,0.0138235,0.0176518,0.0203332,0.0136515,0.00766709,0.0103926,0.0272437,0.00830946,0,0,0,0,0,0,0,0,0,0
20,0.0187253,0.0280804,0.0663563,0.00984799,0.0201587,0.00704903,0,0,0.0294521,0,0.0258392,0.0151717,0.0351942,0.0272354,0.0145918,0.0285486,0.0298599,0.0155905,0.0174646,0.024728,0.0244473,0.0613688,0.0145124,0.0258323,0.0122224,0.0106258,0.0859458,0.0217875,0.0104488,0.00923991,0.0189612,0.0175661,0.0113907,0.00623887,0.0182776,0,0,0.0225488,0,0.0164274,0.0187845,0.056952,0.0181199,0.024998,0.0109614,0.0234112,0.0277057,0.00607998,0.0553874,0.00839487,0.00844672,0.016168,0.00712548,0.0139649,0.018037,0.0216648,0.0137377,0.00776462,0.0103563,0.0272128,0.00840054,0,0,0,0,0,0,0,0,0,0
21,0.0188753,0.0280044,0.0595715,0.00985226,0.0172219,0.00735202,0,0,0.0293131,0,0.0259293,0.015115,0.0356339,0.022553,0.0146222,0.0299199,0.0296851,0.0154212,0.0173626,0.0243154,0.0250239,0.0610844,0.0152772,0.0244046,0.0115453,0.00947182,0.0769992,0.0217447,0.0104827,0.00926117,0.0202501,0.0176207,0.0119678,0.00649756,0.0186022,0,0,0.021872,0,0.0164005,0.018571,0.0569896,0.0188437,0.0252617,0.0112123,0.0231771,0.0276291,0.00611345,0.055274,0.00851644,0.00892851,0.0164715,0.00720046,0.0141399,0.0186267,0.0231966,0.0137338,0.00775682,0.010312,0.0270271,0.00850277,0,0,0,0,0,0,0,0,0,0
22,0.0189476,0.027791,0.0514926,0.00991098,0.0151823,0.00765154,0,0,0.0291375,0,0.0259914,0.0150337,0.0360312,0.0187666,0.0146139,0.0297222,0.0293072,0.0152148,0.0164419,0.0228153,0.0244043,0.0605527,0.0160888,0.0229856,0.0110542,0.0089313,0.0663475,0.0216703,0.0105066,0.00924614,0.0215041,0.0176959,0.0125005,0.00667416,0.0188074,0,0,0.0209839,0,0.0163732,0.01827,0.0571154,0.0196514,0.0255291,0.0114294,0.0228506,0.0274576,0.00621336,0.0550707,0.0085957,0.00943792,0.0168041,0.00737986,0.0143177,0.0192263,0.024814,0.0136093,0.00770209,0.0102344,0.0268082,0.00862874,0,0,0,0,0,0,0,0,0,0
23,0.0189731,0.0274022,0.0426841,0.0100238,0.014359,0.0079319,0,0,0.0287761,0,0.0260145,0.0148547,0.0364014,0.0170534,0.014535,0.0283128,0.028699,0.0149898,0.0150737,0.0206007,0.0228582,0.0596837,0.0168973,0.0217977,0.0111533,0.00946544,0.054654,0.0215254,0.0105417,0.00916256,0.0229126,0.0177853,0.0126822,0.0065996,0.018944,0,0,0.019974,0,0.0163436,0.0178402,0.0573117,0.0203676,0.0255096,0.0115367,0.0224177,0.0272446,0.00621934,0.0548149,0.00859241,0.00978114,0.0169597,0.0074219,0.0143428,0.0195887,0.0264817,0.0133574,0.00766685,0.0101213,0.0265903,0.0088242,0,0,0,0,0,0,0,0,0,0
24,0.0189781,0.0270764,0.0333967,0.0101111,0.0147073,0.008078,0,0,0.0285106,0,0.0260194,0.0147293,0.0368212,0.0181177,0.0145089,0.0262554,0.0279054,0.0147851,0.0134783,0.018155,0.0206879,0.0586499,0.0177089,0.0208905,0.0119398,0.0111563,0.0423559,0.0214367,0.0105717,0.00906853,0.0244216,0.0178978,0.0126861,0.0065247,0.0190919,0,0,0.0189702,0,0.0163237,0.0173676,0.0576897,0.0206127,0.0253843,0.0116061,0.0220451,0.0270329,0.006172,0.0545327,0.00851948,0.0100552,0.0170153,0.00731362,0.0142589,0.0198228,0.0282194,0.0131056,0.00768071,0.00996425,0.0263155,0.00916013,0,0,0,0,0,0,0,0,0,0
25,0.0190036,0.0268123,0.0244317,0.0101735,0.0160924,0.00797955,0,0,0.0283136,0,0.026101,0.0147174,0.0373408,0.0208731,0.0145442,0.0239967,0.0272495,0.0146736,0.0118616,0.0158851,0.0183649,0.05766,0.0186363,0.0204356,0.0132624,0.0135359,0.0304389,0.0214259,0.0106197,0.00901487,0.0258395,0.0180552,0.0126232,0.0065116,0.019251,0,0,0.0180649,0,0.0163305,0.0169329,0.0584135,0.0208942,0.0252873,0.0116725,0.0218548,0.0268518,0.00617484,0.0542551,0.00840761,0.0104968,0.0171295,0.00730931,0.0142415,0.020184,0.0298577,0.0128775,0.00756475,0.00983359,0.0259831,0.00962428,0,0,0,0,0,0,0,0,0,0
26,0.0190879,0.026528,0.0170336,0.010199,0.0183291,0.00775969,0,0,0.0280845,0,0.0262168,0.0147253,0.0378589,0.0243569,0.0146527,0.0218542,0.0267101,0.0146665,0.0109312,0.0140362,0.0167378,0.0570582,0.0196107,0.0204432,0.0147469,0.0159824,0.0200074,0.0213515,0.0106977,0.00898064,0.0270196,0.0181553,0.0124461,0.00646974,0.0193155,0,0,0.0171593,0,0.0163079,0.0165256,0.0590297,0.0208384,0.0250457,0.0117063,0.021809,0.0267324,0.00624753,0.0538745,0.00828256,0.0109992,0.0171919,0.00746684,0.0142291,0.0204991,0.0312848,0.0126724,0.00744217,0.00974236,0.0256836,0.0101685,0,0,0,0,0,0,0,0,0,0
27,0.0192385,0.0262044,0.014494,0.0102078,0.0210249,0.0074467,0,0,0.0279239,0,0.0263336,0.0147138,0.038271,0.0274438,0.0146886,0.0203749,0.026204,0.0147417,0.0116952,0.0137587,0.0167497,0.0571257,0.0205333,0.0206936,0.0161861,0.018104,0.0137436,0.0212784,0.0107814,0.00896435,0.0278707,0.0182059,0.0122238,0.00627696,0.0192934,0,0,0.0163067,0,0.0162632,0.0161846,0.0593395,0.0207984,0.0245992,0.0117122,0.0218266,0.0266724,0.00641865,0.0533997,0.00826228,0.0115777,0.0172096,0.00777559,0.0141414,0.0207431,0.0323737,0.0124918,0.00733163,0.00968841,0.0253938,0.0107081,0,0,0,0,0,0,0,0,0,0
28,0.0193497,0.0258255,0.0168252,0.0102206,0.0235739,0.0072091,0,0,0.0278192,0,0.0264487,0.0147739,0.0383602,0.029789,0.0147958,0.019833,0.0258243,0.0148945,0.0147295,0.0159409,0.0184848,0.0578902,0.0211439,0.0208056,0.0171701,0.0196896,0.013935,0.0212077,0.0108435,0.00895824,0.0285998,0.0182831,0.0119458,0.0060098,0.0194526,0,0,0.0156484,0,0.0162561,0.0159046,0.0595014,0.0206486,0.0241694,0.0116593,0.0219177,0.0265817,0.00669465,0.0528756,0.0082258,0.012175,0.0171343,0.00815982,0.0139054,0.0208718,0.0331986,0.0122932,0.00721221,0.00957891,0.0251684,0.0111539,0,0,0,0,0,0,0,0,0,0
29,0.0194573,0.0254895,0.020794,0.0101803,0.0257192,0.00709433,0,0,0.02784,0,0.0265837,0.0148571,0.0383522,0.032127,0.0150144,0.0203794,0.0254688,0.0150322,0.0193048,0.019688,0.0211812,0.0592869,0.0213285,0.0206389,0.0176568,0.0206859,0.0174983,0.0210946,0.0108978,0.0089694,0.0292545,0.0183568,0.0116416,0.00573575,0.0196788,0,0,0.015151,0,0.0162534,0.0156554,0.0596514,0.0204784,0.0238291,0.0115755,0.0221013,0.0264808,0.00704118,0.0523183,0.00812573,0.012766,0.0169418,0.00851847,0.0135646,0.020924,0.0338963,0.0121082,0.00711851,0.00944985,0.0249109,0.0114853,0,0,0,0,0,0,0,0,0,0
30,0.0195067,0.025209,0.0248328,0.0100506,0.0274867,0.00705124,0,0,0.0279317,0,0.0266902,0.0150839,0.0382007,0.0341723,0.0152406,0.0217397,0.0251849,0.0151979,0.0239702,0.0239285,0.0241487,0.0610699,0.0212604,0.0201912,0.0178079,0.0211698,0.0215664,0.0210059,0.0109485,0.0089834,0.0300053,0.0184429,0.0114298,0.00554593,0.0198237,0,0,0.0147821,0,0.0162815,0.0154842,0.0598053,0.0201229,0.0234672,0.0113627,0.0224453,0.026405,0.00730899,0.051814,0.00787004,0.0132184,0.0165528,0.0088536,0.0130983,0.0206861,0.0347754,0.0120576,0.00711787,0.00942169,0.0245821,0.0117935,0,0,0,0,0,0,0,0,0,0
31,0.0195036,0.0250164,0.0298265,0.0100275,0.0301844,0.00693529,0,0,0.0280744,0,0.0267129,0.0153973,0.0378759,0.0367158,0.0154189,0.0232739,0.0250013,0.015377,0.028007,0.0277238,0.026902,0.0628363,0.0214895,0.0198797,0.018884,0.0211998,0.0277492,0.0212224,0.010923,0.00897373,0.0308715,0.0184759,0.0112191,0.00567445,0.0198882,0,0,0.0146096,0,0.0162905,0.0153231,0.0599,0.0200815,0.0230791,0.0110378,0.0229101,0.0264406,0.00757323,0.0513729,0.00752985,0.0136422,0.0161928,0.00925972,0.0126684,0.0202042,0.0358,0.0121409,0.00730087,0.0092637,0.0243612,0.0121102,0,0,0,0,0,0,0,0,0,0
32,0.0194011,0.0248482,0.0369405,0.00993756,0.0349735,0.0067557,0,0,0.0284264,0,0.02678,0.0157343,0.0377942,0.0421444,0.015505,0.0247064,0.0249254,0.0156383,0.0310113,0.0306435,0.0291403,0.064122,0.0220542,0.0201595,0.0213186,0.0212221,0.036626,0.0216594,0.0109413,0.0089913,0.0315985,0.0184826,0.0111975,0.00562376,0.0199096,0,0,0.0142839,0,0.0162587,0.0153073,0.0599324,0.019791,0.0228016,0.0107088,0.0234597,0.0263143,0.00774748,0.0509997,0.00726869,0.0138539,0.0158534,0.0096795,0.0123071,0.0196382,0.0366386,0.0120022,0.00721724,0.0093679,0.0242163,0.0124294,0,0,0,0,0,0,0,0,0,0
33,0.0193053,0.0248751,0.0423394,0.00981709,0.0387188,0.0065262,0,0,0.0286945,0,0.0268831,0.0159609,0.0379108,0.0467455,0.0153822,0.0260049,0.0250513,0.0159201,0.0329292,0.032559,0.0306517,0.0647726,0.0222001,0.0203731,0.0227389,0.0212939,0.042677,0.0219551,0.0109946,0.00906217,0.0319069,0.0184507,0.010963,0.0054693,0.0199037,0,0,0.0142854,0,0.0162498,0.0153331,0.0599664,0.0201863,0.0225432,0.0104505,0.0240089,0.0262692,0.00798948,0.0506284,0.00714728,0.0141224,0.0157927,0.00995527,0.0121562,0.0196719,0.0370965,0.0120471,0.0073592,0.00943812,0.0243501,0.0126716,0,0,0,0,0,0,0,0,0,0
34,0.0191989,0.0251008,0.0448572,0.00966938,0.0403492,0.00611313,0,0,0.0289988,0,0.0270022,0.0161953,0.0384047,0.0492448,0.0151734,0.0269367,0.0252432,0.0161868,0.0336863,0.033512,0.0314248,0.0647387,0.0220101,0.0203458,0.0229399,0.0210765,0.0454231,0.0221319,0.0110458,0.00915959,0.03182,0.0183892,0.0107188,0.00533397,0.0197998,0,0,0.0145537,0,0.0162606,0.0155349,0.0600061,0.0211532,0.0223128,0.0103,0.0243591,0.0262625,0.00824556,0.0503238,0.00702353,0.0143695,0.0159999,0.0101014,0.0121953,0.0201445,0.0372357,0.0122179,0.00766209,0.00948511,0.0246872,0.0128232,0,0,0,0,0,0,0,0,0,0
35,0.0190677,0.0254106,0.0442136,0.00955013,0.0395468,0.00575732,0,0,0.0293272,0,0.0271571,0.0164924,0.039032,0.048958,0.0149632,0.0273768,0.0254088,0.0164001,0.033584,0.0337362,0.0312867,0.0641123,0.021531,0.0200141,0.0220212,0.0205983,0.0447349,0.0221477,0.0111041,0.00927125,0.0316162,0.0183011,0.0106629,0.00526151,0.0196374,0,0,0.0150474,0,0.016282,0.0158859,0.0600064,0.0222625,0.0221947,0.0100925,0.0244553,0.0263484,0.00835534,0.0501844,0.00677865,0.0144077,0.0162293,0.0101607,0.0123959,0.0206873,0.0374194,0.0125385,0.00807318,0.0096141,0.0251654,0.0128573,0,0,0,0,0,0,0,0,0,0
36,0.0189311,0.0257555,0.0408801,0.00948333,0.0366791,0.00569311,0,0,0.0295867,0,0.0273523,0.016768,0.0396393,0.0458427,0.0147704,0.0272022,0.0255001,0.0165494,0.0330026,0.0332168,0.0300971,0.0631142,0.0208554,0.0194785,0.0202237,0.0200634,0.0409551,0.0221778,0.0111504,0.00938999,0.0312822,0.018156,0.0107334,0.00523601,0.0194002,0,0,0.0157647,0,0.0162899,0.0163121,0.0599416,0.0232036,0.0222456,0.00979867,0.0243486,0.0265126,0.00827011,0.0502001,0.00639127,0.0141487,0.0163764,0.0101416,0.0126812,0.0211037,0.0375811,0.0130026,0.00854302,0.00981949,0.0257561,0.0126972,0,0,0,0,0,0,0,0,0,0
37,0.0187863,0.0260108,0.0353538,0.00931245,0.0325245,0.0058015,0,0,0.0296848,0,0.0275294,0.0169012,0.0401602,0.0410835,0.0146183,0.0261684,0.0254811,0.0166485,0.0320783,0.0319774,0.0280373,0.0620102,0.0198812,0.018744,0.0178919,0.0196543,0.0345367,0.022333,0.0111812,0.00949088,0.0307575,0.0180265,0.0111091,0.00517764,0.0192453,0,0,0.0166564,0,0.0163187,0.0168678,0.0598356,0.0241319,0.0224416,0.00950776,0.0240333,0.0267123,0.00799592,0.0503142,0.00599952,0.0137075,0.0165288,0.00998878,0.0129398,0.0214644,0.0376272,0.0135581,0.00898545,0.0100951,0.0262645,0.0125125,0,0,0,0,0,0,0,0,0,0
38,0.0186021,0.026264,0.0287045,0.00914023,0.0278869,0.00600758,0,0,0.0297041,0,0.0276603,0.0169456,0.040516,0.0352147,0.0145451,0.0246114,0.0255455,0.0166802,0.0308472,0.0302466,0.025622,0.0609041,0.0188531,0.0180631,0.0155885,0.0196411,0.0262429,0.0222002,0.0112146,0.00962315,0.0300644,0.0178953,0.0117075,0.00504904,0.0190013,0,0,0.0176148,0,0.0163622,0.0174779,0.0596957,0.0249329,0.0227394,0.00918431,0.0237091,0.0269242,0.00753833,0.0504384,0.0056151,0.0130407,0.0165928,0.00970529,0.0131827,0.0216204,0.0375781,0.0141169,0.00949052,0.0103396,0.0266893,0.0121748,0,0,0,0,0,0,0,0,0,0
39,0.018476,0.0264512,0.0249365,0.00897293,0.0256639,0.00624394,0,0,0.0296382,0,0.027748,0.017092,0.0406774,0.0317745,0.0145197,0.022634,0.0257522,0.0165985,0.0292076,0.0280568,0.0231085,0.0597903,0.0186277,0.0181151,0.0152532,0.0193162,0.0228256,0.021857,0.0112432,0.00976674,0.0293159,0.0177558,0.0123833,0.00484253,0.0187351,0,0,0.018557,0,0.0163958,0.0181052,0.0594634,0.0256325,0.023058,0.00882586,0.0234014,0.0270753,0.00691765,0.0505676,0.00518703,0.0121338,0.0165641,0.00929986,0.0135009,0.0215434,0.0374624,0.0146408,0.00998766,0.0105479,0.0269427,0.0117868,0,0,0,0,0,0,0,0,0,0
40,0.0184564,0.0266703,0.0219255,0.00887905,0.0234836,0.00653174,0,0,0.0293643,0,0.0278122,0.0171022,0.0405925,0.0285385,0.0145431,0.0206907,0.0261138,0.0164923,0.0273841,0.0258187,0.020681,0.0587097,0.0184954,0.0181763,0.014806,0.0187675,0.0209664,0.0216408,0.0112756,0.00987546,0.0285041,0.0176377,0.0131292,0.00450514,0.0184699,0,0,0.0195111,0,0.0164592,0.0188061,0.0591949,0.025925,0.0233734,0.00838776,0.0231759,0.0272175,0.0061183,0.0507606,0.00467413,0.0109141,0.0164117,0.00879626,0.0137673,0.0211365,0.0374147,0.0151032,0.0104389,0.010758,0.0270967,0.0113527,0,0,0,0,0,0,0,0,0,0
41,0.0184969,0.0269289,0.0192584,0.00879951,0.0212773,0.0066728,0,0,0.0290868,0,0.0278395,0.0170628,0.0405338,0.0257504,0.0145101,0.0192859,0.0265257,0.0163348,0.0256284,0.0237877,0.0186988,0.0577721,0.0180336,0.0179007,0.0143405,0.0182951,0.0198243,0.0213608,0.011316,0.00993638,0.0276594,0.0175458,0.0141562,0.00437932,0.018251,0,0,0.0205427,0,0.0165395,0.0195727,0.0589395,0.025973,0.0235714,0.00784937,0.0229189,0.0273378,0.00518702,0.0509892,0.00419259,0.00945056,0.0161533,0.00831174,0.0139198,0.020393,0.0373478,0.0155439,0.0108127,0.0109625,0.0272212,0.0109787,0,0,0,0,0,0,0,0,0,0
42,0.0184994,0.0271934,0.0171042,0.00870361,0.0195178,0.00673464,0,0,0.028876,0,0.0278179,0.0170122,0.0404883,0.023458,0.0143849,0.0185118,0.0268398,0.0161633,0.0243024,0.022277,0.0175289,0.0569486,0.0170935,0.0170566,0.0139654,0.01793,0.0195477,0.0210317,0.0113468,0.0100189,0.0267928,0.0174789,0.0154539,0.00432846,0.0180356,0,0,0.0217352,0,0.0166418,0.0203688,0.0587178,0.0260043,0.0236059,0.00727391,0.0226051,0.0274443,0.00440338,0.0512713,0.00382083,0.00779634,0.0157793,0.0079363,0.0139228,0.0192966,0.0372256,0.0160226,0.0110337,0.0111757,0.0274041,0.010674,0,0,0,0,0,0,0,0,0,0
43,0.0185136,0.0274218,0.0141386,0.00860677,0.0177078,0.00685219,0,0,0.0288238,0,0.0278303,0.0170745,0.0405576,0.0194852,0.0142356,0.0182179,0.0269449,0.0160757,0.0233896,0.0213359,0.0171114,0.0562221,0.0158235,0.0159156,0.013782,0.0173416,0.0183908,0.0208814,0.011342,0.0101706,0.0258534,0.0173615,0.0170322,0.00415194,0.0177683,0,0,0.0233576,0,0.0167276,0.0213417,0.0586776,0.0259835,0.0235508,0.00674798,0.0222906,0.0275248,0.00403903,0.0517338,0.00377664,0.00598605,0.0149313,0.00780013,0.0136869,0.0177387,0.0369183,0.0166025,0.0110416,0.0113267,0.0276733,0.010367,0,0,0,0,0,0,0,0,0,0
44,0.0184972,0.0276075,0.00924907,0.00851189,0.0145892,0.00681848,0,0,0.0290126,0,0.0278565,0.0172622,0.0407627,0.0143295,0.0141151,0.0181127,0.0267942,0.0160826,0.0225432,0.0209883,0.0170327,0.055679,0.0150051,0.0154233,0.0137411,0.0158732,0.0146208,0.0210635,0.0112597,0.0103809,0.0250835,0.017114,0.0187942,0.0038164,0.01744,0,0,0.0254459,0,0.0167219,0.0225087,0.0584796,0.0256832,0.0234858,0.00661084,0.0222164,0.0276357,0.00431851,0.0523422,0.00447715,0.00456356,0.013374,0.00805834,0.0130816,0.015385,0.0362574,0.017392,0.0109342,0.0114972,0.0280208,0.00995401,0,0,0,0,0,0,0,0,0,0
45,0.0184004,0.0277227,0.00350575,0.00845305,0.0104881,0.0070141,0,0,0.0293138,0,0.0278827,0.0174478,0.0407262,0.0120737,0.013986,0.0173568,0.0264327,0.0161261,0.0217363,0.0211245,0.0170011,0.055511,0.0156185,0.0159988,0.0137469,0.0134617,0.0103711,0.0214254,0.0111179,0.0105843,0.0246966,0.0168742,0.0208073,0.003542,0.0171201,0,0,0.0278448,0,0.0167486,0.023807,0.0582433,0.0251116,0.0235971,0.00703249,0.0224218,0.0278107,0.00524113,0.0531538,0.00592896,0.00510207,0.0109945,0.0087528,0.0120633,0.0121375,0.0353434,0.0183299,0.0107892,0.0117783,0.0283215,0.00940086,0,0,0,0,0,0,0,0,0,0
46,0.0182101,0.0276795,0.00199681,0.00844807,0.00867934,0.00767845,0,0,0.0293401,0,0.0278081,0.0175399,0.0406283,0.014213,0.0139777,0.0156737,0.0259551,0.0161622,0.0208258,0.0209424,0.0164899,0.0557529,0.0169696,0.0168253,0.0137737,0.0111191,0.00865774,0.0215624,0.0109465,0.0106928,0.0245479,0.016838,0.0230046,0.00374266,0.0168205,0,0,0.0302198,0,0.0170505,0.0251167,0.0579741,0.0243602,0.0238373,0.00777707,0.0228254,0.0280133,0.00685063,0.0540969,0.007685,0.00737679,0.00817007,0.00969773,0.0108874,0.0089072,0.0346239,0.0191552,0.0108531,0.0121668,0.0284393,0.00879808,0,0,0,0,0,0,0,0,0,0
47,0.0179555,0.0274948,0.00419238,0.00854058,0.00953607,0.00781644,0,0,0.0288927,0,0.0276483,0.017378,0.0407697,0.016948,0.0142131,0.0141782,0.0255455,0.0160086,0.0196851,0.0193571,0.0151253,0.0560121,0.0177627,0.0173972,0.0138172,0.00986484,0.00948706,0.0212213,0.0108175,0.0106345,0.024375,0.0167496,0.0248376,0.00460996,0.0166628,0,0,0.0323464,0,0.0172951,0.0261938,0.0576184,0.0236628,0.023894,0.00865694,0.0232392,0.0281998,0.00844265,0.0550907,0.00928343,0.00981698,0.00597101,0.0105497,0.00993181,0.00786879,0.0339302,0.0197695,0.0108117,0.0124657,0.0283542,0.00835122,0,0,0,0,0,0,0,0,0,0
48,0.0177651,0.027229,0.00544063,0.00863958,0.010622,0.00755357,0,0,0.0280816,0,0.0274253,0.0169681,0.0410186,0.0183774,0.0145498,0.0134606,0.0254916,0.0155199,0.0171106,0.0158817,0.0131844,0.0557117,0.0176993,0.0172895,0.0137567,0.00989099,0.0116591,0.0204752,0.0108029,0.0103551,0.0237111,0.0165717,0.0258632,0.00585542,0.0167779,0,0,0.0342018,0,0.0174451,0.0270151,0.0571945,0.0224914,0.0237625,0.00969081,0.023548,0.0284379,0.00972255,0.0561432,0.0106349,0.0118872,0.00493655,0.011193,0.00923023,0.00878766,0.0324106,0.0201406,0.0106568,0.012738,0.0282048,0.00810406,0,0,0,0,0,0,0,0,0,0
49,0.0176277,0.0269565,0.00698707,0.00879955,0.0111664,0.00723738,0,0,0.0270789,0,0.0271589,0.016349,0.0411615,0.019027,0.0148056,0.0131562,0.0260294,0.0148914,0.0126579,0.0114757,0.0114296,0.054612,0.0172105,0.0167145,0.0136674,0.0106966,0.0150656,0.0195782,0.0108659,0.00993062,0.0219184,0.0163408,0.0257665,0.00727947,0.017069,0,0,0.035971,0,0.0175507,0.0276557,0.0569157,0.0206713,0.0237751,0.0106615,0.0237612,0.0287184,0.0108382,0.057329,0.0118185,0.0135908,0.00436253,0.0118276,0.00866089,0.0093468,0.029742,0.0204459,0.0102776,0.0130042,0.0281229,0.0078672,0,0,0,0,0,0,0,0,0,0
50,0.0174208,0.0265844,0.00939021,0.00904019,0.011269,0.00713449,0,0,0.0260756,0,0.0268565,0.0156876,0.0414134,0.019348,0.014953,0.0130898,0.0269955,0.0142319,0.00863967,0.0083409,0.010709,0.0531976,0.016617,0.0162047,0.0136827,0.0118535,0.0189098,0.0186248,0.0109632,0.00946908,0.0193387,0.0161451,0.024665,0.00861867,0.0173684,0,0,0.0375489,0,0.0176634,0.0280858,0.0566962,0.0181719,0.0239078,0.0113345,0.0238991,0.0289859,0.0120169,0.0585221,0.0128882,0.0150913,0.00360712,0.0125637,0.00817732,0.00891732,0.0261083,0.020473,0.00962152,0.0131139,0.0280352,0.00771534,0,0,0,0,0,0,0,0,0,0
51,0.0169791,0.0260303,0.0117861,0.00939522,0.011052,0.00715067,0,0,0.0251465,0,0.026502,0.0150313,0.0418354,0.0193209,0.0150569,0.0130713,0.0278516,0.0136191,0.00784959,0.00787053,0.0112479,0.0522053,0.0162526,0.0159663,0.0139538,0.0131011,0.0224363,0.0180035,0.0109812,0.00901314,0.0166491,0.016114,0.0231038,0.00964533,0.0175256,0,0,0.0387301,0,0.0178213,0.0281773,0.0564556,0.0159546,0.0239651,0.0119425,0.0239644,0.0291514,0.0131558,0.0595651,0.0138494,0.0164913,0.00274478,0.0133298,0.00786635,0.00780643,0.021827,0.0201045,0.00876601,0.0130732,0.0278031,0.00785812,0,0,0,0,0,0,0,0,0,0
52,0.0163225,0.0252458,0.0136664,0.00981409,0.0106528,0.00719703,0,0,0.0243959,0,0.0261122,0.0144636,0.0423058,0.0191752,0.0151202,0.012836,0.0283418,0.0130914,0.00918924,0.00904017,0.0122885,0.0519789,0.016014,0.0159059,0.0142576,0.0141496,0.0252334,0.0175414,0.0109414,0.00868093,0.0143339,0.0162017,0.0214454,0.0103464,0.0174461,0,0,0.0394354,0,0.0179651,0.0279316,0.0562438,0.0147394,0.0239373,0.012581,0.0238952,0.0291578,0.0142041,0.0604611,0.0146483,0.0177133,0.00205636,0.0140153,0.00771071,0.00635318,0.0166248,0.019441,0.00770678,0.0129744,0.0273632,0.00815345,0,0,0,0,0,0,0,0,0,0
53,0.0155156,0.0243458,0.0148987,0.010202,0.0101587,0.00729505,0,0,0.0239542,0,0.0257707,0.0141064,0.0426511,0.0186346,0.0151108,0.0125653,0.0286125,0.0126921,0.0106968,0.0105807,0.0130585,0.052125,0.0157387,0.0158252,0.0143939,0.0147619,0.0269666,0.0171842,0.0108772,0.00846159,0.0129369,0.0162967,0.0198291,0.0107819,0.0171874,0,0,0.0398222,0,0.0180246,0.0274463,0.0561068,0.0144245,0.0239392,0.013263,0.0237438,0.0290479,0.0150271,0.0611778,0.0151853,0.0186781,0.00209573,0.0145824,0.00776031,0.00501953,0.0103378,0.0187783,0.00635858,0.0126874,0.0267829,0.00834834,0,0,0,0,0,0,0,0,0,0
54,0.0148839,0.0235788,0.0155515,0.0104795,0.00959101,0.00743842,0,0,0.0238052,0,0.0254763,0.0139665,0.0428266,0.017681,0.0149922,0.0124939,0.0285782,0.0125131,0.0118462,0.0118008,0.0133334,0.052468,0.0153898,0.0156385,0.014263,0.0148991,0.027915,0.0170594,0.010791,0.0083514,0.0112964,0.0163993,0.0184147,0.0110041,0.0168781,0,0,0.0401281,0,0.0181042,0.0269067,0.0562252,0.0140558,0.0239953,0.0137753,0.0236243,0.028945,0.0156278,0.0616527,0.015442,0.0194639,0.00288853,0.0149933,0.00792522,0.00430551,0.00435153,0.0182783,0.00480573,0.012131,0.0261418,0.00834122,0,0,0,0,0,0,0,0,0,0
55,0.0145727,0.0231226,0.0161252,0.0105863,0.00884581,0.00754302,0,0,0.0239473,0,0.0252579,0.0139594,0.04289,0.0164979,0.0147958,0.0127456,0.028434,0.0125667,0.0124358,0.0123274,0.0131426,0.0530345,0.0150916,0.0154478,0.0138699,0.0146199,0.0283964,0.0171462,0.0107098,0.00837027,0.0105994,0.0163936,0.0170775,0.0111411,0.0165467,0,0,0.0405181,0,0.0182672,0.0265532,0.0566981,0.0127082,0.0241064,0.0139202,0.0236279,0.0287212,0.0161103,0.0618345,0.0153773,0.0202668,0.00373453,0.0152911,0.00808587,0.00430391,0.0028905,0.0179188,0.00322339,0.0115888,0.0255208,0.0080536,0,0,0,0,0,0,0,0,0,0
56,0.0144475,0.0229258,0.0165775,0.0106417,0.00784632,0.00762907,0,0,0.0243747,0,0.0250411,0.0141086,0.042825,0.0150311,0.0144917,0.013059,0.0280606,0.0127669,0.0122354,0.0121929,0.0125761,0.0537291,0.0148869,0.0152963,0.0133557,0.0140433,0.028565,0.0174153,0.0106561,0.00850882,0.0123908,0.0163357,0.0154551,0.0112632,0.0162404,0,0,0.0411039,0,0.0185849,0.026361,0.0570827,0.0109756,0.0241385,0.0137574,0.0237112,0.0283906,0.0167059,0.0617841,0.0151922,0.0214732,0.00419355,0.0157433,0.0079833,0.00444451,0.00843977,0.0176589,0.00243647,0.0110798,0.0250299,0.00761626,0,0,0,0,0,0,0,0,0,0
