Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,LHEE
172,0.0139222,0.0267953,0.0457182,0.0105065,0.0391821,0.0274394,0,0,0.027815,0,0.0254336,0.0126045,0.044937,0.0240749,0.0314144,0.0449266,0.0169475,0.0327209,0.036897,0.0315165,0.058976,0.0208875,0.0229072,0.020434,0.0173398,0.0489494,0.0200429,0.0101269,0.00884282,0.0228782,0.0176056,0.00869635,0.021975,0.0146094,0,0,0.0175804,0,0.0158328,0.0157712,0.0609889,0.0142555,0.01633,0.0107706,0.0438502,0.0184204,0.00994411,0.0470325,0.00873864,0.0131371,0.0131076,0.012361,0.00940085,0.0146554,0.0265031,0.0187141,0.00809237,0.010315,0.0329709,0.0190039,0,0,0,0,0,0,0,0.0516098
173,0.0138629,0.0270154,0.0345619,0.0104543,0.0305144,0.0267389,0,0,0.0279992,0,0.0255139,0.0126786,0.0456198,0.024008,0.0298458,0.04532,0.0165148,0.030851,0.0353078,0.0292427,0.0571399,0.0193828,0.0205336,0.0155949,0.0176023,0.0365933,0.0202335,0.0101212,0.00885884,0.0220884,0.0172117,0.00947114,0.0218872,0.0141642,0,0,0.0185568,0,0.0156929,0.016434,0.0606431,0.0157848,0.0164362,0.0102023,0.043678,0.0187251,0.00938049,0.0473635,0.00802981,0.0124494,0.0129445,0.0121632,0.00988853,0.0148762,0.0257061,0.0192952,0.00847098,0.0107123,0.0331791,0.0183288,0,0,0,0,0,0,0,0.0406669
174,0.0138339,0.0271731,0.0246393,0.0103395,0.0233501,0.0263132,0,0,0.0279129,0,0.0255391,0.0126606,0.0461294,0.0239628,0.0277779,0.045768,0.0160474,0.0288628,0.0334243,0.0265886,0.0554651,0.0183659,0.0188165,0.0125525,0.0187569,0.0258059,0.0202396,0.0101245,0.00871461,0.0210869,0.0167285,0.0104602,0.0219854,0.013675,0,0,0.0194699,0,0.0155277,0.017065,0.0601998,0.0172366,0.0166475,0.00959774,0.0435652,0.0189503,0.00850731,0.0476796,0.00726256,0.0113422,0.012713,0.0118575,0.0102477,0.0148037,0.0246668,0.0197261,0.00898362,0.0111189,0.033238,0.0176827,0,0,0,0,0,0,0,0.0304057
175,0.013775,0.0272534,0.0214608,0.0104357,0.0208279,0.0261454,0,0,0.0276006,0,0.0255388,0.0125622,0.046307,0.0238167,0.0256428,0.0462772,0.0154628,0.0270277,0.031457,0.0239116,0.0542099,0.0178325,0.0181299,0.0127342,0.0186148,0.0246775,0.0198847,0.0101315,0.00845089,0.019976,0.0169264,0.0116415,0.0222191,0.01324,0,0,0.0202404,0,0.0157979,0.0174237,0.0596648,0.0184076,0.0169156,0.00881808,0.0435264,0.0191054,0.00740623,0.0479475,0.00636765,0.0098114,0.0123089,0.0115156,0.0104436,0.0144059,0.0234289,0.0201366,0.00911333,0.0111438,0.0331541,0.017226,0,0,0,0,0,0,0,0.026654
176,0.0136222,0.0273677,0.0199477,0.0105599,0.0186486,0.025983,0,0,0.0271326,0,0.0255231,0.0122813,0.0462763,0.0234628,0.0242082,0.046937,0.0147863,0.0255043,0.0300871,0.0218434,0.0532212,0.0166534,0.0170893,0.0126011,0.0181387,0.0249425,0.0195919,0.0101498,0.00812154,0.0188621,0.0170475,0.0130282,0.0225484,0.0127097,0,0,0.0211173,0,0.016014,0.0178255,0.0590595,0.0196013,0.0169219,0.00788366,0.0436511,0.0191748,0.0062297,0.0482489,0.00536083,0.0081213,0.0117014,0.0112207,0.0105268,0.0137134,0.0220616,0.020595,0.0093173,0.0112167,0.0330613,0.0167766,0,0,0,0,0,0,0,0.0228676
177,0.0135166,0.0276357,0.0184798,0.0106522,0.0173662,0.0256721,0,0,0.0267871,0,0.0255318,0.0121098,0.0461326,0.0229781,0.0240945,0.0476964,0.0141132,0.024434,0.0296791,0.0214185,0.0522867,0.015028,0.0162115,0.0123541,0.0171129,0.0255848,0.0195531,0.0101689,0.00784022,0.0176234,0.0168954,0.0146825,0.0229791,0.0120147,0,0,0.0223892,0,0.0160914,0.018542,0.058441,0.0206903,0.0166182,0.00676003,0.0439767,0.0193763,0.00513344,0.0486239,0.00417325,0.00612515,0.0108214,0.0111879,0.010573,0.0126513,0.0203658,0.0212304,0.00967681,0.0115248,0.0331384,0.0161933,0,0,0,0,0,0,0,0.0176788
178,0.0133484,0.02799,0.0170476,0.0107194,0.0152018,0.0250549,0,0,0.0266113,0,0.0255403,0.0121149,0.0459302,0.0225914,0.024896,0.048253,0.0133996,0.0239879,0.0301501,0.0218751,0.0514015,0.0142642,0.01689,0.0126994,0.0149042,0.0253517,0.0195711,0.0101841,0.00768235,0.0161091,0.0166631,0.0167091,0.0235388,0.0111692,0,0,0.0244013,0,0.01621,0.0196625,0.0578939,0.0216432,0.016272,0.00560129,0.0445138,0.0198543,0.00417056,0.0491028,0.00278228,0.00416138,0.00950819,0.0114911,0.0103196,0.0111404,0.0180874,0.0222892,0.0101167,0.0120822,0.033479,0.015368,0,0,0,0,0,0,0,0.0117388
179,0.0129515,0.0282106,0.018038,0.0107753,0.0111921,0.0244026,0,0,0.026456,0,0.0255302,0.0122083,0.0454654,0.0220758,0.024696,0.0484602,0.0127092,0.0239703,0.031032,0.0222545,0.0508218,0.0151011,0.0175613,0.0133128,0.0125165,0.0268265,0.019659,0.0101411,0.00762243,0.0145982,0.0164074,0.0189232,0.0242821,0.0102624,0,0,0.0269734,0,0.01637,0.0210781,0.057472,0.0227196,0.01605,0.00465396,0.0450726,0.0205424,0.00371783,0.0497066,0.00140768,0.00388774,0.00813757,0.0120131,0.00984499,0.00947471,0.0153698,0.0235039,0.0105104,0.0125646,0.0339207,0.0143923,0,0,0,0,0,0,0,0.00751755
180,0.0127402,0.0281389,0.0210627,0.0107821,0.00739277,0.0240551,0,0,0.0261371,0,0.0254746,0.0123308,0.0452938,0.0216947,0.0228518,0.0483101,0.0120144,0.0241705,0.0316001,0.0220292,0.0508698,0.015808,0.0168126,0.0133024,0.0113467,0.0303771,0.0198911,0.0100643,0.00757398,0.0137109,0.0161682,0.021133,0.025222,0.00932838,0,0,0.029525,0,0.0165379,0.0224554,0.0571225,0.0238649,0.0159542,0.00411156,0.0453362,0.0208849,0.00430902,0.0503795,0.000986945,0.00596568,0.00716069,0.0126423,0.00917622,0.00839793,0.0129849,0.0245258,0.0108679,0.0129721,0.0341285,0.0135489,0,0,0,0,0,0,0,0.0077249
181,0.012459,0.0277323,0.0231252,0.0108652,0.00493724,0.0240682,0,0,0.0255575,0,0.0254006,0.0123517,0.0457749,0.0217357,0.0205027,0.0480273,0.0113423,0.0240265,0.0309514,0.0209315,0.0512767,0.0159268,0.0157297,0.0129843,0.0114436,0.0335758,0.0196717,0.0100447,0.00744141,0.0135828,0.0159715,0.0233702,0.0263798,0.0085633,0,0,0.0315908,0,0.0167267,0.0236173,0.0568787,0.0248325,0.0160139,0.00392362,0.0451848,0.0207354,0.00543805,0.050985,0.00197706,0.00840235,0.00693688,0.013177,0.00849813,0.00906811,0.0113078,0.0251635,0.0111829,0.0134442,0.0338737,0.0131496,0,0,0,0,0,0,0,0.0113041
182,0.012015,0.0272369,0.0234949,0.0110068,0.00515326,0.0244436,0,0,0.0245975,0,0.0252952,0.0122891,0.0463977,0.0220975,0.0187763,0.0480154,0.0107521,0.0223763,0.0282628,0.0192046,0.0513424,0.0158715,0.015229,0.0127347,0.0120714,0.0356123,0.0191026,0.0101032,0.00720845,0.0138102,0.0157765,0.0252843,0.0278254,0.00797984,0,0,0.0330839,0,0.0169112,0.0245099,0.0569387,0.0250628,0.0162285,0.00405976,0.0449335,0.0201218,0.00645462,0.0517155,0.00324717,0.0104313,0.00743217,0.0135766,0.00798004,0.0110337,0.010055,0.0253136,0.0113749,0.0137949,0.0333127,0.0127807,0,0,0,0,0,0,0,0.0156239
183,0.0113517,0.0267238,0.0238697,0.0112235,0.006578,0.0250515,0,0,0.0234578,0,0.0251812,0.0119962,0.0468619,0.0222185,0.0176787,0.0483129,0.0101528,0.0186899,0.0234614,0.0172344,0.0506922,0.0158054,0.0151277,0.0126337,0.0130284,0.0373714,0.0182538,0.0102308,0.00689158,0.0147246,0.0156421,0.0266065,0.0295286,0.00765391,0,0,0.0339069,0,0.0170913,0.0248205,0.0572362,0.0243424,0.016458,0.00465168,0.0446674,0.0191695,0.00705036,0.0526557,0.00430914,0.0118808,0.008224,0.0138062,0.0076421,0.0132046,0.00890386,0.0251508,0.0114556,0.0139242,0.0325327,0.0125302,0,0,0,0,0,0,0,0.019045
184,0.0107147,0.0261406,0.0249144,0.0114623,0.00725136,0.025584,0,0,0.0223556,0,0.0250938,0.011601,0.0472364,0.0221372,0.0168693,0.048808,0.00960162,0.0143251,0.0183593,0.0157875,0.0495276,0.0158156,0.0152988,0.01286,0.0142109,0.0395445,0.0173622,0.01039,0.00656636,0.0155706,0.0155862,0.0272447,0.031277,0.00749482,0,0,0.0342469,0,0.0172458,0.0246568,0.0574925,0.0229671,0.0166577,0.00558464,0.044351,0.0179918,0.00733355,0.0537305,0.00539817,0.0128561,0.00891795,0.0140308,0.00732457,0.0147437,0.00787648,0.0248147,0.0112027,0.0137969,0.0315925,0.0129055,0,0,0,0,0,0,0,0.020569
185,0.0103186,0.025316,0.0265794,0.0117465,0.00719663,0.0259063,0,0,0.0214108,0,0.0249942,0.0112129,0.0475923,0.022303,0.0161213,0.049175,0.00923073,0.0119447,0.0151428,0.0154288,0.0485997,0.0156445,0.015527,0.0132879,0.0152323,0.042058,0.0166286,0.010546,0.00629231,0.0163117,0.015679,0.027285,0.0327876,0.00748917,0,0,0.0341906,0,0.0173688,0.0241076,0.0574703,0.0210854,0.0169114,0.00658266,0.0439342,0.0165716,0.00764827,0.0547253,0.0064138,0.013505,0.00923349,0.0144184,0.00699237,0.0153582,0.00711316,0.0244157,0.01054,0.0133104,0.0305374,0.0137633,0,0,0,0,0,0,0,0.0206062
186,0.00987612,0.0242595,0.0288058,0.0120918,0.00681426,0.0259162,0,0,0.0206442,0,0.0248487,0.0109227,0.04791,0.0229647,0.0154339,0.0490181,0.00899056,0.0123145,0.0147113,0.0156381,0.0483459,0.0150664,0.0155993,0.0134702,0.0159353,0.0451655,0.0160285,0.010671,0.00600082,0.0169669,0.0158896,0.0266656,0.0338228,0.00761833,0,0,0.0339245,0,0.0174051,0.0232444,0.0571966,0.0185768,0.0172053,0.00759933,0.0432504,0.0149846,0.00815528,0.055558,0.00729081,0.0141073,0.00910467,0.0147957,0.00670939,0.0151403,0.00726296,0.0236959,0.00935583,0.0125701,0.029423,0.0147737,0,0,0,0,0,0,0,0.0203703
187,0.00948252,0.0231789,0.0314482,0.0124285,0.00634451,0.0258257,0,0,0.0202003,0,0.0246566,0.0107799,0.048106,0.0231844,0.0148685,0.0486022,0.00876477,0.0137308,0.0158163,0.0156836,0.0484435,0.0143013,0.0157384,0.0131217,0.0162051,0.0486136,0.0155492,0.0107411,0.00574912,0.0175823,0.0162047,0.0256196,0.0345339,0.00786384,0,0,0.0337175,0,0.0174209,0.022318,0.0565763,0.0156292,0.0173449,0.00855566,0.0425221,0.0133785,0.0089922,0.0561317,0.00797501,0.0148048,0.00848363,0.0149162,0.00657751,0.0142766,0.00937326,0.0228856,0.00776845,0.0117598,0.0285275,0.0157218,0,0,0,0,0,0,0,0.0201211
188,0.00920066,0.02232,0.0343426,0.0127052,0.0062577,0.0256879,0,0,0.0201768,0,0.0244844,0.0108229,0.0482031,0.0230102,0.0146808,0.048035,0.00866432,0.0149728,0.0170463,0.01532,0.0485431,0.0138251,0.0163613,0.0125635,0.0161627,0.0520905,0.0153785,0.0107522,0.00555279,0.0180923,0.0165479,0.0242176,0.0348734,0.0081399,0,0,0.033858,0,0.0174895,0.0217065,0.0564983,0.0126695,0.0175873,0.00921385,0.0420368,0.0120599,0.0102288,0.0566768,0.00862865,0.0157421,0.00756976,0.014955,0.00652686,0.0129506,0.0136782,0.0224185,0.00603109,0.0110271,0.0279729,0.0164006,0,0,0,0,0,0,0,0.0201627
189,0.00907091,0.0218009,0.0370903,0.0128701,0.00662542,0.0255545,0,0,0.0204409,0,0.0243397,0.0110601,0.0481436,0.0227962,0.0150234,0.0474325,0.00882384,0.015616,0.0179924,0.0147684,0.0485025,0.0138457,0.0173861,0.0121439,0.0159227,0.0551207,0.0155839,0.0107031,0.00567126,0.0185024,0.0168617,0.0228116,0.0349314,0.00835773,0,0,0.0346167,0,0.0176838,0.0215934,0.0569928,0.0103696,0.0178681,0.00946618,0.0418573,0.011157,0.0113649,0.0570916,0.00914143,0.016888,0.00659872,0.0149788,0.00639417,0.0115713,0.0180248,0.0223293,0.00474833,0.0100268,0.0277455,0.0167144,0,0,0,0,0,0,0,0.0203199
190,0.00883526,0.0215751,0.0391343,0.0128108,0.00701263,0.0254789,0,0,0.0207285,0,0.024151,0.0113729,0.0479055,0.0226068,0.0157595,0.0468389,0.00896759,0.0156575,0.0188246,0.0141452,0.0483172,0.0141959,0.0183759,0.0119436,0.0156014,0.0572712,0.0157894,0.0106352,0.0057691,0.0193192,0.0170983,0.0215967,0.0349164,0.00849184,0,0,0.0357425,0,0.0179995,0.0219189,0.0578489,0.00897626,0.0180439,0.00939081,0.041888,0.0105805,0.0123659,0.0573406,0.00946113,0.0183013,0.00584788,0.0150592,0.0063828,0.0106554,0.0205663,0.0226448,0.00492025,0.0088729,0.0276837,0.0166795,0,0,0,0,0,0,0,0.0202928
191,0.00888993,0.0214689,0.040081,0.0126483,0.00705256,0.0253405,0,0,0.0208076,0,0.0238864,0.0115067,0.047614,0.0223405,0.0165172,0.0462439,0.00903987,0.0151593,0.0195363,0.0135941,0.0481048,0.0146422,0.0189667,0.0119556,0.0151249,0.0582626,0.0158588,0.0106087,0.00570737,0.0207526,0.0173271,0.0202179,0.0350792,0.00852044,0,0,0.0370593,0,0.0183663,0.0225913,0.0577372,0.00890554,0.0182025,0.00905144,0.0418094,0.0100983,0.0132439,0.0573809,0.00955076,0.0198475,0.00543188,0.0152731,0.0062107,0.0102812,0.023449,0.023026,0.00687017,0.00810821,0.0275653,0.0165185,0,0,0,0,0,0,0,0.0198892
192,0.00926994,0.021486,0.0398603,0.0125806,0.00665586,0.0252351,0,0,0.0208117,0,0.0236507,0.0113951,0.0474968,0.022008,0.0171663,0.0457708,0.00904015,0.0143555,0.0203211,0.013442,0.0479675,0.0149756,0.0189728,0.0120414,0.014565,0.0577538,0.0158905,0.0105949,0.00600898,0.0226831,0.0175562,0.0189874,0.0354419,0.0084681,0,0,0.038311,0,0.0188446,0.0232261,0.0575669,0.0100559,0.0183435,0.0085041,0.0416212,0.00985923,0.0141514,0.0575146,0.00959246,0.0214742,0.00558721,0.0157439,0.00578676,0.0104892,0.0271305,0.0235207,0.00970547,0.00762692,0.0274741,0.0162505,0,0,0,0,0,0,0,0.0191927
193,0.0103959,0.021672,0.0385485,0.0125352,0.00585884,0.0251369,0,0,0.0207721,0,0.0234664,0.0112131,0.0474608,0.021595,0.0175217,0.0453106,0.00916267,0.013401,0.0209837,0.013562,0.0478308,0.0151174,0.0184182,0.0120939,0.0139777,0.0558644,0.0158786,0.0105657,0.00628477,0.0249703,0.0176734,0.0184828,0.0358815,0.00837154,0,0,0.0396215,0,0.0193289,0.0239324,0.0572503,0.0124375,0.0185257,0.00808928,0.0413868,0.00984779,0.0152362,0.0575922,0.0097715,0.02316,0.00651641,0.0163691,0.00500946,0.0114986,0.0311991,0.0242624,0.0127589,0.00741124,0.0275042,0.0160391,0,0,0,0,0,0,0,0.0181675
194,0.0109274,0.0220269,0.0369632,0.0124903,0.00516471,0.0250099,0,0,0.0208181,0,0.0233659,0.0111595,0.047485,0.0213694,0.0175804,0.0448251,0.00929854,0.0127099,0.021222,0.0137236,0.0477911,0.0151494,0.0178346,0.0121211,0.0134961,0.0535089,0.015829,0.0105381,0.00634348,0.0272334,0.0176997,0.0184264,0.0362326,0.00815306,0,0,0.0406404,0,0.0198041,0.0245717,0.0571921,0.0154858,0.0185652,0.00794694,0.041093,0.00999553,0.0162591,0.0578357,0.010272,0.0246324,0.00789598,0.0170906,0.00401364,0.0131891,0.0352213,0.0251319,0.0154454,0.00739385,0.0276401,0.0158651,0,0,0,0,0,0,0,0.0169609
195,0.00981537,0.0224715,0.035269,0.0124492,0.00491821,0.0247618,0,0,0.0208727,0,0.0232975,0.0111836,0.0477174,0.0211472,0.0173103,0.0442986,0.00931843,0.0122456,0.0208723,0.0138633,0.0478484,0.0150827,0.0174789,0.0120632,0.0132169,0.051069,0.0157162,0.0105358,0.00650239,0.0294933,0.0176641,0.0186499,0.0363878,0.00787717,0,0,0.0414231,0,0.0202759,0.0249996,0.0570276,0.0187496,0.0184788,0.00807289,0.0408933,0.01012,0.0171396,0.0580502,0.010732,0.0258096,0.00957364,0.0177651,0.00295887,0.0153209,0.0390547,0.0260465,0.0175283,0.00746176,0.0278489,0.0158245,0,0,0,0,0,0,0,0.0159398
196,0,0.0231717,0.0337426,0.0124331,0.00513235,0.0244041,0,0,0.0205794,0,0.0231923,0.0109277,0.0480235,0.0209753,0.0167757,0.043703,0.00921703,0.0118942,0.0199848,0.0138864,0.0479403,0.0149928,0.0173059,0.0119834,0.0132611,0.0487498,0.0153755,0.0105251,0.00644875,0.0319468,0.0175559,0.0190439,0.0362364,0.00813841,0,0,0.0418969,0,0.0206657,0.0252932,0.0568007,0.021892,0.0183633,0.0080553,0.0406015,0.00964908,0.0173545,0.0583115,0.0110622,0.0263045,0.0113082,0.0183211,0.00207403,0.0175416,0.0425726,0.0261703,0.0195812,0.00763282,0.0280524,0.0157024,0,0,0,0,0,0,0,0.0154986
197,0.0105535,0.0229199,0.0322593,0.0123106,0.00557716,0.0242389,0,0,0.0206506,0,0.0231401,0.0110064,0.0482387,0.0208324,0.0162733,0.0432664,0.00951363,0.0114491,0.0187848,0.0139148,0.0479663,0.0149222,0.0172865,0.0119704,0.0135441,0.0466658,0.0155874,0.0105527,0.00652028,0.0339598,0.0175834,0.0192213,0.0361467,0.00760938,0,0,0.0424464,0,0.0208443,0.025358,0.0565125,0.0246198,0.0183252,0.00788973,0.0405112,0.0101264,0.0171318,0.0584754,0.0112512,0.0263853,0.0130218,0.018734,0.00161674,0.019763,0.0461084,0.0276847,0.0203143,0.00766858,0.0279051,0.016341,0,0,0,0,0,0,0,0.0155721
198,0.0106587,0.0230791,0.0305917,0.01233,0.00595563,0.0240627,0,0,0.0203599,0,0.0230663,0.0108882,0.0482414,0.0206789,0.0158937,0.0428049,0.00974765,0.0109489,0.0174867,0.0138764,0.0478631,0.0148309,0.0172154,0.0119561,0.0138898,0.0444615,0.0153567,0.0105603,0.00658761,0.0360415,0.0174922,0.0194893,0.0358651,0.00756235,0,0,0.0426771,0,0.0209987,0.0254649,0.0560917,0.027305,0.0183317,0.00772735,0.0405635,0.010029,0.016666,0.0584309,0.0112872,0.0262096,0.0145563,0.0189826,0.00212082,0.0219631,0.0492613,0.0281487,0.0202902,0.0078813,0.027944,0.0165699,0,0,0,0,0,0,0,0.0157866
199,0.0118221,0.0232643,0.029029,0.0123464,0.00626875,0.024058,0,0,0.0200077,0,0.0230123,0.0109577,0.0481753,0.0206942,0.015754,0.0425643,0.00996919,0.0104959,0.0165013,0.0138774,0.0476847,0.0148434,0.017105,0.0119825,0.0142357,0.0424024,0.0150883,0.0106,0.0066447,0.0379784,0.017411,0.019613,0.035637,0.00755463,0,0,0.0429439,0,0.0211039,0.0256619,0.0559316,0.0297621,0.0182281,0.00759878,0.0409784,0.00997149,0.0159461,0.0583148,0.0112133,0.0254546,0.0158966,0.0191085,0.00279317,0.023876,0.0523846,0.0283439,0.0198172,0.00815352,0.0280501,0.0163471,0,0,0,0,0,0,0,0.0160803
200,0.0136525,0.0234293,0.0274345,0.0122813,0.00659537,0.0241221,0,0,0.0195097,0,0.0229979,0.0108384,0.047903,0.0208201,0.0157836,0.0423608,0.0101107,0.0101936,0.0159649,0.0138889,0.0474679,0.0149347,0.0169341,0.012087,0.0145789,0.0404935,0.0147745,0.010657,0.00654407,0.0399888,0.0173173,0.0196719,0.0354336,0.00762287,0,0,0.0431225,0,0.0211445,0.0258483,0.0559335,0.0324048,0.0180546,0.00748727,0.0417302,0.00993515,0.0150127,0.0581049,0.011051,0.0246311,0.0170473,0.0191289,0.0035306,0.0255405,0.0552936,0.0283459,0.019048,0.00835185,0.0281307,0.0155571,0,0,0,0,0,0,0,0.0164933
201,0.0120716,0.0237736,0.0259378,0.0122664,0.00694306,0.0240265,0,0,0.019016,0,0.0229766,0.0105379,0.0474314,0.0210027,0.0159237,0.0421891,0.0102277,0.00999119,0.0157562,0.0139037,0.0471516,0.0150522,0.0167292,0.0122555,0.0148408,0.0385371,0.014385,0.0107098,0.006466,0.041908,0.0172113,0.0196444,0.0351415,0.00768832,0,0,0.0430859,0,0.0211403,0.0259784,0.0559539,0.035021,0.0178421,0.00727619,0.0423212,0.00974218,0.0138204,0.0578559,0.0108422,0.0235538,0.0179385,0.0190503,0.00429312,0.0270047,0.0582559,0.0278911,0.0180642,0.00859913,0.0282635,0.0148483,0,0,0,0,0,0,0,0.0166908
202,0,0.0246129,0.0244405,0.0123551,0.00731783,0.0237419,0,0,0.0182932,0,0.0229166,0.0102673,0.0468714,0.0211456,0.0161132,0.0422074,0.0104175,0.00982828,0.0156981,0.0138399,0.0467277,0.0151802,0.0165145,0.0124205,0.0150114,0.0363649,0.0137902,0.0107481,0.00632173,0.0436659,0.0170418,0.0195558,0.0346954,0.00853781,0,0,0.0427529,0,0.02119,0.0260607,0.0560838,0.0374524,0.0175681,0.00700744,0.0428125,0.00960505,0.0125072,0.0576215,0.0106488,0.0214138,0.0185316,0.0188286,0.00492796,0.0281935,0.0611173,0.02623,0.0169887,0.00928029,0.0286336,0.014057,0,0,0,0,0,0,0,0.016736
203,0.0103973,0.0245151,0.0228386,0.0122622,0.00777357,0.0235561,0,0,0.0179498,0,0.0229223,0.0102173,0.0466604,0.0213084,0.0164237,0.0426634,0.0107493,0.00983845,0.0157997,0.0139679,0.0463249,0.0153233,0.0164516,0.0125274,0.0152246,0.0343351,0.013804,0.0108117,0.0063712,0.0453078,0.0169193,0.0195065,0.0343934,0.00792156,0,0,0.0431368,0,0.0210717,0.0262252,0.0564444,0.0396657,0.0173656,0.0065337,0.0433855,0.00970359,0.0112782,0.0572915,0.0104409,0.0192723,0.0191322,0.0185428,0.00547715,0.029166,0.0638056,0.026278,0.0155706,0.0100733,0.0287393,0.0138981,0,0,0,0,0,0,0,0.0170654
204,0.0115184,0.0247277,0.0211205,0.0122227,0.00837276,0.0234223,0,0,0.0173728,0,0.0229044,0.00988963,0.0466495,0.021474,0.0167984,0.0430084,0.0109082,0.00996529,0.0158967,0.0143355,0.0460325,0.0154903,0.0164921,0.0126261,0.0154677,0.0324338,0.0134816,0.0108763,0.00627862,0.0468522,0.0167828,0.0195867,0.0341101,0.00764431,0,0,0.0430474,0,0.0210105,0.0261937,0.0568773,0.0416182,0.0172042,0.00621003,0.0438987,0.00987328,0.0102033,0.057025,0.0102024,0.0176448,0.0197671,0.0183943,0.00598711,0.0299674,0.0662261,0.0254238,0.0141046,0.0105842,0.0289785,0.0135926,0,0,0,0,0,0,0,0.0176121
205,0.0114721,0.0250351,0.0196906,0.0122045,0.00913238,0.0232685,0,0,0.016806,0,0.0228909,0.009539,0.0466664,0.0215429,0.0173242,0.0431278,0.0110046,0.00981553,0.01611,0.0147605,0.0459093,0.0156117,0.0166158,0.0127528,0.0157737,0.0307755,0.0132207,0.0109403,0.00618002,0.0480962,0.0165626,0.0198077,0.033678,0.00736082,0,0,0.0428172,0,0.0209699,0.026291,0.0570982,0.0434193,0.0170832,0.00597454,0.0443902,0.0101445,0.00923386,0.0567342,0.00990258,0.0161045,0.0203879,0.0182517,0.00646176,0.0307552,0.068231,0.0245167,0.0125102,0.0109301,0.0292567,0.0132795,0,0,0,0,0,0,0,0.0180215
206,0.0104206,0.0253871,0.0187264,0.0122251,0.00989022,0.0231683,0,0,0.0162008,0,0.022869,0.00935825,0.0462212,0.02152,0.0180424,0.0432039,0.0110035,0.00970524,0.0164465,0.0153365,0.0458562,0.0156101,0.0167662,0.0128816,0.0160882,0.0294401,0.0129057,0.0109795,0.00608797,0.0491584,0.0163333,0.020033,0.0331515,0.00708027,0,0,0.0424253,0,0.0208877,0.0262734,0.05707,0.0451496,0.0170274,0.00575256,0.0448473,0.0105769,0.00838899,0.0563398,0.00960276,0.0145491,0.0208376,0.0181086,0.00698562,0.0314153,0.0699397,0.0235807,0.0110199,0.0112892,0.0295551,0.0130527,0,0,0,0,0,0,0,0.01819
207,0.00989797,0.0257231,0.0179613,0.0122618,0.0105689,0.0231244,0,0,0.0155269,0,0.0228216,0.00929585,0.0453139,0.021522,0.0188192,0.043275,0.0109943,0.00960425,0.0167117,0.0159858,0.0456536,0.0155158,0.0168651,0.0129322,0.0163241,0.0281746,0.0125517,0.0109808,0.00601334,0.0501104,0.0161407,0.0202887,0.0327093,0.00680563,0,0,0.0420405,0,0.0207699,0.0261937,0.0569775,0.0464471,0.0170237,0.00546615,0.0452315,0.0111407,0.00776085,0.0559338,0.00929305,0.0132521,0.0210085,0.0179573,0.0074559,0.0318168,0.0712484,0.0228287,0.00971341,0.0115402,0.0298732,0.0129709,0,0,0,0,0,0,0,0.0184672
208,0.00964417,0.0259748,0.017166,0.0122715,0.0111179,0.0228644,0,0,0.0148621,0,0.0227699,0.00920647,0.0448218,0.021763,0.0193827,0.0432745,0.0110615,0.00943045,0.0166241,0.0163409,0.0454575,0.0155808,0.0169108,0.0129707,0.0165052,0.0267108,0.0121727,0.010964,0.00620627,0.0505875,0.0159765,0.0204501,0.0324324,0.00654081,0,0,0.0417093,0,0.0206637,0.0261203,0.0568814,0.0470554,0.0168919,0.00521236,0.0455243,0.011596,0.00728076,0.055577,0.00914453,0.0121106,0.0208482,0.0177455,0.0076771,0.0318644,0.0717866,0.0221432,0.00858399,0.0116956,0.0301174,0.0129816,0,0,0,0,0,0,0,0.0186945
209,0.00982623,0.0262488,0.0162633,0.0122424,0.0115755,0.0225513,0,0,0.0143487,0,0.0227464,0.00904659,0.0448323,0.0217944,0.0198239,0.0433406,0.0111919,0.00924891,0.0163509,0.0165226,0.0453058,0.0157168,0.0168978,0.0129556,0.016658,0.0250723,0.0118344,0.0109534,0.00636258,0.0504866,0.0158124,0.0205101,0.0322272,0.00633429,0,0,0.0415839,0,0.0206179,0.026025,0.0567711,0.047175,0.0167785,0.00505239,0.0460501,0.0120298,0.00690843,0.0552398,0.00896974,0.0112356,0.0205461,0.0174483,0.00769905,0.0314561,0.0716516,0.0216674,0.00770937,0.0120517,0.0304129,0.0130602,0,0,0,0,0,0,0,0.0188185
