Timestep,C7,CLAV,L5FT,L5HD,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,LANK
34,0.0128197,0.0259954,0.0324451,0.0118963,0.00641213,0,0,0.0206073,0,0.0238571,0.0119109,0.0429198,0.0261643,0.0169478,0.0158671,0.019984,0.013247,0.016463,0.0169371,0.0161018,0.0520908,0.014994,0.0142805,0.0119167,0.0132634,0.0298926,0.0174513,0.0104897,0.00773439,0.0220056,0.0188405,0.0121871,0.00579272,0.00614443,0,0,0.022805,0,0.0167397,0.0181509,0.0561196,0.0199387,0.0204462,0.0154101,0.0105842,0.0184246,0.0101801,0.0518836,0.0103144,0.0169179,0.0186685,0.00703596,0.0147149,0.0216043,0.0235222,0.0131618,0.00505649,0.00772037,0.0272347,0.00506447,0,0,0,0,0,0,0,0.0239623
35,0.0129447,0.0260034,0.0356792,0.0117305,0.0063945,0,0,0.0209241,0,0.0238611,0.0119348,0.0430883,0.0296836,0.0173526,0.017896,0.0198022,0.0138127,0.0200918,0.0206133,0.0194094,0.0532417,0.0155103,0.0143693,0.0123042,0.01379,0.032998,0.0176485,0.0105049,0.00772157,0.0233195,0.0189138,0.0120089,0.00546504,0.00656855,0,0,0.0220083,0,0.0167035,0.0176971,0.0561462,0.0198262,0.0199415,0.0154779,0.0113463,0.0183124,0.0106292,0.0513009,0.0103515,0.0173398,0.0185272,0.00748091,0.0143479,0.0215099,0.0249268,0.0128711,0.00500954,0.00762902,0.0272782,0.00573709,0,0,0,0,0,0,0,0.026473
36,0.0130623,0.0259954,0.0407124,0.0116381,0.0062051,0,0,0.0212912,0,0.0238889,0.0121195,0.043138,0.0363237,0.0177469,0.0198372,0.0196909,0.0143768,0.0239869,0.0239894,0.0227749,0.0546554,0.017053,0.0156979,0.0152393,0.0138893,0.0389286,0.0179363,0.0105026,0.00785093,0.0245011,0.0189341,0.0118314,0.00543942,0.00710899,0,0,0.0216163,0,0.0166372,0.0174795,0.0561922,0.0200124,0.0195481,0.0154763,0.0119561,0.0183396,0.0109968,0.050702,0.0102774,0.017674,0.0185143,0.00781186,0.0141793,0.0215973,0.0264086,0.0128346,0.00508233,0.00751174,0.0274219,0.00631743,0,0,0,0,0,0,0,0.0314055
37,0.0132039,0.0261709,0.0472166,0.0113869,0.00618205,0,0,0.0217368,0,0.023923,0.0122612,0.043115,0.0443829,0.0180975,0.0216338,0.0197607,0.0149029,0.0269136,0.0266959,0.0255816,0.0558993,0.0183197,0.0174303,0.0189862,0.0144809,0.0464337,0.0181213,0.0105482,0.00786258,0.0254148,0.0188689,0.0118475,0.00569911,0.00736789,0,0,0.021211,0,0.0166003,0.0172338,0.0562302,0.0204279,0.0192566,0.0153649,0.012556,0.0183328,0.0111184,0.0502053,0.0102516,0.0177961,0.0185341,0.00811228,0.0141033,0.0217886,0.027692,0.0128954,0.0050945,0.00754151,0.0276741,0.006592,0,0,0,0,0,0,0,0.0373486
38,0.0134515,0.0263593,0.0522872,0.0112613,0.00604475,0,0,0.0222424,0,0.0240362,0.0123594,0.0431352,0.0497418,0.0181714,0.0230751,0.0198496,0.015463,0.0288744,0.0286553,0.0274574,0.0566166,0.0185822,0.0182613,0.021065,0.0150742,0.05169,0.0183563,0.0105687,0.00793317,0.0259066,0.0188146,0.0119057,0.00577164,0.00769996,0,0,0.0211664,0,0.0165945,0.0171787,0.05626,0.020982,0.019087,0.0150559,0.0128996,0.0184564,0.0111019,0.0498299,0.0101425,0.0177239,0.0185785,0.00836625,0.0141672,0.0219428,0.0284998,0.0130648,0.00523277,0.00753485,0.0279091,0.00687846,0,0,0,0,0,0,0,0.0416332
39,0.0136486,0.026486,0.0548066,0.0112025,0.00565098,0,0,0.0227412,0,0.0241529,0.0124522,0.0432746,0.0515233,0.018016,0.0238701,0.0198999,0.0159866,0.0300738,0.0298467,0.02811,0.0566426,0.0183438,0.0184095,0.0215321,0.0151774,0.0541909,0.0187262,0.0105377,0.00801991,0.0256834,0.0187774,0.0120223,0.00559743,0.0080387,0,0,0.0213892,0,0.0166414,0.0172809,0.0562509,0.0217242,0.0190424,0.0146694,0.0129707,0.0187142,0.0109746,0.0495591,0.00989792,0.0174899,0.0186358,0.00849672,0.0143005,0.0221609,0.0287631,0.0133099,0.00550765,0.00761361,0.0281157,0.00718094,0,0,0,0,0,0,0,0.0430066
40,0.0137575,0.0266996,0.0541706,0.011071,0.00523237,0,0,0.023244,0,0.0242234,0.012432,0.0435277,0.0501733,0.0176969,0.023909,0.0200787,0.016414,0.0302422,0.0302548,0.0274779,0.0561153,0.0178709,0.0178091,0.0204897,0.0147543,0.0533234,0.0189455,0.0105044,0.00808912,0.0247169,0.0186784,0.0122094,0.00565773,0.00824388,0,0,0.0217652,0,0.0166735,0.01748,0.0562229,0.0224009,0.0191115,0.0142353,0.0129526,0.0189749,0.0107846,0.0494899,0.00958926,0.0171571,0.0186906,0.00853502,0.0144144,0.022408,0.0285995,0.0136981,0.00575698,0.00777374,0.0284265,0.0074752,0,0,0,0,0,0,0,0.0416779
41,0.0138602,0.0269221,0.0504486,0.0109804,0.00504788,0,0,0.023703,0,0.0242611,0.0125343,0.0437969,0.045665,0.0172874,0.0231052,0.0203559,0.0166893,0.0295471,0.0298394,0.0257882,0.0552073,0.0170335,0.0164942,0.0181565,0.014112,0.0489917,0.0189717,0.0104867,0.00808186,0.0236583,0.0185166,0.0126121,0.0056878,0.00835302,0,0,0.0221904,0,0.0166406,0.0177302,0.0561024,0.0230752,0.0193318,0.0137124,0.0128348,0.0191584,0.0104384,0.0495991,0.00917177,0.0165738,0.0186503,0.00853953,0.0145337,0.0224828,0.02811,0.0140895,0.00595519,0.00797822,0.0287334,0.00775593,0,0,0,0,0,0,0,0.0378184
42,0.0139286,0.0270342,0.0443851,0.0109304,0.0050387,0,0,0.0239585,0,0.0242468,0.0125867,0.0440153,0.0389485,0.0169108,0.0216048,0.020696,0.0168087,0.0285221,0.0285658,0.0233865,0.0540996,0.0158544,0.0148107,0.0149125,0.0136636,0.0422676,0.0192855,0.0103863,0.00803024,0.0225056,0.0183467,0.0130261,0.00569277,0.00837783,0,0,0.0226232,0,0.0166438,0.0180194,0.0559044,0.0235663,0.0196339,0.0130639,0.0126014,0.0193446,0.00993752,0.0497436,0.00857649,0.0158164,0.0185211,0.00850178,0.0146542,0.0223168,0.0275641,0.0144212,0.00619706,0.00817773,0.0289241,0.00801097,0,0,0,0,0,0,0,0.032412
43,0.0140144,0.0271171,0.0380862,0.0108684,0.00511507,0,0,0.0242265,0,0.0240947,0.0125517,0.0440469,0.0319618,0.0165264,0.0196083,0.0210681,0.0167671,0.0272361,0.0267649,0.0204549,0.0530504,0.0148207,0.0134031,0.0117003,0.0138051,0.0355158,0.0194059,0.0103573,0.00794576,0.0212724,0.0182449,0.0137187,0.00547707,0.00838789,0,0,0.0230751,0,0.0166066,0.0183092,0.0556865,0.0239563,0.020123,0.0123903,0.0122203,0.0196377,0.00922871,0.0499492,0.00793879,0.0147441,0.0181904,0.00840042,0.0147795,0.0217833,0.026508,0.0146799,0.00648387,0.0083195,0.0289832,0.00811563,0,0,0,0,0,0,0,0.0275048
44,0.0140876,0.027149,0.0346519,0.01096,0.00527541,0,0,0.0242136,0,0.0241494,0.0124572,0.0441036,0.0286658,0.0162062,0.0168209,0.0214318,0.0165532,0.0253521,0.0241989,0.0172919,0.0521006,0.0149385,0.0139266,0.0116998,0.0131829,0.0333331,0.0193626,0.0103473,0.00788085,0.0197516,0.0181696,0.0143112,0.0053489,0.00837198,0,0,0.0234998,0,0.0166139,0.0184947,0.0555276,0.0241915,0.0205259,0.011702,0.0118657,0.019987,0.00842796,0.0501558,0.00737721,0.0135379,0.017812,0.00820824,0.0148887,0.0210681,0.0253845,0.0149069,0.00670516,0.00846812,0.02898,0.00800883,0,0,0,0,0,0,0,0.025903
45,0.0142396,0.0272983,0.0308828,0.0111208,0.00567601,0,0,0.0240168,0,0.0242258,0.0122936,0.0441455,0.0254389,0.0158858,0.0139954,0.0218282,0.0161621,0.0230872,0.0214412,0.0142755,0.0512355,0.0150351,0.0146883,0.0118349,0.0125985,0.0306414,0.0191553,0.0103472,0.00781525,0.0181074,0.0180818,0.0150208,0.00524363,0.00835144,0,0,0.0239538,0,0.0166376,0.0188223,0.0554484,0.0243508,0.0209415,0.0109689,0.0116559,0.0204099,0.00747947,0.050379,0.00693768,0.012139,0.0172994,0.00802056,0.0149909,0.0201418,0.0243021,0.0150646,0.0069297,0.00861604,0.0290186,0.00761802,0,0,0,0,0,0,0,0.0239603
46,0.0143863,0.0276376,0.0273532,0.0112527,0.00622113,0,0,0.0238073,0,0.0242205,0.0121047,0.0441536,0.0223593,0.0154794,0.0116303,0.0222857,0.0157632,0.0204137,0.0189474,0.0118437,0.0505174,0.0150759,0.0153807,0.0118461,0.0119969,0.0278534,0.018925,0.0103179,0.00773958,0.0163404,0.0180286,0.0158657,0.00511815,0.00826344,0,0,0.0245937,0,0.0167345,0.0192609,0.0553763,0.0242981,0.0213813,0.0101572,0.0116623,0.0209483,0.00644719,0.0506051,0.00668028,0.0104662,0.0165032,0.00793423,0.014878,0.0188793,0.023093,0.0152967,0.00721826,0.00875949,0.0291301,0.00703654,0,0,0,0,0,0,0,0.0217823
47,0.0145044,0.0281736,0.0238196,0.0113914,0.00657604,0,0,0.0238686,0,0.0242704,0.0120725,0.0439422,0.0188686,0.0149333,0.0102327,0.0228034,0.0154859,0.0173362,0.0168536,0.0102712,0.0500351,0.0148233,0.0155535,0.0115666,0.0110835,0.0250624,0.0189521,0.0102705,0.00774002,0.0143261,0.0179064,0.016867,0.00472559,0.00809898,0,0,0.0258275,0,0.0168278,0.0199691,0.0553418,0.024038,0.0217153,0.00942595,0.0118803,0.0216677,0.0056311,0.0509054,0.0066464,0.00857852,0.0153534,0.00807475,0.0145962,0.0171401,0.0215845,0.015863,0.00746377,0.00903368,0.0296237,0.00650163,0,0,0,0,0,0,0,0.0195995
48,0.0145525,0.0286191,0.0193073,0.0114714,0.00659402,0,0,0.0242843,0,0.0243833,0.0122146,0.0435355,0.0147496,0.0142945,0.00976393,0.0230601,0.0152691,0.0152477,0.0151703,0.00950996,0.0497292,0.0144762,0.0154884,0.0115549,0.0097122,0.0213383,0.0191979,0.0102231,0.00783046,0.0125184,0.0176861,0.0179955,0.00428166,0.00774472,0,0,0.0276665,0,0.016927,0.021051,0.0554089,0.0234343,0.0219549,0.00881152,0.012099,0.0224146,0.00523144,0.0514246,0.00701083,0.00694451,0.0136583,0.0086217,0.013968,0.0147673,0.0200441,0.0168344,0.00765711,0.0094582,0.030266,0.00601241,0,0,0,0,0,0,0,0.017192
49,0.0144445,0.0289085,0.0145706,0.0112621,0.00658306,0,0,0.0248679,0,0.0244563,0.0124594,0.0432034,0.011425,0.0137926,0.00946311,0.0228502,0.0151353,0.0138179,0.0139203,0.00911912,0.0496428,0.0149779,0.0157765,0.0121141,0.0079105,0.0166493,0.0194466,0.0102168,0.00791966,0.0113764,0.0173928,0.0191799,0.0038698,0.00720526,0,0,0.0299427,0,0.0170809,0.0223723,0.0555794,0.0225896,0.0221629,0.00865113,0.0121734,0.0230937,0.0054475,0.0521454,0.00793403,0.00672201,0.0114526,0.00961255,0.0130262,0.0116711,0.0184518,0.0181162,0.00800862,0.00999671,0.0307573,0.00541172,0,0,0,0,0,0,0,0.0138087
50,0.0142008,0.0289772,0.0107722,0.0111014,0.0067111,0,0,0.0252843,0,0.0245582,0.0127128,0.0431074,0.0104233,0.0136464,0.00888081,0.0223471,0.0150352,0.0122643,0.0122681,0.00857881,0.0498881,0.0159996,0.0165835,0.0128655,0.0063194,0.0126291,0.0196656,0.0102129,0.00797444,0.0109507,0.0171119,0.0201732,0.00365289,0.00667843,0,0,0.0321323,0,0.0172787,0.0236028,0.0558726,0.0214011,0.0223963,0.00884563,0.0120499,0.0235618,0.00638366,0.0529802,0.00917246,0.0081196,0.00884955,0.0106683,0.0119657,0.00826438,0.016983,0.0194271,0.00845386,0.0105095,0.0307163,0.00463123,0,0,0,0,0,0,0,0.0109154
51,0.0139794,0.0287634,0.00828983,0.0110443,0.0070187,0,0,0.0253453,0,0.0247088,0.0128771,0.0433767,0.0102541,0.013752,0.00822172,0.0219663,0.0149193,0.0101473,0.0090753,0.00725198,0.0501791,0.0166561,0.0173356,0.013226,0.00572698,0.00990014,0.0196639,0.010237,0.00793932,0.011315,0.0168421,0.0210381,0.00397926,0.0065104,0,0,0.0338777,0,0.0174641,0.0245875,0.0563011,0.0201775,0.0227772,0.00925769,0.0118415,0.0238013,0.00772764,0.05385,0.0104532,0.00999863,0.00638899,0.0116079,0.0109093,0.00605578,0.0158779,0.0204588,0.00878887,0.0109476,0.030357,0.00405604,0,0,0,0,0,0,0,0.00984182
52,0.0139361,0.0286673,0.00710574,0.010975,0.00728804,0,0,0.0250615,0,0.0248477,0.0129841,0.0437166,0.00977533,0.0138231,0.00752027,0.0220026,0.0147821,0.00704086,0.00478959,0.00528757,0.0499736,0.0166863,0.0176027,0.0132544,0.00603655,0.00874669,0.0194216,0.0103003,0.00784553,0.011486,0.0165822,0.0217434,0.00491013,0.00664426,0,0,0.0351285,0,0.0176043,0.025266,0.0567539,0.0187404,0.0231943,0.00997725,0.0117833,0.0238531,0.00904733,0.0546734,0.0117827,0.0119753,0.00457695,0.0124091,0.00983528,0.00609272,0.0148853,0.0210859,0.00886515,0.0112437,0.0300555,0.00401321,0,0,0,0,0,0,0,0.00955922
53,0.0142538,0.0282812,0.00712946,0.0109399,0.00776552,0,0,0.0245038,0,0.0250016,0.0129258,0.043925,0.00878807,0.0136892,0.00732893,0.0221005,0.0145904,0.00342648,0.00150152,0.0030165,0.0492493,0.0163996,0.0176398,0.0132078,0.00668911,0.00866792,0.0188968,0.0104184,0.0076188,0.0114883,0.0164316,0.0218527,0.00595026,0.00696086,0,0,0.0357564,0,0.0177218,0.0255086,0.0570695,0.0165213,0.0234796,0.0109487,0.0117007,0.0236929,0.0101529,0.0554033,0.0127678,0.0138025,0.00338952,0.0131279,0.00881488,0.00704445,0.013425,0.0213002,0.00889773,0.0113109,0.0296774,0.00438109,0,0,0,0,0,0,0,0.00924145
54,0.0148276,0.0278898,0.00733066,0.0109587,0.00833084,0,0,0.0238864,0,0.0251207,0.0128068,0.0441066,0.00761001,0.0133933,0.0086499,0.0222276,0.0144437,0.00218747,0.00438666,0.00140087,0.048607,0.0161006,0.0176766,0.0130618,0.00728526,0.00880094,0.0182602,0.0105612,0.00728077,0.0110198,0.0164014,0.0209342,0.00707198,0.00732696,0,0,0.0359265,0,0.0178011,0.025379,0.0572306,0.0135757,0.0236496,0.0117736,0.011716,0.0234838,0.0110963,0.0561357,0.0133704,0.0154964,0.00271184,0.0139792,0.00792464,0.00795094,0.0114672,0.0211651,0.00881316,0.0112311,0.0292934,0.00453043,0,0,0,0,0,0,0,0.00858002
55,0.0152763,0.0276004,0.0076339,0.0110649,0.00888602,0,0,0.023367,0,0.025215,0.0126469,0.0442615,0.006927,0.0131231,0.0103664,0.0225057,0.0143005,0.0036059,0.00657159,0.00254599,0.0483277,0.0157602,0.0175273,0.0128002,0.00773322,0.00936258,0.0176327,0.0107001,0.00694253,0.0105795,0.0164364,0.0194841,0.00816628,0.00772918,0,0,0.0358697,0,0.0177969,0.025052,0.0572684,0.0103081,0.023813,0.012236,0.0119369,0.0232724,0.0120976,0.0567744,0.01367,0.0169714,0.00261154,0.0149338,0.00727837,0.0084364,0.00911051,0.0207587,0.00848327,0.0111008,0.0289078,0.00428096,0,0,0,0,0,0,0,0.00773267
56,0.0152761,0.02736,0.00811432,0.0112643,0.00937153,0,0,0.0229179,0,0.0253226,0.012523,0.0445241,0.00662467,0.012959,0.0114208,0.022874,0.0141806,0.00451073,0.00710569,0.00389459,0.0482728,0.0154074,0.0172142,0.0126345,0.0081005,0.0106163,0.0173433,0.010818,0.00665398,0.0111252,0.0164765,0.0178185,0.00908165,0.00800688,0,0,0.0358681,0,0.0177293,0.0246985,0.0572959,0.00692534,0.0239438,0.01246,0.0122078,0.0229827,0.0129676,0.0572637,0.0138245,0.0179275,0.00294799,0.0157978,0.00691507,0.00838222,0.00668658,0.0201631,0.00784555,0.0108631,0.028688,0.00394208,0,0,0,0,0,0,0,0.00682621
57,0.0148423,0.0270332,0.00883047,0.0114494,0.00980215,0,0,0.0227656,0,0.0254255,0.0125504,0.0448094,0.00674444,0.012825,0.0117852,0.0231773,0.0141804,0.00515751,0.00695495,0.00466421,0.0482046,0.0151927,0.0169155,0.0125351,0.00839723,0.0121385,0.0172876,0.0109122,0.00649184,0.0127475,0.0165818,0.0160843,0.00972023,0.0081471,0,0,0.0360124,0,0.0177265,0.0244544,0.057401,0.00463819,0.0240085,0.0126369,0.0123951,0.0227683,0.0136294,0.0575573,0.0138425,0.0187913,0.00352617,0.0164115,0.0067735,0.00793027,0.00646985,0.0195404,0.00715362,0.0106974,0.0286126,0.0037613,0,0,0,0,0,0,0,0.0061349
58,0.0142982,0.0264468,0.00971191,0.0114328,0.0100158,0,0,0.022688,0,0.0253911,0.0125893,0.0448962,0.00702863,0.0125877,0.0117143,0.0231751,0.0142532,0.00574287,0.00670576,0.00503826,0.0482266,0.0149568,0.0163913,0.0123476,0.00863751,0.0136626,0.0172811,0.0109536,0.00634701,0.0148584,0.0167177,0.0150087,0.00992048,0.00820576,0,0,0.0360354,0,0.0177643,0.0243007,0.0576095,0.00512349,0.023982,0.0127423,0.0122847,0.0225142,0.0142472,0.0578305,0.013883,0.0193643,0.00417029,0.0169366,0.00702574,0.00732852,0.0107039,0.018924,0.00645214,0.0105133,0.0284282,0.00387782,0,0,0,0,0,0,0,0.00561119
59,0.0138583,0.0259465,0.0108224,0.0114876,0.0101984,0,0,0.0225944,0,0.0253078,0.012638,0.0448057,0.00712106,0.0123874,0.0114113,0.0229876,0.0144398,0.00601884,0.00644408,0.00504526,0.0483893,0.0145956,0.0156171,0.0121294,0.00875417,0.0149829,0.0171872,0.0109538,0.00613181,0.0170647,0.016848,0.0141965,0.0100388,0.00812172,0,0,0.0359454,0,0.0178533,0.0242163,0.0579047,0.00646295,0.0240022,0.0126283,0.0120028,0.0221945,0.0147648,0.0580454,0.0138842,0.0198633,0.00469404,0.0173137,0.00738059,0.00670051,0.014972,0.0183426,0.0059399,0.0103934,0.0281962,0.00416832,0,0,0,0,0,0,0,0.00513846
60,0.0135776,0.0256629,0.0118754,0.0115827,0.0103034,0,0,0.0227061,0,0.0252773,0.0128309,0.0446775,0.00712544,0.0123283,0.0108537,0.0227252,0.0147232,0.00585922,0.00609386,0.00478988,0.0487811,0.0140728,0.0147214,0.0118966,0.00870547,0.0160303,0.0172656,0.0109644,0.00605983,0.0186263,0.0168735,0.0131558,0.010158,0.00787381,0,0,0.0358285,0,0.0178984,0.0241305,0.0583222,0.00764232,0.02403,0.0125051,0.011744,0.0218322,0.0151115,0.0582194,0.0139187,0.0204131,0.00504451,0.0176594,0.00760594,0.0062558,0.0180468,0.0178395,0.0057462,0.0102377,0.0280506,0.00446161,0,0,0,0,0,0,0,0.00476136
61,0.0133102,0.0257815,0.0125764,0.0116425,0.0103171,0,0,0.0230293,0,0.0252403,0.0130391,0.044614,0.00715834,0.0123724,0.0102481,0.0223986,0.0150128,0.00552061,0.00570958,0.00447608,0.0492796,0.0136314,0.0139847,0.011693,0.00844304,0.0165501,0.0175585,0.0109563,0.00614669,0.0193046,0.0168545,0.0120757,0.0103119,0.00754115,0,0,0.0357528,0,0.0179761,0.0241119,0.0587947,0.00787038,0.0240066,0.0125152,0.0115949,0.0213632,0.0154506,0.0583952,0.014037,0.0211265,0.00528157,0.0180339,0.00759196,0.00602228,0.0204695,0.0173546,0.00571969,0.0100646,0.028003,0.00454078,0,0,0,0,0,0,0,0.00461089
62,0.0131872,0.0260325,0.0127536,0.0116103,0.0101857,0,0,0.023654,0,0.0251357,0.013285,0.0445711,0.00718418,0.0124961,0.00986772,0.0220236,0.0153215,0.00540958,0.00547056,0.00420795,0.0497209,0.0133455,0.013617,0.0115208,0.00808759,0.0165629,0.0180897,0.01093,0.00636266,0.0198792,0.0167604,0.0115755,0.0105243,0.00731058,0,0,0.0358147,0,0.0180121,0.0241743,0.0591731,0.00645292,0.0238988,0.0124468,0.0116486,0.0208532,0.0159567,0.0585145,0.0141663,0.0217406,0.00542977,0.0184965,0.00740332,0.00612265,0.022679,0.0169729,0.00577191,0.00991928,0.0280556,0.00435033,0,0,0,0,0,0,0,0.00456433
63,0.0131045,0.0261891,0.0125924,0.0115734,0.0100468,0,0,0.0242762,0,0.0250001,0.013578,0.0445324,0.00724656,0.012683,0.00975384,0.021667,0.0156468,0.00552566,0.00540099,0.00400247,0.0500753,0.0132967,0.0136817,0.0114687,0.00778058,0.016023,0.0186439,0.0108759,0.0065409,0.019956,0.016669,0.0113508,0.0107752,0.00709915,0,0,0.0358583,0,0.0180921,0.0240463,0.0594281,0.00546422,0.0237294,0.0122053,0.0118931,0.0202397,0.0165112,0.0586216,0.0142856,0.0223663,0.00556827,0.0191,0.00706246,0.00661015,0.0250369,0.0167536,0.00598932,0.00975157,0.0280486,0.00392556,0,0,0,0,0,0,0,0.00453364
64,0.0131993,0.0262844,0.0120206,0.0115282,0.00977116,0,0,0.0249181,0,0.0248653,0.0139147,0.044579,0.00710554,0.0129371,0.00979604,0.0213499,0.0159347,0.00548765,0.00524651,0.00388278,0.0503445,0.0137061,0.0139546,0.01152,0.0076304,0.0151161,0.0192322,0.0108369,0.00674156,0.0204679,0.0166255,0.0116118,0.011075,0.00697875,0,0,0.036023,0,0.0182125,0.0237976,0.0595271,0.00568376,0.0235473,0.0118628,0.0122246,0.0196068,0.0165672,0.0586276,0.0144527,0.0229173,0.00587289,0.0197524,0.00668893,0.00739204,0.0265636,0.0167717,0.00628537,0.0096832,0.0279494,0.00341497,0,0,0,0,0,0,0,0.00448837
65,0.0134069,0.0263616,0.0113282,0.0115461,0.00937335,0,0,0.0255411,0,0.0247351,0.0142245,0.0447067,0.00712129,0.01325,0.00985108,0.0211652,0.0161832,0.00520743,0.00511268,0.00387522,0.0504713,0.0142607,0.0143934,0.0116609,0.00769116,0.0141732,0.0198816,0.0107962,0.00698263,0.021297,0.0166092,0.0121199,0.0113781,0.00680574,0,0,0.0362011,0,0.0183286,0.0233634,0.0595037,0.00711983,0.0234124,0.0113972,0.0126299,0.0188792,0.0165397,0.0586099,0.0146185,0.0233005,0.00656756,0.020318,0.00629354,0.00860237,0.0278929,0.0169637,0.00651949,0.00954136,0.0278251,0.00297962,0,0,0,0,0,0,0,0.00471057
66,0.0136384,0.0265666,0.0106812,0.0115858,0.00910193,0,0,0.0261327,0,0.0246091,0.0145367,0.0448607,0.00769722,0.0135394,0.00979327,0.021144,0.0164163,0.00489337,0.00520555,0.00417902,0.0504452,0.0146869,0.0148084,0.0118535,0.00796759,0.0135798,0.0205158,0.0107845,0.00728861,0.0225936,0.0165994,0.0124109,0.0116797,0.00675053,0,0,0.0364887,0,0.0184308,0.0231173,0.0593691,0.00909043,0.0233375,0.0108593,0.0131433,0.0182368,0.0165261,0.0585801,0.0145603,0.0235356,0.0074429,0.0207408,0.00594198,0.0101309,0.0289248,0.0172701,0.0066305,0.0093906,0.0278488,0.00274133,0,0,0,0,0,0,0,0.00521479
67,0.0138921,0.0267691,0.0104132,0.0115625,0.00895407,0,0,0.0265123,0,0.0244745,0.0147567,0.0448671,0.00833901,0.0137457,0.00970307,0.0209889,0.0165128,0.00521365,0.00569354,0.00475405,0.0503121,0.0148863,0.0150532,0.0120337,0.00847338,0.0132265,0.0209682,0.0107201,0.0075512,0.0240386,0.0166064,0.0125679,0.0118496,0.00688064,0,0,0.0367589,0,0.018493,0.0230467,0.0590952,0.0111734,0.0230799,0.0104294,0.0135443,0.0177999,0.0164513,0.0585296,0.014309,0.0236059,0.00830251,0.0209885,0.00561527,0.0117178,0.0304619,0.0177088,0.00664849,0.00931045,0.0278842,0.00264572,0,0,0,0,0,0,0,0.00586363
68,0.01411,0.0269327,0.0107132,0.0115813,0.00872823,0,0,0.0268314,0,0.0243472,0.0149575,0.0447122,0.00925333,0.01404,0.00948206,0.0207851,0.0165464,0.00584713,0.00637437,0.00544486,0.0500817,0.0148417,0.014988,0.0122169,0.00916726,0.0132107,0.0212396,0.0106674,0.00779712,0.0253111,0.0166313,0.0127262,0.0118395,0.00702606,0,0,0.0370043,0,0.0185309,0.0230958,0.0588487,0.012913,0.0228468,0.0100771,0.013728,0.0174828,0.0162365,0.0584263,0.0139928,0.0235415,0.00912104,0.0211362,0.00534784,0.0130535,0.0324611,0.0182189,0.00662951,0.0092748,0.027947,0.00271656,0,0,0,0,0,0,0,0.006657
69,0.0143776,0.0270373,0.0112193,0.0117245,0.00828941,0,0,0.0268495,0,0.0242471,0.0150892,0.0445984,0.0104604,0.0145412,0.00914165,0.0205122,0.016493,0.00662827,0.00713203,0.00628212,0.0498173,0.0146422,0.014687,0.0123053,0.00996106,0.0136261,0.0213379,0.0106287,0.0079704,0.0269997,0.0167096,0.0128636,0.0116337,0.00744519,0,0,0.0373373,0,0.0185822,0.0233237,0.0587016,0.0146976,0.0227332,0.00971194,0.0136676,0.017405,0.0158587,0.0582609,0.01383,0.0232363,0.00986211,0.0211969,0.0050874,0.0142127,0.0347855,0.0186105,0.00664997,0.0093157,0.0279383,0.00297925,0,0,0,0,0,0,0,0.00756217
70,0.0146791,0.0271881,0.0116825,0.0118448,0.00780143,0,0,0.0265365,0,0.0241321,0.015093,0.0444879,0.0116599,0.0149857,0.00883484,0.020334,0.0164419,0.0074102,0.00781373,0.00712593,0.0495109,0.0144812,0.014475,0.0123931,0.0107413,0.0141504,0.0213067,0.0106268,0.00803296,0.0289211,0.0168211,0.0126472,0.0113199,0.0079979,0,0,0.0374842,0,0.0186312,0.0235607,0.0585487,0.0166333,0.0226411,0.00939197,0.0136771,0.0174932,0.0154018,0.0580851,0.0136437,0.0227467,0.0106042,0.0212653,0.00477608,0.0153912,0.0374579,0.0189856,0.00661751,0.00926925,0.0278973,0.00326428,0,0,0,0,0,0,0,0.00845228
71,0.0149633,0.0274103,0.012239,0.0118985,0.00758321,0,0,0.0262573,0,0.0240237,0.0148275,0.0443437,0.0126631,0.0152373,0.00866796,0.0203334,0.0164969,0.00791702,0.00829367,0.00781111,0.0492518,0.0144489,0.0144451,0.0125511,0.0114203,0.0145867,0.0212812,0.0106435,0.0079869,0.030969,0.0169116,0.0122549,0.011113,0.00851444,0,0,0.0374933,0,0.0186655,0.0238109,0.0583835,0.0187536,0.0225193,0.00916935,0.0141026,0.0176525,0.0149071,0.0578625,0.0133738,0.0221904,0.011445,0.0213483,0.00446716,0.0165687,0.0402645,0.0192174,0.00666654,0.00930621,0.0280102,0.00367022,0,0,0,0,0,0,0,0.00930053
