Timestep,C7,CLAV,L5FT,L5HD,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,LANK
110,0.0158092,0.0287304,0.0111508,0.00954508,0.00460267,0,0,0.0280492,0,0.0244811,0.0154779,0.0379386,0.0252456,0.0198357,0.00930938,0.0218082,0.0217999,0.00807712,0.00914769,0.00936357,0.0497359,0.0124869,0.0144869,0.0146989,0.00977034,0.0183534,0.0233527,0.0112854,0.00976459,0.0129782,0.0138778,0.00809603,0.00440578,0.0119386,0,0,0.0432095,0,0.0221673,0.0266352,0.0583572,0.00604426,0.0252855,0.00804041,0.019744,0.0210146,0.00825741,0.0512486,0.0124925,0.0120977,0.00624928,0.0137698,0.00735409,0.00765708,0.0171616,0.0196283,0.00908412,0.0124167,0.0307097,0.00696176,0,0,0,0,0,0,0,0.022586
111,0.0157772,0.0279182,0.010372,0.00953154,0.00567434,0,0,0.0280032,0,0.0244836,0.0151336,0.0375275,0.0254015,0.0205102,0.0112338,0.0220115,0.0212686,0.00864912,0.0107178,0.0109959,0.0520744,0.0125803,0.0167313,0.015479,0.00929948,0.0115798,0.0229736,0.011223,0.009565,0.0145899,0.0141273,0.00797301,0.00463841,0.0120904,0,0,0.0425681,0,0.022009,0.0264098,0.0588302,0.00828313,0.0255428,0.00809133,0.0200351,0.0200624,0.00622345,0.0504082,0.00994026,0.00986226,0.00666083,0.0128227,0.00734916,0.00741108,0.0203064,0.0196155,0.0091962,0.0120724,0.0296659,0.00812713,0,0,0,0,0,0,0,0.0254066
112,0.0159416,0.0271185,0.0150131,0.00970182,0.00660523,0,0,0.0275611,0,0.0244803,0.0145726,0.0369966,0.0251129,0.0207441,0.0128253,0.0222728,0.0204817,0.00920738,0.01263,0.0126749,0.0544618,0.0129211,0.0194075,0.0162389,0.00866614,0.00913072,0.0223592,0.0111477,0.00925728,0.0163027,0.014369,0.00800085,0.00491614,0.0125572,0,0,0.0418959,0,0.0217767,0.02612,0.0593215,0.0100537,0.025723,0.00857017,0.020334,0.0192337,0.00501526,0.0496384,0.00792865,0.00828395,0.00775434,0.0120739,0.00776302,0.00830249,0.0231992,0.0194994,0.00966759,0.0117184,0.0285601,0.00903046,0,0,0,0,0,0,0,0.028256
113,0.016107,0.0263628,0.0213344,0.0100313,0.00759169,0,0,0.0266574,0,0.0244019,0.0138018,0.0363346,0.0241862,0.0208252,0.014298,0.0227394,0.0195211,0.00997276,0.0148877,0.0143309,0.0568173,0.0136881,0.0221787,0.0170064,0.00794917,0.0151326,0.0213529,0.0110542,0.00884501,0.0175758,0.014672,0.00711886,0.00535217,0.013153,0,0,0.0411799,0,0.0214413,0.0257098,0.0597323,0.0100689,0.0258572,0.00902651,0.020743,0.018604,0.00475125,0.0491726,0.00707438,0.00756855,0.00870125,0.0114956,0.0082219,0.00940949,0.0251121,0.0191918,0.0107465,0.0112924,0.0276139,0.00924936,0,0,0,0,0,0,0,0.0305673
114,0.0162382,0.0257266,0.0271264,0.0105303,0.00857538,0,0,0.0254412,0,0.0243218,0.0129097,0.0356111,0.0223398,0.0208346,0.0157302,0.0231549,0.0185459,0.0107592,0.0174337,0.0154415,0.0590525,0.0148697,0.0246449,0.0177714,0.00724683,0.0235577,0.0200476,0.0109372,0.00846439,0.0185214,0.0150934,0.00582562,0.00596576,0.0138082,0,0,0.04037,0,0.021064,0.0251834,0.059917,0.00906053,0.0258679,0.00891759,0.0211692,0.0182023,0.0047886,0.049234,0.00713066,0.00730189,0.00894226,0.0113036,0.00853153,0.0098905,0.0262237,0.0186842,0.0116961,0.0107886,0.0268857,0.00878349,0,0,0,0,0,0,0,0.0319291
115,0.0164146,0.0252453,0.031371,0.0111018,0.00948099,0,0,0.0242992,0,0.0242634,0.0120857,0.0349863,0.0203304,0.020814,0.0172884,0.0234295,0.0176947,0.011699,0.0202927,0.0164138,0.0611151,0.0162885,0.0266002,0.0184956,0.00675039,0.0317708,0.018876,0.0108395,0.00823425,0.0193042,0.0154527,0.00483881,0.00664038,0.0144844,0,0,0.039605,0,0.0206499,0.0247106,0.0600467,0.00777362,0.0258113,0.00831176,0.0215269,0.0180803,0.00459591,0.0498128,0.00743157,0.0068299,0.00852459,0.0115322,0.00849444,0.00953463,0.0271502,0.0180464,0.0123498,0.0103344,0.0264034,0.00788609,0,0,0,0,0,0,0,0.0323094
116,0.016571,0.0248531,0.0341366,0.0117191,0.0102005,0,0,0.0234077,0,0.0242123,0.0114366,0.0346186,0.0198623,0.0208607,0.0190633,0.0236094,0.0170672,0.0129013,0.0233944,0.0169808,0.062932,0.0178122,0.0281195,0.0191829,0.00663428,0.0385707,0.0179703,0.0107672,0.00796482,0.0198432,0.0158389,0.00392831,0.00725143,0.015063,0,0,0.038994,0,0.0203096,0.0243913,0.0599901,0.00711582,0.0256469,0.00757485,0.0216406,0.0181029,0.00403132,0.0506464,0.00743419,0.00597289,0.0077143,0.0119306,0.00791748,0.00828671,0.0279117,0.017493,0.0126338,0.00991345,0.0260725,0.00699417,0,0,0,0,0,0,0,0.0320302
117,0.0166836,0.0245757,0.0345834,0.0123359,0.0107088,0,0,0.022945,0,0.0242058,0.0111172,0.0345667,0.0207939,0.0208927,0.0209951,0.02381,0.0167913,0.0141398,0.0266845,0.0171607,0.0643935,0.0194528,0.029386,0.0199201,0.00704384,0.0423863,0.0174365,0.0106895,0.00771224,0.0202721,0.0161582,0.00332758,0.00773922,0.0155137,0,0,0.0385378,0,0.0200085,0.0241805,0.0598245,0.00728536,0.0253686,0.00700954,0.0214896,0.0182487,0.00329457,0.0513215,0.00708908,0.00485072,0.00706058,0.0122986,0.00717491,0.00672779,0.0285807,0.0171449,0.0125394,0.00960372,0.0259353,0.00643879,0,0,0,0,0,0,0,0.0316133
118,0.0167107,0.0243234,0.0324903,0.0128584,0.0109747,0,0,0.0229293,0,0.0242872,0.0111146,0.034877,0.0223135,0.0207529,0.0228641,0.0239568,0.0167539,0.0152298,0.0298578,0.017362,0.0654047,0.021226,0.0305668,0.0207481,0.00781702,0.0414198,0.0172285,0.0106307,0.0075441,0.0203197,0.0163689,0.00315016,0.00809526,0.015818,0,0,0.038255,0,0.0197504,0.0241363,0.059631,0.00775939,0.0249568,0.00666608,0.021003,0.0184292,0.00262599,0.05171,0.00668843,0.00387693,0.00650191,0.0125386,0.00645187,0.0055292,0.0286467,0.0169478,0.0123146,0.00945255,0.0258873,0.00635248,0,0,0,0,0,0,0,0.0316692
119,0.0166162,0.0241742,0.0282073,0.0131209,0.0111333,0,0,0.023298,0,0.0244316,0.0114072,0.0354215,0.0238329,0.0205746,0.0243708,0.0240973,0.0168524,0.0162844,0.0326471,0.0171834,0.066095,0.0227629,0.0315205,0.0215702,0.00879462,0.0367611,0.0177506,0.0105987,0.00750092,0.0201242,0.0164774,0.00292556,0.00820908,0.01589,0,0,0.0381954,0,0.0195734,0.0243218,0.0595478,0.00793919,0.0245069,0.00656939,0.0204437,0.0185289,0.00217244,0.0517523,0.00636953,0.00339713,0.00636748,0.0126134,0.00612794,0.00519125,0.0282676,0.0169702,0.0120318,0.00947396,0.025905,0.00672351,0,0,0,0,0,0,0,0.0321051
120,0.0164563,0.0241772,0.0230449,0.0131343,0.0113245,0,0,0.0239953,0,0.0245916,0.0119759,0.0361098,0.0255333,0.0204218,0.0255031,0.0242155,0.017054,0.0172508,0.0350575,0.0171378,0.0666115,0.0238398,0.0320541,0.0222415,0.00987405,0.0306827,0.0186053,0.0106137,0.00755949,0.0197398,0.0164683,0.00244614,0.00802699,0.0156905,0,0,0.0382001,0,0.0194599,0.024546,0.0598735,0.00756851,0.024331,0.0067357,0.0199744,0.0185271,0.00203152,0.0515117,0.0063129,0.00334524,0.006912,0.0124316,0.00633761,0.00554771,0.027721,0.0171645,0.0114365,0.00960177,0.0259326,0.00732541,0,0,0,0,0,0,0,0.0326535
121,0.0163168,0.0241929,0.0188452,0.0130815,0.0114195,0,0,0.0248211,0,0.0248046,0.0123393,0.0367874,0.0272339,0.0202911,0.0263074,0.0242327,0.0172368,0.0180449,0.0370472,0.017315,0.0670233,0.0245211,0.0322118,0.0228065,0.0109889,0.0253677,0.0194522,0.0106152,0.00754255,0.0194312,0.0163809,0.00189852,0.00775479,0.0154742,0,0,0.0383508,0,0.0193943,0.0248589,0.0603387,0.00673097,0.0243581,0.00706113,0.0195059,0.0185263,0.00231136,0.0511803,0.00650178,0.00382713,0.00801225,0.0121383,0.00706885,0.00659069,0.0270279,0.0174709,0.0107187,0.00988147,0.0258419,0.00819845,0,0,0,0,0,0,0,0.0332106
122,0.0161702,0.0241605,0.0170481,0.0129942,0.0115992,0,0,0.0255632,0,0.0250134,0.0125247,0.0373983,0.0287462,0.0201739,0.0269295,0.0241498,0.0173419,0.0187708,0.0387403,0.0174417,0.0674797,0.0249807,0.0322377,0.0233331,0.0120224,0.0223309,0.020149,0.0106032,0.00743913,0.0188301,0.0162746,0.001403,0.00761874,0.0151942,0,0,0.0384722,0,0.0193388,0.0251431,0.0608068,0.00585009,0.0242986,0.00735758,0.0191454,0.0185644,0.00291646,0.0509057,0.00671256,0.00460802,0.00896302,0.0117584,0.00747564,0.0077477,0.0261028,0.0177195,0.0100199,0.0102124,0.0256402,0.00908671,0,0,0,0,0,0,0,0.0337341
123,0.0159681,0.0240492,0.0174624,0.0128867,0.011907,0,0,0.0261501,0,0.0251582,0.012666,0.0378702,0.0300989,0.0200727,0.0273738,0.023924,0.0173212,0.0195962,0.040065,0.0174738,0.0679055,0.0252742,0.0322654,0.0238131,0.0129052,0.0217437,0.0207492,0.0106291,0.00731449,0.0182324,0.0161828,0.00120677,0.00756547,0.0147196,0,0,0.0383448,0,0.01926,0.0252426,0.0610358,0.00539526,0.0241034,0.00759052,0.0187615,0.0185877,0.00373133,0.0507982,0.00680125,0.00541924,0.00953334,0.0114258,0.00768852,0.008635,0.0252147,0.0177906,0.00929108,0.0104358,0.0253434,0.00971369,0,0,0,0,0,0,0,0.0340709
124,0.0158289,0.0239493,0.01896,0.0128154,0.0121467,0,0,0.0265527,0,0.0252383,0.0127528,0.0381353,0.0307442,0.0199498,0.0276413,0.0236805,0.0171669,0.0202337,0.0409181,0.0176558,0.0682254,0.0253789,0.0322257,0.0241057,0.0135951,0.0231051,0.0212721,0.0106536,0.00722347,0.0177493,0.0161243,0.00138275,0.00764374,0.0143007,0,0,0.0381314,0,0.0191491,0.0252655,0.0610714,0.00533911,0.0237258,0.00777567,0.0183621,0.0187228,0.00431124,0.0508762,0.00669006,0.00622172,0.00989962,0.0111462,0.00818335,0.00918232,0.024287,0.0176595,0.00853882,0.0105794,0.025065,0.0100512,0,0,0,0,0,0,0,0.0340537
125,0.0157385,0.0238121,0.021,0.0128859,0.012285,0,0,0.0268086,0,0.0252659,0.0128344,0.0383695,0.0309398,0.0198207,0.0278006,0.0234041,0.0168676,0.0206728,0.0414549,0.0176835,0.0685727,0.025406,0.0321613,0.0241812,0.0140797,0.024934,0.0216775,0.0106529,0.00724187,0.017409,0.0161318,0.00184307,0.00771716,0.0137732,0,0,0.0377451,0,0.0190375,0.0251526,0.0611201,0.00566826,0.0235403,0.00799014,0.0179695,0.0188003,0.0045406,0.0510788,0.00650004,0.00688094,0.0103376,0.0108846,0.00852808,0.00958844,0.0234992,0.0173448,0.00800235,0.010591,0.0247696,0.00979658,0,0,0,0,0,0,0,0.0338404
126,0.0157318,0.0237035,0.0229861,0.0129925,0.0122514,0,0,0.0268858,0,0.0252403,0.0129733,0.0385874,0.0309271,0.0196242,0.0276869,0.0231784,0.0164882,0.0209726,0.0414968,0.0176875,0.0687206,0.0253277,0.0320171,0.0240169,0.014349,0.0269786,0.0219922,0.0106433,0.00740399,0.0167957,0.0162155,0.00241123,0.00764274,0.0132564,0,0,0.0372692,0,0.018923,0.0249236,0.0612276,0.00598057,0.0235593,0.00822595,0.0174296,0.0188869,0.00455703,0.0513766,0.00629265,0.00736576,0.0106429,0.0105884,0.00858412,0.00998764,0.0224196,0.0169167,0.00767573,0.0105512,0.0244868,0.00906992,0,0,0,0,0,0,0,0.0335314
127,0.0157873,0.0236587,0.0246982,0.0131241,0.0119697,0,0,0.0267815,0,0.0252332,0.0131045,0.0387292,0.0308165,0.019295,0.0273741,0.0230618,0.0160615,0.0210038,0.0410051,0.0177586,0.0685461,0.0250591,0.0317201,0.0236459,0.0143614,0.0291091,0.0221856,0.0106552,0.00755827,0.0161251,0.0163172,0.00313233,0.00741101,0.0128387,0,0,0.0367556,0,0.0187911,0.0246345,0.0613126,0.0063928,0.0235864,0.00855608,0.0168514,0.0189917,0.00491607,0.0516779,0.00640225,0.00775698,0.0110862,0.0103202,0.00876806,0.0106061,0.0213236,0.0164993,0.00742579,0.0104432,0.024273,0.00813981,0,0,0,0,0,0,0,0.0331318
128,0.015915,0.023603,0.0263084,0.0132376,0.0116185,0,0,0.0264421,0,0.0252604,0.0131523,0.0386518,0.0306901,0.0188755,0.02691,0.0230215,0.0155928,0.020733,0.0401947,0.0177645,0.0680649,0.0246226,0.031368,0.023113,0.0141927,0.0316914,0.0220881,0.0107122,0.00752837,0.0152623,0.0164424,0.00366512,0.00717752,0.0125111,0,0,0.0362375,0,0.018641,0.0242814,0.0611935,0.00673778,0.0235491,0.008872,0.0162746,0.0190433,0.00565714,0.0518945,0.00653077,0.00804498,0.011425,0.0101605,0.00894695,0.0112341,0.0198481,0.0161487,0.00720475,0.0102144,0.0240982,0.00730041,0,0,0,0,0,0,0,0.0327536
129,0.0160734,0.0235368,0.0283053,0.0133165,0.011277,0,0,0.026002,0,0.0253071,0.0131259,0.0384576,0.0306457,0.0184047,0.0262673,0.0229834,0.0151584,0.020305,0.0391946,0.0176203,0.067403,0.0240295,0.0309227,0.0225434,0.0139753,0.0349366,0.0219668,0.0107806,0.0073715,0.014231,0.016596,0.0040093,0.00694241,0.0122756,0,0,0.0357925,0,0.0184996,0.0239407,0.0607907,0.00701762,0.0234945,0.00916442,0.0157314,0.0190331,0.00594678,0.0520019,0.00669285,0.00818129,0.0120257,0.0100788,0.0090838,0.0117382,0.0182048,0.0158338,0.00701037,0.00995976,0.0239897,0.00660654,0,0,0,0,0,0,0,0.0324027
130,0.0162575,0.023473,0.030847,0.0133652,0.0109675,0,0,0.0257937,0,0.0253411,0.0130705,0.0382735,0.0306329,0.0180534,0.0255544,0.022835,0.0148134,0.0198279,0.0381314,0.017479,0.0667314,0.0232828,0.0303893,0.0219195,0.0137288,0.0386985,0.0220018,0.0108368,0.00721,0.0132229,0.0168146,0.00440225,0.00678151,0.0121497,0,0,0.0353681,0,0.018375,0.0235995,0.0602978,0.00767737,0.0235341,0.00945822,0.0152516,0.0189294,0.00601193,0.0519272,0.00706775,0.00839821,0.0125102,0.010048,0.00934862,0.0124804,0.0165547,0.015597,0.00691268,0.00961129,0.0238829,0.00612318,0,0,0,0,0,0,0,0.0320381
131,0.0164488,0.0233579,0.0337136,0.0133512,0.0106017,0,0,0.0256523,0,0.0253726,0.0130021,0.0379731,0.0306666,0.0178533,0.0248424,0.0226439,0.0144998,0.0193751,0.0369486,0.0173912,0.065923,0.0224291,0.0298599,0.0211957,0.0134978,0.0427489,0.0220545,0.0109225,0.00703586,0.0122845,0.017095,0.00496964,0.00635285,0.0122081,0,0,0.034859,0,0.0182549,0.0232448,0.0600281,0.00841381,0.0237105,0.0098114,0.0146245,0.0187019,0.00601853,0.0518892,0.00745827,0.00872051,0.0132181,0.00998179,0.00958936,0.0132865,0.0149962,0.0154618,0.00686144,0.00923575,0.0236174,0.00592975,0,0,0,0,0,0,0,0.031621
132,0.0165832,0.0232829,0.036704,0.0132656,0.0103072,0,0,0.0254517,0,0.0253997,0.0130164,0.0377481,0.0308586,0.0177009,0.0241875,0.0226826,0.0142733,0.0189858,0.0354779,0.0172974,0.0651695,0.0215518,0.0293652,0.0205031,0.0133115,0.0467479,0.0220874,0.0110312,0.00684481,0.0112493,0.0173759,0.00528638,0.00609027,0.0122537,0,0,0.0343787,0,0.0181461,0.0228695,0.0597462,0.00903316,0.0237565,0.010126,0.0141189,0.0184369,0.00612945,0.051885,0.00771894,0.00902309,0.0137433,0.00983058,0.00984599,0.0140116,0.0133813,0.0154587,0.00685158,0.0088701,0.0233704,0.00586973,0,0,0,0,0,0,0,0.0311288
133,0.0166836,0.0233383,0.0398012,0.0131345,0.0101819,0,0,0.0253918,0,0.0254582,0.013066,0.0376648,0.0312331,0.0176445,0.0235822,0.0229887,0.0141734,0.018577,0.0338345,0.0171629,0.0646447,0.0206543,0.0288544,0.0198589,0.013184,0.0507828,0.0220586,0.0111678,0.00665577,0.0107178,0.0175851,0.00587417,0.00621433,0.0122199,0,0,0.0341212,0,0.01806,0.0226003,0.0593335,0.00987554,0.0235876,0.0104696,0.0139054,0.0182306,0.00632411,0.0517711,0.00797143,0.0094482,0.014179,0.00965946,0.0101664,0.0147011,0.0123077,0.0156445,0.00686096,0.00860498,0.0232772,0.00593063,0,0,0,0,0,0,0,0.0307817
134,0.0167636,0.023512,0.042731,0.0129625,0.0101769,0,0,0.02531,0,0.0255301,0.0132605,0.0375666,0.0315788,0.017671,0.0229913,0.0235091,0.0142092,0.0180077,0.0321018,0.0170033,0.0642265,0.0196928,0.028322,0.0192604,0.0130469,0.0545155,0.0219951,0.0113204,0.00652338,0.0103663,0.0177525,0.0066182,0.0065737,0.0121225,0,0,0.0340929,0,0.0180092,0.0224815,0.0591029,0.0109036,0.023237,0.0108242,0.0139497,0.0181569,0.00651015,0.0516454,0.00824061,0.009967,0.014568,0.00946468,0.0104185,0.0154367,0.0114485,0.0158786,0.00681211,0.00845303,0.0234325,0.00617442,0,0,0,0,0,0,0,0.0306171
135,0.0168449,0.0236539,0.0452506,0.0127933,0.0103185,0,0,0.0250484,0,0.0255237,0.0132863,0.0375038,0.0318227,0.0175678,0.0222786,0.0239154,0.0142271,0.0172976,0.0302035,0.0167438,0.0635821,0.0186061,0.027673,0.0186683,0.0128842,0.0574819,0.0218181,0.0114019,0.00639866,0.00998321,0.0179086,0.00709254,0.0068347,0.0121144,0,0,0.0339096,0,0.0179264,0.0223255,0.058937,0.0118192,0.0230043,0.011252,0.0140885,0.0181321,0.00668937,0.0516,0.00868332,0.0103833,0.0148041,0.00928431,0.0106627,0.0161591,0.010686,0.0159004,0.0067904,0.00835693,0.0235529,0.00659268,0,0,0,0,0,0,0,0.0304582
136,0.0169187,0.0237188,0.0473315,0.0126638,0.0105487,0,0,0.024857,0,0.0255153,0.013224,0.0375409,0.0319175,0.0173865,0.0215541,0.02411,0.0141871,0.016562,0.0282626,0.0163355,0.0629162,0.0174344,0.0269853,0.0180577,0.0127087,0.0596638,0.0215512,0.0114478,0.00629805,0.0097987,0.0180363,0.00743304,0.00700101,0.0121323,0,0,0.0334608,0,0.0178215,0.0220185,0.0587519,0.0125551,0.022923,0.0116287,0.0143282,0.018111,0.00679557,0.0516381,0.00902723,0.0107236,0.0150573,0.0090411,0.0108706,0.0166798,0.0102574,0.0158324,0.00679806,0.0082704,0.023582,0.00703315,0,0,0,0,0,0,0,0.0303286
137,0.0169993,0.0237449,0.0489283,0.0125786,0.0107594,0,0,0.0247008,0,0.0256055,0.0131466,0.0375928,0.0316295,0.0172617,0.0209272,0.0242936,0.0141231,0.0158499,0.0264658,0.015931,0.0623269,0.0163165,0.0262758,0.0174065,0.0124812,0.0612201,0.0213217,0.011524,0.00627079,0.0099995,0.0180997,0.00801672,0.00712204,0.0121418,0,0,0.0329175,0,0.0177267,0.0216697,0.0586704,0.0137276,0.0229749,0.0120073,0.0143705,0.0181636,0.00698341,0.051782,0.00922831,0.0111066,0.015539,0.00887785,0.0112811,0.0173659,0.0102059,0.0158194,0.0067383,0.00821102,0.0235726,0.00736156,0,0,0,0,0,0,0,0.0301812
138,0.0171853,0.0238743,0.0499063,0.0124764,0.0108069,0,0,0.0244528,0,0.0256275,0.013203,0.0377026,0.0311817,0.0171142,0.0204941,0.0245078,0.0141148,0.0151547,0.0248334,0.0156138,0.0616367,0.0152729,0.0254804,0.0166803,0.0122229,0.0621243,0.0210448,0.0115694,0.00630667,0.0104695,0.0181446,0.00896668,0.00714,0.0122284,0,0,0.0325436,0,0.0176364,0.0215318,0.0588109,0.0152927,0.0230623,0.0124158,0.0142719,0.0183197,0.00734374,0.0520319,0.00938643,0.0116231,0.0162606,0.00874026,0.0119704,0.0184122,0.0104961,0.0157984,0.00659555,0.00824877,0.0236442,0.00751015,0,0,0,0,0,0,0,0.0299662
139,0.0174034,0.024065,0.0502678,0.0124014,0.0106084,0,0,0.0242288,0,0.0256138,0.0131942,0.0380966,0.0310076,0.0168232,0.0202197,0.0246792,0.0141071,0.0144471,0.0234138,0.0152481,0.0609698,0.0144373,0.0246217,0.015976,0.0119731,0.0621091,0.0207349,0.0115948,0.00636512,0.0108692,0.0181637,0.00971515,0.00711731,0.0123087,0,0,0.0321233,0,0.0175734,0.0213714,0.0586676,0.0162281,0.0231473,0.012786,0.0140509,0.0185251,0.00759673,0.05216,0.00955907,0.0120802,0.0167161,0.00856767,0.0123389,0.0191607,0.0108561,0.0155991,0.00634284,0.00830897,0.023816,0.00737656,0,0,0,0,0,0,0,0.0296321
140,0.0177555,0.0236528,0.0475839,0.0125239,0.0101744,0,0,0.0234045,0,0.0255166,0.012889,0.0379485,0.0319971,0.0126617,0.0187547,0.022393,0.013442,0.00909391,0.0132175,0.0146496,0.0614582,0.0141319,0.0220586,0.0178896,0.0115014,0.0548055,0.0197554,0.0116283,0.00626426,0.0121707,0.0180995,0.0123417,0.00695223,0.0132368,0,0,0.0318504,0,0.0175676,0.0213321,0.0585983,0.0228003,0.0251398,0.0143297,0.0079801,0.0189187,0.00978341,0.0532055,0.010466,0.0158419,0.0207992,0.00650282,0.0153786,0.0248653,0.0146415,0.0153222,0.00620869,0.00837922,0.0231493,0.00732465,0,0,0,0,0,0,0,0.0324007
141,0.0179339,0.0237484,0.0449977,0.0125247,0.0129615,0,0,0.0232376,0,0.0255098,0.0128854,0.0381655,0.0306145,0.0124216,0.0196147,0.0223794,0.0134996,0.00778729,0.0113545,0.0150534,0.0610997,0.0138606,0.0208186,0.0175933,0.011019,0.0510313,0.0194911,0.0116162,0.00634077,0.0134081,0.0180504,0.0129449,0.00807536,0.0135366,0,0,0.0314338,0,0.0175277,0.0212843,0.0584028,0.0243008,0.0254438,0.0150999,0.00709689,0.0191396,0.0105673,0.0535437,0.010886,0.0169715,0.0218131,0.00591624,0.0160474,0.0262269,0.0167234,0.0152224,0.00617593,0.00850672,0.0232161,0.00728277,0,0,0,0,0,0,0,0.0313518
142,0.018138,0.0239911,0.0421775,0.0125207,0.0142509,0,0,0.0232747,0,0.0255245,0.0130234,0.0382455,0.0274071,0.0125809,0.0209196,0.0226488,0.0136073,0.00710688,0.0119165,0.0156622,0.0604072,0.0143052,0.0203072,0.0171097,0.0104305,0.0478001,0.0194089,0.0116013,0.00644701,0.0145394,0.0179785,0.0134149,0.00852897,0.0138088,0,0,0.0310156,0,0.0174468,0.0212185,0.0581714,0.0251107,0.0254684,0.0157724,0.00688466,0.0193866,0.0111439,0.0537328,0.0112686,0.0176862,0.0223482,0.00556229,0.0164773,0.0269294,0.0182702,0.015176,0.00616972,0.00864837,0.0233849,0.00723549,0,0,0,0,0,0,0,0.0288661
143,0.0183536,0.024172,0.0382473,0.0125071,0.0148771,0,0,0.0234166,0,0.0255668,0.013247,0.0383289,0.023262,0.0129862,0.0230132,0.0228002,0.0137366,0.00700831,0.0134543,0.0169842,0.0598383,0.0152191,0.0197697,0.0164544,0.00966622,0.0435076,0.0193656,0.0116278,0.0065505,0.0156395,0.0179549,0.0137041,0.00864094,0.0140395,0,0,0.0304593,0,0.0173751,0.0210484,0.0579337,0.0256689,0.0254668,0.0163822,0.00679455,0.019596,0.0115789,0.0538253,0.0115866,0.018232,0.022652,0.00536754,0.0167295,0.0272952,0.0195914,0.0149841,0.00621257,0.00871288,0.02354,0.00725485,0,0,0,0,0,0,0,0.0256264
144,0.0185609,0.0241659,0.0328941,0.0125544,0.0148761,0,0,0.0236123,0,0.0256246,0.0134533,0.0385345,0.0188144,0.0134018,0.0249271,0.0225544,0.0139032,0.00740087,0.0148455,0.0183358,0.0591056,0.0159394,0.0187034,0.015207,0.00852329,0.0374968,0.0193134,0.0116614,0.00662441,0.0165962,0.0180733,0.01375,0.00843098,0.0141863,0,0,0.0294181,0,0.0173112,0.020578,0.0576716,0.0256756,0.0254622,0.0168058,0.00686448,0.0196573,0.0117507,0.0537603,0.0117583,0.018431,0.0225467,0.00537027,0.0166883,0.0272416,0.0206666,0.0144275,0.00619261,0.008638,0.0234722,0.00728838,0,0,0,0,0,0,0,0.0218043
145,0.0187092,0.0240501,0.0269806,0.0126331,0.0145468,0,0,0.023888,0,0.0256893,0.0136185,0.0387194,0.014852,0.0137685,0.0258638,0.0221644,0.0141316,0.00780364,0.0154673,0.0189632,0.0582087,0.0163034,0.0174518,0.0135797,0.00696342,0.0302257,0.0193047,0.0116905,0.00672617,0.0176222,0.018213,0.013874,0.008174,0.0142161,0,0,0.0281077,0,0.0172222,0.0198891,0.0574973,0.0256765,0.0252149,0.0171556,0.00695963,0.0196011,0.0118958,0.0535907,0.0119132,0.0186587,0.0224033,0.00539795,0.0165302,0.0272015,0.0218441,0.0138022,0.00612557,0.00856876,0.0233446,0.00727168,0,0,0,0,0,0,0,0.0180152
146,0.0187149,0.0239436,0.0207495,0.0127211,0.0139571,0,0,0.0240728,0,0.025764,0.0138179,0.0390614,0.0127337,0.0140709,0.0253722,0.0217998,0.0143853,0.00784751,0.0150876,0.0184096,0.0570893,0.0165326,0.0163693,0.0119421,0.00577687,0.0218929,0.0194364,0.0116942,0.00680464,0.0186067,0.0183426,0.0138972,0.00786947,0.0141552,0,0,0.0267132,0,0.0171241,0.0191573,0.0574328,0.0255218,0.0248004,0.0174032,0.0072692,0.0195012,0.0119188,0.0533204,0.0119186,0.0188502,0.0225094,0.00550411,0.0164108,0.0271659,0.0229756,0.0131521,0.00608955,0.00845133,0.0232692,0.0072188,0,0,0,0,0,0,0,0.014967
147,0.0186927,0.0238542,0.0163122,0.0127419,0.0130189,0,0,0.0242394,0,0.0257711,0.0139657,0.0396121,0.0132995,0.014368,0.0233822,0.0215355,0.0146849,0.00731746,0.0135992,0.0164693,0.0556671,0.0166481,0.0158113,0.010889,0.00637741,0.0142001,0.0196627,0.0116911,0.00689414,0.0194691,0.018489,0.0137015,0.00769795,0.0140643,0,0,0.0252507,0,0.016997,0.0184141,0.0574388,0.0252125,0.0243369,0.0175131,0.00783217,0.0193676,0.0117388,0.0529622,0.0119204,0.0188815,0.0223948,0.00574403,0.0161865,0.0268944,0.0239844,0.0124862,0.0059947,0.00825656,0.0231724,0.00736742,0,0,0,0,0,0,0,0.0135772
