Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,LILC,LTHIP
148,0.00467412,0.00299692,0.027356,0.0160419,0.0114048,0.00630015,0,0,0.0027865,0,0.0229813,0.00106513,0.0450909,0.0103245,0.023332,0.00593263,0.00207796,0.010531,0.0113327,0.0224097,0.0126654,0.00669987,0.00724626,0.019723,0.0336838,0.00296413,0.00935123,0.00127009,0.0183888,0.0204394,0.00849356,0.00387208,0.00375231,0,0,0.00930411,0,0.0177854,0.00327669,0.0658653,0.0181275,0.0231,0.014875,0.0101403,0.00656979,0.0139348,0.0468499,0.0164617,0.01482,0.00923842,0.0228998,0.0104539,0.014559,0.0251671,0.0103428,0.00383457,0.00365252,0.00179367,0.00478335,0,0,0,0,0,0,0,0.0274229,0.041065
149,0.00466152,0.00322237,0.0289509,0.0160532,0.0118183,0.00652298,0,0,0.00340285,0,0.0230543,0.00127011,0.0451297,0.00986354,0.024166,0.00581556,0.00193612,0.0113976,0.0122537,0.0232045,0.0127227,0.00640196,0.0069926,0.0197199,0.0354567,0.0033273,0.00939482,0.00146591,0.0154973,0.0203094,0.00997322,0.00367058,0.00391067,0,0,0.00905922,0,0.0178612,0.00269015,0.065976,0.0218922,0.0229022,0.0159017,0.00984791,0.00607761,0.0141114,0.0464292,0.016811,0.014663,0.00822093,0.0214618,0.00936122,0.0148588,0.0227665,0.00902046,0.00382597,0.00355373,0.00219134,0.00501437,0,0,0,0,0,0,0,0.0272764,0.0407639
150,0.00455426,0.00344811,0.0303798,0.0160566,0.0121186,0.00670975,0,0,0.00406928,0,0.0231519,0.00147002,0.0451817,0.00935352,0.0248728,0.0056522,0.00183511,0.0120685,0.012987,0.023821,0.0127827,0.00610146,0.00656317,0.0197059,0.0370763,0.0037128,0.00946037,0.00164717,0.0124289,0.0202071,0.0121343,0.00318013,0.00409501,0,0,0.00895981,0,0.0179529,0.00223947,0.0662504,0.0255159,0.0227731,0.0161818,0.00950964,0.00559782,0.0137765,0.0459774,0.0164127,0.0137883,0.0073999,0.0199682,0.00830284,0.0150893,0.0201344,0.00747383,0.00400654,0.00375283,0.00266799,0.00509443,0,0,0,0,0,0,0,0.026988,0.0403542
151,0.00437152,0.00366693,0.0316938,0.0160354,0.0122371,0.00675343,0,0,0.00477193,0,0.0231604,0.00163923,0.0452673,0.00898755,0.0253932,0.00537684,0.00179545,0.0126325,0.0135294,0.0242814,0.0127926,0.00576851,0.00619883,0.0195182,0.0386451,0.00416292,0.00947154,0.0016522,0.0101131,0.0201316,0.0145931,0.00266897,0.00436906,0,0,0.0095174,0,0.018092,0.00234263,0.0664883,0.0291282,0.0226921,0.0157276,0.00911431,0.00542679,0.0130744,0.0454893,0.0151927,0.0124903,0.00712164,0.0186309,0.00792792,0.0152886,0.0173317,0.00679377,0.00401405,0.00380358,0.00313937,0.00512095,0,0,0,0,0,0,0,0.0266558,0.0399103
152,0.00415029,0.00389665,0.0330719,0.0159532,0.0122775,0.00676886,0,0,0.00542541,0,0.0230654,0.00181918,0.0453633,0.00854891,0.02575,0.00499741,0.00196105,0.0131567,0.0138934,0.0247263,0.0127883,0.00543697,0.00597876,0.0192058,0.0401429,0.00460197,0.00945488,0.00150752,0.00830716,0.0200112,0.0172353,0.00239108,0.00473385,0,0,0.0108936,0,0.0181576,0.00274332,0.0665329,0.0323111,0.0227478,0.0149771,0.00868786,0.00572369,0.0123902,0.0451082,0.013592,0.0108724,0.00729385,0.0178069,0.0082691,0.0154169,0.0154402,0.00715897,0.00358116,0.00363361,0.00361563,0.00515411,0,0,0,0,0,0,0,0.0264345,0.0394
153,0.00418071,0.00412729,0.0346805,0.0158372,0.0121635,0.00685029,0,0,0.00596311,0,0.0229329,0.00200064,0.0454833,0.00836163,0.0257453,0.00467695,0.00211352,0.013421,0.0139078,0.0248526,0.0126666,0.00490631,0.00577155,0.0188858,0.0415903,0.00486825,0.00942595,0.00151896,0.0164548,0.0198152,0.0219826,0.0023391,0.00515307,0,0,0.0117916,0,0.0183175,0.00293365,0.066156,0.0387135,0.0229828,0.0126794,0.00847451,0.00598062,0.0121994,0.0450769,0.0111329,0.00941769,0.00837945,0.0164766,0.00968431,0.014805,0.0288538,0.00716799,0.00337392,0.00350185,0.00403756,0.00527121,0,0,0,0,0,0,0,0.02618,0.0389075
154,0.00389565,0.00424656,0.0368888,0.0158052,0.0118656,0.00713966,0,0,0.00632029,0,0.0227979,0.00197509,0.0455455,0.00761378,0.0253376,0.00442461,0.0023826,0.0131982,0.0132227,0.0246375,0.0122519,0.00389154,0.00573253,0.01872,0.0439318,0.00520263,0.00921405,0.00150739,0.0333941,0.0196497,0.0324918,0.00250622,0.0053269,0,0,0.0129932,0,0.0180887,0.00583286,0.0656532,0.0487553,0.0232192,0.0111554,0.00823522,0.00553559,0.0133138,0.0454512,0.010662,0.0104172,0.0112242,0.0182273,0.0156141,0.0164312,0.0441794,0.00434464,0.00520684,0.00451127,0.00456721,0.00509201,0,0,0,0,0,0,0,0.025681,0.0384645
155,0.00403755,0.00446616,0.0376508,0.0156788,0.0114106,0.00697585,0,0,0.00671484,0,0.022724,0.00210884,0.0456298,0.00795938,0.024658,0.00407787,0.00246337,0.0132758,0.0128577,0.0241983,0.0117945,0.00326662,0.00552187,0.0183926,0.0451054,0.00529471,0.00918124,0.00155604,0.0483802,0.0194448,0.0432529,0.00258927,0.0058379,0,0,0.0133734,0,0.0184283,0.00626968,0.0649798,0.0589643,0.023802,0.0108985,0.00837233,0.0060398,0.0151104,0.0462072,0.0126149,0.012843,0.0147414,0.0218197,0.0220803,0.0197072,0.0580741,0.00474269,0.00552262,0.00464898,0.00502672,0.00552568,0,0,0,0,0,0,0,0.0253424,0.0377915
156,0.00440876,0.0045551,0.0390314,0.0155751,0.0110276,0.00700898,0,0,0.00721438,0,0.0226747,0.00227438,0.0455706,0.00859516,0.0235403,0.00376144,0.00261818,0.0128718,0.0118776,0.0234096,0.0110121,0.00219054,0.00544369,0.0182576,0.0469741,0.00541183,0.00915604,0.00153253,0.0600775,0.0192397,0.0518885,0.00266805,0.00644666,0,0,0.0158044,0,0.0186239,0.00487408,0.0643436,0.0664519,0.0243617,0.0113909,0.00850302,0.00710614,0.017143,0.0469018,0.0154412,0.0156977,0.0177711,0.0254933,0.0272391,0.0226177,0.0682459,0.00688073,0.00418475,0.00372876,0.00538879,0.00606131,0,0,0,0,0,0,0,0.0249821,0.0371426
157,0.00452412,0.00459743,0.0407611,0.0154645,0.0106976,0.0069352,0,0,0.00775485,0,0.022601,0.00234457,0.0454524,0.00970824,0.0219645,0.00354742,0.00277986,0.0120875,0.0105747,0.0222579,0.0099158,0.00106618,0.00547873,0.0182009,0.0494231,0.00550469,0.00912996,0.0015508,0.0677137,0.0191077,0.057368,0.00253588,0.00679507,0,0,0.0169373,0,0.0187097,0.00557428,0.0639262,0.0709843,0.0247975,0.0119954,0.00868351,0.00737381,0.0187304,0.0473829,0.0173723,0.0176689,0.01992,0.0280763,0.0305672,0.0247003,0.0746722,0.00686609,0.00452811,0.00373589,0.00569871,0.00627347,0,0,0,0,0,0,0,0.0247735,0.0365538
158,0.0046949,0.00470135,0.0400806,0.0152732,0.00993128,0.00690118,0,0,0.00774271,0,0.0225463,0.0020051,0.0452838,0.0108387,0.0200955,0.00357268,0.00287867,0.0115971,0.00971174,0.0207934,0.00912136,0.0014169,0.00547559,0.0178183,0.0496913,0.00521065,0.00911967,0.00178114,0.0702982,0.0188888,0.0587148,0.0021809,0.00729672,0,0,0.0168193,0,0.0191591,0.00536182,0.0638587,0.0717601,0.025077,0.0124149,0.00889867,0.00752771,0.0193237,0.0472149,0.0175763,0.0181978,0.0208073,0.028936,0.0314766,0.0254029,0.0765125,0.00685789,0.00490998,0.00329812,0.00590996,0.00665532,0,0,0,0,0,0,0,0.0247444,0.0360912
159,0.00460726,0.00470004,0.0402152,0.015131,0.00903381,0.00688213,0,0,0.0077142,0,0.0225014,0.00193267,0.0449271,0.0123388,0.0180802,0.00364517,0.00293967,0.0108133,0.00880985,0.0191849,0.00819405,0.00233744,0.00547582,0.0176196,0.0505857,0.00491578,0.00909382,0.00206668,0.0674882,0.0187429,0.0556548,0.00165747,0.00756333,0,0,0.0172396,0,0.0193802,0.00547324,0.0640919,0.0679461,0.0251644,0.0125492,0.00905643,0.00753572,0.0187108,0.0465591,0.0163511,0.0172777,0.0203692,0.027955,0.0299312,0.0244537,0.0731149,0.00695291,0.00490521,0.00313834,0.00602088,0.0067695,0,0,0,0,0,0,0,0.0248795,0.0358545
160,0.00463415,0.00458977,0.0403389,0.0150599,0.00815564,0.00688596,0,0,0.00762186,0,0.0224767,0.00186523,0.0444616,0.0141511,0.0160452,0.00374938,0.00293052,0.00995104,0.00822622,0.017316,0.00723761,0.00346013,0.0055983,0.0173662,0.0514707,0.00469646,0.00906322,0.00225539,0.0600324,0.0188871,0.0490426,0.00112479,0.00760649,0,0,0.0176772,0,0.0195864,0.00555227,0.064543,0.0599099,0.0251534,0.0125464,0.00909023,0.00741053,0.0173011,0.0457003,0.0146389,0.0154016,0.0190562,0.0256146,0.0264801,0.0220624,0.0651551,0.00706667,0.00471001,0.00284345,0.00599649,0.00664643,0,0,0,0,0,0,0,0.0250878,0.0358922
161,0.00452032,0.00441053,0.0402988,0.0150048,0.00727805,0.00689525,0,0,0.00747247,0,0.0224253,0.00179617,0.0439426,0.0160792,0.0140178,0.00386497,0.00276145,0.00922346,0.00830642,0.0153297,0.00633378,0.00456012,0.00580465,0.0170192,0.0522031,0.00447569,0.00901019,0.00223478,0.0497434,0.0191204,0.0403971,0.00106221,0.00747855,0,0,0.0180713,0,0.0197468,0.00558913,0.0651041,0.0499432,0.02509,0.012625,0.00902982,0.00706569,0.0156334,0.0448321,0.0131218,0.0133235,0.0172168,0.0226528,0.0217974,0.0188209,0.0542824,0.00707661,0.00430537,0.00241225,0.00584661,0.00634085,0,0,0,0,0,0,0,0.0253367,0.0362039
162,0.00446978,0.00417982,0.0401453,0.0149952,0.00641727,0.00689663,0,0,0.00723869,0,0.022415,0.00172005,0.0433838,0.0177629,0.0119326,0.00386941,0.00243239,0.00884136,0.0091632,0.0131657,0.00562495,0.00556918,0.00598658,0.0166533,0.0527582,0.00430804,0.0089596,0.00212277,0.0397535,0.0193921,0.0321305,0.00162413,0.00723303,0,0,0.0183798,0,0.0198233,0.00556515,0.0655809,0.0415253,0.025011,0.0129676,0.00892421,0.0066369,0.0140469,0.0441736,0.0121479,0.0116413,0.0152896,0.0202777,0.0172043,0.0158005,0.0436143,0.00719232,0.00373389,0.00197073,0.00556244,0.00586189,0,0,0,0,0,0,0,0.0256379,0.036742
163,0.00392781,0.00385822,0.041233,0.015075,0.00646185,0.00695308,0,0,0.00775058,0,0.0224057,0.00205566,0.0428048,0.0205399,0.0104776,0.00400072,0.00204229,0.00897203,0.0116937,0.0108904,0.00486512,0.00721833,0.00637866,0.0163591,0.0547665,0.0042559,0.00891972,0.00194247,0.0324408,0.0197777,0.0271552,0.00301841,0.00638882,0,0,0.0195131,0,0.018832,0.0087677,0.0657549,0.0347676,0.0251879,0.0134937,0.00910544,0.00708826,0.0127363,0.0439976,0.011697,0.0103049,0.0141672,0.0197014,0.0148086,0.0142358,0.0379573,0.0105496,0.00163697,0.00318521,0.00521681,0.00477792,0,0,0,0,0,0,0,0.0261385,0.0374846
164,0.00372311,0.00354609,0.0391917,0.0149892,0.00612822,0.00693675,0,0,0.00719129,0,0.0224521,0.001872,0.042126,0.0207384,0.0085627,0.00385109,0.00160779,0.00945238,0.0129025,0.00872263,0.0046824,0.00763592,0.0060571,0.0157024,0.0533164,0.00344526,0.00884798,0.00175026,0.0231213,0.0200305,0.0232106,0.00389551,0.00607919,0,0,0.0195538,0,0.0190556,0.00827437,0.0659083,0.0294003,0.0253994,0.0135733,0.00916362,0.0067046,0.0115251,0.0439705,0.0111592,0.0088879,0.0136881,0.0207543,0.013999,0.0138364,0.0285806,0.0101087,0.00157339,0.00266002,0.0047798,0.00425324,0,0,0,0,0,0,0,0.0263235,0.0382123
165,0.0032269,0.00315155,0.0374229,0.0149077,0.00598291,0.00684366,0,0,0.00636531,0,0.0224323,0.00169699,0.0414543,0.0206245,0.00766713,0.00379445,0.00125268,0.0103788,0.014687,0.0071644,0.00449998,0.00853833,0.00535466,0.0149097,0.0523252,0.00292158,0.008759,0.00147393,0.0127012,0.0203087,0.0181957,0.00515757,0.00552078,0,0,0.0196701,0,0.0191434,0.00784248,0.0659469,0.0249763,0.0259923,0.0142746,0.00925944,0.0062769,0.0103107,0.0437999,0.0107886,0.00777698,0.015179,0.0218541,0.014375,0.0152038,0.0183957,0.00990433,0.00211709,0.00238838,0.00420809,0.00362758,0,0,0,0,0,0,0,0.0266803,0.0392284
166,0.00273252,0.00274197,0.0412418,0.0148324,0.00929077,0.00633806,0,0,0.00584884,0,0.0224095,0.00171018,0.040822,0.0127904,0.00823319,0.00377484,0.00122923,0.0122122,0.0170983,0.00804271,0.00707934,0.0131835,0.00313399,0.0144253,0.0573333,0.00250322,0.00867107,0.00126851,0.00490791,0.020486,0.0135557,0.00653535,0.00471375,0,0,0.0196794,0,0.0190952,0.00735596,0.0659538,0.0224675,0.0269704,0.0158774,0.00914633,0.00572186,0.00929844,0.0433761,0.01121,0.00708074,0.0172125,0.0219722,0.0142145,0.0169108,0.00874401,0.00974231,0.00323999,0.0020275,0.00362942,0.00284323,0,0,0,0,0,0,0,0.0271378,0.0412258
167,0.0026856,0.00237977,0.041103,0.0146502,0.0116212,0.00581464,0,0,0.00603706,0,0.022286,0.00203624,0.0404042,0.0115002,0.0108377,0.00398965,0.0017943,0.0140489,0.0191293,0.0111737,0.00917733,0.0147907,0.0054769,0.0162786,0.0586548,0.00229523,0.00867023,0.00116366,0.0125705,0.020567,0.0136745,0.00759544,0.00401437,0,0,0.0194467,0,0.0191769,0.00685828,0.0662627,0.0230605,0.027715,0.0183314,0.00907038,0.00519866,0.00874841,0.0429487,0.0121957,0.00668661,0.0183449,0.0211005,0.0128278,0.0180236,0.00783288,0.00931267,0.0036269,0.00165287,0.0030127,0.00221915,0,0,0,0,0,0,0,0.0277913,0.043419
168,0.00277759,0.00207022,0.0381327,0.0144524,0.0110642,0.00514906,0,0,0.00644647,0,0.022098,0.0023335,0.0401321,0.0124043,0.0141515,0.00405739,0.00230561,0.0161339,0.0211439,0.014722,0.00979897,0.0141362,0.00642634,0.0180939,0.0569107,0.00255957,0.00858298,0.00108646,0.0211336,0.0207002,0.0179648,0.00782038,0.00354882,0,0,0.018953,0,0.0193327,0.00663202,0.0667854,0.0272198,0.0281518,0.0204897,0.00912129,0.00491119,0.00817449,0.0425075,0.0129209,0.00649979,0.0181257,0.0200058,0.0109866,0.0183186,0.0145997,0.00880297,0.00399274,0.00158062,0.00246188,0.00194236,0,0,0,0,0,0,0,0.0284447,0.0457644
169,0.00284341,0.00186299,0.0332025,0.0143684,0.00949242,0.00423046,0,0,0.00711323,0,0.0221113,0.00260957,0.039824,0.0136793,0.017314,0.0037817,0.00278025,0.0176719,0.0228625,0.018201,0.00986896,0.0122312,0.00711261,0.0203168,0.0540044,0.00295003,0.00859484,0.00106612,0.0224019,0.0208715,0.0184944,0.00755517,0.00318238,0,0,0.0183986,0,0.0192638,0.00665276,0.0670608,0.0278677,0.0284401,0.0204961,0.00943221,0.00494626,0.00767404,0.0421978,0.0130296,0.00694396,0.0170707,0.0192537,0.0101261,0.0174023,0.0170427,0.0088623,0.00542609,0.00162956,0.00214401,0.00215903,0,0,0,0,0,0,0,0.0290776,0.0483498
170,0.00292756,0.00167452,0.0286532,0.0144689,0.00751546,0.00345898,0,0,0.00685819,0,0.0222611,0.00246847,0.0394291,0.0131851,0.0192899,0.00335492,0.00291547,0.0184799,0.0236343,0.0209263,0.00989809,0.00967674,0.00799535,0.0228416,0.0496835,0.00303298,0.00864013,0.00104042,0.0238324,0.0210573,0.0188322,0.0071627,0.00302876,0,0,0.0177104,0,0.0191331,0.00647555,0.0672161,0.0276673,0.0286494,0.0198542,0.00968978,0.00480035,0.00801027,0.04205,0.0137669,0.00847318,0.0153201,0.0184702,0.00891006,0.0156744,0.0192183,0.00888778,0.00683409,0.00161286,0.00181031,0.00250447,0,0,0,0,0,0,0,0.029647,0.0509606
171,0.00311034,0.00152381,0.0241709,0.014569,0.0063435,0.00303463,0,0,0.00609758,0,0.0222695,0.00205531,0.0389443,0.0146054,0.0206504,0.0025819,0.0028456,0.0191588,0.0239427,0.0229915,0.0106653,0.00811415,0.00918766,0.0254129,0.046183,0.00323832,0.00866134,0.000929748,0.0247545,0.021277,0.0189657,0.00646909,0.00305332,0,0,0.0162683,0,0.019287,0.00549406,0.0672914,0.02753,0.0287345,0.0186946,0.0100098,0.00439205,0.00900021,0.0420014,0.0148208,0.0100335,0.0135867,0.0177635,0.0076433,0.0137009,0.0216444,0.00774001,0.00689257,0.00194049,0.0016372,0.00242761,0,0,0,0,0,0,0,0.0298836,0.0534488
172,0.00316682,0.00138211,0.0220152,0.0148114,0.00665683,0.00342517,0,0,0.00517911,0,0.0222323,0.00155376,0.0383768,0.0165197,0.0218082,0.00185703,0.00245737,0.0195369,0.0238129,0.0245815,0.0120434,0.00788851,0.0106049,0.0278452,0.042653,0.00313564,0.00866293,0.000812992,0.0263196,0.0214595,0.0192955,0.0057432,0.00299021,0,0,0.0149077,0,0.019189,0.00474399,0.0673286,0.02707,0.0286492,0.017647,0.0102997,0.00429172,0.00964767,0.0421409,0.0154844,0.0110678,0.0126273,0.0171302,0.0066548,0.0124239,0.024149,0.00700323,0.00722452,0.00233111,0.00154166,0.00207955,0,0,0,0,0,0,0,0.0298818,0.055788
173,0.00307656,0.001309,0.0223994,0.0152739,0.00782115,0.00433703,0,0,0.00421249,0,0.0223214,0.00110502,0.0376368,0.0194985,0.0225924,0.00127596,0.0019207,0.0196773,0.0234604,0.0259236,0.013649,0.00852454,0.0122772,0.0301521,0.0395414,0.00289125,0.00868379,0.000836401,0.027734,0.0215858,0.0199905,0.00513008,0.00295833,0,0,0.0137449,0,0.0191564,0.0041617,0.0673302,0.0267358,0.0284056,0.0171076,0.0105551,0.00428965,0.00963915,0.0425113,0.0155415,0.0110172,0.0126205,0.0167604,0.00632691,0.0122108,0.0260596,0.00610755,0.00759234,0.00284989,0.00148756,0.00209865,0,0,0,0,0,0,0,0.0297908,0.0580655
174,0.00273891,0.00135679,0.0250739,0.0157693,0.00975423,0.0052528,0,0,0.00344617,0,0.0223479,0.00119693,0.0367641,0.0233564,0.0228925,0.000931144,0.00162213,0.0195271,0.0226585,0.0269535,0.0151538,0.00947545,0.0140683,0.0323057,0.036919,0.00280007,0.00869642,0.00101413,0.0287868,0.0216301,0.0209309,0.00469963,0.00296388,0,0,0.0125985,0,0.0191126,0.00362051,0.0672309,0.0268799,0.0280985,0.0172721,0.0108272,0.00414944,0.00953509,0.0432036,0.0152506,0.0106253,0.0132606,0.0168641,0.00661669,0.0128095,0.027356,0.00519751,0.00804501,0.00334371,0.00157443,0.00270384,0,0,0,0,0,0,0,0.0296702,0.060282
175,0.00222695,0.00141746,0.0294387,0.0162097,0.012597,0.00589141,0,0,0.00292851,0,0.0222991,0.00156557,0.0359239,0.0275612,0.0229885,0.000842643,0.00157029,0.0192876,0.0214517,0.0277035,0.0165747,0.0107196,0.0158237,0.0343131,0.0342492,0.00275129,0.0086979,0.00128534,0.0294492,0.021642,0.0219581,0.0044774,0.00291656,0,0,0.01156,0,0.0191098,0.0031124,0.0669705,0.0275908,0.0278065,0.018085,0.0109794,0.00402321,0.00921092,0.0441353,0.0149364,0.0103991,0.013814,0.0172434,0.00713975,0.0135849,0.0280499,0.00446466,0.00816558,0.00340074,0.00173224,0.00348861,0,0,0,0,0,0,0,0.029571,0.062274
176,0.000755215,0.00116668,0.0516722,0.0168517,0.0445207,0.00544844,0,0,0.00307213,0,0.022216,0.00221863,0.0339818,0.0553807,0.0372667,0.00320075,0.0020052,0.031163,0.0396234,0.0350737,0.00740734,0.00767617,0.0180052,0.0236947,0.0506799,0.00337126,0.00868084,0.00167614,0.0283999,0.0221618,0.023084,0.00523906,0.00222439,0,0,0.00822674,0,0.0188724,0.00210748,0.0675411,0.0290571,0.0270234,0.0191877,0.0104361,0.00278593,0.00927834,0.0443195,0.0148911,0.0107546,0.0147676,0.0183124,0.00826416,0.0149775,0.0264829,0.00221797,0.00833805,0.00414321,0.000694602,0.00359258,0,0,0,0,0,0,0,0.0299166,0.0636257
177,0.00145737,0.00129777,0.0394975,0.0168747,0.0176161,0.00678628,0,0,0.00209178,0,0.0223911,0.00162167,0.0347348,0.0345387,0.0224104,0.00130368,0.00174947,0.0184424,0.0177444,0.0282392,0.0184935,0.01319,0.0185815,0.037253,0.0325122,0.00298147,0.00882503,0.00151097,0.0294045,0.0214584,0.0235958,0.00468854,0.00256265,0,0,0.00993202,0,0.0191051,0.00250301,0.0662589,0.0296342,0.0273626,0.0200089,0.0103126,0.00359427,0.00867742,0.04575,0.0150215,0.0110734,0.0139058,0.0178489,0.00767674,0.0144774,0.0281996,0.00364376,0.00748976,0.00309955,0.00215107,0.00433543,0,0,0,0,0,0,0,0.0295939,0.0651773
178,0.00108838,0.0012049,0.0439342,0.0168654,0.0191688,0.00698148,0,0,0.00136653,0,0.0225525,0.00142141,0.0346388,0.0355453,0.0213296,0.00183499,0.00185,0.0176588,0.0152912,0.0277042,0.0184585,0.0134491,0.0189747,0.0376438,0.0361479,0.00265336,0.00893692,0.00152737,0.0289802,0.0212428,0.0239851,0.00513097,0.00228004,0,0,0.00951012,0,0.0188571,0.00273442,0.0662753,0.0295997,0.0272894,0.020498,0.0096441,0.00336184,0.00877921,0.0461103,0.0155164,0.0115771,0.0136274,0.0176921,0.00755256,0.0144373,0.0277392,0.00384141,0.00748021,0.00255647,0.00216754,0.00385065,0,0,0,0,0,0,0,0.0295581,0.0659475
179,0.00134528,0.00155128,0.073057,0.0168916,0.0488658,0.00556253,0,0,0.00321337,0,0.0224194,0.00182514,0.0322994,0.0533366,0.0379684,0.00346561,0.00222206,0.0298055,0.0348003,0.0375132,0.0088347,0.0102772,0.0198994,0.0250504,0.072404,0.00425552,0.00900409,0.00145009,0.0269729,0.0214488,0.02397,0.0070697,0.00213441,0,0,0.00488204,0,0.018866,0.00121559,0.0674695,0.0292659,0.0272094,0.0206668,0.00871176,0.00189323,0.00925592,0.0455166,0.0158482,0.0116744,0.014435,0.017735,0.00785539,0.0148667,0.0251134,0.00125379,0.00660891,0.00330155,0.000657956,0.0031472,0,0,0,0,0,0,0,0.0295617,0.0671729
180,0.00158441,0.00151745,0.0758592,0.0165583,0.04912,0.00553101,0,0,0.00294607,0,0.0225372,0.00151735,0.0325173,0.0511301,0.0363438,0.00353618,0.00253756,0.0282763,0.0315275,0.0372558,0.00927258,0.0116167,0.0202832,0.0252885,0.0761063,0.00467998,0.00914972,0.00104276,0.0262591,0.0209927,0.0237426,0.00752578,0.00185182,0,0,0.00426678,0,0.0187177,0.00121932,0.067716,0.0284213,0.0273621,0.0204283,0.00819135,0.00140084,0.00935527,0.0453937,0.0158591,0.0114182,0.0147647,0.017244,0.00740391,0.0147517,0.024325,0.00207126,0.00526722,0.00265234,0.000369317,0.0019758,0,0,0,0,0,0,0,0.0293587,0.0678277
181,0.00180445,0.00147429,0.0772948,0.0162263,0.0491646,0.00561114,0,0,0.00278161,0,0.0226773,0.0012011,0.0329332,0.048967,0.0342763,0.00352174,0.00307787,0.0264974,0.0279902,0.0365575,0.0103303,0.0134195,0.0207341,0.0258905,0.0783986,0.00514134,0.00928903,0.000862888,0.0258689,0.0205653,0.0234848,0.00765979,0.0016709,0,0,0.00436595,0,0.0185572,0.00152949,0.0678746,0.0276467,0.0274812,0.0200949,0.00761651,0.0010069,0.00916393,0.045148,0.0157435,0.011531,0.0153463,0.016706,0.00697833,0.0149407,0.0238627,0.00318265,0.00379047,0.00199343,0.000342016,0.000962492,0,0,0,0,0,0,0,0.0291276,0.0685559
182,0.00205692,0.00146094,0.0780138,0.0158813,0.049538,0.0056699,0,0,0.00308631,0,0.0227836,0.00106436,0.0335301,0.0472374,0.0317628,0.00349557,0.00355838,0.0244569,0.0242444,0.0356252,0.0118583,0.0156957,0.02147,0.0265422,0.0801278,0.00559421,0.00941147,0.000867652,0.0252421,0.0201252,0.0230618,0.00757053,0.001764,0,0,0.00491704,0,0.0183917,0.00193543,0.0679464,0.0269304,0.0275815,0.0197466,0.00696022,0.000798058,0.00859719,0.045089,0.015476,0.011622,0.0157817,0.0162671,0.00657547,0.0151905,0.0231636,0.0043171,0.00218569,0.00144226,0.00057623,0.00129248,0,0,0,0,0,0,0,0.0288806,0.06921
183,0.00219294,0.00146186,0.0786272,0.0155173,0.049905,0.00559847,0,0,0.00364496,0,0.0228483,0.00110317,0.0342745,0.0461093,0.0290486,0.00367576,0.00399189,0.022607,0.0206783,0.0344704,0.0135094,0.0183125,0.0220346,0.0272282,0.0817771,0.00601408,0.00948591,0.000953139,0.0241749,0.0198309,0.0224451,0.00736268,0.00198058,0,0,0.00552895,0,0.0182403,0.00233213,0.0679811,0.0260459,0.0276085,0.0193588,0.00635378,0.000869868,0.00849596,0.04526,0.0152035,0.0115714,0.0159315,0.0158852,0.00622357,0.0152213,0.0220319,0.00520345,0.00086752,0.000920706,0.000779769,0.00198351,0,0,0,0,0,0,0,0.0285862,0.0697017
184,0.00224018,0.00148202,0.0796436,0.015254,0.0501676,0.00540024,0,0,0.00398722,0,0.0229264,0.00109127,0.0351062,0.0453772,0.0261289,0.00400323,0.00429326,0.0208867,0.0174335,0.033051,0.0152182,0.0211059,0.0226887,0.0278816,0.0835607,0.00628106,0.00949841,0.00107591,0.0224184,0.0196111,0.0214918,0.00722714,0.00188246,0,0,0.00586174,0,0.0180973,0.00235299,0.0678963,0.0248748,0.0274995,0.0188076,0.00579426,0.00109272,0.00870727,0.0455648,0.0149217,0.0114062,0.015657,0.0154855,0.00571146,0.014818,0.0203372,0.00579792,0.000863513,0.000585861,0.000952184,0.00222755,0,0,0,0,0,0,0,0.0282001,0.0698853
185,0.00209504,0.00145534,0.0808902,0.0151844,0.0505672,0.00517531,0,0,0.00400782,0,0.0229872,0.00111821,0.035824,0.0448747,0.0232206,0.00426366,0.00454858,0.0192031,0.0145117,0.0316085,0.0170164,0.0238177,0.0231554,0.0283922,0.0855323,0.00642206,0.00956125,0.00114508,0.0178297,0.0194056,0.0190523,0.00702107,0.00192952,0,0,0.00566337,0,0.0178969,0.00205142,0.067249,0.0218328,0.0272434,0.0147835,0.00531429,0.00124084,0.00746114,0.0461808,0.0116457,0.00954868,0.0132205,0.0159487,0.00426277,0.0124295,0.0154265,0.00598776,0.00161699,0.000761317,0.00113078,0.00207556,0,0,0,0,0,0,0,0.0277346,0.069731
