Timestep,C7,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,x68,CLAV
All Timesteps RMSE,0.0174096,0.0477759,0.0113953,0.0261319,0.00947966,0,0,0.0214623,0,0.0245938,0.0132006,0.0411638,0.0308285,0.0190892,0.020811,0.0220111,0.0167695,0.0165628,0.0245248,0.0182535,0.0572724,0.0180218,0.0259699,0.0153746,0.0146085,0.0605485,0.0163131,0.011015,0.0069746,0.0277571,0.018595,0.0155571,0.0101323,0.0108676,0,0,0.0271013,0,0.0176256,0.0172366,0.0616202,0.0224366,0.0212173,0.0108523,0.0149885,0.0162405,0.00957483,0.0513359,0.0111804,0.0124262,0.0129936,0.0150725,0.0104328,0.0153991,0.0348726,0.0169268,0.00918364,0.00708372,0.0228212,0.00833765,0,0,0,0,0,0,0,0,0.0230268
0,0.0227952,0.0235208,0.0109933,0.0174966,0.00593262,0,0,0.0179318,0,0.0225863,0.0146964,0.0382242,0.0251659,0.0202053,0.00615042,0.0208588,0.0250704,0.00354539,0.00710946,0.00367041,0.0483014,0.0134343,0.0127749,0.0141272,0.0158787,0.0285069,0.0160987,0.0111128,0.0085088,0.015499,0.0159884,0.0157366,0.00924636,0.0137371,0,0,0.0408183,0,0.0203809,0.0240028,0.0608359,0.0171688,0.0188726,0.0125182,0.0184479,0.0180967,0.0125848,0.0512644,0.0111954,0.0132894,0.00960049,0.0177001,0.0103596,0.0111175,0.0135831,0.0223953,0.0103579,0.00995455,0.0288627,0.00959732,0,0,0,0,0,0,0,0,0
1,0.0221899,0.0186462,0.0108452,0.017786,0.00419189,0,0,0.0187907,0,0.0227226,0.014807,0.0381441,0.0257482,0.0200338,0.00572948,0.0206695,0.0245826,0.00392516,0.00717897,0.00376068,0.0486333,0.0128608,0.0124379,0.013953,0.0148951,0.0223083,0.0167251,0.0110926,0.00867253,0.0128487,0.0158586,0.0134575,0.00728012,0.0135776,0,0,0.0404417,0,0.02064,0.0236939,0.0593895,0.014498,0.0188851,0.0132307,0.0173016,0.018294,0.0108641,0.0511016,0.0121875,0.0112794,0.0102503,0.01785,0.0117354,0.0108698,0.0132034,0.0219503,0.0103235,0.00992309,0.0285065,0.00916593,0,0,0,0,0,0,0,0,0
2,0.0212742,0.0154916,0.0106223,0.0194922,0.00406255,0,0,0.0200415,0,0.0228095,0.015044,0.037981,0.0270376,0.0201862,0.00588362,0.0207328,0.0242657,0.00490972,0.00785213,0.00520104,0.0497654,0.0123939,0.0126232,0.0141863,0.014599,0.015493,0.0176575,0.011035,0.00894582,0.0145592,0.0157979,0.012045,0.00645008,0.0127729,0,0,0.0402687,0,0.0207508,0.0234923,0.0596503,0.0138373,0.0197716,0.0137425,0.0170533,0.017996,0.0105105,0.0507784,0.0135667,0.0113198,0.0123305,0.0172247,0.0123507,0.0131265,0.0154835,0.0214582,0.0104113,0.00978364,0.028267,0.00809092,0,0,0,0,0,0,0,0,0
3,0.0203241,0.0154788,0.0104496,0.0226222,0.00470203,0,0,0.0213493,0,0.0229588,0.0153678,0.0377553,0.0284546,0.0206617,0.00717931,0.0209122,0.0240599,0.00607199,0.00881649,0.00786022,0.0511925,0.0123188,0.0141453,0.0145847,0.0144192,0.00742095,0.0186,0.0109758,0.00907175,0.0179115,0.0157218,0.0111015,0.00616477,0.0118035,0,0,0.0399507,0,0.0207503,0.0232798,0.0608125,0.0135101,0.0210423,0.0140848,0.0171456,0.0175289,0.0104201,0.0505976,0.0141532,0.0118307,0.0141739,0.0162017,0.0120383,0.0149688,0.0187644,0.021065,0.0106183,0.00963922,0.0278272,0.00703434,0,0,0,0,0,0,0,0,0
4,0.0170758,0.0194357,0.0104977,0.0266814,0.00576861,0,0,0.0217197,0,0.0229795,0.0152195,0.0374639,0.0299653,0.0214739,0.00919953,0.0208175,0.0224883,0.00715127,0.0100936,0.0106021,0.0526854,0.0128371,0.0172737,0.0151659,0.0141249,0.00382838,0.0191013,0.0108753,0.00877184,0.0209651,0.0157365,0.00960154,0.00600348,0.00888294,0,0,0.0401333,0,0.0207767,0.023482,0.0616767,0.0118205,0.0222211,0.0138976,0.0170764,0.0155169,0.00944129,0.0503482,0.0133849,0.0113388,0.0146548,0.0154769,0.0112754,0.0148772,0.022187,0.0226621,0.0106382,0.00958802,0.025531,0.00555724,0,0,0,0,0,0,0,0,0.025344
5,0.0163636,0.0258372,0.0105574,0.0306373,0.00730763,0,0,0.0218981,0,0.0229761,0.0149314,0.0371228,0.0306465,0.0219213,0.0112004,0.020763,0.0219371,0.00803484,0.0116568,0.0128656,0.054422,0.0140776,0.0215553,0.015959,0.0138567,0.0120733,0.0190845,0.0108005,0.00855483,0.0235456,0.0159701,0.00710654,0.00572215,0.00814256,0,0,0.0393809,0,0.0207768,0.0229768,0.0620592,0.00981093,0.0220339,0.0126839,0.0168778,0.0147268,0.00743148,0.0499464,0.0116032,0.00925683,0.0132588,0.0149753,0.0100385,0.0126644,0.0263197,0.0221944,0.0108983,0.00916728,0.0245016,0.00555921,0,0,0,0,0,0,0,0,0.024513
6,0.0159906,0.0329532,0.0107204,0.0338544,0.00904753,0,0,0.0219554,0,0.0229901,0.0145721,0.0368958,0.0302924,0.0222032,0.0129812,0.0210805,0.0212996,0.00884297,0.0137295,0.0145943,0.0561666,0.015515,0.0260245,0.0167647,0.0133991,0.0213041,0.0187625,0.0107318,0.00834747,0.025306,0.0162602,0.00472072,0.00608878,0.00772663,0,0,0.0385972,0,0.0207344,0.0223392,0.0623544,0.011016,0.0218498,0.0113524,0.0173204,0.0140064,0.00603209,0.0490975,0.00948601,0.00724561,0.0109444,0.0142941,0.00844983,0.009523,0.0308184,0.0216294,0.0114444,0.00863751,0.0237701,0.00563911,0,0,0,0,0,0,0,0,0.0240524
7,0.0155389,0.0395745,0.0110194,0.0358932,0.0095138,0,0,0.0214585,0,0.0229554,0.0139389,0.0366195,0.0291325,0.0222595,0.0149164,0.0215426,0.0201781,0.00998288,0.0163832,0.016375,0.0580161,0.0168166,0.0296384,0.0172914,0.0128963,0.0312686,0.0179873,0.0106545,0.00802377,0.0266319,0.0165897,0.00343919,0.00675053,0.00733571,0,0,0.0376823,0,0.0204515,0.0216269,0.062605,0.0130986,0.0217311,0.0104591,0.018145,0.0133339,0.00611899,0.0481342,0.0087069,0.00682919,0.00908078,0.0135128,0.00744351,0.00715462,0.0346557,0.0210854,0.0123348,0.0079653,0.0231285,0.00541264,0,0,0,0,0,0,0,0,0.023519
8,0.0151551,0.045114,0.0114328,0.0367554,0.00972745,0,0,0.0206658,0,0.0228943,0.013167,0.0361361,0.0278778,0.0222228,0.0168662,0.0221077,0.0190735,0.0112387,0.0192553,0.0180378,0.0598154,0.0177103,0.0321345,0.0175046,0.0121928,0.0410852,0.017048,0.0105863,0.00767912,0.0270372,0.0169925,0.00307942,0.00740148,0.00700228,0,0,0.0368521,0,0.0201365,0.0209368,0.0627943,0.0141282,0.0215704,0.0100177,0.0190917,0.0127898,0.0068302,0.0476095,0.00896893,0.00725252,0.00798369,0.0129308,0.0072506,0.00603073,0.0368302,0.0205106,0.013482,0.00734807,0.0226519,0.004924,0,0,0,0,0,0,0,0,0.0229306
9,0.0145596,0.0496769,0.0118951,0.0366879,0.0110155,0,0,0.01974,0,0.0228352,0.0123364,0.0354818,0.0271466,0.0221564,0.0189444,0.0225349,0.0180102,0.0126691,0.0222827,0.0194192,0.0614568,0.0188082,0.0339787,0.0176036,0.0113818,0.0500053,0.0160426,0.0105124,0.0073211,0.0269207,0.0174479,0.00297783,0.00788451,0.006676,0,0,0.0361972,0,0.0198462,0.0204332,0.063507,0.0134894,0.0213943,0.0096479,0.0196495,0.0122838,0.0072237,0.0482027,0.00909565,0.00738428,0.00729302,0.0127082,0.00699561,0.00529731,0.0371154,0.0201898,0.0147027,0.00687247,0.0222638,0.0044094,0,0,0,0,0,0,0,0,0.0223362
10,0.0137826,0.0531265,0.0122868,0.0360596,0.0117077,0,0,0.0190229,0,0.022786,0.0115293,0.0347633,0.0272795,0.0220943,0.0211478,0.022514,0.0170458,0.014241,0.0255104,0.0205515,0.0628177,0.0199627,0.0351572,0.0176366,0.0106616,0.0584818,0.0150351,0.0104436,0.00699375,0.027011,0.017859,0.003411,0.00808476,0.0063675,0,0,0.0356944,0,0.0195623,0.0200989,0.0637354,0.01313,0.0212486,0.00927607,0.0197607,0.0118441,0.00679915,0.0491049,0.00883342,0.00650124,0.00645497,0.013081,0.00655588,0.00410994,0.0371836,0.02005,0.0157761,0.00656486,0.0217075,0.00397024,0,0,0,0,0,0,0,0,0.0216041
11,0.0129607,0.0558352,0.0125761,0.0352467,0.0119495,0,0,0.0183496,0,0.02271,0.010797,0.0341605,0.0288076,0.022074,0.0232619,0.022113,0.0163421,0.0157882,0.0286845,0.0213891,0.0638533,0.020977,0.0359348,0.0176597,0.0101799,0.0666735,0.0140685,0.0104014,0.00668565,0.027188,0.0181326,0.004201,0.00816617,0.00599139,0,0,0.0352419,0,0.0192228,0.0198942,0.0634216,0.0135034,0.0210599,0.00887683,0.019527,0.0114977,0.005799,0.0498955,0.00839803,0.00493143,0.00556722,0.0138245,0.00602708,0.00294509,0.0376903,0.0201146,0.0165259,0.00617682,0.0211946,0.00370853,0,0,0,0,0,0,0,0,0.0207532
12,0.0121956,0.0587291,0.0128194,0.0345197,0.0119327,0,0,0.0179697,0,0.0226115,0.0104316,0.0339388,0.0317394,0.0220925,0.0250515,0.0216135,0.0160314,0.0170456,0.0314564,0.0217985,0.0644898,0.0219188,0.0364036,0.0177857,0.00981992,0.0732298,0.0133867,0.0103589,0.00647179,0.0275102,0.0182574,0.00477709,0.00829924,0.00551354,0,0,0.0348826,0,0.018881,0.0198119,0.0627963,0.0142491,0.0208599,0.00858155,0.0191021,0.0113044,0.00476176,0.0503955,0.00829969,0.00335214,0.00495723,0.0146026,0.00572026,0.00242761,0.0383281,0.020311,0.0169717,0.00592518,0.0208181,0.0036039,0,0,0,0,0,0,0,0,0.0200447
13,0.0115661,0.06151,0.0129372,0.0337393,0.0117641,0,0,0.0182999,0,0.0227754,0.0106832,0.0340556,0.0348344,0.0221525,0.0265807,0.021208,0.0158962,0.01792,0.0338406,0.0219292,0.0647737,0.0230334,0.0368245,0.0179428,0.00955846,0.0780467,0.013636,0.0103444,0.00645548,0.0278,0.0183367,0.00537369,0.00836273,0.00500115,0,0,0.0350705,0,0.0188307,0.020033,0.0622624,0.01472,0.0207731,0.00863139,0.0186671,0.0112527,0.00423424,0.0505559,0.00835405,0.0024919,0.00499659,0.0151711,0.00593766,0.00230789,0.0385361,0.0205392,0.0166641,0.00588378,0.0206219,0.00349543,0,0,0,0,0,0,0,0,0.0195185
14,0.0109376,0.0639417,0.0128894,0.0327809,0.0115947,0,0,0.019195,0,0.0230338,0.0112106,0.0342775,0.0376615,0.0221499,0.027955,0.0210342,0.0157828,0.0185657,0.0359709,0.0219425,0.0649804,0.0239474,0.0374234,0.0182452,0.00956327,0.0830055,0.0143884,0.0103409,0.00649752,0.0272864,0.018288,0.00550383,0.00793776,0.00436845,0,0,0.0354289,0,0.0188927,0.0204556,0.0626157,0.0141064,0.0207716,0.00878551,0.0182443,0.0113047,0.00413353,0.0507526,0.00839957,0.00237149,0.00553936,0.0151489,0.00623165,0.00222367,0.0375547,0.0209605,0.0156365,0.00613802,0.0205532,0.00323623,0,0,0,0,0,0,0,0,0.0191402
15,0.0103662,0.0665981,0.0128326,0.0323349,0.0114724,0,0,0.020264,0,0.0233176,0.0117301,0.0346132,0.0404918,0.0220661,0.0293032,0.0209717,0.0156288,0.0190886,0.0380427,0.0220728,0.0652202,0.0243899,0.0382644,0.0185544,0.00998533,0.088291,0.0150671,0.0103323,0.00654933,0.026266,0.0181226,0.00505448,0.00748442,0.00378151,0,0,0.0355277,0,0.0188595,0.020863,0.0628889,0.013027,0.0207722,0.00903347,0.0178245,0.0115197,0.00417941,0.0507591,0.00859338,0.00267391,0.0063263,0.0146952,0.00633979,0.00281759,0.0360568,0.0214313,0.0144759,0.00649885,0.0204407,0.00291959,0,0,0,0,0,0,0,0,0.018831
16,0.00988676,0.0696326,0.0124181,0.0326413,0.011503,0,0,0.0210785,0,0.0234705,0.0121654,0.035187,0.0432682,0.0220237,0.0305649,0.0209289,0.0154514,0.0196731,0.0402398,0.0222758,0.0656211,0.0253255,0.0393785,0.0188555,0.0107451,0.0936223,0.0156965,0.0103967,0.00657911,0.0254244,0.017861,0.00476973,0.00733527,0.003334,0,0,0.0353733,0,0.0187334,0.0211486,0.0628703,0.0119529,0.0208394,0.00923963,0.0174179,0.0118116,0.00438579,0.0504949,0.00892435,0.0032743,0.00731115,0.0140881,0.00663494,0.00396158,0.0348719,0.0219361,0.0130969,0.0069019,0.0202689,0.00283372,0,0,0,0,0,0,0,0,0.0185972
17,0.00951524,0.0731934,0.0117752,0.0339182,0.0117494,0,0,0.0217435,0,0.0235566,0.012436,0.0358084,0.0458448,0.021932,0.0316075,0.0209829,0.0153304,0.0203708,0.0424721,0.0223817,0.066188,0.0262807,0.0407612,0.0192261,0.0117412,0.0987515,0.0163048,0.0105123,0.00653442,0.0247919,0.0176552,0.00446301,0.00729483,0.00310331,0,0,0.035481,0,0.0186746,0.0213257,0.0631931,0.0109346,0.020989,0.00943489,0.0171634,0.0121117,0.00475843,0.0503082,0.00926803,0.00406707,0.00802379,0.0135248,0.00700616,0.00497452,0.0340133,0.0223263,0.0114708,0.00723626,0.0200582,0.00311571,0,0,0,0,0,0,0,0,0.0184458
18,0.00921666,0.0772125,0.0115365,0.0354657,0.0118219,0,0,0.0222855,0,0.023882,0.0125422,0.0362369,0.0480488,0.0217131,0.0325247,0.0209541,0.0151801,0.021133,0.0442538,0.0223895,0.0667244,0.0271536,0.0423832,0.0195145,0.0127727,0.103924,0.0168454,0.0106128,0.00649666,0.024201,0.0174541,0.00395733,0.00734787,0.00318476,0,0,0.0356861,0,0.0185471,0.0214874,0.0633894,0.0101977,0.0209657,0.00957858,0.0168275,0.0124818,0.00535296,0.0503941,0.00951788,0.00499641,0.00823883,0.0131571,0.0072084,0.00519701,0.0332837,0.0227025,0.0100134,0.00755425,0.0197194,0.00344409,0,0,0,0,0,0,0,0,0.0183111
19,0.00900546,0.0810161,0.0114764,0.0372607,0.0118016,0,0,0.0227057,0,0.0241813,0.0125471,0.0364293,0.0501124,0.0214095,0.0333096,0.0209008,0.0150424,0.0219052,0.0455953,0.0223583,0.0670409,0.0279724,0.0440012,0.0197924,0.0137315,0.108687,0.0173367,0.010663,0.00644936,0.0233699,0.0174128,0.00333562,0.00752323,0.00347493,0,0,0.0356517,0,0.018453,0.0215391,0.0634081,0.00961071,0.021002,0.0096499,0.0165385,0.0127787,0.00593821,0.0505723,0.00963721,0.00596133,0.00808432,0.0128636,0.00714887,0.00475879,0.032242,0.0228521,0.00854057,0.0078436,0.0193561,0.00361706,0,0,0,0,0,0,0,0,0.0181383
20,0.00883399,0.0846198,0.0112349,0.038963,0.0116991,0,0,0.023102,0,0.024333,0.012479,0.0364874,0.0513069,0.0210791,0.0338532,0.020889,0.0148113,0.022679,0.0465897,0.0223162,0.0671818,0.0286535,0.0455177,0.0200776,0.0145992,0.11294,0.0176945,0.010731,0.00636977,0.0226339,0.0173866,0.00272389,0.00782168,0.0036893,0,0,0.0356008,0,0.0183033,0.0216074,0.0634417,0.00930152,0.0212505,0.00971464,0.0163977,0.012897,0.00651838,0.050829,0.00971241,0.00697258,0.00783831,0.0127387,0.00717982,0.00441358,0.0312729,0.0228136,0.00725645,0.0081052,0.0191607,0.00374547,0,0,0,0,0,0,0,0,0.0180193
21,0.0088132,0.0879785,0.0111424,0.0401626,0.0114846,0,0,0.0234015,0,0.0244452,0.012518,0.036436,0.0524202,0.0207768,0.0342376,0.0208987,0.0146026,0.0232686,0.0473688,0.0223517,0.0671995,0.0292247,0.0468092,0.0202883,0.0152747,0.116533,0.0179117,0.0107699,0.00634613,0.0217651,0.0173968,0.00254256,0.00819316,0.00409465,0,0,0.0352418,0,0.0180505,0.0215415,0.0635822,0.0088787,0.0216566,0.00988297,0.0163473,0.0130829,0.00714643,0.0510565,0.00988212,0.00802377,0.00777936,0.0125913,0.00744883,0.00453616,0.0302052,0.0226539,0.00623983,0.00815087,0.0191108,0.00412336,0,0,0,0,0,0,0,0,0.0179098
22,0.00939662,0.0907515,0.0110992,0.0408919,0.010928,0,0,0.023812,0,0.0245909,0.0129784,0.036459,0.0532926,0.0204159,0.0342834,0.020667,0.0145313,0.0235359,0.047659,0.0223069,0.0670613,0.0295168,0.0478026,0.0202735,0.0157997,0.119317,0.0181659,0.0107859,0.00652517,0.0207764,0.0176314,0.00249343,0.00789944,0.00381981,0,0,0.0336374,0,0.0176609,0.020751,0.0634839,0.00838923,0.021263,0.010091,0.0155685,0.0127082,0.00762578,0.0512369,0.0100853,0.00877156,0.00803857,0.0124301,0.00752637,0.00488759,0.0288853,0.0209019,0.00551141,0.00770643,0.0191705,0.00396458,0,0,0,0,0,0,0,0,0.0183245
23,0.00961784,0.0928208,0.0111131,0.0415458,0.0104689,0,0,0.024008,0,0.0246541,0.0133645,0.0368158,0.053765,0.0200871,0.0334883,0.020821,0.0144142,0.0233063,0.0469143,0.0221146,0.0668223,0.029348,0.0482068,0.0202756,0.0161627,0.121343,0.0184048,0.0107843,0.00671204,0.019773,0.0179916,0.00242611,0.00771478,0.00380404,0,0,0.0324824,0,0.0175665,0.0202524,0.0632444,0.00785988,0.0210052,0.0103939,0.014965,0.0125329,0.00797837,0.0514003,0.0102714,0.00939134,0.00873277,0.0122116,0.00787961,0.00577129,0.0271208,0.0199688,0.00496204,0.0075263,0.0192194,0.00421426,0,0,0,0,0,0,0,0,0.0186157
24,0.00986972,0.093943,0.0111894,0.0422422,0.0103913,0,0,0.0241544,0,0.0247269,0.0137016,0.0371893,0.0537535,0.019763,0.032201,0.0211821,0.0144012,0.0228419,0.0454374,0.021827,0.0663958,0.0289127,0.0480392,0.0202398,0.0164292,0.122558,0.0186935,0.0107732,0.0070556,0.018291,0.0186245,0.00268225,0.00773234,0.00361689,0,0,0.03133,0,0.0177776,0.0198575,0.0629533,0.00731852,0.021022,0.0107586,0.014634,0.0122281,0.00826028,0.0513853,0.0105178,0.0100374,0.00969554,0.0119303,0.00842825,0.00701467,0.0245667,0.0189809,0.00471902,0.00749723,0.0194035,0.00421174,0,0,0,0,0,0,0,0,0.0189895
25,0.0101408,0.0942348,0.0112613,0.0423271,0.0102739,0,0,0.0241285,0,0.0247374,0.0139397,0.0373961,0.0534809,0.019421,0.0307352,0.0215503,0.0143932,0.0222349,0.0434184,0.0214939,0.0657739,0.0281843,0.0474037,0.0200901,0.0165919,0.123071,0.0188038,0.0107292,0.00730307,0.0165872,0.0190023,0.00289587,0.00765926,0.00337225,0,0,0.0299175,0,0.0176768,0.0192755,0.0629407,0.00705883,0.0211835,0.0110288,0.0143192,0.0120001,0.0084092,0.051511,0.0105435,0.0104332,0.0105302,0.0115631,0.00899917,0.00823563,0.0218001,0.0180181,0.00447306,0.00729498,0.019697,0.00395656,0,0,0,0,0,0,0,0,0.0193408
26,0.010379,0.0942834,0.011332,0.0416557,0.00980204,0,0,0.0240785,0,0.024701,0.0140085,0.0373094,0.0532247,0.0189528,0.0293371,0.0215758,0.0142679,0.0215789,0.0414375,0.0212151,0.0651461,0.0271744,0.046421,0.0196871,0.0166985,0.123196,0.018639,0.0106895,0.00736304,0.0149243,0.0191601,0.00314053,0.00743812,0.00324801,0,0,0.0283415,0,0.0173227,0.0184873,0.0627042,0.0068177,0.0211752,0.011164,0.0139234,0.0118007,0.00858581,0.0516809,0.010386,0.0105386,0.0112428,0.011221,0.00945913,0.00930057,0.0191059,0.0172122,0.00398224,0.00697967,0.019918,0.00353535,0,0,0,0,0,0,0,0,0.0194876
27,0.0105952,0.0943051,0.0113689,0.0409451,0.00932292,0,0,0.0241522,0,0.0247208,0.0139775,0.0373481,0.0528173,0.0185169,0.0277025,0.0215095,0.0141591,0.020768,0.0391645,0.0209846,0.0646292,0.0259402,0.0450425,0.0191102,0.0167578,0.122902,0.0184036,0.0106802,0.0073959,0.0132354,0.0192974,0.00354556,0.00735863,0.00315896,0,0,0.0268027,0,0.0170567,0.0177403,0.0623863,0.00711727,0.0211363,0.0113351,0.0136758,0.0116263,0.0090191,0.0516848,0.0103495,0.0106009,0.0119552,0.0109434,0.00989014,0.0103852,0.0163192,0.0165198,0.00367158,0.00666187,0.0198567,0.0030265,0,0,0,0,0,0,0,0,0.0196327
28,0.0107789,0.0940794,0.0112558,0.0403019,0.00896349,0,0,0.0242009,0,0.024795,0.0139484,0.0374518,0.0519546,0.0182004,0.0259903,0.0215643,0.0141679,0.0199442,0.0366598,0.020714,0.0641219,0.024544,0.0433453,0.0184158,0.0167657,0.122119,0.0181843,0.010729,0.00734904,0.0116915,0.0194545,0.00392999,0.00725105,0.0030451,0,0,0.0253254,0,0.016893,0.0170483,0.0621607,0.00767637,0.0212251,0.0115337,0.0134433,0.0114669,0.00916736,0.0514063,0.0106492,0.0106094,0.0125439,0.0106569,0.0102071,0.0112865,0.013932,0.0158542,0.00346763,0.00629422,0.0197905,0.0026082,0,0,0,0,0,0,0,0,0.0198489
29,0.010936,0.0933159,0.0110315,0.0393786,0.00869641,0,0,0.0241324,0,0.0248811,0.0139126,0.0373965,0.0508854,0.0180103,0.0243796,0.0214945,0.0142045,0.019076,0.0341464,0.0203808,0.0634971,0.0231213,0.0414735,0.0176213,0.0167092,0.12084,0.0180179,0.0108365,0.00724837,0.0103155,0.0196371,0.00426658,0.00682672,0.00300052,0,0,0.0239958,0,0.0168039,0.0163826,0.061855,0.00822109,0.021381,0.0117404,0.0127686,0.0112202,0.00908612,0.0511635,0.0110639,0.0106801,0.0129965,0.0104059,0.0104688,0.0119948,0.0120217,0.0151777,0.0032878,0.00590644,0.0196867,0.00244567,0,0,0,0,0,0,0,0,0.0199627
30,0.0111913,0.0919368,0.0109771,0.0384241,0.00862206,0,0,0.0238314,0,0.0249765,0.0138532,0.0372717,0.0496441,0.0178143,0.0227245,0.0214616,0.0142594,0.0180954,0.0313001,0.019962,0.0628216,0.0215105,0.0395041,0.0168757,0.0165974,0.118964,0.0178097,0.0108928,0.00721152,0.00930427,0.0198135,0.0046042,0.00648895,0.0030392,0,0,0.0227549,0,0.0167469,0.0157151,0.0615305,0.00884968,0.021482,0.0119639,0.0121265,0.0109857,0.00886523,0.0509644,0.0113499,0.0108129,0.0133712,0.0101998,0.0107137,0.0125657,0.0106408,0.0145541,0.00299199,0.00557869,0.0195459,0.00247152,0,0,0,0,0,0,0,0,0.0201729
31,0.0135746,0.089925,0.0124268,0.0367512,0.00875038,0,0,0.0201389,0,0.0238096,0.0118199,0.0365537,0.0476819,0.0169523,0.021751,0.023195,0.0138129,0.0179296,0.0287815,0.0202514,0.0630135,0.0197676,0.0373767,0.0161264,0.0162369,0.11635,0.0155307,0.01092,0.00611122,0.0087892,0.0181484,0.00511922,0.00675167,0.00709435,0,0,0.0301501,0,0.0175915,0.0207487,0.0610951,0.00959807,0.0216991,0.0123927,0.0130611,0.0148289,0.00874163,0.0513547,0.0116221,0.0109379,0.0139007,0.00961377,0.0111025,0.0132573,0.0097098,0.0180793,0.00480722,0.00788556,0.021686,0.00534903,0,0,0,0,0,0,0,0,0.022771
32,0.013399,0.0875597,0.0124062,0.0351274,0.00900163,0,0,0.0199747,0,0.0238819,0.0116241,0.0366562,0.0460342,0.016648,0.0202861,0.0233103,0.0136127,0.0176047,0.0259469,0.0197263,0.0623275,0.0181184,0.0350406,0.0152492,0.0159416,0.113053,0.0153697,0.0109129,0.00596309,0.00870992,0.0183932,0.00557792,0.00704149,0.0071704,0,0,0.0291906,0,0.0172983,0.0205092,0.0611623,0.0108001,0.0217831,0.0126619,0.0130223,0.0147346,0.00870059,0.051357,0.0116818,0.0112756,0.0144643,0.00942839,0.011347,0.0141937,0.00976515,0.0180953,0.00484893,0.0077406,0.0216906,0.00558691,0,0,0,0,0,0,0,0,0.0224817
33,0.0131441,0.0846524,0.0123046,0.0332649,0.00922984,0,0,0.0197537,0,0.0239187,0.0113116,0.0371045,0.0436508,0.0164882,0.019197,0.0233615,0.0134357,0.0171854,0.0232299,0.0192612,0.0616519,0.0164971,0.0325789,0.0142945,0.0154632,0.108996,0.0149894,0.0109074,0.00577858,0.00938882,0.018647,0.00591185,0.00713565,0.00700265,0,0,0.0278615,0,0.0171351,0.0199361,0.0610842,0.0117325,0.0218989,0.0128939,0.0128628,0.0145748,0.0086919,0.0513528,0.0117475,0.0115885,0.0149466,0.00922875,0.0115836,0.0149602,0.0107057,0.0179129,0.00480696,0.00759019,0.0216645,0.00551976,0,0,0,0,0,0,0,0,0.022057
34,0.0128536,0.0813011,0.01222,0.0311436,0.00948165,0,0,0.0195383,0,0.0239647,0.011092,0.0376862,0.0409583,0.0164253,0.018859,0.0234352,0.013368,0.0166913,0.0213176,0.0191579,0.060976,0.0150287,0.0301956,0.0134938,0.014917,0.104609,0.0145314,0.0109191,0.00565271,0.0105348,0.0188412,0.00614449,0.00703038,0.00681142,0,0,0.0262997,0,0.0170175,0.0192069,0.06089,0.0123257,0.0219625,0.0130471,0.0126203,0.0143651,0.00866943,0.0513622,0.0116796,0.0117849,0.0152848,0.00911402,0.0119147,0.0153108,0.0122262,0.0175984,0.00468423,0.00749843,0.0216079,0.00534563,0,0,0,0,0,0,0,0,0.0218062
