Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,RFHD
177,0.00202668,0.00250002,0.0126758,0.0145319,0.0118611,0.00923541,0,0,0.0111953,0,0.0244163,0.00544116,0.0515009,0.01216,0.0201026,0.0157391,0.00111258,0.00193147,0.0100717,0.0175938,0.00744745,0.0430906,0.0118824,0.0174304,0.00716093,0.0155737,0.0130271,0.00682759,0.0104251,0.0017086,0.02378,0.0189089,0.0180404,0.00440358,0.00239255,0,0,0.0100669,0.017593,0.0035563,0.0672749,0.0382004,0.0321492,0.0112718,0.00575778,0.00604811,0.0136801,0.0552765,0.0128347,0.0220372,0.0204745,0.0258366,0.0178258,0.0281209,0.0182011,0.00989174,0.0082259,0.00370494,0.00236143,0.00207921,0,0,0,0,0,0,0,0,0,0,0
178,0.0022896,0.00232136,0.0114717,0.0147986,0.0114574,0.00908541,0,0,0.0112736,0,0.0241682,0.00556044,0.0513506,0.0114507,0.019475,0.0163958,0.00113509,0.00200216,0.00996719,0.0172528,0.00746508,0.0436675,0.0116361,0.0166977,0.00659527,0.0160757,0.0112559,0.00619781,0.0103567,0.00167474,0.0222898,0.0192417,0.0161107,0.00511372,0.00231902,0,0,0.00922719,0.01764,0.00350001,0.0671338,0.0388617,0.032372,0.0102858,0.00599308,0.00622793,0.0147131,0.0556409,0.0115522,0.022594,0.0199897,0.0259414,0.016993,0.0266319,0.0106403,0.0101576,0.00718765,0.00353902,0.00255663,0.00144477,0,0,0,0,0,0,0,0,0,0,0
179,0.00262155,0.00226601,0.0107219,0.0149346,0.0111326,0.00893682,0,0,0.0114223,0,0.023925,0.00572473,0.051023,0.0108314,0.0189455,0.0163211,0.00118004,0.00228361,0.0095995,0.0168176,0.00744057,0.0444043,0.0107829,0.0152245,0.00597458,0.0165328,0.00972421,0.00591716,0.0103078,0.00175404,0.0234222,0.0195619,0.0148614,0.00582882,0.00273419,0,0,0.00850433,0.017715,0.00351025,0.0673531,0.0389605,0.0326139,0.00986498,0.00632333,0.00637902,0.015896,0.0558459,0.0107457,0.0238458,0.0195127,0.0257526,0.0161959,0.0254414,0.00908063,0.0102082,0.00598566,0.0031233,0.00287252,0.00203524,0,0,0,0,0,0,0,0,0,0,0
180,0.00291851,0.00234719,0.0102081,0.0149408,0.0109484,0.00884375,0,0,0.0116591,0,0.0236949,0.00601534,0.0506178,0.0105702,0.0185246,0.015471,0.00126823,0.00247459,0.0092084,0.0163564,0.00733595,0.0451413,0.00966395,0.0134343,0.00516986,0.0168221,0.00874389,0.00588557,0.0102561,0.0018646,0.0232285,0.0198277,0.0151392,0.00659517,0.00319293,0,0,0.00758884,0.0178049,0.0033733,0.0679387,0.0406973,0.0329026,0.00968684,0.0067562,0.00642306,0.0174386,0.0557568,0.0103975,0.0258817,0.0196608,0.0256736,0.0160915,0.0253131,0.0107803,0.00981731,0.00465219,0.00245147,0.00321043,0.00264847,0,0,0,0,0,0,0,0,0,0,0
181,0.00317823,0.00244418,0.0100562,0.0149447,0.010978,0.00884078,0,0,0.0118999,0,0.0234397,0.00630393,0.0502303,0.0106724,0.0182842,0.0141904,0.00131091,0.00248283,0.00900257,0.0155804,0.0072233,0.0457032,0.00859367,0.0119062,0.00438336,0.0168917,0.0084851,0.00610074,0.0101564,0.00204667,0.0219909,0.0200221,0.0163079,0.00738359,0.00349335,0,0,0.00640945,0.0179071,0.00302238,0.0686514,0.0422345,0.0332824,0.00977695,0.00716783,0.0062477,0.0192853,0.0555316,0.0104143,0.0284804,0.020517,0.0258561,0.0167584,0.0263396,0.0120944,0.00900224,0.00330765,0.001636,0.00337295,0.00276991,0,0,0,0,0,0,0,0,0,0,0
182,0.00360599,0.0024157,0.0100667,0.015488,0.0112558,0.0087426,0,0,0.00773937,0,0.0234499,0.00330058,0.0499716,0.01097,0.0182948,0.0130211,0.00130808,0.00304472,0.0088368,0.0145542,0.00699492,0.0460559,0.00780081,0.010958,0.00386117,0.0167685,0.00890637,0.00550092,0.00984986,0.00125833,0.0205472,0.0201588,0.0172429,0.00809781,0.00388022,0,0,0.00388879,0.0177736,0.0018135,0.0693724,0.0421306,0.0337976,0.0100689,0.00774509,0.00555921,0.0211555,0.0552348,0.0105885,0.0310268,0.0220247,0.0261928,0.0177064,0.028102,0.0123498,0.00677057,0.00161024,0.0014614,0.00331408,0.00257779,0,0,0,0,0,0,0,0,0,0,0
183,0.00367209,0.00239889,0.0104875,0.0154052,0.0117136,0.00836055,0,0,0.00874679,0,0.0231274,0.00398729,0.0498541,0.0112717,0.0187422,0.0120453,0.00103474,0.0027595,0.0084113,0.0134542,0.0065542,0.0462956,0.00749091,0.01067,0.00366151,0.0164899,0.00938048,0.00544686,0.00974729,0.00139201,0.0174439,0.0203583,0.0184814,0.00846266,0.00381799,0,0,0.00319183,0.0181283,0.00175747,0.0699566,0.04273,0.0343495,0.0105468,0.00839417,0.00494387,0.0229005,0.0549741,0.0109283,0.0334121,0.0241496,0.0269089,0.0190543,0.0304525,0.0141196,0.00603244,0.0010414,0.000431096,0.00330146,0.00211498,0,0,0,0,0,0,0,0,0,0,0
184,0.00369307,0.00223947,0.0110414,0.0151839,0.0122867,0.00790149,0,0,0.00903671,0,0.0227943,0.00410297,0.0499141,0.0115695,0.0193974,0.0113041,0.000684763,0.00253224,0.00782075,0.0125283,0.00585359,0.0464006,0.00768113,0.011167,0.00374871,0.0160841,0.0100962,0.00541871,0.00965444,0.00115471,0.0146327,0.020563,0.0197359,0.00894715,0.00377947,0,0,0.0019068,0.0183167,0.00152774,0.070109,0.0431651,0.0345368,0.0110014,0.00884718,0.00414456,0.0242497,0.054828,0.0111239,0.0351232,0.026416,0.0275867,0.0204536,0.0331596,0.0162602,0.00447602,0.00167847,0.000503222,0.00303983,0.00214794,0,0,0,0,0,0,0,0,0,0,0
185,0.0037132,0.00208331,0.0116833,0.0150602,0.0128036,0.00735021,0,0,0.00873274,0,0.0225796,0.00374406,0.0500721,0.0118843,0.0198269,0.0108074,0.000448738,0.00233432,0.00744096,0.0119364,0.00498435,0.0463642,0.00815568,0.0121001,0.00402773,0.0157329,0.011068,0.00524874,0.00954077,0.000967353,0.0127543,0.0208289,0.0213309,0.00944286,0.00379367,0,0,0.00195355,0.0185006,0.0017017,0.0701045,0.0439636,0.0343985,0.0112485,0.00912914,0.00340938,0.0249971,0.0546947,0.0110938,0.036153,0.0284426,0.0281141,0.0216634,0.0358753,0.0186378,0.0028114,0.00309058,0.00111777,0.00279475,0.00259404,0,0,0,0,0,0,0,0,0,0,0
186,0.00387587,0.00186046,0.0124297,0.0151688,0.0129622,0.00701664,0,0,0.00815312,0,0.0224413,0.00333058,0.049986,0.0122748,0.0203732,0.010689,0.000448806,0.0020202,0.00750956,0.0120302,0.00409074,0.0464345,0.00865289,0.0129647,0.00436208,0.01559,0.0125081,0.00486738,0.00942964,0.00100782,0.0206701,0.02112,0.0127215,0.00894346,0.00393349,0,0,0.00357241,0.018726,0.00239954,0.0686224,0.0329312,0.0332993,0.0130765,0.00880872,0.00312044,0.0254024,0.0553277,0.0125034,0.0360804,0.0277989,0.0274742,0.0184524,0.0337399,0.026611,0.00236115,0.00443836,0.00185956,0.00256244,0.00341274,0,0,0,0,0,0,0,0,0,0,0
187,0,0.00230244,0.0125946,0.0157493,0.0128435,0.00613454,0,0,0.00576997,0,0.0221711,0.0023086,0.0505379,0.0119107,0.0206544,0.0100585,0.000632262,0.00132905,0.00743433,0.0116621,0.00295993,0.0460021,0.00841477,0.0127777,0.0046836,0.0160005,0.0129546,0.00330189,0.00921898,0.000410709,0.0116815,0.0210873,0.0240527,0.0098514,0.00522538,0,0,0.00550954,0.0189106,0.00230163,0.0700849,0.0461271,0.0336225,0.0114872,0.00898128,0.00288647,0.0251423,0.0540511,0.0106652,0.0364997,0.0317687,0.0287471,0.0236984,0.0405601,0.024047,0.00265093,0.00576868,0.00192057,0.00251405,0.00435651,0,0,0,0,0,0,0,0,0,0,0
188,0.00389825,0.0015644,0.0130195,0.0154105,0.0124471,0.00582929,0,0,0.00539128,0,0.022186,0.0018341,0.0499079,0.0119752,0.0212974,0.0096832,0.000955845,0.00187045,0.00786743,0.0121169,0.00225102,0.0462683,0.00822121,0.0125235,0.00488262,0.0164335,0.0141775,0.00404744,0.009115,0.000746808,0.026366,0.0217007,0.00892826,0.00814746,0.00385779,0,0,0.00765815,0.0191641,0.00373013,0.0673016,0.0278073,0.0320416,0.0139591,0.0086245,0.00358364,0.0243165,0.0549609,0.0125271,0.0349897,0.0290036,0.0272432,0.0173861,0.0349522,0.0347029,0.00530128,0.00650246,0.00287868,0.00229554,0.0034932,0,0,0,0,0,0,0,0,0,0,0
189,0.00462656,0.00149429,0.0131177,0.0154058,0.0122632,0.00530013,0,0,0.00426968,0,0.0221047,0.00103566,0.0501021,0.0113687,0.0214265,0.00826212,0.00108229,0.0021348,0.00795447,0.0115111,0.00179805,0.045801,0.00749052,0.0115588,0.00504122,0.0170955,0.014047,0.00430121,0.00898671,0.000639173,0.0139559,0.0218516,0.0258888,0.00884433,0.00344204,0,0,0.00965885,0.0193651,0.00418606,0.068775,0.0492936,0.0327511,0.0112993,0.00909018,0.00412786,0.0231124,0.0532844,0.00944973,0.0347673,0.0338776,0.0288793,0.0246879,0.0436142,0.0302761,0.00727359,0.00713265,0.003037,0.00204447,0.00311299,0,0,0,0,0,0,0,0,0,0,0
190,0,0.00186979,0.0144418,0.0159768,0.0120696,0.00499704,0,0,0.00359216,0,0.0219174,0.00176392,0.0495076,0.0115817,0.0224981,0.00758443,0.00250879,0.00243915,0.00849977,0.0120947,0.00187374,0.0455701,0.00744163,0.0115567,0.00515494,0.0172234,0.016031,0.00541002,0.00882091,0.000612652,0.0297534,0.0218434,0.00905412,0.00702459,0.00544742,0,0,0.0117356,0.01922,0.00474025,0.0669533,0.0290253,0.0312406,0.0136936,0.00826018,0.0029928,0.0214279,0.0539932,0.0112916,0.0319609,0.0301274,0.0268917,0.0169549,0.0364947,0.0410989,0.00872707,0.00849161,0.00262497,0.00190935,0.00427243,0,0,0,0,0,0,0,0,0,0,0
191,0.00342047,0.00113973,0.0150085,0.0154916,0.0121214,0.00480764,0,0,0.00442349,0,0.0220214,0.00127491,0.0491889,0.0118263,0.0226133,0.00625102,0.00265747,0.00295916,0.00846891,0.0115119,0.00189254,0.0455306,0.00760172,0.011601,0.00559957,0.0174665,0.017294,0.00600751,0.00889436,0.000479996,0.0307639,0.0221987,0.0109358,0.00679855,0.0037781,0,0,0.0127391,0.0193323,0.00517078,0.0668401,0.0324024,0.0308002,0.0130672,0.00886682,0.00461489,0.0195639,0.0535565,0.010464,0.0299346,0.0307873,0.026684,0.0173193,0.0376348,0.0439328,0.0106183,0.00846093,0.00318006,0.00167977,0.00336463,0,0,0,0,0,0,0,0,0,0,0
192,0.00288012,0.00105414,0.0154851,0.0153139,0.012559,0.00437236,0,0,0.00414285,0,0.0220045,0.00117124,0.0493795,0.0119214,0.0226881,0.00451408,0.00260673,0.00304333,0.00805239,0.010082,0.00245939,0.0451805,0.00757149,0.011429,0.0058916,0.017595,0.0177417,0.00591625,0.00891462,0.000596276,0.0220358,0.0221303,0.0256996,0.00729064,0.00341634,0,0,0.0126623,0.0196229,0.00496245,0.0684975,0.051841,0.0311912,0.0108188,0.00963102,0.00485968,0.0179219,0.0520738,0.00771047,0.0287824,0.0348796,0.028172,0.0241383,0.044936,0.041639,0.0109419,0.00833589,0.00316168,0.00163073,0.00308922,0,0,0,0,0,0,0,0,0,0,0
193,0.00305024,0.000957656,0.0169655,0.015209,0.0128209,0.00415607,0,0,0.00406761,0,0.0220137,0.00133835,0.0490425,0.0125816,0.0233197,0.00372564,0.00288484,0.00296632,0.00782697,0.00947704,0.00262075,0.0451332,0.00797534,0.0118838,0.0062309,0.0175326,0.0198285,0.00608881,0.00894345,0.000724534,0.031248,0.0221352,0.0166827,0.00617794,0.00340068,0,0,0.0121698,0.0196179,0.00475446,0.0677617,0.0413885,0.0300503,0.0121136,0.00986506,0.00492879,0.015922,0.0521489,0.00837586,0.0256816,0.0321775,0.0266065,0.0190722,0.0404979,0.0483904,0.0108493,0.00825753,0.00312812,0.00169478,0.00251142,0,0,0,0,0,0,0,0,0,0,0
194,0.00252464,0.000938979,0.0181059,0.0151338,0.0130476,0.00371946,0,0,0.00432278,0,0.0220615,0.00151068,0.0489582,0.0132158,0.0238038,0.00285249,0.00304844,0.00282199,0.00755121,0.00839778,0.00325371,0.0449141,0.00817775,0.0120551,0.00643659,0.0175475,0.02135,0.00630328,0.00898695,0.000777972,0.0310593,0.0220485,0.0199969,0.00579185,0.00326254,0,0,0.0112496,0.019548,0.00432951,0.0678326,0.0461697,0.0298589,0.0118776,0.0104377,0.00472166,0.0143861,0.0513731,0.00753321,0.0235568,0.0329409,0.0265839,0.0204649,0.0422298,0.0499661,0.0102706,0.0080453,0.00282696,0.00162877,0.00221962,0,0,0,0,0,0,0,0,0,0,0
195,0.00285131,0.000932182,0.0201901,0.0150978,0.0132825,0.00434767,0,0,0.00471159,0,0.0220846,0.00180042,0.0481595,0.0140134,0.0248896,0.00278643,0.00369526,0.00271399,0.00743785,0.00807066,0.00374381,0.0450841,0.00873924,0.0126972,0.00679371,0.0174688,0.0242843,0.00646418,0.00907301,0.00076713,0.0447822,0.0219565,0.00394147,0.00382569,0.00330883,0,0,0.00967135,0.01937,0.00370333,0.0655897,0.0224724,0.0278737,0.0149625,0.0102912,0.004519,0.0124619,0.0529383,0.0109083,0.0196955,0.0281518,0.0257937,0.0127739,0.0331215,0.0575071,0.0090161,0.00795204,0.00270858,0.00180095,0.00218641,0,0,0,0,0,0,0,0,0,0,0
196,0.00319179,0.00104986,0.0219279,0.0150256,0.0136022,0.00488865,0,0,0.00510832,0,0.0220992,0.001998,0.0478241,0.014253,0.0253359,0.0026742,0.00429369,0.00273568,0.00699245,0.0072646,0.00448282,0.0450731,0.00904254,0.0129847,0.00705563,0.0174556,0.0265889,0.00662944,0.00917895,0.000791981,0.0472192,0.0217266,0.0056842,0.00300117,0.00330229,0,0,0.00825246,0.0191417,0.00319585,0.0650491,0.0190709,0.0265439,0.0160369,0.0101383,0.00427444,0.0111473,0.053289,0.0119413,0.0174948,0.0275064,0.0258104,0.0121144,0.0315465,0.0590833,0.00779764,0.00777111,0.00241888,0.00205013,0.00192577,0,0,0,0,0,0,0,0,0,0,0
197,0.0023993,0.00131019,0.0236959,0.0150156,0.0139822,0.00565134,0,0,0.00646684,0,0.0220953,0.00269356,0.0475035,0.0145183,0.0257983,0.00291722,0.00504745,0.00317268,0.0064137,0.00634675,0.00534786,0.0450699,0.00932924,0.0131953,0.00730423,0.0174803,0.028759,0.00763834,0.00925232,0.000849335,0.0479312,0.0214422,0.0079529,0.00207051,0.00340322,0,0,0.00693197,0.0189302,0.00275691,0.0644523,0.0172805,0.0252641,0.0179445,0.00979508,0.003979,0.0105391,0.053976,0.0137722,0.0161531,0.0273056,0.0256777,0.0116751,0.0303275,0.0592013,0.00660558,0.00757124,0.00216038,0.00238678,0.00172695,0,0,0,0,0,0,0,0,0,0,0
198,0.00246248,0.00162556,0.0255344,0.0150481,0.0142131,0.00651886,0,0,0.00686992,0,0.0220929,0.00288944,0.0471365,0.0143934,0.0263065,0.00359953,0.00541885,0.00370679,0.00585486,0.00568511,0.00629332,0.0450357,0.0096397,0.0134056,0.00753978,0.0175531,0.0314244,0.00789654,0.00929656,0.000940438,0.0449682,0.021188,0.0115917,0.00225634,0.00349069,0,0,0.00523925,0.0188131,0.00221586,0.0625691,0.016532,0.0237826,0.0258575,0.00953309,0.00379333,0.0133709,0.0580367,0.0215824,0.017995,0.0284402,0.0252366,0.0115907,0.0294902,0.0541191,0.00493396,0.0068047,0.00210259,0.00264033,0.0019082,0,0,0,0,0,0,0,0,0,0,0
199,0.00279764,0.00188483,0.0266765,0.0150245,0.0144671,0.00682763,0,0,0.00709794,0,0.0221638,0.0029686,0.0464603,0.0143424,0.0267953,0.00465939,0.00583921,0.00391884,0.00518309,0.00453857,0.00751051,0.0447871,0.00971314,0.0131979,0.00765594,0.0176569,0.0328786,0.00787603,0.00936787,0.000951867,0.043973,0.0208908,0.0118403,0.00232266,0.0031495,0,0,0.00422541,0.0187284,0.00204077,0.0625102,0.0159933,0.0234204,0.0257678,0.00984776,0.00360061,0.0123522,0.0580784,0.0215672,0.0161339,0.0275346,0.0255601,0.0116415,0.0282099,0.0524592,0.00334779,0.0061019,0.00208454,0.00266596,0.00176048,0,0,0,0,0,0,0,0,0,0,0
200,0.00173503,0.00188662,0.0281061,0.0149405,0.0148757,0.00699292,0,0,0.00739177,0,0.0222523,0.00306226,0.0458128,0.0143527,0.0273236,0.00591845,0.00613941,0.00402322,0.00456727,0.00352824,0.00859321,0.0445461,0.0097727,0.0129828,0.00776125,0.0177882,0.0344401,0.00799609,0.00945058,0.00110565,0.0422038,0.0205954,0.0115592,0.00267285,0.00289641,0,0,0.00383481,0.01866,0.00237348,0.0624956,0.0150216,0.0231567,0.0251684,0.0101958,0.00325024,0.0113947,0.0579262,0.0211591,0.0144271,0.0264871,0.0258517,0.011719,0.0268323,0.0501472,0.00202244,0.00554034,0.00199677,0.00249874,0.00176155,0,0,0,0,0,0,0,0,0,0,0
201,0.00110776,0.00197382,0.0300874,0.0147975,0.0153497,0.00739268,0,0,0.0079918,0,0.0223404,0.00322891,0.0465811,0.0144775,0.0281345,0.00675451,0.00637677,0.00410474,0.00450095,0.0034671,0.00916158,0.0444644,0.00999381,0.0131543,0.00806864,0.0179806,0.0370523,0.0079654,0.00952194,0.00134801,0.0394051,0.0202785,0.0106897,0.00318674,0.00265521,0,0,0.00434493,0.0186189,0.00297388,0.062669,0.0137061,0.0227559,0.0238719,0.0105126,0.00295069,0.0103117,0.0574938,0.0203493,0.0127321,0.0251916,0.0260499,0.011606,0.0251504,0.0469388,0.00195037,0.0051132,0.00185363,0.00235093,0.001818,0,0,0,0,0,0,0,0,0,0,0
202,0.000701219,0.00220815,0.0311714,0.0147296,0.0157988,0.00788615,0,0,0.00862363,0,0.0223943,0.00328161,0.0468699,0.0143666,0.0283666,0.00806115,0.00676915,0.00443255,0.00395166,0.00247568,0.0101052,0.0444006,0.0100355,0.0128923,0.00822562,0.0182354,0.038531,0.00803236,0.00956336,0.00135578,0.0356786,0.0199859,0.00917362,0.00377303,0.00258179,0,0,0.0051966,0.0185975,0.00354269,0.0628723,0.0122855,0.0225005,0.0219968,0.0107437,0.00290563,0.00945096,0.0569307,0.0191077,0.0113344,0.0233939,0.0259945,0.0113486,0.0232913,0.0429298,0.00244069,0.00478889,0.00188425,0.00239238,0.00215713,0,0,0,0,0,0,0,0,0,0,0
203,0.000697642,0.00246539,0.0322556,0.0146725,0.0162662,0.00804119,0,0,0.00912114,0,0.0224482,0.00335157,0.0462053,0.0140909,0.0284071,0.00956232,0.00706254,0.0047357,0.00344954,0.0010507,0.0113408,0.0442339,0.00999225,0.0124678,0.0082121,0.0184096,0.0398129,0.00823892,0.00959591,0.00123743,0.0309743,0.0197261,0.00736338,0.00413876,0.00275444,0,0,0.0061169,0.018613,0.00393201,0.0629857,0.011309,0.0225076,0.0197585,0.010957,0.00298842,0.00867781,0.0561747,0.0175819,0.0101374,0.0212641,0.0257485,0.0109619,0.0214616,0.0383163,0.00303814,0.00447065,0.00206559,0.00247659,0.00261807,0,0,0,0,0,0,0,0,0,0,0
204,0,0.00165875,0.0333677,0.0149007,0.0168167,0.00788364,0,0,0.0100178,0,0.0224084,0.00351349,0.0458395,0.0136161,0.0286541,0.0109742,0.00745782,0.00490192,0.00342146,0.000568183,0.0127108,0.0439198,0.00984363,0.0119636,0.00794644,0.0183861,0.0409388,0.0086606,0.00952665,0.00110644,0.0254337,0.0193621,0.00559804,0.00421815,0.00257729,0,0,0.00833599,0.0187909,0.00514872,0.0633359,0.0112807,0.0226337,0.0175505,0.0107613,0.00335651,0.00779371,0.0551726,0.0158667,0.00901603,0.0191679,0.0255815,0.0104284,0.019584,0.0329953,0.00445364,0.00442476,0.00244726,0.0022366,0.00202158,0,0,0,0,0,0,0,0,0,0,0
205,0.0028053,0.00255387,0.0332565,0.0145567,0.0173338,0.00783628,0,0,0.00999646,0,0.0225113,0.00389413,0.0454465,0.0135449,0.0285097,0.0125901,0.00734192,0.0048027,0.00393004,0.00265152,0.0142197,0.0439105,0.00999606,0.0114935,0.00781898,0.0184696,0.040508,0.00855619,0.00967097,0.00111232,0.019541,0.0189701,0.0049082,0.00408652,0.00281266,0,0,0.00809698,0.0190133,0.00459705,0.0634061,0.0128813,0.0228334,0.0150835,0.0112375,0.00329978,0.00683604,0.0543343,0.0138994,0.00798621,0.0172023,0.0250805,0.010104,0.0177874,0.0268547,0.0040113,0.00417517,0.00205869,0.0023436,0.0028566,0,0,0,0,0,0,0,0,0,0,0
206,0.0031538,0.00257825,0.0348174,0.0144104,0.0178296,0.00770992,0,0,0.0102142,0,0.0225305,0.00412329,0.045959,0.0133642,0.0285016,0.0133553,0.00730224,0.00484826,0.00433116,0.00334169,0.0147144,0.0436246,0.00984252,0.0112464,0.00761665,0.0184053,0.0422348,0.00867554,0.00968066,0.00121274,0.0136515,0.0191605,0.00665539,0.00341412,0.00297061,0,0,0.00941887,0.0189929,0.00520537,0.0637375,0.0156771,0.0230812,0.0124593,0.0115428,0.00361232,0.00561254,0.0533315,0.0119812,0.00701512,0.0154572,0.0247268,0.0100993,0.0163481,0.0206953,0.00467821,0.00399795,0.00259657,0.00221281,0.00324277,0,0,0,0,0,0,0,0,0,0,0
207,0.00280197,0.0026643,0.0356711,0.0143602,0.0181599,0.00740196,0,0,0.0103708,0,0.0225926,0.00441165,0.0464619,0.0130185,0.0283539,0.0141166,0.00710705,0.00519734,0.00494585,0.00424109,0.0151657,0.0430765,0.00957689,0.0107519,0.00732811,0.0182046,0.0431091,0.0092258,0.00969936,0.0013998,0.00874129,0.0189732,0.0105984,0.0021402,0.00350385,0,0,0.0104571,0.0191941,0.00555865,0.0639744,0.0198557,0.0237086,0.00978595,0.0118967,0.00438167,0.0041729,0.0523591,0.00962924,0.00606045,0.0137472,0.0244393,0.0104521,0.0154313,0.01576,0.00498204,0.0038884,0.00263648,0.00212908,0.00380636,0,0,0,0,0,0,0,0,0,0,0
208,0.00404332,0.00392242,0.0346976,0.0146313,0.0181242,0.00711515,0,0,0.0112187,0,0.0227636,0.00504664,0.0468077,0.0125222,0.0281148,0.0150372,0.00713826,0.00710587,0.00611041,0.00597647,0.0157086,0.0421684,0.00909578,0.00977955,0.00669398,0.0180487,0.0416784,0.0104502,0.00957851,0.00174437,0.00796246,0.0187976,0.0161855,0.000929876,0.0055613,0,0,0.0116348,0.0194393,0.00597743,0.0638169,0.0264051,0.0251907,0.00684984,0.0125543,0.0068846,0.00275824,0.051435,0.0066053,0.00535508,0.0123733,0.0240618,0.0116053,0.0156964,0.0143167,0.00468873,0.00397929,0.00263549,0.00284351,0.00545407,0,0,0,0,0,0,0,0,0,0,0
