Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66
37,0.00186675,0.00272949,0.0368912,0.0153477,0.0228227,0.00429961,0,0,0.00999531,0,0.023785,0.00492856,0.0472667,0.0226922,0.0244111,0.00875806,0.00221126,0.00233434,0.0103353,0.00900909,0.012265,0.0504069,0.00891224,0.0111093,0.00954683,0.0172879,0.0384337,0.00667419,0.0102427,0.0019788,0.0280986,0.0203562,0.00270199,0.00235434,0.00448426,0,0,0.0128949,0,0.0186906,0.00506199,0.0641811,0.0195632,0.0233419,0.0122953,0.0100611,0.00444302,0.00932548,0.0459135,0.00998586,0.0163493,0.016063,0.0128042,0.00934741,0.0202077,0.0381197,0.00768153,0.000356308,0.0010402,0.00279536,0.00451055,0,0,0,0,0,0
38,0.00203491,0.00280303,0.0391258,0.0152861,0.0257347,0.00561334,0,0,0.00955869,0,0.0238743,0.00464647,0.0469584,0.027041,0.0252893,0.0128738,0.00191055,0.00242739,0.0165559,0.0155007,0.0163433,0.0522482,0.0103888,0.0116264,0.0107378,0.0168362,0.0394615,0.00632949,0.0102686,0.00182378,0.0279456,0.0203409,0.00265042,0.0031046,0.00480113,0,0,0.0136535,0,0.0186625,0.00532369,0.0642256,0.0194375,0.0226021,0.0121927,0.00938812,0.00480531,0.00978903,0.0453958,0.0101471,0.0166584,0.0157689,0.01335,0.0089858,0.0198834,0.0381597,0.00814119,0.000696072,0.000821463,0.00302893,0.00468043,0,0,0,0,0,0
39,0.00232866,0.00290909,0.0447218,0.0152462,0.0310939,0.00634419,0,0,0.00927903,0,0.0239129,0.0044869,0.0467428,0.0312635,0.0259576,0.0150218,0.00170835,0.00251055,0.0214136,0.0203042,0.0199025,0.0541301,0.0135254,0.0141374,0.0144657,0.0143663,0.0456522,0.00614489,0.0102541,0.00172788,0.0281506,0.0203529,0.00306998,0.00375504,0.00526965,0,0,0.0139838,0,0.0183735,0.00526348,0.0642562,0.0193814,0.0219974,0.0119839,0.00899831,0.00518639,0.0102666,0.0449654,0.0101761,0.0169367,0.0155223,0.0139397,0.00857809,0.0195676,0.0384061,0.00852776,0.00102503,0.000528837,0.00314777,0.00493579,0,0,0,0,0,0
40,0.00230788,0.00293678,0.0527422,0.0151991,0.0380075,0.00689917,0,0,0.00822684,0,0.0239726,0.00391567,0.0464888,0.0385614,0.0266091,0.0172228,0.00170632,0.00260972,0.0252913,0.0241324,0.0224882,0.0555125,0.0156109,0.0167917,0.0189278,0.0137654,0.0522166,0.00533028,0.0102589,0.00149892,0.0281412,0.0201558,0.00286063,0.00424851,0.0055572,0,0,0.0160201,0,0.0185968,0.00635898,0.0642051,0.019909,0.0214298,0.0115428,0.00858451,0.00594605,0.0105492,0.0447048,0.00986629,0.017185,0.0152759,0.0145929,0.00834918,0.0194457,0.0386897,0.0099594,0.001824,0.00068329,0.00356426,0.00499122,0,0,0,0,0,0
41,0.00249289,0.00304489,0.0587986,0.015112,0.0435262,0.00674585,0,0,0.00792695,0,0.0240266,0.00369358,0.0463208,0.0456684,0.026648,0.0187863,0.00162606,0.00261683,0.0275027,0.0261268,0.0240621,0.0563416,0.0162429,0.0183315,0.0217957,0.0141355,0.0584963,0.0051715,0.0102851,0.00136476,0.0280427,0.0200348,0.00301611,0.00460018,0.0058826,0,0,0.0167053,0,0.0183966,0.0065427,0.0642773,0.020255,0.0210344,0.0111602,0.00845369,0.00637641,0.0108787,0.0445318,0.00979541,0.0173595,0.0151158,0.0148118,0.00803691,0.0194479,0.0389295,0.0103582,0.00223464,0.00065127,0.00380552,0.00518016,0,0,0,0,0,0
42,0.00262211,0.00313921,0.0616146,0.0149813,0.0461689,0.0060713,0,0,0.00769132,0,0.0242228,0.00355353,0.0464027,0.0501191,0.0262725,0.019724,0.00150465,0.00261491,0.0280425,0.0268579,0.0248291,0.0563654,0.0158848,0.018525,0.0226849,0.0144855,0.0616398,0.00505357,0.0103568,0.00123492,0.0277353,0.019933,0.00330335,0.00491054,0.0060384,0,0,0.0171014,0,0.018201,0.00655047,0.0643102,0.0206347,0.0207447,0.0107242,0.0084785,0.00662435,0.0110754,0.0445055,0.00967973,0.0173408,0.0148627,0.0149932,0.00786242,0.0194694,0.0388787,0.0106187,0.00271897,0.000586342,0.00398505,0.00530457,0,0,0,0,0,0
43,0.00270912,0.00319822,0.0606272,0.0148007,0.045675,0.00521518,0,0,0.0075087,0,0.0243815,0.00336973,0.0467372,0.0511609,0.0257329,0.0201997,0.00154017,0.00273307,0.0274378,0.0267504,0.0247592,0.0555982,0.0150638,0.0175255,0.0219934,0.0147305,0.061039,0.00499163,0.0103399,0.00106954,0.0272777,0.0198719,0.00401909,0.00512662,0.00608759,0,0,0.0170543,0,0.0180022,0.00625965,0.0642558,0.0209429,0.0205218,0.0102324,0.00859427,0.006641,0.0111042,0.0445879,0.0094679,0.0170588,0.014637,0.0152126,0.00770636,0.019363,0.0388248,0.0105296,0.00326911,0.000747401,0.00406978,0.00539799,0,0,0,0,0,0
44,0.00263875,0.00330827,0.0567601,0.01454,0.0423807,0.00392178,0,0,0.0101791,0,0.0241389,0.00486832,0.0471981,0.0481367,0.0250597,0.020085,0.00151431,0.00265074,0.0263258,0.0257942,0.0238365,0.0544036,0.0138569,0.0157292,0.0199921,0.0149509,0.057054,0.00719937,0.0102364,0.00112836,0.0269057,0.0197204,0.00445355,0.0052084,0.00578543,0,0,0.0176188,0,0.0180179,0.00649843,0.064121,0.0210165,0.0207325,0.00959629,0.00913776,0.00666628,0.0108826,0.0448132,0.00902211,0.0165669,0.014352,0.0152633,0.00746272,0.0191438,0.0388464,0.0107263,0.00393014,0.00101368,0.00417399,0.0050579,0,0,0,0,0,0
45,0.00270143,0.00333196,0.0505483,0.0145065,0.0374709,0.00282608,0,0,0.0100623,0,0.0240142,0.00484584,0.0477216,0.0429906,0.0243813,0.0193082,0.00150297,0.00265669,0.0252418,0.0242963,0.0219515,0.0531339,0.0124331,0.013574,0.0172788,0.0153957,0.0507614,0.00721847,0.0101083,0.000978177,0.0264221,0.0195123,0.00474849,0.00515619,0.00548732,0,0,0.0177126,0,0.0178685,0.00646005,0.0639893,0.0206597,0.0210761,0.00897244,0.00955195,0.00651304,0.0104858,0.0450754,0.00866409,0.015794,0.0138686,0.0151185,0.00708263,0.0186293,0.0388315,0.0105775,0.00451889,0.00136553,0.00408604,0.00491914,0,0,0,0,0,0
46,0.00274432,0.00329118,0.0432429,0.0144943,0.0319815,0.00186944,0,0,0.00992139,0,0.0240227,0.00478244,0.0481535,0.0367859,0.0237729,0.0178369,0.00151158,0.00260187,0.0240133,0.0225391,0.0194018,0.0519965,0.0108073,0.0114738,0.0143307,0.0163219,0.0433371,0.00721049,0.0100995,0.000875425,0.0259992,0.0193689,0.00484047,0.0050133,0.00517253,0,0,0.0177025,0,0.0177726,0.00642504,0.0638486,0.0199034,0.021501,0.00833187,0.00995188,0.00627877,0.00985752,0.0453763,0.00836011,0.0146797,0.0131127,0.014924,0.00660623,0.0176367,0.0389429,0.0104084,0.0051113,0.00168401,0.00393617,0.00477669,0,0,0,0,0,0
47,0.00264889,0.00318029,0.0368416,0.0145156,0.0272816,0.00114285,0,0,0.00956126,0,0.0240202,0.00461011,0.0482958,0.030047,0.0231598,0.015775,0.00160557,0.00246758,0.0224367,0.0206039,0.0164585,0.0509616,0.00892235,0.0101703,0.0120989,0.0182302,0.0368064,0.00699975,0.010103,0.000765831,0.0257866,0.0193166,0.00479913,0.00477378,0.00485798,0,0,0.0175934,0,0.0177679,0.0063099,0.0636284,0.0185166,0.0220457,0.0077243,0.0104017,0.00595353,0.00898747,0.0456987,0.00811616,0.0132042,0.0120861,0.0147211,0.00591986,0.0160257,0.0392119,0.010216,0.0058059,0.0019569,0.00375021,0.00463634,0,0,0,0,0,0
48,0.00238928,0.00297569,0.0340528,0.014579,0.0242097,0.000875655,0,0,0.0091285,0,0.023922,0.00443338,0.0484332,0.0250569,0.022617,0.0126814,0.00180164,0.00222892,0.0200819,0.0176931,0.0137898,0.049954,0.00838709,0.0106429,0.0114148,0.0184891,0.0353037,0.00665427,0.0100835,0.000811308,0.0259403,0.0192752,0.0048316,0.00450534,0.00452253,0,0,0.0172025,0,0.0177781,0.00604703,0.063424,0.0163887,0.0225276,0.00738924,0.0107731,0.00543227,0.00796767,0.046025,0.00806344,0.0114283,0.0108313,0.0145864,0.00488228,0.0136513,0.0396161,0.00981796,0.00628315,0.00215939,0.003477,0.0044794,0,0,0,0,0,0
49,0.00194642,0.00268584,0.0324894,0.0146615,0.0209547,0.00101116,0,0,0.00883881,0,0.0237654,0.00434696,0.0483355,0.0214695,0.0220995,0.00984813,0.00206731,0.00203497,0.0175479,0.0146236,0.0115946,0.0490279,0.00786875,0.0110801,0.0107449,0.0183263,0.0344569,0.00636984,0.01001,0.000903822,0.026166,0.0192129,0.00463638,0.00414706,0.00409217,0,0,0.0166452,0,0.0177872,0.00577723,0.06361,0.0135319,0.0230149,0.00706289,0.0109074,0.00474767,0.00675009,0.0464278,0.00796037,0.00929087,0.00903044,0.0146241,0.00357462,0.0107431,0.0396228,0.00936207,0.00657012,0.00233688,0.00311628,0.00423625,0,0,0,0,0,0
50,0.00146479,0.00234811,0.0308442,0.0147489,0.0183567,0.00174741,0,0,0.00804872,0,0.0237489,0.00391907,0.0479524,0.019547,0.021612,0.00823636,0.00217278,0.0019343,0.0149552,0.0122487,0.0105476,0.0481985,0.00744013,0.0112927,0.00997408,0.017724,0.0335135,0.00562983,0.00994078,0.00087935,0.0267841,0.0191073,0.00492537,0.00397037,0.00348695,0,0,0.0158703,0,0.0177756,0.00546733,0.064085,0.00893144,0.0235508,0.007159,0.010752,0.00403169,0.00570033,0.0470462,0.00835229,0.00736593,0.00633143,0.0152787,0.00174452,0.00649415,0.0397508,0.00885248,0.00684929,0.0025239,0.00264555,0.00396086,0,0,0,0,0,0
51,0.00104568,0.00203616,0.0292629,0.0144788,0.0163409,0.00258392,0,0,0.0102049,0,0.023746,0.00528794,0.0475508,0.0191087,0.0212443,0.00722771,0.00209374,0.00231139,0.01271,0.0109537,0.011031,0.0473945,0.00824165,0.0120225,0.0093564,0.0160372,0.0318741,0.00717488,0.00999243,0.00119864,0.02778,0.0189942,0.0073061,0.00387405,0.00273101,0,0,0.0145479,0,0.0177699,0.00489956,0.0645246,0.00606035,0.0241269,0.00774097,0.0103359,0.00339104,0.00537024,0.047688,0.00924321,0.00699861,0.00292527,0.0167105,0.0031044,0.0013023,0.0400321,0.00792239,0.00702914,0.00278593,0.00227758,0.00371614,0,0,0,0,0,0
52,0.000945645,0.00172572,0.0274309,0.0143322,0.0150296,0.00355993,0,0,0.0103051,0,0.0238378,0.00535845,0.0474696,0.019548,0.0211536,0.00597726,0.00178182,0.00255035,0.0114381,0.0107146,0.012283,0.0469815,0.0102714,0.0142162,0.00962571,0.0138125,0.02977,0.00723418,0.00993511,0.00126314,0.0287452,0.0188126,0.0108847,0.00394717,0.00219199,0,0,0.0130901,0,0.0177576,0.00442827,0.0649091,0.0112834,0.0247692,0.00788097,0.00997843,0.00326915,0.005652,0.0482338,0.00977952,0.00838534,0.00437894,0.0182407,0.00667739,0.00749679,0.0395898,0.00680646,0.0071242,0.00305151,0.00199362,0.00363852,0,0,0,0,0,0
53,0.00090898,0.00135576,0.0251759,0.0142366,0.0147041,0.00456095,0,0,0.010156,0,0.02386,0.00539472,0.0480834,0.0195741,0.0214202,0.00544666,0.00157207,0.00270419,0.00996582,0.010067,0.0124538,0.0471048,0.0120494,0.0168156,0.0100537,0.0122854,0.0270337,0.00712292,0.00989811,0.00138719,0.0301163,0.0186471,0.0145461,0.00373484,0.00213201,0,0,0.0117348,0,0.0177873,0.00417076,0.0651201,0.0181203,0.0255218,0.00780909,0.00969198,0.00363817,0.00645287,0.0488379,0.0101156,0.0105187,0.00918187,0.0195726,0.00993434,0.014766,0.0396594,0.0055808,0.00715583,0.00332802,0.00162628,0.00347203,0,0,0,0,0,0
54,0.000773818,0.00101307,0.0221101,0.0142663,0.0139703,0.00461207,0,0,0.00963693,0,0.023827,0.00532731,0.0490454,0.0185656,0.0217995,0.00662414,0.00163544,0.00274128,0.00682789,0.00903697,0.0109037,0.0471183,0.0127227,0.0180577,0.00961715,0.0118451,0.0233769,0.00658794,0.00988339,0.00145978,0.0313268,0.0185795,0.0174549,0.00305436,0.00257135,0,0,0.0106298,0,0.0178693,0.00408103,0.0652501,0.0233048,0.0262948,0.00743406,0.00937745,0.00411635,0.00714242,0.0495579,0.010087,0.0122757,0.0135219,0.0205702,0.0124312,0.0209108,0.0402376,0.00446116,0.00721007,0.00352967,0.00142445,0.00334665,0,0,0,0,0,0
55,0.000662819,0.000855606,0.0192335,0.0143595,0.012883,0.00394368,0,0,0.00879879,0,0.0237789,0.00515267,0.0496678,0.0171303,0.0219781,0.0081521,0.00190139,0.00265564,0.00465286,0.0103231,0.00859315,0.0463524,0.0124496,0.0178434,0.00844732,0.012137,0.0199576,0.00566442,0.00992335,0.00139878,0.0321562,0.0186144,0.0192737,0.00264039,0.00318423,0,0,0.00966862,0,0.0179939,0.0039017,0.0653257,0.0265196,0.0270401,0.00714853,0.00905279,0.00437453,0.00766805,0.0503431,0.00979509,0.0135482,0.0167844,0.0213556,0.0142547,0.0253118,0.0401633,0.00346912,0.00722485,0.00353066,0.00157515,0.00340805,0,0,0,0,0,0
56,0.00116104,0.0009301,0.0172838,0.0144799,0.0122273,0.00334061,0,0,0.00835226,0,0.0237636,0.00504796,0.0498102,0.0156541,0.0218874,0.00998653,0.002581,0.00247399,0.00638121,0.0131639,0.00664643,0.0452792,0.0118767,0.0171765,0.00731672,0.0128557,0.0171875,0.0048825,0.0100499,0.00129773,0.0328648,0.0187133,0.020162,0.00308829,0.00356654,0,0,0.00862414,0,0.018111,0.00351293,0.0650828,0.0278469,0.0276279,0.00678826,0.00867153,0.00430138,0.00809955,0.0510325,0.00908211,0.0144452,0.0189883,0.0220171,0.0155158,0.0280205,0.0384755,0.00255936,0.00734427,0.00327076,0.00177771,0.00315739,0,0,0,0,0,0
57,0.00138847,0.00115818,0.0154317,0.014708,0.0121178,0.00323116,0,0,0.00833274,0,0.0237873,0.00488499,0.0497593,0.0143166,0.0217572,0.0118884,0.00343151,0.00237581,0.00710302,0.0148302,0.00586148,0.0446592,0.0114384,0.0167546,0.0069979,0.0138467,0.0148704,0.00444596,0.0102342,0.00112685,0.031782,0.018855,0.0199788,0.00387562,0.00329231,0,0,0.0073852,0,0.0181188,0.00289217,0.0640811,0.0293843,0.0277998,0.00656025,0.00835018,0.00384872,0.00879038,0.0516721,0.00827879,0.0152379,0.020335,0.0226773,0.0163442,0.0292486,0.0364388,0.001721,0.00712229,0.00279074,0.00180026,0.00253327,0,0,0,0,0,0
58,0.00125364,0.00129497,0.0131105,0.0152587,0.0116005,0.00335089,0,0,0.00471809,0,0.024112,0.0026433,0.0497702,0.0129271,0.0213314,0.0133802,0.0042468,0.0031294,0.00760765,0.0152976,0.00594072,0.0447023,0.0112336,0.0163897,0.00727164,0.0148747,0.0125182,0.0027797,0.0103413,0.00124864,0.0295607,0.0190489,0.0184931,0.00479786,0.00270975,0,0,0.00529614,0,0.0180347,0.00197801,0.0633313,0.0304981,0.0279391,0.00671422,0.0080302,0.00320394,0.00991291,0.0524294,0.0077603,0.0161184,0.0209219,0.0232081,0.0165619,0.0292318,0.033447,0.00165716,0.00618318,0.002314,0.00170525,0.00222541,0,0,0,0,0,0
59,0.000851409,0.00152323,0.0111072,0.0151028,0.0109346,0.00371428,0,0,0.00965128,0,0.0237979,0.00492983,0.049661,0.0116935,0.0205376,0.0141968,0.00494623,0.00308408,0.00814651,0.0153208,0.00613595,0.0448574,0.0109336,0.0157072,0.00707956,0.015507,0.0101003,0.00520625,0.0104863,0.00068439,0.0270808,0.0195463,0.0160847,0.00564163,0.00198687,0,0,0.00544912,0,0.0182215,0.00248088,0.0628397,0.031151,0.0281344,0.00720218,0.00782921,0.00233794,0.0111516,0.0531998,0.00754037,0.0170687,0.0206999,0.0235794,0.0161912,0.0281673,0.0281741,0.00141095,0.00556373,0.00153413,0.00153089,0.00196785,0,0,0,0,0,0
60,0.000840494,0.00160265,0.0100367,0.0153199,0.0105998,0.00420432,0,0,0.0102617,0,0.023649,0.00501559,0.0492853,0.0109964,0.0196934,0.014794,0.0054501,0.00371943,0.00842814,0.0151148,0.00623171,0.0451739,0.0106909,0.0150698,0.00655406,0.0159679,0.00828832,0.00592166,0.0103758,0.000431015,0.0243623,0.0199888,0.013346,0.00615251,0.00236086,0,0,0.0052716,0,0.0183049,0.0031888,0.0623753,0.0317754,0.0283382,0.0078675,0.00782327,0.00158954,0.01244,0.0539532,0.00766568,0.0180877,0.0197676,0.0236894,0.0153229,0.0262238,0.0200649,0.00197159,0.0043365,0.000991647,0.00145971,0.00159571,0,0,0,0,0,0
61,0.00119605,0.00180464,0.00969767,0.0154762,0.0104917,0.00462108,0,0,0.0107411,0,0.0234174,0.00505821,0.0488846,0.0108179,0.0190878,0.0148532,0.00561479,0.00435458,0.00821337,0.0145786,0.0062365,0.045818,0.0102918,0.0140856,0.00580037,0.0163175,0.00693156,0.00636679,0.0102314,0.000270295,0.0263778,0.0204356,0.0105508,0.0065599,0.00312521,0,0,0.00559181,0,0.0183961,0.00411819,0.0620796,0.0304565,0.0285139,0.00853992,0.00805617,0.00118107,0.0136678,0.0545026,0.00793393,0.0192037,0.0187023,0.0234368,0.0142449,0.0240986,0.0133132,0.00276189,0.00317569,0.000830921,0.0015663,0.00203569,0,0,0,0,0,0
62,0.00169629,0.00205955,0.00937117,0.0154932,0.0105004,0.00486085,0,0,0.0110374,0,0.0232179,0.00520945,0.0485545,0.0107259,0.0186565,0.0143309,0.00574144,0.00485291,0.00775885,0.0139489,0.00620765,0.0466174,0.00943018,0.0125931,0.00494595,0.0165745,0.00655098,0.00665972,0.0101168,0.00046597,0.0262988,0.0207793,0.0108065,0.00706349,0.0036972,0,0,0.0057691,0,0.0184006,0.00471763,0.0622077,0.0323246,0.0288339,0.00890991,0.00812166,0.00114335,0.0148962,0.0545642,0.0081065,0.0207225,0.0185569,0.0233347,0.0142829,0.0235947,0.00962412,0.00339175,0.00202009,0.00115981,0.0019963,0.00315093,0,0,0,0,0,0
63,0.00198585,0.00217368,0.00933217,0.0155308,0.0106302,0.00511634,0,0,0.0111604,0,0.0230264,0.00546895,0.0482969,0.0108032,0.0184587,0.0132748,0.005819,0.00515747,0.00742451,0.0131286,0.0061449,0.0472927,0.00828481,0.0109175,0.00408906,0.0166948,0.00644077,0.00694041,0.0100341,0.000658105,0.0227683,0.0210157,0.0140401,0.00757877,0.00389103,0,0,0.00560637,0,0.0184392,0.00492593,0.0627024,0.0372915,0.0292742,0.00888936,0.00804446,0.00122073,0.0160762,0.0543719,0.00816632,0.0224768,0.0193401,0.0236883,0.0154965,0.0246702,0.00458413,0.00380474,0.00179314,0.00169781,0.002319,0.00389833,0,0,0,0,0,0
64,0.00218872,0.00212006,0.00940783,0.0155977,0.0108919,0.00547392,0,0,0.0109099,0,0.0227901,0.00564053,0.0481482,0.0110811,0.0184604,0.0119875,0.0059367,0.00520242,0.00723754,0.0122042,0.00621629,0.0478011,0.00720114,0.00947412,0.00341964,0.0166587,0.00659304,0.00718848,0.00989394,0.000841969,0.0193232,0.0212144,0.0173892,0.00826065,0.00389651,0,0,0.00495874,0,0.0184876,0.00478672,0.0634654,0.0413101,0.0296682,0.0087673,0.00787322,0.00135177,0.0172219,0.0543192,0.00822832,0.0241506,0.0205493,0.0243084,0.0171015,0.0263309,0.00437824,0.00400037,0.00308159,0.00232204,0.00233439,0.00399047,0,0,0,0,0,0
65,0.00240822,0.00199585,0.00963649,0.015608,0.0112333,0.00578052,0,0,0.010079,0,0.0226253,0.00549358,0.0481252,0.0115401,0.0186122,0.0109279,0.0060643,0.00499935,0.00694932,0.0113601,0.00652476,0.0481434,0.00661943,0.00867921,0.00305756,0.0164656,0.006849,0.00706937,0.00976129,0.000854942,0.0174817,0.0213569,0.0200185,0.00905753,0.00388076,0,0,0.00409759,0,0.0185704,0.0043706,0.0645056,0.0434612,0.0299965,0.00885569,0.00762914,0.00177707,0.0181971,0.0543434,0.00843407,0.0258209,0.0221556,0.024995,0.0188702,0.0284062,0.0055288,0.00426479,0.00497958,0.00291491,0.00215296,0.00359884,0,0,0,0,0,0
66,0.00287611,0.00172407,0.0100933,0.0160195,0.0115807,0.00562798,0,0,0.00305154,0,0.0227576,0.00164351,0.0482072,0.0124336,0.0189596,0.0103812,0.00577552,0.00536086,0.00675972,0.0108573,0.00639325,0.0482795,0.0066301,0.00871073,0.00287306,0.0160613,0.00755161,0.00455827,0.00948871,0.000953279,0.0161084,0.0215345,0.0224181,0.00958756,0.00454408,0,0,0.0113854,0,0.0182094,0.00499075,0.0648723,0.0451274,0.0300168,0.0089183,0.00750042,0.00480413,0.0187434,0.0543947,0.00861597,0.0271105,0.0240171,0.0257532,0.0204969,0.0308152,0.00838627,0.011875,0.00505901,0.00239576,0.00163201,0.00336348,0,0,0,0,0,0
67,0.00294839,0.00160406,0.010925,0.0158363,0.0119011,0.00531012,0,0,0.00393644,0,0.0225388,0.00214903,0.0482917,0.0129011,0.0193388,0.0100222,0.00587378,0.00471057,0.00666752,0.0103959,0.00593934,0.0483547,0.00698853,0.00935712,0.00274635,0.015553,0.00883364,0.00438682,0.00938785,0.000678483,0.013595,0.0215418,0.0248516,0.00989083,0.00436687,0,0,0.00475484,0,0.018532,0.00367582,0.0642745,0.0473722,0.02968,0.00887358,0.00733676,0.00338047,0.0188805,0.0543977,0.00854261,0.0277588,0.026034,0.0266026,0.0220585,0.0334626,0.0128245,0.0067176,0.00973964,0.00420723,0.00164994,0.00278694,0,0,0,0,0,0
68,0.00311242,0.00158641,0.0122818,0.0157632,0.012117,0.00486467,0,0,0.00408036,0,0.0223502,0.00239828,0.0481712,0.0132807,0.0200658,0.0101897,0.00555977,0.00409816,0.00698143,0.0105479,0.00566924,0.0484174,0.00766108,0.0105866,0.00270842,0.0149576,0.0113252,0.00457664,0.00930713,0.000669152,0.0175974,0.0218096,0.0145354,0.00904115,0.00450277,0,0,0.00539788,0,0.0189605,0.00422443,0.0618799,0.0345759,0.0284639,0.0104292,0.00773673,0.00407516,0.0186283,0.0553315,0.00965427,0.0269526,0.0247358,0.0256357,0.0177392,0.0301425,0.0221531,0.00765051,0.0110464,0.00537672,0.00163761,0.00275196,0,0,0,0,0,0
69,0.00297459,0.00136402,0.0130886,0.0156192,0.0121445,0.0050551,0,0,0.00355512,0,0.02231,0.00220398,0.0485846,0.0132088,0.0204194,0.00967128,0.00557479,0.00361897,0.00645437,0.00983171,0.00479011,0.0480409,0.00784712,0.011131,0.00297228,0.014917,0.0126784,0.00392638,0.00922703,0.000617092,0.0109391,0.0219918,0.0280823,0.0101474,0.00433657,0,0,0.00681586,0,0.0191777,0.00389422,0.0638145,0.0515506,0.0292526,0.00875194,0.00687451,0.00528081,0.0180161,0.0542723,0.00833703,0.0275509,0.0299078,0.0278833,0.0246092,0.0386683,0.0208294,0.0095619,0.0124892,0.00588231,0.00154278,0.00285995,0,0,0,0,0,0
70,0.00315495,0.00153298,0.014592,0.0157192,0.0117422,0.00390777,0,0,0.00294153,0,0.0221778,0.00227756,0.048015,0.0137252,0.0213852,0.00993002,0.00437474,0.00314717,0.00678518,0.0106102,0.00409235,0.0480566,0.00830364,0.0119505,0.00327727,0.0148433,0.0156443,0.00347564,0.00915521,0.000815291,0.0313481,0.0223013,0.00688332,0.00822727,0.00434523,0,0,0.00848156,0,0.0194089,0.00444818,0.061093,0.0211668,0.0271928,0.0127187,0.00797879,0.00621998,0.0177285,0.0564781,0.0113771,0.0255419,0.0254579,0.0256294,0.0151938,0.0293109,0.0374872,0.0112911,0.0135422,0.00641817,0.00172075,0.00323353,0,0,0,0,0,0
71,0.0029349,0.00127153,0.0147243,0.0155585,0.0113897,0.00429319,0,0,0.00199246,0,0.0221893,0.00189244,0.0483379,0.0127466,0.0214948,0.00857454,0.0045496,0.00298895,0.00594364,0.00937281,0.00247263,0.0475556,0.00773686,0.0112716,0.00369612,0.0155037,0.0157117,0.00280884,0.00910786,0.000782765,0.0122145,0.0223742,0.030063,0.00987128,0.00385463,0,0,0.0101023,0,0.0195346,0.00418578,0.0637068,0.0557548,0.0282593,0.00886347,0.00695899,0.00727635,0.0166299,0.0542148,0.00785595,0.0262226,0.0332342,0.0284995,0.0263582,0.0435311,0.0278262,0.0131842,0.0139528,0.00634991,0.00170074,0.00307563,0,0,0,0,0,0
72,0.00323235,0.00166875,0.0167275,0.0156417,0.0108541,0.00293793,0,0,0.00154431,0,0.0220974,0.00191759,0.0474679,0.0131473,0.0226365,0.00856724,0.00350761,0.00293184,0.00627904,0.0104359,0.0021837,0.0477216,0.00790888,0.0117054,0.00406594,0.0156594,0.0192323,0.00294333,0.00908296,0.000912372,0.0431286,0.0226768,0.0100558,0.00724572,0.00399682,0,0,0.0115994,0,0.0196132,0.00471064,0.0598531,0.0128621,0.0253829,0.0143808,0.00842589,0.0078519,0.0157801,0.0571532,0.0122279,0.0228295,0.0259649,0.0261902,0.0139745,0.0290231,0.0503969,0.0145774,0.014173,0.00653249,0.00197188,0.00328038,0,0,0,0,0,0
73,0.00318049,0.00177201,0.0176917,0.015654,0.0107351,0.00217194,0,0,0.00134211,0,0.022117,0.00178047,0.0473043,0.0128142,0.0232327,0.00702773,0.00284664,0.00284529,0.00614519,0.00982426,0.00159595,0.0474854,0.00764587,0.0114096,0.00439769,0.0160704,0.0206168,0.00305574,0.00907646,0.000886661,0.0452435,0.0227632,0.0100872,0.00673221,0.00381661,0,0,0.0126707,0,0.0196833,0.00478817,0.0602279,0.0133863,0.0248459,0.0144261,0.00847454,0.00836189,0.0144867,0.0569515,0.0119828,0.0214176,0.026543,0.0262503,0.0136025,0.0297398,0.0537123,0.0157063,0.0140506,0.00635838,0.00207739,0.00298446,0,0,0,0,0,0
74,0.00318371,0.00174453,0.0189966,0.0157363,0.0108345,0.00184865,0,0,0.00175995,0,0.0222244,0.00143743,0.0471015,0.0126807,0.0236251,0.00529099,0.00241198,0.00289353,0.00599876,0.00910588,0.00160627,0.0471494,0.00759812,0.0114243,0.00473444,0.0163399,0.0220739,0.00353641,0.00908679,0.00100097,0.0466727,0.0227278,0.00949188,0.00641597,0.0038968,0,0,0.0147227,0,0.0193147,0.00531317,0.060604,0.0145751,0.0243859,0.0142902,0.0083817,0.0088448,0.0131135,0.056584,0.0115313,0.0198683,0.0270832,0.0260544,0.0132801,0.030558,0.0561487,0.0176795,0.0145906,0.00554186,0.00217775,0.00298434,0,0,0,0,0,0
