Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,LGTR
197,0.0200417,0.0308264,0.0946076,0.0109806,0.035845,0.0180195,0,0,0.0242882,0,0.0235227,0.00946393,0.0442462,0.0209848,0.0239205,0.0356325,0.0241246,0.0195665,0.0301694,0.0224055,0.0656512,0.0178468,0.0380379,0.0147931,0.0164019,0.119805,0.0129405,0.00880782,0.0113436,0.0184218,0.0171151,0.00658604,0.0101354,0.00871212,0,0,0.0302639,0,0.0169186,0.0222759,0.0540723,0.00601126,0.0229077,0.0153653,0.0269352,0.0212652,0.00981848,0.057918,0.013682,0.00884315,0.0158243,0.00487096,0.0124297,0.0134109,0.0248651,0.0219589,0.00639863,0.0101952,0.0310875,0.0101265,0,0,0,0,0,0,0.0338806
198,0.0200643,0.030937,0.091565,0.0110145,0.0343989,0.017928,0,0,0.0245334,0,0.0235284,0.00930129,0.0421756,0.0211208,0.0224447,0.0354821,0.0244247,0.0185156,0.0270932,0.0220547,0.0651787,0.0157833,0.0352598,0.01409,0.0160919,0.115102,0.0130738,0.00889131,0.01108,0.0175689,0.0171986,0.00710782,0.0098326,0.00887419,0,0,0.029423,0,0.0168916,0.0218323,0.0540695,0.00667058,0.0229804,0.0155801,0.0265807,0.0210511,0.010228,0.0577346,0.0138543,0.00910133,0.0163179,0.00468055,0.0128012,0.0140715,0.0231737,0.0215777,0.00658425,0.00998152,0.0311586,0.0102152,0,0,0,0,0,0,0.0342387
199,0.0202397,0.0309978,0.0873878,0.0110457,0.032472,0.0177385,0,0,0.0245962,0,0.0235143,0.00918183,0.0395556,0.0213454,0.0211434,0.0352094,0.0246564,0.0175121,0.0242716,0.0216055,0.0646523,0.0137396,0.0323026,0.013421,0.0157898,0.109112,0.0130475,0.00898938,0.0108249,0.0167618,0.0172691,0.0074898,0.00936968,0.00898091,0,0,0.0286384,0,0.0168774,0.0214654,0.0540831,0.00747305,0.023077,0.0158754,0.0262026,0.0207792,0.010783,0.0576144,0.0140118,0.00956365,0.0167677,0.00457477,0.0131082,0.0146888,0.0216415,0.0211307,0.0068707,0.00980804,0.0312325,0.0101277,0,0,0,0,0,0,0.0346886
200,0.0203654,0.0310159,0.0820833,0.01112,0.0302669,0.0176323,0,0,0.0246223,0,0.0235251,0.00917967,0.0364448,0.0216271,0.0201649,0.0348801,0.0247243,0.0165644,0.0219478,0.0211673,0.064122,0.0121185,0.0293821,0.0127107,0.0155328,0.102109,0.0128885,0.00903903,0.0106062,0.0160248,0.01741,0.0079421,0.00886765,0.00922479,0,0,0.0279016,0,0.016896,0.0209618,0.0541518,0.00812791,0.0231317,0.0162017,0.025751,0.0204781,0.0109864,0.0574957,0.0141631,0.0100305,0.0171458,0.0045282,0.0133905,0.0153011,0.020446,0.0205561,0.00706382,0.00964024,0.031271,0.00990149,0,0,0,0,0,0,0.0352933
201,0.0204033,0.0309983,0.075758,0.0111879,0.0283343,0.017546,0,0,0.0245539,0,0.0235605,0.00928761,0.0334408,0.0219001,0.0195585,0.0345432,0.0247564,0.0157769,0.0199995,0.0206618,0.0634297,0.0110779,0.0266282,0.0122087,0.015485,0.0940068,0.0127056,0.00908627,0.0104101,0.0152939,0.0175848,0.00842194,0.0083494,0.00949712,0,0,0.0271054,0,0.0169213,0.0204797,0.0542672,0.00874951,0.0232366,0.0164772,0.025303,0.0201586,0.0110525,0.0573298,0.0143164,0.010743,0.0174855,0.00450181,0.0137032,0.0158337,0.0193066,0.0199122,0.0071594,0.00944822,0.0312906,0.00961296,0,0,0,0,0,0,0.0359959
202,0.0204648,0.03105,0.0687697,0.0113524,0.0262942,0.0177621,0,0,0.024423,0,0.0236313,0.00913088,0.0310447,0.0222113,0.019225,0.0344629,0.0246343,0.015349,0.0186857,0.0200463,0.0625823,0.0109437,0.0243715,0.012109,0.0156932,0.0851488,0.0125542,0.00916796,0.0101353,0.0145563,0.0176551,0.00874422,0.00819309,0.00951533,0,0,0.0262901,0,0.0168482,0.0200969,0.0541227,0.00949836,0.0233378,0.0166889,0.025189,0.0198208,0.0112839,0.0571806,0.0143908,0.0117182,0.0178624,0.00452719,0.0140318,0.0164776,0.0180117,0.0192265,0.00713053,0.00924415,0.0313558,0.00937743,0,0,0,0,0,0,0.0367614
203,0.0206264,0.0310813,0.0611289,0.0114842,0.0242201,0.0179851,0,0,0.0242979,0,0.0235663,0.00900284,0.0289778,0.0225618,0.0189629,0.0343937,0.0244617,0.015098,0.0177571,0.0193993,0.0616526,0.0117914,0.0226609,0.0125557,0.0160781,0.0754334,0.0124313,0.00923573,0.00979125,0.0140874,0.0177604,0.00911322,0.00802896,0.00963519,0,0,0.0254138,0,0.0167919,0.01976,0.0539271,0.0102645,0.0233726,0.0169352,0.0251477,0.0194506,0.0115077,0.0569724,0.0144335,0.0124615,0.0181803,0.00464301,0.0142804,0.0170043,0.0169813,0.018552,0.00700449,0.0088052,0.0314145,0.00929542,0,0,0,0,0,0,0.0374677
204,0.0206499,0.0309307,0.0529386,0.0116256,0.022453,0.0178942,0,0,0.0240314,0,0.0233622,0.00903606,0.0273999,0.0228645,0.0185488,0.0339741,0.0242886,0.0146574,0.0169656,0.0185362,0.0606555,0.0133938,0.0215543,0.0134047,0.0167678,0.0649958,0.0122455,0.00936068,0.00942541,0.0138856,0.0179206,0.00945415,0.0075602,0.00979407,0,0,0.0243887,0,0.01675,0.0191492,0.0537152,0.0107824,0.0232691,0.017173,0.0246386,0.0190251,0.0116489,0.0567523,0.0144354,0.0128595,0.0183595,0.0048522,0.0144339,0.0172942,0.0162131,0.0177238,0.00680542,0.00847704,0.0313253,0.00936016,0,0,0,0,0,0,0.0381582
205,0.0207593,0.0307228,0.0444254,0.0118633,0.0214018,0.0178893,0,0,0.0234417,0,0.0232927,0.00925672,0.0263819,0.0231589,0.0182181,0.0335622,0.0241396,0.0141108,0.0163325,0.017584,0.0596754,0.0153988,0.0210442,0.0144225,0.0177223,0.054221,0.0120159,0.00957654,0.00919981,0.0136572,0.0180643,0.009694,0.00723635,0.00998581,0,0,0.0233653,0,0.0167076,0.0183622,0.0535665,0.0112704,0.0231919,0.0174086,0.0242852,0.0185593,0.0117379,0.0564857,0.0144712,0.0132201,0.0185578,0.00512106,0.0145718,0.017538,0.0155287,0.0169931,0.00657578,0.00822309,0.0312671,0.00958807,0,0,0,0,0,0,0.0388087
206,0.0207027,0.0306738,0.0360345,0.0118629,0.0211214,0.018035,0,0,0.0227156,0,0.0234892,0.00953405,0.0262254,0.0234205,0.0182489,0.0332497,0.0239643,0.0135571,0.0158642,0.0167297,0.058773,0.0172249,0.0210414,0.0155472,0.0188284,0.0435085,0.0117023,0.00980933,0.00916656,0.0134512,0.0182062,0.0099072,0.00707221,0.0102137,0,0,0.0224437,0,0.0166701,0.0176672,0.0535791,0.0116909,0.0231887,0.0176044,0.0241422,0.0180665,0.0118012,0.0561466,0.0145029,0.0138056,0.0187952,0.00540849,0.0146689,0.0177638,0.0149406,0.0163046,0.00633308,0.00793138,0.0313058,0.00993777,0,0,0,0,0,0,0.0393931
207,0.0205417,0.0307912,0.0288645,0.0116354,0.0215567,0.0183957,0,0,0.0223479,0,0.0238546,0.00949102,0.0264689,0.0236273,0.0189068,0.0331703,0.0238771,0.0131722,0.015847,0.0164356,0.0577837,0.0188517,0.0212784,0.016516,0.0200456,0.0335976,0.0114433,0.00992419,0.0090371,0.013248,0.0183783,0.0100194,0.00722372,0.0102851,0,0,0.0216486,0,0.0166873,0.0171865,0.053596,0.0120748,0.0231508,0.0177209,0.0243543,0.0176063,0.0118696,0.055788,0.0144803,0.0143754,0.0188276,0.00575152,0.0147232,0.0179452,0.0141808,0.0157402,0.00616448,0.00764011,0.0315196,0.0103894,0,0,0,0,0,0,0.0398779
208,0.0203885,0.0309049,0.0232944,0.0115347,0.0224163,0.0187862,0,0,0.0218049,0,0.0241142,0.00968059,0.0270315,0.023744,0.02005,0.0331092,0.0237151,0.0132812,0.0165923,0.0168486,0.0571777,0.020137,0.0214074,0.0172324,0.020864,0.0251148,0.0114355,0.0100105,0.0090369,0.0132468,0.0185923,0.0101153,0.00746658,0.0103387,0,0,0.0209273,0,0.0167435,0.0166871,0.0536317,0.0125285,0.0230756,0.0178225,0.0247668,0.0170711,0.0119604,0.0554574,0.0144295,0.0148342,0.0185997,0.00613921,0.0147419,0.0180201,0.0137138,0.0152871,0.00601448,0.0073967,0.0317795,0.010836,0,0,0,0,0,0,0.0402478
209,0.0204358,0.0309671,0.0209747,0.0114778,0.0232822,0.0189914,0,0,0.0216134,0,0.0243159,0.00998964,0.0278384,0.0238194,0.021508,0.0328796,0.0236036,0.0143237,0.018325,0.018278,0.0571768,0.020983,0.0212659,0.0176198,0.0211114,0.0193418,0.0114287,0.0100454,0.00905951,0.0134599,0.0186995,0.0102332,0.00767744,0.0105511,0,0,0.0203354,0,0.0167446,0.0164834,0.0535811,0.0130461,0.0229304,0.0178805,0.0250769,0.0167213,0.0119129,0.0550036,0.0143867,0.0151871,0.0184519,0.0065923,0.0147028,0.0179142,0.0136718,0.0149558,0.00583281,0.00737101,0.0319504,0.0112685,0,0,0,0,0,0,0.040463
210,0.0206411,0.0310189,0.0218412,0.0114107,0.0240158,0.0190687,0,0,0.0215689,0,0.0244815,0.0103352,0.0285891,0.0238795,0.0232579,0.0325735,0.0235364,0.0166697,0.0212356,0.0205477,0.0577915,0.0213797,0.0209892,0.0176075,0.0211594,0.0181758,0.0114314,0.0100506,0.00913305,0.0139845,0.0187206,0.0104637,0.00779757,0.0108744,0,0,0.0197135,0,0.0166369,0.0161842,0.0536604,0.0136105,0.0227674,0.0178832,0.0252207,0.0165158,0.0118167,0.0544806,0.0142203,0.0153684,0.0183144,0.00712173,0.0145761,0.0177774,0.0139823,0.0145825,0.00558528,0.00726745,0.0320598,0.0116267,0,0,0,0,0,0,0.0405335
211,0.020717,0.0310882,0.0244091,0.0113454,0.0245648,0.0193841,0,0,0.0214686,0,0.0246153,0.0106807,0.0294165,0.0240565,0.025424,0.0323865,0.0235948,0.0203378,0.0252259,0.0236158,0.0589729,0.0217676,0.0208352,0.0174271,0.021147,0.0200914,0.0115928,0.010049,0.00926208,0.0146252,0.0188333,0.0108084,0.0081586,0.0111432,0,0,0.0189842,0,0.0166033,0.0157584,0.0537713,0.0143599,0.0225471,0.0177817,0.0255957,0.0163584,0.0117052,0.0540929,0.013882,0.0154012,0.0182186,0.00769934,0.0144239,0.0177221,0.0142983,0.0141659,0.00540442,0.00704224,0.032253,0.0119594,0,0,0,0,0,0,0.0403501
212,0.0206902,0.031081,0.0352429,0.0113028,0.0323994,0.0197897,0,0,0.0213684,0,0.0247037,0.0108965,0.0390168,0.0243443,0.0276644,0.0321014,0.0237541,0.0249209,0.0293062,0.0272323,0.0607098,0.024219,0.0228109,0.0217991,0.0207657,0.034669,0.0117103,0.0100115,0.0092997,0.0152132,0.018995,0.0111797,0.00872457,0.0114841,0,0,0.0184326,0,0.0166341,0.0153614,0.053866,0.0153178,0.0222876,0.0176096,0.0260321,0.0162422,0.0115051,0.0537798,0.0133613,0.0153297,0.0179291,0.00830396,0.0142175,0.0176531,0.0144465,0.0138722,0.00527673,0.00673598,0.0324016,0.0122654,0,0,0,0,0,0,0.0402115
213,0.0208265,0.031303,0.0462019,0.0111428,0,0.0206307,0,0,0.0216948,0,0.0247586,0.0117405,0.0491072,0.0247787,0.0291688,0.0325164,0.0237991,0.029472,0.0326818,0.0306867,0.0629324,0.0255641,0.0242132,0.0260104,0.0216466,0.0468208,0.0123703,0.0100024,0.00969048,0.0155838,0.0190328,0.0111929,0.0097645,0.0119169,0,0,0.0183147,0,0.0166233,0.0153103,0.0539872,0.0153281,0.0218445,0.0173867,0.0270219,0.0162277,0.0114087,0.0534542,0.0130516,0.0153726,0.0172965,0.00870591,0.0138414,0.017076,0.0148616,0.0138279,0.00510922,0.00676535,0.0328529,0.0126358,0,0,0,0,0,0,0.0406127
214,0.0207981,0.0314102,0.0556104,0.0109464,0.0496415,0.0208046,0,0,0.0218885,0,0.0248418,0.0119906,0.0603971,0.0249723,0.0315364,0.0325293,0.0240072,0.0334826,0.0358393,0.0332063,0.0646737,0.0284272,0.0280854,0.031508,0.0231891,0.0589931,0.0126331,0.00986965,0.0097819,0.0155767,0.0189396,0.0111381,0.0102441,0.0121704,0,0,0.0185203,0,0.0165629,0.0154454,0.0541096,0.0156963,0.0215743,0.0171861,0.0274527,0.0164639,0.0113609,0.053136,0.0128327,0.0151999,0.0168653,0.00908373,0.0135971,0.0166716,0.0146055,0.0142596,0.00501465,0.00697659,0.0331556,0.0128417,0,0,0,0,0,0,0.0408422
215,0.020904,0.0316853,0.0573462,0.0106925,0,0.0208665,0,0,0.0225794,0,0.0249132,0.0125608,0.061859,0.0250802,0.0313447,0.0329668,0.0241497,0.0350497,0.0363262,0.0338508,0.0655196,0.0264314,0.0260601,0.0300307,0.0225562,0.0599629,0.0133224,0.00984592,0.0102233,0.0165302,0.0188584,0.0119726,0.0105877,0.0123536,0,0,0.01884,0,0.016514,0.0157608,0.0543142,0.0169721,0.0213497,0.0170629,0.0279461,0.0168066,0.01108,0.052937,0.0126663,0.014735,0.0167343,0.0093243,0.0136464,0.0167297,0.0153912,0.0147732,0.00496741,0.0071874,0.0336244,0.0130543,0,0,0,0,0,0,0.0413818
216,0.0208187,0.0318535,0.0569833,0.0105765,0.0506139,0.020324,0,0,0.0232588,0,0.0250021,0.0128079,0.0620383,0.0248021,0.0318617,0.0332051,0.0243354,0.0354106,0.0367271,0.0332958,0.0649601,0.0268887,0.0270409,0.0296875,0.0218233,0.0602033,0.0138569,0.0097215,0.0104066,0.0166093,0.0187674,0.0124537,0.0105438,0.0123436,0,0,0.0195293,0,0.0165765,0.016217,0.0542766,0.01806,0.0213226,0.0166979,0.0279777,0.0173608,0.0109182,0.0528906,0.0121227,0.0144852,0.0166544,0.00950968,0.0137098,0.0168523,0.0152492,0.0155895,0.00500639,0.00740987,0.033954,0.0130192,0,0,0,0,0,0,0.0417515
217,0.0206475,0.0320676,0.050152,0.0104212,0.0449747,0.0194491,0,0,0.0239798,0,0.0250701,0.0131974,0.0545891,0.0243858,0.0307886,0.0335568,0.0244175,0.0342486,0.0355355,0.031882,0.0635838,0.0249964,0.0248402,0.0255572,0.0198661,0.0523379,0.0145416,0.00969511,0.010552,0.0172489,0.0186122,0.0134091,0.0101819,0.0121958,0,0,0.0209658,0,0.0166288,0.0169501,0.0540553,0.0193366,0.0214558,0.0163857,0.0277273,0.0181062,0.0106236,0.0530218,0.0113098,0.01441,0.0166763,0.00958238,0.0139652,0.0171268,0.0156739,0.0166223,0.00525288,0.00773206,0.0342138,0.0129048,0,0,0,0,0,0,0.0420435
218,0.0201057,0.0322283,0.0399628,0.0102582,0.036595,0.0186144,0,0,0.0244564,0,0.0251326,0.0134037,0.0439389,0.0239887,0.029142,0.0340777,0.0244042,0.0323219,0.0335921,0.0298475,0.0619127,0.0228412,0.0222686,0.0205935,0.0183947,0.0408469,0.0150729,0.00962138,0.0106202,0.0175511,0.0183491,0.0141152,0.00974511,0.0118715,0,0,0.0225993,0,0.0166756,0.0178365,0.053685,0.020129,0.0216027,0.0159859,0.0274677,0.0189482,0.0102675,0.053189,0.0103981,0.0140502,0.0165318,0.00955019,0.0141827,0.0172068,0.0157248,0.0178291,0.00551055,0.00828933,0.034413,0.0127328,0,0,0,0,0,0,0.0424691
219,0.0198557,0.0323348,0.0291625,0.0102291,0.0280684,0.0176428,0,0,0.0248159,0,0.0250977,0.0135837,0.033558,0.023584,0.0270978,0.0345112,0.0243166,0.0301484,0.0314301,0.0269875,0.060449,0.0208621,0.0200758,0.0159036,0.0184335,0.0275757,0.0153794,0.00955813,0.0106055,0.0180865,0.0180267,0.0149659,0.00893411,0.0115176,0,0,0.0242497,0,0.0166409,0.0188082,0.0533421,0.020862,0.0218753,0.0155425,0.0271009,0.019853,0.00964727,0.0533214,0.00984742,0.0132356,0.0163479,0.00936124,0.0144296,0.0172047,0.0160878,0.0190719,0.00590718,0.00885998,0.034414,0.0124709,0,0,0,0,0,0,0.0429828
220,0.0197063,0.0323878,0.0238748,0.0102565,0.0248982,0.0168977,0,0,0.024923,0,0.0251212,0.0136485,0.0289373,0.0232392,0.0245862,0.035012,0.0241102,0.0278445,0.0289585,0.0239152,0.05924,0.0200077,0.0192889,0.0146371,0.0186583,0.0214201,0.0154191,0.00950685,0.0105074,0.0182225,0.0177933,0.0154336,0.00798568,0.0112855,0,0,0.0256411,0,0.0166979,0.0197116,0.0530647,0.0210353,0.0221814,0.014933,0.0269414,0.0206402,0.00911753,0.0534093,0.00941805,0.0119404,0.0161734,0.00912457,0.0145486,0.0169104,0.0162406,0.0202064,0.00636568,0.00932847,0.0343276,0.0121115,0,0,0,0,0,0,0.0433737
221,0.0196027,0.0323892,0.0209569,0.010261,0.0237889,0.016404,0,0,0.0246861,0,0.0251631,0.0135906,0.0257013,0.022935,0.0220206,0.0355341,0.0237663,0.0257007,0.0265409,0.021221,0.0580366,0.0197551,0.0190814,0.0151603,0.0185376,0.0197977,0.0152351,0.00952327,0.0103679,0.0182267,0.0175919,0.0158024,0.00730164,0.0110844,0,0,0.0268708,0,0.016786,0.0204746,0.0527435,0.0209594,0.0224664,0.014123,0.026845,0.0212242,0.00840477,0.0536016,0.00888265,0.0106447,0.0158783,0.00885402,0.0145735,0.0163985,0.0160896,0.0211186,0.0068841,0.00978294,0.034166,0.0116933,0,0,0,0,0,0,0.0435003
222,0.0195061,0.0324091,0.0183137,0.0102637,0.0218034,0.0161652,0,0,0.0243117,0,0.0251387,0.0134379,0.0223449,0.022715,0.0199423,0.0359208,0.0233446,0.0239717,0.0246449,0.0191277,0.0571226,0.0194853,0.0188792,0.0152414,0.0184203,0.0183883,0.0149447,0.00958147,0.0101744,0.0184051,0.0174199,0.0163914,0.00697968,0.0107929,0,0,0.0280106,0,0.0168856,0.0210729,0.0523337,0.0208211,0.0227121,0.013151,0.02673,0.0215823,0.00775542,0.053817,0.00830327,0.00924336,0.0154979,0.00867174,0.0145103,0.0158409,0.0157015,0.0216573,0.00731587,0.0102024,0.0339856,0.0113538,0,0,0,0,0,0,0.0434248
223,0.0194418,0.0325123,0.0163795,0.0102156,0.0191927,0.0159963,0,0,0.0240058,0,0.0250653,0.0133687,0.0194372,0.0224633,0.0186611,0.0361538,0.0228433,0.022508,0.0233952,0.0177775,0.0564996,0.0188691,0.0182981,0.0149399,0.0181393,0.0173429,0.0147883,0.00966041,0.0100984,0.0190769,0.0172092,0.0170593,0.006849,0.0104085,0,0,0.0290757,0,0.0169543,0.0217121,0.0521674,0.0211379,0.0228616,0.0122018,0.0267462,0.021743,0.00737092,0.0540548,0.00797901,0.00750903,0.0149526,0.00854899,0.0142939,0.0151699,0.0157298,0.0221334,0.00766901,0.0106161,0.0338343,0.0111882,0,0,0,0,0,0,0.0432562
224,0.0195217,0.0326504,0.0140945,0.010369,0.017703,0.0157674,0,0,0.0238885,0,0.0250889,0.0133608,0.0155145,0.0220991,0.0181559,0.0361784,0.0223566,0.0210925,0.0227002,0.0171072,0.055984,0.0176056,0.0171431,0.0144639,0.0173084,0.0169268,0.0147893,0.00970441,0.0100617,0.0197245,0.0170437,0.0175435,0.00707485,0.00992455,0,0,0.0304673,0,0.0171732,0.0225185,0.0520883,0.0215573,0.022895,0.0113776,0.0269,0.0218408,0.00748179,0.0546639,0.00788133,0.00649849,0.0140208,0.00868833,0.0136853,0.0142254,0.0161998,0.0228452,0.00813577,0.0110945,0.0338073,0.0111623,0,0,0,0,0,0,0.0428638
225,0.0195204,0.0327301,0.0112795,0.0103521,0.0162395,0.0154576,0,0,0.0240216,0,0.025093,0.0134929,0.0107673,0.0216336,0.0178515,0.0359168,0.0219811,0.0199002,0.0222632,0.016786,0.0555285,0.0160799,0.0160314,0.0141008,0.0156899,0.0158827,0.0150232,0.00973434,0.0101202,0.0204614,0.0167786,0.0181358,0.00754238,0.00953859,0,0,0.0323563,0,0.0174002,0.0235902,0.0521149,0.0225259,0.0228621,0.0109042,0.0271759,0.0221521,0.00788434,0.0555019,0.00840601,0.00644831,0.0129694,0.00917372,0.0128488,0.013655,0.0167061,0.023937,0.00853089,0.0115971,0.0339102,0.0110754,0,0,0,0,0,0,0.0422891
226,0.0194362,0.0327101,0.00979118,0.0103278,0.013185,0.0153447,0,0,0.0242802,0,0.0250848,0.0136283,0.00679429,0.0212606,0.0171018,0.035813,0.0216832,0.0190192,0.0217384,0.0165078,0.0555134,0.0153642,0.0157573,0.0139082,0.0132998,0.0154237,0.0154349,0.00970825,0.0102052,0.0209428,0.0164423,0.0190236,0.00820847,0.00936005,0,0,0.0345584,0,0.0176045,0.0247568,0.0518851,0.0246713,0.0227844,0.0105844,0.0276444,0.022605,0.00855812,0.0564221,0.00958267,0.00744085,0.0122274,0.0100483,0.0118636,0.0141014,0.0169835,0.0253326,0.00885576,0.0120781,0.0340095,0.0106302,0,0,0,0,0,0,0.0417415
227,0.0195182,0.0324439,0.011893,0.0103593,0.00993921,0.0154578,0,0,0.0241906,0,0.0250362,0.0137632,0.00600283,0.021129,0.016434,0.0357821,0.0213907,0.0179505,0.0206625,0.0161042,0.0559853,0.0156765,0.0158698,0.0134147,0.0113869,0.0177592,0.0156854,0.00970446,0.0101695,0.021452,0.016138,0.0204331,0.0091913,0.00891763,0,0,0.0365203,0,0.0178159,0.0258253,0.0514363,0.0274938,0.022666,0.0103731,0.0280825,0.0230137,0.00956752,0.0572773,0.0109508,0.00909043,0.0117541,0.0109405,0.0110599,0.0156577,0.0172445,0.0267023,0.009088,0.0124709,0.0338131,0.00975548,0,0,0,0,0,0,0.0416452
228,0.02003,0.0321096,0.0148072,0.0103665,0.00766706,0.015453,0,0,0.0239437,0,0.0250205,0.0137148,0.00722207,0.0212274,0.0162204,0.0356489,0.0211829,0.0162592,0.0187377,0.0154433,0.0564202,0.0161668,0.0159362,0.0129735,0.0104744,0.0212811,0.0156704,0.00973639,0.00999534,0.0218707,0.0159157,0.0220378,0.0100375,0.00876198,0,0,0.0380973,0,0.0180836,0.0267217,0.0511021,0.0300372,0.0223603,0.0108264,0.0284237,0.0232599,0.0108203,0.0582008,0.0126352,0.011061,0.0119263,0.0114553,0.0104489,0.0181298,0.0176685,0.0278737,0.00916079,0.0127086,0.0334388,0.00855777,0,0,0,0,0,0,0.04195
229,0.0200856,0.0319976,0.016252,0.0102059,0.00660702,0.0150656,0,0,0.0236747,0,0.0251083,0.0137895,0.00813209,0.0213854,0.016036,0.0355134,0.0211192,0.0141215,0.0165149,0.0146899,0.0561355,0.0161521,0.0158561,0.012736,0.0105725,0.0233432,0.0154422,0.00977943,0.00986403,0.0221745,0.0157468,0.0237914,0.0104653,0.00892161,0,0,0.039328,0,0.0183771,0.0274286,0.0510823,0.0320085,0.0218677,0.0121209,0.0286898,0.0232881,0.0121628,0.0591735,0.0146271,0.0131149,0.0120463,0.0115246,0.0102009,0.0207583,0.0176753,0.0287158,0.00899646,0.0127342,0.033145,0.00745217,0,0,0,0,0,0,0.0422452
230,0.0200736,0.0320166,0.0176589,0.0101096,0.00603787,0.0149259,0,0,0.0230257,0,0.0251919,0.0136329,0.00851857,0.02134,0.0157376,0.0356506,0.0209938,0.0124204,0.0148739,0.0141452,0.055488,0.0158466,0.015736,0.0126845,0.0111256,0.0253444,0.0147328,0.00984868,0.00966226,0.0217877,0.0156752,0.0245633,0.0112502,0.00900263,0,0,0.0401286,0,0.0186038,0.0276626,0.0509316,0.0323849,0.0215489,0.0131532,0.0289332,0.0229007,0.0134728,0.0602969,0.0162354,0.0150099,0.0120386,0.0118504,0.00965909,0.0224406,0.0178672,0.0289323,0.00853702,0.0126134,0.0328765,0.00657978,0,0,0,0,0,0,0.0426846
231,0.0207663,0.0320206,0.0199149,0.0101277,0.00557969,0.0149311,0,0,0.0222976,0,0.0252231,0.0132165,0.00893919,0.0210815,0.0156277,0.0359148,0.0209501,0.0120289,0.0144828,0,0.0551125,0.0156621,0.0157785,0.0126412,0.0116542,0.0284077,0.0135747,0.00990454,0.00935177,0.0217725,0.0157125,0.0243938,0.012268,0.00893222,0,0,0.0403925,0,0.0188126,0.0274685,0.0505737,0.0316146,0.021408,0.0139484,0.0291357,0.0222973,0.0146648,0.061483,0.0175567,0.016635,0.011847,0.0124398,0.0089715,0.0233734,0.0186642,0.0288295,0.00801374,0.0123001,0.0326762,0.00600954,0,0,0,0,0,0,0.043132
232,0.0210786,0.0322779,0.0219018,0.0102668,0.00527366,0.0155164,0,0,0.0212176,0,0.0252176,0.0125369,0.00999289,0.020963,0.015425,0.0363274,0.0213922,0.0125977,0.0150251,0,0.0549769,0.0152868,0.0156671,0.0123653,0.0118651,0.0314876,0.0120647,0.00990257,0.00887345,0.0209242,0.0159125,0.0234445,0.0135327,0.00838048,0,0,0.0399887,0,0.0189539,0.0268854,0.0501176,0.0307058,0.0212711,0.0144963,0.0295873,0.0214567,0.01564,0.0625745,0.0185993,0.0180281,0.0116604,0.0131952,0.00829248,0.0240219,0.0202839,0.0280078,0.00735714,0.0117076,0.0327086,0.00570086,0,0,0,0,0,0,0.043576
233,0.0221394,0.0334146,0.0244676,0.0107464,0.00518092,0.0172571,0,0,0.0192941,0,0.0250563,0.0113618,0.0119861,0.0210892,0.0156365,0.0377002,0.0234833,0.0142305,0.016869,0.0155598,0.0551335,0.0145841,0.0154675,0.011993,0.0123167,0.035604,0.010672,0.00979517,0.00801329,0.0206587,0.0162192,0.0227911,0.0155052,0.00700495,0,0,0.0390986,0,0.0190153,0.0260528,0.0493151,0.0310554,0.0213386,0.0147457,0.0307119,0.0206303,0.0162549,0.0635293,0.0193742,0.0192226,0.0117369,0.0140152,0.00790269,0.0245835,0.0231775,0.0267178,0.00634536,0.0108965,0.033541,0.00499359,0,0,0,0,0,0,0.0442597
