Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,LGTR
121,0.0190624,0.029957,0.0266604,0.011056,0.00488908,0.0154748,0,0,0.0204282,0,0.0251467,0.01428,0.00999669,0.019992,0.0158266,0.0345283,0.0219469,0.0118556,0.0169415,0.0116335,0.0543746,0.0135384,0.0150383,0.0111824,0.0101714,0.0369194,0.0123755,0.0109721,0.00813479,0.0206972,0.01482,0.0105007,0.0131478,0.00612296,0,0,0.044507,0,0.0197537,0.0294503,0.0505744,0.0244754,0.0212768,0.0176048,0.0258858,0.0194624,0.0175741,0.0647174,0.0208385,0.0221448,0.00419726,0.0151296,0.00539816,0.0137722,0.0263575,0.0282458,0.00783254,0.0129083,0.0328938,0.00516276,0,0,0,0,0,0,0.0411977
122,0.0187619,0.0296746,0.0278262,0.0108563,0.00590138,0.0150755,0,0,0.0211419,0,0.0250461,0.0146374,0.00982531,0.0198715,0.0159504,0.0336651,0.0221412,0.0114515,0.016892,0.0112508,0.0544097,0.0134057,0.0154713,0.0111664,0.00982536,0.0380675,0.0130694,0.010916,0.00839254,0.0224999,0.0146753,0.00890883,0.0130985,0.00608328,0,0,0.0449496,0,0.0199808,0.0296442,0.0507875,0.0265127,0.0212452,0.0179269,0.0250882,0.0191994,0.0181046,0.0651506,0.0212227,0.023072,0.0044079,0.0157348,0.00527577,0.013033,0.029645,0.0285617,0.00808116,0.013016,0.0326859,0.00484767,0,0,0,0,0,0,0.0411532
123,0.0184703,0.0294217,0.0281248,0.0107247,0.00660433,0.0147675,0,0,0.0219738,0,0.0250192,0.0150876,0.0097392,0.019872,0.0159406,0.0329389,0.0221076,0.0108524,0.0168305,0.0108574,0.0544932,0.0134417,0.0157991,0.0112487,0.00959224,0.0382772,0.0138509,0.0108495,0.00860245,0.0243914,0.0144663,0.00802816,0.0134297,0.0059972,0,0,0.0455257,0,0.0202585,0.0298607,0.0509833,0.0279113,0.0211951,0.018088,0.0247149,0.0189516,0.0185598,0.0654295,0.0215648,0.0239188,0.00474165,0.016284,0.00505077,0.012797,0.0328239,0.0289196,0.00842623,0.0132403,0.0323567,0.00445624,0,0,0,0,0,0,0.0411745
124,0.0182323,0.0291611,0.0277124,0.010602,0.00660441,0.0146058,0,0,0.0226524,0,0.0249927,0.0152308,0.0096187,0.0199988,0.0159137,0.0323545,0.0218891,0.0104568,0.0167708,0.0105956,0.0544478,0.0135511,0.0158113,0.0112727,0.00948326,0.037831,0.0144889,0.0107271,0.00868998,0.0260351,0.014282,0.00808588,0.0138264,0.00584676,0,0,0.0458428,0,0.0205136,0.0299444,0.0511855,0.0288593,0.0210954,0.0179974,0.0246294,0.0187105,0.0188829,0.0656803,0.0218554,0.0246821,0.00527317,0.0169626,0.00494913,0.0132347,0.0357849,0.0292054,0.00877524,0.0132966,0.032065,0.00410706,0,0,0,0,0,0,0.0412794
125,0.0179802,0.028835,0.0266661,0.0104277,0.00586278,0.0144299,0,0,0.0230661,0,0.0248698,0.0152566,0.00946826,0.0202278,0.0158457,0.0316442,0.0215504,0.0102908,0.0166806,0.0104725,0.0542894,0.0137137,0.0154869,0.0112019,0.00951568,0.0368748,0.0148931,0.0106201,0.00866842,0.0273335,0.0141939,0.00860186,0.0140747,0.00569675,0,0,0.0458418,0,0.0206929,0.0297409,0.0513691,0.0297212,0.0209588,0.0177456,0.0244994,0.0184419,0.0191729,0.0660032,0.0221155,0.0253069,0.00614845,0.0176937,0.00500132,0.014226,0.038723,0.0292617,0.00899599,0.0131788,0.0316004,0.00399455,0,0,0,0,0,0,0.0413791
126,0.017752,0.0286155,0.0249776,0.010414,0.0048579,0.0146934,0,0,0.023421,0,0.0247654,0.0151852,0.00940814,0.0203728,0.015649,0.0314851,0.0212189,0.0101579,0.0164114,0.0104598,0.0541019,0.0138521,0.0150545,0.0112826,0.00970533,0.035234,0.0152989,0.0105574,0.00864662,0.0284191,0.0141453,0.00935308,0.0146439,0.00544624,0,0,0.0458996,0,0.020853,0.0294831,0.0515122,0.0306902,0.0207567,0.017463,0.0247019,0.018202,0.0193784,0.0663296,0.0223204,0.0257491,0.00736374,0.0183127,0.00525516,0.0156379,0.0414982,0.0293399,0.00915375,0.0130433,0.0312632,0.00387386,0,0,0,0,0,0,0.041209
127,0.017578,0.0285486,0.0233222,0.0104079,0.00424669,0.0152386,0,0,0.0236279,0,0.024652,0.0150316,0.00966779,0.0205198,0.0153024,0.0317044,0.0209714,0.0100778,0.0158294,0.0105579,0.0539025,0.0138702,0.0147032,0.0114481,0.0101362,0.0333321,0.0153554,0.0105677,0.00858605,0.0295418,0.0141123,0.0101508,0.0154635,0.00512217,0,0,0.0460499,0,0.0210028,0.0293277,0.0516765,0.0316704,0.0204976,0.0171545,0.0251384,0.017951,0.0194983,0.0665408,0.0224041,0.0260027,0.00871343,0.018757,0.00560803,0.0172284,0.0436861,0.0294614,0.009286,0.0128843,0.0310715,0.00381452,0,0,0,0,0,0,0.0409808
128,0.0173586,0.0283611,0.0220893,0.0105987,0.00433076,0.0154512,0,0,0.0236518,0,0.0245697,0.0148443,0.0101523,0.0209061,0.0148704,0.0311889,0.0208045,0.0102091,0.0152081,0.0107092,0.0535628,0.0137118,0.0144756,0.0115784,0.0107901,0.031822,0.0151853,0.0105891,0.00854137,0.0306238,0.0142008,0.01077,0.0157996,0.00491847,0,0,0.0459778,0,0.0210622,0.0291216,0.0518286,0.0325306,0.0202563,0.0169276,0.0252695,0.0175814,0.0195894,0.0666709,0.0224609,0.0258465,0.0099118,0.0190486,0.0059221,0.018686,0.0454321,0.0294724,0.00932113,0.012597,0.0306908,0.00404223,0,0,0,0,0,0,0.0406439
129,0.017382,0.0281988,0.0211644,0.0108596,0.00493429,0.0155874,0,0,0.0236173,0,0.0243725,0.0147414,0.0111222,0.0212988,0.0143462,0.0307868,0.0206921,0.0101877,0.0147916,0.0108571,0.0531795,0.0134705,0.0144112,0.0117737,0.0116212,0.0307616,0.015116,0.0105453,0.00857316,0.0314417,0.0142997,0.0110709,0.0157644,0.00479983,0,0,0.0459674,0,0.0210857,0.02909,0.0518787,0.0332475,0.0200695,0.0167484,0.0253348,0.0173157,0.0194949,0.0667418,0.0224849,0.0257363,0.0108364,0.019197,0.00618498,0.0199297,0.0466563,0.0295491,0.00926398,0.0123251,0.0303917,0.00428666,0,0,0,0,0,0,0.040399
130,0.0177499,0.028237,0.0203336,0.0111875,0.00578582,0.0155408,0,0,0.0235517,0,0.02421,0.0146292,0.012366,0.0216163,0.0137679,0.0306117,0.0207032,0.010243,0.0144003,0.0109702,0.0527781,0.0132917,0.0144395,0.0121526,0.0125292,0.0296952,0.0150359,0.0105211,0.00859385,0.0320084,0.0144233,0.0111524,0.0156275,0.00476301,0,0,0.0460611,0,0.021095,0.0292145,0.0517169,0.033818,0.0198928,0.0166289,0.0254722,0.0171424,0.0191812,0.066741,0.0224717,0.0255902,0.0114138,0.0192162,0.00637291,0.0210221,0.0473932,0.0296671,0.00922004,0.0121245,0.0302264,0.00450589,0,0,0,0,0,0,0.0401787
131,0.018277,0.028416,0.0195198,0.01142,0.00658645,0.0154928,0,0,0.0234492,0,0.0240644,0.0145336,0.0134635,0.0218849,0.0133417,0.0305556,0.0208326,0.0103996,0.0141175,0.011032,0.0523728,0.0134187,0.0146026,0.0125866,0.0134394,0.0284837,0.0148888,0.0105268,0.00861885,0.0323659,0.0145772,0.0111699,0.015486,0.00480841,0,0,0.0461905,0,0.0211307,0.0294191,0.0516832,0.0340769,0.0197855,0.01655,0.0257463,0.0169924,0.0189056,0.0666914,0.0224259,0.0248984,0.0118803,0.0191554,0.00644231,0.021728,0.0478419,0.0297203,0.00912296,0.0120429,0.0301418,0.00462348,0,0,0,0,0,0,0.039975
132,0.0187113,0.0286745,0.0187759,0.0115487,0.0073807,0.0154711,0,0,0.0232893,0,0.023892,0.0144101,0.0142076,0.0221152,0.0131798,0.0305695,0.0208254,0.0104853,0.0140064,0.0110283,0.0519962,0.013656,0.0148084,0.0129694,0.0142894,0.0272287,0.0147006,0.0105265,0.00858205,0.0326398,0.0147251,0.0111166,0.0153421,0.00497569,0,0,0.0462978,0,0.0211748,0.0296268,0.0518146,0.0339301,0.0197882,0.0165337,0.0260926,0.0168965,0.0186675,0.0665458,0.0223743,0.0241378,0.0122132,0.0190407,0.00636193,0.0219939,0.0481443,0.0296968,0.00903655,0.0120418,0.0301001,0.00466493,0,0,0,0,0,0,0.039907
133,0.0190201,0.0288056,0.0178653,0.0116831,0.0080837,0.0154171,0,0,0.0232269,0,0.0237964,0.0143907,0.0147199,0.0222632,0.0132367,0.0306743,0.020597,0.0105036,0.0140822,0.0109927,0.0516842,0.0138916,0.0148824,0.0133543,0.0150021,0.0260252,0.0146146,0.0105657,0.00855056,0.0331008,0.0147,0.011256,0.0151001,0.00515155,0,0,0.0464001,0,0.0211402,0.0298188,0.0520233,0.033518,0.0198691,0.0165801,0.0265032,0.016863,0.0184501,0.0663245,0.0223119,0.0234464,0.0124145,0.018951,0.00616827,0.0221816,0.0486608,0.0296813,0.0090667,0.0121249,0.0301187,0.00465955,0,0,0,0,0,0,0.04008
134,0.0192445,0.0288988,0.0166876,0.0117967,0.00867553,0.0153404,0,0,0.0230507,0,0.023752,0.0142383,0.0150174,0.02241,0.0133516,0.0307667,0.0204721,0.0104499,0.0142282,0.0110144,0.051366,0.0140844,0.014889,0.0137445,0.0156655,0.0245286,0.0145522,0.0106091,0.00846562,0.0335334,0.0146183,0.0115742,0.0149268,0.0052831,0,0,0.0464077,0,0.0210676,0.0299179,0.0522731,0.0332808,0.0199924,0.0166228,0.0269466,0.0168551,0.0182171,0.0660466,0.0222165,0.0227934,0.0125467,0.0188118,0.00596226,0.0222761,0.0487404,0.0295951,0.00914455,0.0121587,0.0301051,0.00462672,0,0,0,0,0,0,0.0401922
135,0.0194035,0.0290145,0.0154136,0.0118454,0.00930767,0.015367,0,0,0.0228372,0,0.0236863,0.0140664,0.0151502,0.0226011,0.0134795,0.0309737,0.0205185,0.0103354,0.0143185,0.0111858,0.0510709,0.0142495,0.0149818,0.0141278,0.0163304,0.0227209,0.0144855,0.0106584,0.00831331,0.0337949,0.0145824,0.0117492,0.0149281,0.0053448,0,0,0.0463765,0,0.0210398,0.0299497,0.0525448,0.0331466,0.0201797,0.0166716,0.0275692,0.0168948,0.0178892,0.0656511,0.0220854,0.0221323,0.0124323,0.0185769,0.00566719,0.022111,0.0484605,0.0294161,0.00920358,0.0121545,0.0301255,0.00454679,0,0,0,0,0,0,0.0401359
136,0.0195126,0.02923,0.0141939,0.0118758,0.0100226,0.0155349,0,0,0.0226264,0,0.0236299,0.0139178,0.0154525,0.0227413,0.013689,0.0314464,0.0205345,0.0101253,0.0143378,0.0113957,0.0507579,0.0145616,0.0150738,0.0145287,0.0169284,0.0209127,0.014503,0.010721,0.00818498,0.0337914,0.0145743,0.01162,0.0151685,0.00534136,0,0,0.0463852,0,0.0210808,0.0299569,0.0528702,0.0329852,0.0203877,0.0167951,0.0284523,0.0170182,0.0174262,0.0651759,0.0218759,0.0214352,0.0120412,0.0181649,0.00527715,0.0215918,0.0482497,0.029183,0.00922511,0.0123708,0.0303342,0.00443524,0,0,0,0,0,0,0.0400001
137,0.0196172,0.0294898,0.0130246,0.0119054,0.0106967,0.0157645,0,0,0.0225328,0,0.0236128,0.013775,0.0158401,0.0226466,0.0139666,0.0321071,0.0204652,0.00971379,0.0142371,0.0114768,0.0504275,0.0148204,0.0150729,0.0149392,0.0174605,0.019042,0.0145709,0.0107402,0.00806049,0.0335171,0.0144934,0.0114923,0.0154252,0.00535111,0,0,0.0464453,0,0.02112,0.0300222,0.0531576,0.032634,0.0204419,0.017031,0.0292763,0.0171665,0.0170834,0.0647109,0.0217448,0.0204818,0.0113578,0.017527,0.00484095,0.0206903,0.0477045,0.0289082,0.00928766,0.0126201,0.0306291,0.0043856,0,0,0,0,0,0,0.0398055
138,0.0197073,0.0297075,0.0121773,0.0120092,0.0114233,0.0158018,0,0,0.022467,0,0.0236323,0.0136224,0.0162931,0.0225486,0.0144187,0.0325758,0.02036,0.00923938,0.0141695,0.0116706,0.0500903,0.0149825,0.0150245,0.015286,0.0179786,0.0174556,0.0146338,0.0107377,0.00794213,0.0333615,0.0143698,0.0114384,0.0155382,0.00536564,0,0,0.0464676,0,0.0211167,0.0300913,0.0534199,0.0320497,0.0204769,0.0173631,0.0299103,0.0173231,0.016817,0.0641965,0.0216594,0.0197144,0.010344,0.0166805,0.00441578,0.0194568,0.0467702,0.0285747,0.00940253,0.0127879,0.0309013,0.00441507,0,0,0,0,0,0,0.039685
139,0.0197681,0.0299084,0.0118429,0.0120998,0.0122227,0.0156637,0,0,0.0222064,0,0.023585,0.0134006,0.016871,0.0225614,0.0151509,0.0328291,0.0202541,0.00877892,0.0142901,0.0121016,0.0497783,0.0152532,0.0150812,0.0155138,0.0185287,0.0164855,0.0146062,0.0107458,0.00780122,0.0332481,0.0142495,0.0111243,0.0154859,0.00535964,0,0,0.0464698,0,0.0211151,0.0301792,0.0536721,0.0313654,0.0205854,0.0177469,0.0304208,0.0174779,0.0165484,0.0636277,0.0215587,0.0191914,0.00915641,0.0157333,0.00407012,0.0179895,0.046223,0.0282171,0.00950585,0.0129236,0.0311089,0.00452759,0,0,0,0,0,0,0.039763
140,0.0198274,0.0301456,0.0118565,0.0122047,0.0129833,0.0153794,0,0,0.0218249,0,0.0235168,0.0131294,0.0174763,0.0226269,0.0159554,0.0330463,0.0204079,0.00843134,0.0143769,0.0126875,0.0494522,0.0154869,0.0150973,0.0156984,0.0190169,0.0156928,0.0145138,0.0107759,0.00767899,0.0332057,0.0141593,0.0108246,0.0154505,0.00536235,0,0,0.0464805,0,0.0211111,0.0302258,0.053885,0.0308719,0.0206931,0.0181733,0.0309473,0.0176649,0.0163394,0.06305,0.0214636,0.0186994,0.00796697,0.0147447,0.00386013,0.0164833,0.0461794,0.0279059,0.00963311,0.0130414,0.0313646,0.00470241,0,0,0,0,0,0,0.0398316
141,0.0198614,0.0303895,0.0122074,0.0123112,0.0137923,0.0149371,0,0,0.0214635,0,0.0234775,0.0128595,0.0180146,0.0226731,0.0167917,0.0333461,0.0205551,0.00820719,0.0144414,0.0133368,0.0491137,0.0156739,0.0150888,0.0158747,0.0195201,0.0151869,0.0143954,0.0108161,0.00757555,0.0333481,0.0140879,0.0106053,0.0154656,0.00536769,0,0,0.0464542,0,0.0211032,0.0302544,0.0540856,0.0309255,0.0207707,0.0185768,0.031514,0.0178625,0.0162387,0.0625208,0.021388,0.0181896,0.0069691,0.0137716,0.00387513,0.0150909,0.0464953,0.0276073,0.00978793,0.01323,0.0316542,0.00489082,0,0,0,0,0,0,0.0398735
142,0.0198391,0.0306464,0.0127932,0.0124259,0.0147359,0.0147787,0,0,0.0211104,0,0.0234881,0.0126102,0.0185372,0.0226924,0.017691,0.0337724,0.0206386,0.00814799,0.0145486,0.0139427,0.0488357,0.0158059,0.0149968,0.0160761,0.0200074,0.015045,0.0142494,0.0108691,0.00750659,0.033535,0.0140144,0.0104385,0.0154863,0.00539833,0,0,0.0464356,0,0.0210874,0.0302684,0.054343,0.0312728,0.0208378,0.0189859,0.032081,0.018033,0.0161526,0.0620252,0.021268,0.0177767,0.00619281,0.0128597,0.00415644,0.0139209,0.046526,0.0273002,0.00996153,0.013339,0.0319325,0.00507908,0,0,0,0,0,0,0.0399074
143,0.0199932,0.0309159,0.0136937,0.0124972,0.0156506,0.0147975,0,0,0.020662,0,0.0234671,0.0123659,0.0190633,0.0227089,0.0185749,0.0342337,0.0207902,0.00821246,0.0147507,0.0145705,0.0485951,0.0158799,0.0148643,0.0162768,0.0204314,0.0153844,0.0140755,0.0109313,0.00745546,0.0338732,0.014053,0.0104005,0.0154651,0.00543861,0,0,0.0464074,0,0.0211115,0.0302904,0.0546026,0.0315316,0.0208993,0.0192896,0.032622,0.0181946,0.0160287,0.0615773,0.0210915,0.0174951,0.00577536,0.0120206,0.00460978,0.0131555,0.0468332,0.0270188,0.0100185,0.0134285,0.0321899,0.00524154,0,0,0,0,0,0,0.0399075
144,0.0202244,0.0311775,0.0148427,0.0125169,0.0163701,0.014675,0,0,0.0201691,0,0.023449,0.0121243,0.0196071,0.0226985,0.0192822,0.0345893,0.0209818,0.00831479,0.0149744,0.015188,0.0483845,0.0158553,0.0146627,0.0163288,0.0207804,0.0160648,0.0139582,0.0110655,0.00741878,0.034285,0.0140953,0.0107227,0.0154965,0.00549436,0,0,0.0463782,0,0.021133,0.0303357,0.0547561,0.0318044,0.020941,0.0194772,0.0331214,0.0183506,0.0159185,0.0611596,0.0208909,0.0172184,0.00591578,0.0112971,0.00517332,0.0130527,0.0474894,0.0268524,0.0100694,0.0134887,0.0324906,0.00539145,0,0,0,0,0,0,0.0398755
145,0.0202464,0.0314439,0.0161117,0.0125723,0.017047,0.0144613,0,0,0.0198059,0,0.0233314,0.0119024,0.0200831,0.0226224,0.01992,0.0348358,0.0211577,0.00838153,0.0151962,0.0157947,0.0481852,0.015819,0.0142765,0.0162593,0.0210608,0.0169343,0.013865,0.0111087,0.00741161,0.0344351,0.0140983,0.0112897,0.0154981,0.00554502,0,0,0.0464221,0,0.0211464,0.0304301,0.0548861,0.031992,0.0209742,0.0196534,0.0335809,0.0185265,0.0159249,0.0608155,0.0206759,0.0169994,0.006416,0.0107401,0.00577105,0.0134905,0.0480419,0.0267397,0.0101555,0.0135157,0.0328681,0.00548689,0,0,0,0,0,0,0.0398408
146,0.0203458,0.0317629,0.0174268,0.0126496,0.017521,0.0141962,0,0,0.0194671,0,0.0232885,0.0117254,0.0204522,0.0225013,0.0205216,0.0349798,0.0214253,0.00845951,0.0154069,0.016411,0.0479965,0.0157859,0.0139423,0.0162473,0.0212559,0.0178033,0.0137839,0.0111159,0.00739799,0.0345724,0.0140511,0.0119103,0.0154934,0.00561085,0,0,0.0465905,0,0.0211689,0.0305668,0.0549706,0.0319008,0.0209698,0.0197066,0.0339234,0.0187032,0.0159762,0.0605015,0.020406,0.0167448,0.00696631,0.0102786,0.00636951,0.0142516,0.0482982,0.0267139,0.010213,0.0135275,0.0332119,0.00548717,0,0,0,0,0,0,0.0398192
147,0.0205301,0.0320304,0.0187898,0.0127372,0.0180729,0.0138624,0,0,0.019211,0,0.0233354,0.0116427,0.0207737,0.0223431,0.0210048,0.0350297,0.0218074,0.00853321,0.0154335,0.0169365,0.047789,0.0157493,0.0135733,0.0163018,0.0213609,0.0188517,0.0137946,0.011151,0.00737448,0.0348407,0.0139395,0.012451,0.0154775,0.00567468,0,0,0.0468281,0,0.0212035,0.0307726,0.0550394,0.0319435,0.0208958,0.019583,0.034147,0.018829,0.0159806,0.060119,0.020063,0.0164547,0.00753454,0.00965934,0.00688703,0.0150003,0.0484482,0.0268013,0.010278,0.0135778,0.0335014,0.00543744,0,0,0,0,0,0,0.0397619
148,0.0207878,0.0322675,0.0198604,0.0127961,0.018635,0.013506,0,0,0.0189455,0,0.0232874,0.0114944,0.021077,0.022165,0.0213915,0.0350582,0.0220973,0.0085558,0.015268,0.017398,0.0474862,0.0156764,0.0131226,0.0162441,0.0214404,0.0201367,0.0138295,0.0111772,0.00731045,0.0348039,0.0139217,0.0129349,0.0154483,0.00578814,0,0,0.0471848,0,0.0213372,0.0310515,0.0551262,0.0318215,0.0207725,0.019331,0.034259,0.0190116,0.0160617,0.0597867,0.0196618,0.0162091,0.0080111,0.00909753,0.00735294,0.0156576,0.0484028,0.0269999,0.0103193,0.0136936,0.0337367,0.00540839,0,0,0,0,0,0,0.0396557
149,0.0207518,0.0324309,0.020915,0.0128692,0.019132,0.0132089,0,0,0.0187698,0,0.0232338,0.0114173,0.0213233,0.022038,0.021614,0.0350961,0.0223066,0.00841169,0.0151116,0.0177263,0.0471496,0.0154382,0.0128049,0.0160739,0.021419,0.0214684,0.0139326,0.0111788,0.00731848,0.0345187,0.0138543,0.0133273,0.0155122,0.00585717,0,0,0.0476691,0,0.0215115,0.0313537,0.0552128,0.0315802,0.0205546,0.0188711,0.0343146,0.0192375,0.0161055,0.0595334,0.0190709,0.0158355,0.00841717,0.00861724,0.00787218,0.0157744,0.0481153,0.0272989,0.0103435,0.0138458,0.0339477,0.00530622,0,0,0,0,0,0,0.0395962
150,0.0207035,0.0325226,0.0221705,0.0129059,0.0194557,0.0127997,0,0,0.0186996,0,0.0231892,0.0114468,0.0215454,0.0218233,0.0217252,0.0350615,0.0225309,0.00810326,0.0147317,0.0180072,0.0467636,0.0151077,0.0124501,0.0158087,0.0213161,0.0227459,0.0140959,0.0111688,0.00727219,0.0337742,0.0137298,0.0137347,0.0156532,0.00580002,0,0,0.0482231,0,0.0217201,0.0317034,0.055311,0.0307766,0.0201945,0.0182411,0.0342356,0.0194466,0.0161678,0.0593193,0.0182668,0.0152242,0.00873759,0.0081553,0.00839452,0.015395,0.047079,0.0277229,0.0103586,0.014077,0.0341422,0.00511286,0,0,0,0,0,0,0.0395361
151,0.0206484,0.0325386,0.0233166,0.0129446,0.0195829,0.0122748,0,0,0.0186813,0,0.0231997,0.0115108,0.0216815,0.0215389,0.0218275,0.035009,0.0227767,0.00766155,0.0141824,0.0182879,0.0463222,0.0147244,0.0119909,0.0154591,0.0210438,0.023873,0.0142837,0.0111779,0.00726064,0.0323084,0.0136167,0.0140899,0.0158883,0.00561139,0,0,0.0488262,0,0.0219808,0.0320602,0.0554216,0.0297196,0.0197087,0.0175628,0.0340025,0.0196604,0.0162979,0.0591322,0.0173361,0.0146675,0.00889006,0.00772598,0.00889704,0.0145035,0.0449377,0.0282123,0.0103424,0.0143795,0.0342621,0.00481064,0,0,0,0,0,0,0.0395042
152,0.0202681,0.0325021,0.0244154,0.0130188,0.0197337,0.0119651,0,0,0.0186012,0,0.0232689,0.0115542,0.0218501,0.0213424,0.0218399,0.0349348,0.022903,0.00713606,0.0134949,0.0184151,0.0457992,0.0142753,0.0114948,0.0151022,0.0207248,0.0250221,0.0144783,0.0111923,0.0072726,0.0300594,0.0134277,0.0146142,0.0162281,0.00544395,0,0,0.0494382,0,0.0222255,0.0324443,0.055476,0.0284371,0.0191711,0.0169827,0.0336594,0.0198751,0.0166499,0.0589763,0.0164718,0.0144519,0.00898441,0.00736858,0.00928442,0.0131428,0.0415406,0.028681,0.0103655,0.0146863,0.0342829,0.00443713,0,0,0,0,0,0,0.0395986
153,0.0199599,0.032355,0.0254115,0.0130934,0.0199032,0.0115772,0,0,0.0183767,0,0.0232152,0.0115525,0.021993,0.0211477,0.0216963,0.0347798,0.0229389,0.00653334,0.0127193,0.0183256,0.0451806,0.0137947,0.0109941,0.0147608,0.0203932,0.0260498,0.014595,0.0111198,0.00725512,0.0268202,0.0132144,0.0151008,0.016534,0.0052677,0,0,0.0499466,0,0.0224671,0.0327591,0.055394,0.0267888,0.0186148,0.0166657,0.0332097,0.0200515,0.017329,0.0588806,0.015963,0.0147851,0.00917332,0.00703739,0.00958194,0.0114399,0.0368496,0.0290918,0.0104298,0.0149154,0.0341499,0.00403001,0,0,0,0,0,0,0.0398633
154,0.0198114,0.0322548,0.0262783,0.0131732,0.0198905,0.0112576,0,0,0.0180835,0,0.0230492,0.0114969,0.0220616,0.0208385,0.0214231,0.0348746,0.0229709,0.00602298,0.0120238,0.0181407,0.0446009,0.0134743,0.0106009,0.0144614,0.0200521,0.026881,0.0145437,0.0109736,0.00730993,0.0228781,0.0130834,0.0153946,0.0169127,0.00504749,0,0,0.0503235,0,0.0227389,0.0329505,0.0551425,0.0246077,0.018066,0.0167332,0.0328899,0.0202727,0.0183055,0.0589553,0.016197,0.015683,0.00964896,0.0067384,0.00977679,0.00982757,0.0312851,0.0294842,0.0105338,0.0150464,0.034073,0.00358338,0,0,0,0,0,0,0.0399094
155,0.0197963,0.0321873,0.0269617,0.0132359,0.0195536,0.0110464,0,0,0.0177605,0,0.0227301,0.0114154,0.0220817,0.0204425,0.0209869,0.0351233,0.0229976,0.00565018,0.0113805,0.0177175,0.0440437,0.0130627,0.0102378,0.0140719,0.0195226,0.0273727,0.0144717,0.0107317,0.00735223,0.0188722,0.0129905,0.0154848,0.0172481,0.00479469,0,0,0.0506494,0,0.022943,0.0331133,0.0547348,0.0220601,0.0175624,0.0173044,0.0326263,0.0205208,0.0195877,0.0592346,0.0173914,0.017305,0.010532,0.00647382,0.00994685,0.00896181,0.0253223,0.0298245,0.0104366,0.0150242,0.0340278,0.0031066,0,0,0,0,0,0,0.0398685
156,0.0199694,0.032099,0.0274723,0.0134499,0.0191611,0.0107832,0,0,0.017371,0,0.0224088,0.0112051,0.0220831,0.0200331,0.0203015,0.0352462,0.0230014,0.00523813,0.0106338,0.0169539,0.0435073,0.0126154,0.00996449,0.0136995,0.0189823,0.0276786,0.0143272,0.0104538,0.00749181,0.0154464,0.0129497,0.0153713,0.0173539,0.00472079,0,0,0.0511105,0,0.0231307,0.0333798,0.0542176,0.0196681,0.0171719,0.0179991,0.0321677,0.0207954,0.0211007,0.0597184,0.0193165,0.0194141,0.0117849,0.00622338,0.0100662,0.0092822,0.0194519,0.0301966,0.0103144,0.0149962,0.0339449,0.00271276,0,0,0,0,0,0,0.0399871
157,0.0198538,0.0320888,0.0274875,0.0137317,0.0186056,0.0107618,0,0,0.0170359,0,0.0222305,0.0110849,0.0219998,0.0196427,0.0194357,0.0356013,0.0230435,0.00474845,0.00993352,0.0160489,0.0429641,0.0122607,0.00978761,0.0134179,0.0184491,0.0275879,0.0142731,0.0102041,0.00766936,0.0253997,0.0129008,0.0227328,0.0176137,0.00464763,0,0,0.0516557,0,0.023347,0.0336097,0.0535479,0.0280159,0.0169706,0.0184081,0.0319544,0.0211819,0.0226092,0.0604076,0.0217823,0.0217541,0.015232,0.00478273,0.0140735,0.0143091,0.0283634,0.0305638,0.010138,0.0148672,0.0340121,0.00227379,0,0,0,0,0,0,0.0401512
158,0.019703,0.0323262,0.0270543,0.0141155,0.017809,0.0109576,0,0,0.0167595,0,0.0221336,0.0108385,0.0218108,0.0192733,0.0184693,0.0362325,0.0231141,0.00432357,0.00931489,0.0150829,0.0424759,0.0119407,0.00971975,0.0131777,0.0178476,0.0270228,0.0141072,0.00995583,0.00798658,0.0357091,0.0127854,0.0303856,0.0180706,0.00476541,0,0,0.0526364,0,0.0235524,0.0341174,0.05291,0.0362056,0.0168905,0.0189303,0.0321792,0.0217505,0.0240563,0.0610506,0.0241398,0.0240713,0.0182691,0.00773469,0.0182692,0.0186112,0.0373658,0.0311538,0.0100296,0.0147835,0.0343562,0.00193823,0,0,0,0,0,0,0.0402778
