Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,x68,x69
105,0.0203979,0.0251218,0.0141444,0.010612,0.00560401,0.00719957,0,0,0.0233731,0,0.0253311,0.013068,0.0434365,0.0133862,0.0204872,0.0138315,0.022682,0.0117409,0.00884928,0.0115771,0.0124651,0.0520812,0.0155582,0.0148681,0.0122493,0.0119912,0.0228863,0.0176558,0.0105439,0.00696304,0.0154441,0.0149233,0.0191478,0.00570138,0.0167871,0,0,0.0380198,0,0.0181347,0.0268667,0.0553262,0.0168174,0.0205923,0.014026,0.0133006,0.0234197,0.0161077,0.0622626,0.0166694,0.0190697,0.00946169,0.0102148,0.00905417,0.016523,0.0101868,0.0214559,0.0108047,0.0140326,0.026076,0.0156189,0,0,0,0,0,0,0,0,0
106,0.0204086,0.0248655,0.0166122,0.0107281,0.00448269,0.00724599,0,0,0.0230315,0,0.0253642,0.0128704,0.0437154,0.0120207,0.0203968,0.0133949,0.0230488,0.0117559,0.00700325,0.0102945,0.0120997,0.0514607,0.0150225,0.0149051,0.0123384,0.0124295,0.0259972,0.0172838,0.0105769,0.00681437,0.0173208,0.0149035,0.0170766,0.00649266,0.0168989,0,0,0.0385816,0,0.018366,0.0267418,0.0552201,0.0160618,0.0205214,0.0147824,0.0133618,0.0224618,0.0173837,0.063214,0.0181135,0.0207442,0.00923797,0.0114835,0.00798489,0.0169867,0.0144594,0.0211494,0.0100647,0.013716,0.0257836,0.0155245,0,0,0,0,0,0,0,0,0
107,0.0201956,0.0244385,0.0188838,0.0108545,0.00372309,0.00727385,0,0,0.0225527,0,0.0252376,0.0126289,0.0439576,0.0115203,0.0203194,0.0129702,0.0230247,0.0119493,0.00706646,0.01034,0.0119627,0.0515312,0.014366,0.0148716,0.0122766,0.0127105,0.029064,0.0168833,0.0105507,0.00670398,0.0195262,0.0150194,0.0147414,0.00701579,0.0170982,0,0,0.0386338,0,0.0184958,0.026272,0.0550211,0.015929,0.0204328,0.0154495,0.0131733,0.0215918,0.0185295,0.0640774,0.0193003,0.022302,0.00900272,0.0128153,0.00705131,0.0170511,0.0194213,0.0204465,0.00892833,0.0131234,0.0253123,0.0151886,0,0,0,0,0,0,0,0,0
108,0.0198452,0.0239248,0.020857,0.0110555,0.0038486,0.00691649,0,0,0.0221427,0,0.0250617,0.0123705,0.0440181,0.0115907,0.0203728,0.0126657,0.0225425,0.012064,0.00794822,0.010763,0.0118504,0.0514322,0.0139211,0.0150689,0.012109,0.012846,0.0315528,0.0163841,0.0105251,0.00658552,0.0221052,0.0152316,0.0127105,0.00722582,0.0174105,0,0,0.0386199,0,0.0186248,0.0257714,0.0548887,0.0167885,0.0203377,0.0160684,0.0128109,0.0209159,0.0195628,0.0648475,0.0202407,0.0236987,0.00892558,0.0141051,0.00639407,0.017002,0.025297,0.0197155,0.00778845,0.0124435,0.0247465,0.0146446,0,0,0,0,0,0,0,0,0
109,0.0194927,0.0235465,0.0219858,0.0111691,0.00400003,0.00679729,0,0,0.0219481,0,0.0248818,0.012411,0.0437403,0.0107963,0.0203852,0.012316,0.0221221,0.0122314,0.00852352,0.0106809,0.0114984,0.05133,0.0137008,0.015281,0.0118786,0.0129457,0.0326129,0.016067,0.0104964,0.00653325,0.0251085,0.0154466,0.0113448,0.00735917,0.0176215,0,0,0.0388801,0,0.0188035,0.0255206,0.0549289,0.018733,0.0203248,0.0164719,0.012537,0.0203373,0.0203958,0.0654059,0.0207621,0.0249191,0.00917604,0.0152457,0.00613275,0.017128,0.0310554,0.0192952,0.00706595,0.0117291,0.0243116,0.0139864,0,0,0,0,0,0,0,0,0
110,0.019218,0.0232039,0.0228172,0.0112854,0.00394795,0.00690488,0,0,0.0219194,0,0.0247007,0.0125304,0.0434155,0.0102027,0.0204046,0.0121877,0.0216985,0.0124885,0.0085903,0.0105973,0.0109887,0.0516182,0.0137175,0.015494,0.0117183,0.0128928,0.0335967,0.0159307,0.0104225,0.00662497,0.0286551,0.0156667,0.0104899,0.00733224,0.01761,0,0,0.0392042,0,0.019053,0.0253868,0.0550835,0.0211477,0.0204435,0.0166947,0.0123332,0.0196914,0.0210243,0.0657129,0.0209687,0.0262935,0.00976756,0.0162041,0.00632553,0.0175069,0.0353414,0.0191731,0.00704655,0.0109609,0.0238844,0.0134047,0,0,0,0,0,0,0,0,0
111,0.0192152,0.0230508,0.0230495,0.0113444,0.00349831,0.0070786,0,0,0.022096,0,0.0245131,0.0126124,0.0430306,0.00993276,0.0205186,0.012313,0.0212279,0.012793,0.00836755,0.0107262,0.0105918,0.0519064,0.013916,0.0155097,0.0116645,0.0127063,0.0340351,0.0158742,0.010368,0.00677938,0.0319297,0.0158472,0.00978977,0.00717557,0.0177178,0,0,0.0397886,0,0.0193471,0.0255526,0.0553988,0.0233455,0.020698,0.0168262,0.0121912,0.0191271,0.0216441,0.0659528,0.0210704,0.0277018,0.0107569,0.0172643,0.00676964,0.0181469,0.0391867,0.0193235,0.00797783,0.0102992,0.0236211,0.0131455,0,0,0,0,0,0,0,0,0
112,0.0191386,0.0229793,0.0225542,0.011323,0.00284619,0.00728656,0,0,0.0223363,0,0.0243004,0.0126383,0.0426133,0.00984057,0.0206658,0.0125348,0.0207666,0.0130712,0.00851746,0.0110537,0.0104196,0.0518758,0.0141601,0.0153603,0.0116763,0.0125126,0.0334824,0.0159361,0.010349,0.00687408,0.0344414,0.0159825,0.00947885,0.00706138,0.017643,0,0,0.0403472,0,0.0197225,0.0257862,0.0554585,0.0251998,0.0208091,0.0168318,0.0120975,0.0184531,0.0223317,0.06607,0.0211548,0.0291441,0.011933,0.0183848,0.00724133,0.0191933,0.0427883,0.0196861,0.0096583,0.00973994,0.0234103,0.0129031,0,0,0,0,0,0,0,0,0
113,0.0190456,0.023038,0.021333,0.0112957,0.00237479,0.00746231,0,0,0.0224649,0,0.0241406,0.0128821,0.0423082,0.00989149,0.0208596,0.0126535,0.020372,0.0132727,0.00856459,0.011374,0.0104911,0.0517767,0.0143311,0.0151153,0.0117891,0.0124292,0.032163,0.0162453,0.0103304,0.00699184,0.0363823,0.0159759,0.00997487,0.00713587,0.0176659,0,0,0.040957,0,0.0200878,0.0260931,0.0553906,0.0264393,0.0207766,0.0166344,0.0121246,0.0178308,0.0230987,0.0661855,0.0212326,0.0307806,0.013327,0.0195639,0.00775577,0.0205949,0.0460308,0.0201885,0.0119114,0.00939804,0.0233472,0.0127504,0,0,0,0,0,0,0,0,0
114,0.0188309,0.023141,0.0198903,0.011413,0.00239253,0.0076058,0,0,0.0226008,0,0.0239711,0.0131141,0.0422515,0.00989166,0.0210409,0.0127578,0.0201201,0.0134351,0.00829642,0.0115113,0.0108447,0.0516528,0.0144037,0.0149375,0.0120439,0.0125629,0.0306774,0.0166433,0.0102439,0.00719201,0.0380464,0.0158111,0.0109299,0.00746022,0.0176022,0,0,0.0414322,0,0.0204013,0.0263086,0.0555517,0.0269621,0.0207417,0.0164392,0.0122188,0.0172499,0.023978,0.0664917,0.0213835,0.0324619,0.015089,0.0207759,0.00835556,0.0223512,0.0491413,0.0207184,0.0142814,0.00918906,0.0233321,0.0125583,0,0,0,0,0,0,0,0,0
115,0.0186399,0.0232586,0.0187828,0.0114209,0.00295315,0.00769186,0,0,0.0234183,0,0.023873,0.0132049,0.0425172,0.00999643,0.0212372,0.0129154,0.0199047,0.0135648,0.00822593,0.0116147,0.0112091,0.0515038,0.0144473,0.0148775,0.0122814,0.0129688,0.0293325,0.0170686,0.0102177,0.0073258,0.0395611,0.0156237,0.0120158,0.00762171,0.0175987,0,0,0.0418603,0,0.0207668,0.0264968,0.0557828,0.0274601,0.0206815,0.0162459,0.0123342,0.0167536,0.0246685,0.0666709,0.0214472,0.0337361,0.0170578,0.021885,0.00903097,0.0244427,0.0517538,0.0214032,0.0161988,0.00918297,0.0233236,0.012397,0,0,0,0,0,0,0,0,0
116,0.0185474,0.0233722,0.0180528,0.0112912,0.00394109,0.00771746,0,0,0.0240357,0,0.0237474,0.0131852,0.0430971,0.010416,0.02149,0.0131321,0.0197135,0.0136839,0.00822628,0.0117069,0.0116737,0.0513964,0.0146276,0.0149773,0.0125467,0.0136199,0.0281629,0.0174779,0.0102071,0.00734475,0.0409416,0.0154796,0.013036,0.00749344,0.0177432,0,0,0.0421654,0,0.0211465,0.0266175,0.0558162,0.0284083,0.0205004,0.0159881,0.0123776,0.0164365,0.0249033,0.0666237,0.0213803,0.0345671,0.0190557,0.0227904,0.00975315,0.0267667,0.0540766,0.0220659,0.0176945,0.00932699,0.0233066,0.0123235,0,0,0,0,0,0,0,0,0
117,0.0186504,0.0234584,0.0169941,0.0112839,0.00508783,0.00769104,0,0,0.0243618,0,0.0235932,0.0132712,0.04343,0.0109086,0.0217432,0.0132877,0.0195948,0.0138353,0.00812524,0.0114645,0.0121946,0.0512917,0.0148359,0.0152028,0.0128968,0.0143802,0.0266575,0.0178253,0.0101635,0.00735895,0.0424084,0.0153527,0.0139626,0.00729657,0.0178988,0,0,0.0422508,0,0.0214553,0.0265961,0.0556317,0.0298029,0.0201892,0.0156973,0.012443,0.0161953,0.0248874,0.0664907,0.0213202,0.0350287,0.0208502,0.0235167,0.0104505,0.0290653,0.0565019,0.0225987,0.0187758,0.00940222,0.0232699,0.0123269,0,0,0,0,0,0,0,0,0
118,0.0189632,0.0236766,0.0156448,0.0113916,0.00618374,0.00778959,0,0,0.0245626,0,0.0235012,0.0133633,0.0434858,0.0114778,0.0219249,0.0134361,0.0196535,0.0139956,0.00795793,0.0110437,0.0126893,0.0511889,0.0150386,0.0154614,0.0132028,0.0151599,0.0248191,0.0180854,0.0100848,0.00738414,0.0440154,0.0152384,0.0147167,0.00726054,0.0182096,0,0,0.0422692,0,0.0217017,0.02665,0.0555013,0.0317669,0.0199841,0.0154439,0.012739,0.016135,0.0246556,0.0663228,0.0212182,0.0348468,0.0224135,0.0240392,0.0110797,0.0311994,0.0591253,0.0229769,0.0195717,0.00949411,0.0233405,0.0124343,0,0,0,0,0,0,0,0,0
119,0.0193091,0.0240008,0.0143165,0.0114827,0.00720528,0.00793811,0,0,0.0245578,0,0.0234812,0.0134757,0.0434078,0.012199,0.0220928,0.0136371,0.0197263,0.0141104,0.00771417,0.0106972,0.013129,0.0511239,0.0153402,0.0155635,0.013569,0.0158758,0.0229345,0.018224,0.0100938,0.00747833,0.0455821,0.0151962,0.0151449,0.00729422,0.0186431,0,0,0.042168,0,0.0218732,0.0266243,0.0553865,0.0341358,0.0197536,0.0153017,0.0131291,0.0162494,0.024246,0.0661333,0.021085,0.0342149,0.0238156,0.0243316,0.0117389,0.0331997,0.0618359,0.0230512,0.0197984,0.00954563,0.0234854,0.0126752,0,0,0,0,0,0,0,0,0
120,0.0196677,0.0244435,0.0131371,0.0115206,0.00817001,0.00804675,0,0,0.024401,0,0.0234012,0.0135771,0.0432872,0.0126941,0.0222987,0.0139786,0.0198005,0.014219,0.0075502,0.0106194,0.0135288,0.0510497,0.0156171,0.0156115,0.0139771,0.0165387,0.021188,0.0182811,0.0101417,0.00759829,0.0470455,0.0151559,0.0154865,0.00741206,0.019189,0,0,0.0419363,0,0.021898,0.0265697,0.0553978,0.036851,0.0196118,0.0152381,0.0136303,0.0165322,0.0236566,0.0659178,0.0209542,0.0334054,0.0250548,0.0244474,0.0123479,0.0350183,0.0645377,0.0228953,0.0197468,0.00950849,0.0237143,0.0130541,0,0,0,0,0,0,0,0,0
121,0.0200957,0.0249642,0.0122245,0.011615,0.00918351,0.00804493,0,0,0.023999,0,0.0233952,0.0134047,0.0431043,0.0132374,0.0224988,0.0144825,0.0199446,0.0142875,0.00744106,0.010813,0.0139465,0.0509217,0.0159472,0.0156595,0.0143799,0.0171603,0.0196006,0.0180087,0.0101982,0.00758968,0.0487904,0.0151198,0.0157496,0.00752787,0.0198369,0,0,0.0416429,0,0.0218667,0.0265527,0.0555351,0.0395503,0.0195419,0.0150248,0.0142605,0.0170114,0.0227274,0.0656497,0.0208057,0.0322869,0.0258068,0.0243557,0.0126904,0.0362668,0.0674629,0.022426,0.0195093,0.00947584,0.0240303,0.013491,0,0,0,0,0,0,0,0,0
122,0.0205254,0.025472,0.0115996,0.0117098,0.0104027,0.00778936,0,0,0.0235423,0,0.0232485,0.0132579,0.0428773,0.0138332,0.0227565,0.01515,0.019916,0.0143035,0.0074684,0.0112259,0.0144718,0.0507804,0.0162581,0.0157758,0.0148123,0.0177958,0.018384,0.0177069,0.0102476,0.00755241,0.0504791,0.0151803,0.0158881,0.00754325,0.0204853,0,0,0.0413857,0,0.0218362,0.0264911,0.0554176,0.0420959,0.0194737,0.0146649,0.0148761,0.0176974,0.0215635,0.0652335,0.0205242,0.0307488,0.0262979,0.0241114,0.0129781,0.0372041,0.0703711,0.0217115,0.0189849,0.00946781,0.0244025,0.0138388,0,0,0,0,0,0,0,0,0
123,0.0208742,0.0259104,0.0114137,0.0118335,0.0115242,0.00783114,0,0,0.022968,0,0.023152,0.013023,0.0426704,0.0143628,0.0229313,0.0158847,0.0199312,0.0143036,0.0075548,0.0117161,0.0150176,0.0506276,0.0165105,0.0158496,0.0152087,0.0184061,0.017383,0.0173156,0.0103028,0.0074432,0.0519762,0.0152,0.0163004,0.00754747,0.0210487,0,0,0.0411357,0,0.021787,0.0263883,0.0552122,0.0445793,0.0194655,0.0142949,0.0155194,0.0184765,0.020433,0.0647403,0.0201575,0.0288633,0.0266553,0.023779,0.013188,0.0379705,0.0729826,0.0208878,0.0183135,0.00952688,0.0247878,0.0140554,0,0,0,0,0,0,0,0,0
124,0.0211445,0.0263516,0.0117555,0.0119607,0.0124836,0.00780472,0,0,0.022289,0,0.0230707,0.0127291,0.0424536,0.0148478,0.0230469,0.0166692,0.0200734,0.0142851,0.00770475,0.0122716,0.0154877,0.0504744,0.016887,0.0159277,0.0155187,0.0189853,0.0166997,0.0169341,0.010381,0.00729342,0.0531672,0.0152012,0.0169204,0.00749342,0.0216145,0,0,0.0408641,0,0.021705,0.0262726,0.0550319,0.0469841,0.0195438,0.013912,0.0162017,0.0192557,0.0193821,0.0642114,0.0197471,0.0268692,0.0268832,0.0234399,0.0134171,0.038511,0.0751468,0.0200241,0.0177289,0.00957493,0.0251838,0.0141893,0,0,0,0,0,0,0,0,0
125,0.0214173,0.0268241,0.0124858,0.0121123,0.0133348,0.00766037,0,0,0.0216235,0,0.0230587,0.0124441,0.0422849,0.0151602,0.0231676,0.0175405,0.0203551,0.0142723,0.00799198,0.0129683,0.0159612,0.0503415,0.0172638,0.0160971,0.0158345,0.0195065,0.0165149,0.0165926,0.010474,0.00715038,0.0543934,0.0151935,0.0176621,0.00733993,0.0221563,0,0,0.0406202,0,0.0216292,0.0261914,0.055332,0.0488877,0.019795,0.0136266,0.0168912,0.0200687,0.0184992,0.0638043,0.019498,0.0252405,0.0270122,0.0231394,0.0135768,0.038821,0.0768453,0.0191642,0.016919,0.0096407,0.0256296,0.0142539,0,0,0,0,0,0,0,0,0
126,0.0216699,0.0273064,0.0133704,0.0121425,0.0141892,0.00750192,0,0,0.0209661,0,0.022962,0.0121174,0.042162,0.0155775,0.0233086,0.0183956,0.0206673,0.0142963,0.00843468,0.0137415,0.0164716,0.0502621,0.0175868,0.0162322,0.0161438,0.0199498,0.0166433,0.0162258,0.0105568,0.00696555,0.0552812,0.0151946,0.0182881,0.00714287,0.0226343,0,0,0.0403955,0,0.021599,0.0261374,0.0557482,0.0503215,0.0201176,0.0133609,0.0175554,0.0209011,0.0177667,0.063416,0.0192967,0.0238853,0.0269864,0.0228056,0.0135853,0.038941,0.0780868,0.018325,0.0158601,0.0097301,0.0260994,0.014267,0,0,0,0,0,0,0,0,0
127,0.0218254,0.0277674,0.0143511,0.0122334,0.0150128,0.00729292,0,0,0.0203379,0,0.0229321,0.0118688,0.0420956,0.0158023,0.0234393,0.0192126,0.0209362,0.0143604,0.00888839,0.0145381,0.0170402,0.0502893,0.0178478,0.0163036,0.0163964,0.0203093,0.0170105,0.0159126,0.0106226,0.00678582,0.0556865,0.0151296,0.0186439,0.00692571,0.0230042,0,0,0.0401101,0,0.0215539,0.0260861,0.0559984,0.0514379,0.0204366,0.0129636,0.0181139,0.0216196,0.0171242,0.0629158,0.0189761,0.0228648,0.0267465,0.0224125,0.0135165,0.0389458,0.0791358,0.0175383,0.0150893,0.0097808,0.0265683,0.0142817,0,0,0,0,0,0,0,0,0
128,0.0218964,0.0281917,0.0154765,0.0124181,0.015704,0.00707649,0,0,0.0197679,0,0.022986,0.0117457,0.0420811,0.015938,0.0235555,0.0199418,0.0211421,0.0144345,0.00930963,0.0152313,0.0176095,0.0504123,0.01807,0.0163988,0.0165441,0.0206077,0.017718,0.0157146,0.0106778,0.00671766,0.0557364,0.0150358,0.018944,0.00668881,0.0233169,0,0,0.0398658,0,0.0215375,0.0260294,0.0561103,0.0524581,0.0207512,0.0125089,0.0186429,0.0222407,0.0164315,0.0623034,0.0185545,0.0216972,0.0262779,0.0220096,0.013474,0.0388376,0.0798756,0.016876,0.0145987,0.00982474,0.0270487,0.0143681,0,0,0,0,0,0,0,0,0
129,0.0219783,0.0285982,0.0167721,0.0124106,0.0163446,0.00689514,0,0,0.0192056,0,0.0228873,0.0116299,0.0420853,0.0163065,0.0236555,0.0205465,0.0213677,0.0145274,0.00968588,0.0157187,0.0180635,0.0506119,0.0182772,0.0164828,0.016654,0.0208833,0.0186774,0.0155259,0.0107283,0.00662435,0.0555402,0.0148977,0.0190662,0.00645448,0.0235888,0,0,0.0396647,0,0.0215093,0.0260104,0.056206,0.0530529,0.0210562,0.0121167,0.0191577,0.0227689,0.0158001,0.0616441,0.0181487,0.0206626,0.0256955,0.0215712,0.013433,0.0384331,0.0799858,0.0162916,0.0142725,0.009922,0.0275372,0.0145279,0,0,0,0,0,0,0,0,0
130,0.0222606,0.0289512,0.0180547,0.0123729,0.0168473,0.00673646,0,0,0.0187165,0,0.0228099,0.0116114,0.0420906,0.0168628,0.0237729,0.0211279,0.0216389,0.0146224,0.00997932,0.0160116,0.0184876,0.0507656,0.0184646,0.0165159,0.0168556,0.0211974,0.0195848,0.015393,0.0108306,0.00657464,0.0553816,0.0148098,0.0188494,0.00627542,0.0238335,0,0,0.0395097,0,0.0215283,0.0260709,0.0563144,0.0531468,0.0213652,0.0118501,0.0196561,0.0232044,0.0152271,0.0609813,0.017834,0.0197282,0.0247856,0.0210974,0.0130923,0.0375159,0.0799286,0.0158233,0.0142105,0.0100128,0.0280171,0.0147727,0,0,0,0,0,0,0,0,0
131,0.0223946,0.0292856,0.0188535,0.0123084,0.0172438,0.00656007,0,0,0.0182415,0,0.0228189,0.0115784,0.0420973,0.0173148,0.0238897,0.0216873,0.0218941,0.0147352,0.0101018,0.0161769,0.0188575,0.0507963,0.0185934,0.0164553,0.016965,0.0214042,0.0204145,0.015232,0.0110152,0.00650873,0.0551537,0.0146708,0.0182845,0.00614822,0.0240093,0,0,0.0394587,0,0.0215725,0.0261775,0.0564481,0.0529172,0.0216528,0.0118683,0.0201252,0.0235595,0.0148024,0.0603476,0.0177058,0.0190809,0.0235333,0.0205862,0.0124629,0.0361404,0.0795091,0.0154644,0.0140109,0.0101103,0.0284285,0.0150183,0,0,0,0,0,0,0,0,0
132,0.0224241,0.0296365,0.0196928,0.0123206,0.0174595,0.00634293,0,0,0.0177793,0,0.0227931,0.0115614,0.0420798,0.0177666,0.0239372,0.0221242,0.0220625,0.0148303,0.0100396,0.0161739,0.0191085,0.0507677,0.0186381,0.0163057,0.0170168,0.0215661,0.0211215,0.0151039,0.0111091,0.0064359,0.0543618,0.014536,0.017516,0.00613017,0.0241949,0,0,0.0394734,0,0.0215949,0.0262041,0.0565573,0.0522205,0.0218627,0.0122572,0.0205241,0.0239242,0.0145909,0.0597888,0.0177909,0.0188591,0.0221244,0.0199247,0.0118173,0.0347398,0.0780854,0.0151566,0.0138195,0.0102126,0.0288344,0.0152937,0,0,0,0,0,0,0,0,0
133,0.0224589,0.0299526,0.020543,0.0123798,0.0179071,0.0060825,0,0,0.0172875,0,0.0227474,0.011538,0.042033,0.0180931,0.0239597,0.0224403,0.0221087,0.0149074,0.0099691,0.0161098,0.0194465,0.0507197,0.0185749,0.0161413,0.0170492,0.0216872,0.0218858,0.0150232,0.0111293,0.00628911,0.0527279,0.0144076,0.0165666,0.00617632,0.0243082,0,0,0.0394346,0,0.0216454,0.0262227,0.0566538,0.050917,0.0219769,0.013052,0.0208326,0.0242554,0.0145013,0.0593322,0.0180977,0.0187918,0.0204827,0.0191166,0.0111762,0.0332528,0.0756601,0.0150137,0.0137037,0.01028,0.0291847,0.0155186,0,0,0,0,0,0,0,0,0
134,0.0225129,0.0302658,0.0215654,0.0124746,0.0186188,0.00592326,0,0,0.016805,0,0.0227016,0.0114769,0.0419147,0.0184357,0.0240789,0.0227567,0.0221982,0.0150016,0.00998859,0.0160136,0.0197654,0.050655,0.018438,0.0159543,0.0170545,0.0218083,0.0227609,0.0148879,0.0111481,0.0061679,0.0504782,0.0142817,0.0154243,0.00621596,0.0243875,0,0,0.0394477,0,0.0217355,0.0263032,0.0567592,0.0485148,0.022041,0.014235,0.0210978,0.0245664,0.0146157,0.0589841,0.0185978,0.0189255,0.0185474,0.0182492,0.0105103,0.0313566,0.0723632,0.014921,0.0136631,0.0103986,0.029522,0.0156439,0,0,0,0,0,0,0,0,0
135,0.0225856,0.0305579,0.0225959,0.0125933,0.0190889,0.00584775,0,0,0.0163308,0,0.0226759,0.0114564,0.0417574,0.0188507,0.0241641,0.0230423,0.0223444,0.0150849,0.00990055,0.0158688,0.0200471,0.0504441,0.0184256,0.0157618,0.0170635,0.0219571,0.0235817,0.0147605,0.0111757,0.00610688,0.0477264,0.0142617,0.0141939,0.00629478,0.0244494,0,0,0.0395284,0,0.021871,0.0263559,0.0568944,0.045225,0.0220409,0.0155708,0.0212941,0.0248196,0.0146929,0.0586981,0.0190408,0.0191205,0.0164359,0.0172383,0.0094719,0.0291755,0.0682791,0.0149225,0.0137474,0.010473,0.0298909,0.0156348,0,0,0,0,0,0,0,0,0
136,0.0226505,0.0308458,0.0234258,0.0127229,0.0192701,0.00577827,0,0,0.0157965,0,0.022596,0.0114392,0.041624,0.0193023,0.0242031,0.0232265,0.0223622,0.0151988,0.00971013,0.0156731,0.0202137,0.0502015,0.0183602,0.0155255,0.0170531,0.0220701,0.0243867,0.0146063,0.0111917,0.00619665,0.0442222,0.0142158,0.0127957,0.00649341,0.0245475,0,0,0.0395806,0,0.021974,0.0263983,0.0570739,0.0413106,0.0219395,0.0169315,0.0213205,0.0250929,0.0147269,0.0584353,0.0194399,0.0193547,0.014393,0.0160468,0.00828188,0.0266821,0.0631368,0.014953,0.0138235,0.0104935,0.0302494,0.0155313,0,0,0,0,0,0,0,0,0
137,0.0226817,0.0310455,0.0242124,0.0128628,0.0193202,0.00573088,0,0,0.0152462,0,0.0225441,0.0114192,0.0415689,0.0196925,0.0241461,0.0232981,0.022293,0.0152482,0.00949372,0.0153969,0.020306,0.0499429,0.0182312,0.0153075,0.0169802,0.022107,0.0252778,0.0144105,0.0112001,0.00626067,0.0397858,0.0142732,0.0116234,0.00667059,0.0246253,0,0,0.0395102,0,0.0220918,0.0264297,0.0572756,0.0372901,0.0216603,0.0179351,0.0212163,0.0253219,0.0146334,0.0581308,0.0194822,0.0193256,0.0124113,0.01459,0.00731401,0.0239271,0.0570215,0.0150404,0.0139495,0.0105099,0.0305025,0.0153236,0,0,0,0,0,0,0,0,0
138,0.0226909,0.0311547,0.0245967,0.0129958,0.0194521,0.0056807,0,0,0.0147036,0,0.0224747,0.0113938,0.0415979,0.0197523,0.0239503,0.0232585,0.0222065,0.0152154,0.00918909,0.0149736,0.0203248,0.0496883,0.0180319,0.0150409,0.0168321,0.0219674,0.0260105,0.0142213,0.0111727,0.00624842,0.0349012,0.0143154,0.0110671,0.00692265,0.0246715,0,0,0.0393444,0,0.0221628,0.0264166,0.0574693,0.0335231,0.0212128,0.0183596,0.0210292,0.0254912,0.0142757,0.057764,0.0188836,0.0186114,0.0105876,0.0130425,0.00669728,0.0209451,0.0499943,0.0151188,0.0140702,0.0104651,0.0306644,0.0150263,0,0,0,0,0,0,0,0,0
139,0.022668,0.0311743,0.0249365,0.0131341,0.0196315,0.00567137,0,0,0.0140976,0,0.0224376,0.0113013,0.041743,0.0197404,0.0237306,0.0229709,0.0221247,0.0150967,0.00875891,0.0143846,0.0201643,0.0494243,0.017708,0.0147388,0.016634,0.0217527,0.0266834,0.0139419,0.011146,0.00623332,0.0292843,0.0143368,0.011425,0.00726566,0.0246623,0,0,0.0391864,0,0.0221966,0.0263566,0.0576222,0.0300538,0.0206496,0.0180857,0.020774,0.0255955,0.0135105,0.0573086,0.0175804,0.0174007,0.0090567,0.0115555,0.00646584,0.0178081,0.0422432,0.0151262,0.0142107,0.0103646,0.0307693,0.0146376,0,0,0,0,0,0,0,0,0
140,0.0225914,0.031163,0.0253892,0.0132193,0.0196083,0.0056812,0,0,0.013462,0,0.022379,0.0111803,0.0419534,0.0197598,0.023478,0.0225334,0.0220871,0.0148998,0.00831577,0.0136706,0.0198802,0.0491531,0.0173387,0.014359,0.0163274,0.0215087,0.027241,0.0136178,0.011142,0.00623114,0.0230497,0.0143468,0.0125958,0.00765354,0.0245979,0,0,0.0390498,0,0.0221908,0.0262052,0.0577043,0.0274857,0.0200279,0.0172703,0.0204561,0.0256868,0.0124535,0.0568351,0.0157479,0.0156712,0.00803679,0.0102697,0.00678121,0.0146057,0.034053,0.0150764,0.0143482,0.0102575,0.0308317,0.0142286,0,0,0,0,0,0,0,0,0
141,0.0225321,0.0311542,0.0256835,0.0132808,0.0192219,0.00569018,0,0,0.0128527,0,0.0223103,0.0110535,0.0421752,0.0197628,0.0230828,0.0221708,0.0221357,0.0146317,0.00790885,0.0129206,0.0195866,0.0487514,0.0168937,0.0138985,0.0160447,0.0211579,0.0275825,0.0132059,0.0111415,0.0061984,0.0170405,0.0143865,0.0142558,0.00805088,0.0244916,0,0,0.0388735,0,0.0221793,0.0260515,0.0577156,0.0259711,0.0194102,0.0162538,0.0200801,0.0257641,0.0115667,0.0564247,0.0137292,0.013744,0.00775149,0.00939278,0.00740277,0.0115984,0.0259605,0.0150149,0.0145084,0.0101578,0.0308964,0.0137784,0,0,0,0,0,0,0,0,0
142,0.0224817,0.0311339,0.0259187,0.0132991,0.0189859,0.00572263,0,0,0.0122544,0,0.0222114,0.0108986,0.0424462,0.0196668,0.0226822,0.021828,0.022281,0.0143319,0.00731237,0.0121515,0.019252,0.0483112,0.01651,0.0134373,0.0157208,0.0207195,0.0278436,0.0127968,0.0111133,0.00615027,0.0130775,0.0145108,0.0158896,0.00842117,0.0244604,0,0,0.0386738,0,0.0221959,0.0258601,0.0576189,0.0250461,0.0188122,0.0154696,0.0196536,0.0258668,0.0115598,0.0561799,0.0123798,0.0124825,0.00827188,0.00895539,0.0080965,0.0094443,0.0191036,0.0149909,0.0145745,0.010037,0.0309443,0.013344,0,0,0,0,0,0,0,0,0
